EpThisIter,loss_kl,TimeElapsed,loss_pol_entpen,ev_tdlam_before,loss_pol_surr,EpisodesSoFar,loss_ent,EpLenMean,TimestepsSoFar,EpRewMean,loss_vf_loss
5,0.0314021,480.0539915561676,0.0,0.994998888578,-0.0629597,2441,2.94866,389.35,472932,1345.89090133,13.4691
6,0.0298109,482.1165940761566,0.0,0.99651412759,-0.0553798,2447,2.89744,389.1,474948,1347.33596331,11.8322
6,0.0331211,484.18030285835266,0.0,0.98298227787,-0.0377552,2453,2.86011,382.34,476967,1325.64752857,15.2489
6,0.0300129,486.24172019958496,0.0,0.991803219542,-0.0574806,2459,2.86531,373.1,479171,1299.97290622,16.3696
5,0.030931,488.31995391845703,0.0,0.996809228091,-0.0499075,2464,2.83527,372.43,481085,1298.61905068,10.4225
5,0.0314014,490.38257479667664,0.0,0.997099937871,-0.0555661,2469,2.87645,360.77,482873,1260.2774785,9.54251
4,0.0299351,492.4463474750519,0.0,0.997159581631,-0.0510725,2473,2.8238,361.24,484833,1263.99963718,5.72441
5,0.0371515,494.526718378067,0.0,0.995360440575,-0.0477306,2478,2.80716,364.45,487270,1276.43990354,11.1607
7,0.0371138,496.59307074546814,0.0,0.995485804975,-0.0531632,2485,2.80784,361.96,489438,1268.91217106,11.3304
6,0.0314357,498.6559109687805,0.0,0.993513712659,-0.0537756,2491,2.78598,356.37,491371,1249.69858123,13.2763
5,0.0336959,500.7181122303009,0.0,0.996447707759,-0.0498535,2496,2.79343,360.96,493458,1267.29520017,9.27692
5,0.0326096,502.7794589996338,0.0,0.997798097553,-0.0613664,2501,2.73108,363.54,495464,1278.66341679,6.85598
4,0.0330801,504.84283351898193,0.0,0.992903294507,-0.054734,2505,2.69526,366.76,497547,1290.01826884,12.9569
5,0.035771,506.9132764339447,0.0,0.99542472139,-0.053747,2510,2.70557,357.19,499190,1256.66842054,13.1089
4,0.0412729,508.97999143600464,0.0,0.995584041346,-0.0434765,2514,2.68731,368.86,501448,1300.53540398,7.70289
5,0.0342232,511.0453083515167,0.0,0.995205091778,-0.0517645,2519,2.68938,375.98,503349,1326.50374274,9.81802
6,0.03568,513.1172707080841,0.0,0.996070757508,-0.0592487,2525,2.61716,380.96,505411,1345.20491711,11.521
5,0.0384459,515.179122209549,0.0,0.995765248314,-0.0511398,2530,2.59931,389.3,507716,1377.09503564,12.4983
4,0.0330225,517.249892950058,0.0,0.996661303099,-0.0529498,2534,2.5599,392.22,509510,1389.00219889,8.17007
5,0.0347862,519.3256621360779,0.0,0.99719063798,-0.0557703,2539,2.56175,398.47,511981,1411.02402687,9.89826
3,0.0360815,521.3893837928772,0.0,0.995021353941,-0.0485818,2542,2.55275,403.86,513543,1430.29430462,9.15108
7,0.0366818,523.4529929161072,0.0,0.991823718883,-0.0490984,2549,2.55049,400.97,515715,1420.61949794,9.91824
4,0.0209052,525.5146369934082,0.0,0.929565288126,-0.0276029,2553,2.54051,410.54,518021,1455.2315586,242.858
6,0.0420637,527.5763492584229,0.0,0.989419339225,-0.0495159,2559,2.53916,407.72,519943,1445.76506095,20.0357
7,0.0341743,529.6399745941162,0.0,0.993343903683,-0.0399958,2566,2.49882,403.88,522221,1433.57289305,10.4778
7,0.0421191,531.7172384262085,0.0,0.990269726142,-0.0525057,2573,2.46628,392.55,524088,1391.87691559,21.9259
4,0.0262561,533.7810077667236,0.0,0.90372620523,-0.0301485,2577,2.40623,391.21,526025,1386.40273716,312.668
6,0.0397617,535.8372757434845,0.0,0.988950014114,-0.0521439,2583,2.42997,395.86,528255,1402.40162773,24.5869
4,0.0387792,537.9171464443207,0.0,0.974965913221,-0.047143,2587,2.4511,401.55,530344,1417.46132315,44.5956
7,0.0350635,539.9827401638031,0.0,0.993910023943,-0.0629998,2594,2.4138,401.79,532460,1417.45489611,20.1621
4,0.0279655,542.0453486442566,0.0,0.993952472229,-0.0575628,2598,2.36835,399.84,534225,1409.67920975,8.35848
7,0.0304033,544.1163115501404,0.0,0.993910658173,-0.0492929,2605,2.38471,389.14,536461,1373.17682352,19.2356
5,0.0380783,546.1786563396454,0.0,0.995827182662,-0.0518011,2610,2.37307,392.42,538432,1387.69715717,14.2839
5,0.0219518,548.2482135295868,0.0,0.908162757754,-0.0305268,2615,2.36317,386.97,540519,1363.35268288,366.176
4,0.029764,550.2969181537628,0.0,0.988257559016,-0.0582015,2619,2.35321,388.94,542243,1371.82069189,16.8354
4,0.0282997,552.3699507713318,0.0,0.897109717131,-0.0286167,2623,2.36703,397.44,544592,1400.08597485,397.372
3,0.0342464,554.4379699230194,0.0,0.98532900773,-0.0469278,2626,2.35624,394.51,545857,1388.80852501,12.617
6,0.0276645,556.4981877803802,0.0,0.923757404089,-0.0254384,2632,2.33573,402.5,548679,1418.66420851,384.105
6,0.0405501,558.5626721382141,0.0,0.992988410406,-0.0501938,2638,2.33805,389.96,550604,1372.8430275,16.3354
4,0.0277436,560.6167268753052,0.0,0.978619506583,-0.0358335,2642,2.33907,393.57,552900,1386.1523953,49.3011
4,0.056216,562.6951928138733,0.0,0.992651965935,-0.0250617,2646,2.35056,399.52,554846,1409.75152817,11.7621
6,0.0328287,564.7567975521088,0.0,0.99512130674,-0.0568602,2652,2.37268,392.29,556988,1384.88965607,11.6851
4,0.0324899,566.8195526599884,0.0,0.992663458921,-0.0538982,2656,2.35346,397.19,558997,1403.19990843,12.6036
5,0.0419859,568.8821313381195,0.0,0.995452229399,-0.054104,2661,2.31841,402.5,560868,1421.92818881,11.1846
4,0.0302622,570.9448485374451,0.0,0.994711804669,-0.0550028,2665,2.30412,413.19,563189,1459.00114668,15.2685
5,0.0318548,573.0074262619019,0.0,0.99580263067,-0.0620678,2670,2.26549,418.56,565059,1478.04555118,11.964
4,0.0321959,575.0722699165344,0.0,0.994622672442,-0.0465582,2674,2.23329,418.44,566932,1480.02774518,14.3321
6,0.0443451,577.1479768753052,0.0,0.995753068477,-0.0541061,2680,2.25717,415.52,569088,1471.04844277,13.3776
5,0.0289079,579.2262947559357,0.0,0.987411964685,-0.0420886,2685,2.24192,420.02,571079,1488.81505446,24.6296
6,0.0291562,581.2917702198029,0.0,0.993549169973,-0.0526151,2691,2.20296,416.62,573341,1481.04273266,21.1481
6,0.0399429,583.3593735694885,0.0,0.996141794603,-0.0556773,2697,2.15467,415.95,575342,1480.4811129,14.1749
7,0.034976,585.4138321876526,0.0,0.9951862772,-0.0527802,2704,2.15131,411.46,577485,1461.89575568,14.6576
5,0.0343893,587.4791955947876,0.0,0.963176589459,-0.0407801,2709,2.14043,407.28,578793,1446.04050735,24.4336
6,0.049747,589.5468556880951,0.0,0.9958804911,-0.0468816,2715,2.12664,410.58,581577,1461.51954148,10.4696
5,0.0299546,591.6191446781158,0.0,0.993277299218,-0.0511013,2720,2.11228,402.37,583480,1434.48059143,14.0259
6,0.0357859,593.6714434623718,0.0,0.991304843687,-0.0549298,2726,2.09119,395.13,585370,1407.35729658,14.5508
3,0.0372089,595.7498726844788,0.0,0.991404323839,-0.0450314,2729,2.12729,395.75,587180,1409.54331943,17.0271
5,0.0407522,597.8128645420074,0.0,0.991973490454,-0.0509968,2734,2.10945,401.23,589515,1428.35731208,16.7617
5,0.0345943,599.8820188045502,0.0,0.994676822796,-0.0517568,2739,2.12417,400.03,591607,1424.75158904,11.7323
6,0.0339832,601.9448087215424,0.0,0.99253655877,-0.0562235,2745,2.135,393.0,593831,1398.75218113,16.9867
6,0.0347149,604.0071697235107,0.0,0.990861657076,-0.0545934,2751,2.10157,390.69,595800,1388.56099868,19.8862
6,0.0474915,606.0709011554718,0.0,0.995066909119,-0.0469266,2757,2.07838,385.54,597790,1369.30789105,11.5851
4,0.0363166,608.1319122314453,0.0,0.996153223561,-0.0552362,2761,2.05946,385.56,599424,1371.09064014,9.54081
5,0.0349743,610.2102155685425,0.0,0.990321272053,-0.0500427,2766,2.03679,379.96,601638,1351.91509049,15.9223
5,0.0389605,612.2735741138458,0.0,0.981392538175,-0.0534941,2771,2.05332,383.98,604090,1365.21954653,17.1021
5,0.0335394,614.3508670330048,0.0,0.990222732536,-0.0537331,2776,2.03995,384.84,606202,1368.41581132,18.3596
4,0.0385313,616.4146490097046,0.0,0.993059227709,-0.0560244,2780,2.06102,388.44,607932,1381.74506313,15.5622
5,0.035902,618.476594209671,0.0,0.988331941888,-0.0534796,2785,2.05508,389.16,609995,1382.5234574,19.1709
4,0.0378734,620.5420660972595,0.0,0.991664151661,-0.0556917,2789,1.99796,394.76,612210,1399.27620467,17.1349
5,0.0410858,622.6240508556366,0.0,0.984276121482,-0.0539538,2794,1.98694,398.83,614204,1413.09181033,22.9718
4,0.0410747,624.7030143737793,0.0,0.992949410342,-0.035411,2798,1.94362,406.42,616448,1441.6509872,15.0808
3,0.0401892,626.7549600601196,0.0,0.99368487671,-0.0532416,2801,1.90089,415.27,618241,1473.38087822,13.1379
4,0.0323621,628.8303596973419,0.0,0.995316471439,-0.0543522,2805,1.88356,423.56,620037,1505.17520674,11.6816
7,0.0343547,630.9297811985016,0.0,0.995535836089,-0.0567857,2812,1.87029,419.88,622569,1492.5775289,7.83871
6,0.0385924,632.9913942813873,0.0,0.995373995043,-0.0486191,2818,1.81852,419.88,624569,1492.04167682,11.2685
6,0.0362718,635.0540108680725,0.0,0.993709430099,-0.0528288,2824,1.79402,415.82,626437,1478.51476618,19.8517
4,0.0386741,637.1167204380035,0.0,0.99662957713,-0.046679,2828,1.78735,422.63,628454,1505.87049443,12.2376
5,0.0344965,639.1955337524414,0.0,0.996663874947,-0.0471117,2833,1.7593,413.15,630554,1474.1456108,13.4239
5,0.0359388,641.2568557262421,0.0,0.99629395525,-0.0547708,2838,1.77259,412.62,632302,1472.79920477,12.888
5,0.0504615,643.3199007511139,0.0,0.99600670673,-0.0482125,2843,1.80207,416.08,634711,1487.04154081,10.6247
4,0.0298374,645.3825192451477,0.0,0.989299383946,-0.0468931,2847,1.78988,423.73,636878,1512.93815854,23.474
4,0.0353283,647.447078704834,0.0,0.988602974452,-0.0558593,2851,1.77706,426.09,638409,1521.14633821,22.9721
5,0.0349638,649.5149419307709,0.0,0.99220238626,-0.054503,2856,1.76974,433.4,640863,1546.86774494,14.9758
3,0.0382263,651.5932748317719,0.0,0.996305479202,-0.0528402,2859,1.70268,437.47,642379,1561.58481351,5.16825
7,0.044651,653.66375207901,0.0,0.996342148166,-0.0535885,2866,1.70917,433.67,645005,1548.3636514,14.9321
6,0.0325039,655.7417936325073,0.0,0.993149331305,-0.0490021,2872,1.68836,422.14,647041,1508.18995814,20.343
4,0.0411967,657.8041481971741,0.0,0.989795860834,-0.0468434,2876,1.70931,428.37,649039,1531.46512546,25.9601
4,0.0462323,659.8660938739777,0.0,0.899254254997,-0.0230838,2880,1.69374,431.81,651113,1543.11195519,413.665
5,0.0358384,661.9320418834686,0.0,0.985781949013,-0.0518988,2885,1.74457,428.74,652869,1534.25004856,19.185
7,0.0448264,663.9996802806854,0.0,0.996782014845,-0.0589741,2892,1.72452,415.59,655190,1489.71459832,9.53084
6,0.0398642,666.0611591339111,0.0,0.996749321697,-0.0590611,2898,1.74094,409.13,657361,1464.62884983,10.5259
6,0.0379333,668.1316635608673,0.0,0.99402662972,-0.0604756,2904,1.74234,397.38,659139,1421.57976217,14.4572
8,0.0601754,670.1944954395294,0.0,0.996441258118,-0.0487168,2912,1.69998,388.72,661441,1391.40378705,9.12461
4,0.0363411,672.2571959495544,0.0,0.995296953246,-0.0578566,2916,1.63538,394.58,663156,1414.0295552,12.6763
6,0.033412,674.3199601173401,0.0,0.995919327717,-0.0582175,2922,1.62343,395.69,665339,1416.51756346,11.2391
6,0.0365663,676.3860573768616,0.0,0.996383045102,-0.0547294,2928,1.60388,390.01,667455,1395.7863319,12.046
5,0.0369762,678.4370625019073,0.0,0.997059408808,-0.052652,2933,1.59549,389.14,669468,1393.34749867,6.02932
5,0.0473152,680.4999806880951,0.0,0.992599478923,-0.0395937,2938,1.55332,391.39,671441,1401.39548444,23.152
6,0.0383211,682.5695629119873,0.0,0.994890436996,-0.0461523,2944,1.54502,384.82,673574,1375.87612442,13.055
7,0.045877,684.6322023868561,0.0,0.992596925236,-0.0533153,2951,1.45763,373.87,675796,1341.02508021,28.9951
5,0.039523,686.7105443477631,0.0,0.995166481938,-0.0557294,2956,1.40234,369.49,677812,1327.68954664,13.5407
5,0.0518398,688.757527589798,0.0,0.996450579492,-0.0490573,2961,1.38009,363.67,679778,1307.78479932,9.71618
4,0.0423502,690.8222754001617,0.0,0.997783855302,-0.0599506,2965,1.34692,364.24,681167,1310.09367829,5.02283
5,0.036532,692.8905658721924,0.0,0.968646112829,-0.0215883,2970,1.36635,375.15,683779,1350.72184165,147.397
5,0.0411584,694.9523456096649,0.0,0.992046592757,-0.0531743,2975,1.36719,372.11,685748,1340.9332795,12.284
5,0.0441307,697.0152680873871,0.0,0.994944934268,-0.0500734,2980,1.33587,369.63,688076,1333.65877996,11.8036
5,0.0411964,699.077428817749,0.0,0.996870171279,-0.0465417,2985,1.31765,366.71,689540,1324.34619172,8.59672
3,0.0397892,701.1497123241425,0.0,0.996590783354,-0.057732,2988,1.30145,378.5,691787,1368.84256333,5.94518
4,0.0427193,703.2027430534363,0.0,0.970390997827,-0.027172,2992,1.30713,389.99,694189,1413.09944885,88.7863
3,0.0369578,705.2800390720367,0.0,0.986951638944,-0.0410657,2995,1.3007,397.48,695908,1440.72926266,24.1015
4,0.0391188,707.3428809642792,0.0,0.891704820096,-0.0204741,2999,1.29937,402.41,697997,1458.18474962,437.38
5,0.0504812,709.3910439014435,0.0,0.991468689404,-0.0480341,3004,1.27941,407.87,699926,1479.33840588,12.3415
4,0.218794,711.4600205421448,0.0,0.996777296765,-0.0316931,3008,1.27597,414.79,701831,1504.67137546,5.33317
4,0.0369205,713.5232875347137,0.0,0.992662043311,-0.0461873,3012,1.29146,425.68,704009,1544.73289934,16.3837
3,0.0611941,715.6008565425873,0.0,0.642709195614,-0.0271951,3015,1.31429,436.93,706506,1582.2801242,837.167
4,0.0393737,717.6632273197174,0.0,0.984660490416,-0.0554331,3019,1.29015,436.04,707986,1579.23723112,12.8225
4,0.0383356,719.7210500240326,0.0,0.993941932917,-0.0504243,3023,1.27526,445.31,710189,1614.35487511,12.735
6,0.0495093,721.80060338974,0.0,0.995050522964,-0.0630721,3029,1.24271,448.1,712538,1623.50062501,14.2799
3,0.0399263,723.8665623664856,0.0,0.995478119701,-0.0414746,3032,1.2749,457.8,714747,1658.37239685,10.8225
3,0.0480055,725.94549036026,0.0,0.881710380316,-0.0242404,3035,1.28143,460.05,716414,1665.15220935,332.948
5,0.0472831,728.0079417228699,0.0,0.991370459087,-0.0476097,3040,1.26015,462.03,718630,1672.55722191,15.7625
4,0.0361911,730.0733337402344,0.0,0.988279717974,-0.0445842,3044,1.24164,471.18,720692,1705.42352655,24.398
4,0.0428344,732.1319527626038,0.0,0.994903145824,-0.0521558,3048,1.25311,474.15,722583,1716.23714907,14.8483
6,0.0865861,734.1945848464966,0.0,0.989750119857,-0.0532435,3054,1.24887,479.09,724765,1734.07334811,9.61802
4,0.0322824,736.2573146820068,0.0,0.907364457846,-0.0256975,3058,1.21913,485.76,726987,1758.72517286,368.291
5,0.048887,738.3200318813324,0.0,0.993045995478,-0.0508346,3063,1.23516,483.4,728861,1749.36187524,12.747
7,0.0389573,740.3859450817108,0.0,0.992850350216,-0.0530237,3070,1.23128,472.79,731058,1710.6613557,19.845
4,0.0433347,742.4474351406097,0.0,0.993591787294,-0.0449447,3074,1.18923,470.95,732529,1704.21008777,14.1466
6,0.0474948,744.5157215595245,0.0,0.995262455661,-0.057703,3080,1.17025,469.12,734988,1697.66557075,17.7695
4,0.0311648,746.5855197906494,0.0,0.951748784631,-0.0289041,3084,1.13955,477.92,736955,1729.17552556,146.118
4,0.0673596,748.6482045650482,0.0,0.994492826052,-0.04113,3088,1.08736,474.12,739199,1714.629268,12.9313
2,0.0970727,750.7104387283325,0.0,0.933597914875,-0.0138074,3090,1.06244,479.89,741155,1735.5040655,116.204
2,0.035404,752.7886729240417,0.0,0.61703184247,-0.0191288,3092,1.0676,489.66,743155,1768.42509755,530.011
2,0.0505596,754.8515136241913,0.0,0.821741744876,-0.0311545,3094,1.06236,495.27,744474,1786.90486012,486.558
3,0.0442007,756.9787766933441,0.0,0.793451264501,-0.0253643,3097,1.02062,499.8,747321,1801.38613052,591.97
3,0.0762543,759.0515873432159,0.0,0.684931129217,-0.0197475,3100,1.05669,511.52,749543,1841.01201457,927.789
2,0.0672027,761.1160614490509,0.0,0.978464195505,-0.0431151,3102,1.05236,513.55,750618,1847.78416149,18.3044
4,0.0426445,763.1786668300629,0.0,0.867740035057,-0.0247254,3106,1.04703,526.65,753403,1893.2622506,489.846
3,0.0412992,765.2327575683594,0.0,0.97551035136,-0.0457911,3109,1.06862,529.58,755661,1902.39084046,38.8722
4,0.0433436,767.3038001060486,0.0,0.993331975769,-0.0571724,3113,1.03736,524.49,757458,1885.18180617,11.1021
3,0.0522443,769.3651099205017,0.0,0.994693375193,-0.0546488,3116,1.0029,525.53,759197,1891.8329178,13.7435
3,0.0345433,771.4289948940277,0.0,0.807459846139,-0.0216235,3119,1.00147,532.75,761261,1917.77041152,505.358
2,0.0480162,773.4912545681,0.0,0.457054853439,-0.021872,3121,1.02529,541.13,763261,1946.22086912,516.532
2,0.0844034,775.5615773200989,0.0,0.205382227898,-0.0180964,3123,1.04734,550.72,765261,1978.20325785,848.239
3,0.0725904,777.6232054233551,0.0,0.862931117415,-0.00802482,3126,1.04331,565.53,767838,2032.16218815,425.308
2,0.0374766,779.6868305206299,0.0,0.84274289012,-0.0232899,3128,1.07776,579.54,769838,2082.77130001,277.029
2,0.0393546,781.7496438026428,0.0,0.537892490625,-0.0210819,3130,1.10383,583.95,771838,2096.8679222,484.993
2,0.437016,783.8124074935913,0.0,0.74413818121,-0.014047,3132,1.1074,590.91,773838,2120.84830463,504.644
4,0.0792487,785.8909704685211,0.0,0.938940536231,-0.0537113,3136,1.07896,593.02,776144,2121.04682019,73.9204
3,0.0601491,787.9580388069153,0.0,0.95374693349,-0.0517307,3139,1.03815,591.4,777327,2109.43566291,118.395
3,0.0495399,790.023200750351,0.0,0.966646898538,-0.0547473,3142,1.04593,594.92,779667,2117.09222339,30.1119
3,0.0467483,792.096227645874,0.0,0.982642348856,-0.0477092,3145,1.01646,608.46,781855,2161.99270481,22.6576
2,0.0302754,794.1473031044006,0.0,0.541253834963,-0.0368121,3147,1.02103,621.44,783855,2201.53046685,399.073
3,0.0332967,796.21692943573,0.0,0.855526775122,-0.0352097,3150,0.998837,624.91,786306,2206.15357993,398.97
4,0.0503269,798.2807939052582,0.0,0.875711001456,-0.041812,3154,1.00234,636.58,788423,2244.67953013,441.405
2,0.0709895,800.3437242507935,0.0,0.124428927898,-0.0163302,3156,1.039,640.49,790423,2253.54060622,808.536
3,0.0540974,802.4131696224213,0.0,0.979097176343,-0.0628467,3159,1.01498,650.38,792265,2285.68956972,27.3961
2,0.0586553,804.4758622646332,0.0,0.797124549747,-0.0263455,3161,1.02105,658.45,793924,2310.94861024,371.173
3,0.0568408,806.5541615486145,0.0,0.611244857311,-0.0211555,3164,1.00606,673.24,796547,2357.05458638,804.694
2,0.0387112,808.6168203353882,0.0,0.34511333704,-0.0261898,3166,1.02891,685.6,798547,2395.52547038,690.532
2,0.0341583,810.666177034378,0.0,0.776310414076,-0.0304333,3168,1.03855,693.21,799876,2420.14015241,326.686
2,0.0562185,812.7490882873535,0.0,0.155286669731,-0.0272782,3170,1.0292,708.18,801876,2468.64837559,833.493
3,0.155825,814.7957751750946,0.0,0.886677488685,0.000654339,3173,1.0483,720.28,804112,2508.8605356,313.247
3,0.0370331,816.8746302127838,0.0,0.785607010126,-0.0290595,3176,1.0799,732.31,806862,2547.26789488,450.984
2,0.040621,818.9461245536804,0.0,0.805650785565,-0.0319689,3178,1.07262,739.25,808303,2571.37816164,438.341
4,0.0542076,821.0142178535461,0.0,0.87348780036,-0.0362645,3182,1.07195,744.48,810759,2586.08876307,480.419
5,0.0514242,823.076494216919,0.0,0.989782799035,-0.0665019,3187,1.06672,743.09,812770,2580.05717799,20.9401
3,0.0370877,825.1473119258881,0.0,0.888371482491,-0.0282887,3190,1.07819,737.06,814861,2554.67092748,145.538
3,0.0442641,827.2102191448212,0.0,0.985629164614,-0.0466018,3193,1.06774,729.7,817125,2530.18247593,15.0369
4,0.0418438,829.2724616527557,0.0,0.990390264429,-0.0579481,3197,1.07107,716.15,818936,2484.74604163,18.2937
5,0.039946,831.3504428863525,0.0,0.986880075186,-0.0548807,3202,1.04449,704.62,821080,2444.09041598,32.1289
5,0.0527749,833.3981251716614,0.0,0.995117224753,-0.0399906,3207,1.03473,692.61,823176,2402.41072508,9.80519
6,0.0563536,835.478043794632,0.0,0.992326932028,-0.0429275,3213,1.02735,677.87,825245,2347.69920815,25.4765
7,0.0355522,837.531033039093,0.0,0.993066847324,-0.0617176,3220,1.02311,650.81,827342,2246.54391746,17.4789
5,0.0414052,839.592654466629,0.0,0.994865807705,-0.0617501,3225,1.01536,621.34,829292,2143.45036344,11.4394
4,0.0366214,841.6700420379639,0.0,0.996998794843,-0.0604521,3229,0.985474,603.31,831169,2078.57407365,10.4375
5,0.0503208,843.7190599441528,0.0,0.995474758092,-0.0498116,3234,1.0071,582.93,833431,2011.83315344,11.9947
4,0.0566712,845.7917759418488,0.0,0.997061254457,-0.0594463,3238,0.974583,582.1,835116,2015.81065285,7.80853
4,0.41153,847.8581285476685,0.0,0.899066574872,-0.00558952,3242,0.978309,577.83,837450,2005.59037431,525.07
3,0.0400976,849.9221675395966,0.0,0.864600360394,-0.0152245,3245,0.979097,577.99,839654,2009.81984715,527.454
5,0.048603,851.9911012649536,0.0,0.995570656378,-0.0607348,3250,0.992149,554.13,841719,1936.46946028,14.6209
4,0.0521397,854.0544264316559,0.0,0.995292517357,-0.0560052,3254,0.964779,550.72,843495,1928.26170901,11.9302
5,0.0461104,856.116865158081,0.0,0.996501932852,-0.0613368,3259,0.954255,533.36,845601,1873.47181737,9.36705
4,0.0504697,858.1798202991486,0.0,0.99479030678,-0.0540622,3263,0.939562,513.41,847265,1811.18697154,10.6804
4,0.0857638,860.2593855857849,0.0,0.897785425186,-0.0195436,3267,0.950775,497.2,849267,1759.70006816,449.3
4,0.0541737,862.341964006424,0.0,0.894188381732,-0.00287027,3271,0.984438,486.24,851500,1727.36228998,485.493
5,0.0560222,864.4054327011108,0.0,0.994474261533,-0.0629892,3276,0.973293,469.38,853800,1670.57995124,15.7515
5,0.037489,866.4531624317169,0.0,0.996114911279,-0.0660613,3281,1.00576,460.89,855848,1643.11718625,11.1466
3,0.0246523,868.5152680873871,0.0,0.868652522564,-0.0256166,3284,0.993772,463.4,857765,1654.37932361,474.199
4,0.0318608,870.5938453674316,0.0,0.979440955445,-0.0473885,3288,0.958849,467.54,859848,1669.65524751,16.3118
4,0.0420174,872.6473200321198,0.0,0.894643910229,-0.0279936,3292,0.929038,457.12,861890,1632.38027446,277.78
4,0.0523568,874.7258908748627,0.0,0.993731431663,-0.0634506,3296,0.902231,452.66,863925,1616.32412646,9.92433
2,0.0624705,876.7885255813599,0.0,0.427284240723,-0.0136582,3298,0.908339,464.97,865925,1658.54186685,519.467
4,0.0877142,878.859557390213,0.0,0.881081841886,-0.010941,3302,0.926111,471.43,868223,1681.93532496,472.698
5,0.0636316,880.9133183956146,0.0,0.975700519979,-0.0433673,3307,0.929363,471.82,870358,1682.06229977,21.8126
2,0.0656959,882.9758839607239,0.0,0.970719015226,-0.0389551,3309,0.924683,484.89,872305,1727.30783054,27.4063
2,0.0388327,885.0385849475861,0.0,0.782807633281,-0.021335,3311,0.933785,491.37,873759,1751.6133729,500.771
3,0.0786447,887.1012976169586,0.0,0.849772706628,-0.0233952,3314,0.961773,502.88,875806,1793.51260262,492.842
3,0.0736345,889.1637382507324,0.0,0.870481476188,-0.00811029,3317,0.995316,515.21,877899,1838.16136387,429.179
4,0.0518474,891.2282967567444,0.0,0.880573183298,-0.0336543,3321,1.03004,526.96,880583,1878.33648954,446.344
3,0.0556479,893.311859369278,0.0,0.992295632605,-0.0654611,3324,1.02995,536.82,882590,1914.68670851,11.7536
3,0.0489639,895.3744938373566,0.0,0.996125586331,-0.0544592,3327,1.05126,540.04,884208,1927.84052545,7.50596
4,0.0625471,897.4371747970581,0.0,0.99403878767,-0.0608212,3331,1.02783,543.33,886304,1938.80365436,13.0788
3,0.0532406,899.4998998641968,0.0,0.99038899783,-0.0609891,3334,0.992357,552.24,888655,1971.69066981,10.2074
4,0.0402287,901.5615830421448,0.0,0.994345601648,-0.063821,3338,0.995252,556.39,890755,1987.6299769,11.2982
3,0.0495751,903.6399214267731,0.0,0.873239532113,-0.0214352,3341,1.00922,561.44,892594,2005.54262269,364.554
4,0.0463679,905.7025668621063,0.0,0.993288350292,-0.0518128,3345,0.979984,547.46,894400,1955.89879348,13.7238
4,0.120513,907.779857635498,0.0,0.927036359906,-0.00175126,3349,0.999119,558.3,896985,1995.32171233,267.026
3,0.0543911,909.8370342254639,0.0,0.992646445055,-0.0462472,3352,0.997525,564.08,898860,2016.87545073,13.5115
5,0.0544219,911.9015464782715,0.0,0.992830605246,-0.0512324,3357,1.00789,562.65,900765,2011.89998614,19.5616
6,0.0457989,913.9682276248932,0.0,0.995662863832,-0.0544937,3363,0.993685,558.27,903092,1995.24775134,12.2211
6,0.053141,916.0297992229462,0.0,0.995056089479,-0.0557746,3369,0.975731,544.73,905089,1950.36775955,9.35825
4,0.0411712,918.1005010604858,0.0,0.995860625058,-0.0565541,3373,0.998375,542.1,906915,1940.03197717,14.5024
3,0.0431001,920.1787700653076,0.0,0.99602981424,-0.0608034,3376,1.0073,549.81,908781,1968.67546565,8.08429
6,0.0407643,922.2498426437378,0.0,0.996495814295,-0.0615395,3382,1.02666,549.07,911240,1966.09782773,12.5297
3,0.0506199,924.296667098999,0.0,0.996562855551,-0.0587527,3385,1.02136,545.25,912945,1953.59490067,6.97843
3,4.02958,926.358972787857,0.0,0.869421973825,0.0555533,3388,1.00995,550.96,914944,1974.13143856,468.574
4,0.0430274,928.42063331604,0.0,0.981640327722,-0.0459496,3392,1.00373,556.11,917501,1991.75834419,25.505
6,0.0336124,930.482577085495,0.0,0.989460605197,-0.0576052,3398,0.96871,534.11,919336,1913.11894931,36.4747
5,0.048547,932.5626077651978,0.0,0.992632588372,-0.0585501,3403,0.959526,528.66,921521,1891.84729169,19.6467
4,0.0494837,934.6172637939453,0.0,0.994437017478,-0.0507192,3407,0.965282,532.54,923612,1906.83641156,16.2432
4,0.0470901,936.6857447624207,0.0,0.995542822406,-0.0625822,3411,0.946388,513.87,925146,1842.48658664,13.1921
4,0.0326109,938.7594265937805,0.0,0.977933611721,-0.0592325,3415,0.972088,507.35,927541,1817.18194495,24.4494
3,0.045569,940.827714920044,0.0,0.990459917113,-0.0580855,3418,0.942137,501.42,929041,1796.26003467,14.9358
4,0.039689,942.8899185657501,0.0,0.991437070072,-0.0615545,3422,0.927528,503.39,931608,1806.58294398,18.8097
4,0.0437626,944.9366583824158,0.0,0.995672553312,-0.0665983,3426,0.930107,496.08,933445,1777.8427449,9.71286
5,0.0380007,947.0085537433624,0.0,0.9930912829,-0.0573069,3431,0.934454,492.61,935565,1765.63131697,17.5223
5,0.053839,949.0733077526093,0.0,0.995481736958,-0.0517265,3436,0.934436,482.52,937789,1728.97709115,14.0469
4,0.0429471,951.1476864814758,0.0,0.992909311783,-0.0608349,3440,0.927846,479.02,939994,1714.61773422,14.0261
5,0.0273268,953.2101316452026,0.0,0.949514176697,-0.0334821,3445,0.941873,476.75,942075,1705.67302282,209.956
