EpRewMean,EpThisIter,ev_tdlam_before,loss_pol_entpen,loss_kl,TimeElapsed,TimestepsSoFar,EpLenMean,loss_vf_loss,loss_pol_surr,EpisodesSoFar,loss_ent
6914.08994181,2,0.308800935745,0.0,0.0255791,382.33573365211487,445991,742.43,3398.89,-0.00715203,4838,-0.480679
6912.64549118,2,0.438700914383,0.0,0.0129678,384.0859532356262,447912,742.26,4657.84,-0.00989412,4840,-0.491589
6931.84784179,2,0.562137275934,0.0,0.00618132,385.81952834129333,449621,744.31,3529.9,-0.0115209,4842,-0.472213
7000.53971036,3,0.438217103481,0.0,0.0106578,387.58403277397156,452047,751.67,7033.34,-0.0115845,4845,-0.47744
7137.8568618,3,0.521251112223,0.0,0.0269436,389.29984641075134,454600,766.4,6183.67,-0.00251706,4848,-0.474705
7137.92207039,2,-0.174030542374,0.0,0.0131983,391.0526747703552,456600,766.4,5906.52,-0.0105328,4850,-0.480146
7138.0075966,2,-0.0227698087692,0.0,0.0559748,392.7873213291168,458600,766.4,5844.47,-0.00306026,4852,-0.470626
7138.13475464,2,-0.0102981328964,0.0,0.0213331,394.5454225540161,460600,766.4,5839.94,-0.012785,4854,-0.463336
7183.04935243,3,0.303789496422,0.0,0.0469257,396.28015422821045,462600,771.21,7262.91,-0.00647073,4857,-0.461176
6963.99547032,6,0.577512770891,0.0,0.0120204,398.0606906414032,464629,747.7,6023.17,-0.0151979,4863,-0.458502
7026.049166,4,0.59603330493,0.0,0.0137421,399.79431533813477,466518,754.36,7038.06,-0.0129861,4867,-0.477198
7108.03279556,2,-0.120576381683,0.0,0.0126695,401.53743267059326,468518,763.16,5385.93,-0.00685326,4869,-0.464865
7249.82189374,2,0.485983490944,0.0,0.0310277,403.27166509628296,470415,778.38,3832.17,0.00695022,4871,-0.468214
7273.74618566,6,0.759684219956,0.0,0.0132612,404.9907400608063,472443,780.95,5123.86,-0.0122124,4877,-0.479829
7274.09621361,3,0.170725464821,0.0,0.0460718,406.7264130115509,474928,780.99,9858.58,-0.00117625,4880,-0.496942
7311.31309941,3,0.203419566154,0.0,0.0121509,408.47511172294617,477142,784.97,5645.27,-0.00813167,4883,-0.494336
7324.08234007,2,0.484749674797,0.0,0.0279761,410.20970821380615,478433,786.34,4104.56,-0.0078993,4885,-0.517989
7399.11779742,2,-0.0366833209991,0.0,0.0388306,411.9588074684143,480433,794.39,5770.98,-0.00442706,4887,-0.515787
7286.6811072,4,0.524962455034,0.0,0.00876998,413.69449830055237,483090,782.31,6563.12,-0.00975172,4891,-0.518876
7370.20854059,2,0.0946512818336,0.0,0.0162255,415.43600273132324,485090,791.27,5106.37,-0.0094819,4893,-0.525996
7319.12405221,3,0.578130930662,0.0,0.0312558,417.1704595088959,486780,785.78,4979.12,-0.00153127,4896,-0.524413
7319.23906761,2,-0.0316829681396,0.0,0.0206629,418.9052493572235,488780,785.78,5791.12,-0.00178994,4898,-0.531363
7293.47760727,3,0.220000445843,0.0,0.0208962,420.6474714279175,491503,783.01,7566.81,-0.00900783,4901,-0.515612
7293.51838258,2,-0.029079079628,0.0,0.00935403,422.3820915222168,493503,783.01,5359.9,-0.00710535,4903,-0.496295
7177.62459615,3,0.643465459347,0.0,0.0182295,424.13694405555725,495260,770.58,3525.46,-0.00407596,4906,-0.477671
7057.40309199,4,0.654141455889,0.0,0.00808455,425.8557753562927,497421,757.68,6110.34,-0.0127742,4910,-0.480367
7057.37321322,2,-0.0819140672684,0.0,0.0100135,427.6151144504547,499421,757.68,5669.89,-0.00915673,4912,-0.484003
7053.96492993,3,0.174424946308,0.0,0.0128371,429.35068583488464,501625,757.31,8078.73,-0.00231104,4915,-0.478407
7060.17587203,2,0.456581175327,0.0,0.0241271,431.1256146430969,503566,757.97,3699.5,-0.00627822,4917,-0.489876
7101.49859417,2,-0.0640553236008,0.0,0.0320557,432.8704078197479,505566,762.4,5815.88,-0.00196187,4919,-0.503645
7167.86131428,2,-0.0105382204056,0.0,0.03748,434.62897181510925,507566,769.51,5868.93,-0.00586996,4921,-0.491381
7256.89292628,2,-0.0103206634521,0.0,0.0190798,436.34998512268066,509566,779.06,5890.27,-0.00490864,4923,-0.489727
7256.8983991,2,-0.00971484184265,0.0,0.0102587,438.1003670692444,511566,779.06,5888.75,-0.00692201,4925,-0.483418
7256.85990275,2,0.00737458467484,0.0,0.016955,439.8339343070984,513566,779.06,5803.33,-0.00843351,4927,-0.486739
7256.84024959,2,-0.00645744800568,0.0,0.0183745,441.59991455078125,515566,779.06,5867.07,-0.00782774,4929,-0.483402
7205.49913581,3,0.275967121124,0.0,0.0215675,443.3296492099762,518016,773.56,6608.14,-0.00955725,4932,-0.495518
7193.30453055,2,0.452091872692,0.0,0.0144851,445.0824375152588,519885,772.25,3568.07,-0.00782878,4934,-0.489616
7239.19521739,2,-0.0260815620422,0.0,0.0127678,446.82521176338196,521885,777.17,5922.37,-0.00895441,4936,-0.503889
7230.09393583,2,0.553376704454,0.0,0.0175561,448.5849621295929,523610,776.19,1791.27,-0.01157,4938,-0.517385
7197.02028616,3,0.273325264454,0.0,0.0145767,450.31955194473267,525884,772.63,7265.16,-0.00351137,4941,-0.523687
7197.10138357,2,-0.0141606330872,0.0,0.0124393,452.08420634269714,527884,772.63,5942.76,-0.00744445,4943,-0.534767
7224.98792043,2,0.319041728973,0.0,0.0397908,453.83444452285767,529609,775.62,4786.32,-0.000687431,4945,-0.536223
7259.9907727,2,-0.00381767749786,0.0,0.017511,455.5826938152313,531609,779.37,5945.37,-0.00676467,4947,-0.524216
7266.84734842,2,-0.0105801820755,0.0,0.0126772,457.3419146537781,533609,780.09,5939.85,-0.00643982,4949,-0.503399
7128.90071315,4,0.387124240398,0.0,0.00795852,459.11015152931213,536127,765.27,6540.78,-0.0108923,4953,-0.501135
7162.0246823,2,-0.0327496528625,0.0,0.0156767,460.84797263145447,538127,768.81,5908.85,-0.00904751,4955,-0.489612
7186.29768464,4,0.743484407663,0.0,0.0184946,462.5957832336426,540339,771.4,3602.5,-0.0142947,4959,-0.466643
7225.24072691,3,0.661434620619,0.0,0.0118077,464.3399019241333,542146,775.56,4422.24,-0.00726632,4962,-0.486002
7314.92648404,2,-0.00230538845062,0.0,0.0101207,466.12031388282776,544146,785.17,5435.75,-0.0103725,4964,-0.473749
7423.74044123,2,-0.0394606590271,0.0,0.0071697,467.85631942749023,546146,796.83,5995.75,-0.00992442,4966,-0.493941
7511.9357265,2,-0.0315004587173,0.0,0.0156373,469.6011884212494,548146,806.28,5981.61,-0.00830926,4968,-0.490935
7463.73849829,3,0.174998283386,0.0,0.00760301,471.3351354598999,550524,801.09,7894.01,-0.00715901,4971,-0.500852
7566.62040559,2,-0.00117230415344,0.0,0.0227135,473.10078501701355,552524,812.12,5918.74,-0.00651026,4973,-0.499494
7732.64851315,2,-0.0232951641083,0.0,0.00547155,474.83421993255615,554524,829.93,5945.84,-0.00543229,4975,-0.492797
7834.16167153,2,0.00186043977737,0.0,0.0459526,476.59813237190247,556524,840.81,5554.73,-0.00437895,4977,-0.484513
7796.44540161,3,0.504990845919,0.0,0.0101221,478.34175419807434,558602,836.74,5494.25,-0.0113765,4980,-0.485316
7869.85236025,2,-0.0177303552628,0.0,0.027237,480.0932035446167,560602,844.6,5924.35,-0.00381907,4982,-0.478041
7936.00466314,2,-0.123253107071,0.0,0.0140353,481.843403339386,562602,851.69,6060.71,-0.011592,4984,-0.463967
7936.11453217,2,-0.00212526321411,0.0,0.0245955,483.5822682380676,564602,851.69,5926.82,0.00326604,4986,-0.451866
7845.53562132,3,0.294869422913,0.0,0.0303186,485.32738852500916,566629,841.96,5977.05,-0.00295746,4989,-0.431437
7970.74083032,2,-0.00657665729523,0.0,0.00655481,487.07698917388916,568629,855.39,5916.75,-0.00853808,4991,-0.444101
7935.72733711,3,0.266772687435,0.0,0.0185375,488.8180296421051,571252,851.62,7771.02,-0.013828,4994,-0.447155
8057.92221174,2,-0.0636167526245,0.0,0.012689,490.5539720058441,573252,864.72,3484.98,-0.0123527,4996,-0.460011
7969.79272451,3,0.220824062824,0.0,0.0118943,492.30433654785156,575306,855.26,6900.51,-0.00849719,4999,-0.460365
7995.71962882,2,-0.022271156311,0.0,0.0192555,494.0475056171417,577306,858.03,5889.66,-0.00615851,5001,-0.437435
7899.79006006,3,0.598407864571,0.0,0.0144384,495.78959012031555,579218,847.73,4330.91,-0.0128807,5004,-0.450188
8010.31207052,2,0.0757469534874,0.0,0.0289143,497.5196669101715,581218,859.58,5574.17,-0.00395156,5006,-0.467969
7944.60894917,5,0.518507808447,0.0,0.027026,499.2727072238922,583673,852.52,8241.12,-0.00718629,5011,-0.470195
7899.85803547,2,0.543599426746,0.0,0.0121569,500.99165892601013,585193,847.72,2945.15,-0.0196177,5013,-0.490437
7918.23637825,3,0.282486319542,0.0,0.0121937,502.74878215789795,587535,849.69,7654.45,-0.0131942,5016,-0.515064
7918.22056985,2,-0.158153176308,0.0,0.0156553,504.48763823509216,589535,849.69,6010.08,-0.0149916,5018,-0.522991
7918.21305881,2,-0.0134309530258,0.0,0.0145339,506.22571563720703,591535,849.69,5858.53,-0.00235715,5020,-0.522259
7918.16354571,2,-0.003133893013,0.0,0.00959825,507.9603006839752,593535,849.69,5856.44,-0.00294087,5022,-0.513521
7912.61682605,2,0.522857189178,0.0,0.0167469,509.69394612312317,595477,849.11,4198.59,-0.0117229,5024,-0.510505
7897.96510899,2,0.432519495487,0.0,0.019254,511.4354283809662,597320,847.54,3935.24,-0.0102826,5026,-0.53241
7844.35605713,3,0.408042192459,0.0,0.0248406,513.1691446304321,599745,841.79,5693.45,-0.00904218,5029,-0.534306
7804.59420522,3,0.145296156406,0.0,0.0365156,514.9215886592865,601768,837.52,6518.48,-0.00656866,5032,-0.542864
7780.06639297,2,0.414934694767,0.0,0.024788,516.677125453949,603374,834.89,4810.63,-0.00981434,5034,-0.548712
7653.67882619,4,0.590711295605,0.0,0.0153826,518.4186203479767,605743,821.33,6134.47,-0.0111343,5038,-0.55495
7385.62145017,6,0.666268378496,0.0,0.0154007,520.1706528663635,608143,792.59,7637.06,-0.0179628,5044,-0.571754
7406.27300037,2,0.699094623327,0.0,0.0553911,521.905134677887,610090,794.81,3270.64,-0.00442358,5046,-0.582517
7406.18818862,2,-0.146153688431,0.0,0.00657599,523.663400888443,612090,794.81,5957.92,-0.00927371,5048,-0.5812
7406.06589746,2,-0.112451910973,0.0,0.0115306,525.3977198600769,614090,794.81,5894.82,-0.00751095,5050,-0.598345
7474.79055615,3,0.325357615948,0.0,0.0143324,527.1468274593353,616346,802.19,6085.58,-0.00994414,5053,-0.604365
7474.69222139,2,-0.0542571544647,0.0,0.0143625,528.8715093135834,618346,802.19,5857.82,-0.00690031,5055,-0.605573
7540.91779262,2,0.27901828289,0.0,0.018403,530.6470687389374,619861,809.3,4866.17,-0.00833262,5057,-0.603225
7596.02810468,2,0.00799095630646,0.0,0.00601711,532.378440618515,621861,815.22,5698.52,-0.00775031,5059,-0.585112
7707.1672452,2,-0.031134724617,0.0,0.0108633,534.1317336559296,623861,827.15,5857.44,-0.0101926,5061,-0.570791
7672.13999439,3,0.243922114372,0.0,0.0110014,535.8657994270325,626487,823.41,7286.1,-0.0128404,5064,-0.56433
7672.01658184,2,0.00952887535095,0.0,0.00625226,537.6289811134338,628487,823.41,5653.51,-0.00945616,5066,-0.556641
7671.88001828,2,-0.0249394178391,0.0,0.0142102,539.3589632511139,630487,823.41,5835.86,-0.0079846,5068,-0.578677
7729.82120735,2,-0.0307629108429,0.0,0.0093697,541.1135458946228,632487,829.63,5851.1,-0.0108492,5070,-0.567144
7633.19013782,3,0.465358257294,0.0,0.016549,542.8498091697693,634451,819.27,5041.13,-0.013144,5073,-0.559922
7576.17724301,3,0.400154531002,0.0,0.0179548,544.6133623123169,636840,813.16,5644.01,-0.00325693,5076,-0.554127
7502.79583315,3,0.670656234026,0.0,0.0149311,546.3746421337128,638579,805.3,3588.74,-0.0153985,5079,-0.546669
7544.32867635,2,-0.134529709816,0.0,0.0108444,548.1242983341217,640579,809.77,6119.14,-0.00746934,5081,-0.530041
7332.0202687,4,0.810437828302,0.0,0.0135209,549.8752241134644,642303,787.01,2077.15,-0.00773296,5085,-0.516272
7276.31473952,3,0.659577310085,0.0,0.0158218,551.629757642746,644707,781.05,4702.44,-0.0139624,5088,-0.501602
7366.89814156,2,0.0365040302277,0.0,0.0224578,553.3556022644043,646707,790.78,6028.28,-0.0111247,5090,-0.498614
7294.04758201,3,0.307561337948,0.0,0.0222366,555.1057894229889,648550,782.98,7267.99,-0.00857789,5093,-0.512186
7142.94157911,4,0.477952897549,0.0,0.0187315,556.8424327373505,650931,766.79,7607.43,-0.00947019,5097,-0.522907
7123.45052112,3,0.558776974678,0.0,0.00988047,558.601193189621,652777,764.71,5315.45,-0.015274,5100,-0.524295
7123.33622397,3,0.178038358688,0.0,0.0139148,560.3202383518219,655270,764.71,7279.67,-0.0138917,5103,-0.51954
7176.59773675,2,0.294514000416,0.0,0.0182617,562.0862193107605,657262,770.44,3810.02,-0.0115765,5105,-0.511315
7132.67282658,2,0.509609669447,0.0,0.0173868,563.8166360855103,658792,765.74,3667.49,-0.0093661,5107,-0.5094
7210.79982597,2,-0.0491317510605,0.0,0.0266281,565.5521166324615,660792,774.13,5889.95,7.96814e-05,5109,-0.492456
7369.77261258,2,-0.0138684511185,0.0,0.0118623,567.2874674797058,662792,791.19,5885.6,-0.00603932,5111,-0.495815
7414.52591312,2,-0.00161516666412,0.0,0.0405736,569.0375254154205,664792,795.99,5884.4,-0.00274139,5113,-0.491382
7475.8677102,2,-0.00319671630859,0.0,0.0246426,570.7720031738281,666792,802.57,5895.93,-0.00763742,5115,-0.475422
7355.04093425,4,0.395333468914,0.0,0.0141775,572.5291385650635,669496,789.61,7465.44,-0.00905042,5119,-0.480514
7354.99630942,2,-0.0211429595947,0.0,0.012701,574.249000787735,671496,789.61,5874.78,-0.00734085,5121,-0.46996
7349.84234179,2,0.428901791573,0.0,0.0133616,576.0044896602631,673441,789.06,3570.57,-0.0101705,5123,-0.462885
7305.06152973,3,0.461892127991,0.0,0.0232879,577.7703008651733,675744,784.24,6813.83,-0.0070774,5126,-0.463156
7295.94710602,2,0.432992458344,0.0,0.0149267,579.5117847919464,677511,783.26,4074.64,-0.0127235,5128,-0.45827
7336.94149863,2,-0.0115189552307,0.0,0.0204347,581.2609343528748,679511,787.66,5896.7,-0.0107686,5130,-0.460025
7428.01744077,2,-0.0387251377106,0.0,0.0185998,583.0110630989075,681511,797.43,5896.22,-0.0083289,5132,-0.442339
7383.70380024,3,0.425936341286,0.0,0.00819541,584.7326610088348,683642,792.68,6305.68,-0.0125549,5135,-0.439549
7466.15397119,2,-0.0147888660431,0.0,0.0167591,586.475831747055,685642,801.53,5885.23,-0.00286404,5137,-0.43131
7539.91099483,2,-0.0257152318954,0.0,0.0076041,588.2094945907593,687642,809.45,5891.83,-0.00703734,5139,-0.43149
7605.76090509,2,0.450149178505,0.0,0.0275427,589.9597206115723,689462,816.52,3467.48,-0.0080623,5141,-0.42506
7750.15554437,2,0.403817653656,0.0,0.0141089,591.6932604312897,691310,832.02,1895.53,-0.0073166,5143,-0.405154
7795.56578075,3,0.362920224667,0.0,0.0151135,593.4347414970398,693780,836.9,7279.57,-0.0154155,5146,-0.426878
7709.39979117,3,0.381713092327,0.0,0.0118142,595.1693682670593,695856,827.66,6706.41,-0.0129293,5149,-0.437542
7587.0122489,3,0.422161579132,0.0,0.0176079,596.9050765037537,697543,814.53,5172.73,-0.0151652,5152,-0.445224
7656.28630191,2,-0.204359769821,0.0,0.0229098,598.6471717357635,699543,821.97,6167.58,-0.0137095,5154,-0.457001
7589.1473581,4,0.372797966003,0.0,0.0141516,600.3821396827698,702338,814.77,8418.71,-0.0134621,5158,-0.465596
7515.86757527,2,0.552491754293,0.0,0.0117865,602.132358789444,703552,806.91,3474.43,-0.00788214,5160,-0.460676
7515.84800267,3,-0.0571708679199,0.0,0.0193893,603.8659377098083,706552,806.91,8716.36,-0.0121774,5163,-0.472563
7477.87809682,2,0.296005547047,0.0,0.0169348,605.6140723228455,707771,802.84,4807.93,-0.00614886,5165,-0.458321
7310.54020217,4,0.629839748144,0.0,0.0089993,607.341059923172,709975,784.88,6408.42,-0.014843,5169,-0.434259
7273.79420705,4,0.626101434231,0.0,0.021829,609.0933046340942,712545,780.94,5909.76,-0.00911089,5173,-0.438291
7225.73402848,3,0.58850312233,0.0,0.017723,610.8322451114655,714419,775.79,5962.17,-0.0115438,5176,-0.437394
7141.76194413,4,0.63707780838,0.0,0.0142814,612.5821752548218,716257,766.78,5101.41,-0.0138835,5180,-0.446109
7141.4628391,2,0.379508316517,0.0,0.026899,614.323653459549,718254,766.75,4730.02,-0.0149665,5182,-0.450381
7264.91914986,3,0.279764056206,0.0,0.0120594,616.0867004394531,720303,780.0,7839.35,-0.0109176,5185,-0.465496
7282.77627297,2,-0.0961813926697,0.0,0.0189842,617.8405737876892,722303,781.91,5847.95,-0.0120475,5187,-0.455434
7199.4238662,3,0.426904678345,0.0,0.0162263,619.6014437675476,724003,772.96,5311.05,-0.0145041,5190,-0.448488
7267.51375879,3,0.257763743401,0.0,0.0279719,621.3369250297546,726576,780.26,6979.44,-0.00491503,5193,-0.461271
7201.93999762,4,0.773603275418,0.0,0.0326449,623.091080904007,728252,773.21,4352.89,-0.00443541,5197,-0.461244
7227.29848243,3,0.478738844395,0.0,0.017341,624.8413219451904,730369,775.92,6492.4,-0.00800555,5200,-0.462345
7219.04647198,3,0.446650326252,0.0,0.008709,626.6143000125885,732772,775.02,6317.22,-0.0106111,5203,-0.448697
7219.90806898,2,-0.0100005865097,0.0,0.0232351,628.3734230995178,734772,775.1,5829.19,-0.00556501,5205,-0.448184
7263.76937687,2,-0.01160800457,0.0,0.0104807,630.1440870761871,736772,779.8,5844.49,-0.0113468,5207,-0.4434
7186.90810702,3,0.327884972095,0.0,0.0185129,631.8801665306091,738946,771.54,7108.9,-0.00910886,5210,-0.445666
7125.65483657,3,0.386284172535,0.0,0.00891639,633.6253197193146,741288,764.96,6861.82,-0.0129449,5213,-0.468826
7035.02573531,3,0.300497770309,0.0,0.0133694,635.3909404277802,743315,755.23,7084.69,-0.0106744,5216,-0.461549
7089.80609788,2,-0.171697854996,0.0,0.0102765,637.147186756134,745315,761.1,6077.99,-0.0110892,5218,-0.461166
7080.55624186,3,0.233160912991,0.0,0.0174112,638.8877346515656,747506,760.1,7328.66,-0.00900529,5221,-0.44356
6968.83018768,3,0.404110372066,0.0,0.00898057,640.6600739955902,749252,748.11,5335.67,-0.0158699,5224,-0.452261
7033.82024482,2,-0.0214885473251,0.0,0.0159913,642.4103863239288,751252,755.08,5651.88,-0.0101453,5226,-0.44027
6956.99970578,3,0.382805526257,0.0,0.0145146,644.1607167720795,753195,746.84,6558.39,-0.0138166,5229,-0.4498
6942.45658734,2,0.285416722298,0.0,0.0191262,645.8962273597717,755040,745.29,4785.45,-0.0184678,5231,-0.465891
6904.15174417,3,0.209336638451,0.0,0.0103553,647.644501209259,757221,741.18,7427.12,-0.015537,5234,-0.48498
6947.17283252,2,-0.0339851379395,0.0,0.0237441,649.3911244869232,759221,745.79,5797.3,-0.00631907,5236,-0.496642
6947.22527158,2,0.13701146841,0.0,0.0141198,651.1395273208618,761221,745.79,5828.56,-0.00992691,5238,-0.486678
6841.26666305,4,0.675458192825,0.0,0.0179547,652.8742833137512,763902,734.4,6195.17,-0.0105506,5242,-0.494702
6766.57285329,3,0.196910381317,0.0,0.0162848,654.632196187973,765921,726.37,7335.26,-0.0100261,5245,-0.491523
6833.47340777,2,-0.048487663269,0.0,0.00805267,656.3679687976837,767921,733.54,5740.86,-0.00986222,5247,-0.495078
6899.83063849,2,-0.00914859771729,0.0,0.0243907,658.1134963035583,769921,740.65,5881.74,-0.00802838,5249,-0.485504
6908.67458525,2,0.354200959206,0.0,0.0112925,659.8480610847473,771488,741.6,3565.7,-0.0101037,5251,-0.485191
6945.49193263,3,0.513463973999,0.0,0.0109344,661.5852251052856,774098,745.55,5357.93,-0.0119036,5254,-0.491267
7005.07926059,2,0.0186978578568,0.0,0.0169404,663.3209097385406,776098,751.94,5432.98,-0.0177604,5256,-0.498358
7057.85276877,2,-0.134411454201,0.0,0.017586,665.0605449676514,778098,757.6,6005.05,-0.00576009,5258,-0.497966
7104.62565264,2,0.281969606876,0.0,0.0228884,666.7959771156311,779814,762.62,4948.62,-0.0142043,5260,-0.497862
7104.67171702,2,-0.0157897472382,0.0,0.0144433,668.5391809940338,781814,762.62,5871.83,-0.012119,5262,-0.4876
7112.20792261,3,0.371690273285,0.0,0.00921774,670.2731928825378,784113,763.42,7044.47,-0.00887132,5265,-0.492151
7041.99924713,3,0.623223483562,0.0,0.0122098,672.0079278945923,785491,755.88,1671.79,-0.0142985,5268,-0.488748
7128.51397666,2,-0.0276077985764,0.0,0.0288618,673.7584517002106,787491,765.16,5906.04,-0.00436644,5270,-0.523041
7203.24910293,3,0.242100596428,0.0,0.054614,675.4889767169952,789862,773.17,7041.67,0.000960759,5273,-0.54151
7289.2186256,2,0.46512556076,0.0,0.0278328,677.2382936477661,791657,782.38,3120.41,-0.00624606,5275,-0.550563
7271.1760146,4,0.500480204821,0.0,0.0163772,678.9728116989136,794172,780.42,6883.78,-0.0140922,5279,-0.57235
7305.93921772,3,0.32255923748,0.0,0.0100569,680.7071490287781,796666,784.12,6197.91,-0.0140322,5282,-0.562565
7306.09876439,2,-0.0751746892929,0.0,0.0248881,682.4496622085571,798666,784.12,5895.63,-0.00727096,5284,-0.561285
7394.86151373,2,-0.0169818401337,0.0,0.0200213,684.2314894199371,800666,793.63,3759.82,-0.00541565,5286,-0.562718
7395.00988626,2,-0.311750411987,0.0,0.0211158,685.9641513824463,802666,793.63,6358.35,-0.0073754,5288,-0.570095
7440.96985735,3,0.379872381687,0.0,0.0142589,687.7380793094635,804858,798.55,6528.77,-0.00928074,5291,-0.584223
7405.15499495,2,0.628819078207,0.0,0.0113685,689.5000281333923,806046,794.7,3306.09,-0.0112144,5293,-0.575211
7484.97305202,2,-0.0534900426865,0.0,0.012746,691.2523195743561,808046,803.26,5733.48,-0.00943958,5295,-0.562255
7621.84394092,2,-0.00421917438507,0.0,0.0232224,692.99076628685,810046,817.94,5899.77,-0.00911903,5297,-0.562456
7621.04701402,3,0.507665753365,0.0,0.0113804,694.774222612381,812154,817.85,6367.67,-0.00987097,5300,-0.557517
7676.76286817,2,-0.0487082004547,0.0,0.0256107,696.5242400169373,814154,823.82,6038.67,-0.0107192,5302,-0.547277
7676.81868335,2,-0.00863981246948,0.0,0.0237771,698.2954280376434,816154,823.82,5701.27,-0.0102981,5304,-0.518277
7676.90263891,3,-0.0146133899689,0.0,0.0198251,700.027172088623,819154,823.82,6401.61,-0.0117603,5307,-0.506869
7753.95635639,2,-0.00728893280029,0.0,0.0133059,701.7899837493896,821154,832.08,5205.91,-0.0107533,5309,-0.493239
7792.45081004,2,-0.0269696712494,0.0,0.0105401,703.5392220020294,823154,836.2,5906.92,-0.0059087,5311,-0.499439
7771.14650205,2,0.286986112595,0.0,0.00935284,705.320808172226,824679,833.91,4596.45,-0.0108502,5313,-0.515081
7859.29064611,2,0.275049984455,0.0,0.0208219,707.0548663139343,826651,843.36,4894.48,-0.00537939,5315,-0.521581
7859.31782269,2,-0.00900208950043,0.0,0.0158055,708.8048632144928,828651,843.36,5933.19,-0.00654678,5317,-0.516332
7859.39827304,2,-0.00162756443024,0.0,0.0824695,710.5392320156097,830651,843.36,5938.22,0.00634036,5319,-0.506474
7934.94048629,2,2.38418579102e-05,0.0,0.0142798,712.3048510551453,832651,851.45,5931.04,-0.00208087,5321,-0.508916
8004.93569521,2,-0.00445687770844,0.0,0.0303121,714.0392203330994,834651,858.94,5922.59,-0.00174611,5323,-0.499595
8052.17402487,2,-0.0831776857376,0.0,0.0232398,715.7892160415649,836651,863.99,5315.12,-0.00756947,5325,-0.525656
8126.18412389,3,-0.0011020898819,0.0,0.0150732,717.5235850811005,839651,871.91,8538.57,-0.0132226,5328,-0.521393
8058.76568918,3,0.471751630306,0.0,0.0225444,719.2735841274261,841505,864.65,3905.98,-0.0131994,5331,-0.502444
8017.405665,2,0.295161902905,0.0,0.0198858,721.0133242607117,843060,860.2,4494.7,-0.00975471,5333,-0.499286
8043.8700755,3,0.278520286083,0.0,0.00832657,722.7625713348389,845524,863.03,6809.65,-0.0117225,5336,-0.514519
8043.94951214,2,-0.0143637657166,0.0,0.0191944,724.5087463855743,847524,863.03,5908.35,-0.00900615,5338,-0.484346
8098.52395505,2,0.402273416519,0.0,0.0158443,726.2736418247223,849035,868.88,3815.76,-0.00888773,5340,-0.475373
8121.3291701,2,-0.11906182766,0.0,0.0148638,728.0080115795135,851035,871.33,5773.98,-0.0150064,5342,-0.46875
8184.2896084,3,0.257491111755,0.0,0.0208973,729.7736325263977,853729,878.08,7229.59,-0.0116924,5345,-0.474938
8184.35978724,2,-0.040265083313,0.0,0.0115602,731.5406630039215,855729,878.08,5913.09,-0.00928272,5347,-0.475828
8184.38165869,2,-0.0452078580856,0.0,0.0188817,733.3053863048553,857729,878.08,5923.38,-0.00572594,5349,-0.471616
8220.31913704,2,0.280429124832,0.0,0.0139894,735.039671421051,859681,881.93,5072.24,-0.016441,5351,-0.495578
8256.75043974,2,-0.00422203540802,0.0,0.0170929,736.7899241447449,861681,885.83,5913.68,-0.011127,5353,-0.470354
8204.97715305,3,0.460319161415,0.0,0.017257,738.5249843597412,864125,880.27,6353.13,-0.0072096,5356,-0.455549
8192.22223499,2,0.331241190434,0.0,0.0171829,740.2791907787323,865988,878.9,4431.49,-0.0084288,5358,-0.445897
8218.74505181,2,0.033512532711,0.0,0.0207291,742.0080287456512,867988,881.74,5382.85,-0.00646146,5360,-0.427725
8042.31886159,4,0.495440661907,0.0,0.0331637,743.7580237388611,869920,862.81,5902.33,-0.00923429,5364,-0.430171
8114.44123953,3,0.620391905308,0.0,0.0139746,745.4923918247223,872010,870.55,4500.55,-0.0177542,5367,-0.445801
8157.68945314,2,0.0284288525581,0.0,0.0158,747.2438514232635,874010,875.19,4322.4,-0.0137887,5369,-0.448972
8087.50805931,3,0.414878487587,0.0,0.0161726,748.9773547649384,876258,867.67,6150.71,-0.0111797,5372,-0.461643
8128.55778691,2,0.303030729294,0.0,0.0311437,750.7272868156433,877865,872.08,5441.04,-0.00607983,5374,-0.472855
8135.03669035,3,0.497748553753,0.0,0.00719783,752.4615783691406,880156,872.79,4867.05,-0.0080673,5377,-0.477738
8200.62930309,2,-0.0846700668335,0.0,0.0124476,754.211697101593,882156,879.84,5429.25,-0.00619069,5379,-0.478599
8208.0683152,3,0.245681226254,0.0,0.0171647,755.9528059959412,884732,880.66,7770.99,-0.0108936,5382,-0.495988
8148.20034015,2,0.495850980282,0.0,0.0144431,757.6803126335144,886091,874.25,3824.04,-0.0142703,5384,-0.502179
7933.01645569,5,0.574738770723,0.0,0.022886,759.4482614994049,888785,851.19,4651.85,-0.0187497,5389,-0.492983
7964.36913737,3,0.735210806131,0.0,0.00928378,761.1953816413879,890502,854.56,3606.7,-0.0146863,5392,-0.50276
7668.45691656,5,0.781132936478,0.0,0.0136865,762.9297530651093,892328,822.82,5851.59,-0.0146338,5397,-0.508753
7751.57819617,2,-0.0498114824295,0.0,0.0190644,764.6641216278076,894328,831.74,5882.28,-0.00557365,5399,-0.499155
7743.7641485,2,0.460156977177,0.0,0.00761512,766.4141161441803,896245,830.91,3974.38,-0.0127425,5401,-0.494654
7743.67636099,2,-0.0539898872375,0.0,0.045753,768.148485660553,898245,830.91,5983.69,-0.00272015,5403,-0.486799
