loss_pol_surr,EpLenMean,EpisodesSoFar,loss_ent,loss_kl,TimestepsSoFar,EpThisIter,ev_tdlam_before,TimeElapsed,loss_vf_loss,loss_pol_entpen,EpRewMean
-0.00952411,900.53,4991,-0.544116,0.0219181,454644,3,-0.0102887153625,391.58448362350464,6702.34,0.0,8397.643975
-0.00878957,900.53,4993,-0.530408,0.0152087,456644,2,-0.179972887039,393.3335976600647,5799.5,0.0,8397.78227219
-0.00558686,900.53,4995,-0.513064,0.00365432,458644,2,-0.0269504785538,395.099791765213,5961.76,0.0,8397.90838426
-0.0135281,896.73,4997,-0.53576,0.0192717,460264,2,0.564930379391,396.83785009384155,4029.21,0.0,8362.60372604
-0.0112709,896.73,4999,-0.521946,0.0152567,462264,2,-0.000280022621155,398.5978624820709,5979.44,0.0,8362.75017438
-0.0117158,896.73,5001,-0.525543,0.00886638,464264,2,-0.0673444271088,400.34926676750183,6248.01,0.0,8362.81599171
-0.0105864,903.48,5003,-0.519536,0.00827074,466264,2,-0.00867760181427,402.1159710884094,5966.36,0.0,8425.92635183
-0.00254576,903.48,5005,-0.510666,0.0247921,468264,2,-0.003209233284,403.86530661582947,5962.13,0.0,8425.97812874
-0.00815993,903.48,5007,-0.507683,0.0148817,470264,2,-0.125512838364,405.64019894599915,6203.8,0.0,8426.06314407
-0.00892435,903.48,5009,-0.513092,0.012345,472264,2,-0.00141954421997,407.37699484825134,5938.64,0.0,8426.10123732
-0.00562716,909.99,5011,-0.505418,0.0138195,474264,2,-0.00074303150177,409.14576721191406,5942.09,0.0,8486.81215674
-0.00651563,906.15,5014,-0.50074,0.0188279,476880,3,0.598603129387,410.89897179603577,3654.36,0.0,8450.94823172
-0.0150982,891.28,5018,-0.494578,0.0103164,478931,4,0.597807526588,412.65775895118713,6237.23,0.0,8312.15513795
-0.00609489,892.51,5020,-0.476599,0.0184799,480931,2,-0.0725923776627,414.39604473114014,6106.68,0.0,8323.56329452
-0.0166081,895.67,5022,-0.4576,0.0121047,482820,2,0.430490612984,416.16255259513855,3391.91,0.0,8352.97975123
-0.0139697,906.48,5024,-0.4323,0.0144134,484560,2,0.350706934929,417.91255259513855,3418.41,0.0,8453.80411857
-0.0103445,909.23,5027,-0.429222,0.0168897,487392,3,0.359414637089,419.6710503101349,6939.62,0.0,8479.40651353
-0.0133434,899.91,5030,-0.452335,0.00861666,489460,3,0.722483128309,421.42207312583923,3525.19,0.0,8392.47776188
-0.00894004,882.34,5034,-0.459377,0.0112142,491361,4,0.805994257331,423.1802535057068,5274.97,0.0,8228.52498191
-0.00909029,878.03,5036,-0.486004,0.025113,492930,2,0.282371878624,424.9450800418854,5221.97,0.0,8188.29647278
-0.00778058,878.03,5038,-0.473094,0.00567534,494930,2,-0.0692636966705,426.70306181907654,5995.06,0.0,8188.33049357
-0.0097782,875.17,5041,-0.501144,0.0102582,497644,3,0.28946942091,428.4533131122589,7306.13,0.0,8161.61446362
-0.00410696,882.46,5043,-0.498664,0.0207967,499644,2,-0.0379650592804,430.2093930244446,5880.22,0.0,8229.70918549
-0.0133393,871.45,5046,-0.510595,0.021409,501543,3,0.359869599342,431.9663472175598,7207.52,0.0,8127.11353641
-0.00582447,880.71,5048,-0.489781,0.0122354,503543,2,-0.0164155960083,433.7310667037964,5871.81,0.0,8213.65676913
-0.0100742,880.71,5050,-0.475564,0.00855382,505543,2,0.00441557168961,435.4746792316437,5082.19,0.0,8213.85062223
-0.00726227,880.71,5052,-0.459423,0.00965547,507543,2,-0.0587393045425,437.22148966789246,5916.59,0.0,8214.03726977
-0.00414958,880.71,5054,-0.461327,0.0206436,509543,2,-0.00690269470215,438.9879500865936,5893.17,0.0,8214.29259934
-0.00901929,882.59,5056,-0.451654,0.0127137,511277,2,0.463411033154,440.7310206890106,3158.64,0.0,8232.08031812
-0.0079965,892.22,5059,-0.466056,0.0107563,513974,3,0.407893776894,442.487802028656,6054.29,0.0,8322.04962419
-0.00167974,896.84,5061,-0.473226,0.0299971,515974,2,-0.0494650602341,444.2240056991577,5927.58,0.0,8365.20451493
-0.00751347,892.65,5063,-0.496463,0.00721205,517555,2,0.387458026409,445.9909234046936,5036.55,0.0,8326.27940641
-0.00936452,892.65,5065,-0.487498,0.00947353,519555,2,-0.0382980108261,447.7328898906708,6000.66,0.0,8326.36124767
-0.00937801,892.65,5067,-0.492059,0.00757466,521555,2,-0.0525360107422,449.49860429763794,5832.81,0.0,8326.4848033
-0.00792078,892.65,5069,-0.495465,0.00790387,523555,2,-0.0495122671127,451.27062606811523,5928.93,0.0,8326.61036105
-0.00700252,868.12,5074,-0.502732,0.0158951,526102,5,0.717441678047,453.036678314209,3966.69,0.0,8098.01114897
-0.00877471,868.12,5076,-0.491466,0.011803,528102,2,-0.0442143678665,454.7797791957855,5969.71,0.0,8098.19821258
-0.00544507,876.53,5078,-0.503281,0.0148406,530102,2,-0.0114488601685,456.5457994937897,5930.33,0.0,8176.75427843
-0.0112606,876.53,5080,-0.500553,0.00927002,532102,2,-0.000893473625183,458.2804605960846,5928.98,0.0,8176.83802163
-0.00916373,876.53,5082,-0.489536,0.0113656,534102,2,0.265218198299,460.04633617401123,3349.03,0.0,8176.77933506
-0.0115834,869.68,5085,-0.496681,0.0199757,536417,3,0.360849440098,461.8122754096985,4687.0,0.0,8112.84390769
-0.00839099,869.68,5087,-0.511713,0.0133696,538417,2,0.0693518519402,463.55430841445923,6974.61,0.0,8112.83599147
-0.0090367,870.01,5090,-0.507185,0.0258,540645,3,0.398129999638,465.3206374645233,6071.62,0.0,8115.97902214
-0.00786373,870.01,5092,-0.496015,0.00782842,542645,2,-0.0282429456711,467.0699100494385,5932.85,0.0,8115.97126447
-0.0172434,862.26,5094,-0.495841,0.0188261,543870,2,0.667965233326,468.82506561279297,2300.94,0.0,8043.51570548
0.00145088,857.37,5097,-0.495543,0.0414438,546001,3,0.211279809475,470.58216428756714,7787.11,0.0,7997.86599703
-0.0122765,857.37,5099,-0.495234,0.0161217,548001,2,-0.00742125511169,472.33326745033264,5936.53,0.0,7997.9424652
-0.0124951,855.77,5102,-0.508268,0.0128537,550841,3,0.445341408253,474.0843062400818,6177.66,0.0,7983.14081186
-0.00626332,855.77,5104,-0.514113,0.0127478,552841,2,-0.00100839138031,475.83436727523804,5932.51,0.0,7983.26436251
-0.00312108,855.77,5106,-0.497299,0.0217218,554841,2,-0.00757527351379,477.5936324596405,5939.51,0.0,7983.42508825
-0.0191615,817.51,5112,-0.525334,0.0147492,557015,6,0.849707394838,479.343777179718,4850.11,0.0,7626.51737066
-0.00560381,821.35,5114,-0.511657,0.0174069,559015,2,-0.0129534006119,481.0927572250366,5911.05,0.0,7662.64792006
-0.0128777,809.95,5119,-0.507781,0.0208903,560926,5,0.739534497261,482.84373331069946,7074.74,0.0,7556.58452136
-0.0111966,811.06,5121,-0.516708,0.0159283,562926,2,-0.0197683572769,484.6019265651703,5528.02,0.0,7567.34093364
-0.00285565,813.66,5123,-0.514662,0.031722,564926,2,-0.0208578109741,486.35966181755066,5895.39,0.0,7591.95618181
-0.00534593,813.66,5125,-0.519754,0.0180326,566926,2,-0.0522028207779,488.1099605560303,5875.05,0.0,7592.2467245
-0.00583957,815.34,5127,-0.519346,0.00788177,568926,2,-0.00411629676819,489.86025500297546,5887.38,0.0,7608.253039
-0.00259638,824.66,5129,-0.514808,0.0117611,570926,2,-0.0327599048615,491.60600662231445,5873.48,0.0,7695.40999725
-0.00918832,833.11,5131,-0.503847,0.0128771,572926,2,-0.0166591405869,493.35772132873535,5895.04,0.0,7774.44422602
-0.00811781,840.77,5133,-0.492072,0.0274414,574926,2,-0.0510133504868,495.12388610839844,5933.21,0.0,7846.09425029
-0.00890339,849.96,5135,-0.507329,0.0155386,576926,2,-0.00128316879272,496.8736517429352,5820.97,0.0,7932.03163441
-0.0115554,813.67,5141,-0.501187,0.00896886,579011,6,0.667345196009,498.6307473182678,4890.83,0.0,7593.54000093
-0.00750988,806.36,5145,-0.507486,0.021981,581521,4,0.742625355721,500.38180232048035,4176.84,0.0,7525.47275637
-0.00721789,809.78,5147,-0.485281,0.0116152,583521,2,-0.0458434820175,502.147433757782,5963.21,0.0,7557.48477493
-0.00682098,809.78,5149,-0.472628,0.0128887,585521,2,0.0231520533562,503.90558314323425,5734.5,0.0,7557.50597084
-0.00736221,809.78,5151,-0.471522,0.0185104,587521,2,-0.0374836921692,505.6480658054352,5842.73,0.0,7557.53887904
-0.00641229,809.78,5153,-0.449153,0.0114391,589521,2,-0.0163410902023,507.41298723220825,5906.01,0.0,7557.5124252
-0.0109099,805.54,5156,-0.455023,0.0158739,591831,3,0.230958461761,509.1644368171692,6981.51,0.0,7517.88855129
-0.00754393,800.66,5158,-0.464939,0.0143939,593040,2,0.537521034479,510.9249939918518,3636.87,0.0,7472.416059
-0.00768461,800.66,5160,-0.449596,0.0117921,595040,2,-0.0108060836792,512.6690602302551,5925.17,0.0,7472.53214218
-0.00778703,794.23,5164,-0.460769,0.0205992,597978,4,0.456968545914,514.4369208812714,8175.28,0.0,7412.60580824
-0.0112081,785.3,5166,-0.446276,0.0198101,599085,2,0.440723538399,516.1872432231903,3306.83,0.0,7329.20035307
-0.0128934,783.27,5169,-0.43115,0.0168365,601882,3,0.325483083725,517.9522175788879,7206.91,0.0,7310.25268213
-0.00898252,783.28,5171,-0.408493,0.0171227,603721,2,0.609203547239,519.7003302574158,3472.01,0.0,7310.37874913
-0.0081479,800.46,5173,-0.409215,0.00945426,605721,2,-0.0394351482391,521.4595210552216,5918.5,0.0,7470.7961704
-0.00837382,806.19,5175,-0.416672,0.0161736,607721,2,-0.0814081430435,523.2245960235596,6007.73,0.0,7524.32237189
-0.0105473,806.19,5177,-0.409129,0.0153178,609721,2,-0.000237345695496,524.9768528938293,5925.21,0.0,7524.45366753
-0.0104095,806.19,5179,-0.395563,0.0179357,611721,2,-0.0221481323242,526.7327044010162,5947.28,0.0,7524.6313937
-0.0151104,790.88,5183,-0.415316,0.0153128,614007,4,0.407811939716,528.493629693985,6996.22,0.0,7382.01109968
-0.00892922,795.9,5185,-0.437083,0.013103,616007,2,-0.101235866547,530.2690198421478,5879.75,0.0,7428.94763806
-0.00464044,794.49,5188,-0.460118,0.0153109,618094,3,0.336899876595,532.0209174156189,6872.38,0.0,7415.9109806
-0.0120228,794.49,5190,-0.444538,0.0243403,620094,2,-0.0656574964523,533.7804636955261,5782.64,0.0,7415.9494256
-0.00640301,794.55,5193,-0.460694,0.0113986,622466,3,0.306272685528,535.5197129249573,7587.0,0.0,7416.79616268
-0.00810334,795.96,5195,-0.472422,0.0124442,624466,2,-0.00458800792694,537.2864837646484,5017.94,0.0,7430.19037969
-0.0174883,767.69,5201,-0.477046,0.00939672,626610,6,0.762535527349,539.0340483188629,5566.22,0.0,7166.40845495
-0.0137224,765.62,5203,-0.499075,0.00781318,628403,2,0.582255661488,540.8009819984436,3862.25,0.0,7147.12819177
-0.00793696,763.69,5205,-0.519206,0.00519554,630210,2,0.389078497887,542.5439620018005,3904.4,0.0,7129.11846427
-0.0108714,768.62,5208,-0.530066,0.0105779,632490,3,0.257934749126,544.2952990531921,7539.79,0.0,7175.1466914
-0.010713,777.92,5210,-0.523777,0.0140627,634490,2,-0.00734400749207,546.0623822212219,6199.63,0.0,7262.10145441
-0.00504363,794.75,5212,-0.520078,0.023444,636490,2,-0.0452561378479,547.811678647995,5856.72,0.0,7419.31288552
-0.00959652,794.45,5215,-0.531651,0.00657657,638718,3,0.380142629147,549.5541577339172,6853.68,0.0,7416.40497265
-0.0126478,810.21,5217,-0.557579,0.0127295,640718,2,-0.0603294372559,551.319094657898,5820.14,0.0,7563.60165199
-0.0101577,817.92,5219,-0.57922,0.00853906,642718,2,-0.0201789140701,553.0694184303284,5846.4,0.0,7635.60683367
-0.0118798,817.92,5221,-0.589887,0.0100017,644718,2,0.00494319200516,554.8294718265533,5705.97,0.0,7635.58213564
0.00302842,811.33,5224,-0.600416,0.0184892,647059,3,0.178909540176,556.5754706859589,7262.55,0.0,7573.948698
-0.00555955,811.33,5226,-0.591859,0.0151015,649059,2,-0.00973439216614,558.3245878219604,5772.67,0.0,7573.84605386
-0.00740045,811.33,5228,-0.589426,0.00901878,651059,2,-0.0194442272186,560.0747404098511,5852.56,0.0,7573.80058901
-0.00761698,811.33,5230,-0.600691,0.0133438,653059,2,-0.0184783935547,561.8411202430725,5829.5,0.0,7573.73603284
-0.00864065,811.33,5232,-0.597858,0.0108134,655059,2,-0.00822806358337,563.5835957527161,5845.9,0.0,7573.73682237
-0.0136195,811.33,5234,-0.592376,0.00936663,657059,2,0.00815689563751,565.3514893054962,4647.49,0.0,7573.71186255
-0.00414635,811.33,5236,-0.596368,0.0109895,659059,2,-0.0257717370987,567.1014423370361,5912.06,0.0,7573.6851725
-0.0118435,827.81,5238,-0.587694,0.0101551,661059,2,-0.017254948616,568.8663227558136,5896.07,0.0,7727.54396462
0.00267779,837.53,5241,-0.592982,0.013533,662764,3,0.496067941189,570.6084060668945,4124.38,0.0,7818.28315878
-0.0114913,837.49,5244,-0.607185,0.0117966,664981,3,0.734970927238,572.3742661476135,3757.19,0.0,7817.85328619
-0.0114763,836.3,5247,-0.619455,0.0102476,667151,3,0.491478860378,574.1263198852539,6448.6,0.0,7806.75263994
-0.00772072,836.3,5249,-0.603551,0.00830098,669151,2,0.00299090147018,575.8804035186768,5895.8,0.0,7806.80852863
-0.00795644,836.3,5251,-0.614591,0.0175264,671151,2,-0.00641417503357,577.6251940727234,5921.22,0.0,7806.86076446
-0.00769687,836.3,5253,-0.605958,0.0129462,673151,2,-0.00172877311707,579.3898050785065,5940.53,0.0,7806.98825648
-0.00829046,843.2,5255,-0.62085,0.0142402,675151,2,-0.00722277164459,581.1409602165222,6025.67,0.0,7871.58173925
0.00888718,827.16,5260,-0.619162,0.0305239,677756,5,0.577098608017,582.905663728714,3512.54,0.0,7721.97923306
-0.0140367,779.73,5269,-0.598342,0.006403,679855,9,0.861490309238,584.664959192276,1235.84,0.0,7279.39736698
-0.0238735,700.62,5279,-0.600516,0.00732374,681783,10,0.93280172348,586.4227170944214,2635.69,0.0,6540.89436756
-0.00782124,699.85,5282,-0.606882,0.00760101,683884,3,0.807778269053,588.1883752346039,4241.2,0.0,6533.83799433
-0.0209695,679.67,5287,-0.606928,0.0136832,685974,5,0.944757379591,589.9417757987976,1650.98,0.0,6345.54758836
-0.00834554,688.8,5289,-0.598461,0.0160658,687974,2,0.00848948955536,591.7010536193848,5977.35,0.0,6430.88897431
-0.00855708,688.8,5291,-0.583016,0.00570079,689974,2,0.548904895782,593.4519689083099,3292.99,0.0,6430.93323473
-0.00946315,685.82,5294,-0.607932,0.0185576,692048,3,0.623101711273,595.2069780826569,5470.52,0.0,6403.08280329
-0.00808959,693.34,5296,-0.615356,0.00929888,694048,2,-0.0230880975723,596.9592254161835,6045.6,0.0,6473.34908192
-0.00403393,700.38,5298,-0.603442,0.00768,696048,2,-0.0190014839172,598.7190883159637,6048.44,0.0,6539.10399731
-0.00895715,714.98,5300,-0.590935,0.014068,698048,2,-0.0099800825119,600.4693074226379,6052.58,0.0,6675.4784079
-0.00458481,724.38,5302,-0.589706,0.0143257,700048,2,-0.0282016992569,602.2185628414154,5930.07,0.0,6763.2971963
-0.012123,728.38,5304,-0.583519,0.0132133,702048,2,-0.0060909986496,603.968761920929,6012.05,0.0,6800.66246335
-0.00622815,728.38,5306,-0.571616,0.0139809,704048,2,0.0330844521523,605.7315707206726,5312.29,0.0,6800.65587017
-0.0102107,735.58,5308,-0.571455,0.0128685,706048,2,0.068427324295,607.475170135498,5125.33,0.0,6867.8732467
-0.0139845,716.74,5312,-0.560335,0.0107913,708164,4,0.510532259941,609.241152048111,6495.28,0.0,6691.80977186
-0.0118497,711.72,5314,-0.579278,0.0130779,709662,2,0.609409153461,610.9758148193359,3267.27,0.0,6645.00244062
-0.010002,718.63,5317,-0.577197,0.0149716,712581,3,0.604594171047,612.7349109649658,4773.39,0.0,6709.59383966
-0.00738645,713.85,5319,-0.59841,0.0100257,714103,2,0.386810958385,614.4841091632843,4557.69,0.0,6664.96353099
-0.0130301,713.85,5321,-0.595735,0.0144963,716103,2,-0.00188505649567,616.2508835792542,5985.09,0.0,6665.05675163
-0.00217529,720.44,5323,-0.597015,0.0187797,718103,2,-0.0405813455582,617.9908764362335,5956.82,0.0,6726.6699299
-0.00409463,720.44,5325,-0.590275,0.0126185,720103,2,-0.0695165395737,619.7483081817627,6104.25,0.0,6726.75234281
-0.012374,678.18,5332,-0.566097,0.0157504,722877,7,0.758664742112,621.5168359279633,4333.45,0.0,6332.22175709
-0.00953819,676.59,5334,-0.56246,0.0293999,724718,2,0.711848288774,623.2876513004303,4017.37,0.0,6317.3907955
-0.0120023,676.59,5336,-0.58871,0.00968727,726718,2,-0.138586521149,625.0368161201477,6365.17,0.0,6317.37234406
-0.00733067,676.59,5338,-0.578165,0.0218988,728718,2,-0.0125453472137,626.7956929206848,5888.63,0.0,6317.37472359
-0.0107778,682.36,5341,-0.588621,0.0116444,731000,3,0.594249278307,628.5527880191803,3353.34,0.0,6371.18790537
-0.00391277,682.22,5343,-0.584919,0.0266732,732450,2,0.53426989913,630.3037261962891,3186.8,0.0,6369.86656227
-0.011795,684.69,5345,-0.590809,0.0189385,734450,2,-0.0400873422623,632.0537149906158,6013.24,0.0,6392.90125694
-0.00888284,692.99,5347,-0.588746,0.0107815,736450,2,0.0057777762413,633.8199162483215,5892.17,0.0,6470.33881055
-0.00959476,682.08,5350,-0.590139,0.0222829,738359,3,0.632681161165,635.5627105236053,3498.51,0.0,6368.37826007
-0.00969629,675.82,5353,-0.59128,0.0146153,740733,3,0.455574035645,637.328506231308,6303.0,0.0,6309.82212519
-0.00460477,675.82,5355,-0.598287,0.0474505,742733,2,-0.017510175705,639.079437494278,5524.4,0.0,6309.68539623
-0.0115072,679.28,5357,-0.599035,0.0128425,744733,2,-0.000746250152588,640.8335344791412,5942.31,0.0,6341.86133563
-0.00413307,691.31,5359,-0.584347,0.00664779,746733,2,-0.0201842784882,642.6275355815887,6060.62,0.0,6454.186342
-0.0080437,706.72,5361,-0.591363,0.020862,748733,2,-0.105080127716,644.3845472335815,6221.05,0.0,6598.12867384
-0.00858985,724.87,5363,-0.572143,0.00838833,750733,2,-0.00486540794373,646.128044128418,6066.23,0.0,6767.61742194
-0.00692046,739.94,5365,-0.57333,0.00608303,752733,2,-0.0055627822876,647.8943185806274,6051.31,0.0,6908.40073481
-0.0072921,755.09,5367,-0.57089,0.0184741,754733,2,-0.00332272052765,649.6375515460968,6051.73,0.0,7049.9162105
-0.0107595,775.35,5370,-0.552776,0.0222142,757503,3,0.519826591015,651.4030346870422,5901.15,0.0,7239.13032395
-0.012328,787.67,5372,-0.588711,0.0120294,759028,2,0.454291343689,653.1557712554932,3951.89,0.0,7354.17560525
-0.0099689,798.88,5374,-0.598162,0.01616,761028,2,-0.00012218952179,654.912871837616,6127.86,0.0,7458.87513126
-0.000788846,816.5,5376,-0.58958,0.0299759,763028,2,-0.00667405128479,656.6550195217133,6023.92,0.0,7623.49511255
-0.00997069,834.21,5378,-0.599288,0.0100984,765028,2,-0.00250685214996,658.4193089008331,6030.76,0.0,7788.95409139
-0.00790811,849.66,5380,-0.59903,0.0259429,767028,2,-0.00278723239899,660.172117471695,6021.96,0.0,7933.27582733
-0.0107153,857.45,5383,-0.594384,0.00945369,770028,3,-0.00459039211273,661.9225459098816,8838.58,0.0,8005.96351714
-0.0062808,860.56,5385,-0.586031,0.0258687,771172,2,0.347571015358,663.6796727180481,4006.26,0.0,8034.98107416
-0.00586508,871.98,5387,-0.574342,0.0146965,773172,2,-0.0207775831223,665.4290118217468,5975.08,0.0,8141.58375238
-0.00316021,871.98,5390,-0.563429,0.023056,776172,3,-0.00819218158722,667.1787135601044,8786.74,0.0,8141.48234549
-0.0158808,871.98,5392,-0.577581,0.0168245,778172,2,-0.0112161636353,668.9289820194244,5773.92,0.0,8141.38006484
-0.00668199,881.24,5394,-0.565309,0.0150723,780172,2,-0.0123107433319,670.7023487091064,5946.69,0.0,8227.79607745
-0.00681005,881.24,5396,-0.577089,0.00781575,782172,2,-0.000213265419006,672.4516270160675,5941.35,0.0,8227.72089178
-0.0102669,881.24,5398,-0.574405,0.0128486,784172,2,-0.00600230693817,674.2018399238586,5847.85,0.0,8227.68773116
-0.0090544,881.24,5400,-0.559123,0.0181779,786172,2,-0.00351774692535,675.9563286304474,5887.74,0.0,8227.68733143
-0.00825939,881.24,5402,-0.56352,0.0110184,788172,2,-0.0409568548203,677.7200112342834,5912.03,0.0,8227.62178023
-0.00570937,881.24,5404,-0.552011,0.0178799,790172,2,-0.00119006633759,679.4680240154266,5949.06,0.0,8227.62981886
-0.00604036,881.24,5406,-0.544794,0.0207931,792172,2,-7.90357589722e-05,681.2179799079895,5951.47,0.0,8227.6913976
-0.0107223,881.24,5408,-0.559941,0.0112551,794172,2,5.45978546143e-05,682.9835648536682,5950.77,0.0,8227.70425862
-0.0148357,883.85,5411,-0.573011,0.0147065,796325,3,0.226930439472,684.7628908157349,5287.19,0.0,8252.13614079
-0.0143384,883.36,5414,-0.591208,0.00901613,797998,3,0.404650509357,686.5065088272095,6633.58,0.0,8247.5354804
-0.00821535,881.73,5417,-0.603472,0.00800365,800754,3,0.358331024647,688.272145986557,6654.43,0.0,8232.29920732
-0.011385,886.51,5419,-0.610354,0.0150318,802754,2,-0.112433433533,690.0231301784515,5960.32,0.0,8276.97917133
-0.00844726,886.51,5421,-0.599268,0.011556,804754,2,-0.0035697221756,691.7805526256561,5915.88,0.0,8276.95735069
-0.0134095,883.37,5423,-0.587906,0.0176584,806440,2,0.259720385075,693.5377380847931,3289.38,0.0,8247.57093538
-0.00790408,878.02,5426,-0.59502,0.0309778,808905,3,0.337457180023,695.2887032032013,7059.53,0.0,8197.61179167
-0.00837123,890.08,5428,-0.581239,0.0167779,810905,2,-0.0261399745941,697.0545864105225,5923.81,0.0,8310.26094744
-0.0073397,904.39,5430,-0.576608,0.00811759,812905,2,-0.0576071739197,698.8039348125458,5959.43,0.0,8443.949226
-0.0123033,920.28,5432,-0.581738,0.0148342,814905,2,0.00419092178345,700.5626866817474,5243.82,0.0,8592.41293421
-0.0200658,893.02,5437,-0.581456,0.00939755,817020,5,0.731018483639,702.3323328495026,2660.39,0.0,8337.85722862
-0.0186927,888.63,5440,-0.569627,0.0175178,818863,3,0.758001253009,704.0854997634888,3438.26,0.0,8296.95863537
-0.00344415,888.63,5442,-0.580947,0.0179964,820863,2,-0.00766003131866,705.8354399204254,6009.12,0.0,8297.04536212
-0.0114454,894.13,5444,-0.574757,0.0103462,822863,2,-0.020577788353,707.5934689044952,5996.06,0.0,8348.38040299
-0.0124138,894.13,5446,-0.552216,0.0158352,824863,2,-0.00251376628876,709.3467669487,5995.66,0.0,8348.30497448
-0.0116134,890.17,5448,-0.564839,0.0116244,826467,2,0.293078958988,711.0980195999146,3723.76,0.0,8311.268436
-0.00764369,901.08,5450,-0.5614,0.0107309,828467,2,-0.0125683546066,712.8647799491882,6010.51,0.0,8413.18784405
-0.00856895,907.34,5453,-0.55349,0.00802062,831467,3,-0.0630406141281,714.6077904701233,8853.45,0.0,8471.61005377
-0.0137328,905.69,5455,-0.534243,0.0122107,833302,2,0.446401238441,716.3746275901794,3339.77,0.0,8456.15069332
-0.0103197,905.69,5457,-0.523802,0.01349,835302,2,-0.0133183002472,718.1240723133087,5982.22,0.0,8456.16428178
-0.0106818,904.31,5459,-0.512821,0.0076306,837164,2,0.555954933167,719.8742599487305,3387.3,0.0,8443.25316921
-0.0130422,896.6,5462,-0.531613,0.0110652,839393,3,0.17824113369,721.6157765388489,6453.75,0.0,8371.18054958
-0.0113508,887.04,5465,-0.53894,0.0148176,841437,3,0.240121901035,723.3649332523346,7769.47,0.0,8281.78714917
-0.00875794,887.04,5467,-0.538807,0.0107339,843437,2,-0.0116424560547,725.1307752132416,5956.34,0.0,8281.78986782
-0.0033683,887.04,5469,-0.538395,0.0206037,845437,2,-0.128356814384,726.8817024230957,6030.66,0.0,8281.72757935
-0.00743982,889.34,5471,-0.521911,0.0189687,847437,2,0.0011767745018,728.6396441459656,4826.85,0.0,8303.16087975
-0.00840071,894.09,5473,-0.523441,0.0182597,849437,2,0.0847026109695,730.3909962177277,4703.51,0.0,8347.50922412
-0.0120002,894.09,5475,-0.530271,0.0210495,851437,2,-0.166851997375,732.1437232494354,6273.32,0.0,8347.429477
-0.011163,894.09,5477,-0.554919,0.0101885,853437,2,-0.0138857364655,733.8951768875122,5940.04,0.0,8347.3488494
-0.00671662,894.09,5479,-0.551318,0.00865833,855437,2,-0.012627363205,735.6535410881042,5946.81,0.0,8347.34222745
-0.00966275,894.09,5481,-0.562748,0.0128749,857437,2,-0.000739097595215,737.4048502445221,5944.35,0.0,8347.34919219
-0.0108818,894.09,5483,-0.539368,0.0127067,859437,2,0.00065803527832,739.1559278964996,5742.09,0.0,8347.37608157
-0.00916688,902.65,5485,-0.529782,0.0103802,861437,2,0.00143873691559,740.9214911460876,5895.48,0.0,8427.36549591
-0.00990837,902.65,5487,-0.534062,0.0130206,863437,2,-0.00201869010925,742.6786272525787,5871.2,0.0,8427.40203186
-0.0131699,902.65,5489,-0.533062,0.0189243,865437,2,-0.00898849964142,744.4154720306396,5925.85,0.0,8427.46255054
-0.0125688,902.65,5491,-0.514688,0.00866159,867437,2,0.00667065382004,746.1911332607269,5905.54,0.0,8427.54134136
-0.00808448,902.65,5493,-0.511258,0.00900629,869437,2,-0.0245214700699,747.9419119358063,5905.38,0.0,8427.64307895
-0.00840783,902.65,5496,-0.513562,0.00809768,872437,3,-0.00242853164673,749.700300693512,8800.45,0.0,8427.70333095
-0.0103555,896.33,5498,-0.50515,0.013783,873805,2,0.563731878996,751.4667670726776,3049.88,0.0,8368.72174005
-0.0157766,869.9,5503,-0.500429,0.0126192,876162,5,0.604965955019,753.2331249713898,5242.95,0.0,8121.80807005
-0.0163631,861.7,5506,-0.499653,0.0198175,878342,3,0.473350822926,754.9841117858887,5868.35,0.0,8045.12993655
-0.0145491,857.45,5508,-0.494591,0.0117998,879917,2,0.478983461857,756.7468159198761,4921.63,0.0,8005.45262379
-0.0108688,863.08,5511,-0.484865,0.0101016,882633,3,0.412141978741,758.4914243221283,6980.48,0.0,8058.05615015
-0.0164707,867.34,5514,-0.491772,0.00807265,884732,3,0.547793835402,760.2551980018616,5354.7,0.0,8097.86089545
-0.0108497,867.34,5516,-0.488821,0.0169712,886732,2,-0.0227125883102,762.005836725235,5878.26,0.0,8097.91826227
-0.00755438,863.25,5518,-0.503573,0.0182231,888079,2,0.282387435436,763.7642471790314,4849.43,0.0,8059.77929996
-0.011578,853.47,5521,-0.510751,0.0212632,890101,3,0.218361973763,765.515412569046,7132.63,0.0,7968.43820475
-0.0116766,856.61,5523,-0.52663,0.0184722,892101,2,-0.0297220945358,767.2644731998444,5942.38,0.0,7997.83796247
-0.00500334,861.96,5525,-0.538829,0.0173116,894101,2,-0.0104414224625,769.0140180587769,5931.16,0.0,8047.86205868
-0.00487874,861.96,5527,-0.53851,0.0162373,896101,2,-0.0140116214752,770.7780895233154,5939.54,0.0,8047.96315441
-0.0095856,861.96,5529,-0.535805,0.0170635,898101,2,-0.0012629032135,772.5372986793518,5944.26,0.0,8048.02512412
-0.00573474,853.91,5532,-0.537933,0.013892,900296,3,0.240147829056,774.2882492542267,7728.14,0.0,7972.90348456
-0.00796101,860.71,5537,-0.529665,0.0231932,903091,5,0.435165762901,776.0381970405579,9422.93,0.0,8036.56709187
-0.0106447,867.86,5539,-0.551985,0.0142802,904649,2,0.358122050762,777.803364276886,4521.56,0.0,8103.45352238
