EpLenMean,TimeElapsed,EpRewMean,loss_pol_entpen,loss_ent,loss_kl,loss_vf_loss,loss_pol_surr,EpisodesSoFar,EpThisIter,TimestepsSoFar,ev_tdlam_before
50.0,382.33713150024414,-7.72989030712,0.0,-3.85436,0.0192024,0.0527827,-0.0187805,8806,41,440300,0.984489593655
50.0,384.121572971344,-7.81526266232,0.0,-3.86284,0.0466236,0.0312016,-0.00541574,8847,41,442350,0.986168712378
50.0,385.88319087028503,-7.53509480143,0.0,-3.85906,0.0340334,0.0364828,-0.0142559,8888,41,444400,0.986843755469
50.0,387.680148601532,-7.41089093597,0.0,-3.88245,0.0355739,0.0481226,-0.00237081,8929,41,446450,0.985080723651
50.0,389.445987701416,-7.46621195815,0.0,-3.88827,0.104146,0.0414908,0.0243356,8970,41,448500,0.986306028441
50.0,391.22746229171753,-7.02591752094,0.0,-3.92389,0.0419568,0.0450442,-0.0240678,9011,41,450550,0.944620084018
50.0,392.9932026863098,-7.41137642743,0.0,-3.92551,0.0503003,0.037206,-0.00616747,9052,41,452600,0.988124730997
50.0,394.78256607055664,-7.37420021287,0.0,-3.93563,0.034058,0.0251015,-0.0227837,9093,41,454650,0.985793871805
50.0,396.5483510494232,-7.32694347827,0.0,-3.95313,0.0508391,0.0491125,0.0090402,9134,41,456700,0.984410172328
50.0,398.33162903785706,-7.22071890709,0.0,-3.96502,0.025129,0.0437754,-0.0156453,9175,41,458750,0.983644645661
50.0,400.09501600265503,-7.57510709926,0.0,-3.96039,0.0616344,0.0206209,0.00195443,9216,41,460800,0.990714214742
50.0,401.88542556762695,-7.01374444631,0.0,-3.96629,0.041952,0.0237798,-0.00779147,9256,40,462800,0.991824752651
50.0,403.63671803474426,-7.42616405251,0.0,-3.99489,0.0596517,0.038583,-0.00710097,9297,41,464850,0.98544749245
50.0,405.4384915828705,-7.77198629131,0.0,-3.99902,0.0458107,0.0399457,-0.00609661,9338,41,466900,0.987032203935
50.0,407.1959557533264,-8.12883456747,0.0,-4.01778,0.043671,0.0364755,-0.0149547,9379,41,468950,0.986702161841
50.0,408.99296140670776,-8.01434480341,0.0,-4.02289,0.0471995,0.0390885,0.00762655,9420,41,471000,0.989125000313
50.0,410.7510635852814,-7.22395527226,0.0,-4.02301,0.0302664,0.0556736,-0.0237351,9461,41,473050,0.979633538052
50.0,412.5323896408081,-6.75669167585,0.0,-4.03015,0.0326959,0.0225276,-0.00894941,9502,41,475100,0.984375399537
50.0,414.2981104850769,-6.89870705431,0.0,-4.04563,0.0406376,0.0674902,-0.00591929,9543,41,477150,0.977551452816
50.0,416.0794835090637,-7.16668420605,0.0,-4.03186,0.0717981,0.078363,0.0200427,9584,41,479200,0.979491338134
50.0,417.83826637268066,-7.58573777068,0.0,-4.05078,0.0349978,0.0651158,-0.0141606,9625,41,481250,0.978047037497
50.0,419.62913393974304,-7.51998751771,0.0,-4.04133,0.0586648,0.0295161,0.00727163,9666,41,483300,0.983881186694
50.0,421.39937925338745,-7.67000484375,0.0,-4.03428,0.0316892,0.0348007,-0.0149329,9707,41,485350,0.983540056273
50.0,423.1947546005249,-7.58508790967,0.0,-4.02366,0.0398302,0.0288846,-0.0119774,9748,41,487400,0.990368903615
50.0,424.9649066925049,-7.45920763906,0.0,-4.00558,0.0266139,0.0241807,-0.0123001,9789,41,489450,0.989595025778
50.0,426.74025416374207,-7.71854733919,0.0,-4.00089,0.0397497,0.0419167,-0.00709914,9830,41,491500,0.983456753194
50.0,428.5084044933319,-7.67928832501,0.0,-3.97026,0.0287234,0.0540391,-0.0063793,9871,41,493550,0.976090978831
50.0,430.33385848999023,-7.53034927944,0.0,-3.94604,0.039496,0.0325032,-0.0220175,9912,41,495600,0.985738786869
50.0,432.08655643463135,-7.64278406321,0.0,-3.9294,0.0444301,0.0373294,-0.0100694,9953,41,497650,0.983576681465
50.0,433.8838496208191,-7.98241633325,0.0,-3.93225,0.0569088,0.0335551,-0.00532795,9994,41,499700,0.987201433629
50.0,435.64099168777466,-7.92260546486,0.0,-3.94205,0.035045,0.0300457,-0.0150398,10035,41,501750,0.983094302937
50.0,437.4229712486267,-7.21009976265,0.0,-3.93628,0.0596016,0.0386699,-0.00418428,10076,41,503800,0.97615965642
50.0,439.197083234787,-6.63167274321,0.0,-3.91002,0.0467675,0.0298442,-0.008716,10117,41,505850,0.988096638583
50.0,440.97859597206116,-7.30081119546,0.0,-3.89843,0.031932,0.0247296,-0.0108469,10158,41,507900,0.988958511502
50.0,442.73571729660034,-7.22545680905,0.0,-3.86994,0.0308603,0.0275547,-0.0208002,10199,41,509950,0.980679104105
50.0,444.53206992149353,-6.9017651582,0.0,-3.86803,0.0311726,0.0474587,-0.0100163,10240,41,512000,0.970847064629
50.0,446.313437461853,-6.48871326456,0.0,-3.90064,0.0477255,0.0375386,-0.0193095,10280,40,514000,0.963053297251
50.0,448.09481620788574,-6.93046605315,0.0,-3.87829,0.0391866,0.0489331,-0.0228132,10321,41,516050,0.974925935268
50.0,449.86804485321045,-7.69525770812,0.0,-3.90724,0.040429,0.0376252,-0.0223152,10362,41,518100,0.9740339946
50.0,451.6569001674652,-7.023495678,0.0,-3.90382,0.0439592,0.0302793,-0.00874751,10403,41,520150,0.977839643136
50.0,453.40753078460693,-7.48566805758,0.0,-3.91213,0.0247943,0.0360212,-0.030592,10444,41,522200,0.976068707183
50.0,455.204283952713,-7.59307703418,0.0,-3.93018,0.0376912,0.0491927,-0.0122093,10485,41,524250,0.973120611161
50.0,456.96874380111694,-7.14354740684,0.0,-3.92916,0.0596585,0.0272015,0.000543963,10526,41,526300,0.975739784539
50.0,458.7602436542511,-6.49429337671,0.0,-3.92116,0.0676848,0.0375706,-0.0238767,10567,41,528350,0.952284198254
50.0,460.5111768245697,-6.34619266852,0.0,-3.90988,0.0446607,0.0347557,-0.0126162,10608,41,530400,0.980238895863
50.0,462.29777359962463,-7.23121784939,0.0,-3.9153,0.0608506,0.041001,-0.021295,10649,41,532450,0.980505749583
50.0,464.06355834007263,-7.0464800743,0.0,-3.92808,0.0353187,0.02918,-0.0164185,10690,41,534500,0.976739635691
50.0,465.83681178092957,-6.99109100943,0.0,-3.9309,0.138611,0.0398971,-0.0201977,10731,41,536550,0.946655258536
50.0,467.5941550731659,-6.78690112527,0.0,-3.94156,0.0760316,0.0545836,-0.025397,10772,41,538600,0.920953899622
50.0,469.3792872428894,-7.39430233028,0.0,-3.93562,0.0578833,0.0357655,-0.0223217,10813,41,540650,0.971630765125
50.0,471.1520116329193,-7.24085155982,0.0,-3.94425,0.0453505,0.0334885,-0.0155343,10854,41,542700,0.977063242346
50.0,472.9496862888336,-7.41539702245,0.0,-3.9358,0.216528,0.0577795,-0.0187166,10895,41,544750,0.881187319756
50.0,474.69655537605286,-7.28674615212,0.0,-3.95917,0.0833967,0.0466616,-0.0215208,10936,41,546800,0.946115288883
50.0,476.48464608192444,-7.12682801763,0.0,-3.94081,0.0659439,0.0659407,-0.00135967,10977,41,548850,0.934952519834
50.0,478.25105237960815,-6.4695066207,0.0,-3.95508,0.0488272,0.0365174,-0.015364,11018,41,550900,0.952850136906
50.0,480.0324113368988,-6.51526752867,0.0,-3.94362,0.0341344,0.0707368,-0.0227231,11059,41,552950,0.971472805366
50.0,481.7900104522705,-7.70603246309,0.0,-3.93728,0.0556081,0.0503742,-0.00255472,11100,41,555000,0.972848413512
50.0,483.58721828460693,-7.39017545956,0.0,-3.95933,0.0360161,0.0330829,-0.0214317,11141,41,557050,0.977872245014
50.0,485.3363575935364,-7.42736191266,0.0,-3.97635,0.0325733,0.0511543,-0.0140575,11182,41,559100,0.964876126498
50.0,487.11777544021606,-6.40956724566,0.0,-3.97349,0.0501823,0.0563114,-0.00639243,11223,41,561150,0.921111963689
50.0,488.89940333366394,-6.09347142224,0.0,-3.98798,0.0749814,0.0244003,-0.000789543,11264,41,563200,0.975776422769
50.0,490.68876028060913,-6.14371389836,0.0,-3.98895,0.0545675,0.0355193,-0.016173,11304,40,565200,0.967476785183
50.0,492.4389352798462,-6.02880862975,0.0,-3.99281,0.0590569,0.0310395,-0.00856349,11345,41,567250,0.970902292058
50.0,494.2272882461548,-6.33284418465,0.0,-3.96338,0.0489145,0.0393058,-0.00792392,11386,41,569300,0.946062751114
50.0,495.9928057193756,-6.72318840205,0.0,-3.96216,0.0518532,0.0356527,-0.00504033,11427,41,571350,0.970277395099
50.0,497.7821750640869,-6.14980181817,0.0,-3.96754,0.0418458,0.0268434,-0.0266039,11468,41,573400,0.96879821457
50.0,499.5324692726135,-6.69068376957,0.0,-3.96531,0.0979022,0.0264842,0.010404,11509,41,575450,0.979461815208
50.0,501.3278970718384,-6.56061366293,0.0,-3.96782,0.0453583,0.0267469,-0.0136529,11550,41,577500,0.960666727275
50.0,503.07832431793213,-5.9734810894,0.0,-3.95728,0.0509166,0.0263106,-0.0188953,11591,41,579550,0.962196022272
50.0,504.86796951293945,-5.67175817469,0.0,-3.95399,0.0372606,0.0288013,-0.00867544,11632,41,581600,0.95981951803
50.0,506.61781644821167,-5.83559737637,0.0,-3.94155,0.0382946,0.0301179,-0.0147527,11673,41,583650,0.958845604211
50.0,508.41481852531433,-5.92930369869,0.0,-3.96238,0.0367734,0.0276443,-0.0258693,11714,41,585700,0.979325633496
50.0,510.18085503578186,-6.04427624161,0.0,-3.93821,0.0338866,0.0228395,-0.0290558,11755,41,587750,0.983287433162
50.0,511.9650778770447,-6.0855234699,0.0,-3.94421,0.0379624,0.028485,-0.0175636,11796,41,589800,0.976683624089
50.0,513.7278063297272,-6.50160862197,0.0,-3.93578,0.0646301,0.0229636,-0.000589378,11837,41,591850,0.976795513183
50.0,515.508424282074,-6.33724981292,0.0,-3.92522,0.0444893,0.0153314,-0.00425293,11878,41,593900,0.983463570476
50.0,517.2897937297821,-6.02290605954,0.0,-3.90788,0.0505943,0.0239434,0.00429114,11919,41,595950,0.971902662888
50.0,519.0868036746979,-6.76578335939,0.0,-3.92338,0.0812134,0.0316916,-0.0216713,11960,41,598000,0.95513869077
50.0,520.8506813049316,-6.44471870673,0.0,-3.92802,0.257035,0.0388053,-0.0070703,12001,41,600050,0.953260358423
50.0,522.6264598369598,-6.93574977697,0.0,-3.91376,0.350289,0.039382,-0.0211743,12042,41,602100,0.913824781775
50.0,524.383975982666,-7.25690465629,0.0,-3.92153,0.389025,0.0544049,-0.0140246,12083,41,604150,0.923574537039
50.0,526.1619324684143,-6.96337993221,0.0,-3.93108,0.472732,0.0353169,-0.0101783,12124,41,606200,0.926342204213
50.0,527.9314510822296,-6.67886863467,0.0,-3.92936,0.0487462,0.0550904,-0.0124862,12165,41,608250,0.897489279509
50.0,529.7121324539185,-6.6656706517,0.0,-3.9423,0.0539703,0.0651324,-0.00147694,12206,41,610300,0.956549465656
50.0,531.4644875526428,-7.02010824125,0.0,-3.94321,0.0579382,0.0622885,-0.0214954,12247,41,612350,0.90041308105
50.0,533.2515504360199,-7.33535647574,0.0,-3.93355,0.0377761,0.0970641,-0.0243179,12288,41,614400,0.936664558947
50.0,535.0090484619141,-6.98401677036,0.0,-3.93995,0.0318324,0.0474677,-0.0181666,12328,40,616400,0.936793230474
50.0,536.7984035015106,-6.3171651539,0.0,-3.9439,0.03483,0.0514818,-0.0250177,12369,41,618450,0.946413494647
50.0,538.5707030296326,-6.74663345634,0.0,-3.96468,0.0586437,0.04898,-0.0148911,12410,41,620500,0.968849666417
50.0,540.3529388904572,-7.27355897786,0.0,-3.96561,0.0446233,0.0466031,-0.0265053,12451,41,622550,0.972612256184
50.0,542.1179332733154,-7.00061024334,0.0,-3.9698,0.0552561,0.0370774,-0.011941,12492,41,624600,0.972650807351
50.0,543.8990850448608,-6.83337084624,0.0,-3.97244,0.0437905,0.0398179,-0.0120292,12533,41,626650,0.965776044875
50.0,545.6884744167328,-6.38808565456,0.0,-3.95637,0.0341421,0.036996,-0.0247214,12574,41,628700,0.961411569268
50.0,547.4701247215271,-6.72159484591,0.0,-3.93867,0.0430625,0.0540374,-0.0115003,12615,41,630750,0.960540030152
50.0,549.2336554527283,-6.34289465805,0.0,-3.9508,0.0366538,0.0400386,-0.0185831,12656,41,632800,0.95927907154
50.0,551.0635907649994,-6.1856814743,0.0,-3.94954,0.0371495,0.0349742,-0.017901,12697,41,634850,0.957585729659
50.0,552.8365445137024,-6.90558185793,0.0,-3.97116,0.0546223,0.0567652,-0.0193587,12738,41,636900,0.952641583979
50.0,554.6185462474823,-7.09261265931,0.0,-3.97636,0.0899168,0.0351406,0.014087,12779,41,638950,0.963580932468
50.0,556.3913583755493,-6.72714606007,0.0,-3.9695,0.0352037,0.0368132,-0.0193899,12820,41,641000,0.963513206691
50.0,558.1729466915131,-6.43734712262,0.0,-3.96416,0.0575831,0.0241344,-0.0276353,12861,41,643050,0.961669564247
50.0,559.9309356212616,-6.41445520051,0.0,-3.96277,0.0429357,0.0335128,-0.022793,12902,41,645100,0.964293934405
50.0,561.7112267017365,-6.30276902107,0.0,-3.96796,0.0418064,0.0416953,-0.024474,12943,41,647150,0.975563725457
50.0,563.4769742488861,-6.3978799147,0.0,-3.96499,0.069284,0.052688,-0.0332954,12984,41,649200,0.930639818311
50.0,565.2589817047119,-6.36612593547,0.0,-3.96638,0.0480981,0.030082,-0.0162151,13025,41,651250,0.963989406824
50.0,567.012209892273,-6.2058252054,0.0,-3.95552,0.0820405,0.0405391,-0.00107802,13066,41,653300,0.961093351245
50.0,568.8057973384857,-6.51427991403,0.0,-3.94411,0.0534393,0.053885,-0.00655705,13107,41,655350,0.937912173569
50.0,570.60258436203,-6.53318356453,0.0,-3.94245,0.0595303,0.0459599,-0.0105048,13148,41,657400,0.929182559252
50.0,572.3836534023285,-6.70080452322,0.0,-3.95515,0.0485146,0.10143,-0.0180848,13189,41,659450,0.909585222602
50.0,574.1649105548859,-6.35039490244,0.0,-3.95518,0.038202,0.0330084,-0.0215347,13230,41,661500,0.94756777212
50.0,575.9520792961121,-6.39983536604,0.0,-3.95586,0.0498647,0.0317609,-0.0235545,13271,41,663550,0.966555234045
50.0,577.7116930484772,-6.93849114863,0.0,-3.94379,0.0471218,0.102221,-0.0143502,13312,41,665600,0.938618332148
50.0,579.4930238723755,-6.69753939779,0.0,-3.97859,0.0365738,0.0507651,-0.0189251,13352,40,667600,0.929503582418
50.0,581.2587883472443,-6.62252160762,0.0,-3.9818,0.0585249,0.0908612,-0.00947172,13393,41,669650,0.929514184594
50.0,583.0269184112549,-6.73197712623,0.0,-3.94673,0.0328516,0.0539388,-0.0214881,13434,41,671700,0.944169983268
50.0,584.7902336120605,-6.77881273168,0.0,-3.95325,0.0721672,0.0621994,-0.0161093,13475,41,673750,0.954635709524
50.0,586.7306153774261,-6.50092906755,0.0,-3.94197,0.0467166,0.0483597,-0.0157825,13516,41,675800,0.928851000965
50.0,588.4856975078583,-6.07443702922,0.0,-3.94621,0.0337125,0.0527585,-0.0142119,13557,41,677850,0.937148198485
50.0,590.2696123123169,-6.31987562031,0.0,-3.95223,0.0674225,0.0969763,-0.000285484,13598,41,679900,0.930896185338
50.0,592.0164685249329,-6.72168552519,0.0,-3.95827,0.0339386,0.0679331,-0.0279129,13639,41,681950,0.947428800166
50.0,593.8052797317505,-6.90175620605,0.0,-3.96567,0.0395378,0.0432095,-0.0267954,13680,41,684000,0.947563897818
50.0,595.570969581604,-7.04294929038,0.0,-3.94297,0.0537857,0.0525644,-0.0142526,13721,41,686050,0.954607583582
50.0,597.3519358634949,-6.44745363046,0.0,-3.94138,0.0655678,0.0434178,-0.0242337,13762,41,688100,0.946995198727
50.0,599.102064371109,-6.15507939875,0.0,-3.97285,0.259552,0.0408233,-0.0233269,13803,41,690150,0.929453834891
50.0,600.8835210800171,-6.92966133328,0.0,-3.98561,0.0462377,0.0597332,-0.0235012,13844,41,692200,0.954961434007
50.0,602.6572597026825,-7.12588345103,0.0,-4.00322,0.0371891,0.044765,-0.0230388,13885,41,694250,0.965884625912
50.0,604.4386105537415,-7.01176127737,0.0,-3.99356,0.0557475,0.0763677,-0.0233874,13926,41,696300,0.927101694047
50.0,606.1887180805206,-6.91264213316,0.0,-4.00262,0.0380209,0.0671646,-0.0125942,13967,41,698350,0.948409963399
50.0,607.9691259860992,-6.64088497661,0.0,-3.9873,0.0319404,0.05553,-0.0269272,14008,41,700400,0.941123645753
50.0,609.7279455661774,-6.28146367439,0.0,-3.97478,0.0577199,0.0489847,-0.00959394,14049,41,702450,0.939478047192
50.0,611.511625289917,-6.26967573739,0.0,-3.98002,0.0371494,0.0414162,-0.0303885,14090,41,704500,0.969900855795
50.0,613.2664721012115,-6.4938330195,0.0,-4.01458,0.0556199,0.0669364,-0.00111054,14131,41,706550,0.942064680159
50.0,615.0319333076477,-6.91625528952,0.0,-4.01759,0.058055,0.0439973,-0.00452304,14172,41,708600,0.95933733508
50.0,616.8054394721985,-7.14383832134,0.0,-4.02512,0.0398791,0.058594,-0.0179158,14213,41,710650,0.951510034502
50.0,618.5709497928619,-6.85708632414,0.0,-3.99863,0.0433384,0.0601212,-0.0117084,14254,41,712700,0.957306522876
50.0,620.3367695808411,-6.90896994924,0.0,-3.99629,0.0598943,0.0655909,-0.0245769,14295,41,714750,0.959328465164
50.0,622.1490995883942,-6.94206516183,0.0,-3.9784,0.0458009,0.0755159,-0.01074,14336,41,716800,0.911374680698
50.0,623.9145262241364,-6.80666534419,0.0,-3.97786,0.0589088,0.0435825,-0.00556624,14376,40,718800,0.955262616277
50.0,625.6803920269012,-6.78781550267,0.0,-3.97941,0.0345302,0.0584579,-0.0203591,14417,41,720850,0.963541407138
50.0,627.4368796348572,-6.86583669094,0.0,-3.99245,0.0575955,0.0437598,-0.0202906,14458,41,722900,0.946439590305
50.0,629.2033531665802,-6.76996950604,0.0,-4.01713,0.314056,0.0966892,-0.0161924,14499,41,724950,0.87997520715
50.0,630.985467672348,-6.79698731332,0.0,-4.01476,0.0665758,0.0786437,-0.0163731,14540,41,727000,0.946461342275
50.0,632.7425715923309,-6.96400722921,0.0,-4.00992,0.0415691,0.0567295,-0.0183621,14581,41,729050,0.963556747884
50.0,634.5089950561523,-6.89639237032,0.0,-4.01907,0.0753201,0.0734873,-0.00531365,14622,41,731100,0.962043523788
50.0,636.2775378227234,-6.68896417733,0.0,-3.99152,0.0361771,0.0731846,-0.019718,14663,41,733150,0.961575128138
50.0,638.0483438968658,-7.17642708814,0.0,-4.0228,0.080864,0.132045,0.0202021,14704,41,735200,0.930582068861
50.0,639.8081510066986,-6.98334621665,0.0,-4.02564,0.0412575,0.0671024,-0.0148072,14745,41,737250,0.959203630686
50.0,641.5638253688812,-7.15795878303,0.0,-4.02244,0.0616651,0.042768,-0.00657695,14786,41,739300,0.969951456413
50.0,643.3448977470398,-6.70577795637,0.0,-4.01769,0.0979031,0.0420178,0.000502331,14827,41,741350,0.971683176234
50.0,645.1094381809235,-6.58215053105,0.0,-4.01238,0.0414578,0.0452013,-0.0158885,14868,41,743400,0.950833179057
50.0,646.8677911758423,-6.94510378874,0.0,-3.99549,0.0521287,0.150973,-0.0121906,14909,41,745450,0.928288243711
50.0,648.6339359283447,-6.5964011408,0.0,-3.98589,0.0261812,0.0559907,-0.023541,14950,41,747500,0.950091809034
50.0,650.4023458957672,-6.54475787086,0.0,-4.00575,0.0452516,0.157616,-0.00682032,14991,41,749550,0.935769245028
50.0,652.1844761371613,-6.90705589466,0.0,-4.03821,0.0476562,0.0712869,-0.0220104,15032,41,751600,0.943526145071
50.0,653.947155714035,-6.96941143116,0.0,-4.04057,0.0899015,0.063751,0.00356072,15073,41,753650,0.952221635729
50.0,655.7121825218201,-6.53813395416,0.0,-4.03622,0.0649537,0.129234,-0.012389,15114,41,755700,0.891905546188
50.0,657.4796605110168,-6.79495973834,0.0,-4.02965,0.0434465,0.0555831,-0.0157404,15155,41,757750,0.918085619807
50.0,659.2356746196747,-7.32477148639,0.0,-4.03177,0.0549273,0.0628423,-0.018238,15196,41,759800,0.956552643329
50.0,661.0010058879852,-7.49733008618,0.0,-4.03348,0.0556564,0.04891,-0.0210371,15237,41,761850,0.919326759875
50.0,662.7896749973297,-7.21944830965,0.0,-4.02513,0.0323169,0.173236,-0.0158986,15278,41,763900,0.912574313581
50.0,664.539413690567,-6.97124162537,0.0,-4.00382,0.0771213,0.108956,-0.0172329,15319,41,765950,0.915454886854
50.0,666.3214044570923,-6.64668192733,0.0,-4.0091,0.0746213,0.195686,-0.00891498,15360,41,768000,0.892384424806
50.0,668.0795097351074,-6.64164634438,0.0,-4.01739,0.0526515,0.237767,0.014758,15400,40,770000,0.879773333669
50.0,669.8844645023346,-6.5505276052,0.0,-4.02985,0.0398583,0.0425895,-0.0116816,15441,41,772050,0.948538444936
50.0,671.6491856575012,-6.53245863344,0.0,-4.0218,0.0603063,0.0600569,-0.0320521,15482,41,774100,0.947594672441
50.0,673.4305970668793,-6.70998806985,0.0,-3.99254,0.0841074,0.0536226,0.0142312,15523,41,776150,0.94336637482
50.0,675.196346282959,-7.15690836647,0.0,-3.96428,0.0402913,0.0654389,-0.0263191,15564,41,778200,0.946530457586
50.0,676.9778044223785,-7.46036662257,0.0,-3.9692,0.0428896,0.070032,-0.0133965,15605,41,780250,0.932786330581
50.0,678.736893415451,-7.03176440729,0.0,-3.989,0.0884699,0.0409014,-0.0260951,15646,41,782300,0.948546499014
50.0,680.509078502655,-6.7871402265,0.0,-4.00677,0.0262474,0.0578617,-0.0160603,15687,41,784350,0.930802732706
50.0,682.2769076824188,-6.18382946633,0.0,-4.02107,0.0296316,0.0341031,-0.0179356,15728,41,786400,0.951322283596
50.0,684.0591983795166,-6.3351393796,0.0,-4.00629,0.0670084,0.0606204,-0.0131216,15769,41,788450,0.943574890494
50.0,685.8225157260895,-6.27064593711,0.0,-4.00642,0.0588587,0.0369574,-0.0136583,15810,41,790500,0.95623100549
50.0,687.605194568634,-6.21397053715,0.0,-4.01961,0.0506199,0.0387256,-0.0126028,15851,41,792550,0.956418816
50.0,689.3589999675751,-6.40369565295,0.0,-4.02184,0.0564609,0.0724023,0.00483745,15892,41,794600,0.928659714758
50.0,691.141179561615,-6.66645161628,0.0,-4.04772,0.0448576,0.0304653,-0.00924248,15933,41,796650,0.963315717876
50.0,692.8994841575623,-6.8609705383,0.0,-4.03888,0.0475738,0.0461129,-0.0169038,15974,41,798700,0.925435237586
50.0,694.6836924552917,-7.14262713276,0.0,-4.01887,0.031708,0.0572877,-0.0206814,16015,41,800750,0.951711520553
50.0,696.4388117790222,-6.79126924258,0.0,-4.03383,0.0310508,0.0488102,-0.021104,16056,41,802800,0.956539530307
50.0,698.235978603363,-6.33809815336,0.0,-4.04698,0.0425161,0.0263195,-0.00996812,16097,41,804850,0.939094942063
50.0,699.9928977489471,-6.37065847753,0.0,-4.03618,0.045621,0.0877042,-0.0194868,16138,41,806900,0.963872112334
50.0,701.7822761535645,-7.21970795764,0.0,-4.03154,0.344159,0.0457455,-0.000677491,16179,41,808950,0.969438126311
50.0,703.5322697162628,-7.71722667312,0.0,-4.02621,0.0554114,0.042502,-0.0272007,16220,41,811000,0.954774972051
50.0,705.3290147781372,-6.95525002927,0.0,-4.04544,0.0413745,0.0360571,-0.0224002,16261,41,813050,0.970674192533
50.0,707.0788819789886,-7.30204473447,0.0,-4.05877,0.0396826,0.0907516,-0.024399,16302,41,815100,0.941713642329
50.0,708.8680939674377,-7.43995796143,0.0,-4.05448,0.0481821,0.0476572,-0.026202,16343,41,817150,0.958789713681
50.0,710.6190433502197,-7.29030222682,0.0,-4.04203,0.0537276,0.0643472,-0.0191167,16384,41,819200,0.943720206618
50.0,712.3994011878967,-7.20607267163,0.0,-4.02471,0.0475666,0.0629528,-0.0181382,16424,40,821200,0.936847485602
50.0,714.164402961731,-7.36365863007,0.0,-4.01562,0.0405402,0.0642829,-0.0231171,16465,41,823250,0.965407330543
50.0,715.9465169906616,-6.80899257844,0.0,-4.01402,0.0411881,0.0319721,-0.0195176,16506,41,825300,0.96859562397
50.0,717.7036299705505,-6.83829236152,0.0,-3.99505,0.058067,0.0773777,-0.00156159,16547,41,827350,0.94574124366
50.0,719.4858157634735,-7.0129803734,0.0,-4.00387,0.0983389,0.0597897,-0.0211515,16588,41,829400,0.969953963533
50.0,721.2428693771362,-6.52178908892,0.0,-4.02595,0.021707,0.0491813,-0.0191915,16629,41,831450,0.943675350398
50.0,723.0401175022125,-6.0592779771,0.0,-4.02975,0.0529052,0.0441476,0.0039527,16670,41,833500,0.92773989588
50.0,724.8084506988525,-6.35132149811,0.0,-4.01815,0.10102,0.0598542,-0.0123356,16711,41,835550,0.966523502022
50.0,726.5759329795837,-6.62922951752,0.0,-4.02769,0.03046,0.042069,-0.0165012,16752,41,837600,0.963292300701
50.0,728.3447113037109,-6.72374388019,0.0,-4.00988,0.055824,0.0569155,-0.0207471,16793,41,839650,0.962330777198
50.0,730.1412973403931,-6.74204565866,0.0,-4.01269,0.150371,0.0318708,-0.0080762,16834,41,841700,0.966609381139
50.0,731.9013102054596,-7.26049540297,0.0,-4.02806,0.0396433,0.0386754,-0.0206041,16875,41,843750,0.970098575577
50.0,733.6838066577911,-7.082564576,0.0,-4.01978,0.0456421,0.0327129,-0.0219557,16916,41,845800,0.969155933708
50.0,735.454273223877,-7.3688564477,0.0,-4.00653,1.41459,0.0568145,0.0286889,16957,41,847850,0.966761030257
50.0,737.2340133190155,-7.00583015583,0.0,-4.02307,0.0238207,0.0608317,-0.0064438,16998,41,849900,0.868826389313
50.0,739.001565694809,-6.26022611757,0.0,-4.01985,0.0270784,0.0580362,-0.0166668,17039,41,851950,0.930606529117
50.0,740.7824671268463,-5.91495177379,0.0,-4.03232,0.0266667,0.0519315,-0.025572,17080,41,854000,0.936818934977
50.0,742.5476272106171,-5.68026877559,0.0,-4.02021,0.0253453,0.0401455,-0.0137978,17121,41,856050,0.938720840961
50.0,744.3300867080688,-6.02513014325,0.0,-4.04306,0.0239953,0.0435752,-0.0182584,17162,41,858100,0.953203570098
50.0,746.1178514957428,-6.29139461207,0.0,-4.05201,0.0424152,0.0459967,-0.0142303,17203,41,860150,0.951264202595
50.0,747.8974668979645,-6.63882626529,0.0,-4.07646,0.0370129,0.0514142,-0.0111075,17244,41,862200,0.959432844073
50.0,749.6652727127075,-6.85294542646,0.0,-4.12551,0.0648039,0.0486132,-0.0122768,17285,41,864250,0.953421808779
50.0,751.4456424713135,-6.53721265704,0.0,-4.11411,0.0614288,0.0472207,-0.0150548,17326,41,866300,0.933844402432
50.0,753.2113945484161,-6.41146288917,0.0,-4.09903,0.0418754,0.0529681,-0.0129096,17367,41,868350,0.960855994374
50.0,754.9938621520996,-6.39039329482,0.0,-4.08541,0.0448503,0.0610367,-0.0238969,17408,41,870400,0.942453563213
50.0,756.7509932518005,-6.34694863931,0.0,-4.06702,0.0342364,0.0390241,-0.0192982,17448,40,872400,0.942761838436
50.0,758.5323548316956,-6.53091265098,0.0,-4.0537,0.0362561,0.0394484,-0.0133246,17489,41,874450,0.966376271099
50.0,760.2970898151398,-6.64131631054,0.0,-4.06034,0.0411017,0.0350402,-0.0216189,17530,41,876500,0.964774936438
50.0,762.0795543193817,-6.43146138217,0.0,-4.04823,0.0554997,0.0275388,-0.0162124,17571,41,878550,0.965389933437
50.0,763.8466122150421,-6.74407992521,0.0,-4.02891,0.140978,0.0360079,-0.0105691,17612,41,880600,0.919596448541
50.0,765.6264107227325,-6.94909802271,0.0,-4.01681,0.0602209,0.0447933,-0.00406355,17653,41,882650,0.941466838121
50.0,767.3759980201721,-6.70824134999,0.0,-4.00315,0.0332229,0.0328152,-0.0240659,17694,41,884700,0.941374890506
50.0,769.1723432540894,-6.61771787743,0.0,-4.01158,0.849249,0.088734,-0.0028911,17735,41,886750,0.915682516992
