EpThisIter,loss_pol_entpen,TimeElapsed,TimestepsSoFar,loss_ent,EpisodesSoFar,ev_tdlam_before,loss_pol_surr,loss_vf_loss,EpRewMean,EpLenMean,loss_kl
41,0.0,98.1324691772461,116700,-0.598433,2334,0.79947642982,-0.0276968,0.767643,-14.3212676883,50.0,0.0164901
41,0.0,99.84387469291687,118750,-0.639674,2375,0.807814121246,-0.0253476,0.860832,-14.0076097247,50.0,0.0124432
41,0.0,101.54690051078796,120800,-0.7047,2416,0.81718724966,-0.0199397,0.802105,-13.8253882401,50.0,0.0161058
41,0.0,103.26644468307495,122850,-0.722064,2457,0.836193010211,-0.0238375,0.678141,-13.7535287934,50.0,0.011607
41,0.0,104.97767496109009,124900,-0.750427,2498,0.807769760489,-0.026578,0.788388,-13.6077566034,50.0,0.0115258
41,0.0,106.70640540122986,126950,-0.808029,2539,0.808704569936,-0.027457,0.680236,-13.0062827294,50.0,0.0138637
41,0.0,108.41461968421936,129000,-0.825954,2580,0.847378343344,-0.0255352,0.60525,-12.8109807344,50.0,0.0120235
41,0.0,110.14892220497131,131050,-0.859383,2621,0.862638711929,-0.0199219,0.462739,-12.5829111843,50.0,0.0156609
41,0.0,111.84373378753662,133100,-0.878251,2662,0.855766326189,-0.0290794,0.47695,-13.1477198923,50.0,0.0124539
41,0.0,113.58006525039673,135150,-0.895557,2703,0.828889876604,-0.0239127,0.582881,-13.1536936998,50.0,0.0128896
41,0.0,115.2698233127594,137200,-0.930485,2744,0.825713440776,-0.0215189,0.526972,-12.9278864526,50.0,0.0166269
41,0.0,117.00132846832275,139250,-0.964831,2785,0.842071264982,-0.0185694,0.454137,-12.2644409328,50.0,0.0207713
41,0.0,118.68798732757568,141300,-1.00516,2826,0.826992660761,-0.031659,0.625063,-12.1143103418,50.0,0.0173899
41,0.0,120.4225378036499,143350,-1.05597,2867,0.828297913074,-0.0239766,0.672172,-12.5239417264,50.0,0.0107634
41,0.0,122.13204789161682,145400,-1.05475,2908,0.812145456672,-0.0255468,0.608825,-12.6798778905,50.0,0.0122472
41,0.0,123.84450268745422,147450,-1.08177,2949,0.813818320632,-0.0331704,0.576288,-12.3410779775,50.0,0.0145143
41,0.0,125.54975438117981,149500,-1.11573,2990,0.863150343299,-0.0101221,0.550126,-12.8702552671,50.0,0.029331
41,0.0,127.27462458610535,151550,-1.12707,3031,0.858908459544,-0.0254279,0.563655,-12.5393363666,50.0,0.0204369
41,0.0,128.98778009414673,153600,-1.16599,3072,0.772793367505,-0.0244816,0.735173,-12.2422397816,50.0,0.0208313
40,0.0,130.71453404426575,155600,-1.18123,3112,0.864567130804,-0.0243917,0.410311,-12.132425215,50.0,0.0161397
41,0.0,132.42213106155396,157650,-1.20087,3153,0.872619926929,-0.0250859,0.379061,-11.9868572723,50.0,0.0235504
41,0.0,134.14110898971558,159700,-1.23476,3194,0.901511326432,-0.0234111,0.335564,-11.7560939355,50.0,0.0162803
41,0.0,135.86696577072144,161750,-1.28162,3235,0.864116102457,-0.0191943,0.350585,-11.3304905895,50.0,0.01676
41,0.0,137.5743179321289,163800,-1.30537,3276,0.875743284822,-0.0264772,0.396723,-11.304588515,50.0,0.0154089
41,0.0,139.2975718975067,165850,-1.3497,3317,0.885615602136,-0.0265348,0.414483,-11.1069673701,50.0,0.0163971
41,0.0,140.99320006370544,167900,-1.36644,3358,0.858027473092,-0.0217227,0.328121,-11.0861896271,50.0,0.0229421
41,0.0,142.72774028778076,169950,-1.4074,3399,0.854625806212,-0.0187834,0.391716,-10.8721024673,50.0,0.021223
41,0.0,144.40679335594177,172000,-1.40847,3440,0.857564821839,-0.0170798,0.363792,-10.5068319052,50.0,0.0226008
41,0.0,146.1413233280182,174050,-1.44791,3481,0.859821945429,-0.0224829,0.349402,-10.521397781,50.0,0.0168556
41,0.0,147.8369483947754,176100,-1.47279,3522,0.898418776691,-0.020444,0.302394,-10.2416241241,50.0,0.0264747
41,0.0,149.5704689025879,178150,-1.5131,3563,0.826518714428,-0.0219133,0.304044,-10.298045188,50.0,0.0172648
41,0.0,151.26533389091492,180200,-1.52792,3604,0.897068969905,-0.0245475,0.318755,-10.3548018049,50.0,0.0143705
41,0.0,152.99125981330872,182250,-1.56638,3645,0.848902061582,-0.0282471,0.293296,-10.1203933607,50.0,0.0233826
41,0.0,154.69631576538086,184300,-1.61149,3686,0.863678768277,-0.027254,0.388347,-10.2726084548,50.0,0.0246123
41,0.0,156.44510197639465,186350,-1.62904,3727,0.851220741868,-0.0219096,0.231573,-10.2632734053,50.0,0.0219956
41,0.0,158.17720127105713,188400,-1.65277,3768,0.863087400794,-0.0137147,0.262188,-10.3276278237,50.0,0.0396585
41,0.0,159.87947368621826,190450,-1.70393,3809,0.855424433947,-0.0237793,0.288416,-10.1624760868,50.0,0.0198521
41,0.0,161.60244369506836,192500,-1.7194,3850,0.830037355423,-0.0218208,0.401953,-10.1662087312,50.0,0.014233
41,0.0,163.30556225776672,194550,-1.74097,3891,0.91199593991,-0.0235233,0.250414,-10.4091205979,50.0,0.0225709
41,0.0,165.03194999694824,196600,-1.73601,3932,0.883083604276,-0.0231697,0.186957,-10.0989060544,50.0,0.0189324
41,0.0,166.74220299720764,198650,-1.74642,3973,0.910925619304,-0.011488,0.211027,-9.97182998651,50.0,0.0316233
41,0.0,168.46202540397644,200700,-1.77647,4014,0.899313919246,-0.0254939,0.261442,-9.91405196969,50.0,0.0195393
41,0.0,170.17252469062805,202750,-1.80983,4055,0.896404273808,-0.0266119,0.215192,-9.30030434187,50.0,0.0226614
41,0.0,171.89115357398987,204800,-1.84737,4096,0.837173268199,-0.0202308,0.27811,-9.47842537377,50.0,0.0220743
40,0.0,173.594642162323,206800,-1.87521,4136,0.873547837138,-0.0188134,0.254131,-9.50792722128,50.0,0.0241486
41,0.0,175.3143014907837,208850,-1.90372,4177,0.805757641792,-0.0198212,0.285023,-9.03825084924,50.0,0.0216683
41,0.0,177.01659560203552,210900,-1.91768,4218,0.815052226186,-0.0195085,0.361245,-8.98257229642,50.0,0.0281008
41,0.0,178.75016808509827,212950,-1.94061,4259,0.835018292069,-0.0202327,0.407743,-9.06322517821,50.0,0.0177714
41,0.0,180.42217135429382,215000,-1.97553,4300,0.877085328102,-0.019183,0.257435,-9.1589568948,50.0,0.024787
41,0.0,182.17232465744019,217050,-1.99204,4341,0.90312050283,-0.015411,0.214514,-9.11250306902,50.0,0.0203245
41,0.0,183.8679473400116,219100,-2.00046,4382,0.89808961004,-0.0275773,0.234833,-9.26462653578,50.0,0.0153199
41,0.0,185.61709666252136,221150,-2.01256,4423,0.897562079132,-0.0225218,0.256826,-8.90270486796,50.0,0.0169628
41,0.0,187.3214030265808,223200,-2.04314,4464,0.892429083586,0.00110948,0.240934,-8.9257065682,50.0,0.0489314
41,0.0,189.03279328346252,225250,-2.07737,4505,0.821672528982,-0.0190649,0.271771,-8.61958690168,50.0,0.0192378
41,0.0,190.7430350780487,227300,-2.11395,4546,0.851676538587,-0.0254467,0.200286,-8.15900794736,50.0,0.0233502
41,0.0,192.4616322517395,229350,-2.14375,4587,0.8796800524,-0.0229323,0.205175,-8.06689767681,50.0,0.0294817
41,0.0,194.18029856681824,231400,-2.13797,4628,0.898194670677,-0.0242998,0.136191,-7.96859013231,50.0,0.0235629
41,0.0,195.88903188705444,233450,-2.16276,4669,0.827106028795,-0.00753917,0.166111,-7.94099783398,50.0,0.0317052
41,0.0,197.61087250709534,235500,-2.17128,4710,0.798953652382,-0.0252877,0.208391,-7.59519424374,50.0,0.0196583
41,0.0,199.3126368522644,237550,-2.19669,4751,0.770804330707,-0.016635,0.268294,-7.35390769907,50.0,0.0240551
41,0.0,201.0321273803711,239600,-2.21375,4792,0.77974063158,-0.00778561,0.244555,-7.58699542745,50.0,0.0375575
41,0.0,202.7121467590332,241650,-2.24506,4833,0.764465153217,-0.0223269,0.222745,-7.56120379817,50.0,0.0218611
41,0.0,204.45055222511292,243700,-2.24227,4874,0.864301472902,-0.0123668,0.155609,-7.64663144713,50.0,0.0352812
41,0.0,206.13374590873718,245750,-2.23966,4915,0.865783259273,-0.022173,0.133953,-7.72368648732,50.0,0.0277747
41,0.0,207.8600344657898,247800,-2.24099,4956,0.785082995892,-0.0188237,0.313045,-7.53672605367,50.0,0.0198129
41,0.0,209.56252670288086,249850,-2.28481,4997,0.866392925382,-0.0237772,0.181058,-7.93487146634,50.0,0.032557
41,0.0,211.28127670288086,251900,-2.29906,5038,0.875279329717,-0.0176269,0.129062,-7.77155132543,50.0,0.0262674
41,0.0,212.9768946170807,253950,-2.32424,5079,0.899109870195,-0.0211047,0.12287,-7.75932735807,50.0,0.0281286
41,0.0,214.71110892295837,256000,-2.33383,5120,0.81669396162,-0.0188691,0.212034,-7.6647881338,50.0,0.0239158
40,0.0,216.41511464118958,258000,-2.34294,5160,0.861855104566,-0.0108028,0.186222,-7.72600249867,50.0,0.0308906
41,0.0,218.14223289489746,260050,-2.35049,5201,0.89175953716,-0.00635832,0.120296,-7.62118854065,50.0,0.0272657
41,0.0,219.85246777534485,262100,-2.40095,5242,0.830988720059,0.00171552,0.201291,-7.13244235446,50.0,0.0345795
41,0.0,221.57039308547974,264150,-2.41043,5283,0.843345567584,-0.0214223,0.207164,-7.19730165914,50.0,0.0266191
41,0.0,223.27031135559082,266200,-2.43613,5324,0.857361897826,-0.0188475,0.161213,-7.41870638297,50.0,0.0173957
41,0.0,224.98506808280945,268250,-2.43341,5365,0.871696993709,-0.0145787,0.218948,-7.63569136241,50.0,0.0360573
41,0.0,226.68797516822815,270300,-2.47325,5406,0.922861516476,-0.0293445,0.100744,-7.5113164536,50.0,0.0195642
41,0.0,228.4068455696106,272350,-2.47275,5447,0.874733164907,0.0198307,0.227796,-7.26523664042,50.0,0.0699594
41,0.0,230.12574410438538,274400,-2.48165,5488,0.821676418185,-0.0260459,0.15859,-6.96900628043,50.0,0.0243628
41,0.0,231.82038474082947,276450,-2.49738,5529,0.846697241068,-0.00635405,0.244634,-6.91296310148,50.0,0.0336781
41,0.0,233.539306640625,278500,-2.50629,5570,0.808100670576,-0.0177401,0.105466,-6.80725165553,50.0,0.0296905
41,0.0,235.24320268630981,280550,-2.54012,5611,0.913803502917,-0.0200667,0.101179,-6.85459425289,50.0,0.0248592
41,0.0,236.95500898361206,282600,-2.54774,5652,0.911051288247,-0.0153735,0.163851,-7.07061203238,50.0,0.0352715
41,0.0,238.6442859172821,284650,-2.55193,5693,0.90158778429,-0.0157502,0.127347,-7.08238760418,50.0,0.0298238
41,0.0,240.38316798210144,286700,-2.55978,5734,0.929486818612,-0.00397965,0.0881839,-7.01143715699,50.0,0.0416821
41,0.0,242.07884073257446,288750,-2.555,5775,0.869897738099,-0.0194156,0.116733,-6.90862257856,50.0,0.0303574
41,0.0,243.80074191093445,290800,-2.56955,5816,0.841813415289,-0.00674612,0.144546,-6.90372074534,50.0,0.0251491
41,0.0,245.48519158363342,292850,-2.61655,5857,0.929791674018,-0.00872778,0.0929828,-6.63551023497,50.0,0.0335125
41,0.0,247.22172451019287,294900,-2.64837,5898,0.91248614341,-0.00876904,0.0724727,-6.40005879705,50.0,0.0432358
41,0.0,248.92384362220764,296950,-2.65694,5939,0.923923939466,-0.0186409,0.103381,-6.4316192052,50.0,0.0277007
41,0.0,250.64361953735352,299000,-2.66562,5980,0.906210511923,-0.0174399,0.0988373,-6.59684668467,50.0,0.0297613
41,0.0,252.3526315689087,301050,-2.67133,6021,0.947805315256,-0.0119378,0.0924299,-7.05152274305,50.0,0.0309119
41,0.0,254.06311869621277,303100,-2.66576,6062,0.940137609839,-0.00623721,0.114631,-7.38478545792,50.0,0.0350692
41,0.0,255.7721769809723,305150,-2.66882,6103,0.881087087095,0.00803632,0.170661,-6.80232764119,50.0,0.0343645
41,0.0,257.4774806499481,307200,-2.67621,6144,0.880694590509,-0.0199144,0.0986809,-6.36670724506,50.0,0.0238313
40,0.0,259.19640350341797,309200,-2.72654,6184,0.905993565917,-0.0164647,0.0680105,-6.38657718126,50.0,0.025358
41,0.0,260.87911915779114,311250,-2.7417,6225,0.928253956139,-0.0190966,0.0748734,-6.57500100698,50.0,0.0208495
41,0.0,262.6027591228485,313300,-2.74667,6266,0.892366670072,-0.0209988,0.141063,-6.35962186129,50.0,0.0220366
41,0.0,264.29779720306396,315350,-2.757,6307,0.920252628624,-0.0113802,0.0785229,-6.29980462142,50.0,0.0217269
41,0.0,266.01572155952454,317400,-2.80327,6348,0.940493483096,-0.0155852,0.080707,-6.41230341441,50.0,0.0222166
41,0.0,267.7113494873047,319450,-2.8502,6389,0.904441803694,-0.00992895,0.088031,-6.46618322814,50.0,0.0488381
41,0.0,269.4459340572357,321500,-2.86639,6430,0.886182390153,-0.0292288,0.082839,-6.40566615307,50.0,0.0387012
41,0.0,271.1336464881897,323550,-2.87513,6471,0.937659438699,-0.0108596,0.0510377,-6.34441928703,50.0,0.0250959
41,0.0,272.8600718975067,325600,-2.89584,6512,0.920352421701,-0.0168167,0.0777633,-6.3062699192,50.0,0.0345365
41,0.0,274.54688715934753,327650,-2.92568,6553,0.948560282588,0.00457835,0.0507656,-6.40704031803,50.0,0.0615111
41,0.0,276.29711270332336,329700,-2.94898,6594,0.895777262747,-0.0204071,0.0912541,-6.11570350819,50.0,0.041637
41,0.0,277.9927318096161,331750,-2.96845,6635,0.90988419205,-0.0160635,0.0875532,-6.05137784681,50.0,0.0379064
41,0.0,279.7031903266907,333800,-2.98339,6676,0.872292861342,-0.0210674,0.103888,-5.93784462431,50.0,0.0161086
41,0.0,281.41035532951355,335850,-2.99509,6717,0.934088677168,-0.0187238,0.0691443,-6.23319219605,50.0,0.0253285
41,0.0,283.1498544216156,337900,-2.99734,6758,0.895931072533,-0.0299041,0.0689267,-6.81799167606,50.0,0.0404086
41,0.0,284.8627667427063,339950,-3.00569,6799,0.879266068339,-0.00725376,0.0828047,-6.65080679504,50.0,0.0488318
41,0.0,286.5868663787842,342000,-3.03556,6840,0.879493430257,-0.0147528,0.0736163,-6.61490793717,50.0,0.0282987
41,0.0,288.32100319862366,344050,-3.02703,6881,0.916739545763,-0.014681,0.0992768,-6.60520130546,50.0,0.0307308
41,0.0,290.0313696861267,346100,-3.05081,6922,0.879571169615,-0.0164042,0.0723873,-6.45680620148,50.0,0.0238687
41,0.0,291.75002121925354,348150,-3.07885,6963,0.921521514654,-0.0246914,0.0578726,-6.34595131107,50.0,0.0237382
41,0.0,293.45361733436584,350200,-3.06963,7004,0.945800226182,-0.00741418,0.0730845,-6.42731359539,50.0,0.0401761
41,0.0,295.1721956729889,352250,-3.07271,7045,0.93671349436,-0.0123556,0.0401909,-6.47222765948,50.0,0.0435503
41,0.0,296.8522093296051,354300,-3.0683,7086,0.933770477772,-0.00718131,0.0595164,-6.12234164285,50.0,0.0413067
41,0.0,298.57725381851196,356350,-3.04437,7127,0.923712268472,-0.0113619,0.0501331,-6.1533353047,50.0,0.0407824
41,0.0,300.27022910118103,358400,-3.03579,7168,0.878237202764,-0.00467262,0.0961549,-6.09952347615,50.0,0.0379693
40,0.0,302.0019142627716,360400,-3.05164,7208,0.928492151201,-0.00865356,0.0751697,-5.96971383921,50.0,0.0260014
41,0.0,303.69047260284424,362450,-3.07045,7249,0.878930844367,-0.0147937,0.102835,-5.52224361212,50.0,0.015966
41,0.0,305.4133837223053,364500,-3.10818,7290,0.944444771856,-0.0148163,0.0469811,-5.64481083816,50.0,0.0458661
41,0.0,307.1177713871002,366550,-3.09783,7331,0.917121447623,-0.0076915,0.073028,-5.94082175138,50.0,0.0375717
41,0.0,308.84421277046204,368600,-3.11964,7372,0.920356504619,-0.0158775,0.0621922,-5.84305260659,50.0,0.037814
41,0.0,310.53182101249695,370650,-3.11791,7413,0.910213395953,-0.0214023,0.0405581,-5.7382145856,50.0,0.0298451
41,0.0,312.2664029598236,372700,-3.13378,7454,0.920339748263,-0.0208776,0.046018,-5.5527555258,50.0,0.026632
41,0.0,313.9692223072052,374750,-3.14885,7495,0.952707074583,-0.0207704,0.038093,-5.38657859505,50.0,0.0378355
41,0.0,315.68784379959106,376800,-3.15479,7536,0.921535864472,-0.0160794,0.0649417,-5.58856400216,50.0,0.0317369
41,0.0,317.3914611339569,378850,-3.16517,7577,0.940145116299,-0.0120928,0.0532772,-5.84382784436,50.0,0.0380028
41,0.0,319.11079573631287,380900,-3.17238,7618,0.92984611541,-0.0143373,0.0609652,-6.06441703822,50.0,0.0210874
41,0.0,320.8210506439209,382950,-3.19444,7659,0.922830685973,-0.0194733,0.0669654,-5.86006239355,50.0,0.0254097
41,0.0,322.53956389427185,385000,-3.19494,7700,0.935019351542,-0.020611,0.0453666,-5.94670031556,50.0,0.0241357
41,0.0,324.25907278060913,387050,-3.19879,7741,0.929353103042,-0.00327213,0.0532837,-6.02701339761,50.0,0.0587206
41,0.0,325.9420199394226,389100,-3.19437,7782,0.927781194448,-0.019284,0.0553175,-5.96787995028,50.0,0.0314734
41,0.0,327.6695556640625,391150,-3.203,7823,0.937499761581,-0.0112408,0.0698035,-5.78686164247,50.0,0.0359059
41,0.0,329.3659074306488,393200,-3.20478,7864,0.949527632445,-0.00773604,0.0513124,-5.79022374993,50.0,0.058168
41,0.0,331.0788559913635,395250,-3.22436,7905,0.855835437775,-0.0116012,0.0601501,-6.06769690148,50.0,0.0505751
41,0.0,332.78534388542175,397300,-3.25369,7946,0.906309776008,-0.0121722,0.0696379,-6.19143597212,50.0,0.0389001
41,0.0,334.50904989242554,399350,-3.26302,7987,0.895641125739,-0.0255059,0.0704875,-6.16319568118,50.0,0.0303004
41,0.0,336.2187945842743,401400,-3.26037,8028,0.911996662617,-0.0102128,0.0359766,-5.82331597785,50.0,0.0337233
41,0.0,337.94568395614624,403450,-3.26904,8069,0.946335598826,-0.0200267,0.0305542,-5.68463199797,50.0,0.0384231
41,0.0,339.6495578289032,405500,-3.28149,8110,0.921966582537,-0.00943757,0.0343187,-5.64375625836,50.0,0.0490029
41,0.0,341.37589025497437,407550,-3.28245,8151,0.95375232026,-0.0183964,0.0420649,-6.08499931823,50.0,0.0400563
41,0.0,343.07882952690125,409600,-3.29154,8192,0.962174892426,0.0138274,0.0350431,-6.24170119087,50.0,0.0798561
40,0.0,344.79874420166016,411600,-3.32247,8232,0.885085068643,-0.0231732,0.0432847,-6.23936819865,50.0,0.026432
41,0.0,346.50290083885193,413650,-3.31033,8273,0.850831970572,-0.0117822,0.0869524,-6.29958331936,50.0,0.03922
41,0.0,348.2109055519104,415700,-3.3185,8314,0.89642225951,-0.0159665,0.0467809,-6.19987986928,50.0,0.0368927
41,0.0,349.9223268032074,417750,-3.31227,8355,0.943386785686,-0.02301,0.0344418,-5.95174354623,50.0,0.0270776
41,0.0,351.64098024368286,419800,-3.29031,8396,0.903530158103,-0.0125425,0.068128,-6.20196629808,50.0,0.0660872
41,0.0,353.3438630104065,421850,-3.29281,8437,0.937985401601,-0.0205501,0.0352872,-6.13637189863,50.0,0.0301361
41,0.0,355.0467596054077,423900,-3.32321,8478,0.950131546706,-0.00690958,0.0368442,-5.98596210428,50.0,0.0526624
41,0.0,356.7689218521118,425950,-3.34447,8519,0.945221841335,-0.00444633,0.0374314,-6.28244311498,50.0,0.0503754
41,0.0,358.47722911834717,428000,-3.34128,8560,0.946009289473,0.00718159,0.0332154,-6.09357792088,50.0,0.058029
41,0.0,360.1963109970093,430050,-3.37298,8601,0.940529402345,-0.0270729,0.0456839,-5.97160032286,50.0,0.0270411
41,0.0,361.8754632472992,432100,-3.38073,8642,0.927980937064,-0.0165362,0.0332274,-5.75250749693,50.0,0.0310513
41,0.0,363.612913608551,434150,-3.37999,8683,0.928280189633,-0.0244877,0.0491172,-5.96185022066,50.0,0.0325591
41,0.0,365.2898995876312,436200,-3.37084,8724,0.935478359461,-0.0135051,0.0379801,-6.14349202556,50.0,0.0257198
41,0.0,367.0162796974182,438250,-3.36981,8765,0.955244652927,-0.0143503,0.029706,-5.95682427979,50.0,0.0342793
41,0.0,368.70393323898315,440300,-3.35551,8806,0.930228553712,0.0214064,0.0345069,-5.82139883628,50.0,0.0719464
41,0.0,370.4415738582611,442350,-3.35445,8847,0.951223902404,-0.0272914,0.03633,-5.92055513843,50.0,0.0252309
41,0.0,372.13584303855896,444400,-3.35603,8888,0.948714468628,-0.0235375,0.0465256,-6.25954888868,50.0,0.0357862
41,0.0,373.85338616371155,446450,-3.37278,8929,0.941874619573,-0.00814804,0.0442649,-6.25624047307,50.0,0.0341594
41,0.0,375.5630180835724,448500,-3.39511,8970,0.954868707806,-0.0201277,0.0307473,-6.26386860777,50.0,0.0290625
41,0.0,377.28205156326294,450550,-3.40533,9011,0.949678063393,-0.0132727,0.0364237,-6.12230498536,50.0,0.247126
