loss_pol_surr,TimeElapsed,EpRewMean,loss_vf_loss,loss_ent,TimestepsSoFar,loss_kl,EpisodesSoFar,loss_pol_entpen,ev_tdlam_before,EpThisIter,EpLenMean
-0.0570727,464.0392599105835,3321.59861453,404.913,4.05325,462140,0.0341485,1741,0.0,0.829306468368,3,748.6
-0.0634524,466.08623790740967,3351.62966664,217.035,4.05935,464761,0.0323243,1744,0.0,0.93707343936,3,752.87
-0.0461847,468.1322362422943,3341.78416932,721.311,4.0248,466423,0.0316635,1746,0.0,0.817400574684,2,749.49
-0.0473336,470.1958601474762,3356.38266528,1089.91,3.99513,468949,0.0284384,1749,0.0,0.752935111523,3,751.48
-0.0408672,472.2188651561737,3359.77503703,1754.2,4.00333,470949,0.0295445,1751,0.0,0.484954416752,2,751.48
-0.0439761,474.26506876945496,3373.69160317,480.674,3.98988,472451,0.0261556,1753,0.0,0.827870681882,2,754.14
-0.0542754,476.2971336841583,3336.2375227,904.355,3.96549,474731,0.0251205,1756,0.0,0.87029017508,3,746.94
-0.0515285,478.35932517051697,3316.43047315,925.255,3.93378,476907,0.0338203,1759,0.0,0.84717528522,3,742.11
-0.0361811,480.3746247291565,3332.90484128,1628.06,3.92474,478907,0.0357349,1761,0.0,0.501077771187,2,745.43
-0.0355905,482.42159056663513,3333.12881856,1212.76,3.93397,480907,0.0446969,1763,0.0,0.49039465189,2,745.43
-0.0493978,484.4529867172241,3331.42789776,861.93,3.92529,482856,0.0396237,1765,0.0,0.648748546839,2,744.92
-0.039987,486.4999544620514,3354.45865755,1506.57,3.93586,484856,0.0274674,1767,0.0,0.591138333082,2,749.59
-0.0363438,488.5324766635895,3376.82746815,1472.64,3.93398,486856,0.0279154,1769,0.0,0.44117295742,2,755.2
-0.0462738,490.5807285308838,3430.15288604,804.783,3.93309,488722,0.0365983,1771,0.0,0.734261929989,2,765.64
-0.0522487,492.6177017688751,3456.95326801,772.311,3.94193,491360,0.0289511,1774,0.0,0.821673050523,3,771.65
-0.042097,494.65644907951355,3470.17818561,816.874,3.96171,493207,0.0300462,1776,0.0,0.742654591799,2,775.07
-0.0371098,496.6877784729004,3496.42073566,1375.21,3.95429,495207,0.0297038,1778,0.0,0.547273397446,2,779.93
-0.0459416,498.73382329940796,3536.1497218,914.9,3.94389,497655,0.0368551,1781,0.0,0.826962292194,3,787.23
-0.0679779,500.78178811073303,3573.51024261,110.348,3.96366,499445,0.0308507,1783,0.0,0.952602203935,2,793.75
-0.0580099,502.8237957954407,3550.77868462,197.865,3.92307,501630,0.0342679,1786,0.0,0.89793459326,3,788.7
-0.066217,504.8588180541992,3539.48043704,150.861,3.91404,503224,0.0307639,1789,0.0,0.950819913298,3,785.67
-0.0622367,506.952668428421,3557.58251262,187.539,3.89807,505659,0.0268244,1793,0.0,0.938462898135,4,788.37
-0.0468205,508.98406195640564,3531.28684819,669.937,3.8571,507461,0.0223634,1796,0.0,0.854911252856,3,781.61
-0.0472956,511.0310158729553,3562.17277413,1037.68,3.81082,509461,0.0327601,1798,0.0,0.641508162022,2,787.3
-0.0428607,513.0790994167328,3578.93079168,393.817,3.79908,511336,0.0290695,1800,0.0,0.806987181306,2,789.66
-0.0426469,515.1251039505005,3553.70403481,931.938,3.77992,513761,0.0334796,1803,0.0,0.823048844934,3,783.91
-0.0600961,517.1720879077911,3557.78192784,228.459,3.77369,515337,0.0344002,1805,0.0,0.863484725356,2,784.41
-0.0438068,519.2190730571747,3550.67701262,1132.96,3.76874,518132,0.0500858,1809,0.0,0.766579568386,4,780.45
-0.0683375,521.249612569809,3497.60525021,373.01,3.75286,520102,0.0331418,1814,0.0,0.91246715188,5,769.05
-0.0651978,523.3060185909271,3458.43202401,335.442,3.71198,522163,0.032503,1818,0.0,0.904158093035,4,761.12
-0.0624305,525.3436527252197,3425.67409997,425.539,3.70491,524135,0.0369879,1822,0.0,0.902360200882,4,753.55
-0.0592999,527.3750159740448,3465.44558998,626.635,3.64633,525849,0.0312701,1824,0.0,0.84995149076,2,760.13
-0.0615365,529.4282052516937,3420.25009219,162.985,3.62125,528268,0.0333716,1828,0.0,0.934369079769,4,750.14
-0.0621979,531.4567008018494,3400.09344556,227.888,3.60545,530157,0.042308,1831,0.0,0.912506066263,3,745.27
-0.0483372,533.5078432559967,3389.15666958,1047.09,3.62202,532269,0.0302603,1834,0.0,0.760261446238,3,742.1
-0.0527635,535.5393760204315,3415.67594587,559.602,3.60412,534361,0.0224694,1837,0.0,0.799200728536,3,745.88
-0.0624888,537.5863499641418,3428.59591111,341.516,3.56704,535975,0.0302486,1840,0.0,0.89204634726,3,748.35
-0.0580937,539.6094279289246,3436.8467048,220.051,3.54426,537831,0.0384489,1842,0.0,0.888517983258,2,748.7
-0.0502717,541.6717419624329,3417.08494473,1716.33,3.50782,540165,0.0272622,1845,0.0,0.680184394121,3,744.04
-0.058662,543.7033190727234,3396.99234117,292.295,3.49059,541865,0.0327321,1848,0.0,0.884276799858,3,739.16
-0.055332,545.7342450618744,3373.0582502,1058.65,3.46039,544264,0.0349835,1851,0.0,0.823280498385,3,733.15
-0.0607718,547.7809474468231,3382.43982331,1112.02,3.46278,546681,0.0407854,1854,0.0,0.672499775887,3,732.3
-0.0543926,549.8205468654633,3392.98010299,1020.49,3.42844,548862,0.027486,1857,0.0,0.770973071456,3,733.3
-0.04879,551.8651750087738,3435.24915653,1043.93,3.38488,550862,0.0350892,1859,0.0,0.54074382782,2,739.55
-0.0514877,553.8985207080841,3397.28581162,1301.1,3.34013,552932,0.0326,1862,0.0,0.672563314438,3,730.25
-0.0509737,555.9445743560791,3338.25229843,1064.99,3.3464,554607,0.0237738,1865,0.0,0.792113482952,3,717.51
-0.0342797,557.9769761562347,3344.31020991,1794.58,3.32222,556607,0.0375714,1867,0.0,0.479407548904,2,717.51
-0.0406293,560.0396435260773,3352.55911728,1359.72,3.2994,558607,0.0276304,1869,0.0,0.531631916761,2,717.51
-0.0411929,562.0933566093445,3365.53760188,904.751,3.2843,560606,0.0353138,1871,0.0,0.756856799126,2,718.84
-0.0463006,564.1271817684174,3374.51199433,562.459,3.26012,562507,0.0304246,1873,0.0,0.804180443287,2,719.23
-0.046825,566.1802427768707,3388.75497025,1099.79,3.22639,565232,0.0439049,1876,0.0,0.769286036491,3,720.25
-0.0641857,568.2032151222229,3384.81121602,234.466,3.21386,567029,0.0428494,1878,0.0,0.878170147538,2,718.22
-0.0675169,570.2495238780975,3380.74376334,147.662,3.22542,568528,0.0415814,1880,0.0,0.911978654563,2,717.17
-0.0620528,572.2971069812775,3355.40810892,137.987,3.25663,570737,0.0289399,1883,0.0,0.936402946711,3,712.92
-0.050939,574.329229593277,3373.94940009,1505.54,3.23187,573335,0.0257294,1886,0.0,0.643162369728,3,717.05
-0.0584221,576.3752336502075,3382.12020413,302.366,3.21177,574608,0.0279011,1888,0.0,0.897405914962,2,719.13
-0.0506616,578.4065365791321,3446.05166953,498.98,3.1985,577431,0.0269827,1891,0.0,0.86529044807,3,730.92
-0.0688626,580.4401049613953,3465.91935518,210.999,3.18323,579176,0.0330159,1893,0.0,0.93054035306,2,735.17
-0.0492205,582.4614181518555,3486.08072486,519.701,3.13156,581438,0.0280243,1896,0.0,0.864171564579,3,739.77
-0.0368583,584.5095219612122,3485.8727913,1783.7,3.13033,583438,0.0440282,1898,0.0,0.418751835823,2,739.77
-0.0423291,586.5157470703125,3492.11182997,1513.48,3.11682,585438,0.0393108,1900,0.0,0.451872706413,2,741.02
-0.0649719,588.5471861362457,3480.00440149,130.071,3.0731,587060,0.0492961,1902,0.0,0.888722024858,2,737.97
-0.0466591,590.5963623523712,3507.15069783,557.618,3.08261,589693,0.0304033,1905,0.0,0.889364600182,3,743.56
-0.0624774,592.6326825618744,3498.2614649,152.311,3.0558,591126,0.0353262,1907,0.0,0.937423415482,2,742.18
-0.0529097,594.6736726760864,3540.36178106,918.311,3.0058,593126,0.032455,1909,0.0,0.729410558939,2,749.94
-0.0615715,596.7066764831543,3612.98181059,333.19,3.00477,595878,0.0356917,1913,0.0,0.90574927628,4,763.74
-0.0400978,598.7417840957642,3639.60350592,1589.49,2.98497,597878,0.0297553,1915,0.0,0.547347337008,2,769.24
-0.0619946,600.7738223075867,3674.86767712,199.227,2.97278,599746,0.0320771,1918,0.0,0.954600486904,3,775.83
-0.0441315,602.803435087204,3730.2005892,1551.62,2.98288,601746,0.0369938,1920,0.0,0.423313140869,2,786.35
-0.0460122,604.8473434448242,3744.42223649,983.247,2.97784,604132,0.0457549,1923,0.0,0.811385750771,3,789.97
-0.0528534,606.882416009903,3734.3402081,712.555,2.96139,606135,0.0276489,1926,0.0,0.590031325817,3,789.59
-0.0709336,608.9457137584686,3733.95490143,227.835,2.94551,607284,0.0383228,1928,0.0,0.903510086238,2,790.16
-0.0567811,610.9929509162903,3745.27440764,734.583,2.93394,610011,0.0290716,1932,0.0,0.809558019042,4,793.98
-0.056267,613.0325338840485,3748.13384085,144.327,2.91251,611733,0.0489564,1934,0.0,0.910322710872,2,794.64
-0.047589,615.0494477748871,3758.96686098,502.677,2.88988,614132,0.0331401,1937,0.0,0.872887313366,3,797.71
-0.0663197,617.0865397453308,3799.20139381,241.825,2.85802,615736,0.042258,1939,0.0,0.880119472742,2,804.84
-0.0461051,619.1405327320099,3797.19826458,982.434,2.87476,618265,0.0264177,1942,0.0,0.725440561771,3,804.34
-0.0470582,621.1719801425934,3827.34372193,945.917,2.84866,620196,0.0407307,1944,0.0,0.703262597322,2,810.31
-0.0689956,623.2111856937408,3831.42363564,245.219,2.82824,621922,0.0386803,1946,0.0,0.886905118823,2,810.73
-0.0471455,625.245849609375,3789.59829866,1276.05,2.82733,623983,0.0256515,1950,0.0,0.410696804523,4,803.96
-0.057418,627.2972030639648,3766.79053492,641.828,2.79829,625691,0.0316381,1953,0.0,0.689739048481,3,800.1
-0.0534708,629.3087477684021,3739.96945185,1047.52,2.75175,628412,0.0357208,1957,0.0,0.761528864503,4,795.5
-0.0537083,631.3590042591095,3661.79363244,991.949,2.74591,630646,0.040415,1961,0.0,0.753089889884,4,781.87
-0.0696107,633.4063677787781,3607.53058913,373.114,2.69209,632754,0.0503139,1966,0.0,0.819674119353,5,771.47
-0.0634163,635.4529449939728,3572.67563521,208.651,2.63516,634078,0.0374592,1968,0.0,0.812760442495,2,764.71
-0.058062,637.4910488128662,3557.54814963,604.195,2.6179,636796,0.0418385,1971,0.0,0.696361750364,3,761.9
-0.0435005,639.5078830718994,3521.25681037,1264.3,2.60991,638970,0.0410353,1974,0.0,0.769873842597,3,754.63
-0.0475923,641.5550708770752,3515.10390501,812.129,2.57841,640511,0.0393349,1976,0.0,0.556362122297,2,752.79
-0.0647512,643.5864200592041,3507.77303287,364.955,2.55603,642977,0.0427274,1979,0.0,0.848554998636,3,751.29
-0.0469158,645.6177802085876,3534.28717469,1740.94,2.53658,644977,0.0415565,1981,0.0,0.39611530304,2,755.92
-0.0343878,647.6721897125244,3571.82911541,1817.79,2.51142,646977,0.474195,1983,0.0,0.389014184475,2,762.4
-0.0440874,649.7063510417938,3596.31924415,803.41,2.48694,648969,0.0293807,1985,0.0,0.736658751965,2,766.34
-0.0512495,651.7427587509155,3605.84116525,989.946,2.48124,650765,0.033439,1987,0.0,0.781757771969,2,767.24
-0.0591379,653.8003823757172,3559.80905308,355.081,2.45954,652518,0.0418446,1990,0.0,0.825380027294,3,759.1
-0.0470919,655.8505690097809,3554.39114909,946.131,2.47742,655014,0.0363493,1993,0.0,0.778928443789,3,758.38
-0.056971,657.8832998275757,3586.58582005,344.854,2.45328,656711,0.0370234,1995,0.0,0.879875198007,2,762.73
-0.0472604,659.9296460151672,3542.80423789,1031.51,2.44095,658795,0.0398467,1998,0.0,0.805380538106,3,753.57
-0.0513385,661.9535255432129,3521.83071118,992.483,2.44041,661248,0.0287922,2001,0.0,0.639283269644,3,749.11
-0.0491053,663.9969756603241,3528.46148722,422.049,2.42159,663093,0.044123,2003,0.0,0.695128023624,2,750.39
-0.0519449,666.0314421653748,3540.67414909,1585.6,2.41194,665459,0.0369431,2006,0.0,0.542529463768,3,751.32
-0.0508536,668.038943529129,3545.81559104,1491.47,2.39079,667343,0.035785,2008,0.0,0.366203129292,2,752.17
-0.0314329,670.0858783721924,3549.07765181,1154.54,2.37908,669343,0.211243,2010,0.0,0.408827066422,2,753.37
-0.0510406,672.118084192276,3575.45872522,1023.91,2.37771,671153,0.0346116,2012,0.0,0.805003240705,2,758.58
-0.0489317,674.1713602542877,3570.09341416,998.828,2.3805,673585,0.0356384,2015,0.0,0.756835430861,3,757.07
-0.0586959,676.1957659721375,3563.80151055,227.681,2.36068,675295,0.0509901,2018,0.0,0.891727387905,3,755.49
-0.0534475,678.2420563697815,3554.72810806,1079.43,2.36709,677640,0.0344558,2021,0.0,0.838945373893,3,753.84
-0.0600065,680.3127784729004,3559.68104377,591.579,2.35959,679514,0.0365409,2023,0.0,0.744683325291,2,753.82
-0.0490242,682.3438873291016,3570.68574392,1535.46,2.34701,681681,0.0359268,2026,0.0,0.651401370764,3,755.46
-0.063592,684.3920614719391,3566.78737257,226.543,2.3154,683745,0.0484356,2029,0.0,0.672950953245,3,754.61
-0.0557129,686.4284167289734,3586.68375688,841.406,2.32584,685841,0.0339569,2032,0.0,0.646376222372,3,758.3
-0.0622934,688.4761281013489,3555.4456076,987.366,2.27984,687909,0.0426509,2035,0.0,0.714583545923,3,753.21
-0.0504017,690.4876339435577,3546.00670847,1311.95,2.27097,690169,0.0355477,2038,0.0,0.532814621925,3,750.63
-0.0532636,692.5346570014954,3531.42086273,542.963,2.27173,692134,0.0396133,2041,0.0,0.827693670988,3,748.69
-0.0583024,694.5699288845062,3485.62924943,613.469,2.24266,694269,0.0463023,2044,0.0,0.782993882895,3,740.73
-0.057602,696.6176238059998,3452.80868245,174.922,2.21656,695402,0.0382215,2046,0.0,0.857662662864,2,734.8
-0.0543346,698.6639523506165,3493.84846888,529.506,2.21365,698223,0.0463403,2050,0.0,0.827555581927,4,742.4
-0.0593891,700.6803452968597,3532.13997231,544.918,2.24929,699926,0.0384807,2052,0.0,0.788185998797,2,749.01
-0.0521038,702.7200613021851,3560.22978344,964.277,2.2584,702396,0.034402,2055,0.0,0.785264998674,3,754.48
-0.0455463,704.7526745796204,3568.92712941,508.706,2.27972,703980,0.0369094,2057,0.0,0.757554069161,2,755.68
-0.0487499,706.8049302101135,3602.12475867,1354.03,2.2515,706484,0.0316454,2060,0.0,0.708018392324,3,761.62
-0.061136,708.8348393440247,3658.05321783,428.355,2.23964,708212,0.0489574,2062,0.0,0.909746162593,2,772.13
-0.0683854,710.8835098743439,3680.73163278,231.097,2.22121,710077,0.0449029,2065,0.0,0.87844774127,3,775.48
-0.0644014,712.9223098754883,3672.10324113,130.447,2.24118,712497,0.0424019,2069,0.0,0.930795736611,4,774.19
-0.0611898,714.9723877906799,3632.37255978,758.055,2.23808,714584,0.0423752,2073,0.0,0.845501631498,4,766.14
-0.0495195,717.0073969364166,3605.65491876,1240.21,2.23217,716605,0.0365991,2076,0.0,0.65457457304,3,760.94
-0.0564887,719.0398871898651,3590.77922216,617.544,2.22092,718785,0.0475068,2079,0.0,0.802157953382,3,758.08
-0.0592547,721.0931718349457,3576.27992403,316.155,2.18659,720482,0.0439445,2081,0.0,0.871033042669,2,755.05
-0.0610944,723.1246948242188,3516.79372062,232.266,2.18564,722331,0.033061,2084,0.0,0.90092959255,3,743.54
-0.0685927,725.156093120575,3501.03335359,190.743,2.14998,724735,0.0414946,2087,0.0,0.942963965237,3,739.7
-0.0454828,727.2187869548798,3541.16801253,933.446,2.16818,726735,0.0397738,2089,0.0,0.595089286566,2,746.28
-0.0476085,729.2503244876862,3546.48234494,295.512,2.16894,728177,0.0290947,2091,0.0,0.804773032665,2,746.59
-0.0363699,731.300571680069,3577.90060911,1263.75,2.15755,730177,0.0464555,2093,0.0,0.621895492077,2,751.63
-0.0396777,733.3440175056458,3591.19379504,1626.95,2.16339,733177,0.073127,2096,0.0,0.440378248692,3,754.66
-0.0660382,735.4064204692841,3633.76945829,568.612,2.17671,735020,0.0399161,2098,0.0,0.736648738384,2,762.25
-0.0472438,737.4379124641418,3655.19119448,1110.25,2.16056,736885,0.0498491,2100,0.0,0.837778612971,2,766.37
-0.0451613,739.4847295284271,3662.22318291,1108.44,2.18531,738885,0.0672521,2102,0.0,0.577018558979,2,767.92
-0.042587,741.5178594589233,3653.93830432,1642.74,2.16326,740885,0.0418858,2104,0.0,0.426540434361,2,767.92
-0.0536952,743.5818238258362,3646.02368078,987.55,2.14638,743089,0.0333752,2107,0.0,0.792660221457,3,766.3
-0.0469898,745.6252393722534,3633.34663932,1001.61,2.13564,744773,0.0407795,2109,0.0,0.75830848515,2,764.3
-0.0509357,747.656142950058,3619.04687983,1763.2,2.12226,747307,0.0273233,2112,0.0,0.500011920929,3,761.54
-0.0263612,749.718930721283,3650.07588054,1308.57,2.10214,749307,0.14948,2114,0.0,0.548968493938,2,767.22
-0.0432753,751.7498533725739,3666.00541135,1626.04,2.10698,751307,0.0522554,2116,0.0,0.0787340402603,2,771.55
-0.0517322,753.7964768409729,3705.46673546,1627.24,2.08399,753307,0.0360711,2118,0.0,0.318434238434,2,780.12
-0.0614129,755.8285121917725,3675.65057787,153.173,2.06597,755249,0.0411292,2121,0.0,0.882354013622,3,776.09
-0.0561468,757.8749749660492,3628.70650538,897.355,2.02515,757431,0.0312642,2124,0.0,0.80644620955,3,769.17
-0.0479012,759.906986951828,3652.12974224,610.301,1.99162,759056,0.0434504,2126,0.0,0.76668509841,2,773.75
-0.0516106,761.9455223083496,3692.5262269,1078.74,1.98857,761828,0.0411671,2129,0.0,0.684092283249,3,780.83
-0.0527466,763.9810435771942,3725.9520759,1364.98,1.988,763828,0.0402477,2131,0.0,0.571660190821,2,787.47
-0.0361532,766.0153300762177,3747.23461385,216.427,1.9747,765314,0.215732,2133,0.0,0.774138450623,2,791.45
-0.058941,768.0622756481171,3750.82109558,1017.75,1.93162,767013,0.0448457,2135,0.0,0.503474622965,2,791.04
-0.0473131,770.0934555530548,3712.38495704,242.408,1.91251,769952,0.256352,2140,0.0,0.787944033742,5,784.82
-0.0615928,772.1401216983795,3684.86955542,313.055,1.89381,771675,0.0362496,2143,0.0,0.819259807467,3,780.54
-0.0552809,774.1784522533417,3714.20487584,1137.34,1.90047,774052,0.0393801,2146,0.0,0.759402900934,3,786.5
-0.0532653,776.2111210823059,3704.63574588,990.23,1.88374,775577,0.040385,2148,0.0,0.569979280233,2,784.96
-0.0498432,778.2506141662598,3740.07443371,901.169,1.83412,777470,0.0349883,2150,0.0,0.757453128695,2,792.47
-0.0446161,780.2967000007629,3752.52042359,1232.45,1.8343,779470,0.0372426,2152,0.0,0.451825320721,2,795.44
-0.0613981,782.3451707363129,3725.0513328,434.19,1.78423,782045,0.0402146,2156,0.0,0.851227432489,4,790.04
-0.0456956,784.3750813007355,3722.87026324,1463.52,1.76512,784045,0.0418674,2158,0.0,0.481730222702,2,790.65
-0.0526134,786.4064304828644,3724.96030438,919.369,1.69641,785667,0.0398862,2160,0.0,0.57386469841,2,791.83
-0.0381376,788.4546637535095,3736.46569604,658.469,1.6844,787667,0.110045,2162,0.0,0.614143192768,2,794.55
-0.0359614,790.4873294830322,3775.12657453,1718.48,1.65697,789667,0.0428978,2164,0.0,0.436050057411,2,802.76
-0.0396229,792.5393688678741,3797.9552782,1612.91,1.63921,791667,0.0444989,2166,0.0,0.593846380711,2,807.79
-0.0437597,794.5550491809845,3842.48747356,1478.55,1.61353,793667,0.0399781,2168,0.0,0.455408096313,2,817.84
-0.0458168,796.5977253913879,3883.14614124,2154.56,1.60107,796667,0.0398236,2171,0.0,0.342767000198,3,826.63
-0.0422927,798.6334969997406,3953.67337736,1479.75,1.58573,798667,0.0301502,2173,0.0,0.499855518341,2,840.83
-0.0399378,800.672135591507,3982.01112598,1161.9,1.5584,800667,0.0435554,2175,0.0,0.554473161697,2,846.23
-0.0468356,802.7025964260101,3975.48871326,904.184,1.56358,802289,0.0553625,2177,0.0,0.527696251869,2,846.84
-0.0492189,804.7652122974396,3981.66426968,1364.12,1.5288,804744,0.0492941,2180,0.0,0.517922848463,3,849.73
-0.0540568,806.797449350357,3992.65804996,784.819,1.50219,806469,0.0486408,2182,0.0,0.747438669205,2,852.95
-0.0455835,808.8367688655853,4035.81836152,1617.67,1.53666,808469,0.0386157,2184,0.0,0.414043843746,2,861.38
-0.0401451,810.8794648647308,4050.41551043,1597.08,1.51122,810469,0.0407782,2186,0.0,0.375005364418,2,865.35
-0.0496245,812.9213848114014,4058.22069152,752.693,1.49771,812432,0.0369052,2188,0.0,0.632344722748,2,866.97
-0.052713,814.9527561664581,4022.29773747,884.733,1.47826,814330,0.0469795,2191,0.0,0.798782125115,3,861.53
-0.0706709,816.990984916687,4013.76826316,137.931,1.46401,816171,0.0512143,2193,0.0,0.922084666789,2,859.94
-0.0529898,819.0404489040375,3987.88075385,858.743,1.42992,818775,0.0411817,2196,0.0,0.775648057461,3,855.98
-0.0604254,821.0624511241913,3892.28068476,344.643,1.39491,820818,0.110582,2200,0.0,0.779705703259,4,839.33
-0.0405386,823.0937695503235,3895.87030277,881.665,1.36858,822818,0.0525833,2202,0.0,0.529611498117,2,839.33
-0.0453188,825.1407089233398,3901.53163996,1882.87,1.36293,824818,0.0672353,2204,0.0,0.309123158455,2,839.33
-0.0447457,827.1563601493835,3948.56191497,1635.37,1.31375,826818,0.0536941,2206,0.0,0.402161717415,2,847.29
-0.0602365,829.2034673690796,3891.49805226,224.608,1.29112,829362,0.0369712,2210,0.0,0.837896615267,4,835.89
-0.0651801,831.2398979663849,3808.55366404,197.672,1.28448,831289,0.0538679,2214,0.0,0.907268375158,4,819.82
-0.0644872,833.2895283699036,3723.57907927,221.069,1.2729,833394,0.0544117,2218,0.0,0.92805827409,4,800.87
-0.0620489,835.3276662826538,3756.30573066,260.358,1.2185,835009,0.0543287,2220,0.0,0.851808294654,2,804.63
-0.0464815,837.3752751350403,3762.63811789,1030.99,1.19955,837143,0.0461209,2223,0.0,0.866141200066,3,803.62
-0.0734309,839.4375748634338,3732.85840366,355.612,1.14852,839599,0.0599601,2227,0.0,0.923436261714,4,795.43
-0.0499424,841.5013835430145,3733.51839455,1365.45,1.14437,841339,0.0358524,2229,0.0,0.482672035694,2,795.11
-0.0530519,843.5345983505249,3733.36674498,973.344,1.09484,843660,0.041651,2232,0.0,0.809163331985,3,793.46
-0.0537955,845.5690944194794,3714.88963945,273.595,1.05124,845814,0.0507641,2235,0.0,0.867876157165,3,788.01
-0.0484946,847.6014494895935,3737.73303507,1097.84,1.06112,847664,0.0340706,2237,0.0,0.822249516845,2,791.09
-0.0397674,849.6442692279816,3789.78030863,1731.64,1.04162,849433,0.0700328,2239,0.0,0.479383945465,2,799.51
-0.0677915,851.6796748638153,3798.32778735,144.269,1.03341,851302,0.0578712,2242,0.0,0.942697327584,3,799.4
-0.0627337,853.7268123626709,3829.38327617,228.063,1.02664,853546,0.0455922,2245,0.0,0.929892130196,3,803.36
-0.0644215,855.7739374637604,3767.92291548,355.178,1.05899,855513,0.0391908,2249,0.0,0.932384945452,4,789.36
-0.0443475,857.8209936618805,3739.41157282,716.029,1.08036,857742,0.132607,2252,0.0,0.842436432838,3,782.72
-0.0608986,859.8597326278687,3726.46492932,247.085,1.06672,859329,0.0436307,2255,0.0,0.852020531893,3,779.53
-0.0474296,861.8939025402069,3700.16245273,1045.35,1.02587,861397,0.0605624,2258,0.0,0.700471103191,3,773.52
-0.0585846,863.9146211147308,3682.67947774,1259.19,0.999924,863512,0.0485454,2261,0.0,0.758230909705,3,768.45
-0.044269,865.9528069496155,3696.55498106,1421.99,1.01478,865512,0.038087,2263,0.0,0.461921751499,2,768.45
-0.0442898,868.0002915859222,3684.83909658,1049.68,1.0002,868069,0.0765826,2266,0.0,0.800606682897,3,764.02
-0.0575644,870.0463919639587,3695.12595213,349.738,0.995397,869960,0.0614697,2268,0.0,0.854937642813,2,762.93
-0.0647639,872.0784618854523,3683.25670637,332.769,0.985161,871496,0.0608286,2270,0.0,0.914421319962,2,758.29
-0.0575689,874.1133923530579,3587.66175787,2370.4,0.994211,874478,0.0370848,2275,0.0,0.641981333494,5,738.11
-0.0587711,876.1489179134369,3546.46311628,773.659,0.98163,876112,0.0421804,2278,0.0,0.8597253263,3,728.23
-0.0695605,878.1959533691406,3459.96683117,766.387,0.946732,878391,0.0525435,2283,0.0,0.895940408111,5,709.22
-0.0488186,880.2332708835602,3410.81063634,1225.22,0.969459,880358,0.0369714,2286,0.0,0.743616938591,3,698.89
-0.0554659,882.2757065296173,3406.88785092,898.236,0.961051,882095,0.0661365,2288,0.0,0.727945446968,2,696.63
-0.0532553,884.3123133182526,3439.54186233,1913.78,0.927944,884401,0.059909,2291,0.0,0.659529626369,3,700.71
-0.0610528,886.3588271141052,3330.54576981,378.103,0.895752,886694,0.0536433,2296,0.0,0.8654948771,5,679.19
-0.0740718,888.390195608139,3367.30258183,189.405,0.841423,888322,0.0592123,2298,0.0,0.91966355592,2,685.17
-0.0516861,890.437126159668,3368.72767338,670.992,0.849268,890247,0.0337573,2301,0.0,0.860675618052,3,684.29
-0.0408079,892.4684252738953,3372.14157643,2084.33,0.841585,892247,0.0627407,2303,0.0,0.478434860706,2,684.29
-0.0588788,894.5157465934753,3316.02916576,927.922,0.840082,894795,0.0463735,2307,0.0,0.851149767637,4,673.65
-0.0512508,896.5471885204315,3345.83580372,412.752,0.85679,896589,0.0481494,2309,0.0,0.816480442882,2,677.95
-0.0506624,898.5806472301483,3403.48501023,1403.03,0.855944,898896,0.0455902,2312,0.0,0.712672203779,3,687.12
-0.0456144,900.6331465244293,3429.77833614,1214.58,0.882042,900376,0.0543873,2314,0.0,0.744212836027,2,690.87
-0.0542502,902.6504030227661,3463.1941252,252.998,0.864564,902246,0.0521517,2316,0.0,0.911463424563,2,695.73
-0.0388201,904.6904301643372,3515.17081284,2295.08,0.846279,904626,0.0593547,2319,0.0,0.722615778446,3,704.25
-0.0523105,906.7274179458618,3512.70385359,757.382,0.811224,906418,0.0588161,2321,0.0,0.808251917362,2,704.09
-0.0467907,908.7652711868286,3568.10093138,2046.91,0.813419,908418,0.0590599,2323,0.0,0.420667231083,2,712.75
0.00794588,910.7974486351013,3615.74623191,1433.89,0.798423,910418,3.22995,2325,0.0,0.544844388962,2,720.42
-0.051487,912.8436243534088,3609.89233809,1201.73,0.807734,913196,0.0400049,2329,0.0,0.700554728508,4,718.57
-0.0704626,914.8906035423279,3637.94226565,450.629,0.779814,915136,0.0466541,2331,0.0,0.769352793694,2,723.63
-0.0600656,916.937540769577,3575.79936119,835.459,0.760322,917081,0.0416249,2335,0.0,0.791778251529,4,712.67
-0.0586132,919.001149892807,3473.12635603,1248.67,0.745989,919445,0.0430372,2340,0.0,0.738711535931,5,694.5
-0.0679386,921.0314807891846,3470.31415289,266.262,0.714845,920635,0.0398222,2342,0.0,0.864222541451,2,693.33
-0.066941,923.0806512832642,3386.32785866,943.737,0.678719,923163,0.0413975,2348,0.0,0.787956938148,6,678.37
-0.05774,925.1166851520538,3385.19716501,1431.77,0.662391,925497,0.0412909,2352,0.0,0.644457519054,4,677.55
-0.0518007,927.1496653556824,3404.09817577,1283.71,0.641566,927425,0.0416525,2355,0.0,0.795640423894,3,680.96
-0.0531172,929.1873857975006,3439.48353729,1377.14,0.628432,929248,0.0379166,2357,0.0,0.699411183596,2,686.72
-0.0561574,931.2062735557556,3422.55367847,1318.99,0.601028,931439,0.0392707,2360,0.0,0.701242357492,3,683.19
-0.0619029,933.2579367160797,3358.05177492,1109.99,0.608101,933750,0.0495594,2364,0.0,0.789289534092,4,672.38
