loss_pol_surr,TimeElapsed,TimestepsSoFar,ev_tdlam_before,EpThisIter,EpRewMean,EpLenMean,loss_kl,loss_pol_entpen,EpisodesSoFar,loss_ent,loss_vf_loss
-0.00266985,296.81169533729553,378652,-0.0225661993027,2,921.65,921.65,0.00292448,0.0,1189,0.979746,69.1562
-0.00792435,298.4210567474365,380652,0.00554841756821,2,927.51,927.51,0.00699467,0.0,1191,0.962791,67.616
-0.00720779,300.01564598083496,382652,-0.0089807510376,2,927.51,927.51,0.00457375,0.0,1193,0.936418,67.7719
-0.00880852,301.6249327659607,384652,0.0125620365143,2,927.51,927.51,0.00592122,0.0,1195,0.907661,67.1287
-0.00736659,303.21793699264526,386652,0.0251969695091,2,927.51,927.51,0.0059139,0.0,1197,0.886629,66.8173
-0.00794244,304.8115744590759,388652,0.0103810429573,2,927.51,927.51,0.00990329,0.0,1199,0.89152,48.3607
-0.00522786,306.42101407051086,390652,-0.0133657455444,2,927.51,927.51,0.00605882,0.0,1201,0.90644,69.707
-0.0043883,308.0164849758148,392652,0.0081205368042,2,927.51,927.51,0.00592384,0.0,1203,0.909658,68.3021
-0.00689036,309.60945081710815,394652,-0.0463711023331,2,927.51,927.51,0.00645105,0.0,1205,0.904423,68.2031
-0.00922263,311.2188010215759,396560,-0.0112344026566,2,926.59,926.59,0.0126739,0.0,1207,0.902587,64.3249
-0.0053274,312.8120300769806,398560,-0.0727955102921,2,926.59,926.59,0.00644369,0.0,1209,0.911203,68.407
-0.00574878,314.4091064929962,400560,0.0025759935379,2,932.65,932.65,0.00573378,0.0,1211,0.923367,67.2541
-0.00902098,316.016405582428,402560,0.0232672095299,2,932.65,932.65,0.0138553,0.0,1213,0.911781,65.0427
-0.00913396,317.62114095687866,404760,0.0251395702362,3,924.65,924.65,0.00530968,0.0,1216,0.908592,79.8343
-0.00857647,319.21808791160583,406760,-0.0372676849365,2,924.65,924.65,0.00664795,0.0,1218,0.929752,66.3904
-0.00586652,320.81312346458435,408760,0.0495643615723,2,924.65,924.65,0.00616265,0.0,1220,0.933496,56.425
-0.00978188,322.42250418663025,410760,-0.00288343429565,2,924.65,924.65,0.0083644,0.0,1222,0.947888,67.2661
-0.0132535,324.01616764068604,412760,0.016499042511,2,924.65,924.65,0.00863802,0.0,1224,0.931439,67.0833
-0.00557504,325.6242678165436,414760,0.0115913152695,2,931.34,931.34,0.00616931,0.0,1226,0.94067,67.9316
-0.00928193,327.2187397480011,417760,0.03240442276,3,944.64,944.64,0.00759782,0.0,1229,0.939092,95.8001
-0.00754644,328.8271505832672,419760,0.00725942850113,2,954.7,954.7,0.00605473,0.0,1231,0.924568,63.2473
-0.00453746,330.4366407394409,421760,-0.0136094093323,2,957.72,957.72,0.00464808,0.0,1233,0.942106,64.0691
-0.0089031,332.0634706020355,423760,0.0209937095642,2,957.72,957.72,0.0213746,0.0,1235,0.930763,68.5912
-0.00746172,333.6722238063812,425760,-0.0113983154297,2,971.42,971.42,0.00803918,0.0,1237,0.948277,69.3566
-0.00782033,335.2653293609619,427760,0.00538384914398,2,983.55,983.55,0.00564399,0.0,1239,0.946844,64.7282
-0.00395045,336.87551188468933,429760,-0.0203113555908,2,991.08,991.08,0.00734084,0.0,1241,0.950392,69.7047
-0.00540275,338.4684205055237,431760,-0.00126671791077,2,991.08,991.08,0.00592121,0.0,1243,0.966825,68.7937
-0.00717288,340.0622923374176,433580,0.0437581539154,2,989.28,989.28,0.00354456,0.0,1245,0.955933,18.7741
-0.00591589,341.6717457771301,436177,0.0137677788734,3,985.25,985.25,0.00259443,0.0,1248,0.93127,71.1738
-0.00896942,343.26497316360474,438177,-0.007768034935,2,985.25,985.25,0.0092198,0.0,1250,0.93615,68.6875
-0.00370871,344.87420868873596,440177,-0.0100880861282,2,985.25,985.25,0.00820768,0.0,1252,0.941107,69.676
-0.00765804,346.4682104587555,442177,0.0750417709351,2,985.25,985.25,0.00754062,0.0,1254,0.936968,75.9185
-0.00416665,348.07979798316956,444177,0.00330263376236,2,985.25,985.25,0.00231915,0.0,1256,0.929224,68.8509
-0.0119742,349.67103600502014,445608,0.0532460808754,2,979.56,979.56,0.00378516,0.0,1258,0.908653,58.1297
-0.00325506,351.2810654640198,447608,-0.0269165039063,2,979.56,979.56,0.00643749,0.0,1260,0.902123,69.9208
-0.00365001,352.8744742870331,449608,-0.00392687320709,2,979.56,979.56,0.00310686,0.0,1262,0.906767,68.773
-0.0042861,354.4838001728058,452608,-0.00980842113495,3,979.56,979.56,0.00433538,0.0,1265,0.892431,102.169
-0.00545196,356.07089018821716,454608,-0.0331552028656,2,979.56,979.56,0.00824003,0.0,1267,0.888019,68.2162
-0.0064382,357.67263436317444,456608,-0.00364673137665,2,979.56,979.56,0.0118669,0.0,1269,0.896707,66.2516
-0.00491503,359.2807824611664,458608,-0.0187816619873,2,979.56,979.56,0.00306265,0.0,1271,0.894793,67.0493
-0.00764461,360.87411618232727,460608,-0.00891506671906,2,979.56,979.56,0.0110823,0.0,1273,0.908556,66.6114
-0.00768828,362.47013330459595,462032,-0.0173379182816,2,973.8,973.8,0.00946962,0.0,1275,0.870402,58.8433
-0.0034155,364.07816648483276,464032,-0.0993195772171,2,973.8,973.8,0.00983148,0.0,1277,0.870877,66.8912
-0.00717281,365.678768157959,466032,0.0136063694954,2,973.8,973.8,0.0073453,0.0,1279,0.874666,65.9688
