loss_kl,EpRewMean,loss_vf_loss,loss_ent,loss_pol_entpen,EpisodesSoFar,EpThisIter,loss_pol_surr,EpLenMean,TimeElapsed,TimestepsSoFar,ev_tdlam_before
0.02028,2593.161084,747.047,1.43106,0.0,1722,2,-0.027209,753.54,522.5321524143219,472595,0.167671084404
0.020782,2598.21275276,389.118,1.44309,0.0,1724,2,-0.0267722,754.63,525.0500595569611,474411,0.802272766829
0.0202996,2560.08029896,474.19,1.41166,0.0,1728,4,-0.0270687,741.42,527.6285417079926,477090,0.878909781575
0.0197664,2547.82021966,455.88,1.4231,0.0,1730,2,-0.018988,737.04,529.8873105049133,478652,0.774977102876
0.0302894,2530.33728947,449.347,1.4088,0.0,1733,3,-0.0216282,730.67,531.9789354801178,481015,0.860378861427
0.0201862,2523.28647673,284.014,1.4097,0.0,1736,3,-0.0190808,727.75,534.0625116825104,483274,0.887691818178
0.0193185,2507.44604635,450.402,1.39514,0.0,1738,2,-0.0210446,722.71,536.1878066062927,484722,0.772969022393
0.0375194,2518.16306181,890.271,1.42787,0.0,1741,3,-0.024107,725.06,538.2972910404205,487313,0.622434794903
0.0310436,2485.98766912,9.54167,1.39305,0.0,1744,3,-0.0382282,714.23,540.4068508148193,489230,0.985494154505
0.0121441,2479.97588609,157.464,1.38055,0.0,1746,2,-0.0227297,711.31,542.4875934123993,490938,0.873832881451
0.0200625,2495.64830892,145.148,1.35909,0.0,1749,3,-0.0309522,715.25,544.578554391861,493089,0.953715179116
0.0206911,2510.26013904,9.4708,1.33143,0.0,1752,3,-0.039435,718.97,546.6719825267792,494902,0.991963559762
0.0238814,2550.32115624,441.951,1.33103,0.0,1754,2,-0.022566,730.06,548.8121666908264,496753,0.77443036437
0.0235422,2548.56889644,829.841,1.32039,0.0,1757,3,-0.0257849,728.95,550.930638551712,499297,0.655322283506
0.0236681,2555.78943117,29.7779,1.31482,0.0,1759,2,-0.032257,729.4,553.0315730571747,500881,0.933574289083
0.0192069,2570.83702669,817.308,1.32353,0.0,1762,3,-0.0262161,732.32,555.2150456905365,503317,0.663222581148
0.025371,2567.06403932,501.857,1.32369,0.0,1765,3,-0.0247006,730.62,557.504486322403,505666,0.766201168299
0.0286475,2551.38088977,472.023,1.32462,0.0,1767,2,-0.0222389,725.13,559.8680620193481,507117,0.789767339826
0.0197143,2548.02794181,493.621,1.32708,0.0,1770,3,-0.02941,723.36,562.1095538139343,509801,0.793978005648
0.0244111,2512.1061768,15.6879,1.31325,0.0,1773,3,-0.0392498,711.92,564.4935295581818,511398,0.966599151492
0.0298162,2540.04718756,17.6317,1.28632,0.0,1776,3,-0.0367148,719.18,566.8907296657562,514042,0.972642688081
0.0258729,2543.99558124,477.246,1.28945,0.0,1778,2,-0.0237128,719.77,569.359631061554,515777,0.760769546032
0.0338503,2541.53092217,450.682,1.27439,0.0,1781,3,-0.0221945,718.6,571.8465514183044,517829,0.868626922369
0.0197512,2557.59744592,143.833,1.26831,0.0,1783,2,-0.0238084,722.95,574.3845143318176,519346,0.836111918092
0.0218274,2582.67149558,451.169,1.28474,0.0,1786,3,-0.0288779,729.53,576.8544132709503,522090,0.826068401337
0.0181133,2613.51241791,858.678,1.27904,0.0,1788,2,-0.0242457,738.61,579.1789090633392,524090,0.139920413494
0.0258993,2636.69964877,901.9,1.30787,0.0,1790,2,-0.0211837,745.71,581.3127992153168,526090,0.137616038322
0.0260814,2655.90260354,18.2781,1.27545,0.0,1793,3,-0.0389376,750.61,583.4380230903625,528340,0.97274987027
0.0383526,2671.69544226,462.307,1.2771,0.0,1795,2,-0.0220734,755.06,585.5184354782104,530043,0.796519726515
0.0339391,2690.47199806,482.514,1.26969,0.0,1797,2,-0.02707,760.76,587.6023297309875,531665,0.697047591209
0.0321774,2713.30078149,744.933,1.2816,0.0,1799,2,-0.0242428,767.66,589.7189559936523,533665,0.153919696808
0.0306574,2733.76250254,824.254,1.2679,0.0,1802,3,-0.0291056,773.29,591.876298904419,536502,0.623949199915
0.030156,2744.05276581,13.8572,1.27065,0.0,1805,3,-0.0398099,775.94,594.019082069397,538541,0.966694828123
0.0214945,2756.27460849,6.64691,1.276,0.0,1807,2,-0.0444142,779.14,596.0640292167664,540089,0.99344807677
0.0332551,2750.85922584,11.5246,1.26651,0.0,1810,3,-0.0357169,777.16,598.1469528675079,542266,0.98934950307
0.0333582,2776.56424941,486.962,1.27584,0.0,1812,2,-0.0211607,784.6,600.2427394390106,544043,0.775068968534
0.0178256,2784.2144226,468.352,1.26261,0.0,1815,3,-0.0254976,786.87,602.3903892040253,546006,0.8512006253
0.0286524,2817.04752718,915.969,1.25012,0.0,1818,3,-0.028428,796.4,604.5927622318268,548802,0.596167653799
0.0276435,2835.86910343,433.961,1.25568,0.0,1820,2,-0.0327209,802.07,606.8437838554382,550802,0.648776441813
0.0266847,2836.09365376,885.472,1.25976,0.0,1822,2,-0.0219676,802.07,609.14138007164,552802,0.148386716843
0.0308395,2841.39848676,906.523,1.28755,0.0,1824,2,-0.0200367,803.91,611.4221785068512,554802,0.110621392727
0.0264483,2852.44504262,849.537,1.32045,0.0,1826,2,-0.0299214,807.34,613.8455502986908,556802,0.0870367884636
0.0218792,2839.9394219,453.985,1.31123,0.0,1830,4,-0.0336827,803.85,616.2828238010406,559037,0.895898126066
0.0286768,2847.09982648,448.219,1.31802,0.0,1832,2,-0.0220598,806.19,618.7199876308441,560634,0.798281356692
0.029242,2838.73840463,863.796,1.33813,0.0,1835,3,-0.0265526,803.74,621.1093401908875,563064,0.634140312672
0.0246483,2844.81179925,7.25123,1.29378,0.0,1837,2,-0.0495857,805.38,623.6484456062317,564260,0.990827009082
0.0221226,2822.93037124,357.572,1.29175,0.0,1840,3,-0.0183181,798.4,626.1622748374939,566562,0.891347162426
0.0266204,2850.6323078,636.334,1.28669,0.0,1843,3,-0.0269938,806.46,628.6124312877655,568992,0.697713077068
0.0255474,2830.30327386,449.867,1.26926,0.0,1846,3,-0.0253626,800.44,630.6800611019135,570982,0.857198640704
0.0260286,2823.28227123,12.3986,1.28423,0.0,1850,4,-0.0444937,797.93,632.7741117477417,573437,0.986038115807
0.0251951,2826.91934169,4.51049,1.26186,0.0,1852,2,-0.043064,798.63,634.8835899829865,574765,0.993426623754
0.0241567,2805.25240228,5.77154,1.24644,0.0,1856,4,-0.0433426,791.54,636.999917268753,577451,0.997233581031
0.024262,2767.5975779,5.76454,1.27723,0.0,1859,3,-0.0419342,780.5,639.1185946464539,578931,0.997566457605
0.0246627,2724.27290249,28.0553,1.27567,0.0,1864,5,-0.0280864,767.26,641.1718964576721,581392,0.973766300827
0.0184979,2659.7694316,10.5852,1.29674,0.0,1868,4,-0.037213,748.48,643.2654581069946,582965,0.996350715403
0.0282,2664.18639157,139.527,1.28418,0.0,1871,3,-0.0228918,749.41,645.3589746952057,585134,0.900212354958
0.0232041,2661.20536057,13.5675,1.23872,0.0,1874,3,-0.0337465,748.51,647.493070602417,587249,0.989467076957
0.0224006,2618.05431274,16.3088,1.26007,0.0,1878,4,-0.0391749,736.11,649.5630266666412,589388,0.992176850326
0.0206648,2540.62048768,315.562,1.26851,0.0,1884,6,-0.0325651,714.87,651.6759898662567,591833,0.918753132224
0.021481,2513.69827564,378.409,1.27244,0.0,1887,3,-0.0272077,707.09,653.8359487056732,593799,0.858050212264
0.0272516,2509.94238492,504.483,1.28466,0.0,1889,2,-0.0242986,705.62,656.0868141651154,595652,0.771775186062
0.0264625,2506.22757333,8.58791,1.28331,0.0,1891,2,-0.0427484,704.15,658.4313752651215,597473,0.990609149449
0.0246141,2514.93771847,8.14577,1.28738,0.0,1894,3,-0.0417356,706.89,660.7186734676361,599732,0.995572561398
0.0153504,2468.78097882,401.674,1.2944,0.0,1898,4,-0.0267631,692.97,663.0362339019775,601962,0.894739821553
0.0231036,2454.22363967,11.654,1.28141,0.0,1900,2,-0.0317214,688.23,665.4255263805389,603488,0.99266232783
0.0262299,2450.72717803,875.53,1.27129,0.0,1903,3,-0.0235336,687.58,667.8902757167816,606140,0.615474909544
0.0169463,2455.21834327,371.761,1.29472,0.0,1906,3,-0.022733,689.29,670.3435835838318,608075,0.875256501138
0.0197948,2415.65663602,15.1483,1.29476,0.0,1910,4,-0.0345066,679.02,672.875871181488,610168,0.972523832694
0.0194033,2405.61005023,284.734,1.27017,0.0,1912,2,-0.0250947,676.06,675.3283808231354,611649,0.807403057814
0.0282448,2426.43441042,702.654,1.29734,0.0,1914,2,-0.0243595,682.22,677.8477816581726,613649,0.242242157459
0.0265047,2417.31006059,475.675,1.32465,0.0,1917,3,-0.0333372,679.49,679.9930455684662,615955,0.846581280231
0.0270387,2361.31065383,438.846,1.32611,0.0,1921,4,-0.0313319,663.64,682.1247313022614,618166,0.882085248828
0.0268512,2361.25001145,892.839,1.34492,0.0,1923,2,-0.0149192,663.64,684.2029528617859,620166,0.104032695293
0.0286354,2361.3465647,911.909,1.31721,0.0,1925,2,-0.0275625,663.64,686.2827143669128,622166,0.0627511143684
0.0227523,2383.45320295,740.758,1.30244,0.0,1927,2,-0.0250059,669.87,688.390625,624166,0.074534535408
0.0188922,2416.29798728,472.013,1.32028,0.0,1929,2,-0.028142,679.25,690.4972219467163,625962,0.759517088532
0.0322222,2417.03880597,806.294,1.33317,0.0,1931,2,-0.0246783,679.25,692.6375625133514,627962,0.126101493835
0.0204878,2431.75481769,459.078,1.34389,0.0,1933,2,-0.0274152,683.17,694.7184982299805,629951,0.673156321049
0.0233284,2427.60290423,719.413,1.354,0.0,1937,4,-0.0264027,682.94,696.8136157989502,632554,0.759904399514
0.0293264,2442.53282379,16.7067,1.35019,0.0,1939,2,-0.0448,686.81,698.909117937088,634392,0.969273114577
0.0218867,2411.83134911,449.751,1.36208,0.0,1943,4,-0.0344685,678.32,701.0540540218353,636824,0.86256018281
0.0208476,2404.23152299,21.7152,1.34805,0.0,1946,3,-0.0426105,676.49,703.1968739032745,638631,0.984419506043
0.0305164,2408.30779638,436.72,1.36834,0.0,1949,3,-0.0152112,678.11,705.3998847007751,640804,0.854163452983
0.0184577,2419.94164403,435.198,1.36603,0.0,1952,3,-0.0240365,682.16,707.6657009124756,642981,0.861658558249
0.0257739,2429.92248931,360.173,1.38,0.0,1954,2,-0.0298799,685.74,709.9413065910339,644981,0.514963537455
0.0200108,2430.04739883,26.4178,1.34819,0.0,1957,3,-0.0395294,685.91,712.2347469329834,646832,0.958854433149
0.0217274,2432.39765231,17.0883,1.32463,0.0,1960,3,-0.0443311,686.93,714.687299489975,648456,0.983621472493
0.0388402,2486.77605911,421.472,1.30759,0.0,1963,3,-0.0253939,702.62,717.0941045284271,651261,0.868849232793
0.0231387,2505.02100651,74.0577,1.28219,0.0,1965,2,-0.0321119,707.67,719.4851114749908,652703,0.958971865475
0.0192773,2548.95521263,341.214,1.30386,0.0,1968,3,-0.0255999,720.05,721.9866468906403,654970,0.884000204504
0.0196448,2552.39486363,94.3127,1.28124,0.0,1971,3,-0.0310324,721.29,724.5001790523529,657263,0.909649640322
0.040513,2564.19450052,476.373,1.25851,0.0,1973,2,-0.0259947,725.06,727.0732040405273,659162,0.760832339525
0.0291651,2564.69411798,10.7802,1.23794,0.0,1975,2,-0.0431043,725.32,729.3444917201996,660638,0.988342525437
0.0237095,2612.83258671,843.999,1.26012,0.0,1978,3,-0.0235089,739.68,731.438027381897,663356,0.670549273491
0.0270652,2606.75013472,13.7903,1.2673,0.0,1981,3,-0.0434454,737.48,733.5318388938904,664751,0.979210577905
0.0232114,2663.1626085,469.503,1.27456,0.0,1983,2,-0.0203291,753.06,735.6603491306305,666668,0.767226874828
0.0201799,2714.22012188,828.04,1.29199,0.0,1986,3,-0.0305186,768.69,737.7425003051758,669668,0.330222129822
0.0217886,2718.62833709,670.606,1.26978,0.0,1988,2,-0.0212274,770.16,739.8052730560303,671668,0.218441009521
0.0282966,2717.72977998,728.956,1.28575,0.0,1990,2,-0.0267909,770.57,741.9222254753113,673668,0.324532747269
0.0283207,2708.67132257,301.284,1.26319,0.0,1992,2,-0.0374875,768.74,744.0068082809448,675345,0.829020231962
0.0213408,2722.68071359,738.171,1.28331,0.0,1995,3,-0.0326318,773.83,746.1489794254303,677563,0.625994592905
0.0241413,2740.50373372,854.941,1.27142,0.0,1997,2,-0.0251539,779.2,748.2422392368317,679563,0.0648744702339
0.0221074,2776.05986174,817.895,1.27294,0.0,1999,2,-0.0272468,789.98,750.3281598091125,681563,0.186036407948
0.030509,2768.46275742,865.855,1.25415,0.0,2002,3,-0.0304918,788.47,752.4279961585999,683987,0.674522131681
0.029018,2758.75783735,14.6697,1.262,0.0,2004,2,-0.0407966,785.19,754.6485149860382,685659,0.976157858968
0.0216592,2777.55267302,329.291,1.25421,0.0,2007,3,-0.0298474,790.83,756.9153821468353,687777,0.863028600812
0.0213386,2795.85349661,272.897,1.26418,0.0,2009,2,-0.0283214,795.93,759.2128965854645,689218,0.843187764287
0.0248917,2804.76637844,457.848,1.24445,0.0,2012,3,-0.0277787,798.31,761.4532895088196,691480,0.829975143075
0.0153922,2788.93236357,216.905,1.23168,0.0,2015,3,-0.0325471,793.52,763.7815797328949,693887,0.926037997007
0.0225944,2803.60735426,222.511,1.25895,0.0,2018,3,-0.0259148,797.53,766.2032916545868,696248,0.907222300768
0.0312489,2833.20278945,467.159,1.29559,0.0,2020,2,-0.0238883,805.55,768.681853055954,698206,0.758037462831
0.036573,2817.54891966,54.6699,1.27485,0.0,2023,3,-0.0398586,800.91,771.124936580658,700257,0.93375698477
0.0260972,2816.74025196,350.342,1.24556,0.0,2025,2,-0.0275209,800.19,773.6019484996796,702185,0.772857561707
0.0308962,2754.96671491,17.2256,1.20506,0.0,2029,4,-0.0430934,782.13,776.1191210746765,704175,0.980068823323
0.0170374,2753.91821151,351.343,1.2118,0.0,2031,2,-0.0238689,781.64,778.5634109973907,706126,0.855206608772
0.0246907,2697.23416622,24.1895,1.17346,0.0,2035,4,-0.0457864,764.83,780.7219421863556,708434,0.984213247895
0.0254368,2746.0895845,597.719,1.18268,0.0,2037,2,-0.027826,778.8,782.8052904605865,710434,0.23418200016
0.0203329,2725.46135436,382.773,1.17462,0.0,2041,4,-0.0274212,773.02,784.9147911071777,712695,0.87585336715
0.0241164,2731.41944137,325.22,1.17599,0.0,2043,2,-0.0240552,774.8,786.9684383869171,714304,0.80974586308
0.0181032,2743.78518391,479.343,1.1547,0.0,2045,2,-0.0259639,778.35,789.0825247764587,715835,0.752756282687
0.0244256,2743.07750373,447.77,1.13851,0.0,2049,4,-0.0244925,778.24,791.2098910808563,718628,0.885505825281
0.0232378,2754.91632092,677.828,1.14138,0.0,2051,2,-0.0300466,782.05,793.3280584812164,720628,0.133827447891
0.0390939,2740.75988882,460.424,1.13398,0.0,2054,3,-0.028836,777.81,795.4061613082886,722762,0.823944017291
0.0355321,2744.674054,11.6931,1.10268,0.0,2057,3,-0.0435598,778.83,797.4846403598785,724715,0.988791032694
0.0403789,2766.85952554,453.393,1.08794,0.0,2060,3,-0.0180623,784.97,799.6173491477966,726953,0.844782695174
0.0310828,2729.84868038,8.77565,1.06779,0.0,2063,3,-0.0458407,774.41,801.757434129715,728702,0.992974307388
0.0260969,2718.77975344,8.08074,1.07224,0.0,2066,3,-0.0463425,771.41,803.8976619243622,730595,0.995236249175
0.0216634,2706.15661678,432.354,1.07627,0.0,2070,4,-0.0256967,767.95,806.0087468624115,733058,0.889615707099
0.0252521,2672.18467256,9.83888,1.07459,0.0,2073,3,-0.0459439,757.84,808.2985122203827,734946,0.992719620001
0.0263694,2636.5172356,6.50803,1.03327,0.0,2077,4,-0.0421425,747.24,810.5781292915344,737080,0.99688326125
0.0210095,2614.52186065,8.24802,1.04761,0.0,2081,4,-0.049617,740.73,812.9220948219299,738824,0.996306144865
0.0269104,2563.4923464,4.44898,1.06271,0.0,2085,4,-0.0450745,725.24,815.2202892303467,741192,0.998033034382
0.0247658,2503.33772884,6.4554,1.06364,0.0,2089,4,-0.0483174,706.9,817.6410663127899,743358,0.997161379782
0.0293546,2438.19242856,5.84688,1.01986,0.0,2093,4,-0.0438259,687.22,820.0508184432983,745067,0.997775307158
0.0189634,2431.08670485,4.91273,0.988253,0.0,2096,3,-0.0379195,683.93,822.4996345043182,746956,0.992498714477
0.0162593,2406.13267227,45.7308,0.990112,0.0,2099,3,-0.0286668,676.13,825.0555937290192,749176,0.95541447401
0.0291676,2365.55830278,9.0973,1.003,0.0,2103,4,-0.0328391,663.76,827.5318772792816,751349,0.983559498563
0.0201976,2368.11396976,383.359,1.00934,0.0,2106,3,-0.0248132,664.95,830.0193159580231,753272,0.867804527283
0.0337303,2330.68924713,15.0834,0.969376,0.0,2110,4,-0.050166,653.39,832.1803815364838,755557,0.989361765794
0.0275907,2318.17248698,422.471,0.959677,0.0,2113,3,-0.0245098,650.51,834.3123724460602,757350,0.858162581921
0.0180943,2330.79316592,172.63,0.955184,0.0,2116,3,-0.0296092,653.81,836.4303867816925,759666,0.91894146055
0.0332517,2265.78750975,11.2176,0.949947,0.0,2120,4,-0.0459184,634.94,838.5309507846832,761700,0.992326125037
0.0301943,2258.6015764,8.45973,0.954668,0.0,2123,3,-0.0411374,632.33,840.698361158371,763490,0.995837439783
0.0693955,2247.66521739,428.557,0.962479,0.0,2126,3,-0.0216834,629.39,842.7973983287811,765591,0.852266848087
0.0331599,2272.84980703,5.95312,0.976795,0.0,2129,3,-0.0438853,636.33,844.8935465812683,767808,0.995420361403
0.0213877,2256.75348568,487.852,0.984337,0.0,2132,3,-0.0230001,631.86,847.0071597099304,769751,0.853478640318
0.0608349,2250.51987627,8.68143,0.981806,0.0,2135,3,-0.0425898,630.63,849.0719239711761,771497,0.993627967313
0.141528,2187.61627815,52.263,0.975586,0.0,2141,6,-0.0344512,612.84,851.1562187671661,773979,0.913073457778
0.0273363,2170.49579248,4.98208,0.974905,0.0,2144,3,-0.0322808,607.39,853.2975761890411,776043,0.99571297178
0.0255301,2165.23519345,4.61487,0.964689,0.0,2147,3,-0.0458725,605.31,855.4533686637878,777920,0.996833158424
0.0240951,2128.36504532,4.13395,0.943274,0.0,2151,4,-0.0503305,594.13,857.7034738063812,780041,0.997785540996
0.0205118,2135.14992986,2.7207,0.912178,0.0,2153,2,-0.0444495,595.96,859.946578502655,781358,0.997855493333
0.0513596,2145.16800098,865.657,0.940428,0.0,2156,3,-0.0214678,598.83,862.2400515079498,783789,0.631120324135
0.0218929,2151.64546737,481.632,0.966444,0.0,2158,2,-0.0223959,601.1,864.5002341270447,785481,0.761065229774
0.0166095,2142.35885826,476.8,0.973885,0.0,2161,3,-0.026664,598.55,866.9850506782532,787621,0.873133391142
0.0270197,2162.00887872,310.396,0.985623,0.0,2165,4,-0.0260598,604.4,869.3911790847778,790240,0.899600289762
0.0267173,2162.05017145,462.71,0.983612,0.0,2168,3,-0.0232102,604.0,871.8000862598419,792572,0.838326066732
0.0186191,2178.12955816,164.052,0.990532,0.0,2171,3,-0.0257062,608.71,874.2496874332428,794366,0.912762194872
0.0219148,2183.91530301,462.897,0.987314,0.0,2174,3,-0.025621,610.73,876.8054766654968,796594,0.841225475073
0.0243247,2209.97834269,652.365,0.99811,0.0,2176,2,-0.0302366,618.71,879.3280715942383,798594,0.0822190642357
0.0298003,2235.08488093,16.7594,0.983332,0.0,2179,3,-0.0395012,625.43,881.55548787117,800449,0.967345282435
0.0194061,2255.78985312,462.032,0.953074,0.0,2182,3,-0.0267465,631.66,883.6095108985901,802516,0.853986501694
0.0250644,2270.33578978,468.958,0.947756,0.0,2184,2,-0.0239511,636.1,885.6955578327179,804046,0.769973665476
0.0327795,2281.03311604,7.70206,0.923266,0.0,2188,4,-0.0528235,638.85,887.7893917560577,806685,0.994727732614
0.0355832,2301.68698282,5.47089,0.905465,0.0,2190,2,-0.0495022,644.69,889.9143013954163,808359,0.99618753884
0.0272792,2318.51358065,79.5577,0.89575,0.0,2194,4,-0.0297384,649.31,892.0885450839996,810998,0.973597239703
0.0378299,2342.72772589,5.08518,0.874541,0.0,2196,2,-0.0360384,655.95,894.1513557434082,812551,0.994903958868
0.0260443,2348.29566885,236.857,0.862707,0.0,2199,3,-0.0217501,657.7,896.2740714550018,814946,0.887545868754
0.0171892,2359.8445432,235.688,0.862911,0.0,2201,2,-0.0271119,661.3,898.3593378067017,816641,0.8685143888
0.0247686,2392.49126314,443.339,0.885121,0.0,2203,2,-0.0230529,670.88,900.5083482265472,818437,0.779442220926
0.022258,2412.07891988,456.697,0.880832,0.0,2206,3,-0.0257414,676.26,902.5709910392761,820898,0.85249529779
0.0392282,2412.95436658,20.8093,0.838417,0.0,2210,4,-0.0483788,676.69,904.681387424469,823226,0.966099303216
0.0340473,2438.28721726,8.97752,0.806084,0.0,2212,2,-0.0425722,683.67,906.8128306865692,824717,0.992885781452
0.0238969,2435.70161356,450.463,0.84317,0.0,2214,2,-0.0227934,682.89,909.0968654155731,826476,0.795732602477
0.0332623,2457.09264367,7.73066,0.837204,0.0,2218,4,-0.0500776,688.31,911.4221243858337,829381,0.995325636119
0.0226702,2475.00321228,375.696,0.841933,0.0,2220,2,-0.0235021,693.76,913.7031528949738,831076,0.783138632774
0.02606,2499.48442896,8.76534,0.837675,0.0,2222,2,-0.0478327,700.4,916.0173418521881,832894,0.990269927308
0.0237505,2513.23193188,582.157,0.842201,0.0,2225,3,-0.0292855,704.5,918.4375512599945,835458,0.690249830484
0.0247045,2506.79422456,8.5818,0.778199,0.0,2228,3,-0.0468119,702.5,920.8751528263092,837429,0.987414078787
0.029383,2514.04404535,377.216,0.774505,0.0,2231,3,-0.0209888,704.88,923.3747179508209,839239,0.858592301607
0.0338842,2502.47811919,13.2128,0.763522,0.0,2235,4,-0.0440292,700.79,925.8832807540894,841576,0.987910569645
0.0327184,2529.12344621,332.258,0.774332,0.0,2238,3,-0.0318327,708.55,928.3453462123871,843515,0.839218705893
0.0360848,2544.58206437,7.96305,0.756235,0.0,2241,3,-0.0400826,712.11,930.8140602111816,845190,0.992406586651
0.0291909,2533.28379974,452.382,0.754148,0.0,2245,4,-0.0241369,709.19,932.9398806095123,847696,0.877582035959
0.0374012,2552.66730157,5.42825,0.74184,0.0,2248,3,-0.0455757,714.72,935.0779938697815,849866,0.992720775306
0.0310725,2570.52123143,5.58716,0.746117,0.0,2250,2,-0.0471267,719.74,937.1406362056732,851613,0.995633993298
0.02508,2585.69458905,5.13994,0.712094,0.0,2253,3,-0.046582,723.94,939.2347142696381,853752,0.997781688115
0.0367346,2524.08256957,5.17834,0.703644,0.0,2258,5,-0.0471609,705.57,941.3139412403107,856038,0.997357181739
0.0215027,2534.43369511,6.95942,0.70714,0.0,2260,2,-0.045324,707.92,943.4067535400391,857487,0.996751213446
0.0184682,2538.913623,464.643,0.723821,0.0,2262,2,-0.0265941,709.83,945.5339932441711,859487,0.370941996574
0.0419001,2577.76615253,348.903,0.71669,0.0,2264,2,-0.0282356,720.86,947.6010847091675,861326,0.80274567008
0.022737,2561.54917253,443.946,0.706682,0.0,2267,3,-0.0342825,716.01,949.6953048706055,863670,0.856731429696
0.0261258,2578.7279688,372.289,0.699504,0.0,2270,3,-0.0332532,721.07,951.8051455020905,866050,0.853623732924
0.033947,2576.7366311,15.3018,0.675289,0.0,2272,2,-0.0478183,719.94,953.9625778198242,867360,0.983077758923
0.0332839,2567.38999587,613.293,0.694702,0.0,2276,4,-0.0233982,717.33,956.1477863788605,870327,0.801473215222
0.151445,2584.98720323,451.239,0.684277,0.0,2278,2,-0.018623,722.94,958.3938894271851,872327,0.606286674738
0.0172196,2614.55290504,415.759,0.67911,0.0,2280,2,-0.0251065,731.66,960.6557188034058,874184,0.770864203572
0.048726,2630.55554755,446.728,0.693658,0.0,2282,2,-0.0185362,736.03,962.9557988643646,876119,0.753354609013
0.024396,2630.1039757,413.659,0.697467,0.0,2284,2,-0.0234487,735.85,965.2812054157257,877631,0.771332845092
0.0283646,2635.6885905,423.455,0.687487,0.0,2288,4,-0.0264331,737.94,967.7503135204315,880479,0.889682486653
0.0384142,2601.47803457,15.3143,0.654699,0.0,2292,4,-0.0489156,728.3,970.141104221344,882375,0.991994582117
0.0399374,2603.73218497,7.67379,0.640135,0.0,2295,3,-0.0490792,728.94,972.572315454483,884678,0.995162680279
0.0320228,2580.17255337,6.68294,0.617087,0.0,2298,3,-0.0454814,721.98,975.0813610553741,886337,0.997237195726
0.0281434,2587.06488427,5.04525,0.619431,0.0,2300,2,-0.0473213,723.85,977.6436877250671,888026,0.996978618437
0.034633,2579.2786979,892.013,0.64752,0.0,2303,3,-0.0281928,721.52,980.1406064033508,890589,0.605921447277
0.0334204,2572.70012222,6.22409,0.603711,0.0,2306,3,-0.0394605,719.28,982.2344508171082,892826,0.990536487661
0.0322893,2585.9181209,5.43803,0.60855,0.0,2309,3,-0.0468747,722.69,984.344021320343,894650,0.995648411103
0.0317653,2563.06720442,4.63879,0.600172,0.0,2312,3,-0.0499132,716.24,986.4308474063873,896341,0.997499922523
0.0311676,2526.39504124,3.73611,0.571061,0.0,2316,4,-0.0501789,705.59,988.562714099884,898914,0.998299300554
0.0310861,2540.85936994,4.72166,0.58046,0.0,2319,3,-0.0496657,709.59,990.6407330036163,901035,0.997679800494
0.030251,2500.17018706,3.11042,0.549286,0.0,2322,3,-0.0515461,697.78,992.7034771442413,902672,0.998804751667
0.0268329,2475.97195438,2.65405,0.561,0.0,2326,4,-0.0399701,690.21,994.7791523933411,904973,0.997838729993
0.0254421,2477.30002963,74.9074,0.545955,0.0,2328,2,-0.0252192,690.86,996.8747820854187,906515,0.910870559514
0.033469,2505.25554246,7.13137,0.537355,0.0,2331,3,-0.0405803,698.21,999.0002737045288,909060,0.979831904173
0.0365269,2491.8157987,5.45812,0.500962,0.0,2335,4,-0.047289,694.53,1001.0817227363586,911029,0.994822708424
0.0304542,2494.02779646,5.40587,0.453355,0.0,2338,3,-0.0459384,694.33,1003.1808338165283,912948,0.997304381803
0.0314432,2513.93752594,480.533,0.448783,0.0,2341,3,-0.0209216,700.52,1005.3442003726959,915242,0.851255595684
0.0299795,2512.77642285,459.094,0.444617,0.0,2343,2,-0.0225553,700.19,1007.6330471038818,916632,0.79203993082
0.0259006,2529.87450216,917.771,0.448335,0.0,2346,3,-0.0278232,705.63,1009.946578502655,919120,0.647456675768
0.0648021,2520.8233546,471.494,0.456246,0.0,2349,3,-0.0226501,703.52,1012.2819864749908,921028,0.845062673092
0.0317371,2514.99118862,864.201,0.460051,0.0,2352,3,-0.0240319,702.69,1014.5782420635223,923502,0.634732604027
0.0394056,2531.35677206,13.997,0.437568,0.0,2355,3,-0.0522187,707.5,1016.9936332702637,925479,0.989849650301
0.0306342,2557.76480088,440.003,0.431169,0.0,2358,3,-0.022721,715.32,1019.4215273857117,927570,0.866069242358
0.049577,2575.02992231,896.852,0.443258,0.0,2360,2,-0.0231007,720.83,1021.9067094326019,929570,0.0666301250458
0.0247772,2574.00653244,741.164,0.45978,0.0,2362,2,-0.0297985,720.83,1024.391120672226,931570,0.049629509449
0.0551802,2578.19210273,863.287,0.473421,0.0,2364,2,-0.0226942,722.44,1026.878609418869,933570,0.0755134224892
0.0294775,2572.78993195,317.857,0.465948,0.0,2367,3,-0.0263031,721.07,1029.2972722053528,935777,0.83874990046
0.035181,2579.16524519,849.024,0.491256,0.0,2369,2,-0.0269301,723.19,1031.4240229129791,937777,-0.0549931526184
0.0202734,2585.8970032,364.924,0.506439,0.0,2371,2,-0.0281781,725.84,1033.53972864151,939243,0.780665531754
0.0200654,2595.24645309,699.68,0.479186,0.0,2373,2,-0.0313644,728.83,1035.633458852768,941243,0.154504299164
0.0387443,2610.00378312,829.609,0.521627,0.0,2375,2,-0.0248712,733.49,1037.7116045951843,943243,0.174466907978
