loss_kl,EpRewMean,loss_vf_loss,loss_ent,loss_pol_entpen,EpisodesSoFar,EpThisIter,loss_pol_surr,EpLenMean,TimeElapsed,TimestepsSoFar,ev_tdlam_before
0.0156517,1042.49764725,7.91308,2.6329,0.0,1215,6,-0.0298062,312.45,201.09371256828308,182134,0.996460034745
0.00990775,1056.89249271,8.91476,2.61315,0.0,1220,5,-0.0250463,316.82,203.3439018726349,184001,0.995461406652
0.0107021,1086.0772677,6.61908,2.59104,0.0,1226,6,-0.0284608,325.35,205.63356757164001,186366,0.997712783748
0.0123844,1107.49372353,6.87414,2.60551,0.0,1230,4,-0.0288937,331.62,207.921706199646,188098,0.99616172188
0.0139841,1134.73177271,3.34089,2.59254,0.0,1235,5,-0.0302581,339.4,210.36126708984375,190349,0.99855479598
0.014664,1153.33914219,5.6634,2.59203,0.0,1238,3,-0.0284178,344.78,212.7735686302185,191649,0.992584024556
0.0336406,1188.88278003,289.935,2.63342,0.0,1244,6,-0.0156799,355.78,215.20937728881836,194460,0.921233326197
0.0170601,1204.71944404,10.3152,2.60703,0.0,1249,5,-0.0303047,360.23,217.6094126701355,196335,0.992628844921
0.0125532,1221.32592474,8.65457,2.61416,0.0,1255,6,-0.0316831,364.66,220.15620183944702,198635,0.995320168324
0.0177516,1221.32020827,9.71308,2.57002,0.0,1261,6,-0.033771,364.19,222.69616866111755,200507,0.992671784945
0.0134645,1235.23828169,6.12116,2.5347,0.0,1267,6,-0.032239,368.28,225.20297169685364,202739,0.997178372694
0.0114324,1260.42346748,5.78078,2.49945,0.0,1270,3,-0.0274759,375.91,227.296884059906,204354,0.997374574887
0.0127154,1304.99357352,5.95943,2.50013,0.0,1274,4,-0.0252187,388.75,229.38215374946594,206718,0.997300628573
0.0174897,1332.09851691,10.0955,2.46184,0.0,1277,3,-0.0271272,397.02,231.54091811180115,208622,0.994187288452
0.0125308,1352.52278217,6.98427,2.46384,0.0,1281,4,-0.0339419,402.64,233.656662940979,210568,0.996373899048
0.0145928,1374.09935355,5.81409,2.4735,0.0,1286,5,-0.0276792,408.89,235.7655622959137,212966,0.997607855359
0.0157685,1395.95935399,9.38865,2.46175,0.0,1291,5,-0.0357397,414.8,237.8439314365387,215010,0.996094410308
0.0149891,1408.77349815,5.70043,2.42861,0.0,1295,4,-0.0305324,418.29,239.95464444160461,216868,0.996744184988
0.0134072,1440.38850881,3.06209,2.4141,0.0,1299,4,-0.0295605,427.64,242.06526255607605,218961,0.998407933395
0.01308,1453.80235847,5.02864,2.41097,0.0,1303,4,-0.0333084,431.29,244.19578552246094,220739,0.997963877628
0.0121508,1484.92378214,28.7657,2.41587,0.0,1306,3,-0.021124,440.84,246.28108763694763,222872,0.901153147221
0.0160991,1499.94006544,9.58296,2.37218,0.0,1311,5,-0.0195673,444.75,248.39153790473938,225104,0.952049419284
0.0220841,1520.63660322,434.376,2.38867,0.0,1313,2,-0.0156051,451.19,250.57075142860413,226508,0.77300876379
0.0150657,1554.96762622,401.527,2.35745,0.0,1318,5,-0.0234947,460.85,252.85915899276733,229375,0.900070361793
0.0142078,1562.84669073,7.19511,2.36198,0.0,1322,4,-0.0325583,462.86,255.2099678516388,231037,0.989645813592
0.0165129,1590.80851606,5.94398,2.34601,0.0,1324,2,-0.0263171,471.17,257.4718379974365,232672,0.993316295091
0.0140965,1614.75658107,405.628,2.37344,0.0,1329,5,-0.0177844,478.31,259.8219575881958,235451,0.902679406106
0.0177877,1590.27157906,17.7799,2.3504,0.0,1335,6,-0.0335349,470.29,262.23197531700134,237378,0.993450893089
0.0158733,1573.95498837,7.1565,2.35823,0.0,1340,5,-0.026192,464.57,264.7186141014099,239475,0.994919287506
0.0142507,1570.90583125,11.5913,2.38566,0.0,1346,6,-0.0343779,463.05,267.20817613601685,241561,0.996299116174
0.0140648,1590.09383044,5.30259,2.40156,0.0,1350,4,-0.0338036,468.54,269.72014832496643,243558,0.997314460576
0.0134265,1607.17764603,5.18008,2.3937,0.0,1353,3,-0.032579,473.8,272.19020891189575,245299,0.997394171311
0.0225753,1646.88756694,153.866,2.37148,0.0,1356,3,-0.0185757,485.59,274.5621531009674,247560,0.914779871702
0.0162687,1675.40438769,7.72351,2.33372,0.0,1360,4,-0.035799,493.83,276.65592098236084,249512,0.992523781024
0.0143077,1680.67300197,7.51407,2.33496,0.0,1365,5,-0.0299855,495.18,278.782851934433,251410,0.995716153178
0.0155982,1676.27093385,4.55197,2.32325,0.0,1370,5,-0.0334467,492.98,280.8619029521942,253652,0.997149268398
0.0148679,1669.21030226,6.58334,2.28971,0.0,1374,4,-0.0388763,490.57,282.961843252182,255775,0.997296312125
0.0169981,1637.08474018,4.40956,2.27786,0.0,1379,5,-0.0292572,480.37,285.07830572128296,257892,0.998381668003
0.0127548,1631.16964509,5.56219,2.27646,0.0,1384,5,-0.0334438,478.19,287.1874375343323,260057,0.997744257096
0.0132193,1641.3133797,8.53742,2.26425,0.0,1387,3,-0.0338576,481.15,289.2973093986511,261817,0.993316725362
0.0129905,1647.6839749,6.93875,2.29492,0.0,1392,5,-0.0396284,483.04,291.3980565071106,263820,0.995979415253
0.0124551,1644.98130064,7.06393,2.28578,0.0,1397,5,-0.0335566,481.89,293.5498185157776,266170,0.99756366224
0.0127939,1659.96084546,11.5519,2.27277,0.0,1400,3,-0.0302983,486.12,295.648832321167,268107,0.984811768867
0.0156282,1622.78265722,5.83795,2.28805,0.0,1406,6,-0.0326931,474.02,297.80481338500977,270274,0.99597074138
0.0126422,1643.52758722,6.90141,2.2639,0.0,1409,3,-0.026236,479.92,299.93928718566895,272237,0.988740338013
0.0177162,1665.40057437,371.744,2.2537,0.0,1411,2,-0.019786,486.72,302.15621542930603,273776,0.78980872035
0.0151831,1661.77783249,8.88455,2.21138,0.0,1415,4,-0.0264851,484.33,304.4297993183136,276179,0.99429634586
0.0176003,1664.84002616,12.138,2.20278,0.0,1419,4,-0.0368184,484.81,306.7429037094116,278186,0.994043353479
0.0145594,1634.7153861,6.46007,2.19423,0.0,1424,5,-0.0426383,475.54,309.0911600589752,280226,0.997119285632
0.0213576,1615.18248933,8.8084,2.18245,0.0,1428,4,-0.0358099,469.18,311.5083997249603,282079,0.996585104149
0.0131042,1645.57286361,436.752,2.21132,0.0,1433,5,-0.0123015,478.23,313.922523021698,284644,0.906858384609
0.022456,1691.6360644,537.897,2.2144,0.0,1435,2,-0.0211696,492.66,316.3282587528229,286644,0.251947581768
0.0135405,1705.67909067,31.4447,2.17014,0.0,1438,3,-0.035758,496.71,318.8680372238159,288049,0.958483800292
0.0159768,1724.79312658,13.7631,2.16064,0.0,1443,5,-0.0251413,501.87,321.43105697631836,290683,0.978872656822
0.0131073,1763.60300916,9.16507,2.15792,0.0,1445,2,-0.0318205,513.13,323.94067430496216,292439,0.992488602642
0.0168307,1775.28140788,19.5997,2.15551,0.0,1449,4,-0.0370816,516.28,326.1179687976837,294750,0.990461621433
0.0163671,1784.73909646,10.0184,2.14451,0.0,1452,3,-0.0368131,518.95,328.2217140197754,296453,0.994821709115
0.0153155,1779.19829571,760.989,2.16213,0.0,1455,3,-0.023975,517.29,330.3191750049591,298748,0.63482144475
0.0159432,1790.63216119,375.394,2.19149,0.0,1458,3,-0.0217327,520.86,332.4457037448883,300748,0.865132242441
0.0161085,1826.99118958,9.71905,2.15338,0.0,1461,3,-0.0379755,531.12,334.5154302120209,303061,0.991014018655
0.0169613,1828.09214125,7.58524,2.12801,0.0,1466,5,-0.0300796,531.17,336.5800025463104,305117,0.997581415577
0.0168767,1816.38269896,7.73162,2.09514,0.0,1471,5,-0.0403448,527.52,338.7062520980835,307026,0.997346589342
0.0122716,1808.16334914,5.89874,2.07821,0.0,1476,5,-0.0359012,525.03,340.82080483436584,309143,0.998096891446
0.0165039,1830.48432044,6.64982,2.05671,0.0,1479,3,-0.0374014,531.34,342.9616985321045,311026,0.997160001658
0.0176382,1867.82707874,110.906,2.03723,0.0,1482,3,-0.0208389,542.09,345.0154061317444,313174,0.924402587116
0.0207636,1817.35673027,17.4135,2.03857,0.0,1488,6,-0.0358643,526.81,347.1258623600006,315123,0.991129061207
0.0271898,1839.54430824,8.20107,2.01319,0.0,1491,3,-0.0294178,533.33,349.2659981250763,316738,0.956026166677
0.0237074,1887.48169265,437.545,2.02794,0.0,1494,3,-0.0212454,547.37,351.4991965293884,319447,0.836085751653
0.022548,1902.0368549,10.0979,2.02115,0.0,1496,2,-0.0407722,551.63,353.7702124118805,320724,0.98907328397
0.0212087,1902.88413258,451.916,2.02511,0.0,1499,3,-0.0222791,552.08,356.01065397262573,323021,0.848444581032
0.0162375,1947.1939285,11.1947,1.99527,0.0,1502,3,-0.0226322,565.63,358.2496199607849,325412,0.91923853755
0.0188336,1965.26850896,6.85603,1.93218,0.0,1506,4,-0.0400797,570.89,360.974737405777,327363,0.994918382727
0.0188767,1948.26457857,9.07393,1.888,0.0,1509,3,-0.0366404,565.74,363.7540850639343,328811,0.995845011435
0.0210801,1919.17483448,7.80314,1.85897,0.0,1514,5,-0.0348372,556.49,366.52441573143005,331399,0.995541836135
0.0171126,1922.31269777,478.387,1.86487,0.0,1518,4,-0.0252493,557.83,369.3986897468567,333683,0.848479747772
0.020839,1941.26480822,7.04262,1.84414,0.0,1522,4,-0.0330524,562.74,372.27428102493286,335727,0.989841074683
0.0162909,1948.8606872,32.4215,1.85564,0.0,1525,3,-0.0305269,564.92,375.19651532173157,337292,0.986734280363
0.0277825,1975.44133422,442.957,1.85602,0.0,1528,3,-0.0193295,572.94,377.3819761276245,339373,0.866144984961
0.0363688,2009.61169961,712.035,1.84782,0.0,1531,3,-0.0266481,583.08,379.4774122238159,342008,0.623470127583
0.0185987,1982.31203838,9.5357,1.80579,0.0,1535,4,-0.0382945,573.53,381.5623917579651,343997,0.989205197431
0.019637,2005.43202064,10.9903,1.82782,0.0,1538,3,-0.0409316,579.98,383.6876175403595,346047,0.991235496476
0.0187579,2034.28035734,723.342,1.81656,0.0,1540,2,-0.0233776,588.47,385.8129153251648,348047,0.113323032856
0.0164711,2018.80740023,17.9416,1.79766,0.0,1544,4,-0.0328627,583.55,387.89222621917725,349937,0.97974197194
0.0209321,1992.11667077,17.5503,1.77848,0.0,1548,4,-0.0355628,575.52,389.98828315734863,351929,0.993534709327
0.0185332,1995.93666211,11.516,1.77033,0.0,1552,4,-0.0425591,576.05,392.0705316066742,354058,0.995281310286
0.0238082,1996.45252942,808.851,1.80316,0.0,1555,3,-0.0243339,575.54,394.1949157714844,356302,0.600909680128
0.0149817,1994.72483982,224.458,1.81356,0.0,1558,3,-0.0234483,574.73,396.3134458065033,358221,0.848716720939
0.0174836,1965.96955807,11.3773,1.79204,0.0,1562,4,-0.034318,565.91,398.406001329422,360172,0.988204154186
0.0211882,1979.98435808,5.69455,1.77,0.0,1565,3,-0.0348086,569.55,400.4999122619629,361784,0.996701987693
0.0206987,2026.46179827,8.07024,1.74541,0.0,1568,3,-0.0382166,582.76,402.6872293949127,364200,0.994356614072
0.0195944,2049.67312193,6.67465,1.74956,0.0,1572,4,-0.0360422,589.21,404.93728971481323,366406,0.997714738827
0.0161415,2066.9794862,6.27718,1.72961,0.0,1575,3,-0.0401629,594.03,407.2499237060547,368087,0.997036945773
0.0191412,2083.38065883,23.0887,1.71932,0.0,1578,3,-0.0348391,598.72,409.5084617137909,370424,0.991585644893
0.0219347,2090.47640916,438.916,1.722,0.0,1581,3,-0.0200529,600.79,411.82903695106506,372735,0.857631146908
0.0199526,2105.6396216,3.29601,1.71038,0.0,1584,3,-0.0322024,604.98,414.2659876346588,374427,0.994188721757
0.0169601,2140.14798021,7.6562,1.70848,0.0,1588,4,-0.0406444,614.7,416.71840620040894,376593,0.99598834198
0.0243138,2129.13858526,2.98519,1.66642,0.0,1592,4,-0.0392374,610.58,419.19228172302246,378796,0.99796876614
0.0181891,2070.01007047,5.78753,1.67097,0.0,1597,5,-0.0456883,592.92,421.6321165561676,380854,0.997384615475
0.01808,2060.92619057,6.28825,1.65027,0.0,1600,3,-0.0362381,589.23,424.1648621559143,382544,0.998103822349
0.0193895,2033.27533532,457.992,1.65991,0.0,1605,5,-0.021524,580.81,426.66468119621277,384892,0.89641392231
0.0220481,2056.60802553,635.823,1.64037,0.0,1607,2,-0.028439,588.25,428.8982906341553,386892,0.161931693554
0.0204027,2074.3243784,432.97,1.63152,0.0,1609,2,-0.0237865,593.67,430.9922676086426,388178,0.804016157985
0.0263962,2086.4584962,678.216,1.61999,0.0,1614,5,-0.0324629,597.43,433.08629322052,391142,0.816497787833
0.0214914,2118.20429951,416.733,1.63314,0.0,1616,2,-0.0212905,606.58,435.1635231971741,393067,0.751570031047
0.0191902,2129.34437562,366.954,1.61844,0.0,1619,3,-0.0228348,609.47,437.28177857398987,395140,0.857084318995
0.0163461,2148.35981419,375.993,1.63277,0.0,1622,3,-0.0242246,615.14,439.4094350337982,397241,0.82998418808
0.0289668,2177.68428083,427.407,1.64644,0.0,1624,2,-0.0226885,623.51,441.4931228160858,398948,0.752012327313
0.0275918,2186.68491715,689.152,1.61139,0.0,1626,2,-0.0277926,626.56,443.60912919044495,400948,0.0620537996292
0.0159151,2215.19664378,534.949,1.60789,0.0,1628,2,-0.024326,635.75,445.6875088214874,402948,0.143979728222
0.0214647,2214.55134845,706.0,1.63177,0.0,1630,2,-0.0249245,635.75,447.83707666397095,404948,0.0675756335258
0.0282324,2245.16772,395.278,1.62024,0.0,1632,2,-0.023522,645.16,449.97101306915283,406948,0.691922724247
0.0166941,2277.13253268,310.298,1.60316,0.0,1635,3,-0.0276506,655.02,452.0866425037384,409499,0.861716046929
0.0243662,2300.94823977,332.81,1.64066,0.0,1637,2,-0.0281083,663.1,454.2341561317444,411499,0.319372475147
0.0260194,2286.50161736,19.0645,1.59341,0.0,1639,2,-0.0321558,658.68,456.49983072280884,412915,0.970627356321
0.024822,2301.20771756,434.471,1.59943,0.0,1641,2,-0.025379,663.2,458.812903881073,414807,0.756852537394
0.018822,2338.28588876,456.472,1.60875,0.0,1643,2,-0.0238457,674.74,461.14121651649475,416807,0.538883984089
0.0224149,2385.20124417,851.072,1.63824,0.0,1646,3,-0.0270498,689.76,463.4684729576111,419807,0.268736064434
0.0268345,2388.99330257,21.4582,1.59767,0.0,1649,3,-0.0381287,691.29,465.87732434272766,421564,0.939836826175
0.0247009,2338.84474098,29.7111,1.56751,0.0,1654,5,-0.0393035,676.89,468.31254839897156,423747,0.970640541986
0.0216179,2373.54479824,13.6227,1.54587,0.0,1656,2,-0.0393945,687.01,470.75848174095154,425402,0.98104134202
0.0280786,2391.25528795,534.847,1.52251,0.0,1659,3,-0.033169,693.67,473.3980350494385,427941,0.800062686205
0.0194402,2391.42420986,238.375,1.50148,0.0,1661,2,-0.0196418,694.69,475.8853585720062,429085,0.748453706503
0.0191437,2420.18551386,501.369,1.50437,0.0,1664,3,-0.0231318,704.19,478.35939860343933,431604,0.778495296836
0.018405,2434.42522381,427.355,1.49971,0.0,1666,2,-0.0261598,709.28,480.4954035282135,433604,0.557713389397
0.0282643,2448.46045684,698.406,1.50411,0.0,1668,2,-0.0281854,714.04,482.62505054473877,435604,0.071836411953
0.0201348,2465.41267613,138.444,1.52069,0.0,1670,2,-0.0295662,719.33,484.7498285770416,437465,0.873199999332
0.0223158,2512.75321722,433.47,1.51213,0.0,1673,3,-0.0227017,733.41,486.8215148448944,440206,0.852486640215
0.0254574,2512.27860866,15.1522,1.48184,0.0,1676,3,-0.0397705,733.48,488.88473534584045,442124,0.978646781296
0.0269802,2512.81820118,416.693,1.48928,0.0,1678,2,-0.0166788,733.76,490.98475790023804,443800,0.76455001533
0.0238198,2508.29938919,411.434,1.50136,0.0,1681,3,-0.0215908,732.34,493.0938980579376,445969,0.865118905902
0.0230738,2505.30059342,16.3503,1.47949,0.0,1685,4,-0.0418967,731.76,495.203332901001,448137,0.991347815841
0.0160683,2520.11477669,434.419,1.48309,0.0,1688,3,-0.0167232,736.36,497.28381752967834,450229,0.85291236639
0.025567,2534.90312684,9.90219,1.47163,0.0,1691,3,-0.0467997,740.59,499.38333106040955,451908,0.993802118115
0.0223476,2546.55084304,9.70397,1.46156,0.0,1695,4,-0.0450571,743.79,501.5235617160797,454537,0.995592413004
0.0252316,2571.63355193,5.75127,1.46259,0.0,1698,3,-0.0438141,750.91,503.68050050735474,456412,0.997338877991
0.0285427,2574.97731586,9.52869,1.44754,0.0,1701,3,-0.0369709,752.25,505.95364594459534,458206,0.996219875757
0.0185514,2606.97287632,6.74243,1.44576,0.0,1704,3,-0.0394722,760.61,508.19164848327637,460557,0.99685787037
0.0230724,2583.76996337,3.74741,1.45374,0.0,1707,3,-0.0471923,752.83,510.4885458946228,462175,0.99828981841
0.0128202,2590.31302191,52.2392,1.47183,0.0,1710,3,-0.0259771,753.72,512.7419316768646,464550,0.951208923012
0.0180184,2607.10160078,11.2874,1.4652,0.0,1714,4,-0.0315068,758.01,515.2033908367157,466943,0.990430110134
0.0240459,2555.45463005,8.0141,1.45556,0.0,1717,3,-0.0435265,742.52,517.6500375270844,468319,0.997003718279
0.0261964,2564.09335321,7.29996,1.44358,0.0,1720,3,-0.0402381,744.55,520.0468809604645,470595,0.996465676464
