ev_tdlam_before,loss_pol_surr,loss_pol_entpen,EpRewMean,loss_vf_loss,TimeElapsed,loss_kl,loss_ent,TimestepsSoFar,EpisodesSoFar,EpLenMean,EpThisIter
0.934858471155,-0.0617539,0.0,735.649916219,82.9607,325.5498013496399,0.0249701,4.72974,311190,2059,269.4,9
0.935290701687,-0.0679118,0.0,751.672431567,69.1534,327.64831709861755,0.0245656,4.68949,313190,2065,274.6,6
0.909569106996,-0.0616998,0.0,762.444107778,75.177,329.79774951934814,0.0305843,4.67548,315260,2072,277.19,7
0.947205729783,-0.0694284,0.0,785.866970631,66.8565,331.9215278625488,0.0276607,4.66971,317324,2077,284.81,5
0.912382468581,-0.0651297,0.0,802.221762077,120.565,334.0155141353607,0.0250499,4.64728,319333,2083,288.21,6
0.866288781166,-0.0647564,0.0,812.167630033,159.565,336.14080929756165,0.0220672,4.62617,321090,2089,290.31,6
0.911331936717,-0.0680674,0.0,814.540920907,133.563,338.2519910335541,0.0239023,4.57358,323380,2096,291.57,7
0.934831470251,-0.0649501,0.0,829.45996129,112.979,340.4061710834503,0.0257571,4.56479,325569,2102,297.8,6
0.92689242959,-0.0682883,0.0,841.24925336,104.876,342.5153434276581,0.027432,4.52404,327380,2108,300.81,6
0.93275386095,-0.0688355,0.0,845.728965217,98.894,344.64019560813904,0.0254493,4.5277,329678,2116,302.66,8
0.860186263919,-0.0587337,0.0,850.491360059,111.033,346.734815120697,0.0276575,4.51576,331129,2121,303.45,5
0.873673498631,-0.0669349,0.0,878.199475468,185.96,348.85912013053894,0.0286344,4.48835,333582,2127,311.38,6
0.920166909695,-0.0664828,0.0,895.612092598,87.2666,350.96826910972595,0.0242166,4.45802,335833,2134,314.92,7
0.884381793439,-0.0631289,0.0,898.810155328,131.834,353.0849983692169,0.0287084,4.43726,337729,2140,316.26,6
0.921359166503,-0.0691112,0.0,905.310865768,107.513,355.19542384147644,0.0232397,4.44523,339818,2147,318.12,7
0.935593821108,-0.0665073,0.0,903.968188096,87.3397,357.3042640686035,0.0327812,4.42919,341940,2154,319.06,7
0.864572450519,-0.0546489,0.0,923.929586282,97.5718,359.4410583972931,0.0211432,4.40145,343691,2159,325.01,5
0.960468996316,-0.072301,0.0,926.191623712,76.8445,361.57095193862915,0.0257332,4.36171,345985,2166,324.64,7
0.956095885485,-0.0727298,0.0,939.91593153,73.1759,363.70433139801025,0.0290846,4.39036,348095,2172,328.35,6
0.956435132772,-0.0708421,0.0,918.228404978,75.2599,365.81523537635803,0.0272191,4.36467,350015,2179,321.63,7
0.940902642906,-0.0686361,0.0,920.892662093,83.4001,367.94413566589355,0.0260214,4.3792,351935,2184,323.33,5
0.914402090013,-0.0650252,0.0,942.922764895,113.619,370.0857980251312,0.0335581,4.33521,354159,2189,330.69,5
0.929020285606,-0.056714,0.0,952.060237573,134.649,372.21158361434937,0.0323138,4.30442,356164,2194,332.72,5
0.92533737421,-0.0684889,0.0,958.581097598,130.0,374.31987047195435,0.0257494,4.31537,358027,2200,334.15,6
0.938173420727,-0.0645382,0.0,967.185395917,98.0128,376.42184233665466,0.0314542,4.28453,360222,2205,336.47,5
0.939347624779,-0.0592187,0.0,984.404326757,85.6572,378.54694414138794,0.0327333,4.22013,362361,2211,340.78,6
0.949840225279,-0.0706858,0.0,994.720892165,78.1331,380.65576457977295,0.0292528,4.19286,364320,2217,343.18,6
0.936584599316,-0.064304,0.0,994.495397568,117.178,382.8004319667816,0.0292408,4.17986,366341,2223,340.88,6
0.951587524265,-0.0664722,0.0,993.51671869,79.9153,384.89836597442627,0.0245867,4.14433,368330,2229,339.98,6
0.959899432957,-0.0693099,0.0,1010.49664533,59.9853,387.01557874679565,0.0310703,4.13391,370235,2234,344.02,5
0.958141587675,-0.0684997,0.0,1033.75305762,76.4727,389.1557388305664,0.0280453,4.08248,372573,2240,348.44,6
0.950366716832,-0.0623818,0.0,1052.78715356,89.0651,391.2651104927063,0.0248009,4.04978,374671,2246,350.58,6
