TimestepsSoFar,ev_tdlam_before,loss_pol_surr,EpRewMean,loss_ent,EpisodesSoFar,TimeElapsed,loss_kl,EpThisIter,loss_pol_entpen,EpLenMean,loss_vf_loss
438000,0.0813695788383,-0.0240487,1271.60955984,0.485732,438,382.0621201992035,0.066968,2,0.0,1000.0,128.665
440000,0.0557950139046,-0.0280899,1271.31625365,0.472337,440,383.8440856933594,0.0435427,2,0.0,1000.0,126.893
442000,0.0304656028748,-0.0275457,1272.99923942,0.447681,442,385.6406548023224,0.0424784,2,0.0,1000.0,128.582
444000,0.0552970767021,-0.0346573,1274.70060027,0.426664,444,387.42172718048096,0.0249267,2,0.0,1000.0,128.796
446000,0.0500382184982,-0.0342215,1276.41077609,0.405302,446,389.20367217063904,0.0294677,2,0.0,1000.0,125.968
448000,0.0845758318901,-0.032524,1277.8496311,0.383327,448,391.00010538101196,0.0368917,2,0.0,1000.0,126.222
450000,0.0340745449066,-0.0246266,1279.83789127,0.398019,450,392.78277039527893,0.0433385,2,0.0,1000.0,127.117
452000,0.0545720458031,-0.0340421,1281.50223042,0.404132,452,394.56300163269043,0.0230134,2,0.0,1000.0,128.188
454000,0.0220798254013,-0.0365278,1282.47279819,0.388018,454,396.34519839286804,0.0271063,2,0.0,1000.0,125.113
456000,0.0528081655502,-0.0252825,1284.13724732,0.423021,456,398.1252841949463,0.039786,2,0.0,1000.0,132.742
458000,0.0720861554146,-0.0375063,1286.25569394,0.412113,458,399.9061255455017,0.0280165,2,0.0,1000.0,126.407
460000,0.0627304911613,-0.0329941,1287.01313598,0.39033,460,401.68881154060364,0.0289431,2,0.0,1000.0,128.404
462000,0.0518118143082,-0.0326223,1289.86572467,0.322281,462,403.4686801433563,0.0371452,2,0.0,1000.0,129.292
464000,0.0759006738663,-0.0296647,1291.22188964,0.355299,464,405.26607060432434,0.0353541,2,0.0,1000.0,128.308
466000,0.0874586105347,-0.0330446,1291.93162894,0.387636,466,407.04849553108215,0.0382602,2,0.0,1000.0,130.313
468000,0.0546647310257,-0.0302362,1292.98743588,0.380339,468,408.81329560279846,0.0405,2,0.0,1000.0,132.186
471000,0.0654742717743,-0.0364427,1296.25343836,0.384878,471,410.6101438999176,0.0363138,3,0.0,1000.0,161.463
473000,0.0600074529648,-0.025327,1297.36675058,0.363558,473,412.3913793563843,0.0541034,2,0.0,1000.0,130.821
475000,0.0220773816109,-0.0265576,1299.22765689,0.345056,475,414.17167687416077,0.0366316,2,0.0,1000.0,124.28
477000,0.052498281002,-0.0273514,1300.04086902,0.319964,477,415.9535858631134,0.0447016,2,0.0,1000.0,130.584
479000,0.0719771385193,-0.0314369,1301.85388685,0.358627,479,417.7507665157318,0.0388565,2,0.0,1000.0,122.446
481000,0.255047857761,-0.0359504,1301.99364922,0.350855,481,419.5152680873871,0.0497753,2,0.0,1000.0,126.111
483000,0.0679091215134,-0.030242,1301.64945152,0.320282,483,421.3124408721924,0.0406325,2,0.0,1000.0,126.125
485000,0.0853554010391,-0.0349618,1301.92393611,0.290448,485,423.09445667266846,0.0280113,2,0.0,1000.0,126.622
487000,0.0402683615685,-0.0291383,1302.07908077,0.311749,487,424.87508821487427,0.0414219,2,0.0,1000.0,124.276
489000,0.0803262591362,-0.0318381,1302.97694763,0.306974,489,426.6559762954712,0.0345078,2,0.0,1000.0,127.025
491000,0.0728222727776,-0.0335465,1304.70206295,0.280858,491,428.43902039527893,0.0377787,2,0.0,1000.0,132.461
493000,0.0638682842255,-0.0327428,1306.70563396,0.270037,493,430.2213156223297,0.0346321,2,0.0,1000.0,128.014
495000,0.0867181420326,-0.0348643,1307.52312225,0.271061,495,432.0003616809845,0.0289443,2,0.0,1000.0,128.103
497000,0.0371154546738,-0.030306,1309.00411512,0.267538,497,433.781875371933,0.0342647,2,0.0,1000.0,125.992
499000,0.0650933384895,-0.029153,1310.23854718,0.25305,499,435.55944657325745,0.0289605,2,0.0,1000.0,126.361
501000,0.0662187933922,-0.0344584,1311.00478216,0.235513,501,437.345086812973,0.0291435,2,0.0,1000.0,131.609
503000,0.0641307234764,-0.0194406,1312.16656092,0.241271,503,439.12594509124756,0.0652825,2,0.0,1000.0,125.765
505000,0.130779862404,-0.0334011,1311.05784688,0.204646,505,440.90643429756165,0.0282736,2,0.0,1000.0,129.926
507000,0.0292435288429,-0.0329599,1313.17162871,0.256423,507,442.6872503757477,0.0303414,2,0.0,1000.0,127.009
509000,0.0600336194038,-0.0311345,1312.42992651,0.217538,509,444.46860432624817,0.0395516,2,0.0,1000.0,128.526
512000,0.0396364927292,-0.0407655,1315.33188404,0.23844,512,446.2500936985016,0.0334321,3,0.0,1000.0,178.752
514000,0.0521347522736,-0.0312112,1316.93216766,0.242727,514,448.0314390659332,0.0345855,2,0.0,1000.0,129.101
516000,0.0356509685516,-0.0307198,1317.25171099,0.234679,516,449.8127100467682,0.0318278,2,0.0,1000.0,126.507
518000,0.0572900772095,-0.0321458,1318.33058828,0.216984,518,451.61021518707275,0.0374069,2,0.0,1000.0,132.288
520000,0.0432996153831,-0.0354855,1318.4548451,0.183212,520,453.37506675720215,0.0380687,2,0.0,1000.0,132.024
522000,0.0713700056076,-0.0346794,1319.42647095,0.167369,522,455.15702748298645,0.0377527,2,0.0,1000.0,132.896
524000,0.0440288186073,-0.0352378,1320.09197139,0.11594,524,456.9372112751007,0.0338839,2,0.0,1000.0,131.493
526000,0.0465340614319,-0.0317915,1322.16580326,0.123575,526,458.7191050052643,0.0296924,2,0.0,1000.0,133.372
528000,0.0392830371857,-0.0302406,1323.59962419,0.100502,528,460.5003275871277,0.0372073,2,0.0,1000.0,134.186
530000,0.0609632730484,-0.0299408,1324.96744349,0.0997526,530,462.2975609302521,0.0369859,2,0.0,1000.0,137.771
532000,0.111182391644,-0.035757,1325.33086291,0.093557,532,464.0784697532654,0.0320339,2,0.0,1000.0,138.572
534000,0.0464247465134,-0.0333475,1327.19029725,0.092527,534,465.8607325553894,0.0375763,2,0.0,1000.0,135.011
536000,0.0698745250702,-0.038853,1327.63807798,0.0592054,536,467.6403269767761,0.0244062,2,0.0,1000.0,142.634
538000,0.0221956372261,-0.0335589,1327.59986577,0.046433,538,469.42234110832214,0.0334521,2,0.0,1000.0,136.842
540000,0.074315905571,-0.0361083,1329.85915601,0.0308846,540,471.2032356262207,0.0246572,2,0.0,1000.0,137.501
542000,0.0566566586494,-0.0320882,1330.81797219,0.035869,542,472.98532938957214,0.0335943,2,0.0,1000.0,136.31
544000,0.0369511246681,-0.0292263,1331.76486627,0.0280792,544,474.7653157711029,0.0333077,2,0.0,1000.0,132.809
546000,0.0753377079964,-0.0304965,1332.69011846,0.0507717,546,476.55418610572815,0.0412028,2,0.0,1000.0,141.937
548000,0.0512244105339,-0.0333606,1333.3514659,0.0543702,548,478.32805037498474,0.0334095,2,0.0,1000.0,139.514
550000,0.0950496196747,-0.0372036,1333.12005441,0.0160811,550,480.1108946800232,0.0331932,2,0.0,1000.0,134.482
552000,0.0652643442154,-0.032564,1333.9616233,-0.0142848,552,481.95030450820923,0.033299,2,0.0,1000.0,141.07
555000,0.0231145620346,-0.0385668,1337.14851121,-0.0576844,555,483.7509341239929,0.0388014,3,0.0,1000.0,198.776
557000,0.0500440597534,-0.0292057,1338.32721633,-0.0573419,557,485.51655316352844,0.0434287,2,0.0,1000.0,135.262
559000,0.0695192813873,-0.0317024,1340.67727017,-0.0526388,559,487.3127295970917,0.0376101,2,0.0,1000.0,142.154
561000,0.0820299983025,-0.0298758,1341.01809681,-0.0203226,561,489.0936505794525,0.0437999,2,0.0,1000.0,139.685
563000,0.0570276379585,-0.0349477,1342.64698962,-0.0131648,563,490.8761441707611,0.0326326,2,0.0,1000.0,140.448
565000,0.0421674847603,-0.0348177,1343.86801642,-0.0100985,565,492.64096689224243,0.030347,2,0.0,1000.0,139.226
567000,0.0443024635315,-0.0321974,1345.46899843,-0.041447,567,494.4217755794525,0.0321716,2,0.0,1000.0,140.379
569000,0.0498752593994,-0.0313816,1347.23210988,-0.0838613,569,496.2069399356842,0.0386374,2,0.0,1000.0,140.183
571000,0.0726472139359,-0.0351181,1349.78832392,-0.0972103,571,497.9844982624054,0.0344515,2,0.0,1000.0,139.993
573000,0.0253894329071,-0.0334313,1350.95501556,-0.107053,573,499.76517486572266,0.0276899,2,0.0,1000.0,143.698
575000,0.0748289823532,-0.0360069,1352.73757487,-0.120188,575,501.53163981437683,0.0313117,2,0.0,1000.0,144.041
577000,0.0687257051468,-0.0341857,1353.64177458,-0.145079,577,503.3137230873108,0.0361075,2,0.0,1000.0,150.035
579000,0.119665920734,-0.0373493,1355.20164744,-0.17138,579,505.09460067749023,0.0347188,2,0.0,1000.0,144.294
581000,0.149438917637,-0.0377981,1357.29898423,-0.216645,581,506.86002922058105,0.0456411,2,0.0,1000.0,143.727
583000,0.0534749031067,-0.0346274,1360.76031445,-0.245435,583,508.6411323547363,0.0281143,2,0.0,1000.0,143.821
585000,0.0990373492241,-0.0301097,1363.42708323,-0.253366,585,510.4223783016205,0.0408114,2,0.0,1000.0,149.851
587000,0.324336946011,-0.0400294,1365.28965375,-0.298133,587,512.2032582759857,0.0322587,2,0.0,1000.0,142.981
589000,0.0969476699829,-0.0319225,1366.83053629,-0.334596,589,513.9687423706055,0.0405312,2,0.0,1000.0,153.256
591000,0.0214161872864,-0.0254225,1368.9130497,-0.324898,591,515.7498435974121,0.0562268,2,0.0,1000.0,147.998
593000,0.0314450860023,-0.0320334,1370.97997747,-0.341831,593,517.5153167247772,0.0331555,2,0.0,1000.0,149.862
595000,0.0567387938499,-0.0247957,1374.09854821,-0.343797,595,519.2931060791016,0.0469509,2,0.0,1000.0,150.514
598000,0.222660839558,-0.0409198,1376.49581925,-0.36235,598,521.0627174377441,0.0450457,3,0.0,1000.0,224.516
600000,0.0735110044479,-0.0358056,1378.22435434,-0.375501,600,522.843358039856,0.0303689,2,0.0,1000.0,151.645
602000,0.0612890124321,-0.0315174,1380.0168903,-0.417451,602,524.6096529960632,0.0546291,2,0.0,1000.0,147.102
604000,0.0529896020889,-0.0309179,1382.52746248,-0.394026,604,526.3909769058228,0.0307042,2,0.0,1000.0,150.89
606000,0.0297362804413,-0.0293005,1384.90205325,-0.417857,606,528.1567339897156,0.034488,2,0.0,1000.0,147.104
608000,0.0724801421165,-0.0314643,1387.87067214,-0.415648,608,529.9292523860931,0.0351301,2,0.0,1000.0,153.428
610000,0.0241846442223,-0.0276185,1390.28494927,-0.423828,610,531.7032942771912,0.0399209,2,0.0,1000.0,147.597
612000,0.103355169296,-0.0371225,1392.6646466,-0.449622,612,533.468549489975,0.0348968,2,0.0,1000.0,141.331
614000,0.0503341555595,-0.0266594,1394.67428094,-0.444327,614,535.2348260879517,0.0585694,2,0.0,1000.0,158.483
616000,0.10842269659,-0.0312033,1397.24357703,-0.466753,616,537.0162081718445,0.0344298,2,0.0,1000.0,153.569
618000,0.0443885922432,-0.0278071,1399.18770206,-0.478091,618,538.781537771225,0.0515862,2,0.0,1000.0,151.694
620000,0.114600598812,-0.025566,1401.88375605,-0.503089,620,540.5638089179993,0.0483699,2,0.0,1000.0,161.993
622000,0.0942779779434,-0.0314177,1403.93800408,-0.519423,622,542.328141450882,0.0481533,2,0.0,1000.0,161.831
624000,0.088175714016,-0.0320966,1406.41897565,-0.537516,624,544.109078168869,0.0316572,2,0.0,1000.0,154.542
626000,0.0882802605629,-0.0363818,1406.67908614,-0.551563,626,545.8759996891022,0.0300313,2,0.0,1000.0,157.52
628000,0.097801566124,-0.0277897,1408.35938389,-0.561045,628,547.6724920272827,0.0403131,2,0.0,1000.0,153.949
630000,0.0839802026749,-0.0339537,1409.38291595,-0.622347,630,549.4378690719604,0.0344507,2,0.0,1000.0,154.427
632000,0.0759029388428,-0.0319615,1412.88538932,-0.574877,632,551.2031538486481,0.0351691,2,0.0,1000.0,158.497
634000,0.0720838904381,-0.0298261,1414.90826138,-0.563085,634,552.9692385196686,0.0356405,2,0.0,1000.0,156.285
636000,0.0880848169327,-0.0307522,1415.8601298,-0.566341,636,554.751250743866,0.0354323,2,0.0,1000.0,153.721
638000,0.0781412124634,-0.0328445,1418.03797619,-0.588537,638,556.5159139633179,0.0314497,2,0.0,1000.0,156.974
641000,0.0822672247887,-0.037423,1420.59715797,-0.581832,641,558.2920129299164,0.0279002,3,0.0,1000.0,229.535
643000,0.0516898036003,-0.0308418,1423.30576594,-0.582284,643,560.0636258125305,0.0325824,2,0.0,1000.0,159.906
645000,0.0392627716064,-0.030923,1425.37613374,-0.571185,645,561.8288886547089,0.0376241,2,0.0,1000.0,160.414
647000,0.0794830322266,-0.034829,1426.64970678,-0.572985,647,563.6090500354767,0.0399136,2,0.0,1000.0,156.422
649000,0.0501862168312,-0.0327064,1428.48684242,-0.572687,649,565.3749651908875,0.0311539,2,0.0,1000.0,159.481
651000,0.115647017956,-0.0356328,1430.87902238,-0.540345,651,567.14035987854,0.0331336,2,0.0,1000.0,155.822
653000,0.119705736637,-0.026382,1431.33711773,-0.554671,653,568.9222958087921,0.0536291,2,0.0,1000.0,160.606
655000,0.0358300209045,-0.0242453,1432.25928697,-0.548635,655,570.6876056194305,0.0492036,2,0.0,1000.0,152.818
657000,0.0850458741188,-0.0320924,1433.25501243,-0.54055,657,572.4698433876038,0.0383435,2,0.0,1000.0,159.774
659000,0.0875922441483,-0.0318075,1434.59513067,-0.565995,659,574.2347357273102,0.0401002,2,0.0,1000.0,160.081
661000,0.146478652954,-0.0370118,1436.83919857,-0.570692,661,576.0158200263977,0.0297549,2,0.0,1000.0,155.631
663000,0.0423747301102,-0.0306667,1437.37694088,-0.589169,663,577.7816371917725,0.0454236,2,0.0,1000.0,150.506
665000,0.053767323494,-0.0334128,1438.02725002,-0.599897,665,579.5626068115234,0.0267133,2,0.0,1000.0,159.635
667000,0.0569067001343,-0.0332474,1439.13643247,-0.614471,667,581.3352007865906,0.0333209,2,0.0,1000.0,152.624
669000,0.0272763967514,-0.0227962,1440.55449854,-0.598731,669,583.1125719547272,0.0405382,2,0.0,1000.0,149.178
671000,0.0684350728989,-0.0162665,1441.83610719,-0.603931,671,584.8748579025269,0.0785796,2,0.0,1000.0,156.134
673000,0.09164249897,-0.0336923,1443.11168442,-0.603437,673,586.657776594162,0.0219007,2,0.0,1000.0,156.505
675000,0.0883160233498,-0.0283888,1442.70765866,-0.602152,675,588.4373788833618,0.0455106,2,0.0,1000.0,150.072
677000,0.102775633335,-0.0338476,1443.53352371,-0.633392,677,590.2120487689972,0.0308302,2,0.0,1000.0,157.991
679000,0.328461527824,-0.0408083,1442.98067364,-0.613482,679,591.9845716953278,0.0332001,2,0.0,1000.0,153.72
681000,0.119745254517,-0.032621,1443.49087682,-0.616292,681,593.7656915187836,0.0313083,2,0.0,1000.0,154.323
684000,0.0231009721756,-0.0320463,1443.66825657,-0.636362,684,595.5309638977051,0.0419091,3,0.0,1000.0,213.151
686000,0.060121178627,-0.0319322,1443.85045266,-0.63916,686,597.312664270401,0.0385026,2,0.0,1000.0,150.272
688000,0.0925885438919,-0.0369159,1445.36424502,-0.666885,688,599.0776753425598,0.0302831,2,0.0,1000.0,155.693
690000,0.0375315546989,-0.0332618,1445.86317926,-0.682478,690,600.8589255809784,0.0308957,2,0.0,1000.0,150.446
692000,0.0624678730965,-0.03337,1445.10256867,-0.665614,692,602.6254162788391,0.0340896,2,0.0,1000.0,152.468
694000,0.0881721377373,-0.0333391,1444.89971963,-0.659799,694,604.4066832065582,0.0320505,2,0.0,1000.0,150.598
696000,0.101879239082,-0.0344169,1444.12267383,-0.681499,696,606.1590371131897,0.0285412,2,0.0,1000.0,151.346
698000,0.072422683239,-0.0309263,1445.70150789,-0.684298,698,607.9372069835663,0.0492256,2,0.0,1000.0,151.632
700000,0.0507229566574,-0.0287136,1445.47988306,-0.691626,700,609.7192904949188,0.0390419,2,0.0,1000.0,146.91
702000,0.0602517127991,-0.029546,1446.67805746,-0.699776,702,611.5011696815491,0.0378285,2,0.0,1000.0,155.173
704000,0.052168905735,-0.0310505,1447.39101633,-0.697524,704,613.2654085159302,0.0344119,2,0.0,1000.0,147.076
706000,0.0810735225677,-0.0364019,1447.3374709,-0.726988,706,615.0468583106995,0.0346357,2,0.0,1000.0,153.578
708000,0.0882217288017,-0.0321565,1446.9786208,-0.712397,708,616.812992811203,0.0362696,2,0.0,1000.0,152.631
710000,0.144633829594,-0.0317964,1446.70504872,-0.685715,710,618.6085615158081,0.0586255,2,0.0,1000.0,147.406
712000,0.0861837863922,-0.0346524,1446.4653881,-0.726735,712,620.3751862049103,0.035148,2,0.0,1000.0,150.067
714000,0.45875364542,-0.0429821,1442.46558367,-0.718262,714,622.1570436954498,0.0599905,2,0.0,1000.0,145.94
716000,0.0365927219391,-0.0288045,1442.27541862,-0.697916,716,623.9141862392426,0.041387,2,0.0,1000.0,150.874
718000,0.0616810917854,-0.0290559,1442.52070656,-0.684455,718,625.7034368515015,0.0446762,2,0.0,1000.0,147.58
720000,0.0518414974213,-0.0321398,1442.34904737,-0.693171,720,627.4696640968323,0.0407648,2,0.0,1000.0,153.583
722000,0.0591428279877,-0.0247838,1441.95297332,-0.692439,722,629.234915971756,0.0458349,2,0.0,1000.0,154.348
724000,0.0844040513039,-0.034248,1442.39002744,-0.654436,724,631.001226902008,0.0250656,2,0.0,1000.0,158.919
727000,0.067151427269,-0.0304405,1443.76826003,-0.667536,727,632.7808389663696,0.0428216,3,0.0,1000.0,198.548
729000,0.062188565731,-0.0299503,1444.19076515,-0.681915,729,634.5465352535248,0.0436097,2,0.0,1000.0,155.396
731000,0.127298116684,-0.0361299,1444.5641538,-0.680276,731,636.3285956382751,0.0387343,2,0.0,1000.0,155.833
733000,0.0850234627724,-0.0381014,1444.15677304,-0.68112,733,638.0949215888977,0.031551,2,0.0,1000.0,162.159
735000,0.0339753627777,-0.0345818,1444.5509386,-0.689973,735,639.8751938343048,0.0376543,2,0.0,1000.0,151.951
737000,0.0792086720467,-0.0327802,1444.63986885,-0.688842,737,641.6404242515564,0.0360127,2,0.0,1000.0,157.499
739000,0.0901151299477,-0.0312792,1445.23804771,-0.688368,739,643.4216208457947,0.0487293,2,0.0,1000.0,156.604
741000,0.0586991906166,-0.0316155,1446.07625581,-0.699985,741,645.1874432563782,0.0386787,2,0.0,1000.0,156.388
743000,0.0769909620285,-0.0257048,1445.5139832,-0.681742,743,646.96946144104,0.0417842,2,0.0,1000.0,163.918
745000,0.0667578577995,-0.0342248,1445.29694514,-0.704536,745,648.7499747276306,0.0338355,2,0.0,1000.0,160.847
747000,0.0437670350075,-0.00459494,1446.38887718,-0.710763,747,650.5170810222626,0.355208,2,0.0,1000.0,162.586
749000,0.0668939948082,-0.0346788,1446.80952722,-0.73305,749,652.3063673973083,0.0300135,2,0.0,1000.0,163.133
751000,0.0741644501686,-0.0328262,1448.33226169,-0.73065,751,654.09339427948,0.0307699,2,0.0,1000.0,156.247
753000,0.0723794102669,-0.030318,1449.55535793,-0.725468,753,655.8749969005585,0.0395418,2,0.0,1000.0,164.351
755000,0.0771931409836,-0.03165,1450.60513527,-0.703431,755,657.6569166183472,0.0283881,2,0.0,1000.0,162.8
757000,0.0859261155128,-0.0318268,1451.42158229,-0.704674,757,659.4221858978271,0.0410068,2,0.0,1000.0,164.45
759000,0.0602949857712,-0.023968,1450.69009793,-0.69933,759,661.2027788162231,0.0636255,2,0.0,1000.0,159.696
761000,0.0844326615334,-0.0297864,1451.00845563,-0.683861,761,662.984790802002,0.0348039,2,0.0,1000.0,164.392
763000,0.127152740955,-0.0385183,1451.7390672,-0.689392,763,664.765308380127,0.028746,2,0.0,1000.0,163.158
765000,0.088790178299,-0.034227,1453.10490778,-0.681416,765,666.5475311279297,0.0380616,2,0.0,1000.0,164.784
768000,0.00174593925476,-0.034946,1454.28007616,-0.673457,768,668.312796831131,0.0369018,3,0.0,1000.0,231.977
770000,0.0594019889832,-0.0311612,1454.46691183,-0.672655,770,670.079295873642,0.0389388,2,0.0,1000.0,159.512
772000,0.0581745505333,-0.0339306,1455.25643316,-0.704196,772,671.8594079017639,0.0294629,2,0.0,1000.0,159.334
774000,0.0788744091988,-0.0358569,1457.27034776,-0.717308,774,673.6254456043243,0.0349405,2,0.0,1000.0,160.694
776000,0.0509163737297,-0.0202925,1458.2367337,-0.727932,776,675.4062802791595,0.0637809,2,0.0,1000.0,165.032
778000,0.0700237751007,-0.0245538,1459.62102529,-0.738457,778,677.1769304275513,0.0624676,2,0.0,1000.0,161.572
780000,0.0625937581062,-0.0290154,1461.87903671,-0.758747,780,678.9601883888245,0.0448215,2,0.0,1000.0,161.899
782000,0.0732183456421,-0.0350697,1462.46864362,-0.751017,782,680.7202024459839,0.034186,2,0.0,1000.0,167.143
784000,0.0429146289825,-0.0328282,1463.68913277,-0.753374,784,682.5004606246948,0.036316,2,0.0,1000.0,166.273
786000,0.0727545022964,-0.0317998,1465.43420043,-0.773395,786,684.2652370929718,0.045431,2,0.0,1000.0,155.926
788000,0.0394892096519,-0.0268669,1466.82497455,-0.791842,788,686.046756029129,0.0406589,2,0.0,1000.0,162.385
790000,0.349086523056,-0.0437027,1467.79253771,-0.783159,790,687.8283576965332,0.0892295,2,0.0,1000.0,163.638
792000,0.105015933514,-0.0394045,1466.56843337,-0.801943,792,689.6074566841125,0.0340585,2,0.0,1000.0,160.111
794000,0.105668544769,-0.0342956,1467.9279156,-0.834842,794,691.3757371902466,0.0341363,2,0.0,1000.0,153.178
796000,0.0882256627083,-0.0394229,1469.46763564,-0.855341,796,693.1418499946594,0.0326467,2,0.0,1000.0,161.083
798000,0.0928602814674,-0.030697,1470.22195371,-0.850178,798,694.9063913822174,0.0385246,2,0.0,1000.0,158.076
800000,0.0154518485069,-0.0379114,1471.40959551,-0.870459,800,696.6872866153717,0.0337888,2,0.0,1000.0,162.97
802000,0.0841319561005,-0.0356281,1471.42153183,-0.888023,802,698.4529185295105,0.0283606,2,0.0,1000.0,160.02
804000,0.0499603748322,-0.0302108,1472.31444307,-0.89657,804,700.2349166870117,0.0649654,2,0.0,1000.0,164.954
806000,0.05917096138,-0.0243651,1474.07779014,-0.8764,806,702.0155301094055,0.0544482,2,0.0,1000.0,158.456
808000,0.0789300203323,-0.0289864,1475.50440628,-0.876553,808,703.7808701992035,0.0432254,2,0.0,1000.0,169.74
811000,0.022952914238,-0.0351603,1479.0876835,-0.892881,811,705.5481684207916,0.0403446,3,0.0,1000.0,242.757
813000,0.0864813923836,-0.0326997,1481.68445887,-0.904608,813,707.3285830020905,0.0479255,2,0.0,1000.0,173.719
815000,0.0391848087311,-0.0360486,1485.56071901,-0.914488,815,709.1157939434052,0.0260406,2,0.0,1000.0,169.652
817000,0.0352295637131,-0.030184,1486.00560164,-0.932312,817,710.8910896778107,0.0409681,2,0.0,1000.0,163.531
819000,0.0935714840889,-0.0343194,1486.31965462,-0.946737,819,712.6717965602875,0.0383261,2,0.0,1000.0,168.221
821000,0.100842475891,-0.0347138,1487.44134839,-0.961235,821,714.4531841278076,0.0416737,2,0.0,1000.0,163.908
823000,0.0503256917,-0.0310484,1488.43353952,-0.990387,823,716.2196087837219,0.045938,2,0.0,1000.0,160.465
825000,0.0816672444344,-0.0324856,1488.49463821,-0.970207,825,718.0001447200775,0.0539908,2,0.0,1000.0,170.166
827000,0.470103085041,-0.0457348,1488.42644292,-0.951279,827,719.765487909317,0.162045,2,0.0,1000.0,166.225
829000,0.0555900335312,-0.0318249,1486.13359669,-0.971657,829,721.5248007774353,0.03712,2,0.0,1000.0,168.001
831000,0.0599967241287,-0.0328996,1486.59891838,-0.985765,831,723.312695980072,0.0383779,2,0.0,1000.0,159.358
833000,0.0869989991188,-0.028982,1487.37607303,-0.987322,833,725.0946836471558,0.0357292,2,0.0,1000.0,164.348
835000,0.110787272453,-0.0295318,1488.05072919,-0.967746,835,726.8593831062317,0.0453808,2,0.0,1000.0,168.014
837000,0.0768138170242,-0.0314667,1487.27229738,-0.984154,837,728.6402678489685,0.0391001,2,0.0,1000.0,169.781
839000,0.0926083922386,-0.0349142,1487.34259345,-0.972937,839,730.4069535732269,0.0279309,2,0.0,1000.0,167.475
841000,0.0771846175194,-0.0350399,1486.64149869,-0.985032,841,732.1728820800781,0.031657,2,0.0,1000.0,156.442
843000,0.048130273819,-0.0385152,1486.34701856,-1.00228,843,733.9527468681335,0.0298802,2,0.0,1000.0,164.513
845000,0.0881894230843,-0.0298624,1487.23253087,-1.03792,845,735.7352890968323,0.04729,2,0.0,1000.0,163.672
847000,0.0557084679604,-0.0344674,1486.33367628,-1.0485,847,737.5152599811554,0.0410534,2,0.0,1000.0,165.563
849000,0.0464351177216,-0.0280955,1487.05105606,-1.03544,849,739.2816867828369,0.0436689,2,0.0,1000.0,168.978
851000,0.0753661990166,-0.0290282,1486.02909102,-1.03612,851,741.0635805130005,0.0416142,2,0.0,1000.0,156.768
854000,0.0407383441925,-0.0317845,1485.58345261,-1.03012,854,742.8445205688477,0.0581484,3,0.0,1000.0,237.908
856000,0.384169876575,-0.047444,1483.57115824,-1.02979,856,744.6097211837769,0.180833,2,0.0,1000.0,164.041
858000,0.133599996567,-0.0352213,1484.56958408,-1.05073,858,746.3916399478912,0.0458629,2,0.0,1000.0,164.767
860000,0.0929883122444,-0.0366603,1485.43943888,-1.0816,860,748.1567227840424,0.0334926,2,0.0,1000.0,163.674
862000,0.0584381818771,-0.0356669,1485.171828,-1.12849,862,749.937712430954,0.042071,2,0.0,1000.0,163.719
864000,0.0382899045944,-0.032214,1485.67791658,-1.16299,864,751.7197368144989,0.0402778,2,0.0,1000.0,163.225
866000,0.0347443819046,-0.0329749,1486.50292726,-1.17349,866,753.4841420650482,0.039076,2,0.0,1000.0,167.155
868000,0.0616234540939,-0.0226367,1485.44985525,-1.206,868,755.2796778678894,0.0636502,2,0.0,1000.0,162.091
870000,0.0379579663277,-0.0290248,1485.16835438,-1.18052,870,757.0466649532318,0.0427647,2,0.0,1000.0,157.302
872000,0.0507493019104,-0.0286745,1486.22417001,-1.18977,872,758.829264163971,0.0483915,2,0.0,1000.0,168.937
874000,0.0513485074043,-0.0306112,1486.06465526,-1.18,874,760.610157251358,0.0474547,2,0.0,1000.0,169.087
876000,0.0478350520134,-0.0271453,1487.53038743,-1.17225,876,762.3754708766937,0.0511629,2,0.0,1000.0,163.988
878000,0.0237166881561,-0.0316006,1487.92996588,-1.18328,878,764.1565079689026,0.0392669,2,0.0,1000.0,167.138
880000,0.038509786129,-0.031768,1487.89300881,-1.19825,880,765.9383664131165,0.0546006,2,0.0,1000.0,163.48
882000,0.03477871418,-0.0343167,1488.70810369,-1.24338,882,767.702929019928,0.0306126,2,0.0,1000.0,168.227
884000,0.0531052947044,-0.0364541,1489.14933874,-1.24445,884,769.4844064712524,0.0276451,2,0.0,1000.0,170.661
886000,0.0541050434113,-0.0329869,1489.57236695,-1.23065,886,771.2499897480011,0.0413906,2,0.0,1000.0,166.377
888000,0.0798953771591,-0.0304364,1489.95629796,-1.20998,888,773.0377106666565,0.0366712,2,0.0,1000.0,164.718
890000,0.0771890282631,-0.0341557,1490.71036383,-1.21818,890,774.8127753734589,0.0506416,2,0.0,1000.0,168.748
892000,0.0695548057556,-0.032645,1493.32513341,-1.22256,892,776.5806918144226,0.0289465,2,0.0,1000.0,170.899
894000,0.0331584215164,-0.0345592,1493.86144383,-1.24355,894,778.343727350235,0.0420158,2,0.0,1000.0,164.492
897000,0.0313711762428,-0.0375035,1493.18830463,-1.25111,897,780.1265499591827,0.0397641,3,0.0,1000.0,247.7
899000,0.0111126899719,-0.0300075,1493.52331567,-1.24499,899,781.9378392696381,0.0466825,2,0.0,1000.0,163.53
