loss_vf_loss,loss_kl,EpThisIter,EpisodesSoFar,EpLenMean,TimeElapsed,loss_ent,loss_pol_surr,loss_pol_entpen,ev_tdlam_before,EpRewMean,TimestepsSoFar
34.9614,0.0161942,2,106,1000.0,94.29648852348328,5.53171,-0.0630333,0.0,0.849406436086,-238.846666872,106000
47.6661,0.0158637,2,108,1000.0,96.10968112945557,5.48419,-0.0612729,0.0,0.442756652832,-221.758309517,108000
43.0625,0.0179643,2,110,1000.0,97.89124155044556,5.45271,-0.0658707,0.0,0.850726827979,-204.590503626,110000
38.9643,0.0149752,2,112,1000.0,99.7034478187561,5.3915,-0.0642084,0.0,0.889995254576,-194.102136349,112000
41.6019,0.0159062,2,114,1000.0,101.4846727848053,5.34911,-0.0596078,0.0,0.868722766638,-182.587037472,114000
37.1652,0.017042,2,116,1000.0,103.28118538856506,5.32917,-0.0661181,0.0,0.886638596654,-164.743642822,116000
27.5934,0.0153398,2,118,1000.0,105.07884407043457,5.27603,-0.0649078,0.0,0.95117521286,-157.851721845,118000
39.278,0.0139697,2,120,1000.0,106.87517285346985,5.23787,-0.0634008,0.0,0.288474142551,-142.205722044,120000
28.1779,0.0165504,2,122,1000.0,108.67216420173645,5.17672,-0.0673048,0.0,0.940042782575,-131.678215585,122000
38.2306,0.0183568,2,124,1000.0,110.46892762184143,5.12506,-0.064676,0.0,0.947191033512,-115.963141078,124000
57.409,0.0154353,2,126,1000.0,112.2928295135498,5.06071,-0.0646721,0.0,0.679244637489,-103.246030351,126000
71.2133,0.0178328,3,129,1000.0,114.12214469909668,5.01118,-0.062472,0.0,0.407594740391,-75.4958245926,129000
74.7555,0.0174867,2,131,1000.0,115.92171859741211,4.95624,-0.069893,0.0,0.51252925396,-63.3909717194,131000
90.8392,0.0152462,2,133,1000.0,117.71963000297546,4.92011,-0.0651079,0.0,0.461268365383,-46.3673737106,133000
75.8329,0.01486,2,135,1000.0,119.51109147071838,4.8788,-0.0666603,0.0,0.455562233925,-26.6274053084,135000
53.5997,0.0192733,2,137,1000.0,121.31266021728516,4.85382,-0.0630706,0.0,0.885367922485,-10.1298445255,137000
63.731,0.0179674,2,139,1000.0,123.10943388938904,4.84243,-0.0640389,0.0,0.347558259964,10.1286130428,139000
55.0199,0.017157,2,141,1000.0,124.90610122680664,4.8143,-0.061183,0.0,0.95884713158,22.6002845481,141000
64.4904,0.0155743,2,143,1000.0,126.70285725593567,4.823,-0.0609891,0.0,0.391720950603,42.2336580504,143000
61.8845,0.0153056,2,145,1000.0,128.48485898971558,4.79491,-0.0661634,0.0,0.89111032337,58.8587118438,145000
81.3749,0.017288,2,147,1000.0,130.2667076587677,4.72934,-0.0656694,0.0,0.881915293634,74.412419026,147000
49.2166,0.0142173,2,149,1000.0,132.0782392024994,4.68632,-0.063437,0.0,0.955245587975,87.8711582933,149000
71.192,0.0152322,2,151,1000.0,133.87456941604614,4.67252,-0.0639934,0.0,0.34597992897,108.050079213,151000
89.4417,0.016585,2,153,1000.0,135.67246747016907,4.61625,-0.0645456,0.0,0.416881501675,124.899747114,153000
79.2875,0.0178107,2,155,1000.0,137.46836495399475,4.54715,-0.0658088,0.0,0.334551334381,144.499182875,155000
54.2043,0.019201,2,157,1000.0,139.26550006866455,4.53437,-0.0638136,0.0,0.963005196303,157.241202186,157000
78.6516,0.0192304,2,159,1000.0,141.06206464767456,4.49736,-0.0633185,0.0,0.896594330668,173.602350713,159000
73.6269,0.0173649,2,161,1000.0,142.859121799469,4.45506,-0.0607504,0.0,0.284470021725,194.603709601,161000
100.991,0.015326,2,163,1000.0,144.65593695640564,4.46881,-0.0694703,0.0,0.774431675673,216.202143369,163000
74.2855,0.0170007,2,165,1000.0,146.4528365135193,4.44511,-0.0662853,0.0,0.771825924516,224.736780019,165000
103.292,0.0165794,2,167,1000.0,148.2505238056183,4.40251,-0.0643613,0.0,0.396670818329,241.190005987,167000
103.241,0.0156683,2,169,1000.0,150.04713249206543,4.38319,-0.0606583,0.0,0.36337518692,259.498696397,169000
92.1268,0.0183563,3,172,1000.0,151.84348034858704,4.37265,-0.0625975,0.0,0.927755914629,285.780573684,172000
104.39,0.0189967,2,174,1000.0,153.64106369018555,4.33449,-0.0625363,0.0,0.405100464821,308.961004014,174000
85.9015,0.0171793,2,176,1000.0,155.43789672851562,4.30144,-0.068454,0.0,0.799264699221,323.294113147,176000
103.525,0.0182215,2,178,1000.0,157.21900033950806,4.31216,-0.0638527,0.0,0.321319878101,341.191147063,178000
86.4381,0.0195118,2,180,1000.0,159.00086188316345,4.25372,-0.0617028,0.0,0.323426663876,362.907472661,180000
59.9489,0.0174858,2,182,1000.0,160.8122103214264,4.20247,-0.0646149,0.0,0.970749616623,375.622002093,182000
90.4038,0.0185384,2,184,1000.0,162.59412670135498,4.2086,-0.0588559,0.0,0.30656182766,392.71469575,184000
74.4604,0.0192723,2,186,1000.0,164.4072937965393,4.18751,-0.061159,0.0,0.967349726707,403.035878698,186000
102.718,0.0185598,2,188,1000.0,166.18720269203186,4.15701,-0.0598143,0.0,0.314397752285,421.937889012,188000
97.1921,0.0176667,2,190,1000.0,167.98517727851868,4.13365,-0.05907,0.0,0.2044018507,440.106083141,190000
103.417,0.021222,2,192,1000.0,169.7813458442688,4.14594,-0.0582862,0.0,0.307408034801,459.724895905,192000
108.153,0.0190712,2,194,1000.0,171.61700892448425,4.0983,-0.0627106,0.0,0.300760746002,477.77546505,194000
118.214,0.0216785,2,196,1000.0,173.39207482337952,4.08274,-0.0612051,0.0,0.343219459057,499.372481718,196000
120.615,0.0196389,2,198,1000.0,175.18724608421326,4.05744,-0.0616728,0.0,0.484823763371,516.654819287,198000
124.637,0.0187241,2,200,1000.0,176.98484086990356,4.01598,-0.0665255,0.0,0.418447494507,532.490180999,200000
133.585,0.0219155,2,202,1000.0,178.78151845932007,3.99152,-0.0663008,0.0,0.396461129189,550.049962257,202000
126.241,0.0188259,2,204,1000.0,180.57765674591064,3.963,-0.0609194,0.0,0.204761564732,573.47596751,204000
124.73,0.0218511,2,206,1000.0,182.3605980873108,3.99571,-0.0569513,0.0,0.388030648232,593.540352002,206000
135.801,0.0206643,2,208,1000.0,184.1569540500641,3.97508,-0.0611911,0.0,0.300107419491,611.234793827,208000
105.179,0.0185436,2,210,1000.0,185.96982717514038,3.93774,-0.0628567,0.0,0.964000273496,619.490728497,210000
140.236,0.0198659,2,212,1000.0,187.75035095214844,3.90261,-0.0598023,0.0,0.339879453182,643.19744743,212000
170.329,0.0197519,3,215,1000.0,189.54738569259644,3.88054,-0.0612098,0.0,0.228995740414,673.790632736,215000
152.156,0.0192044,2,217,1000.0,191.34395217895508,3.85177,-0.0585275,0.0,0.325173318386,694.516645233,217000
154.924,0.0185379,2,219,1000.0,193.14065551757812,3.8078,-0.0586412,0.0,0.303878724575,715.199386247,219000
104.217,0.0224856,2,221,1000.0,194.93809056282043,3.76469,-0.0602294,0.0,0.972295781597,719.771183609,221000
97.0785,0.0202216,2,223,1000.0,196.73543787002563,3.70602,-0.0764201,0.0,0.949803750962,733.313861298,223000
127.889,0.0209779,2,225,1000.0,198.516366481781,3.67518,-0.0617845,0.0,0.961291499436,745.396637281,225000
139.537,0.0227379,2,227,1000.0,200.32852482795715,3.62872,-0.0643782,0.0,0.441848278046,759.806716309,227000
172.642,0.0201678,2,229,1000.0,202.10965061187744,3.60725,-0.060976,0.0,0.348182201385,774.724550091,229000
148.24,0.0187649,2,231,1000.0,203.9064586162567,3.54518,-0.0615082,0.0,0.388243019581,794.905926414,231000
138.416,0.0208405,2,233,1000.0,205.70291590690613,3.52009,-0.0701983,0.0,0.926840938628,798.026225897,233000
153.861,0.0222449,2,235,1000.0,207.50071382522583,3.51193,-0.0639715,0.0,0.281019508839,807.810553795,235000
169.898,0.0212305,2,237,1000.0,209.2973244190216,3.50609,-0.0597435,0.0,0.880585357547,822.138325991,237000
108.818,0.0209884,2,239,1000.0,211.1095495223999,3.45009,-0.0651112,0.0,0.961873114109,826.533257688,239000
157.087,0.0249,2,241,1000.0,212.89104914665222,3.42288,-0.0593508,0.0,0.310548067093,849.010100795,241000
174.952,0.0212057,2,243,1000.0,214.68746781349182,3.37512,-0.0645592,0.0,0.378524184227,863.391909479,243000
113.078,0.0240529,2,245,1000.0,216.48557209968567,3.35079,-0.0653145,0.0,0.953157264739,864.531777176,245000
159.239,0.0241635,2,247,1000.0,218.2822027206421,3.30355,-0.0594389,0.0,0.294584214687,883.732892457,247000
177.326,0.0195279,2,249,1000.0,220.07777094841003,3.24398,-0.062661,0.0,0.218438863754,903.113646886,249000
144.057,0.0223781,2,251,1000.0,221.8750958442688,3.24454,-0.0653591,0.0,0.933278925717,915.605936677,251000
123.053,0.0196446,2,253,1000.0,223.65604281425476,3.2404,-0.0630436,0.0,0.872195377946,924.780483325,253000
265.893,0.0249715,3,256,1000.0,225.4530062675476,3.20599,-0.0570492,0.0,0.305030167103,945.047553541,256000
184.941,0.0234318,2,258,1000.0,227.23408889770508,3.1965,-0.0585125,0.0,0.390389502048,963.850510277,258000
167.138,0.0266151,2,260,1000.0,229.03086280822754,3.16873,-0.0563341,0.0,0.328929007053,978.287468078,260000
139.181,0.0237584,2,262,1000.0,230.81302404403687,3.14229,-0.0659507,0.0,0.956247847527,976.64051768,262000
194.726,0.0173696,2,264,1000.0,232.6309142112732,3.13571,-0.0551288,0.0,0.274480044842,1000.48191774,264000
202.311,0.0261675,2,266,1000.0,234.406831741333,3.13425,-0.0609708,0.0,0.384283661842,1013.95124238,266000
213.672,0.0201309,2,268,1000.0,236.2189919948578,3.08246,-0.060755,0.0,0.380231022835,1026.96882776,268000
193.201,0.0222721,2,270,1000.0,237.9840066432953,3.0444,-0.0574009,0.0,0.320499956608,1037.95021158,270000
216.684,0.0298139,2,272,1000.0,239.78345394134521,3.01181,-0.0604227,0.0,0.314852952957,1054.4661671,272000
131.919,0.0233901,2,274,1000.0,241.5783257484436,2.97748,-0.0607336,0.0,0.966796696186,1052.66174148,274000
192.756,0.0226997,2,276,1000.0,243.39052820205688,2.96604,-0.054135,0.0,0.171597242355,1070.4468061,276000
171.524,0.0204238,2,278,1000.0,245.16218852996826,2.94498,-0.0615652,0.0,0.93901976198,1076.8276466,278000
215.654,0.0259815,2,280,1000.0,246.95350432395935,2.91256,-0.0637016,0.0,0.457349479198,1090.72801251,280000
189.507,0.0230009,2,282,1000.0,248.75034379959106,2.88307,-0.0567966,0.0,0.317399978638,1109.02197016,282000
218.876,0.0304894,2,284,1000.0,250.54697799682617,2.89212,-0.0523666,0.0,0.240309536457,1123.45720024,284000
231.476,0.0227517,2,286,1000.0,252.32806086540222,2.846,-0.0624473,0.0,0.344851613045,1140.18657494,286000
214.686,0.0202684,2,288,1000.0,254.12586331367493,2.81139,-0.0624401,0.0,0.383941173553,1152.71543544,288000
231.769,0.0253325,2,290,1000.0,255.92339158058167,2.80253,-0.0602155,0.0,0.27755010128,1164.26030875,290000
238.738,0.0229212,2,292,1000.0,257.71913957595825,2.78751,-0.0637751,0.0,0.345432519913,1172.00788335,292000
209.99,0.0204698,2,294,1000.0,259.5013792514801,2.77021,-0.0626689,0.0,0.444260001183,1181.90953178,294000
254.424,0.0235431,2,296,1000.0,261.31399059295654,2.77271,-0.0576181,0.0,0.278859913349,1191.92765407,296000
314.286,0.02946,3,299,1000.0,263.09497261047363,2.7156,-0.0559896,0.0,0.242437303066,1212.42570048,299000
255.803,0.0237898,2,301,1000.0,264.89168190956116,2.67595,-0.0639146,0.0,0.294655799866,1223.65689343,301000
226.998,0.0271513,2,303,1000.0,266.68780303001404,2.61759,-0.064816,0.0,0.389182507992,1233.51393908,303000
160.033,0.0236013,2,305,1000.0,268.4846291542053,2.61779,-0.0648023,0.0,0.963772494346,1220.77627691,305000
233.773,0.0250592,2,307,1000.0,270.2814824581146,2.60392,-0.0577891,0.0,0.274343490601,1231.58166093,307000
225.596,0.0223989,2,309,1000.0,272.07806181907654,2.56758,-0.0604322,0.0,0.276332259178,1240.31790617,309000
235.929,0.02755,2,311,1000.0,273.85916662216187,2.57312,-0.0636567,0.0,0.430844187737,1257.24707246,311000
243.321,0.0257965,2,313,1000.0,275.65675950050354,2.51083,-0.0617633,0.0,0.426642775536,1265.52606378,313000
170.508,0.0283656,2,315,1000.0,277.4536557197571,2.51134,-0.0685142,0.0,0.962528344244,1259.88785351,315000
229.061,0.023838,2,317,1000.0,279.2658751010895,2.46184,-0.0601596,0.0,0.277840852737,1268.57428415,317000
196.177,0.0291456,2,319,1000.0,281.0634367465973,2.4364,-0.0619326,0.0,0.948385823518,1273.65596468,319000
268.672,0.0254891,2,321,1000.0,282.8441174030304,2.40978,-0.0686609,0.0,0.425836741924,1291.32905311,321000
273.753,0.0318055,2,323,1000.0,284.64204621315,2.38812,-0.0601198,0.0,0.291130363941,1307.66613262,323000
140.073,0.0199499,2,325,1000.0,286.4375550746918,2.37617,-0.0606679,0.0,0.968505974859,1309.17134614,325000
234.397,0.0263011,2,327,1000.0,288.21947836875916,2.3607,-0.0666852,0.0,0.422300934792,1315.27446355,327000
280.092,0.0264416,2,329,1000.0,290.01575088500977,2.33913,-0.054984,0.0,0.219755530357,1327.33405256,329000
240.45,0.0246993,2,331,1000.0,291.81341218948364,2.27305,-0.058508,0.0,0.190063416958,1337.03165009,331000
238.637,0.0309122,2,333,1000.0,293.6102831363678,2.27081,-0.0482508,0.0,0.279720127583,1359.07348654,333000
245.166,0.0281218,2,335,1000.0,295.3915820121765,2.25453,-0.0647026,0.0,0.415663957596,1369.79091335,335000
260.224,0.027017,2,337,1000.0,297.18776082992554,2.22191,-0.0602722,0.0,0.246931970119,1380.23116641,337000
249.77,0.0242776,2,339,1000.0,298.98559284210205,2.14268,-0.061972,0.0,0.956170372665,1397.86738858,339000
270.334,0.0288396,3,342,1000.0,300.78210043907166,2.0976,-0.0614848,0.0,0.634918749332,1394.40575606,342000
261.451,0.0248108,2,344,1000.0,302.57810163497925,2.08442,-0.0558219,0.0,0.263311505318,1405.50484863,344000
261.78,0.0226652,2,346,1000.0,304.3756773471832,2.04953,-0.06002,0.0,0.221521437168,1425.10178626,346000
260.124,0.0253838,2,348,1000.0,306.1720383167267,2.02476,-0.0568599,0.0,0.218706905842,1431.51437786,348000
271.562,0.0260494,2,350,1000.0,307.9690763950348,1.98376,-0.0572852,0.0,0.258127450943,1440.00592613,350000
182.072,0.024577,2,352,1000.0,309.76692962646484,1.93463,-0.0639625,0.0,0.970390673727,1440.05990884,352000
273.83,0.0306589,2,354,1000.0,311.5624783039093,1.87137,-0.0544559,0.0,0.0806655883789,1448.46988872,354000
242.698,0.0263846,2,356,1000.0,313.3436782360077,1.84676,-0.0526367,0.0,0.221254229546,1455.91456044,356000
264.099,0.0304422,2,358,1000.0,315.1566710472107,1.8145,-0.0535821,0.0,0.146435439587,1464.43485645,358000
255.82,0.0279092,2,360,1000.0,316.9378616809845,1.80489,-0.0493905,0.0,0.181844234467,1471.54115205,360000
275.968,0.0258694,2,362,1000.0,318.7355351448059,1.77955,-0.0536964,0.0,0.167368590832,1493.00565006,362000
247.6,0.0305549,2,364,1000.0,320.515816450119,1.77543,-0.0477237,0.0,0.234372437,1500.02203398,364000
257.231,0.0278394,2,366,1000.0,322.3456873893738,1.76844,-0.0562093,0.0,0.253216803074,1509.68764161,366000
222.462,0.0297736,2,368,1000.0,324.1415753364563,1.73362,-0.0674986,0.0,0.865695953369,1512.42672457,368000
271.171,0.0231342,2,370,1000.0,325.9311833381653,1.69478,-0.0539721,0.0,0.256923854351,1524.26470973,370000
304.383,0.0261081,2,372,1000.0,327.71929121017456,1.66788,-0.0604362,0.0,0.163621246815,1531.7664686,372000
293.593,0.0249429,2,374,1000.0,329.5161204338074,1.6427,-0.0558071,0.0,0.216980099678,1550.34233068,374000
279.802,0.0285834,2,376,1000.0,331.31259202957153,1.63271,-0.0583139,0.0,0.954225417227,1554.81301342,376000
169.786,0.0289322,2,378,1000.0,333.1102886199951,1.62294,-0.0616599,0.0,0.932978637516,1555.08337818,378000
286.773,0.0306474,2,380,1000.0,334.9068717956543,1.6151,-0.054508,0.0,0.273552775383,1562.50697154,380000
293.963,0.0387068,2,382,1000.0,336.7037703990936,1.56835,-0.0553229,0.0,0.197050750256,1571.81827413,382000
384.628,0.0286237,3,385,1000.0,338.5002963542938,1.51615,-0.0632187,0.0,0.319113433361,1577.22319857,385000
323.726,0.0280522,2,387,1000.0,340.2969763278961,1.46554,-0.062277,0.0,0.246894836426,1585.06651576,387000
282.931,0.029302,2,389,1000.0,342.0791449546814,1.44216,-0.0622158,0.0,0.235731959343,1590.38012173,389000
202.226,0.027116,2,391,1000.0,343.9062738418579,1.39829,-0.0558812,0.0,0.963550101966,1590.98203964,391000
307.47,0.0339337,2,393,1000.0,345.70464420318604,1.37781,-0.0544258,0.0,0.132221102715,1603.46039442,393000
290.902,0.0326798,2,395,1000.0,347.5004782676697,1.35226,-0.0556358,0.0,0.311376214027,1611.57969071,395000
304.083,0.0244167,2,397,1000.0,349.2819905281067,1.32378,-0.0599921,0.0,0.311783730984,1614.63833892,397000
180.91,0.0296155,2,399,1000.0,351.09459257125854,1.31484,-0.0663053,0.0,0.970911957324,1593.56945187,399000
285.379,0.0299373,2,401,1000.0,352.8919050693512,1.28347,-0.065611,0.0,0.394184470177,1599.42378506,401000
329.946,0.0280682,2,403,1000.0,354.7033178806305,1.2544,-0.0618308,0.0,0.245943784714,1609.9363913,403000
239.204,0.0282943,2,405,1000.0,356.4847662448883,1.2249,-0.0587987,0.0,0.942321762443,1630.14537233,405000
308.399,0.0316146,2,407,1000.0,358.297123670578,1.19624,-0.0646657,0.0,0.944214556366,1638.58167586,407000
155.545,0.0292593,2,409,1000.0,360.0940179824829,1.13115,-0.0630888,0.0,0.971805753186,1622.79092134,409000
329.438,0.0323113,2,411,1000.0,361.92171931266785,1.11183,-0.0692827,0.0,0.919893793762,1622.85520625,411000
362.948,0.0423003,2,413,1000.0,363.71985721588135,1.1161,-0.0567876,0.0,0.250104248524,1628.13867999,413000
390.456,0.0273141,2,415,1000.0,365.63169026374817,1.08183,-0.0612099,0.0,0.369542658329,1648.37770496,415000
312.508,0.028784,2,417,1000.0,367.4076232910156,1.06803,-0.0562592,0.0,0.279093444347,1658.42087929,417000
314.168,0.0295152,2,419,1000.0,369.2033727169037,1.06091,-0.0559943,0.0,0.282766699791,1670.25363039,419000
384.253,0.0309808,2,421,1000.0,371.00019335746765,1.06423,-0.0574606,0.0,0.951868511736,1680.86100204,421000
190.372,0.0330192,2,423,1000.0,372.81247758865356,1.01389,-0.0564221,0.0,0.917802125216,1673.96647958,423000
343.297,0.0408102,2,425,1000.0,374.6090350151062,0.998945,-0.0557961,0.0,0.211200833321,1695.54462083,425000
471.495,0.024538,3,428,1000.0,376.405885219574,0.999088,-0.0529542,0.0,0.183091044426,1710.94587126,428000
348.292,0.0290943,2,430,1000.0,378.2034077644348,0.983397,-0.0580429,0.0,0.194803118706,1713.49643847,430000
343.124,0.0297854,2,432,1000.0,379.9997742176056,0.982975,-0.0551431,0.0,0.17348086834,1719.82314359,432000
344.456,0.0350875,2,434,1000.0,381.7977600097656,0.978653,-0.0565535,0.0,0.205397367477,1721.02331245,434000
293.888,0.0272275,2,436,1000.0,383.58000087738037,0.968714,-0.0598663,0.0,0.261098921299,1723.7904557,436000
325.919,0.0299528,2,438,1000.0,385.3756194114685,0.903664,-0.0566013,0.0,0.144608736038,1731.63303649,438000
303.597,0.0415662,2,440,1000.0,387.17324924468994,0.883725,-0.0541135,0.0,0.322640120983,1750.03571834,440000
329.531,0.0250946,2,442,1000.0,388.9697940349579,0.84559,-0.059929,0.0,0.214955925941,1757.13251817,442000
349.469,0.0359795,2,444,1000.0,390.76594829559326,0.842365,-0.0547702,0.0,0.325536847115,1761.79681481,444000
354.01,0.0273782,2,446,1000.0,392.5531075000763,0.822529,-0.0589928,0.0,0.224099338055,1771.68223021,446000
339.735,0.0512192,2,448,1000.0,394.36043071746826,0.804219,-0.045104,0.0,0.190477848053,1780.16238294,448000
347.155,0.0305147,2,450,1000.0,396.1414420604706,0.771181,-0.0490836,0.0,0.227472782135,1786.24416442,450000
350.099,0.0308978,2,452,1000.0,397.95416808128357,0.760979,-0.0483844,0.0,0.138101875782,1808.07667208,452000
235.231,0.0342187,2,454,1000.0,399.7352876663208,0.745188,-0.056941,0.0,0.965897385031,1807.11560009,454000
371.435,0.0285238,2,456,1000.0,401.53130054473877,0.711245,-0.0501753,0.0,0.124077916145,1813.86470145,456000
379.917,0.0381172,2,458,1000.0,403.31227111816406,0.682674,-0.0498711,0.0,0.223492562771,1821.18034224,458000
332.643,0.0347624,2,460,1000.0,405.10976815223694,0.617977,-0.0543032,0.0,0.266599595547,1830.35865611,460000
381.781,0.0410095,2,462,1000.0,406.9059638977051,0.56764,-0.0491203,0.0,0.150665640831,1838.51132031,462000
249.004,0.0334728,2,464,1000.0,408.70345878601074,0.536405,-0.0554588,0.0,0.966877054423,1828.9701614,464000
380.489,0.0308098,2,466,1000.0,410.51606822013855,0.536982,-0.0531849,0.0,0.266735374928,1837.34487141,466000
