loss_vf_loss,loss_kl,EpThisIter,EpisodesSoFar,EpLenMean,TimeElapsed,loss_ent,loss_pol_surr,loss_pol_entpen,ev_tdlam_before,EpRewMean,TimestepsSoFar
394.789,0.0384037,2,468,1000.0,412.3425099849701,0.512404,-0.0488243,0.0,0.216089904308,1846.45738131,468000
508.506,0.03351,3,471,1000.0,414.1330909729004,0.47991,-0.0497916,0.0,0.126249492168,1858.32359137,471000
397.22,0.0383568,2,473,1000.0,415.92933416366577,0.448315,-0.0531983,0.0,0.256277024746,1863.98013665,473000
420.382,0.0309721,2,475,1000.0,417.71894240379333,0.457477,-0.0522582,0.0,0.247311592102,1874.58872783,475000
397.061,0.0280336,2,477,1000.0,419.51654624938965,0.459625,-0.0563671,0.0,0.315775156021,1899.67451535,477000
424.658,0.0352415,2,479,1000.0,421.29777669906616,0.427226,-0.0641629,0.0,0.486317038536,1901.02431779,479000
413.86,0.0317637,2,481,1000.0,423.11054396629333,0.42373,-0.0544452,0.0,0.279306530952,1905.377033,481000
411.625,0.0373135,2,483,1000.0,424.89047050476074,0.412098,-0.0530156,0.0,0.286867320538,1913.23796508,483000
462.497,0.0307055,2,485,1000.0,426.68773794174194,0.390132,-0.0608789,0.0,0.339629769325,1922.69438366,485000
423.732,0.0328076,2,487,1000.0,428.5148959159851,0.344425,-0.0630317,0.0,0.29567104578,1928.13973653,487000
350.818,0.0434426,2,489,1000.0,430.3135483264923,0.298822,-0.0540189,0.0,0.281855642796,1936.93091286,489000
407.103,0.0321784,2,491,1000.0,432.094678401947,0.253997,-0.0612078,0.0,0.293224513531,1956.00664821,491000
434.169,0.0399433,2,493,1000.0,433.8904073238373,0.22923,-0.0551402,0.0,0.271995186806,1957.4074964,493000
442.461,0.038194,2,495,1000.0,435.6877701282501,0.223258,-0.0505621,0.0,0.285932540894,1965.67895056,495000
413.337,0.0333849,2,497,1000.0,437.48534989356995,0.176786,-0.0488819,0.0,0.201133787632,1973.8487638,497000
450.679,0.0311145,2,499,1000.0,439.26528000831604,0.1959,-0.0500491,0.0,0.136501014233,2011.80018892,499000
430.473,0.0415967,2,501,1000.0,441.06285667419434,0.192825,-0.0421693,0.0,0.198310613632,2024.92895642,501000
444.502,0.0456969,2,503,1000.0,442.856703042984,0.160098,-0.0429937,0.0,0.173821270466,2031.09055083,503000
387.618,0.0397584,2,505,1000.0,444.65676259994507,0.151445,-0.0477822,0.0,0.273792922497,2046.42033336,505000
464.346,0.0430412,2,507,1000.0,446.4384009838104,0.135065,-0.0511311,0.0,0.234110116959,2055.84810968,507000
350.272,0.0324769,2,509,1000.0,448.23434925079346,0.109814,-0.0589138,0.0,0.324006259441,2085.85114587,509000
604.348,0.0329263,3,512,1000.0,450.03144550323486,0.0851879,-0.0522741,0.0,0.222452580929,2108.1127951,512000
452.088,0.0389088,2,514,1000.0,451.844703912735,0.0340391,-0.0521614,0.0,0.273441791534,2121.18813729,514000
331.525,0.0385836,2,516,1000.0,453.64203572273254,-0.000901341,-0.0637573,0.0,0.836531147361,2127.46195239,516000
462.209,0.0355304,2,518,1000.0,455.4378468990326,-0.00125587,-0.0541696,0.0,0.257611036301,2134.30975265,518000
292.675,0.0414126,2,520,1000.0,457.23469829559326,0.0101068,-0.059132,0.0,0.966097779572,2121.18479176,520000
520.849,0.0342822,2,522,1000.0,459.0318558216095,-0.00068593,-0.0576261,0.0,0.142183899879,2147.79435198,522000
444.691,0.0415732,2,524,1000.0,460.8285620212555,-0.0030582,-0.0491962,0.0,0.275054693222,2154.30678903,524000
388.372,0.0379719,2,526,1000.0,462.610356092453,-0.0472876,-0.0568451,0.0,0.852788150311,2157.404248,526000
450.336,0.039061,2,528,1000.0,464.4061508178711,-0.0642107,-0.0480711,0.0,0.240447103977,2164.12544003,528000
471.773,0.0326009,2,530,1000.0,466.2026948928833,-0.0535893,-0.0546184,0.0,0.20096039772,2175.59519874,530000
501.234,0.0337094,2,532,1000.0,468.0002419948578,-0.0566814,-0.0537515,0.0,0.320184707642,2187.72190658,532000
499.82,0.0307032,2,534,1000.0,469.78155064582825,-0.0747548,-0.0497507,0.0,0.205561220646,2199.15673655,534000
537.401,0.0316963,2,536,1000.0,471.57803106307983,-0.106944,-0.0525809,0.0,0.293048620224,2211.93955127,536000
437.665,0.030731,2,538,1000.0,473.3746449947357,-0.121677,-0.0496217,0.0,0.259721040726,2222.15538172,538000
515.235,0.0343023,2,540,1000.0,475.1718039512634,-0.121124,-0.0556449,0.0,0.136669158936,2234.39316991,540000
495.465,0.0362352,2,542,1000.0,476.96003580093384,-0.150237,-0.0410906,0.0,0.0934660434723,2243.88075668,542000
487.562,0.0367982,2,544,1000.0,478.7503445148468,-0.190755,-0.0432434,0.0,0.157689630985,2252.06688112,544000
504.533,0.0554841,2,546,1000.0,480.5523500442505,-0.216884,-0.0401001,0.0,0.204503178596,2258.86895404,546000
502.849,0.0456194,2,548,1000.0,482.3451976776123,-0.239542,-0.0527045,0.0,0.243661165237,2266.1158826,548000
510.724,0.036433,2,550,1000.0,484.1251151561737,-0.27194,-0.0496936,0.0,0.230646133423,2274.27075772,550000
497.097,0.0419104,2,552,1000.0,485.9224417209625,-0.282291,-0.0453298,0.0,0.287504255772,2281.8760225,552000
724.395,0.033192,3,555,1000.0,487.7190101146698,-0.262886,-0.0551536,0.0,0.277929127216,2305.86143066,555000
521.294,0.0345023,2,557,1000.0,489.5168399810791,-0.263667,-0.0543669,0.0,0.313897788525,2312.63082469,557000
547.352,0.04552,2,559,1000.0,491.2967948913574,-0.269655,-0.0488045,0.0,0.254087209702,2322.54584418,559000
499.827,0.0383904,2,561,1000.0,493.0934839248657,-0.262707,-0.0477567,0.0,0.127175986767,2328.79466106,561000
490.006,0.0405918,2,563,1000.0,494.892032623291,-0.28354,-0.0488985,0.0,0.28380382061,2334.77461794,563000
522.146,0.046262,2,565,1000.0,496.67181611061096,-0.312333,-0.0479616,0.0,0.253120541573,2358.3182735,565000
538.532,0.0371128,2,567,1000.0,498.45397996902466,-0.318754,-0.0491558,0.0,0.209629416466,2364.77869883,567000
508.668,0.0496309,2,569,1000.0,500.2505576610565,-0.335335,-0.0530241,0.0,0.3551466465,2374.412487,569000
501.775,0.033174,2,571,1000.0,502.03223156929016,-0.321139,-0.0557618,0.0,0.335705459118,2373.28849749,571000
572.679,0.0418417,2,573,1000.0,503.81284260749817,-0.305964,-0.0487223,0.0,0.216472685337,2385.39434324,573000
564.25,0.0330348,2,575,1000.0,505.59559631347656,-0.326495,-0.0551172,0.0,0.273778498173,2391.17527507,575000
553.769,0.0380408,2,577,1000.0,507.3907821178436,-0.366951,-0.0491361,0.0,0.160012900829,2394.70193599,577000
381.4,0.0407007,2,579,1000.0,509.18822741508484,-0.367273,-0.0565469,0.0,0.335759580135,2407.54390514,579000
522.27,0.0352682,2,581,1000.0,510.96889758110046,-0.374999,-0.0598544,0.0,0.290007770061,2415.75050548,581000
546.038,0.0365876,2,583,1000.0,512.7499051094055,-0.400699,-0.0575902,0.0,0.301169633865,2424.25343077,583000
551.574,0.036908,2,585,1000.0,514.5471377372742,-0.439211,-0.0553911,0.0,0.222177326679,2430.86376364,585000
567.656,0.0485782,2,587,1000.0,516.3291895389557,-0.470855,-0.0428238,0.0,0.204557418823,2440.58398722,587000
553.743,0.0419566,2,589,1000.0,518.1246950626373,-0.476234,-0.0472533,0.0,0.276430785656,2448.05514997,589000
510.278,0.0360079,2,591,1000.0,519.9066371917725,-0.49114,-0.047818,0.0,0.217501759529,2450.6238262,591000
534.961,0.0450074,2,593,1000.0,521.7032809257507,-0.511234,-0.0507858,0.0,0.22590047121,2460.23079168,593000
517.572,0.0314462,2,595,1000.0,523.4845361709595,-0.541151,-0.0539988,0.0,0.202687263489,2466.0565419,595000
763.121,0.0375187,3,598,1000.0,525.2807989120483,-0.532708,-0.0510919,0.0,0.189768016338,2474.91571772,598000
520.39,0.0377218,2,600,1000.0,527.0785548686981,-0.532219,-0.0527676,0.0,0.282974600792,2477.1224541,600000
552.251,0.0360033,2,602,1000.0,528.8618986606598,-0.55179,-0.0481365,0.0,0.175240516663,2481.12673143,602000
533.765,0.0344059,2,604,1000.0,530.6560280323029,-0.556833,-0.0496332,0.0,0.238340556622,2487.24689306,604000
596.427,0.0470657,2,606,1000.0,532.4535744190216,-0.568085,-0.046199,0.0,0.212750911713,2494.82006572,606000
544.839,0.0359883,2,608,1000.0,534.2451424598694,-0.592198,-0.049768,0.0,0.236931860447,2499.54911374,608000
423.092,0.0389846,2,610,1000.0,536.0312132835388,-0.633799,-0.059813,0.0,0.842706277966,2510.31714491,610000
602.924,0.0438606,2,612,1000.0,537.8290636539459,-0.677668,-0.0505268,0.0,0.141571342945,2515.91858355,612000
556.324,0.0479378,2,614,1000.0,539.6261930465698,-0.6998,-0.0465926,0.0,0.201044023037,2521.3999911,614000
568.891,0.0370568,2,616,1000.0,541.4063947200775,-0.702946,-0.0494336,0.0,0.244494318962,2526.90634745,616000
620.586,0.0446772,2,618,1000.0,543.2032198905945,-0.709794,-0.0470078,0.0,0.206606268883,2533.13522264,618000
575.513,0.0431552,2,620,1000.0,544.9843420982361,-0.679168,-0.0486798,0.0,0.283455431461,2556.13800618,620000
475.547,0.0403358,2,622,1000.0,546.7814455032349,-0.697731,-0.0578947,0.0,0.386641144753,2559.85206563,622000
555.024,0.0383436,2,624,1000.0,548.5579254627228,-0.700937,-0.0554819,0.0,0.32178068161,2569.61859215,624000
418.121,0.0441056,2,626,1000.0,550.359512090683,-0.686199,-0.0491827,0.0,0.967861033976,2561.55349622,626000
597.27,0.0395433,2,628,1000.0,552.1571190357208,-0.690157,-0.0446532,0.0,0.186497151852,2566.33885199,628000
583.471,0.044897,2,630,1000.0,553.9527983665466,-0.72489,-0.0519716,0.0,0.268108427525,2573.603401,630000
589.011,0.0595378,2,632,1000.0,555.7354364395142,-0.701704,-0.0416368,0.0,0.179378628731,2572.11897929,632000
600.251,0.0429728,2,634,1000.0,557.5313234329224,-0.693741,-0.0442228,0.0,0.232537508011,2581.30991222,634000
630.663,0.0380704,2,636,1000.0,559.3125114440918,-0.70165,-0.0513464,0.0,0.253177821636,2584.07617212,636000
608.064,0.0463864,2,638,1000.0,561.110107421875,-0.74483,-0.0473889,0.0,0.20894408226,2588.52221132,638000
812.232,0.0564918,3,641,1000.0,562.8908512592316,-0.746374,-0.0413057,0.0,0.185501754284,2594.00265256,641000
542.909,0.0371879,2,643,1000.0,564.7041983604431,-0.751487,-0.0512937,0.0,0.288585245609,2597.36762516,643000
541.904,0.0428764,2,645,1000.0,566.4854774475098,-0.7616,-0.0509811,0.0,0.332160353661,2602.07956836,645000
635.64,0.0499534,2,647,1000.0,568.2830231189728,-0.769241,-0.0535275,0.0,0.152231156826,2606.70036721,647000
619.803,0.0369852,2,649,1000.0,570.0777966976166,-0.811154,-0.0581633,0.0,0.326515257359,2611.96371569,649000
561.064,0.0400226,2,651,1000.0,571.8753638267517,-0.829365,-0.0513272,0.0,0.301389813423,2616.54409655,651000
635.424,0.0463493,2,653,1000.0,573.6561605930328,-0.844136,-0.0488189,0.0,0.176661670208,2621.13245121,653000
615.827,0.0413322,2,655,1000.0,575.4526884555817,-0.88204,-0.0489495,0.0,0.192029178143,2625.14026504,655000
553.048,0.0360188,2,657,1000.0,577.2357873916626,-0.887785,-0.0476876,0.0,0.329549252987,2630.61144521,657000
644.674,0.0501081,2,659,1000.0,579.0313746929169,-0.886358,-0.0468145,0.0,0.333592414856,2634.4691479,659000
618.386,0.0434898,2,661,1000.0,580.8291203975677,-0.912306,-0.051376,0.0,0.339356720448,2639.63421993,661000
652.199,0.0989352,2,663,1000.0,582.6286401748657,-0.900669,-0.0314431,0.0,0.270954549313,2644.70660903,663000
419.979,0.0419906,2,665,1000.0,584.4059896469116,-0.913985,-0.057977,0.0,0.492797076702,2651.13856645,665000
716.003,0.0441613,2,667,1000.0,586.2037823200226,-0.966537,-0.0523688,0.0,0.324554502964,2660.56448324,667000
604.568,0.0416346,2,669,1000.0,588.0003037452698,-0.986038,-0.0524914,0.0,0.3088504076,2660.41193019,669000
613.695,0.0421276,2,671,1000.0,589.7965176105499,-0.998564,-0.0556481,0.0,0.278445959091,2668.47175856,671000
622.373,0.0426382,2,673,1000.0,591.5777883529663,-1.01483,-0.0559159,0.0,0.242304503918,2670.87556829,673000
595.966,0.04111,2,675,1000.0,593.3919322490692,-1.05712,-0.049415,0.0,0.31700104475,2676.32317996,675000
608.754,0.0443764,2,677,1000.0,595.1719346046448,-1.09074,-0.0537545,0.0,0.251802742481,2682.81039701,677000
637.807,0.0393643,2,679,1000.0,596.9689934253693,-1.08304,-0.0539613,0.0,0.316233754158,2682.91254471,679000
627.228,0.043335,2,681,1000.0,598.7580440044403,-1.07424,-0.0460691,0.0,0.132384598255,2687.58734043,681000
831.591,0.0388104,3,684,1000.0,600.5633041858673,-1.12664,-0.0522008,0.0,0.134591519833,2698.88118782,684000
631.907,0.0385533,2,686,1000.0,602.3597896099091,-1.13602,-0.0487815,0.0,0.155582904816,2705.15560802,686000
598.987,0.0347915,2,688,1000.0,604.156352519989,-1.15295,-0.0513275,0.0,0.228044688702,2709.80189671,688000
628.037,0.0540128,2,690,1000.0,605.952644109726,-1.1529,-0.0387802,0.0,0.153692960739,2711.40568017,690000
614.174,0.0378687,2,692,1000.0,607.7504513263702,-1.19875,-0.0472465,0.0,0.265187680721,2714.97051107,692000
626.335,0.0434106,2,694,1000.0,609.5465488433838,-1.20438,-0.0525917,0.0,0.308646023273,2717.76534272,694000
642.317,0.0377546,2,696,1000.0,611.3435530662537,-1.23407,-0.0511966,0.0,0.244184792042,2723.2007501,696000
605.292,0.0357752,2,698,1000.0,613.1257076263428,-1.2165,-0.0506838,0.0,0.206540048122,2727.39178011,698000
664.158,0.0389954,2,700,1000.0,614.9217255115509,-1.22567,-0.0647206,0.0,0.690966695547,2729.08886263,700000
283.933,0.0531737,2,702,1000.0,616.7202525138855,-1.22525,-0.053425,0.0,0.980031723157,2709.78788879,702000
618.237,0.0567178,2,704,1000.0,618.5159142017365,-1.24074,-0.0554592,0.0,0.345483899117,2711.07210783,704000
641.75,0.043249,2,706,1000.0,620.2976281642914,-1.26667,-0.0459759,0.0,0.201080024242,2714.71195337,706000
643.012,0.0399512,2,708,1000.0,622.1097438335419,-1.25859,-0.0585225,0.0,0.302120268345,2718.31430586,708000
644.149,0.0503698,2,710,1000.0,623.8917770385742,-1.27404,-0.0530768,0.0,0.267410933971,2716.23705879,710000
518.87,0.0436136,2,712,1000.0,625.6878156661987,-1.28804,-0.0496565,0.0,0.367576062679,2720.11481062,712000
649.859,0.0581797,2,714,1000.0,627.4697947502136,-1.3068,-0.0494149,0.0,0.271240115166,2725.30885978,714000
643.161,0.0436836,2,716,1000.0,629.2653839588165,-1.33121,-0.0535139,0.0,0.267556011677,2730.81814018,716000
689.472,0.0488965,2,718,1000.0,631.0627355575562,-1.33185,-0.046705,0.0,0.204733014107,2736.46766023,718000
685.765,0.0408859,2,720,1000.0,632.8436708450317,-1.33505,-0.052448,0.0,0.348763525486,2741.93394872,720000
641.115,0.0367868,2,722,1000.0,634.6408715248108,-1.3346,-0.0504191,0.0,0.25379627943,2745.88231637,722000
690.459,0.0431001,2,724,1000.0,636.4843602180481,-1.33794,-0.0531365,0.0,0.332564949989,2747.56161993,724000
868.231,0.0474403,3,727,1000.0,638.2654714584351,-1.29708,-0.0468285,0.0,0.248828589916,2775.80879428,727000
696.099,0.0443625,2,729,1000.0,640.0627899169922,-1.31852,-0.0430758,0.0,0.140917420387,2781.19639045,729000
709.293,0.0440152,2,731,1000.0,641.858984708786,-1.31383,-0.0470572,0.0,0.240054607391,2790.70160525,731000
718.474,0.0449211,2,733,1000.0,643.640969991684,-1.29931,-0.0459496,0.0,0.199843347073,2796.80067483,733000
661.178,0.0459764,2,735,1000.0,645.4388027191162,-1.32098,-0.0536901,0.0,0.274672031403,2800.22926342,735000
424.795,0.0328372,2,737,1000.0,647.2343280315399,-1.35196,-0.0575844,0.0,0.969654411077,2780.39066076,737000
683.923,0.0441971,2,739,1000.0,649.0154633522034,-1.38594,-0.0522258,0.0,0.298891544342,2787.53979521,739000
673.179,0.0568426,2,741,1000.0,650.81290102005,-1.43566,-0.0449246,0.0,0.307426869869,2796.91113689,741000
706.547,0.0510707,2,743,1000.0,652.6095967292786,-1.42808,-0.0455403,0.0,0.411035776138,2804.89902461,743000
766.594,0.056744,2,745,1000.0,654.3909006118774,-1.46544,-0.0540682,0.0,0.33727657795,2807.17570978,745000
721.478,0.0449205,2,747,1000.0,656.1873753070831,-1.47824,-0.0584803,0.0,0.365732192993,2814.80549912,747000
771.651,0.0438228,2,749,1000.0,657.9853847026825,-1.4679,-0.0548001,0.0,0.265469074249,2819.93350844,749000
673.72,0.0424257,2,751,1000.0,659.7730720043182,-1.46751,-0.0497744,0.0,0.290314495564,2824.53378763,751000
741.76,0.0556184,2,753,1000.0,661.5639429092407,-1.48483,-0.0523378,0.0,0.16086101532,2825.66089931,753000
810.955,0.0500479,2,755,1000.0,663.3754093647003,-1.49001,-0.0490909,0.0,0.93384937197,2830.09994478,755000
391.444,0.0409814,2,757,1000.0,665.156364440918,-1.53924,-0.0535338,0.0,0.960455343127,2811.97756249,757000
664.726,0.0368005,2,759,1000.0,666.9530477523804,-1.55079,-0.0482881,0.0,0.20720243454,2813.32359117,759000
712.529,0.0415276,2,761,1000.0,668.7508382797241,-1.55851,-0.0467102,0.0,0.145021259785,2819.57999693,761000
711.122,0.0456954,2,763,1000.0,670.530853509903,-1.56789,-0.0433453,0.0,0.113887667656,2825.77258219,763000
687.546,0.0369226,2,765,1000.0,672.3450000286102,-1.56896,-0.051995,0.0,0.233746528625,2831.11855114,765000
1015.79,0.0511678,3,768,1000.0,674.156242609024,-1.54424,-0.0388352,0.0,0.0826212763786,2838.5688961,768000
674.834,0.0401547,2,770,1000.0,675.9376466274261,-1.55433,-0.0422188,0.0,0.204979419708,2849.21388289,770000
684.923,0.0494681,2,772,1000.0,677.7344958782196,-1.56969,-0.0478867,0.0,0.212760448456,2853.46216643,772000
736.648,0.0392398,2,774,1000.0,679.516713142395,-1.58175,-0.0505398,0.0,0.103066980839,2859.27428239,774000
735.765,0.0469032,2,776,1000.0,681.2972962856293,-1.57702,-0.0423856,0.0,0.135998368263,2865.11681985,776000
741.857,0.0430856,2,778,1000.0,683.0789532661438,-1.54549,-0.0489434,0.0,0.231630504131,2868.8965204,778000
701.103,0.0475063,2,780,1000.0,684.8753943443298,-1.52947,-0.0467115,0.0,0.213484048843,2874.58196709,780000
703.799,0.0511343,2,782,1000.0,686.6717417240143,-1.51258,-0.0434534,0.0,0.194723844528,2877.75474244,782000
748.117,0.0435523,2,784,1000.0,688.4689917564392,-1.5152,-0.0511587,0.0,0.936030901968,2878.7988478,784000
371.987,0.0424523,2,786,1000.0,690.2661066055298,-1.55643,-0.0528085,0.0,0.980022234842,2846.6633405,786000
704.756,0.0562613,2,788,1000.0,692.0628023147583,-1.60933,-0.0496835,0.0,0.189676880836,2852.8751649,788000
711.855,0.0403469,2,790,1000.0,693.8444283008575,-1.62066,-0.0526786,0.0,0.287526071072,2857.70787971,790000
804.007,0.0503363,2,792,1000.0,695.6419503688812,-1.6032,-0.0484375,0.0,0.226521670818,2865.64660402,792000
740.301,0.0560575,2,794,1000.0,697.4221351146698,-1.63749,-0.0487233,0.0,0.345183551311,2871.90768317,794000
690.571,0.048254,2,796,1000.0,699.2190849781036,-1.6365,-0.0562471,0.0,0.343270540237,2872.72605012,796000
769.872,0.0417008,2,798,1000.0,701.0003626346588,-1.63621,-0.0502241,0.0,0.189846098423,2879.77047611,798000
736.112,0.0544535,2,800,1000.0,702.7964589595795,-1.66381,-0.0460382,0.0,0.317484140396,2890.27534265,800000
807.921,0.0457925,2,802,1000.0,704.5793902873993,-1.66634,-0.0507552,0.0,0.345633327961,2920.5651638,802000
723.449,0.0436519,2,804,1000.0,706.37477684021,-1.65904,-0.0525346,0.0,0.333750903606,2931.48939607,804000
793.357,0.0469783,2,806,1000.0,708.157644033432,-1.69056,-0.0540119,0.0,0.420549452305,2929.95947186,806000
676.344,0.0358172,2,808,1000.0,709.953978061676,-1.71626,-0.0556653,0.0,0.439513802528,2938.4812325,808000
1124.83,0.0477891,3,811,1000.0,711.7507719993591,-1.71029,-0.0578387,0.0,0.289669513702,2945.87732798,811000
477.409,0.0382806,2,813,1000.0,713.60325050354,-1.71451,-0.0491383,0.0,0.978873131797,2912.52864254,813000
839.793,0.0416626,2,815,1000.0,715.4555399417877,-1.72556,-0.0549737,0.0,0.291420519352,2915.44627683,815000
778.479,0.0444283,2,817,1000.0,717.266838312149,-1.74464,-0.0565832,0.0,0.382913589478,2917.23756194,817000
784.382,0.0364973,2,819,1000.0,719.0467698574066,-1.75631,-0.0556117,0.0,0.302652657032,2924.46229041,819000
819.897,0.0449122,2,821,1000.0,720.8517823219299,-1.7839,-0.0551667,0.0,0.177709162235,2931.66268031,821000
798.407,0.227786,2,823,1000.0,722.6417772769928,-1.77649,-0.0215029,0.0,0.381410181522,2931.01037595,823000
756.629,0.0400401,2,825,1000.0,724.4373240470886,-1.8162,-0.0519855,0.0,0.374460637569,2936.82912099,825000
715.834,0.0502271,2,827,1000.0,726.2188186645508,-1.83693,-0.0461789,0.0,0.364119470119,2937.89896019,827000
497.598,0.0497009,2,829,1000.0,728.0310277938843,-1.85044,-0.0560697,0.0,0.967951204628,2911.09347624,829000
810.108,0.0504319,2,831,1000.0,729.8139882087708,-1.84687,-0.0547769,0.0,0.13181000948,2907.05401423,831000
729.686,0.0379721,2,833,1000.0,731.6262986660004,-1.85722,-0.0477902,0.0,0.223348379135,2913.83467776,833000
684.57,0.0530274,2,835,1000.0,733.4075300693512,-1.86588,-0.0472762,0.0,0.403941333294,2918.23806459,835000
809.08,0.0356176,2,837,1000.0,735.2028315067291,-1.884,-0.0531408,0.0,0.268668651581,2950.42226789,837000
804.281,0.0470984,2,839,1000.0,736.9848082065582,-1.8939,-0.0521614,0.0,0.204607486725,2951.73773674,839000
817.486,0.0473721,2,841,1000.0,738.7979438304901,-1.92712,-0.0495615,0.0,0.195871114731,2954.37474905,841000
822.297,0.0496609,2,843,1000.0,740.5787999629974,-1.95874,-0.0493416,0.0,0.230759084225,2952.06016368,843000
800.534,0.0704517,2,845,1000.0,742.3753888607025,-1.99563,-0.0418097,0.0,0.256341397762,2956.49739786,845000
799.958,0.064018,2,847,1000.0,744.1564445495605,-2.01404,-0.0428624,0.0,0.300395548344,2960.76182802,847000
857.006,0.0502123,2,849,1000.0,745.9529628753662,-2.01364,-0.0497592,0.0,0.238790392876,2963.78040154,849000
717.857,0.0371817,2,851,1000.0,747.7655787467957,-2.03655,-0.0563987,0.0,0.373710870743,2965.51664231,851000
1189.17,0.0757771,3,854,1000.0,749.547328710556,-2.06268,-0.0387894,0.0,0.154840111732,2978.00754499,854000
832.376,0.0518503,2,856,1000.0,751.3437914848328,-2.07286,-0.0461222,0.0,0.32070851326,3004.83618941,856000
718.622,0.0581606,2,858,1000.0,753.1430141925812,-2.10597,-0.0523653,0.0,0.390485346317,3008.63730603,858000
858.565,0.0495454,2,860,1000.0,754.9382412433624,-2.12301,-0.0490987,0.0,0.279852747917,3014.78268201,860000
823.897,0.589598,2,862,1000.0,756.7191395759583,-2.12469,-0.0196692,0.0,0.280972003937,3015.32182335,862000
673.182,0.0388661,2,864,1000.0,758.5159323215485,-2.15146,-0.0573087,0.0,0.386249125004,3018.49023086,864000
831.758,0.0427051,2,866,1000.0,760.3126664161682,-2.17571,-0.0553095,0.0,0.26194357872,3016.46763825,866000
844.149,0.0816539,2,868,1000.0,762.0946846008301,-2.18894,-0.0467709,0.0,0.242783665657,3015.72766185,868000
666.53,0.0459335,2,870,1000.0,763.8902456760406,-2.21199,-0.052618,0.0,0.35967862606,3014.60862491,870000
854.896,0.0574299,2,872,1000.0,765.672131061554,-2.2105,-0.0462907,0.0,0.208312392235,3022.07500847,872000
768.285,0.068382,2,874,1000.0,767.454363822937,-2.17649,-0.0401033,0.0,0.317531406879,3024.53379821,874000
887.024,0.0416177,2,876,1000.0,769.2510139942169,-2.18715,-0.0598952,0.0,0.328125655651,3030.30151347,876000
796.152,0.0394756,2,878,1000.0,771.0474789142609,-2.2016,-0.0503042,0.0,0.42726200819,3038.61814763,878000
898.504,0.0600661,2,880,1000.0,772.8284358978271,-2.21063,-0.0493934,0.0,0.182072877884,3042.9518407,880000
803.353,0.0471163,2,882,1000.0,774.6347148418427,-2.23622,-0.0599678,0.0,0.477303147316,3043.3346847,882000
892.907,0.0461878,2,884,1000.0,776.4070680141449,-2.25165,-0.0555497,0.0,0.365033447742,3049.67673243,884000
897.271,0.0613202,2,886,1000.0,778.2033205032349,-2.27456,-0.0444022,0.0,0.394641697407,3090.23802981,886000
891.61,0.043074,2,888,1000.0,780.0010242462158,-2.24357,-0.0467554,0.0,0.255105912685,3096.28590986,888000
856.712,0.0622158,2,890,1000.0,781.7964270114899,-2.30891,-0.0482576,0.0,0.964182209224,3105.54388172,890000
491.686,0.0673545,2,892,1000.0,783.5957775115967,-2.32361,-0.0486179,0.0,0.929262422025,3070.08229427,892000
908.169,0.0581927,2,894,1000.0,785.3904232978821,-2.33686,-0.0422065,0.0,0.949302721769,3071.98642031,894000
803.217,0.0509146,3,897,1000.0,787.1897752285004,-2.335,-0.0534189,0.0,0.611020028591,3056.78342071,897000
830.878,0.0494769,2,899,1000.0,788.9846165180206,-2.34813,-0.0434571,0.0,0.175270199776,3060.24986496,899000
864.174,0.0524906,2,901,1000.0,790.7668128013611,-2.37911,-0.0449631,0.0,0.325909435749,3065.9323596,901000
868.287,0.0402898,2,903,1000.0,792.5625975131989,-2.3682,-0.0508074,0.0,0.257723212242,3065.99723218,903000
735.63,0.0521933,2,905,1000.0,794.3439249992371,-2.36643,-0.0556379,0.0,0.338507413864,3072.32957261,905000
886.251,0.0611161,2,907,1000.0,796.143551826477,-2.34561,-0.0361116,0.0,0.204097390175,3079.04803844,907000
762.094,0.0449756,2,909,1000.0,797.9377360343933,-2.34757,-0.0510422,0.0,0.364156663418,3082.35198725,909000
919.12,0.0511399,2,911,1000.0,799.7198312282562,-2.33727,-0.0428115,0.0,0.191191256046,3090.55020057,911000
899.062,0.0418832,2,913,1000.0,801.5033910274506,-2.32428,-0.044312,0.0,0.166808009148,3135.38482056,913000
846.293,0.0859174,2,915,1000.0,803.2824022769928,-2.32752,-0.0347088,0.0,0.234138548374,3141.56135621,915000
924.345,0.0725763,2,917,1000.0,805.0778365135193,-2.33535,-0.0461734,0.0,0.267018318176,3148.96282887,917000
867.618,0.0572041,2,919,1000.0,806.8597853183746,-2.34631,-0.0499087,0.0,0.37764519453,3150.76294017,919000
924.235,0.0523104,2,921,1000.0,808.6561448574066,-2.35653,-0.0463667,0.0,0.228557646275,3153.62317074,921000
762.8,0.0445163,2,923,1000.0,810.4374012947083,-2.40366,-0.0464745,0.0,0.360446155071,3165.68909518,923000
1039.54,0.0689627,2,925,1000.0,812.2349729537964,-2.36631,-0.0493093,0.0,0.236080825329,3171.12404529,925000
927.333,0.0664278,2,927,1000.0,814.0153906345367,-2.32781,-0.0422324,0.0,0.279095947742,3172.1160647,927000
882.253,0.0605302,2,929,1000.0,815.8126385211945,-2.30109,-0.0372885,0.0,0.192437410355,3203.32366474,929000
898.911,0.0528152,2,931,1000.0,817.5939316749573,-2.29026,-0.0390692,0.0,0.227109730244,3211.52897094,931000
834.489,0.0495221,2,933,1000.0,819.3906359672546,-2.30605,-0.0497069,0.0,0.242210328579,3209.03826086,933000
904.46,0.0480771,2,935,1000.0,821.1718680858612,-2.31192,-0.037311,0.0,0.0917375683784,3216.15309702,935000
