EpThisIter,EpLenMean,EpisodesSoFar,EpRewMean,ev_tdlam_before,loss_ent,TimestepsSoFar,loss_pol_entpen,loss_vf_loss,TimeElapsed,loss_kl,loss_pol_surr
3,592.75,1992,2065.21726882,0.970228806138,1.3188,458360,0.0,18.7811,503.219393491745,0.0232567,-0.0267265
4,597.0,1996,2079.63145583,0.992813054938,1.35183,460200,0.0,11.8142,505.4858057498932,0.0239099,-0.0319351
3,604.49,1999,2106.0647092,0.992427315097,1.34159,462570,0.0,13.9676,507.8112051486969,0.0271207,-0.0334702
5,603.08,2004,2101.98519963,0.995971074793,1.30875,464788,0.0,6.23397,510.04713463783264,0.0220471,-0.038026
3,605.58,2007,2111.44901268,0.996689090505,1.31167,466750,0.0,5.80686,512.2810037136078,0.0219882,-0.0332385
2,611.63,2009,2133.45183017,0.778338670731,1.30697,468692,0.0,406.048,514.6409296989441,0.0321453,-0.0169311
2,612.58,2011,2136.10372705,0.0848621726036,1.30963,470692,0.0,879.32,517.0662155151367,0.0351532,-0.0229712
2,620.35,2013,2162.71813506,0.76074925065,1.31262,472180,0.0,314.683,519.519083738327,0.0172483,-0.0198372
3,628.81,2016,2190.23363641,0.725149601698,1.33017,474857,0.0,526.667,521.8834407329559,0.0220988,-0.0285616
2,634.99,2018,2211.06297332,0.106066644192,1.34366,476857,0.0,836.282,524.2901794910431,0.0520547,-0.00756153
2,637.09,2020,2216.6150105,0.760753437877,1.32618,478397,0.0,239.727,526.6873977184296,0.0244893,-0.0200783
2,638.74,2022,2220.45699727,0.0646647810936,1.36541,480397,0.0,784.466,529.2125451564789,0.021752,-0.019253
2,651.85,2024,2263.73766998,0.0204163193703,1.37718,482397,0.0,708.252,531.7338557243347,0.0348023,-0.0199478
3,662.81,2027,2298.22569548,0.588066995144,1.36179,484986,0.0,779.858,534.2113795280457,0.0242345,-0.0266457
2,669.7,2029,2320.45539797,0.606426596642,1.36003,486986,0.0,367.297,536.640501499176,0.0219999,-0.0229964
2,682.17,2031,2360.14475011,0.106459617615,1.37958,488986,0.0,786.381,539.0766754150391,0.0249777,-0.0183591
2,685.2,2033,2368.19180957,0.839558616281,1.35876,490912,0.0,115.345,541.2114305496216,0.0159394,-0.0298437
2,694.32,2035,2396.79217274,0.100011348724,1.35084,492912,0.0,551.44,543.3364171981812,0.0214667,-0.0240903
2,702.13,2037,2420.62816836,0.686563283205,1.36387,494912,0.0,391.52,545.4145088195801,0.0269892,-0.0253985
3,712.83,2040,2455.26225099,0.814927116036,1.32716,497550,0.0,411.829,547.4915211200714,0.0298564,-0.0261389
2,725.86,2042,2496.94549406,0.0501132011414,1.34547,499550,0.0,817.627,549.6180744171143,0.0358118,-0.0241038
2,733.96,2044,2523.10248805,0.741481900215,1.38052,501428,0.0,411.076,551.7271499633789,0.0219755,-0.0216687
2,737.22,2046,2533.42278742,0.76332308352,1.39821,502977,0.0,367.806,553.8763999938965,0.0291543,-0.0216556
2,747.23,2048,2564.27304346,0.0142059326172,1.40758,504977,0.0,821.678,555.937017917633,0.0209942,-0.0170854
3,751.76,2051,2576.71648323,0.651473134756,1.41759,507139,0.0,456.481,558.0163216590881,0.0553659,-0.0185654
2,761.71,2053,2607.09389306,0.0338628292084,1.40467,509139,0.0,795.331,560.109179019928,0.0290907,-0.0285902
2,768.26,2055,2625.96643119,0.0823216438293,1.37917,511139,0.0,773.26,562.2348132133484,0.0294645,-0.02163
3,784.42,2058,2677.63599471,0.595087647438,1.38227,513946,0.0,718.033,564.3474719524384,0.0203769,-0.026403
2,786.85,2060,2683.94031839,0.418769478798,1.37946,515946,0.0,268.787,566.4127452373505,0.0217172,-0.0266534
2,786.85,2062,2682.94754261,0.0857678055763,1.37391,517946,0.0,746.055,568.5067989826202,0.0528833,-0.0206868
2,788.52,2064,2687.06155888,0.717783272266,1.38009,519946,0.0,403.397,570.6010501384735,0.0400073,-0.0224494
2,791.89,2066,2696.28652094,0.752610251307,1.39092,521807,0.0,423.04,572.7428367137909,0.0201479,-0.0208269
2,798.01,2068,2716.17789473,0.154511868954,1.38117,523807,0.0,752.747,574.8596839904785,0.0272444,-0.0241418
2,801.42,2070,2726.54323948,0.811279341578,1.37912,525397,0.0,171.986,576.9565513134003,0.0284959,-0.0206123
4,802.07,2074,2726.42208047,0.830723017454,1.38421,528102,0.0,460.513,579.0701532363892,0.0295597,-0.020832
3,796.6,2077,2708.62060242,0.90784303844,1.38416,530012,0.0,210.296,581.2510211467743,0.0180678,-0.0321716
5,788.62,2082,2683.74715103,0.881576888263,1.36932,532167,0.0,325.262,583.4533894062042,0.0571922,-0.0289018
2,800.34,2084,2722.29913342,0.0846626162529,1.35229,534167,0.0,720.969,585.6901106834412,0.0627013,-0.0127781
3,802.62,2087,2730.20760972,0.95452715084,1.35246,536222,0.0,31.4951,587.9299294948578,0.0292567,-0.0372783
3,812.48,2090,2763.50314651,0.793862119317,1.36872,538418,0.0,446.617,590.187068939209,0.0260483,-0.0242341
3,817.8,2093,2780.0941066,0.845227062702,1.3627,540593,0.0,404.013,592.4842450618744,0.0254365,-0.0283423
3,824.53,2096,2801.27782496,0.820197820663,1.37216,542653,0.0,413.443,594.7876405715942,0.0222494,-0.0229193
2,827.67,2098,2810.00689415,0.0288223624229,1.37931,544486,0.0,683.276,597.0866596698761,0.0558516,-0.0287014
2,831.42,2100,2822.3776255,0.883996501565,1.34786,546147,0.0,113.122,599.4454343318939,0.0212835,-0.0278918
3,842.74,2103,2860.41909614,0.866398558021,1.33888,548604,0.0,374.017,601.8683831691742,0.0209338,-0.0269815
2,845.63,2105,2869.52475903,0.989730455913,1.30401,550351,0.0,12.1701,604.2500450611115,0.0283772,-0.0343336
2,852.14,2107,2892.37778688,0.994172900915,1.31206,551964,0.0,7.80884,606.7039411067963,0.0258467,-0.0407826
4,834.99,2111,2834.09510151,0.954816579819,1.30227,554191,0.0,181.718,609.09410405159,0.0225111,-0.0180456
3,835.61,2114,2836.15596042,0.609744608402,1.32183,556741,0.0,716.871,611.50612449646,0.0431005,-0.0229897
2,835.77,2116,2837.81653909,0.973042277619,1.32785,558434,0.0,17.8864,613.9471008777618,0.0270223,-0.0357634
4,823.13,2120,2798.43243226,0.969560652971,1.3244,560710,0.0,38.6188,616.4686920642853,0.0183698,-0.0299814
2,823.13,2122,2799.64236224,0.121637165546,1.35457,562710,0.0,881.722,618.9980607032776,0.025501,-0.0239819
3,814.54,2125,2773.303729,0.839721009135,1.31918,564851,0.0,402.736,621.5079665184021,0.0212964,-0.0241485
3,809.46,2128,2758.10717809,0.861433118582,1.3191,566932,0.0,387.557,623.8687605857849,0.031603,-0.0219811
3,799.63,2131,2728.67231259,0.788521125913,1.29932,568949,0.0,432.045,625.9542469978333,0.0222341,-0.0244239
2,800.37,2133,2732.62971261,0.0934454202652,1.32232,570949,0.0,784.904,628.0715343952179,0.0494266,-0.0212551
2,800.37,2135,2734.97642958,0.626574724913,1.33113,572949,0.0,376.825,630.1720490455627,0.0241839,-0.0269492
3,795.48,2138,2722.25266024,0.658692210913,1.3409,575183,0.0,705.805,632.2848556041718,0.0282851,-0.0271812
3,787.66,2141,2697.6820942,0.801838308573,1.32622,577316,0.0,476.867,634.3436214923859,0.0182726,-0.0281417
2,784.14,2143,2689.1427868,0.97865369916,1.34093,578842,0.0,10.1735,636.4525988101959,0.0217809,-0.0337106
3,783.2,2146,2688.64666483,0.806084021926,1.35915,581297,0.0,354.359,638.5309689044952,0.0691811,-0.02696
3,770.65,2149,2649.04233403,0.681635171175,1.38152,583042,0.0,621.791,640.6559178829193,0.0383436,-0.0235252
3,773.55,2152,2663.74352791,0.972273888066,1.39334,585494,0.0,23.0194,642.7495527267456,0.0237523,-0.0394894
2,773.13,2154,2666.07395324,0.397772550583,1.39259,587452,0.0,385.647,644.8126509189606,0.0260709,-0.0236073
2,769.79,2156,2659.20933508,0.922580875456,1.41152,589118,0.0,57.9791,646.9239656925201,0.0242184,-0.0325288
3,767.61,2159,2655.23062504,0.698832452297,1.40221,591707,0.0,397.625,649.023845911026,0.0327518,-0.0166935
2,760.14,2161,2630.60833858,0.090558052063,1.39865,592960,0.0,833.104,651.1720707416534,0.0312554,-0.0248737
3,755.13,2164,2616.89056841,0.696544766426,1.43294,595459,0.0,673.387,653.2537009716034,0.0422105,-0.0227504
2,756.52,2166,2622.23066241,0.0769143104553,1.43775,597459,0.0,859.107,655.3436436653137,0.0229846,-0.0241785
4,745.98,2170,2585.32498386,0.673510283232,1.44656,599995,0.0,931.832,657.4219422340393,0.021493,-0.0283025
3,745.69,2173,2583.32770131,0.802227810025,1.44112,602098,0.0,556.283,659.5466012954712,0.0304098,-0.0282919
4,739.37,2177,2557.44234408,0.10598385334,1.4516,603949,0.0,1463.29,661.6717681884766,0.0213686,-0.0289953
3,744.76,2180,2575.58807141,0.827652573586,1.43449,606050,0.0,415.803,663.7969107627869,0.0245681,-0.0311372
2,758.83,2182,2623.91749418,0.0884653329849,1.46682,608050,0.0,455.801,665.9392223358154,0.0271179,-0.0242597
2,758.83,2184,2625.04016197,0.114701807499,1.47264,610050,0.0,698.841,668.125226020813,0.0307906,-0.0238774
3,757.43,2187,2618.31600906,0.706693887711,1.50431,611965,0.0,472.077,670.4241297245026,0.0197382,-0.0292268
2,759.45,2189,2625.57925967,0.703047424555,1.4533,613677,0.0,473.687,672.725522518158,0.029409,-0.0296595
4,758.09,2193,2620.99893239,0.87083388865,1.50239,616402,0.0,489.921,674.9916067123413,0.0297024,-0.0268382
2,767.49,2195,2653.10160818,0.178447961807,1.53162,618402,0.0,561.725,677.2217864990234,0.0218224,-0.0263636
2,764.06,2197,2642.28796919,0.712520420551,1.54913,619892,0.0,405.21,679.6250793933868,0.020339,-0.0276584
2,764.02,2199,2641.55012997,0.712993085384,1.53937,621888,0.0,467.013,682.2901074886322,0.0298178,-0.0283049
3,760.17,2202,2625.52300711,0.590237170458,1.55337,624086,0.0,818.397,685.0936136245728,0.0221611,-0.0296398
2,764.89,2204,2639.99381969,0.668625444174,1.54686,625908,0.0,438.339,687.8304493427277,0.0261994,-0.0270901
3,765.7,2207,2641.23413944,0.624423146248,1.54596,628534,0.0,734.582,690.6266086101532,0.0272421,-0.0272651
2,767.01,2209,2645.39350175,0.779109343886,1.54434,630067,0.0,166.169,693.377165555954,0.0210811,-0.0269977
3,774.22,2212,2671.60555731,0.845080450177,1.51797,632613,0.0,404.602,695.8592722415924,0.0297648,-0.0241335
2,776.34,2214,2679.17274456,0.534556567669,1.50935,634375,0.0,456.792,698.3192114830017,0.0302331,-0.0257963
2,779.41,2216,2687.9931642,0.122050523758,1.5245,636375,0.0,780.555,700.7885048389435,0.0526099,-0.0264878
2,785.32,2218,2707.93280154,0.121722877026,1.55352,638375,0.0,628.826,703.3284204006195,0.0259542,-0.0250316
3,791.96,2221,2733.28873102,0.906109981239,1.57992,640906,0.0,194.306,705.8307030200958,0.0259097,-0.0336625
2,792.02,2223,2733.29979907,0.789439156651,1.58118,642508,0.0,458.344,708.3468732833862,0.301123,-0.0180722
6,775.28,2229,2668.08432276,0.856783121824,1.57287,644896,0.0,300.176,710.4459211826324,0.0202419,-0.0422281
7,731.83,2236,2513.24720453,0.854422301054,1.57277,647132,0.0,540.942,712.5495676994324,0.0184146,-0.0392917
3,730.99,2239,2506.1217712,0.781691148877,1.5282,649168,0.0,528.111,714.6485712528229,0.0191594,-0.0303206
3,729.99,2242,2498.06099466,0.818357780576,1.52361,651155,0.0,515.105,716.765376329422,0.0298097,-0.0241881
2,732.65,2244,2504.69499947,0.734008640051,1.49984,652944,0.0,427.522,718.8434035778046,0.0503961,-0.0188793
2,736.47,2246,2515.16357676,0.0614171624184,1.4987,654944,0.0,797.875,720.9213166236877,0.029294,-0.0281443
2,739.45,2248,2524.42295567,0.130874752998,1.52813,656944,0.0,764.924,723.0159616470337,0.0572376,-0.0283088
2,751.92,2250,2567.25673141,0.0905613303185,1.54045,658944,0.0,800.813,725.1247048377991,0.0231377,-0.0217839
2,754.5,2252,2573.08136186,0.14877730608,1.52292,660944,0.0,590.835,727.280773639679,0.0269027,-0.0252316
4,743.48,2256,2529.99032666,0.618784278631,1.48872,663466,0.0,846.434,729.3746876716614,0.0275562,-0.023583
2,747.59,2258,2544.1058909,0.0936744213104,1.48839,665466,0.0,834.407,731.4687156677246,0.0339211,-0.0226312
2,747.59,2260,2544.02615656,0.0932777523994,1.48728,667466,0.0,797.642,733.549732208252,0.020552,-0.0261497
2,755.06,2262,2570.14185458,0.0398510694504,1.47735,669466,0.0,762.571,735.7432005405426,0.0493376,-0.0213728
2,756.55,2264,2574.37594387,0.648426622152,1.49764,671114,0.0,414.753,737.8699836730957,0.0319805,-0.0229233
2,753.5,2266,2565.06542539,0.715737581253,1.52416,672809,0.0,276.157,739.9375405311584,0.0230563,-0.0249375
4,753.38,2270,2569.20093977,0.895345523953,1.48996,675333,0.0,355.327,742.0480005741119,0.0272603,-0.0305574
2,762.35,2272,2600.72258348,0.347531855106,1.496,677333,0.0,548.631,744.1402568817139,0.0358026,-0.0273943
3,764.29,2275,2612.32318723,0.844849586487,1.4719,679755,0.0,472.367,746.3137712478638,0.03277,-0.0316568
3,768.89,2278,2633.97450722,0.975145891309,1.45478,681838,0.0,40.6438,748.4750137329102,0.0236631,-0.0454947
2,777.88,2280,2664.31864352,0.101921916008,1.45919,683838,0.0,866.686,750.6184034347534,0.0589704,-0.0231558
2,772.62,2282,2647.09072318,0.773741021752,1.46002,685312,0.0,449.361,752.7651801109314,0.0248637,-0.0205813
2,772.62,2284,2648.31859157,0.12062048912,1.48277,687312,0.0,857.59,755.0179913043976,0.0291177,-0.0251352
3,780.87,2287,2681.53178389,0.890792146325,1.46635,690052,0.0,124.935,757.3007805347443,0.0214223,-0.0364527
2,783.75,2289,2692.76380705,0.216506719589,1.47304,692052,0.0,598.328,759.600528717041,0.0327428,-0.0219291
2,792.54,2291,2725.52795566,0.114870548248,1.51168,694052,0.0,838.182,761.8377628326416,0.0363443,-0.0282464
2,792.62,2293,2726.89568657,0.76988466084,1.49748,695664,0.0,426.939,764.0940663814545,0.0299231,-0.0263313
2,792.62,2295,2728.3848008,0.124622762203,1.50544,697664,0.0,823.127,766.3908388614655,0.0319858,-0.0263104
3,792.71,2298,2732.41436793,0.638750255108,1.50598,700163,0.0,735.23,768.8151018619537,0.0680861,-0.0150739
3,787.93,2301,2720.31443732,0.971345463768,1.47807,701879,0.0,36.8817,771.2847998142242,0.0216529,-0.0370231
2,787.93,2303,2723.03022079,0.172485888004,1.45004,703879,0.0,834.224,773.6334536075592,0.0271443,-0.0226026
2,789.71,2305,2731.1136437,0.151155173779,1.44457,705879,0.0,879.881,776.046380519867,0.0515633,-0.0157917
2,793.45,2307,2744.75875694,0.11843842268,1.45939,707879,0.0,896.194,778.4220564365387,0.0302257,-0.0266552
2,798.12,2309,2762.62176298,0.0608196258545,1.4604,709879,0.0,846.268,780.9058785438538,0.0627389,-0.0269263
2,798.87,2311,2767.10027867,0.777402967215,1.48605,711803,0.0,444.242,783.3982880115509,0.0468697,-0.0151354
2,804.28,2313,2785.21044456,0.121591448784,1.51883,713803,0.0,827.435,785.8688509464264,0.0310391,-0.0233856
2,804.28,2315,2786.34304525,0.131615400314,1.52503,715803,0.0,781.42,788.3050844669342,0.027001,-0.0239989
4,793.04,2319,2748.9777091,0.889260478318,1.51321,718679,0.0,270.219,790.7897098064423,0.0225041,-0.0238294
2,796.32,2321,2759.49404371,0.779618814588,1.49656,720538,0.0,461.625,793.079311132431,0.0322812,-0.0220106
2,800.3,2323,2773.52591533,0.0769078731537,1.49383,722538,0.0,883.969,795.2189536094666,0.0302494,-0.0199657
2,810.76,2325,2812.27149844,0.236070096493,1.5117,724538,0.0,541.13,797.2970290184021,0.0292589,-0.0270597
2,824.54,2327,2862.36913331,0.102231800556,1.51246,726538,0.0,872.154,799.375470161438,0.025256,-0.0221515
2,836.42,2329,2906.06931472,0.111754238605,1.50295,728538,0.0,861.883,801.472510099411,0.0213646,-0.0250598
2,846.27,2331,2942.40714582,0.170857489109,1.5218,730217,0.0,639.538,803.5535333156586,0.0382882,-0.0198841
2,861.95,2333,2999.8014442,0.14266294241,1.54062,732217,0.0,813.407,805.6795485019684,0.0244613,-0.0256933
3,871.55,2336,3034.84685212,0.200306475163,1.54194,734287,0.0,905.323,807.7266957759857,0.022972,-0.0297335
4,871.59,2340,3043.01728428,0.831074073911,1.53806,737017,0.0,435.904,809.8048670291901,0.0288039,-0.0379061
2,878.62,2342,3070.66819709,0.130020081997,1.53352,739017,0.0,886.953,811.8976075649261,0.0354469,-0.0227453
2,880.73,2344,3079.82651467,0.173304021358,1.52769,741017,0.0,862.857,813.9932954311371,0.0311445,-0.023639
2,880.73,2346,3082.71999735,0.131287753582,1.55835,743017,0.0,865.025,816.1250288486481,0.0292475,-0.0224897
3,872.78,2349,3059.80575234,0.861846864223,1.56957,745222,0.0,456.337,818.2088658809662,0.023879,-0.0266689
3,863.83,2352,3031.78481826,0.851732864976,1.54311,747327,0.0,472.903,820.2991559505463,0.0348256,-0.0220639
3,862.87,2355,3032.52187589,0.894450850785,1.52191,748753,0.0,268.019,822.377739906311,0.0287193,-0.0326863
3,861.19,2358,3030.02123517,0.52005597949,1.53505,751585,0.0,900.048,824.554701089859,0.0262084,-0.0230882
2,861.19,2360,3030.88871845,0.149616122246,1.51457,753585,0.0,893.49,826.6799998283386,0.0313506,-0.0239
2,861.19,2362,3032.64079639,0.137682080269,1.55094,755585,0.0,889.99,828.7583649158478,0.0266634,-0.0261156
2,859.73,2364,3028.79690716,0.553736299276,1.59591,757087,0.0,473.298,830.8594448566437,0.0218708,-0.028926
3,856.09,2367,3018.90261891,0.831669226289,1.59575,759418,0.0,475.03,832.9995160102844,0.0258639,-0.0258436
2,862.59,2369,3041.97055682,0.784227654338,1.56065,761199,0.0,446.005,835.1577785015106,0.0374112,-0.0218621
3,860.6,2372,3036.24808276,0.74267077446,1.5718,763393,0.0,508.812,837.3746602535248,0.0321128,-0.0270377
3,855.55,2375,3019.30917172,0.98377802223,1.53485,765310,0.0,27.2025,839.5515420436859,0.023776,-0.0428143
3,861.34,2378,3038.17260399,0.50382694602,1.56764,767972,0.0,930.203,841.805169582367,0.0346118,-0.0224733
2,861.34,2380,3038.2297917,0.142917752266,1.58168,769972,0.0,914.096,844.0780148506165,0.0240339,-0.0239643
2,861.46,2382,3038.87406909,0.770676329732,1.56636,771458,0.0,484.086,846.3653111457825,0.169127,-0.00856937
2,861.46,2384,3038.45065672,0.129754722118,1.55439,773458,0.0,774.551,848.6958413124084,0.0353658,-0.024429
3,855.96,2387,3015.812792,0.117215692997,1.58041,775648,0.0,1167.21,850.9073135852814,0.0285036,-0.0260729
3,846.66,2390,2981.09733744,0.167482197285,1.57234,777718,0.0,1092.87,853.2811150550842,0.0218157,-0.0276014
2,850.54,2392,2993.09252028,0.197071313858,1.59144,779718,0.0,852.702,855.6559708118439,0.0154484,-0.0247999
2,850.54,2394,2991.89085729,0.212759554386,1.58627,781718,0.0,860.572,858.1088049411774,0.0404582,-0.0222503
2,847.8,2396,2983.34957534,0.783573001623,1.61249,783444,0.0,429.993,860.5312666893005,0.0248327,-0.0229638
3,855.1,2399,3007.91390846,0.603101611137,1.60034,786130,0.0,909.284,862.9079468250275,0.0339831,-0.0201781
2,862.51,2401,3031.45305504,0.141346693039,1.60161,788130,0.0,834.09,865.2522468566895,0.0323381,-0.0233476
2,862.51,2403,3030.05479218,0.240255177021,1.62567,790130,0.0,677.249,867.7269883155823,0.0228964,-0.0217575
2,862.51,2405,3029.21721336,0.140792071819,1.66748,792130,0.0,753.397,870.1870834827423,0.0212895,-0.026526
2,862.51,2407,3028.32524956,0.108679831028,1.67869,794130,0.0,861.602,872.7093513011932,0.0270971,-0.025266
2,860.67,2409,3021.81195992,0.0646041035652,1.66957,795946,0.0,799.065,875.1722590923309,0.0299545,-0.0281315
2,861.43,2411,3022.70049801,0.144855618477,1.67831,797946,0.0,801.051,877.6272447109222,0.0363446,-0.0212881
2,861.43,2413,3021.91966034,0.0869407057762,1.70335,799946,0.0,894.287,879.9934360980988,0.0205317,-0.0186403
2,861.43,2415,3022.02518738,0.0600857138634,1.72311,801946,0.0,837.552,882.0940306186676,0.0512209,-0.0231153
2,867.7,2417,3043.10965202,0.102046370506,1.75905,803946,0.0,883.483,884.2502341270447,0.0288328,-0.0263249
3,869.16,2420,3047.24800973,0.643517106771,1.80392,806454,0.0,828.005,886.296626329422,0.0228041,-0.0276336
2,869.16,2422,3047.67185947,0.104689657688,1.84196,808454,0.0,761.502,888.3629252910614,0.0284958,-0.0259427
2,867.39,2424,3044.61302714,0.974318040535,1.82613,810277,0.0,12.1627,890.4382393360138,0.0250107,-0.0426562
2,867.39,2426,3045.04841601,0.115553498268,1.82272,812277,0.0,898.096,892.5491428375244,0.0185753,-0.0219067
2,867.39,2428,3045.85373732,0.127591729164,1.82725,814277,0.0,891.525,894.656566619873,0.0229519,-0.0246334
2,870.6,2430,3057.01193283,0.148598670959,1.83791,816277,0.0,888.12,896.720832824707,0.0184573,-0.0278757
3,861.33,2433,3022.82825126,0.197906851768,1.85354,818350,0.0,1080.79,898.7974123954773,0.0272508,-0.0268194
4,858.3,2437,3013.62992051,0.579788506031,1.8589,821117,0.0,1166.23,900.9060900211334,0.0160339,-0.0296795
2,865.31,2439,3036.20770577,0.867933675647,1.87852,823016,0.0,50.4377,903.0422165393829,0.0171659,-0.0331459
2,869.99,2441,3050.35865376,0.170310795307,1.87162,825016,0.0,846.008,905.1558794975281,0.0253585,-0.0250018
2,869.99,2443,3050.71892773,0.111585319042,1.86704,827016,0.0,862.921,907.2579946517944,0.0322875,-0.0255819
2,869.99,2445,3050.94133743,0.145985245705,1.87268,829016,0.0,892.604,909.3207654953003,0.0210008,-0.0227173
2,871.88,2447,3056.90243101,0.439305782318,1.87054,831016,0.0,402.487,911.4298174381256,0.0166635,-0.028309
2,877.94,2449,3077.77812273,0.111535429955,1.89202,833016,0.0,714.993,913.5237038135529,0.0354624,-0.022177
3,881.1,2452,3088.44384387,0.667527645826,1.90282,835437,0.0,842.343,915.6635932922363,0.0212642,-0.0262126
2,894.59,2454,3136.06635906,0.386096060276,1.89094,837437,0.0,223.878,917.7582671642303,0.0249026,-0.0268153
2,898.52,2456,3148.1676379,0.423704326153,1.9041,839437,0.0,417.352,919.8678293228149,0.0259369,-0.0225653
2,898.52,2458,3147.17025743,0.0532056689262,1.90136,841437,0.0,960.175,922.0620856285095,0.0366494,-0.02144
2,898.52,2460,3147.37470597,0.131182253361,1.90511,843437,0.0,844.852,924.2894651889801,0.0302777,-0.0262439
2,898.52,2462,3146.90030049,0.0774116516113,1.94622,845437,0.0,935.464,926.6021435260773,0.0249186,-0.024852
2,899.33,2464,3150.33994204,0.75022675097,1.96852,847020,0.0,472.15,928.8281977176666,0.0493583,-0.0274318
2,900.23,2466,3151.09491164,0.114979863167,1.97838,849020,0.0,932.16,931.1088426113129,0.0340201,-0.0188591
2,908.21,2468,3177.70007383,0.115941464901,1.9471,851020,0.0,836.114,933.3589515686035,0.0308701,-0.0271707
2,910.26,2470,3182.84877615,0.0989099144936,1.9349,853020,0.0,823.3,935.6405897140503,0.0310107,-0.0197683
3,914.0,2473,3195.04836348,0.739436775446,1.90714,855591,0.0,608.373,938.0318381786346,0.0239869,-0.0269601
2,922.81,2475,3223.45745715,0.0901657342911,1.92512,857591,0.0,863.691,940.4145319461823,0.0230518,-0.022762
2,926.19,2477,3233.15883353,0.123995900154,1.94941,859591,0.0,753.769,942.7807631492615,0.0241824,-0.0201007
2,926.19,2479,3231.71986557,0.00223314762115,1.94311,861591,0.0,864.076,945.2045161724091,0.0528149,-0.0265747
2,928.1,2481,3237.27145776,0.767084941268,1.94427,863268,0.0,439.097,947.6116328239441,0.0280811,-0.0259878
3,923.53,2484,3219.6236584,0.650774240494,1.96309,865811,0.0,736.132,950.0864551067352,0.0255859,-0.0238896
3,923.19,2487,3218.19389582,0.845843717456,1.99553,867967,0.0,452.806,952.5390210151672,0.0207203,-0.0264056
4,913.76,2491,3186.37689565,0.966821722686,2.00039,870094,0.0,66.1708,954.9769101142883,0.022378,-0.0376998
2,913.76,2493,3185.94287039,0.0773895978928,2.03818,872094,0.0,857.432,957.4865434169769,0.0305396,-0.024701
2,914.27,2495,3186.94094593,0.774234905839,2.03148,873871,0.0,375.326,959.9781472682953,0.0209736,-0.023683
4,903.34,2499,3148.03257019,0.913316145539,2.01919,876464,0.0,217.335,962.5392198562622,0.0223428,-0.0311047
4,883.65,2503,3081.71854699,0.977928195149,2.03038,878495,0.0,34.1989,964.6165034770966,0.0252241,-0.0465981
4,861.98,2507,3008.09681805,0.989969672635,2.00166,880328,0.0,17.617,966.6948080062866,0.0281361,-0.0461322
2,861.8,2509,3006.55341489,0.764794260263,2.00618,882126,0.0,451.856,968.7740075588226,0.02011,-0.0217597
3,853.87,2512,2978.36017881,0.859265521169,2.01027,884333,0.0,463.586,970.8871424198151,0.0197212,-0.0229517
4,837.35,2516,2921.4947855,0.891960911453,2.01762,886681,0.0,341.089,973.0154538154602,0.0159285,-0.0276814
2,828.93,2518,2892.73236066,0.971920598298,2.01806,887839,0.0,24.3907,975.0805616378784,0.0225426,-0.0429446
3,827.71,2521,2888.20544476,0.903813898563,2.01556,890225,0.0,266.061,977.1253015995026,0.0138439,-0.0230592
3,819.86,2524,2858.57954238,0.862344667315,2.01291,892263,0.0,292.776,979.203551530838,0.0183742,-0.0227876
3,814.38,2527,2838.90143903,0.687458217144,2.0284,894715,0.0,734.784,981.3279030323029,0.0297123,-0.0275591
3,806.9,2530,2814.58558268,0.915917754173,2.02629,896967,0.0,135.156,983.4375586509705,0.0261056,-0.0300964
2,813.64,2532,2840.36383951,0.905729740858,2.01453,898714,0.0,134.87,985.5159497261047,0.0209079,-0.0302515
2,813.64,2534,2838.75687887,0.156617105007,2.01698,900714,0.0,869.712,987.5638914108276,0.0280464,-0.023056
2,822.92,2536,2872.01604479,0.60795968771,2.03534,902714,0.0,454.673,989.6748883724213,0.0287274,-0.0280164
3,819.77,2539,2857.78928927,0.683324068785,2.02352,904993,0.0,886.685,991.7655193805695,0.0298047,-0.0251916
2,819.19,2541,2857.25871544,0.795479550958,1.99916,906935,0.0,362.956,993.8897860050201,0.0220187,-0.0281388
4,800.23,2545,2791.39749917,0.971886893734,1.92753,909039,0.0,31.6739,995.9690062999725,0.022034,-0.0448232
4,782.3,2549,2727.15993209,0.912962585688,1.91196,911246,0.0,253.156,998.0651738643646,0.0189345,-0.0267548
3,777.5,2552,2709.99503509,0.860687479377,1.92186,913187,0.0,418.045,1000.2034139633179,0.027172,-0.0261919
2,772.34,2554,2691.90489122,0.777392432094,1.93966,914671,0.0,468.302,1002.3461771011353,0.022618,-0.0209755
3,769.49,2557,2682.67026977,0.84552064538,1.9241,917386,0.0,463.928,1004.5690853595734,0.0376679,-0.0258426
3,758.78,2560,2646.43561774,0.985750040971,1.92505,919315,0.0,39.1109,1006.7098710536957,0.0196015,-0.0414284
2,758.78,2562,2646.09240653,0.179730892181,1.93779,921315,0.0,900.406,1008.9778923988342,0.0300036,-0.0239141
3,748.5,2565,2609.49744599,0.86241799593,1.94731,922870,0.0,173.425,1011.2263479232788,0.0276756,-0.0206105
3,745.87,2568,2601.3567177,0.609573572874,1.95665,925607,0.0,814.188,1013.5389013290405,0.0269554,-0.0286296
2,745.59,2570,2601.23765111,0.752969995141,1.96623,927579,0.0,422.169,1015.8366420269012,0.0187753,-0.0252323
2,749.88,2572,2615.45014096,0.216616511345,1.95898,929579,0.0,442.136,1018.1101360321045,0.0395623,-0.0206149
