loss_vf_loss,loss_pol_surr,EpisodesSoFar,EpThisIter,TimestepsSoFar,ev_tdlam_before,loss_ent,EpRewMean,loss_pol_entpen,TimeElapsed,EpLenMean,loss_kl
95.5203,-0.0602308,1776,6,296833,0.96008470282,4.66487,1268.35808016,0.0,296.6006145477295,387.27,0.0221885
96.1616,-0.0559155,1781,5,298828,0.963759031147,4.66493,1260.61838652,0.0,298.62895488739014,384.79,0.0259184
92.9573,-0.0591095,1785,4,300819,0.962002038956,4.66743,1284.22447111,0.0,300.6630275249481,391.05,0.0256978
149.318,-0.057058,1791,6,302964,0.960065949708,4.62947,1295.13231469,0.0,302.6886670589447,394.34,0.0256596
143.539,-0.0548651,1796,5,305019,0.938882134855,4.66541,1305.5620352,0.0,304.7345907688141,397.89,0.0190882
114.967,-0.0618284,1801,5,307088,0.964007422328,4.6272,1321.65640031,0.0,306.76616072654724,402.13,0.0258895
225.176,-0.0572051,1807,6,309127,0.911494165659,4.63785,1310.59387364,0.0,308.79968214035034,397.98,0.0253819
125.912,-0.0575864,1812,5,311098,0.940986793488,4.61597,1331.72637888,0.0,310.82060718536377,403.24,0.0246603
225.807,-0.0564897,1817,5,313011,0.940085671842,4.57266,1339.31391274,0.0,312.85177421569824,404.3,0.0314091
123.956,-0.0560518,1824,7,315065,0.943865101784,4.55257,1324.35342531,0.0,314.86721444129944,398.29,0.0225944
140.28,-0.0567444,1830,6,317417,0.958328936249,4.52223,1316.92568315,0.0,316.912878036499,395.28,0.0207782
124.752,-0.0561898,1835,5,319425,0.943871341646,4.50361,1317.93717959,0.0,318.95534777641296,394.69,0.0236429
99.8373,-0.0626421,1839,4,320793,0.963579434901,4.48613,1314.28450695,0.0,320.9748992919922,394.31,0.0213182
503.301,-0.0450737,1845,6,323337,0.881883367896,4.49177,1340.80299628,0.0,323.0241754055023,402.19,0.0224731
101.252,-0.0599367,1849,4,325432,0.959823057055,4.49195,1327.64529378,0.0,325.0464572906494,398.96,0.0230826
71.0582,-0.0651319,1854,5,327335,0.9620019719,4.45343,1327.89725297,0.0,327.0934100151062,398.0,0.0219047
118.71,-0.0646391,1858,4,329317,0.948835231364,4.4484,1358.77270562,0.0,329.1247389316559,406.02,0.0234484
151.273,-0.0590581,1865,7,331648,0.965239219368,4.43614,1304.45154491,0.0,331.15607023239136,390.09,0.0200083
134.072,-0.0501625,1868,3,333621,0.927237048745,4.41855,1333.88739783,0.0,333.18756318092346,397.89,0.0247763
380.283,-0.0405748,1873,5,335872,0.88381639123,4.42784,1342.72893487,0.0,335.21890926361084,400.37,0.0260254
94.1463,-0.0581439,1879,6,337791,0.960061457008,4.41348,1336.51527786,0.0,337.2631666660309,398.31,0.0231821
108.855,-0.0608322,1884,5,339685,0.955855660141,4.32644,1328.93794707,0.0,339.3443183898926,396.47,0.0285224
101.128,-0.0611308,1888,4,341997,0.956959448755,4.28503,1350.76688499,0.0,341.392049074173,401.63,0.0262933
369.705,-0.0394328,1890,2,343433,0.820744276047,4.28702,1381.90899812,0.0,343.4139895439148,409.07,0.023351
110.282,-0.0633372,1896,6,345953,0.970149014145,4.24304,1390.63695245,0.0,345.44533824920654,409.34,0.0242592
123.652,-0.0566499,1900,4,347520,0.949385832995,4.19925,1391.49357776,0.0,347.4600613117218,408.52,0.0282316
