loss_ent,EpRewMean,TimestepsSoFar,EpLenMean,ev_tdlam_before,loss_pol_surr,loss_vf_loss,EpThisIter,loss_kl,EpisodesSoFar,loss_pol_entpen,TimeElapsed
1.85873,31.5977988213,104000,1000.0,0.998435492977,-0.0106039,0.0073631,2,0.00614671,104,0.0,91.45281720161438
1.82485,32.0755079657,106000,1000.0,0.998282656074,-0.0140874,0.0102921,2,0.0103677,106,0.0,93.26530909538269
1.82598,32.3866657024,108000,1000.0,0.997041048249,-0.0141864,0.00719684,2,0.0154748,108,0.0,95.04819393157959
1.8133,32.9314904059,110000,1000.0,0.998015611898,-0.00997673,0.0115525,2,0.00671344,110,0.0,96.85148167610168
1.77728,33.2671733536,112000,1000.0,0.998057238525,-0.0164429,0.0116458,2,0.0113313,112,0.0,98.65715050697327
1.75932,33.4874964253,114000,1000.0,0.998500137357,-0.0107361,0.00943666,2,0.0162986,114,0.0,100.45364785194397
1.77489,33.8595780516,116000,1000.0,0.993499578442,-0.0167989,0.0150155,2,0.0112507,116,0.0,102.24963116645813
1.73132,34.1515223264,118000,1000.0,0.993756081909,-0.0105105,0.0281235,2,0.00631914,118,0.0,104.04843664169312
1.68986,34.4830140375,120000,1000.0,0.997163857101,-0.0152219,0.0162017,2,0.0102436,120,0.0,105.82791328430176
1.67843,34.8856878832,122000,1000.0,0.998226102558,-0.0148292,0.00557779,2,0.00417531,122,0.0,107.64152979850769
1.6405,35.237990691,124000,1000.0,0.999157416518,-0.0123214,0.0051158,2,0.00807565,124,0.0,109.43707537651062
1.61583,35.659166406,126000,1000.0,0.999024931923,-0.0148887,0.0065967,2,0.0133757,126,0.0,111.24618935585022
1.62686,36.1544744712,129000,1000.0,0.99921290332,-0.0185039,0.00674301,3,0.012656,129,0.0,113.04650402069092
1.62463,36.4649891336,131000,1000.0,0.999383998103,-0.00540142,0.00465561,2,0.0193891,131,0.0,114.8595118522644
1.60935,36.62694449,133000,1000.0,0.998175968183,-0.0112608,0.00708323,2,0.0210539,133,0.0,116.6629900932312
1.63544,36.8338175947,135000,1000.0,0.988588690758,-0.0142881,0.0264015,2,0.00751083,135,0.0,118.45301818847656
1.6043,36.987176135,137000,1000.0,0.999077931221,-0.00359542,0.00371308,2,0.00967019,137,0.0,120.25002574920654
1.60869,37.2451296803,139000,1000.0,0.998136301525,-0.0130191,0.0123638,2,0.0119472,139,0.0,122.06475353240967
1.59651,37.4948250511,141000,1000.0,0.995680547785,-0.0196461,0.0230255,2,0.0111437,141,0.0,123.85966444015503
1.55054,37.7149083246,143000,1000.0,0.997881684219,-0.0124527,0.00637392,2,0.00887532,143,0.0,125.65647435188293
1.53681,37.9225304813,145000,1000.0,0.997507932829,-0.0181086,0.00923434,2,0.0129618,145,0.0,127.45269417762756
1.50478,38.0229609943,147000,1000.0,0.99761306867,-0.0172345,0.0112925,2,0.0108503,147,0.0,129.2348337173462
1.50583,38.1807262239,149000,1000.0,0.998960556346,-0.0132267,0.00375298,2,0.00909142,149,0.0,131.04757285118103
1.49891,38.2411280988,151000,1000.0,0.998696210096,-0.00787227,0.00700395,2,0.00659184,151,0.0,132.84407925605774
1.49144,38.3715858375,153000,1000.0,0.999163320696,-0.0168428,0.00566458,2,0.00602847,153,0.0,134.64127254486084
1.45472,38.5082648106,155000,1000.0,0.999195979966,-0.0156856,0.00474406,2,0.00558709,155,0.0,136.43734693527222
1.44674,38.696011625,157000,1000.0,0.998338472331,-0.012652,0.0103599,2,0.0141748,157,0.0,138.25116515159607
1.4529,38.8528598744,159000,1000.0,0.997881303774,-0.0159977,0.011541,2,0.00523738,159,0.0,140.04816794395447
1.43722,39.1470222906,161000,1000.0,0.998948995955,-0.0127232,0.00630223,2,0.00922208,161,0.0,141.84366393089294
1.42386,39.3325393369,163000,1000.0,0.999134692014,-0.0154849,0.00712757,2,0.0109212,163,0.0,143.64035844802856
1.40759,39.5289578527,165000,1000.0,0.999052943196,-0.0160199,0.00583515,2,0.00497545,165,0.0,145.46867680549622
1.39402,39.721930281,167000,1000.0,0.999320084753,-0.0109696,0.00653398,2,0.0113776,167,0.0,147.26543307304382
1.37591,39.9414198674,169000,1000.0,0.999120270659,-0.0173144,0.00750923,2,0.0106598,169,0.0,149.09399509429932
1.35826,40.2351311948,172000,1000.0,0.998809366836,-0.0152378,0.0148779,3,0.00887365,172,0.0,150.89017629623413
1.33418,40.3821552005,174000,1000.0,0.999165192596,-0.0190487,0.00624894,2,0.0085625,174,0.0,152.6876244544983
1.3204,40.5167079671,176000,1000.0,0.99934809847,-0.0185051,0.00418105,2,0.00950051,176,0.0,154.50045084953308
1.28304,40.7025471868,178000,1000.0,0.999400467845,-0.0157691,0.00511252,2,0.00907636,178,0.0,156.30491089820862
1.2782,40.8976609328,180000,1000.0,0.999137857754,-0.0158866,0.00605753,2,0.00663701,180,0.0,158.09379148483276
1.27966,41.1449142076,182000,1000.0,0.999151241558,-0.0168749,0.00889058,2,0.00899165,182,0.0,159.89062190055847
1.24103,41.3519649404,184000,1000.0,0.999027964892,-0.0169404,0.00603824,2,0.0117895,184,0.0,161.70462346076965
1.2546,41.6392024843,186000,1000.0,0.999357299414,-0.0161336,0.00515382,2,0.00717411,186,0.0,163.5000786781311
1.24635,41.8596085746,188000,1000.0,0.998988447012,-0.0177115,0.00688415,2,0.00920967,188,0.0,165.30119681358337
1.21082,42.1015089712,190000,1000.0,0.999073866406,-0.0205719,0.00675611,2,0.00972764,190,0.0,167.09419226646423
1.18688,42.2155862832,192000,1000.0,0.998596982681,-0.0144194,0.00799422,2,0.0153433,192,0.0,168.90669703483582
1.15473,42.5048310478,194000,1000.0,0.998917901656,-0.016703,0.00765841,2,0.0110782,194,0.0,170.70282292366028
1.14919,42.6636285482,196000,1000.0,0.999321114214,-0.0134734,0.006734,2,0.00880731,196,0.0,172.5153410434723
1.16341,42.8701271351,198000,1000.0,0.999264087586,-0.0121574,0.00847576,2,0.0130443,198,0.0,174.31235003471375
1.15106,43.1002923127,200000,1000.0,0.999393021339,-0.011807,0.00549092,2,0.0176773,200,0.0,176.1100869178772
1.13881,43.3800322644,202000,1000.0,0.99898548238,-0.0157811,0.00897295,2,0.00984839,202,0.0,177.91368317604065
1.1274,43.5821863514,204000,1000.0,0.998967575724,-0.0188513,0.00817661,2,0.00884568,204,0.0,179.7036271095276
1.1133,43.7855414911,206000,1000.0,0.999428894371,-0.0175424,0.00484601,2,0.00807837,206,0.0,181.50068378448486
1.12189,44.0114535293,208000,1000.0,0.999483284366,-0.0128941,0.00529836,2,0.0117324,208,0.0,183.29703879356384
1.12165,44.2306503435,210000,1000.0,0.999071510043,-0.0120068,0.00605857,2,0.00870715,210,0.0,185.09432530403137
1.10694,44.4357834641,212000,1000.0,0.999087242817,-0.0159455,0.0083605,2,0.00743069,212,0.0,186.8756618499756
1.10301,44.7241264738,215000,1000.0,0.999362049683,-0.0184297,0.00881052,3,0.0258489,215,0.0,188.67156147956848
1.09664,45.0202627227,217000,1000.0,0.998743409407,-0.0130251,0.00809665,2,0.0088644,217,0.0,190.470281124115
1.09952,45.3049407388,219000,1000.0,0.999058584566,-0.00868292,0.0066218,2,0.0108969,219,0.0,192.26527523994446
1.09519,45.5415586265,221000,1000.0,0.999286194623,-0.0167182,0.00825411,2,0.0108924,221,0.0,194.06324362754822
1.07493,45.7378724909,223000,1000.0,0.999263261445,-0.0167249,0.00623663,2,0.0154138,223,0.0,195.87473130226135
1.04151,45.9293348482,225000,1000.0,0.999254319526,-0.0171153,0.00657841,2,0.0122041,225,0.0,197.67195558547974
1.03357,46.1095550243,227000,1000.0,0.998579906533,-0.0137457,0.0147178,2,0.0198061,227,0.0,199.46859407424927
0.996854,46.2655970358,229000,1000.0,0.999253786751,-0.0173227,0.00571577,2,0.0116558,229,0.0,201.26542782783508
0.980984,46.4285319052,231000,1000.0,0.999413036916,-0.0177808,0.0067155,2,0.0160973,231,0.0,203.0631868839264
0.977621,46.5742265723,233000,1000.0,0.99900946673,-0.0145481,0.00910687,2,0.0105845,233,0.0,204.91062450408936
0.969949,46.7691830244,235000,1000.0,0.999136339698,-0.016749,0.00619039,2,0.0108252,235,0.0,206.75338292121887
0.957756,46.9416228009,237000,1000.0,0.999448667222,-0.0180686,0.00538857,2,0.00873291,237,0.0,208.54734635353088
0.929833,47.0862343369,239000,1000.0,0.998899651924,-0.0204807,0.00891592,2,0.0116584,239,0.0,210.34335660934448
0.923147,47.325758576,241000,1000.0,0.99927564268,-0.017121,0.00573182,2,0.0101055,241,0.0,212.14071226119995
0.911365,47.550983314,243000,1000.0,0.999107219046,-0.0167087,0.00760663,2,0.0153765,243,0.0,213.92173266410828
0.904468,47.759211202,245000,1000.0,0.999215349264,-0.0161587,0.0069054,2,0.0140147,245,0.0,215.71842408180237
0.894352,47.9948241107,247000,1000.0,0.999167146627,-0.012698,0.00662023,2,0.0264877,247,0.0,217.5163288116455
0.891008,48.201525143,249000,1000.0,0.999207425572,-0.0160793,0.00701072,2,0.0131192,249,0.0,219.31216168403625
0.877051,48.4434356745,251000,1000.0,0.999097987253,-0.0177569,0.00632989,2,0.0107704,251,0.0,221.0932948589325
0.870129,48.6838040216,253000,1000.0,0.999228839122,-0.0197083,0.0069507,2,0.0226596,253,0.0,222.89028811454773
0.830969,48.9866673216,256000,1000.0,0.999237710959,-0.0179107,0.00702225,3,0.0183069,256,0.0,224.678213596344
0.794923,49.1753495649,258000,1000.0,0.999570552784,-0.0131967,0.00742077,2,0.00958955,258,0.0,226.48443460464478
0.802839,49.4491668141,260000,1000.0,0.999421404209,-0.0182989,0.00649444,2,0.0123558,260,0.0,228.28176927566528
0.792354,49.6408210503,262000,1000.0,0.999332051317,-0.0154397,0.00712034,2,0.0119061,262,0.0,230.07895135879517
0.7577,49.8586247699,264000,1000.0,0.998789505917,-0.0121075,0.0103929,2,0.0239675,264,0.0,231.8752954006195
0.742624,50.054240424,266000,1000.0,0.999194218602,-0.0144038,0.00690356,2,0.0135605,266,0.0,233.6698875427246
0.716595,50.2488528276,268000,1000.0,0.999107778131,-0.0170075,0.00842128,2,0.0126027,268,0.0,235.469420671463
0.668817,50.4249824746,270000,1000.0,0.998941813828,-0.0144425,0.0123347,2,0.0171162,270,0.0,237.26119470596313
0.660613,50.6234547969,272000,1000.0,0.999109503813,-0.00416804,0.00768835,2,0.0193077,272,0.0,239.0539891719818
0.65309,50.8753411322,274000,1000.0,0.999235067749,-0.0155797,0.00703307,2,0.0141387,274,0.0,240.85964107513428
0.65774,51.1024659656,276000,1000.0,0.998750577797,-0.0165468,0.0089602,2,0.0615032,276,0.0,242.67223978042603
0.651813,51.3169912328,278000,1000.0,0.998321293388,-0.016771,0.00687193,2,0.00935562,278,0.0,244.4535071849823
0.659077,51.5114738735,280000,1000.0,0.999098806526,-0.0142748,0.0111872,2,0.0164373,280,0.0,246.2505030632019
0.655672,51.7129697939,282000,1000.0,0.9990752351,-0.016105,0.00894781,2,0.0216821,282,0.0,248.04775714874268
0.650604,51.9137919988,284000,1000.0,0.998891709605,-0.00490373,0.0113878,2,0.0193777,284,0.0,249.82841682434082
0.627722,52.0779672097,286000,1000.0,0.999188439106,-0.0167964,0.00902871,2,0.0213193,286,0.0,251.60955929756165
0.637079,52.2350997863,288000,1000.0,0.998001534259,-0.0153891,0.0204633,2,0.0144736,288,0.0,253.39087080955505
0.616683,52.4650826046,290000,1000.0,0.998248802498,-0.0169723,0.015268,2,0.012605,290,0.0,255.17144131660461
0.584318,52.6744446503,292000,1000.0,0.998692984926,-0.0108533,0.0144027,2,0.0224661,292,0.0,256.9699807167053
0.580004,52.8176708627,294000,1000.0,0.998700810014,-0.00800742,0.0141503,2,0.025829,294,0.0,258.7498185634613
0.557087,52.9833913553,296000,1000.0,0.998138349387,-0.00981232,0.0215859,2,0.0261187,296,0.0,260.54686975479126
0.539848,53.2159633868,299000,1000.0,0.99855243694,-0.0145413,0.0194536,3,0.0129591,299,0.0,262.32939529418945
0.528569,53.3981255137,301000,1000.0,0.998607836431,-0.0159007,0.0193092,2,0.018021,301,0.0,264.1254508495331
0.526725,53.5359264332,303000,1000.0,0.998519329354,-0.0184104,0.0174751,2,0.017878,303,0.0,265.916136264801
0.493666,53.7786780782,305000,1000.0,0.997819624376,-0.00655301,0.026371,2,0.0288275,305,0.0,267.71830892562866
0.468891,53.9581275526,307000,1000.0,0.998292813194,-0.0105628,0.0172452,2,0.0187602,307,0.0,269.5004451274872
0.456717,54.1715422515,309000,1000.0,0.998806864605,-0.0125654,0.0123584,2,0.0118776,309,0.0,271.2972106933594
0.463701,54.3644427727,311000,1000.0,0.998642244493,-0.00566315,0.0164054,2,0.0208011,311,0.0,273.10983180999756
0.445448,54.5813792059,313000,1000.0,0.998432959663,-0.016416,0.0189391,2,0.0158179,313,0.0,274.90676617622375
0.446599,54.7904690424,315000,1000.0,0.998672494665,-0.014377,0.0154353,2,0.0142244,315,0.0,276.68735122680664
0.410549,54.9545640699,317000,1000.0,0.997941548703,-0.0150148,0.0235501,2,0.0183591,317,0.0,278.4839367866516
0.388356,55.1321438988,319000,1000.0,0.998453396955,-0.0140721,0.0169031,2,0.0192494,319,0.0,280.2652778625488
0.364562,55.293500561,321000,1000.0,0.998369520879,-0.0193656,0.0162652,2,0.031337,321,0.0,282.0622470378876
0.350354,55.4745630148,323000,1000.0,0.998165541794,-0.0161175,0.0206446,2,0.0169427,323,0.0,283.8435626029968
0.341957,55.6477842953,325000,1000.0,0.997743429849,-0.0158707,0.0274231,2,0.0117362,325,0.0,285.62533926963806
0.341104,55.8220664735,327000,1000.0,0.998309869668,-0.0127448,0.0165598,2,0.018083,327,0.0,287.4060893058777
0.315695,56.0507078096,329000,1000.0,0.997113508871,-0.0142801,0.0288263,2,0.0203214,329,0.0,289.18759179115295
0.305531,56.2843423764,331000,1000.0,0.995358875021,-0.0146024,0.0473045,2,0.0223448,331,0.0,290.9687798023224
0.306059,56.564608148,333000,1000.0,0.997336655157,-0.0113231,0.0275075,2,0.0191018,333,0.0,292.74967551231384
0.314012,56.8072515238,335000,1000.0,0.997555295704,-0.018778,0.0260136,2,0.0137682,335,0.0,294.53123569488525
0.289188,57.0738488052,337000,1000.0,0.998101101606,-0.0189009,0.0201004,2,0.0147259,337,0.0,296.3197615146637
0.294118,57.3081346011,339000,1000.0,0.997451074421,-0.0163002,0.0294272,2,0.0232703,339,0.0,298.1101338863373
0.281381,57.651459508,342000,1000.0,0.997218486853,-0.0169573,0.0338587,3,0.015433,342,0.0,299.8833043575287
0.3104,57.8350574346,344000,1000.0,0.996784846997,-0.0164235,0.0368641,2,0.0208633,344,0.0,301.6719915866852
0.325023,58.0689531984,346000,1000.0,0.997726041358,-0.0142475,0.0242429,2,0.015135,346,0.0,303.45356702804565
0.312937,58.3587811301,348000,1000.0,0.99689293839,-0.00620861,0.0313488,2,0.0352946,348,0.0,305.2495594024658
0.315215,58.6843012338,350000,1000.0,0.994210451376,-0.00429676,0.057401,2,0.0359402,350,0.0,307.0180699825287
0.299302,59.0059030582,352000,1000.0,0.995491390582,-0.00890118,0.0415953,2,0.0246147,352,0.0,308.8135690689087
0.290859,59.3454722888,354000,1000.0,0.99384442158,-0.016076,0.0617626,2,0.0120798,354,0.0,310.6094763278961
0.272139,59.7109936282,356000,1000.0,0.992965359241,-0.0208854,0.0688308,2,0.0584166,356,0.0,312.39174461364746
0.267791,60.0529992304,358000,1000.0,0.992117109708,-0.0159566,0.0791729,2,0.0260655,358,0.0,314.1877450942993
0.256537,60.3540717525,360000,1000.0,0.993313587736,-0.0150687,0.0645146,2,0.0161996,360,0.0,315.98574709892273
0.270697,60.7147933627,362000,1000.0,0.992342747282,-0.00504273,0.0798879,2,0.0430062,362,0.0,317.7655313014984
0.276866,61.0964563062,364000,1000.0,0.99150689505,-0.00540459,0.0924619,2,0.0266714,364,0.0,319.54699087142944
0.271761,61.4420472576,366000,1000.0,0.990187822841,-0.0164617,0.0993229,2,0.0178939,366,0.0,321.3439407348633
0.242955,61.815830931,368000,1000.0,0.9940915755,-0.00944358,0.0616323,2,0.0149081,368,0.0,323.110071182251
0.208728,62.1686853888,370000,1000.0,0.991061362438,-0.0142346,0.0922616,2,0.0185795,370,0.0,324.90657901763916
0.201145,62.5061200188,372000,1000.0,0.991446757689,-0.0169204,0.0845882,2,0.0364489,372,0.0,326.6874096393585
0.202351,62.8773712888,374000,1000.0,0.989372021519,-0.0123357,0.112884,2,0.0221777,374,0.0,328.4699947834015
0.191231,63.2601154425,376000,1000.0,0.988763296045,-0.010372,0.106301,2,0.0278418,376,0.0,330.2497446537018
0.174848,63.6534613071,378000,1000.0,0.990889170207,-0.0101754,0.0999162,2,0.0316474,378,0.0,332.0312180519104
0.15705,64.0606741518,380000,1000.0,0.989092633128,-0.0200449,0.106661,2,0.0204073,380,0.0,333.8124134540558
0.159558,64.4004166846,382000,1000.0,0.984544258565,-0.0101611,0.154247,2,0.0201675,382,0.0,335.5947103500366
0.182225,65.0024479754,385000,1000.0,0.982474187389,-0.0106546,0.228087,3,0.0304353,385,0.0,337.374632358551
0.189501,65.254943036,387000,1000.0,0.98266575858,-0.0166294,0.191827,2,0.0213209,387,0.0,339.172465801239
0.200343,65.6540125828,389000,1000.0,0.99200021103,-0.0118805,0.071872,2,0.0187134,389,0.0,340.9528601169586
0.198241,66.0258819396,391000,1000.0,0.987405683845,-0.0171513,0.111839,2,0.0162159,391,0.0,342.7501394748688
0.202795,66.4508882479,393000,1000.0,0.989776435308,-0.0106145,0.101563,2,0.0168191,393,0.0,344.53237986564636
0.206957,66.8074957125,395000,1000.0,0.99167264998,-0.0119666,0.0858314,2,0.0175399,395,0.0,346.34424090385437
0.230251,67.1749321469,397000,1000.0,0.989994449541,-0.01475,0.0976808,2,0.0266278,397,0.0,348.1247889995575
0.223504,67.5964836741,399000,1000.0,0.987687096931,-0.00832054,0.130482,2,0.0301954,399,0.0,349.9220244884491
0.180583,67.9657107965,401000,1000.0,0.98967662733,-0.0142846,0.0997689,2,0.0135667,401,0.0,351.7189528942108
0.151108,68.4091428138,403000,1000.0,0.989938665181,-0.0117344,0.106162,2,0.0172821,403,0.0,353.5155565738678
0.144557,68.7548653106,405000,1000.0,0.978558691218,-0.017861,0.236869,2,0.0206668,405,0.0,355.2968153953552
0.127978,69.1294117214,407000,1000.0,0.98595292028,-0.0101626,0.137793,2,0.0265124,407,0.0,357.091201543808
0.108917,69.5025844257,409000,1000.0,0.983993997797,-0.00284837,0.176723,2,0.0368413,409,0.0,358.87611198425293
0.0878802,69.8825635065,411000,1000.0,0.972062883899,-0.0100622,0.29312,2,0.0478079,411,0.0,360.7732675075531
0.0915716,70.0541061199,413000,1000.0,0.956120807678,-0.0121149,0.319052,2,0.027894,413,0.0,362.5627691745758
0.0863512,70.3866414199,415000,1000.0,0.978088330477,-0.0149669,0.216691,2,0.0211116,415,0.0,364.3441514968872
0.104987,70.6505221715,417000,1000.0,0.982329595834,-0.00765236,0.179925,2,0.0247973,417,0.0,366.141152381897
0.105265,70.9480251567,419000,1000.0,0.979974601418,-0.0072656,0.208273,2,0.0329382,419,0.0,367.9382104873657
0.109788,71.3587725705,421000,1000.0,0.982549898326,-0.00628734,0.170102,2,0.0238006,421,0.0,369.7183630466461
0.118006,71.7592222858,423000,1000.0,0.980515098199,-0.00814873,0.196641,2,0.040546,423,0.0,371.51584696769714
0.110877,72.1178442359,425000,1000.0,0.9648809582,-0.0151107,0.331061,2,0.0154686,425,0.0,373.2970724105835
0.119811,72.7338732502,428000,1000.0,0.985626815818,-0.0143012,0.189558,3,0.0148084,428,0.0,375.07937502861023
0.138922,73.0733185807,430000,1000.0,0.98747236561,-0.0123646,0.123985,2,0.022256,430,0.0,376.8749108314514
0.107824,73.4746749487,432000,1000.0,0.980023287237,-0.0126212,0.212518,2,0.0170487,432,0.0,378.6562123298645
0.108383,73.8797194586,434000,1000.0,0.982070771977,-0.0119622,0.194418,2,0.0133626,434,0.0,380.45332431793213
0.115625,74.2001310218,436000,1000.0,0.979937810451,-0.0062499,0.202448,2,0.0385731,436,0.0,382.21907782554626
0.097046,74.6154028844,438000,1000.0,0.986702475697,0.00447847,0.141963,2,0.0712901,438,0.0,384.01626920700073
0.11716,75.0376144082,440000,1000.0,0.988296174444,-0.00274967,0.134939,2,0.0463758,440,0.0,385.8129448890686
0.096715,75.3861238776,442000,1000.0,0.965312931687,-0.00814744,0.306887,2,0.0332292,442,0.0,387.6097059249878
0.0928669,75.8743548819,444000,1000.0,0.981266660616,-0.00471721,0.17472,2,0.0169592,444,0.0,389.39055275917053
0.0688089,76.2685076585,446000,1000.0,0.968352258205,-0.023623,0.155929,2,0.06567,446,0.0,391.1877806186676
0.0759087,76.6523306039,448000,1000.0,0.98941624444,-0.0200453,0.120734,2,0.0168293,448,0.0,392.9854507446289
0.0959353,76.8984921915,450000,1000.0,0.970513474196,-0.0119772,0.299146,2,0.0334013,450,0.0,394.78204560279846
0.123478,77.2124594246,452000,1000.0,0.984643112868,-0.00905906,0.153932,2,0.0295837,452,0.0,396.56286096572876
0.131306,77.5450105845,454000,1000.0,0.986776946113,-0.00217988,0.135169,2,0.0225699,454,0.0,398.36766362190247
