loss_pol_entpen,EpisodesSoFar,loss_pol_surr,EpRewMean,EpThisIter,ev_tdlam_before,TimeElapsed,EpLenMean,loss_kl,TimestepsSoFar,loss_ent,loss_vf_loss
0.0,108,-0.0142363,36.3566231945,2,0.997695696075,94.29672193527222,1000.0,0.0131741,108000,1.57479,0.0124309
0.0,110,-0.015107,36.7128993643,2,0.997556911316,96.0652813911438,1000.0,0.00750413,110000,1.57076,0.0124222
0.0,112,-0.0147828,36.9750659989,2,0.998999268049,97.84419560432434,1000.0,0.00941257,112000,1.54735,0.0068697
0.0,114,-0.0197932,37.2843713224,2,0.998857997824,99.62496972084045,1000.0,0.0113222,114000,1.48959,0.00508809
0.0,116,-0.0116508,37.6057750329,2,0.998999569216,101.40786218643188,1000.0,0.0125723,116000,1.44748,0.00772914
0.0,118,-0.0137731,37.9125380742,2,0.997345409123,103.20489192008972,1000.0,0.0075877,118000,1.4123,0.00863442
0.0,120,-0.0166861,38.1321208314,2,0.996702423552,104.96897053718567,1000.0,0.00481439,120000,1.39574,0.0159386
0.0,122,-0.0177618,38.3994155545,2,0.997732319403,106.75327253341675,1000.0,0.0108358,122000,1.37575,0.0169807
0.0,124,-0.0178648,38.5480134276,2,0.998640253325,108.53189849853516,1000.0,0.0130708,124000,1.36217,0.00680276
0.0,126,-0.0134696,38.7085505044,2,0.998082323698,110.31288480758667,1000.0,0.00746108,126000,1.33942,0.0133958
0.0,129,-0.012564,39.0064892374,3,0.998498765985,112.09387803077698,1000.0,0.00705539,129000,1.30659,0.0102058
0.0,131,-0.0159474,39.1163768958,2,0.998705746024,113.87482166290283,1000.0,0.0761917,131000,1.29563,0.00982122
0.0,133,-0.0148524,39.2241920808,2,0.998256914783,115.67097616195679,1000.0,0.00710565,133000,1.28345,0.00952088
0.0,135,-0.0125274,39.3387242019,2,0.99398757657,117.43812298774719,1000.0,0.023099,135000,1.27749,0.035405
0.0,137,-0.0190772,39.5134536104,2,0.998185971635,119.23597431182861,1000.0,0.0148584,137000,1.23817,0.00837506
0.0,139,-0.00856496,39.6141168833,2,0.998876349418,121.01737451553345,1000.0,0.0122441,139000,1.23523,0.00742351
0.0,141,-0.0144736,39.7118751373,2,0.998633891577,122.81317400932312,1000.0,0.0105825,141000,1.19581,0.00646542
0.0,143,-0.0199416,39.9107115037,2,0.998773685773,124.5796594619751,1000.0,0.0196274,143000,1.18838,0.00520445
0.0,145,-0.0144751,39.9683881648,2,0.996861095075,126.37618923187256,1000.0,0.0103416,145000,1.17129,0.00898155
0.0,147,-0.0153305,40.156042401,2,0.991917948239,128.15622329711914,1000.0,0.00849715,147000,1.19763,0.00992367
0.0,149,-0.0170039,40.3491328416,2,0.997041869676,129.9374930858612,1000.0,0.00609209,149000,1.15343,0.0114953
0.0,151,-0.0137596,40.5700156962,2,0.993222597521,131.70486569404602,1000.0,0.0127481,151000,1.14699,0.0301552
0.0,153,-0.019524,40.7003702799,2,0.952277373523,133.48545575141907,1000.0,0.00859416,153000,1.14508,0.183376
0.0,155,-0.0112947,40.8724685622,2,0.988703159615,135.26698803901672,1000.0,0.0130435,155000,1.1335,0.0221545
0.0,157,-0.0172209,41.0544419354,2,0.996140123578,137.04720377922058,1000.0,0.0104441,157000,1.11056,0.014687
0.0,159,-0.0149534,41.1251302247,2,0.998886753689,138.82815599441528,1000.0,0.0127827,159000,1.10334,0.00921607
0.0,161,-0.0103208,41.2565220542,2,0.998913358548,140.61007046699524,1000.0,0.0195953,161000,1.08109,0.0112468
0.0,163,-0.0163894,41.3550464329,2,0.998688362306,142.39129400253296,1000.0,0.0231716,163000,1.07699,0.0129111
0.0,165,-0.0168666,41.4159379312,2,0.99777296558,144.18805122375488,1000.0,0.0107671,165000,1.05584,0.0145943
0.0,167,-0.0182072,41.5011307032,2,0.999238393269,145.95379972457886,1000.0,0.0171087,167000,1.01427,0.00385122
0.0,169,-0.0167762,41.6994730849,2,0.997751852265,147.75117802619934,1000.0,0.00604148,169000,0.990143,0.00738895
0.0,172,-0.0226557,41.832719892,3,0.998755721725,149.51655101776123,1000.0,0.0163503,172000,0.981966,0.00983684
0.0,174,-0.0146313,41.9225845926,2,0.99890447408,151.31287097930908,1000.0,0.0146357,174000,0.973993,0.00944677
0.0,176,-0.0182697,41.9950855471,2,0.999382136215,153.09510684013367,1000.0,0.0131267,176000,0.97179,0.00329829
0.0,178,-0.0120621,41.9770238057,2,0.998055638396,154.89073252677917,1000.0,0.00640837,178000,0.975827,0.00528243
0.0,180,-0.0157995,42.1263330195,2,0.997197566088,156.65782356262207,1000.0,0.00793638,180000,0.979538,0.0156154
0.0,182,-0.0165206,42.249508973,2,0.998371392838,158.43776535987854,1000.0,0.012988,182000,0.976856,0.0122675
0.0,184,-0.00709387,42.282993458,2,0.999375483894,160.23429131507874,1000.0,0.0254807,184000,0.961828,0.00378321
0.0,186,-0.0181392,42.4492419198,2,0.999160481675,162.01629257202148,1000.0,0.010922,186000,0.940603,0.00785119
0.0,188,-0.0157542,42.5772085236,2,0.999746480462,163.783442735672,1000.0,0.0104862,188000,0.92997,0.00241783
0.0,190,-0.0224484,42.6524520589,2,0.999662615126,165.57833814620972,1000.0,0.0406864,190000,0.922565,0.00210339
0.0,192,-0.0157647,42.7017423385,2,0.998672505957,167.35986018180847,1000.0,0.0185675,192000,0.896615,0.00607789
0.0,194,-0.0193635,42.7339597958,2,0.999459031329,169.14116668701172,1000.0,0.0209613,194000,0.885798,0.00560063
0.0,196,-0.0226655,42.7925986667,2,0.999053447682,170.92308712005615,1000.0,0.0161547,196000,0.876618,0.00266567
0.0,198,-0.0217597,42.844133443,2,0.999199858634,172.70357465744019,1000.0,0.0926127,198000,0.855616,0.00315406
0.0,200,-0.017712,42.8496110201,2,0.99751974456,174.48482465744019,1000.0,0.0134384,200000,0.856809,0.00685128
0.0,202,-0.0133151,42.9171498926,2,0.998410696746,176.2654447555542,1000.0,0.005728,202000,0.833397,0.0102122
0.0,204,-0.0146384,42.9496020046,2,0.995171504561,178.04219889640808,1000.0,0.0342209,204000,0.833554,0.007383
0.0,206,-0.0215649,42.8949236761,2,0.991770194843,179.82870316505432,1000.0,0.0277272,206000,0.824912,0.0129913
0.0,208,-0.0149787,42.9507853637,2,0.994912467897,181.60968589782715,1000.0,0.0264106,208000,0.760717,0.00574337
0.0,210,-0.0158605,42.9368016396,2,0.997606368037,183.40640544891357,1000.0,0.00477788,210000,0.750432,0.00945153
0.0,212,-0.003336,43.0242131667,2,0.997783571482,185.18808555603027,1000.0,0.0140644,212000,0.769497,0.00844563
0.0,215,0.00145808,43.0509245226,3,0.997875687201,186.9704132080078,1000.0,0.0272799,215000,0.758306,0.0111085
0.0,217,-0.0221292,43.0194796221,2,0.99826069281,188.75136590003967,1000.0,0.0128553,217000,0.74039,0.0115378
0.0,219,-0.0162922,43.0153520185,2,0.998315387871,190.53129696846008,1000.0,0.010617,219000,0.754584,0.00615209
0.0,221,-0.0170174,42.9764986762,2,0.99860558717,192.31256794929504,1000.0,0.0144955,221000,0.739139,0.00623444
0.0,223,-0.0162216,42.9413278231,2,0.998490481754,194.09359979629517,1000.0,0.0151486,223000,0.699587,0.00457571
0.0,225,-0.0182019,42.8536653997,2,0.998667362961,195.8911633491516,1000.0,0.0476166,225000,0.666515,0.00525625
0.0,227,-0.0138136,42.8379658247,2,0.997842564015,197.67306637763977,1000.0,0.00669611,227000,0.653332,0.0119739
0.0,229,-0.0099715,42.7004968106,2,0.996590783587,199.45386481285095,1000.0,0.0169348,229000,0.629183,0.0140252
0.0,231,-0.00732898,42.5113646005,2,0.972038038075,201.23479008674622,1000.0,0.00740976,231000,0.626445,0.108811
0.0,233,-0.0171379,42.5127202431,2,0.993610920385,203.01602125167847,1000.0,0.00924042,233000,0.608807,0.0296708
0.0,235,-0.00906468,42.4039122076,2,0.987345147878,204.79698014259338,1000.0,0.0229287,235000,0.582785,0.0811659
0.0,237,0.0275343,41.9931352299,2,0.951021715999,206.57850694656372,1000.0,0.0693742,237000,0.579088,0.269921
0.0,239,-0.0132682,41.961176259,2,0.99133273866,208.37616682052612,1000.0,0.0126268,239000,0.54814,0.0319613
0.0,241,-0.0184086,41.829862704,2,0.993808656,210.15633392333984,1000.0,0.0164207,241000,0.516666,0.0617959
0.0,243,-0.0166715,41.7808331215,2,0.996840823907,211.93837594985962,1000.0,0.00796515,243000,0.484723,0.0195623
0.0,245,-0.0165179,41.7253653507,2,0.996650541201,213.73492455482483,1000.0,0.0146218,245000,0.456337,0.0256592
0.0,247,-0.0166179,41.6382851765,2,0.996824010741,215.51573061943054,1000.0,0.00675559,247000,0.459618,0.0185589
0.0,249,-0.0119109,41.5816564908,2,0.994142391719,217.2967233657837,1000.0,0.00830524,249000,0.458883,0.0400827
0.0,251,-0.0132817,41.3828452788,2,0.996549040312,219.08457565307617,1000.0,0.00911408,251000,0.427034,0.0238456
0.0,253,-0.0139199,41.3481578109,2,0.996967983432,220.8752007484436,1000.0,0.0104025,253000,0.423202,0.0223486
0.0,256,-0.0206901,41.1727165679,3,0.997674299637,222.6562533378601,1000.0,0.0408278,256000,0.43233,0.0071367
0.0,258,-0.0173734,41.0174912222,2,0.998166680103,224.4379596710205,1000.0,0.0129951,258000,0.409506,0.0179641
0.0,260,-0.00592505,40.9836932578,2,0.997958980501,226.21858859062195,1000.0,0.0246469,260000,0.370253,0.0201382
0.0,262,-0.0096235,41.008616558,2,0.99811328121,228.0162148475647,1000.0,0.0186219,262000,0.330172,0.0163539
0.0,264,-0.0122669,41.0028367651,2,0.998822364141,229.79782032966614,1000.0,0.010089,264000,0.333549,0.0115346
0.0,266,-0.00477197,41.0785725917,2,0.99927701772,231.59421849250793,1000.0,0.0319137,266000,0.306507,0.00759407
0.0,268,-0.0179252,41.0729500681,2,0.995476831682,233.35951828956604,1000.0,0.00939357,268000,0.296194,0.0149933
0.0,270,-0.0106185,41.0640993012,2,0.996317971731,235.1574103832245,1000.0,0.00740601,270000,0.278601,0.0122997
0.0,272,-0.00988596,41.1278560122,2,0.998843921348,236.93863892555237,1000.0,0.0108614,272000,0.241236,0.00407203
0.0,274,-0.00697449,41.1770784448,2,0.999422465859,238.73449325561523,1000.0,0.027466,274000,0.222522,0.00360476
0.0,276,-0.0150293,41.2677042267,2,0.999751321593,240.5171401500702,1000.0,0.00969566,276000,0.230293,0.00206722
0.0,278,-0.0130481,41.3773174341,2,0.999601160787,242.31304216384888,1000.0,0.00849047,278000,0.229613,0.00396414
0.0,280,-0.0120244,41.2952005702,2,0.995387464296,244.09434819221497,1000.0,0.0101089,280000,0.214166,0.0175462
0.0,282,-0.0206469,41.3154576126,2,0.998774356209,245.87595343589783,1000.0,0.0401093,282000,0.207389,0.00502571
0.0,284,-0.0156623,41.3301736828,2,0.995592095889,247.65669298171997,1000.0,0.0133723,284000,0.225598,0.0073059
0.0,286,-0.0108676,41.1956885728,2,0.995123383589,249.45355534553528,1000.0,0.00930246,286000,0.237216,0.0232184
0.0,288,-0.0172143,41.0936793188,2,0.993756617419,251.25059485435486,1000.0,0.0109192,288000,0.23506,0.0165659
0.0,290,-0.013768,41.1949507379,2,0.999127970892,253.03183221817017,1000.0,0.0142255,290000,0.216333,0.00847303
0.0,292,-0.0135318,41.2983764031,2,0.999256771931,254.81313395500183,1000.0,0.0085114,292000,0.209935,0.00319617
0.0,294,-0.0168479,41.3424744171,2,0.995472056791,256.5939371585846,1000.0,0.0166065,294000,0.209716,0.00983823
0.0,296,-0.0175303,41.2006663125,2,0.986442374066,258.375195980072,1000.0,0.00877678,296000,0.210312,0.0573919
0.0,299,-0.0147618,41.2314664178,3,0.980540677905,260.1569881439209,1000.0,0.00652767,299000,0.221142,0.0439309
0.0,301,-0.00556485,41.0564217352,2,0.97591242753,261.9381368160248,1000.0,0.0219356,301000,0.199204,0.0530913
0.0,303,-0.0165494,41.0003374404,2,0.995537317824,263.7350809574127,1000.0,0.0116648,303000,0.19951,0.00619253
0.0,305,-0.015022,41.015123315,2,0.997419802705,265.50080466270447,1000.0,0.00914855,305000,0.156107,0.0119611
0.0,307,-0.0188065,41.0248735811,2,0.994748607278,267.28170132637024,1000.0,0.0181525,307000,0.171451,0.0152651
0.0,309,-0.0057956,40.9404664109,2,0.994044004008,269.0629346370697,1000.0,0.0253777,309000,0.163344,0.0129528
0.0,311,-0.0103748,40.8104902763,2,0.992134914733,270.8602955341339,1000.0,0.00915368,311000,0.144085,0.0218628
0.0,313,-0.020595,40.7739595101,2,0.995505413041,272.6258852481842,1000.0,0.0125772,313000,0.146105,0.0203814
0.0,315,-0.0231449,40.5578541472,2,0.990275833756,274.40692138671875,1000.0,0.0255041,315000,0.158918,0.0260256
0.0,317,-0.0205037,40.5854807715,2,0.994011008181,276.189270734787,1000.0,0.0126264,317000,0.176987,0.0248004
0.0,319,0.00333443,40.5725698767,2,0.994522328954,277.9695472717285,1000.0,0.0490943,319000,0.156969,0.0329318
0.0,321,-0.0180197,40.6699246944,2,0.99905206362,279.7517046928406,1000.0,0.0121051,321000,0.180248,0.0082315
0.0,323,-0.0210269,40.6309439763,2,0.996985343983,281.53188848495483,1000.0,0.026776,323000,0.169138,0.0165061
0.0,325,-0.0135857,40.7557118443,2,0.998504464398,283.3131220340729,1000.0,0.0112836,325000,0.135387,0.00274345
0.0,327,-0.020511,40.8452394899,2,0.999440412677,285.0944011211395,1000.0,0.0206263,327000,0.134041,0.00411131
0.0,329,-0.0120816,40.9690464667,2,0.997519938042,286.8751790523529,1000.0,0.0227769,329000,0.105114,0.00851834
0.0,331,-0.0180605,41.2382620437,2,0.999670118938,288.6638538837433,1000.0,0.01672,331000,0.069401,0.00245735
0.0,333,-0.00168503,41.3391156334,2,0.999587874336,290.45342659950256,1000.0,0.0209335,333000,0.0809608,0.00286239
0.0,335,-0.0148175,41.5248762433,2,0.999713207915,292.2348909378052,1000.0,0.0106175,335000,0.0913649,0.00345864
0.0,337,-0.0190684,42.0521188264,2,0.997878845548,294.0162205696106,1000.0,0.0169139,337000,0.0868094,0.00872133
0.0,339,-0.0175963,42.0947047208,2,0.997521552024,295.7974672317505,1000.0,0.023381,339000,0.0643728,0.0176013
0.0,342,-0.0254431,42.122307732,3,0.996430557687,297.5783772468567,1000.0,0.0148746,342000,0.0615764,0.0255922
0.0,344,-0.0196173,42.2239808053,2,0.99942980404,299.3598561286926,1000.0,0.010244,344000,0.0455371,0.00345054
0.0,346,-0.0260243,42.2127608142,2,0.989294793457,301.14112162590027,1000.0,0.0119663,346000,0.0342538,0.0806065
0.0,348,-0.018896,42.3301961764,2,0.999322963879,302.94634985923767,1000.0,0.0167195,348000,0.0210537,0.00350521
0.0,350,-0.0161604,42.5380930366,2,0.999667257071,304.7492151260376,1000.0,0.017689,350000,-0.0236319,0.00215958
0.0,352,-0.0183114,42.6563771307,2,0.998940024991,306.56549048423767,1000.0,0.0111206,352000,-0.018721,0.00357655
0.0,354,-0.019059,42.6427803147,2,0.996420428855,308.4163875579834,1000.0,0.0137519,354000,-0.0317944,0.0108799
0.0,356,-0.00426604,42.8115993871,2,0.999551926914,310.21931433677673,1000.0,0.0561999,356000,-0.0450683,0.00180924
0.0,358,-0.0150153,43.0089917545,2,0.99956130702,312.01886343955994,1000.0,0.0319957,358000,-0.0550283,0.00200073
0.0,360,-0.0130943,43.0988788889,2,0.999622266798,313.8058862686157,1000.0,0.00736495,360000,-0.0657455,0.00185411
0.0,362,-0.0179615,43.1575525085,2,0.99931275571,315.5944471359253,1000.0,0.0504604,362000,-0.0671562,0.00144504
0.0,364,-0.017147,43.0781270126,2,0.993314991239,317.37520575523376,1000.0,0.0169683,364000,-0.0652831,0.017684
0.0,366,-0.0107548,43.077001285,2,0.986095975153,319.1564962863922,1000.0,0.02793,366000,-0.0658538,0.00948104
0.0,368,-0.0071701,43.0006358747,2,0.998170354636,320.93878197669983,1000.0,0.024423,368000,-0.0373733,0.00993595
0.0,370,-0.00324617,43.0579482687,2,0.999419686443,322.73521614074707,1000.0,0.0418661,370000,-0.0285639,0.00469079
0.0,372,-0.0140853,43.0911448489,2,0.993082188535,324.51721143722534,1000.0,0.0260041,372000,-0.00828934,0.0103309
0.0,374,-0.0143519,42.9820852452,2,0.998734377557,326.3137376308441,1000.0,0.0247463,374000,-0.00132251,0.00793615
0.0,376,0.0061643,42.9743546211,2,0.956548985094,328.0944881439209,1000.0,0.0289602,376000,0.0117288,0.0116287
0.0,378,-0.00309273,42.4574149298,2,0.981750430539,329.89120841026306,1000.0,0.0194318,378000,0.0263908,0.0674569
0.0,380,-0.0204521,42.4860260009,2,0.994673508219,331.657568693161,1000.0,0.0390413,380000,0.00515127,0.0126899
0.0,382,-0.0117172,42.5323920375,2,0.996846470749,333.4538333415985,1000.0,0.0481505,382000,-0.0198725,0.00530333
0.0,385,-0.0125941,42.466892749,3,0.998434407404,335.23498940467834,1000.0,0.0132167,385000,-0.0250829,0.0064949
0.0,387,-0.0122836,42.648261527,2,0.999286792299,337.0029020309448,1000.0,0.0110107,387000,-0.0387405,0.00449786
0.0,389,-0.0106873,42.705695595,2,0.997884277953,338.7816641330719,1000.0,0.00876498,389000,-0.0767,0.00783365
0.0,391,-0.0125202,42.6809839427,2,0.998701761477,340.5638587474823,1000.0,0.0292409,391000,-0.0689282,0.00760893
0.0,393,-0.0123376,42.7030138825,2,0.998821115936,342.34441804885864,1000.0,0.0201142,393000,-0.0610244,0.00319418
0.0,395,-0.0117863,42.8129872731,2,0.998375639901,344.12554812431335,1000.0,0.0223941,395000,-0.0712613,0.00840787
0.0,397,-0.0190881,43.0210499418,2,0.997807347449,345.9065613746643,1000.0,0.0257104,397000,-0.0867406,0.0140503
0.0,399,-0.0116669,42.9558207572,2,0.998854231555,347.67352652549744,1000.0,0.0161235,399000,-0.100071,0.00606183
0.0,401,-0.0195797,43.2600728059,2,0.999549827509,349.4615762233734,1000.0,0.0520939,401000,-0.115,0.0023723
0.0,403,-0.0112489,43.4257420949,2,0.997808613814,351.23468708992004,1000.0,0.0276348,403000,-0.125221,0.00582763
0.0,405,-0.0169127,43.078732907,2,0.936744019389,353.01726841926575,1000.0,0.0164499,405000,-0.128934,0.0541483
0.0,407,-0.0190013,43.1621484189,2,0.998756513465,354.7972538471222,1000.0,0.0215567,407000,-0.164078,0.00593113
0.0,409,0.00264443,43.3897776801,2,0.99845521606,356.5788667201996,1000.0,0.0422104,409000,-0.148589,0.00570948
0.0,411,-0.00894479,43.5891128011,2,0.999210255221,358.3593592643738,1000.0,0.0185491,411000,-0.188449,0.00729126
0.0,413,-0.0138883,43.7368897319,2,0.99864577048,360.14156579971313,1000.0,0.011887,413000,-0.192363,0.00960272
0.0,415,-0.0146437,44.0861294819,2,0.999642382172,361.92189168930054,1000.0,0.0127178,415000,-0.211981,0.00318716
0.0,417,-0.013658,44.0288831072,2,0.987446295097,363.6898264884949,1000.0,0.00635457,417000,-0.220858,0.0295762
0.0,419,-0.00849542,44.1893310582,2,0.999156659294,365.4690001010895,1000.0,0.0223955,419000,-0.255339,0.00573326
0.0,421,-0.00658046,44.2705101426,2,0.999253456888,367.25028133392334,1000.0,0.0191275,421000,-0.276753,0.00370499
0.0,423,-0.0142268,44.5126488403,2,0.998890485615,369.03218817710876,1000.0,0.0132813,423000,-0.300751,0.00450627
0.0,425,-0.0215905,44.6374741697,2,0.999204709078,370.8126847743988,1000.0,0.0223726,425000,-0.31203,0.00545926
0.0,428,-0.00718437,44.8545479827,3,0.999534436327,372.5845556259155,1000.0,0.028837,428000,-0.326809,0.00650407
0.0,430,-0.0209325,45.022213867,2,0.999587928789,374.3752043247223,1000.0,0.0149174,430000,-0.326621,0.00394976
0.0,432,-0.0169419,45.2022464478,2,0.998941022903,376.14135217666626,1000.0,0.0180537,432000,-0.322647,0.00420887
0.0,434,-0.0111807,45.2734539413,2,0.99913178297,377.9240906238556,1000.0,0.110583,434000,-0.331223,0.00462582
0.0,436,-0.022096,45.4410439937,2,0.999273277936,379.7049386501312,1000.0,0.122779,436000,-0.341889,0.004135
0.0,438,-0.0134577,45.4116842332,2,0.987260602415,381.48501777648926,1000.0,0.00876315,438000,-0.350247,0.0112701
0.0,440,-0.0144638,45.6123306153,2,0.996668615378,383.25097131729126,1000.0,0.0177034,440000,-0.39169,0.00488477
0.0,442,-0.0260753,45.9102906691,2,0.998696871102,385.03136372566223,1000.0,0.157938,442000,-0.408493,0.00393838
0.0,444,-0.028384,46.0833381076,2,0.996926224558,386.79781699180603,1000.0,0.229549,444000,-0.408401,0.00472059
0.0,446,-0.0333909,46.3479592513,2,0.994022334926,388.5937056541443,1000.0,1.07007,446000,-0.443941,0.00702058
0.0,448,-0.0169543,46.2755601021,2,0.978452017531,390.3443660736084,1000.0,0.0408778,448000,-0.419541,0.0104143
0.0,450,0.00553024,46.3371442934,2,0.992758231703,392.12632274627686,1000.0,0.0360471,450000,-0.410789,0.00803857
0.0,452,-0.0230257,46.4447461846,2,0.996002594475,393.8917062282562,1000.0,0.0308915,452000,-0.392575,0.00769222
0.0,454,-0.020677,46.638406886,2,0.997967189876,395.67190504074097,1000.0,0.0157207,454000,-0.381315,0.00911567
0.0,456,-0.0175087,46.6601919359,2,0.998528406955,397.4538698196411,1000.0,0.0156842,456000,-0.357742,0.00900974
