loss_pol_entpen,EpisodesSoFar,loss_pol_surr,EpRewMean,EpThisIter,ev_tdlam_before,TimeElapsed,EpLenMean,loss_kl,TimestepsSoFar,loss_ent,loss_vf_loss
0.0,458,0.0139486,46.7094820855,2,0.999271328212,399.2194242477417,1000.0,0.0472546,458000,-0.377087,0.0045916
0.0,460,-0.0148231,46.7664367373,2,0.998531662044,401.0006699562073,1000.0,0.0109128,460000,-0.365346,0.0117343
0.0,462,-0.0107902,46.8072096738,2,0.998967977241,402.78144931793213,1000.0,0.0240087,462000,-0.376321,0.00634833
0.0,464,-0.0207533,47.0555873761,2,0.999493045325,404.5477774143219,1000.0,0.018887,464000,-0.359092,0.0034583
0.0,466,-0.0183537,47.1352058752,2,0.997319323942,406.32871413230896,1000.0,0.0117737,466000,-0.362615,0.0147788
0.0,468,-0.0171961,47.2719888381,2,0.997737391153,408.109689950943,1000.0,0.0127726,468000,-0.366197,0.0119678
0.0,471,-0.0126908,47.2823086495,3,0.992036405019,409.9063093662262,1000.0,0.00979732,471000,-0.37273,0.0179617
0.0,473,-0.0148671,47.1158434751,2,0.986343487166,411.6635115146637,1000.0,0.0229716,473000,-0.355913,0.0308797
0.0,475,0.00463846,47.1009350547,2,0.996487975819,413.43756222724915,1000.0,0.0770357,475000,-0.385954,0.0264106
0.0,477,-0.00756338,47.6455457415,2,0.998308452195,415.2187855243683,1000.0,0.0210114,477000,-0.402862,0.00618148
0.0,479,-0.00196631,47.7429583197,2,0.999144712812,416.9844477176666,1000.0,0.029181,479000,-0.415439,0.00589027
0.0,481,-0.00738851,47.8778744331,2,0.998068288201,418.7672801017761,1000.0,0.0515462,481000,-0.412479,0.0168762
0.0,483,-0.0192338,48.1793704152,2,0.998739403323,420.53174209594727,1000.0,0.0152945,483000,-0.443482,0.0080883
0.0,485,-0.0236835,48.2768427818,2,0.998630184331,422.31260919570923,1000.0,0.102281,485000,-0.456888,0.00824173
0.0,487,-0.00803799,48.3309138656,2,0.997799689416,424.08932542800903,1000.0,0.0417051,487000,-0.442669,0.00888174
0.0,489,-0.0203081,48.4584941405,2,0.998645283631,425.8603537082672,1000.0,0.0154808,489000,-0.444519,0.00613457
0.0,491,-0.0250281,48.625109054,2,0.998906062683,427.6259927749634,1000.0,0.0181242,491000,-0.471194,0.00811112
0.0,493,-0.0173402,48.7981753011,2,0.998955522547,429.406973361969,1000.0,0.0227666,493000,-0.494766,0.00584988
0.0,495,-0.0160543,49.0268532118,2,0.999062328774,431.1881217956543,1000.0,0.0399336,495000,-0.504065,0.00589803
0.0,497,-0.0163272,49.1738785911,2,0.999016666901,432.9547848701477,1000.0,0.0221043,497000,-0.484859,0.00751175
0.0,499,-0.0173663,49.3879430741,2,0.999121457746,434.72119140625,1000.0,0.0300299,499000,-0.482461,0.00574489
0.0,501,-0.0189939,49.5571863425,2,0.999151578231,436.48472595214844,1000.0,0.0190224,501000,-0.50127,0.00522396
0.0,503,-0.0140468,49.7382459582,2,0.989747590385,438.2664659023285,1000.0,0.0196455,503000,-0.465591,0.0148854
0.0,505,-0.0158006,50.0952207113,2,0.997825914063,440.03214716911316,1000.0,0.0318328,505000,-0.490452,0.00844678
0.0,507,-0.015979,50.3326258795,2,0.998908888781,441.7966923713684,1000.0,0.0277778,507000,-0.493349,0.00522922
0.0,509,-0.0142861,50.1830960122,2,0.977395398542,443.56304812431335,1000.0,0.0174524,509000,-0.484338,0.0970828
0.0,512,-0.0124363,50.4591844277,3,0.988679940812,445.32860684394836,1000.0,0.0385088,512000,-0.494572,0.0665376
0.0,514,-0.0259755,50.6181855525,2,0.998794772313,447.0947072505951,1000.0,0.0982975,514000,-0.496513,0.00707809
0.0,516,-0.0165345,50.7812119116,2,0.998999949312,448.8923649787903,1000.0,0.0126612,516000,-0.526332,0.00408999
0.0,518,-0.0171568,51.1974589197,2,0.999285030877,450.6570043563843,1000.0,0.0151047,518000,-0.532754,0.00607145
0.0,520,-0.00642135,51.3771432927,2,0.999343960313,452.4390342235565,1000.0,0.0474414,520000,-0.551283,0.0067578
0.0,522,-0.0195297,51.5394700111,2,0.999224855157,454.2030119895935,1000.0,0.0287281,522000,-0.587463,0.00643866
0.0,524,-0.0212756,51.653429938,2,0.999349395803,455.98504185676575,1000.0,0.033072,524000,-0.589859,0.00653342
0.0,526,-0.0188664,51.7659881467,2,0.999522572733,457.7503366470337,1000.0,0.017229,526000,-0.604568,0.00500384
0.0,528,-0.00723546,51.877036057,2,0.999514902243,459.54862999916077,1000.0,0.0354777,528000,-0.623172,0.00467565
0.0,530,-0.0117461,52.0328288775,2,0.99903371738,461.3137686252594,1000.0,0.0233448,530000,-0.646643,0.00952091
0.0,532,-0.0210025,52.0892062654,2,0.999293165456,463.0952568054199,1000.0,0.0124225,532000,-0.662132,0.00601347
0.0,534,-0.017286,52.2454882399,2,0.999450482253,464.85965752601624,1000.0,0.0151609,534000,-0.661516,0.00643114
0.0,536,-0.0133494,52.3301692626,2,0.999130735639,466.6252303123474,1000.0,0.0269483,536000,-0.660196,0.00724476
0.0,538,-0.0203207,52.6974375095,2,0.999430305616,468.39133524894714,1000.0,0.0209355,538000,-0.694565,0.00508376
0.0,540,-0.0171715,52.7943629002,2,0.999155545956,470.1564345359802,1000.0,0.0239047,540000,-0.682198,0.00847847
0.0,542,-0.0141552,52.870620743,2,0.998887615744,471.92262172698975,1000.0,0.0196677,542000,-0.683344,0.00721686
0.0,544,-0.0137631,53.0223119641,2,0.99877458124,473.7032196521759,1000.0,0.018943,544000,-0.680318,0.0130058
0.0,546,-0.0160165,53.1795184024,2,0.998500646907,475.4844512939453,1000.0,0.0371327,546000,-0.707723,0.0130217
0.0,548,-0.0115579,53.5006215912,2,0.998212676845,477.25070548057556,1000.0,0.0260015,548000,-0.694984,0.0161939
0.0,550,0.00122694,53.7345435443,2,0.998775132815,479.0163471698761,1000.0,0.0488588,550000,-0.680292,0.0150836
0.0,552,-0.0157638,53.9033373256,2,0.997649986763,480.7816777229309,1000.0,0.0281112,552000,-0.683066,0.0119682
0.0,555,0.00154793,54.2311278906,3,0.998024804285,482.56243801116943,1000.0,0.0555006,555000,-0.670964,0.0242684
0.0,557,-0.00971168,54.4707742999,2,0.998608235619,484.34431290626526,1000.0,0.0372,557000,-0.681914,0.0165588
0.0,559,-0.00427578,54.6594230467,2,0.997665466042,486.109840631485,1000.0,0.0453759,559000,-0.690505,0.0200345
0.0,561,-0.0105814,54.9142867762,2,0.998297656886,487.8755941390991,1000.0,0.02717,561000,-0.699902,0.0190693
0.0,563,-0.00508168,55.1033678483,2,0.998704264755,489.6409137248993,1000.0,0.0322081,563000,-0.695046,0.0132268
0.0,565,-0.0104836,55.285570941,2,0.99860244256,491.4070842266083,1000.0,0.0269438,565000,-0.680877,0.0160137
0.0,567,-0.0118724,55.574222154,2,0.99811212183,493.189160823822,1000.0,0.0251984,567000,-0.654643,0.0184933
0.0,569,-0.0119604,55.8230835883,2,0.998214575578,494.95374393463135,1000.0,0.0264683,569000,-0.62734,0.0163511
0.0,571,-0.0257298,56.0753885973,2,0.998476141482,496.7349901199341,1000.0,0.0184075,571000,-0.635346,0.015397
0.0,573,-0.011613,56.1473390542,2,0.926344573498,498.50135588645935,1000.0,0.0313409,573000,-0.618548,0.219513
0.0,575,-0.0149324,56.3338312796,2,0.988919359632,500.2817816734314,1000.0,0.0197654,575000,-0.612884,0.100501
0.0,577,-0.0131568,56.4562107597,2,0.99657651782,502.04709911346436,1000.0,0.0177638,577000,-0.642446,0.021994
0.0,579,-0.00539511,56.5900967646,2,0.997759080492,503.8131685256958,1000.0,0.0442066,579000,-0.621487,0.0238471
0.0,581,-0.00866268,56.8027713786,2,0.979076324031,505.59389662742615,1000.0,0.0206633,581000,-0.639468,0.0482154
0.0,583,-0.00232442,56.5617654248,2,0.982844749466,507.3596611022949,1000.0,0.0144362,583000,-0.647549,0.0587038
0.0,585,-0.0116398,56.7362868069,2,0.997596878326,509.1408965587616,1000.0,0.0212806,585000,-0.673522,0.0173785
0.0,587,-0.0168945,56.9566049521,2,0.998425503611,510.90745544433594,1000.0,0.0299276,587000,-0.669158,0.0142959
0.0,589,0.00230632,57.0863289206,2,0.998365120962,512.6875555515289,1000.0,0.0368501,589000,-0.661519,0.0173829
0.0,591,-0.0174204,57.1901519515,2,0.997996246209,514.4529402256012,1000.0,0.0164622,591000,-0.680861,0.0195722
0.0,593,-0.0186968,57.1961071157,2,0.999076587323,516.21950507164,1000.0,0.0298061,593000,-0.667694,0.0094763
0.0,595,-0.0179724,57.2212579425,2,0.998477702495,518.0005333423615,1000.0,0.0264301,595000,-0.685562,0.0154658
0.0,598,-0.00984622,57.405321388,3,0.997942084679,519.7498335838318,1000.0,0.0261675,598000,-0.672282,0.0293536
0.0,600,0.00919454,57.4206937105,2,0.998242727481,521.5319459438324,1000.0,0.0435599,600000,-0.688444,0.0206216
0.0,602,-0.0164258,57.4210186102,2,0.9902443951,523.2976720333099,1000.0,0.0549332,602000,-0.682476,0.0443503
0.0,604,-0.0171368,57.8006889321,2,0.998070242698,525.0779874324799,1000.0,0.021853,604000,-0.693657,0.0154247
0.0,606,-0.00727064,57.8663498864,2,0.998039608123,526.8442895412445,1000.0,0.0417152,606000,-0.719679,0.0190695
0.0,608,-0.00904614,57.8575097309,2,0.981943076476,528.6250884532928,1000.0,0.0293245,608000,-0.724112,0.0346542
0.0,610,0.00276618,57.2814087228,2,0.896460391581,530.4220407009125,1000.0,0.0242717,610000,-0.709809,0.257265
0.0,612,-0.0165724,57.2888796877,2,0.995268674102,532.188494682312,1000.0,0.0227183,612000,-0.729891,0.0268398
0.0,614,0.0102777,57.3816323547,2,0.997403202346,533.9534711837769,1000.0,0.0675775,614000,-0.759787,0.0218601
0.0,616,-0.0105377,57.4698633484,2,0.997830804437,535.734706401825,1000.0,0.0395601,616000,-0.771125,0.0147459
0.0,618,-0.0117582,57.2260058031,2,0.976443383843,537.5003473758698,1000.0,0.0127341,618000,-0.764614,0.0232759
0.0,620,-0.0195003,57.2122419176,2,0.998571587144,539.2824168205261,1000.0,0.031298,620000,-0.771349,0.0145714
0.0,622,-0.0169281,57.2682593345,2,0.998137780931,541.0470185279846,1000.0,0.0174743,622000,-0.746418,0.0165579
0.0,624,-0.014604,57.3268832983,2,0.998600031948,542.8280651569366,1000.0,0.0344677,624000,-0.757843,0.0155658
0.0,626,-0.0153315,57.3955273157,2,0.998822803842,544.5787415504456,1000.0,0.0196481,626000,-0.78602,0.01348
0.0,628,-0.00733899,57.4556590058,2,0.998715392547,546.3440184593201,1000.0,0.0333705,628000,-0.800171,0.0146289
0.0,630,-0.0188006,57.4401581873,2,0.997647184646,548.1093995571136,1000.0,0.043958,630000,-0.827718,0.0174638
0.0,632,-0.0112746,57.5485946358,2,0.998382240999,549.8860776424408,1000.0,0.0350827,632000,-0.821895,0.0185595
0.0,634,-0.00330451,57.5793419354,2,0.998104124679,551.6570153236389,1000.0,0.0349821,634000,-0.788544,0.0208592
0.0,636,-0.00332806,57.6273275122,2,0.998207686818,553.4232110977173,1000.0,0.0455739,636000,-0.789305,0.0208959
0.0,638,-0.0106744,57.7149946096,2,0.998133472283,555.2043974399567,1000.0,0.0493274,638000,-0.773464,0.0218775
0.0,641,0.0060959,57.8373159797,3,0.996112975292,557.0003244876862,1000.0,0.0893469,641000,-0.776665,0.0397923
0.0,643,-0.0162114,57.9232173054,2,0.997451578965,558.8439002037048,1000.0,0.0286499,643000,-0.748898,0.0288333
0.0,645,-0.0028113,57.9829796738,2,0.996815135935,560.7232291698456,1000.0,0.039743,645000,-0.740411,0.0299079
0.0,647,-0.00687412,58.0832259558,2,0.996896744473,562.5785357952118,1000.0,0.0283949,647000,-0.751145,0.0338477
0.0,649,-0.0164546,58.1741687915,2,0.996787425829,564.421792268753,1000.0,0.0302857,649000,-0.762006,0.036561
0.0,651,-0.0126118,58.2249275121,2,0.996975989314,566.28182554245,1000.0,0.0227881,651000,-0.745258,0.0298834
0.0,653,-0.0157746,58.3045331155,2,0.997739531565,568.1566061973572,1000.0,0.0160504,653000,-0.770076,0.0238977
0.0,655,0.00449481,58.3367662335,2,0.997944212519,570.0157268047333,1000.0,0.0824616,655000,-0.763739,0.0240977
0.0,657,-0.0142918,57.8624326835,2,0.927143953741,571.8766942024231,1000.0,0.0155137,657000,-0.790025,0.18082
0.0,659,-0.0156178,57.9536722055,2,0.997954975814,573.7347893714905,1000.0,0.0200584,659000,-0.813249,0.0150124
0.0,661,-0.0122576,57.9951296293,2,0.999023980519,575.5940639972687,1000.0,0.0222177,661000,-0.798349,0.0111238
0.0,663,-0.0158191,58.037447794,2,0.998794133542,577.4687609672546,1000.0,0.026145,663000,-0.780335,0.0123666
0.0,665,-0.0117738,58.1037666705,2,0.941618971527,579.3290340900421,1000.0,0.0124478,665000,-0.789247,0.051074
0.0,667,-0.0117935,57.6192386826,2,0.963415384293,581.1880724430084,1000.0,0.00845112,667000,-0.803941,0.125838
0.0,669,-0.014492,57.7017353985,2,0.998244207818,583.0484137535095,1000.0,0.0304944,669000,-0.835689,0.0156867
0.0,671,-0.0176763,57.7719610924,2,0.998428239836,584.906662940979,1000.0,0.0207951,671000,-0.843254,0.0186502
0.0,673,-0.0149647,58.3751649728,2,0.998563051224,586.7357106208801,1000.0,0.0278661,673000,-0.826344,0.0163132
0.0,675,-0.00925515,58.5874987227,2,0.998211889877,588.6257846355438,1000.0,0.0299932,675000,-0.819616,0.0179882
0.0,677,-0.0160629,58.7567728088,2,0.99870336731,590.3923938274384,1000.0,0.022949,677000,-0.844145,0.0145657
0.0,679,-0.0136272,58.8978018581,2,0.99852759752,592.1503460407257,1000.0,0.0310112,679000,-0.828196,0.0172924
0.0,681,-0.0134214,58.9656247266,2,0.998176621157,593.921854019165,1000.0,0.0422373,681000,-0.85474,0.0210375
0.0,684,-0.0150937,59.4987716501,3,0.997782643419,595.6880249977112,1000.0,0.0284851,684000,-0.862947,0.0326178
0.0,686,-0.000787462,59.5261449708,2,0.998026535846,597.4530005455017,1000.0,0.0490179,686000,-0.89001,0.0182948
0.0,688,-0.0120285,59.6838150605,2,0.997116553597,599.2193162441254,1000.0,0.0286674,688000,-0.895451,0.0329312
0.0,690,-0.01442,59.7652472672,2,0.996807556367,600.9859156608582,1000.0,0.0412575,690000,-0.869875,0.0338517
0.0,692,-0.0101639,59.8734252991,2,0.998322115513,602.7701671123505,1000.0,0.0150342,692000,-0.860327,0.0191643
0.0,694,-0.0104297,60.0433576834,2,0.998368737404,604.5485801696777,1000.0,0.0366386,694000,-0.892933,0.0185086
0.0,696,-0.0125896,60.1271564896,2,0.997652491089,606.3130497932434,1000.0,0.0235298,696000,-0.880636,0.0288155
0.0,698,-0.0107796,60.2226067773,2,0.997246640502,608.078507900238,1000.0,0.0302538,698000,-0.865681,0.0321975
0.0,700,0.00346323,60.3493953189,2,0.998388692038,609.8437316417694,1000.0,0.03063,700000,-0.890263,0.0220325
0.0,702,-0.0141647,60.4975512333,2,0.99782951246,611.6279683113098,1000.0,0.0306914,702000,-0.883041,0.0223428
0.0,704,-0.0141937,60.6100734732,2,0.997394582024,613.3911080360413,1000.0,0.0257142,704000,-0.884479,0.0347859
0.0,706,-0.0103385,60.7759164217,2,0.998090899899,615.1567323207855,1000.0,0.0242325,706000,-0.869145,0.0239672
0.0,708,-0.0163575,60.9191077299,2,0.998218001798,616.9226701259613,1000.0,0.0565426,708000,-0.867378,0.0204722
0.0,710,-0.0104718,62.1091522931,2,0.997537490679,618.7046411037445,1000.0,0.0356695,710000,-0.876336,0.0288758
0.0,712,-0.0100683,62.2126644297,2,0.998251119396,620.4533278942108,1000.0,0.0190037,712000,-0.8552,0.01888
0.0,714,-0.0196557,62.2875544862,2,0.998458270449,622.2194893360138,1000.0,0.0158458,714000,-0.851088,0.0174288
0.0,716,-0.0137165,62.3677625311,2,0.997467305278,623.9848191738129,1000.0,0.0433086,716000,-0.876026,0.0263259
0.0,718,-0.00740179,62.7254201943,2,0.997198797297,625.7664940357208,1000.0,0.0363743,718000,-0.88632,0.0340964
0.0,720,-0.0174114,62.8077605498,2,0.998118714546,627.5319843292236,1000.0,0.0217962,720000,-0.867927,0.0205625
0.0,722,-0.0157067,62.8620063993,2,0.997389254859,629.2975828647614,1000.0,0.0310426,722000,-0.881283,0.024555
0.0,724,-0.0167693,62.9017292875,2,0.996523850597,631.0640659332275,1000.0,0.029557,724000,-0.901999,0.0357923
0.0,727,-0.0162928,63.0311553085,3,0.997421064647,632.8437306880951,1000.0,0.0250845,727000,-0.887175,0.0378714
0.0,729,-0.00926943,63.150521889,2,0.997828251915,634.5941722393036,1000.0,0.0570692,729000,-0.887962,0.0228776
0.0,731,-0.0197878,63.1942713583,2,0.995396795217,636.3756546974182,1000.0,0.0236277,731000,-0.876741,0.0411674
0.0,733,-0.0113865,63.303628301,2,0.996774633415,638.1420452594757,1000.0,0.0281818,733000,-0.854746,0.0318912
0.0,735,-0.00888485,63.4359093191,2,0.996994727058,639.907288312912,1000.0,0.0360913,735000,-0.84018,0.0340405
0.0,737,-0.0190631,63.5488175824,2,0.997018323513,641.6733236312866,1000.0,0.0346744,737000,-0.853308,0.0294152
0.0,739,-0.00593341,63.6223089791,2,0.995955970138,643.4533393383026,1000.0,0.0411414,739000,-0.82526,0.0408189
0.0,741,-0.0155128,63.6672550285,2,0.996082505677,645.2040467262268,1000.0,0.0430109,741000,-0.850632,0.0383295
0.0,743,-0.00622397,63.7010888869,2,0.996159944916,646.9687702655792,1000.0,0.0437023,743000,-0.866411,0.0360286
0.0,745,-0.010411,63.7629911003,2,0.997427313589,648.7348453998566,1000.0,0.0320319,745000,-0.854798,0.0270416
0.0,747,0.0014076,63.7793140855,2,0.96042310074,650.5004441738129,1000.0,0.0370191,747000,-0.815292,0.0537044
0.0,749,-0.00622104,63.3788838711,2,0.978498958051,652.250342130661,1000.0,0.0126787,749000,-0.805685,0.083203
0.0,751,-0.00469193,63.4821205265,2,0.995580553077,654.0172579288483,1000.0,0.0345047,751000,-0.796322,0.0476809
0.0,753,-0.00909479,63.5588022104,2,0.996263847454,655.7898161411285,1000.0,0.0273063,753000,-0.779048,0.039659
0.0,755,-0.0246,63.6238605531,2,0.994711128529,657.563036441803,1000.0,0.0236059,755000,-0.779411,0.0494543
0.0,757,-0.0140114,64.1620694337,2,0.996205678442,659.312700510025,1000.0,0.0342676,757000,-0.770652,0.0379357
0.0,759,-0.00939218,64.2100469761,2,0.996826303191,661.0886476039886,1000.0,0.0529385,759000,-0.752148,0.0364315
0.0,761,-0.0129018,64.2508936509,2,0.996166366152,662.8600907325745,1000.0,0.0262398,761000,-0.72957,0.043881
0.0,763,-0.0148866,64.2472969253,2,0.996735488763,664.6259903907776,1000.0,0.0325648,763000,-0.757315,0.0318083
0.0,765,-0.0159224,64.2777056476,2,0.998040518025,666.3763179779053,1000.0,0.0407148,765000,-0.759597,0.0215094
0.0,768,-0.0178484,64.8729168435,3,0.995288789272,668.1566758155823,1000.0,0.031202,768000,-0.763276,0.048436
0.0,770,-0.00855725,64.9326886844,2,0.997584344121,669.9078004360199,1000.0,0.0391751,770000,-0.75762,0.0347826
0.0,772,-0.0155047,65.0025481419,2,0.995929424185,671.6880187988281,1000.0,0.0184813,772000,-0.771883,0.0470086
0.0,774,-0.00756868,64.4761390171,2,0.949417129159,673.4378073215485,1000.0,0.0454921,774000,-0.800641,0.139218
0.0,776,-0.00884086,64.4924229244,2,0.994229244068,675.2038681507111,1000.0,0.0278099,776000,-0.779573,0.0413437
0.0,778,-0.0124266,64.5426584436,2,0.995377121959,676.9694793224335,1000.0,0.0239812,778000,-0.760055,0.0363511
0.0,780,-0.0189335,64.6314154747,2,0.996680248994,678.7352204322815,1000.0,0.0276643,780000,-0.751454,0.0333138
0.0,782,-0.0160162,64.7020671541,2,0.996218052693,680.5012853145599,1000.0,0.0315837,782000,-0.760517,0.0359779
0.0,784,-0.0193396,64.7691063699,2,0.99456506595,682.2661702632904,1000.0,0.0285178,784000,-0.709023,0.05834
0.0,786,-0.0131977,64.8763109673,2,0.99724244629,684.0323131084442,1000.0,0.0377758,786000,-0.724204,0.0302571
0.0,788,-0.0153996,64.9312978055,2,0.998682139325,685.797839641571,1000.0,0.0234898,788000,-0.740297,0.0143197
0.0,790,-0.0162075,65.0282867022,2,0.996766144875,687.5631718635559,1000.0,0.0502362,790000,-0.73711,0.0247179
0.0,792,-0.0144713,65.0591173359,2,0.997254090384,689.3286457061768,1000.0,0.024512,792000,-0.756228,0.0293067
0.0,794,-0.0194581,65.073344809,2,0.996909021633,691.094279050827,1000.0,0.0357756,794000,-0.74452,0.0301409
0.0,796,-0.0177093,65.1351522297,2,0.995750370901,692.8606576919556,1000.0,0.0836445,796000,-0.755144,0.0468892
0.0,798,-0.0155376,65.1793014061,2,0.995276723988,694.625189781189,1000.0,0.0326593,798000,-0.788832,0.0494899
0.0,800,-0.0182325,65.2171009443,2,0.996314361924,696.390711069107,1000.0,0.0188238,800000,-0.765545,0.0417452
0.0,802,-0.00944481,65.2783057427,2,0.997011995409,698.1467056274414,1000.0,0.0214462,802000,-0.761706,0.0349852
0.0,804,0.00945987,65.263589632,2,0.997072818922,699.9281983375549,1000.0,0.0717306,804000,-0.739208,0.0379204
0.0,806,-0.0113618,65.2580455175,2,0.997931540012,701.6884877681732,1000.0,0.0270081,806000,-0.744061,0.0237412
0.0,808,-0.0273562,65.2593678302,2,0.996654860675,703.4585456848145,1000.0,0.022531,808000,-0.740379,0.029095
0.0,811,-0.0216037,65.2433364475,3,0.997668033,705.2188396453857,1000.0,0.0225513,811000,-0.719299,0.0295796
0.0,813,-0.0174861,65.2211079825,2,0.996466851095,706.9845802783966,1000.0,0.0429732,813000,-0.713312,0.0407617
0.0,815,-0.000320927,65.1981617639,2,0.997749840841,708.7515678405762,1000.0,0.0477861,815000,-0.714403,0.0201988
0.0,817,-0.0232878,65.2073352781,2,0.998393910122,710.5012636184692,1000.0,0.0301919,817000,-0.713577,0.0158393
0.0,819,-0.0230568,65.2328364583,2,0.996269778116,712.2658448219299,1000.0,0.0156185,819000,-0.737976,0.0364299
0.0,821,-0.0169966,65.2331157476,2,0.996753531042,714.0315170288086,1000.0,0.0280696,821000,-0.739121,0.0346695
0.0,823,-0.0141346,65.2957708982,2,0.997099335073,715.797420501709,1000.0,0.0263962,823000,-0.740883,0.0319397
0.0,825,-0.0131038,65.3623116561,2,0.997196652228,717.5630843639374,1000.0,0.0346801,825000,-0.729012,0.0352104
0.0,827,-0.0110702,65.38947179,2,0.995065760799,719.3293981552124,1000.0,0.03639,827000,-0.733257,0.0537633
0.0,829,-0.0207155,65.3434031307,2,0.996394459158,721.0940749645233,1000.0,0.0259918,829000,-0.738436,0.0382108
0.0,831,-0.0145727,65.4698824373,2,0.99576678453,722.8594148159027,1000.0,0.0194724,831000,-0.744476,0.0496576
0.0,833,-0.0132518,65.4818906143,2,0.996504807845,724.625485420227,1000.0,0.0332072,833000,-0.759026,0.0330435
0.0,835,-0.0126568,65.4650691291,2,0.997650630074,726.3917825222015,1000.0,0.0239976,835000,-0.750643,0.0255076
0.0,837,-0.0207453,65.4638887366,2,0.997632378945,728.156149148941,1000.0,0.0251059,837000,-0.782457,0.0254748
0.0,839,-0.0168305,65.5062696099,2,0.997115951264,729.9071133136749,1000.0,0.0248315,839000,-0.771564,0.032256
0.0,841,-0.0186015,65.5866635807,2,0.995749813039,731.6730515956879,1000.0,0.0220325,841000,-0.762314,0.0462219
0.0,843,-0.0147993,65.6380412159,2,0.995024236385,733.4378118515015,1000.0,0.0269685,843000,-0.737471,0.0591492
0.0,845,-0.0161969,65.619274382,2,0.995951658115,735.2047328948975,1000.0,0.0277842,845000,-0.736619,0.0396386
0.0,847,-0.014197,65.6457074213,2,0.994194824249,736.9695472717285,1000.0,0.0310225,847000,-0.734179,0.0636144
0.0,849,-0.012964,66.184607265,2,0.996382932412,738.73424077034,1000.0,0.0218275,849000,-0.760391,0.0393007
0.0,851,-0.0136834,66.1451992634,2,0.995388709474,740.4859297275543,1000.0,0.0382067,851000,-0.756851,0.0492107
0.0,854,-0.0146926,66.1612491108,3,0.994808075018,742.2513175010681,1000.0,0.0244891,854000,-0.747368,0.0631664
0.0,856,-0.0100592,66.2236624213,2,0.995469213463,744.0202217102051,1000.0,0.0257624,856000,-0.733104,0.0553729
0.0,858,-0.015954,66.2777407732,2,0.994304154534,745.7811605930328,1000.0,0.0362232,858000,-0.728258,0.0645954
0.0,860,-0.0174307,66.3500146152,2,0.995623968076,747.5473902225494,1000.0,0.0231729,860000,-0.741805,0.0493298
0.0,862,-0.0113531,66.4600922118,2,0.995472664014,749.2972750663757,1000.0,0.0426574,862000,-0.736017,0.0502337
0.0,864,-0.0126275,66.5147640694,2,0.995217650197,751.0638785362244,1000.0,0.0182857,864000,-0.694008,0.0523763
0.0,866,-0.0170739,66.6019053256,2,0.994590915274,752.8282995223999,1000.0,0.0234137,866000,-0.672981,0.0520193
0.0,868,-0.0121458,66.6579434398,2,0.995445630047,754.5941762924194,1000.0,0.024058,868000,-0.698659,0.0451872
0.0,870,0.000672718,66.7138632542,2,0.994596775621,756.3593137264252,1000.0,0.0476383,870000,-0.685272,0.0581599
0.0,872,-0.0189713,66.77163431,2,0.995336738415,758.1100943088531,1000.0,0.0333433,872000,-0.69635,0.0494802
0.0,874,-4.92502e-05,67.3399947315,2,0.995909554418,759.8766582012177,1000.0,0.0683288,874000,-0.715658,0.0432406
0.0,876,-0.0177479,67.3457980917,2,0.997461454011,761.6411073207855,1000.0,0.0258103,876000,-0.692876,0.0219315
0.0,878,-0.0175182,67.3485990849,2,0.996136330068,763.4061136245728,1000.0,0.0243366,878000,-0.693287,0.0433446
0.0,880,-0.00903496,67.3324185464,2,0.995547170285,765.1823239326477,1000.0,0.0433037,880000,-0.645528,0.0438213
0.0,882,-0.00701267,67.3296116416,2,0.996158124879,766.937469959259,1000.0,0.0312499,882000,-0.665412,0.0367857
0.0,884,-0.0109777,67.3232321268,2,0.996824433561,768.703889131546,1000.0,0.0341598,884000,-0.664566,0.037015
0.0,886,-0.00744689,67.3356357375,2,0.997075065505,770.4693131446838,1000.0,0.0266105,886000,-0.658087,0.0282947
0.0,888,-0.00309483,67.3252380576,2,0.997747952817,772.2354319095612,1000.0,0.0460995,888000,-0.687618,0.0253436
0.0,890,-0.00469381,67.3237447214,2,0.997527030297,774.0006334781647,1000.0,0.0459749,890000,-0.676286,0.0255887
0.0,892,-0.00514833,67.3113432419,2,0.997249033768,775.7655227184296,1000.0,0.0384263,892000,-0.691692,0.0266975
0.0,894,-0.0170586,67.2992529419,2,0.995796414558,777.5228452682495,1000.0,0.0105837,894000,-0.711994,0.0377523
0.0,897,-0.0167574,67.342280326,3,0.996083283331,779.2819383144379,1000.0,0.0260552,897000,-0.722231,0.060343
0.0,899,-0.00484231,67.3618760533,2,0.995022552088,781.0467076301575,1000.0,0.0365884,899000,-0.7217,0.0566977
0.0,901,-0.0200252,67.3767853213,2,0.993294945452,782.8286554813385,1000.0,0.0241445,901000,-0.714721,0.0581477
0.0,903,-0.00818234,67.3705230402,2,0.99471675884,784.5791132450104,1000.0,0.0367027,903000,-0.716665,0.0541839
0.0,905,-0.0166394,67.4090919285,2,0.994078092743,786.3592729568481,1000.0,0.0218057,905000,-0.774134,0.0593801
0.0,907,-0.0142836,67.5148294574,2,0.993591693696,788.1252932548523,1000.0,0.0339316,907000,-0.755492,0.0628386
0.0,909,-0.0123272,67.6075047429,2,0.992135805078,789.8910241127014,1000.0,0.037922,909000,-0.751995,0.0729797
0.0,911,-0.02364,67.5991934412,2,0.993724278174,791.641316652298,1000.0,0.0226227,911000,-0.760822,0.0534024
