EpRewMean,TimeElapsed,TimestepsSoFar,loss_kl,EpisodesSoFar,loss_pol_entpen,loss_pol_surr,EpLenMean,loss_vf_loss,EpThisIter,ev_tdlam_before,loss_ent
-16.0355143688,110.65202498435974,133100,0.0181805,2662,0.0,-0.022222,50.0,0.272784,41,0.965735159814,-1.25229
-16.0645927199,112.34665560722351,135150,0.0210355,2703,0.0,-0.01606,50.0,0.14797,41,0.976027844474,-1.27685
-15.8591590304,114.03467512130737,137200,0.0128707,2744,0.0,-0.0208788,50.0,0.222011,41,0.973926268518,-1.3043
-15.6480856418,115.72436833381653,139250,0.0161991,2785,0.0,-0.0264802,50.0,0.196287,41,0.975883156061,-1.36858
-15.6536816143,117.42695760726929,141300,0.0148868,2826,0.0,-0.0254723,50.0,0.186513,41,0.975131351501,-1.42267
-15.5995840543,119.11077618598938,143350,0.0207727,2867,0.0,-0.0136604,50.0,0.254275,41,0.972036734223,-1.45978
-15.5120001825,120.81605339050293,145400,0.0174146,2908,0.0,-0.0287804,50.0,0.181051,41,0.976219413802,-1.50399
-15.6538204686,122.51285243034363,147450,0.0159339,2949,0.0,-0.0296509,50.0,0.180273,41,0.979480320588,-1.54116
-15.4654124976,124.21708059310913,149500,0.0206805,2990,0.0,-0.0181263,50.0,0.20464,41,0.976421173662,-1.57509
-15.2304330434,125.91137981414795,151550,0.0117361,3031,0.0,-0.0248129,50.0,0.153877,41,0.981774942949,-1.60426
-15.0266651688,127.6210732460022,153600,0.023268,3072,0.0,-0.0171958,50.0,0.146581,41,0.979446053505,-1.62114
-14.7961283919,129.30010747909546,155600,0.0192669,3112,0.0,-0.0264276,50.0,0.1577,40,0.974162591621,-1.65436
-14.4244383948,131.00441360473633,157650,0.0219673,3153,0.0,-0.0141222,50.0,0.125727,41,0.97587784566,-1.71
-14.5220139971,132.7076280117035,159700,0.0197508,3194,0.0,-0.0171325,50.0,0.137742,41,0.978928135708,-1.75237
-14.7222862301,134.4027965068817,161750,0.0183377,3235,0.0,-0.0258706,50.0,0.152215,41,0.978999812156,-1.80514
-14.8225378063,136.08021926879883,163800,0.0217446,3276,0.0,-0.0117894,50.0,0.130145,41,0.974936755374,-1.80566
-14.3192879607,137.78417038917542,165850,0.0182792,3317,0.0,-0.0250374,50.0,0.147918,41,0.978866765276,-1.83552
-14.2328663396,139.465336561203,167900,0.0177683,3358,0.0,-0.0292647,50.0,0.13484,41,0.982725029811,-1.87881
-13.8158100611,141.1891736984253,169950,0.0232325,3399,0.0,-0.0130141,50.0,0.141112,41,0.971242466941,-1.90364
-14.2889921109,142.8778896331787,172000,0.0215349,3440,0.0,-0.0197782,50.0,0.156423,41,0.977371204644,-1.93518
-14.3049968598,144.55845737457275,174050,0.0216835,3481,0.0,-0.0250836,50.0,0.128821,41,0.981139577925,-1.93895
-14.3549280542,146.26177740097046,176100,0.019854,3522,0.0,-0.027722,50.0,0.105078,41,0.987094954588,-1.98862
-14.4315550361,147.98091888427734,178150,0.0347744,3563,0.0,-0.0118342,50.0,0.195917,41,0.96107359603,-1.99451
-14.4979714688,149.68645548820496,180200,0.0244829,3604,0.0,-0.0127501,50.0,0.0933354,41,0.975995227695,-2.0031
-14.3891634736,151.3716242313385,182250,0.0267439,3645,0.0,-0.020709,50.0,0.205825,41,0.964775033295,-2.05939
-14.3130785031,153.06212210655212,184300,0.0307227,3686,0.0,-0.0126479,50.0,0.158602,41,0.978324683383,-2.09346
-14.8135560365,154.76935958862305,186350,0.0244252,3727,0.0,-0.0231847,50.0,0.118468,41,0.983949676156,-2.13148
-14.4441004823,156.48018097877502,188400,0.0218015,3768,0.0,-0.0206924,50.0,0.105509,41,0.976177763194,-2.16151
-13.6610798146,158.16784000396729,190450,0.0310606,3809,0.0,-0.0094627,50.0,0.11493,41,0.978148894385,-2.16414
-13.731383226,159.90239477157593,192500,0.0243446,3850,0.0,-0.0277922,50.0,0.0827864,41,0.979579776525,-2.16089
-13.9470633977,161.5900800228119,194550,0.0253389,3891,0.0,-0.0242618,50.0,0.0903966,41,0.984422636218,-2.19161
-13.7082245066,163.28571701049805,196600,0.0221693,3932,0.0,-0.0190349,50.0,0.146881,41,0.96958986856,-2.25049
-13.1339379874,164.98907208442688,198650,0.016191,3973,0.0,-0.0309056,50.0,0.107597,41,0.975350141525,-2.28935
-13.1686615534,166.71477437019348,200700,0.0340939,4014,0.0,-0.0139413,50.0,0.0728609,41,0.986699798144,-2.32817
-13.4853542174,168.393794298172,202750,0.0311827,4055,0.0,-0.0149741,50.0,0.0852236,41,0.98309567757,-2.33999
-13.5574769909,170.0977339744568,204800,0.0348076,4096,0.0,-0.0142337,50.0,0.114814,41,0.978894144297,-2.34217
-13.3249340291,171.8328185081482,206800,0.0145699,4136,0.0,-0.0240657,50.0,0.0685128,40,0.986367485486,-2.36988
-13.2714874414,173.55361676216125,208850,0.0167569,4177,0.0,-0.028098,50.0,0.111743,41,0.981112722307,-2.39785
-13.5229284095,175.24886846542358,210900,0.022592,4218,0.0,-0.019806,50.0,0.0674246,41,0.98718067538,-2.39821
-13.4936162053,176.9571406841278,212950,0.0266679,4259,0.0,-0.0265461,50.0,0.081858,41,0.979187266901,-2.42694
-13.1542767376,178.6604301929474,215000,0.0234683,4300,0.0,-0.024819,50.0,0.0819804,41,0.97865248099,-2.40832
-12.8064573175,180.35554718971252,217050,0.0286677,4341,0.0,-0.0181319,50.0,0.0786408,41,0.982539121062,-2.42673
-12.7544020221,182.05884742736816,219100,0.0302863,4382,0.0,-0.013321,50.0,0.10045,41,0.979484098032,-2.4443
-13.1008624056,183.76217794418335,221150,0.0176375,4423,0.0,-0.0254432,50.0,0.0681603,41,0.985160103999,-2.46331
-13.4058465604,185.4734034538269,223200,0.0287264,4464,0.0,-0.0206165,50.0,0.065414,41,0.98259367235,-2.48641
-13.4764182992,187.16791486740112,225250,0.028878,4505,0.0,-0.020872,50.0,0.0956024,41,0.978820037097,-2.546
-13.037911973,188.8708884716034,227300,0.031446,4546,0.0,-0.0131325,50.0,0.0629929,41,0.983965383843,-2.57346
-12.0071943133,190.55884838104248,229350,0.0578739,4587,0.0,-0.00274869,50.0,0.0905851,41,0.976409975439,-2.59311
-11.7575449695,192.2534773349762,231400,0.0202652,4628,0.0,-0.0239543,50.0,0.0943675,41,0.967106468976,-2.56682
-11.5199725709,193.95602893829346,233450,0.0347866,4669,0.0,-0.0079377,50.0,0.0806174,41,0.975252956152,-2.58524
-11.6563234436,195.63701963424683,235500,0.0356682,4710,0.0,-0.023253,50.0,0.126444,41,0.967942554504,-2.5915
-11.7296602509,197.3396122455597,237550,0.0220906,4751,0.0,-0.0187917,50.0,0.0970658,41,0.982026398182,-2.61551
-11.9938407477,199.0274679660797,239600,0.036667,4792,0.0,-0.00345672,50.0,0.0910878,41,0.978940112516,-2.6079
-11.7731349216,200.73037338256836,241650,0.0544796,4833,0.0,-0.00473226,50.0,0.0877307,41,0.974148023874,-2.6391
-11.44236952,202.42734909057617,243700,0.0269544,4874,0.0,-0.0170111,50.0,0.0926606,41,0.970991732553,-2.64265
-11.7998958014,204.13445115089417,245750,0.0271578,4915,0.0,-0.0226895,50.0,0.0829024,41,0.984038474038,-2.66053
-12.4353959318,205.82411408424377,247800,0.0341281,4956,0.0,-0.0189582,50.0,0.0781636,41,0.987217364833,-2.68826
-12.5508327505,207.53539061546326,249850,0.0239603,4997,0.0,-0.0133499,50.0,0.0649668,41,0.986304461025,-2.70083
-11.6539796553,209.26900267601013,251900,0.0200655,5038,0.0,-0.0136655,50.0,0.0838761,41,0.984131103382,-2.71711
-10.9314246499,210.97332620620728,253950,0.0185444,5079,0.0,-0.0243795,50.0,0.0733528,41,0.982426244766,-2.74121
-10.6447762901,212.67659878730774,256000,0.0194638,5120,0.0,-0.0140758,50.0,0.072874,41,0.981694784015,-2.76849
-11.3989110952,214.37384033203125,258000,0.0205301,5160,0.0,-0.0235586,50.0,0.0442347,40,0.990503353998,-2.79807
-11.5555608184,216.0828504562378,260050,0.0343135,5201,0.0,-0.0105243,50.0,0.0897277,41,0.984549018554,-2.82932
-11.5945584672,217.79345703125,262100,0.025203,5242,0.0,-0.0207837,50.0,0.0780509,41,0.980761101469,-2.86714
-11.2925214875,219.4734468460083,264150,0.0238994,5283,0.0,-0.0200158,50.0,0.069685,41,0.982497006655,-2.91079
-11.2224449,221.18402695655823,266200,0.0280417,5324,0.0,-0.0147125,50.0,0.0596354,41,0.981560410932,-2.93136
-11.5282580223,222.85882544517517,268250,0.0292726,5365,0.0,-0.0163537,50.0,0.0850847,41,0.978804247454,-2.96491
-11.5316511383,224.57457733154297,270300,0.0320891,5406,0.0,-0.0135991,50.0,0.0943913,41,0.980727892369,-2.9846
-11.3968770871,226.2633056640625,272350,0.0247308,5447,0.0,-0.0217237,50.0,0.0657959,41,0.978201908991,-2.99366
-11.1609010193,227.95238161087036,274400,0.0290196,5488,0.0,-0.0238455,50.0,0.0580852,41,0.987560804002,-2.99704
-10.9521155465,229.70658683776855,276450,0.0318599,5529,0.0,-0.0123986,50.0,0.0896548,41,0.966784618795,-3.00108
-11.1471654683,231.40351557731628,278500,0.0541632,5570,0.0,-0.00599919,50.0,0.0935941,41,0.982426300645,-3.03018
-11.154276667,233.1069474220276,280550,0.0300014,5611,0.0,-0.0115494,50.0,0.0593332,41,0.987344456837,-3.05454
-10.9714129855,234.79617834091187,282600,0.0385668,5652,0.0,-0.012137,50.0,0.059622,41,0.988563846797,-3.08288
-10.3646384607,236.49637842178345,284650,0.0342677,5693,0.0,-0.0203804,50.0,0.0732712,41,0.957122206688,-3.12596
-10.0765826168,238.20282363891602,286700,0.0603047,5734,0.0,0.0145199,50.0,0.0395109,41,0.988789734431,-3.1485
-10.456733336,239.8951916694641,288750,0.0379371,5775,0.0,-0.00698495,50.0,0.0639087,41,0.986756388098,-3.1419
-10.4423302381,241.5900137424469,290800,0.0312296,5816,0.0,-0.0194272,50.0,0.0480481,41,0.981419695541,-3.16531
-11.0889326873,243.29297065734863,292850,0.0232585,5857,0.0,-0.0240756,50.0,0.0489454,41,0.981364239007,-3.18985
-11.0906117345,245.01232481002808,294900,0.0333543,5898,0.0,-0.0188514,50.0,0.047584,41,0.987414785661,-3.187
-11.6185539298,246.7177517414093,296950,0.0236487,5939,0.0,-0.0231152,50.0,0.0400596,41,0.992230407428,-3.20137
-11.9289229393,248.40226554870605,299000,0.0342873,5980,0.0,-0.0087093,50.0,0.0328646,41,0.991128327325,-3.20701
-10.6788888711,250.08989691734314,301050,0.0345893,6021,0.0,-0.0191147,50.0,0.031407,41,0.985250742175,-3.21069
-10.5184717036,251.7777135372162,303100,0.0452073,6062,0.0,-0.00745078,50.0,0.0379792,41,0.983657356352,-3.20235
-10.8000532516,253.4733247756958,305150,0.0945879,6103,0.0,-0.0231219,50.0,0.0583513,41,0.976414380595,-3.23102
-10.9989042553,255.152001619339,307200,0.0530914,6144,0.0,-0.00333865,50.0,0.0902033,41,0.975700473413,-3.25388
-11.0505748683,256.85600686073303,309200,0.0444598,6184,0.0,-0.0109052,50.0,0.0785139,40,0.973683927208,-3.27183
-11.1275651629,258.57405829429626,311250,0.02885,6225,0.0,-0.0107508,50.0,0.0312816,41,0.989077536389,-3.27642
-10.9830441914,260.26557660102844,313300,0.0292176,6266,0.0,-0.0236661,50.0,0.0691868,41,0.986240549013,-3.29778
-11.3076501008,261.97257709503174,315350,0.0346628,6307,0.0,-0.00967848,50.0,0.103389,41,0.974175227806,-3.29265
-11.1681716838,263.6607754230499,317400,0.0214321,6348,0.0,-0.0241926,50.0,0.0316805,41,0.993440632243,-3.28483
-10.9040872587,265.3662097454071,319450,0.0306702,6389,0.0,-0.0182761,50.0,0.0723448,41,0.981331465766,-3.26251
-10.7987357042,267.0591983795166,321500,0.0443865,6430,0.0,-0.0106964,50.0,0.062686,41,0.981964103878,-3.26066
-10.9278291523,268.83136558532715,323550,0.0372909,6471,0.0,-0.013426,50.0,0.0703765,41,0.97004413791,-3.25598
-10.9502118254,270.54106640815735,325600,0.0313533,6512,0.0,-0.0118728,50.0,0.0866821,41,0.987133004703,-3.29388
-10.7466685477,272.26197266578674,327650,0.0278683,6553,0.0,-0.0101806,50.0,0.047072,41,0.990016734228,-3.29797
-11.3832166953,273.9656767845154,329700,0.0301858,6594,0.0,-0.0294699,50.0,0.0378673,41,0.994528827723,-3.30816
-11.1658915766,275.6721701622009,331750,0.0417853,6635,0.0,-0.0137211,50.0,0.0443446,41,0.986067228019,-3.3167
-10.7600887434,277.35535430908203,333800,0.0581057,6676,0.0,0.00432084,50.0,0.060631,41,0.983280368149,-3.33116
-10.4028974328,279.0588471889496,335850,0.023446,6717,0.0,-0.0200406,50.0,0.0548983,41,0.987388205715,-3.34142
-10.6850799569,280.7458508014679,337900,0.0207979,6758,0.0,-0.0243611,50.0,0.0247867,41,0.992985994555,-3.36806
-10.5188805046,282.44047927856445,339950,0.041926,6799,0.0,-0.0115142,50.0,0.0344226,41,0.988487609662,-3.38596
-10.4280497664,284.14545130729675,342000,0.0281994,6840,0.0,-0.0188629,50.0,0.064386,41,0.981674250215,-3.38641
-10.7414185905,285.84039402008057,344050,0.0330634,6881,0.0,-0.0174858,50.0,0.0349896,41,0.989506257698,-3.40544
-10.0613344644,287.57400369644165,346100,0.0256034,6922,0.0,-0.0197959,50.0,0.0470064,41,0.988229770213,-3.41971
-9.54433124532,289.27702713012695,348150,0.0361284,6963,0.0,-0.020474,50.0,0.0287635,41,0.99094687961,-3.42887
-9.9466414337,290.9653687477112,350200,0.0298675,7004,0.0,-0.0208359,50.0,0.0444745,41,0.983303712681,-3.42651
-10.2437637099,292.6872191429138,352250,0.0322475,7045,0.0,-0.0252316,50.0,0.0303857,41,0.985237650573,-3.46122
-10.3625941215,294.3885543346405,354300,0.0317933,7086,0.0,-0.0165067,50.0,0.0326392,41,0.991701038554,-3.47327
-10.2399818469,296.078337430954,356350,0.0256769,7127,0.0,-0.0233354,50.0,0.0326435,41,0.988461009227,-3.48727
-10.8098561894,297.78448128700256,358400,0.0294706,7168,0.0,-0.0169523,50.0,0.0460074,41,0.977827483788,-3.49191
-10.5829198971,299.49587965011597,360400,0.0255345,7208,0.0,-0.0274737,50.0,0.0323663,40,0.989502329379,-3.52882
-10.8666271762,301.18704628944397,362450,0.0297154,7249,0.0,-0.0281778,50.0,0.0248106,41,0.994091465138,-3.53679
-10.2898647424,302.87899136543274,364500,0.0338223,7290,0.0,-0.0200144,50.0,0.0335696,41,0.986474158242,-3.53999
-10.075149508,304.58975291252136,366550,0.0690185,7331,0.0,-0.025243,50.0,0.0277515,41,0.973954776302,-3.55498
-10.1646528969,306.2775468826294,368600,0.0466158,7372,0.0,-0.00656149,50.0,0.0275867,41,0.992317973636,-3.54449
-11.1635535214,307.965300321579,370650,0.0567399,7413,0.0,-0.00183881,50.0,0.0282808,41,0.99330093991,-3.55092
-10.9865163326,309.67480182647705,372700,0.0269816,7454,0.0,-0.0129898,50.0,0.0200365,41,0.993899533059,-3.55358
-11.1937260997,311.355553150177,374750,0.0293521,7495,0.0,-0.0204235,50.0,0.0278964,41,0.9947475628,-3.56438
-11.0463645822,313.043071269989,376800,0.0285908,7536,0.0,-0.00828043,50.0,0.0227888,41,0.991942969151,-3.59191
-10.4483834396,314.74605536460876,378850,0.0169296,7577,0.0,-0.0174542,50.0,0.0245935,41,0.987012937665,-3.60834
-9.91940795482,316.4406979084015,380900,0.0772898,7618,0.0,-0.00852924,50.0,0.0239094,41,0.989170822315,-3.60621
-10.6902892977,318.12903809547424,382950,0.3304,7659,0.0,-0.00856129,50.0,0.0235406,41,0.992208980955,-3.62515
-10.4760593575,319.840886592865,385000,0.0289907,7700,0.0,-0.0223779,50.0,0.029141,41,0.991107626818,-3.64195
-10.1208120555,321.5549728870392,387050,0.0529104,7741,0.0,-0.00437708,50.0,0.0270009,41,0.989324857481,-3.64555
-8.64974128861,323.25468707084656,389100,0.0303652,7782,0.0,-0.0187607,50.0,0.0565815,41,0.978825155646,-3.68527
-9.03237033942,324.94941782951355,391150,0.0349407,7823,0.0,-0.0156078,50.0,0.0277805,41,0.992821500171,-3.69273
-9.32788212083,326.65235590934753,393200,0.0653242,7864,0.0,0.00658185,50.0,0.0275794,41,0.991042295471,-3.7044
-9.76773766561,328.3626115322113,395250,0.0265945,7905,0.0,-0.0211421,50.0,0.0210312,41,0.992771206889,-3.72067
-9.86118295692,330.07422733306885,397300,0.0330767,7946,0.0,-0.0160674,50.0,0.0141198,41,0.994474299718,-3.71875
-10.2113142374,331.7464256286621,399350,0.0445638,7987,0.0,-0.0135688,50.0,0.0193793,41,0.991153290495,-3.71058
-10.3954648786,333.45766830444336,401400,0.0346855,8028,0.0,-0.0223,50.0,0.0252001,41,0.993106146809,-3.72262
-10.2095100957,335.145437002182,403450,0.0395404,8069,0.0,-0.0243691,50.0,0.0234389,41,0.993334875442,-3.72897
-9.283376783,336.82479190826416,405500,0.0502289,8110,0.0,0.0038062,50.0,0.0133327,41,0.992423775606,-3.73364
-9.37316934346,338.52043104171753,407550,0.0311284,8151,0.0,-0.0126164,50.0,0.0152505,41,0.994664156809,-3.7221
-9.59107177111,340.1993806362152,409600,0.0291685,8192,0.0,-0.0127533,50.0,0.018436,41,0.994349619374,-3.71957
-9.22797401079,341.91835260391235,411600,0.0309929,8232,0.0,-0.0220424,50.0,0.016833,40,0.995318854693,-3.71423
-10.0611845264,343.62163758277893,413650,0.042209,8273,0.0,-0.0134486,50.0,0.0188562,41,0.995390894823,-3.71368
-10.4164362619,345.3371992111206,415700,0.0360844,8314,0.0,-0.0156611,50.0,0.0198556,41,0.994828945491,-3.69965
-10.3527270782,347.03338980674744,417750,0.0442287,8355,0.0,-0.00347976,50.0,0.0223188,41,0.99341172725,-3.70345
-8.99235468201,348.73016929626465,419800,0.121544,8396,0.0,0.00156757,50.0,0.0224117,41,0.990191382356,-3.69825
-9.4304921745,350.4335129261017,421850,0.0303011,8437,0.0,-0.0157694,50.0,0.0165563,41,0.99041606579,-3.68882
-9.8503818296,352.1368885040283,423900,0.0314849,8478,0.0,-0.0177121,50.0,0.0201077,41,0.992521314882,-3.73306
-9.33957909069,353.82477140426636,425950,0.0363192,8519,0.0,0.00190291,50.0,0.0198183,41,0.99351945566,-3.73343
-9.38404081411,355.5506250858307,428000,0.0487645,8560,0.0,-0.0117961,50.0,0.0119066,41,0.994249844458,-3.75042
-9.70352525923,357.237735748291,430050,0.0349308,8601,0.0,-0.0190915,50.0,0.0246866,41,0.993973475415,-3.75106
-9.4886533526,358.9421148300171,432100,0.0365551,8642,0.0,-0.0108909,50.0,0.016129,41,0.994338333607,-3.76147
-9.53392761835,360.62145590782166,434150,0.0280674,8683,0.0,-0.0234182,50.0,0.015743,41,0.996500971494,-3.76346
-9.43924475241,362.3170576095581,436200,0.035146,8724,0.0,-0.0141473,50.0,0.023714,41,0.99293628335,-3.74641
-9.67189331572,364.0045177936554,438250,0.0347378,8765,0.0,-0.0101101,50.0,0.0215488,41,0.993839174975,-3.7237
-8.95336652853,365.6920483112335,440300,0.0371387,8806,0.0,-0.0170594,50.0,0.0157936,41,0.991696428508,-3.75128
-9.46372591194,367.37192273139954,442350,0.0450221,8847,0.0,-0.0217463,50.0,0.0211472,41,0.993004472926,-3.75575
-10.2018546082,369.0593800544739,444400,0.0278102,8888,0.0,-0.0290787,50.0,0.0192577,41,0.994454599917,-3.76418
-9.29987654023,370.7622592449188,446450,0.0438056,8929,0.0,-0.00172505,50.0,0.0187914,41,0.993985952344,-3.75202
-9.36264304566,372.457891702652,448500,0.0620454,8970,0.0,-0.000503676,50.0,0.0176678,41,0.993483949453,-3.74283
