EpRewMean,TimeElapsed,TimestepsSoFar,loss_kl,EpisodesSoFar,loss_pol_entpen,loss_pol_surr,EpLenMean,loss_vf_loss,EpThisIter,ev_tdlam_before,loss_ent
-9.4922017382,374.15293741226196,450550,0.0504802,9011,0.0,-0.0184028,50.0,0.018706,41,0.992346058134,-3.75977
-9.26712967484,375.8593533039093,452600,0.0378259,9052,0.0,-0.0188209,50.0,0.0155454,41,0.99562684726,-3.76117
-10.2241991138,377.56021189689636,454650,0.0730379,9093,0.0,0.0100152,50.0,0.0135661,41,0.995470410679,-3.75789
-9.70944359658,379.2497191429138,456700,0.0556339,9134,0.0,0.00920146,50.0,0.0228704,41,0.993728301954,-3.78049
-9.45405759547,380.96524930000305,458750,0.0353271,9175,0.0,-0.0279863,50.0,0.0204397,41,0.99262048956,-3.77658
-9.30021093502,382.671364068985,460800,0.0292567,9216,0.0,-0.0194624,50.0,0.01915,41,0.99285762012,-3.77337
-9.82549118121,384.3714861869812,462800,3.89391,9256,0.0,0.0254554,50.0,0.0181265,40,0.995422157459,-3.76237
-10.3240516152,386.0615632534027,464850,0.0451397,9297,0.0,-0.0108487,50.0,0.103631,41,0.843500852585,-3.74237
-10.7518362497,387.7841124534607,466900,0.0429778,9338,0.0,-0.0127326,50.0,0.084596,41,0.905223079026,-3.73966
-11.32208132,389.4654715061188,468950,0.0244609,9379,0.0,-0.0247706,50.0,0.0967997,41,0.932881899178,-3.76424
-11.9508943256,391.17122077941895,471000,0.0342458,9420,0.0,-0.0130916,50.0,0.0450571,41,0.976626677439,-3.7653
-12.00651495,392.8482542037964,473050,0.0331587,9461,0.0,-0.0189092,50.0,0.106438,41,0.965894263238,-3.78934
-12.3395465027,394.52777767181396,475100,0.0283835,9502,0.0,-0.0172129,50.0,0.0283851,41,0.992895904928,-3.80164
-11.8480608706,396.21861457824707,477150,0.022927,9543,0.0,-0.015577,50.0,0.0492021,41,0.980937944725,-3.7823
-11.5283104775,397.91093945503235,479200,0.0441562,9584,0.0,-0.0166587,50.0,0.0717662,41,0.97581278719,-3.78869
-10.7650798982,399.6216678619385,481250,0.0500172,9625,0.0,-0.0166576,50.0,0.0711807,41,0.973448161036,-3.80174
-10.8060781171,401.536052942276,483300,0.0402986,9666,0.0,-0.0106872,50.0,0.0466906,41,0.979348376393,-3.78932
-10.5208392645,403.24574184417725,485350,0.06933,9707,0.0,0.0158981,50.0,0.0666088,41,0.976442849264,-3.79127
-10.4638422748,404.94979453086853,487400,0.0413522,9748,0.0,-0.0106471,50.0,0.0389517,41,0.98438181635,-3.78032
-10.6311746616,406.6524193286896,489450,0.0400259,9789,0.0,-0.0172672,50.0,0.0400189,41,0.972398091108,-3.77275
-10.7387251892,408.347047328949,491500,0.0570764,9830,0.0,9.33097e-05,50.0,0.0368544,41,0.990073156543,-3.77313
-11.2372077105,410.0499370098114,493550,0.0414638,9871,0.0,-0.0169956,50.0,0.0396764,41,0.986220183782,-3.77501
-11.4239348007,411.7384157180786,495600,0.0401757,9912,0.0,-0.0193931,50.0,0.0248715,41,0.980752162635,-3.75652
-10.6602627408,413.4497857093811,497650,0.0718007,9953,0.0,-0.0174169,50.0,0.0421787,41,0.974948562682,-3.74709
-10.9866652007,415.15485167503357,499700,0.0353049,9994,0.0,-0.0223501,50.0,0.0472682,41,0.987056327052,-3.75097
-11.0177968499,416.8485369682312,501750,0.0491314,10035,0.0,-0.0128038,50.0,0.0394959,41,0.98626940418,-3.73276
-11.0570082719,418.5458617210388,503800,0.0409956,10076,0.0,-0.0132544,50.0,0.0316964,41,0.988425207324,-3.76054
-10.3279674272,420.23382329940796,505850,0.0265017,10117,0.0,-0.0208305,50.0,0.0277639,41,0.990821654908,-3.76643
-10.0268150646,421.91009974479675,507900,0.943802,10158,0.0,-0.0195777,50.0,0.0364549,41,0.974005697295,-3.77243
-10.1534467933,423.6054265499115,509950,0.0414745,10199,0.0,-0.020678,50.0,0.0382749,41,0.981712544337,-3.7468
-10.6696102302,425.3082685470581,512000,0.042564,10240,0.0,-0.0142947,50.0,0.0438671,41,0.984863500111,-3.73454
-11.0088444655,427.011620759964,514000,0.026896,10280,0.0,-0.0215423,50.0,0.0295516,40,0.98776524514,-3.73612
-10.942333019,428.6998233795166,516050,0.0370743,10321,0.0,-0.014029,50.0,0.0522687,41,0.981411227956,-3.76109
-10.906737657,430.39543890953064,518100,0.02762,10362,0.0,-0.0190002,50.0,0.0385682,41,0.983807194978,-3.7381
-10.2764389951,432.1056306362152,520150,0.0436485,10403,0.0,-0.019013,50.0,0.0459569,41,0.986140262336,-3.74334
-10.4423771576,433.7933461666107,522200,0.0481938,10444,0.0,-0.00863749,50.0,0.0389502,41,0.986865397543,-3.75842
-9.84155127641,435.50460624694824,524250,0.0426647,10485,0.0,-0.0148833,50.0,0.0344274,41,0.991208285093,-3.77862
-9.85224919041,437.19982528686523,526300,0.0287981,10526,0.0,-0.0174694,50.0,0.0352636,41,0.982835592702,-3.75462
-9.38581138447,438.90234446525574,528350,0.0269665,10567,0.0,-0.0180662,50.0,0.0457146,41,0.984559041448,-3.76023
-9.15004605576,440.59444308280945,530400,0.0396665,10608,0.0,-0.0142976,50.0,0.0169327,41,0.992580874823,-3.7824
-10.1311887426,442.27893567085266,532450,0.0361114,10649,0.0,-0.0135314,50.0,0.0225382,41,0.991840176284,-3.80119
-10.5194203625,443.96732473373413,534500,6.53946,10690,0.0,0.0605689,50.0,0.0348227,41,0.989481149241,-3.79089
-10.9449255037,445.66162276268005,536550,0.0361925,10731,0.0,-0.0154738,50.0,0.0836293,41,0.810275197029,-3.77905
-11.4869802754,447.35554695129395,538600,0.0225553,10772,0.0,-0.0126229,50.0,0.0817434,41,0.925839833915,-3.78329
-12.409662707,449.0741250514984,540650,0.0182518,10813,0.0,-0.0220896,50.0,0.0913812,41,0.95350799337,-3.75782
-12.075673371,450.7932724952698,542700,0.0337924,10854,0.0,-0.0172339,50.0,0.0729207,41,0.978667858988,-3.76407
-12.2899690515,452.5045328140259,544750,0.0268521,10895,0.0,-0.0137387,50.0,0.067175,41,0.981928890571,-3.77724
-11.6394584754,454.2074933052063,546800,0.0310092,10936,0.0,-0.0126021,50.0,0.086854,41,0.975199060515,-3.77997
-11.5792821375,455.9095129966736,548850,0.0228058,10977,0.0,-0.018234,50.0,0.0654356,41,0.982755949721,-3.79033
-11.5659826646,457.6210253238678,550900,0.0230757,11018,0.0,-0.0147811,50.0,0.0495051,41,0.986912728287,-3.79389
-12.4372514842,459.3239526748657,552950,0.0492159,11059,0.0,-0.0132228,50.0,0.0476753,41,0.990214186721,-3.79088
-12.0823981879,461.0351974964142,555000,0.0462586,11100,0.0,-0.0169423,50.0,0.0564285,41,0.98471346125,-3.79662
-12.0577608656,462.73765683174133,557050,0.0710112,11141,0.0,-0.0013459,50.0,0.0521432,41,0.985803483985,-3.78243
-11.3993765119,464.48071932792664,559100,0.0310553,11182,0.0,-0.0188974,50.0,0.0345165,41,0.988779195584,-3.78155
-11.1433702001,466.16935110092163,561150,0.0381513,11223,0.0,-0.0128347,50.0,0.0596682,41,0.985228224657,-3.78367
-10.6272102656,467.8716173171997,563200,0.041224,11264,0.0,-0.0018448,50.0,0.0627873,41,0.981715559959,-3.78853
-10.8449010802,469.5588824748993,565200,0.0414828,11304,0.0,-0.018988,50.0,0.0741445,40,0.980878191069,-3.80748
-10.8483573838,471.26189970970154,567250,0.0597601,11345,0.0,-0.00761865,50.0,0.111969,41,0.973320879042,-3.82271
-10.679947916,472.94941759109497,569300,0.0468865,11386,0.0,-0.00723746,50.0,0.0575519,41,0.985213138163,-3.8308
-11.38565834,474.6535415649414,571350,0.0506994,11427,0.0,-0.00681437,50.0,0.0781608,41,0.987515795976,-3.83961
-10.6148955063,476.3481776714325,573400,0.0437726,11468,0.0,-0.0198347,50.0,0.0606397,41,0.98245479539,-3.83593
-10.1158713144,478.0358645915985,575450,0.0398898,11509,0.0,-0.000721747,50.0,0.0712498,41,0.983034040779,-3.85619
-10.1723364182,479.77841687202454,577500,0.0498744,11550,0.0,-0.0129159,50.0,0.0361418,41,0.991136317141,-3.84173
-10.9456067081,481.46586894989014,579550,0.0338852,11591,0.0,-0.0241732,50.0,0.048278,41,0.986670819111,-3.83277
-10.4040235867,483.184517621994,581600,0.0589698,11632,0.0,-0.00248042,50.0,0.0440228,41,0.984469221905,-3.86496
-10.0888539523,484.87140011787415,583650,0.041529,11673,0.0,-0.0164282,50.0,0.0360253,41,0.990798723884,-3.86681
-10.3205290902,486.57447838783264,585700,0.0572639,11714,0.0,-0.0291769,50.0,0.0317564,41,0.989312904887,-3.85299
-10.6901176448,488.26913142204285,587750,0.0295602,11755,0.0,-0.0247471,50.0,0.0408233,41,0.990781441331,-3.83581
-10.5005569267,489.9721677303314,589800,0.0429491,11796,0.0,-0.00344221,50.0,0.0487341,41,0.988381610252,-3.84107
-10.3883760207,491.67621397972107,591850,0.040229,11837,0.0,-0.0228913,50.0,0.035877,41,0.991230290383,-3.84373
-10.4072422491,493.37167167663574,593900,0.0293504,11878,0.0,-0.0242246,50.0,0.0284511,41,0.991250342689,-3.85134
-10.0589121712,495.0621349811554,595950,0.0671144,11919,0.0,-0.0158388,50.0,0.034715,41,0.989129407331,-3.86121
-9.70687322432,496.7843279838562,598000,0.0475856,11960,0.0,-0.00309365,50.0,0.0398754,41,0.987500102259,-3.87786
-9.39531206356,498.47027945518494,600050,0.275768,12001,0.0,0.0180234,50.0,0.0298402,41,0.991147249006,-3.90994
-9.36201683495,500.16483187675476,602100,0.0665955,12042,0.0,0.00232093,50.0,0.0516584,41,0.984922647476,-3.91856
-9.55900452823,501.8683412075043,604150,0.0459262,12083,0.0,-0.0124976,50.0,0.0608987,41,0.986075647175,-3.90168
-9.90780292606,503.5561172962189,606200,0.0424803,12124,0.0,-0.0185301,50.0,0.0392327,41,0.985844898969,-3.91519
-10.6741537137,505.27046632766724,608250,0.0283999,12165,0.0,-0.0141933,50.0,0.0360914,41,0.986910345033,-3.91039
-10.6106824382,506.9614899158478,610300,0.0398631,12206,0.0,-0.0173757,50.0,0.0602345,41,0.990008413792,-3.90902
-10.7348219542,508.66855788230896,612350,0.0270896,12247,0.0,-0.022618,50.0,0.0270833,41,0.991149445996,-3.90405
-11.0045042308,510.3798077106476,614400,0.0420205,12288,0.0,-0.0221391,50.0,0.0387176,41,0.991716429591,-3.92555
-11.2143945776,512.0894784927368,616400,0.0428804,12328,0.0,-0.0208526,50.0,0.0305671,40,0.991757206619,-3.92516
-10.4992128001,513.7772510051727,618450,0.0329557,12369,0.0,-0.0245037,50.0,0.0320749,41,0.992250777781,-3.91891
-10.01581419,515.4875118732452,620500,0.043154,12410,0.0,-0.0288566,50.0,0.0512443,41,0.98830995895,-3.9093
-10.3102595503,517.1917762756348,622550,0.0418985,12451,0.0,-0.0200867,50.0,0.0284707,41,0.99194382783,-3.93212
-10.8803615542,518.895117521286,624600,0.0631743,12492,0.0,-0.0090164,50.0,0.0452401,41,0.989060732536,-3.92803
-9.67991983734,520.5903007984161,626650,0.0303005,12533,0.0,-0.0227595,50.0,0.0221337,41,0.990149168298,-3.90203
-10.2260456022,522.3270347118378,628700,0.0322492,12574,0.0,-0.0163714,50.0,0.0532616,41,0.990076294169,-3.922
-10.3143411112,524.018477678299,630750,0.0260525,12615,0.0,-0.0198901,50.0,0.0554139,41,0.983897607774,-3.91079
-10.4531235711,525.7078592777252,632800,0.38611,12656,0.0,0.0266791,50.0,0.0306186,41,0.993014762178,-3.91662
-10.0882561099,527.4214761257172,634850,0.0487092,12697,0.0,-0.0306109,50.0,0.0242085,41,0.988476548344,-3.90397
-10.1950172397,529.1132092475891,636900,0.0234892,12738,0.0,-0.0205112,50.0,0.0311099,41,0.992907175329,-3.90404
-10.0846887731,530.8008766174316,638950,0.0510557,12779,0.0,-0.00721384,50.0,0.0202225,41,0.99394492805,-3.90244
-10.2914693429,532.497038602829,641000,0.0358793,12820,0.0,-0.0274605,50.0,0.0509541,41,0.989311423153,-3.9272
-9.93020234361,534.1836731433868,643050,0.061763,12861,0.0,-0.0246117,50.0,0.0343997,41,0.9913659757,-3.90446
-9.55920406818,535.8869249820709,645100,0.0399804,12902,0.0,-0.0132634,50.0,0.0331389,41,0.99177157972,-3.92559
-10.2120325939,537.5902042388916,647150,0.0312373,12943,0.0,-0.0239471,50.0,0.0407288,41,0.990347820334,-3.94844
-10.4931307107,539.2858049869537,649200,0.0366992,12984,0.0,-0.0126513,50.0,0.02527,41,0.993514799979,-3.9688
-10.5703907173,540.9895477294922,651250,0.032098,13025,0.0,-0.0271342,50.0,0.0290773,41,0.995382139925,-3.9683
-9.75613610632,542.6834216117859,653300,0.0405674,13066,0.0,-0.0124739,50.0,0.0206323,41,0.992572100833,-3.95045
-9.17683405378,544.3953211307526,655350,0.0449818,13107,0.0,-0.0187704,50.0,0.027048,41,0.990615984425,-3.9497
-9.38828590762,546.105762720108,657400,0.0350368,13148,0.0,-0.0186685,50.0,0.0233285,41,0.993263578974,-3.94803
-9.61458497631,547.8090217113495,659450,0.0323744,13189,0.0,-0.0257809,50.0,0.018673,41,0.992386312224,-3.95553
-9.83914336907,549.5358881950378,661500,0.0433915,13230,0.0,-0.0237042,50.0,0.0293332,41,0.988177931868,-3.94331
-9.65557912226,551.277795791626,663550,0.0305225,13271,0.0,-0.0162462,50.0,0.0252951,41,0.992432747036,-3.94248
-9.61296097376,552.9991118907928,665600,0.037737,13312,0.0,-0.00751465,50.0,0.0252455,41,0.99192032218,-3.96111
-9.97247213383,554.7074117660522,667600,0.024101,13352,0.0,-0.0239683,50.0,0.027272,40,0.993048436008,-3.96091
-9.47071913155,556.3903353214264,669650,0.0365566,13393,0.0,-0.0185339,50.0,0.0245425,41,0.992447919212,-3.96277
-9.18283153408,558.0669281482697,671700,0.0233525,13434,0.0,-0.0261834,50.0,0.025492,41,0.99220566079,-4.00661
-9.65712507066,559.7542419433594,673750,0.0356959,13475,0.0,-0.022467,50.0,0.0226821,41,0.994963543024,-3.98387
-10.3704060779,561.4497311115265,675800,0.0777197,13516,0.0,0.020527,50.0,0.0280933,41,0.994890176225,-3.97864
-10.4644467765,563.1580410003662,677850,0.0320066,13557,0.0,-0.0153155,50.0,0.0189337,41,0.993488973472,-3.98633
-10.3026786029,564.8632969856262,679900,0.0728395,13598,0.0,-0.00564133,50.0,0.0165371,41,0.994743786287,-3.9772
-9.80141764239,566.5585267543793,681950,0.0381978,13639,0.0,-0.0201695,50.0,0.0199155,41,0.994601006154,-3.98143
-9.35701020377,568.3174955844879,684000,0.0328053,13680,0.0,-0.0322892,50.0,0.0152307,41,0.994118949398,-3.99422
-9.37842720979,570.0284876823425,686050,0.0461566,13721,0.0,-0.0291773,50.0,0.0179788,41,0.992427739315,-3.99977
-9.72534761622,571.7149171829224,688100,0.0406625,13762,0.0,-0.0237302,50.0,0.0245636,41,0.992652905639,-3.99963
-9.92831829205,573.4261875152588,690150,0.0279375,13803,0.0,-0.0270001,50.0,0.0198828,41,0.994325032923,-4.00061
-9.72175338707,575.1052701473236,692200,0.0612286,13844,0.0,0.00649849,50.0,0.0281803,41,0.989403640851,-3.9938
-9.90365166482,576.8185060024261,694250,0.0667489,13885,0.0,0.00122881,50.0,0.0209304,41,0.992760682944,-3.98214
-9.71618652462,578.5204155445099,696300,0.0540241,13926,0.0,-0.0123421,50.0,0.0215124,41,0.993397673126,-3.97139
-8.25960751363,580.2146003246307,698350,0.0376861,13967,0.0,-0.0123858,50.0,0.0174144,41,0.992564496119,-3.97766
-8.46170518074,581.9028434753418,700400,0.0305891,14008,0.0,-0.022565,50.0,0.015214,41,0.991398072802,-3.99719
-9.29943184547,583.5904471874237,702450,0.0342247,14049,0.0,-0.0206561,50.0,0.0136172,41,0.996392692206,-4.00761
-9.63871429498,585.2860932350159,704500,0.0466029,14090,0.0,-0.024565,50.0,0.0197256,41,0.99431110546,-4.02037
-9.35403295972,586.9810523986816,706550,0.0716909,14131,0.0,0.0130727,50.0,0.021364,41,0.992124380544,-3.99191
-10.3014936797,588.6707894802094,708600,0.0296595,14172,0.0,-0.0244691,50.0,0.0358537,41,0.990737923421,-3.99814
-10.1672975499,590.3872675895691,710650,0.0268336,14213,0.0,-0.0265972,50.0,0.0206631,41,0.993333997205,-3.9793
-10.2431287583,592.093656539917,712700,0.0413914,14254,0.0,-0.01063,50.0,0.0264509,41,0.990748591721,-3.99444
-9.59970132364,593.8016214370728,714750,0.0283298,14295,0.0,-0.0239384,50.0,0.0309718,41,0.986231720075,-3.991
-9.78324780613,595.4986383914948,716800,0.0444663,14336,0.0,-0.0279649,50.0,0.015295,41,0.994516306091,-3.991
-9.04484103706,597.1923644542694,718800,0.0587714,14376,0.0,-0.00878406,50.0,0.0284314,40,0.991981987841,-4.02422
-9.49997842782,598.9181146621704,720850,0.0363386,14417,0.0,-0.0207744,50.0,0.0370051,41,0.987872320227,-4.02788
-9.95116507645,600.6210412979126,722900,0.0530799,14458,0.0,-0.0200878,50.0,0.0269385,41,0.989637373015,-3.99416
-9.90172888374,602.3326969146729,724950,0.0835382,14499,0.0,0.00476152,50.0,0.0242014,41,0.99157734029,-4.02096
-10.054835752,604.020105600357,727000,0.0278933,14540,0.0,-0.023482,50.0,0.0358713,41,0.98931715358,-4.02196
-9.76048215251,605.7227852344513,729050,0.0364191,14581,0.0,-0.0312585,50.0,0.020196,41,0.994466361124,-4.02718
-10.0320893541,607.4341592788696,731100,0.0364322,14622,0.0,-0.0192535,50.0,0.0193791,41,0.994694303256,-4.04285
-10.0956299763,609.1245894432068,733150,0.0390101,14663,0.0,-0.0220012,50.0,0.0239724,41,0.99086030852,-4.03941
-9.08533638032,610.8173136711121,735200,0.037107,14704,0.0,-0.0128371,50.0,0.0206406,41,0.988958084024,-4.07066
-8.33644510291,612.5312106609344,737250,0.0420421,14745,0.0,-0.0167912,50.0,0.0197581,41,0.992986579891,-4.08282
-8.70974740071,614.2232882976532,739300,0.13018,14786,0.0,-0.0182548,50.0,0.0218622,41,0.993592505809,-4.10743
-9.68213224454,615.9106884002686,741350,0.0357581,14827,0.0,-0.0197279,50.0,0.0295221,41,0.990207819268,-4.11182
-9.66778554018,617.5900819301605,743400,0.0277182,14868,0.0,-0.0200686,50.0,0.0167211,41,0.995747184381,-4.1058
-9.02806632946,619.2929971218109,745450,0.214168,14909,0.0,0.0370125,50.0,0.0215508,41,0.99383012997,-4.13184
-8.45531794603,620.9965283870697,747500,0.0393568,14950,0.0,-0.0184793,50.0,0.0244955,41,0.986720056273,-4.1238
-8.96687881949,622.6860508918762,749550,0.103825,14991,0.0,-0.0183532,50.0,0.0161887,41,0.989982352592,-4.11977
-9.05349126113,624.3994708061218,751600,0.0410432,15032,0.0,-0.0241573,50.0,0.0184287,41,0.992594287731,-4.11544
-8.57755392665,626.1061220169067,753650,0.0311138,15073,0.0,-0.0219264,50.0,0.0188665,41,0.993312011473,-4.12708
-8.2527444518,627.828232049942,755700,0.0373942,15114,0.0,-0.0168729,50.0,0.0264322,41,0.988283339888,-4.13102
-8.18020062242,629.5121991634369,757750,0.0421296,15155,0.0,-0.0172966,50.0,0.0257457,41,0.990733454004,-4.10322
-8.422214298,631.2266550064087,759800,0.063267,15196,0.0,-0.00369296,50.0,0.0252719,41,0.98996590171,-4.08764
-8.87377829666,633.1527185440063,761850,0.0366128,15237,0.0,-0.0195006,50.0,0.0164567,41,0.994256711565,-4.11356
-9.68796224903,634.9214627742767,763900,0.0485051,15278,0.0,-0.00847481,50.0,0.0258597,41,0.990429989994,-4.11023
-9.2295875335,636.6766831874847,765950,0.0511232,15319,0.0,-0.00510467,50.0,0.0376386,41,0.987806707621,-4.08522
-9.02791717312,638.3896400928497,768000,0.0351409,15360,0.0,-0.0269898,50.0,0.0231871,41,0.993551592808,-4.0664
-9.31905389499,640.1298851966858,770000,0.0371671,15400,0.0,-0.0294048,50.0,0.0221199,40,0.992702555843,-4.08893
-9.81613792435,641.8713943958282,772050,0.0414233,15441,0.0,-0.0220853,50.0,0.0214526,41,0.994410194457,-4.09298
-9.97379366103,643.6059443950653,774100,0.0341934,15482,0.0,-0.0220805,50.0,0.0245216,41,0.995543756057,-4.07993
-9.14615177776,645.3953216075897,776150,0.0536498,15523,0.0,-0.00533668,50.0,0.0399694,41,0.984547276981,-4.09647
-9.16648671355,647.1528856754303,778200,0.214334,15564,0.0,-0.0028969,50.0,0.0302557,41,0.982881233096,-4.10068
-9.06513633932,648.8867962360382,780250,0.0420219,15605,0.0,-0.0131238,50.0,0.0362888,41,0.988800514489,-4.10472
-8.93989046463,650.6364164352417,782300,0.0388871,15646,0.0,-0.00898634,50.0,0.0240855,41,0.994229892269,-4.09292
-8.62162702126,652.3779199123383,784350,0.0309355,15687,0.0,-0.0197554,50.0,0.0263918,41,0.991936353967,-4.10256
-8.36637500695,654.1176817417145,786400,0.0673962,15728,0.0,-0.00230361,50.0,0.0353537,41,0.989656657912,-4.10136
-7.39000411096,655.855476140976,788450,0.0453417,15769,0.0,-0.0150292,50.0,0.0205561,41,0.986933473498,-4.08224
-7.18834008965,657.5900156497955,790500,0.06479,15810,0.0,-0.0127597,50.0,0.0183687,41,0.991068876348,-4.07679
-7.54285646661,659.3168869018555,792550,0.0301916,15851,0.0,-0.0302727,50.0,0.0254274,41,0.991403999738,-4.0752
-8.60114054759,661.0583963394165,794600,0.0331367,15892,0.0,-0.0313776,50.0,0.0172119,41,0.993297304027,-4.06273
-9.04724459005,662.7934846878052,796650,0.061302,15933,0.0,-0.00525902,50.0,0.0259743,41,0.990571718663,-4.06708
-9.03038825534,664.5516047477722,798700,0.0405381,15974,0.0,-0.0247131,50.0,0.0207173,41,0.992039649747,-4.05374
-8.78425774979,666.277651309967,800750,0.0487975,16015,0.0,-0.0110477,50.0,0.0247341,41,0.990099527873,-4.05157
-8.74687418191,668.020626783371,802800,0.0478076,16056,0.0,-0.0147059,50.0,0.0302343,41,0.986233015545,-4.04805
-8.81525996358,669.771716594696,804850,0.0388957,16097,0.0,-0.0209696,50.0,0.0396815,41,0.986474099569,-4.03577
-9.33703165967,671.5182628631592,806900,0.0565516,16138,0.0,0.00192133,50.0,0.0222531,41,0.99074192252,-4.04018
-8.53983747082,673.2694942951202,808950,0.0530813,16179,0.0,-0.024871,50.0,0.0266181,41,0.986241526902,-4.03847
-8.02526283434,675.0040881633759,811000,0.038211,16220,0.0,-0.0288073,50.0,0.0218365,41,0.991223869845,-4.05727
-8.14314049611,676.7376310825348,813050,0.0308818,16261,0.0,-0.0219136,50.0,0.0206116,41,0.991038078442,-4.0538
-8.60953762174,678.4806361198425,815100,0.0324256,16302,0.0,-0.0168538,50.0,0.0222207,41,0.993452360388,-4.06456
-8.67089066576,680.2309753894806,817150,0.043525,16343,0.0,-0.0286011,50.0,0.0199071,41,0.9908400001,-4.07335
-8.48333225509,681.9520111083984,819200,0.0426391,16384,0.0,-0.0161054,50.0,0.0179956,41,0.992399163079,-4.05624
-8.26506232613,683.6765155792236,821200,0.0410553,16424,0.0,-0.0213274,50.0,0.0225314,40,0.988919222727,-4.07796
-8.98185145413,685.4243476390839,823250,0.0354872,16465,0.0,-0.0177248,50.0,0.0154736,41,0.992261488922,-4.06692
-8.58001910623,687.1608879566193,825300,0.0489689,16506,0.0,-0.0220684,50.0,0.0217538,41,0.991576700471,-4.08633
-8.73428619462,688.9208097457886,827350,0.0482159,16547,0.0,-0.0230666,50.0,0.0341303,41,0.981225002557,-4.1022
-8.62194360072,690.65962266922,829400,0.0341876,16588,0.0,-0.016758,50.0,0.024,41,0.989942500368,-4.09894
-8.37276603765,692.3870713710785,831450,0.0301226,16629,0.0,-0.016539,50.0,0.0193036,41,0.992172915488,-4.09767
-7.80141537392,694.121598482132,833500,0.0279522,16670,0.0,-0.0174214,50.0,0.0179803,41,0.99403779814,-4.09723
-7.81394563762,695.8583099842072,835550,0.0404237,16711,0.0,-0.0272508,50.0,0.0168003,41,0.98810293898,-4.11218
-7.70443757142,697.590381860733,837600,0.0347124,16752,0.0,-0.0250852,50.0,0.0167526,41,0.989550758153,-4.09276
-7.89766056935,699.3122735023499,839650,0.0421295,16793,0.0,-0.0138217,50.0,0.017638,41,0.988130512647,-4.09167
-8.01740403916,701.0497672557831,841700,0.0564281,16834,0.0,-0.0037251,50.0,0.0269881,41,0.990477783605,-4.10984
-7.40760644869,702.7697765827179,843750,0.0522864,16875,0.0,-0.00442027,50.0,0.023227,41,0.986332693137,-4.09691
-8.24680591721,704.527411699295,845800,0.0630935,16916,0.0,-0.011223,50.0,0.0224799,41,0.987939928658,-4.06957
-8.56204937319,706.2409400939941,847850,0.0406397,16957,0.0,-0.019494,50.0,0.0202328,41,0.988287444226,-4.06539
-8.80862925148,707.9811737537384,849900,0.0470986,16998,0.0,-0.0329291,50.0,0.0165851,41,0.991696330719,-4.08862
-8.8075915184,709.7179098129272,851950,0.0865182,17039,0.0,-0.000933373,50.0,0.0114091,41,0.993596155662,-4.08719
-9.07168144569,711.4488859176636,854000,0.0604259,17080,0.0,-0.0219938,50.0,0.0245719,41,0.989310364239,-4.08972
-8.29632922238,713.184109210968,856050,0.0399521,17121,0.0,-0.0164781,50.0,0.0189082,41,0.985290160403,-4.08463
-8.92591890677,714.9209024906158,858100,0.0377782,17162,0.0,-0.0203812,50.0,0.0249396,41,0.992930791341,-4.08268
-9.58896990319,716.6573774814606,860150,0.0318949,17203,0.0,-0.0241686,50.0,0.0217931,41,0.991866498254,-4.08108
-8.80789577263,718.4024505615234,862200,0.0495371,17244,0.0,-0.0021625,50.0,0.0192366,41,0.993360213004,-4.06572
-8.25825697617,720.1215736865997,864250,0.0304028,17285,0.0,-0.0201905,50.0,0.0195252,41,0.994075015187,-4.04949
-9.02598580993,721.8619983196259,866300,0.112921,17326,0.0,-0.0326631,50.0,0.0147787,41,0.993874191307,-4.06808
-9.40639334198,723.6059143543243,868350,0.0344448,17367,0.0,-0.0279521,50.0,0.0158416,41,0.992717133369,-4.07747
-8.94794082417,725.3484394550323,870400,0.0691716,17408,0.0,-0.014523,50.0,0.0149778,41,0.994264868554,-4.0882
-8.80247472986,727.0746402740479,872400,0.0477043,17448,0.0,-0.0265581,50.0,0.0172325,40,0.993333575781,-4.09766
-8.53194822599,728.8276631832123,874450,0.0447356,17489,0.0,-0.0156475,50.0,0.0175246,41,0.987337988801,-4.10973
-8.5259675374,730.5559165477753,876500,0.0386094,17530,0.0,-0.0187849,50.0,0.0158474,41,0.991442615166,-4.14992
-8.21888791831,732.2934663295746,878550,0.0504945,17571,0.0,-0.00904858,50.0,0.0179555,41,0.99152576644,-4.14784
-8.84547587056,734.0201418399811,880600,0.0437369,17612,0.0,-0.0237406,50.0,0.020383,41,0.990261446685,-4.15881
-9.0913190153,735.7692701816559,882650,0.0718398,17653,0.0,-0.021684,50.0,0.0150966,41,0.989406081848,-4.17141
-8.11769354704,737.4964687824249,884700,0.0597136,17694,0.0,-0.00523341,50.0,0.0332622,41,0.989391008392,-4.18365
-7.96605618065,739.2493751049042,886750,0.0381498,17735,0.0,-0.0251169,50.0,0.019962,41,0.991426333785,-4.1643
-8.61654836997,740.9879996776581,888800,0.0631135,17776,0.0,-0.0130597,50.0,0.0183794,41,0.993366358802,-4.1777
-8.17355746177,742.7235524654388,890850,0.0283554,17817,0.0,-0.0251249,50.0,0.0172085,41,0.991629063152,-4.19542
-8.23965531695,744.4677278995514,892900,0.0378719,17858,0.0,-0.0251353,50.0,0.0138058,41,0.991436845623,-4.19767
-8.29302203721,746.2059824466705,894950,0.0626928,17899,0.0,-0.00921221,50.0,0.0139267,41,0.992401371244,-4.20017
-8.38981150265,747.9494633674622,897000,0.0334857,17940,0.0,-0.0142193,50.0,0.0171994,41,0.990345513448,-4.21838
