loss_pol_entpen,loss_pol_surr,loss_ent,EpLenMean,ev_tdlam_before,TimeElapsed,EpThisIter,loss_vf_loss,EpisodesSoFar,EpRewMean,loss_kl,TimestepsSoFar
0.0,-0.0088944,0.795052,994.7,-0.00653314590454,364.6733102798462,2,62.4936,1292,994.7,0.00471276,476692
0.0,-0.00441255,0.789639,994.7,-0.0214383602142,366.25057435035706,2,68.7772,1294,994.7,0.00466946,478692
0.0,-0.00624218,0.801081,994.7,0.0114625692368,367.7733201980591,2,65.7771,1296,994.7,0.00694023,480692
0.0,-0.00886128,0.828268,994.7,0.0217173695564,369.3685305118561,2,66.9304,1298,994.7,0.0117279,482692
0.0,-0.00566002,0.844538,994.7,-0.00614559650421,370.9231150150299,2,68.8515,1300,994.7,0.00592201,484692
0.0,-0.00682518,0.837472,994.7,-0.0112761259079,372.4843771457672,2,68.6226,1302,994.7,0.00880594,486692
0.0,-0.00615634,0.833774,994.7,-0.00621473789215,374.06249594688416,2,68.4386,1304,994.7,0.00705589,488692
0.0,-0.00725538,0.839036,994.7,-0.00301122665405,375.6249918937683,2,68.4405,1306,994.7,0.0101001,490692
0.0,-0.00659389,0.836883,994.7,-0.00172090530396,377.2031133174896,2,67.925,1308,994.7,0.00760961,492692
0.0,-0.00500865,0.841841,994.7,-0.00466370582581,378.76560640335083,2,68.5222,1310,994.7,0.00586023,494692
0.0,-0.00514769,0.849085,994.7,-0.00107789039612,380.34372663497925,2,68.561,1312,994.7,0.00414505,496692
0.0,-0.00443745,0.869085,994.7,-0.00487315654755,381.890597820282,3,100.56,1315,994.7,0.00386794,499692
0.0,-0.00839758,0.892441,994.7,-0.0030175447464,383.4530951976776,2,67.2245,1317,994.7,0.0114858,501692
0.0,-0.00519978,0.91767,994.7,-0.00128519535065,385.0111622810364,2,67.8417,1319,994.7,0.0103211,503692
0.0,-0.0108066,0.910711,985.94,0.149076044559,386.59366369247437,3,69.4202,1322,985.94,0.00545139,505816
0.0,-0.00696901,0.88785,985.94,-0.00185239315033,388.1561539173126,2,67.8593,1324,985.94,0.00974291,507816
0.0,-0.00589224,0.891399,985.94,0.000254929065704,389.7186498641968,2,67.8758,1326,985.94,0.00425851,509816
0.0,-0.006044,0.916756,985.94,-0.0062130689621,391.2967689037323,2,67.9835,1328,985.94,0.00569792,511816
0.0,-0.00615852,0.94039,985.94,-0.00187361240387,392.8316671848297,2,68.0632,1330,985.94,0.00582248,513816
0.0,-0.0110736,0.950451,975.2,0.317736804485,394.4060158729553,3,44.8314,1333,975.2,0.00821702,515742
0.0,-0.0118159,0.943058,965.89,0.314401268959,395.9086093902588,3,72.3661,1336,965.89,0.00763039,517811
0.0,-0.0152931,0.932015,965.89,0.0415939688683,397.4867067337036,2,69.3378,1338,965.89,0.0148075,519811
0.0,-0.0103025,0.933476,965.89,0.00604802370071,399.0563237667084,2,67.7146,1340,965.89,0.0115531,521811
0.0,-0.00665028,0.941778,965.89,0.0203028917313,400.6188747882843,2,67.137,1342,965.89,0.00689869,523811
0.0,-0.0100352,0.943875,965.89,-0.0316635370255,402.1873254776001,2,68.2794,1344,965.89,0.00590055,525811
0.0,-0.00695413,0.939589,965.89,-0.00250709056854,403.7341957092285,2,68.5909,1346,965.89,0.00600245,527811
0.0,-0.00664202,0.933851,965.89,-0.000691533088684,405.3123154640198,2,68.5716,1348,965.89,0.00688028,529811
0.0,-0.00708214,0.964821,965.89,-0.00713801383972,406.8591847419739,2,66.658,1350,965.89,0.00593163,531811
0.0,-0.00939773,0.950619,959.07,0.0560794472694,408.44674158096313,3,79.4262,1353,959.07,0.00665261,534129
0.0,-0.00875268,0.952931,959.07,-0.00225019454956,410.0155899524689,2,64.9435,1355,959.07,0.00620247,536129
0.0,-0.00782949,0.95487,959.07,0.0301510095596,411.56246161460876,2,66.4901,1357,959.07,0.00472018,538129
0.0,-0.00906874,0.953188,959.07,-0.0331238508224,413.1405813694,2,67.6697,1359,959.07,0.00991193,540129
0.0,-0.00832925,0.957567,959.07,-0.00555574893951,414.6718273162842,2,67.7706,1361,959.07,0.0073848,542129
0.0,-0.00615036,0.954342,959.07,-0.00333046913147,416.24994802474976,2,66.7008,1363,959.07,0.00537789,544129
0.0,-0.0081381,0.94746,959.07,0.0102131962776,417.78119254112244,2,67.4698,1365,959.07,0.00888643,546129
0.0,-0.0108933,0.948922,952.02,0.148542761803,419.37493777275085,3,36.7059,1368,952.02,0.00667447,548424
0.0,-0.00966878,0.95721,947.27,0.588670313358,420.9061839580536,2,38.9184,1370,947.27,0.00841819,549949
0.0,-0.00727973,0.956072,947.27,0.0892927050591,422.4999289512634,3,82.3014,1373,947.27,0.00488872,552949
0.0,-0.00415625,0.962812,947.27,-0.000398397445679,424.05521965026855,2,69.6236,1375,947.27,0.0058112,554949
0.0,-0.012177,0.967033,947.27,0.537856429815,425.6182470321655,2,40.9968,1377,947.27,0.00706704,556949
0.0,-0.00870073,0.971708,952.57,-0.0014443397522,427.203622341156,2,70.0142,1379,952.57,0.0112669,558949
0.0,-0.00821197,0.989487,952.57,-0.000414490699768,428.7351725101471,2,69.84,1381,952.57,0.00386286,560949
0.0,-0.00648385,0.994874,952.57,0.000114619731903,430.3186585903168,2,69.5922,1383,952.57,0.0117735,562949
0.0,-0.010196,1.00932,948.78,0.758993014693,431.87493658065796,2,41.9202,1385,948.78,0.00853936,564570
0.0,-0.00989753,0.973232,946.28,0.779544711113,433.46868085861206,2,37.4952,1387,946.28,0.0115631,566320
0.0,-0.00619561,0.963399,946.28,-0.00215494632721,435.01555252075195,3,104.141,1390,946.28,0.00575942,569320
0.0,-0.00459091,0.96447,946.28,-0.00302648544312,436.5624256134033,2,70.0341,1392,946.28,0.00460628,571320
0.0,-0.00721755,0.957925,946.28,-0.0141562223434,438.1249165534973,2,69.5905,1394,946.28,0.0065174,573320
0.0,-0.00298243,0.965783,946.28,0.00971072912216,439.6874170303345,2,53.6484,1396,946.28,0.00618559,575320
0.0,-0.00447296,0.972279,946.28,-0.00138068199158,441.26553225517273,2,70.4535,1398,946.28,0.00544364,577320
0.0,-0.0044622,0.976295,946.28,0.00114989280701,442.8124032020569,2,69.9257,1400,946.28,0.00643258,579320
0.0,-0.00519931,0.970757,946.28,0.0187429785728,444.39052391052246,2,70.902,1402,946.28,0.00854542,581320
0.0,-0.00854441,0.976852,946.28,0.0117914676666,445.93739461898804,2,57.7807,1404,946.28,0.0102863,583320
0.0,-0.0164281,0.969997,942.48,0.823444053531,447.5247528553009,2,31.2066,1406,942.48,0.00695671,584940
0.0,-0.00618471,0.975546,942.48,0.130192995071,449.07950925827026,2,62.3046,1408,942.48,0.00622101,586940
0.0,-0.0102056,0.978522,942.48,0.0984609723091,450.6588773727417,2,62.9349,1410,942.48,0.00986132,588940
0.0,-0.00635524,1.00053,942.48,-0.00417232513428,452.2195043563843,2,72.7933,1412,942.48,0.0050928,590940
0.0,-0.00622759,0.995071,942.48,0.00350970029831,453.77776980400085,2,71.6326,1414,942.48,0.00644487,592940
0.0,-0.00814089,0.983911,942.48,-0.0125634670258,455.3698675632477,3,102.763,1417,942.48,0.00655176,595940
0.0,-0.00776537,0.988796,942.48,-7.2717666626e-05,456.8942337036133,2,70.3066,1419,942.48,0.00678708,597940
0.0,-0.00876065,0.99184,942.48,0.00500500202179,458.4738230705261,2,66.6924,1421,942.48,0.00640682,599940
0.0,-0.0069161,1.00183,951.24,-0.00963139533997,460.03166818618774,2,69.5602,1423,951.24,0.00600165,601940
0.0,-0.00758313,0.994108,943.43,0.0252009034157,461.5939590930939,3,74.6811,1426,943.43,0.00562814,604159
0.0,-0.00501681,0.997942,943.43,-0.00233125686646,463.16012811660767,2,69.2451,1428,943.43,0.00482146,606159
0.0,-0.00979441,0.982671,943.43,-0.0235340595245,464.7229223251343,2,69.4151,1430,943.43,0.00712673,608159
0.0,-0.00770795,0.973716,945.23,-0.000993371009827,466.30028009414673,2,68.8257,1432,945.23,0.00713324,610159
0.0,-0.00671009,0.967461,954.17,-0.00100946426392,467.8542585372925,2,68.7888,1434,954.17,0.00456675,612159
0.0,-0.00730583,0.97263,963.48,-0.00368738174438,469.4357008934021,2,68.736,1436,963.48,0.00579687,614159
0.0,-0.00739179,0.98609,963.48,-0.0013872385025,470.97646474838257,2,68.627,1438,963.48,0.00629599,616159
0.0,-0.0075074,0.965399,963.48,-0.000917673110962,472.55541920661926,2,68.4321,1440,963.48,0.00734499,618159
0.0,-0.00926269,0.960693,963.48,-0.0156754255295,474.10967111587524,2,68.4688,1442,963.48,0.0060935,620159
0.0,-0.0114716,0.966197,963.48,-0.00145637989044,475.67190289497375,2,68.3396,1444,963.48,0.00616058,622159
0.0,-0.0118863,0.950063,956.55,0.0500383377075,477.23439383506775,3,73.9489,1447,956.55,0.00938076,624466
0.0,-0.0102114,0.933905,956.55,0.0363572239876,478.8125150203705,2,75.1277,1449,956.55,0.0128045,626466
0.0,-0.00897336,0.939287,956.55,0.164253115654,480.3906342983246,2,71.8996,1451,956.55,0.00957051,628466
0.0,-0.0113334,0.923352,963.37,-0.00545728206635,481.95313143730164,2,67.3732,1453,963.37,0.0148971,630466
0.0,-0.00538826,0.91864,963.37,-0.00103759765625,483.53125071525574,2,67.5762,1455,963.37,0.00374195,632466
0.0,-0.00411284,0.897869,963.37,-0.000651240348816,485.07812094688416,2,67.7325,1457,963.37,0.0174931,634466
0.0,-0.00852894,0.890507,963.37,-0.0122356414795,486.66383123397827,2,68.0282,1459,963.37,0.00616759,636466
0.0,-0.00865285,0.896734,963.37,-0.000540733337402,488.22014141082764,2,67.8056,1461,963.37,0.00879782,638466
0.0,-0.00721801,0.914564,963.37,-0.000750184059143,489.78366589546204,2,67.9225,1463,963.37,0.0115986,640466
0.0,-0.00940239,0.915533,963.37,-0.00810623168945,491.3507430553436,2,67.8818,1465,963.37,0.00838031,642466
0.0,-0.00710484,0.901373,964.88,-0.00511074066162,492.9073004722595,2,67.9118,1467,964.88,0.00517777,644466
0.0,-0.00731714,0.890253,975.17,-0.000306725502014,494.5003011226654,2,68.0168,1469,975.17,0.00793213,646466
0.0,-0.010044,0.905539,975.17,-8.79764556885e-05,496.0542640686035,2,68.1407,1471,975.17,0.00879269,648466
0.0,-0.0147076,0.890507,949.32,0.350546896458,497.6265959739685,5,81.4432,1476,949.32,0.0120716,650881
0.0,-0.00813649,0.902603,949.32,0.0513143539429,499.1729393005371,2,64.5173,1478,949.32,0.013029,652881
0.0,-0.00847255,0.911234,949.32,-0.00318205356598,500.7457332611084,2,69.1363,1480,949.32,0.00778328,654881
0.0,-0.0111856,0.92008,949.32,-0.0196198225021,502.30809354782104,2,69.1837,1482,949.32,0.0100059,656881
0.0,-0.00972927,0.913424,946.43,0.417544782162,503.8599498271942,3,72.6689,1485,946.43,0.00625105,659213
0.0,-0.00541062,0.928198,948.93,-0.00276458263397,505.4444682598114,2,68.7305,1487,948.93,0.00644427,661213
0.0,-0.00966087,0.923852,948.93,0.0393466949463,506.96979117393494,2,66.7202,1489,948.93,0.00806598,663213
0.0,-0.00914913,0.907059,948.93,-0.0065598487854,508.5491359233856,2,68.569,1491,948.93,0.00471104,665213
0.0,-0.00896494,0.909597,948.93,-0.000119805335999,510.1031177043915,2,68.7348,1493,948.93,0.00951109,667213
0.0,-0.00886134,0.902287,948.93,-0.000834465026855,511.68142890930176,2,68.6895,1495,948.93,0.00593888,669213
0.0,-0.00930923,0.903242,948.93,-0.00216329097748,513.2360801696777,2,68.6212,1497,948.93,0.00728573,671213
0.0,-0.00978476,0.899305,948.93,-0.000202417373657,514.7878172397614,2,68.6108,1499,948.93,0.0125598,673213
0.0,-0.0125519,0.901627,948.93,-6.65187835693e-05,516.3524343967438,2,68.5971,1501,948.93,0.00957938,675213
0.0,-0.00605413,0.925392,948.93,-8.46385955811e-06,517.8920018672943,2,68.615,1503,948.93,0.00303139,677213
0.0,-0.00687537,0.927179,949.6,-7.62939453125e-05,519.4690120220184,2,68.6099,1505,949.6,0.00602395,679213
0.0,-0.00754167,0.948574,952.73,-3.56435775757e-05,521.00834608078,2,68.61,1507,952.73,0.00727147,681213
0.0,-0.00886013,0.966159,952.73,-0.000128030776978,522.601856470108,2,68.6236,1509,952.73,0.0100727,683213
0.0,-0.00789886,0.991055,952.73,-0.000105261802673,524.1417014598846,2,68.6066,1511,952.73,0.00756182,685213
0.0,-0.0076892,0.990048,952.73,-7.14063644409e-05,525.7189917564392,2,68.5832,1513,952.73,0.0076349,687213
0.0,-0.00770203,0.990322,952.73,7.00354576111e-05,527.2822408676147,2,68.6226,1515,952.73,0.00637884,689213
0.0,-0.00736521,0.986664,952.73,-0.000171422958374,528.8439955711365,3,101.164,1518,952.73,0.0073278,692213
0.0,-0.0126613,1.00663,952.73,-8.10623168945e-06,530.4257662296295,2,67.7324,1520,952.73,0.00938866,694213
0.0,-0.0120661,1.00697,952.73,-0.000119566917419,531.9807472229004,2,67.8938,1522,952.73,0.00867587,696213
0.0,-0.00891356,1.02238,952.73,-1.49011611938e-05,533.5638077259064,2,68.0232,1524,952.73,0.0187846,698213
0.0,-0.010071,1.01698,960.54,-0.00025475025177,535.1031641960144,2,68.0615,1526,960.54,0.00878763,700213
0.0,-0.00841712,1.04892,960.54,-3.55243682861e-05,536.6872022151947,2,68.1669,1528,960.54,0.00981524,702213
0.0,-0.0131286,1.03435,957.0,0.00146824121475,538.2496993541718,2,43.9118,1530,957.0,0.0119813,703859
0.0,-0.0152153,1.03256,957.0,-0.0430414676666,539.8295466899872,2,73.6687,1532,957.0,0.00842744,705859
0.0,-0.010086,1.02672,957.0,-0.0687341690063,541.3919956684113,2,68.9652,1534,957.0,0.00750821,707859
0.0,-0.00636588,1.02423,957.0,-0.00188684463501,542.9459931850433,2,68.136,1536,957.0,0.00751712,709859
0.0,-0.0128326,1.03349,950.95,0.00855422019958,544.5246176719666,3,96.0977,1539,950.95,0.00770332,712254
0.0,-0.00603396,1.03336,950.95,-0.00422286987305,546.0792603492737,2,67.3057,1541,950.95,0.00660268,714254
0.0,-0.0100152,1.04689,942.07,0.452256381512,547.6578152179718,3,70.2626,1544,942.07,0.00714256,716366
0.0,-0.00641863,1.05654,949.0,-0.00109565258026,549.1895418167114,2,67.3572,1546,949.0,0.00548009,718366
0.0,-0.00716471,1.0462,949.0,-0.00968182086945,550.7678873538971,2,67.5347,1548,949.0,0.0108324,720366
0.0,-0.0124172,1.02892,949.0,-0.000888466835022,552.3295304775238,2,67.5339,1550,949.0,0.00760072,722366
0.0,-0.0122148,1.03866,911.75,0.602321594954,553.8991532325745,6,26.7762,1556,911.75,0.0101561,724641
0.0,-0.0135222,1.03815,901.02,0.397831737995,555.4774832725525,3,72.8112,1559,901.02,0.00909666,726568
0.0,-0.00710198,1.05035,901.02,-0.00646913051605,557.0309562683105,2,68.7481,1561,901.02,0.00540852,728568
0.0,-0.00574281,1.06701,901.02,0.000176250934601,558.6090753078461,2,68.5782,1563,901.02,0.0030112,730568
0.0,-0.00676988,1.07037,901.02,-0.00733876228333,560.155944108963,2,68.4384,1565,901.02,0.00924853,732568
0.0,-0.00788317,1.09082,901.02,-0.00255382061005,561.7496893405914,2,63.3472,1567,901.02,0.00873068,734568
0.0,-0.00443344,1.0918,901.02,-0.00177621841431,563.3121860027313,2,68.7263,1569,901.02,0.00567131,736568
0.0,-0.00823057,1.0995,901.02,-0.000933766365051,564.8577125072479,2,68.6348,1571,901.02,0.00972331,738568
0.0,-0.00575909,1.08982,907.58,-0.000823259353638,566.4218661785126,2,68.6026,1573,907.58,0.00537125,740568
0.0,-0.0068043,1.09261,918.64,-0.00361859798431,567.9999868869781,2,68.5262,1575,918.64,0.00509021,742568
0.0,-0.00868295,1.10304,926.87,-0.00187003612518,569.562481880188,2,68.5104,1577,926.87,0.00657077,744568
0.0,-0.00967506,1.11363,926.87,-0.000477313995361,571.1249771118164,2,68.5051,1579,926.87,0.00762628,746568
0.0,-0.00884527,1.13711,926.87,-0.000205993652344,572.7030966281891,3,101.211,1582,926.87,0.00583861,749568
0.0,-0.00736791,1.14876,933.55,-0.00176525115967,574.2499678134918,2,67.597,1584,933.55,0.00556079,751568
0.0,-0.0108307,1.15931,933.55,-0.000418066978455,575.8374955654144,2,67.7907,1586,933.55,0.00772422,753568
0.0,-0.00834905,1.15342,933.55,-0.0027449131012,577.3847143650055,2,67.8829,1588,933.55,0.00526769,755568
0.0,-0.014078,1.16102,913.35,0.396899700165,578.9374394416809,4,55.2598,1592,913.35,0.00615922,757548
0.0,-0.0119328,1.14476,904.68,0.00852143764496,580.5155582427979,3,93.9528,1595,904.68,0.00742786,759681
0.0,-0.0132265,1.13944,904.14,0.131063759327,582.0624296665192,2,41.2615,1597,904.14,0.00708708,761627
0.0,-0.0107048,1.14017,904.14,-0.0186866521835,583.6405506134033,2,68.7593,1599,904.14,0.0111504,763627
0.0,-0.00776732,1.14618,904.14,-0.000771760940552,585.1874208450317,2,68.7147,1601,904.14,0.00609243,765627
0.0,-0.00850653,1.14711,904.14,-0.0011293888092,586.766951084137,2,68.6194,1603,904.14,0.00820968,767627
0.0,-0.0116099,1.16314,904.14,0.00271904468536,588.3129770755768,2,62.4438,1605,904.14,0.00807282,769627
0.0,-0.00752495,1.16879,904.14,0.0391716361046,589.8765242099762,2,63.8366,1607,904.14,0.00585369,771627
0.0,-0.00743091,1.1722,904.14,0.0258666872978,591.4391660690308,2,67.7205,1609,904.14,0.0056073,773627
0.0,-0.00576049,1.18743,904.14,-0.015230178833,593.0097768306732,2,69.1569,1611,904.14,0.00879796,775627
0.0,-0.00596475,1.1951,904.14,-0.0138983726501,594.5743069648743,2,68.8487,1613,904.14,0.0108104,777627
0.0,-0.00856298,1.18156,904.14,-0.0047322511673,596.1368024349213,2,68.7453,1615,904.14,0.00812745,779627
0.0,-0.00814142,1.19725,904.14,-0.00505387783051,597.7185757160187,2,68.6357,1617,904.14,0.0058241,781627
0.0,-0.00920032,1.17471,904.14,-0.0011819601059,599.2658212184906,2,68.672,1619,904.14,0.00687841,783627
0.0,-0.0108655,1.18057,904.14,0.00671541690826,600.85107254982,2,62.3873,1621,904.14,0.00886708,785627
0.0,-0.0122835,1.18909,895.64,0.047738134861,602.3832046985626,3,84.244,1624,895.64,0.00523155,787777
0.0,-0.0131133,1.20496,885.24,0.0275837779045,603.9384140968323,3,94.1689,1627,885.24,0.0127302,789737
0.0,-0.00673012,1.20992,885.24,0.0385913252831,605.5154085159302,2,63.4847,1629,885.24,0.0109807,791737
0.0,-0.00860255,1.19559,888.78,-0.0274618864059,607.0779039859772,2,68.7159,1631,888.78,0.00710102,793737
0.0,-0.00957043,1.17266,885.74,0.0128891468048,608.6489200592041,3,99.6834,1634,885.74,0.00717234,796433
0.0,-0.0116119,1.16348,885.74,-0.0254373550415,610.2041051387787,2,67.2152,1636,885.74,0.00959335,798433
0.0,-0.0105825,1.16215,882.71,0.0242190361023,611.7837347984314,3,91.5323,1639,882.71,0.00418955,800525
0.0,-0.00959341,1.16531,882.71,0.12298566103,613.3294990062714,2,51.554,1641,882.71,0.00941414,802525
0.0,-0.00640998,1.16396,882.71,-0.040562748909,614.9001438617706,2,67.8313,1643,882.71,0.00748735,804525
0.0,-0.00879662,1.15195,891.59,9.5009803772e-05,616.4625515937805,2,65.5432,1645,891.59,0.00611522,806525
0.0,-0.00569951,1.17186,891.59,-0.0106675624847,618.0313377380371,2,67.8987,1647,891.59,0.00927262,808525
0.0,-0.0107061,1.14883,889.63,0.00318336486816,619.6019659042358,2,61.4816,1649,889.63,0.00569832,810329
0.0,-0.0100174,1.15493,893.36,-0.016631603241,621.1564629077911,2,66.5204,1651,893.36,0.0106831,812329
0.0,-0.0078677,1.16275,906.7,-0.00969672203064,622.7513206005096,2,66.3455,1653,906.7,0.00696448,814329
0.0,-0.006142,1.1753,919.54,-0.00554394721985,624.3141531944275,2,68.2017,1655,919.54,0.00920126,816329
0.0,-0.00611362,1.18544,928.05,-0.00504887104034,625.8993988037109,2,68.4429,1657,928.05,0.00674274,818329
0.0,-0.00592138,1.19894,937.61,-0.012090086937,627.4059906005859,2,68.446,1659,937.61,0.00543456,820329
0.0,-0.00990949,1.18321,937.61,-0.00627970695496,628.9841132164001,2,68.3186,1661,937.61,0.0098214,822329
0.0,-0.00919519,1.20461,937.61,-0.000218033790588,630.5466067790985,3,100.851,1664,937.61,0.00877993,825329
0.0,-0.011258,1.17325,935.43,0.0359089970589,632.109103679657,2,61.6736,1666,935.43,0.00665176,827111
0.0,-0.0122202,1.1579,927.16,0.0130828022957,633.6843085289001,3,98.1751,1669,927.16,0.0112413,829284
0.0,-0.0106828,1.15523,924.15,0.0419562458992,635.2353172302246,2,58.7193,1671,924.15,0.00825935,830983
0.0,-0.0138461,1.13011,916.45,0.176234483719,636.8203368186951,3,64.3848,1674,916.45,0.00693201,833213
0.0,-0.00947438,1.15084,916.45,-0.0138583183289,638.3681375980377,2,68.5456,1676,916.45,0.0101984,835213
0.0,-0.00960229,1.15544,916.45,-0.0795279741287,639.9487898349762,2,68.9941,1678,916.45,0.00640281,837213
0.0,-0.0111182,1.16865,910.86,0.0157327651978,641.5078997612,3,96.6531,1681,910.86,0.00726957,839654
0.0,-0.0165564,1.15412,901.56,0.0921813845634,643.0526130199432,3,81.3383,1684,901.56,0.00811,841724
0.0,-0.0115856,1.14342,892.9,-0.0259557962418,644.616863489151,2,63.2171,1686,892.9,0.0103018,842858
0.0,-0.0106997,1.15076,892.9,0.0142624974251,646.1876745223999,2,62.7232,1688,892.9,0.00608739,844858
0.0,-0.00899882,1.16943,908.73,-0.0305275917053,647.7662289142609,3,99.8429,1691,908.73,0.00658593,847858
0.0,-0.00948525,1.15935,913.1,-0.0172431468964,649.2982807159424,2,66.9374,1693,913.1,0.00931959,849858
0.0,-0.0103967,1.15948,921.77,-0.00903141498566,650.8835482597351,2,67.14,1695,921.77,0.00459471,851858
0.0,-0.0143058,1.16069,914.3,0.0895292758942,652.4448201656342,2,40.803,1697,914.3,0.00785791,853057
0.0,-0.0177618,1.13085,889.24,0.54861959815,654.0167870521545,5,86.0782,1702,889.24,0.00653713,855551
0.0,-0.0161613,1.12003,882.57,0.368155002594,655.5787115097046,3,51.7537,1705,882.57,0.00652007,857884
0.0,-0.0133019,1.10346,882.57,0.029089987278,657.1537299156189,2,61.7246,1707,882.57,0.00681167,859884
0.0,-0.0101737,1.08445,882.57,0.115522503853,658.7586719989777,2,69.1799,1709,882.57,0.00802581,861884
0.0,-0.00752051,1.08079,882.57,0.0103693008423,660.3297433853149,2,66.109,1711,882.57,0.00688906,863884
0.0,-0.0048925,1.08525,882.57,-0.0251638889313,661.900349855423,2,68.9408,1713,882.57,0.010213,865884
0.0,-0.00937152,1.08978,882.57,-0.00817632675171,663.4484198093414,2,68.8516,1715,882.57,0.00942938,867884
0.0,-0.00796235,1.08753,882.57,-0.0046820640564,665.0353665351868,2,68.8036,1717,882.57,0.00735001,869884
0.0,-0.0101911,1.07667,882.57,0.00377678871155,666.5785129070282,2,67.212,1719,882.57,0.00943506,871884
0.0,-0.00954793,1.08261,882.57,-0.00992858409882,668.1568276882172,2,67.6821,1721,882.57,0.011511,873884
0.0,-0.0105081,1.091,882.57,-0.021834731102,669.7198247909546,2,68.3667,1723,882.57,0.00613913,875884
0.0,-0.0108897,1.08723,891.07,0.0300089716911,671.2865922451019,2,46.1028,1725,891.07,0.00527445,877884
0.0,-0.0132087,1.07712,898.61,0.206085264683,672.8493790626526,3,45.2504,1728,898.61,0.00481217,880598
0.0,-0.012736,1.07852,898.61,0.0656113028526,674.3991026878357,2,62.2041,1730,898.61,0.00625791,882598
0.0,-0.0108363,1.07712,898.61,-0.0610638856888,675.969113111496,2,70.8023,1732,898.61,0.00831914,884598
0.0,-0.0122966,1.08294,901.65,-0.00872838497162,677.5314238071442,2,69.201,1734,901.65,0.00885364,886598
0.0,-0.00865275,1.08995,901.65,0.0455250144005,679.1010737419128,2,60.5789,1736,901.65,0.00475864,888598
0.0,-0.00857825,1.08458,903.01,-0.0181280374527,680.649347782135,2,69.5424,1738,903.01,0.00693731,890598
0.0,-0.00896434,1.10926,910.73,0.00505435466766,682.219319820404,2,66.7615,1740,910.73,0.00664648,892598
0.0,-0.00770306,1.09394,910.73,0.0347365140915,683.7973198890686,2,66.5523,1742,910.73,0.0052946,894598
0.0,-0.00931178,1.10003,910.73,0.0522792935371,685.3596434593201,2,64.2545,1744,910.73,0.0104297,896598
0.0,-0.0131183,1.10451,910.73,-0.0408041477203,686.9448602199554,2,70.5089,1746,910.73,0.0176665,898598
0.0,-0.00796831,1.10518,910.73,0.00564420223236,688.4610478878021,2,69.5893,1748,910.73,0.00730926,900598
0.0,-0.00820098,1.09786,912.69,0.0157863497734,690.0547931194305,2,67.4126,1750,912.69,0.00548484,902598
0.0,-0.00693108,1.10834,912.69,-0.0250012874603,691.5863609313965,2,69.5625,1752,912.69,0.00792764,904598
0.0,-0.0084891,1.11415,912.69,0.000335574150085,693.1564486026764,2,69.5285,1754,912.69,0.0128695,906598
0.0,-0.00530284,1.13665,912.69,-0.00150334835052,694.7190771102905,2,69.3716,1756,912.69,0.00932312,908598
0.0,-0.00617885,1.15346,912.69,-0.000638842582703,696.2730457782745,2,69.2547,1758,912.69,0.00853462,910598
0.0,-0.00980482,1.17422,912.69,0.00214064121246,697.8461954593658,2,67.7366,1760,912.69,0.00517923,912598
0.0,-0.00691154,1.19358,912.69,-0.00555551052094,699.3921391963959,2,68.8505,1762,912.69,0.00364289,914598
0.0,-0.00901645,1.1906,912.69,-0.00992751121521,700.984081029892,2,68.5543,1764,912.69,0.0120848,916598
0.0,-0.0111137,1.18366,914.87,0.0169198513031,702.5153272151947,2,56.4371,1766,914.87,0.00594282,918598
0.0,-0.0109978,1.18353,923.14,0.100388467312,704.093446969986,3,89.8384,1769,923.14,0.00643474,921598
0.0,-0.0132554,1.19789,926.15,0.0616431236267,705.609067440033,2,54.3344,1771,926.15,0.00751265,923598
0.0,-0.00838856,1.18009,933.85,-0.0939675569534,707.1715641021729,2,69.8243,1773,933.85,0.00576832,925598
0.0,-0.00934994,1.17279,933.85,-0.00734841823578,708.7340569496155,2,69.2289,1775,933.85,0.00937149,927598
0.0,-0.00681473,1.16969,933.85,-0.0150015354156,710.3121783733368,2,69.0168,1777,933.85,0.00647973,929598
0.0,-0.0130279,1.1675,933.85,0.0501594543457,711.8746733665466,2,54.9679,1779,933.85,0.00736293,931598
0.0,-0.00426616,1.18698,939.44,-0.00968968868256,713.4371693134308,2,69.4488,1781,939.44,0.00457248,933598
0.0,-0.012097,1.17491,941.8,7.22408294678e-05,715.0152895450592,3,95.8492,1784,941.8,0.00628895,935904
0.0,-0.0130432,1.17879,945.67,-0.0238064527512,716.5621588230133,2,60.0462,1786,945.67,0.0112365,937425
0.0,-0.00951764,1.18605,945.67,-0.0143350362778,718.1559069156647,2,68.5272,1788,945.67,0.0050707,939425
0.0,-0.010758,1.17828,945.67,0.00828617811203,719.6715250015259,2,65.3847,1790,945.67,0.00809288,941425
0.0,-0.00850888,1.16956,945.67,-0.0168863534927,721.2496461868286,2,67.9583,1792,945.67,0.00803667,943425
0.0,-0.0126834,1.16353,945.67,0.00375801324844,722.8277661800385,2,66.2504,1794,945.67,0.0109077,945425
0.0,-0.00967099,1.16897,953.68,-0.0172441005707,724.4058856964111,2,68.6276,1796,953.68,0.0126873,947425
0.0,-0.00826726,1.16966,953.68,-0.0051497220993,725.9683821201324,2,68.598,1798,953.68,0.00668482,949425
0.0,-0.00751155,1.17204,966.22,-0.0010370016098,727.5308775901794,2,68.5089,1800,966.22,0.00631127,951425
0.0,-0.00793418,1.16569,978.74,-0.000774025917053,729.1158692836761,2,68.5382,1802,978.74,0.00723578,953425
