loss_pol_entpen,loss_vf_loss,EpThisIter,EpLenMean,loss_kl,TimestepsSoFar,TimeElapsed,EpisodesSoFar,ev_tdlam_before,loss_ent,loss_pol_surr,EpRewMean
0.0,0.333298,41,50.0,0.0180213,159700,138.57848739624023,3194,0.877096511424,-1.46066,-0.0210589,-9.99848727095
0.0,0.317258,41,50.0,0.01504,161750,140.3595061302185,3235,0.867955416441,-1.48952,-0.0154547,-9.66062578771
0.0,0.365706,41,50.0,0.0207308,163800,142.14884424209595,3276,0.843217208982,-1.54557,-0.0267572,-9.16875270603
0.0,0.256571,41,50.0,0.0153452,165850,143.92245841026306,3317,0.878547213972,-1.58169,-0.0226201,-8.70366213186
0.0,0.210283,41,50.0,0.0178987,167900,145.9234426021576,3358,0.869148164988,-1.59906,-0.0174244,-8.9950714308
0.0,0.184465,41,50.0,0.0187215,169950,147.89454793930054,3399,0.894592940807,-1.63082,-0.0234313,-9.14357170074
0.0,0.220252,41,50.0,0.0155963,172000,149.69535636901855,3440,0.895375721157,-1.64514,-0.020829,-9.14821418575
0.0,0.21639,41,50.0,0.0253089,174050,151.42177772521973,3481,0.889375075698,-1.63163,-0.0215839,-8.39919071714
0.0,0.20953,41,50.0,0.0207494,176100,153.1565318107605,3522,0.901632189751,-1.64282,-0.0138834,-8.39164525454
0.0,0.204002,41,50.0,0.0145213,178150,154.8851079940796,3563,0.889941133559,-1.65777,-0.0138699,-8.54700123718
0.0,0.139187,41,50.0,0.0147318,180200,156.60923504829407,3604,0.892836041749,-1.67384,-0.0216957,-7.86102108262
0.0,0.14964,41,50.0,0.0211746,182250,158.3435869216919,3645,0.917974352837,-1.70057,-0.0182354,-7.90206615221
0.0,0.187506,41,50.0,0.0177654,184300,160.07043552398682,3686,0.869989618659,-1.73111,-0.0216122,-7.89837829421
0.0,0.182351,41,50.0,0.0158012,186350,161.8039107322693,3727,0.913408778608,-1.75624,-0.0244062,-7.92930122506
0.0,0.18042,41,50.0,0.0204896,188400,163.5467348098755,3768,0.924043469131,-1.78923,-0.0153151,-7.99883445972
0.0,0.13853,41,50.0,0.015669,190450,165.27703547477722,3809,0.910126656294,-1.78078,-0.0208873,-7.7385056745
0.0,0.104999,41,50.0,0.0144535,192500,167.00218772888184,3850,0.931851893663,-1.82866,-0.0238785,-7.72492503871
0.0,0.13716,41,50.0,0.0180838,194550,168.7366542816162,3891,0.909461930394,-1.86867,-0.0280818,-7.84086676534
0.0,0.113694,41,50.0,0.0118532,196600,170.4756600856781,3932,0.93430878222,-1.88752,-0.0247933,-7.6798234793
0.0,0.180288,41,50.0,0.0342106,198650,172.2191047668457,3973,0.909443989396,-1.90489,-0.0104156,-7.91881454766
0.0,0.111123,41,50.0,0.0298887,200700,173.93031692504883,4014,0.904563233256,-1.90886,-0.00795751,-7.91466074582
0.0,0.153793,41,50.0,0.0155928,202750,175.68035221099854,4055,0.900825567544,-1.92719,-0.0157423,-7.59677024326
0.0,0.0953569,41,50.0,0.024308,204800,177.41370248794556,4096,0.949424546212,-1.94158,-0.0169127,-7.95145711877
0.0,0.130868,40,50.0,0.0216716,206800,179.15609860420227,4136,0.932207606733,-1.97941,-0.00873723,-8.12183156859
0.0,0.109395,41,50.0,0.0284754,208850,180.87546181678772,4177,0.906079046428,-1.9991,-0.0134816,-7.83213437226
0.0,0.130231,41,50.0,0.0152254,210900,182.61083722114563,4218,0.889300823212,-2.03151,-0.0167936,-7.23595001151
0.0,0.145724,41,50.0,0.0148835,212950,184.33162355422974,4259,0.899058304727,-2.02857,-0.0244354,-7.55734182589
0.0,0.104527,41,50.0,0.0246103,215000,186.06219124794006,4300,0.921107038856,-2.0377,-0.0222719,-7.92124275964
0.0,0.176668,41,50.0,0.027125,217050,187.78167939186096,4341,0.892525665462,-2.0641,-0.00965365,-7.53312811335
0.0,0.120587,41,50.0,0.0276878,219100,189.51846528053284,4382,0.895851746202,-2.04505,-0.0257215,-7.65004633254
0.0,0.0952907,41,50.0,0.0240413,221150,191.27241277694702,4423,0.918639503419,-2.06273,-0.013902,-7.49626050572
0.0,0.119579,41,50.0,0.0217436,223200,193.0325334072113,4464,0.891989327967,-2.09668,-0.0177197,-7.41981959189
0.0,0.0955362,41,50.0,0.018873,225250,194.7342517375946,4505,0.929559879005,-2.11885,-0.0190107,-7.15960651021
0.0,0.119467,41,50.0,0.0383668,227300,196.48419523239136,4546,0.932537086308,-2.14398,-0.0168743,-7.4426009327
0.0,0.0917887,41,50.0,0.0182785,229350,198.21845507621765,4587,0.935286410153,-2.15627,-0.0196513,-7.34718432634
0.0,0.114626,41,50.0,0.018583,231400,199.94437050819397,4628,0.930485546589,-2.19738,-0.0178798,-7.04473542982
0.0,0.080108,41,50.0,0.0313854,233450,201.66406226158142,4669,0.88343463093,-2.21455,-0.0103223,-7.12874324956
0.0,0.0884715,41,50.0,0.0269332,235500,203.43023109436035,4710,0.927528575063,-2.22901,-0.014415,-7.21652407112
0.0,0.112858,41,50.0,0.0181786,237550,205.14029383659363,4751,0.932928830385,-2.2571,-0.0216296,-7.41851307263
0.0,0.0578869,41,50.0,0.0259826,239600,206.8747956752777,4792,0.944458514452,-2.28422,-0.00914323,-6.91718684904
0.0,0.122075,41,50.0,0.0220385,241650,208.60919880867004,4833,0.935804083943,-2.31896,-0.0274223,-7.31139589096
0.0,0.0713894,41,50.0,0.0329196,243700,210.34422326087952,4874,0.942325863987,-2.36303,-0.00848383,-7.31984302217
0.0,0.0577575,41,50.0,0.0214888,245750,212.05914950370789,4915,0.918435588479,-2.37143,-0.0206374,-7.07811463786
0.0,0.0661613,41,50.0,0.0228605,247800,213.8129620552063,4956,0.927149228752,-2.40992,-0.0189472,-6.71384500082
0.0,0.0591656,41,50.0,0.020339,249850,215.56630659103394,4997,0.925472013652,-2.45445,-0.0166307,-6.60720383062
0.0,0.0628129,41,50.0,0.0199306,251900,217.3368957042694,5038,0.951471939683,-2.47843,-0.020261,-6.55524437262
0.0,0.0522757,41,50.0,0.0181289,253950,219.0662224292755,5079,0.940432462841,-2.48321,-0.0303857,-6.41789358822
0.0,0.0613085,41,50.0,0.0341401,256000,220.77389359474182,5120,0.948956023902,-2.50286,-0.0142847,-6.64486681545
0.0,0.0660106,40,50.0,0.0261785,258000,222.50861954689026,5160,0.955199275166,-2.52069,-0.0092459,-6.74128142585
0.0,0.0581542,41,50.0,0.0271037,260050,224.2341125011444,5201,0.93910491094,-2.52242,-0.0188787,-6.68058622744
0.0,0.0679126,41,50.0,0.0183617,262100,225.959969997406,5242,0.927564457059,-2.50947,-0.0215758,-6.82685192027
0.0,0.0780146,41,50.0,0.0209515,264150,227.67868494987488,5283,0.916705973446,-2.52945,-0.0105183,-6.67674888746
0.0,0.0653932,41,50.0,0.0277974,266200,229.41300415992737,5324,0.898317828774,-2.54567,-0.01669,-6.72926734165
0.0,0.0684538,41,50.0,0.0230291,268250,231.1247067451477,5365,0.917153812945,-2.56167,-0.021637,-6.77809024808
0.0,0.083275,41,50.0,0.0195448,270300,232.85916709899902,5406,0.925705291331,-2.57746,-0.0181009,-6.51422779705
0.0,0.109784,41,50.0,0.0241821,272350,234.57793021202087,5447,0.881154313684,-2.54455,-0.0035747,-6.61844027882
0.0,0.0801254,41,50.0,0.0208593,274400,236.3124177455902,5488,0.908016972244,-2.56372,-0.0287531,-6.55763767181
0.0,0.0645651,41,50.0,0.0210582,276450,238.02888989448547,5529,0.949311651289,-2.58533,-0.0261614,-6.68956275916
0.0,0.0707941,41,50.0,0.0266078,278500,239.76568698883057,5570,0.930764786899,-2.59369,-0.0174015,-6.91145267693
0.0,0.0896436,41,50.0,0.0305736,280550,241.49309015274048,5611,0.938032258302,-2.59175,-0.0143868,-6.77874474798
0.0,0.0841717,41,50.0,0.0268685,282600,243.21889638900757,5652,0.937912147492,-2.60296,-0.0198472,-6.82189937834
0.0,0.0937225,41,50.0,0.0219458,284650,244.94627737998962,5693,0.917927116156,-2.6182,-0.0237967,-6.48284409535
0.0,0.0929038,41,50.0,0.0251423,286700,246.68761825561523,5734,0.939740028232,-2.64587,-0.020533,-6.64027675097
0.0,0.0607432,41,50.0,0.0288761,288750,248.4062316417694,5775,0.92641543597,-2.66286,-0.012996,-6.77691585948
0.0,0.0775218,41,50.0,0.0147288,290800,250.14043498039246,5816,0.93081934005,-2.68389,-0.0198641,-6.93997963633
0.0,0.13296,41,50.0,0.0315356,292850,251.84383893013,5857,0.895127885044,-2.68206,-0.00625553,-6.35263844171
0.0,0.0926642,41,50.0,0.0341314,294900,253.59395051002502,5898,0.933951973915,-2.69521,-0.0108466,-6.49150061734
0.0,0.112926,41,50.0,0.0176247,296950,255.31301140785217,5939,0.863564446568,-2.70944,-0.0197443,-6.74417017859
0.0,0.0919137,41,50.0,0.0187262,299000,257.11305928230286,5980,0.927989862859,-2.71651,-0.0137934,-7.16188627764
0.0,0.110233,41,50.0,0.0278881,301050,258.91226029396057,6021,0.884672008455,-2.71461,-0.0203334,-6.96411046474
0.0,0.0773641,41,50.0,0.0250285,303100,260.70338010787964,6062,0.936300776899,-2.71948,-0.0273045,-6.83587915233
0.0,0.112917,41,50.0,0.0257181,305150,262.4302456378937,6103,0.917485453188,-2.7306,-0.0142088,-6.5291286579
0.0,0.0815347,41,50.0,0.0244098,307200,264.1578891277313,6144,0.925378531218,-2.7303,-0.0226477,-6.40701963539
0.0,0.104005,40,50.0,0.0332535,309200,265.875501871109,6184,0.948052782565,-2.74679,-0.0159265,-6.65936780027
0.0,0.11118,41,50.0,0.0365927,311250,267.61325693130493,6225,0.932903006673,-2.75205,-0.0155931,-6.78786773843
0.0,0.136631,41,50.0,0.0281983,313300,269.36735367774963,6266,0.936119578779,-2.77978,-0.0117422,-6.65042300892
0.0,0.130832,41,50.0,0.0250683,315350,271.09348034858704,6307,0.918057635427,-2.81391,-0.0130471,-6.91512089829
0.0,0.0972705,41,50.0,0.0515927,317400,272.81198382377625,6348,0.925928369164,-2.83502,0.0169589,-6.72619862654
0.0,0.082987,41,50.0,0.0387971,319450,274.54410672187805,6389,0.93007683754,-2.84886,-0.00584037,-6.65720864987
0.0,0.101029,41,50.0,0.0330738,321500,276.31252670288086,6430,0.912806339562,-2.89368,-0.01249,-6.34087895551
0.0,0.0792291,41,50.0,0.076118,323550,278.0404336452484,6471,0.946471445262,-2.89912,0.0222698,-6.68465119639
0.0,0.130679,41,50.0,0.0204654,325600,279.7659366130829,6512,0.917002223432,-2.93557,-0.0190124,-7.01564980002
0.0,0.132083,41,50.0,0.0262387,327650,281.50063037872314,6553,0.923478513956,-2.92121,-0.0126663,-6.7744088368
0.0,0.118457,41,50.0,0.028588,329700,283.2192118167877,6594,0.933159381151,-2.92424,-0.0179374,-6.81522523566
0.0,0.113999,41,50.0,0.0256357,331750,284.9460642337799,6635,0.901964753866,-2.93944,-0.0165271,-6.44567291295
0.0,0.0855763,41,50.0,0.03373,333800,286.6880142688751,6676,0.88170812279,-2.93855,-0.010349,-6.09054482523
0.0,0.0766414,41,50.0,0.0246855,335850,288.40664744377136,6717,0.917926073074,-2.95401,-0.0190013,-6.00114347538
0.0,0.0807045,41,50.0,0.04038,337900,290.1415777206421,6758,0.932401522994,-2.94631,-0.0158763,-6.17370826364
0.0,0.0604489,41,50.0,0.035875,339950,291.8686270713806,6799,0.938419990242,-2.9545,-0.00864983,-6.57805467241
0.0,0.0609086,41,50.0,0.0267701,342000,293.60965514183044,6840,0.943699721247,-3.00291,-0.0217328,-6.58946609657
0.0,0.0918348,41,50.0,0.0290189,344050,295.328106880188,6881,0.926216378808,-2.99072,-0.0219648,-6.24567352112
0.0,0.0772947,41,50.0,0.0288941,346100,297.05498218536377,6922,0.940048724413,-3.01353,-0.0145232,-6.2058613064
0.0,0.0478189,41,50.0,0.0304408,348150,298.7810320854187,6963,0.943306107074,-3.04142,-0.0128615,-6.19482199082
0.0,0.0500002,41,50.0,0.028692,350200,300.515412569046,7004,0.950006041676,-3.04094,-0.0160406,-6.56898448573
0.0,0.0639863,41,50.0,0.0274704,352250,302.21857810020447,7045,0.935315132141,-3.03756,-0.0164525,-6.35189270939
0.0,0.0759835,41,50.0,0.0293153,354300,303.9444887638092,7086,0.923688329756,-3.05593,-0.0180938,-6.08284603471
0.0,0.0689212,41,50.0,0.0300462,356350,305.66452646255493,7127,0.929544389248,-3.09228,-0.0137476,-6.08847651521
0.0,0.0633273,41,50.0,0.0242135,358400,307.414115190506,7168,0.94288495928,-3.11619,-0.0154707,-6.17785849896
0.0,0.067719,40,50.0,0.0377181,360400,309.1301336288452,7208,0.940829344094,-3.12262,-0.00889856,-6.1796414765
0.0,0.0588879,41,50.0,0.0328779,362450,310.8514382839203,7249,0.932702615857,-3.10426,-0.0234935,-6.15881337606
0.0,0.0341335,41,50.0,0.0368711,364500,312.5787651538849,7290,0.964429337531,-3.13654,-0.0167984,-6.03073926036
0.0,0.0569788,41,50.0,0.0308123,366550,314.30011773109436,7331,0.953917834908,-3.16903,-0.0206717,-6.03018718084
0.0,0.0384051,41,50.0,0.0393699,368600,316.0491166114807,7372,0.951102849096,-3.18149,-0.0138491,-5.89608085247
0.0,0.0496348,41,50.0,0.0356699,370650,317.77373695373535,7413,0.96399352327,-3.1977,-0.0103131,-5.96663408895
0.0,0.0365916,41,50.0,0.0271025,372700,319.4923098087311,7454,0.949527874589,-3.19432,-0.0196544,-6.30619315956
0.0,0.0378826,41,50.0,0.0353972,374750,321.21861267089844,7495,0.934863545001,-3.1928,-0.0212485,-6.10430362297
0.0,0.0416122,41,50.0,0.0246847,376800,322.9699809551239,7536,0.959403540939,-3.18915,-0.0188574,-6.18986191514
0.0,0.0479348,41,50.0,0.032699,378850,324.7032754421234,7577,0.943358421326,-3.21123,-0.016996,-6.29975958533
0.0,0.0431139,41,50.0,0.023995,380900,326.41522312164307,7618,0.937198266387,-3.21222,-0.0147266,-6.03400303104
0.0,0.035723,41,50.0,0.0228745,382950,328.1561110019684,7659,0.95580201596,-3.22479,-0.0154756,-5.81988664339
0.0,0.0776742,41,50.0,0.0309096,385000,329.8673379421234,7700,0.929142363369,-3.20575,-0.00823143,-5.64661378151
0.0,0.0440625,41,50.0,0.026549,387050,331.58664178848267,7741,0.95045279339,-3.18932,-0.0201743,-5.63797018061
0.0,0.0564749,41,50.0,0.040566,389100,333.33409881591797,7782,0.946096241474,-3.18007,-0.00841507,-5.82642463263
0.0,0.0392063,41,50.0,0.0417795,391150,335.06282567977905,7823,0.954024977982,-3.18415,-0.0183366,-6.01141040051
0.0,0.0363949,41,50.0,0.0278526,393200,336.7813673019409,7864,0.953758697957,-3.20724,-0.0242738,-6.35107903163
0.0,0.0230518,41,50.0,0.0331025,395250,338.53136372566223,7905,0.957265604287,-3.2291,-0.0239118,-6.38578758378
0.0,0.0298493,41,50.0,0.0654323,397300,340.2656240463257,7946,0.948457293212,-3.23818,-0.000160659,-5.98495987859
0.0,0.0334885,41,50.0,0.208733,399350,341.99249958992004,7987,0.916668199003,-3.2408,0.0137986,-5.86325029238
0.0,0.0717164,41,50.0,0.0456114,401400,343.72732520103455,8028,0.855587244034,-3.24353,-0.0166514,-6.14292896917
0.0,0.0373393,41,50.0,0.0294988,403450,345.4692051410675,8069,0.93595264107,-3.2489,-0.0218889,-6.30819280103
0.0,0.0533817,41,50.0,0.0735952,405500,347.20280408859253,8110,0.93051867187,-3.2607,-0.0276626,-6.15880826522
0.0,0.0622688,41,50.0,0.0312136,407550,348.9286777973175,8151,0.948827568442,-3.24591,-0.0228299,-6.7616176647
0.0,0.0443281,41,50.0,0.0293748,409600,350.64862036705017,8192,0.948038402945,-3.24996,-0.0269896,-6.51790647851
0.0,0.0307734,40,50.0,0.0354707,411600,352.3665316104889,8232,0.952462047338,-3.27418,-0.019492,-6.22298115136
0.0,0.0521343,41,50.0,0.0594567,413650,354.10951232910156,8273,0.928001388907,-3.31177,0.0304702,-6.26502649029
0.0,0.0438672,41,50.0,0.037192,415700,355.828405380249,8314,0.950445640832,-3.34216,-0.0159642,-6.41363369681
0.0,0.0783726,41,50.0,0.0295689,417750,357.59414625167847,8355,0.951865401119,-3.34064,-0.0229846,-6.52391420979
0.0,0.0401541,41,50.0,0.0442369,419800,359.328711271286,8396,0.946937460452,-3.33741,-0.0183505,-6.14390279581
0.0,0.0369816,41,50.0,0.0342147,421850,361.0556185245514,8437,0.964526213706,-3.33318,-0.0167508,-6.03623515887
0.0,0.0303717,41,50.0,0.0396569,423900,362.79749298095703,8478,0.967591375113,-3.31344,-0.00525604,-5.92617563749
0.0,0.0359816,41,50.0,0.0319519,425950,364.5310468673706,8519,0.948684714735,-3.3272,-0.0142648,-5.8119008159
0.0,0.0347969,41,50.0,0.0484908,428000,366.2496111392975,8560,0.961969323456,-3.33031,-0.0091134,-5.96441730709
0.0,0.0332844,41,50.0,0.0460343,430050,367.97552013397217,8601,0.942769620568,-3.32495,-0.00901595,-5.8827091387
0.0,0.036759,41,50.0,0.0359791,432100,369.69597363471985,8642,0.959502335638,-3.35748,-0.0128219,-6.15831729654
0.0,0.0384764,41,50.0,0.0397874,434150,371.4302430152893,8683,0.953736834228,-3.35723,-0.014905,-5.91831018868
0.0,0.0369142,41,50.0,0.0441753,436200,373.1562702655792,8724,0.92804928869,-3.37647,-0.00485828,-5.82093307413
0.0,0.0435833,41,50.0,0.058735,438250,374.89111161231995,8765,0.912726551294,-3.38227,-0.00608674,-5.84877474341
0.0,0.0366028,41,50.0,0.033476,440300,376.7503342628479,8806,0.958988536149,-3.37462,-0.0227924,-6.36899231952
0.0,0.0389351,41,50.0,0.0376458,442350,378.50055599212646,8847,0.962597247213,-3.35837,-0.0214819,-6.34678539055
0.0,0.0229796,41,50.0,0.0527807,444400,380.21912598609924,8888,0.962664332241,-3.37137,-0.0128261,-6.07399455057
0.0,0.0312875,41,50.0,0.0271713,446450,381.95370388031006,8929,0.979108572006,-3.36957,-0.0175478,-6.12916559269
0.0,0.0530112,41,50.0,0.0511094,448500,383.68726539611816,8970,0.951232928783,-3.38747,0.00202066,-6.30557485534
