TimestepsSoFar,loss_kl,loss_pol_entpen,loss_vf_loss,EpLenMean,loss_pol_surr,EpisodesSoFar,ev_tdlam_before,EpRewMean,TimeElapsed,EpThisIter,loss_ent
205926,0.011835,0.0,3544.08,490.6,-0.0127214,4352,0.235974431038,4561.4788215,182.4474470615387,2,-0.365063
208827,0.0110966,0.0,5109.71,513.92,-0.0129652,4356,0.43542778492,4778.57742004,184.24377751350403,4,-0.355477
210794,0.0131699,0.0,4182.57,529.43,-0.0102508,4358,0.329787194729,4922.9623296,186.0311460494995,2,-0.363948
212907,0.0102904,0.0,5314.94,538.74,-0.00794929,4361,0.308304190636,5009.72730209,187.82888555526733,3,-0.386228
214907,0.0131372,0.0,4803.33,538.74,-0.0123198,4363,-0.0240428447723,5009.78097161,189.6192488670349,2,-0.387339
216306,0.0395027,0.0,4376.02,540.5,-0.00213723,4365,0.215734004974,5026.21929871,191.41523504257202,2,-0.37375
219071,0.0180977,0.0,5322.0,546.92,-0.00571399,4369,0.475089728832,5086.01912952,193.2067666053772,4,-0.376951
220664,0.0113687,0.0,6849.4,533.92,-0.0117217,4375,0.557873934507,4965.11618663,195.0050072669983,6,-0.374967
222525,0.0208919,0.0,3908.48,533.5,-0.00644845,4378,0.494226753712,4961.24547335,196.7973906993866,3,-0.362236
224555,0.0152269,0.0,6205.32,540.82,-0.0103511,4381,0.184120774269,5029.50453187,198.5973961353302,3,-0.36614
226515,0.032537,0.0,4262.45,546.98,-0.0120019,4383,0.297522902489,5086.89525194,200.3788242340088,2,-0.378586
228529,0.0275396,0.0,4658.46,562.58,-0.00674402,4386,0.3436434865,5232.08427395,202.17665004730225,3,-0.388646
231145,0.0168694,0.0,6321.31,583.62,-0.00766707,4389,0.0892233252525,5427.9411695,203.97664713859558,3,-0.388681
233457,0.0119113,0.0,3664.7,591.76,-0.0159021,4393,0.67362588644,5503.81047732,205.78186535835266,4,-0.384724
235397,0.0201902,0.0,3600.69,599.69,-0.0123377,4395,0.45725107193,5577.69125458,207.56631326675415,2,-0.37937
237191,0.0170659,0.0,3741.84,613.26,-0.015186,4397,0.475060284138,5704.01882015,209.3772144317627,2,-0.379343
239454,0.0225432,0.0,5026.63,630.05,-0.00585371,4400,0.499214529991,5860.32719212,211.15808606147766,3,-0.385865
241510,0.0250899,0.0,5916.26,642.2,-0.0133935,4403,0.380678296089,5973.48284196,212.96086025238037,3,-0.404393
243078,0.021371,0.0,2809.13,631.88,-0.00507759,4407,0.646622031927,5877.61651948,214.7504870891571,4,-0.385162
245078,0.0180099,0.0,4944.39,638.31,-0.00729552,4409,-0.0062643289566,5937.65850246,216.55048608779907,2,-0.368301
247162,0.0139903,0.0,5462.63,645.32,-0.00773983,4412,0.284774541855,6003.02626883,218.33317947387695,3,-0.3892
249673,0.0118105,0.0,6408.94,661.92,-0.0150968,4416,0.412204623222,6157.56103754,220.13225555419922,4,-0.396899
250999,0.0109633,0.0,2834.03,668.92,-0.0123144,4418,0.636304944754,6222.72740481,221.91366052627563,2,-0.385437
253692,0.0229097,0.0,6709.06,673.0,-0.00710537,4421,0.169192552567,6260.88365148,223.71925115585327,3,-0.392355
255442,0.00913733,0.0,6259.54,659.27,-0.0106876,4426,0.639629095793,6133.26716237,225.50186610221863,5,-0.399016
257883,0.0102706,0.0,5481.98,664.99,-0.0124148,4430,0.645769774914,6186.7217266,227.319659948349,4,-0.411876
259883,0.0252081,0.0,5183.63,671.55,-0.0021781,4432,-0.150924563408,6247.92757862,229.086740732193,2,-0.420739
261706,0.0314564,0.0,3014.45,666.85,-0.0109027,4435,0.616510301828,6204.33395127,230.91088700294495,3,-0.41619
264059,0.0215473,0.0,4776.07,672.37,-0.0116391,4439,0.499215304852,6255.73220355,232.69126677513123,4,-0.397649
265872,0.0298481,0.0,3536.81,682.4,-0.00908461,4441,0.565231204033,6349.13491069,234.48276114463806,2,-0.396316
267506,0.0097412,0.0,4425.94,676.97,-0.0124724,4444,0.654626786709,6298.61674308,236.28190970420837,3,-0.400191
270127,0.0140489,0.0,7210.5,681.44,-0.0144797,4447,0.233024835587,6340.32719851,238.0951042175293,3,-0.414065
271903,0.0366769,0.0,4042.26,673.29,-0.0035292,4450,0.534864366055,6264.49187772,239.87578892707825,3,-0.419773
273716,0.0161997,0.0,2801.16,677.9,-0.0128993,4452,0.493274867535,6307.41898584,241.68196964263916,2,-0.427386
276431,0.0133247,0.0,7639.5,676.04,-0.0136448,4456,0.504853874445,6290.07535976,243.49337935447693,4,-0.41071
278013,0.0191993,0.0,6574.21,662.19,-0.00579703,4459,0.3684450984,6161.14278342,245.29129195213318,3,-0.418724
279651,0.021965,0.0,4268.63,667.44,-0.00732577,4461,0.481917858124,6209.97774211,247.08734440803528,2,-0.436341
281651,0.0215981,0.0,5734.94,667.44,-0.00857985,4463,-0.229825735092,6209.8787185,248.8937122821808,2,-0.441275
284579,0.0288591,0.0,8902.43,655.08,-0.0121804,4469,0.493868529797,6094.72778828,250.69794750213623,6,-0.434079
286579,0.0205146,0.0,5449.27,671.36,-0.00910442,4471,-0.0462638139725,6246.31151141,252.49507474899292,2,-0.416665
288386,0.0117514,0.0,2781.69,687.22,-0.0129774,4474,0.746268421412,6393.93683126,254.27560353279114,3,-0.434211
290001,0.0704036,0.0,5189.78,688.0,0.00725995,4476,0.119335830212,6401.2685386,256.0729441642761,2,-0.445152
292563,0.0189518,0.0,5692.27,690.08,-0.00382096,4480,0.603798061609,6420.63708501,257.87857246398926,4,-0.441645
294489,0.0112469,0.0,6747.98,649.6,-0.0109125,4487,0.72678861022,6043.85385722,259.6999831199646,7,-0.459036
296774,0.0227312,0.0,5834.07,649.62,-0.00238749,4490,0.442465603352,6043.969402,261.4807291030884,3,-0.473831
298988,0.0132352,0.0,10146.6,572.06,-0.0148271,4504,0.763958841562,5322.03917652,263.2931888103485,14,-0.469552
300959,0.0161803,0.0,10625.9,537.97,-0.0145431,4512,0.696958571672,5004.47457571,265.0831935405731,8,-0.493071
302142,0.0170819,0.0,3849.18,529.8,-0.00269166,4514,0.545865535736,4928.46978516,266.89053440093994,2,-0.490071
304343,0.0134062,0.0,6676.71,540.51,-0.0108285,4517,0.355841577053,5028.1853807,268.67210245132446,3,-0.474668
306631,0.022005,0.0,6434.81,529.39,-0.0136554,4521,0.509601294994,4924.6955515,270.4805123806,4,-0.474873
308631,0.0185102,0.0,5460.05,532.93,-0.0122141,4523,-0.0958526134491,4957.74935338,272.2613413333893,2,-0.479074
310631,0.0155922,0.0,3574.04,552.2,-0.00487827,4525,0.214975595474,5137.15635206,274.057471036911,2,-0.474505
312538,0.0133247,0.0,6498.37,558.68,-0.00650883,4528,0.43277823925,5197.33415656,275.84765243530273,3,-0.470877
314538,0.019302,0.0,5719.31,566.55,-0.00516823,4530,-0.215175747871,5270.61257096,277.65933871269226,2,-0.489832
317425,0.0132141,0.0,10102.9,548.98,-0.00793356,4536,0.469730913639,5106.94789003,279.439870595932,6,-0.491774
319343,0.00926843,0.0,4031.19,553.34,-0.0118314,4538,0.510289877653,5147.56604938,281.25270199775696,2,-0.510215
321490,0.0131367,0.0,6154.45,556.18,-0.00819325,4541,0.394901037216,5174.01233326,283.0341999530792,3,-0.502295
323086,0.0115316,0.0,4240.18,562.11,-0.0114601,4543,0.499489068985,5229.28775546,284.82842922210693,2,-0.493888
325053,0.0342386,0.0,3387.48,565.47,-0.000294155,4545,0.596575140953,5260.608024,286.63553619384766,2,-0.485505
327637,0.0375363,0.0,4250.19,569.91,-0.00988053,4548,0.591368585825,5301.96094309,288.4314432144165,3,-0.480314
329637,0.0183837,0.0,5657.16,577.34,-0.00805662,4550,-0.0478566884995,5371.29152459,290.2285666465759,2,-0.494135
331108,0.0302121,0.0,3659.59,573.92,-0.0069972,4552,0.480492472649,5339.56177736,292.0247142314911,2,-0.511062
333418,0.0244089,0.0,8028.75,572.58,-0.00463036,4555,0.146446526051,5327.2959761,293.81526613235474,3,-0.533484
335418,0.0094356,0.0,5673.43,579.87,-0.00934155,4557,-0.0586266517639,5395.29281518,295.61146807670593,2,-0.528407
337418,0.0128019,0.0,5705.13,594.05,-0.00543869,4559,-0.0183365345001,5527.46982896,297.3942012786865,2,-0.511867
339418,0.0223529,0.0,5721.87,597.67,-0.00152928,4561,-0.00482082366943,5561.34708162,299.19508838653564,2,-0.5064
341418,0.0235582,0.0,5754.11,597.67,-0.00888424,4563,-0.004359126091,5561.62239935,300.97842597961426,2,-0.487202
343418,0.0237685,0.0,5767.28,600.74,-0.00920192,4565,-0.000671863555908,5590.45674185,302.7845718860626,2,-0.481209
345418,0.0176534,0.0,5764.86,610.09,-0.00434082,4567,-0.00428831577301,5677.68174447,304.58036375045776,2,-0.491044
347994,0.0216107,0.0,7005.23,624.15,-0.00868091,4570,0.295915901661,5808.70955744,306.3785789012909,3,-0.512641
349994,0.0146132,0.0,5784.17,631.12,-0.00914286,4572,-0.00356245040894,5873.83052794,308.1631336212158,2,-0.508179
352131,0.0211178,0.0,6399.43,631.3,-0.0102906,4575,0.421032190323,5875.71291897,309.977756023407,3,-0.496814
354131,0.0185465,0.0,5785.84,631.3,-0.00761312,4577,-0.00249171257019,5875.84194776,311.7677400112152,2,-0.470647
356131,0.0185437,0.0,5805.28,644.71,-0.00373889,4579,-0.00340282917023,6000.85175712,313.5659682750702,2,-0.469736
358131,0.0227855,0.0,5226.07,649.81,-0.00713422,4581,-0.0237648487091,6048.5881569,315.3464152812958,2,-0.458209
360425,0.0186316,0.0,3219.08,666.62,-0.00936332,4584,0.647203296423,6205.36135573,317.1590497493744,3,-0.464774
361808,0.0141388,0.0,4156.23,677.22,-0.013212,4586,0.31266772747,6304.19401616,318.9612672328949,2,-0.468208
363808,0.00743017,0.0,5945.37,688.2,-0.00791865,4588,-0.129319190979,6406.67048767,320.7676377296448,2,-0.475887
365808,0.0141869,0.0,5849.16,690.34,-0.00724854,4590,-0.0202732086182,6426.92223143,322.58108258247375,2,-0.478796
367808,0.0191517,0.0,5863.88,702.07,-0.00346513,4592,-0.00717794895172,6536.4222251,324.3774197101593,2,-0.488589
369808,0.0379505,0.0,5892.37,720.03,-0.00991756,4594,-0.0311070680618,6703.8612568,326.18843126296997,2,-0.478662
371808,0.021413,0.0,5875.91,737.23,-0.00974797,4596,-0.00100672245026,6864.19698382,327.9569158554077,2,-0.481267
374167,0.00626663,0.0,6237.92,756.69,-0.00943465,4599,0.390230238438,7045.56543837,329.729651927948,3,-0.479019
376167,0.0317735,0.0,5860.99,773.88,-0.0128604,4601,-0.0102032423019,7205.84148069,331.5414855480194,2,-0.496796
378484,0.0271474,0.0,8140.59,794.96,-0.00827231,4604,0.19818842411,7402.36846002,333.3232469558716,3,-0.500012
380484,0.0168018,0.0,5850.23,807.38,-0.00956277,4606,-0.00410223007202,7518.31467625,335.13626861572266,2,-0.479812
382271,0.0210925,0.0,4015.03,814.9,-0.0125721,4610,0.630156636238,7588.64918759,336.9164717197418,4,-0.49244
384454,0.0322931,0.0,7586.53,813.12,-0.00446297,4615,0.683772057295,7572.31013587,338.73746252059937,5,-0.499155
386454,0.0148773,0.0,5783.86,821.11,-0.0104459,4617,-0.0283906459808,7646.9836264,340.518394947052,2,-0.490659
388454,0.0226713,0.0,5848.06,829.21,-0.00503052,4619,-0.0545227527618,7722.67346903,342.3163151741028,2,-0.493578
390461,0.0236334,0.0,5180.0,828.3,-0.00916556,4622,0.597777068615,7714.47684104,344.09652757644653,3,-0.491174
392461,0.0237121,0.0,5845.29,828.3,-0.0103673,4624,-0.00225603580475,7714.78386479,345.91293382644653,2,-0.489634
395059,0.00939157,0.0,6033.77,825.21,-0.0131106,4628,0.655639469624,7686.51685211,347.7038826942444,4,-0.474502
397159,0.0212532,0.0,4179.88,816.21,-0.00902782,4631,0.800639390945,7603.08834999,349.50767397880554,3,-0.485445
399279,0.0204849,0.0,4387.83,831.06,-0.010256,4634,0.818285539746,7741.64972271,351.27773785591125,3,-0.502149
401279,0.0341762,0.0,5877.58,838.54,-0.00772356,4636,-0.0343216657639,7811.57003159,353.0937969684601,2,-0.474144
403279,0.0227078,0.0,5865.6,839.36,-0.00828053,4638,0.000175416469574,7819.54976153,354.8605811595917,2,-0.46508
405279,0.0190836,0.0,5878.81,839.36,-0.0120015,4640,-0.012482047081,7819.8439107,356.6678981781006,2,-0.45258
407514,0.0261846,0.0,6341.67,844.28,-0.00777466,4643,0.330577433109,7865.89235408,358.45363903045654,3,-0.457163
409514,0.0130828,0.0,5873.67,844.61,-0.0113487,4645,-0.0452616214752,7869.2849722,360.26608300209045,2,-0.45659
411514,0.0110626,0.0,5909.05,846.58,-0.00812267,4647,-0.0592398643494,7887.87091012,362.03370094299316,2,-0.440743
413514,0.0204181,0.0,5885.77,848.77,-0.0100532,4649,-0.0300799608231,7908.47951919,363.86005115509033,2,-0.415475
415514,0.0155315,0.0,5877.2,854.06,-0.00666463,4651,-0.00555729866028,7957.92595572,365.63588976860046,2,-0.438042
417514,0.0228263,0.0,5894.84,854.06,-0.00764409,4653,-0.0187742710114,7958.08951796,367.4486508369446,2,-0.465924
419514,0.0166124,0.0,5893.69,860.96,-0.0098186,4655,-0.00377798080444,8022.48065234,369.2443025112152,2,-0.457446
421514,0.0179789,0.0,5900.28,860.96,-0.010626,4657,-0.0168256759644,8022.60328016,371.0558693408966,2,-0.437237
423745,0.0128603,0.0,6041.04,853.27,-0.0142896,4660,0.412440180779,7951.06472528,372.8456048965454,3,-0.437334
425745,0.0227387,0.0,6042.73,853.27,-0.0129293,4662,-0.164652228355,7951.16173865,374.64248490333557,2,-0.436709
427745,0.0129874,0.0,5884.79,853.27,-0.0102926,4664,-0.0418306589127,7951.25217796,376.456520318985,2,-0.461404
429745,0.0106335,0.0,5866.9,853.27,-0.00943064,4666,-0.0199419260025,7951.3311458,378.2724323272705,2,-0.4524
431495,0.02207,0.0,3689.69,850.77,-0.00770494,4668,0.372811317444,7928.16638312,380.06242418289185,2,-0.443083
433495,0.0112889,0.0,5926.53,855.01,-0.00739176,4670,-0.00650584697723,7967.79960468,381.86948823928833,2,-0.44049
436098,0.00918255,0.0,6825.85,849.67,-0.0104352,4674,0.482139468193,7918.15923394,383.6437635421753,4,-0.421793
437290,0.00939894,0.0,2037.32,831.59,-0.0101438,4677,0.81128641963,7749.73741363,385.4557650089264,3,-0.427303
439484,0.0284102,0.0,6318.78,823.53,-0.0041317,4680,0.45652782917,7674.67288544,387.24442052841187,3,-0.417407
441853,0.0228846,0.0,7830.48,819.03,-0.0113049,4683,0.19619089365,7632.73542238,389.0413165092468,3,-0.424039
443853,0.0216491,0.0,5897.4,830.45,-0.00850133,4685,-0.0193282365799,7739.15147489,390.8299312591553,2,-0.407958
446038,0.0235779,0.0,6528.21,812.3,-0.00607014,4689,0.653690308332,7569.86026806,392.64307618141174,4,-0.415201
448038,0.0243163,0.0,5858.67,812.3,-0.00167022,4691,-0.0326097011566,7569.77621487,394.42512226104736,2,-0.42288
450038,0.0157377,0.0,5896.63,812.3,-0.00900708,4693,-0.00710320472717,7569.72730342,396.23753476142883,2,-0.418496
452106,0.0150713,0.0,6227.9,802.98,-0.0148908,4696,0.476201236248,7482.90465318,398.01971435546875,3,-0.424928
454154,0.0145844,0.0,3986.97,789.87,-0.0126583,4700,0.789727821946,7360.7093806,399.82371163368225,4,-0.458395
456691,0.0137662,0.0,7648.79,782.07,-0.0125754,4704,0.559239685535,7287.99253214,401.6283357143402,4,-0.469063
