EpRewMean,TimeElapsed,loss_pol_entpen,ev_tdlam_before,loss_pol_surr,TimestepsSoFar,EpisodesSoFar,EpLenMean,loss_ent,loss_kl,EpThisIter,loss_vf_loss
969.38,373.41530585289,0.0,0.0752204060555,-0.00561569,475098,1238,969.38,0.995808,0.0101633,3,90.0154
969.38,375.0011234283447,0.0,0.0335258841515,-0.00487232,477098,1240,969.38,1.01465,0.00658811,2,67.8483
969.38,376.60863184928894,0.0,0.0100494623184,-0.00657316,479098,1242,969.38,1.01678,0.0101622,2,70.5523
969.38,378.2023768424988,0.0,0.00932061672211,-0.00325356,481098,1244,969.38,1.00625,0.00414014,2,70.9562
974.42,379.8117480278015,0.0,-0.0478368997574,-0.00374344,483098,1246,974.42,1.02051,0.00637204,2,70.2998
974.42,381.43674325942993,0.0,0.00278532505035,-0.00716651,485098,1248,974.42,1.04454,0.00834255,2,70.1491
974.42,383.04611253738403,0.0,-1.9907951355e-05,-0.00680558,487098,1250,974.42,1.01884,0.00716479,2,69.975
974.42,384.6554834842682,0.0,0.00395941734314,-0.00382578,489098,1252,974.42,1.02555,0.00748754,2,69.1556
974.42,386.26485300064087,0.0,0.0194025039673,-0.00931132,491098,1254,974.42,1.04041,0.0109833,2,64.5027
974.42,387.874223947525,0.0,0.00948739051819,-0.00440389,493098,1256,974.42,1.04748,0.00515729,2,70.4111
974.42,389.47633481025696,0.0,-0.00825440883636,-0.00493618,495098,1258,974.42,1.03157,0.00562933,2,70.2192
974.42,391.08480858802795,0.0,-0.00969421863556,-0.00899412,497098,1260,974.42,1.02778,0.00628478,2,70.3489
974.42,392.6871247291565,0.0,-0.0200196504593,-0.00654806,499098,1262,974.42,1.02403,0.00642308,2,69.1138
978.38,394.296756029129,0.0,-0.00425660610199,-0.00693434,501098,1264,978.38,1.01846,0.00604939,2,69.6437
978.38,395.89860439300537,0.0,0.00184482336044,-0.00485569,503098,1266,978.38,1.0262,0.00335192,2,69.2351
978.38,397.52375078201294,0.0,0.00792580842972,-0.00443471,505098,1268,978.38,1.03302,0.004751,2,66.0184
991.6,399.11259937286377,0.0,0.0314740538597,-0.00524988,507098,1270,991.6,1.03309,0.00893255,2,68.7727
998.56,400.71454095840454,0.0,0.0373451709747,-0.00792725,509098,1272,998.56,1.02528,0.00765218,2,64.2771
999.49,402.31698632240295,0.0,-0.00257158279419,-0.0039327,511098,1274,999.49,1.04479,0.00720063,2,69.2195
999.49,403.92220425605774,0.0,0.00757575035095,-0.00724884,513098,1276,999.49,1.03924,0.00430525,2,69.1706
999.49,405.53124022483826,0.0,-0.0290658473969,-0.00560479,515098,1278,999.49,1.04071,0.0098658,2,70.4199
999.49,407.12476563453674,0.0,0.0310180187225,-0.00498803,518098,1281,999.49,1.04359,0.00462613,3,77.9898
999.49,408.74226212501526,0.0,-0.0211108922958,-0.00611223,520098,1283,999.49,1.03959,0.00628209,2,69.7034
999.49,410.33484745025635,0.0,0.154736042023,-0.00577774,522098,1285,999.49,1.0511,0.0115489,2,63.2695
999.49,411.9546637535095,0.0,0.00439405441284,-0.0054193,524098,1287,999.49,1.05704,0.00644863,2,69.2812
999.49,413.5467827320099,0.0,0.00192552804947,-0.0052041,526098,1289,999.49,1.04256,0.00477692,2,63.716
995.31,415.1696710586548,0.0,0.127951204777,-0.0103062,527680,1291,995.31,1.03243,0.00642282,2,56.7729
995.31,416.7723186016083,0.0,-0.0107945203781,-0.00564165,529680,1293,995.31,1.03001,0.0089012,2,65.4552
995.31,418.38170194625854,0.0,-0.00779151916504,-0.00580761,531680,1295,995.31,1.04394,0.00826745,2,70.8606
995.82,419.9858272075653,0.0,-0.0237039327621,-0.00552648,533680,1297,995.82,1.03644,0.0064034,2,71.9597
995.82,421.5932252407074,0.0,-0.00841879844666,-0.00622736,535680,1299,995.82,1.04142,0.00792517,2,71.4916
995.82,423.20301604270935,0.0,-0.00441157817841,-0.00599356,537680,1301,995.82,1.04186,0.00944917,2,70.7893
995.8,424.79790806770325,0.0,-0.00911712646484,-0.0111825,539678,1303,995.8,1.03416,0.0102877,2,68.1717
995.8,426.4220588207245,0.0,-0.000347852706909,-0.00690826,542678,1306,995.8,1.02682,0.0075452,3,87.6797
995.8,428.04715037345886,0.0,-0.0122941732407,-0.00526813,544678,1308,995.8,1.02578,0.00719155,2,68.9654
994.71,429.6480438709259,0.0,0.0536898970604,-0.0109872,546569,1310,994.71,1.03497,0.00477875,2,33.5612
994.71,431.2586488723755,0.0,-0.0490012168884,-0.0076609,548569,1312,994.71,1.03422,0.00718805,2,69.9666
994.71,432.8767547607422,0.0,-0.00362288951874,-0.00614642,550569,1314,994.71,1.03898,0.00553038,2,69.5717
994.71,434.45719027519226,0.0,0.0346531271935,-0.00901826,552569,1316,994.71,1.0294,0.00413563,2,53.044
994.71,436.0814824104309,0.0,-0.0246897935867,-0.00601254,554569,1318,994.71,1.02912,0.00547784,2,71.286
988.65,437.68234419822693,0.0,0.0327808260918,-0.0110762,556963,1321,988.65,1.02356,0.00645405,3,83.109
988.65,439.2920124530792,0.0,-0.0246434211731,-0.00434899,558963,1323,988.65,1.03516,0.00546289,2,69.2227
988.65,440.92472767829895,0.0,-0.0031760931015,-0.00805039,560963,1325,988.65,1.03371,0.00907186,2,68.5276
988.65,442.53032660484314,0.0,-0.00366640090942,-0.00593215,562963,1327,988.65,1.04373,0.00884344,2,68.6223
988.65,444.1396961212158,0.0,-0.00360870361328,-0.00622783,564963,1329,988.65,1.03287,0.00731326,2,68.6098
988.65,445.7334406375885,0.0,0.00168138742447,-0.00771305,566963,1331,988.65,1.02914,0.00861503,2,68.0028
988.65,447.35843777656555,0.0,-0.00124251842499,-0.00652744,568963,1333,988.65,1.04998,0.0107888,2,68.1102
988.65,448.9521815776825,0.0,-0.00321662425995,-0.00758237,570963,1335,988.65,1.03813,0.00606786,2,68.3107
983.87,450.5615530014038,0.0,0.0235469937325,-0.00816292,572485,1337,983.87,1.01789,0.00468942,2,60.001
983.87,452.15529680252075,0.0,-0.0251359939575,-0.00854569,575485,1340,983.87,1.00925,0.0100186,3,100.748
983.87,453.8005836009979,0.0,-0.019014954567,-0.00557213,577485,1342,983.87,1.00283,0.00561564,2,67.0338
983.87,455.39446568489075,0.0,-0.0064377784729,-0.00688438,579485,1344,983.87,1.01777,0.00583253,2,67.8732
983.87,457.0156798362732,0.0,-0.00899732112885,-0.00295968,581485,1346,983.87,1.02146,0.00714777,2,67.8901
979.76,458.61654829978943,0.0,0.191922187805,-0.0131334,583074,1348,979.76,1.01128,0.00887979,2,34.283
979.76,460.22576689720154,0.0,-0.00637340545654,-0.00714804,585074,1350,979.76,1.0267,0.00637373,2,69.1678
979.76,461.82796263694763,0.0,-0.00483596324921,-0.00482571,587074,1352,979.76,1.04509,0.00887807,2,69.1813
979.76,463.4381823539734,0.0,-0.0197750329971,-0.00779865,589074,1354,979.76,1.04249,0.00416198,2,67.3776
979.76,465.04703426361084,0.0,-0.0579892396927,-0.0108235,591074,1356,979.76,1.03389,0.0105149,2,70.4875
978.03,466.6478898525238,0.0,0.0892806053162,-0.00840764,593901,1359,978.03,1.03417,0.00861943,3,83.4018
978.03,468.27366304397583,0.0,0.197960674763,-0.0112017,595901,1361,978.03,1.0174,0.0101308,2,37.0544
978.03,469.8591570854187,0.0,0.0191372036934,-0.00662482,597901,1363,978.03,1.01784,0.0093874,2,66.7941
978.03,471.4840326309204,0.0,0.0195378661156,-0.00980895,599901,1365,978.03,1.01565,0.00480246,2,62.3418
978.03,473.0937530994415,0.0,-0.0190377235413,-0.00566416,601901,1367,978.03,1.01524,0.00665097,2,69.6107
978.03,474.69561076164246,0.0,0.00449955463409,-0.00311864,603901,1369,978.03,1.01213,0.00664264,2,69.1331
978.03,476.28926968574524,0.0,0.0118343234062,-0.00941396,605901,1371,978.03,0.992664,0.0110783,2,68.0383
978.03,477.9059839248657,0.0,0.0427535176277,-0.00878401,607901,1373,978.03,0.988073,0.00906866,2,65.9085
978.03,479.5161347389221,0.0,-0.0373150110245,-0.00438195,609901,1375,978.03,0.97752,0.00569463,2,67.7689
978.03,481.1092519760132,0.0,0.0210050940514,-0.00534249,611901,1377,978.03,0.992568,0.00869348,2,61.4309
978.03,482.722368478775,0.0,-0.0100482702255,-0.0066974,613901,1379,978.03,1.00552,0.00978177,2,69.4825
978.03,484.3183705806732,0.0,-0.00269758701324,-0.00693118,615901,1381,978.03,1.02267,0.00677952,2,69.237
978.03,485.9321939945221,0.0,-0.00333988666534,-0.00776169,617901,1383,978.03,1.04182,0.00623643,2,66.0938
978.03,487.5262372493744,0.0,-0.0096949338913,-0.00672855,619901,1385,978.03,1.02424,0.0131921,2,69.0026
958.77,489.15142941474915,0.0,0.0229349136353,-0.0142149,622557,1390,958.77,1.03932,0.00673333,5,90.0069
958.77,490.75308990478516,0.0,-0.0183749198914,-0.00764415,624557,1392,958.77,1.03985,0.00668801,2,67.5404
958.77,492.37428307533264,0.0,-0.0259388685226,-0.00834716,626557,1394,958.77,1.03484,0.0085145,2,68.691
958.77,493.9836530685425,0.0,-0.0140076875687,-0.00481852,628557,1396,958.77,1.05865,0.00643856,2,68.6059
958.77,495.5773985385895,0.0,-0.00646281242371,-0.00798134,630557,1398,958.77,1.05553,0.00735245,2,68.0478
958.77,497.18676924705505,0.0,-0.000524878501892,-0.00539007,632557,1400,958.77,1.0651,0.0109375,2,68.1817
958.77,498.7961394786835,0.0,-0.00307655334473,-0.00746308,634557,1402,958.77,1.03987,0.0117832,2,68.4929
958.79,500.3898832798004,0.0,0.00267994403839,-0.00669975,636557,1404,958.79,1.05917,0.00518392,2,59.0705
958.79,501.9992537498474,0.0,0.002062022686,-0.00647828,638557,1406,958.79,1.05445,0.00799115,2,67.8983
958.79,503.60862588882446,0.0,-0.00070595741272,-0.0079623,640557,1408,958.79,1.05515,0.0066634,2,67.3199
950.4,505.20236897468567,0.0,0.110721588135,-0.00722352,642609,1411,950.4,1.03683,0.00424364,3,86.1971
950.4,506.8429892063141,0.0,-0.0696227550507,-0.00486815,644609,1413,950.4,1.0397,0.00382587,2,67.1159
950.4,508.44811511039734,0.0,-0.00619292259216,-0.00598756,646609,1415,950.4,1.04161,0.00647709,2,67.6037
950.4,510.07537961006165,0.0,-0.0588946342468,-0.00684315,648609,1417,950.4,1.04004,0.0068208,2,67.8638
950.4,511.6847503185272,0.0,-0.00225293636322,-0.00691515,650609,1419,950.4,1.04642,0.010744,2,67.8344
956.46,513.2902331352234,0.0,-0.000556230545044,-0.00905302,652609,1421,956.46,1.0382,0.00738271,2,67.9663
956.46,514.8740744590759,0.0,-0.000569939613342,-0.00581342,654609,1423,956.46,1.05317,0.00904187,2,68.086
950.93,516.4834439754486,0.0,0.120012521744,-0.00983669,657056,1426,950.93,1.04754,0.00842967,3,72.4179
950.93,518.0928134918213,0.0,0.0158984065056,-0.00836765,659056,1428,950.93,1.07423,0.00727269,2,54.0557
950.93,519.7007701396942,0.0,-0.00549221038818,-0.00680303,661056,1430,950.93,1.06484,0.00504992,2,68.6553
950.93,521.2961947917938,0.0,0.0512663125992,-0.00890241,663056,1432,950.93,1.05352,0.00525009,2,62.5238
950.93,522.9055633544922,0.0,-0.0248675346375,-0.00606648,665056,1434,950.93,1.05503,0.00818191,2,68.8137
950.93,524.5149335861206,0.0,-0.00525891780853,-0.00801009,667056,1436,950.93,1.0268,0.00637212,2,68.7117
955.71,526.108678817749,0.0,0.00063943862915,-0.00247556,669056,1438,955.71,1.04232,0.0032461,2,68.2337
955.71,527.7180509567261,0.0,-0.002645611763,-0.00397196,671056,1440,955.71,1.05079,0.00317098,2,68.4356
955.71,529.3274192810059,0.0,-0.0081729888916,-0.00771449,673056,1442,955.71,1.05763,0.0053858,2,67.8369
955.71,530.9367921352386,0.0,0.00130248069763,-0.00688394,675056,1444,955.71,1.06548,0.00947136,2,67.4754
955.71,532.5461585521698,0.0,-0.0345664024353,-0.00737969,677056,1446,955.71,1.07619,0.00677131,2,67.748
959.82,534.1555299758911,0.0,0.00277757644653,-0.0066497,679056,1448,959.82,1.08204,0.0100138,2,67.1202
959.82,535.7492735385895,0.0,-0.00626814365387,-0.007108,681056,1450,959.82,1.10178,0.00898277,2,68.3364
949.48,537.3586449623108,0.0,0.0142364501953,-0.00958248,684022,1454,949.48,1.10931,0.00423931,4,119.784
949.48,538.9680142402649,0.0,0.0213910937309,-0.0125914,686022,1456,949.48,1.101,0.00664369,2,60.6848
943.98,540.5773854255676,0.0,0.090200483799,-0.0146546,687299,1458,943.98,1.10346,0.014694,2,49.2406
943.98,542.1867549419403,0.0,-0.0360242128372,-0.00443067,689299,1460,943.98,1.11321,0.00437217,2,67.7709
943.98,543.7889974117279,0.0,-0.0224429368973,-0.00442487,691299,1462,943.98,1.12077,0.00503966,2,67.3986
943.98,545.3974721431732,0.0,0.0233162045479,-0.00692706,693299,1464,943.98,1.14549,0.00613294,2,65.3712
943.98,547.0038983821869,0.0,-0.0132668018341,-0.00935855,696299,1467,943.98,1.13325,0.00754998,3,99.0052
943.98,548.6135103702545,0.0,0.013378739357,-0.00929654,698299,1469,943.98,1.10909,0.00783329,2,67.0297
943.98,550.2075190544128,0.0,0.0315752029419,-0.00627512,700299,1471,943.98,1.1179,0.0067633,2,65.9547
943.98,551.8100955486298,0.0,0.0296135544777,-0.00936562,702299,1473,943.98,1.11898,0.00807671,2,66.3351
940.4,553.4367761611938,0.0,0.0339614152908,-0.00987386,703941,1475,940.4,1.12773,0.00435817,2,53.8634
940.4,555.0305211544037,0.0,-0.099076628685,-0.00786411,705941,1477,940.4,1.14397,0.00691452,2,68.5164
940.4,556.6555161476135,0.0,-0.0114971399307,-0.00734828,707941,1479,940.4,1.14622,0.00983209,2,68.3246
940.4,558.2492625713348,0.0,-0.00956833362579,-0.00532774,709941,1481,940.4,1.17981,0.00572202,2,68.5183
940.4,559.8586320877075,0.0,-0.0027449131012,-0.00804207,711941,1483,940.4,1.19824,0.00706446,2,68.4062
940.4,561.4680013656616,0.0,-0.00225722789764,-0.00746172,713941,1485,940.4,1.19888,0.0105814,2,68.4837
946.43,563.108624458313,0.0,0.00132060050964,-0.00929815,715941,1487,946.43,1.2058,0.00536077,2,65.8571
956.7,564.7023680210114,0.0,0.0558794736862,-0.00844273,717941,1489,956.7,1.22027,0.00988776,2,63.8613
963.84,566.3129267692566,0.0,0.0437021255493,-0.0107703,719941,1491,963.84,1.22909,0.0118963,2,65.9224
951.0,567.9304239749908,0.0,0.0286990404129,-0.0144341,722657,1495,951.0,1.22281,0.00927819,4,84.5513
951.0,569.5243499279022,0.0,-0.0554130077362,-0.00518466,724657,1497,951.0,1.22027,0.0105633,2,69.567
951.0,571.1348502635956,0.0,-0.0156358480453,-0.00519314,726657,1499,951.0,1.20159,0.00609284,2,67.1097
951.0,572.7372214794159,0.0,0.0655372738838,-0.00762728,728657,1501,951.0,1.20087,0.00531013,2,55.7417
951.0,574.3624274730682,0.0,0.00697368383408,-0.00675462,730657,1503,951.0,1.20301,0.00486423,2,66.2708
951.0,575.9689197540283,0.0,0.0747781395912,-0.00721907,732657,1505,951.0,1.20116,0.00833728,2,64.1205
951.0,577.5885424613953,0.0,0.165688455105,-0.0098533,734657,1507,951.0,1.17824,0.00812378,2,62.9143
951.0,579.1869418621063,0.0,0.146419167519,-0.0120688,736657,1509,951.0,1.1743,0.00724504,2,62.4649
960.48,580.7963111400604,0.0,-0.0266692638397,-0.00649396,738657,1511,960.48,1.17781,0.00858374,2,71.4038
960.48,582.4056825637817,0.0,-0.00541126728058,-0.00585453,740657,1513,960.48,1.18153,0.00813446,2,71.6228
960.48,584.0363030433655,0.0,-0.000846385955811,-0.00816683,742657,1515,960.48,1.16719,0.00672252,2,67.5629
960.48,585.6372449398041,0.0,0.00244444608688,-0.00968701,744657,1517,960.48,1.15381,0.0102749,2,69.6688
960.48,587.2501952648163,0.0,-0.0153051614761,-0.00770871,746657,1519,960.48,1.142,0.00855813,2,69.7036
960.48,588.8510522842407,0.0,-0.00358998775482,-0.00568466,748657,1521,960.48,1.14009,0.00479746,2,67.578
960.48,590.4529361724854,0.0,0.00819873809814,-0.00592678,750657,1523,960.48,1.14204,0.00737107,2,69.2668
966.01,592.0633826255798,0.0,0.00234395265579,-0.00660854,753657,1526,966.01,1.14488,0.00801184,3,101.627
966.01,593.6723923683167,0.0,-0.00194764137268,-0.00583179,755657,1528,966.01,1.16642,0.00945196,2,68.5212
966.01,595.2816798686981,0.0,0.0215705633163,-0.00486448,757657,1530,966.01,1.16592,0.00470543,2,68.0978
966.01,596.8991672992706,0.0,-0.0281358957291,-0.00715788,759657,1532,966.01,1.17663,0.0092627,2,69.4272
966.01,598.5149600505829,0.0,-0.00236356258392,-0.00912543,761657,1534,966.01,1.17414,0.0125847,2,69.4238
947.66,600.124330997467,0.0,0.0560282468796,-0.0137023,763822,1538,947.66,1.17863,0.00976885,4,99.6399
947.66,601.7337002754211,0.0,-0.0545052289963,-0.00564591,765822,1540,947.66,1.17148,0.00375473,2,68.3378
940.16,603.3430712223053,0.0,0.144273579121,-0.0105697,767072,1542,940.16,1.16307,0.016755,2,53.6769
940.16,604.969434261322,0.0,0.0164092183113,-0.00599402,769072,1544,940.16,1.16082,0.00502909,2,65.7376
940.16,606.5703117847443,0.0,-0.0256729125977,-0.00898153,772072,1547,940.16,1.16187,0.00749335,3,100.315
940.16,608.1814656257629,0.0,0.0335808396339,-0.0097,774072,1549,940.16,1.17467,0.00696934,2,63.1001
930.43,609.7855231761932,0.0,0.415628969669,-0.0134589,775680,1552,930.43,1.17613,0.00635018,3,12.1803
936.58,611.3899986743927,0.0,0.0883066654205,-0.00798116,777680,1554,936.58,1.16643,0.0147316,2,62.1264
936.58,612.9993693828583,0.0,0.168452084064,-0.00831352,779680,1556,936.58,1.16125,0.00530266,2,53.4522
943.81,614.6087393760681,0.0,0.0638307929039,-0.00530693,781680,1558,943.81,1.16206,0.00524711,2,68.3824
943.81,616.2217326164246,0.0,0.0142697691917,-0.00755293,783680,1560,943.81,1.17228,0.00968226,2,70.1299
943.81,617.8235702514648,0.0,0.0653795599937,-0.00407624,785680,1562,943.81,1.16248,0.0069342,2,68.5244
943.81,619.437507390976,0.0,0.103596329689,-0.00443896,787680,1564,943.81,1.17466,0.00712417,2,66.0784
943.81,621.0790853500366,0.0,0.0395429134369,-0.00639752,789680,1566,943.81,1.19566,0.00548592,2,67.4926
943.81,622.6746480464935,0.0,-0.0317157506943,-0.00953604,791680,1568,943.81,1.21168,0.00694725,2,68.6428
943.81,624.2852444648743,0.0,0.0125524401665,-0.008063,793680,1570,943.81,1.21581,0.00734264,2,68.7128
943.81,625.8861012458801,0.0,-0.019226193428,-0.00555565,795680,1572,943.81,1.19821,0.00678637,2,69.3742
947.39,627.5104382038116,0.0,-0.00802087783813,-0.00620255,798680,1575,947.39,1.21266,0.00471911,3,90.719
943.77,629.1044790744781,0.0,0.0139046311378,-0.0119575,800318,1577,943.77,1.21078,0.0107285,2,58.7393
943.77,630.7181284427643,0.0,-0.0402954816818,-0.00992124,802318,1579,943.77,1.20277,0.00615837,2,68.9255
943.77,632.3172976970673,0.0,0.00196129083633,-0.0101254,804318,1581,943.77,1.18057,0.00893577,2,65.3739
933.25,633.9212288856506,0.0,0.0644429326057,-0.0142374,806266,1584,933.25,1.17687,0.0076514,3,74.0395
933.25,635.5353765487671,0.0,-0.0406349897385,-0.00717054,808266,1586,933.25,1.15541,0.0130573,2,69.2963
931.16,637.1437554359436,0.0,0.0844027400017,-0.0137995,810057,1588,931.16,1.14397,0.00899973,2,62.1628
924.47,638.7612273693085,0.0,-0.0038675069809,-0.011386,812388,1591,924.47,1.13334,0.00540209,3,101.255
930.27,640.3470702171326,0.0,-0.00334012508392,-0.00657221,814388,1593,930.27,1.12725,0.00657089,2,67.1438
937.31,641.9479460716248,0.0,-0.0125883817673,-0.00938017,816388,1595,937.31,1.13741,0.00886704,2,67.4991
937.31,643.5478277206421,0.0,-0.00218796730042,-0.00966488,818388,1597,937.31,1.11887,0.00536559,2,67.732
937.31,645.1728110313416,0.0,-0.0126683712006,-0.00788558,820388,1599,937.31,1.11792,0.0073954,2,66.5695
937.31,646.7746732234955,0.0,-0.0130969285965,-0.00953332,822388,1601,937.31,1.13113,0.00994387,2,67.6775
937.31,648.382883310318,0.0,-0.00279927253723,-0.00653213,824388,1603,937.31,1.14798,0.00490963,2,67.9357
937.31,649.9695990085602,0.0,-0.00453186035156,-0.00744367,827388,1606,937.31,1.16255,0.00426569,3,100.263
937.31,651.5810339450836,0.0,-0.000540137290955,-0.00551718,829388,1608,937.31,1.16191,0.00774622,2,67.1462
937.31,653.175822019577,0.0,0.00230658054352,-0.0107426,831388,1610,937.31,1.15473,0.00788577,2,58.62
935.97,654.7923264503479,0.0,0.243297040462,-0.00975584,833254,1612,935.97,1.16053,0.0107678,2,47.1066
935.97,656.3851082324982,0.0,0.00641971826553,-0.00960128,835254,1614,935.97,1.16155,0.0058249,2,56.575
935.97,658.0029449462891,0.0,0.0630316138268,-0.0103583,837254,1616,935.97,1.18586,0.0129406,2,48.8981
935.97,659.5976645946503,0.0,0.0281138420105,-0.00741105,839254,1618,935.97,1.18808,0.00536833,2,67.9494
935.97,661.1985213756561,0.0,0.230228662491,-0.00397772,841254,1620,935.97,1.18837,0.00267955,2,57.3188
935.97,662.846862077713,0.0,0.104072153568,-0.00957075,843254,1622,935.97,1.18609,0.0109136,2,66.1607
935.97,664.440908908844,0.0,-0.0514397621155,-0.00491797,845254,1624,935.97,1.18931,0.00664426,2,71.6724
935.97,666.0477747917175,0.0,-0.0156515836716,-0.0101113,847254,1626,935.97,1.19929,0.0112119,2,70.8693
935.97,667.6371419429779,0.0,-0.00138926506042,-0.00777025,849254,1628,935.97,1.18203,0.00635942,2,68.4265
935.97,669.2382137775421,0.0,-0.0155671834946,-0.00520511,851254,1630,935.97,1.19481,0.00930506,2,69.6671
935.97,670.8400464057922,0.0,-0.0101925134659,-0.0056583,853254,1632,935.97,1.21255,0.00821924,2,69.2858
935.97,672.4435803890228,0.0,-0.00549936294556,-0.00786431,855254,1634,935.97,1.20607,0.00660131,2,69.0644
948.46,674.0621092319489,0.0,-0.00646018981934,-0.00683203,857254,1636,948.46,1.1914,0.00320746,2,68.8112
954.32,675.662974357605,0.0,-0.00162386894226,-0.00729827,859254,1638,954.32,1.19527,0.00838493,2,68.3524
954.32,677.2714850902557,0.0,0.00300407409668,-0.00990174,861254,1640,954.32,1.18415,0.00559423,2,61.7342
961.82,678.8781735897064,0.0,-0.0187337398529,-0.00891264,864254,1643,961.82,1.17074,0.00492092,3,101.336
961.82,680.468052148819,0.0,-0.00393068790436,-0.00782684,866254,1645,961.82,1.15475,0.00875898,2,67.7185
961.82,682.0878417491913,0.0,0.00423657894135,-0.0071317,868254,1647,961.82,1.15878,0.00829874,2,64.9389
961.82,683.6911916732788,0.0,-0.0312660932541,-0.00406888,870254,1649,961.82,1.17112,0.00457151,2,68.0643
969.16,685.2930519580841,0.0,0.00630646944046,-0.00646325,872254,1651,969.16,1.17584,0.00460705,2,62.2817
975.74,686.8819897174835,0.0,0.0402269363403,-0.00733598,874254,1653,975.74,1.17353,0.00680499,2,63.535
975.74,688.4921932220459,0.0,-0.0478123426437,-0.00708325,876254,1655,975.74,1.18795,0.0045093,2,69.5132
975.74,690.1021175384521,0.0,-0.00807154178619,-0.00744584,878254,1657,975.74,1.20395,0.0087153,2,68.5836
975.74,691.703195810318,0.0,-0.0193156003952,-0.00954556,880254,1659,975.74,1.20456,0.00798674,2,68.1604
975.74,693.3119659423828,0.0,-0.00179255008698,-0.00872482,882254,1661,975.74,1.2275,0.00550467,2,56.0677
975.74,694.921332359314,0.0,0.255801796913,-0.010307,884254,1663,975.74,1.21727,0.00576488,2,44.7356
975.74,696.5307016372681,0.0,0.0232712030411,-0.00753413,886254,1665,975.74,1.22824,0.00584104,2,52.5357
975.74,698.1400711536407,0.0,0.0748314857483,-0.0102783,888254,1667,975.74,1.24242,0.0156229,2,61.4232
975.74,699.7338180541992,0.0,-0.00409817695618,-0.00808063,890254,1669,975.74,1.24083,0.00711734,2,68.4718
975.74,701.3431870937347,0.0,0.0100340247154,-0.00855956,892254,1671,975.74,1.22891,0.012125,2,66.1097
975.74,702.952558517456,0.0,-0.01293861866,-0.00571558,894254,1673,975.74,1.2163,0.00535906,2,69.7764
975.74,704.5661497116089,0.0,-0.0234268903732,-0.00812351,896254,1675,975.74,1.19571,0.00677765,2,68.2877
979.36,706.1757416725159,0.0,0.0117014050484,-0.0115015,898254,1677,979.36,1.19597,0.00883855,2,66.4604
979.36,707.7766211032867,0.0,-0.0287605524063,-0.00528565,900254,1679,979.36,1.19574,0.012621,2,67.5208
979.36,709.3862428665161,0.0,-0.0139323472977,-0.00583447,902254,1681,979.36,1.18052,0.0058286,2,68.7159
988.0,710.9992220401764,0.0,-0.00572097301483,-0.00948624,904254,1683,988.0,1.1936,0.0146272,2,68.3115
989.88,712.608592748642,0.0,5.08427619934e-05,-0.00473868,907254,1686,989.88,1.20433,0.0149288,3,101.015
991.97,714.1973226070404,0.0,-0.0173872709274,-0.00669022,909254,1688,991.97,1.20592,0.00557899,2,67.5551
991.97,715.8013033866882,0.0,-0.00669980049133,-0.00507144,911254,1690,991.97,1.20283,0.00727077,2,67.565
998.66,717.3981873989105,0.0,-0.00383317470551,-0.00753703,913254,1692,998.66,1.21211,0.00878693,2,67.6777
998.66,719.0151445865631,0.0,-0.000733137130737,-0.00655921,915254,1694,998.66,1.19946,0.00646223,2,67.8521
998.66,720.6088888645172,0.0,-0.000551223754883,-0.00692961,917254,1696,998.66,1.20933,0.00597411,2,67.9678
998.66,722.21826004982,0.0,-0.00059962272644,-0.00996845,919254,1698,998.66,1.22824,0.0060264,2,68.005
998.66,723.8120050430298,0.0,0.00143438577652,-0.0074571,921254,1700,998.66,1.22992,0.00448377,2,61.5835
998.66,725.4374623298645,0.0,-0.0278809070587,-0.0104273,923254,1702,998.66,1.22883,0.00848751,2,68.3094
998.66,727.0314273834229,0.0,-0.00370466709137,-0.00702286,925254,1704,998.66,1.22766,0.00790494,2,65.5288
998.66,728.647937297821,0.0,-0.0438247919083,-0.00777913,927254,1706,998.66,1.22849,0.0111307,2,67.2083
998.66,730.2603347301483,0.0,-0.000985622406006,-0.00597004,929254,1708,998.66,1.24036,0.00607594,2,67.4541
998.66,731.8585071563721,0.0,-0.00397849082947,-0.00639659,931254,1710,998.66,1.23397,0.00579967,2,67.3789
1000.0,733.4733972549438,0.0,0.000261545181274,-0.011434,933254,1712,1000.0,1.24678,0.0131012,2,66.0705
1000.0,735.0714755058289,0.0,0.00738602876663,-0.00811753,935254,1714,1000.0,1.24502,0.0103376,2,66.9433
1000.0,736.6895773410797,0.0,-0.00248849391937,-0.00692263,937254,1716,1000.0,1.23247,0.00936118,2,67.3213
1000.0,738.2846186161041,0.0,0.00352227687836,-0.00779814,939254,1718,1000.0,1.21189,0.0101772,2,66.9645
1000.0,739.9011027812958,0.0,0.00428092479706,-0.00674271,941254,1720,1000.0,1.23575,0.00610522,2,59.43
1000.0,741.4951989650726,0.0,0.0112388134003,-0.00715841,943254,1722,1000.0,1.23549,0.00800234,2,66.3324
1000.0,743.124626159668,0.0,0.041983127594,-0.00540243,945254,1724,1000.0,1.2447,0.00666967,2,64.1548
1000.0,744.7254786491394,0.0,0.076467692852,-0.00780921,947254,1726,1000.0,1.24575,0.00893383,2,64.4765
1000.0,746.3200917243958,0.0,0.081284403801,-0.00660044,950254,1729,1000.0,1.24037,0.00555552,3,71.5736
1000.0,747.9228513240814,0.0,0.189984083176,-0.0119895,952254,1731,1000.0,1.25086,0.00893163,2,66.3094
