loss_pol_surr,EpLenMean,TimestepsSoFar,loss_vf_loss,TimeElapsed,ev_tdlam_before,loss_ent,EpisodesSoFar,EpRewMean,loss_pol_entpen,EpThisIter,loss_kl
-0.0542986,170.32,192411,36.2147,201.57726740837097,0.982698583975,5.68346,1441,446.183756427,0.0,12,0.0193765
-0.0540755,173.27,194540,44.4633,203.69530510902405,0.96758813411,5.66413,1452,456.457749223,0.0,11,0.0169202
-0.055624,175.44,196450,55.0595,205.83720231056213,0.970756854862,5.59966,1463,464.922715689,0.0,11,0.0270399
-0.0506797,176.62,198558,60.1233,207.9635272026062,0.969896038994,5.5724,1475,471.387436652,0.0,12,0.0188863
-0.0537313,177.66,200701,61.5486,210.101966381073,0.968587808311,5.56308,1487,477.661596494,0.0,12,0.0187754
-0.0548698,178.41,202713,59.0069,212.24261569976807,0.971246248111,5.56173,1498,482.973105131,0.0,11,0.0223634
-0.0541709,180.47,204557,76.3148,214.37060356140137,0.962545506656,5.54893,1508,488.765285828,0.0,10,0.0197298
-0.0567239,181.49,206685,86.5446,216.51644134521484,0.96113826707,5.49824,1519,493.352201262,0.0,11,0.0210807
-0.055601,183.14,208788,38.3636,218.6415946483612,0.975444441661,5.46126,1530,500.661346334,0.0,11,0.0217306
-0.0516537,185.28,210939,64.4597,220.79619598388672,0.966417737305,5.45736,1541,509.207653158,0.0,11,0.0209096
-0.051686,183.47,212887,61.0837,222.92236375808716,0.966224640608,5.44834,1552,504.427245462,0.0,11,0.0161626
-0.0552367,185.88,215038,58.4085,225.0476212501526,0.974091889337,5.42169,1563,511.779800638,0.0,11,0.0207121
-0.0536399,187.67,216986,58.6432,227.16816782951355,0.969084670767,5.37568,1573,518.814333546,0.0,10,0.0214151
-0.0505039,190.3,218973,63.0765,229.30651903152466,0.973096381873,5.3602,1583,528.585859362,0.0,10,0.0206692
-0.0542728,191.54,221132,54.565,231.4495747089386,0.969510776922,5.31975,1594,532.431153368,0.0,11,0.0196324
-0.0437538,190.44,223118,40.444,233.55981421470642,0.979102065787,5.29619,1605,529.576449971,0.0,11,0.0213457
-0.0508826,189.49,225237,46.9587,235.68950963020325,0.979881573468,5.28198,1617,529.456171759,0.0,12,0.0195729
-0.0561662,188.7,227098,50.6362,237.80498695373535,0.975810255855,5.25077,1627,526.64945076,0.0,10,0.0211076
-0.0611977,188.81,229231,62.7851,239.97062492370605,0.97153243795,5.21924,1638,528.930424217,0.0,11,0.0204265
-0.0552304,190.91,231281,61.1183,242.1014552116394,0.965348828584,5.18557,1648,538.885101144,0.0,10,0.0226139
-0.0581607,192.93,233363,35.9928,244.21906185150146,0.98077185452,5.15214,1658,547.987086575,0.0,10,0.0217012
-0.0595655,194.9,235513,45.1602,246.34565114974976,0.981125991791,5.14088,1668,557.608114085,0.0,10,0.0213009
-0.0595997,197.17,237464,45.9943,248.4766285419464,0.977795064449,5.0779,1677,566.587574414,0.0,9,0.0220995
-0.0624679,198.85,239596,60.6049,250.6332492828369,0.966950051486,5.04441,1687,575.691205773,0.0,10,0.0200327
-0.0535285,200.17,241518,64.0975,252.7579984664917,0.976139280945,5.02234,1696,582.945803904,0.0,9,0.0217258
-0.0575381,202.96,243578,55.8928,254.89888381958008,0.979668313637,5.032,1706,594.940098168,0.0,10,0.0243901
-0.0572651,206.69,245727,63.5049,257.007835149765,0.974037669599,5.01087,1716,611.198857334,0.0,10,0.0301483
-0.0588083,208.88,247790,54.3637,259.14865493774414,0.978342423216,4.9541,1726,621.355407277,0.0,10,0.0202302
-0.0591622,210.54,249724,76.4239,261.2972791194916,0.97348424606,4.92317,1735,629.207321217,0.0,9,0.0237807
-0.0631643,212.11,251882,52.4339,263.4223141670227,0.975217489526,4.9255,1745,635.354740752,0.0,10,0.0224261
-0.0627006,215.89,253936,72.9839,265.67269945144653,0.966196831316,4.91865,1753,648.378743161,0.0,8,0.0208033
-0.061785,218.7,255818,61.9202,267.7974030971527,0.969231821597,4.89593,1761,659.395691693,0.0,8,0.021992
-0.0634534,222.01,257905,69.8671,269.9390833377838,0.964031375945,4.84705,1769,669.876917767,0.0,8,0.0238503
-0.0644752,227.17,259921,44.9976,272.0709230899811,0.959090568125,4.79997,1776,688.476479242,0.0,7,0.0227305
-0.0605609,234.7,261977,53.0243,274.21133279800415,0.952758278698,4.79301,1782,711.456844041,0.0,6,0.0310263
-0.0611546,238.77,264171,61.8039,276.3207688331604,0.972955273464,4.79057,1790,723.223857178,0.0,8,0.0278891
-0.0617742,244.83,266206,95.5325,278.4452862739563,0.958208918571,4.77551,1797,744.91745961,0.0,7,0.0223529
-0.0545212,248.98,268279,81.0993,280.58649587631226,0.954612977803,4.77075,1805,759.313850708,0.0,8,0.0244505
-0.0621292,255.78,270200,60.5376,282.72669100761414,0.970068080351,4.75622,1811,779.496584858,0.0,6,0.0217888
-0.0599628,262.6,272251,79.4774,284.84419345855713,0.963307611644,4.71,1817,800.86502536,0.0,6,0.0261033
-0.0615758,268.6,274094,61.2302,286.9536802768707,0.972091490403,4.73076,1823,819.581358919,0.0,6,0.0213372
-0.061654,276.49,276362,83.6453,289.0865089893341,0.965666241944,4.6777,1830,846.459552316,0.0,7,0.0251794
-0.0642052,283.51,278523,65.2863,291.22925209999084,0.966833822429,4.61441,1837,866.12028969,0.0,7,0.0224466
-0.0609463,287.71,280268,99.8042,293.31353998184204,0.951251219958,4.62398,1843,882.306703599,0.0,6,0.0211175
-0.0658726,293.36,282551,74.7448,295.3833734989166,0.971813200042,4.55049,1850,900.902603572,0.0,7,0.0291835
-0.0573977,298.0,284466,81.3557,297.6192524433136,0.965209148824,4.55357,1856,913.950531233,0.0,6,0.0255712
-0.0664731,305.13,286631,53.4159,299.84031224250793,0.97578430362,4.55395,1862,937.275494755,0.0,6,0.0210777
-0.061873,309.81,288680,55.5728,302.0703749656677,0.970229841769,4.51543,1868,954.191316418,0.0,6,0.0207102
-0.0614401,312.62,290565,76.9754,304.2963411808014,0.962652098387,4.52386,1874,961.067316572,0.0,6,0.0241892
-0.0641619,320.03,292434,74.7938,306.50157046318054,0.936098121107,4.48141,1878,985.162209006,0.0,4,0.0230267
-0.0546478,326.33,294610,58.3409,308.7150740623474,0.938661150634,4.49888,1882,997.965231879,0.0,4,0.0238147
-0.063124,330.23,296779,48.6948,310.8361921310425,0.970477480441,4.49958,1888,1009.98685691,0.0,6,0.0246877
-0.0638138,342.23,298880,44.7948,312.9456698894501,0.969678157941,4.52869,1892,1045.9889423,0.0,4,0.0290963
-0.0632674,346.96,300401,80.0683,315.0619854927063,0.932646073401,4.48878,1895,1057.32016588,0.0,3,0.0232582
-0.061493,361.0,302732,81.8614,317.19599175453186,0.949118755758,4.51074,1899,1104.04392615,0.0,4,0.0258952
-0.0625678,366.71,304950,88.6025,319.3247127532959,0.956679463387,4.46462,1905,1122.01784576,0.0,6,0.0250486
-0.0600973,371.77,307175,75.231,321.4707407951355,0.961209792644,4.42293,1910,1138.43621953,0.0,5,0.0256793
-0.0618597,377.97,308999,47.2176,323.5710868835449,0.971321361139,4.42541,1914,1158.96954756,0.0,4,0.0223089
-0.0669528,383.13,311265,56.7383,325.72999691963196,0.970936238766,4.38959,1919,1177.4947321,0.0,5,0.0279203
-0.0616394,382.86,312861,49.5542,327.89118123054504,0.975919509307,4.36707,1924,1177.01815092,0.0,5,0.0247109
-0.0484063,390.08,315108,130.744,330.0004003047943,0.936586171389,4.38186,1929,1197.49214072,0.0,5,0.022651
-0.0632097,396.33,317112,63.1149,332.1330142021179,0.965024426579,4.38711,1934,1219.72931934,0.0,5,0.024808
-0.0659657,405.22,319465,59.4971,334.245219707489,0.977355990559,4.35744,1939,1252.73589151,0.0,5,0.0236759
-0.0586071,405.15,321121,53.2524,336.3753547668457,0.97222657688,4.31778,1944,1250.7816724,0.0,5,0.0257938
-0.0602649,411.23,323295,36.5628,338.5152151584625,0.979327641428,4.3301,1949,1272.33577408,0.0,5,0.0273758
-0.0591418,420.7,325593,59.7124,340.6571583747864,0.958385281265,4.3299,1953,1305.8846181,0.0,4,0.0302747
-0.0616228,428.15,327281,31.3765,342.7579483985901,0.983043098822,4.31046,1956,1328.24655376,0.0,3,0.0247464
-0.0607592,436.6,329233,48.9265,344.88021421432495,0.962407559156,4.31869,1959,1353.29083053,0.0,3,0.0265891
-0.0583966,441.33,331078,64.2901,347.008624792099,0.962761748582,4.33974,1963,1369.24746039,0.0,4,0.0214423
-0.0419795,453.97,333487,116.611,349.15031576156616,0.872411489487,4.30612,1966,1412.82122099,0.0,3,0.0208301
-0.0559331,461.7,335498,97.9081,351.2775847911835,0.959922704846,4.26728,1970,1440.483068,0.0,4,0.0291427
-0.0404101,473.01,337537,394.77,353.3599691390991,0.824892088771,4.24332,1973,1476.92083141,0.0,3,0.0198853
-0.0595295,469.22,339356,42.1747,355.5018889904022,0.974221851677,4.23165,1978,1465.9157725,0.0,5,0.0279487
-0.0665348,464.36,341861,70.4379,357.63288497924805,0.97400861606,4.2086,1984,1462.0070382,0.0,6,0.0312549
-0.0623769,472.16,343995,57.9587,359.75798082351685,0.973508952186,4.22265,1988,1489.72056608,0.0,4,0.0295272
-0.0616571,471.27,346007,46.1102,361.85997557640076,0.979819502681,4.18126,1992,1492.4704314,0.0,4,0.0268325
-0.0602281,467.46,347838,48.1026,363.9691436290741,0.970792941749,4.15027,1996,1485.7940344,0.0,4,0.0272612
-0.0657846,469.35,350121,64.7709,366.101913690567,0.965385787189,4.11437,2000,1495.00197219,0.0,4,0.0305371
-0.0575459,472.94,352042,62.497,368.2433750629425,0.974310806021,4.09961,2004,1507.35188722,0.0,4,0.0281015
-0.0545986,477.23,354044,36.7367,370.3829011917114,0.978467982262,4.08329,2008,1525.00296249,0.0,4,0.0344225
-0.0626458,482.63,355937,56.1947,372.46133947372437,0.963415250182,4.06858,2011,1546.79210125,0.0,3,0.0380113
-0.065494,483.05,358362,35.9121,374.58618998527527,0.98585424386,4.077,2016,1547.6027703,0.0,5,0.0257195
-0.0545124,484.44,359709,41.9011,376.69556498527527,0.980623742566,4.08321,2019,1553.28179995,0.0,3,0.0271038
-0.0612734,498.07,362403,56.511,378.83705163002014,0.978394621983,4.07107,2023,1600.11208006,0.0,4,0.0225215
-0.0552815,499.86,364400,65.3218,380.97339248657227,0.967919997871,4.06198,2027,1611.32504984,0.0,4,0.0287125
-0.0589701,501.56,366224,56.8331,383.10245990753174,0.967605285347,4.01098,2031,1621.35270421,0.0,4,0.0318471
-0.0643056,509.91,368573,63.9363,385.233980178833,0.970126342028,4.00411,2035,1650.72774212,0.0,4,0.0244292
-0.0565952,509.9,370455,48.4553,387.3403398990631,0.97946456261,3.99558,2039,1651.18799816,0.0,4,0.0257041
-0.0664476,508.6,372550,67.8426,389.5036087036133,0.973421731964,3.94629,2045,1649.03601539,0.0,6,0.0361383
-0.0626294,512.83,374578,58.1539,391.59474754333496,0.967889580876,3.93957,2049,1666.52632634,0.0,4,0.0325964
-0.0610084,511.9,376783,59.3479,393.7112627029419,0.978381743655,3.89597,2053,1667.35628738,0.0,4,0.031189
-0.037536,514.05,378686,336.136,395.8208420276642,0.853032484651,3.8909,2056,1680.85226787,0.0,3,0.023588
-0.0618002,506.14,380840,60.2363,397.94711923599243,0.966933365911,3.85303,2061,1659.65579457,0.0,5,0.0340414
-0.0625608,499.55,382442,52.0986,400.0701947212219,0.972153171897,3.82205,2065,1638.15363015,0.0,4,0.0308814
-0.0682227,487.14,384888,82.96,402.1959047317505,0.970237948,3.83225,2071,1603.92009356,0.0,6,0.0277043
-0.0587035,482.91,386995,74.4525,404.3209614753723,0.973945872858,3.84167,2076,1594.16796141,0.0,5,0.0325163
-0.0579479,481.9,388617,86.0383,406.43243384361267,0.965007957071,3.82732,2080,1591.43912639,0.0,4,0.0333797
-0.0384264,491.57,390795,342.317,408.5772557258606,0.855643212795,3.8689,2083,1626.83729238,0.0,3,0.0220114
-0.0646138,490.07,392572,61.2449,410.68794298171997,0.963789559901,3.83756,2087,1622.75218684,0.0,4,0.0343706
-0.0676851,490.53,395060,61.0281,412.8040566444397,0.980115525424,3.84839,2092,1626.33765192,0.0,5,0.0296571
-0.0386988,498.37,397261,468.085,414.8853919506073,0.827943325043,3.85435,2095,1654.38954694,0.0,3,0.0244688
-0.0697422,489.43,399064,40.8318,417.03170132637024,0.97900162451,3.80865,2100,1626.35802036,0.0,5,0.0341984
-0.0723833,494.74,400432,37.5478,419.1522469520569,0.969774201512,3.78725,2102,1646.7448046,0.0,2,0.035351
-0.0375694,502.01,403317,460.743,421.26666808128357,0.874689176679,3.79576,2106,1674.91447885,0.0,4,0.026735
-0.0440909,497.41,405215,466.92,423.3675343990326,0.864082381129,3.79311,2110,1660.45088204,0.0,4,0.0231627
-0.0420321,503.34,407016,372.196,425.47721552848816,0.828678816557,3.79741,2113,1677.61467089,0.0,3,0.0227624
-0.065747,498.33,409542,82.0411,427.6210973262787,0.97050104104,3.81033,2119,1663.89752815,0.0,6,0.0344419
-0.0649338,478.96,411322,73.8674,429.7353529930115,0.975758992136,3.79646,2125,1600.29545236,0.0,6,0.0333512
-0.0667918,484.94,413228,86.5624,431.8672225475311,0.913230881095,3.81719,2128,1621.14989927,0.0,3,0.0300048
-0.0412851,491.07,415331,383.39,433.96113562583923,0.817345067859,3.79819,2131,1637.24787914,0.0,3,0.0220945
-0.0567366,486.28,417201,65.4581,436.07076144218445,0.948674399406,3.75159,2135,1622.52257161,0.0,4,0.0353167
