loss_vf_loss,loss_pol_entpen,loss_kl,EpLenMean,loss_ent,TimestepsSoFar,TimeElapsed,EpisodesSoFar,ev_tdlam_before,EpRewMean,loss_pol_surr,EpThisIter
403.921,0.0,0.0361805,592.93,1.97042,448195,490.6952693462372,2050,0.875624656677,1940.52911775,-0.0194867,3
396.451,0.0,0.0144315,600.08,1.97474,450411,492.8685722351074,2053,0.816653549671,1963.30696047,-0.0178281,3
415.318,0.0,0.0185018,582.88,2.00313,452248,495.0721707344055,2059,0.829227134585,1908.01009294,-0.025422,6
12.7137,0.0,0.0175896,571.01,1.97525,454499,497.3583400249481,2064,0.976881900802,1872.77139156,-0.0246709,5
7.06634,0.0,0.0191817,560.65,2.02377,456120,499.6372559070587,2068,0.995409375057,1840.87683239,-0.0306699,4
12.0474,0.0,0.018817,559.95,2.00949,458582,501.90614008903503,2073,0.994539994746,1839.15690285,-0.033463,5
7.33255,0.0,0.0305844,555.12,1.96968,460012,504.12501311302185,2077,0.996114807436,1824.78805454,-0.0338522,4
89.5701,0.0,0.0180142,566.46,1.94866,462668,506.40759086608887,2080,0.870605289936,1861.78138232,-0.0207539,3
9.36544,0.0,0.0203941,566.79,1.90039,463974,508.6478638648987,2083,0.990924730897,1863.69941499,-0.0313094,3
741.352,0.0,0.02063,572.7,1.86893,466396,511.07141637802124,2086,0.606868267059,1882.45695527,-0.0241282,3
8.7874,0.0,0.0257742,553.07,1.87734,468971,513.4333157539368,2092,0.995680559892,1820.67694609,-0.0365955,6
7.83803,0.0,0.0178618,550.8,1.82034,470795,515.8040280342102,2096,0.996610005852,1814.3950801,-0.0361791,4
5.31899,0.0,0.018272,548.06,1.81879,472115,518.1640863418579,2099,0.997275298927,1806.66952898,-0.0329341,3
334.987,0.0,0.0162557,550.67,1.81269,474740,520.572726726532,2103,0.899155311286,1815.97920317,-0.0146784,4
419.568,0.0,0.0128036,549.36,1.80801,477109,522.9642124176025,2108,0.812386348844,1811.39421651,-0.0243227,5
12.0461,0.0,0.0179482,547.2,1.80672,478871,525.3757100105286,2111,0.978352775797,1805.17218996,-0.0316913,3
8.41727,0.0,0.0220697,536.44,1.82595,481034,527.7646241188049,2116,0.994098640978,1772.80201824,-0.0322899,5
11.8545,0.0,0.0191811,536.56,1.83561,483240,530.2262849807739,2120,0.984574300237,1774.09292857,-0.0318194,4
9.51937,0.0,0.0157588,534.78,1.84022,485017,532.6796038150787,2123,0.995463442057,1770.37909859,-0.0379782,3
9.17732,0.0,0.0231667,534.15,1.83074,487049,535.1949036121368,2127,0.994010316674,1770.50143455,-0.0384355,4
365.185,0.0,0.0183992,525.17,1.8358,489216,537.7111837863922,2131,0.878067195415,1742.49445302,-0.0228392,4
8.71224,0.0,0.0256996,516.18,1.7998,491032,540.1559250354767,2135,0.993729157373,1714.96683381,-0.0323355,4
394.437,0.0,0.0417123,516.05,1.78476,493172,542.4363720417023,2138,0.856427431107,1714.96849922,-0.0198658,3
521.183,0.0,0.0321318,509.89,1.80197,495540,544.530330657959,2144,0.831775277853,1693.8904178,-0.0242313,6
6.7286,0.0,0.0224812,511.57,1.80053,497197,546.6642060279846,2147,0.990381064825,1699.69791729,-0.0264588,3
282.638,0.0,0.0316349,513.08,1.82524,499503,548.7602207660675,2150,0.870084255934,1705.35248798,-0.0214281,3
292.015,0.0,0.0198804,509.66,1.82521,501733,550.8423306941986,2154,0.916248448193,1693.87624037,-0.0209851,4
11.7977,0.0,0.0184372,516.78,1.81275,503423,552.9054005146027,2158,0.992527543101,1720.89107733,-0.0326716,4
8.23759,0.0,0.0180196,523.05,1.80803,505642,555.016065120697,2161,0.994875691365,1741.20810615,-0.0361913,3
6.74709,0.0,0.0196596,528.08,1.79469,507661,557.1164286136627,2165,0.996391990688,1758.61185482,-0.040569,4
381.574,0.0,0.044976,535.1,1.81229,509630,559.2269678115845,2168,0.854478135705,1780.24819859,-0.0181992,3
222.314,0.0,0.0133832,543.43,1.83469,511486,561.2885186672211,2170,0.840319976211,1806.90375265,-0.0212715,2
383.839,0.0,0.0178448,550.22,1.82202,513604,563.3669683933258,2173,0.852946788073,1828.72232946,-0.0195976,3
320.758,0.0,0.0233107,563.98,1.83114,516003,565.4295217990875,2176,0.799168467522,1871.76265056,-0.0227575,3
9.14032,0.0,0.0240537,562.01,1.81642,518107,567.5724368095398,2179,0.983060367405,1866.16937898,-0.0308789,3
6.07858,0.0,0.0252815,564.86,1.797,519923,569.6614921092987,2182,0.994888480753,1875.86758701,-0.0337689,3
6.7042,0.0,0.0218155,561.37,1.75314,521533,571.7266190052032,2185,0.995630333666,1865.87201761,-0.0383649,3
28.6247,0.0,0.0228188,564.03,1.73741,524269,573.7963786125183,2189,0.978608261794,1872.70750102,-0.0367676,4
6.18633,0.0,0.0199943,568.73,1.70788,526269,575.8746304512024,2193,0.995717770886,1887.18232281,-0.0394581,4
8.28878,0.0,0.0174495,577.43,1.69605,528176,578.0165016651154,2195,0.983011484146,1915.09121126,-0.0331418,2
5.85427,0.0,0.0216799,581.57,1.70194,529983,580.1009356975555,2198,0.996850831201,1928.13703217,-0.0333501,3
19.3679,0.0,0.0190896,584.64,1.70578,532360,582.1878845691681,2202,0.991342823021,1936.86876001,-0.0386594,4
472.852,0.0,0.0370464,591.39,1.76878,534360,584.2737050056458,2204,0.357627749443,1956.40698746,-0.0159773,2
18.3371,0.0,0.0240044,596.52,1.70682,535714,586.3979389667511,2206,0.956758320332,1972.50986656,-0.0357911,2
755.238,0.0,0.0480722,582.78,1.7026,538500,588.523401260376,2214,0.796404063702,1926.67514369,-0.0324842,8
425.611,0.0,0.0478894,594.66,1.69688,540500,590.7118680477142,2216,0.757517725229,1963.49337956,-0.020835,2
10.6029,0.0,0.0302206,600.4,1.65742,541951,592.8115603923798,2218,0.991338240914,1981.65287765,-0.0347898,2
201.481,0.0,0.071405,594.29,1.65194,544043,595.0157458782196,2222,0.890187472105,1960.10735948,-0.0223567,4
12.2774,0.0,0.0196638,597.55,1.66914,546365,597.2111458778381,2226,0.95658678934,1972.0331806,-0.0219403,4
11.1711,0.0,0.0200997,594.29,1.64928,548645,599.5140624046326,2231,0.992141956463,1963.44403524,-0.0378175,5
206.209,0.0,0.0204973,601.89,1.64757,550770,601.7598700523376,2234,0.863994121552,1987.6423746,-0.022153,3
155.581,0.0,0.0215549,604.73,1.67604,552645,604.0072183609009,2237,0.89578153193,1995.76644205,-0.026769,3
9.91783,0.0,0.0369347,603.61,1.62834,554625,606.2262425422668,2241,0.98552353587,1994.58297232,-0.0345943,4
8.02312,0.0,0.0209229,605.59,1.61197,556469,608.4760038852692,2245,0.99337452976,2003.03436836,-0.0325582,4
13.0109,0.0,0.0225651,580.02,1.57142,558934,610.7107398509979,2252,0.991608334705,1920.82852723,-0.0355755,7
8.21147,0.0,0.0272268,584.23,1.57709,560839,613.1328029632568,2256,0.994822829496,1936.06900911,-0.0357105,4
480.527,0.0,0.0182389,565.7,1.57886,563052,615.4764251708984,2263,0.855056405067,1872.5556727,-0.0277925,7
277.991,0.0,0.01255,545.99,1.56418,565229,617.8453378677368,2269,0.9131148085,1809.02052823,-0.0249421,6
15.537,0.0,0.0244338,535.16,1.53631,567120,620.226601600647,2273,0.987947498448,1774.323998,-0.035263,4
9.6153,0.0,0.0267982,515.38,1.5239,569040,622.6353373527527,2278,0.995982929599,1712.58890346,-0.0419302,5
232.246,0.0,0.0183915,513.95,1.55213,571318,625.0698549747467,2282,0.872197046876,1706.97383622,-0.0266759,4
7.61403,0.0,0.0214514,516.35,1.55668,572809,627.4223399162292,2284,0.989884787239,1715.86409021,-0.0316314,2
10.6477,0.0,0.0221672,511.75,1.53937,575074,629.8753461837769,2288,0.993893114384,1704.06012828,-0.0387824,4
187.391,0.0,0.0159375,511.26,1.55128,577395,632.335352897644,2293,0.927138507366,1703.11155245,-0.0235929,5
10.2231,0.0,0.0253977,494.77,1.51032,579460,634.8443901538849,2298,0.994107062928,1649.62030077,-0.0359338,5
10.2943,0.0,0.0212677,497.69,1.48978,581380,637.3620917797089,2301,0.99505091086,1661.02503999,-0.0414155,3
5.49458,0.0,0.0217929,485.28,1.5044,583392,639.8386476039886,2305,0.995950656477,1623.73370274,-0.037712,4
762.638,0.0,0.0290295,487.49,1.51048,585392,642.2500727176666,2307,0.144073903561,1630.60637413,-0.0216556,2
9.33811,0.0,0.0252644,498.1,1.54831,586991,644.4225459098816,2310,0.986183079891,1668.00984551,-0.0274106,3
501.484,0.0,0.0415646,513.62,1.53557,589460,646.5230972766876,2313,0.727921843529,1717.35877665,-0.0202341,3
751.352,0.0,0.0314527,509.05,1.54382,591856,648.6478936672211,2317,0.751136660576,1702.81042462,-0.017401,4
340.96,0.0,0.0262748,502.81,1.54415,593232,650.7258067131042,2319,0.763655811548,1683.03212692,-0.0232924,2
223.185,0.0,0.0220658,512.47,1.54847,595290,652.7805573940277,2322,0.895142450929,1713.68749307,-0.0306178,3
9.22134,0.0,0.0251189,517.22,1.52038,597674,654.8355815410614,2325,0.983363185078,1729.56038232,-0.0375653,3
9.3827,0.0,0.0294937,520.83,1.49263,599931,657.0388314723969,2329,0.992426834069,1741.67504505,-0.0372713,4
303.104,0.0,0.0183025,519.82,1.49226,601367,659.1478130817413,2332,0.854544445872,1737.02405195,-0.0227593,3
8.78786,0.0,0.0264609,516.99,1.47764,604043,661.2095663547516,2336,0.994158450514,1730.0982155,-0.0346429,4
7.09312,0.0,0.0173467,524.27,1.44707,605391,663.2888855934143,2338,0.993491847534,1754.98069386,-0.0405757,2
5.39674,0.0,0.0302598,529.57,1.45283,607582,665.3529851436615,2341,0.99566572858,1771.91684979,-0.0374824,3
334.048,0.0,0.0212797,538.58,1.4589,609582,667.4641516208649,2343,0.337255835533,1798.90049547,-0.0248685,2
734.407,0.0,0.028888,551.8,1.42696,612244,669.5767314434052,2346,0.679525494576,1840.26408966,-0.0308807,3
12.9606,0.0,0.0293751,558.22,1.44884,613536,671.6638329029083,2348,0.974609019235,1861.78180378,-0.0301569,2
592.287,0.0,0.0197878,574.33,1.4802,616071,673.7109997272491,2351,0.643046110868,1912.6747758,-0.0256213,3
822.598,0.0,0.0408577,585.87,1.45958,618071,675.8116068840027,2353,0.021252989769,1948.17405907,-0.025787,2
18.6416,0.0,0.0252887,589.67,1.47984,620168,677.8949961662292,2357,0.977920254692,1960.2676653,-0.0381294,4
9.05958,0.0,0.0255305,596.95,1.44764,622084,680.038547039032,2360,0.991789805703,1984.4989918,-0.0353359,3
348.419,0.0,0.0313993,615.19,1.45872,624040,682.1173334121704,2362,0.786778733134,2046.26784236,-0.0227993,2
368.795,0.0,0.0219326,620.57,1.47902,625711,684.1975529193878,2364,0.747359156609,2063.41632767,-0.0226965,2
334.06,0.0,0.0192881,636.82,1.482,628580,686.2798240184784,2368,0.894646674395,2117.13441745,-0.024546,4
402.103,0.0,0.0328553,642.82,1.48279,630121,688.4060182571411,2370,0.762422963977,2135.43396701,-0.0229209,2
740.839,0.0,0.0247289,654.27,1.49635,632547,690.5746932029724,2373,0.616557389498,2170.26429404,-0.0247026,3
393.634,0.0,0.0292452,663.12,1.48268,634698,692.6953942775726,2376,0.839972943068,2198.79445241,-0.0206363,3
335.649,0.0,0.0280795,668.52,1.48003,636649,694.8823463916779,2379,0.847167223692,2215.15346436,-0.0270725,3
367.061,0.0,0.0467811,675.76,1.51227,638894,697.039874792099,2382,0.854268580675,2240.1928629,-0.0213624,3
401.932,0.0,0.0385905,680.85,1.53679,640894,699.3220229148865,2384,0.554444521666,2255.31925884,-0.0199329,2
7.11611,0.0,0.0285772,678.62,1.50809,642467,701.6195213794708,2387,0.983005851507,2247.09476415,-0.0309606,3
353.868,0.0,0.0326186,689.53,1.48534,644991,703.8824331760406,2390,0.860445663333,2283.19944598,-0.0239956,3
7.12719,0.0,0.0197026,687.45,1.49078,646521,706.1172931194305,2394,0.990039405413,2277.82918967,-0.0372235,4
105.556,0.0,0.0250615,701.88,1.47191,649180,708.3911101818085,2397,0.905133530498,2324.90542129,-0.0222338,3
363.657,0.0,0.0338259,709.35,1.42202,650997,710.6388289928436,2399,0.788241460919,2349.59988494,-0.0185694,2
10.2363,0.0,0.0352169,703.16,1.40617,652666,712.9764773845673,2403,0.987246751785,2329.11444001,-0.0410991,4
22.2938,0.0,0.0193312,712.12,1.41417,654604,715.4102835655212,2405,0.948799472302,2358.90102165,-0.0316592,2
361.21,0.0,0.0347958,708.06,1.4224,657267,717.7818415164948,2409,0.89102049917,2347.08463847,-0.0231795,4
24.3508,0.0,0.0211757,705.76,1.40416,658567,720.1169986724854,2411,0.885743118823,2340.23336479,-0.0233838,2
414.563,0.0,0.0177259,708.11,1.43098,661271,722.5299303531647,2414,0.848196104169,2348.32008749,-0.0275105,3
32.0496,0.0,0.0195863,714.91,1.41213,663347,724.9142611026764,2417,0.954384945333,2372.59471975,-0.0317154,3
8.35878,0.0,0.0263299,706.7,1.35855,665581,727.3088419437408,2421,0.990452406928,2348.14972315,-0.0333097,4
385.403,0.0,0.031842,706.86,1.35097,667587,729.6566932201385,2424,0.857886597514,2348.16319493,-0.0184027,3
411.622,0.0,0.0448891,712.05,1.41372,669512,732.1177558898926,2426,0.769154399633,2365.38681505,-0.0101939,2
260.509,0.0,0.0224753,715.75,1.41065,671506,734.5741891860962,2429,0.762287378311,2375.62855596,-0.0258952,3
27.1674,0.0,0.0334139,703.56,1.36707,673395,737.0616636276245,2434,0.972826357931,2337.17892457,-0.0379743,5
398.503,0.0,0.0279991,706.52,1.36112,675591,739.5477247238159,2437,0.844128653407,2347.14019286,-0.0231037,3
11.184,0.0,0.0312304,696.66,1.35189,677248,741.9536192417145,2441,0.992841119412,2315.49389268,-0.0428901,4
7.69532,0.0,0.0218974,670.66,1.35348,679310,744.288666009903,2446,0.994013161398,2233.80322706,-0.0404405,5
6.22381,0.0,0.022284,662.22,1.32093,681758,746.3682560920715,2450,0.99662890099,2209.27635125,-0.0459784,4
401.856,0.0,0.0223923,660.09,1.33629,683080,748.4942901134491,2452,0.736121803522,2202.91049193,-0.0224214,2
309.761,0.0,0.0261627,656.19,1.34988,685787,750.5951762199402,2457,0.911959931254,2191.70285617,-0.0217186,5
6.06038,0.0,0.0358966,637.08,1.33476,687748,752.6485152244568,2462,0.990402439609,2129.15888375,-0.0265321,5
11.8176,0.0,0.0281625,621.66,1.31907,689876,754.7115526199341,2467,0.991650225595,2079.80558059,-0.0361879,5
373.76,0.0,0.0272891,608.58,1.34126,691979,756.8210732936859,2471,0.892714425921,2038.65031622,-0.0151161,4
305.52,0.0,0.0258719,608.28,1.34705,693375,758.898458480835,2473,0.79203607142,2038.8601795,-0.0262639,2
535.498,0.0,0.0244231,607.48,1.32264,696053,760.9923186302185,2477,0.734075903893,2034.57961543,-0.0244661,4
583.732,0.0,0.022413,583.89,1.31767,698283,763.0268614292145,2483,0.854385375977,1956.74833591,-0.0291175,6
88.9101,0.0,0.0252083,583.36,1.32853,699785,765.0786366462708,2485,0.904905952513,1955.24045023,-0.029641,2
523.808,0.0,0.0282093,583.75,1.32436,702366,767.1482450962067,2489,0.82142136991,1954.42477574,-0.0288678,4
40.8069,0.0,0.0184739,585.53,1.34856,704014,769.2448515892029,2491,0.970207801089,1960.4455377,-0.0330142,2
375.498,0.0,0.0384946,596.34,1.33084,706155,771.3431987762451,2494,0.87180416286,1994.64486929,-0.023941,3
317.882,0.0,0.0252146,587.34,1.335,707914,773.3910064697266,2497,0.867234021425,1963.92544873,-0.0254642,3
244.533,0.0,0.0361071,591.41,1.33995,710466,775.4872152805328,2500,0.888875767589,1977.05093906,-0.0226504,3
404.109,0.0,0.0423765,598.26,1.34559,711851,777.5729835033417,2502,0.757861375809,1997.86883234,-0.0221084,2
348.946,0.0,0.026814,587.43,1.34072,714585,779.7120471000671,2507,0.880309872329,1959.79299889,-0.0283726,5
365.591,0.0,0.022968,586.42,1.3489,716600,781.8214766979218,2510,0.859702572227,1954.86222592,-0.0261974,3
210.451,0.0,0.0349327,562.51,1.35856,718598,783.9178326129913,2516,0.752035349607,1874.19284476,-0.031093,6
308.735,0.0,0.0313949,557.64,1.33536,720807,785.984454870224,2520,0.710244059563,1855.00984748,-0.0343758,4
24.5574,0.0,0.0178064,563.76,1.33554,722613,788.1086223125458,2522,0.889871127903,1875.36776813,-0.0316009,2
358.275,0.0,0.0196074,567.79,1.32419,724366,790.2504806518555,2524,0.651432365179,1887.69659088,-0.0304747,2
17.7324,0.0,0.0190605,564.68,1.33281,726543,792.4141774177551,2527,0.93697539717,1877.93766158,-0.0352484,3
16.1834,0.0,0.0285322,567.22,1.34391,728935,794.5422930717468,2531,0.988660129718,1886.26826025,-0.0351013,4
6.65225,0.0,0.0273564,560.73,1.32432,730890,796.7104661464691,2536,0.996621073689,1864.72244636,-0.0440869,5
9.27305,0.0,0.017592,561.26,1.29308,733007,798.9517910480499,2540,0.994298693724,1866.43398769,-0.0360676,4
6.03865,0.0,0.025994,560.36,1.24549,735047,801.2192423343658,2545,0.996865938883,1863.8211579,-0.0459123,5
397.442,0.0,0.0188368,566.02,1.25334,737114,803.4959743022919,2548,0.848421052098,1881.78416337,-0.0241936,3
6.31367,0.0,0.0229534,551.14,1.25053,739194,805.727639913559,2553,0.996718527284,1833.48354724,-0.0407661,5
9.74477,0.0,0.0222996,553.89,1.2328,741176,807.9743609428406,2557,0.994992643595,1841.87783608,-0.0449101,4
9.95212,0.0,0.0287282,556.27,1.21397,743375,810.2111079692841,2562,0.996328087989,1850.40891171,-0.037167,5
666.459,0.0,0.0197518,559.35,1.19164,745250,812.5263783931732,2566,0.78292760253,1858.73533112,-0.0288334,4
4.00517,0.0,0.0214827,562.24,1.19455,747472,814.9451122283936,2569,0.993989286479,1870.05928295,-0.0391494,3
6.68436,0.0,0.0214768,562.03,1.17153,749182,817.3219649791718,2572,0.955250959843,1870.48926214,-0.0294252,3
17.9128,0.0,0.0285249,564.3,1.15153,750805,819.6634259223938,2574,0.960868902504,1877.92958279,-0.027773,2
802.153,0.0,0.0401092,575.46,1.11429,753599,822.0383446216583,2577,0.639772385359,1914.83382496,-0.017951,3
6.3124,0.0,0.0251088,576.39,1.09048,754875,824.414044380188,2580,0.980898462236,1918.89320201,-0.0450136,3
168.599,0.0,0.0267901,575.0,1.09222,757285,826.8671820163727,2585,0.917772427201,1914.78644929,-0.0203656,5
124.309,0.0,0.0267425,557.25,1.06125,759739,829.2606365680695,2591,0.938240520656,1856.81147545,-0.0355879,6
25.5526,0.0,0.027157,539.43,1.05361,761556,831.7038378715515,2596,0.975313916802,1800.34122702,-0.0392257,5
201.001,0.0,0.0181892,526.62,1.02719,763513,834.1325204372406,2601,0.921387985349,1757.2939238,-0.028846,5
321.032,0.0,0.0340611,511.95,1.03258,765780,836.657299041748,2607,0.911768764257,1712.07414492,-0.0326372,6
13.0487,0.0,0.0266685,509.36,0.995774,767828,839.1323432922363,2611,0.989502856508,1707.02456058,-0.0426812,4
8.20813,0.0,0.0281771,511.85,0.937644,769499,841.5856914520264,2615,0.993682775646,1717.57729652,-0.0460783,4
8.39148,0.0,0.0363755,512.25,0.925743,772032,843.8302912712097,2620,0.996862419182,1724.09197793,-0.0408687,5
422.845,0.0,0.0540671,512.52,0.934076,773865,845.8984582424164,2622,0.759109377861,1724.33811085,-0.0205828,2
303.747,0.0,0.0233674,508.1,0.93529,776171,847.975816488266,2625,0.863165989518,1711.01877632,-0.022621,3
7.56362,0.0,0.0320699,506.02,0.865464,777791,850.0794050693512,2628,0.994945663493,1705.17266059,-0.0399557,3
414.904,0.0,0.0192128,505.5,0.854072,779485,852.180089712143,2631,0.85610614717,1702.74108448,-0.0245107,3
4.27147,0.0,0.0351996,514.22,0.83672,781556,854.2267801761627,2634,0.997476778226,1732.61707307,-0.0407648,3
256.427,0.0,0.0310396,525.3,0.827816,783420,856.3092284202576,2636,0.756474643946,1769.07444619,-0.021141,2
741.657,0.0,0.0485111,535.31,0.799809,786139,858.3916676044464,2639,0.559282839298,1798.83706928,-0.0247393,3
131.327,0.0,0.0260119,546.28,0.79575,787974,860.5228016376495,2641,0.831289738417,1834.74515226,-0.0290952,2
287.496,0.0,0.0241109,551.73,0.770774,790220,862.6329216957092,2645,0.894487202168,1851.5194162,-0.0266327,4
7.39877,0.0,0.0298687,550.27,0.729941,792141,864.6956086158752,2648,0.994132355321,1847.84788285,-0.0410913,3
394.627,0.0,0.0279183,562.93,0.707131,794141,866.7417953014374,2650,0.675359338522,1888.83390892,-0.0242436,2
406.904,0.0,0.0233452,573.76,0.691593,796570,868.8582611083984,2653,0.854480326176,1924.04021863,-0.0269832,3
354.335,0.0,0.0365785,575.11,0.70017,798687,870.9373571872711,2657,0.89591383934,1927.72056378,-0.027836,4
7.61525,0.0,0.0291531,575.05,0.698629,800206,873.0233945846558,2660,0.992552847601,1927.28137698,-0.045644,3
388.174,0.0,0.0249272,585.56,0.687912,801931,875.038813829422,2662,0.777800381184,1961.33067681,-0.0226948,2
392.548,0.0,0.0220444,593.16,0.707613,804566,877.1326916217804,2666,0.891948662698,1988.12517468,-0.0243498,4
419.224,0.0,0.0341514,595.11,0.725059,806157,879.211098909378,2668,0.756116226315,1993.42555467,-0.0179784,2
680.213,0.0,0.0293281,602.28,0.719017,808411,881.3353269100189,2671,0.622244417667,2015.12979127,-0.0236274,3
623.403,0.0,0.0350266,598.58,0.712039,810663,883.4291749000549,2674,0.544946551323,2000.59112122,-0.0234941,3
8.45108,0.0,0.0325188,581.65,0.713925,812653,885.5079770088196,2679,0.989305349998,1947.41491994,-0.0488447,5
745.829,0.0,0.033488,587.9,0.719965,814955,887.6196804046631,2682,0.591402769089,1967.10320696,-0.0237871,3
5.3741,0.0,0.0274335,593.14,0.719482,816599,889.7107012271881,2685,0.989448924549,1985.10463506,-0.0378196,3
303.82,0.0,0.0372905,600.06,0.726433,818509,891.8671491146088,2687,0.727139592171,2008.86559913,-0.0181745,2
44.4039,0.0,0.0206636,608.32,0.698941,820281,894.0076913833618,2690,0.947444904596,2035.80690255,-0.0345344,3
760.585,0.0,0.023002,629.77,0.704711,823281,896.1799190044403,2693,0.423122942448,2105.52595703,-0.0297698,3
9.94817,0.0,0.0253559,636.4,0.661037,824873,898.3230743408203,2695,0.979097513482,2127.16112423,-0.0406316,2
387.765,0.0,0.029723,645.24,0.686055,826777,900.5941941738129,2698,0.864848971367,2155.62709421,-0.025955,3
376.564,0.0,0.0300342,652.28,0.67424,828741,902.8671469688416,2701,0.862680897117,2179.68512962,-0.0294694,3
537.71,0.0,0.0270097,657.13,0.664742,831063,905.1332950592041,2705,0.744238734245,2193.37248433,-0.0330243,4
257.36,0.0,0.0209961,672.83,0.67236,833063,907.3515837192535,2707,0.373911559582,2244.84419762,-0.0330228,2
17.6002,0.0,0.0277786,681.67,0.675363,835071,909.5705707073212,2710,0.972205683589,2273.77435102,-0.0471019,3
390.662,0.0,0.043006,688.79,0.680122,837007,912.1085479259491,2712,0.781889155507,2296.51118559,-0.0219934,2
337.46,0.0,0.0405269,694.78,0.653812,839547,914.6948018074036,2716,0.875833958387,2315.14806899,-0.0274423,4
268.615,0.0,0.0322988,701.76,0.642418,841441,917.4156346321106,2718,0.744144648314,2336.73683178,-0.0261877,2
14.9347,0.0,0.0347269,704.15,0.614203,843280,920.1565434932709,2721,0.981989970431,2344.91680106,-0.0381809,3
28.0676,0.0,0.030718,686.43,0.616012,845734,922.8829956054688,2727,0.98710985668,2286.71414678,-0.0487893,6
252.949,0.0,0.0479342,684.2,0.621506,847538,925.5232043266296,2730,0.868675872684,2279.24668356,-0.0245232,3
333.372,0.0,0.0285828,684.8,0.633388,849341,927.8986284732819,2733,0.861314848065,2279.77432491,-0.0238929,3
9.4679,0.0,0.0304431,675.37,0.599801,851957,930.2358853816986,2737,0.986543789506,2250.90690567,-0.0444594,4
609.564,0.0,0.0244907,658.07,0.599995,853781,932.6173002719879,2741,0.739643931389,2192.48013794,-0.0317684,4
10.9947,0.0,0.0243895,657.11,0.596221,855555,935.0551109313965,2744,0.986367180943,2190.6648624,-0.0436438,3
387.069,0.0,0.0221494,661.22,0.609681,857294,937.5857820510864,2746,0.756007611752,2203.18306927,-0.0253991,2
762.834,0.0,0.0328984,671.53,0.629773,859294,939.9762210845947,2748,0.13646030426,2235.13808551,-0.0242491,2
634.034,0.0,0.0312793,660.68,0.613836,862114,942.4291861057281,2752,0.751891389489,2199.00848147,-0.0305826,4
387.669,0.0,0.0240915,666.32,0.606421,863866,944.8432505130768,2755,0.821459561586,2216.35771546,-0.0281374,3
725.651,0.0,0.031707,671.79,0.594793,865866,947.3355295658112,2757,0.0121855735779,2233.00227707,-0.0239635,2
697.861,0.0,0.0260471,683.2,0.647427,867866,949.5388689041138,2759,0.0834990739822,2268.63645325,-0.0240301,2
632.842,0.0,0.031594,682.31,0.646286,870162,951.5556201934814,2762,0.662759631872,2264.11082149,-0.0261023,3
247.567,0.0,0.0236981,677.19,0.666838,872285,953.5759255886078,2766,0.881738081574,2245.25413705,-0.0375982,4
601.955,0.0,0.0465009,681.28,0.685052,874285,955.5932796001434,2768,0.215420603752,2256.71411226,-0.0252481,2
83.1902,0.0,0.0272823,650.74,0.693472,876262,957.6643013954163,2775,0.964474782348,2154.91787529,-0.0425174,7
356.901,0.0,0.0252311,655.65,0.703692,878218,959.7101807594299,2779,0.862548753619,2167.46943684,-0.0341679,4
741.996,0.0,0.0285743,655.97,0.678909,880552,961.77383852005,2782,0.537448406219,2168.75239806,-0.0319668,3
32.5431,0.0,0.0366118,661.29,0.707473,881762,963.8089284896851,2784,0.955859079957,2184.97008646,-0.0406592,2
409.3,0.0,0.0203977,645.05,0.69319,884014,965.859347820282,2788,0.882662340999,2130.51174807,-0.0249244,4
320.372,0.0,0.0217414,641.76,0.709566,886457,967.9062631130219,2792,0.897965438664,2120.01349083,-0.0251172,4
147.422,0.0,0.0292907,633.51,0.702339,888224,969.9689502716064,2795,0.881064772606,2092.70310454,-0.026751,3
403.047,0.0,0.0296012,624.67,0.691327,890244,972.0316712856293,2799,0.882546186447,2063.53802635,-0.0321192,4
227.423,0.0,0.0376138,622.64,0.708624,892005,974.0559329986572,2802,0.874356269836,2057.0757553,-0.0229357,3
275.821,0.0,0.0341612,614.53,0.72567,894516,976.1044371128082,2807,0.924782089889,2032.12297188,-0.0215655,5
369.314,0.0,0.0382226,618.49,0.709672,896920,978.1398055553436,2810,0.819955691695,2044.64977443,-0.0192847,3
140.572,0.0,0.0307319,606.28,0.701139,898485,980.1878213882446,2813,0.90144725889,2002.794949,-0.0330363,3
190.275,0.0,0.0288988,606.88,0.72299,900235,982.226930141449,2816,0.733397901058,2003.0506151,-0.0329318,3
166.043,0.0,0.036472,610.13,0.720798,902919,984.2580041885376,2819,0.91404555738,2013.87564444,-0.0287526,3
12.5485,0.0,0.0350145,609.86,0.696424,904266,986.2919721603394,2821,0.98559148144,2011.84372241,-0.0471419,2
169.907,0.0,0.0255038,615.27,0.701155,906991,988.3659601211548,2826,0.954394906759,2029.39257274,-0.0323485,5
406.691,0.0,0.0245743,616.06,0.709459,909144,990.4014015197754,2830,0.78449267149,2029.88513146,-0.033272,4
18.3243,0.0,0.0358263,606.76,0.700381,910946,992.4534854888916,2834,0.982708668336,1998.81225397,-0.0508359,4
24.7541,0.0,0.0262507,609.69,0.635375,913185,994.4730219841003,2838,0.98629020527,2008.4419002,-0.0381155,4
15.9302,0.0,0.0318281,612.06,0.61962,915436,996.5233819484711,2842,0.981415022165,2018.53224561,-0.0338856,4
12.1018,0.0,0.0329641,598.79,0.631293,917173,998.5698001384735,2846,0.991235647351,1975.02889989,-0.0404913,4
7.19151,0.0,0.0238534,588.85,0.583957,919550,1000.6166365146637,2850,0.994253896177,1945.76711994,-0.0302506,4
