loss_vf_loss,EpRewMean,EpLenMean,loss_ent,EpisodesSoFar,loss_pol_entpen,TimestepsSoFar,loss_kl,EpThisIter,TimeElapsed,loss_pol_surr,ev_tdlam_before
1.20013,-16.7441125636,50.0,-0.422613,2088,0.0,104400,0.0141299,40,88.78074812889099,-0.0188043,0.791987538338
0.802413,-16.6951129328,50.0,-0.437815,2129,0.0,106450,0.010872,41,90.50716042518616,-0.0222009,0.877067260444
1.17182,-16.2857585625,50.0,-0.493441,2170,0.0,108500,0.011961,41,92.24208760261536,-0.0238947,0.835195630789
1.24291,-15.7393592596,50.0,-0.547833,2211,0.0,110550,0.0144798,41,93.97659635543823,-0.0240414,0.809768110514
0.77253,-15.6441197996,50.0,-0.574759,2252,0.0,112600,0.0121479,41,95.69770932197571,-0.0248061,0.884695462883
0.605601,-15.244604815,50.0,-0.630656,2293,0.0,114650,0.011794,41,97.42874217033386,-0.0276164,0.917048938572
0.629651,-15.4790064343,50.0,-0.707324,2334,0.0,116700,0.0229152,41,99.16286849975586,-0.0223704,0.912575699389
0.578466,-15.3109306137,50.0,-0.780919,2375,0.0,118750,0.0130922,41,100.88209819793701,-0.0290229,0.877345725894
0.461869,-15.1926936501,50.0,-0.814637,2416,0.0,120800,0.0132728,41,102.61636090278625,-0.0221691,0.912385776639
0.756951,-15.2156177862,50.0,-0.844357,2457,0.0,122850,0.0112632,41,104.34323310852051,-0.0230779,0.884676016867
0.607938,-14.9824003182,50.0,-0.878518,2498,0.0,124900,0.0119389,41,106.06557869911194,-0.024052,0.90953797102
0.461247,-14.7593796018,50.0,-0.897991,2539,0.0,126950,0.021231,41,107.78799390792847,-0.0273095,0.91801661253
0.354382,-13.9797275487,50.0,-0.93984,2580,0.0,129000,0.0261344,41,109.52245235443115,-0.0156443,0.941097892821
0.344922,-14.2129342572,50.0,-0.975029,2621,0.0,131050,0.0147736,41,111.26491498947144,-0.0265853,0.921441257
0.466388,-14.7386820316,50.0,-1.02766,2662,0.0,133100,0.0147521,41,113.03929853439331,-0.0261149,0.918354541063
0.313554,-14.8782990578,50.0,-1.04522,2703,0.0,135150,0.00978172,41,114.76700830459595,-0.0213821,0.926015019417
0.384086,-14.4316335697,50.0,-1.09936,2744,0.0,137200,0.0189686,41,116.49120450019836,-0.0184931,0.927226625383
0.273438,-14.2445207761,50.0,-1.13701,2785,0.0,139250,0.00978731,41,118.23365759849548,-0.0236728,0.93630515784
0.303241,-14.6556923075,50.0,-1.17594,2826,0.0,141300,0.015122,41,119.99921989440918,-0.0264925,0.959651432931
0.600544,-14.6144999098,50.0,-1.21528,2867,0.0,143350,0.013471,41,121.71383309364319,-0.0235266,0.884644404054
0.481888,-14.3323526901,50.0,-1.25736,2908,0.0,145400,0.0128868,41,123.44492173194885,-0.0199169,0.929029263556
0.266698,-13.9469838908,50.0,-1.2812,2949,0.0,147450,0.0133135,41,125.18230319023132,-0.0208242,0.937548030168
0.308376,-14.0324841668,50.0,-1.31887,2990,0.0,149500,0.0152626,41,126.92080330848694,-0.0181789,0.937500633299
0.209096,-14.2265320592,50.0,-1.34119,3031,0.0,151550,0.0148512,41,128.65428638458252,-0.0216207,0.96195878461
0.416922,-14.0823265915,50.0,-1.40062,3072,0.0,153600,0.0159004,41,130.3816843032837,-0.0226496,0.916230261326
0.383978,-14.101157926,50.0,-1.44317,3112,0.0,155600,0.0158808,40,132.10054731369019,-0.0181369,0.925459995866
0.201733,-13.9103542601,50.0,-1.46571,3153,0.0,157650,0.0139001,41,133.8506760597229,-0.0249878,0.94316893816
0.285794,-13.6519051445,50.0,-1.49975,3194,0.0,159700,0.0159862,41,135.5853807926178,-0.0256664,0.941032461822
0.215104,-13.4447360001,50.0,-1.55017,3235,0.0,161750,0.01631,41,137.32695388793945,-0.0256305,0.960201218724
0.268798,-13.8716819214,50.0,-1.57532,3276,0.0,163800,0.0237836,41,139.0618360042572,-0.01806,0.957939933985
0.22441,-13.7458502152,50.0,-1.62352,3317,0.0,165850,0.0161641,41,140.78172039985657,-0.0162526,0.949379686266
0.166915,-13.4925381412,50.0,-1.64068,3358,0.0,167900,0.0143264,41,142.50675654411316,-0.0269279,0.962473008782
0.227766,-13.1260708193,50.0,-1.68095,3399,0.0,169950,0.0173419,41,144.24925565719604,-0.0250487,0.933228209615
0.21623,-12.7709649936,50.0,-1.69624,3440,0.0,172000,0.0139642,41,145.97595500946045,-0.0286256,0.953618749976
0.17585,-13.1356298751,50.0,-1.73302,3481,0.0,174050,0.0168548,41,147.7107150554657,-0.0217868,0.971047028899
0.279597,-13.3752776085,50.0,-1.77478,3522,0.0,176100,0.0129067,41,149.44416308403015,-0.0205743,0.935911759734
0.267175,-13.0075207286,50.0,-1.8196,3563,0.0,178150,0.0131636,41,151.17001605033875,-0.0241043,0.94421345368
0.226489,-12.5696118012,50.0,-1.85614,3604,0.0,180200,0.0160114,41,152.92022061347961,-0.0231193,0.954251326621
0.234837,-12.1400393418,50.0,-1.90067,3645,0.0,182250,0.0284752,41,154.63875460624695,-0.00943205,0.952288996428
0.207095,-12.5678768101,50.0,-1.92798,3686,0.0,184300,0.0163348,41,156.38297605514526,-0.0269092,0.955833859742
0.185931,-12.0385860975,50.0,-1.93348,3727,0.0,186350,0.0143753,41,158.10090160369873,-0.0262923,0.944695599377
0.213879,-11.5574357349,50.0,-1.91645,3768,0.0,188400,0.0186843,41,159.8509600162506,-0.0230001,0.955973844975
0.161958,-11.8100222447,50.0,-1.93206,3809,0.0,190450,0.021658,41,161.57103514671326,-0.0222853,0.962684061378
0.214035,-12.7785711818,50.0,-1.96832,3850,0.0,192500,0.0178133,41,163.3281443119049,-0.024769,0.957954984158
0.149888,-12.2191036,50.0,-1.9887,3891,0.0,194550,0.0317558,41,165.05432510375977,-0.0135047,0.941792327911
0.139492,-12.0414624118,50.0,-2.0419,3932,0.0,196600,0.0238086,41,166.79133415222168,-0.0237661,0.974183322862
0.153226,-11.9308247513,50.0,-2.07652,3973,0.0,198650,0.0205753,41,168.52657628059387,-0.0256383,0.972469272092
0.147357,-11.7317377927,50.0,-2.07951,4014,0.0,200700,0.0245963,41,170.26008009910583,-0.0166455,0.959846265614
0.111259,-11.8950740762,50.0,-2.08749,4055,0.0,202750,0.0217037,41,171.99928188323975,-0.0270228,0.954140517861
0.192791,-12.0819671813,50.0,-2.09595,4096,0.0,204800,0.0219388,41,173.7636570930481,-0.0191048,0.954866789281
0.139211,-11.581563926,50.0,-2.14169,4136,0.0,206800,0.0229758,40,175.507315158844,-0.012478,0.969486104324
0.179746,-12.3021011323,50.0,-2.15094,4177,0.0,208850,0.0170819,41,177.2445933818817,-0.0249663,0.962030466646
0.123663,-11.7488756002,50.0,-2.17134,4218,0.0,210900,0.0156355,41,178.98345112800598,-0.0217917,0.967166598886
0.168916,-11.2235374729,50.0,-2.19193,4259,0.0,212950,0.0172337,41,180.73354530334473,-0.0207632,0.966763913631
0.158858,-11.198170798,50.0,-2.20856,4300,0.0,215000,0.0216915,41,182.46002745628357,-0.0178184,0.950345925987
0.177899,-10.9834701438,50.0,-2.23964,4341,0.0,217050,0.0156674,41,184.20253539085388,-0.0250645,0.961510438472
0.168504,-10.5889741656,50.0,-2.24544,4382,0.0,219100,0.0302997,41,185.9366958141327,-0.0207298,0.964110016823
0.106688,-11.684988819,50.0,-2.24693,4423,0.0,221150,0.0156123,41,187.68488430976868,-0.0228433,0.974106054753
0.128004,-11.9898298764,50.0,-2.25152,4464,0.0,223200,0.0242854,41,189.41162538528442,-0.0212613,0.971380205825
0.0953626,-11.8058361663,50.0,-2.26408,4505,0.0,225250,0.0136107,41,191.17869424819946,-0.0188332,0.975144211203
0.169973,-11.9054645519,50.0,-2.29797,4546,0.0,227300,0.0176853,41,192.91285276412964,-0.0142816,0.971395105124
0.092515,-11.7291872095,50.0,-2.30769,4587,0.0,229350,0.0231688,41,194.64916062355042,-0.0310443,0.979491868988
0.15315,-11.2272958093,50.0,-2.32708,4628,0.0,231400,0.0243271,41,196.37499570846558,-0.0251747,0.971109956503
0.107859,-11.3424419819,50.0,-2.35147,4669,0.0,233450,0.0181987,41,198.13240098953247,-0.0214183,0.976489698514
0.115828,-11.6971112642,50.0,-2.38455,4710,0.0,235500,0.0196188,41,199.86678051948547,-0.023458,0.972534991801
0.211561,-11.6070288884,50.0,-2.40165,4751,0.0,237550,0.0203453,41,201.60432267189026,-0.0212662,0.965774867684
0.207522,-11.6845708493,50.0,-2.41656,4792,0.0,239600,0.0284269,41,203.33537125587463,-0.0179524,0.969314236194
0.0935628,-11.9284248555,50.0,-2.43199,4833,0.0,241650,0.0236504,41,205.0695288181305,-0.0174062,0.979831112549
0.128885,-11.939121245,50.0,-2.43569,4874,0.0,243700,0.0234174,41,206.80370211601257,-0.0211984,0.977143902332
0.116728,-11.4056785839,50.0,-2.45975,4915,0.0,245750,0.0341563,41,208.56940984725952,-0.0242941,0.968941152096
0.152633,-10.8268905993,50.0,-2.49586,4956,0.0,247800,0.057195,41,210.29623532295227,0.00352707,0.96440814808
0.139272,-10.5594878678,50.0,-2.50958,4997,0.0,249850,0.0184522,41,212.03041696548462,-0.024274,0.975383343175
0.0795136,-10.4592047494,50.0,-2.51233,5038,0.0,251900,0.0215799,41,213.76423001289368,-0.0241428,0.974730765447
0.0858078,-11.4427436142,50.0,-2.57073,5079,0.0,253950,0.029603,41,215.49133920669556,-0.0268534,0.981841588393
0.0793427,-12.0803318276,50.0,-2.57737,5120,0.0,256000,0.0302196,41,217.22551131248474,-0.0113696,0.983735218644
0.128646,-11.2151666301,50.0,-2.54773,5160,0.0,258000,0.0185697,40,218.952561378479,-0.0199531,0.966760776937
0.103359,-10.5248816353,50.0,-2.59737,5201,0.0,260050,0.032912,41,220.7027907371521,-0.0276042,0.962042238563
0.103371,-11.0648540742,50.0,-2.59126,5242,0.0,262100,0.0176199,41,222.4296669960022,-0.0200682,0.98338323459
0.0926658,-10.536697676,50.0,-2.58839,5283,0.0,264150,0.0192536,41,224.17117071151733,-0.019842,0.976511789486
0.0941376,-11.1579020596,50.0,-2.62932,5324,0.0,266200,0.0315252,41,225.90532183647156,-0.0131053,0.98237416707
0.0839268,-10.2529346619,50.0,-2.63227,5365,0.0,268250,0.0204288,41,227.65364933013916,-0.0236842,0.9659589082
0.0617599,-10.4301762719,50.0,-2.6377,5406,0.0,270300,0.0186609,41,229.39415788650513,-0.0211929,0.979751596227
0.109126,-10.1774478623,50.0,-2.64004,5447,0.0,272350,0.0325598,41,231.13187289237976,-0.00742241,0.973539087921
0.0671155,-11.1586578301,50.0,-2.63902,5488,0.0,274400,0.0285156,41,232.85199689865112,-0.012862,0.976465832442
0.119484,-10.6666279718,50.0,-2.656,5529,0.0,276450,0.0259125,41,234.60315227508545,-0.0155605,0.942348971963
0.108988,-9.81738236637,50.0,-2.66035,5570,0.0,278500,0.0227094,41,236.34087705612183,-0.0143062,0.968532189727
0.100604,-10.0744179858,50.0,-2.66223,5611,0.0,280550,0.0206852,41,238.07730793952942,-0.0185075,0.975341897458
0.0904776,-9.90034027631,50.0,-2.71465,5652,0.0,282600,0.0315643,41,239.81237149238586,-0.0162715,0.981695832685
0.099168,-10.0638752905,50.0,-2.75168,5693,0.0,284650,0.0365145,41,241.5538351535797,-0.00964884,0.969893312082
0.0900258,-10.188948477,50.0,-2.74745,5734,0.0,286700,0.0388436,41,243.29627585411072,-0.00808247,0.980770001188
0.130707,-10.5492649152,50.0,-2.75235,5775,0.0,288750,0.0277426,41,245.03102445602417,-0.0143808,0.969874989241
0.126577,-9.96393493805,50.0,-2.77088,5816,0.0,290800,0.0195696,41,246.76663041114807,-0.0219271,0.965986479074
0.0923356,-9.9684979503,50.0,-2.76968,5857,0.0,292850,0.0310526,41,248.506676197052,-0.0238924,0.971689712256
0.0831448,-9.49276629391,50.0,-2.80342,5898,0.0,294900,0.0298554,41,250.24813795089722,-0.0182279,0.972090549767
0.0695346,-10.2962763146,50.0,-2.83452,5939,0.0,296950,0.0299553,41,251.98426270484924,-0.0183758,0.981938144192
0.101076,-10.3814373575,50.0,-2.86384,5980,0.0,299000,0.01929,41,253.7264428138733,-0.0204811,0.981302803382
0.0914728,-10.1748474367,50.0,-2.87364,6021,0.0,301050,0.0343795,41,255.45995140075684,-0.0167676,0.973576817662
0.0956236,-10.6104931275,50.0,-2.90516,6062,0.0,303100,0.0400288,41,257.2024257183075,-0.0114141,0.971780862659
0.0770895,-10.5993663107,50.0,-2.89825,6103,0.0,305150,0.0350882,41,258.9371542930603,-0.0266075,0.979310387745
0.164817,-10.943464899,50.0,-2.90344,6144,0.0,307200,0.0425721,41,260.67202615737915,-0.0100625,0.955560144037
0.11409,-9.99309147796,50.0,-2.90688,6184,0.0,309200,0.0222363,40,262.4284873008728,-0.0191747,0.971958057955
0.0591146,-9.81635732882,50.0,-2.91326,6225,0.0,311250,0.0288232,41,264.16929864883423,-0.0314487,0.986826395616
0.0618823,-10.469642296,50.0,-2.90862,6266,0.0,313300,0.0336105,41,265.90544962882996,-0.0121448,0.988004638813
0.0696375,-11.2502219975,50.0,-2.92538,6307,0.0,315350,0.0525018,41,267.6398539543152,-0.0126218,0.98168309778
0.0786589,-10.4420068457,50.0,-2.90949,6348,0.0,317400,0.0279472,41,269.36688113212585,-0.0177168,0.96349413693
0.058991,-9.85170557723,50.0,-2.92086,6389,0.0,319450,0.0219331,41,271.1198272705078,-0.0273376,0.981875007972
0.0838667,-9.88178280828,50.0,-2.92954,6430,0.0,321500,0.030587,41,272.84270787239075,-0.0181677,0.982203094289
0.0761311,-10.0953617162,50.0,-2.95609,6471,0.0,323550,0.0259036,41,274.577876329422,-0.0223475,0.977377930656
0.0709984,-9.84781723324,50.0,-2.95611,6512,0.0,325600,0.0365978,41,276.28874468803406,-0.00764761,0.972014602274
0.129798,-9.02483715767,50.0,-3.01912,6553,0.0,327650,0.0260543,41,278.03797674179077,-0.0298653,0.974451720715
0.0835521,-8.59186832151,50.0,-3.01469,6594,0.0,329700,0.0255854,41,279.7568287849426,-0.0240772,0.973366279155
0.0535174,-9.77455090549,50.0,-3.0177,6635,0.0,331750,0.026855,41,281.50667572021484,-0.017827,0.987986613065
0.0789708,-10.0500805627,50.0,-3.04615,6676,0.0,333800,0.0339929,41,283.2346444129944,-0.0164303,0.98064186424
0.0606973,-9.44630360196,50.0,-3.03355,6717,0.0,335850,0.0239242,41,284.9756028652191,-0.0203584,0.97922779806
0.0949333,-9.72310634593,50.0,-3.0612,6758,0.0,337900,0.0278151,41,286.6941828727722,-0.0176252,0.981599632651
0.0691778,-10.3039120963,50.0,-3.07091,6799,0.0,339950,0.0424016,41,288.44443225860596,-0.0233697,0.985376639292
0.117921,-9.88764549456,50.0,-3.08779,6840,0.0,342000,0.0343883,41,290.17231464385986,-0.0257974,0.953514579684
0.0865998,-9.52028670213,50.0,-3.11151,6881,0.0,344050,0.0276914,41,291.92193269729614,-0.00848494,0.961481269449
0.0838211,-8.76841734129,50.0,-3.09991,6922,0.0,346100,0.0318411,41,293.6634032726288,-0.0161897,0.968130540103
0.106609,-9.15568221553,50.0,-3.12822,6963,0.0,348150,0.0289167,41,295.4056165218353,-0.0183654,0.951547145844
0.0655708,-8.86088095297,50.0,-3.12813,7004,0.0,350200,0.02292,41,297.1538338661194,-0.0200979,0.96434237808
0.0655188,-8.90779846847,50.0,-3.13002,7045,0.0,352250,0.050589,41,298.8979070186615,0.00102641,0.979758357629
0.0784554,-8.6809851345,50.0,-3.14487,7086,0.0,354300,0.0296945,41,300.63169741630554,-0.0143454,0.977584181353
0.0607471,-9.0445181401,50.0,-3.13848,7127,0.0,356350,0.0379541,41,302.38195419311523,-0.0187261,0.972416348755
0.0774969,-8.99735791592,50.0,-3.15446,7168,0.0,358400,0.0351644,41,304.11650109291077,-0.00970918,0.982413718477
0.0759213,-9.06104253929,50.0,-3.16552,7208,0.0,360400,0.0677631,40,305.8507215976715,-0.00358477,0.980456620455
0.0501125,-9.7482633991,50.0,-3.17434,7249,0.0,362450,0.0392516,41,307.5934042930603,-0.0240761,0.987146820873
0.0805798,-10.5115565997,50.0,-3.16475,7290,0.0,364500,0.0387202,41,309.3360917568207,-0.0266233,0.980069961399
0.0660905,-10.5213349674,50.0,-3.1684,7331,0.0,366550,0.051864,41,311.0691587924957,-0.0257728,0.975901449099
0.0729199,-8.77160616423,50.0,-3.18959,7372,0.0,368600,0.0167865,41,312.8034224510193,-0.0233132,0.97528796643
0.05483,-9.08153213547,50.0,-3.20608,7413,0.0,370650,0.0279327,41,314.5385444164276,-0.0211858,0.988588771783
0.0637692,-9.09273801636,50.0,-3.21814,7454,0.0,372700,0.0327381,41,316.24976658821106,-0.0205842,0.978894419968
0.0635161,-8.56768862155,50.0,-3.23956,7495,0.0,374750,0.0300482,41,317.9824891090393,-0.0193837,0.967027183622
0.0461184,-8.48564525868,50.0,-3.23737,7536,0.0,376800,0.0254229,41,319.7334723472595,-0.0277291,0.986140212044
0.0472726,-9.05441420519,50.0,-3.2726,7577,0.0,378850,0.0262913,41,321.4604871273041,-0.0276747,0.986260137521
0.0690569,-9.77205850712,50.0,-3.27894,7618,0.0,380900,0.0452945,41,323.19411969184875,-0.0178301,0.979561977088
0.0885964,-10.7055543417,50.0,-3.29455,7659,0.0,382950,0.0283653,41,324.9337959289551,-0.0177744,0.983457632363
0.0729584,-10.5667173356,50.0,-3.29459,7700,0.0,385000,0.0364793,41,326.6631917953491,-0.0174609,0.987423417158
0.0624693,-10.1675673099,50.0,-3.28936,7741,0.0,387050,0.0457555,41,328.40567541122437,-0.00229591,0.988698424771
0.0779257,-9.80092029296,50.0,-3.28293,7782,0.0,389100,0.0400275,41,330.1319613456726,-0.017238,0.980141878128
0.0558874,-9.9062682666,50.0,-3.31133,7823,0.0,391150,0.0377071,41,331.86649322509766,-0.0238763,0.977750340477
0.0589501,-10.3729682223,50.0,-3.3087,7864,0.0,393200,0.052861,41,333.6011428833008,-0.0178192,0.987061926164
0.0656686,-10.3702736876,50.0,-3.30904,7905,0.0,395250,0.0499198,41,335.32798981666565,-0.0181968,0.981241323054
0.0614158,-10.3316672099,50.0,-3.32659,7946,0.0,397300,0.0292624,41,337.05013251304626,-0.0224322,0.977922204882
0.0657687,-8.67064006165,50.0,-3.36681,7987,0.0,399350,0.0259871,41,338.8071451187134,-0.0260308,0.978322649375
0.0722248,-8.6999618475,50.0,-3.36979,8028,0.0,401400,0.0374817,41,340.53099942207336,-0.0288685,0.978258330375
0.0749015,-8.92229496356,50.0,-3.37106,8069,0.0,403450,0.037239,41,342.2573845386505,-0.0113203,0.978113804013
0.0879995,-9.55377416693,50.0,-3.38825,8110,0.0,405500,0.0379266,41,343.9784166812897,-0.0230221,0.975506477058
0.073333,-9.9323140206,50.0,-3.38691,8151,0.0,407550,0.0342377,41,345.71759128570557,-0.0287246,0.978497581556
0.0611726,-10.0505379802,50.0,-3.40643,8192,0.0,409600,0.0509916,41,347.44468688964844,0.0101052,0.987076472491
0.0552467,-9.56987314052,50.0,-3.38224,8232,0.0,411600,0.0364813,40,349.1940886974335,-0.0200252,0.98078443855
0.0675951,-9.45679056955,50.0,-3.38295,8273,0.0,413650,0.0355205,41,350.90962839126587,-0.0285912,0.981852144003
0.0670471,-9.8099848747,50.0,-3.37124,8314,0.0,415700,0.0279679,41,352.6746664047241,-0.0250227,0.987006924115
0.0710792,-9.92053809811,50.0,-3.37408,8355,0.0,417750,0.0408226,41,354.4021906852722,-0.0180799,0.974900236353
0.0487198,-8.94253078667,50.0,-3.40614,8396,0.0,419800,0.0317263,41,356.1404767036438,-0.0254542,0.974229509011
0.0587617,-7.81373090773,50.0,-3.42263,8437,0.0,421850,0.027837,41,357.86664724349976,-0.0210642,0.965014521033
0.0614562,-7.895355454,50.0,-3.43691,8478,0.0,423900,0.0596284,41,359.6012592315674,-0.0192673,0.983253534883
0.104342,-9.51935490835,50.0,-3.41864,8519,0.0,425950,0.0280202,41,361.3593542575836,-0.0200492,0.98041122593
0.0723207,-11.1476279213,50.0,-3.42228,8560,0.0,428000,0.0463184,41,363.10117197036743,-0.0195869,0.985516003333
0.057578,-10.768535292,50.0,-3.42916,8601,0.0,430050,0.0231325,41,364.8221814632416,-0.0270935,0.984914425761
0.0883337,-9.58083623804,50.0,-3.42076,8642,0.0,432100,0.038631,41,366.5772874355316,-0.00830606,0.984115820378
0.0652489,-9.23513387331,50.0,-3.40484,8683,0.0,434150,0.0373929,41,368.303697347641,-0.0204414,0.973664833233
0.075974,-9.62448389737,50.0,-3.40763,8724,0.0,436200,0.0407062,41,370.0538148880005,-0.0225119,0.983366448432
0.0777127,-10.6347402894,50.0,-3.40552,8765,0.0,438250,0.618296,41,371.7884030342102,0.0138408,0.983184216544
0.0969396,-10.4956195786,50.0,-3.40816,8806,0.0,440300,0.0373188,41,373.52288031578064,-0.0183292,0.933838292956
0.106971,-9.93735490601,50.0,-3.40124,8847,0.0,442350,0.0276104,41,375.24972009658813,-0.0188817,0.974432079121
0.0955352,-10.1942170985,50.0,-3.40582,8888,0.0,444400,0.0355272,41,376.9842607975006,-0.0175302,0.98263021186
0.0738709,-9.90382360174,50.0,-3.40917,8929,0.0,446450,0.0209954,41,378.7097544670105,-0.0282852,0.98428183049
