loss_vf_loss,EpRewMean,EpLenMean,loss_ent,EpisodesSoFar,loss_pol_entpen,TimestepsSoFar,loss_kl,EpThisIter,TimeElapsed,loss_pol_surr,ev_tdlam_before
0.103292,-9.59748951799,50.0,-3.42926,8970,0.0,448500,0.0309295,41,380.4449987411499,-0.0143846,0.976051829755
0.0791081,-9.61386890025,50.0,-3.41537,9011,0.0,450550,0.0301973,41,382.18747448921204,-0.0252688,0.984340649098
0.0818535,-9.11012470504,50.0,-3.42093,9052,0.0,452600,0.0253225,41,383.90743947029114,-0.0125892,0.982948271558
0.0864213,-9.62526264087,50.0,-3.43136,9093,0.0,454650,0.0330062,41,385.64772963523865,-0.0135954,0.98710792698
0.085284,-9.88377727636,50.0,-3.45317,9134,0.0,456700,0.0291755,41,387.3901925086975,-0.0182809,0.988323329017
0.0922611,-10.9237276527,50.0,-3.45555,9175,0.0,458750,0.0260189,41,389.12369871139526,-0.0233872,0.985562162474
0.0546423,-10.1341595248,50.0,-3.4419,9216,0.0,460800,0.026513,41,390.8435604572296,-0.0273742,0.984570338391
0.0969133,-9.8265238449,50.0,-3.45478,9256,0.0,462800,0.0270611,40,392.5780305862427,-0.0214121,0.984759052284
0.0838354,-9.7160158828,50.0,-3.47054,9297,0.0,464850,0.0302564,41,394.3072307109833,-0.0241772,0.981407048181
0.106742,-9.47290420367,50.0,-3.4754,9338,0.0,466900,0.0312156,41,396.046457529068,-0.015775,0.984586630948
0.0953808,-9.68051733482,50.0,-3.47942,9379,0.0,468950,0.0303681,41,397.7653856277466,-0.0209385,0.979437142611
0.0631755,-8.72942953157,50.0,-3.4958,9420,0.0,471000,0.0394895,41,399.5073220729828,-0.0191042,0.987663662061
0.0595459,-8.55700661863,50.0,-3.48369,9461,0.0,473050,0.041645,41,401.2329123020172,-0.0203946,0.986158685759
0.0632217,-9.09150074893,50.0,-3.48501,9502,0.0,475100,0.0671038,41,402.97536969184875,-0.00454982,0.971477372572
0.0664791,-9.12052214654,50.0,-3.49218,9543,0.0,477150,0.0447911,41,404.6948733329773,-0.0176217,0.981622712687
0.0674409,-9.14991001694,50.0,-3.49089,9584,0.0,479200,0.03744,41,406.4447159767151,-0.0174819,0.98783782497
0.0632423,-10.0697472585,50.0,-3.51515,9625,0.0,481250,0.0438492,41,408.1635308265686,-0.0130068,0.988784899935
0.0632378,-10.1186830565,50.0,-3.51116,9666,0.0,483300,0.0443406,41,409.9154624938965,-0.0151074,0.986406399868
0.0690334,-10.2861218111,50.0,-3.50315,9707,0.0,485350,0.0405383,41,411.6352105140686,-0.0131498,0.988310165703
0.0522593,-9.73786459654,50.0,-3.51937,9748,0.0,487400,0.0592774,41,413.38145899772644,-0.0134205,0.982389951125
0.0403541,-9.31056483662,50.0,-3.48566,9789,0.0,489450,0.0411908,41,415.10107254981995,-0.0201258,0.987558561377
0.0572792,-9.78359211889,50.0,-3.49818,9830,0.0,491500,0.0445445,41,416.869686126709,-0.0167434,0.990032575093
0.0491003,-10.4413413956,50.0,-3.50044,9871,0.0,493550,0.0426684,41,418.5935139656067,-0.018736,0.990517273545
0.0542971,-9.5406853198,50.0,-3.501,9912,0.0,495600,0.0351699,41,420.3358693122864,-0.0220501,0.984831956215
0.0634482,-9.15996884147,50.0,-3.53687,9953,0.0,497650,0.042944,41,422.08590817451477,-0.00190885,0.978000452742
0.0575125,-8.5854632831,50.0,-3.52293,9994,0.0,499700,0.0376118,41,423.83510661125183,-0.0210368,0.98135423474
0.0465727,-9.15103556555,50.0,-3.54732,10035,0.0,501750,0.0301144,41,425.5539674758911,-0.0275354,0.987015908584
0.0761132,-9.46710014869,50.0,-3.57051,10076,0.0,503800,0.0307313,41,427.3120872974396,-0.0258372,0.981420878321
0.0527359,-9.65386278127,50.0,-3.55005,10117,0.0,505850,0.0433368,41,429.0465943813324,-0.017987,0.984735549428
0.0628188,-9.72911495344,50.0,-3.53385,10158,0.0,507900,0.0688992,41,430.7966465950012,-0.000672061,0.989255960099
0.0909415,-9.24541643258,50.0,-3.54299,10199,0.0,509950,0.0482002,41,432.52309560775757,-0.0249154,0.976348286495
0.0512856,-8.60466637368,50.0,-3.57097,10240,0.0,512000,0.0351728,41,434.26059341430664,-0.018458,0.985129931942
0.0890505,-8.47347244595,50.0,-3.56503,10280,0.0,514000,0.0428919,40,435.98329043388367,-0.00453651,0.976300720125
0.0603108,-9.26061923713,50.0,-3.56096,10321,0.0,516050,0.044809,41,437.7338013648987,-0.00753628,0.986238654703
0.0835091,-9.42472572906,50.0,-3.60318,10362,0.0,518100,0.0437189,41,439.4599494934082,-0.0106473,0.975763859227
0.0512338,-10.2863544202,50.0,-3.63716,10403,0.0,520150,0.0427241,41,441.2014319896698,-0.0143547,0.985212615691
0.0680793,-10.4049084442,50.0,-3.63999,10444,0.0,522200,0.0362029,41,442.936909198761,-0.0221965,0.987108757719
0.0584972,-10.7721340122,50.0,-3.6331,10485,0.0,524250,0.0614732,41,444.65629529953003,-0.00382154,0.990029961802
0.0409174,-9.86944183862,50.0,-3.60977,10526,0.0,526300,0.0412647,41,446.38475918769836,-0.0193855,0.986298879609
0.050246,-8.76945565741,50.0,-3.59676,10567,0.0,528350,0.030153,41,448.12492966651917,-0.0261734,0.984187575057
0.0433048,-8.69261579817,50.0,-3.59977,10608,0.0,530400,0.0249773,41,449.86679005622864,-0.0211386,0.986983897164
0.0460792,-9.08359994039,50.0,-3.60448,10649,0.0,532450,0.0320502,41,451.58780121803284,-0.0192808,0.986571630463
0.062736,-9.33425848793,50.0,-3.61534,10690,0.0,534500,0.0362597,41,453.31954526901245,-0.0212627,0.985323222354
0.0481909,-9.72922001218,50.0,-3.6238,10731,0.0,536550,0.0306286,41,455.0380427837372,-0.0303824,0.98445682507
0.0564339,-9.78281871865,50.0,-3.60289,10772,0.0,538600,0.0562134,41,456.7723937034607,-0.0081786,0.98503055051
0.0745019,-9.25355786585,50.0,-3.57566,10813,0.0,540650,0.0450998,41,458.4918203353882,-0.0134835,0.981120988727
0.087999,-10.2757856404,50.0,-3.58091,10854,0.0,542700,0.0291483,41,460.23430728912354,-0.0232446,0.988647772931
0.0869965,-10.1323050104,50.0,-3.59912,10895,0.0,544750,0.0416826,41,461.96119689941406,-0.0138899,0.982798088342
0.063248,-9.45977150388,50.0,-3.63634,10936,0.0,546800,0.0457033,41,463.6946725845337,-0.0106727,0.982824699953
0.0594294,-8.88804220773,50.0,-3.63452,10977,0.0,548850,0.0460063,41,465.4291162490845,-0.0139826,0.983616523445
0.0498365,-8.59057278722,50.0,-3.64357,11018,0.0,550900,0.0341458,41,467.1559739112854,-0.0286212,0.988912841305
0.0511307,-8.64970915838,50.0,-3.66891,11059,0.0,552950,0.0316266,41,468.8853566646576,-0.0165425,0.989889645949
0.0504494,-9.15476626638,50.0,-3.69655,11100,0.0,555000,0.0584508,41,470.6248228549957,-0.0189915,0.99007816799
0.0706687,-9.52914538955,50.0,-3.69681,11141,0.0,557050,0.0437736,41,472.35538053512573,-0.0147747,0.983484067023
0.0481055,-8.52798354367,50.0,-3.68511,11182,0.0,559100,0.0428941,41,474.10652899742126,-0.00802832,0.986225813627
0.0707933,-8.52618878874,50.0,-3.68652,11223,0.0,561150,0.0492421,41,475.8437006473541,-0.00893765,0.98317958042
0.051878,-8.33393689085,50.0,-3.68404,11264,0.0,563200,0.0426925,41,477.5848319530487,-0.017306,0.989442099817
0.0598622,-8.43951526096,50.0,-3.6766,11304,0.0,565200,0.0310637,40,479.31165409088135,-0.0252365,0.988066128455
0.0462887,-8.44072520289,50.0,-3.69042,11345,0.0,567250,0.0311041,41,481.06176376342773,-0.0128156,0.988239821978
0.0694898,-8.32723199466,50.0,-3.72815,11386,0.0,569300,0.0550462,41,482.7805721759796,-0.0169502,0.988928772509
0.0541492,-9.12536751144,50.0,-3.74971,11427,0.0,571350,0.0377982,41,484.54638385772705,-0.0290209,0.990256332792
0.0531076,-8.7531909205,50.0,-3.7749,11468,0.0,573400,0.0405476,41,486.2850799560547,-0.0139178,0.981709834188
0.0608332,-8.53454844747,50.0,-3.75114,11509,0.0,575450,0.0505039,41,488.0185160636902,-0.00764051,0.979560784996
0.0549348,-8.49786184346,50.0,-3.73464,11550,0.0,577500,0.0371223,41,489.75729298591614,-0.017111,0.987857945263
0.110522,-9.17690529743,50.0,-3.71979,11591,0.0,579550,0.0376925,41,491.4918463230133,-0.0240261,0.984499735758
0.0515022,-9.59818282569,50.0,-3.69395,11632,0.0,581600,0.0340057,41,493.218710899353,-0.0229845,0.985838423483
0.0687593,-10.5709884014,50.0,-3.69509,11673,0.0,583650,0.053372,41,494.97612476348877,0.00528198,0.984800345264
0.056052,-9.79180973081,50.0,-3.72623,11714,0.0,585700,0.0345099,41,496.7030212879181,-0.0240068,0.986527259462
0.0624496,-9.11010652832,50.0,-3.73469,11755,0.0,587750,0.0312226,41,498.45971870422363,-0.0249749,0.980548771098
0.0693081,-8.57793199743,50.0,-3.73151,11796,0.0,589800,0.0451922,41,500.18554759025574,-0.0137719,0.985534635372
0.0763945,-8.40744209146,50.0,-3.73414,11837,0.0,591850,0.0310839,41,501.90621876716614,-0.0152623,0.988236983307
0.0731971,-8.36008075241,50.0,-3.75922,11878,0.0,593900,0.0398202,41,503.64765763282776,-0.0193277,0.985708260909
0.045487,-8.80756079604,50.0,-3.74182,11919,0.0,595950,0.110981,41,505.3748936653137,-0.0175821,0.989038121887
0.0993964,-9.04102511469,50.0,-3.74153,11960,0.0,598000,0.0560929,41,507.11628341674805,-0.00303482,0.981989942491
0.0710636,-8.11927977234,50.0,-3.74459,12001,0.0,600050,0.0451495,41,508.85039138793945,-0.000188097,0.977412084118
0.0417552,-7.5573203092,50.0,-3.74792,12042,0.0,602100,0.0410169,41,510.5690588951111,-0.0138861,0.986880947836
0.041937,-8.04087599279,50.0,-3.75686,12083,0.0,604150,0.0424611,41,512.3047094345093,-0.012654,0.980852909386
0.0467047,-7.83400765788,50.0,-3.7764,12124,0.0,606200,0.035024,41,514.0382330417633,-0.00256915,0.975704723969
0.0451028,-7.97406252331,50.0,-3.77247,12165,0.0,608250,0.052491,41,515.7570977210999,-0.00694786,0.98597727064
0.0557825,-8.17270724818,50.0,-3.79086,12206,0.0,610300,0.0373999,41,517.4916007518768,-0.0129522,0.977344758809
0.0673201,-8.39350768486,50.0,-3.79799,12247,0.0,612350,0.0600794,41,519.2184543609619,-0.00248753,0.977512307465
0.063628,-8.23564827696,50.0,-3.78797,12288,0.0,614400,0.0458252,41,520.9519765377045,-0.0175592,0.974836206064
0.053902,-7.7756422534,50.0,-3.77813,12328,0.0,616400,0.0350086,40,522.6717801094055,-0.0279578,0.981618322432
0.0557146,-7.78869653736,50.0,-3.7815,12369,0.0,618450,0.0307495,41,524.4293134212494,-0.0183708,0.985446368344
0.0542736,-7.9174911686,50.0,-3.77296,12410,0.0,620500,0.0362025,41,526.1561617851257,-0.0196107,0.987712985836
0.0540163,-8.9557190807,50.0,-3.78238,12451,0.0,622550,0.0470007,41,527.9058628082275,-0.0208081,0.981761932373
0.0882552,-9.71993481231,50.0,-3.76812,12492,0.0,624600,0.0285592,41,529.6243839263916,-0.0148005,0.989600223489
0.085013,-10.0210123357,50.0,-3.77459,12533,0.0,626650,0.0469511,41,531.3837037086487,-0.00989787,0.986160323955
0.074948,-9.76562432814,50.0,-3.77064,12574,0.0,628700,0.0384217,41,533.1184406280518,-0.0217805,0.980799568817
0.115522,-8.6241573735,50.0,-3.79273,12615,0.0,630750,0.0307973,41,534.8537540435791,-0.0212686,0.981780610979
0.0518995,-8.64652979875,50.0,-3.79276,12656,0.0,632800,0.049242,41,536.576637506485,-0.0173481,0.980702344328
0.0748757,-8.44464523916,50.0,-3.80556,12697,0.0,634850,0.0363202,41,538.3196620941162,-0.0222481,0.985095571727
0.0563859,-8.40216583334,50.0,-3.7854,12738,0.0,636900,0.0514872,41,540.0395510196686,0.00476625,0.98069781065
0.0617353,-7.86649706673,50.0,-3.79392,12779,0.0,638950,0.0526171,41,541.773743391037,-0.0026882,0.960046637803
0.0622706,-8.2072024,50.0,-3.785,12820,0.0,641000,0.0362982,41,543.5071752071381,-0.0152492,0.985437032767
0.0611448,-9.06164513097,50.0,-3.79456,12861,0.0,643050,0.0554501,41,545.2486610412598,-0.0144402,0.986089603975
0.0425297,-9.38714820983,50.0,-3.80283,12902,0.0,645100,0.0355305,41,546.9842131137848,-0.0265921,0.98912933562
0.0596962,-9.41900715917,50.0,-3.80209,12943,0.0,647150,0.0531303,41,548.7127962112427,-0.0106323,0.979305142537
0.0637865,-8.58228291564,50.0,-3.78078,12984,0.0,649200,0.0535914,41,550.4448175430298,-0.0104256,0.961023792624
0.0429623,-8.42042694372,50.0,-3.79011,13025,0.0,651250,0.0306779,41,552.1793696880341,-0.0289945,0.986135747284
0.0561027,-7.97369580448,50.0,-3.7877,13066,0.0,653300,0.0346704,41,553.9128305912018,-0.0215228,0.979120822623
0.0306406,-9.17802899168,50.0,-3.77238,13107,0.0,655350,0.0760623,41,555.6639685630798,-0.01079,0.987153013237
0.0341546,-8.92440504825,50.0,-3.80988,13148,0.0,657400,0.0547021,41,557.3897950649261,-0.0188724,0.990074762143
0.0704728,-9.15606695648,50.0,-3.80181,13189,0.0,659450,0.0589742,41,559.1379787921906,2.08335e-05,0.98560803663
0.0547094,-9.21904125058,50.0,-3.83267,13230,0.0,661500,0.0541039,41,560.8621175289154,0.00188167,0.985405906104
0.0525199,-9.06661778148,50.0,-3.84165,13271,0.0,663550,0.0263217,41,562.6016314029694,-0.0260984,0.98322009109
0.0423735,-8.49621238793,50.0,-3.83503,13312,0.0,665600,0.0255544,41,564.3418548107147,-0.0186111,0.982778422534
0.0398647,-8.12555795092,50.0,-3.8578,13352,0.0,667600,0.037954,40,566.0780518054962,-0.0245364,0.983659768477
0.0446093,-8.23332694448,50.0,-3.86292,13393,0.0,669650,0.0815131,41,567.8196837902069,-0.00993937,0.983868444338
0.0918984,-8.65191048644,50.0,-3.88428,13434,0.0,671700,0.0371331,41,569.5698080062866,-0.0201049,0.984628604725
0.0291351,-8.62721691911,50.0,-3.87556,13475,0.0,673750,0.0507524,41,571.2966475486755,-0.0173314,0.987671927549
0.0475948,-8.19152374994,50.0,-3.84889,13516,0.0,675800,0.0341756,41,573.0154786109924,-0.0144913,0.98621371761
0.0332829,-7.8501516807,50.0,-3.85229,13557,0.0,677850,0.0313582,41,574.7573647499084,-0.0214565,0.989925831556
0.048804,-8.58454904964,50.0,-3.85519,13598,0.0,679900,0.0531648,41,576.4914853572845,-0.0176602,0.989808323793
0.039347,-8.63399404225,50.0,-3.84834,13639,0.0,681950,0.0720285,41,578.2260129451752,0.0109988,0.992134472355
0.0397235,-8.37603959367,50.0,-3.84097,13680,0.0,684000,0.0363129,41,579.9604325294495,-0.0232607,0.988758995198
0.0713954,-7.80640186716,50.0,-3.83456,13721,0.0,686050,0.0360511,41,581.6949265003204,-0.0189149,0.978267099708
0.0639269,-8.82616033406,50.0,-3.8834,13762,0.0,688100,0.0472443,41,583.4284133911133,-0.0188607,0.986980108544
0.0395818,-8.81567850037,50.0,-3.90063,13803,0.0,690150,0.0476699,41,585.1502001285553,-0.021111,0.988416722976
0.029296,-9.17205646909,50.0,-3.94642,13844,0.0,692200,0.0483388,41,586.8816759586334,-0.027106,0.988364337012
0.0443676,-8.73271846706,50.0,-3.93946,13885,0.0,694250,0.0953812,41,588.6166024208069,0.00736338,0.980157483369
0.0581258,-8.85738024845,50.0,-3.93818,13926,0.0,696300,0.0589095,41,590.3434534072876,0.00117574,0.986241440289
0.0411089,-8.56095802752,50.0,-3.96011,13967,0.0,698350,0.0416498,41,592.094309091568,-0.0172508,0.985466165468
0.0482854,-8.90700360421,50.0,-3.95774,14008,0.0,700400,0.0482932,41,593.8165745735168,-0.020129,0.981645591557
0.0566411,-8.75043092478,50.0,-3.94845,14049,0.0,702450,0.0457194,41,595.5597298145294,-0.0112829,0.985903239809
0.0340531,-8.51786611032,50.0,-3.96668,14090,0.0,704500,0.0544632,41,597.3179168701172,-0.0110198,0.985102145001
0.0286544,-8.58827783833,50.0,-3.96175,14131,0.0,706550,0.136958,41,599.0608096122742,-0.0251506,0.987018643878
0.0370647,-8.91778199539,50.0,-3.98338,14172,0.0,708600,0.0687325,41,600.7807574272156,-0.0156796,0.97980918549
0.090708,-8.54941118282,50.0,-3.9961,14213,0.0,710650,0.0885889,41,602.531042098999,-0.00321227,0.974594986066
0.145012,-9.02894229112,50.0,-4.00286,14254,0.0,712700,0.0632054,41,604.257404088974,-0.034345,0.963036768138
0.105487,-9.71024115969,50.0,-4.01451,14295,0.0,714750,0.046082,41,606.0010604858398,-0.0272977,0.977001043037
0.123751,-9.37378258936,50.0,-4.02244,14336,0.0,716800,0.0521063,41,607.7262477874756,-0.0177375,0.978940725327
0.0615489,-9.63329682371,50.0,-4.00197,14376,0.0,718800,0.0299964,40,609.4596989154816,-0.0308027,0.981108883396
0.096029,-8.70807476579,50.0,-3.99678,14417,0.0,720850,0.0478544,41,611.1793110370636,-0.0225315,0.970743343234
0.08645,-8.92515222205,50.0,-3.98647,14458,0.0,722900,0.0594445,41,612.9322876930237,-0.0193795,0.985848767683
0.0820192,-8.67227645706,50.0,-3.99888,14499,0.0,724950,0.0361007,41,614.6561617851257,-0.0215739,0.981778712943
0.0830705,-8.74069512313,50.0,-3.99135,14540,0.0,727000,0.0486459,41,616.400395154953,-0.0285373,0.984590724111
0.061947,-8.50010539342,50.0,-4.00657,14581,0.0,729050,0.0685228,41,618.1329665184021,-0.00728268,0.97512335889
0.0469266,-7.73089024427,50.0,-3.99588,14622,0.0,731100,0.0643628,41,619.8665537834167,5.67849e-05,0.981057815254
0.072024,-8.63418841238,50.0,-4.00038,14663,0.0,733150,0.0539744,41,621.6022255420685,-0.0232627,0.98535549175
0.0543877,-8.94098452776,50.0,-3.99065,14704,0.0,735200,0.0707579,41,623.332218170166,-0.0163206,0.988732617348
0.0652282,-8.32946836676,50.0,-3.9959,14745,0.0,737250,0.0444188,41,625.0604979991913,-0.0195253,0.98081978038
0.0557267,-7.94538026475,50.0,-4.00337,14786,0.0,739300,0.0709989,41,626.8116927146912,-0.00437529,0.98452814389
0.106551,-8.29803795988,50.0,-4.00006,14827,0.0,741350,0.0454567,41,628.5461637973785,-0.014907,0.981942811981
0.0957097,-9.08288711688,50.0,-4.00432,14868,0.0,743400,0.048974,41,630.2745447158813,-0.0137886,0.981211178005
0.0504503,-8.18471581358,50.0,-4.00983,14909,0.0,745450,0.0320394,41,632.0102083683014,-0.024751,0.980925222859
0.066957,-8.31718673506,50.0,-4.01392,14950,0.0,747500,0.0614654,41,633.7493824958801,-0.0234274,0.98670713976
0.0518542,-7.92714032935,50.0,-4.02976,14991,0.0,749550,0.0576728,41,635.6078116893768,-0.0269778,0.985888716765
0.0334241,-6.95548802,50.0,-4.02846,15032,0.0,751600,0.0345031,41,637.3318939208984,-0.0201875,0.987900028937
0.129445,-8.85564894866,50.0,-4.0178,15073,0.0,753650,0.0356388,41,639.0571568012238,-0.0160682,0.983639480546
0.101123,-10.0983037951,50.0,-4.01527,15114,0.0,755700,0.0393924,41,640.7956492900848,-0.0295089,0.978153135628
0.0384383,-9.85711341972,50.0,-4.00775,15155,0.0,757750,0.0518354,41,642.5307796001434,-0.0177633,0.987207725644
0.113791,-8.81023536981,50.0,-4.00683,15196,0.0,759800,0.0289003,41,644.2518723011017,-0.0238804,0.976277591661
0.0966277,-8.91022972239,50.0,-4.01421,15237,0.0,761850,0.0362502,41,645.9917244911194,-0.00976185,0.984863688238
0.0490013,-7.85506930464,50.0,-4.01599,15278,0.0,763900,0.049622,41,647.7106213569641,-0.0150889,0.982245976105
0.0486797,-8.09929759584,50.0,-4.00675,15319,0.0,765950,0.0575931,41,649.4447402954102,-0.0102898,0.98585044127
0.0554886,-8.24261109009,50.0,-3.98693,15360,0.0,768000,0.0527638,41,651.1632487773895,-0.0253018,0.986700976267
0.0188327,-8.03381905214,50.0,-4.01576,15400,0.0,770000,0.0494345,40,652.8976237773895,-0.0186799,0.987060923129
0.0439052,-7.95013505275,50.0,-4.02084,15441,0.0,772050,0.0429532,41,654.623833656311,-0.0303598,0.984877319075
0.056331,-7.30266799503,50.0,-4.02114,15482,0.0,774100,0.0555244,41,656.3659598827362,-0.00153786,0.983805708587
0.057607,-7.89194814166,50.0,-4.02319,15523,0.0,776150,0.0412512,41,658.10049700737,-0.0250389,0.988362795673
0.0500694,-9.01101877565,50.0,-4.01822,15564,0.0,778200,0.0472155,41,659.8350155353546,-0.0268444,0.986578191631
0.0668044,-8.79073156289,50.0,-4.01189,15605,0.0,780250,0.0300252,41,661.5695126056671,-0.021919,0.983891369775
0.0801266,-8.59907512387,50.0,-4.02036,15646,0.0,782300,0.057736,41,663.3110027313232,-0.0169374,0.985337355174
0.0336834,-8.39432546278,50.0,-4.0249,15687,0.0,784350,0.0458523,41,665.0465052127838,-0.024591,0.989901819266
0.0465067,-7.9064903223,50.0,-4.00809,15728,0.0,786400,0.055736,41,666.7799887657166,-0.0199629,0.980412328616
0.03224,-7.76820629204,50.0,-3.98347,15769,0.0,788450,0.062801,41,668.5073928833008,-0.0202646,0.982263011858
0.0595674,-8.92255949829,50.0,-4.02033,15810,0.0,790500,0.0348702,41,670.244961977005,-0.0305484,0.986642276868
0.0654703,-8.64058340654,50.0,-4.03321,15851,0.0,792550,0.0461162,41,671.9830896854401,-0.01792,0.98786303401
0.04868,-8.53572659678,50.0,-4.01423,15892,0.0,794600,0.0867958,41,673.7328972816467,0.00762974,0.987566103227
0.0759869,-8.49222239444,50.0,-4.01289,15933,0.0,796650,0.0289362,41,675.4609444141388,-0.0151576,0.976102121174
0.044795,-8.38067373524,50.0,-4.03088,15974,0.0,798700,0.0524577,41,677.1946380138397,-0.0218301,0.985988998786
0.0341735,-8.39670948593,50.0,-4.01315,16015,0.0,800750,0.0589644,41,678.9290103912354,-0.0170665,0.989756879397
0.0474581,-8.83496708923,50.0,-3.9842,16056,0.0,802800,0.0601862,41,680.6788017749786,-0.0221717,0.989164063707
0.054844,-9.904405873,50.0,-3.95904,16097,0.0,804850,0.0577144,41,682.4212908744812,-0.0261355,0.989658859558
0.0388745,-9.68680143425,50.0,-3.93794,16138,0.0,806900,0.0806427,41,684.1555020809174,-0.00404225,0.990026723593
0.0445471,-9.22072909081,50.0,-3.94138,16179,0.0,808950,0.0359516,41,685.8902931213379,-0.0261699,0.988338846713
0.0505578,-8.31439265679,50.0,-3.93755,16220,0.0,811000,0.042177,41,687.6248571872711,-0.028057,0.988696152344
0.0375935,-8.69617110584,50.0,-3.94487,16261,0.0,813050,0.0506422,41,689.3540270328522,-0.0275648,0.98934462294
0.0272495,-8.07244752813,50.0,-3.96276,16302,0.0,815100,0.0895142,41,691.0936229228973,0.00589674,0.987115251832
0.0699708,-8.37752702833,50.0,-3.96412,16343,0.0,817150,0.0442682,41,692.8195269107819,-0.0299051,0.97992038168
0.0279863,-8.41768932391,50.0,-3.97221,16384,0.0,819200,0.0432848,41,694.5693066120148,-0.0297303,0.990207266994
0.0273967,-7.85142485294,50.0,-3.96567,16424,0.0,821200,0.0626814,40,696.3014078140259,-0.0168978,0.990071441978
0.0520621,-8.39982120977,50.0,-3.95575,16465,0.0,823250,0.0487537,41,698.0378911495209,-0.0242585,0.987934011035
0.0379428,-8.88452522819,50.0,-3.94002,16506,0.0,825300,0.0322292,41,699.7630705833435,-0.0279225,0.992593761999
0.0613941,-9.23788215387,50.0,-3.93062,16547,0.0,827350,0.0329071,41,701.4929077625275,-0.02026,0.981078060344
0.0314223,-8.8702457145,50.0,-3.91671,16588,0.0,829400,0.0543633,41,703.2256619930267,-0.00679664,0.986163112335
0.0449921,-8.76221135868,50.0,-3.92551,16629,0.0,831450,0.0490414,41,704.9598009586334,-0.0345642,0.988119498827
0.0421287,-9.00608224701,50.0,-3.91978,16670,0.0,833500,0.0562246,41,706.6948866844177,-0.0151987,0.98791939579
0.0466298,-9.02536479473,50.0,-3.92952,16711,0.0,835550,0.0721583,41,708.4268178939819,-0.00714307,0.983334178105
0.0341835,-8.89435967918,50.0,-3.93217,16752,0.0,837600,0.0636778,41,710.1477026939392,-0.00713397,0.978248370811
0.0534084,-9.40213047174,50.0,-3.93692,16793,0.0,839650,0.0297935,41,711.8819539546967,-0.024689,0.988323446363
0.0371168,-8.60148544412,50.0,-3.94296,16834,0.0,841700,0.042926,41,713.6097326278687,-0.0293322,0.984917806461
0.0449071,-8.35404807671,50.0,-3.93336,16875,0.0,843750,0.0827598,41,715.3389494419098,0.011839,0.979083152488
0.0280232,-8.048469855,50.0,-3.94464,16916,0.0,845800,0.0699183,41,717.0773239135742,-0.0227995,0.966887645423
0.0265373,-8.23445230989,50.0,-3.95261,16957,0.0,847850,0.0419267,41,718.795154094696,-0.0177947,0.985113088042
0.0429267,-9.29351777365,50.0,-3.95116,16998,0.0,849900,0.0583507,41,720.5463557243347,-0.0198149,0.988396307454
0.0247074,-8.53080454591,50.0,-3.93521,17039,0.0,851950,0.0568213,41,722.2726955413818,-0.0168292,0.983272116631
0.0256706,-7.32091760308,50.0,-3.92161,17080,0.0,854000,0.0352285,41,724.0071454048157,-0.0233728,0.980156704783
0.0779377,-7.74814988187,50.0,-3.90616,17121,0.0,856050,0.0431856,41,725.7415616512299,-0.0242519,0.981953335926
0.0495392,-8.50314073891,50.0,-3.92348,17162,0.0,858100,0.0413334,41,727.4759836196899,-0.0225907,0.983711585402
0.034978,-8.94998355272,50.0,-3.92182,17203,0.0,860150,0.0623126,41,729.2028210163116,-0.0160934,0.985185390338
0.0464667,-8.44416083522,50.0,-3.88976,17244,0.0,862200,0.049608,41,730.9373950958252,-0.0177185,0.974349455908
0.0341146,-7.96915223737,50.0,-3.91293,17285,0.0,864250,0.048026,41,732.6663312911987,-0.0233719,0.977695813403
0.0249368,-7.73566504378,50.0,-3.90001,17326,0.0,866300,0.0664831,41,734.4132821559906,-0.0163456,0.98920388706
0.0283204,-7.98935342841,50.0,-3.91104,17367,0.0,868350,0.0443421,41,736.1320850849152,-0.0240141,0.989740476012
0.0455245,-8.28501557701,50.0,-3.90737,17408,0.0,870400,0.0514371,41,737.8661863803864,-0.0152994,0.974400337785
0.0331242,-8.05033683178,50.0,-3.894,17448,0.0,872400,0.0286534,40,739.6006662845612,-0.019947,0.988301252015
0.0300023,-7.55598035382,50.0,-3.90028,17489,0.0,874450,0.0620551,41,741.3421492576599,-0.0194621,0.989984764718
0.0289462,-7.41633339944,50.0,-3.90591,17530,0.0,876500,0.0310799,41,743.0619938373566,-0.0196777,0.984313916415
0.0432755,-7.71906705386,50.0,-3.93035,17571,0.0,878550,0.038726,41,744.7965321540833,-0.0244365,0.984833039343
0.0240776,-7.21349876013,50.0,-3.91982,17612,0.0,880600,0.0512845,41,746.5320117473602,-0.00774285,0.987672718242
0.0387929,-7.43513090532,50.0,-3.91191,17653,0.0,882650,0.0364679,41,748.2605030536652,-0.0153862,0.987909391522
0.0317744,-7.55281394255,50.0,-3.91503,17694,0.0,884700,0.0417826,41,749.9948537349701,-0.02074,0.985818850808
0.0351422,-8.34583255676,50.0,-3.90085,17735,0.0,886750,0.0391643,41,751.7337176799774,-0.0268312,0.990206724964
0.0223396,-7.78105557498,50.0,-3.89173,17776,0.0,888800,0.0382836,41,753.4599435329437,-0.0231227,0.986802441999
0.0309986,-7.76137170287,50.0,-3.88219,17817,0.0,890850,0.0366026,41,755.2254121303558,-0.025418,0.988813798875
0.0278362,-7.50212134028,50.0,-3.87384,17858,0.0,892900,0.0456779,41,756.9605190753937,-0.0187802,0.991973187774
0.016672,-7.92729687141,50.0,-3.87392,17899,0.0,894950,0.0568174,41,758.6979019641876,-0.00775359,0.986949010752
