EpRewMean,EpLenMean,EpisodesSoFar,loss_pol_entpen,loss_ent,EpThisIter,loss_pol_surr,loss_vf_loss,TimestepsSoFar,ev_tdlam_before,loss_kl,TimeElapsed
1969.02231785,578.03,2004,0.0,2.16003,5,-0.0377239,11.2198,472906,0.995633086655,0.017507,521.603264093399
1907.59218618,559.38,2010,0.0,2.14613,6,-0.0412988,9.34178,475133,0.995711016003,0.0179399,523.9063987731934
1895.11537108,555.28,2012,0.0,2.12905,2,-0.0168543,469.609,476723,0.768265753984,0.0280461,526.2745995521545
1874.27792586,547.68,2015,0.0,2.10763,3,-0.0396837,6.9733,478963,0.995804283302,0.0189699,528.7793526649475
1870.53151686,546.12,2018,0.0,2.09316,3,-0.0425076,3.74257,480526,0.99745604652,0.0187802,531.2040150165558
1876.65857303,548.21,2021,0.0,2.08422,3,-0.0164726,862.398,483067,0.648721337318,0.0315712,533.6252121925354
1871.9010053,546.13,2026,0.0,2.05273,5,-0.0376582,12.246,485029,0.994339225814,0.0157557,536.1382110118866
1830.58826388,533.39,2030,0.0,2.03298,4,-0.0380157,8.79777,487151,0.995236400981,0.0166739,538.6959583759308
1806.30555241,525.95,2033,0.0,2.03104,3,-0.0198,391.196,488798,0.855661958456,0.0290953,541.2817144393921
1782.71826692,518.26,2037,0.0,2.01721,4,-0.0237831,461.024,491459,0.870312809944,0.0215672,543.4690642356873
1798.17077888,522.37,2040,0.0,1.97697,3,-0.0397817,6.3658,492877,0.994739498477,0.0200363,545.570903301239
1766.41495843,512.33,2044,0.0,1.97223,4,-0.0433607,8.04866,494769,0.995059356093,0.0240254,547.6486434936523
1788.52923788,518.04,2049,0.0,1.95548,5,-0.017,319.978,497564,0.913845412433,0.0159599,549.8060946464539
1774.50666436,513.54,2053,0.0,1.93734,4,-0.0256388,6.81462,499669,0.993485765532,0.0276674,551.9387385845184
1766.86676515,511.42,2057,0.0,1.92452,4,-0.0255443,371.283,501559,0.885413408279,0.014923,554.0403838157654
1758.63133223,508.99,2060,0.0,1.93727,3,-0.0379355,6.5045,502902,0.992452841252,0.0196219,556.1254658699036
1796.64854548,520.72,2062,0.0,1.93351,2,-0.0261689,529.37,504902,0.222626388073,0.027834,558.2431445121765
1843.42787112,534.95,2065,0.0,1.90498,3,-0.0239993,841.027,507805,0.63530600071,0.0190453,560.3515963554382
1857.20463206,539.38,2068,0.0,1.90311,3,-0.0287843,327.294,509585,0.865507483482,0.0284242,562.4794111251831
1900.80291385,552.05,2071,0.0,1.90138,3,-0.0233449,439.9,511834,0.837746068835,0.0207202,564.5945589542389
1931.08829957,561.2,2073,0.0,1.88478,2,-0.0246032,119.04,513644,0.867027267814,0.0172102,566.7214510440826
1935.97956471,561.98,2076,0.0,1.86538,3,-0.0398023,11.2147,515337,0.986877497286,0.0214455,568.9089605808258
1982.69764372,576.28,2079,0.0,1.88729,3,-0.0229756,863.335,518075,0.601992189884,0.0243972,571.1721291542053
1995.07222814,580.36,2081,0.0,1.89136,2,-0.0223493,191.259,519477,0.760795921087,0.0239038,573.5164523124695
2014.39793259,586.35,2083,0.0,1.86327,2,-0.0245488,430.335,521477,0.483241677284,0.0251287,575.781320810318
2052.22712182,597.95,2085,0.0,1.89582,2,-0.0209157,445.679,523477,0.239040315151,0.0194015,578.0631356239319
2080.8140573,607.19,2087,0.0,1.90836,2,-0.0201319,778.757,525477,0.515442311764,0.0229465,580.4695825576782
2110.72427099,616.49,2089,0.0,1.877,2,-0.0217259,311.974,527413,0.7964451015,0.0390622,582.9696416854858
2133.35792593,623.03,2094,0.0,1.88261,5,-0.0348439,401.839,530292,0.879771791399,0.0229329,585.421966791153
2157.85893174,631.04,2096,0.0,1.86415,2,-0.0165947,619.728,532292,0.278178811073,0.0222894,587.8598484992981
2177.22897317,637.27,2098,0.0,1.86827,2,-0.0254604,440.532,533987,0.758312121034,0.0207658,590.3677110671997
2213.29929328,648.32,2101,0.0,1.83584,3,-0.0244392,824.552,536312,0.611948847771,0.0361533,592.9307844638824
2237.39821851,656.11,2104,0.0,1.84201,3,-0.0208098,487.064,538517,0.673543781042,0.0200845,595.4803729057312
2260.02432393,663.35,2108,0.0,1.8072,4,-0.0291386,286.045,540402,0.833882749081,0.0281094,597.6193978786469
2288.92957856,672.69,2110,0.0,1.82168,2,-0.0242886,531.033,542402,0.33612793684,0.0192874,599.7426657676697
2255.4896573,663.35,2114,0.0,1.80036,4,-0.0283305,215.552,544767,0.907390818,0.0206934,601.8256151676178
2266.23150772,666.68,2116,0.0,1.78699,2,-0.0332693,110.976,546015,0.920474678278,0.0213654,603.9548871517181
2280.59950791,671.36,2119,0.0,1.81006,3,-0.0209954,833.558,548662,0.613253951073,0.0336163,606.0782544612885
2253.16808787,662.85,2122,0.0,1.79585,3,-0.0411968,17.2036,549942,0.981583820656,0.0217528,608.2033452987671
2322.53415726,683.68,2125,0.0,1.84248,3,-0.0236058,860.337,552942,0.462566375732,0.0247038,610.288943529129
2338.31909503,688.79,2127,0.0,1.84575,2,-0.0229859,437.986,554390,0.790475994349,0.020739,612.3986704349518
2337.47736628,688.56,2131,0.0,1.84602,4,-0.0232632,427.494,557007,0.892181575298,0.0230753,614.539831161499
2381.75693807,702.09,2133,0.0,1.87527,2,-0.0249251,753.225,559007,0.0809426903725,0.0315971,616.6647691726685
2395.73290206,707.14,2135,0.0,1.87168,2,-0.0280131,343.4,561007,0.253417253494,0.0253069,618.79008436203
2396.20244329,707.87,2137,0.0,1.87511,2,-0.0272476,406.37,562246,0.777423754334,0.0279137,620.8948404788971
2424.74607404,717.14,2140,0.0,1.86196,3,-0.0144337,792.614,564591,0.643249720335,0.0332583,623.0976438522339
2445.38529457,724.16,2142,0.0,1.86102,2,-0.0204104,827.912,566591,0.0701087713242,0.0235043,625.410612821579
2490.77564828,738.22,2144,0.0,1.87222,2,-0.0232747,818.105,568591,0.0855823159218,0.0260387,627.7886414527893
2452.41345032,727.92,2151,0.0,1.87456,7,-0.0267539,407.032,571184,0.914159119129,0.0227572,630.0689644813538
2444.77118331,726.09,2154,0.0,1.85972,3,-0.0223005,428.248,573278,0.835155904293,0.0185617,632.3935031890869
2473.18719408,734.08,2156,0.0,1.84335,2,-0.0398441,7.47525,574645,0.992368306033,0.0258912,634.8674211502075
2409.29295268,714.76,2163,0.0,1.87162,7,-0.0274648,331.459,577378,0.901432901621,0.0176363,637.406836271286
2357.3553532,699.81,2168,0.0,1.88487,5,-0.0241112,323.225,579566,0.914425089955,0.0269529,639.8913955688477
2284.2941685,678.62,2173,0.0,1.87823,5,-0.0282766,405.172,581506,0.904132783413,0.0212132,642.3445038795471
2255.59204643,670.69,2177,0.0,1.86276,4,-0.0184641,425.976,583406,0.883654199541,0.026435,644.8624982833862
2241.96922662,666.63,2179,0.0,1.87715,2,-0.0176016,436.841,584738,0.751714631915,0.0203793,647.3908779621124
2133.32306649,634.29,2185,0.0,1.87296,6,-0.0247195,309.047,586906,0.938369233161,0.0300424,649.7819445133209
2134.31963308,634.29,2187,0.0,1.87519,2,-0.0219385,767.13,588906,0.35901504755,0.0290724,651.8936173915863
2105.14189307,624.67,2190,0.0,1.85725,3,-0.0428734,8.00879,590880,0.985116632655,0.0241994,653.9915263652802
2146.88660537,637.93,2193,0.0,1.82483,3,-0.0249675,947.254,593880,0.236692667007,0.018252,656.1012260913849
2144.68406773,636.31,2196,0.0,1.80977,3,-0.0410798,20.5063,595923,0.981594026089,0.0275108,658.4848895072937
2090.68457639,619.33,2200,0.0,1.79701,4,-0.0427537,15.4422,597920,0.990328702144,0.0287736,660.8133418560028
2025.43164887,599.68,2206,0.0,1.78345,6,-0.0459634,14.9759,599856,0.989546872675,0.0182656,663.17209649086
2035.00054807,601.89,2209,0.0,1.77711,3,-0.0207281,438.709,601591,0.824457839131,0.0226457,665.5247571468353
2044.13469578,604.21,2211,0.0,1.79465,2,-0.0193958,454.124,603220,0.734219819307,0.0210549,667.8921027183533
2063.12680972,609.95,2215,0.0,1.7923,4,-0.0218004,819.404,606010,0.732899069786,0.0211483,670.2858839035034
2063.53785807,609.95,2217,0.0,1.81825,2,-0.0247002,449.64,608010,0.367805361748,0.0143977,672.4219298362732
2056.48444721,607.93,2219,0.0,1.79411,2,-0.0259828,420.17,609455,0.823014199734,0.0184652,674.5478332042694
2031.34552628,599.91,2224,0.0,1.76647,5,-0.0452674,11.9607,611933,0.98148881644,0.0267104,676.6907589435577
2019.84692935,596.19,2227,0.0,1.76516,3,-0.0212214,436.484,614009,0.855282843113,0.0192842,678.9769620895386
2032.17178453,600.01,2230,0.0,1.76871,3,-0.0224809,385.631,616259,0.737775236368,0.0204101,681.2998585700989
2039.2629892,602.52,2232,0.0,1.77291,2,-0.0126981,803.605,618259,0.136334359646,0.0196084,683.6179130077362
2040.11787828,602.52,2234,0.0,1.78946,2,-0.0212872,823.79,620259,0.157402396202,0.0155096,685.9169888496399
1994.50868972,588.67,2238,0.0,1.76818,4,-0.0227194,440.163,622113,0.862097740173,0.0277946,688.328840970993
1996.38341097,589.7,2241,0.0,1.76885,3,-0.0292462,813.088,624561,0.577647805214,0.0292238,690.8013076782227
1976.52316475,583.48,2243,0.0,1.77098,2,-0.02388,432.01,625939,0.773802831769,0.0230265,693.3132631778717
1983.48557848,585.55,2246,0.0,1.77917,3,-0.0213978,777.766,628502,0.63444596529,0.0182994,695.7529695034027
2020.1682031,596.19,2248,0.0,1.7826,2,-0.0301084,82.784,629907,0.883226953447,0.0252743,698.2848002910614
2086.90386063,616.02,2251,0.0,1.76751,3,-0.0269541,830.511,632786,0.593706339598,0.0448016,700.8368644714355
2095.99658823,618.77,2253,0.0,1.77061,2,-0.0203569,434.478,634786,0.497046947479,0.0174861,703.3307781219482
2126.15269278,628.2,2255,0.0,1.76579,2,-0.0163341,768.842,636786,0.171441435814,0.034415,705.5244605541229
2122.17954155,626.4,2259,0.0,1.76857,4,-0.0471526,13.4887,638663,0.969576446339,0.0256868,707.6184186935425
2148.66635481,634.49,2261,0.0,1.7595,2,-0.0267765,109.155,640097,0.874304369092,0.0166737,709.7347013950348
2198.07495623,649.08,2264,0.0,1.7585,3,-0.0219186,440.495,642498,0.840453729033,0.0350412,711.8447728157043
2208.35774655,651.81,2267,0.0,1.74139,3,-0.0234516,438.894,644585,0.84952737391,0.0247598,713.9853086471558
2241.1084029,660.99,2271,0.0,1.74623,4,-0.0265511,415.104,647083,0.886814318597,0.0176734,716.0968821048737
2279.40664395,672.34,2273,0.0,1.75792,2,-0.0202728,428.103,648740,0.835798755288,0.0221121,718.1718809604645
2319.68335461,683.74,2276,0.0,1.76128,3,-0.0232587,422.907,651226,0.740744352341,0.0235846,720.2891411781311
2335.06986985,688.2,2278,0.0,1.75725,2,-0.0184679,380.887,653226,0.753700256348,0.0205026,722.4150698184967
2344.90855856,690.99,2281,0.0,1.78437,3,-0.0238494,415.656,655045,0.871841624379,0.0220975,724.6021931171417
2391.13877313,704.34,2283,0.0,1.78739,2,-0.0166836,426.084,656894,0.766575828195,0.0271393,726.7122559547424
2437.33266737,717.89,2285,0.0,1.78446,2,-0.0161861,446.537,658695,0.755393996835,0.0383281,728.8445761203766
2437.21092095,717.89,2287,0.0,1.85621,2,-0.0183469,808.625,660695,0.179999887943,0.0278436,731.0041394233704
2456.20781334,724.24,2289,0.0,1.83898,2,-0.0236251,820.872,662695,0.169899046421,0.0328364,733.2817845344543
2451.68405702,722.72,2292,0.0,1.85664,3,-0.0217555,426.109,665152,0.828353971243,0.0353524,735.5969438552856
2454.9523829,723.74,2294,0.0,1.88554,2,-0.0171988,412.309,667117,0.771681621671,0.0286645,737.9238481521606
2455.99793248,724.09,2298,0.0,1.88322,4,-0.0434623,7.81772,669674,0.990526462905,0.028168,740.1563367843628
2501.83271243,737.41,2300,0.0,1.88453,2,-0.03341,8.50679,671661,0.964897092432,0.0203517,742.586968421936
2522.34728881,743.27,2302,0.0,1.88416,2,-0.0385287,4.63837,673026,0.992900577374,0.0214846,745.0315742492676
2575.01265146,758.58,2305,0.0,1.90018,3,-0.0182078,400.331,675160,0.870715096593,0.0275605,747.5552935600281
2575.74262591,758.81,2308,0.0,1.92096,3,-0.0206828,435.705,676965,0.860739186406,0.0288097,749.9930272102356
2554.02408953,752.26,2312,0.0,1.95679,4,-0.023903,425.583,679446,0.889778874815,0.0216043,752.5041425228119
2569.88431035,756.68,2315,0.0,1.97896,3,-0.0233397,258.509,681678,0.865984767675,0.019737,755.0248341560364
2546.48121389,749.08,2318,0.0,2.02926,3,-0.0210923,421.79,683918,0.852722302079,0.0215789,757.5558874607086
2566.2551416,755.05,2320,0.0,2.03324,2,-0.0210708,450.896,685846,0.755187451839,0.0294287,759.7664539813995
2595.74448423,763.81,2322,0.0,2.07042,2,-0.0187943,443.001,687838,0.757537007332,0.0233493,761.8624973297119
2606.85409176,766.92,2326,0.0,2.06004,4,-0.0262813,318.39,690149,0.877882473171,0.0242628,763.9935691356659
2616.09693654,769.49,2329,0.0,2.05741,3,-0.0240755,435.828,692208,0.848640874028,0.0285671,766.1103720664978
2586.99834283,760.33,2331,0.0,2.05627,2,-0.0438563,6.50083,693292,0.991061762907,0.0243599,768.2352390289307
2541.57108837,745.55,2335,0.0,2.07026,4,-0.0242482,123.518,695814,0.954226050526,0.0120823,770.3479051589966
2555.87149735,748.52,2339,0.0,2.0446,4,-0.0481519,6.9946,697965,0.993052320555,0.0221916,772.4298985004425
2546.03256482,743.87,2343,0.0,2.02185,4,-0.0410149,9.91193,700326,0.99342491338,0.0240225,774.5191965103149
2509.47295826,732.08,2347,0.0,2.00922,4,-0.0422778,6.74104,702115,0.996998360846,0.0202188,776.6482956409454
2480.50444533,722.27,2350,0.0,1.99737,3,-0.0406097,7.02339,704134,0.995831227396,0.022812,778.7754859924316
2368.09204481,688.71,2356,0.0,2.01166,6,-0.045551,16.0147,706555,0.993546545971,0.0231167,780.9224855899811
2350.0408039,683.08,2361,0.0,2.00954,5,-0.0506155,9.99144,708405,0.995814713184,0.0221682,783.0320022106171
2301.63803028,668.09,2365,0.0,1.98553,4,-0.0500728,7.5088,710307,0.996168443933,0.0188714,785.1563549041748
2268.47766531,658.29,2370,0.0,1.98432,5,-0.0240656,449.38,712471,0.902527935803,0.0195902,787.4383313655853
2222.08955669,643.95,2375,0.0,1.99163,5,-0.0494577,8.50979,714621,0.995250198524,0.0224992,789.7687509059906
2207.0217918,639.37,2377,0.0,1.98729,2,-0.036329,4.59558,716163,0.990263777785,0.0177475,792.102135181427
2167.15214044,626.8,2382,0.0,1.97259,5,-0.045766,7.87027,718725,0.995837992523,0.0225406,794.3490800857544
2109.78764754,609.97,2386,0.0,1.97688,4,-0.0233141,424.757,720692,0.890632204711,0.0238643,796.7278270721436
2079.80885699,600.46,2389,0.0,1.96816,3,-0.0216057,410.927,722741,0.856969118118,0.0245783,799.1723935604095
2091.09756251,603.09,2391,0.0,1.92788,2,-0.0353264,5.94681,724461,0.989494156092,0.0209456,801.6643404960632
2092.04431739,603.09,2393,0.0,1.93133,2,-0.0246601,173.53,726461,0.755344986916,0.0133862,804.0817103385925
2100.66864424,605.16,2396,0.0,1.88991,3,-0.0360458,9.15263,728820,0.977467520162,0.0232633,806.6339418888092
2081.66108871,599.27,2399,0.0,1.8769,3,-0.039264,8.64208,730601,0.989087317139,0.0235557,809.1424958705902
2044.34829905,588.31,2403,0.0,1.86456,4,-0.0224478,190.923,732857,0.945921156555,0.0156417,811.6978721618652
2039.24550243,586.43,2407,0.0,1.85745,4,-0.0410151,11.3993,735149,0.989867730066,0.0183944,813.9224078655243
2023.64528688,581.42,2410,0.0,1.82654,3,-0.0429577,9.24633,736562,0.9958307622,0.0232226,816.0340130329132
2013.90302144,578.23,2414,0.0,1.81636,4,-0.0427539,13.731,738968,0.99515140662,0.0231017,818.1415588855743
2018.28968602,578.99,2417,0.0,1.7959,3,-0.0451785,6.19298,741290,0.996720853727,0.0254391,820.2191212177277
2020.57299204,579.42,2419,0.0,1.77863,2,-0.0217685,260.27,742860,0.818989798427,0.019614,822.3620436191559
1981.00013707,568.0,2422,0.0,1.76646,3,-0.0219259,454.556,744638,0.846851944923,0.0198015,824.4788362979889
1989.98743893,570.13,2426,0.0,1.75336,4,-0.0372003,31.827,747162,0.977707086131,0.0202315,826.5938148498535
1977.30226228,565.82,2430,0.0,1.74936,4,-0.044045,12.9034,749169,0.993372954894,0.0201381,828.6564166545868
1960.91902266,560.58,2433,0.0,1.76954,3,-0.0458727,8.61937,750689,0.99504887918,0.0223238,830.7507860660553
1962.23266119,561.69,2438,0.0,1.78624,5,-0.0268522,770.893,753528,0.802525177598,0.0247965,832.8759939670563
1974.66258331,565.22,2441,0.0,1.7739,3,-0.0364315,10.7784,755612,0.986485661939,0.0221642,835.0157337188721
1990.50796207,570.16,2444,0.0,1.7593,3,-0.0210891,467.672,757620,0.847595617175,0.0440837,837.1253261566162
2001.85512213,574.05,2446,0.0,1.78044,2,-0.0215006,462.114,758830,0.767603516579,0.0319438,839.2608006000519
2036.94914029,585.44,2449,0.0,1.81003,3,-0.0277761,1258.38,761830,0.117532670498,0.0214864,841.5349395275116
2058.89301992,592.5,2451,0.0,1.83238,2,-0.0143298,885.8,763830,0.137380540371,0.0311616,843.8520047664642
2098.83780156,604.45,2453,0.0,1.84218,2,-0.0221136,427.598,765739,0.772557288408,0.0179088,846.2195379734039
2104.23398063,606.31,2457,0.0,1.80076,4,-0.0523627,11.9888,767463,0.98598386813,0.0242907,848.4574875831604
2131.4614574,615.04,2461,0.0,1.81477,4,-0.0250024,828.515,769909,0.748305827379,0.0226033,850.8713703155518
2163.2611969,624.95,2463,0.0,1.82627,2,-0.0207583,815.028,771909,0.291232407093,0.0220057,853.2902338504791
2178.93232485,629.83,2466,0.0,1.79825,3,-0.0415806,10.3645,773780,0.980506466702,0.0265526,855.7820405960083
2182.67488252,631.02,2471,0.0,1.78703,5,-0.0406521,14.4381,775834,0.988797303289,0.018687,858.2430822849274
2192.40146188,634.64,2475,0.0,1.80394,4,-0.0225757,373.91,778085,0.888551034033,0.0232209,860.7507364749908
2182.22624714,632.33,2478,0.0,1.79055,3,-0.0245785,446.152,780262,0.844598114491,0.0391941,863.2508244514465
2201.85349278,638.29,2481,0.0,1.79457,3,-0.0244976,398.978,781959,0.858733683825,0.0195718,865.8157305717468
2229.83781341,647.23,2483,0.0,1.79907,2,-0.0227794,760.503,783959,0.148263573647,0.0202224,868.0082952976227
2243.59788986,650.77,2486,0.0,1.79347,3,-0.0403793,12.1904,785769,0.980205141008,0.0241812,870.1404364109039
2253.79298393,654.14,2489,0.0,1.75288,3,-0.0251567,742.205,788155,0.637814432383,0.0215078,872.2187743186951
2259.58266599,656.94,2491,0.0,1.75611,2,-0.0235657,817.968,790155,0.0840883851051,0.0257591,874.3193054199219
2213.07451412,643.95,2494,0.0,1.77013,3,-0.0218938,425.554,791851,0.828372076154,0.0209342,876.4611563682556
2224.08479246,648.28,2497,0.0,1.75565,3,-0.030764,799.49,794152,0.673476487398,0.0188035,878.5860188007355
2203.24141347,642.59,2501,0.0,1.75421,4,-0.0458214,16.8384,796304,0.974062845111,0.0221281,880.7276606559753
2215.69698236,646.43,2505,0.0,1.74467,4,-0.0449138,22.805,798644,0.986205716617,0.0278282,882.8214428424835
2192.33114151,640.44,2510,0.0,1.7659,5,-0.0514198,24.0097,800606,0.984597689472,0.024546,884.9230256080627
2194.8320177,641.86,2513,0.0,1.75926,3,-0.0292166,439.839,802659,0.84478327632,0.0201317,887.0303728580475
2146.58444717,629.09,2518,0.0,1.75291,5,-0.0308881,335.209,804769,0.906538836658,0.0190738,889.1688041687012
2120.68204495,621.96,2522,0.0,1.72018,4,-0.0274388,428.937,806834,0.87524279952,0.0314896,891.2972428798676
2105.43958985,617.83,2526,0.0,1.73257,4,-0.0436803,30.4178,808945,0.966995991766,0.0193475,893.4229197502136
2095.52114507,615.26,2530,0.0,1.73864,4,-0.0509828,14.7988,810695,0.991071012802,0.0239414,895.6761662960052
2035.26593638,597.71,2536,0.0,1.72902,6,-0.053667,16.6816,812808,0.992173532955,0.0263646,897.9845278263092
2010.55190934,590.6,2541,0.0,1.72688,5,-0.0469991,10.6392,814672,0.994878016878,0.0228433,900.354926109314
1975.78900131,580.0,2546,0.0,1.71793,5,-0.0478101,10.9084,816830,0.995145710185,0.022996,902.6103949546814
1882.00173774,551.34,2551,0.0,1.69942,5,-0.0465646,12.7696,818964,0.993978428654,0.0204499,905.0158860683441
1826.32192718,534.78,2557,0.0,1.69134,6,-0.0464562,15.2617,820941,0.992431959603,0.022944,907.4459459781647
1786.19371859,521.8,2562,0.0,1.64936,5,-0.0461687,12.3036,823089,0.992366259452,0.024759,909.9162645339966
1741.68471683,508.42,2567,0.0,1.63512,5,-0.0492625,11.4703,825228,0.995618292131,0.0209373,912.398818731308
1722.9848548,503.06,2572,0.0,1.59909,5,-0.0530593,11.7045,826692,0.992440233938,0.0264455,914.930864572525
1709.90344321,498.73,2576,0.0,1.60486,4,-0.0484527,10.2918,828845,0.994289970957,0.0252733,917.4001388549805
1708.10835118,497.29,2580,0.0,1.59554,4,-0.0393446,21.6337,831483,0.98914079275,0.024089,919.922739982605
1676.3064398,487.3,2583,0.0,1.58192,3,-0.0442431,7.64841,832689,0.995774366893,0.0246435,922.0505592823029
1705.25201455,495.26,2586,0.0,1.60221,3,-0.0401318,4.78909,835295,0.997255445691,0.0243731,924.2207539081573
1703.31081977,493.89,2589,0.0,1.60467,3,-0.0421308,7.17828,837544,0.996962368255,0.0214041,926.2997550964355
1667.57803726,482.48,2592,0.0,1.60166,3,-0.0237943,438.079,839403,0.86416824162,0.0210375,928.4134001731873
1627.21599943,469.89,2598,0.0,1.58547,6,-0.0499996,14.7931,841630,0.993833984248,0.0267943,930.5084111690521
1635.66706115,472.03,2601,0.0,1.57683,3,-0.0246225,443.92,843507,0.872925877571,0.0216029,932.6188020706177
1625.00006692,468.81,2605,0.0,1.59101,4,-0.0207929,453.062,845525,0.883489586413,0.0230056,934.7649064064026
1658.63202464,478.07,2608,0.0,1.63527,3,-0.0197413,427.481,847644,0.838851854205,0.0366661,936.8443417549133
1700.4356571,490.38,2610,0.0,1.61898,2,-0.0235545,823.481,849644,0.0826032161713,0.0247897,938.9630072116852
1708.95304786,492.93,2613,0.0,1.61144,3,-0.0272712,838.752,851952,0.592790216208,0.0323732,941.09490442276
1720.23890653,496.06,2616,0.0,1.62741,3,-0.0232517,423.825,853778,0.841857761145,0.0248624,943.2587876319885
1747.5061328,504.43,2619,0.0,1.65129,3,-0.0240678,800.491,855917,0.603066265583,0.0216186,945.4162046909332
1784.33760594,515.02,2621,0.0,1.64376,2,-0.0267728,328.22,857336,0.739491164684,0.0180213,947.5805673599243
1806.55493572,521.5,2623,0.0,1.65659,2,-0.0188192,827.761,859336,0.020054101944,0.0379036,949.8387832641602
1818.31551119,525.27,2627,0.0,1.66951,4,-0.0249178,818.182,861894,0.742236733437,0.0203276,952.1571378707886
1847.44238345,534.1,2630,0.0,1.67872,3,-0.0242875,803.979,864105,0.619727551937,0.0213933,954.4707660675049
1863.70047384,539.01,2632,0.0,1.69257,2,-0.0272918,406.67,865398,0.743569433689,0.0371911,956.8206052780151
1911.9794348,553.26,2634,0.0,1.68001,2,-0.0257107,711.871,867398,0.0780596137047,0.0246691,959.2201006412506
1946.83572224,563.92,2638,0.0,1.68197,4,-0.0280254,769.153,869924,0.730440884829,0.0234452,961.6609480381012
1938.79271913,562.03,2644,0.0,1.67436,6,-0.0332202,392.545,872221,0.903525531292,0.0220634,964.1028943061829
1933.73010417,560.16,2649,0.0,1.66105,5,-0.0501355,25.7628,874197,0.987274273299,0.0269344,966.6792962551117
1969.91491396,570.27,2653,0.0,1.62932,4,-0.0252915,427.083,876500,0.86723703146,0.0177428,969.2197115421295
1986.85161549,575.26,2656,0.0,1.63104,3,-0.0255378,426.764,878032,0.828851178288,0.0513394,971.712121963501
2032.68075008,588.69,2659,0.0,1.64116,3,-0.0300371,745.258,880601,0.603326588869,0.0238114,973.9532980918884
2033.40499728,589.36,2663,0.0,1.62943,4,-0.0280688,394.401,882357,0.890126653016,0.0285878,976.0627870559692
2032.03148084,588.81,2666,0.0,1.60643,3,-0.0453241,9.21723,883805,0.988496867009,0.0285613,978.2195839881897
2075.86813045,601.64,2668,0.0,1.62762,2,-0.0287578,614.363,885805,0.227414309978,0.017132,980.3131003379822
2113.15987903,612.14,2673,0.0,1.66682,5,-0.027043,762.449,888812,0.792564436793,0.0191682,982.4070146083832
2130.24235894,617.18,2675,0.0,1.66091,2,-0.0229362,392.504,890087,0.735650151968,0.0243917,984.563413143158
2129.77266832,617.42,2679,0.0,1.6555,4,-0.0270846,704.213,892705,0.741481781006,0.0186152,986.6958558559418
2150.1813337,623.34,2681,0.0,1.66216,2,-0.0226327,441.535,894265,0.711574345827,0.0197359,988.8197345733643
2192.30783293,635.57,2683,0.0,1.66745,2,-0.025056,378.112,896246,0.721684247255,0.0182471,990.9291524887085
2142.05826819,621.43,2688,0.0,1.67219,5,-0.0299219,669.594,898939,0.797075822949,0.0255716,993.0286452770233
2165.69344985,628.77,2690,0.0,1.63905,2,-0.0289895,761.668,900939,0.0799903273582,0.0256582,995.2199327945709
2165.29574618,628.58,2693,0.0,1.64861,3,-0.0291384,402.373,902615,0.837926670909,0.0260332,997.3824329376221
2204.32062175,639.65,2696,0.0,1.626,3,-0.0279564,413.842,904969,0.847368508577,0.0288947,999.555730342865
2239.74197435,649.59,2699,0.0,1.58077,3,-0.0486146,12.9726,907112,0.984140330926,0.0319292,1001.7277612686157
2246.75379946,651.2,2702,0.0,1.57376,3,-0.0455935,17.3427,908932,0.989657795988,0.0283433,1003.9845864772797
2250.73067695,652.17,2705,0.0,1.5837,3,-0.0292767,332.648,910742,0.859940975904,0.016807,1006.3132643699646
2256.55944991,653.61,2708,0.0,1.60139,3,-0.0259601,399.706,913005,0.858238130808,0.0190116,1008.6265773773193
2236.2930799,646.41,2711,0.0,1.61384,3,-0.0225376,435.558,915285,0.847033247352,0.0304452,1010.9889714717865
2218.36861364,639.9,2715,0.0,1.5986,4,-0.0513988,13.1529,917363,0.989385776222,0.0296322,1013.3762986660004
2195.32102618,632.14,2718,0.0,1.60112,3,-0.0482349,10.8074,918992,0.993147162721,0.0239474,1015.8152589797974
2158.01191957,619.9,2723,0.0,1.57948,5,-0.0490011,9.79133,921326,0.996074361727,0.0246386,1018.2542905807495
2117.07311958,606.69,2728,0.0,1.56631,5,-0.0559055,9.34377,923563,0.996611619834,0.023095,1020.7897815704346
2100.19782407,600.72,2731,0.0,1.53344,3,-0.0485102,7.65143,925177,0.995990836993,0.0266665,1023.3449618816376
2072.95059693,591.92,2735,0.0,1.53853,4,-0.0266954,699.101,927590,0.752349317074,0.0314127,1025.8452861309052
2089.41789869,596.02,2738,0.0,1.53785,3,-0.0399747,16.8275,929526,0.979024054483,0.0226337,1028.219003200531
2100.19016493,598.18,2740,0.0,1.49292,2,-0.0398351,6.40752,931086,0.992871304508,0.0277967,1030.321257352829
2144.19733243,610.19,2744,0.0,1.48815,4,-0.0251858,184.232,933240,0.93132135272,0.0190675,1032.5046155452728
2196.26118444,624.92,2747,0.0,1.49507,3,-0.0245282,455.937,935648,0.850733727217,0.0255686,1034.5874021053314
2210.54149885,628.26,2751,0.0,1.43639,4,-0.0490763,12.6049,937982,0.991881465539,0.027,1036.67227768898
2197.80856763,623.84,2754,0.0,1.40947,3,-0.0489138,9.4767,939884,0.99185021501,0.023183,1038.7820987701416
2185.7275385,619.45,2758,0.0,1.40255,4,-0.0255996,177.026,941977,0.920210525393,0.0221748,1040.9089436531067
2185.65466765,618.53,2762,0.0,1.38988,4,-0.0439084,11.7621,943881,0.988432198763,0.0246761,1043.0403549671173
