EpRewMean,EpLenMean,EpisodesSoFar,loss_pol_entpen,loss_ent,EpThisIter,loss_pol_surr,loss_vf_loss,TimestepsSoFar,ev_tdlam_before,loss_kl,TimeElapsed
551.266726601,179.41,1019,0.0,3.549,12,-0.0311345,53.9662,108521,0.969649113715,0.0123612,121.65907788276672
549.671461343,178.73,1030,0.0,3.5276,11,-0.0257625,32.4476,110536,0.985512639396,0.00866255,124.25458550453186
546.697712708,177.8,1041,0.0,3.51098,11,-0.0237322,34.3519,112542,0.986743501388,0.0109177,126.56703186035156
550.929498203,178.73,1052,0.0,3.49678,11,-0.0299147,21.6232,114618,0.989497490227,0.0115813,128.6493570804596
564.780273837,182.35,1062,0.0,3.52491,10,-0.0277585,21.099,116607,0.98834869545,0.00861389,130.77515363693237
568.334253901,183.7,1073,0.0,3.52211,11,-0.0314373,18.7747,118708,0.991705221124,0.0106693,132.89178490638733
578.117106591,186.31,1084,0.0,3.54151,11,-0.0257666,24.0865,120808,0.988000608981,0.0102399,135.04255867004395
585.93126545,187.59,1094,0.0,3.53423,10,-0.0335386,17.5203,122752,0.988356411457,0.0141775,137.14097380638123
593.978904811,189.58,1105,0.0,3.54162,11,-0.0253578,12.9262,124924,0.994170281105,0.00985706,139.2196581363678
602.799804205,191.91,1114,0.0,3.52982,9,-0.0268373,9.77342,126787,0.993964815512,0.0123263,141.31346321105957
607.707416309,193.21,1125,0.0,3.49694,11,-0.0302292,10.6086,128997,0.996323731262,0.0099431,143.42202877998352
611.974992009,194.32,1135,0.0,3.46268,10,-0.0307997,14.9435,130922,0.99391455669,0.0138576,145.57893323898315
621.459481152,196.46,1145,0.0,3.4482,10,-0.0270097,24.1749,132982,0.987933917902,0.0118944,147.6725697517395
627.399700381,198.09,1155,0.0,3.41735,10,-0.0290047,12.2312,135057,0.993805157486,0.0132075,149.79698085784912
628.719242693,197.88,1166,0.0,3.38785,11,-0.0230851,9.93689,137163,0.996187012177,0.0138425,151.96903133392334
633.95186672,198.95,1176,0.0,3.38218,10,-0.0282464,12.0271,139190,0.995553712826,0.00993563,154.3000283241272
638.71635319,199.7,1186,0.0,3.3147,10,-0.0309376,9.40413,141157,0.995900734793,0.0135195,156.61121797561646
638.717861376,199.67,1197,0.0,3.32041,11,-0.0296338,11.1869,143313,0.992537978105,0.0129985,158.90947318077087
648.669417227,202.71,1205,0.0,3.29431,8,-0.0323078,24.0831,145195,0.987711562775,0.0144133,161.25121784210205
657.36540228,204.66,1215,0.0,3.26126,10,-0.0327211,12.5908,147455,0.990470102057,0.0144332,163.7188754081726
660.814343098,205.25,1224,0.0,3.26589,9,-0.0317157,12.1842,149316,0.993548091501,0.0113829,166.1725573539734
669.830338954,207.81,1234,0.0,3.24716,10,-0.0232987,163.334,151508,0.931055292487,0.00959903,168.65721535682678
679.610111542,211.25,1241,0.0,3.23672,7,-0.0306311,20.0251,153304,0.975386185572,0.0136706,171.1410689353943
688.401322436,213.91,1251,0.0,3.20889,10,-0.0323928,23.6539,155640,0.986442423426,0.0126724,173.67238759994507
705.06088469,219.0,1258,0.0,3.18228,7,-0.0327815,17.9226,157504,0.989341889508,0.0149737,176.15695667266846
716.755692329,221.85,1267,0.0,3.13053,9,-0.0294711,17.9191,159547,0.991448590532,0.0126152,178.28214383125305
727.340871921,225.15,1276,0.0,3.11578,9,-0.0324936,15.0898,161705,0.992441655137,0.0116611,180.39909601211548
738.922913916,228.75,1284,0.0,3.10538,8,-0.0314393,41.3417,163636,0.97936404869,0.0144869,182.47636079788208
761.047726825,235.17,1291,0.0,3.07257,7,-0.0265822,57.2076,165678,0.953887827694,0.0125114,184.60215258598328
775.197362227,240.01,1299,0.0,3.05545,8,-0.0274735,367.277,167707,0.848733082414,0.0116602,186.71205711364746
777.395753808,240.23,1308,0.0,3.04836,9,-0.0336542,46.8343,169953,0.971280647442,0.0106906,188.84496402740479
786.201296354,243.56,1313,0.0,3.04916,5,-0.0207237,190.951,171413,0.907053031027,0.0110106,190.95453143119812
821.351600576,255.35,1320,0.0,3.02245,7,-0.0178228,304.592,173988,0.915775366127,0.0132808,193.0375838279724
829.243106378,257.46,1328,0.0,2.98605,8,-0.0296158,20.0576,175975,0.991524264216,0.0112631,195.1415593624115
840.018300785,260.17,1336,0.0,2.99062,8,-0.0331291,11.8874,178090,0.994237594772,0.0115936,197.28462672233582
844.029917797,259.95,1344,0.0,2.96171,8,-0.0368609,11.1082,180119,0.995716818143,0.0148609,199.43956542015076
855.529894395,263.82,1352,0.0,2.96925,8,-0.0238321,142.973,182236,0.942456863821,0.0109882,201.56650757789612
859.112374791,264.26,1359,0.0,2.94047,7,-0.0290509,13.7423,184172,0.995389939751,0.0138868,203.73037672042847
864.45713394,265.83,1367,0.0,2.92901,8,-0.0315247,24.4572,186130,0.991641994566,0.0171344,206.0044505596161
872.61979644,267.45,1375,0.0,2.93549,8,-0.0337236,13.9887,188245,0.994985983241,0.0125108,208.3446569442749
877.284384691,268.23,1383,0.0,2.91087,8,-0.0318365,19.7001,190239,0.992424631491,0.0122543,210.67638659477234
869.796646141,265.32,1392,0.0,2.93701,9,-0.0294824,16.2269,192459,0.990070589818,0.0154057,213.00940465927124
869.459858164,264.58,1400,0.0,2.924,8,-0.0287941,13.4338,194417,0.994841965381,0.0159156,215.3849332332611
874.952381845,266.07,1408,0.0,2.92942,8,-0.0344992,25.1537,196560,0.989582460374,0.0127365,217.84402084350586
845.495988521,254.76,1416,0.0,2.9073,8,-0.0275331,36.7421,198420,0.984366530553,0.0117107,220.28772020339966
858.545839049,258.29,1423,0.0,2.89744,7,-0.0283069,20.5574,200555,0.993577119429,0.0143057,222.85531401634216
876.504861785,263.4,1429,0.0,2.8791,6,-0.0310956,11.3613,202557,0.99596111197,0.0115298,225.35266637802124
867.383889789,261.5,1437,0.0,2.88744,8,-0.0240521,101.948,204470,0.859224796295,0.0125729,227.8439440727234
904.87291022,273.93,1441,0.0,2.85539,4,-0.0225061,360.006,206745,0.809862613678,0.0165723,230.1151843070984
910.084973989,275.35,1448,0.0,2.86177,7,-0.0280662,43.2031,208767,0.973333315924,0.0107971,232.21882510185242
915.015546337,277.16,1455,0.0,2.84174,7,-0.0292363,39.4952,210744,0.96728784591,0.0111619,234.3752510547638
908.94428578,275.71,1463,0.0,2.85621,8,-0.0333037,25.1446,212815,0.983598664403,0.0163975,236.4535460472107
942.529925174,286.3,1468,0.0,2.85949,5,-0.0201239,142.758,215025,0.798462867737,0.024145,238.5665054321289
967.282486366,294.25,1473,0.0,2.85883,5,-0.0248819,119.385,217071,0.940628416836,0.0154733,240.66469049453735
972.092868271,295.46,1479,0.0,2.85547,6,-0.0293269,24.3796,218774,0.98738800548,0.0118789,242.80520725250244
974.347172178,296.09,1488,0.0,2.85338,9,-0.032903,13.7782,221087,0.994520430919,0.0135236,244.91519117355347
982.993564101,299.15,1495,0.0,2.81632,7,-0.0284717,154.021,223189,0.910373449326,0.0133107,247.00338339805603
990.429511753,301.44,1502,0.0,2.80895,7,-0.0260442,158.615,225090,0.956519704312,0.0163282,249.11863803863525
1002.90391068,304.6,1508,0.0,2.75934,6,-0.0307828,15.7332,227020,0.992528317962,0.0181066,251.24327945709229
1027.0009842,311.42,1515,0.0,2.73855,7,-0.03215,12.7104,229246,0.995963093825,0.0165635,253.43246722221375
1014.55477924,308.0,1522,0.0,2.72768,7,-0.0300977,11.6756,231162,0.996034699026,0.0128228,255.64157438278198
1004.35724708,305.5,1530,0.0,2.73428,8,-0.0254308,145.558,233318,0.946286849678,0.0129975,257.9403033256531
1026.44816177,310.75,1536,0.0,2.72795,6,-0.0310935,17.9506,235373,0.990762438625,0.0125526,260.2037253379822
995.037657071,300.63,1543,0.0,2.74565,7,-0.016559,166.73,237467,0.959811128676,0.0138818,262.52271795272827
1013.44546377,305.33,1549,0.0,2.70389,6,-0.0287518,33.335,239570,0.976811446249,0.016299,264.9937391281128
1021.65939468,307.54,1555,0.0,2.71401,6,-0.0286141,77.0928,241498,0.923960871994,0.0145894,267.4614839553833
1030.22856069,309.37,1562,0.0,2.68682,7,-0.0303263,8.05987,243584,0.996947600041,0.0184161,269.8441345691681
1015.37441811,303.33,1569,0.0,2.65946,7,-0.0321164,9.52132,245572,0.997358155902,0.0156727,272.3207321166992
997.06790646,297.24,1576,0.0,2.61116,7,-0.0295039,19.223,247695,0.98215069063,0.0149914,274.8532888889313
1017.57004077,302.87,1581,0.0,2.61556,5,-0.0315337,19.9195,249623,0.991528535262,0.0118116,277.4306745529175
1033.47243788,307.21,1588,0.0,2.59529,7,-0.0302939,17.1605,251808,0.990031746216,0.0154843,279.77405524253845
1046.49842264,310.03,1594,0.0,2.54763,6,-0.0282546,20.3901,253919,0.988785427995,0.0144329,281.8515462875366
1066.86433112,315.55,1599,0.0,2.53113,5,-0.0309347,14.6435,255796,0.99517733464,0.0144747,283.9766445159912
1067.12899868,314.68,1606,0.0,2.56955,7,-0.03097,12.7839,257897,0.995095894672,0.013431,286.08615612983704
1067.0973853,314.47,1612,0.0,2.52427,6,-0.03158,9.02769,259860,0.997247740161,0.0159534,288.2344219684601
1078.43539326,317.51,1618,0.0,2.49,6,-0.0355072,21.4926,261909,0.990014934912,0.0143688,290.3179531097412
1099.19899226,322.85,1624,0.0,2.48046,6,-0.0298982,10.1644,264005,0.996625526343,0.0142133,292.4070951938629
1115.36856663,326.53,1630,0.0,2.48233,6,-0.0312292,10.0222,265971,0.996686880244,0.0112646,294.48535895347595
1113.51951338,325.74,1637,0.0,2.47032,7,-0.0333215,9.03731,268173,0.99759728089,0.0156789,296.5966467857361
1130.65319271,329.86,1642,0.0,2.45282,5,-0.0329107,12.1978,270160,0.994841273874,0.0147078,298.7277512550354
1153.11155333,336.7,1647,0.0,2.44397,5,-0.0306087,10.438,272257,0.992754589766,0.0147686,300.828152179718
1146.35844054,334.06,1653,0.0,2.4338,6,-0.03527,13.9643,274260,0.996224369155,0.0145366,302.9376411437988
1165.7728943,339.3,1658,0.0,2.42899,5,-0.0303585,10.1317,276317,0.9965012467,0.0176066,305.07947516441345
1189.16443291,346.06,1662,0.0,2.44488,4,-0.0283475,8.41599,278190,0.99727077689,0.0193155,307.34477400779724
1221.65212348,356.32,1666,0.0,2.46187,4,-0.0221297,363.687,280312,0.875076591969,0.0147593,309.67498326301575
1251.78743557,365.68,1668,0.0,2.48728,2,-0.0191401,343.089,281864,0.783021301031,0.0178101,311.96145939826965
1309.29696054,382.76,1672,0.0,2.49107,4,-0.0212572,193.915,284610,0.891766771674,0.0132933,314.21924448013306
1321.48074526,386.61,1676,0.0,2.49115,4,-0.0242983,256.585,286356,0.88059527427,0.0125758,316.63327288627625
1344.58343535,393.7,1679,0.0,2.49102,3,-0.0202184,408.924,288213,0.837770789862,0.0274062,319.0713641643524
1387.51990135,406.99,1682,0.0,2.47897,3,-0.0206496,427.517,290619,0.791699454188,0.0172291,321.6650502681732
1404.20780974,411.94,1685,0.0,2.47819,3,-0.0228009,16.4292,291996,0.984167750925,0.0248258,324.07110142707825
1458.43714652,427.92,1689,0.0,2.49063,4,-0.0190374,426.051,294868,0.886564284563,0.0208211,326.61388063430786
1461.58257265,428.63,1694,0.0,2.50764,5,-0.0361786,15.8857,296782,0.993495740462,0.0152728,329.1572027206421
1469.23392973,430.86,1698,0.0,2.48638,4,-0.0355128,11.2953,298461,0.995244422927,0.0172778,331.66002082824707
1507.42519771,441.79,1702,0.0,2.47969,4,-0.0341049,12.829,300861,0.995086096693,0.015329,333.8360288143158
1532.60227539,449.25,1706,0.0,2.49195,4,-0.0337086,8.32001,302822,0.996883783024,0.0151335,335.9142470359802
1579.17574278,462.62,1709,0.0,2.52083,3,-0.021994,56.4166,305118,0.94987649098,0.0111612,338.02577352523804
1596.09448311,467.19,1713,0.0,2.4673,4,-0.0332414,9.65194,307020,0.994488216005,0.0169686,340.1258375644684
1622.04851705,474.79,1717,0.0,2.46565,4,-0.0342354,10.0971,309102,0.994384247344,0.0160554,342.2747132778168
1650.86158429,483.23,1721,0.0,2.44163,4,-0.031414,9.81718,311140,0.996149829822,0.0141543,344.3689033985138
1671.26359455,489.24,1724,0.0,2.44318,3,-0.0209222,444.858,312929,0.857594132423,0.0184467,346.4690749645233
1710.28075007,500.83,1727,0.0,2.40735,3,-0.0262362,31.1194,315139,0.96925050579,0.0180883,348.5781979560852
1734.80003963,507.74,1731,0.0,2.38557,4,-0.0320503,6.47342,317031,0.99356550118,0.0243338,350.7064883708954
1758.68617591,514.75,1736,0.0,2.3534,5,-0.034997,15.6999,319228,0.994358039461,0.0192087,352.8692903518677
1777.92315723,520.34,1740,0.0,2.32322,4,-0.0358381,12.7294,321238,0.995091675781,0.0177183,354.97561287879944
1790.96201068,524.21,1743,0.0,2.34759,3,-0.0170952,428.453,322873,0.85857206583,0.0287388,357.1410093307495
1819.17606462,532.51,1747,0.0,2.32574,4,-0.0160756,414.935,325508,0.900855898857,0.0153095,359.3048083782196
1835.75808202,537.25,1750,0.0,2.33904,3,-0.0284507,6.80107,327028,0.993752349634,0.016527,361.6496982574463
1868.17669865,546.59,1754,0.0,2.34035,4,-0.0314343,8.1094,329557,0.994945954997,0.0162107,363.9551331996918
1889.46571147,552.8,1758,0.0,2.33483,4,-0.0188185,456.716,331597,0.884451977909,0.0237076,366.252646446228
1898.74966703,554.98,1762,0.0,2.27838,4,-0.0309099,7.54694,333688,0.994175553322,0.0211475,368.58570432662964
1896.51422163,553.29,1765,0.0,2.28341,3,-0.0361299,7.92083,335410,0.994973477907,0.0165403,371.02576899528503
1911.16775637,557.16,1767,0.0,2.2911,2,-0.0184029,452.578,337028,0.760072648525,0.0278849,373.4689803123474
1879.29742822,547.1,1773,0.0,2.30421,6,-0.0176625,275.693,339625,0.936457522213,0.0210998,375.96988463401794
1874.00665927,545.46,1777,0.0,2.28802,4,-0.0276049,14.0276,341338,0.991672518663,0.0232489,378.48619556427
1850.97123461,538.3,1781,0.0,2.30138,4,-0.0200608,693.051,344043,0.76383754611,0.0184583,380.987690448761
1863.84796063,542.53,1783,0.0,2.28946,2,-0.0164566,445.952,345331,0.747633218765,0.0171617,383.48521161079407
1880.87168897,548.0,1786,0.0,2.31404,3,-0.0157507,823.528,347785,0.648828327656,0.0245441,385.69766116142273
1914.94078394,557.98,1788,0.0,2.27858,2,-0.0216503,406.912,349666,0.780786678195,0.0179801,387.8795094490051
1939.06579024,565.14,1790,0.0,2.31857,2,-0.0203336,643.386,351666,0.110805034637,0.021425,389.9801743030548
1983.44781715,578.41,1792,0.0,2.31162,2,-0.0191114,423.6,353666,0.6289729774,0.0187469,392.0791301727295
2003.57261104,584.8,1796,0.0,2.31221,4,-0.0260873,757.563,356158,0.777691677213,0.0196473,394.1719892024994
1990.59937265,581.3,1800,0.0,2.32502,4,-0.0297974,18.2523,358251,0.984571207315,0.0239454,396.28216075897217
2028.27588039,592.46,1802,0.0,2.3343,2,-0.0143853,449.648,360107,0.759803965688,0.0197602,398.4226474761963
1979.63102281,578.36,1808,0.0,2.28245,6,-0.0414606,12.1768,362351,0.992300432175,0.0222556,400.50309228897095
1958.9903891,572.62,1813,0.0,2.28685,5,-0.0340691,16.5567,364282,0.992764554918,0.0199824,402.5898425579071
1966.72593639,575.26,1815,0.0,2.30017,2,-0.0156141,382.491,365645,0.784833371639,0.0154054,404.7040071487427
1985.03729884,581.31,1819,0.0,2.32337,4,-0.0217717,716.391,368352,0.756719470024,0.015895,406.87841057777405
1995.39560173,584.12,1822,0.0,2.33138,3,-0.0154223,22.7535,369924,0.958252925426,0.0219104,409.0400927066803
1962.80704966,574.67,1826,0.0,2.34077,4,-0.0198326,407.149,372180,0.888740353286,0.0170917,411.20349621772766
1970.60699231,577.28,1830,0.0,2.3148,4,-0.0340652,14.6835,374448,0.991908417083,0.017252,413.4814052581787
2002.70067351,586.58,1833,0.0,2.31427,3,-0.0193436,98.9534,376737,0.932666197419,0.0108298,415.79774594306946
1987.36030304,582.26,1838,0.0,2.26276,5,-0.0339266,20.3882,378646,0.986304763705,0.018706,418.11267471313477
1988.24644987,582.06,1842,0.0,2.23686,4,-0.0386394,11.9913,380746,0.994447377045,0.0153596,420.4878611564636
1985.56015457,581.19,1845,0.0,2.25298,3,-0.0209694,191.2,382486,0.901873774827,0.011982,422.8843014240265
1993.19466783,583.41,1849,0.0,2.24273,4,-0.0288326,64.0452,384904,0.970369050279,0.0164275,425.3058261871338
1981.46605518,580.35,1853,0.0,2.25198,4,-0.0217894,134.822,387051,0.901045694947,0.0187958,427.7510895729065
1962.42359051,574.6,1856,0.0,2.24489,3,-0.0370217,16.7361,388389,0.99254802987,0.0141492,430.29922246932983
2004.40995418,586.81,1860,0.0,2.24195,4,-0.0299862,8.96003,391149,0.993444166146,0.0168083,432.8466260433197
2014.39823265,589.59,1863,0.0,2.20784,3,-0.0278439,19.4535,392993,0.981881001964,0.0157066,435.3369016647339
1982.49616343,580.62,1867,0.0,2.20316,4,-0.0372136,17.8354,395090,0.993088053539,0.0156158,437.52483224868774
1983.77021043,580.99,1871,0.0,2.18713,4,-0.0190246,464.187,397119,0.887734912336,0.0317383,439.6411385536194
2005.04873721,587.5,1875,0.0,2.19206,4,-0.0189255,365.452,399253,0.886284381151,0.0136542,441.7978301048279
2005.97312612,588.23,1878,0.0,2.17078,3,-0.0224655,436.679,400935,0.8395139575,0.0268099,443.90948843955994
2018.1424167,590.74,1881,0.0,2.14349,3,-0.0309901,7.19994,403117,0.992514192127,0.0168741,446.0087456703186
1972.11410941,576.19,1886,0.0,2.13428,5,-0.0285663,11.5099,405404,0.996254552389,0.0183034,448.09420466423035
1941.48462752,567.12,1889,0.0,2.13489,3,-0.0189962,460.69,407378,0.837215036154,0.0328063,450.2193412780762
1901.46394991,554.59,1892,0.0,2.13898,3,-0.0337264,5.15834,409125,0.996927338419,0.0143838,452.3601772785187
1852.42350202,539.8,1898,0.0,2.13367,6,-0.0418018,11.0783,411493,0.996239186963,0.0185261,454.43857407569885
1819.16821174,529.96,1902,0.0,2.11282,4,-0.0388552,6.17315,413103,0.997237078846,0.0143551,456.5345458984375
1851.77832357,539.87,1906,0.0,2.13137,4,-0.0197584,749.737,415687,0.758968830109,0.0183808,458.64932775497437
1880.53454814,548.44,1908,0.0,2.13203,2,-0.018219,390.148,417195,0.772586733103,0.0213692,460.80407786369324
1918.63062426,560.0,1910,0.0,2.14846,2,-0.0200248,897.635,419195,0.105602502823,0.0287198,462.98262906074524
1957.40897268,571.96,1912,0.0,2.13841,2,-0.0156392,814.529,421195,0.108579337597,0.0142869,465.25729846954346
1980.78573224,579.13,1914,0.0,2.13206,2,-0.0165381,837.602,423195,0.174747943878,0.0212949,467.52386593818665
1980.49939169,579.21,1918,0.0,2.13406,4,-0.0132669,812.568,425914,0.721678465605,0.031722,469.83673906326294
2018.45499148,590.51,1920,0.0,2.15887,2,-0.020995,457.731,427914,0.713676780462,0.0197731,472.10290813446045
2006.95822751,587.33,1924,0.0,2.14316,4,-0.0223196,423.257,429864,0.883770659566,0.0197658,474.62394857406616
1993.96525149,583.99,1927,0.0,2.16051,3,-0.0236907,245.502,431416,0.866197213531,0.0186969,477.0243113040924
2026.13402732,593.64,1930,0.0,2.16256,3,-0.0207813,353.041,433812,0.857610687613,0.0174503,479.44035029411316
2027.64228054,594.66,1933,0.0,2.19295,3,-0.0217275,480.482,436203,0.743486404419,0.0181062,481.93146657943726
2049.08498676,601.11,1935,0.0,2.19931,2,-0.0216251,442.768,437633,0.770873039961,0.0270241,484.4935829639435
2068.10078675,607.37,1939,0.0,2.22815,4,-0.0215395,813.573,440285,0.737932473421,0.0159305,487.0698618888855
2088.74081864,613.59,1942,0.0,2.18595,3,-0.0279848,99.6588,442105,0.936008878052,0.0179608,489.4378652572632
2091.88495392,614.6,1944,0.0,2.19754,2,-0.018469,432.349,443536,0.764862209558,0.0223624,491.5793044567108
2078.63671176,611.36,1950,0.0,2.19135,6,-0.0260152,415.523,446378,0.898582808673,0.0193514,493.6799008846283
2082.76880888,612.64,1953,0.0,2.20661,3,-0.0212164,430.804,448315,0.852406203747,0.015582,495.835401058197
2080.39248605,612.4,1957,0.0,2.20336,4,-0.0250353,423.269,450417,0.873333260417,0.017164,497.94486951828003
2058.25502505,606.23,1961,0.0,2.18133,4,-0.0364215,11.9017,452265,0.990983435884,0.0180027,500.03992438316345
2053.78221317,604.75,1965,0.0,2.16799,4,-0.0364928,12.8285,454310,0.991288580932,0.0229013,502.11821031570435
2021.43853627,595.1,1971,0.0,2.15816,6,-0.0397653,9.59055,456629,0.994861313142,0.0173136,504.25267696380615
2031.66404117,597.75,1974,0.0,2.17275,3,-0.0208999,432.205,458524,0.847071811557,0.0276401,506.3667199611664
1997.9141833,587.57,1979,0.0,2.14794,5,-0.0448202,10.8149,460447,0.994572405703,0.0188714,508.47780585289
1981.71912026,583.17,1983,0.0,2.14017,4,-0.0223236,188.773,462842,0.928199872375,0.0199826,510.54767656326294
2006.97264918,590.23,1987,0.0,2.12212,4,-0.0413322,11.7159,464758,0.993148033973,0.0218785,512.6569075584412
1984.27602495,583.35,1991,0.0,2.12741,4,-0.0417622,10.7482,466878,0.994783063885,0.0194927,514.8132824897766
1980.61786644,582.42,1995,0.0,2.13601,4,-0.039403,14.3465,468714,0.993302847724,0.0172307,517.0342562198639
2011.04829433,590.88,1999,0.0,2.18317,4,-0.0378828,12.6576,470870,0.993502801284,0.0183012,519.3480522632599
