EpisodesSoFar,TimestepsSoFar,EpLenMean,EpRewMean,loss_kl,loss_ent,loss_pol_entpen,loss_vf_loss,loss_pol_surr,ev_tdlam_before,TimeElapsed,EpThisIter
5174,443770,670.23,6238.62058293,0.0145985,-0.550733,0.0,6964.22,-0.0133862,0.514232128859,380.42194747924805,4
5179,446463,657.72,6121.69603241,0.0340722,-0.559843,0.0,5816.02,-0.00943758,0.60987123847,382.15683603286743,5
5182,447877,641.86,5973.67428488,0.0206743,-0.574945,0.0,5729.52,-0.0147187,0.377305090427,383.90654373168945,3
5185,449898,633.02,5890.91854653,0.0281145,-0.568226,0.0,2940.35,-0.0132637,0.680537074804,385.66119384765625,3
5188,452043,624.47,5810.91746717,0.0409633,-0.584684,0.0,5237.0,0.00491332,0.61891618371,387.3914394378662,3
5190,454043,624.47,5810.60335727,0.0287612,-0.575014,0.0,5886.32,-0.0116343,-0.147926688194,389.1570737361908,2
5193,456144,619.7,5765.89362213,0.0269803,-0.561512,0.0,6490.32,-0.00916848,0.41388297081,390.89117670059204,3
5195,457850,626.39,5827.97594965,0.0285407,-0.562179,0.0,4492.24,-0.0136581,0.409181833267,392.65785360336304,2
5197,459850,633.83,5897.25663387,0.0145288,-0.557579,0.0,5753.86,-0.010348,-0.0130834579468,394.39140129089355,2
5200,462158,632.36,5883.17402963,0.0717667,-0.545604,0.0,4903.56,-0.00172726,0.606325179338,396.1413736343384,3
5203,464442,635.13,5908.80682642,0.0238242,-0.541619,0.0,4111.49,-0.0138001,0.643087267876,397.892297744751,3
5206,466652,637.63,5932.04423861,0.0464375,-0.536181,0.0,6534.01,-0.0061252,0.4357432127,399.624977350235,3
5209,468030,630.6,5866.45037508,0.0203986,-0.545721,0.0,5874.58,-0.01733,0.534022033215,401.37497067451477,3
5213,470407,621.57,5782.29316756,0.0117648,-0.543221,0.0,8090.35,-0.0136978,0.477656602859,403.1093430519104,4
5215,472407,629.1,5852.52731455,0.0213094,-0.543044,0.0,5439.22,-0.00556621,-0.0176438093185,404.85784220695496,2
5217,474173,631.47,5874.67184424,0.0755776,-0.548258,0.0,3809.24,0.00393282,0.411119878292,406.6173963546753,2
5221,476498,639.01,5945.0276608,0.0271214,-0.538854,0.0,7965.2,-0.0115499,0.404833078384,408.36013555526733,4
5225,478634,634.16,5900.05585634,0.021304,-0.55089,0.0,6905.52,-0.00993421,0.566312432289,410.11382150650024,4
5227,480634,650.08,6048.42619865,0.0153552,-0.542805,0.0,5723.71,-0.0110317,-0.0741398334503,411.84387946128845,2
5229,482634,666.12,6197.96770617,0.0219557,-0.524153,0.0,5700.86,-0.0124666,-0.0791897773743,413.59387493133545,2
5232,484657,658.84,6130.14241634,0.0442289,-0.524604,0.0,3185.62,-0.0176724,0.6458555758,415.328243970871,3
5235,486741,655.33,6097.54260594,0.0304444,-0.529836,0.0,6188.35,-0.00851814,0.339563786983,417.0782392024994,3
5237,488741,660.74,6148.01518934,0.0223257,-0.524503,0.0,5786.88,-0.0104211,-0.030513048172,418.80552768707275,2
5240,491139,662.09,6160.78555386,0.0249473,-0.541598,0.0,7636.01,-0.0123857,0.135451674461,420.563063621521,3
5244,493460,667.22,6208.59527107,0.0209612,-0.557055,0.0,6626.06,-0.010466,0.568159818649,422.3004198074341,4
5246,495133,678.95,6317.94885796,0.0284469,-0.562721,0.0,3349.23,-0.00713201,0.488248169422,424.04915380477905,2
5249,496929,673.53,6267.74568089,0.0301053,-0.548866,0.0,6622.65,-0.0110229,0.438972294331,425.77295994758606,3
5252,499063,688.56,6407.97064827,0.0271609,-0.55048,0.0,7523.34,-0.00851576,0.22080385685,427.51582050323486,3
5256,501222,695.92,6476.83273708,0.0165544,-0.533827,0.0,8935.75,-0.013195,0.374331831932,429.2345633506775,4
5260,503772,694.7,6465.85736407,0.0164844,-0.534194,0.0,8230.89,-0.0138711,0.407074093819,430.976065158844,4
5262,505145,688.43,6407.75526127,0.0164333,-0.541824,0.0,1878.65,-0.0143384,0.843921631575,432.70468640327454,2
5266,507673,688.49,6408.82213979,0.0305565,-0.560469,0.0,9545.09,-0.00415971,0.333343446255,434.4534606933594,4
5271,509723,670.48,6241.53124962,0.0432915,-0.577298,0.0,8133.64,0.00353199,0.621458858252,436.2035641670227,5
5273,511723,680.34,6333.64563241,0.0140431,-0.567559,0.0,5677.37,-0.00790398,-0.0342993736267,437.95326137542725,2
5275,513723,690.93,6432.54490775,0.0401102,-0.564275,0.0,5698.37,0.00152547,-0.0134717226028,439.68763256073,2
5277,515723,702.98,6545.07843976,0.0182029,-0.553238,0.0,4951.8,-0.0149294,0.048684835434,441.42200088500977,2
5279,517238,707.75,6589.65460178,0.0247405,-0.550661,0.0,3979.12,-0.00692489,0.492543399334,443.1589889526367,2
5281,519238,723.61,6737.6340386,0.027226,-0.536882,0.0,5906.78,-0.00483474,-0.0294646024704,444.9067533016205,2
5287,522018,709.75,6609.01825636,0.0130425,-0.542523,0.0,10742.6,-0.0147867,0.560466259718,446.6585500240326,6
5290,523572,695.29,6474.58954294,0.0147373,-0.548069,0.0,3008.95,-0.0123665,0.618613809347,448.4064939022064,3
5292,525572,695.29,6474.91159451,0.0113613,-0.557366,0.0,5815.83,-0.0111534,-0.0901222229004,450.1479802131653,2
5295,527954,701.04,6528.81499511,0.0477107,-0.578229,0.0,6880.44,-0.0024607,0.301096856594,451.8905944824219,3
5298,530291,694.41,6467.21869364,0.0129641,-0.581503,0.0,6323.69,-0.014789,0.369270265102,453.6405899524689,3
5300,532291,701.33,6532.03961185,0.0414867,-0.559186,0.0,5633.97,-0.00739879,0.0179761052132,455.3749587535858,2
5302,534098,706.56,6581.02016899,0.0238597,-0.563729,0.0,4394.86,-0.00774728,0.403222501278,457.12147521972656,2
5304,536036,705.94,6575.39392378,0.0214444,-0.574892,0.0,3632.93,-0.0127049,0.476250231266,458.859543800354,2
5306,538036,713.84,6649.18605114,0.0134822,-0.57378,0.0,5857.11,-0.00984904,-0.0866649150848,460.60953760147095,2
5308,540036,722.82,6732.9599454,0.0140523,-0.576122,0.0,5807.95,-0.0136755,-0.039631485939,462.34390783309937,2
5311,542398,731.02,6809.5335072,0.0209234,-0.577478,0.0,6757.83,-0.0128455,0.399474143982,464.09390449523926,3
5313,544398,739.91,6892.48469807,0.0147416,-0.581821,0.0,5779.37,-0.0133919,-0.00205338001251,465.82828164100647,2
5315,546030,736.23,6858.29819422,0.0243703,-0.603008,0.0,2171.18,-0.0150907,0.54444527626,467.5626440048218,2
5318,547874,727.01,6772.45179668,0.0242083,-0.59635,0.0,2371.8,-0.020395,0.703844666481,469.29701232910156,3
5321,550223,737.25,6867.95778357,0.0179887,-0.59857,0.0,6495.53,-0.00777219,0.483114600182,471.0470073223114,3
5324,552247,740.93,6902.42073599,0.0179411,-0.598759,0.0,6053.26,-0.0115519,0.380704164505,472.76575207710266,3
5327,554664,740.3,6896.61948759,0.0298699,-0.592212,0.0,6727.16,-0.0103883,0.345629692078,474.51574659347534,3
5329,556664,740.3,6896.67577639,0.0288446,-0.584636,0.0,5876.77,-0.00558952,-0.0240849256516,476.23449301719666,2
5331,558664,744.53,6936.33578432,0.0224838,-0.577416,0.0,5906.46,-0.00351237,-0.0393415689468,477.9690637588501,2
5333,560373,747.16,6960.9600564,0.0235877,-0.582492,0.0,3354.06,-0.0163049,0.481261909008,479.7075116634369,2
5335,562373,756.32,7046.37831956,0.204236,-0.587517,0.0,6208.21,0.0196962,-0.073032617569,481.46879959106445,2
5338,564489,747.48,6963.9910292,0.022875,-0.578812,0.0,6513.34,-0.0109229,0.489416062832,483.2187945842743,3
5341,567227,750.88,6995.57510673,0.0485564,-0.586645,0.0,7007.8,-0.0040906,0.40907150507,484.9687888622284,3
5344,569167,757.07,7053.3309627,0.0194477,-0.582842,0.0,4329.81,-0.0133552,0.583437234163,486.7187840938568,3
5348,571217,744.65,6937.54304286,0.0242552,-0.574068,0.0,2552.67,-0.0138683,0.790880605578,488.4687783718109,4
5350,573217,752.88,7014.20056962,0.0703748,-0.57475,0.0,5994.4,0.000647834,-0.113299608231,490.20314860343933,2
5353,574816,747.53,6964.27608226,0.0131177,-0.577127,0.0,4982.58,-0.0169806,0.440535366535,491.95314359664917,3
5355,576553,753.81,7022.82985523,0.0255382,-0.582519,0.0,4534.7,-0.00877423,0.414258003235,493.7031388282776,2
5358,579553,772.54,7197.42556902,0.0137457,-0.574243,0.0,8400.98,-0.0128585,-0.0200726985931,495.4375071525574,3
5360,581553,777.81,7246.62680735,0.0178607,-0.554234,0.0,5825.24,-0.00943751,-0.000153779983521,497.1875035762787,2
5362,583553,784.08,7305.11537321,0.0189109,-0.55796,0.0,5874.03,-0.0148088,-0.0164049863815,498.9218726158142,2
5365,585353,781.71,7282.92535452,0.0221291,-0.560262,0.0,4776.42,-0.00891597,0.591570973396,500.6718678474426,3
5369,587713,791.37,7373.06575083,0.0158151,-0.551341,0.0,5941.29,-0.00892461,0.551437467337,502.406236410141,4
5371,589469,797.46,7429.76841223,0.0353884,-0.562483,0.0,3292.77,-0.00925139,0.467733383179,504.1562328338623,2
5373,591469,797.46,7429.73954593,0.0307434,-0.548096,0.0,5931.88,-0.00314721,-0.0906454324722,505.89060068130493,2
5377,593423,777.0,7239.00930781,0.0162022,-0.557198,0.0,7707.33,-0.0111351,0.425210833549,507.64814019203186,4
5379,595208,779.7,7264.23660591,0.0164348,-0.560079,0.0,4527.52,-0.0107026,0.532077461481,509.37563610076904,2
5382,597273,770.35,7177.00986854,0.0379098,-0.566421,0.0,7311.53,-0.00636739,0.399138271809,511.11836218833923,3
5384,599273,788.2,7343.45425141,0.0268445,-0.556246,0.0,5898.37,-0.0125082,-0.0595034360886,512.8437566757202,2
5387,601297,792.79,7386.26885166,0.02094,-0.558868,0.0,6345.31,-0.0150404,0.356839358807,514.6093773841858,3
5389,603297,801.05,7463.34272568,0.0186131,-0.556255,0.0,5835.44,-0.0118344,-0.0224810838699,516.3281207084656,2
5391,605297,807.25,7521.20985318,0.0189926,-0.539877,0.0,3596.05,-0.00847626,0.169390022755,518.0781178474426,2
5393,607297,807.25,7521.26275182,0.0518278,-0.52804,0.0,6270.71,0.000491964,-0.204431891441,519.7812356948853,2
5396,609847,808.93,7536.99766383,0.0138592,-0.52706,0.0,6910.24,-0.0139831,0.318614304066,521.5312304496765,3
5401,612096,788.05,7342.41198783,0.0315228,-0.544648,0.0,8788.21,-0.00590541,0.651061117649,523.2655999660492,5
5403,614096,790.6,7366.32082768,0.0181784,-0.533927,0.0,5729.67,-0.0104566,0.00157028436661,525.0155944824219,2
5407,616250,772.14,7194.34646332,0.0271635,-0.550561,0.0,7690.35,-0.0092179,0.566706806421,526.7499642372131,4
5409,618250,772.14,7194.47343197,0.0287641,-0.54718,0.0,5815.63,-0.011626,-0.0211825370789,528.4843354225159,2
5411,620250,778.52,7254.07459503,0.0277737,-0.549237,0.0,5822.42,-0.00507352,-0.0184191465378,530.2343287467957,2
5413,622250,778.52,7254.10177991,0.0230502,-0.539586,0.0,5838.77,-0.0064222,-0.00930321216583,531.9730978012085,2
5415,623775,777.45,7244.15140313,0.0254891,-0.553764,0.0,4335.03,-0.00611665,0.303102016449,533.7187299728394,2
5417,625775,785.27,7317.12789929,0.0289255,-0.557059,0.0,5936.12,-0.0132545,-0.108413338661,535.4687256813049,2
5420,628559,793.36,7392.59979332,0.0230745,-0.554435,0.0,6389.43,-0.0080073,0.211407184601,537.2030963897705,3
5422,630559,793.36,7392.67989048,0.0172003,-0.532206,0.0,5854.13,-0.0118614,-0.00425958633423,538.9530889987946,2
5424,632522,802.75,7480.18827606,0.0338826,-0.534887,0.0,4366.82,-0.00214566,0.281601011753,540.71164894104,2
5426,634522,808.58,7534.59056715,0.0188755,-0.512958,0.0,5856.85,-0.00798144,-0.0548934936523,542.4532132148743,2
5428,636522,808.58,7534.55225269,0.0224479,-0.506336,0.0,5863.83,-0.00461829,-0.0640578269958,544.2044672966003,2
5430,638522,808.58,7534.52235199,0.00827476,-0.507673,0.0,5874.44,-0.00710728,-0.00211262702942,545.9531116485596,2
5432,640522,811.49,7561.72678437,0.0369052,-0.498228,0.0,5881.75,-0.00766324,0.000131487846375,547.6878399848938,2
5435,642797,804.24,7494.11751623,0.0365518,-0.498641,0.0,3342.52,-0.00777591,0.393908560276,549.4374778270721,3
5438,644916,804.27,7494.4854444,0.0154028,-0.489621,0.0,7532.22,-0.0140687,0.26825594902,551.1874735355377,3
5440,646916,806.89,7519.07828537,0.0328683,-0.470336,0.0,3925.25,-0.0106505,0.050564467907,552.9062173366547,2
5444,648487,793.2,7391.49321767,0.0594968,-0.458905,0.0,3323.03,-0.0207077,0.715572416782,554.6562175750732,4
5447,650656,799.74,7452.37183305,0.0226206,-0.464196,0.0,7158.89,-0.0159442,0.36705160141,556.3905813694,3
5449,652313,800.96,7463.76198962,0.0701722,-0.475763,0.0,3943.19,0.00203421,0.564417243004,558.1405782699585,2
5452,654720,809.04,7538.97017072,0.0183454,-0.487844,0.0,5700.02,-0.0180031,0.341970980167,559.8749465942383,3
5454,656720,809.04,7538.94399599,0.0353487,-0.484726,0.0,5933.1,-0.00852837,-0.0917271375656,561.624942779541,2
5457,659154,806.01,7510.69605544,0.0540017,-0.505702,0.0,5801.93,-0.00828543,0.481995403767,563.3595669269562,3
5459,660703,801.5,7468.58889374,0.0240825,-0.530345,0.0,3735.27,-0.0120024,0.440127551556,565.1095616817474,2
5461,662703,801.5,7468.63500204,0.0188052,-0.517596,0.0,5903.27,-0.00733085,-0.0360980033875,566.823962688446,2
5464,665394,810.41,7551.72853278,0.0223326,-0.517199,0.0,6741.13,-0.0163614,0.299992024899,568.57919049263,3
5466,666858,805.05,7501.77912732,0.035906,-0.531391,0.0,5189.33,-0.00585595,0.256789624691,570.296882390976,2
5468,668858,817.51,7617.94983124,0.0530492,-0.535766,0.0,5900.45,-0.00139637,-0.00169456005096,572.0468759536743,2
5470,670858,823.89,7677.53455237,0.0283025,-0.529731,0.0,5920.46,-0.00908495,-0.0176408290863,573.7812538146973,2
5472,672858,823.89,7677.59126179,0.0506107,-0.529725,0.0,5839.78,-0.0047445,0.0054680109024,575.5312407016754,2
5474,674858,823.89,7677.62434501,0.0384052,-0.52833,0.0,5927.68,-0.00591297,-0.0153609514236,577.2656104564667,2
5478,677494,830.71,7741.22967214,0.0203516,-0.533298,0.0,7980.48,-0.0129597,0.366917431355,579.0162460803986,4
5480,679494,832.86,7761.24414616,0.0380313,-0.51841,0.0,5910.57,-0.00155433,-0.106012582779,580.7657268047333,2
5484,681848,825.75,7694.97240515,0.0175605,-0.492915,0.0,8045.94,-0.0132068,0.44529914856,582.5157201290131,4
5486,683848,835.51,7785.90910478,0.017261,-0.477707,0.0,6272.27,-0.01131,-0.312971591949,584.2657151222229,2
5490,685838,815.41,7598.46753906,0.0351068,-0.489258,0.0,5061.0,-0.0125983,0.662995547056,586.0157124996185,4
5495,688039,787.42,7337.41270764,0.0241658,-0.489413,0.0,6361.94,-0.00802141,0.567059785128,587.7657053470612,5
5500,689534,774.78,7219.47506982,0.0199373,-0.492091,0.0,5637.73,-0.0159056,0.694015622139,589.5157008171082,5
5504,691573,764.77,7126.01556323,0.0150017,-0.506842,0.0,9073.16,-0.0145454,0.49560970068,591.2656960487366,4
5508,693696,764.46,7122.94341358,0.0192577,-0.488513,0.0,5892.66,-0.0155924,0.660281687975,593.0000638961792,4
5511,695942,756.92,7052.57198358,0.0242647,-0.498852,0.0,6026.1,-0.00927894,0.402407705784,594.7344362735748,3
5515,697762,739.87,6893.66723139,0.0150505,-0.51815,0.0,8664.02,-0.0186948,0.607871264219,596.4688031673431,4
5518,700374,735.99,6857.48964081,0.0187516,-0.532184,0.0,5832.99,-0.0101566,-0.0161296129227,598.2344245910645,3
5521,701975,724.16,6747.07382782,0.02478,-0.520928,0.0,2909.79,-0.0128438,0.733179986477,599.9687929153442,3
5523,703975,724.53,6750.51249512,0.0446606,-0.501349,0.0,5786.02,-0.00419471,-0.162922859192,601.7117097377777,2
5525,705975,724.53,6750.43041076,0.0264538,-0.495125,0.0,5731.38,-0.0119035,-0.0776878595352,603.4570455551147,2
5527,707975,724.53,6750.46528815,0.0453482,-0.48958,0.0,5768.53,-0.0089702,-0.0270284414291,605.2025363445282,2
5530,710213,716.91,6679.53159808,0.0166884,-0.48338,0.0,6076.87,-0.00873495,0.371115386486,606.9056565761566,3
5532,712213,716.91,6679.50514647,0.0213695,-0.491993,0.0,5744.72,-0.0105784,-0.0306985378265,608.6630403995514,2
5535,714743,719.46,6703.33470536,0.0256141,-0.490906,0.0,7473.7,-0.00492297,0.213029384613,610.3917102813721,3
5538,715893,709.77,6613.02993085,0.0222001,-0.493813,0.0,5343.4,-0.0161629,0.511798352003,612.1356363296509,3
5545,718680,691.93,6446.92480795,0.0319544,-0.508271,0.0,7315.21,-0.00249118,0.619449883699,613.8750190734863,7
5548,720407,690.94,6437.88307515,0.0264022,-0.507818,0.0,5388.61,-0.0106574,0.605204313993,615.625013589859,3
5551,722735,684.22,6375.33542558,0.0249419,-0.52074,0.0,6901.11,-0.0152806,0.417532026768,617.3749060630798,3
5554,724758,680.38,6339.72787255,0.0281191,-0.511089,0.0,6670.37,-0.0162226,0.379538476467,619.1249094009399,3
5556,726268,679.15,6328.3861126,0.0154844,-0.523794,0.0,3896.72,-0.0130217,0.392237305641,620.8592727184296,2
5558,728268,685.65,6389.11272052,0.0182103,-0.521075,0.0,5836.83,-0.00562222,-0.0562605857849,622.6100947856903,2
5561,730452,677.49,6313.04902655,0.026428,-0.519241,0.0,6363.89,-0.00751247,0.367871165276,624.360680103302,3
5563,732452,677.49,6313.07887438,0.0211162,-0.523138,0.0,5964.75,-0.0125761,-0.0958749055862,626.0940709114075,2
5567,735174,673.16,6272.78494009,0.032932,-0.52254,0.0,8424.25,-0.00830744,0.425156652927,627.8600873947144,4
5569,737174,673.16,6272.80620688,0.629742,-0.509207,0.0,5648.48,0.0182006,-0.0107717514038,629.5865864753723,2
5592,739290,527.05,4910.42631285,0.0171447,-0.503317,0.0,13371.4,-0.0194148,0.659724235535,631.3600735664368,23
5612,741328,447.5,4168.92337483,0.00861843,-0.505968,0.0,13736.4,-0.0130297,0.752524927258,633.0940721035004,20
5633,743194,299.81,2792.04377872,0.0157435,-0.526483,0.0,15187.9,-0.015289,0.729334294796,634.8607165813446,21
5654,745447,206.89,1925.44253947,0.0115567,-0.537154,0.0,12657.7,-0.0158366,0.751375183463,636.5948526859283,21
5674,747507,100.43,932.593444673,0.0202757,-0.56498,0.0,10126.9,-0.0151294,0.763703122735,638.3594470024109,20
5688,749498,107.06,994.470243625,0.0141553,-0.585631,0.0,6912.24,-0.0199013,0.802779987454,640.0938143730164,14
5698,751478,118.23,1098.41773799,0.0191845,-0.604625,0.0,6814.18,-0.0190249,0.773246124387,641.8438103199005,10
5706,753645,129.73,1205.62483493,0.0195598,-0.61183,0.0,4842.81,-0.0106595,0.827704429626,643.5781786441803,8
5710,754917,138.26,1285.15205935,0.0165913,-0.612654,0.0,3412.73,-0.0178053,0.674733102322,645.3227224349976,4
5716,757293,154.49,1436.45973598,0.010707,-0.623938,0.0,6629.09,-0.0123685,0.679568737745,647.0628304481506,6
5719,759404,174.25,1620.64192104,0.0263209,-0.622332,0.0,5046.4,-0.00888056,0.474129796028,648.7967526912689,3
5722,761448,191.55,1781.97659369,0.0252172,-0.628239,0.0,5794.28,-0.0123418,0.341756880283,650.5311226844788,3
5726,763223,205.77,1914.56163538,0.0215319,-0.623683,0.0,3440.51,-0.0225751,0.696924567223,652.2811212539673,4
5728,765223,224.63,2090.48896703,0.0185503,-0.617421,0.0,5116.25,-0.00732094,-0.0778142213821,653.9998624324799,2
5733,767794,246.0,2289.78910517,0.0167615,-0.617363,0.0,8224.49,-0.0174631,0.55498328805,655.7498571872711,5
5736,770036,263.86,2456.38392953,0.0238211,-0.610867,0.0,4494.42,-0.0107442,0.606361359358,657.4842267036438,3
5739,771502,276.24,2571.80187045,0.038149,-0.607841,0.0,5095.59,-0.0109683,0.648476928473,659.2342216968536,3
5741,773502,294.06,2737.99062995,0.0175312,-0.603473,0.0,4920.18,-0.0167925,0.144099533558,660.9685912132263,2
5745,775463,311.28,2898.62579173,0.0346166,-0.575449,0.0,5420.76,-0.00116366,0.657209128141,662.7115037441254,4
5748,777905,332.77,3099.05802695,0.0351589,-0.587483,0.0,6427.55,-0.00642874,0.468903124332,664.4698123931885,3
5750,779575,345.63,3218.99191929,0.020657,-0.591042,0.0,2080.16,-0.0115188,0.76583147049,666.207168340683,2
5754,781652,362.05,3372.08043127,0.020108,-0.59574,0.0,5136.34,-0.00971178,0.752187624574,667.953958272934,4
5757,783861,380.79,3546.86050601,0.0207727,-0.592619,0.0,5713.2,-0.00812363,0.535650074482,669.7046165466309,3
5760,786312,400.42,3729.99358369,0.0311706,-0.598661,0.0,7647.99,-0.0112534,0.13836401701,671.4537863731384,3
5762,787610,412.96,3846.93541694,0.0290698,-0.599587,0.0,3670.09,-0.00390549,0.547312617302,673.203063249588,2
5765,789881,431.33,4018.28476513,0.0787676,-0.601206,0.0,5889.0,0.00275415,0.345310986042,674.9374334812164,3
5767,791881,449.9,4191.52377888,0.0218457,-0.600001,0.0,5634.17,-0.00360277,-0.0751256942749,676.6874277591705,2
5769,793881,469.09,4370.54176187,0.0305389,-0.605752,0.0,5628.26,-0.00437974,-0.00541937351227,678.4231722354889,2
5772,796003,487.09,4538.53110761,0.0109785,-0.597363,0.0,6446.12,-0.00988132,0.390743792057,680.1592299938202,3
5775,798069,505.16,4707.12981139,0.0204083,-0.600721,0.0,6722.83,-0.0137678,0.434982657433,681.9226410388947,3
5777,800069,523.55,4878.67164697,0.0348639,-0.601172,0.0,5518.91,-0.0123108,-0.00797867774963,683.6567103862762,2
5780,802776,547.66,5103.53199591,0.0222317,-0.590963,0.0,3638.11,-0.0150206,0.507671296597,685.406485080719,3
5783,804243,557.86,5198.68443488,0.0202538,-0.593337,0.0,5265.62,-0.0144966,0.496155560017,687.1418149471283,3
5786,806739,575.32,5361.6279885,0.0337546,-0.582116,0.0,6211.05,-0.00511267,0.323535203934,688.8907926082611,3
5791,808820,590.66,5504.62975852,0.0240806,-0.595753,0.0,4842.43,-0.0248503,0.57854399085,690.6269843578339,5
5795,810585,599.63,5588.47702395,0.0383443,-0.600971,0.0,6034.83,0.001175,0.633277773857,692.3912708759308,4
5797,812580,612.31,5706.80436484,0.0219888,-0.597043,0.0,5268.6,0.00021097,0.251684427261,694.1100687980652,2
5800,814929,622.43,5801.29637047,0.0170283,-0.587555,0.0,6254.0,-0.0142196,0.493273198605,695.8597991466522,3
5802,816454,632.33,5893.68335428,0.0360328,-0.596868,0.0,3475.62,-0.00948449,0.562178879976,697.5944018363953,2
5804,818454,650.56,6063.74738056,0.0522908,-0.596092,0.0,4019.0,0.00263854,0.0583382844925,699.3438889980316,2
5807,820531,660.53,6156.8768067,0.0177157,-0.593191,0.0,6716.79,-0.0143473,0.349707961082,701.065877199173,3
5809,822317,674.92,6291.17144349,0.031179,-0.582654,0.0,5203.78,-0.00884281,0.42924207449,702.8126657009125,2
5812,825317,690.53,6436.85556229,0.0214304,-0.58734,0.0,6546.43,-0.00706958,0.137143969536,704.5314111709595,3
5814,827317,703.98,6562.48340914,0.0380306,-0.593377,0.0,5826.19,-0.00243172,-0.0667383670807,706.281405210495,2
5816,829317,720.24,6714.23811337,0.0220916,-0.577174,0.0,5806.34,-0.00975842,-0.0432560443878,708.0001499652863,2
5818,831317,725.36,6762.16210523,0.017315,-0.558364,0.0,5815.97,-0.00490636,-0.00765454769135,709.7501449584961,2
5820,833317,729.13,6797.46001089,0.0245446,-0.555853,0.0,4420.67,-0.00457274,0.0852875113487,711.4845147132874,2
5822,835165,737.17,6872.57369325,0.021582,-0.544656,0.0,3686.79,-0.0174369,0.419430732727,713.2188844680786,2
5824,837165,750.25,6994.71274392,0.0253339,-0.544743,0.0,5921.19,-0.00718546,-0.110186815262,714.9606938362122,2
5826,838689,754.66,7035.92956545,0.0118599,-0.553099,0.0,4139.61,-0.00938801,0.459150612354,716.710499048233,2
5829,841689,754.66,7036.04139324,0.0327276,-0.562791,0.0,7890.69,-0.00956418,-0.0933057069778,718.4534513950348,3
5831,843689,770.76,7186.35203474,0.0287596,-0.558669,0.0,5852.47,-0.00996687,-0.0475671291351,720.203489780426,2
5833,845689,778.95,7262.85658862,0.0171524,-0.560812,0.0,5795.64,-0.0095212,-0.00906360149384,721.9531972408295,2
5835,847434,778.97,7263.07023574,0.0756053,-0.563363,0.0,4687.07,0.00675583,0.449836969376,723.6960895061493,2
5837,849348,783.12,7301.89276609,0.0187373,-0.567535,0.0,4291.2,-0.0144402,0.469446539879,725.4398646354675,2
5839,851348,798.46,7445.07940129,0.016198,-0.567026,0.0,6100.29,-0.0119293,-0.163396954536,727.1729643344879,2
5841,853348,798.46,7445.22891439,0.0124398,-0.556559,0.0,6214.32,-0.00857928,0.317181348801,728.9219410419464,2
5844,855847,805.4,7510.09352151,0.0165188,-0.55076,0.0,4529.64,-0.0138713,0.581360161304,730.6719355583191,3
5846,857847,813.84,7588.89821589,0.0603097,-0.551201,0.0,5888.48,-0.00269114,0.0010861158371,732.4219317436218,2
5848,859847,819.42,7641.08018117,0.0485516,-0.534796,0.0,5907.8,0.00437507,-0.00440800189972,734.1566183567047,2
5851,862169,817.57,7623.97287673,0.0135787,-0.531656,0.0,6353.15,-0.0101094,0.540188372135,735.9098072052002,3
5853,863582,820.25,7649.09303655,0.0300922,-0.526634,0.0,4311.34,-0.00545594,0.442971110344,737.6480407714844,2
5856,865620,825.55,7698.57238241,0.0300048,-0.527289,0.0,7570.62,-0.00525549,0.311100244522,739.4070711135864,3
5858,867620,827.59,7717.68590833,0.0199367,-0.525694,0.0,6127.43,-0.00916267,-0.156272172928,741.1411266326904,2
5860,869620,833.08,7768.92846031,0.0317047,-0.519174,0.0,5865.7,-0.00753061,-0.00570821762085,742.8919095993042,2
5862,871620,840.1,7834.44775179,0.0220207,-0.520052,0.0,5930.65,-0.00785185,-0.0808664560318,744.6250882148743,2
5864,873620,840.1,7834.46886872,0.0197001,-0.509336,0.0,5880.6,-0.0123065,-0.0140038728714,746.3750836849213,2
5866,875620,847.39,7902.526538,0.0780904,-0.511738,0.0,3564.32,-0.00187202,0.017195045948,748.1249589920044,2
5868,877620,847.39,7902.52988645,0.143532,-0.518093,0.0,6081.64,0.00945023,-0.120961427689,749.8749549388885,2
5872,880390,843.87,7869.74604646,0.015346,-0.52239,0.0,5048.15,-0.0115253,0.300901830196,751.598032951355,4
5875,882509,844.4,7874.67605678,0.0580733,-0.538571,0.0,2968.96,-0.0122281,0.682308286428,753.3439230918884,3
5878,884641,837.94,7814.47004236,0.0182538,-0.560994,0.0,7292.61,-0.0117771,0.363416969776,755.0782914161682,3
5882,886732,826.17,7704.73061783,0.027515,-0.562238,0.0,4718.65,-0.0143599,0.758666425943,756.8282878398895,4
5884,888732,834.89,7786.14761874,0.0419246,-0.555464,0.0,6270.2,0.000845485,-0.0143030881882,758.5470311641693,2
5886,890732,839.93,7833.19656184,0.0434073,-0.562532,0.0,5941.07,-0.00694025,-0.0305247306824,760.2970261573792,2
5888,892732,855.01,7973.92479408,0.0134111,-0.553371,0.0,5921.88,-0.0111094,-0.0195827484131,762.0157709121704,2
5890,894732,869.12,8105.49675178,0.0187018,-0.541378,0.0,5918.05,-0.00702307,-0.00414681434631,763.7657661437988,2
5892,896672,875.62,8166.09555683,0.0134179,-0.541908,0.0,3944.46,-0.0142876,0.386913657188,765.4845104217529,2
5895,898843,882.58,8230.96420194,0.0287092,-0.546168,0.0,5449.78,-0.0129245,0.450593829155,767.2345051765442,3
