EpRewMean,TimestepsSoFar,EpLenMean,EpisodesSoFar,ev_tdlam_before,EpThisIter,loss_pol_surr,loss_ent,loss_kl,loss_pol_entpen,loss_vf_loss,TimeElapsed
44.4837928557,139238,90.48,2248,0.94770231843,24,-0.141316,21.5377,0.0726785,0.0,0.352715,231.32206559181213
45.1514335222,141239,91.59,2269,0.950139023364,21,-0.137183,21.5399,0.0747122,0.0,0.271123,234.7440435886383
45.7893945314,143319,93.22,2289,0.960601143539,20,-0.140265,21.5003,0.0798884,0.0,0.393474,238.19711756706238
47.9649829227,145331,98.4,2307,0.929989509284,18,-0.146824,21.4701,0.0785202,0.0,0.30212,241.6505002975464
48.9244886496,147393,100.6,2326,0.955831695348,19,-0.143157,21.4284,0.0814357,0.0,0.30528,245.10338759422302
49.8086058187,149495,102.57,2348,0.951897408813,22,-0.13696,21.4023,0.0722198,0.0,0.380903,248.5250334739685
49.0421403533,151535,101.41,2371,0.951074395329,23,-0.144796,21.3454,0.0718246,0.0,0.38494,251.97809147834778
48.6925558346,153576,100.05,2392,0.937780130655,21,-0.13892,21.3685,0.0764166,0.0,0.357053,255.4161353111267
46.3721350473,155620,94.43,2414,0.941643085331,22,-0.143428,21.3541,0.0810051,0.0,0.396756,258.869428396225
45.8943792809,157664,93.25,2435,0.959034305066,21,-0.137372,21.3127,0.0729843,0.0,0.329815,262.30661511421204
48.4302383118,159722,98.39,2452,0.946913857013,17,-0.142965,21.3317,0.0818876,0.0,0.266293,265.7444200515747
49.5061131221,161783,100.16,2473,0.954692602158,21,-0.144403,21.2969,0.0804479,0.0,0.299612,269.19723415374756
49.6195843719,163790,100.56,2494,0.958771243691,21,-0.137872,21.2488,0.0759007,0.0,0.377901,272.6504693031311
50.3686625259,165815,101.95,2514,0.957076899707,20,-0.14509,21.2472,0.0762086,0.0,0.306873,276.1055476665497
49.023765905,167887,98.99,2537,0.919987402856,23,-0.120861,21.1728,0.0867053,0.0,0.700272,279.5679168701172
48.445230094,169932,97.93,2556,0.953184422106,19,-0.146287,21.1612,0.0773987,0.0,0.262388,283.0137438774109
49.1612632929,172019,98.83,2577,0.961240075529,21,-0.145506,21.1271,0.0740768,0.0,0.345072,286.4475140571594
49.5321656262,174077,99.63,2597,0.94929760322,20,-0.143827,21.096,0.0813577,0.0,0.368255,289.88469219207764
49.2423302946,176074,98.93,2618,0.956913076341,21,-0.14832,21.0015,0.0778442,0.0,0.3187,293.33738684654236
50.0771666972,178145,100.28,2639,0.927596963942,21,-0.132747,20.9455,0.0730263,0.0,0.509139,296.77531337738037
49.4156986404,180132,98.98,2659,0.94534951821,20,-0.142272,20.9179,0.0822853,0.0,0.367655,300.27713346481323
49.9983381765,182266,99.87,2680,0.949762053788,21,-0.147143,20.9019,0.0870178,0.0,0.374853,303.71340584754944
49.3865907474,184293,98.38,2701,0.961140327156,21,-0.138127,20.844,0.078237,0.0,0.345576,307.14984941482544
50.6116790344,186362,100.61,2721,0.955602888018,20,-0.140921,20.801,0.0858247,0.0,0.301567,310.60293316841125
49.6410166542,188365,98.87,2742,0.966759011149,21,-0.144617,20.7832,0.0746172,0.0,0.327126,314.0716459751129
49.1749132454,190351,97.86,2762,0.957356639206,20,-0.146707,20.712,0.0940879,0.0,0.312707,317.50911927223206
50.7832280432,192363,101.71,2779,0.951110769063,17,-0.143891,20.7257,0.0873964,0.0,0.300798,320.97881603240967
51.4296020823,194491,102.97,2800,0.957011640072,21,-0.148194,20.7074,0.0831183,0.0,0.276487,324.41604804992676
50.6980668343,196601,101.48,2822,0.939134079963,22,-0.116882,20.6474,0.0749158,0.0,0.612707,327.8692228794098
50.1991062309,198584,100.77,2843,0.953238103539,21,-0.137714,20.6312,0.0892881,0.0,0.359678,331.32220816612244
50.0968930706,200679,100.38,2864,0.964763637632,21,-0.147134,20.594,0.0926563,0.0,0.275854,334.7754192352295
48.4084533401,202740,96.89,2885,0.965993866324,21,-0.146216,20.5814,0.0890976,0.0,0.28907,338.4316427707672
48.9921324448,204758,97.9,2905,0.95700718835,20,-0.148156,20.5696,0.0880019,0.0,0.271879,341.9160933494568
49.5049575393,206807,99.22,2925,0.963721767068,20,-0.147872,20.5069,0.0850513,0.0,0.353519,345.3538188934326
50.3226165427,208812,100.47,2945,0.960595663637,20,-0.143847,20.5209,0.0849566,0.0,0.279775,348.7599892616272
51.3819349119,210865,102.96,2963,0.954105868936,18,-0.146127,20.5099,0.0870837,0.0,0.215679,352.2127914428711
52.1177557673,212887,104.07,2982,0.958873238415,19,-0.149375,20.4544,0.0910587,0.0,0.287112,355.6351008415222
52.4001292529,214973,104.11,3003,0.959615930915,21,-0.141066,20.4382,0.0848362,0.0,0.336664,359.10374426841736
53.1369720759,217025,105.55,3022,0.964007161558,19,-0.145872,20.3648,0.103169,0.0,0.233468,362.5679488182068
53.2790602274,219112,105.74,3042,0.968678135425,20,-0.144931,20.316,0.0880083,0.0,0.231795,365.97872018814087
52.4085641704,221145,103.89,3062,0.954658877105,20,-0.141696,20.3094,0.0873147,0.0,0.307227,369.43377232551575
51.4353292817,223181,101.84,3083,0.924147613347,21,-0.112604,20.26,0.0914023,0.0,0.668024,372.8848702907562
51.3384016489,225278,102.0,3104,0.938351862133,21,-0.118719,20.234,0.0776768,0.0,0.914891,376.32468008995056
50.557189947,227296,100.32,3124,0.950632292777,20,-0.13359,20.2265,0.0961793,0.0,0.549512,379.7751066684723
50.8472132345,229323,101.18,3143,0.953693818301,19,-0.139545,20.2609,0.0922462,0.0,0.383875,383.21335196495056
50.4392448777,231302,100.67,3163,0.922429949045,20,-0.121473,20.2752,0.0976377,0.0,0.685014,386.64987683296204
51.222070193,233447,102.66,3183,0.955479923636,20,-0.14863,20.2415,0.106284,0.0,0.340284,390.088258266449
51.0416548197,235428,102.55,3203,0.964134011418,20,-0.14581,20.1692,0.0979777,0.0,0.390447,393.51042675971985
50.9366259726,237509,102.13,3224,0.965259913355,21,-0.147951,20.1455,0.111488,0.0,0.331435,396.94739508628845
51.6295904656,239606,102.83,3243,0.948016963899,19,-0.144308,20.1063,0.0968253,0.0,0.254678,400.3685419559479
53.9017972771,241606,107.39,3259,0.940549332649,16,-0.14634,20.0568,0.102312,0.0,0.225598,403.7906506061554
54.5168831304,243665,107.87,3277,0.960556808859,18,-0.149779,20.0068,0.0964244,0.0,0.242269,407.2130534648895
55.0961410192,245685,109.12,3296,0.953998669982,19,-0.147444,19.9409,0.0976766,0.0,0.242216,410.66594910621643
56.8130717465,247784,112.36,3315,0.958902489394,19,-0.144443,19.9014,0.102777,0.0,0.239456,414.12108850479126
56.8625934516,249795,112.82,3334,0.956522807479,19,-0.146979,19.8543,0.0925392,0.0,0.366649,417.5717785358429
54.6334960595,251863,108.83,3354,0.888286367059,20,-0.117153,19.8448,0.19631,0.0,0.421719,421.00952434539795
52.3256367589,253846,104.23,3375,0.959799710661,21,-0.148565,19.83,0.0898774,0.0,0.422823,424.4311499595642
51.6408137122,255995,103.1,3396,0.934360928833,21,-0.143537,19.8415,0.112739,0.0,0.423771,427.85334038734436
49.9057703128,257994,99.75,3417,0.913817241788,21,-0.127778,19.8112,0.0819285,0.0,0.664449,431.2907340526581
50.5094922038,260073,100.85,3436,0.957297671586,19,-0.144239,19.7514,0.0986347,0.0,0.293166,434.7442626953125
50.9330797145,262029,101.66,3454,0.916581086814,18,-0.123244,19.7221,0.0937296,0.0,0.443234,438.1969721317291
52.2383798116,264151,104.72,3473,0.936433501542,19,-0.139682,19.657,0.104331,0.0,0.332352,441.6663155555725
53.8609242181,266208,107.45,3491,0.953482352197,18,-0.147599,19.6089,0.109482,0.0,0.284275,445.118679523468
55.7219017303,268186,110.35,3508,0.947357546538,17,-0.150685,19.556,0.119332,0.0,0.342994,448.5409550666809
54.1369767368,270269,107.84,3530,0.954301230609,22,-0.150767,19.5151,0.100583,0.0,0.445123,451.9628953933716
53.4994226607,272293,106.04,3550,0.917808108032,20,-0.124527,19.4368,0.117193,0.0,0.434879,455.4161546230316
54.0134261752,274427,106.3,3570,0.963456701487,20,-0.138692,19.417,0.0969372,0.0,0.311738,458.94710063934326
51.9493263263,276327,102.07,3590,0.930363208055,20,-0.13062,19.4227,0.100865,0.0,0.399676,462.38960003852844
50.8134489318,278516,99.59,3611,0.962515644729,21,-0.147408,19.4029,0.142626,0.0,0.265408,465.806428194046
52.8193988223,280543,102.74,3630,0.960520926863,19,-0.142295,19.3611,0.107886,0.0,0.343637,469.2907683849335
53.2994605165,282579,103.63,3649,0.94657574594,19,-0.139575,19.3159,0.10521,0.0,0.253831,472.7286949157715
52.096628179,284540,101.13,3670,0.967841718346,21,-0.149336,19.2634,0.104675,0.0,0.30074,476.1816599369049
51.8191310417,286693,100.9,3692,0.965393252671,22,-0.14423,19.2194,0.0960988,0.0,0.285387,479.6361029148102
52.0257440549,288639,101.23,3711,0.942262444645,19,-0.144086,19.163,0.114349,0.0,0.21781,483.05655455589294
52.7621916538,290768,103.08,3729,0.96021418646,18,-0.150919,19.1209,0.134866,0.0,0.212217,486.5250597000122
52.0198559145,292846,101.75,3750,0.959020156413,21,-0.145049,19.0817,0.107921,0.0,0.356819,489.9783365726471
53.8398216273,294880,105.12,3768,0.968612354249,18,-0.151708,19.0275,0.104532,0.0,0.252801,493.4475073814392
54.7136018453,296954,106.78,3788,0.967931978405,20,-0.143251,18.9988,0.105354,0.0,0.238829,496.90059900283813
54.8658539166,298979,107.54,3807,0.964184887707,19,-0.142515,18.9648,0.123843,0.0,0.260491,500.3700637817383
53.8122911983,301015,104.71,3827,0.948506273329,20,-0.145348,18.9423,0.105835,0.0,0.278192,503.83762383461
54.0708950112,303012,104.66,3847,0.950540147722,20,-0.143596,18.9327,0.0984038,0.0,0.29802,507.2600655555725
53.742279983,305105,104.14,3866,0.9546222426,19,-0.141655,18.9002,0.105767,0.0,0.278273,510.69706630706787
53.7940872722,307108,103.69,3886,0.958792116493,20,-0.142301,18.8841,0.102558,0.0,0.293409,514.1186871528625
53.9989187406,309206,104.71,3905,0.959851630032,19,-0.147039,18.8586,0.116818,0.0,0.345895,517.5722954273224
53.8759318992,311223,104.85,3924,0.964107643813,19,-0.146049,18.8529,0.112434,0.0,0.309479,521.025399684906
53.103022653,313264,103.62,3946,0.861365020275,22,-0.105828,18.8248,0.0979595,0.0,0.855944,524.4649341106415
52.6341230382,315301,103.28,3965,0.935731552541,19,-0.147379,18.8232,0.122621,0.0,0.477059,527.9314565658569
53.5913402232,317423,105.37,3984,0.947521239519,19,-0.145655,18.7841,0.120138,0.0,0.461205,531.3850491046906
52.2147830002,319487,102.81,4005,0.912560358644,21,-0.100403,18.7603,0.204571,0.0,0.671318,534.8596880435944
51.7350883101,321491,101.85,4025,0.922028586268,20,-0.114069,18.7842,0.13724,0.0,0.737266,538.3382692337036
53.3222997847,323546,104.71,4044,0.943245112896,19,-0.14549,18.7409,0.112611,0.0,0.356811,541.8166842460632
52.9466996337,325580,103.76,4064,0.926910571754,20,-0.129487,18.7064,0.101543,0.0,0.514999,545.2951757907867
52.471172428,327569,102.31,4083,0.927631177008,19,-0.135183,18.664,0.106039,0.0,0.620141,548.7749633789062
53.6335478187,329707,104.26,4103,0.95071818307,20,-0.143822,18.587,0.119839,0.0,0.431034,552.2599387168884
54.3159380193,331691,105.07,4122,0.959711957723,19,-0.150025,18.5999,0.111731,0.0,0.382804,555.7130992412567
53.8102498455,333736,104.94,4141,0.961921136826,19,-0.147424,18.574,0.115554,0.0,0.383173,559.1515507698059
53.9763713876,335865,104.8,4162,0.957634199411,21,-0.14398,18.5361,0.130811,0.0,0.363083,562.619072675705
53.8499084263,337824,104.73,4181,0.922532357275,19,-0.124395,18.5302,0.135227,0.0,0.727779,566.1030356884003
52.9104271337,339959,103.41,4202,0.963557746261,21,-0.146958,18.5036,0.111009,0.0,0.356023,569.5409681797028
51.7394996343,341968,102.77,4222,0.958182223141,20,-0.142473,18.4513,0.113717,0.0,0.370153,572.9938623905182
52.3227349725,344003,103.59,4240,0.956335231662,18,-0.146082,18.402,0.133791,0.0,0.275944,576.4523119926453
53.061975745,346006,105.28,4258,0.948564291,18,-0.141836,18.3754,0.142196,0.0,0.326584,579.8842897415161
52.7871009389,348066,105.12,4278,0.966778025031,20,-0.150145,18.3255,0.114425,0.0,0.329807,583.3372642993927
52.8874091008,350150,105.15,4298,0.96578027308,20,-0.14707,18.301,0.114922,0.0,0.341499,586.806009054184
55.1029298433,352215,108.42,4316,0.958991609514,18,-0.150714,18.2911,0.140515,0.0,0.2646,590.2442352771759
55.8312263812,354304,109.1,4335,0.963653206825,19,-0.1421,18.2579,0.112711,0.0,0.249181,593.6968405246735
55.7599805985,356305,109.45,4353,0.968746207654,18,-0.148941,18.1859,0.125568,0.0,0.280079,597.1501817703247
55.7677300776,358314,109.1,4372,0.924900762737,19,-0.116013,18.1482,0.127963,0.0,0.478058,600.6350564956665
56.0915157243,360414,109.61,4391,0.95938681066,19,-0.142145,18.133,0.134803,0.0,0.360498,604.1032242774963
55.3364303351,362436,108.25,4411,0.961987629533,20,-0.147199,18.1022,0.132462,0.0,0.305613,607.5696592330933
55.1598738656,364474,107.79,4430,0.956302095205,19,-0.150165,18.0975,0.135118,0.0,0.302436,611.0288009643555
55.3474753665,366561,107.9,4448,0.954568475485,18,-0.148618,18.1014,0.126364,0.0,0.28266,614.463146686554
56.6927822221,368524,110.35,4465,0.966629169881,17,-0.14656,18.0602,0.122818,0.0,0.303577,617.9390711784363
56.4190045173,370670,110.44,4485,0.967358510941,20,-0.148479,18.0176,0.135937,0.0,0.354478,621.3999750614166
56.5052477731,372663,111.18,4502,0.956101108342,17,-0.148477,18.0079,0.118925,0.0,0.415259,624.8378849029541
56.5875656552,374762,111.6,4522,0.958796769381,20,-0.146062,17.969,0.127324,0.0,0.291698,628.3068969249725
56.7427390631,376767,112.16,4539,0.969486894086,17,-0.153107,17.8912,0.12145,0.0,0.268664,631.744354724884
55.9499937172,378826,110.34,4559,0.961295563728,20,-0.14632,17.8156,0.124058,0.0,0.242005,635.2127890586853
55.2879627491,380903,109.49,4578,0.966759931296,19,-0.142687,17.7896,0.134541,0.0,0.251953,638.6971127986908
54.7939391787,382912,107.46,4597,0.969598904252,19,-0.149035,17.7154,0.120243,0.0,0.269174,642.1683356761932
55.8186853386,384990,109.07,4616,0.971033468843,19,-0.149794,17.6741,0.127423,0.0,0.231177,645.6349999904633
53.9182177977,386987,105.56,4636,0.968092992902,20,-0.146679,17.6273,0.135355,0.0,0.203417,649.1039848327637
54.1539581715,388990,106.54,4654,0.965501129627,18,-0.145212,17.6397,0.139262,0.0,0.236255,652.5716290473938
53.046144585,391058,104.42,4675,0.969959825277,21,-0.142315,17.592,0.127908,0.0,0.248896,656.0259299278259
53.5592270476,393201,105.72,4694,0.962709024549,19,-0.147065,17.5891,0.131079,0.0,0.239332,659.5096938610077
53.9204047169,395158,106.4,4712,0.957929484546,18,-0.146323,17.5695,0.136013,0.0,0.270594,662.9781715869904
53.8343103621,397203,106.4,4732,0.967653855681,20,-0.146408,17.5434,0.131597,0.0,0.32674,666.4624500274658
53.0048907356,399315,104.28,4753,0.962835215032,21,-0.144374,17.5629,0.127629,0.0,0.324758,669.9313569068909
54.3110612898,401319,106.32,4771,0.931126579642,18,-0.118783,17.5496,0.138719,0.0,0.418005,673.4003448486328
53.4411021475,403447,104.65,4792,0.96074263379,21,-0.142704,17.4586,0.151585,0.0,0.260477,676.8844995498657
52.7040926199,405475,103.17,4812,0.971994396299,20,-0.142487,17.4479,0.134773,0.0,0.282366,680.3328032493591
53.5788839878,407411,104.46,4830,0.962620176375,18,-0.146552,17.415,0.144264,0.0,0.246156,683.7748055458069
53.7707353554,409565,104.11,4851,0.968084860593,21,-0.145804,17.4263,0.152253,0.0,0.25505,687.2494604587555
53.452776674,411590,102.71,4871,0.93225350976,20,-0.114145,17.395,0.111036,0.0,0.86893,690.7282485961914
55.2715101354,413595,106.03,4888,0.968187406659,17,-0.147613,17.348,0.179834,0.0,0.22732,694.2012519836426
55.5038699827,415655,106.32,4907,0.955854322761,19,-0.141078,17.3202,0.153297,0.0,0.328536,697.66610455513
55.9329906018,417765,107.07,4927,0.96669832617,20,-0.148705,17.3072,0.155762,0.0,0.287903,701.134393453598
54.6045396681,419749,104.96,4948,0.907637037337,21,-0.113326,17.2671,0.116126,0.0,0.621971,704.6192500591278
54.3404882164,421803,105.21,4967,0.954771615565,19,-0.14503,17.2548,0.154152,0.0,0.410247,708.0878131389618
52.4472658653,423890,101.49,4989,0.92142547667,22,-0.112902,17.2501,0.135011,0.0,0.856383,711.5588026046753
52.3862238961,425976,101.36,5009,0.948794793338,20,-0.132677,17.2089,0.128815,0.0,0.549293,715.0252866744995
51.8020807029,427989,100.2,5029,0.960157308728,20,-0.139587,17.1752,0.14973,0.0,0.447324,718.4954552650452
53.7849943412,430005,103.43,5047,0.956777941436,18,-0.152055,17.1505,0.16331,0.0,0.35292,721.9786467552185
53.5482404381,432094,102.91,5067,0.947154592723,20,-0.124309,17.1328,0.125699,0.0,0.631749,725.4319362640381
55.597900901,434152,107.11,5085,0.962864682078,18,-0.148435,17.0863,0.144278,0.0,0.344659,728.8846712112427
55.5102955543,436215,106.83,5104,0.967359181494,19,-0.141954,17.0369,0.139198,0.0,0.368634,732.35622215271
56.6163271438,438240,108.61,5123,0.961475305259,19,-0.1509,16.9943,0.158811,0.0,0.322562,735.8381943702698
56.0688895833,440260,108.0,5142,0.96184399724,19,-0.1375,16.9531,0.13972,0.0,0.350271,739.2908174991608
55.837669383,442290,106.9,5162,0.965977270156,20,-0.139143,16.9308,0.158855,0.0,0.438307,742.7597181797028
56.0813830713,444374,107.01,5181,0.969721511006,19,-0.148892,16.8904,0.135604,0.0,0.282225,746.2125940322876
56.1804556938,446380,107.35,5199,0.957665082067,18,-0.148765,16.888,0.130699,0.0,0.374834,749.6970148086548
55.5681329347,448435,106.46,5218,0.972253719345,19,-0.148075,16.9063,0.151298,0.0,0.304106,753.1829926967621
55.9753127009,450534,107.48,5238,0.939194206148,20,-0.127409,16.8593,0.131601,0.0,0.483639,756.634174823761
55.9953670484,452602,107.63,5258,0.964451320469,20,-0.149525,16.8461,0.156551,0.0,0.388013,760.1032791137695
56.2256342575,454641,108.16,5276,0.967817213386,18,-0.150672,16.8101,0.143302,0.0,0.312839,763.5720679759979
55.8618219584,456635,107.93,5294,0.954746644944,18,-0.148398,16.7983,0.168615,0.0,0.283303,767.0097343921661
56.4552264784,458716,108.89,5312,0.958092436194,18,-0.14786,16.7878,0.151369,0.0,0.319704,770.4484694004059
56.2903208484,460733,108.42,5331,0.954219032079,19,-0.146619,16.7466,0.181125,0.0,0.340505,773.9310336112976
57.7857959139,462828,111.04,5350,0.953214939684,19,-0.140754,16.6694,0.146495,0.0,0.291732,777.368899345398
57.2401085601,464875,110.45,5369,0.960880000144,19,-0.146721,16.6572,0.15646,0.0,0.326333,780.8225152492523
57.4725347987,466932,110.08,5387,0.963841918856,18,-0.144843,16.653,0.163198,0.0,0.288878,784.3069252967834
57.152146223,468944,109.39,5406,0.960475929081,19,-0.146335,16.616,0.150442,0.0,0.283437,787.7748494148254
57.4124156602,470970,109.66,5424,0.950268927962,18,-0.151826,16.5947,0.160858,0.0,0.330395,791.2441048622131
59.2373326122,473008,112.58,5441,0.956192661077,17,-0.147181,16.5586,0.148723,0.0,0.261556,794.7285151481628
58.3346363228,475079,111.57,5460,0.96717569977,19,-0.147138,16.4867,0.150591,0.0,0.29695,798.1966545581818
57.3876149044,477142,109.85,5480,0.970421327278,20,-0.146085,16.4307,0.150282,0.0,0.331041,801.6500473022461
