loss_ent,loss_pol_entpen,loss_pol_surr,EpThisIter,EpLenMean,ev_tdlam_before,TimestepsSoFar,EpRewMean,loss_vf_loss,loss_kl,EpisodesSoFar,TimeElapsed
-4.32382,0.0,-0.0146462,41,50.0,0.998130358872,450550,-11.2351995688,0.00599868,0.0563253,9011,393.8022186756134
-4.33331,0.0,-0.0123028,41,50.0,0.998495861772,452600,-11.3579653437,0.00485733,0.0446348,9052,395.6556124687195
-4.30038,0.0,-0.0137227,41,50.0,0.998427532264,454650,-11.5660917961,0.00616685,0.0447375,9093,397.41794872283936
-4.31992,0.0,-0.0266132,41,50.0,0.998954309965,456700,-11.9246216705,0.00516293,0.0390348,9134,399.23160767555237
-4.3181,0.0,-0.00171826,41,50.0,0.998473766609,458750,-11.9748959315,0.00515328,0.100666,9175,401.013112783432
-4.34189,0.0,-0.0131,41,50.0,0.99866073858,460800,-11.8862123908,0.00530938,0.0477348,9216,402.81710958480835
-4.33682,0.0,-0.0139861,40,50.0,0.99848805659,462800,-11.8188463885,0.0086105,0.0492727,9256,404.5929684638977
-4.32748,0.0,-0.0228183,41,50.0,0.998061147402,464850,-11.8078849699,0.0073223,0.0349293,9297,406.3765277862549
-4.30397,0.0,-0.0213119,41,50.0,0.997999152867,466900,-11.3082104107,0.00604144,0.0379203,9338,408.14991307258606
-4.32363,0.0,-0.0225336,41,50.0,0.99828964239,468950,-11.3879570201,0.00644065,0.0438658,9379,409.96194410324097
-4.32009,0.0,-0.0139003,41,50.0,0.999015504494,471000,-11.9062537562,0.00391692,0.0637359,9420,411.7318105697632
-4.30717,0.0,-0.0206861,41,50.0,0.997795226751,473050,-11.9535451636,0.00884058,0.0396189,9461,413.52176570892334
-4.3135,0.0,-0.0236177,41,50.0,0.998317232123,475100,-11.9386519069,0.00651477,0.0426784,9502,415.2834048271179
-4.30025,0.0,-0.0302815,41,50.0,0.998364632251,477150,-12.0289492725,0.00570334,0.0397042,9543,417.0872256755829
-4.29943,0.0,-0.0119709,41,50.0,0.998505520052,479200,-11.6834290624,0.00615508,0.0538145,9584,418.8539230823517
-4.33399,0.0,-0.0157865,41,50.0,0.997999966377,481250,-11.5578629179,0.00574737,0.0563523,9625,420.6491599082947
-4.33881,0.0,-0.0214324,41,50.0,0.997237090254,483300,-11.3340253848,0.00975659,0.0461109,9666,422.4304051399231
-4.33742,0.0,-0.00182401,41,50.0,0.9956927686,485350,-11.245866331,0.00674109,0.0535691,9707,424.23464035987854
-4.34051,0.0,-0.0216876,41,50.0,0.998673649039,487400,-11.7031102326,0.00545573,0.0498862,9748,426.0087037086487
-4.35099,0.0,-0.0168076,41,50.0,0.99810931657,489450,-11.8821790115,0.00910028,0.0419843,9789,427.7975251674652
-4.35063,0.0,-0.0186062,41,50.0,0.997456502169,491500,-11.7102078376,0.00577356,0.0571482,9830,429.6063332557678
-4.36234,0.0,-0.00427894,41,50.0,0.997602108866,493550,-11.5039731583,0.0105977,0.0624267,9871,431.4028639793396
-4.35722,0.0,-0.0171288,41,50.0,0.998374184128,495600,-11.8052473002,0.00667264,0.0612948,9912,433.1992914676666
-4.31287,0.0,0.0297995,41,50.0,0.997386834119,497650,-11.9150585102,0.0114867,1.89964,9953,434.98767924308777
-4.30631,0.0,-0.000304884,41,50.0,0.99089410156,499700,-11.8218821051,0.0098626,0.049027,9994,436.77044105529785
-4.29833,0.0,-0.0180137,41,50.0,0.996305337409,501750,-11.9749073966,0.0169548,0.0447188,10035,438.55044198036194
-4.29523,0.0,-0.0122035,41,50.0,0.995677572209,503800,-12.6230072413,0.0136565,0.0423895,10076,440.33209228515625
-4.30673,0.0,-0.0133866,41,50.0,0.996070988942,505850,-12.6988599289,0.0102178,0.0592916,10117,442.1067683696747
-4.30335,0.0,0.00728597,41,50.0,0.997716953279,507900,-12.2922404439,0.0102196,0.0647226,10158,443.8772485256195
-4.32481,0.0,-0.00198169,41,50.0,0.996540805325,509950,-12.2639944779,0.0152306,0.0786995,10199,445.6578800678253
-4.34544,0.0,-0.0305992,41,50.0,0.997375923907,512000,-12.1454686146,0.0110123,0.0389687,10240,447.4394385814667
-4.3586,0.0,-0.0306769,40,50.0,0.997971247416,514000,-12.0042116433,0.00931403,0.0362726,10280,449.2195200920105
-4.36635,0.0,-0.0106598,41,50.0,0.997566670412,516050,-11.694360142,0.00902329,0.0563318,10321,450.9929440021515
-4.3617,0.0,-0.00958208,41,50.0,0.997839558637,518100,-12.0659240342,0.0107027,0.0680942,10362,452.7745418548584
-4.39229,0.0,-0.00406219,41,50.0,0.998012916418,520150,-12.1038943534,0.00880755,0.0824618,10403,454.5762116909027
-4.39524,0.0,-0.00622653,41,50.0,0.998033024138,522200,-12.1024654909,0.00946144,0.0633701,10444,456.3451249599457
-4.39706,0.0,-0.00973106,41,50.0,0.997896905988,524250,-11.8658222539,0.0103337,0.0592066,10485,458.13419795036316
-4.40587,0.0,-0.0209879,41,50.0,0.997339901049,526300,-11.9387362045,0.0106213,0.0365515,10526,459.9107620716095
-4.4054,0.0,0.00767319,41,50.0,0.997885757359,528350,-11.8671955664,0.00977991,0.0863641,10567,461.69122982025146
-4.38999,0.0,-0.00413906,41,50.0,0.998114338377,530400,-11.6790161041,0.00877613,0.0509803,10608,463.4737796783447
-4.39332,0.0,-0.0117094,41,50.0,0.998439384392,532450,-11.6696840879,0.00854846,0.0568942,10649,465.2693250179291
-4.42206,0.0,0.00725333,41,50.0,0.99730095244,534500,-11.764003203,0.0108517,0.0751531,10690,467.04467487335205
-4.4218,0.0,-0.0158623,41,50.0,0.998371538939,536550,-11.5685978248,0.00672095,0.0514013,10731,468.8340392112732
-4.43976,0.0,0.00908094,41,50.0,0.997583826538,538600,-11.4670815457,0.00713678,0.0747882,10772,470.6185612678528
-4.45366,0.0,-0.00866096,41,50.0,0.99797909474,540650,-12.0379286054,0.00969318,0.0737136,10813,472.4006350040436
-4.44397,0.0,-0.0205551,41,50.0,0.997794413706,542700,-12.1577930129,0.0085042,0.0443561,10854,474.19729495048523
-4.41151,0.0,-0.00238368,41,50.0,0.997757584788,544750,-11.7731098368,0.0081267,0.0690199,10895,475.9866552352905
-4.38642,0.0,0.0134707,41,50.0,0.998168557184,546800,-11.4722234162,0.00955877,0.0887019,10936,477.76977038383484
-4.36511,0.0,-0.0283392,41,50.0,0.996854205849,548850,-11.5563326423,0.00694117,0.0523463,10977,479.55165457725525
-4.36705,0.0,-0.0140613,41,50.0,0.997947182273,550900,-11.9242708959,0.00691764,0.073078,11018,481.336612701416
-4.38926,0.0,-0.0126688,41,50.0,0.99830036296,552950,-12.2473684664,0.00778985,0.0663598,11059,483.1178560256958
-4.39307,0.0,-0.011082,41,50.0,0.997719235485,555000,-11.7827739279,0.00797065,0.0463452,11100,484.9147250652313
-4.38321,0.0,-0.0212417,41,50.0,0.997935585678,557050,-11.5726678968,0.00810149,0.0347762,11141,486.7205903530121
-4.37883,0.0,-0.00373307,41,50.0,0.998149004765,559100,-11.5636504468,0.00754373,0.0833735,11182,488.50439953804016
-4.38976,0.0,-0.0103656,41,50.0,0.996987865772,561150,-11.5576898537,0.00649745,0.0737581,11223,490.3017518520355
-4.38995,0.0,-0.00709854,41,50.0,0.997281484306,563200,-11.6707337726,0.010161,0.0508783,11264,492.07431626319885
-4.37912,0.0,-0.0117231,40,50.0,0.998313735123,565200,-12.0248617222,0.0073616,0.0630685,11304,493.8716821670532
-4.37011,0.0,-0.0302499,41,50.0,0.998108598986,567250,-11.8879457031,0.00753022,0.0374617,11345,495.65252804756165
-4.38924,0.0,0.0021271,41,50.0,0.998269713484,569300,-11.5871975175,0.00738162,0.0798743,11386,497.43545055389404
-4.36532,0.0,-0.0177724,41,50.0,0.998325280263,571350,-11.5278512949,0.00731036,0.0523668,11427,499.2161853313446
-4.34803,0.0,-0.00553127,41,50.0,0.998151856707,573400,-11.7400665229,0.00840911,0.435701,11468,501.02015113830566
-4.36579,0.0,-0.0175649,41,50.0,0.9957129471,575450,-11.7196198954,0.00754525,0.0660903,11509,502.7897503376007
-4.37638,0.0,-0.00771277,41,50.0,0.996181910159,577500,-11.5779674149,0.0124174,0.0605392,11550,504.58662033081055
-4.39175,0.0,-0.0152575,41,50.0,0.996881257743,579550,-12.0723489257,0.0123504,0.0678772,11591,506.35224080085754
-4.37785,0.0,-0.00466796,41,50.0,0.997830490349,581600,-12.3247079777,0.00879393,0.0697771,11632,508.1491119861603
-4.3804,0.0,-0.0152874,41,50.0,0.99601490004,583650,-11.7581919758,0.0126823,0.0398704,11673,509.9459788799286
-4.36592,0.0,-0.0226646,41,50.0,0.998168356135,585700,-11.2797069534,0.00748198,0.0407506,11714,511.7428493499756
-4.36841,0.0,-0.0166729,41,50.0,0.996875659795,587750,-11.3953090723,0.0128081,0.0448819,11755,513.5240941047668
-4.39007,0.0,-0.0247413,41,50.0,0.996759785339,589800,-11.1536012246,0.0117129,0.0317863,11796,515.3248949050903
-4.38494,0.0,-0.018109,41,50.0,0.997293876484,591850,-11.1706233981,0.0141597,0.0527571,11837,517.1026835441589
-4.38531,0.0,-0.0201305,41,50.0,0.99747120589,593900,-11.283563529,0.0103618,0.0504639,11878,518.8992576599121
-4.40813,0.0,-0.0296488,41,50.0,0.997958169319,595950,-11.5323687905,0.00900442,0.0392792,11919,520.6747243404388
-4.42322,0.0,-0.0091362,41,50.0,0.99714592332,598000,-11.3412525629,0.00967286,0.0536973,11960,522.4731464385986
-4.41711,0.0,-0.0190774,41,50.0,0.997794335242,600050,-11.4694232957,0.0107323,0.0447162,12001,524.253853559494
-4.43532,0.0,-0.00688699,41,50.0,0.997381110443,602100,-11.769853603,0.0114099,0.0566886,12042,526.0430669784546
-4.44113,0.0,-0.0083053,41,50.0,0.997358903755,604150,-11.4687004128,0.0119767,0.0542878,12083,527.8258228302002
-4.42038,0.0,-0.00279502,41,50.0,0.997455224395,606200,-11.4780245566,0.00980153,0.0577685,12124,529.6251766681671
-4.40632,0.0,-0.0231739,41,50.0,0.997400098015,608250,-11.6294034209,0.0128375,0.0500447,12165,531.4084813594818
-4.41883,0.0,-0.0118762,41,50.0,0.997035628185,610300,-11.4984974413,0.0127413,0.0485737,12206,533.2054347991943
-4.43627,0.0,-0.0216409,41,50.0,0.997170870658,612350,-11.2674775579,0.00893848,0.0565058,12247,534.9784858226776
-4.42822,0.0,-0.00499138,41,50.0,0.997376996558,614400,-11.396429934,0.00919376,0.0687579,12288,536.7765798568726
-4.40124,0.0,-0.0256722,40,50.0,0.995605482254,616400,-11.3071403699,0.0139283,0.0384736,12328,538.5582983493805
-4.41475,0.0,-0.0161573,41,50.0,0.997984482208,618450,-11.6066732866,0.00919477,0.0420316,12369,540.3562657833099
-4.44968,0.0,-0.0203064,41,50.0,0.997724182205,620500,-11.7257047038,0.00892089,0.0387507,12410,542.1302399635315
-4.46559,0.0,-0.019659,41,50.0,0.997423591325,622550,-11.4975580255,0.00781349,0.0446863,12451,543.941442489624
-4.46935,0.0,-0.0168177,41,50.0,0.996698804898,624600,-11.0915287369,0.0131291,0.057235,12492,545.7082223892212
-4.45043,0.0,-0.0191746,41,50.0,0.99651485635,626650,-10.7573103053,0.0102276,0.0572548,12533,547.5085377693176
-4.44253,0.0,-0.015622,41,50.0,0.997365862131,628700,-10.9866645322,0.00857791,0.0466658,12574,549.3229150772095
-4.43352,0.0,-0.00551936,41,50.0,0.997383219656,630750,-10.9205745635,0.00686675,0.0590256,12615,551.1182498931885
-4.41916,0.0,-0.0178086,41,50.0,0.99807310733,632800,-11.2897196219,0.00705448,0.0780054,12656,552.9222638607025
-4.41885,0.0,-0.0226204,41,50.0,0.997075190302,634850,-11.6337884968,0.0091466,0.0477212,12697,554.7204580307007
-4.42732,0.0,-0.0111698,41,50.0,0.996798032895,636900,-11.6313513197,0.0109539,0.0470158,12738,556.5011019706726
-4.4558,0.0,-0.0194951,41,50.0,0.99702107138,638950,-11.598811957,0.00934983,0.0446728,12779,558.2984480857849
-4.48459,0.0,-0.0245214,41,50.0,0.996974826558,641000,-11.250673574,0.00930509,0.0423466,12820,560.0718438625336
-4.49971,0.0,-0.00234854,41,50.0,0.994765398093,643050,-11.529133963,0.0113686,0.0892031,12861,561.8680171966553
-4.50503,0.0,-0.00295526,41,50.0,0.997942432296,645100,-11.9707837519,0.00781353,0.0839588,12902,563.6340146064758
-4.51048,0.0,-0.02995,41,50.0,0.997239982476,647150,-11.9913969983,0.00922513,0.0781886,12943,565.4466550350189
-4.48419,0.0,-0.00797285,41,50.0,0.997481033672,649200,-11.5765523646,0.00843476,0.0651939,12984,567.2127575874329
-4.4914,0.0,-0.00349846,41,50.0,0.997164476197,651250,-11.4076474661,0.0108791,0.0515034,13025,569.0244543552399
-4.50195,0.0,-0.0156129,41,50.0,0.997868143022,653300,-10.8892005543,0.00588508,0.0432544,13066,570.8058545589447
-4.4942,0.0,-0.00466923,41,50.0,0.99726385856,655350,-11.321462482,0.0131955,0.067706,13107,572.6027600765228
-4.50879,0.0,-0.017393,41,50.0,0.997758553596,657400,-11.7821275996,0.010622,0.0585956,13148,574.3683502674103
-4.53012,0.0,-0.0182849,41,50.0,0.998149041203,659450,-12.1532546675,0.00691603,0.0506496,13189,576.1823434829712
-4.506,0.0,-0.0160575,41,50.0,0.998032978037,661500,-11.7174819738,0.00733577,0.0518376,13230,577.9539275169373
-4.52184,0.0,-0.0082417,41,50.0,0.997626422439,663550,-11.50678733,0.00771373,0.0534495,13271,579.7500519752502
-4.50496,0.0,-0.0296702,41,50.0,0.997137406375,665600,-11.8432960038,0.00984537,0.0360231,13312,581.5167281627655
-4.51315,0.0,-0.0169402,40,50.0,0.998059237958,667600,-11.9852070572,0.00725246,0.0499547,13352,583.3058400154114
-4.51121,0.0,-0.0191601,41,50.0,0.997898799134,669650,-11.9376148634,0.008485,0.0376413,13393,585.087504863739
-4.53545,0.0,-0.0110456,41,50.0,0.997770349961,671700,-11.8468993609,0.00706222,0.0621834,13434,586.8758654594421
-4.54728,0.0,-0.0157763,41,50.0,0.997161806095,673750,-11.3790681629,0.00984739,0.0494876,13475,588.6735324859619
-4.56257,0.0,-0.0202075,41,50.0,0.997717017075,675800,-10.9015761232,0.00599336,0.0422498,13516,590.4460122585297
-4.55169,0.0,-0.0166247,41,50.0,0.997144858819,677850,-10.9297145188,0.00807855,0.0548612,13557,592.2428832054138
-4.56342,0.0,-0.00975549,41,50.0,0.99733007187,679900,-11.1096236447,0.0104444,0.0407903,13598,594.032304763794
-4.56494,0.0,-0.0100323,41,50.0,0.997379394714,681950,-11.0366511991,0.00837847,0.0633447,13639,595.8135697841644
-4.54152,0.0,-0.0198842,41,50.0,0.997768331552,684000,-11.0421763388,0.00688442,0.0427224,13680,597.6105620861053
-4.53441,0.0,-0.0206409,41,50.0,0.997780020814,686050,-11.1341684071,0.00921786,0.0558131,13721,599.3918833732605
-4.54752,0.0,-0.00359385,41,50.0,0.997368714307,688100,-11.5872983098,0.0081816,0.0654694,13762,601.1803920269012
-4.54204,0.0,-0.0142527,41,50.0,0.99741399684,690150,-11.6494517616,0.0103097,0.0514418,13803,602.9772608280182
-4.51501,0.0,-0.014552,41,50.0,0.995166747831,692200,-11.6404399658,0.0167172,0.0417698,13844,604.7585048675537
-4.49191,0.0,-0.0264189,41,50.0,0.996717418777,694250,-11.5395822685,0.00972021,0.0338518,13885,606.5689816474915
-4.49958,0.0,-0.0220361,41,50.0,0.997790213674,696300,-11.5543108946,0.00899763,0.0441522,13926,608.3373358249664
-4.5083,0.0,-0.0239544,41,50.0,0.997620366514,698350,-11.4283133658,0.00832129,0.0500814,13967,610.1503818035126
-4.50413,0.0,-0.0172239,41,50.0,0.996977528557,700400,-11.4200800817,0.0107526,0.0503178,14008,611.9397566318512
-4.51634,0.0,-0.0205001,41,50.0,0.998245402589,702450,-11.4701016209,0.00700101,0.0435622,14049,613.736650466919
-4.51925,0.0,0.0100211,41,50.0,0.997528347885,704500,-11.2406339961,0.00757306,0.0910418,14090,615.5181400775909
-4.51422,0.0,-0.0195503,41,50.0,0.996973852161,706550,-11.1189779263,0.00898264,0.0498893,14131,617.307178735733
-4.51887,0.0,0.00458206,41,50.0,0.998278115992,708600,-11.604977224,0.00686856,0.0717711,14172,619.086820602417
-4.54177,0.0,-0.0166988,41,50.0,0.997808832442,710650,-11.5463341435,0.00673276,0.0463857,14213,620.8953697681427
-4.51599,0.0,-0.00274159,41,50.0,0.997964774491,712700,-11.3573923357,0.00732541,0.0462069,14254,622.6594595909119
-4.52041,0.0,-0.000617875,41,50.0,0.997553079156,714750,-11.3572689894,0.00931854,0.0643831,14295,624.4733846187592
-4.49027,0.0,-0.0234779,41,50.0,0.996669040527,716800,-11.6631547902,0.010003,0.050106,14336,626.268905878067
-4.48251,0.0,-0.0178819,40,50.0,0.997341088951,718800,-11.6989869664,0.00763668,0.0505908,14376,628.0747556686401
-4.47573,0.0,-0.0114777,41,50.0,0.996150071966,720850,-11.3413812733,0.00920332,0.0507422,14417,629.8564989566803
-4.50898,0.0,-0.0167594,41,50.0,0.998107228777,722900,-11.4790000128,0.00774459,0.0512089,14458,631.6528601646423
-4.53028,0.0,0.000681435,41,50.0,0.995696832892,724950,-11.6907646866,0.00988847,0.0714122,14499,633.4341232776642
-4.51709,0.0,-0.0237019,41,50.0,0.995043532457,727000,-11.3157572794,0.0120001,0.0491432,14540,635.2315576076508
-4.51275,0.0,-0.00709298,41,50.0,0.975971095264,729050,-11.2461894277,0.106135,0.042463,14581,637.0062944889069
-4.5184,0.0,0.00564772,41,50.0,0.993973842822,731100,-11.2258052968,0.0147968,0.0718114,14622,638.8064560890198
-4.53128,0.0,-0.00848181,41,50.0,0.995938327629,733150,-11.2041057563,0.0115404,0.0645813,14663,640.5722732543945
-4.50605,0.0,-0.00917649,41,50.0,0.996982016833,735200,-11.2884799593,0.0117686,0.075084,14704,642.3682494163513
-4.51982,0.0,-0.0237436,41,50.0,0.993355873041,737250,-10.8581424953,0.0135305,0.0348102,14745,644.1396038532257
-4.51515,0.0,-0.0180192,41,50.0,0.996122993762,739300,-10.8168572332,0.0131768,0.0646655,14786,645.9458425045013
-4.50011,0.0,-0.024871,41,50.0,0.996686408296,741350,-11.3352368006,0.011322,0.0409332,14827,647.7270867824554
-4.48303,0.0,-0.0232962,41,50.0,0.996597419493,743400,-11.6815217057,0.00887462,0.305275,14868,649.5239560604095
-4.47855,0.0,-0.0110964,41,50.0,0.995667123236,745450,-11.35605971,0.00994584,0.407735,14909,651.2895758152008
-4.48517,0.0,-0.00325127,41,50.0,0.994026960805,747500,-11.1952015983,0.0137432,0.100886,14950,653.0864455699921
-4.48473,0.0,-0.0341039,41,50.0,0.993298058398,749550,-11.1319684106,0.0123639,0.0484128,14991,654.8833136558533
-4.4846,0.0,-0.0104695,41,50.0,0.995988043491,751600,-11.2513016716,0.014679,0.0590362,15032,656.6801846027374
-4.49969,0.0,-0.0161571,41,50.0,0.995061765891,753650,-11.5136616601,0.014842,0.050549,15073,658.4614300727844
-4.4957,0.0,-0.0178572,41,50.0,0.996415551752,755700,-11.6467778951,0.0107652,0.0511527,15114,660.2426726818085
-4.52931,0.0,-0.0113932,41,50.0,0.995219230652,757750,-10.8754848371,0.0187816,0.0732489,15155,662.0082929134369
-4.53086,0.0,-0.018543,41,50.0,0.9970609718,759800,-11.0377213825,0.00899518,0.0499603,15196,663.7895369529724
-4.54309,0.0,-0.0245121,41,50.0,0.996083061676,761850,-11.8931698333,0.0169416,0.0388679,15237,665.5707824230194
-4.53524,0.0,-0.0212493,41,50.0,0.996532493038,763900,-11.8753022567,0.015245,0.0600402,15278,667.3570365905762
-4.52596,0.0,-0.0244012,41,50.0,0.995938754175,765950,-11.6986957989,0.0132629,0.0693924,15319,669.1760375499725
-4.51805,0.0,-0.0180152,41,50.0,0.995994664263,768000,-11.7877283063,0.015303,0.0622868,15360,670.9583396911621
-4.5278,0.0,0.00165999,40,50.0,0.991709130816,770000,-11.5516854647,0.0190897,0.344758,15400,672.7538523674011
-4.52118,0.0,0.00453677,41,50.0,0.955026421696,772050,-11.5084773,0.10423,0.358882,15441,674.5341494083405
-4.5233,0.0,-0.0156474,41,50.0,0.991986587644,774100,-11.746622578,0.0194015,0.091505,15482,676.3851852416992
-4.50449,0.0,-0.0159121,41,50.0,0.994896558579,776150,-12.1348704113,0.0154723,0.0806848,15523,678.1654057502747
-4.49434,0.0,-0.0105962,41,50.0,0.994727404788,778200,-12.1179973717,0.0192827,0.136274,15564,679.9502968788147
-4.48103,0.0,-0.0163753,41,50.0,0.994299526792,780250,-11.8693379127,0.016087,0.0537664,15605,681.731023311615
-4.48381,0.0,-0.0149004,41,50.0,0.994713338092,782300,-11.4813856262,0.0173311,0.0543986,15646,683.5446994304657
-4.49556,0.0,-0.0155578,41,50.0,0.995783654042,784350,-11.059739135,0.0207198,0.044872,15687,685.3274021148682
-4.50092,0.0,-0.0257428,41,50.0,0.996477662819,786400,-11.6570151724,0.0148942,0.036562,15728,687.1348559856415
-4.49923,0.0,0.000422355,41,50.0,0.996379929828,788450,-11.6982461809,0.0177599,0.0922899,15769,688.9005439281464
-4.49724,0.0,-0.0124324,41,50.0,0.995033902582,790500,-11.6202240601,0.0147458,0.0759437,15810,690.7120809555054
-4.47428,0.0,-0.0180259,41,50.0,0.996620241785,792550,-11.4549105805,0.0115324,0.0299099,15851,692.4790115356445
-4.46187,0.0,-0.0105873,41,50.0,0.997486249544,794600,-11.2723577481,0.0118687,0.045412,15892,694.2906320095062
-4.47108,0.0,-0.0232511,41,50.0,0.996281445725,796650,-11.0279675611,0.0112448,0.0502527,15933,696.0721781253815
-4.47651,0.0,0.00581126,41,50.0,0.995982193388,798700,-11.3894694942,0.0176378,0.0738702,15974,697.8627123832703
-4.47976,0.0,-0.00613109,41,50.0,0.996955786133,800750,-11.8560578452,0.015776,0.066868,16015,699.637274980545
-4.46834,0.0,-0.000586315,41,50.0,0.996294529177,802800,-11.6594390934,0.013707,0.0647601,16056,701.4347474575043
-4.46945,0.0,-0.0147364,41,50.0,0.996665562037,804850,-11.4882039817,0.00902905,0.0596453,16097,703.2164976596832
-4.46902,0.0,-0.0167027,41,50.0,0.996999171562,806900,-11.5337342899,0.00759748,0.0676874,16138,705.019193649292
-4.47072,0.0,-0.0161602,41,50.0,0.996365716914,808950,-11.3102614106,0.011983,0.0738023,16179,706.8029427528381
-4.46541,0.0,-0.0326465,41,50.0,0.99721543584,811000,-11.357441001,0.00812609,0.051936,16220,708.6026384830475
-4.46781,0.0,-0.00820211,41,50.0,0.996457872214,813050,-11.5208938581,0.0130489,0.056537,16261,710.3845300674438
-4.47247,0.0,-0.024389,41,50.0,0.996580137871,815100,-11.1318538589,0.00879566,0.0428868,16302,712.1825592517853
-4.47255,0.0,-0.00823127,41,50.0,0.996073944494,817150,-11.0618298803,0.0128532,0.0480942,16343,713.9552915096283
-4.45753,0.0,-0.0277484,41,50.0,0.997176253004,819200,-11.7292866505,0.0102435,0.0415521,16384,715.752551317215
-4.4526,0.0,-0.0141694,40,50.0,0.997971289326,821200,-11.9353947842,0.0074409,0.060553,16424,717.5371067523956
-4.44478,0.0,-0.0164078,41,50.0,0.997328602709,823250,-11.8816430281,0.0112441,0.0517239,16465,719.3339745998383
-4.45609,0.0,0.0226903,41,50.0,0.996469321661,825300,-11.7425505251,0.0111037,0.135,16506,721.1034228801727
-4.45183,0.0,-0.0259458,41,50.0,0.997159445891,827350,-11.000770665,0.0105964,0.0456638,16547,722.9148433208466
-4.46949,0.0,-0.00460572,41,50.0,0.997228391003,829400,-11.0428040807,0.0096135,0.0790174,16588,724.6962299346924
-4.43755,0.0,-0.0152265,41,50.0,0.996907462366,831450,-11.132772692,0.0168333,0.0533946,16629,726.4930799007416
-4.44943,0.0,-0.0075522,41,50.0,0.994709928054,833500,-10.7311062598,0.0123307,0.0450492,16670,728.2748053073883
-4.45263,0.0,-0.0205319,41,50.0,0.996105706086,835550,-10.8260378033,0.0132545,0.0757253,16711,730.0716462135315
-4.49473,0.0,-0.0285844,41,50.0,0.996995991562,837600,-11.2222966457,0.0118486,0.039753,16752,731.8604385852814
-4.47594,0.0,-0.0197113,41,50.0,0.996245458955,839650,-11.8377710337,0.00999277,0.0361887,16793,733.6574459075928
-4.48944,0.0,-0.00823537,41,50.0,0.997449122602,841700,-11.7831748812,0.00878505,0.0665665,16834,735.4247319698334
-4.48526,0.0,-0.0260076,41,50.0,0.99771224102,843750,-11.5729858905,0.012908,0.0416623,16875,737.223121881485
-4.49742,0.0,-0.0166068,41,50.0,0.99686409859,845800,-11.4084101768,0.0137326,0.0525925,16916,738.9973378181458
-4.49724,0.0,-0.0235035,41,50.0,0.997680992121,847850,-11.5992427193,0.011056,0.0421875,16957,740.7842888832092
-4.4758,0.0,0.0165378,41,50.0,0.996395930648,849900,-11.0501081749,0.0114258,0.0963789,16998,742.566978931427
-4.47859,0.0,-0.0275442,41,50.0,0.997407667339,851950,-11.3405063702,0.0077144,0.0335842,17039,744.3655135631561
-4.46506,0.0,-0.0158673,41,50.0,0.996377985924,854000,-11.3049590029,0.0128476,0.0555458,17080,746.1509823799133
-4.49576,0.0,-0.0207428,41,50.0,0.996513709193,856050,-11.3878468538,0.0127657,0.045003,17121,747.9247617721558
-4.50198,0.0,-0.0165311,41,50.0,0.996986747021,858100,-11.582101376,0.0129954,0.072596,17162,749.7116677761078
-4.51205,0.0,-0.0221309,41,50.0,0.997648309218,860150,-11.845334714,0.0119726,0.0547738,17203,751.4929127693176
-4.48995,0.0,-0.023926,41,50.0,0.996727487771,862200,-11.824481819,0.0154882,0.0334391,17244,753.2897822856903
-4.49423,0.0,-0.0261624,41,50.0,0.997500187485,864250,-11.6962998943,0.009983,0.0552227,17285,755.0724201202393
-4.49547,0.0,-0.0207646,41,50.0,0.997953985119,866300,-11.4754433445,0.00868137,0.0686147,17326,756.8452081680298
-4.49064,0.0,-0.00301433,41,50.0,0.997229563072,868350,-11.3985732264,0.011215,0.0516691,17367,758.6449615955353
-4.48222,0.0,-0.0134393,41,50.0,0.995884029195,870400,-11.6861709247,0.0161511,0.0708165,17408,760.4267840385437
-4.47204,0.0,-0.0255469,40,50.0,0.996554211946,872400,-11.5398358349,0.00947491,0.0416696,17448,762.2124330997467
-4.49265,0.0,-0.0196486,41,50.0,0.99645007262,874450,-11.5658226174,0.0181138,0.0533098,17489,764.0164341926575
-4.48459,0.0,-0.0161154,41,50.0,0.99579221569,876500,-11.30038399,0.0115911,0.0406485,17530,765.7987749576569
-4.48356,0.0,-0.017541,41,50.0,0.996580467094,878550,-11.1006397617,0.00951669,0.0461105,17571,767.5862941741943
-4.4642,0.0,-0.00563449,41,50.0,0.996933834394,880600,-11.1288683469,0.0099925,0.0598877,17612,769.3788919448853
-4.49774,0.0,-0.022218,41,50.0,0.995923066977,882650,-11.4304833271,0.0207458,0.0416433,17653,771.1756281852722
-4.5015,0.0,-0.00347423,41,50.0,0.996133237379,884700,-11.3934467725,0.0164731,0.168388,17694,772.9650120735168
-4.50779,0.0,-0.0220488,41,50.0,0.995717640501,886750,-11.3891853274,0.0156262,0.0480236,17735,774.7721328735352
-4.52523,0.0,-0.0185193,41,50.0,0.997407390969,888800,-11.3589742038,0.0135258,0.05307,17776,776.5710482597351
-4.52489,0.0,-0.0258054,41,50.0,0.996552309487,890850,-11.2365258791,0.0173347,0.0522703,17817,778.3594484329224
-4.51282,0.0,-0.00281322,41,50.0,0.99600961199,892900,-11.35852536,0.0205762,0.0517627,17858,780.1722207069397
-4.51736,0.0,-0.00854749,41,50.0,0.996356994379,894950,-11.3349385662,0.0157085,0.0597104,17899,781.962564945221
-4.51445,0.0,-0.00284682,41,50.0,0.997115947073,897000,-11.2813311815,0.0149345,0.0737925,17940,783.7431275844574
