EpThisIter,ev_tdlam_before,EpRewMean,EpisodesSoFar,TimestepsSoFar,EpLenMean,loss_pol_surr,loss_pol_entpen,loss_vf_loss,TimeElapsed,loss_kl,loss_ent
3,0.974302262068,2140.58549504,1801,472832,579.58,-0.0251064,0.0,10.5682,519.391485452652,0.0192534,1.59751
3,0.988274906762,2154.60515884,1804,474931,583.14,-0.0369892,0.0,11.446,521.5188810825348,0.026241,1.59345
3,0.990819768049,2133.57754585,1807,476876,576.9,-0.0333721,0.0,8.00189,523.6164693832397,0.0196113,1.57365
3,0.997230715817,2138.89485686,1810,478516,578.05,-0.038989,0.0,4.82819,525.719541311264,0.0175248,1.56536
3,0.877315692604,2166.6648784,1813,480918,585.59,-0.0197141,0.0,266.637,527.8638064861298,0.0333807,1.54284
3,0.984194600955,2193.09018788,1816,482838,592.16,-0.0282994,0.0,10.3854,530.0087654590607,0.027431,1.52545
3,0.995691398624,2208.70717742,1819,484847,596.14,-0.0294979,0.0,8.7511,532.204136133194,0.0222867,1.52279
3,0.997483118204,2212.5659414,1822,487004,597.08,-0.036472,0.0,7.03465,534.3284227848053,0.0196915,1.51378
3,0.99691577116,2203.28680702,1825,489091,594.34,-0.038624,0.0,6.28373,536.500138759613,0.0189463,1.51345
2,0.877935230732,2212.3906284,1827,490874,596.54,-0.0207441,0.0,115.782,538.765917301178,0.0164008,1.50415
3,0.641094118357,2250.52097998,1830,493316,607.59,-0.022211,0.0,912.384,541.0648603439331,0.0303468,1.5085
2,0.738262474537,2250.27345457,1832,494790,607.87,-0.021919,0.0,421.869,543.369701385498,0.0262736,1.49651
3,0.903171926737,2294.09864042,1835,497283,619.72,-0.0223537,0.0,237.296,545.6102168560028,0.0199241,1.49345
2,0.752988487482,2320.04087197,1837,498894,627.03,-0.0175625,0.0,469.516,547.8637917041779,0.0314109,1.50661
2,0.174980044365,2353.30020015,1839,500894,636.87,-0.0221503,0.0,931.316,550.1219244003296,0.0205377,1.52371
2,0.747224003077,2371.69240532,1841,502894,641.74,-0.0188213,0.0,513.503,552.5673453807831,0.020207,1.53615
2,0.317212104797,2391.75790935,1843,504894,648.0,-0.0145072,0.0,588.645,555.0249681472778,0.0248288,1.59457
3,0.723592162132,2433.54073208,1846,507465,660.15,-0.0239154,0.0,715.681,557.4307901859283,0.0290667,1.60357
2,0.734926640987,2468.97762057,1848,509397,670.14,-0.0169241,0.0,516.94,559.7853765487671,0.031762,1.57458
2,0.723984181881,2495.53782323,1850,511035,677.74,-0.0187495,0.0,480.701,562.2354032993317,0.0334551,1.56448
3,0.120040297508,2558.57458217,1853,514035,695.84,-0.0199852,0.0,1397.65,564.6499025821686,0.0185206,1.54363
2,0.744099080563,2591.26845178,1855,515932,704.83,-0.0179902,0.0,484.024,567.1884036064148,0.0173428,1.5518
3,0.974008873105,2596.11421687,1858,517593,705.87,-0.0410394,0.0,19.2659,569.6252167224884,0.0185051,1.57073
3,0.587503552437,2639.02564295,1861,520190,718.68,-0.0149642,0.0,923.403,572.1159830093384,0.0343045,1.60646
2,0.22868514061,2685.36199532,1863,522190,731.76,-0.0220211,0.0,861.193,574.5783784389496,0.0222933,1.59571
2,0.279508948326,2695.85332932,1865,524190,735.57,-0.0204149,0.0,521.633,577.1021609306335,0.0802056,1.60413
2,0.745897620916,2728.08614877,1867,525731,744.56,-0.0209758,0.0,498.459,579.465081691742,0.0301256,1.57476
4,0.8842523247,2739.41997949,1871,528288,747.96,-0.030626,0.0,449.974,581.5505452156067,0.0258124,1.56004
3,0.988206341863,2746.67088879,1874,529999,749.83,-0.0326617,0.0,16.0341,583.6494512557983,0.0197201,1.55609
2,0.764657944441,2771.65302374,1876,531502,756.85,-0.0159538,0.0,478.03,585.7502858638763,0.0203249,1.53476
3,0.628083139658,2819.24992603,1879,534502,770.12,-0.019136,0.0,527.511,587.8910021781921,0.0284638,1.53833
2,0.246133327484,2851.24403168,1881,536502,779.42,-0.0216044,0.0,902.755,590.0161545276642,0.0213198,1.5542
3,0.965211458504,2852.14128651,1884,538371,779.68,-0.0416285,0.0,11.153,592.0787923336029,0.023492,1.5265
3,0.984012082219,2849.77304571,1887,540268,778.72,-0.0303956,0.0,12.8753,594.1406898498535,0.0176616,1.49065
3,0.990671514533,2852.02666228,1890,541894,778.93,-0.0312261,0.0,8.98036,596.5073549747467,0.0216401,1.4585
4,0.903195105493,2810.4220916,1894,544594,765.93,-0.0237886,0.0,259.918,598.836642742157,0.0217028,1.4534
3,0.976576328278,2805.48678057,1897,546369,763.99,-0.0285349,0.0,19.7637,601.1883499622345,0.0179799,1.40878
3,0.991666520014,2793.04365163,1900,548193,760.44,-0.0344087,0.0,16.1372,603.5197818279266,0.027926,1.39903
3,0.993015389889,2805.7470107,1903,550860,763.4,-0.0377846,0.0,8.09746,605.8820941448212,0.0234199,1.36353
3,0.941735528409,2802.65458618,1906,552387,762.74,-0.0267712,0.0,122.651,608.188089132309,0.0132282,1.36938
2,0.763192340732,2826.54709198,1908,554222,769.42,-0.0235481,0.0,511.707,610.2504432201385,0.0279316,1.36592
2,0.742735654116,2849.07279111,1910,556078,775.62,-0.020678,0.0,431.136,612.3756768703461,0.0251444,1.36961
5,0.781783595681,2817.0496207,1915,559070,767.32,-0.0216767,0.0,807.291,614.4843301773071,0.0299768,1.36456
4,0.774414435029,2786.1263384,1919,560822,759.75,-0.0295465,0.0,685.833,616.6257770061493,0.0246968,1.3806
3,0.7756318748,2765.79106046,1922,562460,754.56,-0.0155028,0.0,469.6,618.8064520359039,0.0397188,1.37894
3,0.614874005318,2774.02657113,1925,564829,757.38,-0.0238326,0.0,915.153,620.9314961433411,0.0325666,1.38016
2,0.0729305148125,2779.99807716,1927,566829,759.55,-0.0279793,0.0,909.609,623.0556442737579,0.0390878,1.34579
2,0.638213068247,2800.31741449,1929,568829,765.13,-0.0253877,0.0,461.67,625.2429640293121,0.0219352,1.34145
2,0.164317548275,2800.24277597,1931,570829,765.13,-0.0183832,0.0,898.471,627.4470620155334,0.0300642,1.34102
2,0.781688660383,2814.36214484,1933,572752,769.64,-0.0193134,0.0,470.557,629.7188150882721,0.0236493,1.33681
4,0.887738101184,2800.87194894,1937,575483,765.89,-0.0234384,0.0,444.836,631.9388334751129,0.0181094,1.35466
2,0.949829600751,2799.70842155,1939,577370,764.76,-0.032049,0.0,18.9308,634.2190873622894,0.0233714,1.35044
3,0.863458901644,2768.30332653,1942,579450,755.56,-0.0231402,0.0,472.755,636.4728403091431,0.0263853,1.34795
3,0.986062924378,2728.72894761,1945,581262,743.68,-0.0358059,0.0,28.8626,638.7583482265472,0.0213526,1.32716
4,0.891679123044,2685.18999047,1949,583528,731.31,-0.0207135,0.0,474.14,641.0870926380157,0.0308431,1.31354
5,0.989319982007,2599.22382192,1954,585638,707.06,-0.0363266,0.0,15.7056,643.3529551029205,0.0197288,1.29167
2,0.922459349036,2606.94384109,1956,587253,709.03,-0.0274737,0.0,31.8466,645.7378678321838,0.0136168,1.25026
3,0.853288859129,2619.27168145,1959,589466,712.76,-0.0269654,0.0,396.988,648.128176689148,0.023534,1.26806
4,0.986243674532,2548.9919162,1963,591394,692.04,-0.0372566,0.0,12.9491,650.5480637550354,0.0213352,1.24611
4,0.992711911909,2512.20772154,1967,593820,680.89,-0.0367981,0.0,9.03452,652.9780566692352,0.0316203,1.20897
4,0.994575092103,2479.76170436,1971,595451,671.63,-0.0385236,0.0,12.739,655.367701292038,0.0239931,1.21761
4,0.997401965549,2489.32183567,1975,597940,674.38,-0.0339262,0.0,9.00272,657.7507765293121,0.0262931,1.21177
4,0.996622031089,2406.15231528,1979,599598,650.96,-0.0305768,0.0,7.99028,660.2505905628204,0.021666,1.20143
4,0.993347486015,2374.53593201,1983,601925,641.69,-0.0355526,0.0,6.02025,662.7232539653778,0.0199951,1.17306
4,0.995503905229,2356.76717515,1987,603996,637.28,-0.0351493,0.0,9.37695,665.2683494091034,0.0197502,1.16204
3,0.85482481122,2373.4311951,1990,606140,642.46,-0.0183448,0.0,520.14,667.675714969635,0.0323967,1.17287
3,0.99591654446,2370.1198636,1993,607740,641.46,-0.0351362,0.0,7.9364,670.1563622951508,0.0268284,1.15001
3,0.943724676967,2369.38884985,1996,610017,641.61,-0.0190553,0.0,63.1157,672.32390832901,0.0201552,1.14531
6,0.993043703493,2299.52991547,2002,612202,623.18,-0.0399547,0.0,13.7641,674.4377498626709,0.0272061,1.10455
4,0.994582706131,2282.53129006,2006,614240,618.53,-0.0351734,0.0,7.46149,676.5633039474487,0.0283222,1.09339
3,0.99710055138,2254.98062,2009,616152,610.74,-0.0374474,0.0,6.19242,678.6122517585754,0.0237695,1.08057
4,0.997778136749,2216.97805981,2013,618345,599.52,-0.0453411,0.0,5.56681,680.7131018638611,0.0233002,1.06793
5,0.996958331671,2208.77112634,2018,620384,596.58,-0.0363196,0.0,7.22295,682.8284411430359,0.0220485,1.04492
4,0.996292893309,2208.48631533,2022,622012,595.52,-0.0304648,0.0,8.45474,684.9533865451813,0.0260676,1.04664
3,0.620688319206,2210.43573394,2025,624454,596.25,-0.0209944,0.0,987.093,687.0633206367493,0.0193679,1.05084
3,0.992877098266,2166.9000622,2028,626163,583.34,-0.0365746,0.0,7.76824,689.1573259830475,0.0250907,1.06623
3,0.995919296984,2142.54108855,2031,628375,575.46,-0.0443044,0.0,6.06835,691.2421834468842,0.0280882,1.06437
2,0.827483654022,2132.83623882,2033,630023,572.71,-0.0114482,0.0,240.147,693.3623440265656,0.0768718,1.05272
5,0.988547377288,2091.18810063,2038,632536,560.53,-0.022542,0.0,9.39861,695.4609134197235,0.0280528,1.04524
5,0.993030693848,2032.8774205,2043,634713,544.6,-0.0344613,0.0,14.3486,697.5863411426544,0.0298583,1.02163
5,0.995874578599,2004.51403421,2048,636768,536.15,-0.0377818,0.0,8.29707,699.6647169589996,0.023073,1.02661
4,0.997936178232,2022.26535918,2052,638936,540.7,-0.0415128,0.0,4.79185,701.7428863048553,0.0243444,1.03175
4,0.997785289772,2001.50801034,2056,640709,534.56,-0.0353447,0.0,4.95966,703.8522486686707,0.0230889,0.997159
4,0.998050221475,1989.16098728,2060,642956,530.59,-0.0309223,0.0,5.31064,705.9934163093567,0.0216535,0.969444
3,0.998489683378,2008.20289759,2063,644962,535.68,-0.0372275,0.0,3.31366,708.1093406677246,0.0197132,0.977424
3,0.998473886168,2022.19056526,2066,646859,539.51,-0.0416029,0.0,3.39037,710.1875715255737,0.0206653,0.975977
3,0.998366831685,2034.80297485,2069,648720,542.79,-0.0417214,0.0,2.89946,712.3053698539734,0.0187959,0.992387
2,0.652513742447,2070.10002518,2071,650720,552.69,-0.01638,0.0,472.276,714.4525179862976,0.0566347,0.975687
3,0.867497593164,2068.77468756,2074,652853,552.82,-0.0269025,0.0,525.489,716.6408905982971,0.0405991,0.967945
3,0.871479734778,2114.49670379,2077,655257,565.66,-0.0191473,0.0,448.432,718.8128514289856,0.0439582,0.94692
3,0.989243867807,2100.07191358,2080,656651,562.15,-0.034096,0.0,12.3751,721.0001316070557,0.0282719,0.939968
3,0.853123724461,2144.26816266,2083,659372,574.47,-0.0233776,0.0,450.363,723.1721880435944,0.0309222,0.936002
5,0.988659514114,2112.13763557,2088,661364,565.96,-0.0388346,0.0,18.036,725.4616634845734,0.0313272,0.942381
3,0.849028497934,2104.4474065,2091,663089,563.89,-0.0178148,0.0,500.105,727.7269446849823,0.0422832,0.922534
3,0.855892643332,2127.35177288,2094,665537,570.48,-0.0173417,0.0,513.489,730.0074095726013,0.0276369,0.892429
3,0.99380120961,2117.60476356,2097,667118,567.44,-0.0355247,0.0,4.63886,732.2349398136139,0.0260881,0.906908
2,0.770724326372,2146.64745766,2099,668758,575.64,-0.0214803,0.0,465.538,734.4887566566467,0.0226358,0.900371
3,0.636862277985,2203.50144743,2102,671368,591.66,-0.0240391,0.0,877.115,736.757735490799,0.0401324,0.900866
3,0.858853042126,2215.95125376,2105,673390,595.21,-0.0240788,0.0,411.658,739.2385921478271,0.0313083,0.894592
2,0.771344572306,2237.61929211,2107,674965,601.44,-0.020162,0.0,455.644,741.6595978736877,0.0352934,0.902563
3,0.65254098177,2262.66329595,2110,677468,609.08,-0.0214183,0.0,639.021,744.0243334770203,0.0249413,0.930851
2,0.943022549152,2280.95860319,2112,679245,614.25,-0.0269685,0.0,33.8148,746.4252305030823,0.0208857,0.946109
3,0.963308591396,2307.43848892,2115,681301,621.65,-0.0362855,0.0,15.0449,748.8213856220245,0.0410663,0.947757
3,0.677948355675,2358.67892092,2118,684005,636.21,-0.0235727,0.0,804.861,751.2585985660553,0.0385799,0.98118
2,0.101435303688,2397.42386039,2120,686005,647.43,-0.0244051,0.0,943.319,753.7231695652008,0.0322296,1.00597
2,0.783352866769,2423.46916726,2122,687472,654.6,-0.023935,0.0,444.717,756.1978125572205,0.0204218,0.968206
2,0.196066856384,2424.68526039,2124,689472,654.6,-0.0186556,0.0,875.75,758.6253943443298,0.0349645,0.976617
2,0.903951779008,2462.17906461,2126,691388,664.67,-0.025335,0.0,94.104,761.1371982097626,0.0244868,0.987688
3,0.866010576487,2464.26932523,2129,693645,665.35,-0.0208916,0.0,468.999,763.6124057769775,0.0179029,0.982014
3,0.634753286839,2477.38487209,2132,696288,669.13,-0.021895,0.0,893.192,766.1425316333771,0.0277443,0.980343
3,0.988401383162,2468.27241798,2135,698101,666.78,-0.0351152,0.0,12.4826,768.3694512844086,0.0307571,0.939848
3,0.871660962701,2510.14882543,2138,700349,678.13,-0.0177553,0.0,444.124,770.4543516635895,0.0277143,0.948255
2,0.762352526188,2534.76582159,2140,701891,685.04,-0.0180906,0.0,485.575,772.5636253356934,0.024842,0.948334
3,0.88939408958,2567.08525716,2143,704104,693.91,-0.0277627,0.0,255.252,774.7034304141998,0.0278627,0.970926
2,0.243507325649,2604.97351923,2145,706104,704.67,-0.0114059,0.0,938.724,776.8125717639923,0.0378224,0.994983
3,0.832878366113,2643.30042867,2148,708284,715.16,-0.0227327,0.0,224.869,778.8911015987396,0.0282116,0.995697
2,0.760674580932,2674.74374145,2150,710235,723.67,-0.0235701,0.0,296.832,781.0000855922699,0.0254605,0.996206
2,0.671413600445,2708.00658508,2152,712235,732.99,-0.0250816,0.0,371.508,783.0959253311157,0.0277738,1.00747
2,0.278687477112,2745.89675526,2154,714235,743.7,-0.022542,0.0,714.547,785.2541058063507,0.0218172,1.01121
2,0.756074517965,2786.51985781,2156,716215,755.06,-0.0237005,0.0,529.152,787.3675825595856,0.0232199,0.984553
3,0.888639971614,2813.18364039,2159,718396,762.61,-0.0266108,0.0,259.763,789.4304602146149,0.0245027,0.971716
2,0.878486551344,2827.14996542,2161,720132,766.63,-0.0232498,0.0,247.635,791.5084052085876,0.0181947,0.972145
3,0.663194298744,2847.445289,2164,722918,772.44,-0.016766,0.0,760.699,793.6180076599121,0.0341322,0.994579
2,0.78172031045,2859.93887432,2166,724466,776.07,-0.0223686,0.0,308.519,795.7499287128448,0.0486811,0.969133
3,0.838139936328,2880.58391719,2169,726888,781.68,-0.0234948,0.0,459.45,797.8751611709595,0.022813,0.969644
2,0.164428174496,2879.75643456,2171,728888,781.68,-0.0250908,0.0,851.391,799.953355550766,0.0398127,0.947011
2,-0.00689041614532,2892.07683605,2173,730888,785.13,-0.0191522,0.0,755.094,802.0786693096161,0.0327491,0.943733
2,0.11161595583,2910.71092913,2175,732888,790.35,-0.0229671,0.0,873.747,804.219494342804,0.0386189,0.946207
2,0.265163660049,2930.90663443,2177,734888,796.31,-0.0170627,0.0,775.258,806.3872122764587,0.0198965,0.962116
2,0.265375494957,2977.27765473,2179,736888,809.41,-0.0158365,0.0,734.21,808.5004458427429,0.0174352,0.975727
2,0.298062443733,2988.84518523,2181,738888,812.37,-0.0101866,0.0,705.112,810.6096982955933,0.0393917,0.987879
2,0.140889644623,2996.66927436,2183,740888,815.16,-0.0154237,0.0,946.409,812.7813239097595,0.0392951,1.00223
2,0.135889172554,3042.42443568,2185,742888,827.94,-0.0194451,0.0,940.592,814.9694867134094,0.0200019,1.05303
2,0.0527436733246,3085.59194684,2187,744888,840.27,-0.0214036,0.0,955.568,817.2383949756622,0.0199546,1.07905
2,0.0518924593925,3123.68994789,2189,746888,851.52,-0.0216739,0.0,714.156,819.4593036174774,0.0234727,1.1242
2,0.106506407261,3146.68987334,2191,748888,857.99,-0.0213275,0.0,776.98,821.7433996200562,0.0297331,1.13991
2,0.719069600105,3160.4383847,2193,750753,862.16,-0.0250172,0.0,440.62,823.9853539466858,0.0417663,1.1488
2,0.088065803051,3179.5759254,2195,752753,867.58,-0.0200732,0.0,955.866,826.2820658683777,0.0326115,1.17412
2,0.105695843697,3208.72547775,2197,754753,876.35,-0.0180702,0.0,914.719,828.5812952518463,0.0247075,1.19289
3,0.210921943188,3220.60820243,2200,757753,879.95,-0.0157485,0.0,1008.65,830.8156089782715,0.0267566,1.15747
2,0.790545850992,3226.06516035,2202,759508,881.4,-0.0242616,0.0,234.03,833.3025703430176,0.0211962,1.18162
2,0.435831069946,3240.78775852,2204,761508,885.72,-0.0225355,0.0,632.389,835.6965732574463,0.0306526,1.19337
2,0.133722782135,3274.68451353,2206,763508,895.43,-0.020698,0.0,888.503,838.1122977733612,0.0193422,1.21457
3,0.834766104817,3268.26758561,2209,765787,893.19,-0.0310626,0.0,452.972,840.5500977039337,0.02697,1.21626
3,0.852883934975,3247.577052,2212,767966,887.21,-0.0268769,0.0,408.699,842.9453971385956,0.0235207,1.22368
2,0.789774268866,3258.41908705,2214,769773,890.31,-0.01868,0.0,365.508,845.3133819103241,0.0204126,1.21796
3,0.984373636544,3231.47620142,2217,771539,882.38,-0.0451071,0.0,20.7799,847.7381360530853,0.0263331,1.24063
3,0.747914463282,3218.31944298,2220,773863,878.58,-0.0195617,0.0,457.606,850.2195792198181,0.064317,1.25133
2,0.231358230114,3237.08072526,2222,775863,883.91,-0.0219276,0.0,630.38,852.7660548686981,0.0243074,1.25703
3,0.821393758059,3213.80552238,2225,778127,877.39,-0.0156935,0.0,465.916,855.1879851818085,0.0284592,1.28305
2,0.754692897201,3214.48329424,2227,780127,877.39,-0.0260362,0.0,389.032,857.6824159622192,0.0244971,1.29325
2,0.768693313003,3235.8179772,2229,782017,883.72,-0.0240863,0.0,484.6,860.113344669342,0.015346,1.29053
3,0.85530307889,3221.29408012,2232,784241,879.53,-0.0248404,0.0,465.623,862.3445324897766,0.0371073,1.30195
3,0.865613266826,3223.19969883,2235,786184,880.83,-0.0247651,0.0,437.609,864.4729242324829,0.0176057,1.29
2,0.0858046412468,3247.54950985,2237,788184,888.35,-0.0205734,0.0,894.457,866.5708303451538,0.0177194,1.29267
2,0.779701411724,3252.54619153,2239,789870,889.79,-0.0219965,0.0,343.973,868.6490201950073,0.046823,1.26867
3,0.847035050392,3238.24474961,2242,792292,885.85,-0.0209533,0.0,437.798,870.7587122917175,0.0320035,1.278
3,0.99003703706,3217.3299811,2245,794065,879.61,-0.0340871,0.0,10.3234,872.8681852817535,0.0277448,1.26559
2,0.993790804874,3233.74241844,2247,795676,883.92,-0.0400575,0.0,8.58025,874.9946026802063,0.0173124,1.26073
3,0.944824177772,3205.30900709,2250,797851,876.16,-0.0172913,0.0,207.685,877.0921912193298,0.0154538,1.26501
3,0.995398483705,3172.82736365,2253,799904,866.69,-0.0367348,0.0,8.41813,879.17298579216,0.0264521,1.2734
4,0.891072556376,3134.62226738,2257,802537,856.28,-0.0212795,0.0,451.645,881.3005962371826,0.0162488,1.27336
2,0.763107970357,3148.88082666,2259,804400,860.04,-0.0217184,0.0,492.013,883.4133517742157,0.0312719,1.33924
2,0.922587484121,3148.64412665,2261,806123,859.91,-0.0234433,0.0,23.0347,885.571546792984,0.0203888,1.32581
4,0.885111249983,3104.84613838,2265,808684,847.66,-0.0297287,0.0,421.367,887.6093556880951,0.0232159,1.30588
3,0.863246828318,3106.63809985,2268,810758,848.7,-0.0239778,0.0,440.877,889.7033205032349,0.0300093,1.2684
3,0.991657937877,3064.69929038,2271,812523,836.35,-0.0375465,0.0,10.817,891.7815580368042,0.0280757,1.23364
3,0.884189270437,3041.01351163,2274,814813,829.25,-0.0234192,0.0,336.552,893.8911271095276,0.0207552,1.23364
3,0.98468918819,3011.45534644,2277,816907,820.19,-0.0341341,0.0,13.0858,896.0162346363068,0.0280793,1.21082
4,0.994383872487,2943.71759712,2281,818985,800.97,-0.0361995,0.0,11.1693,898.0963108539581,0.0345764,1.17384
3,0.859117358923,2903.57005659,2284,820824,789.36,-0.0187421,0.0,394.737,900.174215555191,0.0753204,1.17388
3,0.605066299438,2885.3617455,2287,823279,783.91,-0.024658,0.0,961.043,902.2816038131714,0.0249326,1.15675
2,0.798730507493,2869.23715007,2289,824790,779.02,-0.0203194,0.0,439.885,904.4375336170197,0.0144411,1.16677
3,0.659597992897,2854.85019612,2292,827261,775.08,-0.020538,0.0,915.011,906.6093301773071,0.0194199,1.17827
2,0.28233897686,2855.7967347,2294,829261,775.08,-0.0222284,0.0,808.85,908.7501013278961,0.0219594,1.18477
4,0.915128752589,2786.90758112,2298,831272,755.19,-0.0296286,0.0,318.872,910.9225826263428,0.087836,1.18198
2,0.762763381004,2781.69758143,2300,833097,753.44,-0.0210387,0.0,503.122,913.1882216930389,0.0201445,1.18229
2,0.780233800411,2774.2683045,2302,834664,751.56,-0.0266944,0.0,360.771,915.4566688537598,0.0166281,1.19889
5,0.989437918179,2681.29444492,2307,837039,725.31,-0.0443475,0.0,25.1254,917.8600027561188,0.0421965,1.17949
2,0.292830407619,2705.11701493,2309,839039,732.52,-0.0281156,0.0,585.685,920.1074085235596,0.0270569,1.1644
4,0.850239217281,2688.36256702,2313,841615,728.42,-0.0298979,0.0,383.73,922.3754224777222,0.0269316,1.15158
3,0.910999335349,2674.46365495,2316,843569,724.81,-0.0258426,0.0,228.236,924.6251378059387,0.0245258,1.16132
3,0.983272837475,2681.76860813,2319,845721,726.22,-0.042794,0.0,24.4123,926.940039396286,0.0312202,1.15806
2,0.773303210735,2671.78296602,2321,847230,723.67,-0.0222802,0.0,490.421,929.3600461483002,0.0246092,1.18293
3,0.664756476879,2670.63980818,2324,849721,723.5,-0.0227297,0.0,915.841,931.7376537322998,0.023204,1.21771
2,0.777784958482,2666.33625605,2326,851401,722.74,-0.0230015,0.0,463.258,934.1028084754944,0.028667,1.19475
3,0.86657910049,2640.37749929,2329,853573,715.56,-0.0203712,0.0,470.52,936.5395290851593,0.0218932,1.20968
4,0.99170592241,2604.50938136,2333,855778,705.37,-0.0445753,0.0,11.3885,938.9574077129364,0.0268113,1.17987
2,0.823251530528,2628.46383734,2335,857365,711.81,-0.021067,0.0,243.654,941.4303271770477,0.0196857,1.19729
3,0.860755085945,2627.30060227,2338,859959,710.89,-0.0213802,0.0,484.101,943.8662745952606,0.0388095,1.19064
2,0.479297280312,2636.88892917,2340,861959,713.63,-0.0214869,0.0,481.459,946.3169436454773,0.0358176,1.22904
2,0.811717033386,2632.2384739,2342,863545,712.53,-0.0207775,0.0,461.123,948.821058511734,0.0357372,1.22508
4,0.912232674658,2624.31943572,2346,865995,711.1,-0.0241842,0.0,414.555,951.2998321056366,0.0279208,1.20178
2,0.188170552254,2630.5203641,2348,867995,713.19,-0.0170093,0.0,850.723,953.8679356575012,0.0230328,1.21817
3,0.820173665881,2641.54824944,2351,870378,716.37,-0.0301548,0.0,489.355,956.2687892913818,0.0246363,1.20258
3,0.834810167551,2636.3586873,2354,872406,715.02,-0.0281225,0.0,433.728,958.3978886604309,0.0213995,1.20546
2,0.773067936301,2653.80092033,2356,874039,719.92,-0.0232183,0.0,452.264,960.492687702179,0.0434135,1.18926
3,0.913742542267,2646.23686034,2359,876181,717.81,-0.0265506,0.0,293.35,962.602263212204,0.0243722,1.19303
4,0.990040784702,2591.89877908,2363,878021,702.66,-0.0418793,0.0,18.139,964.7107281684875,0.033301,1.18178
4,0.993967378978,2605.52056954,2367,880380,706.22,-0.0435032,0.0,11.4789,966.8213980197906,0.0264224,1.17512
3,0.849029764533,2601.73437118,2370,882564,705.36,-0.0210738,0.0,433.843,968.9084589481354,0.024038,1.17116
2,0.757649898529,2621.88636472,2372,884440,711.03,-0.0210952,0.0,428.242,971.0018398761749,0.0214791,1.15748
2,0.740881115198,2637.79326971,2374,886341,715.28,-0.0131801,0.0,517.631,973.1411447525024,0.0247815,1.13861
2,0.312042474747,2658.25511787,2376,888341,721.45,-0.0199907,0.0,882.078,975.2506041526794,0.023463,1.1745
2,0.765459522605,2673.93498942,2378,889985,726.0,-0.0235976,0.0,499.041,977.3445410728455,0.021268,1.18481
3,0.68827265501,2708.04588635,2381,892539,735.54,-0.0261462,0.0,713.333,979.4406654834747,0.026859,1.19467
3,0.989216264337,2721.78980268,2384,894707,738.83,-0.0466142,0.0,13.1037,981.5555906295776,0.0339838,1.18281
2,0.780679538846,2716.1417087,2386,896511,736.87,-0.0219838,0.0,470.345,983.6960475444794,0.0195153,1.20006
3,0.890291951597,2731.44720311,2389,898867,740.77,-0.0233729,0.0,275.093,985.8215155601501,0.0318809,1.19964
3,0.871112793684,2719.1641354,2392,900960,736.99,-0.0209488,0.0,428.699,987.9064831733704,0.0215287,1.20153
4,0.993492407259,2660.95920291,2396,902924,721.06,-0.0448155,0.0,10.3838,990.0161354541779,0.0288813,1.19818
2,0.750670060515,2709.21578305,2398,904665,733.93,-0.0249339,0.0,504.909,992.1258022785187,0.0174751,1.17703
3,0.615752905607,2699.19531184,2401,907195,730.98,-0.0231434,0.0,902.02,994.2668843269348,0.0456639,1.18349
3,0.98308394663,2692.42798328,2404,908850,729.0,-0.0410629,0.0,15.3032,996.3992149829865,0.0315414,1.16696
3,0.857429087162,2734.31329295,2407,911070,740.31,-0.0147133,0.0,491.08,998.5174379348755,0.0964401,1.15035
4,0.993696128018,2681.13428968,2411,912970,724.87,-0.0420451,0.0,13.582,1000.675665140152,0.027246,1.1488
4,0.993808043189,2675.63290764,2415,914893,723.24,-0.044106,0.0,16.5898,1002.8368444442749,0.0245969,1.14425
4,0.995811644942,2654.79336925,2419,917430,717.09,-0.0422996,0.0,10.0058,1005.0871777534485,0.0297176,1.15006
3,0.996514134575,2619.22367517,2422,918906,706.76,-0.0374604,0.0,7.62511,1007.3057148456573,0.0253282,1.15345
4,0.995396837592,2589.3733746,2426,921198,697.97,-0.04337,0.0,12.1024,1009.5640912055969,0.0304063,1.12253
5,0.997063816991,2549.55731892,2431,923545,686.55,-0.0429459,0.0,10.8675,1011.8149132728577,0.0245155,1.10551
3,0.863937690854,2557.15577527,2434,925635,688.57,-0.020147,0.0,514.918,1014.1187403202057,0.0150844,1.09611
3,0.855803966522,2535.03294011,2437,927582,682.76,-0.0218292,0.0,505.006,1016.3914039134979,0.0153823,1.09977
3,0.99420006806,2494.5527685,2440,929074,671.15,-0.038863,0.0,6.72547,1018.6883018016815,0.0231504,1.05808
2,0.751482531428,2502.36703128,2442,930841,672.96,-0.0221091,0.0,297.461,1020.8637166023254,0.0127247,1.05733
3,0.951453827322,2519.26962688,2445,933301,677.09,-0.0210755,0.0,58.715,1023.2662215232849,0.0216892,1.05157
3,0.866293340921,2513.97347386,2448,935514,675.19,-0.0201688,0.0,449.301,1025.645007610321,0.0346105,1.05453
4,0.89546635747,2495.72560466,2452,937913,670.41,-0.0249018,0.0,463.508,1028.0882315635681,0.0215754,1.04933
3,0.992774555925,2478.7872412,2455,939911,665.05,-0.0367638,0.0,7.56264,1030.5165560245514,0.0247156,1.04653
2,0.500970721245,2500.04485015,2457,941911,671.39,-0.0266953,0.0,457.16,1032.89324092865,0.0345269,1.0695
3,0.948170661926,2504.4868757,2460,943794,672.48,-0.0412057,0.0,17.3786,1035.2816693782806,0.0263406,1.01984
