EpThisIter,ev_tdlam_before,EpRewMean,EpisodesSoFar,TimestepsSoFar,EpLenMean,loss_pol_surr,loss_pol_entpen,loss_vf_loss,TimeElapsed,loss_kl,loss_ent
5,0.902486220002,1024.25392774,1136,147214,304.26,-0.0189713,0.0,275.615,163.4573531150818,0.0127713,3.02311
5,0.786577790976,1042.13101217,1141,149174,309.92,-0.0167997,0.0,394.153,165.64882397651672,0.0137449,3.03454
5,0.972987001762,1061.90327052,1146,151062,315.45,-0.025169,0.0,20.5887,167.8057246208191,0.0166454,3.02408
6,0.991106959991,1095.4836819,1152,153554,325.01,-0.0284403,0.0,22.5741,169.97549653053284,0.0148679,2.98052
6,0.917308889329,1094.74103873,1158,155388,325.01,-0.0188487,0.0,256.486,172.20339035987854,0.0106433,2.9571
7,0.989096982405,1101.74100004,1165,157523,326.27,-0.028427,0.0,21.1729,174.43023586273193,0.00796482,2.91799
6,0.991652837023,1105.89728589,1171,159345,326.68,-0.0290819,0.0,24.6186,176.66321754455566,0.0103512,2.90099
6,0.994030425791,1124.71883895,1177,161312,331.27,-0.0236358,0.0,16.0117,178.88372778892517,0.0148668,2.89866
7,0.991813159548,1133.03768226,1184,163500,332.7,-0.0350009,0.0,25.3973,181.15989685058594,0.0119126,2.85815
7,0.996700552991,1140.39955901,1191,165732,333.69,-0.0251316,0.0,10.4462,183.41565227508545,0.0130738,2.85834
7,0.994310556911,1135.83840749,1198,167841,331.82,-0.0247007,0.0,15.2929,185.71957683563232,0.013521,2.84894
6,0.993815858848,1141.05344484,1204,169964,332.38,-0.0272432,0.0,17.2129,188.00264954566956,0.0158647,2.83797
6,0.994007890113,1145.03761726,1210,171908,333.23,-0.0254731,0.0,14.4633,190.2661828994751,0.013313,2.83415
7,0.995702157728,1147.89687942,1217,174026,332.88,-0.0279919,0.0,9.13148,192.6333441734314,0.014371,2.79099
6,0.995841502678,1145.9631637,1223,175781,331.64,-0.02553,0.0,15.3835,195.04074335098267,0.0128159,2.77342
6,0.99469619384,1150.63516172,1229,177826,332.58,-0.0272325,0.0,12.7104,197.46176028251648,0.0101338,2.74945
6,0.998151585576,1150.97197492,1235,180185,331.78,-0.0297052,0.0,6.55104,199.93045616149902,0.0165936,2.68659
6,0.996796000982,1147.37091405,1241,182045,328.71,-0.0304125,0.0,9.28794,202.32094049453735,0.015803,2.66
7,0.998201281298,1130.15560827,1248,184187,322.59,-0.03275,0.0,6.88403,204.69719552993774,0.0134205,2.63506
4,0.997000059811,1139.06972073,1252,186028,324.74,-0.0312268,0.0,6.20777,207.17255115509033,0.0116941,2.62849
6,0.994251234923,1153.14006472,1258,188162,327.74,-0.0324729,0.0,12.5685,209.67271494865417,0.0123418,2.59273
6,0.993960697204,1161.40036511,1264,190242,329.6,-0.0325406,0.0,15.0519,212.23541045188904,0.0151374,2.55179
4,0.990766275674,1186.59719502,1268,192305,336.97,-0.0284278,0.0,18.6319,214.65943551063538,0.0169024,2.52285
5,0.992682740092,1204.95684624,1273,194256,342.02,-0.0279678,0.0,10.8474,217.1425347328186,0.0130202,2.50991
4,0.995721742045,1224.81479501,1277,196065,347.53,-0.0281138,0.0,8.58617,219.34794330596924,0.0129139,2.49172
6,0.995506465901,1239.86100238,1283,198346,351.11,-0.0299042,0.0,9.18365,221.48481130599976,0.0165174,2.47496
5,0.996508515906,1264.61285981,1288,200663,358.36,-0.0282229,0.0,10.1014,223.5944263935089,0.0180326,2.46993
5,0.992637664545,1268.28775097,1293,202455,359.27,-0.0264776,0.0,19.8366,225.65713548660278,0.0172632,2.44249
6,0.994942885358,1289.05190917,1299,204639,364.49,-0.0321375,0.0,13.0369,227.76576471328735,0.0162629,2.43069
7,0.99749883404,1287.88886464,1306,206706,363.33,-0.0237706,0.0,7.2562,229.87635445594788,0.0156514,2.40603
5,0.997438833117,1299.4562441,1311,208787,366.29,-0.0287639,0.0,6.09412,232.02559804916382,0.0162898,2.39383
5,0.996605880093,1317.56218188,1316,210855,371.17,-0.0273181,0.0,9.56604,234.14141130447388,0.0120469,2.40566
5,0.997614131542,1339.80141466,1321,212795,376.89,-0.0232855,0.0,5.88839,236.2188320159912,0.0171346,2.42996
3,0.996857524151,1367.59564488,1324,214566,384.31,-0.0306873,0.0,6.66773,238.31339931488037,0.0123874,2.3969
6,0.996939040255,1380.90261238,1330,216972,387.49,-0.0298695,0.0,6.21742,240.45605635643005,0.0116636,2.39584
6,0.996851388831,1372.77290538,1336,219060,384.43,-0.0278975,0.0,6.91912,242.57004165649414,0.0166348,2.38556
5,0.996263308683,1392.38894983,1341,221024,389.79,-0.0291127,0.0,9.79318,244.69535183906555,0.014547,2.37242
7,0.996776356129,1395.23837433,1348,223192,390.05,-0.031689,0.0,9.94527,246.7733187675476,0.015474,2.37017
3,0.996131506283,1420.59924954,1351,225006,396.7,-0.0280132,0.0,6.92104,248.86825919151306,0.016796,2.35032
7,0.989846217446,1399.22195427,1358,227177,390.15,-0.0291307,0.0,17.555,250.96882557868958,0.0179458,2.33809
5,0.997640161077,1413.32534928,1363,229138,393.37,-0.030216,0.0,6.3906,253.10979437828064,0.0129319,2.35572
4,0.996852852404,1399.19597003,1367,230906,388.3,-0.0291209,0.0,6.23526,255.24014854431152,0.0148835,2.32723
4,0.99790851213,1420.61318509,1371,232958,393.94,-0.0303728,0.0,4.48354,257.3437647819519,0.0144732,2.31473
5,0.997513797367,1427.42611153,1376,235124,395.23,-0.0332351,0.0,6.69447,259.4874815940857,0.0143044,2.27373
4,0.918299630284,1447.98228254,1380,237562,401.2,-0.014444,0.0,183.991,261.6493537425995,0.030365,2.31093
4,0.983814587817,1468.1027885,1384,239576,406.17,-0.0226121,0.0,14.2946,263.8826627731323,0.0223634,2.30696
3,0.994454732165,1498.75755467,1387,241497,414.42,-0.0284941,0.0,7.33692,266.05549812316895,0.0196609,2.2773
3,0.995074463543,1506.91574025,1390,243106,416.21,-0.0221915,0.0,9.53854,268.3010103702545,0.0140086,2.27872
3,0.773529857397,1555.50527786,1393,245462,430.07,-0.0200626,0.0,472.298,270.5512979030609,0.0181792,2.30356
2,0.486960828304,1600.31700105,1395,247462,443.6,-0.017323,0.0,730.942,272.8489499092102,0.0256984,2.3365
7,0.969318339601,1603.57776811,1402,249853,444.25,-0.0356134,0.0,25.5267,275.14139771461487,0.0182553,2.32004
4,0.987267795019,1623.26527166,1406,251654,449.48,-0.0298355,0.0,17.9099,277.43769931793213,0.0196966,2.31638
5,0.991762278602,1618.87395062,1411,253575,447.88,-0.0289133,0.0,12.0966,279.62561774253845,0.0159923,2.3028
5,0.995356833097,1622.07189737,1416,255686,448.31,-0.0303243,0.0,10.1598,281.98511576652527,0.0146468,2.26315
4,0.992882217281,1626.17979105,1420,257415,449.4,-0.0240869,0.0,19.0109,284.35970187187195,0.0260779,2.22755
3,0.837376222014,1660.68529414,1423,259696,459.28,-0.0179082,0.0,444.205,286.8130033016205,0.0213499,2.23017
3,0.850023105741,1678.52761392,1426,261988,464.71,-0.0178695,0.0,397.089,289.20391035079956,0.0126272,2.26144
4,0.991100863554,1700.16335177,1430,264051,470.79,-0.0276943,0.0,8.66674,291.5625054836273,0.0177823,2.266
3,0.996030790266,1725.10542644,1433,266129,477.84,-0.0302405,0.0,6.77571,293.9380679130554,0.0177124,2.26474
2,0.993605674244,1768.66269746,1435,267758,489.8,-0.0319378,0.0,6.54039,296.3599147796631,0.0144402,2.26049
4,0.996676953277,1798.42095475,1439,270133,497.63,-0.0288294,0.0,7.65363,298.87580394744873,0.0135141,2.27716
3,0.994845512789,1837.09047778,1442,272061,508.05,-0.0261338,0.0,8.28248,301.3525764942169,0.0149496,2.29893
5,0.996310530463,1858.63162801,1447,274386,514.1,-0.0299469,0.0,8.57009,303.798668384552,0.0155782,2.29735
3,0.995466685854,1854.77964014,1450,275894,512.89,-0.0384217,0.0,8.12785,306.2663404941559,0.0192607,2.27406
3,0.774294599891,1888.98296573,1453,277891,522.16,-0.0171824,0.0,477.691,308.79110169410706,0.0184925,2.27971
2,0.278639793396,1933.75265091,1455,279891,535.22,-0.0157636,0.0,620.851,310.9222071170807,0.0285647,2.27286
3,0.976848574355,1999.67723229,1458,282529,553.52,-0.0293999,0.0,16.6453,313.05430006980896,0.0143594,2.27311
3,0.849977508187,2032.38732894,1461,284631,562.96,-0.0206438,0.0,526.174,315.11816334724426,0.0271306,2.28702
2,0.786180853844,2060.65556273,1463,286263,571.25,-0.0195766,0.0,280.756,317.2376573085785,0.0225385,2.31573
3,0.950304243714,2104.30019884,1466,288750,582.85,-0.0293004,0.0,33.5734,319.36584401130676,0.0167126,2.32572
3,0.72221031785,2119.15817201,1469,290683,587.37,-0.0246927,0.0,593.255,321.50012016296387,0.0225946,2.32786
2,0.971517780796,2129.14271131,1471,291960,590.02,-0.0318622,0.0,17.388,323.5784320831299,0.0218264,2.29717
4,0.88098616153,2152.30174158,1475,294406,596.58,-0.0167055,0.0,431.44,325.67024064064026,0.0218154,2.29302
3,0.825082838535,2176.3598962,1478,296274,603.28,-0.0247411,0.0,357.207,327.79138946533203,0.0186637,2.27399
3,0.988458923064,2174.1984778,1481,298443,602.01,-0.0281859,0.0,11.4476,329.89397382736206,0.0152026,2.25364
4,0.992972240783,2198.4533417,1485,301049,608.63,-0.0367131,0.0,14.2661,332.0394480228424,0.0170628,2.25545
2,0.775968328118,2215.3721711,1487,302834,613.37,-0.0134637,0.0,414.272,334.140629529953,0.016354,2.22885
5,0.994834286161,2171.81481988,1492,305108,600.02,-0.0218082,0.0,9.28934,336.2348220348358,0.0232287,2.22036
3,0.994858154561,2148.56027886,1495,306681,592.19,-0.0292975,0.0,12.016,338.32841634750366,0.0217265,2.20667
4,0.991448080167,2196.36850077,1499,309197,605.31,-0.0310629,0.0,11.3253,340.4718325138092,0.0160612,2.18818
2,0.996520723682,2213.60085409,1501,310550,609.91,-0.0315609,0.0,5.05892,342.5966899394989,0.0188863,2.16185
3,0.97115098685,2245.30938892,1504,312626,618.46,-0.0224197,0.0,18.5403,344.71039366722107,0.0136287,2.18662
5,0.983661934733,2267.84312196,1509,315267,624.59,-0.0246265,0.0,17.1146,346.7888276576996,0.0137072,2.18708
4,0.921967178583,2281.99803833,1513,317349,628.86,-0.0198986,0.0,219.817,348.8993444442749,0.0203273,2.18812
4,0.990213051438,2282.97354163,1517,319189,629.19,-0.0305449,0.0,10.7088,351.03940534591675,0.0171771,2.13539
3,0.861574009061,2320.61548418,1520,321419,640.04,-0.0163663,0.0,517.677,353.21931767463684,0.0438023,2.11921
3,0.984332485124,2313.18799275,1523,323453,637.57,-0.0273398,0.0,18.9556,355.3757834434509,0.0176487,2.1206
2,0.125752270222,2326.44635343,1525,325203,642.15,-0.0245162,0.0,586.609,357.5188534259796,0.0222747,2.1098
2,0.546631127596,2351.17310238,1527,327203,648.66,-0.0240183,0.0,488.395,359.773903131485,0.0192701,2.11984
2,0.795387372375,2368.29014723,1529,328832,653.54,-0.0211956,0.0,447.246,362.05563259124756,0.0195279,2.12606
3,0.642770797014,2385.0793788,1532,331114,659.26,-0.0121533,0.0,792.185,364.39181780815125,0.0412496,2.12277
3,0.91298635304,2370.45331548,1535,333306,655.48,-0.0251558,0.0,145.299,366.6343114376068,0.0153291,2.1058
2,0.55468532443,2391.9898994,1537,335306,662.37,-0.0269695,0.0,480.301,368.9066479206085,0.0284106,2.07922
4,0.875786326826,2376.02000676,1541,337259,658.44,-0.0265595,0.0,438.67,371.12523341178894,0.0288173,2.07647
3,0.666985332966,2401.61021784,1544,339528,666.32,-0.0245634,0.0,816.093,373.5513725280762,0.0184169,2.08175
2,0.770557671785,2428.92995686,1546,341127,674.06,-0.0185069,0.0,450.346,375.97767901420593,0.0296858,2.0537
3,0.594205230474,2454.97975839,1549,343430,682.57,-0.0256293,0.0,907.219,378.4142849445343,0.0174809,2.04552
3,0.582703828812,2469.35280643,1552,345691,688.0,-0.0241719,0.0,867.866,380.7744481563568,0.0230481,2.06014
3,0.609441637993,2444.30546478,1555,348005,681.14,-0.0242116,0.0,604.16,383.17222142219543,0.0413361,2.04556
3,0.798676714301,2411.02808743,1558,349747,672.18,-0.021617,0.0,447.766,385.5862817764282,0.0224131,2.02547
3,0.830093041062,2414.69590648,1561,351964,673.33,-0.02283,0.0,444.12,388.08841252326965,0.0250186,2.0541
2,0.555995434523,2427.24465888,1563,353964,677.01,-0.0238998,0.0,465.388,390.57179594039917,0.0234936,2.07949
4,0.884068086743,2373.70464847,1567,356064,663.14,-0.0240993,0.0,350.526,393.01568627357483,0.0187564,2.07676
5,0.987604405731,2319.80085301,1572,357759,647.99,-0.031942,0.0,15.7265,395.4930019378662,0.0257289,2.02862
5,0.989076500759,2286.80402402,1577,359856,639.23,-0.0307765,0.0,16.9923,398.00021839141846,0.0200733,1.99555
9,0.985795144923,2157.89134733,1586,362340,605.06,-0.034702,0.0,37.4133,400.5085208415985,0.0203374,1.98206
9,0.992458934896,2050.39500489,1595,364398,577.17,-0.0303342,0.0,25.7411,402.63374400138855,0.0190393,1.98653
7,0.991996292025,1948.67829583,1602,366492,549.42,-0.0356333,0.0,11.7803,404.71196579933167,0.0170213,1.95894
7,0.994707842823,1877.86949456,1609,368366,530.99,-0.0357875,0.0,15.4633,406.7976236343384,0.016818,1.93676
5,0.995549143758,1861.16763509,1614,370553,526.35,-0.0389146,0.0,9.12331,408.9411072731018,0.0196253,1.90858
6,0.789221957326,1802.83272186,1620,372469,510.5,-0.0219914,0.0,344.411,411.0575478076935,0.0190114,1.91268
5,0.980815874413,1740.64625033,1625,374429,492.26,-0.027266,0.0,14.5939,413.1574504375458,0.0167093,1.9034
5,0.994511914439,1654.57822506,1630,376585,467.53,-0.0356722,0.0,14.8709,415.24076867103577,0.0188227,1.90938
6,0.997140562395,1568.72494021,1636,378577,442.71,-0.0392926,0.0,6.68925,417.3468725681305,0.0193308,1.92849
3,0.996851121541,1554.15637666,1639,380363,437.86,-0.028093,0.0,7.17331,419.4549021720886,0.0199029,1.89468
5,0.997517189477,1537.93381076,1644,382771,432.43,-0.0351038,0.0,6.15111,421.58157777786255,0.0191318,1.86433
4,0.996801241301,1510.96010141,1648,384851,424.21,-0.0314319,0.0,7.81167,423.6648316383362,0.0147465,1.84483
4,0.886400796473,1468.10342769,1652,386783,410.92,-0.0185822,0.0,475.898,425.741525888443,0.0282912,1.87335
3,0.995088120922,1460.35102986,1655,388748,407.43,-0.0252098,0.0,6.29547,427.8710057735443,0.0184306,1.88187
4,0.997275419999,1450.38152603,1659,391114,404.35,-0.0235207,0.0,6.30185,429.9734673500061,0.0243271,1.88213
4,0.997754217358,1402.13373286,1663,392943,389.79,-0.0344344,0.0,4.92502,432.1117150783539,0.0155736,1.85723
4,0.996525742346,1393.99352778,1667,394782,387.18,-0.0286016,0.0,7.51817,434.2034709453583,0.0186447,1.83274
6,0.825696080923,1391.69330593,1673,397288,387.19,-0.0248745,0.0,319.972,436.3286774158478,0.0262429,1.81911
3,0.97869085148,1421.98656611,1676,399166,395.39,-0.0209937,0.0,11.2345,438.4851403236389,0.0181461,1.76792
3,0.995482764672,1444.44250464,1679,400875,401.37,-0.0269873,0.0,6.95206,440.6568555831909,0.0257478,1.74036
4,0.765693292022,1498.7312498,1683,403356,416.7,-0.0237503,0.0,702.86,442.8287868499756,0.0180631,1.73442
3,0.872085496783,1525.06475334,1686,404704,423.64,-0.0219652,0.0,326.447,444.9878306388855,0.0249396,1.71355
3,0.886246658862,1588.59439467,1689,407013,440.57,-0.0216256,0.0,270.488,447.14252734184265,0.0210402,1.71034
4,0.992361823097,1651.88226737,1693,409593,457.21,-0.0327567,0.0,10.5643,449.4029543399811,0.0158418,1.70395
3,0.995522458572,1690.81116868,1696,411362,467.44,-0.03683,0.0,8.49285,451.6800093650818,0.0218535,1.68051
3,0.996511148755,1734.58340124,1699,413473,479.25,-0.0338712,0.0,8.80758,453.99158477783203,0.0185217,1.68579
3,0.997133899014,1779.87248358,1702,415643,491.51,-0.0326764,0.0,7.09889,456.2369005680084,0.0192276,1.68139
3,0.847244516015,1818.38838552,1705,417617,502.04,-0.0183637,0.0,456.591,458.47758507728577,0.0301749,1.69038
2,0.993332926184,1860.46699018,1707,419186,513.09,-0.0253897,0.0,5.76924,460.7669448852539,0.0240967,1.69139
4,0.99702860578,1873.77645972,1711,421205,516.43,-0.0375639,0.0,5.70256,463.1707785129547,0.0202414,1.69013
5,0.997084554052,1913.79465129,1716,423622,526.54,-0.027097,0.0,8.06388,465.63303875923157,0.0214849,1.70192
3,0.997746721143,1930.52027562,1719,425233,531.17,-0.0328069,0.0,5.77747,467.9926884174347,0.0161368,1.67778
3,0.997414289275,1965.09021352,1722,427296,540.38,-0.0377959,0.0,5.24946,470.38353753089905,0.0210999,1.64989
3,0.997651305981,2009.59427228,1725,429657,552.28,-0.034255,0.0,4.21029,472.8695743083954,0.0212316,1.6405
3,0.890161022544,2046.06874493,1728,431685,562.34,-0.0193579,0.0,467.956,475.31966185569763,0.0203151,1.65266
4,0.99375791708,2068.31213431,1732,434003,567.84,-0.0278682,0.0,5.86176,477.81340050697327,0.0177462,1.67801
5,0.99645854556,2070.38701125,1737,436191,567.93,-0.0332866,0.0,6.35483,480.29754304885864,0.0202406,1.65488
3,0.99616664974,2064.96268114,1740,437720,566.14,-0.0276763,0.0,7.81405,482.72594356536865,0.0317082,1.64276
3,0.831557556987,2105.79264894,1743,440094,577.44,-0.0228017,0.0,460.405,485.2192049026489,0.0186159,1.67025
4,0.990599120967,2107.52311147,1747,441941,577.33,-0.0260854,0.0,6.65355,487.6809525489807,0.0216164,1.64992
5,0.994768875185,2088.19711759,1752,443936,571.53,-0.0315867,0.0,6.99157,489.91051483154297,0.0202598,1.63552
4,0.996862156317,2061.49174408,1756,445881,564.13,-0.0284765,0.0,5.41258,491.9933669567108,0.0214977,1.63809
5,0.996461782372,2059.64809609,1761,448322,562.85,-0.0319857,0.0,6.76205,494.09461998939514,0.0279797,1.6308
3,0.997397679137,2058.13230257,1764,449814,561.96,-0.0321549,0.0,6.40025,496.20312571525574,0.0185389,1.62723
5,0.995882732328,2078.80593011,1769,452264,566.4,-0.0384596,0.0,14.0127,498.3370394706726,0.0184464,1.63165
4,0.997018238995,2100.8265319,1773,454465,571.77,-0.0356297,0.0,11.4412,500.4698631763458,0.0198931,1.60932
4,0.997297784081,2081.06640136,1777,456193,565.62,-0.030461,0.0,8.49475,502.55109453201294,0.0152802,1.60591
4,0.997619397473,2068.26512489,1781,458560,560.92,-0.0327901,0.0,5.88527,504.64808654785156,0.0153226,1.61881
3,0.997145479312,2087.36686996,1784,460403,565.16,-0.031246,0.0,4.94682,506.7494547367096,0.0180365,1.60791
3,0.99708430958,2097.92142146,1787,462396,566.92,-0.0352373,0.0,5.09701,508.89139342308044,0.0196547,1.5696
3,0.997373427032,2088.25063382,1790,464001,564.32,-0.0333211,0.0,3.86648,511.01707696914673,0.0185383,1.55088
2,0.112891614437,2103.20485858,1792,466001,568.94,-0.0178949,0.0,949.46,513.080813407898,0.0313519,1.58306
4,0.755800694227,2127.56860611,1796,468970,576.08,-0.0136928,0.0,727.496,515.1571924686432,0.0330797,1.60621
2,0.751909002662,2138.42833044,1798,470711,579.37,-0.021767,0.0,472.334,517.261016368866,0.0177002,1.60089
