loss_vf_loss,EpLenMean,ev_tdlam_before,EpisodesSoFar,loss_kl,loss_ent,loss_pol_surr,EpThisIter,TimeElapsed,loss_pol_entpen,EpRewMean,TimestepsSoFar
0.0182386,1000.0,0.997246908024,92,0.0160717,1.6998,-0.0157354,2,81.45325112342834,0.0,31.0703137697,92000
0.00915128,1000.0,0.998329204042,94,0.00815594,1.6519,-0.0139518,2,83.24997568130493,0.0,31.2349992407,94000
0.0153289,1000.0,0.998057879042,96,0.00537891,1.63163,-0.0143719,2,85.06268382072449,0.0,31.3956120129,96000
0.0105383,1000.0,0.997484227177,98,0.00957061,1.63227,-0.0220512,2,86.8751847743988,0.0,31.5710356739,98000
0.00664162,1000.0,0.998642235994,100,0.00854251,1.59809,-0.0181027,2,88.68867588043213,0.0,31.7046356416,100000
0.0141797,1000.0,0.997105491813,102,0.00665051,1.57727,-0.0140956,2,90.50115609169006,0.0,32.5001829497,102000
0.0124637,1000.0,0.99852905923,104,0.00571993,1.53947,-0.0136408,2,92.31259155273438,0.0,33.3108468427,104000
0.00927717,1000.0,0.998771527782,106,0.0101185,1.52297,-0.0148411,2,94.11900639533997,0.0,33.8085684119,106000
0.0190253,1000.0,0.974895315245,108,0.0124468,1.48926,-0.0100301,2,95.93235802650452,0.0,33.9414767718,108000
0.0462917,1000.0,0.984570470639,110,0.0126782,1.48474,-0.0171908,2,97.73438215255737,0.0,34.0990680314,110000
0.0161794,1000.0,0.99329988705,112,0.0152427,1.49781,-0.0110961,2,99.54728126525879,0.0,34.409290599,112000
0.0403067,1000.0,0.988750402816,114,0.0109492,1.49345,-0.0166097,2,101.3443591594696,0.0,34.6479167368,114000
0.0388747,1000.0,0.98958390113,116,0.0151708,1.48694,-0.0176348,2,103.15577864646912,0.0,34.8748800994,116000
0.027888,1000.0,0.995410392061,118,0.00814672,1.46006,-0.0188103,2,104.96926522254944,0.0,35.0710843481,118000
0.0236436,1000.0,0.996738255257,120,0.00701644,1.45138,-0.0141266,2,106.78252720832825,0.0,35.3117744202,120000
0.0195007,1000.0,0.994843611028,122,0.0116757,1.44683,-0.0155087,2,108.59317445755005,0.0,35.5757104464,122000
0.0172598,1000.0,0.996903925668,124,0.00780918,1.4139,-0.020554,2,110.40572738647461,0.0,35.7990645885,124000
0.0217912,1000.0,0.99532825686,126,0.0108559,1.3857,-0.0150984,2,112.21822810173035,0.0,35.8467154338,126000
0.00972301,1000.0,0.99781852006,129,0.00951905,1.33829,-0.016399,3,114.0167543888092,0.0,36.2092166814,129000
0.00793283,1000.0,0.998437536065,131,0.00663239,1.34779,-0.0217077,2,115.84404993057251,0.0,36.3799527827,131000
0.0194154,1000.0,0.995042849332,133,0.0184105,1.35455,-0.00586418,2,117.64111566543579,0.0,36.3756933566,133000
0.00582343,1000.0,0.998787621735,135,0.00745068,1.31393,-0.00838894,2,119.45577263832092,0.0,36.4966118241,135000
0.00498173,1000.0,0.999356301385,137,0.0136077,1.26516,-0.016792,2,121.27703166007996,0.0,36.607598559,137000
0.00305736,1000.0,0.998422492412,139,0.0459446,1.23315,-0.0242697,2,123.09358668327332,0.0,36.7329451501,139000
0.00507875,1000.0,0.997861681506,141,0.00890817,1.22698,-0.0081994,2,124.90707802772522,0.0,36.8564313358,141000
0.00815839,1000.0,0.997094656341,143,0.0143338,1.22508,-0.0216381,2,126.73510146141052,0.0,36.9288996908,143000
0.00349361,1000.0,0.998210774735,145,0.0329275,1.24223,-0.0231447,2,128.5473985671997,0.0,36.9963543607,145000
0.246223,1000.0,0.91237359494,147,0.00652789,1.23434,-0.0149113,2,130.39017796516418,0.0,37.240993822,147000
0.0171719,1000.0,0.987038799562,149,0.00581311,1.21772,-0.0155652,2,132.20443272590637,0.0,37.2491589128,149000
0.0176971,1000.0,0.993287287187,151,0.00594458,1.22331,-0.0150215,2,134.0321125984192,0.0,37.1860342317,151000
0.0205535,1000.0,0.970169495791,153,0.00615015,1.25079,-0.0112462,2,135.84369683265686,0.0,37.2042443694,153000
0.0113686,1000.0,0.995382425375,155,0.0230548,1.24054,-0.00617262,2,137.67155265808105,0.0,37.2096919955,155000
0.00536687,1000.0,0.999089573277,157,0.0110976,1.22843,-0.0080518,2,139.48473167419434,0.0,37.2884280178,157000
0.00279576,1000.0,0.999415505212,159,0.00709991,1.19726,-0.0123921,2,141.31235218048096,0.0,37.2852933724,159000
0.00542018,1000.0,0.998861440225,161,0.0068677,1.1589,-0.0165547,2,143.1252157688141,0.0,37.3186227893,161000
0.00607782,1000.0,0.998567219009,163,0.00833054,1.14078,-0.0182221,2,144.9686918258667,0.0,37.4612068089,163000
0.0113105,1000.0,0.997363499133,165,0.0105328,1.14215,-0.0138835,2,146.7809898853302,0.0,37.5279924667,165000
0.0108972,1000.0,0.997238674201,167,0.0264092,1.11375,-0.0105743,2,148.60920476913452,0.0,37.7112882047,167000
0.0108763,1000.0,0.997708882671,169,0.0102364,1.10171,-0.00907102,2,150.42224502563477,0.0,37.8004826943,169000
0.0100692,1000.0,0.99823577737,172,0.00438672,1.11205,-0.0166529,3,152.25003695487976,0.0,37.9986988622,172000
0.00460506,1000.0,0.999008851941,174,0.0109389,1.10535,-0.0091499,2,154.06402444839478,0.0,38.0678924888,174000
0.00683451,1000.0,0.999104305403,176,0.0101528,1.09054,-0.0175627,2,155.89143252372742,0.0,38.1617781742,176000
0.00510195,1000.0,0.999256110226,178,0.00844898,1.07492,-0.016332,2,157.70264220237732,0.0,38.3784573014,178000
0.0092963,1000.0,0.998178062378,180,0.00858279,1.05303,-0.0160967,2,159.53161358833313,0.0,38.464104189,180000
0.0120951,1000.0,0.9980602992,182,0.0107742,1.05143,-0.0133566,2,161.3438699245453,0.0,38.5311433825,182000
0.0240754,1000.0,0.97787646763,184,0.0310757,1.03418,-0.00223978,2,163.17203617095947,0.0,38.795703266,184000
0.00610446,1000.0,0.998098660843,186,0.0100534,1.03019,-0.0165217,2,164.9821116924286,0.0,38.9386608032,186000
0.00338813,1000.0,0.998016430065,188,0.0150839,1.02098,-0.0211736,2,166.80734157562256,0.0,39.0725945738,188000
0.00553219,1000.0,0.998773019179,190,0.0117817,1.02149,-0.0166767,2,168.6255669593811,0.0,39.135837784,190000
0.00553948,1000.0,0.998839344364,192,0.00791105,1.00766,-0.0152841,2,170.45338678359985,0.0,39.2114393288,192000
0.00322827,1000.0,0.999301199918,194,0.0137679,0.993923,-0.0174811,2,172.27034401893616,0.0,39.2990835378,194000
0.00627339,1000.0,0.998979397118,196,0.00986289,0.970343,-0.0154667,2,174.07866406440735,0.0,39.3850102504,196000
0.00621138,1000.0,0.998572533485,198,0.00825695,0.965511,-0.0116292,2,175.89111971855164,0.0,39.412168883,198000
0.00377928,1000.0,0.999394249404,200,0.01166,0.964262,-0.014647,2,177.71833992004395,0.0,39.5335001229,200000
0.0064206,1000.0,0.998934140778,202,0.0210402,0.989493,-0.0120201,2,179.53138399124146,0.0,39.6137016721,202000
0.00574453,1000.0,0.999087681004,204,0.00923429,0.968468,-0.0162679,2,181.3597412109375,0.0,39.6894193986,204000
0.00284476,1000.0,0.999292779074,206,0.00675111,0.94219,-0.0205875,2,183.17220425605774,0.0,39.7495525453,206000
0.00427299,1000.0,0.999119051849,208,0.00639154,0.920483,-0.01142,2,185.00028777122498,0.0,39.8448962579,208000
0.00415535,1000.0,0.999360362533,210,0.00845267,0.897657,-0.0171682,2,186.8123652935028,0.0,40.0242623096,210000
0.00476111,1000.0,0.998763744603,212,0.0118878,0.872784,-0.0118563,2,188.6405279636383,0.0,40.145105714,212000
0.00404742,1000.0,0.999362377974,215,0.0208737,0.834397,-0.010719,3,190.4533817768097,0.0,40.3374718867,215000
0.00738001,1000.0,0.999065056792,217,0.0256867,0.844544,-0.0118534,2,192.28302335739136,0.0,40.5025852896,217000
0.00503189,1000.0,0.999098378816,219,0.0141402,0.813234,-0.0155382,2,194.09345936775208,0.0,40.6100561624,219000
0.00727247,1000.0,0.998525191564,221,0.0113863,0.794612,-0.0170062,2,195.90745329856873,0.0,40.7473617795,221000
0.0114008,1000.0,0.99801640748,223,0.0111324,0.754681,-0.0150273,2,197.73464345932007,0.0,40.9282932439,223000
0.00498513,1000.0,0.998580761021,225,0.0447508,0.742921,-0.0272805,2,199.54717230796814,0.0,41.1464558992,225000
0.00339978,1000.0,0.996940316632,227,0.0425228,0.746931,-0.0244126,2,201.35965037345886,0.0,41.337659779,227000
0.00573914,1000.0,0.998726090416,229,0.0408792,0.758957,-0.00813574,2,203.17275857925415,0.0,41.397718138,229000
0.0276988,1000.0,0.970497269183,231,0.0450891,0.753948,-0.0231015,2,204.98492765426636,0.0,41.5050182662,231000
0.0682655,1000.0,0.970644857734,233,0.0118626,0.774229,-0.00206655,2,206.79817509651184,0.0,41.3794736365,233000
0.00775515,1000.0,0.998027172405,235,0.00623606,0.738391,-0.0135652,2,208.61005449295044,0.0,41.4371658541,235000
0.00742189,1000.0,0.998447964084,237,0.0119518,0.736639,-0.0192607,2,210.43770742416382,0.0,41.5482429055,237000
0.0100305,1000.0,0.998030562885,239,0.00951575,0.724477,-0.0135216,2,212.25116109848022,0.0,41.6557324897,239000
0.00676611,1000.0,0.998672144604,241,0.00602573,0.712676,-0.017417,2,214.06208729743958,0.0,41.7578128897,241000
0.00495586,1000.0,0.998116288218,243,0.00983602,0.692718,-0.0133622,2,215.89083218574524,0.0,41.8554512456,243000
0.0046972,1000.0,0.998959180783,245,0.013015,0.697643,-0.0151092,2,217.70294523239136,0.0,41.9877231807,245000
0.0258097,1000.0,0.974014451727,247,0.0257269,0.72818,0.000232434,2,219.49978280067444,0.0,41.9002280455,247000
0.00670479,1000.0,0.997510728659,249,0.0337062,0.702455,-0.00921959,2,221.31343841552734,0.0,41.8930427507,249000
0.00323296,1000.0,0.998602877022,251,0.00812769,0.710495,-0.016457,2,223.1214895248413,0.0,42.0867906803,251000
0.00417521,1000.0,0.998917942168,253,0.0173501,0.707322,-0.0158197,2,224.93702173233032,0.0,42.2220414311,253000
0.00814518,1000.0,0.997757612029,256,0.0131895,0.695074,-0.0182898,3,226.75118017196655,0.0,42.6011275978,256000
0.0106462,1000.0,0.998480772483,258,0.0165788,0.699692,-0.0193167,2,228.56274223327637,0.0,42.803991886,258000
0.00476219,1000.0,0.998311890522,260,0.0113618,0.651514,-0.0154072,2,230.37577748298645,0.0,42.9958069347,260000
0.0084627,1000.0,0.997354817344,262,0.0131655,0.629238,-0.0214319,2,232.18758416175842,0.0,43.1762244208,262000
0.0096142,1000.0,0.998061800492,264,0.00992825,0.626358,-0.00675354,2,233.99974608421326,0.0,43.3775746045,264000
0.0043015,1000.0,0.999109906843,266,0.0118623,0.600809,-0.0112111,2,235.81387734413147,0.0,43.6795611986,266000
0.00723871,1000.0,0.998313082964,268,0.0105485,0.590713,-0.0140722,2,237.62534832954407,0.0,43.9113666615,268000
0.00957484,1000.0,0.998367296881,270,0.0278731,0.584576,-0.0187274,2,239.43787240982056,0.0,44.0570386406,270000
0.00768427,1000.0,0.998575391248,272,0.0152652,0.566611,-0.0189978,2,241.2509889602661,0.0,44.2237199191,272000
0.0216956,1000.0,0.99588604318,274,0.0188239,0.562271,-0.00758765,2,243.07841968536377,0.0,44.4282241537,274000
0.0275252,1000.0,0.981402060017,276,0.0152398,0.541368,-0.0104673,2,244.89079809188843,0.0,44.6609682955,276000
0.0337815,1000.0,0.987402380444,278,0.0181259,0.560486,-0.00971574,2,246.7040331363678,0.0,44.65314595,278000
0.0100747,1000.0,0.997280760203,280,0.0315286,0.562924,-0.0197595,2,248.5636293888092,0.0,44.8545063654,280000
0.0140316,1000.0,0.997841624077,282,0.0100491,0.550886,-0.0110973,2,250.37506866455078,0.0,45.1364449583,282000
0.0350517,1000.0,0.995185777079,284,0.0205802,0.566657,-0.00821159,2,252.2030279636383,0.0,45.232405499,284000
0.0135316,1000.0,0.997968247859,286,0.0177038,0.549373,-0.0123044,2,254.00561428070068,0.0,45.3827512985,286000
0.0225617,1000.0,0.997054908192,288,0.00846048,0.540881,-0.010618,2,255.8440968990326,0.0,45.5872689567,288000
0.0078188,1000.0,0.99870745372,290,0.0122899,0.533095,-0.0112252,2,257.65725231170654,0.0,45.7803216963,290000
0.0191131,1000.0,0.997256190982,292,0.0158246,0.534633,-0.013891,2,259.4845767021179,0.0,45.9646360244,292000
0.0230951,1000.0,0.996803830611,294,0.0106612,0.536066,-0.0179703,2,261.2967824935913,0.0,46.1400400086,294000
0.0158103,1000.0,0.99774649227,296,0.00939502,0.522786,-0.014861,2,263.12589716911316,0.0,46.3481745268,296000
0.014867,1000.0,0.998178842943,299,0.0112085,0.494425,-0.015769,3,264.93832874298096,0.0,46.6455621379,299000
0.00602165,1000.0,0.998800140107,301,0.0189019,0.484934,-0.0153346,2,266.76519083976746,0.0,46.8102655017,301000
0.00236196,1000.0,0.999392777041,303,0.0214145,0.470948,-0.0165395,2,268.5932023525238,0.0,47.0096090274,303000
0.0137768,1000.0,0.998355496675,305,0.0117528,0.450529,-0.0100493,2,270.4218170642853,0.0,47.174590409,305000
0.0123561,1000.0,0.99766424601,307,0.0150594,0.435215,-0.0124897,2,272.2339913845062,0.0,47.3359458958,307000
0.0115961,1000.0,0.996314706746,309,0.0195357,0.424469,-0.00697,2,274.0625581741333,0.0,47.4444853922,309000
0.0135794,1000.0,0.995077000465,311,0.0184621,0.415796,-0.00108091,2,275.90661334991455,0.0,47.4452946004,311000
0.00542487,1000.0,0.999150758202,313,0.0120038,0.428638,-0.0178301,2,277.73459458351135,0.0,47.5232214804,313000
0.00812452,1000.0,0.994739439804,315,0.0205691,0.429125,-0.00232447,2,279.54721546173096,0.0,47.5992098901,315000
0.00999946,1000.0,0.997430660762,317,0.0103322,0.416067,-0.0121709,2,281.3753845691681,0.0,47.4498395745,317000
0.00377147,1000.0,0.999332626991,319,0.0084739,0.408137,-0.0162557,2,283.187842130661,0.0,47.6124407063,319000
0.0243159,1000.0,0.987048716284,321,0.020857,0.399655,-0.0151494,2,285.0156624317169,0.0,47.7525416671,321000
0.0210833,1000.0,0.994927217718,323,0.0100858,0.403728,-0.0100893,2,286.84319019317627,0.0,47.5930943351,323000
0.00919119,1000.0,0.998367611319,325,0.018589,0.385005,-0.0132388,2,288.6558084487915,0.0,47.7371373971,325000
0.014383,1000.0,0.998214047868,327,0.0139506,0.367812,-0.00743203,2,290.4690065383911,0.0,47.9662195907,327000
0.0132787,1000.0,0.99836497975,329,0.0204134,0.340907,-0.0215798,2,292.29700231552124,0.0,48.1749657378,329000
0.00750371,1000.0,0.999022854958,331,0.0195358,0.317832,-0.0145779,2,294.10877561569214,0.0,48.3603507079,331000
0.00399705,1000.0,0.999363070296,333,0.00949262,0.294242,-0.0138695,2,295.9377419948578,0.0,48.8705036435,333000
0.00337764,1000.0,0.999498607125,335,0.0175828,0.270857,-0.0173623,2,297.75017976760864,0.0,49.0573728962,335000
0.0083928,1000.0,0.998914493364,337,0.0330677,0.24993,-0.0155264,2,299.57811188697815,0.0,49.2336345612,337000
0.0153743,1000.0,0.998127169907,339,0.0264143,0.286857,0.000439561,2,301.3908176422119,0.0,49.4811421078,339000
0.0223224,1000.0,0.998214485473,342,0.0236161,0.280301,-0.0102223,3,303.20693254470825,0.0,49.8690887369,342000
0.0349423,1000.0,0.986374509521,344,0.0366148,0.28775,-0.00922115,2,305.0313627719879,0.0,49.8218724189,344000
0.0235864,1000.0,0.99639687594,346,0.0190003,0.283803,-0.00960767,2,306.8594195842743,0.0,50.1614239562,346000
0.0495988,1000.0,0.99435144756,348,0.0140937,0.247119,-0.0116732,2,308.68732261657715,0.0,50.6776347306,348000
0.0358074,1000.0,0.99612586759,350,0.0218731,0.258951,-0.00798664,2,310.50071811676025,0.0,51.0163622502,350000
0.0493245,1000.0,0.994451806415,352,0.0171942,0.266014,-0.00691305,2,312.3126142024994,0.0,51.3680258404,352000
0.0253206,1000.0,0.997324320255,354,0.0186147,0.233388,-0.00358276,2,314.14068126678467,0.0,51.70061447,354000
0.0413587,1000.0,0.995866111945,356,0.0174032,0.243228,-0.00790053,2,315.9530596733093,0.0,51.9768474971,356000
0.0385066,1000.0,0.996146973688,358,0.0193687,0.214705,-0.00405594,2,317.78141689300537,0.0,52.239145539,358000
0.0427062,1000.0,0.996102713281,360,0.0358051,0.173624,0.000558777,2,319.59418773651123,0.0,52.5094595651,360000
0.049198,1000.0,0.994187950622,362,0.007391,0.182887,-0.010894,2,321.4216773509979,0.0,52.7563681602,362000
0.0416616,1000.0,0.995172664989,364,0.0150793,0.190875,-0.0104691,2,323.23540210723877,0.0,53.0757766094,364000
0.0265572,1000.0,0.996814236976,366,0.134347,0.175132,0.00595197,2,325.04671907424927,0.0,53.2814453954,366000
0.0437232,1000.0,0.995891623665,368,0.0183488,0.172329,-0.00938363,2,326.8745684623718,0.0,53.4979396782,368000
0.0564321,1000.0,0.994511760306,370,0.0127801,0.166887,-0.0129292,2,328.68751978874207,0.0,53.7214743931,370000
0.0184171,1000.0,0.997751376359,372,0.0218364,0.158547,-0.007955,2,330.5007960796356,0.0,53.9000909406,372000
0.0234672,1000.0,0.99734233343,374,0.0128588,0.156731,-0.00863665,2,332.32790660858154,0.0,54.0801341759,374000
0.0265524,1000.0,0.99759300123,376,0.0145217,0.162485,-0.0125857,2,334.12615728378296,0.0,54.2469831864,376000
0.0214434,1000.0,0.998220367474,378,0.454468,0.139528,-0.00763707,2,335.9487774372101,0.0,54.5809057269,378000
0.0469476,1000.0,0.994453214109,380,0.025846,0.136001,-0.00839701,2,337.7817642688751,0.0,54.6564522957,380000
0.0515719,1000.0,0.995173036586,382,0.0237676,0.134418,-0.0107252,2,339.59423446655273,0.0,54.781644599,382000
0.0520223,1000.0,0.9962434927,385,0.0298364,0.135577,-0.010988,3,341.40566849708557,0.0,54.9566872959,385000
0.0532079,1000.0,0.994702993892,387,0.037133,0.102596,-0.00642897,2,343.2350513935089,0.0,55.0883522724,387000
0.0431658,1000.0,0.995462015737,389,0.0296384,0.0972662,7.79862e-05,2,345.04794907569885,0.0,55.2457090266,389000
0.0451847,1000.0,0.995684903581,391,0.00949797,0.0799782,-0.0030631,2,346.87746834754944,0.0,55.4111106009,391000
0.0406683,1000.0,0.996022888459,393,0.0408844,0.0349166,-0.000495201,2,348.7082402706146,0.0,55.5347953174,393000
0.0343991,1000.0,0.996479550842,395,0.0185398,0.0368688,-0.0030773,2,350.5169577598572,0.0,55.6569756474,395000
0.0469153,1000.0,0.995110749733,397,0.0311355,-0.0171363,-0.00756452,2,352.34410858154297,0.0,55.7949383851,397000
0.0902973,1000.0,0.991045670584,399,0.0166921,0.0135189,-0.0128267,2,354.1574079990387,0.0,55.9504610522,399000
0.0401889,1000.0,0.995914261788,401,0.0287707,0.0253922,-0.0062904,2,355.98432445526123,0.0,56.1425770406,401000
0.0437525,1000.0,0.995049284771,403,0.177219,0.0370535,-0.0201795,2,357.79690289497375,0.0,56.2894711525,403000
0.0419845,1000.0,0.99559703283,405,0.0106215,0.0379632,-0.01187,2,359.6257529258728,0.0,56.4060230169,405000
0.0409759,1000.0,0.996028972324,407,0.0482718,0.0179639,-0.0121336,2,361.45314288139343,0.0,56.5859626765,407000
0.0281588,1000.0,0.991432662122,409,0.0256954,-0.00580013,-0.0123983,2,363.2811508178711,0.0,56.8348655796,409000
0.0488224,1000.0,0.994825839531,411,0.0216013,0.00126338,-0.0148523,2,365.0943968296051,0.0,57.1874845067,411000
0.0472269,1000.0,0.994365879335,413,0.0152573,-0.0110033,-0.0125861,2,366.9223048686981,0.0,57.4287450332,413000
0.0391828,1000.0,0.996279855724,415,0.0167882,-0.0139916,-0.0143153,2,368.7502579689026,0.0,57.6562292538,415000
0.0374256,1000.0,0.996108089574,417,0.0163108,-0.0301418,-0.00845312,2,370.5781192779541,0.0,58.1189852424,417000
0.036827,1000.0,0.99571601022,419,0.0163863,0.00586915,-0.00687465,2,372.40656900405884,0.0,58.3081148871,419000
0.0360464,1000.0,0.996279918822,421,0.015097,0.0300168,-0.0103995,2,374.2354290485382,0.0,58.4999716398,421000
0.0256714,1000.0,0.997205692576,423,0.0134615,0.037818,-0.00812873,2,376.0476915836334,0.0,59.0022187124,423000
0.0380568,1000.0,0.996347552864,425,0.0386484,0.0401467,-0.00461469,2,377.8914806842804,0.0,59.1550100922,425000
0.0358295,1000.0,0.997502538608,428,0.00921724,0.0117598,-0.0090203,3,379.70329427719116,0.0,59.3992943932,428000
0.0336533,1000.0,0.996517619817,430,0.0203442,0.0154845,-0.0129941,2,381.53066992759705,0.0,59.5793708029,430000
0.0424769,1000.0,0.991938033141,432,0.0094665,0.0335753,-0.0113666,2,383.37530970573425,0.0,59.7881607723,432000
0.0374529,1000.0,0.995381748769,434,0.021156,0.0416304,-0.01274,2,385.1879162788391,0.0,59.9821441124,434000
0.0249531,1000.0,0.997250344604,436,0.0222233,0.0527271,-0.0165496,2,387.0037760734558,0.0,60.2010780913,436000
0.0559905,1000.0,0.99443302257,438,0.0140079,0.0682936,-0.0121491,2,388.82847785949707,0.0,60.3762526178,438000
0.0354488,1000.0,0.99614586425,440,0.0141117,0.0638462,-0.0162564,2,390.6565029621124,0.0,60.5276867414,440000
0.0351391,1000.0,0.996544370428,442,0.0155997,0.064526,-0.015582,2,392.469113111496,0.0,60.6578816967,442000
0.03169,1000.0,0.996744974284,444,0.0260377,0.0571659,-0.00481419,2,394.2975721359253,0.0,61.1388202841,444000
0.03398,1000.0,0.996933580143,446,0.0378688,0.0234885,0.00545879,2,396.12453866004944,0.0,61.2890355432,446000
0.0493363,1000.0,0.994918434415,448,0.0281654,-0.000237107,-0.00467455,2,397.9418857097626,0.0,61.4310954132,448000
0.0534716,1000.0,0.994190536439,450,0.0257818,-0.0028156,-0.0204198,2,399.76585507392883,0.0,61.5665173827,450000
0.0228853,1000.0,0.99763661786,452,0.0168319,-0.0303223,-0.00514025,2,401.5792474746704,0.0,61.6620870083,452000
0.0216595,1000.0,0.997600164264,454,0.00827089,-0.05032,-0.0102131,2,403.40592408180237,0.0,61.75529713,454000
0.0335917,1000.0,0.996477236506,456,0.0127639,-0.0298611,-0.00962443,2,405.21850538253784,0.0,61.8844373907,456000
