loss_kl,EpLenMean,EpRewMean,ev_tdlam_before,loss_pol_surr,EpThisIter,TimeElapsed,EpisodesSoFar,loss_pol_entpen,TimestepsSoFar,loss_ent,loss_vf_loss
0.00893595,1000.0,30.8208849328,0.992529119831,-0.0192997,2,56.98463988304138,65,0.0,65000,2.10774,0.0226247
0.0106192,1000.0,31.0943461419,0.996044613887,-0.0152598,2,58.76575684547424,67,0.0,67000,2.07552,0.011626
0.00999547,1000.0,31.3650834877,0.998208111618,-0.0225429,2,60.563072681427,69,0.0,69000,2.05604,0.00786653
0.0109031,1000.0,31.6097511827,0.997129405383,-0.0180809,2,62.34412932395935,71,0.0,71000,2.01969,0.0159998
0.00991686,1000.0,31.8369836767,0.9979309435,-0.017148,2,64.15570569038391,73,0.0,73000,2.00379,0.0059741
0.00989056,1000.0,32.041208901,0.998582207016,-0.0127984,2,65.93766522407532,75,0.0,75000,2.01201,0.0105159
0.00699827,1000.0,32.2399744085,0.997844639933,-0.011579,2,67.84326338768005,77,0.0,77000,1.98788,0.012123
0.00995978,1000.0,32.4254870767,0.994610275608,-0.0136895,2,69.60974788665771,79,0.0,79000,1.96919,0.0154088
0.00860114,1000.0,32.5797047367,0.996381783159,-0.0146013,2,71.40648293495178,81,0.0,81000,1.95487,0.0161057
0.0100316,1000.0,32.7583566513,0.998709707637,-0.0137719,2,73.18764352798462,83,0.0,83000,1.94376,0.00862565
0.00749513,1000.0,33.0099805461,0.997069250559,-0.016953,3,74.99992871284485,86,0.0,86000,1.9287,0.0132957
0.00726441,1000.0,33.1601603982,0.998798982706,-0.0197882,2,76.79727029800415,88,0.0,88000,1.9024,0.00658301
0.0113112,1000.0,33.3009031807,0.997716055019,-0.0113716,2,78.59407567977905,90,0.0,90000,1.87046,0.00499616
0.00819684,1000.0,33.469741054,0.998689092114,-0.0138113,2,80.37466216087341,92,0.0,92000,1.85796,0.00603585
0.00786353,1000.0,33.5976621997,0.997889327584,-0.0145334,2,82.1715292930603,94,0.0,94000,1.82311,0.00905943
0.00924558,1000.0,33.7381252636,0.999236921372,-0.0166104,2,83.95346355438232,96,0.0,96000,1.82402,0.00451051
0.0110727,1000.0,33.8656746887,0.998960967991,-0.0159806,2,85.75000238418579,98,0.0,98000,1.81653,0.00448841
0.00462211,1000.0,33.9787501161,0.998179433984,-0.0133038,2,87.5463011264801,100,0.0,100000,1.78092,0.00899224
0.00970048,1000.0,34.5849433419,0.999066878983,-0.0123742,2,89.32238125801086,102,0.0,102000,1.7777,0.00844609
0.0156904,1000.0,34.7643453173,0.998828207608,-0.0229282,2,91.1087338924408,104,0.0,104000,1.76936,0.00663362
0.0110243,1000.0,35.3618218565,0.99847349932,-0.0158659,2,92.8909375667572,106,0.0,106000,1.75503,0.00833241
0.0103854,1000.0,35.763069412,0.999408242526,-0.0154146,2,94.68766498565674,108,0.0,108000,1.72743,0.00376311
0.00729957,1000.0,36.1537042704,0.998974874616,-0.0156315,2,96.46874117851257,110,0.0,110000,1.71503,0.00741188
0.00748004,1000.0,36.4437510941,0.998705747304,-0.0170312,2,98.2650818824768,112,0.0,112000,1.6627,0.00711497
0.00751989,1000.0,36.8015213958,0.999500650854,-0.0153804,2,100.04778718948364,114,0.0,114000,1.6508,0.00259852
0.00578258,1000.0,37.1357602271,0.999171465111,-0.0120601,2,101.83011984825134,116,0.0,116000,1.61335,0.00326403
0.0052449,1000.0,37.4903027014,0.999219787249,-0.0183107,2,103.6246497631073,118,0.0,118000,1.59795,0.00585491
0.00691586,1000.0,37.848652457,0.999093386519,-0.0153104,2,105.40584230422974,120,0.0,120000,1.56933,0.00537149
0.0105731,1000.0,38.1265396298,0.998025459703,-0.0181384,2,107.18740129470825,122,0.0,122000,1.55587,0.0055541
0.0101136,1000.0,38.3870626139,0.999437058344,-0.0178482,2,108.9841136932373,124,0.0,124000,1.50868,0.00317005
0.0107358,1000.0,38.5723248945,0.999468643276,-0.0139503,2,110.76618909835815,126,0.0,126000,1.48184,0.00381781
0.0101527,1000.0,39.0078883428,0.999625297525,-0.0193164,3,112.546306848526,129,0.0,129000,1.4766,0.00384563
0.0091895,1000.0,39.2238675866,0.999497858749,-0.0142451,2,114.3282790184021,131,0.0,131000,1.47441,0.00339357
0.00802957,1000.0,39.3926359592,0.999526654428,-0.0180211,2,116.10953569412231,133,0.0,133000,1.45554,0.00211218
0.00747188,1000.0,39.588790939,0.999248999578,-0.0191081,2,117.89198231697083,135,0.0,135000,1.43415,0.00449886
0.0109016,1000.0,39.7855843031,0.99904471077,-0.0228232,2,119.687735080719,137,0.0,137000,1.42166,0.00804824
0.0150127,1000.0,39.9533880818,0.999284722435,-0.0159362,2,121.46869373321533,139,0.0,139000,1.40468,0.00496094
0.0219445,1000.0,40.1638268421,0.99963291717,-0.0146245,2,123.26538801193237,141,0.0,141000,1.36844,0.00287239
0.00543563,1000.0,40.4129818136,0.99956870469,-0.0139362,2,125.046395778656,143,0.0,143000,1.35281,0.00193065
0.0100114,1000.0,40.7170465198,0.999498953344,-0.0177203,2,126.84369206428528,145,0.0,145000,1.3386,0.00389114
0.00930157,1000.0,40.8526002826,0.999396473111,-0.0197623,2,128.62468910217285,147,0.0,147000,1.29531,0.00320425
0.0270826,1000.0,41.0762207732,0.999366911245,-0.0109944,2,130.4222173690796,149,0.0,149000,1.29743,0.00375913
0.012525,1000.0,41.2816022931,0.999274354544,-0.0205854,2,132.20344805717468,151,0.0,151000,1.29006,0.00390847
0.0122948,1000.0,41.4681218106,0.999162953813,-0.0170058,2,133.98444199562073,153,0.0,153000,1.26556,0.00297361
0.0381978,1000.0,41.5841109811,0.998720592237,-0.0290963,2,135.76601147651672,155,0.0,155000,1.25525,0.00285618
0.00843546,1000.0,41.7002776781,0.999146831105,-0.0149653,2,137.5627543926239,157,0.0,157000,1.24282,0.00534174
0.0144875,1000.0,41.8542318224,0.999546241277,-0.0143578,2,139.34330654144287,159,0.0,159000,1.22816,0.0030426
0.00765985,1000.0,41.9890832546,0.999522925005,-0.0219147,2,141.14094185829163,161,0.0,161000,1.22244,0.00379437
0.00955607,1000.0,42.1146801357,0.999475964287,-0.0191639,2,142.92140889167786,163,0.0,163000,1.20118,0.00287035
0.0121324,1000.0,42.3028976463,0.999729070318,-0.0188738,2,144.71895670890808,165,0.0,165000,1.21879,0.00193414
0.00868271,1000.0,42.4171654805,0.999475722667,-0.0173537,2,146.5153088569641,167,0.0,167000,1.21135,0.00289944
0.0101249,1000.0,42.5297997489,0.999101845257,-0.0189139,2,148.3128478527069,169,0.0,169000,1.21297,0.00418586
0.012272,1000.0,42.7336723448,0.99960950177,-0.0185697,3,150.09320449829102,172,0.0,172000,1.18529,0.00486415
0.0128937,1000.0,42.9073132863,0.999535842129,-0.0143139,2,151.87537479400635,174,0.0,174000,1.18535,0.00355164
0.00627458,1000.0,43.0570971485,0.999526524916,-0.0193881,2,153.65647625923157,176,0.0,176000,1.18075,0.00400085
0.0137071,1000.0,43.2066143889,0.999455570127,-0.0146455,2,155.43743991851807,178,0.0,178000,1.15708,0.00412525
0.0105022,1000.0,43.412658022,0.999483942578,-0.0183755,2,157.21917748451233,180,0.0,180000,1.16377,0.00337995
0.0133982,1000.0,43.5765738854,0.999428975454,-0.0211604,2,158.99980998039246,182,0.0,182000,1.14497,0.00531325
0.0178417,1000.0,43.7029603653,0.999148446019,-0.0222511,2,160.78077578544617,184,0.0,184000,1.13202,0.00461863
0.0143236,1000.0,43.871138183,0.999147373834,-0.0121598,2,162.56287479400635,186,0.0,186000,1.11999,0.00512516
0.0140173,1000.0,44.0857516323,0.998871254618,-0.0165058,2,164.34402322769165,188,0.0,188000,1.08913,0.00860154
0.014756,1000.0,44.2490644516,0.999384711264,-0.0206436,2,166.140882730484,190,0.0,190000,1.09756,0.00525708
0.0114406,1000.0,44.3563758365,0.99925730523,-0.0220022,2,167.9529960155487,192,0.0,192000,1.12097,0.00583512
0.0142984,1000.0,44.5688441289,0.999188921007,-0.0150285,2,169.7339210510254,194,0.0,194000,1.13023,0.00525835
0.0129658,1000.0,44.7383921605,0.999331058003,-0.0192883,2,171.51692008972168,196,0.0,196000,1.13364,0.00598839
0.0124105,1000.0,44.9278305987,0.999442056578,-0.0135006,2,173.29662775993347,198,0.0,198000,1.12901,0.00574225
0.0132372,1000.0,45.1525593346,0.999267419975,-0.0133903,2,175.08324766159058,200,0.0,200000,1.11143,0.00514225
0.0171606,1000.0,45.4066057139,0.999454156961,-0.0175216,2,176.85948491096497,202,0.0,202000,1.11693,0.00565611
0.0125144,1000.0,45.579750367,0.999255060509,-0.0195606,2,178.65594267845154,204,0.0,204000,1.11753,0.00623673
0.0117522,1000.0,45.7943587971,0.999337924004,-0.0211574,2,180.4373369216919,206,0.0,206000,1.09441,0.00487242
0.00791514,1000.0,46.006004276,0.999355940206,-0.0192873,2,182.2184875011444,208,0.0,208000,1.10358,0.00572161
0.00915327,1000.0,46.1866345394,0.999201473081,-0.0144664,2,184.00202178955078,210,0.0,210000,1.08828,0.0069273
0.0106019,1000.0,46.4002683831,0.999123778194,-0.0171326,2,185.7834277153015,212,0.0,212000,1.08414,0.00636622
0.0205831,1000.0,46.6761682507,0.999388713506,-0.021329,3,187.54696917533875,215,0.0,215000,1.06082,0.00655623
0.0160807,1000.0,46.852732834,0.999175795878,-0.0225005,2,189.3278684616089,217,0.0,217000,1.03314,0.00642472
0.0193359,1000.0,47.0336519657,0.9991807263,-0.0126846,2,191.09373950958252,219,0.0,219000,1.02093,0.00541276
0.0152469,1000.0,47.23429708,0.998772885301,-0.013635,2,192.8747112751007,221,0.0,221000,1.02869,0.00809434
0.0158945,1000.0,47.4231661063,0.998464799719,-0.0194077,2,194.64105558395386,223,0.0,223000,1.01005,0.00803039
0.0165919,1000.0,47.6173537535,0.998654644587,-0.023555,2,196.42154932022095,225,0.0,225000,1.02157,0.0112915
0.0165046,1000.0,47.7522588289,0.998885968351,-0.019811,2,198.1872959136963,227,0.0,227000,1.01422,0.00998399
0.0150064,1000.0,47.939525246,0.999104718794,-0.0119517,2,199.96837377548218,229,0.0,229000,1.01299,0.00832118
0.0134563,1000.0,48.1125469953,0.998872467666,-0.0197609,2,201.71850681304932,231,0.0,231000,1.00635,0.00999768
0.0215919,1000.0,48.3153987357,0.998920092476,-0.0216025,2,203.4841389656067,233,0.0,233000,0.984705,0.00838912
0.0140414,1000.0,48.5328382365,0.999064310396,-0.0237754,2,205.2502565383911,235,0.0,235000,0.950819,0.0084225
0.0220384,1000.0,48.7154905459,0.999225611158,-0.0196674,2,207.0153455734253,237,0.0,237000,0.914447,0.00674889
0.0319705,1000.0,48.8715649571,0.999137843668,-0.0243735,2,208.78084421157837,239,0.0,239000,0.919922,0.00525114
0.00990866,1000.0,49.1158037662,0.998998097726,-0.0208172,2,210.54688000679016,241,0.0,241000,0.910925,0.00757739
0.0185689,1000.0,49.3403699445,0.998273386154,-0.0122047,2,212.3136749267578,243,0.0,243000,0.924155,0.0131249
0.0120374,1000.0,49.5414404607,0.998944456107,-0.0162758,2,214.07991218566895,245,0.0,245000,0.911832,0.0097463
0.0125181,1000.0,49.7941202254,0.999318972346,-0.0184646,2,215.84323477745056,247,0.0,247000,0.883649,0.00644369
0.0153547,1000.0,49.994827338,0.998835194507,-0.0129119,2,217.60962390899658,249,0.0,249000,0.879518,0.0126149
0.0137339,1000.0,50.1963058543,0.999073136307,-0.0219609,2,219.35935378074646,251,0.0,251000,0.861555,0.0102508
0.0153808,1000.0,50.4577119975,0.997691020137,-0.0221921,2,221.12539291381836,253,0.0,253000,0.840341,0.0237034
0.0099931,1000.0,50.7465869584,0.999170621799,-0.0197551,3,222.9453480243683,256,0.0,256000,0.838329,0.00704338
0.0186917,1000.0,50.9959988002,0.99902397499,-0.013631,2,224.69496297836304,258,0.0,258000,0.822229,0.00946567
0.0205718,1000.0,51.2533483338,0.998565461836,-0.0186062,2,226.45325231552124,260,0.0,260000,0.823203,0.0109844
0.0123781,1000.0,51.4936988545,0.998652197537,-0.0209365,2,228.21883940696716,262,0.0,262000,0.81444,0.0138452
0.0164166,1000.0,51.7708597099,0.999225242471,-0.0244743,2,229.98496103286743,264,0.0,264000,0.798197,0.00833573
0.0205156,1000.0,51.9809233357,0.998824361362,-0.0148543,2,231.76578283309937,266,0.0,266000,0.766691,0.0110947
0.0146166,1000.0,52.2261695959,0.998198955553,-0.0149553,2,233.531418800354,268,0.0,268000,0.750679,0.0182183
0.0188456,1000.0,52.4346218077,0.99898286385,-0.0171803,2,235.29666233062744,270,0.0,270000,0.739548,0.0108753
0.0166385,1000.0,52.6191553283,0.999417515472,-0.0190399,2,237.04707026481628,272,0.0,272000,0.69301,0.0069165
0.0111577,1000.0,52.8449799427,0.999119233573,-0.0215472,2,238.81466031074524,274,0.0,274000,0.69206,0.009063
0.0198233,1000.0,53.0908465483,0.998505331809,-0.019788,2,240.59353709220886,276,0.0,276000,0.66333,0.0131778
0.0165735,1000.0,53.3440812908,0.998361128382,-0.0212332,2,242.3432276248932,278,0.0,278000,0.641036,0.0152507
0.0142256,1000.0,53.5420257213,0.998705247883,-0.0184049,2,244.11248636245728,280,0.0,280000,0.635736,0.0171218
0.0145471,1000.0,53.7387210096,0.998736281763,-0.0180924,2,245.87490129470825,282,0.0,282000,0.631369,0.0112693
0.0240511,1000.0,54.0223147549,0.997619470116,-0.0146158,2,247.6404025554657,284,0.0,284000,0.638946,0.0228921
0.0173976,1000.0,54.3110098656,0.998308682814,-0.0149419,2,249.40639066696167,286,0.0,286000,0.658603,0.0189678
0.017089,1000.0,54.5027394228,0.997970303055,-0.0215501,2,251.17200994491577,288,0.0,288000,0.646486,0.0185117
0.0253339,1000.0,54.7727996648,0.999075595581,-0.0127354,2,252.92364740371704,290,0.0,290000,0.615986,0.00936097
0.0185438,1000.0,55.0477087857,0.99867240293,-0.017712,2,254.70371079444885,292,0.0,292000,0.587034,0.0102353
0.019869,1000.0,55.3074920588,0.998692344176,-0.0178945,2,256.453400850296,294,0.0,294000,0.589294,0.0140408
0.014509,1000.0,55.5590271442,0.980581684038,-0.0245461,2,258.2190160751343,296,0.0,296000,0.61676,0.138445
0.012995,1000.0,55.8915631269,0.99592848774,-0.0176693,3,259.98454427719116,299,0.0,299000,0.586023,0.024015
0.0326719,1000.0,56.003269529,0.965758569539,-0.020597,2,261.7521708011627,301,0.0,301000,0.5809,0.361197
0.00885351,1000.0,56.2551101779,0.977805966511,-0.0174671,2,263.5155746936798,303,0.0,303000,0.564,0.0603897
0.02622,1000.0,56.4385542019,0.995774365962,-0.0039971,2,265.28147888183594,305,0.0,305000,0.561468,0.0293858
0.026275,1000.0,56.614172089,0.994420522824,-0.0226246,2,267.04712200164795,307,0.0,307000,0.562155,0.0379166
0.0383076,1000.0,56.9042354689,0.998020670144,-0.0111479,2,268.79681181907654,309,0.0,309000,0.522417,0.023712
0.0161366,1000.0,57.1157720657,0.996641489677,-0.024777,2,270.5779240131378,311,0.0,311000,0.507146,0.0241491
0.0652452,1000.0,57.3356227236,0.997863065684,-0.0245606,2,272.32755064964294,313,0.0,313000,0.492548,0.0184545
0.0226137,1000.0,57.5958234681,0.998341436498,-0.0174309,2,274.0943212509155,315,0.0,315000,0.480548,0.0141441
0.0187687,1000.0,57.8606341219,0.998609393951,-0.0247636,2,275.84397053718567,317,0.0,317000,0.446954,0.01522
0.0181342,1000.0,58.0687625759,0.998205685057,-0.023341,2,277.60930490493774,319,0.0,319000,0.452205,0.017046
0.0177533,1000.0,58.3768624239,0.997881195042,-0.0272114,2,279.3746325969696,321,0.0,321000,0.436808,0.0177027
0.0183214,1000.0,58.6314205758,0.997740936931,-0.0194845,2,281.1251211166382,323,0.0,323000,0.425169,0.0248354
0.0179376,1000.0,58.9472230071,0.997492162976,-0.0212855,2,282.8619017601013,325,0.0,325000,0.420463,0.0283735
0.0863701,1000.0,59.2276453827,0.963538013399,-0.0218119,2,284.64006185531616,327,0.0,327000,0.411299,0.194797
0.0372049,1000.0,59.4852182811,0.994188763667,-0.0111713,2,286.3907413482666,329,0.0,329000,0.415852,0.0396909
0.0240617,1000.0,59.738702879,0.996887739748,-0.00982688,2,288.1563255786896,331,0.0,331000,0.39829,0.0191714
0.0162553,1000.0,60.0101047369,0.998638849938,-0.0208155,2,289.90588879585266,333,0.0,333000,0.376215,0.0168177
0.0161812,1000.0,60.219766394,0.998653151444,-0.0248169,2,291.6713330745697,335,0.0,335000,0.372724,0.0137105
0.023703,1000.0,60.5157887342,0.998133760644,-0.0115085,2,293.4216945171356,337,0.0,337000,0.344583,0.0257702
0.0198573,1000.0,60.8873536355,0.997476576595,-0.0220451,2,295.18701124191284,339,0.0,339000,0.339152,0.0301707
0.0307068,1000.0,61.3832464598,0.996669202577,-0.0131179,3,296.93838477134705,342,0.0,342000,0.315792,0.0481071
0.0285036,1000.0,61.6077944547,0.997783483937,-0.0122732,2,298.7033631801605,344,0.0,344000,0.31077,0.0260092
0.0157314,1000.0,61.9107514355,0.996994289337,-0.0147814,2,300.4683630466461,346,0.0,346000,0.308584,0.0376307
0.022357,1000.0,62.268351465,0.996841392247,-0.0199508,2,302.2345929145813,348,0.0,348000,0.325959,0.0394097
0.0196519,1000.0,62.5788237024,0.997853449313,-0.0213329,2,303.9845566749573,350,0.0,350000,0.319799,0.0222422
0.0191014,1000.0,62.9163455333,0.997692500241,-0.0215459,2,305.7569954395294,352,0.0,352000,0.287322,0.029561
0.0312948,1000.0,63.2622713782,0.994088101201,-0.00962589,2,307.5152497291565,354,0.0,354000,0.259077,0.0723626
0.0243659,1000.0,63.8058058763,0.994909389876,-0.0118923,2,309.26565861701965,356,0.0,356000,0.25821,0.0622117
0.0197822,1000.0,64.3120554478,0.994285300374,-0.0124505,2,311.0311462879181,358,0.0,358000,0.259536,0.0663912
0.0542492,1000.0,64.7530067945,0.966868955642,-0.0246662,2,312.78115820884705,360,0.0,360000,0.259264,0.226289
0.0231261,1000.0,65.1631620846,0.993329185061,-0.0162703,2,314.54679894447327,362,0.0,362000,0.250018,0.0594353
0.0146495,1000.0,65.6741036728,0.987118960358,-0.0211613,2,316.2968518733978,364,0.0,364000,0.230823,0.0902896
0.0266898,1000.0,66.1836577719,0.98626718577,-0.0246949,2,318.0466802120209,366,0.0,366000,0.226348,0.132845
0.0358374,1000.0,66.6657664178,0.984790537506,-0.0185099,2,319.79638051986694,368,0.0,368000,0.231905,0.159395
0.0245679,1000.0,67.1659808903,0.984271198511,-0.0197107,2,321.5625035762787,370,0.0,370000,0.24084,0.192775
0.0206806,1000.0,67.7345193318,0.990481724031,-0.0176566,2,323.32794761657715,372,0.0,372000,0.218002,0.0968875
0.0232343,1000.0,68.2475542495,0.986448359676,-0.016771,2,325.09335708618164,374,0.0,374000,0.226884,0.167929
0.033217,1000.0,68.7897489513,0.990999802947,-0.0188458,2,326.8441307544708,376,0.0,376000,0.188031,0.106803
0.0206122,1000.0,69.3142322649,0.991439598612,-0.0243028,2,328.60951590538025,378,0.0,378000,0.155208,0.100162
0.0177062,1000.0,69.9664813021,0.990322191268,-0.0240667,2,330.3748998641968,380,0.0,380000,0.168837,0.100631
0.0235093,1000.0,70.6423097103,0.988285600208,-0.0202366,2,332.125271320343,382,0.0,382000,0.159226,0.132584
0.0372979,1000.0,71.5257994168,0.986301485449,-0.0132838,3,333.8829758167267,385,0.0,385000,0.158698,0.212435
0.0222904,1000.0,72.1308971879,0.97976648435,-0.0181802,2,335.6508288383484,387,0.0,387000,0.156863,0.239418
0.0352839,1000.0,72.8272355009,0.986864415929,-0.0116023,2,337.40588331222534,389,0.0,389000,0.171835,0.151007
0.018427,1000.0,73.5809884214,0.979565901682,-0.0198492,2,339.1715385913849,391,0.0,391000,0.170397,0.242235
0.0194041,1000.0,74.2124327236,0.982971636578,-0.0193659,2,340.93696331977844,393,0.0,393000,0.179079,0.174745
0.0204504,1000.0,75.0134506652,0.985066327266,-0.0112774,2,342.7028486728668,395,0.0,395000,0.193669,0.17155
0.0257526,1000.0,75.7350355199,0.966477457434,-0.0168872,2,344.45293855667114,397,0.0,397000,0.199853,0.343304
0.0296534,1000.0,76.509607794,0.98475621175,-0.0158098,2,346.2052364349365,399,0.0,399000,0.231189,0.139022
0.0327461,1000.0,77.3682339628,0.971643919125,-0.00681804,2,347.9685878753662,401,0.0,401000,0.247241,0.319691
0.0412488,1000.0,78.1130442022,0.949662197381,-0.0143666,2,349.7338647842407,403,0.0,403000,0.242343,0.49052
0.0176243,1000.0,78.92782026,0.956366736442,-0.0165681,2,351.48462986946106,405,0.0,405000,0.264028,0.48298
0.0244232,1000.0,79.7573541565,0.977914083749,-0.0189971,2,353.2411005496979,407,0.0,407000,0.266703,0.231607
0.0183604,1000.0,80.5520195552,0.969398533925,-0.0208995,2,355.00007033348083,409,0.0,409000,0.277757,0.290587
0.0333147,1000.0,81.4055983272,0.974178453907,-0.0178738,2,356.76509046554565,411,0.0,411000,0.287449,0.282376
0.0235783,1000.0,82.2749809738,0.969765638933,-0.0215953,2,358.5307722091675,413,0.0,413000,0.291518,0.309019
0.0173006,1000.0,83.1169672559,0.962214440107,-0.0211272,2,360.28125953674316,415,0.0,415000,0.312775,0.386086
0.0274792,1000.0,84.0142329038,0.975059309974,-0.0147013,2,362.0469551086426,417,0.0,417000,0.336216,0.236316
0.0240961,1000.0,84.926970313,0.973409803584,-0.0172773,2,363.81237411499023,419,0.0,419000,0.342051,0.258982
0.0247794,1000.0,85.8189412671,0.961529430002,-0.0130405,2,365.577693939209,421,0.0,421000,0.368959,0.417442
0.0515192,1000.0,86.7113227991,0.964723486453,-0.00936009,2,367.32954144477844,423,0.0,423000,0.339125,0.371122
0.034669,1000.0,87.4651657115,0.958770863712,-0.0105785,2,369.0934500694275,425,0.0,425000,0.356183,0.345068
0.0222257,1000.0,88.7186481995,0.970952281728,-0.014613,3,370.8593575954437,428,0.0,428000,0.356825,0.340794
0.0390376,1000.0,89.4339836994,0.949060693383,-0.0179544,2,372.6249279975891,430,0.0,430000,0.346936,0.526766
0.0216155,1000.0,90.2572771031,0.956910144538,-0.0144845,2,374.39020586013794,432,0.0,432000,0.344645,0.460481
0.0195989,1000.0,91.1194208561,0.968313880265,-0.0194408,2,376.1425430774689,434,0.0,434000,0.342278,0.321947
0.0212304,1000.0,91.9313836987,0.979255564511,-0.0186765,2,377.90567231178284,436,0.0,436000,0.331909,0.204121
0.0150311,1000.0,92.7166392425,0.977341681719,-0.0195815,2,379.6716845035553,438,0.0,438000,0.350011,0.237651
0.0169749,1000.0,93.451154445,0.961836226285,-0.0208531,2,381.4375352859497,440,0.0,440000,0.352424,0.396828
0.0189128,1000.0,94.2404708782,0.922054879367,-0.017931,2,383.1872224807739,442,0.0,442000,0.359017,0.89355
0.0235072,1000.0,94.9982846565,0.954655688256,-0.0164078,2,384.95415925979614,444,0.0,444000,0.358708,0.567596
0.0243337,1000.0,95.7148493166,0.96915240027,-0.0134908,2,386.7185242176056,446,0.0,446000,0.37776,0.386622
0.0297398,1000.0,96.4834191531,0.972949922085,-0.0160487,2,388.48490619659424,448,0.0,448000,0.388886,0.301732
0.0205969,1000.0,97.1925616135,0.970421219245,-0.0146708,2,390.24716353416443,450,0.0,450000,0.380317,0.378755
0.0325781,1000.0,98.0047805665,0.956287972629,-0.0101195,2,392.0152359008789,452,0.0,452000,0.381022,0.42357
0.0251628,1000.0,98.8032697061,0.97327416949,-0.0158653,2,393.7732102870941,454,0.0,454000,0.364681,0.271547
0.0179175,1000.0,99.3178760338,0.941134430468,-0.0213375,2,395.5326280593872,456,0.0,456000,0.351065,0.591036
0.0413162,1000.0,99.9381102216,0.973252233118,-0.00593126,2,397.28102469444275,458,0.0,458000,0.361885,0.277534
