loss_ent,EpThisIter,EpLenMean,TimeElapsed,loss_vf_loss,EpRewMean,loss_pol_entpen,TimestepsSoFar,loss_kl,EpisodesSoFar,loss_pol_surr,ev_tdlam_before
3.57716,13,147.56,62.88298177719116,69.5434,408.172766497,0.0,61415,0.0138508,778,-0.0267433,0.968365125358
3.54137,12,151.22,64.91358828544617,63.4177,422.993046288,0.0,63401,0.0126949,790,-0.0277606,0.968870980665
3.5131,12,154.98,66.99201989173889,67.6918,439.783891947,0.0,65429,0.00793312,802,-0.0228885,0.965183023363
3.48815,12,159.22,69.07126688957214,78.9587,456.779979317,0.0,67517,0.0094443,814,-0.0282068,0.965713258833
3.47139,11,163.44,71.09422039985657,72.2307,473.58112003,0.0,69472,0.0102527,825,-0.0213428,0.970798958093
3.48489,12,167.52,73.14102482795715,76.5624,488.519477666,0.0,71637,0.0106454,837,-0.024952,0.960871167481
3.48313,11,172.08,75.18769884109497,70.5688,506.11984667,0.0,73701,0.0117262,848,-0.0255766,0.97250951454
3.45258,11,173.27,77.26595520973206,57.1973,512.436794613,0.0,75652,0.00914728,859,-0.0279245,0.975684333593
3.44478,12,175.29,79.31945776939392,41.9847,523.813273213,0.0,77775,0.00976757,871,-0.0244806,0.981083059683
3.42994,12,175.63,81.4140977859497,39.3835,526.109688201,0.0,79842,0.011834,883,-0.0268997,0.980763500556
3.41523,12,176.8,83.47638893127441,46.0506,531.752995321,0.0,81909,0.011652,895,-0.0267066,0.977644419298
3.41193,11,177.69,85.53788423538208,26.671,535.972062819,0.0,83867,0.00851579,906,-0.0236008,0.98848874215
3.3947,12,176.95,87.59968185424805,41.247,534.4892687,0.0,85918,0.0113489,918,-0.0268238,0.980159567669
3.35818,12,175.84,89.66486859321594,41.5842,531.586878039,0.0,87962,0.0103714,930,-0.024654,0.980785693973
3.34132,12,173.81,91.70948624610901,37.0927,526.953486276,0.0,89978,0.00989233,942,-0.0242323,0.981590466574
3.31964,12,172.67,93.75056958198547,38.2483,522.77479911,0.0,92041,0.0093874,954,-0.0270667,0.982149558142
3.3044,13,171.31,95.9247145652771,56.8345,514.730189659,0.0,94154,0.0127151,967,-0.0278149,0.976704122499
3.29551,12,171.04,98.08623003959656,60.0607,513.822273488,0.0,96249,0.00881533,979,-0.0266168,0.974654553458
3.27409,12,170.74,100.250483751297,27.965,513.722169225,0.0,98290,0.012248,991,-0.0274845,0.984163835645
3.25349,11,171.3,102.39900088310242,26.5803,515.921833547,0.0,100268,0.0142577,1002,-0.0278312,0.988331711851
3.22981,12,171.46,104.58782267570496,37.7626,518.043084854,0.0,102354,0.0118887,1014,-0.0276189,0.984508646652
3.2066,11,172.67,106.68768787384033,13.9327,523.35827807,0.0,104394,0.00883595,1025,-0.0231998,0.992152583785
3.21523,11,175.18,108.76581931114197,28.2648,534.458029654,0.0,106395,0.0103121,1036,-0.0234682,0.984113365412
3.18861,11,176.13,110.7972297668457,19.4465,540.284186677,0.0,108441,0.0111077,1047,-0.0260568,0.989392740652
3.17419,12,176.96,112.85967922210693,23.5071,544.055734693,0.0,110543,0.0108925,1059,-0.0257281,0.985616061836
3.17089,11,178.45,114.93727898597717,23.5517,552.94155451,0.0,112479,0.0110597,1070,-0.0275769,0.988528984599
3.11868,12,178.52,117.01432180404663,29.9375,556.914208291,0.0,114569,0.0122049,1082,-0.0269582,0.986496194266
3.10136,12,179.12,119.09652495384216,16.5072,563.375564892,0.0,116736,0.011258,1094,-0.0273382,0.993568336591
3.12172,10,179.58,121.13291954994202,15.1759,568.856294134,0.0,118596,0.0115114,1104,-0.0273537,0.990964435041
3.14399,11,181.15,123.20355892181396,37.4249,577.40204516,0.0,120665,0.0112042,1115,-0.0232935,0.983537126333
3.15347,12,181.33,125.26714181900024,12.4902,581.702272918,0.0,122874,0.0107293,1127,-0.0278131,0.990908402018
3.11964,10,181.66,127.33237648010254,10.1129,583.718831593,0.0,124742,0.0149943,1137,-0.0302379,0.996068764944
3.12115,11,182.18,129.3832185268402,11.5917,587.86073624,0.0,126825,0.0111977,1148,-0.023747,0.994109190535
3.11237,12,182.79,131.4299693107605,15.9051,594.18131982,0.0,129006,0.0130636,1160,-0.0288509,0.991089593619
3.1034,11,184.08,133.4928286075592,10.2678,602.628420048,0.0,131068,0.0135279,1171,-0.0305528,0.995830600616
3.0882,11,184.63,135.55414009094238,8.34314,608.425363973,0.0,133032,0.0160443,1182,-0.0242026,0.995857942849
3.04798,11,185.0,137.61633157730103,7.75614,611.072529812,0.0,135072,0.0140939,1193,-0.0306426,0.995911354665
3.07116,11,184.78,139.66314268112183,6.38928,611.180905161,0.0,137074,0.00848004,1204,-0.0264969,0.997144543333
3.03643,12,183.73,141.74231028556824,3.86261,611.545688357,0.0,139227,0.0141188,1216,-0.0257394,0.998582905042
3.0092,11,182.93,143.82037997245789,4.88313,611.256610718,0.0,141167,0.0121294,1227,-0.0302859,0.99830032012
3.01093,12,181.31,145.93046832084656,9.28454,608.843948286,0.0,143260,0.011443,1239,-0.0298701,0.993929029442
3.03904,11,180.51,148.04094243049622,6.92785,608.580371176,0.0,145247,0.011853,1250,-0.0289037,0.996839205502
3.00735,12,180.11,150.1543529033661,4.06315,609.975661524,0.0,147408,0.0117509,1262,-0.0240321,0.998122414574
2.96973,11,179.41,152.30522346496582,7.54235,608.449297618,0.0,149377,0.00932723,1273,-0.0270751,0.99615777377
2.94643,12,178.97,154.50063848495483,4.50693,607.630335255,0.0,151480,0.0148678,1285,-0.0265415,0.998424362275
2.94113,11,178.35,156.73417806625366,4.16693,607.126967139,0.0,153442,0.00964747,1296,-0.0261117,0.998496592743
2.92111,12,178.33,158.93839979171753,5.77247,609.094769809,0.0,155634,0.0109443,1308,-0.0245325,0.997326165903
2.92011,11,178.26,161.13383269309998,3.72623,609.326821963,0.0,157586,0.0107799,1319,-0.0269149,0.99792722729
2.906,11,179.16,163.2827126979828,5.67774,612.824448256,0.0,159617,0.0108348,1330,-0.020156,0.997033553198
2.88767,11,179.83,165.42188477516174,8.55927,615.325174276,0.0,161612,0.0147061,1341,-0.0319358,0.995036012959
2.90427,12,180.01,167.57946681976318,5.00981,617.025586098,0.0,163788,0.0122951,1353,-0.0230294,0.997999948915
2.88895,11,180.49,169.69009280204773,5.9534,618.501590445,0.0,165825,0.0135732,1364,-0.0238535,0.997064763214
2.86495,11,181.49,171.77330422401428,5.30647,622.010124043,0.0,167872,0.0110998,1375,-0.031323,0.997740022838
2.85771,11,182.63,173.8366334438324,7.02265,625.28415767,0.0,169916,0.0151558,1386,-0.0242171,0.996574895922
2.86498,11,182.88,175.91934061050415,10.671,626.571928673,0.0,171915,0.0117382,1397,-0.028494,0.996503296541
2.85895,11,183.1,177.97506856918335,8.0457,626.884496294,0.0,173944,0.0105887,1408,-0.0254783,0.996218220564
2.86956,11,184.02,180.03893518447876,10.0144,629.657177175,0.0,175988,0.0105898,1419,-0.0293433,0.996110644192
2.83502,11,184.24,182.08566188812256,9.76516,629.162448584,0.0,178041,0.0147096,1430,-0.0290183,0.995756332297
2.81787,11,185.05,184.14893627166748,7.36979,631.641147615,0.0,180117,0.0136586,1441,-0.0278211,0.99689207226
2.80437,11,185.16,186.2036645412445,6.45224,632.431040745,0.0,182131,0.0113186,1452,-0.0236829,0.996148480102
2.78788,11,185.91,188.25050616264343,8.24744,636.243191039,0.0,184230,0.0116673,1463,-0.0248828,0.996434463654
2.7689,11,185.71,190.31601428985596,6.92578,635.751274,0.0,186266,0.0103929,1474,-0.0244543,0.996665816288
2.7426,11,186.05,192.3680703639984,6.88142,637.626156896,0.0,188342,0.0131151,1485,-0.0310304,0.995882248972
2.74543,11,187.07,194.43746185302734,6.73815,641.798016456,0.0,190440,0.0102123,1496,-0.0283445,0.996993981767
2.74181,10,188.21,196.50033330917358,23.3141,643.524576147,0.0,192399,0.0106327,1506,-0.0256001,0.989449949935
2.75179,11,188.85,198.57842540740967,11.2652,646.587765924,0.0,194498,0.0115488,1517,-0.0280597,0.994979903568
2.73482,11,189.22,200.60907006263733,9.64099,646.437884315,0.0,196583,0.0137668,1528,-0.025596,0.996351597132
2.72718,10,189.35,202.6873424053192,9.0828,647.626354549,0.0,198484,0.0137839,1538,-0.0314963,0.997080558678
2.71487,11,189.67,204.74235033988953,6.93255,648.709692608,0.0,200553,0.0120776,1549,-0.0298062,0.997770160437
2.68003,11,190.17,206.81984400749207,10.4507,650.248161273,0.0,202679,0.01424,1560,-0.0297966,0.996960015269
2.65699,11,190.67,208.9009919166565,10.6632,653.522904699,0.0,204752,0.0121129,1571,-0.025151,0.996055465657
2.64175,11,190.24,210.96895098686218,6.36537,653.808401255,0.0,206800,0.0119401,1582,-0.024729,0.997474028729
2.62811,11,189.52,213.03451323509216,6.94257,651.512620094,0.0,208842,0.0136638,1593,-0.0295775,0.996619109297
2.61636,11,189.03,215.08757424354553,8.15238,652.031248182,0.0,210897,0.0147109,1604,-0.0304103,0.996707806131
2.58987,10,188.85,217.17405343055725,6.42081,652.516920083,0.0,212810,0.0140511,1614,-0.0229438,0.997666043462
2.58855,11,188.87,219.25029921531677,9.43326,653.263043382,0.0,214905,0.0143807,1625,-0.0299176,0.997017470887
2.5743,11,189.6,221.31485295295715,9.33338,657.546683158,0.0,217066,0.0118989,1636,-0.0289094,0.996949920198
2.55937,10,190.76,223.34704732894897,11.1022,660.876436718,0.0,219059,0.013159,1646,-0.0297682,0.996718629031
2.55299,10,191.08,225.41265988349915,9.42349,661.430698763,0.0,221005,0.0134672,1656,-0.0330544,0.997125947149
2.51511,11,191.95,227.4538848400116,12.5962,664.213743373,0.0,223206,0.010987,1667,-0.028557,0.992545638233
2.53295,10,193.14,229.55650329589844,6.63459,668.603515178,0.0,225178,0.0164932,1677,-0.0325063,0.995411017444
2.50938,11,193.9,231.61156010627747,9.36295,670.70973395,0.0,227318,0.0150199,1688,-0.0343698,0.996676801704
2.48095,10,195.52,233.65969324111938,7.08065,677.860053866,0.0,229338,0.0120215,1698,-0.0250964,0.995310606435
2.46365,10,197.24,235.75847697257996,14.8883,683.202907215,0.0,231395,0.0146955,1708,-0.0318494,0.994452196639
2.41708,9,198.86,237.8197886943817,11.7584,689.608976091,0.0,233271,0.0147155,1717,-0.029559,0.993313763756
2.38698,11,199.49,239.89879179000854,8.32107,694.282613289,0.0,235453,0.013407,1728,-0.0276891,0.996859069914
2.331,10,200.03,241.94206261634827,10.4868,698.624467685,0.0,237464,0.0160353,1738,-0.0321506,0.994620784186
2.30747,10,200.99,244.0231683254242,12.9493,704.650480609,0.0,239552,0.0144813,1748,-0.0316735,0.993736802135
2.27683,10,202.09,246.08642673492432,10.4126,711.167166449,0.0,241589,0.0139872,1758,-0.0303766,0.995971525554
2.28668,10,202.15,248.14888525009155,8.85753,714.677143586,0.0,243629,0.0160494,1768,-0.0252221,0.996263594832
2.27735,10,204.06,250.20463299751282,11.4058,721.824628415,0.0,245760,0.0157534,1778,-0.0288091,0.994617953897
2.29079,9,204.8,252.2652895450592,16.4089,724.470530744,0.0,247614,0.0120742,1787,-0.0309983,0.992208858952
2.27156,10,205.2,254.3360719680786,13.2976,726.357392989,0.0,249665,0.0146774,1797,-0.0295259,0.995429661591
2.24829,11,204.85,256.4125130176544,7.93072,728.308524513,0.0,251880,0.0158602,1808,-0.0291222,0.996644226834
2.2111,10,204.45,258.47714710235596,13.3492,728.554966106,0.0,253927,0.0167291,1818,-0.0215025,0.996334361145
2.18809,10,204.68,260.5242176055908,9.25002,729.570922023,0.0,255921,0.0193729,1828,-0.030125,0.997021462768
2.17985,10,205.18,262.609867811203,6.2134,732.85331935,0.0,257982,0.0144327,1838,-0.0309702,0.997670705197
2.15399,9,205.76,264.656197309494,7.88022,736.381187987,0.0,259905,0.0137711,1847,-0.0277002,0.997817991301
2.14985,10,206.19,266.7499191761017,9.03904,738.957114026,0.0,262006,0.0158782,1857,-0.0313764,0.996078775264
2.1482,10,206.36,268.781099319458,10.3751,738.859676591,0.0,264065,0.0210555,1867,-0.0275491,0.996905765031
2.12471,10,205.96,270.8593285083771,8.3416,740.230327813,0.0,266155,0.0109805,1877,-0.027459,0.997644185554
2.09165,10,205.95,272.90862584114075,9.97542,742.557922927,0.0,268209,0.0179183,1887,-0.0307529,0.995508665219
2.07134,9,206.71,274.97701382637024,6.94348,747.278313591,0.0,270127,0.0157296,1896,-0.0315188,0.995514997747
2.0605,10,208.6,277.0552268028259,5.92709,754.710359167,0.0,272334,0.0152679,1906,-0.0339012,0.996853205841
2.03808,9,209.32,279.13259410858154,4.71533,758.865689109,0.0,274257,0.0160325,1915,-0.0331922,0.997787993401
2.03627,10,211.47,281.20296025276184,4.61774,769.460964112,0.0,276469,0.0196091,1925,-0.0345474,0.997784910258
2.01925,9,212.6,283.2508735656738,5.75152,774.638393015,0.0,278419,0.0176371,1934,-0.0317535,0.99757393077
2.00311,9,213.58,285.3282551765442,6.69694,780.700387356,0.0,280385,0.0200313,1943,-0.0309075,0.997982848901
1.95145,9,214.07,287.3909544944763,5.55797,783.906278984,0.0,282395,0.0160334,1952,-0.0316211,0.9982828137
1.92606,10,215.41,289.4703621864319,12.1221,790.397098747,0.0,284597,0.0180567,1962,-0.0306504,0.992742488626
1.93412,9,217.27,291.5184156894684,8.81459,798.278380279,0.0,286631,0.0192369,1971,-0.0314146,0.99567389302
1.9227,9,218.9,293.5693106651306,7.06564,802.873233168,0.0,288660,0.0173345,1980,-0.0330751,0.995512015652
1.92761,9,220.74,295.6932055950165,8.93335,811.047217601,0.0,290703,0.0197914,1989,-0.0264039,0.996125476668
1.92143,9,221.96,297.73474192619324,7.88315,816.47324376,0.0,292759,0.0179107,1998,-0.0335961,0.996617209865
1.923,9,222.7,299.7888960838318,8.17528,821.490850892,0.0,294830,0.0188588,2007,-0.0338008,0.997501377715
1.8988,9,224.4,301.8351125717163,6.89326,827.245140945,0.0,296927,0.0227516,2016,-0.0234488,0.997791434405
1.89456,9,224.67,303.89847779273987,7.95845,827.086976074,0.0,298936,0.0154337,2025,-0.0337317,0.997166492976
1.87022,9,225.57,305.9461669921875,6.03834,831.59507467,0.0,300976,0.0159602,2034,-0.0332571,0.997786663705
1.85702,9,226.37,308.01599979400635,4.99985,834.52200519,0.0,303022,0.020532,2043,-0.034469,0.998391183559
1.84521,9,227.29,310.0778558254242,5.23496,838.979826734,0.0,305124,0.0183274,2052,-0.032139,0.997468011221
1.82913,9,227.92,312.1249761581421,5.93475,841.537359706,0.0,307177,0.0191633,2061,-0.0335381,0.998019862222
1.83315,8,228.79,314.2033038139343,5.01003,844.680382554,0.0,309043,0.0152351,2069,-0.0329083,0.997846619459
1.83685,9,229.61,316.2658956050873,5.92695,847.308697334,0.0,311159,0.020457,2078,-0.0327215,0.996985989157
1.7939,9,230.83,318.33684277534485,4.47499,854.058967517,0.0,313313,0.0258629,2087,-0.03048,0.998273723759
1.78323,8,231.57,320.37643575668335,3.66535,856.401963695,0.0,315226,0.0183155,2095,-0.0370319,0.998849493451
1.75689,9,232.72,322.4399936199188,4.20711,859.765725865,0.0,317418,0.0214247,2104,-0.0365693,0.998714251327
1.77216,8,233.18,324.4751319885254,4.35971,863.661313428,0.0,319314,0.0193211,2112,-0.0284887,0.998442956479
1.76701,9,234.25,326.55529594421387,11.4814,869.05642479,0.0,321480,0.0204123,2121,-0.0289789,0.992018992081
1.7651,8,235.52,328.6168758869171,6.49737,875.280809464,0.0,323389,0.0160457,2129,-0.0391607,0.997171374504
1.72685,8,237.33,330.64973282814026,13.388,881.265641811,0.0,325410,0.0207433,2137,-0.0323035,0.995433019474
1.72019,9,239.8,332.68774008750916,11.6614,890.669393515,0.0,327664,0.0162531,2146,-0.0373705,0.99456370296
1.72175,8,240.02,334.75297498703003,7.16544,892.26876113,0.0,329592,0.0151005,2154,-0.0392725,0.997267304687
1.71384,8,241.64,336.8353760242462,4.58165,900.293507136,0.0,331561,0.0185519,2162,-0.0327092,0.998061833321
1.69997,9,242.93,338.88364458084106,7.2387,907.703662118,0.0,333811,0.0174712,2171,-0.0315064,0.996990676736
1.6975,8,243.92,340.9223139286041,5.31173,913.870483326,0.0,335796,0.0127774,2179,-0.0366507,0.996802810812
1.70752,8,244.19,342.96906089782715,4.75578,915.513936864,0.0,337732,0.0203004,2187,-0.0361671,0.998687625746
1.71567,9,244.24,345.04751539230347,4.62774,917.791095544,0.0,339894,0.0181515,2196,-0.0331911,0.998046500841
1.70574,8,244.45,347.0940999984741,5.35089,920.099737772,0.0,341863,0.0160603,2204,-0.0345058,0.997289780295
1.70424,9,244.75,349.1872136592865,3.41336,922.931317931,0.0,344030,0.0207513,2213,-0.0351106,0.999025325465
1.7067,8,245.68,351.2189395427704,8.85155,926.924295067,0.0,346048,0.0175781,2221,-0.0294881,0.992469855119
1.70727,8,246.56,353.2659103870392,4.45766,930.995006969,0.0,348045,0.0167352,2229,-0.0312567,0.99688376463
1.69043,8,246.44,355.3367290496826,3.82714,931.934774969,0.0,350054,0.0185305,2237,-0.0334357,0.998404928134
1.68588,8,247.41,357.39101481437683,7.09279,935.933428188,0.0,352152,0.0214983,2245,-0.034074,0.995808030479
1.67262,8,248.93,359.43755173683167,12.6758,939.436082299,0.0,354236,0.0144308,2253,-0.0346632,0.993133572862
1.64324,8,249.1,361.468857049942,8.43287,940.513620774,0.0,356232,0.022904,2261,-0.0277244,0.996024428401
1.62388,8,249.33,363.5314791202545,9.58813,939.451075313,0.0,358286,0.0147358,2269,-0.0386345,0.996035119053
1.61353,8,251.46,365.58728981018066,7.09621,949.135236271,0.0,360442,0.0182398,2277,-0.0325131,0.997282149037
1.62407,7,252.91,367.6213893890381,9.36534,954.569803464,0.0,362300,0.020211,2284,-0.0319097,0.995376022067
1.61423,8,254.6,369.6760005950928,16.8478,959.959045878,0.0,364407,0.0182746,2292,-0.0332995,0.992258472368
1.60714,8,255.69,371.72801327705383,15.149,964.717933211,0.0,366497,0.0210434,2300,-0.0288878,0.993885447737
1.59135,7,257.94,373.782466173172,13.8402,970.406907407,0.0,368389,0.0152921,2307,-0.0380501,0.992022465914
1.59195,8,259.57,375.84513306617737,11.9969,976.428069813,0.0,370566,0.0207185,2315,-0.0368035,0.996266317321
1.56471,8,261.26,377.9067220687866,10.2099,979.888036128,0.0,372697,0.0202651,2323,-0.0375389,0.995837992523
1.58458,7,263.77,379.94426012039185,12.3047,987.540305629,0.0,374672,0.0218996,2330,-0.0384564,0.995721237268
1.56003,7,266.36,381.99182415008545,14.179,997.276805091,0.0,376690,0.0193581,2337,-0.0406857,0.992966445629
1.55175,8,266.15,384.0552031993866,11.8524,997.39523124,0.0,378767,0.0172741,2345,-0.0344577,0.995567261707
1.55055,7,267.94,386.11733412742615,7.37165,1005.39237986,0.0,380764,0.0212725,2352,-0.0380143,0.995927678421
1.56644,7,269.13,388.14850211143494,8.2495,1011.56068568,0.0,382659,0.0172646,2359,-0.0364418,0.996558698826
1.55513,8,271.75,390.18804121017456,5.12422,1024.87390678,0.0,384946,0.0196674,2367,-0.03319,0.997767204884
1.53498,7,273.75,392.2347447872162,6.97388,1033.48390065,0.0,387023,0.0197474,2374,-0.0355831,0.99755566055
1.52189,7,275.93,394.28214025497437,9.9506,1041.0466943,0.0,389110,0.0200131,2381,-0.0381491,0.996334544616
1.50035,7,277.47,396.31321477890015,8.24649,1049.10568973,0.0,391041,0.0178031,2388,-0.0329563,0.99688904942
1.53092,7,278.04,398.37659215927124,10.4728,1053.44874374,0.0,392954,0.017984,2395,-0.0272945,0.997008617735
1.5052,8,279.01,400.42487239837646,7.6595,1057.82552668,0.0,395253,0.0246099,2403,-0.0384606,0.996136944508
1.46899,7,280.56,402.47690868377686,9.69226,1065.44491821,0.0,397204,0.0270885,2410,-0.0414519,0.99660316878
1.4706,7,281.11,404.52289867401123,12.4373,1069.8706283,0.0,399228,0.0234644,2417,-0.0406609,0.994584457949
1.46363,7,283.62,406.5708546638489,14.7856,1079.05735071,0.0,401331,0.0189147,2424,-0.0407152,0.993012034334
1.45318,7,284.28,408.66388273239136,20.8872,1081.38061282,0.0,403432,0.021319,2431,-0.0387933,0.991637036204
1.46981,6,286.16,410.7110757827759,14.9184,1086.38319029,0.0,405306,0.0199114,2437,-0.0463513,0.99342608219
1.50475,7,289.79,412.75812101364136,10.2149,1100.10241789,0.0,407487,0.0242304,2444,-0.0325977,0.995628426783
1.52153,6,290.8,414.80407786369324,13.3641,1105.31526695,0.0,409307,0.0247873,2450,-0.0412996,0.994984612335
1.49867,7,292.97,416.882625579834,8.57101,1111.19662973,0.0,411451,0.0177831,2457,-0.0399369,0.995683074929
1.5104,7,295.3,418.9222354888916,10.8338,1118.70223697,0.0,413633,0.0239366,2464,-0.0441144,0.993184386287
1.50298,6,296.52,420.95908999443054,12.8204,1122.37875422,0.0,415502,0.023592,2470,-0.0355446,0.993482924066
1.46844,7,297.41,423.02373600006104,17.507,1125.35893495,0.0,417631,0.0201122,2477,-0.0372684,0.995082825888
1.45784,7,295.9,425.0550880432129,20.1794,1120.080514,0.0,419539,0.0179832,2484,-0.0346966,0.994193261489
1.43466,8,297.09,427.12540006637573,10.8163,1124.2449949,0.0,421849,0.0229741,2492,-0.0400456,0.993866807315
1.41268,6,299.98,429.1824562549591,6.58067,1135.75659604,0.0,423752,0.0243481,2498,-0.0359699,0.996794580249
1.41743,7,300.64,431.23479986190796,16.7218,1140.26214226,0.0,425888,0.0277113,2505,-0.0317676,0.995565501973
1.40646,7,301.25,433.26592087745667,14.0573,1142.96264112,0.0,427970,0.0282849,2512,-0.0427506,0.993867277168
1.38304,7,302.49,435.3319413661957,10.6128,1150.38661962,0.0,430053,0.0198181,2519,-0.04128,0.995457927231
1.39365,7,301.8,437.39167976379395,20.622,1149.75503588,0.0,432094,0.0206426,2526,-0.0461782,0.991297453642
1.39028,5,302.82,439.44079399108887,27.9674,1155.62609703,0.0,433714,0.0189573,2531,-0.0331221,0.983361110091
1.38402,7,305.44,441.4924066066742,32.1886,1168.86277103,0.0,436167,0.025359,2538,-0.0358501,0.988429378718
1.37791,6,305.55,443.5384168624878,44.9414,1169.22313979,0.0,438042,0.0177455,2544,-0.0400929,0.98170630075
1.39297,6,308.27,445.6017220020294,10.9112,1179.1800437,0.0,440134,0.0206833,2550,-0.0388293,0.991199264303
1.36424,5,312.52,447.68088579177856,28.186,1191.57272006,0.0,442049,0.0208079,2555,-0.0367382,0.982753291726
1.37058,6,314.4,449.78139758110046,81.4947,1193.57166373,0.0,444109,0.0274638,2561,-0.0317942,0.922782100737
1.36968,6,318.21,451.8205544948578,37.5943,1203.76042179,0.0,446442,0.0206889,2567,-0.0361161,0.981772048399
1.34465,4,323.54,453.8989911079407,33.7474,1221.30126663,0.0,448135,0.0210777,2571,-0.0351524,0.978873511776
1.3407,5,331.23,455.9609606266022,23.7872,1249.16507737,0.0,450403,0.0271784,2576,-0.0434559,0.990063074976
1.32618,5,335.66,458.03895449638367,21.941,1263.72555753,0.0,452328,0.0226433,2581,-0.0337468,0.988766481169
1.32684,7,337.14,460.0860550403595,53.9694,1261.71567003,0.0,454426,0.0213966,2588,-0.0371494,0.972405677661
1.33009,5,341.82,462.15098428726196,18.4213,1278.75093759,0.0,456471,0.0214618,2593,-0.0429717,0.988675597124
1.36531,6,345.06,464.2035300731659,17.9353,1291.21266816,0.0,458557,0.0254676,2599,-0.0438826,0.991216088645
1.37921,6,346.16,466.25079011917114,35.621,1289.77039704,0.0,460504,0.0171952,2605,-0.0434623,0.985504992306
1.37224,5,351.92,468.3206145763397,57.3857,1306.33870935,0.0,462524,0.019797,2610,-0.0385687,0.979738961905
1.35881,7,352.7,470.38527178764343,78.0247,1305.05820307,0.0,464761,0.0219522,2617,-0.038642,0.977798091248
1.31405,6,357.52,472.4388916492462,62.8947,1319.36491586,0.0,466896,0.0267176,2623,-0.0306434,0.94204390049
1.29847,3,365.4,474.4721806049347,25.8488,1349.24431377,0.0,468634,0.0189425,2626,-0.0450812,0.976141758263
1.30793,5,369.74,476.55545949935913,30.9953,1362.80116587,0.0,470688,0.0255541,2631,-0.033582,0.983601540327
1.23832,5,371.93,478.5953583717346,13.9681,1371.94643934,0.0,472777,0.022391,2636,-0.0417604,0.993976594415
