loss_ent,EpThisIter,EpLenMean,TimeElapsed,loss_vf_loss,EpRewMean,loss_pol_entpen,TimestepsSoFar,loss_kl,EpisodesSoFar,loss_pol_surr,ev_tdlam_before
1.22531,5,377.97,480.6452100276947,25.7849,1391.15400436,0.0,474997,0.0191259,2641,-0.0326391,0.974579378963
1.25434,5,380.75,482.6963140964508,44.8546,1398.26726949,0.0,476793,0.0181399,2646,-0.0312688,0.980565534905
1.26067,7,380.4,484.74997210502625,23.537,1394.8834024,0.0,479179,0.0233013,2653,-0.0326379,0.98765047919
1.23674,5,380.54,486.8282005786896,14.3123,1401.03913287,0.0,481081,0.0226459,2658,-0.0345088,0.988933892921
1.22924,5,383.0,488.87533593177795,28.5089,1414.81474704,0.0,483233,0.0233776,2663,-0.0364187,0.988683409058
1.19635,6,380.29,490.9376664161682,23.6123,1404.9086912,0.0,485207,0.0217962,2669,-0.0368894,0.991032349877
1.18231,7,369.63,492.98781728744507,84.6143,1366.81244139,0.0,487366,0.014834,2676,-0.0278192,0.929374352098
1.16956,5,367.13,495.05539655685425,21.3962,1359.92977823,0.0,489041,0.0221606,2681,-0.0299011,0.989103350788
1.1758,7,368.95,497.1170268058777,12.8234,1373.86143506,0.0,491321,0.0209747,2688,-0.0425358,0.995064119808
1.17186,7,362.53,499.1825122833252,21.0548,1352.75581069,0.0,493338,0.0230384,2695,-0.0355332,0.994343959261
1.19116,8,354.74,501.20315408706665,15.6611,1326.97580332,0.0,495403,0.0300504,2703,-0.0241129,0.995044218376
1.18076,8,346.41,503.2662329673767,10.8213,1305.30267791,0.0,497554,0.0217989,2711,-0.0350434,0.997237668606
1.15885,7,344.65,505.3157298564911,9.51455,1304.03689384,0.0,499589,0.0218268,2718,-0.0390963,0.995958536863
1.1426,6,340.05,507.3750169277191,22.4679,1291.27801653,0.0,501555,0.0255986,2724,-0.0341792,0.963570438325
1.15203,6,331.54,509.42197346687317,12.5787,1263.87457147,0.0,503501,0.0234984,2730,-0.0353733,0.995488251094
1.12442,6,327.17,511.4536759853363,15.0997,1246.42331984,0.0,505494,0.0242921,2736,-0.0398155,0.994863484986
1.11612,7,319.6,513.5184326171875,10.5169,1224.8015965,0.0,507764,0.0291725,2743,-0.0450662,0.995698350482
1.11734,7,315.8,515.570140838623,8.28755,1219.69782108,0.0,509803,0.0221295,2750,-0.0341727,0.99566504918
1.09632,7,310.87,517.650230884552,12.9232,1203.13661088,0.0,511828,0.0209855,2757,-0.0421191,0.994844151195
1.06556,7,301.87,519.7036881446838,15.4688,1174.24913381,0.0,513872,0.0232642,2764,-0.039055,0.993011561688
1.05205,6,301.79,521.7529194355011,17.4098,1176.48010793,0.0,515827,0.0223744,2770,-0.0406489,0.994168816134
1.06051,8,300.3,523.8036425113678,9.76919,1174.96280019,0.0,518140,0.0210278,2778,-0.0413682,0.997106608935
1.02915,5,302.71,525.8661878108978,8.43311,1186.06726228,0.0,520084,0.0201497,2783,-0.0403998,0.995981838554
1.0014,5,306.61,527.930517911911,11.1544,1199.07266339,0.0,521982,0.0203608,2788,-0.0362729,0.993879014626
0.991768,7,307.77,530.031477689743,9.29244,1204.06996591,0.0,524115,0.0249011,2795,-0.0374819,0.997101570014
0.987881,5,314.75,532.0780274868011,241.928,1229.68011071,0.0,526079,0.0255719,2800,-0.0212384,0.887646079063
0.96625,6,321.31,534.1252007484436,18.5442,1251.35321366,0.0,528317,0.0239555,2806,-0.0300024,0.977312006056
0.94851,4,327.99,536.1888332366943,11.1355,1277.46956687,0.0,529984,0.0287178,2810,-0.038836,0.987443304621
0.942656,7,331.61,538.2503623962402,15.7627,1287.68007295,0.0,532475,0.0248001,2817,-0.0276768,0.990433430299
0.927799,5,333.75,540.2971000671387,11.0499,1300.5646264,0.0,534313,0.0238149,2822,-0.0346599,0.99488773616
0.951027,7,332.93,542.3405773639679,403.953,1294.79946189,0.0,536509,0.0202199,2829,-0.022629,0.916006155312
0.93833,5,335.79,544.4070456027985,16.1411,1307.49723983,0.0,538409,0.0390069,2834,-0.0147478,0.979700094089
0.940048,6,334.08,546.437881231308,236.732,1301.38674776,0.0,540364,0.021955,2840,-0.0216698,0.928647309542
0.949915,6,338.99,548.4998309612274,215.656,1316.54722211,0.0,542569,0.0212689,2846,-0.0321799,0.93748793751
0.956098,6,341.23,550.5485374927521,157.928,1321.43686534,0.0,544513,0.0261551,2852,-0.0304347,0.953908186406
0.952446,7,343.39,552.6174142360687,30.8025,1331.76585982,0.0,546753,0.0249201,2859,-0.0319874,0.920948840678
0.927639,6,347.45,554.6810982227325,20.8383,1350.42101393,0.0,548841,0.0262975,2865,-0.035393,0.982061579823
0.9303,5,348.09,556.7355427742004,18.3602,1354.66886486,0.0,550636,0.028348,2870,-0.0393778,0.991696042009
0.943892,7,347.4,558.7970600128174,439.913,1350.82467245,0.0,552622,0.0350988,2877,-0.0233918,0.84813003242
0.948947,7,345.66,560.828542470932,27.7887,1343.33857286,0.0,554892,0.0296702,2884,-0.033929,0.986288234591
0.940985,6,342.61,562.8914632797241,18.0832,1334.28530515,0.0,556826,0.0254921,2890,-0.0367019,0.992995322682
0.909283,7,342.36,564.9374613761902,17.6057,1334.14691263,0.0,559065,0.0274887,2897,-0.0469183,0.994085640181
0.8914,5,340.34,567.0314109325409,19.5485,1329.82136202,0.0,560974,0.0312691,2902,-0.0322003,0.990229280666
0.878731,7,334.45,569.0956749916077,276.027,1307.59292642,0.0,562911,0.0143296,2909,-0.0273705,0.926485352218
0.859161,7,331.53,571.1603214740753,23.5938,1301.16505009,0.0,565183,0.0362968,2916,-0.0200879,0.983338396996
0.852142,6,328.95,573.2043626308441,16.7517,1291.23715712,0.0,567208,0.0271438,2922,-0.0383216,0.995165368542
0.872819,7,326.58,575.28484416008,24.9253,1284.2743852,0.0,569167,0.0257955,2929,-0.0333635,0.99347596243
0.857973,7,322.93,577.3283407688141,17.1189,1271.31258242,0.0,571270,0.023539,2936,-0.041724,0.995365065522
0.863009,7,317.64,579.3908858299255,49.3031,1251.68772942,0.0,573300,0.0163975,2943,-0.0291637,0.929940059781
0.843547,7,314.55,581.4390232563019,14.9377,1247.2327462,0.0,575346,0.0328309,2950,-0.0366031,0.99386547273
0.807299,6,315.7,583.4570848941803,17.2273,1255.93683331,0.0,577328,0.0186824,2956,-0.0287219,0.987809699029
0.808628,7,313.31,585.5394065380096,297.035,1244.74053165,0.0,579584,0.0237588,2963,-0.016343,0.945154041052
0.814121,5,315.72,587.6010529994965,23.5417,1255.205784,0.0,581259,0.0298738,2968,-0.0175573,0.975817898288
0.809428,7,315.41,589.6334674358368,18.0625,1256.23860252,0.0,583592,0.0241356,2975,-0.0329563,0.989083237946
0.834118,5,316.55,591.6961331367493,16.0219,1265.38534682,0.0,585316,0.0327285,2980,-0.0341804,0.994058962446
0.836324,7,318.54,593.7498030662537,15.1046,1274.75539122,0.0,587705,0.0287014,2987,-0.0450067,0.994673104491
0.857998,6,318.55,595.8438723087311,177.036,1272.60446278,0.0,589683,0.0200804,2993,-0.0227682,0.909895934165
0.875275,7,315.76,597.8919672966003,350.258,1261.66791805,0.0,591802,0.0392764,3000,-0.0115634,0.941086363047
0.882528,6,314.46,599.9536468982697,24.7049,1259.35546697,0.0,593660,0.037891,3006,-0.0237391,0.985347284935
0.874043,6,318.82,602.0008068084717,28.2667,1279.84404205,0.0,595861,0.0266571,3012,-0.0297813,0.987178686075
0.888048,8,313.97,604.0688529014587,37.7129,1259.53217441,0.0,597976,0.0279848,3020,-0.0354842,0.990767053328
0.875269,8,311.21,606.1288838386536,79.2095,1245.54237219,0.0,599954,0.0193406,3028,-0.031165,0.940580364317
0.860867,7,310.15,608.1832239627838,37.0288,1241.07346314,0.0,601882,0.0287997,3035,-0.0251775,0.982966534793
0.850298,7,310.17,610.2199532985687,18.1749,1242.11785,0.0,604012,0.0309249,3042,-0.0414326,0.992916715797
0.813482,7,309.32,612.2660601139069,15.6856,1238.18936642,0.0,606025,0.0233095,3049,-0.0390768,0.99475663295
0.799006,7,308.07,614.3128061294556,19.1461,1232.57683643,0.0,608135,0.0290564,3056,-0.035762,0.991141652688
0.811966,7,304.97,616.3906209468842,21.8287,1221.4013616,0.0,610081,0.0286833,3063,-0.0401805,0.993723244872
0.818432,8,300.88,618.4375700950623,192.364,1202.99314334,0.0,612293,0.022142,3071,-0.0259926,0.933684535325
0.818533,7,295.14,620.4852933883667,25.7886,1180.27317868,0.0,614181,0.0329175,3078,-0.0304023,0.992386618629
0.825777,7,294.42,622.5664548873901,23.235,1175.19797792,0.0,616368,0.025302,3085,-0.0313357,0.984611910768
0.788807,7,288.46,624.6164374351501,16.1467,1153.66846316,0.0,618337,0.0296167,3092,-0.0348933,0.996334976051
0.761148,8,286.66,626.6791665554047,18.9138,1149.3379228,0.0,620468,0.025079,3100,-0.0381697,0.994742186274
0.754091,8,282.2,628.6959958076477,26.0512,1130.13378483,0.0,622469,0.0282011,3108,-0.0379024,0.993080111686
0.753291,8,276.75,630.7420811653137,20.7083,1108.24585412,0.0,624591,0.0344559,3116,-0.0333448,0.995369716547
0.722139,7,277.91,632.7892529964447,16.3153,1115.63313063,0.0,626500,0.0294915,3123,-0.0395303,0.996413544985
0.727749,6,282.61,634.8677318096161,16.3831,1137.73359187,0.0,628437,0.0279503,3129,-0.0364865,0.994529526681
0.705227,7,284.6,636.914148569107,14.9929,1145.39932404,0.0,630616,0.0237637,3136,-0.0445113,0.995433955919
0.705202,8,279.73,638.9610600471497,638.458,1123.92977903,0.0,632596,0.0232259,3144,-0.0271436,0.87902405858
0.700754,8,279.82,641.0238347053528,21.5139,1124.232563,0.0,634856,0.0260313,3152,-0.0318778,0.987597910687
0.707417,6,279.67,643.0510146617889,260.035,1123.03365957,0.0,636620,0.0207123,3158,-0.0254006,0.912922799587
0.677843,7,282.69,645.13964676857,16.3774,1136.70101747,0.0,638972,0.0353176,3165,-0.0354556,0.993332498707
0.633005,7,283.96,647.2191588878632,22.7306,1142.3821494,0.0,641002,0.0298846,3172,-0.0358765,0.993027758319
0.604631,7,285.28,649.2658145427704,19.8258,1147.76018493,0.0,642989,0.0311298,3179,-0.0393201,0.994752559811
0.589987,7,284.73,651.3205952644348,16.8631,1146.74187686,0.0,645072,0.0285667,3186,-0.0338886,0.996422876604
0.574892,4,290.53,653.3600208759308,27.0079,1162.62669936,0.0,646849,0.0297679,3190,-0.0465121,0.98820159398
0.564831,7,295.0,655.437418460846,19.7659,1179.84499806,0.0,649180,0.0235736,3197,-0.0382009,0.994678084739
0.583755,6,298.58,657.5003454685211,14.022,1195.28689126,0.0,651078,0.0286804,3203,-0.0389998,0.996531379642
0.580621,7,302.39,659.5485320091248,10.9287,1211.58360949,0.0,653233,0.0221915,3210,-0.0411634,0.997426192043
0.554084,5,306.99,661.5966603755951,11.6673,1230.18068808,0.0,655047,0.0306229,3215,-0.0464742,0.996142121032
0.539107,6,310.83,663.6517944335938,14.5286,1244.20270442,0.0,657093,0.0267223,3221,-0.0425242,0.994876112323
0.521772,7,311.59,665.719114780426,9.77591,1248.86141322,0.0,659329,0.0287956,3228,-0.0427381,0.997611281695
0.519868,6,312.61,667.7653498649597,12.0972,1255.9460099,0.0,661262,0.0349898,3234,-0.0321812,0.997073762584
0.499304,7,315.59,669.7973589897156,13.7797,1269.60869508,0.0,663478,0.024852,3241,-0.040118,0.997007812606
0.478573,4,324.39,671.8310978412628,12.4967,1305.37058081,0.0,665285,0.0299071,3245,-0.0358504,0.989249674603
0.489209,6,328.87,673.8829052448273,9.49188,1320.98757542,0.0,667471,0.024921,3251,-0.0432279,0.99444073718
0.511693,4,336.88,675.9297845363617,10.6844,1354.50271807,0.0,669346,0.0284337,3255,-0.0387022,0.99507866241
0.475158,5,339.85,677.9933838844299,13.4624,1362.92481249,0.0,671355,0.0336991,3260,-0.0369905,0.99345172476
0.462171,7,341.22,680.0318021774292,11.3031,1368.94041408,0.0,673673,0.0327731,3267,-0.0467309,0.995386569295
0.477394,7,341.43,682.1122076511383,343.618,1365.46306825,0.0,675736,0.0462525,3274,-0.0316528,0.737272560596
0.467341,6,342.73,684.1639823913574,231.111,1370.75291466,0.0,677610,0.0357216,3280,-0.0170483,0.928778484464
0.483475,6,347.13,686.250251531601,255.968,1386.74363209,0.0,679785,0.0218684,3286,-0.0282013,0.931984119117
0.492039,6,339.93,688.2813465595245,328.569,1363.48755056,0.0,681517,0.0426373,3292,-0.0206828,0.932826392353
0.480206,7,340.81,690.3447549343109,27.1352,1368.20555607,0.0,683903,0.0327971,3299,-0.0292546,0.962533865124
0.480874,3,348.79,692.374668598175,12.9688,1399.0160195,0.0,685633,0.027482,3302,-0.0427087,0.988067799248
0.468533,6,351.36,694.4382221698761,191.046,1406.26503542,0.0,687747,0.0220838,3308,-0.0241302,0.918376721442
0.488682,7,348.58,696.4881980419159,394.527,1391.91008081,0.0,689905,0.0328225,3315,-0.033411,0.903334520757
0.486691,6,348.55,698.535302400589,47.6295,1394.3383365,0.0,691948,0.0323113,3321,-0.0201829,0.934395134449
0.444804,6,351.19,700.570708990097,20.8574,1404.02613282,0.0,694100,0.0323971,3327,-0.0292789,0.986289137974
0.436896,6,352.78,702.6331281661987,134.014,1406.14107106,0.0,696250,0.0295845,3333,-0.0241727,0.92313426733
0.434315,6,353.98,704.7269601821899,20.4941,1412.45712562,0.0,698291,0.0303824,3339,-0.0252229,0.967073746026
0.463677,7,345.38,706.7730464935303,17.4566,1379.62283639,0.0,700186,0.0322684,3346,-0.041276,0.993567695376
0.453472,8,335.5,708.8210108280182,16.2527,1342.03753256,0.0,702400,0.0296811,3354,-0.0400399,0.9954634225
0.445878,7,326.21,710.8690795898438,14.8481,1307.31778748,0.0,704382,0.0279463,3361,-0.0407153,0.99454382062
0.439211,6,325.53,712.9374446868896,13.6056,1305.53496122,0.0,706226,0.0247714,3367,-0.0425653,0.995685703587
0.408593,7,326.14,714.9884965419769,14.6843,1313.59950836,0.0,708350,0.0293889,3374,-0.0422453,0.996664314531
0.39392,7,322.72,717.0165784358978,14.2035,1301.37450273,0.0,710417,0.0238409,3381,-0.0384315,0.995931890327
0.378129,6,324.1,719.043463230133,13.7215,1308.28463882,0.0,712487,0.0310811,3387,-0.0420769,0.995974100195
0.362147,7,323.26,721.0941774845123,11.6487,1307.65453191,0.0,714553,0.0286677,3394,-0.0401551,0.99694642704
0.360889,7,316.83,723.1717031002045,7.49839,1283.50938967,0.0,716671,0.0273409,3401,-0.0444529,0.99809916527
0.343024,7,310.69,725.1656882762909,10.0536,1263.0974403,0.0,718816,0.0247061,3408,-0.0391058,0.99794339994
0.340928,7,309.45,727.2034187316895,8.61739,1263.08840489,0.0,720850,0.0312415,3415,-0.0395797,0.997757072328
0.329591,5,311.0,729.3198184967041,13.3817,1269.12290451,0.0,722589,0.0328932,3420,-0.0379432,0.995888618752
0.323303,7,307.05,731.4919738769531,8.06329,1255.56000837,0.0,724805,0.0398524,3427,-0.036062,0.997446883004
0.322534,6,306.39,733.6179487705231,8.43796,1256.74941048,0.0,726889,0.0241933,3433,-0.0474865,0.997463076143
0.30156,6,306.49,735.7810399532318,11.5062,1255.39706333,0.0,728940,0.0302122,3439,-0.0299249,0.994229713455
0.254531,6,311.15,737.9047417640686,9.65842,1277.32507338,0.0,731019,0.028363,3445,-0.0340495,0.996213388862
0.259741,7,313.2,740.0465910434723,10.4452,1286.17375965,0.0,733162,0.0381244,3452,-0.0417176,0.997653326252
0.289848,6,315.3,742.1092538833618,8.63044,1295.66787693,0.0,735105,0.0248516,3458,-0.0432282,0.997609977378
0.30408,7,316.01,744.156464099884,11.4509,1297.8406031,0.0,737241,0.027381,3465,-0.0459085,0.996353668161
0.29915,6,318.57,746.2192509174347,10.1773,1308.31692951,0.0,739297,0.0348338,3471,-0.0341431,0.997597504407
0.348569,6,320.14,748.2663161754608,14.3251,1314.0725581,0.0,741240,0.0282835,3477,-0.0471743,0.99413476279
0.364439,6,320.77,750.3445565700531,13.0794,1315.65580453,0.0,743208,0.0253209,3483,-0.0404279,0.992881738581
0.349551,5,323.41,752.3709335327148,9.12718,1327.33421415,0.0,745170,0.0251741,3488,-0.0405507,0.995234122965
0.342916,6,328.97,754.4229512214661,9.33433,1349.69667227,0.0,747450,0.0328403,3494,-0.0455862,0.996252124198
0.326024,5,332.75,756.4375171661377,8.48845,1362.26628664,0.0,749424,0.0364869,3499,-0.040998,0.996852567652
0.300608,6,334.57,758.5025510787964,8.50407,1371.84749761,0.0,751308,0.026571,3505,-0.0479849,0.996888951166
0.300271,5,338.89,760.5388815402985,11.023,1388.71369645,0.0,753271,0.039883,3510,-0.0344009,0.995214228053
0.309915,6,342.17,762.6181325912476,230.026,1400.6186121,0.0,755440,0.0415236,3516,-0.0214809,0.90991820395
0.324456,6,341.35,764.657856464386,16.8513,1397.14566669,0.0,757454,0.0354875,3522,-0.0215938,0.9853109736
0.308836,7,343.72,766.7058298587799,17.3782,1403.73647577,0.0,759790,0.0316852,3529,-0.043688,0.99235333316
0.278886,7,338.96,768.7735188007355,23.4374,1382.56771004,0.0,761787,0.0315393,3536,-0.0302914,0.99454781739
0.252986,6,336.14,770.8217949867249,10.2861,1371.16002205,0.0,763690,0.0357466,3542,-0.0407623,0.996650813846
0.255816,6,339.72,772.906418800354,10.5739,1384.54379625,0.0,765843,0.0308941,3548,-0.0443573,0.99613890308
0.234528,7,339.38,774.9376056194305,10.39,1381.38467707,0.0,767964,0.0373418,3555,-0.0347534,0.996772675309
0.21733,6,339.38,776.9846255779266,9.0848,1383.15928919,0.0,769918,0.04154,3561,-0.0375171,0.997443382395
0.229442,5,344.74,779.0469264984131,12.6642,1400.27477622,0.0,772012,0.0308488,3566,-0.0401891,0.996861807536
0.255875,6,342.56,781.0937945842743,8.9266,1391.82282108,0.0,773872,0.0377836,3572,-0.0225715,0.99747570511
0.219655,6,343.39,783.141083240509,17.623,1394.40162307,0.0,775930,0.0320791,3578,-0.0423306,0.996184386546
0.204311,7,342.68,785.2032473087311,11.3202,1393.9244117,0.0,778235,0.0297945,3585,-0.0317112,0.997833632864
0.193991,5,340.11,787.2499713897705,7.59456,1382.77374538,0.0,780041,0.0299105,3590,-0.0414367,0.997422596207
0.187688,5,343.16,789.2891647815704,8.58901,1394.65028766,0.0,782127,0.0285318,3595,-0.0424599,0.996732737869
0.19145,6,342.04,791.351505279541,10.8152,1391.80650406,0.0,784275,0.0252759,3601,-0.0423931,0.996143604629
0.147471,5,341.98,793.3992280960083,8.68891,1391.14574909,0.0,785902,0.0292222,3606,-0.0463018,0.995249684434
0.178129,6,342.21,795.4531931877136,6.24543,1389.53085727,0.0,788449,0.0286271,3612,-0.0367445,0.997919697082
0.206563,6,342.24,797.5003147125244,7.02032,1391.38481372,0.0,790451,0.0312328,3618,-0.0378796,0.998019073159
0.197486,6,341.32,799.5474960803986,12.2269,1386.76578216,0.0,792255,0.0320209,3624,-0.0322182,0.996170930797
0.209237,6,342.81,801.596620798111,7.25883,1394.14754023,0.0,794374,0.0296161,3630,-0.0451906,0.995311525185
0.233157,7,344.05,803.6438312530518,7.98878,1400.17756434,0.0,796618,0.0348779,3637,-0.0408206,0.997535394505
0.228383,5,348.53,805.6802158355713,5.48499,1418.436133,0.0,798543,0.0316478,3642,-0.0399183,0.997277424671
0.220304,6,347.36,807.7359755039215,9.59928,1414.23236829,0.0,800579,0.030838,3648,-0.0395343,0.99700483866
0.206231,6,352.5,809.7851922512054,11.3085,1432.69461733,0.0,802754,0.0328722,3654,-0.0408194,0.996595619712
0.174451,5,350.91,811.8359906673431,7.72015,1427.86883023,0.0,804416,0.0278355,3659,-0.0369334,0.997893725988
0.176979,6,353.22,813.898951292038,6.6492,1437.89974811,0.0,806746,0.0316068,3665,-0.038679,0.997706227237
0.160021,6,352.25,815.9376242160797,5.66799,1435.33923707,0.0,808806,0.0357243,3671,-0.0390118,0.997794622788
0.138467,6,351.86,817.9920620918274,5.92561,1435.42101834,0.0,810832,0.0286987,3677,-0.0428733,0.997675470775
0.104376,7,350.12,820.0543138980865,5.75605,1427.80259473,0.0,812963,0.0338725,3684,-0.0357969,0.998204983305
0.0914931,6,347.12,822.1175012588501,7.35203,1415.09341589,0.0,814753,0.0447901,3690,-0.0353085,0.997115381062
0.0678338,6,343.79,824.1488864421844,7.76428,1401.31672366,0.0,816925,0.0312993,3696,-0.0442872,0.996903132182
0.0624965,6,344.64,826.1878569126129,5.17252,1403.27433862,0.0,819054,0.0374368,3702,-0.0384738,0.997595212422
0.0748003,6,339.96,828.2342917919159,7.32088,1385.96251429,0.0,821141,0.0288914,3708,-0.0364958,0.997420434142
0.0435866,5,342.32,830.2810685634613,7.34614,1394.21413566,0.0,823020,0.0272593,3713,-0.045363,0.997745257104
0.0224992,6,344.28,832.3600010871887,4.39164,1402.16570851,0.0,825145,0.0332894,3719,-0.0477772,0.998630740214
0.0226262,5,348.47,834.3747651576996,8.49503,1418.66402254,0.0,827102,0.0360427,3724,-0.0391559,0.996495942585
0.0253439,6,347.62,836.4380815029144,10.2383,1415.33365261,0.0,829136,0.0305994,3730,-0.0379393,0.996480840258
0.0252959,6,348.93,838.4850022792816,8.79196,1419.35230578,0.0,831276,0.0355252,3736,-0.0445927,0.997129478259
0.0292552,5,350.31,840.5319170951843,9.75812,1422.32702371,0.0,833229,0.029797,3741,-0.0452164,0.995311330073
0.0666597,7,349.96,842.5935883522034,8.0191,1422.02395349,0.0,835575,0.0320309,3748,-0.0398038,0.997927839402
0.0624896,6,346.72,844.6418190002441,7.60234,1411.93123151,0.0,837426,0.0316183,3754,-0.0441711,0.99838438374
0.0569935,6,345.4,846.6968841552734,6.9439,1406.40886722,0.0,839439,0.0311131,3760,-0.0393814,0.997741412604
0.0181245,6,343.52,848.7351117134094,6.03369,1401.04022542,0.0,841489,0.0344324,3766,-0.0418835,0.99814802222
0.015672,7,340.5,850.776937007904,7.01822,1390.8602614,0.0,843704,0.0269921,3773,-0.0353831,0.997806547908
0.00275958,7,341.22,852.813262462616,6.65309,1395.16978826,0.0,845813,0.0449439,3780,-0.0415153,0.998423034092
-0.00300956,6,340.31,854.8455030918121,79.7698,1391.42740437,0.0,847544,0.0265345,3786,-0.024811,0.920971669257
-0.0151815,7,338.78,856.879280090332,18.7904,1388.02420264,0.0,849803,0.0529879,3793,-0.0154861,0.995118438732
-0.0422016,7,335.94,858.9346799850464,14.4965,1378.53937534,0.0,851926,0.0351204,3800,-0.0302249,0.99522167258
-0.055585,6,335.6,860.9685189723969,9.96122,1379.08020754,0.0,854013,0.0342635,3806,-0.0450382,0.996611687122
-0.0710428,6,332.29,863.0162372589111,7.69118,1367.37907006,0.0,855855,0.0443199,3812,-0.0440508,0.997780551668
-0.0804978,6,330.78,865.0469536781311,6.35999,1364.30768825,0.0,857891,0.0351861,3818,-0.048106,0.998293316923
-0.0802665,7,325.07,867.0939226150513,218.713,1340.55755128,0.0,859920,0.0182301,3825,-0.0264318,0.921531692147
-0.120891,7,321.95,869.1600501537323,17.9195,1328.84901307,0.0,862060,0.0344267,3832,-0.0266154,0.977238463238
-0.111456,7,317.1,871.2039792537689,11.1587,1311.9965057,0.0,864121,0.0289682,3839,-0.0365807,0.994080248289
-0.132887,6,313.42,873.2186551094055,9.23103,1298.77374823,0.0,865987,0.0340571,3845,-0.0383726,0.996017598081
-0.132873,7,315.16,875.2812161445618,7.11754,1306.8942459,0.0,868275,0.0389421,3852,-0.049857,0.997879589442
-0.157648,6,315.57,877.351804971695,11.7072,1309.62803204,0.0,870310,0.0401428,3858,-0.0312841,0.997239965713
-0.161982,6,314.11,879.3986158370972,14.2318,1305.29271503,0.0,872275,0.0389966,3864,-0.0341448,0.996809843229
-0.166093,7,312.8,881.4700019359589,414.157,1295.60620954,0.0,874353,0.0443215,3871,-0.0294778,0.853238984942
-0.146113,8,310.03,883.5024497509003,302.451,1280.19462758,0.0,876530,0.0324429,3879,-0.0316723,0.908436760306
-0.149684,6,312.24,885.539675951004,16.96,1291.66319952,0.0,878437,0.034633,3885,-0.0147595,0.970142353326
-0.14391,7,310.25,887.5708656311035,20.6988,1283.8445729,0.0,880529,0.0437521,3892,-0.0211322,0.985598243773
-0.165197,7,309.76,889.6332020759583,10.7051,1282.2646799,0.0,882619,0.0413851,3899,-0.0369194,0.996918217279
-0.139348,5,309.47,891.6956555843353,11.1653,1282.87403223,0.0,884270,0.0549028,3904,-0.0480684,0.996105303988
-0.128248,7,310.49,893.7583131790161,167.369,1285.2774701,0.0,886641,0.0190344,3911,-0.025059,0.934508524835
-0.119229,7,308.22,895.8049805164337,136.974,1273.94204929,0.0,888713,0.0699471,3918,-0.0214982,0.954359352589
-0.119984,7,308.27,897.8519835472107,36.0791,1275.77330683,0.0,890747,0.0429815,3925,-0.0323483,0.993624558672
-0.131268,6,308.77,899.9134287834167,23.4845,1276.8495807,0.0,892660,0.035179,3931,-0.0330569,0.983320875093
-0.154022,7,310.43,901.9457983970642,22.4274,1285.73090039,0.0,894879,0.0367543,3938,-0.0346899,0.989145752043
-0.185375,7,308.52,904.0085620880127,22.2889,1276.92488385,0.0,896839,0.0312188,3945,-0.0347913,0.995189850219
-0.15213,7,305.8,906.0470147132874,16.8501,1264.68716941,0.0,898855,0.0308497,3952,-0.0391551,0.996742953314
-0.16421,8,299.34,908.1138889789581,15.1458,1237.25927482,0.0,901036,0.0345626,3960,-0.0429332,0.996916746488
-0.169244,7,299.79,910.1632957458496,24.32,1238.99459436,0.0,903120,0.038798,3967,-0.0324642,0.995466745924
-0.171222,7,300.4,912.2198247909546,8.2025,1248.47563327,0.0,905212,0.0335281,3974,-0.0441993,0.997959597502
-0.182045,6,301.75,914.2498664855957,11.0445,1257.20831772,0.0,906997,0.0400575,3980,-0.0254926,0.997611987637
-0.183883,8,300.11,916.2811315059662,181.134,1248.33018461,0.0,909299,0.0201644,3988,-0.0244884,0.930507831275
-0.140211,6,300.39,918.3445975780487,12.419,1250.77377258,0.0,911204,0.0366672,3994,-0.0260024,0.98959764
-0.145707,7,299.84,920.4093735218048,15.4003,1248.94891396,0.0,913242,0.034848,4001,-0.0322447,0.997117385501
-0.142057,7,295.86,922.476184129715,11.8818,1233.73248708,0.0,915204,0.0394068,4008,-0.0399572,0.996927872067
-0.171468,7,295.6,924.4919273853302,7.28831,1234.15897101,0.0,917360,0.0453413,4015,-0.0428035,0.99835386686
-0.183427,7,296.25,926.556428194046,11.1219,1238.27234177,0.0,919486,0.0378896,4022,-0.0234829,0.99792595394
-0.193093,7,296.31,928.5859205722809,6.41575,1239.99005579,0.0,921587,0.031113,4029,-0.0428676,0.998424735968
-0.195894,6,295.8,930.6528089046478,5.46385,1239.24098489,0.0,923513,0.0342413,4035,-0.0390405,0.998358728713
-0.196317,7,295.66,932.7186586856842,7.79395,1240.49249982,0.0,925563,0.0316815,4042,-0.0345643,0.99835022015
-0.185645,7,296.61,934.7653765678406,10.243,1244.90417706,0.0,927656,0.0407346,4049,-0.0295897,0.997984500136
-0.198047,6,300.54,936.827874660492,4.94111,1262.03765719,0.0,929722,0.0359617,4055,-0.0429866,0.998050401686
-0.215576,6,302.68,938.8763828277588,7.16853,1272.14890586,0.0,931551,0.0284612,4061,-0.044735,0.998506248347
-0.247779,7,303.71,940.941545009613,6.01742,1276.72726129,0.0,933737,0.0321015,4068,-0.0455636,0.9986026939
-0.254362,7,304.16,943.0071291923523,331.665,1277.26495047,0.0,935920,0.268805,4075,-0.0142316,0.926650635898
-0.235133,6,306.45,945.069447517395,8.8597,1286.8654109,0.0,937922,0.0260961,4081,-0.0256013,0.990238593891
-0.241339,5,310.2,947.1008088588715,10.8799,1303.59793883,0.0,939706,0.0385039,4086,-0.0431665,0.996746130986
