EpRewMean,ev_tdlam_before,loss_pol_surr,TimeElapsed,loss_pol_entpen,loss_ent,TimestepsSoFar,EpLenMean,EpisodesSoFar,loss_kl,loss_vf_loss,EpThisIter
7703.76725452,0.329472661018,-0.0106103,334.7504930496216,0.0,-0.42749,384241,826.41,4690,0.0138228,5827.57,3
7751.40498534,0.00128161907196,-0.00797631,336.5159170627594,0.0,-0.432444,386241,831.52,4692,0.0141476,5895.24,2
7953.38568812,0.461390137672,-0.00861398,338.2990882396698,0.0,-0.441322,388919,853.18,4696,0.007304,7859.24,4
8118.14566874,-0.0104835033417,-0.00492522,340.06271862983704,0.0,-0.443835,390919,870.85,4698,0.0362806,5554.4,2
7959.23060708,0.589300602674,-0.00814347,341.8439643383026,0.0,-0.447214,393214,853.8,4702,0.0208135,6247.92,4
7904.41818008,0.505162119865,-0.00840089,343.60958433151245,0.0,-0.440452,394545,847.91,4704,0.00961325,3075.91,2
8001.85477772,0.454430162907,-0.0117553,345.4028596878052,0.0,-0.433534,397197,858.34,4707,0.0128763,5868.98,3
8001.9977673,0.0052255988121,-0.00870194,347.17728424072266,0.0,-0.428138,399197,858.34,4709,0.012628,6194.41,2
8093.18423155,0.00467300415039,-0.00510082,348.95330572128296,0.0,-0.418838,401197,868.11,4711,0.0492691,5452.75,2
8097.34680484,-0.000117659568787,-0.00827503,350.7199442386627,0.0,-0.400386,403197,868.54,4713,0.0164092,5939.01,2
8263.04018369,-0.065612077713,-0.00558222,352.51580238342285,0.0,-0.396078,405197,886.29,4715,0.0190117,5912.7,2
8301.64586409,0.478532135487,-0.0102584,354.2719404697418,0.0,-0.407598,406837,890.42,4717,0.0101766,4385.11,2
8102.15580054,0.42007035017,-0.0158269,356.0552785396576,0.0,-0.437064,409523,869.0,4722,0.0141471,9288.11,5
8015.96473159,0.332963883877,-0.00881229,357.82937121391296,0.0,-0.430948,411597,859.74,4725,0.017743,6379.7,3
8055.30750603,-0.00635731220245,-0.0103132,359.61681389808655,0.0,-0.41925,413597,863.93,4727,0.0159823,5855.15,2
8055.49756908,-0.0153628587723,-0.00617528,361.37538266181946,0.0,-0.419716,415597,863.93,4729,0.0181881,5867.32,2
7989.27639805,0.445280492306,-0.0134798,363.1617262363434,0.0,-0.429949,416886,856.82,4731,0.0132513,4988.68,2
7989.49652551,-0.00109219551086,-0.00453654,364.92226099967957,0.0,-0.414443,418886,856.82,4733,0.0117372,5898.55,2
7991.44033752,0.220930814743,-0.00461866,366.70449137687683,0.0,-0.422525,421643,856.99,4736,0.0090376,7508.58,3
8060.05860589,-0.067929983139,-0.0100774,368.46962094306946,0.0,-0.412104,423643,864.32,4738,0.00762547,5885.74,2
8081.60653403,-0.059966802597,-0.00687365,370.2351117134094,0.0,-0.387952,425643,866.6,4740,0.00950855,5926.05,2
8167.70354748,-0.0205149650574,-0.00818202,372.0000569820404,0.0,-0.351079,427643,875.81,4742,0.0126657,5887.31,2
8167.86591454,-0.0167557001114,-0.00472866,373.7796232700348,0.0,-0.355941,429643,875.81,4744,0.0187778,5895.14,2
8017.55571593,0.470488846302,-0.0115224,375.547415971756,0.0,-0.354232,432031,859.69,4748,0.0156244,5703.78,4
7905.87702105,0.579055339098,-0.00597638,377.31413173675537,0.0,-0.368009,433914,847.7,4752,0.0188329,4918.32,4
7628.23178683,0.732111603022,-0.0137308,379.07856607437134,0.0,-0.387006,435935,817.91,4757,0.00956412,7160.54,5
7516.04754398,0.682964593172,-0.0114698,380.8556225299835,0.0,-0.407379,437659,805.86,4760,0.0170454,4427.53,3
7532.3766308,-0.050234913826,-0.00763791,382.6253128051758,0.0,-0.409346,439659,807.59,4762,0.0196256,5876.59,2
7451.03244041,0.446047008038,-0.00831864,384.3833878040314,0.0,-0.412607,442247,798.84,4766,0.00769698,8707.61,4
