loss_ent,ev_tdlam_before,loss_kl,EpisodesSoFar,loss_pol_entpen,EpRewMean,loss_vf_loss,EpThisIter,EpLenMean,TimestepsSoFar,loss_pol_surr,TimeElapsed
3.24545,0.981048649177,0.0249672,2458,0.0,1199.99385668,58.5976,6,336.83,468932,-0.0624254,467.7492823600769
3.23268,0.970835881308,0.0235029,2465,0.0,1183.5747871,90.0716,7,331.98,470984,-0.0564074,469.7640812397003
3.19997,0.969322452322,0.0333756,2470,0.0,1204.67607171,51.6111,5,337.65,472966,-0.0620603,471.8113811016083
3.18337,0.98810479138,0.0341319,2473,0.0,1226.90865851,26.903,3,343.31,474617,-0.0634473,473.84247970581055
3.14405,0.982884604484,0.0312003,2479,0.0,1244.59534061,59.0814,6,345.26,477022,-0.0638312,475.8741226196289
3.15102,0.962362393737,0.0326506,2484,0.0,1256.2302643,76.5594,5,347.91,478656,-0.0485208,477.9078423976898
3.1275,0.98350500688,0.0304812,2489,0.0,1294.11213627,35.039,5,357.6,481189,-0.0636954,479.92850732803345
3.10038,0.987383443862,0.0261767,2494,0.0,1307.52917156,40.5249,5,361.01,483161,-0.0616124,481.9600450992584
3.08076,0.985408772714,0.0285787,2499,0.0,1331.87442821,41.1371,5,367.26,485277,-0.0660032,483.99135518074036
3.05412,0.980533240363,0.0311335,2503,0.0,1352.7523657,58.0854,4,373.81,487328,-0.0665498,486.03837060928345
3.06673,0.9800358098,0.0279692,2508,0.0,1381.56380931,56.6411,5,381.26,489321,-0.0582383,488.0612823963165
3.04341,0.986652787775,0.0353204,2512,0.0,1406.86745193,46.7803,4,387.11,491238,-0.0575805,490.1039147377014
3.00654,0.990847405978,0.0310996,2518,0.0,1421.48798954,33.2626,6,390.02,493508,-0.0587368,492.1244785785675
3.04076,0.9895816762,0.0274715,2523,0.0,1428.4186173,43.8964,5,391.35,495356,-0.0595053,494.1705894470215
3.02637,0.986229785718,0.0271102,2529,0.0,1439.4282166,45.8527,6,394.01,497471,-0.057016,496.2015931606293
3.02696,0.988986494951,0.034812,2534,0.0,1454.83848405,37.1425,5,397.39,499241,-0.0604407,498.24839997291565
3.00597,0.987235293724,0.0240728,2540,0.0,1482.57248635,33.9981,6,403.51,501619,-0.0566069,500.2801511287689
2.99792,0.993307577912,0.0300408,2544,0.0,1508.56022739,20.4322,4,409.38,503586,-0.0616321,502.31114888191223
2.98606,0.985721756704,0.0292924,2550,0.0,1456.80394713,50.9182,6,393.71,505606,-0.0540538,504.34393095970154
3.01894,0.986921912059,0.0407367,2554,0.0,1490.77017104,41.0565,4,401.77,507796,-0.0508445,506.3926250934601
2.96578,0.992484019138,0.0343807,2559,0.0,1513.11809066,27.8422,5,406.27,509889,-0.0560378,508.4289951324463
2.91362,0.988743104972,0.0339995,2563,0.0,1562.4164323,31.8921,4,417.98,511966,-0.0578979,510.4522662162781
2.89162,0.982049394399,0.0324736,2568,0.0,1547.63838473,37.8222,5,414.21,513624,-0.0579492,512.4869651794434
2.89781,0.992436230648,0.0286766,2572,0.0,1560.69668282,21.3239,4,416.39,515515,-0.0581915,514.5224113464355
2.85345,0.984773319215,0.0404319,2576,0.0,1574.47382536,49.759,4,418.99,517823,-0.0507316,516.5381770133972
2.80936,0.991671621799,0.0335271,2579,0.0,1615.98140567,26.5461,3,428.2,519842,-0.0586852,518.584230184555
2.80552,0.795888692141,0.0283193,2581,0.0,1637.18987857,614.87,2,433.7,521294,-0.0259355,520.616513967514
2.79565,0.418107569218,0.0408603,2583,0.0,1692.58527596,1180.24,2,447.0,523294,-0.0232953,522.6395967006683
2.7463,0.937482632697,0.0326709,2588,0.0,1728.39484369,363.725,5,454.99,526252,-0.0358555,524.6747646331787
2.71015,0.991629098542,0.0389403,2592,0.0,1747.32563549,26.1737,4,457.88,528347,-0.0581201,526.707793712616
2.68406,0.980375902727,0.0329097,2596,0.0,1758.85141227,49.4906,4,460.36,530191,-0.0552576,528.7506630420685
2.7007,0.972391443327,0.0300222,2599,0.0,1766.3262861,33.9018,3,463.49,531626,-0.0604865,530.7798674106598
2.6978,0.858357995749,0.0313334,2602,0.0,1812.03000193,504.093,3,474.77,533884,-0.0307958,532.8112645149231
2.69577,0.796463504434,0.0492332,2604,0.0,1830.65704809,526.957,2,479.13,535653,-0.0293319,534.8602368831635
2.7329,0.861589223146,0.0290825,2607,0.0,1872.33039516,571.126,3,489.15,537796,-0.0280928,536.8815159797668
2.73656,0.649079918861,0.0500462,2610,0.0,1922.13932952,1020.68,3,501.88,540421,-0.0319288,538.9290764331818
2.75314,0.773504331708,0.0444208,2612,0.0,1939.30959463,603.328,2,506.12,541850,-0.032528,540.9521374702454
2.74939,0.85476963222,0.0464078,2615,0.0,1999.7507135,578.327,3,520.94,544431,-0.0291599,542.9710116386414
2.73422,0.984778999351,0.0512569,2618,0.0,2029.74250907,31.6222,3,527.37,546245,-0.0603206,545.0068323612213
2.72995,0.896102979779,0.0413526,2622,0.0,2066.09978987,597.695,4,535.51,548616,-0.036557,547.0384554862976
2.72615,0.86881570518,0.0782921,2625,0.0,2099.23325884,487.713,3,542.62,550429,-0.0123837,549.0771327018738
2.73226,0.207455694675,0.0470386,2627,0.0,2156.85838764,913.704,2,556.89,552429,-0.0354996,551.1095042228699
2.72685,0.718744844198,0.0618252,2629,0.0,2199.67863469,626.904,2,567.81,554252,-0.0246791,553.1430776119232
2.74563,0.896209545434,0.0376288,2634,0.0,2237.64758633,397.555,5,577.84,557025,-0.0451869,555.1634609699249
2.69251,0.982830809429,0.040674,2637,0.0,2232.99193578,40.183,3,576.44,558240,-0.063027,557.203054189682
2.71026,0.677428632975,0.0325922,2640,0.0,2300.54135755,1073.07,3,593.29,560948,-0.0315705,559.2333908081055
2.68497,0.853355512023,0.0336444,2643,0.0,2324.46955182,582.955,3,599.89,562957,-0.0379977,561.2795357704163
2.68478,0.790639743209,0.0260977,2645,0.0,2336.50225224,605.839,2,602.71,564249,-0.0315536,563.3183715343475
2.69507,0.866866022348,0.0328994,2649,0.0,2383.59181524,648.3,4,614.33,566716,-0.0319846,565.354104757309
2.72942,0.639494538307,0.0310549,2652,0.0,2416.18532861,1084.88,3,622.64,568927,-0.0343709,567.3896341323853
2.7085,0.812799021602,0.0498575,2654,0.0,2446.92482409,556.872,2,629.74,570770,-0.0202164,569.4387447834015
2.69743,0.886055752635,0.0586271,2658,0.0,2475.44150453,616.807,4,637.58,573285,-0.0309002,571.4758083820343
2.69444,0.779759481549,0.0356087,2660,0.0,2503.23836555,613.749,2,644.17,574982,-0.0302676,573.5224754810333
2.66578,0.421316146851,0.0464366,2662,0.0,2550.4837148,1179.85,2,655.56,576982,-0.0302786,575.5538330078125
2.65514,0.791987299919,0.0426523,2664,0.0,2595.1243024,585.213,2,666.37,578818,-0.0297591,577.5849421024323
2.60786,0.907459437847,0.0378783,2668,0.0,2650.90155206,391.232,4,678.96,581520,-0.0428369,579.6159346103668
2.59198,0.985253509134,0.0415528,2671,0.0,2653.09408671,43.0585,3,679.38,582915,-0.0648985,581.6479358673096
2.59465,0.863063454628,0.0332664,2674,0.0,2670.84206758,692.458,3,683.1,585068,-0.0341522,583.6710059642792
2.57124,0.98628826905,0.0419231,2679,0.0,2641.50309347,50.8477,5,675.92,587434,-0.0639711,585.7086713314056
2.57303,0.743533164263,0.032555,2681,0.0,2668.33103193,749.336,2,681.4,589434,-0.0308031,587.7333188056946
2.58966,0.982443032786,0.0377731,2684,0.0,2620.353062,41.8772,3,668.91,591185,-0.06437,589.7642674446106
2.56896,0.977069452405,0.0326536,2690,0.0,2599.54253204,95.69,6,663.67,593612,-0.0657244,591.7951767444611
2.54598,0.975063361228,0.034145,2695,0.0,2590.98168422,91.9711,5,661.7,595835,-0.0655645,593.8271551132202
2.53083,0.980612149462,0.0300598,2697,0.0,2614.21151642,32.7144,2,666.0,597170,-0.052365,595.8768813610077
2.53107,0.911036275327,0.03874,2703,0.0,2554.17184118,731.957,6,649.43,599827,-0.0381856,597.9126708507538
2.5338,0.65485945344,0.0449428,2706,0.0,2548.46720047,1194.69,3,646.01,602049,-0.0380739,599.9399878978729
2.52491,0.956075899303,0.0306199,2711,0.0,2472.01287241,88.6269,5,626.04,604025,-0.0647408,601.9897599220276
2.52204,0.892541334033,0.0748513,2715,0.0,2438.91376733,686.277,4,617.01,606132,-0.0282771,604.0211071968079
2.51574,0.971855698153,0.0326833,2723,0.0,2319.61834998,124.665,8,589.85,608143,-0.0706103,606.053524017334
2.48546,0.97918375954,0.0406975,2727,0.0,2261.41614259,54.1996,4,575.12,609941,-0.0571525,608.0839576721191
2.4798,0.794913232327,0.0314492,2729,0.0,2265.36714791,706.758,2,574.37,611689,-0.0326074,610.1163127422333
2.43096,0.979983175173,0.0373233,2732,0.0,2291.91345041,44.6559,3,578.57,614288,-0.0552399,612.1466987133026
2.43102,0.338643908501,0.0490064,2734,0.0,2355.02990713,1049.96,2,592.63,616288,-0.0280808,614.19473695755
2.43801,0.886850550771,0.0544099,2738,0.0,2356.10630433,440.174,4,592.22,618462,-0.0422375,616.2334861755371
2.44406,0.775829613209,0.0442268,2740,0.0,2353.43887893,667.691,2,591.17,620065,-0.0382676,618.2676429748535
2.43783,0.973289312795,0.0429963,2744,0.0,2333.77307723,56.7704,4,585.0,622457,-0.0527687,620.3115830421448
2.44163,0.813911452889,0.0263967,2746,0.0,2343.78744693,702.823,2,587.39,623988,-0.0346455,622.330164194107
2.45546,0.374945402145,0.0412415,2748,0.0,2375.87219408,1155.91,2,594.48,625988,-0.0281029,624.3821527957916
2.44701,0.918744109571,0.0451162,2751,0.0,2374.83184259,255.873,3,592.8,627996,-0.0415296,626.4164216518402
2.47086,0.785499989986,0.0383112,2755,0.0,2363.94011362,1109.75,4,589.91,630613,-0.0368428,628.4514267444611
2.42672,0.853710845113,0.0306665,2757,0.0,2382.0297612,214.648,2,593.44,632275,-0.0443058,630.4834339618683
2.41063,0.701851010323,0.0649014,2760,0.0,2394.92407554,974.624,3,595.11,634493,-0.0352265,632.5180988311768
2.42261,0.708720892668,0.0365923,2763,0.0,2373.6535601,1234.6,3,588.99,636717,-0.0333581,634.5524508953094
2.43295,0.315413057804,0.0584417,2765,0.0,2375.31631443,1290.9,2,588.99,638717,-0.0268572,636.5778164863586
2.44969,0.956500738859,0.0630843,2767,0.0,2409.78945848,51.0814,2,596.41,640388,-0.0494671,638.6234455108643
2.47512,0.689376682043,0.0505307,2770,0.0,2424.84399197,1285.07,3,600.03,642637,-0.0369365,640.6634483337402
2.49555,0.323091745377,0.0410202,2772,0.0,2458.3115329,1301.02,2,607.99,644637,-0.0286756,642.6820681095123
2.51046,0.691337287426,0.0254108,2775,0.0,2469.18906663,783.552,3,610.49,646904,-0.0338665,644.7178161144257
2.51609,0.300995409489,0.0471347,2777,0.0,2531.02224743,1175.26,2,625.06,648904,-0.0323624,646.748227596283
2.52379,0.813995093107,0.0254596,2779,0.0,2550.57482619,595.032,2,629.93,650427,-0.0343632,648.7796969413757
2.53803,0.298435330391,0.0606826,2781,0.0,2550.42901108,1289.0,2,629.93,652427,-0.0218894,650.8109912872314
2.58949,0.239915370941,0.043461,2783,0.0,2600.19899745,1211.58,2,641.64,654427,-0.0280076,652.8423101902008
2.60241,0.785524427891,0.0398898,2787,0.0,2595.69776682,1227.26,4,641.01,657049,-0.0291431,654.8737018108368
2.63017,0.201318025589,0.0537915,2789,0.0,2664.54819637,1166.92,2,656.86,659049,-0.0324051,656.9060552120209
2.63227,0.712962418795,0.0335934,2792,0.0,2712.95107706,1251.9,3,668.99,661170,-0.0380121,658.9543073177338
2.63805,0.314944982529,0.03191,2794,0.0,2759.35816612,740.663,2,679.91,663170,-0.0297987,660.9863781929016
2.61324,0.266133725643,0.106619,2796,0.0,2780.48298726,993.469,2,684.95,665170,-0.0241148,663.0068669319153
2.59978,0.313585937023,0.0338618,2798,0.0,2798.95164217,953.793,2,690.0,667170,-0.0356003,665.0375468730927
2.60511,0.179834544659,0.0321765,2800,0.0,2860.38587949,1244.43,2,704.92,669170,-0.0311287,667.0853412151337
2.61495,0.308748424053,0.0421564,2802,0.0,2908.74969157,1026.68,2,716.75,671170,-0.0321372,669.1239438056946
2.60353,0.603307783604,0.0634782,2805,0.0,2940.31526713,1204.82,3,724.98,673547,-0.0364599,671.1556270122528
2.59459,0.238737285137,0.0384743,2807,0.0,2969.75734127,1117.99,2,732.93,675547,-0.0297338,673.1904668807983
2.59883,0.839472785592,0.0466118,2810,0.0,2984.72764516,625.702,3,736.93,677399,-0.0402025,675.2237324714661
2.59692,0.793207734823,0.0455555,2812,0.0,3035.60051616,574.156,2,749.26,679122,-0.0229591,677.249184846878
2.59837,0.770127609372,0.708146,2815,0.0,3065.80431107,731.105,3,757.83,681915,0.0342152,679.3138716220856
2.62279,0.215860247612,0.0401198,2817,0.0,3132.67421934,1110.11,2,773.93,683915,-0.033618,681.3353281021118
2.60717,0.839760035276,0.0524739,2820,0.0,3174.58059133,337.643,3,784.57,685622,-0.0432617,683.3896625041962
2.61325,0.811432287097,0.0344817,2823,0.0,3214.34524886,639.731,3,794.33,687576,-0.0460247,685.423727273941
2.60027,0.846641212702,0.0329888,2826,0.0,3250.99369614,629.212,3,804.11,690107,-0.0335666,687.4684689044952
2.62106,0.265925049782,0.0583808,2828,0.0,3279.31604917,1137.11,2,811.66,692107,-0.0266697,689.5498912334442
2.60931,0.246950507164,0.0368199,2830,0.0,3289.79326271,1185.37,2,815.5,694107,-0.0324944,691.5907900333405
2.61693,0.974017409608,0.0324033,2833,0.0,3249.34093157,44.4315,3,807.53,696041,-0.0601417,693.6241436004639
2.59113,0.974356887862,0.0358224,2837,0.0,3251.19043164,46.2293,4,808.97,698359,-0.0597215,695.6704792976379
2.59957,0.983563385904,0.0324227,2840,0.0,3221.32275361,41.3045,3,801.77,700242,-0.0550196,697.7018256187439
2.59031,0.816247344017,0.0266342,2843,0.0,3234.20712743,696.77,3,805.01,702353,-0.038234,699.7340774536133
2.59523,0.797630488873,0.0301685,2845,0.0,3235.60651134,675.295,2,805.9,703578,-0.0332122,701.7796127796173
2.58731,0.70513060689,0.0418643,2848,0.0,3212.17535733,1202.59,3,800.52,706040,-0.0346323,703.8110663890839
2.58882,0.893822297454,0.0396496,2852,0.0,3185.78974676,625.82,4,795.7,708566,-0.0425223,705.8508102893829
2.60463,0.32461899519,0.0422924,2854,0.0,3243.09694317,1243.62,2,809.53,710566,-0.0308689,707.8987946510315
2.538,0.973865818232,0.0442971,2856,0.0,3224.73901734,39.3481,2,805.57,711832,-0.0624935,709.9203689098358
2.52545,0.68060657382,0.0525527,2859,0.0,3188.46101742,1171.44,3,798.13,714088,-0.0309004,711.9675931930542
2.49908,0.959661725909,0.0521825,2863,0.0,3187.52124612,71.8522,4,799.26,716643,-0.0607046,713.9897015094757
2.50299,0.853218317032,0.0362941,2866,0.0,3142.72906797,645.379,3,790.18,718671,-0.0355355,716.0221605300903
2.48201,0.68367433548,0.0339472,2869,0.0,3114.58893836,1154.98,3,784.88,720876,-0.0360165,718.0528657436371
2.4943,0.355018377304,0.0299447,2871,0.0,3144.64095365,1067.34,2,792.39,722876,-0.032986,720.083621263504
2.49304,0.0951896309853,0.0447856,2873,0.0,3142.37582955,1119.54,2,792.39,724876,-0.0393258,722.1315052509308
2.47871,0.760881647468,0.0292832,2875,0.0,3144.05470261,194.166,2,793.5,726254,-0.0418644,724.1785619258881
2.51806,0.660612642765,0.0439574,2878,0.0,3148.29355995,1135.25,3,795.23,728950,-0.0342726,726.2176558971405
2.51414,0.924703672528,0.0417297,2881,0.0,3110.88857562,167.167,3,786.95,731122,-0.057319,728.2486665248871
2.50757,0.767079234123,0.0318589,2883,0.0,3108.82257106,657.992,2,786.95,733122,-0.0369581,730.2957692146301
2.52711,0.874387472868,0.0433998,2886,0.0,3084.89839403,638.574,3,781.76,734814,-0.0414225,732.3156337738037
2.53899,0.929431729019,0.0343099,2890,0.0,3030.14699181,234.936,4,769.89,737038,-0.048908,734.3491270542145
2.50965,0.878073975444,0.0324507,2893,0.0,3037.26935412,343.932,3,771.23,739293,-0.0350287,736.3805696964264
2.49786,0.851600930095,0.0300593,2896,0.0,2992.3781446,646.863,3,761.1,741280,-0.0404301,738.4130663871765
2.44474,0.883934624493,0.0358519,2900,0.0,2913.34007355,471.117,4,742.47,743417,-0.0481157,740.460009098053
2.44151,0.32296693325,0.0413905,2902,0.0,2912.79844533,1164.7,2,742.47,745417,-0.0364067,742.4912719726562
2.44144,0.870713621378,0.0368696,2905,0.0,2873.8355576,280.225,3,733.68,746915,-0.0492557,744.5226891040802
2.43381,0.84517480433,0.032979,2908,0.0,2841.38194879,643.354,3,725.19,749066,-0.0404822,746.5539665222168
2.40287,0.819999754429,0.034032,2911,0.0,2841.25055727,578.572,3,725.2,750919,-0.0430376,748.6017844676971
2.39079,0.902005553246,0.034453,2916,0.0,2767.61439662,630.016,5,707.28,753643,-0.044939,750.6393032073975
2.38258,0.79445463419,0.0438685,2918,0.0,2786.19980089,617.963,2,711.08,755507,-0.0402597,752.6702425479889
2.39224,0.891914688051,0.048416,2922,0.0,2787.78281769,638.908,4,711.46,757722,-0.0369939,754.7014887332916
2.43568,0.297371029854,0.0431431,2924,0.0,2797.09023392,1158.84,2,713.71,759722,-0.0311673,756.7345674037933
2.4359,0.841493338346,0.748874,2927,0.0,2750.8357765,587.562,3,702.75,761382,-0.0110319,758.7639167308807
2.42207,0.755092039704,0.029637,2929,0.0,2731.74289999,432.174,2,699.98,763105,-0.0433116,760.8107719421387
2.40481,0.879709981382,0.031869,2933,0.0,2716.25262038,509.096,4,697.58,765799,-0.0469567,762.8426811695099
2.39494,0.953101687133,0.0330698,2937,0.0,2692.99542043,102.169,4,693.12,767671,-0.0655549,764.8796989917755
2.36377,0.964699447155,0.0371109,2939,0.0,2699.35637002,56.3139,2,695.99,769426,-0.0760088,766.9116439819336
2.37604,0.84721635282,0.025956,2942,0.0,2707.87305837,302.409,3,699.88,771660,-0.0500714,768.9593532085419
2.3608,0.956839814782,0.0371376,2947,0.0,2630.24800476,142.634,5,681.99,773777,-0.0655155,770.9912865161896
2.30983,0.932674944401,0.0358282,2950,0.0,2614.54200125,120.692,3,678.7,775764,-0.0662583,773.0209341049194
2.32246,0.915370471776,0.0345455,2952,0.0,2650.40608486,84.8486,2,687.71,777337,-0.0651765,775.0538744926453
2.31348,0.852923572063,0.0276759,2955,0.0,2615.04599061,524.548,3,680.69,779367,-0.0425987,777.0849039554596
2.30239,0.665385663509,0.0273778,2958,0.0,2643.88148804,891.462,3,689.87,782075,-0.0422373,779.1158952713013
2.30916,0.736230969429,0.0302254,2960,0.0,2637.70355196,566.078,2,689.52,783887,-0.0455288,781.147864818573
2.279,0.159690082073,0.0274379,2962,0.0,2673.36872111,1038.63,2,699.51,785887,-0.0400638,783.1811056137085
2.29037,0.166561126709,0.0347868,2964,0.0,2682.42028077,1033.95,2,702.44,787887,-0.0363934,785.2178146839142
2.26341,0.768609330058,0.0389999,2966,0.0,2706.28397427,517.983,2,709.28,789599,-0.0438902,787.2499444484711
2.21258,0.906308449805,0.0407625,2969,0.0,2715.39072744,53.2997,3,713.23,792199,-0.0599834,789.2961962223053
2.18702,0.412339925766,0.0350263,2971,0.0,2706.3803642,1026.95,2,713.23,794199,-0.0411156,791.3109338283539
2.1885,0.825769111514,0.0449556,2974,0.0,2696.71047285,562.195,3,711.97,796451,-0.0430852,793.3581745624542
2.159,0.879385724664,0.0312225,2977,0.0,2649.66864539,260.423,3,701.49,798403,-0.0476724,795.3895950317383
2.13817,0.784574538469,0.107683,2979,0.0,2661.72851823,580.56,2,705.14,799823,-0.0334901,797.4368913173676
2.0899,0.963165991008,0.044627,2983,0.0,2600.15933182,107.704,4,691.19,802241,-0.0739846,799.4715387821198
2.06691,0.964865613729,0.0351835,2988,0.0,2557.55913897,109.762,5,681.64,804555,-0.0683458,801.5065371990204
2.09941,0.966582797468,0.0361068,2992,0.0,2552.15585397,111.109,4,680.16,806764,-0.0615888,803.5366208553314
2.11349,0.964030764997,0.0361437,2995,0.0,2545.19743904,93.2042,3,678.95,808904,-0.0713874,805.5687115192413
2.05785,0.978479318321,0.036071,2998,0.0,2566.33959925,65.9261,3,683.42,810436,-0.063702,807.6003332138062
2.06875,0.662429869175,0.0320783,3001,0.0,2563.12961381,1103.18,3,682.42,812659,-0.0373022,809.6363658905029
2.10579,0.974493471906,0.0436009,3006,0.0,2516.74400727,54.3006,5,670.28,814873,-0.0711852,811.6764266490936
2.11763,0.964082062244,0.0345963,3010,0.0,2483.13015722,103.645,4,662.7,816969,-0.062696,813.6931779384613
2.08152,0.963273722678,0.0370119,3014,0.0,2492.40172558,92.2284,4,665.24,818900,-0.0667896,815.7327706813812
2.08786,0.460345327854,0.049991,3016,0.0,2520.95530873,685.766,2,672.57,820900,-0.046649,817.7794413566589
2.07323,0.954115848988,0.0350569,3019,0.0,2504.06772358,154.762,3,668.36,822638,-0.0600621,819.8111894130707
2.07617,0.828353390098,0.0312004,3022,0.0,2508.74566435,579.669,3,669.43,824665,-0.0388847,821.8590180873871
2.06922,0.772832736373,0.0333739,3026,0.0,2509.66768959,1118.95,4,669.97,827379,-0.0386931,823.8772778511047
2.06505,0.85846953094,0.0462782,3028,0.0,2502.73132585,135.319,2,666.7,829052,-0.0483562,825.944566488266
2.0358,0.844003513455,0.0389986,3031,0.0,2510.36276302,602.684,3,667.01,831154,-0.0453568,827.9908494949341
2.03188,0.854829609394,0.0458266,3034,0.0,2526.67983846,557.619,3,669.72,833030,-0.0379956,830.022255897522
2.03766,0.643415600061,0.0389554,3037,0.0,2555.07927022,1032.79,3,675.96,835267,-0.0324068,832.0538144111633
1.97921,0.928984329104,0.0468575,3039,0.0,2552.65041898,117.055,2,674.11,836837,-0.0576947,834.0854048728943
1.98276,0.783090770245,0.0380341,3043,0.0,2546.38808783,1108.26,4,671.21,839275,-0.0428297,836.1406033039093
1.97187,0.86419609189,0.285367,3046,0.0,2596.67218275,520.279,3,682.91,841672,-0.0142706,838.1609961986542
1.96034,0.978440893814,0.0422247,3050,0.0,2584.70427739,47.7339,4,679.58,843722,-0.070898,840.2259163856506
1.95969,0.980583278462,0.036157,3053,0.0,2552.44237207,68.2681,3,670.71,845408,-0.0695206,842.2580962181091
1.92297,0.975698081776,0.033517,3057,0.0,2512.44548358,88.8516,4,658.96,847263,-0.0689697,844.2960007190704
1.92997,0.670549571514,0.0274617,3060,0.0,2516.83907928,1041.83,3,658.87,849774,-0.0393101,846.3298947811127
1.92886,0.969909405336,0.0388194,3065,0.0,2423.00690158,78.9187,5,633.07,851906,-0.0729157,848.3663182258606
1.93518,0.871937900782,0.0466044,3068,0.0,2404.25709425,601.435,3,627.11,853910,-0.034639,850.4133501052856
1.92511,0.650533050299,0.0238043,3070,0.0,2414.92582501,593.039,2,627.11,855910,-0.0437248,852.4373393058777
1.91304,0.806303888559,0.0364613,3072,0.0,2422.86430973,618.493,2,626.49,857848,-0.0397993,854.4841377735138
1.90907,0.80721566081,0.0332643,3074,0.0,2448.85467516,512.596,2,631.38,859589,-0.0328951,856.5095083713531
1.87547,0.969650857151,0.0460423,3077,0.0,2448.48006824,87.7976,3,629.83,861386,-0.0654157,858.5453486442566
1.86459,0.339893698692,0.027454,3079,0.0,2478.01917611,1071.65,2,635.63,863386,-0.0372834,860.5767805576324
1.88709,0.308535277843,0.261582,3081,0.0,2509.54814426,1238.62,2,642.55,865386,0.00226547,862.6077868938446
1.92145,0.87045095861,0.035519,3084,0.0,2535.27504502,596.817,3,647.88,867745,-0.0380544,864.6395201683044
1.9006,0.860538184643,0.0351552,3087,0.0,2575.0420382,622.144,3,657.05,869688,-0.0415231,866.6716327667236
1.89423,0.679833441973,0.0384797,3090,0.0,2608.88368014,1247.75,3,664.3,872115,-0.046927,868.7261235713959
1.89929,0.872128352523,0.0313278,3093,0.0,2622.67661768,638.854,3,666.78,874112,-0.0358719,870.748393535614
1.85111,0.255317687988,0.0366781,3095,0.0,2645.45367129,1190.81,2,672.08,876112,-0.0328005,872.7956969738007
1.83903,0.413205623627,0.0326369,3097,0.0,2684.08616162,971.357,2,680.95,878112,-0.0326275,874.8358843326569
1.82294,0.90007635951,0.045094,3103,0.0,2619.07231519,687.226,6,665.45,880548,-0.0536352,876.8584871292114
1.8036,0.252089560032,0.0483222,3105,0.0,2676.5597889,1217.99,2,678.89,882548,-0.0420783,878.8920814990997
1.78918,0.976994445547,0.0561508,3110,0.0,2651.11114165,78.9434,5,672.16,884185,-0.0746799,880.929149389267
1.80243,0.897448569536,0.0298604,3112,0.0,2690.1310944,176.533,2,680.75,885818,-0.0406785,882.967848777771
1.80166,0.658133238554,0.0406893,3115,0.0,2703.60406683,994.848,3,682.83,888183,-0.0374599,885.0013706684113
1.83179,0.859415397048,0.0373585,3118,0.0,2708.17880381,702.715,3,683.3,890192,-0.0430184,887.0227200984955
1.79465,0.978514270857,0.0466572,3120,0.0,2726.70127806,47.2946,2,687.04,892016,-0.0670913,889.0547261238098
1.74888,0.855717614293,0.0354681,3126,0.0,2669.00586932,1244.58,6,672.73,894652,-0.0550589,891.0924787521362
1.77191,0.691371142864,0.0386463,3129,0.0,2655.58183987,1011.71,3,669.0,896952,-0.0388539,893.1237881183624
1.74908,0.87272156775,0.0509512,3132,0.0,2629.0662925,624.96,3,662.94,898448,-0.036973,895.1551465988159
1.73605,0.682522982359,0.0388244,3135,0.0,2659.35826644,1176.53,3,669.32,900962,-0.0324515,897.2020664215088
1.726,0.816649064422,0.0391842,3137,0.0,2668.50797434,584.484,2,671.35,902402,-0.0375087,899.2334125041962
1.73117,0.798026889563,0.0372266,3139,0.0,2681.59199813,653.347,2,674.33,904270,-0.0352526,901.2640466690063
1.69709,0.658370763063,0.0274798,3141,0.0,2716.34846564,1227.1,2,682.13,906270,-0.0403663,903.2955801486969
1.69444,0.655274808407,0.405003,3144,0.0,2776.316662,678.414,3,695.28,909269,-0.031803,905.3296971321106
1.68678,0.813363075256,0.0253665,3146,0.0,2769.74218699,627.781,2,693.68,911040,-0.0360778,907.3648030757904
1.69121,0.177422702312,0.0387259,3148,0.0,2822.46865421,1185.49,2,705.68,913040,-0.0344859,909.3981854915619
1.68651,0.788892015815,0.0462365,3150,0.0,2855.63442859,670.284,2,713.17,915039,-0.0317811,911.4544003009796
1.657,0.785434916615,0.0321228,3152,0.0,2890.09421007,613.5,2,720.97,916755,-0.0388042,913.4757947921753
1.64642,0.265197336674,0.0520938,3154,0.0,2911.72433629,812.712,2,726.26,918755,-0.0293848,915.5224606990814
1.61909,0.833668798208,0.0485746,3158,0.0,2932.21989084,746.515,4,730.52,921315,-0.0479293,917.5534541606903
1.60745,0.662029117346,0.0428359,3161,0.0,2930.23775212,1257.82,3,729.86,923440,-0.0363941,919.5688934326172
1.61215,0.80839574337,0.049486,3163,0.0,2946.14074922,650.755,2,733.61,924814,-0.0321003,921.614732503891
1.60902,0.772412404418,0.0439975,3165,0.0,3013.96658743,735.47,2,749.08,926814,-0.0386737,923.6477541923523
1.59222,0.872178524733,0.0355056,3168,0.0,3035.51859278,658.775,3,753.04,929214,-0.0339988,925.6865563392639
1.62503,0.205396354198,0.0753474,3170,0.0,3036.76044211,1184.03,2,753.04,931214,-0.0296985,927.7335238456726
1.66331,0.811259046197,0.0420408,3172,0.0,3026.45021547,674.866,2,750.71,932919,-0.0283761,929.7952749729156
1.70965,0.675106048584,0.0531478,3175,0.0,3035.61785902,1300.42,3,752.83,935668,-0.0192507,931.8236784934998
1.67519,0.621825784445,0.0408451,3178,0.0,3048.70245866,1230.43,3,755.87,937973,-0.0372145,933.8590619564056
1.65229,0.330003857613,0.045823,3180,0.0,3050.55135056,1182.71,2,755.87,939973,-0.0296154,935.8921551704407
