loss_ent,EpLenMean,loss_pol_surr,loss_kl,ev_tdlam_before,loss_vf_loss,EpThisIter,TimestepsSoFar,EpRewMean,loss_pol_entpen,TimeElapsed,EpisodesSoFar
3.76693,393.31,-0.0600645,0.02689,0.994569592644,13.4321,4,456466,1405.65756021,0.0,460.98439836502075,2312
3.75529,392.03,-0.0513353,0.0240892,0.994120699354,10.8796,5,458480,1403.74204059,0.0,463.0321397781372,2317
3.79064,391.32,-0.0532271,0.0284416,0.993177975528,16.298,5,460591,1401.07924639,0.0,465.08140540122986,2322
3.7485,398.67,-0.0611378,0.0280545,0.994660708122,10.1743,4,462658,1429.04859783,0.0,467.13203859329224,2326
3.7186,394.06,-0.0568004,0.0392962,0.993816475384,17.4468,5,464657,1414.78409632,0.0,469.1945323944092,2331
3.71361,394.21,-0.0523743,0.0280731,0.990074718371,24.2073,6,466783,1414.94510086,0.0,471.25649094581604,2337
3.67989,389.83,-0.0541958,0.0255309,0.992772285361,14.5227,5,468600,1399.38591512,0.0,473.3051664829254,2342
3.64112,386.05,-0.0591843,0.0246159,0.991689491086,17.394,6,470966,1385.53781294,0.0,475.36644434928894,2348
3.66331,383.59,-0.0541967,0.0249679,0.984288698062,34.8307,5,472740,1375.44616444,0.0,477.41492795944214,2353
3.67395,385.08,-0.0489333,0.0295664,0.989059300162,25.568,5,474841,1381.1633971,0.0,479.46917366981506,2358
3.67831,388.37,-0.0469875,0.0279412,0.990049221553,24.9227,5,476704,1393.78994638,0.0,481.51612639427185,2363
3.67068,386.78,-0.0602262,0.0314411,0.988848745823,24.2989,7,479008,1386.60119801,0.0,483.586829662323,2370
3.68156,389.84,-0.0491668,0.0291718,0.990625608712,23.0391,5,481035,1397.04142054,0.0,485.633752822876,2375
3.70477,391.6,-0.0554573,0.0314344,0.990793748759,19.1165,7,483306,1405.86787164,0.0,487.680052280426,2382
3.66254,396.01,-0.0606834,0.033806,0.994194408879,11.9466,4,485131,1423.9175221,0.0,489.7426235675812,2386
3.63953,389.64,-0.0511474,0.0283199,0.988919176161,25.055,6,486919,1398.14624426,0.0,491.78854727745056,2392
3.62406,390.2,-0.0597544,0.0329743,0.994369762018,16.7981,6,489320,1401.96750154,0.0,493.85229992866516,2398
3.61394,387.82,-0.0539775,0.0259515,0.992947021499,17.3438,5,491081,1394.88610044,0.0,495.89924812316895,2403
3.59689,385.0,-0.0584432,0.0323027,0.994781236164,13.831,6,493321,1385.97240126,0.0,497.96182441711426,2409
3.59094,379.04,-0.0527008,0.0248342,0.989626369439,23.8661,6,495548,1365.57741127,0.0,500.01606154441833,2415
3.59042,374.08,-0.0567756,0.0334165,0.995043233503,11.8246,6,497563,1347.77336844,0.0,502.0943908691406,2421
3.56264,360.29,-0.057374,0.035367,0.986364657059,33.841,7,499483,1295.74284131,0.0,504.1409659385681,2428
3.55058,365.05,-0.0527286,0.0273968,0.995281792246,11.6879,4,501542,1316.13891199,0.0,506.2033746242523,2432
3.5276,367.84,-0.0482618,0.0263552,0.992449886631,18.5769,5,503567,1326.51696961,0.0,508.2539269924164,2437
3.53593,371.18,-0.0573141,0.0293387,0.993716331199,17.6238,5,505718,1338.17428585,0.0,510.30390334129333,2442
3.50686,369.58,-0.059922,0.0275598,0.991185519844,13.602,5,507629,1333.22201655,0.0,512.3508780002594,2447
3.46714,370.35,-0.0565296,0.0258744,0.992577332538,17.2276,6,509775,1337.19690093,0.0,514.4146506786346,2453
3.42533,368.21,-0.0636594,0.0282571,0.993744195905,19.2568,6,511975,1328.60213726,0.0,516.4671437740326,2459
3.41189,370.89,-0.0505763,0.0303906,0.993633681443,13.1666,4,513793,1339.63357659,0.0,518.5162961483002,2463
3.38667,375.9,-0.0551707,0.0294084,0.992030728608,16.0296,4,515691,1360.67251437,0.0,520.5632269382477,2467
3.39354,385.16,-0.0483945,0.0292727,0.993052333593,13.9253,4,517894,1395.80780454,0.0,522.6102058887482,2471
3.3885,391.48,-0.0394193,0.0241673,0.963961381465,105.628,4,520183,1416.63629261,0.0,524.6749651432037,2475
3.38257,393.92,-0.0556144,0.0288848,0.979476286098,27.5601,5,521966,1424.89460496,0.0,526.7276210784912,2480
3.35021,392.86,-0.0538599,0.0268011,0.993785951752,25.0781,5,523889,1418.61964462,0.0,528.781905412674,2485
3.30973,402.15,-0.0308853,0.021473,0.918596744537,158.296,3,526030,1452.64994846,0.0,530.8288385868073,2488
3.27583,408.9,-0.0571337,0.0344248,0.985467130318,22.3203,5,528345,1479.03829592,0.0,532.8986010551453,2493
3.26779,410.62,-0.0523154,0.0355626,0.990582711063,23.6683,4,530006,1483.42680712,0.0,534.9376425743103,2497
3.25394,415.67,-0.0590493,0.0305973,0.989268478006,27.5132,5,532311,1500.48882382,0.0,537.0010771751404,2502
3.25533,416.09,-0.0624204,0.0319946,0.992844483349,17.1632,5,534341,1502.7435405,0.0,539.0471243858337,2507
3.22538,420.85,-0.062684,0.0313639,0.99221056886,18.9428,4,536233,1518.88102251,0.0,541.0940909385681,2511
3.17851,423.62,-0.0613323,0.0304634,0.993528814986,14.306,5,538344,1527.57473212,0.0,543.1410481929779,2516
3.21018,426.65,-0.060109,0.0271279,0.993170154747,17.5785,6,540516,1537.42377827,0.0,545.2037284374237,2522
3.14665,434.43,-0.0589733,0.0351398,0.99658611021,10.1224,5,542656,1568.95498092,0.0,547.2507140636444,2527
3.17469,421.05,-0.06087,0.0265735,0.990666970611,24.0622,7,544559,1517.27175077,0.0,549.3125443458557,2534
3.17922,414.89,-0.0591382,0.02537,0.995328098536,12.777,6,546480,1494.28398266,0.0,551.3594465255737,2540
3.16902,417.36,-0.0590973,0.0362815,0.994223258458,11.4258,5,548662,1504.74362698,0.0,553.4220480918884,2545
3.1725,414.26,-0.0581446,0.0262736,0.994944952894,18.5173,7,550780,1493.4115061,0.0,555.4846768379211,2552
3.14918,414.22,-0.054948,0.0324659,0.997169201262,6.88724,5,552838,1495.2018494,0.0,557.5472254753113,2557
3.14695,410.79,-0.057206,0.0295721,0.993858831935,16.7527,6,554872,1483.0557708,0.0,559.6022927761078,2563
3.16134,406.44,-0.0557237,0.0271391,0.993641652167,12.4854,5,556967,1465.79358762,0.0,561.6648483276367,2568
3.14518,398.31,-0.0471869,0.0357703,0.993871008046,17.6937,4,558725,1436.84119741,0.0,563.7118768692017,2572
3.13379,398.22,-0.0614865,0.0368944,0.994558356237,18.282,6,561092,1438.43498973,0.0,565.7595841884613,2578
3.10447,395.12,-0.0638192,0.0310917,0.993643814698,20.8674,6,563051,1425.915871,0.0,567.8132042884827,2584
3.08892,385.14,-0.0465234,0.0321835,0.98654965777,29.9458,5,565150,1390.56495041,0.0,569.8637475967407,2589
3.06277,380.83,-0.057052,0.0375918,0.991783369333,15.0916,6,567125,1375.75264875,0.0,571.9226305484772,2595
3.03944,368.93,-0.0566572,0.031347,0.986573799513,20.4515,7,569204,1332.76373817,0.0,573.9763593673706,2602
3.02169,370.23,-0.0589705,0.0327194,0.994862398133,11.0146,5,571364,1337.99365585,0.0,576.0242767333984,2607
3.00619,366.69,-0.0564835,0.0380439,0.994345863815,12.2979,5,573439,1326.03938188,0.0,578.0868675708771,2612
3.02213,361.75,-0.0581594,0.0303937,0.988618515432,23.5902,5,575271,1306.17702451,0.0,580.1469950675964,2617
2.97044,365.95,-0.0661973,0.0320126,0.993954910897,14.3012,6,577457,1322.36169469,0.0,582.1949262619019,2623
2.99831,365.71,-0.0517206,0.0351311,0.995055739302,9.7127,5,579473,1321.28451532,0.0,584.2576107978821,2628
3.00932,371.55,-0.0568084,0.0366513,0.994160821196,14.2338,5,581486,1343.58153667,0.0,586.3212044239044,2633
2.97636,374.25,-0.0598209,0.0301069,0.982072599232,39.5826,6,583598,1351.852274,0.0,588.3682487010956,2639
3.0098,372.24,-0.0623297,0.0302564,0.991179715842,18.0288,5,585509,1341.63492069,0.0,590.4225137233734,2644
2.99001,374.95,-0.0581672,0.0320554,0.992306413129,20.7523,5,587381,1352.35899289,0.0,592.4701244831085,2649
2.9511,377.65,-0.060551,0.0324226,0.993442169391,16.3843,6,589797,1361.21503558,0.0,594.5161643028259,2655
2.95477,378.13,-0.0589124,0.0252077,0.988982922398,21.031,5,591636,1362.31731593,0.0,596.5708768367767,2660
2.93738,380.78,-0.0554179,0.0309728,0.989702358842,22.4707,5,593731,1368.94016145,0.0,598.6186265945435,2665
2.92806,380.13,-0.0616992,0.0287368,0.993705348577,14.8291,4,595415,1366.03912531,0.0,600.687460899353,2669
2.88801,375.01,-0.0658953,0.0307871,0.991322374903,24.268,6,597604,1348.36526797,0.0,602.7343940734863,2675
2.84551,380.08,-0.0583005,0.0301699,0.994027110282,12.8276,6,600003,1369.41812981,0.0,604.7969579696655,2681
2.84951,380.04,-0.0544133,0.0276901,0.988815768622,22.8116,5,601897,1368.35706343,0.0,606.8440976142883,2686
2.80769,384.1,-0.0586827,0.0259788,0.993589472026,17.3909,4,603803,1384.00118731,0.0,608.8962092399597,2690
2.7948,387.52,-0.0575261,0.0351403,0.99551962316,13.8245,5,605877,1397.27587201,0.0,610.9459800720215,2695
2.7756,393.76,-0.0617804,0.029476,0.99375516735,17.8998,5,607944,1422.65952216,0.0,613.0073454380035,2700
2.74342,398.37,-0.0580484,0.031303,0.987883147784,30.1405,5,610227,1437.95397687,0.0,615.055636882782,2705
2.71066,392.4,-0.0572832,0.0335757,0.991705477238,16.4434,6,612243,1416.07653422,0.0,617.1024196147919,2711
2.71335,394.58,-0.0650144,0.030398,0.992082002573,15.5443,5,614282,1424.18581805,0.0,619.2181282043457,2716
2.70302,396.85,-0.0545386,0.0298106,0.993954855483,21.2728,5,616439,1433.06565352,0.0,621.2599911689758,2721
2.70016,399.61,-0.0642839,0.0304259,0.990760348737,18.6034,4,618196,1444.86358708,0.0,623.3286726474762,2725
2.67894,399.7,-0.0538894,0.0350535,0.98938392289,27.4981,5,620124,1442.25298034,0.0,625.3767786026001,2730
2.64331,402.39,-0.0646692,0.0304097,0.979766517878,27.587,5,622528,1451.35257998,0.0,627.4252421855927,2735
2.62327,404.74,-0.0599061,0.0316115,0.989990360104,25.4286,5,624489,1463.31040712,0.0,629.4847123622894,2740
2.58831,406.46,-0.0572646,0.0302138,0.99173405394,16.2882,5,626582,1470.89356231,0.0,631.5317134857178,2745
2.57893,412.7,-0.0581522,0.0320273,0.993737725541,15.5083,4,628651,1496.06561301,0.0,633.5868084430695,2749
2.50041,410.09,-0.0637687,0.0327906,0.991497806273,18.2786,5,630549,1487.49057414,0.0,635.6339838504791,2754
2.50203,415.73,-0.0645023,0.0305462,0.99561017938,10.8679,4,632442,1507.68256727,0.0,637.687849521637,2758
2.45115,421.38,-0.0594747,0.0369156,0.995483711828,9.93746,4,634613,1531.01446729,0.0,639.7345366477966,2762
2.44165,422.15,-0.0591244,0.0320455,0.996343377046,10.4824,5,636789,1534.73511476,0.0,641.796881198883,2767
2.42117,423.34,-0.0630779,0.0267368,0.996501969872,7.5325,4,638732,1539.75799607,0.0,643.8445217609406,2771
2.36343,423.92,-0.059922,0.0415153,0.995705346577,11.2443,6,640808,1543.6928887,0.0,645.9004924297333,2777
2.35718,427.37,-0.0583983,0.0331513,0.994672872126,12.7705,5,643066,1556.15138015,0.0,647.957083940506,2782
2.35767,431.72,-0.061359,0.0365746,0.993279737886,10.9467,3,644789,1572.61248826,0.0,650.0083346366882,2785
2.32912,431.51,-0.0580471,0.0376544,0.993449568748,13.5908,4,646496,1573.03612261,0.0,652.0548233985901,2789
2.33381,436.89,-0.054573,0.0353448,0.995411628392,11.4493,5,649143,1592.35578044,0.0,654.1201221942902,2794
2.28408,440.74,-0.0483798,0.0325792,0.996008728631,10.8144,3,650747,1608.05672245,0.0,656.1883842945099,2797
2.27026,447.89,-0.0262061,0.040892,0.900762863457,207.013,3,652733,1633.84862453,0.0,658.2371332645416,2800
2.27503,447.72,-0.0511947,0.042687,0.976106641814,25.0152,5,654999,1636.08769368,0.0,660.3047425746918,2805
2.26908,457.33,-0.0559271,0.0422326,0.984805409797,26.7809,4,657323,1673.63736279,0.0,662.3507804870605,2809
2.25943,463.81,-0.0616281,0.0335783,0.993080875371,13.2319,4,659260,1700.589244,0.0,664.4146165847778,2813
2.26312,462.64,-0.0580497,0.0478441,0.993697992526,14.0027,5,661244,1696.45675674,0.0,666.4662208557129,2818
2.23028,463.77,-0.0551235,0.0316226,0.988597595133,19.8258,4,663253,1699.39240404,0.0,668.5173830986023,2822
2.18852,462.97,-0.0559607,0.0384546,0.995267795864,10.4973,4,664915,1699.3774886,0.0,670.5664410591125,2826
2.14415,470.29,-0.0631769,0.0461831,0.995131312869,10.8831,4,667153,1729.46718304,0.0,672.6181621551514,2830
2.09368,470.15,-0.066575,0.033491,0.994428944308,12.8878,5,669543,1731.86682327,0.0,674.6648275852203,2835
2.0862,472.26,-0.0606082,0.0365919,0.992748156656,12.5984,4,671349,1739.63648623,0.0,676.7427659034729,2839
2.06646,478.33,-0.0556426,0.0388327,0.996367732296,8.68501,4,673566,1763.57078635,0.0,678.8039898872375,2843
2.08991,476.43,-0.0624622,0.0304265,0.992998855188,12.8482,4,675475,1756.74656622,0.0,680.8505630493164,2847
2.03088,481.87,-0.0475694,0.0404241,0.994870925322,9.79507,4,677551,1776.14444614,0.0,682.9106850624084,2851
2.01276,491.88,-0.0291752,0.0224912,0.890237890184,328.297,3,679737,1811.08954463,0.0,684.9618449211121,2854
1.98724,486.84,-0.0542115,0.0419553,0.98497739248,28.5668,5,681779,1791.12234946,0.0,687.0235126018524,2859
1.95081,477.11,-0.0680773,0.0336777,0.992698298767,22.2324,7,684009,1753.07641528,0.0,689.0859088897705,2866
1.92499,473.36,-0.0517035,0.0395568,0.986168789677,21.8194,5,686068,1738.59389967,0.0,691.1345283985138,2871
1.88829,482.3,-0.0643616,0.0314951,0.990224880166,14.0041,3,688015,1771.03868677,0.0,693.1883673667908,2874
1.89639,489.69,-0.0292539,0.0310431,0.892689786851,466.789,4,690136,1797.42990587,0.0,695.2343525886536,2878
1.86052,482.84,-0.0593647,0.0431444,0.989229825325,19.0827,5,691706,1772.12214985,0.0,697.2970850467682,2883
1.8665,480.76,-0.0274417,0.0468588,0.912006154656,452.863,5,694216,1764.1540984,0.0,699.3451957702637,2888
1.90101,459.54,-0.0626106,0.036491,0.991515176371,18.0738,8,696173,1683.65294872,0.0,701.406412601471,2896
1.88866,437.31,-0.0566166,0.0415586,0.986194744706,38.1093,8,698275,1596.85008815,0.0,703.4536180496216,2904
1.8617,414.72,-0.0679199,0.0313969,0.985541829839,32.4445,7,700044,1506.52718614,0.0,705.5474433898926,2911
1.83863,397.94,-0.0564365,0.041012,0.988867823966,39.6507,9,702327,1439.41419255,0.0,707.5859572887421,2920
1.80492,381.09,-0.0653153,0.0391916,0.985915009864,44.8674,7,703971,1371.63569501,0.0,709.6485679149628,2927
1.78799,378.56,-0.0560836,0.0439712,0.979181690142,36.2193,5,706192,1356.20991215,0.0,711.6945450305939,2932
1.74992,371.26,-0.063393,0.0370372,0.971834115684,32.8158,6,708005,1323.63027726,0.0,713.7425920963287,2938
1.72803,361.15,-0.058776,0.0408137,0.973324658349,50.6623,7,710514,1278.97231527,0.0,715.7975475788116,2945
1.719,347.39,-0.0653469,0.0384476,0.979039505124,37.7338,7,712703,1223.96770294,0.0,717.8441922664642,2952
1.77547,337.97,-0.057616,0.0448077,0.985076957382,28.9097,4,714065,1191.0745534,0.0,719.9158217906952,2956
1.75803,336.44,-0.0610531,0.0433876,0.985179697163,44.0591,7,716682,1187.53872408,0.0,721.957986831665,2963
1.70529,330.04,-0.0513438,0.0402546,0.987719172612,38.3887,7,718690,1161.9089731,0.0,724.0184297561646,2970
1.70444,314.86,-0.0598992,0.0308329,0.984497108497,20.6927,5,720501,1107.50219278,0.0,726.0704681873322,2975
1.69633,314.67,-0.0642468,0.0385573,0.991625241935,24.3808,6,722737,1106.58256909,0.0,728.132141828537,2981
1.67792,309.53,-0.0537678,0.046402,0.988516962156,31.3648,6,724883,1089.95070338,0.0,730.1801414489746,2987
1.62442,316.73,-0.0638595,0.0519673,0.988560804166,28.8449,5,726743,1115.13281192,0.0,732.2271599769592,2992
1.63044,322.46,-0.0592111,0.0391688,0.988586644642,31.2241,6,728833,1137.11930478,0.0,734.2742629051208,2998
1.60813,327.95,-0.0615494,0.0367468,0.987930743024,32.3032,6,731070,1158.7528476,0.0,736.3370764255524,3004
1.60108,335.39,-0.048649,0.0482192,0.992375762668,16.0465,5,733090,1190.21700302,0.0,738.3914875984192,3009
1.58563,339.05,-0.0601246,0.0314974,0.990300910547,25.5937,5,734971,1205.28707067,0.0,740.4539105892181,3014
1.58405,350.93,-0.0598007,0.0357352,0.992035176605,23.1893,5,737160,1251.09557977,0.0,742.5023617744446,3019
1.57512,362.03,-0.0632186,0.0317309,0.993405182846,15.6393,4,739199,1294.46673012,0.0,744.5472946166992,3023
1.54962,367.7,-0.0633704,0.0311187,0.99395096302,15.7615,5,741338,1319.62088605,0.0,746.6187908649445,3028
1.5102,363.34,-0.0591669,0.0435392,0.991544485092,22.5988,5,743151,1314.80725803,0.0,748.6564798355103,3033
1.52193,373.45,-0.0630068,0.0428394,0.994562005159,15.8063,5,745350,1353.98598974,0.0,750.7266433238983,3038
1.50864,375.55,-0.0623997,0.0407014,0.989711870439,19.5401,4,747181,1365.21906498,0.0,752.7749416828156,3042
1.47387,381.74,-0.0575034,0.0419095,0.994639885612,14.6701,5,749429,1392.2005461,0.0,754.8289532661438,3047
1.46973,388.15,-0.0589587,0.0356794,0.99077278655,12.5649,3,751067,1420.19270744,0.0,756.8763954639435,3050
1.47783,397.53,-0.0553907,0.0490558,0.989620705135,25.9487,5,753444,1459.15772239,0.0,758.9255113601685,3055
1.48384,390.11,-0.0544137,0.035314,0.99073234573,16.0812,7,755497,1429.65089054,0.0,760.9777100086212,3062
1.41988,395.82,-0.0647304,0.0385691,0.98811472021,27.7119,5,757462,1453.13991606,0.0,763.0345587730408,3067
1.45207,399.0,-0.0694632,0.0424859,0.992548873648,17.8224,6,759634,1466.29959467,0.0,765.086437702179,3073
1.38285,396.57,-0.0644058,0.0402885,0.991629633121,16.4453,5,761588,1456.87584074,0.0,767.1331088542938,3078
1.37288,398.89,-0.0642697,0.0427571,0.992329991888,19.8693,6,763620,1466.94007255,0.0,769.1945693492889,3084
1.33214,392.97,-0.0632154,0.0364617,0.989406528883,27.0388,7,765817,1447.66180111,0.0,771.2502727508545,3091
1.31457,392.89,-0.0737839,0.0442622,0.989057380706,27.0735,6,767850,1448.14480459,0.0,773.2973372936249,3097
1.32404,393.76,-0.0600904,0.04535,0.990134840831,23.3227,6,769950,1455.34238685,0.0,775.360062122345,3103
1.301,390.96,-0.056326,0.0464873,0.993142371532,19.6324,5,771710,1445.48518372,0.0,777.4074618816376,3108
1.28364,390.77,-0.0632504,0.0483234,0.989971073344,25.726,6,774048,1443.95911427,0.0,779.4536054134369,3114
1.26008,388.84,-0.0583055,0.0455579,0.991149950773,23.3084,5,776044,1438.27993885,0.0,781.5162260532379,3119
1.23834,388.76,-0.06529,0.039394,0.994845631998,11.9788,4,778075,1438.94159757,0.0,783.5706827640533,3123
1.25283,386.26,-0.0610802,0.0354099,0.988083674572,29.85,6,780227,1427.65522955,0.0,785.6176164150238,3129
1.23972,391.61,-0.0626596,0.0354333,0.989976320416,15.9912,4,782312,1447.34172413,0.0,787.6758329868317,3133
1.21101,393.91,-0.0608317,0.0429715,0.993230048567,10.6243,3,783759,1456.94472452,0.0,789.7257921695709,3136
1.20346,399.24,-0.0592662,0.0520087,0.987590104342,17.4657,5,786402,1475.37849735,0.0,791.7815644741058,3141
1.16664,400.23,-0.0580983,0.0348478,0.985412908718,31.4497,4,788374,1479.37588831,0.0,793.8281271457672,3145
1.13136,393.68,-0.062685,0.0444281,0.989005438052,21.3089,4,789898,1452.83132886,0.0,795.875785112381,3149
1.0925,395.3,-0.0501898,0.043458,0.980406897143,50.7285,4,791983,1458.09409287,0.0,797.925173997879,3153
1.06662,400.4,-0.0661796,0.0526907,0.981891747564,36.7753,5,794455,1478.27012711,0.0,799.9928350448608,3158
1.0389,402.35,-0.054093,0.0584668,0.98729277309,37.6213,5,796233,1485.33675436,0.0,802.0398924350739,3163
1.01207,405.57,-0.0586493,0.0407962,0.978288415819,69.7558,5,798347,1495.7512237,0.0,804.086855173111,3168
0.963459,409.68,-0.0527615,0.0541963,0.9905830184,21.7981,4,800413,1510.68476347,0.0,806.1495296955109,3172
0.91552,414.5,-0.0550927,0.0421526,0.990615673363,19.9976,5,802614,1527.93908561,0.0,808.1888000965118,3177
0.895029,416.51,-0.0634274,0.0463193,0.987248672172,25.1601,4,804487,1534.42754587,0.0,810.2530131340027,3181
0.89986,424.1,-0.0537759,0.0455913,0.988627770916,22.4294,5,806754,1562.39102465,0.0,812.3059606552124,3186
0.888636,430.17,-0.0549004,0.0359457,0.984868965112,45.2244,5,808834,1584.33563978,0.0,814.3598718643188,3191
0.885061,436.0,-0.0549227,0.0526676,0.987629862502,32.8737,5,811000,1606.80408624,0.0,816.406491279602,3196
0.887314,438.87,-0.0626573,0.0409877,0.992820585612,21.0532,5,812984,1618.1165878,0.0,818.4533360004425,3201
0.896739,443.82,-0.0453063,0.0655169,0.988935555331,17.9939,3,814794,1635.45280909,0.0,820.5000054836273,3204
0.856494,449.91,-0.0582896,0.0430053,0.993234409019,14.331,4,816701,1660.30401352,0.0,822.5630462169647,3208
0.879034,452.75,-0.0595689,0.0427669,0.990428765304,26.9577,5,819104,1672.40664408,0.0,824.6021347045898,3213
0.85343,453.36,-0.0581164,0.0528817,0.98648802191,30.3994,5,821013,1674.26142939,0.0,826.6571509838104,3218
0.856669,454.59,-0.0581905,0.0493208,0.990989917889,16.486,4,822911,1679.16380728,0.0,828.7120876312256,3222
0.797108,457.65,-0.0616953,0.0466612,0.994807778858,12.4851,5,825229,1691.96689847,0.0,830.766261100769,3227
0.805897,457.93,-0.0552498,0.0373963,0.983936566859,24.8505,4,826939,1694.01393072,0.0,832.828816652298,3231
0.833223,454.38,-0.058603,0.0439695,0.98986076843,33.5496,5,829197,1680.51405931,0.0,834.8749113082886,3236
0.813219,447.68,-0.0634407,0.0400074,0.980268029496,56.0679,5,831170,1653.57432053,0.0,836.9331798553467,3241
0.771124,444.51,-0.0534155,0.0585162,0.988394988701,24.7321,5,833336,1643.82132736,0.0,838.9841070175171,3246
0.726336,444.11,-0.0711718,0.048492,0.990245831199,19.1147,5,835496,1645.68906266,0.0,841.0312216281891,3251
0.72279,438.64,-0.0630733,0.0749064,0.977547490969,22.826,4,837354,1625.08032784,0.0,843.0939509868622,3255
0.711521,448.09,-0.0667083,0.0553688,0.989353630692,23.7342,4,839524,1663.47105886,0.0,845.1409993171692,3259
0.73182,454.44,-0.0472843,0.0694812,0.980720449239,31.4205,3,841309,1689.00710594,0.0,847.2035393714905,3262
0.697176,458.52,-0.0532008,0.0415303,0.981432087719,41.6008,4,843416,1706.48105093,0.0,849.2505941390991,3266
0.651752,453.54,-0.0630621,0.0449411,0.985235110857,45.2828,5,845399,1689.04641311,0.0,851.3131897449493,3271
0.655549,453.55,-0.0586706,0.0461043,0.985432545654,41.9981,5,847701,1688.34933312,0.0,853.3603703975677,3276
0.691188,454.53,-0.0580745,0.0584181,0.983852855861,30.1637,4,849643,1695.59555676,0.0,855.4259924888611,3280
0.650451,455.1,-0.0565356,0.0609397,0.982313638553,49.2039,4,851593,1698.49728719,0.0,857.4688458442688,3284
0.644993,459.09,-0.0636196,0.050477,0.98892410472,23.8353,4,853722,1714.55762904,0.0,859.5314619541168,3288
0.642249,464.68,-0.0539041,0.0477301,0.982896728441,38.5285,4,855759,1735.22705891,0.0,861.578430891037,3292
0.632157,471.02,-0.0334484,0.0352496,0.906597301364,146.893,3,857776,1760.29184055,0.0,863.6182947158813,3295
0.622223,473.41,-0.0574196,0.0506863,0.971149735153,52.6311,5,860068,1770.28815935,0.0,865.6720688343048,3300
0.613823,471.06,-0.0590639,0.0507201,0.981645645574,47.7216,4,861900,1760.75159222,0.0,867.7267265319824,3304
0.574567,475.05,-0.0491654,0.0549879,0.98910511937,23.3111,4,864206,1776.78122793,0.0,869.7760379314423,3308
0.558301,475.11,-0.0636091,0.0511908,0.99187476933,26.2271,4,866159,1776.89085123,0.0,871.8293690681458,3312
0.562772,478.17,-0.0553126,0.0448344,0.987909927033,33.9239,3,867684,1788.61104364,0.0,873.8849592208862,3315
0.526835,487.55,-0.0307834,0.0412563,0.896970264614,443.469,4,870280,1823.20700531,0.0,875.93861079216,3319
0.53498,493.65,-0.0199828,0.0602576,0.788495376706,410.937,2,871834,1845.65676487,0.0,878.0018830299377,3321
0.541545,502.76,-0.012482,0.738599,0.623083978891,992.95,3,874303,1877.28911676,0.0,880.035032749176,3324
0.524572,503.2,-0.0660238,0.0562224,0.991457311437,20.4734,5,876251,1881.04712393,0.0,882.0938313007355,3329
0.530632,500.76,-0.0677989,0.0638445,0.990975212306,22.7853,5,878486,1869.44024211,0.0,884.1420021057129,3334
0.537267,498.94,-0.0563474,0.059759,0.99040716514,30.4234,5,880285,1864.16852018,0.0,886.1959111690521,3339
0.537132,494.92,-0.0571483,0.0551894,0.991851580329,34.255,6,882415,1849.99639372,0.0,888.2584931850433,3345
0.521599,494.47,-0.0593583,0.053508,0.994612177368,16.3992,5,884622,1849.16631118,0.0,890.3046972751617,3350
0.49304,483.45,-0.0537648,0.054524,0.984320964664,55.0908,7,886778,1805.82987476,0.0,892.3696205615997,3357
0.457741,480.93,-0.0543214,0.0616454,0.993788458873,14.0911,4,888701,1797.20340006,0.0,894.4063565731049,3361
0.434919,464.81,-0.0585417,0.0660924,0.990218817256,26.8436,7,890811,1733.24082551,0.0,896.4687476158142,3368
0.423515,464.23,-0.0640372,0.0464895,0.993781075813,17.7497,4,892446,1733.76725114,0.0,898.516031742096,3372
0.410474,459.12,-0.0644597,0.0448736,0.982650466263,55.0683,7,894891,1716.76706122,0.0,900.5868036746979,3379
0.365535,443.74,-0.0607851,0.0702654,0.992418703623,21.6705,6,896441,1655.24730424,0.0,902.6320192813873,3385
0.376156,441.65,-0.0611344,0.0428169,0.9911286477,28.6146,5,898967,1649.78591158,0.0,904.6801092624664,3390
0.362311,424.95,-0.0604645,0.0527954,0.990378312767,46.7238,6,900752,1584.82686161,0.0,906.7277665138245,3396
0.342419,425.04,-0.0482378,0.0584313,0.985743215308,44.737,5,903022,1586.99199105,0.0,908.7811725139618,3401
0.326046,416.15,-0.0604521,0.0516912,0.983336247504,40.701,6,905115,1551.14174999,0.0,910.8445093631744,3407
0.350027,408.75,-0.0579821,0.0474707,0.981492538005,47.5048,5,907034,1526.04229199,0.0,912.8945982456207,3412
0.342879,394.17,-0.0673096,0.0570032,0.975963385776,52.4182,6,909224,1473.02246384,0.0,914.9619033336639,3418
0.366936,374.94,-0.0644659,0.0496155,0.976021815091,48.9456,5,911328,1404.40679994,0.0,917.008551120758,3423
0.367788,369.68,-0.0647874,0.0491194,0.977583287284,54.305,6,913219,1382.86382191,0.0,919.0714287757874,3429
0.35449,372.03,-0.0580376,0.0577965,0.988144600764,26.0094,4,915318,1393.84896852,0.0,921.1257107257843,3433
0.317528,378.36,-0.0603201,0.0527116,0.986591774039,28.973,4,917458,1419.05326384,0.0,923.1748049259186,3437
0.291386,379.36,-0.0693556,0.0469574,0.99066149909,26.7795,5,919550,1422.24345582,0.0,925.2101275920868,3442
0.289349,389.42,-0.0462074,0.0335652,0.940236520022,120.706,3,921357,1461.19837723,0.0,927.2740178108215,3445
0.282122,389.26,-0.0478627,0.0758535,0.964666400105,63.1662,5,923548,1460.10745506,0.0,929.3215870857239,3450
