EpisodesSoFar,TimestepsSoFar,loss_vf_loss,EpLenMean,EpRewMean,loss_pol_surr,TimeElapsed,loss_kl,loss_pol_entpen,EpThisIter,ev_tdlam_before,loss_ent
1059,145384,10.3485,300.86,981.801281658,-0.0328401,161.26450610160828,0.0108134,0.0,7,0.995477691293,3.06274
1065,147292,8.03718,304.61,997.781614604,-0.0264653,163.35038137435913,0.00861441,0.0,6,0.996378868585,3.05712
1071,149389,12.5725,309.28,1014.64621144,-0.0277744,165.44908452033997,0.0107505,0.0,6,0.995676865801,3.08257
1077,151547,7.5169,313.52,1029.5714159,-0.0304389,167.65240836143494,0.00956233,0.0,6,0.996614480391,3.06026
1082,153317,36.0792,317.79,1043.79687638,-0.0250102,169.97320222854614,0.0129655,0.0,5,0.980822127312,3.08506
1088,155584,13.468,322.45,1061.42891273,-0.0249855,172.2934010028839,0.0145944,0.0,6,0.993110989686,3.05667
1094,157500,29.4731,323.31,1065.09376218,-0.0284979,174.54020285606384,0.0100022,0.0,6,0.980925148353,3.03773
1099,159402,35.379,327.94,1079.49859589,-0.0301764,177.0027780532837,0.0129155,0.0,5,0.986301497556,3.02858
1105,161622,15.6861,331.18,1092.13096006,-0.0275843,179.44199323654175,0.0136459,0.0,6,0.992501102854,3.02928
1110,163527,10.5382,333.41,1101.70905349,-0.0250655,181.9495668411255,0.0087982,0.0,5,0.995671290439,3.01691
1114,165501,9.61409,339.18,1122.24443764,-0.0291889,184.42098712921143,0.0109211,0.0,4,0.995535598136,3.03181
1121,167929,12.6409,342.31,1136.49461727,-0.0305195,186.95314288139343,0.0138195,0.0,7,0.996225505834,3.00931
1126,169853,9.77403,346.9,1153.15919697,-0.0286531,189.347106218338,0.0133158,0.0,5,0.99620875949,2.98499
1130,171153,10.9484,346.46,1152.24351155,-0.0289385,191.4721097946167,0.0140614,0.0,4,0.995542118326,2.98503
1134,173778,5.30623,361.31,1202.87418166,-0.0295937,193.6061816215515,0.0115914,0.0,4,0.996657196665,2.96988
1137,175566,10.557,369.53,1230.14078978,-0.0299326,195.71518301963806,0.0113048,0.0,3,0.994505321141,2.95019
1142,178028,116.726,378.46,1258.41262858,-0.0181381,197.82544779777527,0.0168798,0.0,5,0.937752954662,2.9598
1146,179970,24.6492,387.86,1290.57739152,-0.0243169,199.93398070335388,0.0160974,0.0,4,0.979484066367,2.9347
1149,181898,12.0433,396.66,1321.73606731,-0.0199401,202.0744547843933,0.015908,0.0,3,0.987269219942,2.91372
1155,184195,25.4399,400.6,1336.77933281,-0.0304418,204.16875433921814,0.0124731,0.0,6,0.992195266765,2.89857
1159,185782,20.8935,403.98,1347.95638144,-0.0298659,206.26956868171692,0.0119462,0.0,4,0.988583571278,2.89669
1163,188115,10.4229,416.14,1389.02835311,-0.0297865,208.36264419555664,0.015339,0.0,4,0.992741820402,2.87528
1167,190183,8.64,421.88,1407.77611669,-0.0358094,210.4877645969391,0.0160273,0.0,4,0.994873512071,2.88904
1171,192138,14.4366,427.49,1426.99213371,-0.0308086,212.6679196357727,0.0111845,0.0,4,0.994904026389,2.86397
1175,194510,296.279,436.79,1456.95223123,-0.0181149,214.9183943271637,0.0175626,0.0,4,0.904849551618,2.88688
1181,196603,9.86007,436.26,1458.404558,-0.02789,217.2123100757599,0.0122356,0.0,6,0.993021385279,2.89214
1184,198349,8.09986,443.74,1485.26323956,-0.0242145,219.49607682228088,0.0124847,0.0,3,0.992664748803,2.867
1188,200426,8.57763,448.42,1502.57776658,-0.0324844,221.90316772460938,0.0107702,0.0,4,0.992964927573,2.87727
1193,202439,8.81985,451.79,1514.64228682,-0.0328504,224.37905406951904,0.0156282,0.0,5,0.995913598686,2.8517
1198,204372,9.58961,454.5,1528.80601603,-0.0331768,226.82423901557922,0.0108211,0.0,5,0.996066750493,2.86911
1202,206289,10.2347,457.98,1538.7882251,-0.0283867,229.2780990600586,0.0115495,0.0,4,0.990342697129,2.90395
1206,208853,6.20174,468.67,1574.65186911,-0.0310485,231.82370281219482,0.0153268,0.0,4,0.997695953352,2.88466
1210,210784,11.4324,472.57,1586.80321937,-0.0378047,234.35522365570068,0.0183262,0.0,4,0.993620147929,2.86945
1215,212637,6.79609,466.78,1567.87395012,-0.0342318,236.58884167671204,0.0143165,0.0,5,0.997093502898,2.82405
1219,214862,361.196,475.5,1595.3684476,-0.0195897,238.68279004096985,0.0126226,0.0,4,0.895090825856,2.8228
1222,216958,400.584,487.39,1633.40105357,-0.0198581,240.75188493728638,0.0169375,0.0,3,0.836942180991,2.83197
1225,218970,15.5299,494.02,1656.14574399,-0.0348013,242.87137699127197,0.0122633,0.0,3,0.992143402807,2.82387
1228,220518,9.05333,501.61,1683.00389209,-0.0211971,244.9801378250122,0.0159799,0.0,3,0.993845675141,2.80856
1233,223181,6.9805,499.28,1675.22241742,-0.0288205,247.1208689212799,0.0117092,0.0,5,0.997715607751,2.81481
1238,225166,8.30522,486.0,1634.7043215,-0.0332204,249.2304971218109,0.0144124,0.0,5,0.995915793348,2.77631
1241,226909,8.96372,491.75,1653.74402007,-0.0336495,251.35577726364136,0.0125317,0.0,3,0.994045077823,2.76449
1245,229170,5.6954,494.66,1662.61011827,-0.0301908,253.44960713386536,0.0110065,0.0,4,0.997545902384,2.75465
1247,230464,324.391,500.9,1682.08053464,-0.0141532,255.5902819633484,0.029854,0.0,2,0.775805041194,2.74525
1250,233464,813.833,511.33,1711.43709461,-0.0224988,257.7473990917206,0.0145376,0.0,3,0.175712227821,2.76275
1253,235166,337.693,517.17,1728.77374849,-0.026643,259.96778321266174,0.0169556,0.0,3,0.80668631196,2.7452
1255,237058,430.402,528.63,1763.47777439,-0.0200297,262.23852157592773,0.0144011,0.0,2,0.747897714376,2.73023
1257,238878,77.8751,537.46,1791.24869569,-0.0279351,264.55551743507385,0.0116632,0.0,2,0.932861968875,2.70273
1259,240768,413.822,549.86,1829.35412281,-0.0197441,266.93425250053406,0.0165771,0.0,2,0.773503348231,2.6753
1261,242768,689.875,558.43,1855.05463885,-0.0223323,269.37421798706055,0.0208345,0.0,2,0.0975043773651,2.69499
1264,245740,737.997,569.05,1886.76706364,-0.018897,271.8173713684082,0.0178366,0.0,3,0.590911835432,2.66628
1268,247723,25.3039,570.94,1893.6321639,-0.0358901,274.26177167892456,0.01682,0.0,4,0.976271051913,2.65881
1271,249603,11.6349,574.65,1906.11113278,-0.0330486,276.8483655452728,0.0140763,0.0,3,0.990875720046,2.61854
1275,251680,11.8379,571.7,1897.66529226,-0.0320583,279.38711953163147,0.0128058,0.0,4,0.991405523382,2.61283
1278,253529,408.15,580.22,1925.24137684,-0.0192814,281.6834993362427,0.0141547,0.0,3,0.853414088488,2.61126
1281,255999,372.988,593.96,1969.40359119,-0.0181226,283.76235151290894,0.0217518,0.0,3,0.856311514974,2.5767
1283,257993,213.885,601.57,1993.99140811,-0.020092,285.8623163700104,0.0205882,0.0,2,0.810117438436,2.59561
1288,259939,38.2879,595.13,1971.39666002,-0.0313086,287.9969618320465,0.0201435,0.0,5,0.973479487002,2.61836
1290,261408,354.087,600.82,1989.76725916,-0.0166569,290.1237597465515,0.0129233,0.0,2,0.76838286221,2.65267
1294,264152,414.473,612.8,2028.12138741,-0.0196407,292.20706725120544,0.0215667,0.0,4,0.87598849088,2.67931
1296,265630,386.372,619.29,2049.47475295,-0.0200783,294.28685760498047,0.016149,0.0,2,0.766735389829,2.68219
1299,268070,412.844,632.42,2093.83942545,-0.0239547,296.40200424194336,0.0230579,0.0,3,0.85011793673,2.70672
1302,269781,15.1947,634.92,2102.68790789,-0.0371058,298.51314520835876,0.0154457,0.0,3,0.988881510682,2.68437
1304,271781,794.169,639.23,2114.74853079,-0.0222659,300.68358612060547,0.024008,0.0,2,0.123587071896,2.68093
1307,273624,365.108,643.24,2127.01416298,-0.0240149,302.79555082321167,0.0132858,0.0,3,0.859334349632,2.67626
1310,276320,718.803,655.36,2165.48045408,-0.0242115,305.0200710296631,0.0156205,0.0,3,0.597673684359,2.71121
1312,277545,368.551,659.41,2178.15696925,0.00214624,307.3173735141754,0.0426583,0.0,2,0.746132880449,2.71568
1316,280529,343.879,674.54,2227.24091705,-0.0160608,309.6371500492096,0.0175903,0.0,4,0.885091550648,2.73895
1318,281992,89.0055,675.21,2229.94150632,-0.0236118,312.0208044052124,0.0112705,0.0,2,0.869686365128,2.74958
1321,284500,263.521,679.97,2247.82112721,-0.0233964,314.417671918869,0.018596,0.0,3,0.866044685245,2.75763
1326,286561,16.1406,667.42,2207.78976913,-0.0309598,316.8398187160492,0.0173437,0.0,5,0.990871189162,2.76106
1328,288252,391.562,677.34,2239.78146076,-0.0163688,319.3241341114044,0.012474,0.0,2,0.762061432004,2.76553
1331,290172,15.09,681.54,2254.41558935,-0.034684,321.8964171409607,0.0151658,0.0,3,0.987507103942,2.78925
1334,292265,9.3892,688.24,2276.8827954,-0.034524,324.43388509750366,0.015945,0.0,3,0.99268144276,2.75075
1339,294900,1007.47,690.1,2278.96211011,-0.0330835,326.58982586860657,0.0135422,0.0,5,0.489716410637,2.73895
1343,296427,19.5869,682.38,2254.59792057,-0.0388036,328.68330574035645,0.0135113,0.0,4,0.978501096368,2.71816
1346,298819,417.719,686.49,2267.68508412,-0.0255662,330.80856585502625,0.0150215,0.0,3,0.660634368658,2.72121
1348,300589,396.122,691.25,2283.07838649,-0.021274,332.91805481910706,0.0192107,0.0,2,0.75404573977,2.74087
1352,302936,621.881,680.37,2250.79285268,-0.0283947,335.03130173683167,0.0171914,0.0,4,0.668245345354,2.74703
1354,304936,631.584,687.7,2274.05733692,-0.0229068,337.14466190338135,0.0253796,0.0,2,0.195663034916,2.77339
1356,306740,377.877,688.62,2277.61170757,-0.0207383,339.2380311489105,0.0249995,0.0,2,0.771191671491,2.75054
1360,308759,316.703,669.91,2220.54676521,-0.0272655,341.38086438179016,0.0121987,0.0,4,0.8803062886,2.74125
1362,310759,724.242,669.91,2221.50623335,-0.0235346,343.49608182907104,0.0187545,0.0,2,0.164936006069,2.74226
1364,312459,394.988,667.19,2213.41795165,-0.0207879,345.6213436126709,0.0188125,0.0,2,0.847516000271,2.75336
1368,315145,368.687,674.22,2235.54601733,-0.0209958,347.7151393890381,0.0161348,0.0,4,0.866687834263,2.75651
1372,317287,379.028,672.27,2227.54464615,-0.0236205,349.9031159877777,0.0208496,0.0,4,0.890149086714,2.73103
1375,319135,195.539,674.55,2234.96828698,-0.0213363,352.2129306793213,0.0182303,0.0,3,0.87439596653,2.74699
1380,321454,16.0308,659.25,2185.64953316,-0.0355673,354.55786538124084,0.0181403,0.0,5,0.983976373449,2.74657
1383,323123,12.8395,651.3,2160.85417569,-0.0349387,356.8245527744293,0.012093,0.0,3,0.993810581509,2.68586
1387,325198,11.6394,655.83,2175.5396586,-0.0324388,359.2771952152252,0.0174212,0.0,4,0.992160888389,2.63593
1391,327144,9.90841,647.36,2150.01151456,-0.02905,361.75310921669006,0.0194087,0.0,4,0.994935952127,2.60224
1394,329256,18.1286,651.04,2163.37968899,-0.0229359,364.21464681625366,0.0169969,0.0,3,0.96013090387,2.60971
1399,331728,21.3432,636.58,2116.63870452,-0.0264381,366.7844088077545,0.0151313,0.0,5,0.987840710208,2.58828
1404,333657,30.2015,618.76,2061.06227775,-0.0274377,369.27746534347534,0.0211782,0.0,5,0.984145054594,2.57439
1408,335806,9.45254,611.82,2042.40159666,-0.0313666,371.8308913707733,0.0138416,0.0,4,0.995279586874,2.54157
1410,337130,428.93,608.1,2030.34437086,-0.0209791,373.9810383319855,0.0252796,0.0,2,0.750330671668,2.56236
1413,339704,5.3544,611.59,2045.93196278,-0.0303536,376.1294538974762,0.0205268,0.0,3,0.995022988413,2.55018
1417,341839,65.6548,608.47,2033.96892346,-0.0260153,378.26197600364685,0.0174115,0.0,4,0.97412760742,2.55681
1420,343560,7.48498,597.24,1998.03196014,-0.0402002,380.3556098937988,0.0189325,0.0,3,0.994885025546,2.49544
1422,345560,412.956,607.24,2029.69433765,-0.021614,382.4491500854492,0.0255514,0.0,2,0.631012916565,2.50776
1425,347617,6.26739,615.69,2057.98995317,-0.030912,384.558655500412,0.013582,0.0,3,0.978526799008,2.47827
1428,349920,6.17641,616.68,2062.76237172,-0.0298249,386.6989014148712,0.0165713,0.0,3,0.990080314688,2.44694
1433,352240,360.412,602.46,2012.78247721,-0.0214232,388.8265731334686,0.0125733,0.0,5,0.912766464055,2.43502
1436,353710,6.63978,594.45,1989.00439556,-0.0352239,390.94041633605957,0.0158584,0.0,3,0.989646357484,2.39267
1439,355913,5.516,610.13,2044.53757314,-0.0364651,393.0254099369049,0.0144865,0.0,3,0.99429202592,2.3723
1443,357712,10.2763,612.85,2053.81637442,-0.0274079,395.23092555999756,0.0164613,0.0,4,0.995267792139,2.38234
1448,360297,18.3664,597.08,2005.6823885,-0.0375178,397.5000329017639,0.017245,0.0,5,0.990103742108,2.33682
1451,362274,416.538,594.15,1997.15096977,-0.0201985,399.8111660480499,0.0280081,0.0,3,0.860279679298,2.33545
1455,364139,6.39228,582.03,1963.05603791,-0.0320974,402.0667459964752,0.018095,0.0,4,0.995895684697,2.37111
1457,366139,796.002,583.99,1969.02516953,-0.0147242,404.4263107776642,0.0181326,0.0,2,0.132510721684,2.35446
1460,368040,435.224,592.81,1999.0247059,-0.0215996,406.8635425567627,0.0173061,0.0,3,0.861291527748,2.34397
1464,370644,326.152,581.85,1966.35886447,-0.0145549,409.37943482398987,0.0204575,0.0,4,0.87765468657,2.333
1466,372299,11.4462,584.53,1976.57505216,-0.0245148,411.8495991230011,0.0118667,0.0,2,0.962204106152,2.32123
1470,374483,161.282,585.71,1981.03769384,-0.0174966,414.3551950454712,0.0192888,0.0,4,0.892974115908,2.33482
1472,376020,385.606,587.33,1986.92489655,-0.0206623,416.9144752025604,0.013128,0.0,2,0.83207899332,2.36072
1477,378702,8.11151,585.39,1982.55209884,-0.0353533,419.08458399772644,0.0164168,0.0,5,0.995748790447,2.32808
1480,380776,9.35517,593.22,2009.87365533,-0.0353836,421.2434344291687,0.0154574,0.0,3,0.994474343024,2.27807
1484,382893,7.68696,592.25,2007.3191352,-0.0369373,423.31567120552063,0.0185719,0.0,4,0.996969690081,2.2557
1487,384803,4.75244,596.05,2021.22076868,-0.0349092,425.4140193462372,0.0148762,0.0,3,0.997509063222,2.21452
1491,386662,6.97875,595.18,2019.03766562,-0.0340442,427.51647663116455,0.0133617,0.0,4,0.994038345292,2.20842
1494,388578,5.36654,593.22,2012.75202011,-0.0355815,429.6519408226013,0.0182017,0.0,3,0.996693728957,2.19259
1498,391133,4.5808,598.06,2030.3770155,-0.0352963,431.77712750434875,0.0136441,0.0,4,0.997086474439,2.16973
1502,393082,5.00202,599.78,2036.46083861,-0.0358398,433.87078332901,0.0150552,0.0,4,0.997778952587,2.18841
1506,395095,3.74258,609.28,2069.34375679,-0.0285039,435.954806804657,0.0164279,0.0,4,0.998196716304,2.16188
1509,397002,425.489,601.96,2044.8944086,-0.0155808,438.06981348991394,0.0133741,0.0,3,0.863066405058,2.15914
1513,399050,3.74376,593.46,2015.64820704,-0.0363032,440.2839035987854,0.0161755,0.0,4,0.99599222606,2.14869
1518,401014,4.35904,584.46,1987.05327253,-0.0391608,442.5195951461792,0.017972,0.0,5,0.997054994106,2.13598
1524,403449,6.91093,563.67,1918.40663361,-0.0393484,444.82634687423706,0.0176735,0.0,6,0.997552751563,2.09803
1529,405456,5.34956,550.84,1874.00843155,-0.0367516,447.0995788574219,0.0140438,0.0,5,0.996988026658,2.09054
1532,407463,4.82397,557.7,1900.13930131,-0.0358647,449.49803280830383,0.0155077,0.0,3,0.997370071942,2.06873
1536,409258,4.78261,555.48,1892.39690484,-0.0346828,451.93663239479065,0.0166343,0.0,4,0.998159637209,2.06209
1541,411617,4.07001,546.65,1861.85835935,-0.0356087,454.41018414497375,0.0161439,0.0,5,0.998476190143,2.0779
1544,413283,6.04497,548.67,1869.71457087,-0.0344274,456.84362602233887,0.0127116,0.0,3,0.996525540482,2.07682
1549,415714,5.2837,548.82,1869.85861301,-0.0370296,459.37884521484375,0.0203599,0.0,5,0.997996794991,2.07784
1552,417627,420.006,550.56,1875.47657306,-0.0175191,461.90250301361084,0.0237838,0.0,3,0.868287563324,2.06987
1554,419016,3.05154,555.74,1892.64878786,-0.0307966,464.1676323413849,0.0143464,0.0,2,0.993557725102,2.04281
1558,421683,320.442,549.3,1872.52490854,-0.0193863,466.2769055366516,0.0188377,0.0,4,0.900873236358,2.03035
1562,423448,7.16288,536.89,1832.69266014,-0.0295513,468.3714396953583,0.0146368,0.0,4,0.995268338826,2.0345
1565,425595,28.2528,542.53,1851.65750917,-0.0217535,470.4827837944031,0.02588,0.0,3,0.986095398664,2.01218
1569,427884,8.4818,538.79,1839.74991246,-0.0362794,472.58941102027893,0.0194447,0.0,4,0.996293865144,1.95507
1572,429756,407.668,537.36,1835.470606,-0.0208371,474.761727809906,0.019898,0.0,3,0.857439354062,1.9629
1576,432012,426.571,535.97,1829.37575718,-0.0204192,476.8243074417114,0.021777,0.0,4,0.892957784235,1.93792
1578,433256,5.99397,537.1,1832.78993895,-0.0351699,478.9026815891266,0.0195224,0.0,2,0.995349338278,1.94883
1582,436219,407.886,543.09,1852.08590784,-0.0220354,481.16771507263184,0.0156156,0.0,4,0.893117949367,1.91676
1585,437915,3.23228,544.98,1858.42542929,-0.0329511,483.5429480075836,0.0145688,0.0,3,0.995868586469,1.88935
1589,439826,5.84095,541.13,1845.61445345,-0.0372124,485.94169759750366,0.0151147,0.0,4,0.997129423078,1.87716
1592,441821,3.28083,546.31,1862.48321286,-0.038321,488.45702838897705,0.0190403,0.0,3,0.998316802084,1.86968
1595,444415,2.60715,549.83,1874.41772733,-0.0356486,491.06266736984253,0.0165848,0.0,3,0.998595787794,1.86603
1597,445946,3.81952,556.53,1897.2381608,-0.0351075,493.6680397987366,0.0212617,0.0,2,0.997658263659,1.87383
1601,448338,3.09387,559.39,1906.29728833,-0.0344956,496.12217378616333,0.0222115,0.0,4,0.998748443904,1.84842
1605,450346,3.9306,556.65,1896.78541358,-0.0335567,498.5201518535614,0.0204528,0.0,4,0.998401534627,1.82806
1609,452476,4.0219,554.74,1891.49131629,-0.0343457,500.97263860702515,0.0143457,0.0,4,0.998628300265,1.79591
1613,454541,2.7025,554.91,1892.92421361,-0.0305538,503.40522933006287,0.02215,0.0,4,0.999134834739,1.76673
1616,456374,2.42998,561.17,1914.53655981,-0.032924,505.98025345802307,0.0123498,0.0,3,0.999017666327,1.76226
1619,458337,248.582,568.22,1937.59589295,-0.0211922,508.4883711338043,0.0169026,0.0,3,0.901482753456,1.74148
1621,459914,425.441,576.57,1965.96013795,-0.011574,510.8089129924774,0.0427064,0.0,2,0.756275385618,1.7387
1624,462098,425.934,586.49,1998.51909116,-0.0201359,512.9061291217804,0.0256348,0.0,3,0.851939603686,1.71205
1628,464589,7.02251,595.08,2028.67974499,-0.0344095,515.0185420513153,0.0197558,0.0,4,0.992263780907,1.72146
1632,466784,412.31,593.21,2020.86081086,-0.0207159,517.1609284877777,0.0144927,0.0,4,0.890969149768,1.73201
1635,468561,4.54695,597.42,2035.83279523,-0.0438532,519.2627527713776,0.021473,0.0,3,0.99653649726,1.70654
1638,470795,430.395,605.06,2059.99536732,-0.0201169,521.373348236084,0.0216433,0.0,3,0.849033549428,1.7033
