EpisodesSoFar,TimestepsSoFar,loss_vf_loss,EpLenMean,EpRewMean,loss_pol_surr,TimeElapsed,loss_kl,loss_pol_entpen,EpThisIter,ev_tdlam_before,loss_ent
1641,472675,240.849,610.58,2078.1216021,-0.021523,523.4685301780701,0.0203029,0.0,3,0.890385955572,1.68815
1644,474777,8.02374,614.94,2093.38780379,-0.0334213,525.6216311454773,0.022537,0.0,3,0.995842824224,1.69172
1647,477094,427.868,623.78,2122.7666796,-0.0202498,527.739321231842,0.0219887,0.0,3,0.859123006463,1.70306
1650,478985,4.02805,628.86,2141.08337976,-0.0326626,529.8720514774323,0.02222,0.0,3,0.997105800081,1.69238
1654,481035,7.03438,620.19,2113.16782156,-0.0373363,531.9677057266235,0.0187435,0.0,4,0.997048960067,1.68475
1658,483035,5.36154,613.52,2091.81041152,-0.0264289,534.1439738273621,0.0316478,0.0,4,0.997692986624,1.64335
1662,484676,4.1252,612.28,2087.71185892,-0.0366095,536.4732959270477,0.0201303,0.0,4,0.998143215547,1.65185
1667,487222,3.84974,606.22,2068.03164537,-0.0356106,538.8319365978241,0.0175949,0.0,5,0.998604402412,1.65378
1671,489285,4.10855,599.8,2047.04196941,-0.0390358,541.0983657836914,0.0185673,0.0,4,0.99853151245,1.61875
1675,491322,366.854,596.96,2037.8351924,-0.0153277,543.4851779937744,0.0295583,0.0,4,0.893884941936,1.6079
1678,492897,447.078,596.41,2035.01845192,-0.0191008,545.9512591362,0.0248275,0.0,3,0.844073697925,1.60929
1683,495458,404.148,587.39,2004.43668497,-0.0219211,548.4111349582672,0.019434,0.0,5,0.902194067836,1.61297
1685,496712,345.884,587.97,2005.3544205,-0.0194027,550.9879024028778,0.0159753,0.0,2,0.745866596699,1.65086
1688,499005,765.835,596.8,2033.03844677,-0.0158234,553.4810066223145,0.0209374,0.0,3,0.631785571575,1.68211
1694,501615,6.27734,581.37,1980.86018709,-0.0404464,555.9490087032318,0.0220346,0.0,6,0.995487248991,1.66682
1699,503708,415.473,566.29,1928.57120553,-0.0210143,558.089884519577,0.0226625,0.0,5,0.906004600227,1.65483
1701,505014,407.971,566.76,1929.16753864,-0.017675,560.2188010215759,0.0221915,0.0,2,0.752261176705,1.68515
1706,507720,351.578,569.36,1936.81167904,-0.0213494,562.3481042385101,0.0132777,0.0,5,0.907768711448,1.67013
1710,509510,4.79176,562.9,1914.11319359,-0.0336977,564.4107716083527,0.0312603,0.0,4,0.993669673335,1.70295
1715,511473,3.80142,557.83,1896.52923941,-0.0399635,566.5117230415344,0.029508,0.0,5,0.996205550153,1.66604
1721,513846,626.284,539.32,1832.83705837,-0.0218766,568.6213150024414,0.0237125,0.0,6,0.834809288383,1.67085
1727,515960,8.82041,517.61,1759.64320339,-0.0245863,570.7641310691833,0.0189098,0.0,6,0.990621048026,1.65293
1731,517815,5.77747,516.2,1756.58092513,-0.0384024,572.8742635250092,0.0243758,0.0,4,0.996392326429,1.63508
1736,519813,6.51548,502.52,1709.0468391,-0.0422765,574.9885692596436,0.0246507,0.0,5,0.997221202822,1.62736
1739,522111,3.72327,503.16,1713.58456392,-0.0382018,577.081695318222,0.0210431,0.0,3,0.997813296737,1.60711
1742,523907,5.22288,506.51,1724.75051528,-0.033189,579.2874398231506,0.0279256,0.0,3,0.997300853487,1.60665
1748,526198,5.5681,487.45,1661.24254818,-0.0373673,581.5612244606018,0.0276773,0.0,6,0.998469596962,1.62065
1753,528001,4.01701,472.56,1610.71430425,-0.0310258,583.8861918449402,0.0245477,0.0,5,0.998665643157,1.59399
1756,530155,435.046,482.03,1642.09023654,-0.0198198,586.1677627563477,0.0187191,0.0,3,0.860385239124,1.59203
1761,532449,4.34558,483.11,1645.31307169,-0.040081,588.5435173511505,0.0204632,0.0,5,0.997932903236,1.5912
1763,533963,419.191,485.73,1653.16246255,-0.0153772,590.9647722244263,0.0237363,0.0,2,0.770837605,1.58135
1765,535918,4.17678,496.27,1689.03751841,-0.0347012,593.4496524333954,0.0191465,0.0,2,0.993302825838,1.59275
1768,538288,807.323,505.3,1716.59902328,-0.0192967,595.9643630981445,0.01746,0.0,3,0.639858931303,1.64093
1772,540213,7.1688,499.28,1697.2233469,-0.0376866,598.4646444320679,0.025755,0.0,4,0.992795900907,1.62105
1776,542564,418.834,509.63,1731.50383747,-0.0198564,600.9894704818726,0.0210091,0.0,4,0.891986876726,1.65843
1781,544733,8.91938,502.43,1708.95462999,-0.0416535,603.1368322372437,0.0176766,0.0,5,0.995355963241,1.64349
1786,546770,4.67699,490.58,1670.03503129,-0.0361907,605.2934386730194,0.0259163,0.0,5,0.998060621554,1.60863
1788,548596,3.90318,495.91,1689.53611626,-0.0379385,607.4019203186035,0.0208712,0.0,2,0.996577954153,1.5818
1792,550647,3.1448,497.87,1695.68463333,-0.035684,609.5033512115479,0.0207262,0.0,4,0.998381728539,1.55139
1796,552937,3.86111,507.5,1728.04869355,-0.0403699,611.605135679245,0.0206738,0.0,4,0.998290641233,1.529
1799,554454,3.5761,507.46,1729.1535228,-0.0348346,613.7152805328369,0.0213071,0.0,3,0.997782956576,1.53004
1804,556860,3.02076,501.25,1709.12877337,-0.0409262,615.8426468372345,0.0189624,0.0,5,0.99881328945,1.49727
1808,558638,4.01587,496.43,1692.93473719,-0.0405618,617.9415743350983,0.0192049,0.0,4,0.998086728039,1.48046
1812,561065,4.26233,503.94,1718.45698505,-0.0338401,620.0486977100372,0.0207174,0.0,4,0.998606371228,1.46525
1815,562884,314.369,514.11,1751.94921053,-0.0166048,622.1518032550812,0.0201885,0.0,3,0.858406797051,1.45484
1819,564756,5.27519,512.78,1748.59032645,-0.0382772,624.340930223465,0.0238193,0.0,4,0.996864435729,1.4693
1822,566532,3.63612,523.14,1784.13596645,-0.040112,626.6050589084625,0.0211949,0.0,3,0.998293449753,1.47151
1826,569265,627.929,535.79,1824.33774885,-0.0230584,628.8940997123718,0.0263507,0.0,4,0.785354301333,1.50342
1831,571369,9.98616,535.54,1822.66614713,-0.0350718,631.161660194397,0.0294093,0.0,5,0.990153044462,1.48696
1835,573376,7.14815,538.47,1832.27448879,-0.0339499,633.5406405925751,0.0177882,0.0,4,0.99539833609,1.47554
1840,575302,7.62837,525.02,1786.30526389,-0.033969,635.9960157871246,0.0187269,0.0,5,0.996671892004,1.47536
1847,577528,6.34518,516.33,1755.59102228,-0.033269,638.4976885318756,0.0259728,0.0,7,0.997325680684,1.50006
1849,578976,4.64038,523.69,1780.64702046,-0.0352297,640.9202105998993,0.0184067,0.0,2,0.994811675046,1.47916
1852,581398,2.99846,537.55,1827.46490113,-0.0342812,643.4418296813965,0.0233443,0.0,3,0.998717826093,1.43824
1855,582996,3.53745,538.41,1829.97839359,-0.0379746,645.9651668071747,0.0189532,0.0,3,0.998345887056,1.45025
1858,585462,235.153,539.59,1833.90364889,-0.0218007,648.2335124015808,0.0166431,0.0,3,0.882163159549,1.46883
1863,587744,9.13367,537.81,1829.04084808,-0.0391566,650.348105430603,0.0230247,0.0,5,0.989440070465,1.40859
1867,589326,7.83019,514.08,1751.54999665,-0.0371555,652.434072971344,0.018361,0.0,4,0.994261099491,1.4156
1872,591864,418.169,516.51,1758.64193122,-0.0228617,654.5589101314545,0.0161709,0.0,5,0.91015316546,1.43421
1876,593907,6.46005,513.43,1749.04472155,-0.0441963,656.6517989635468,0.0227005,0.0,4,0.997021565447,1.41189
1880,595384,5.25134,509.4,1735.16960916,-0.0411305,658.8240625858307,0.0278897,0.0,4,0.996914522257,1.41838
1882,597046,137.691,520.11,1770.26815951,-0.0149837,660.9024586677551,0.0235405,0.0,2,0.849648937583,1.42882
1887,599968,165.726,522.58,1777.18408463,-0.0179783,663.0146992206573,0.0290266,0.0,5,0.960038796067,1.44537
1889,601338,3.36589,522.42,1776.51011221,-0.0352401,665.0978763103485,0.0257048,0.0,2,0.991619000211,1.43696
1891,603338,448.87,534.31,1814.73928501,-0.0205627,667.1916346549988,0.0204527,0.0,2,0.581326067448,1.44243
1895,605877,359.597,534.28,1813.44338858,-0.0195039,669.3634095191956,0.0257638,0.0,4,0.886793255806,1.40979
1899,608103,316.917,536.49,1818.911571,-0.0231157,671.5198304653168,0.0216751,0.0,4,0.882276818156,1.41072
1901,609331,12.6896,537.2,1821.82875705,-0.0403381,673.7774114608765,0.0279879,0.0,2,0.980753388256,1.42096
1905,612314,732.663,550.6,1864.71412795,-0.0210295,676.0584168434143,0.0367531,0.0,4,0.762430652976,1.41835
1908,614069,322.365,554.31,1875.29797861,-0.0216716,678.3863677978516,0.0236579,0.0,3,0.86885894835,1.41223
1911,616159,380.741,559.09,1890.26801847,-0.0282577,680.7706964015961,0.0296871,0.0,3,0.831371352077,1.42654
1914,618382,8.61416,564.98,1910.44502874,-0.036944,683.199853181839,0.0250244,0.0,3,0.992254926357,1.42543
1918,620470,5.66729,562.18,1902.39793817,-0.0414544,685.6058149337769,0.0246489,0.0,4,0.997124938993,1.40723
1924,622488,4.73528,546.68,1851.75946372,-0.0440712,688.094701051712,0.0241086,0.0,6,0.997433982557,1.4061
1929,624379,6.48482,539.66,1829.3327003,-0.0396482,690.6212751865387,0.0199511,0.0,5,0.998023840832,1.38578
1932,625700,4.87123,537.18,1821.17432152,-0.0399043,693.224846124649,0.0171439,0.0,3,0.998348334106,1.39558
1937,628502,4.65977,543.9,1844.2974204,-0.0360139,695.4798266887665,0.021956,0.0,5,0.998531596037,1.39141
1942,630765,4.09478,548.67,1861.07085447,-0.0426382,697.5739660263062,0.0176234,0.0,5,0.998436326627,1.38819
1946,632428,7.07545,552.2,1873.12531606,-0.0383467,699.6904366016388,0.02244,0.0,4,0.997747052461,1.36521
1950,634705,396.912,549.04,1861.30461354,-0.020796,701.8167283535004,0.0204157,0.0,4,0.892241187394,1.37175
1954,636659,6.09493,543.62,1842.75645537,-0.0390813,703.9608297348022,0.0228329,0.0,4,0.996381976409,1.38204
1957,638520,189.296,535.92,1816.90610259,-0.0181388,706.0581188201904,0.0189773,0.0,3,0.903954945505,1.37485
1964,640902,11.7582,527.93,1789.83701774,-0.0377483,708.1675539016724,0.0268049,0.0,7,0.989040738903,1.37736
1968,642669,9.07075,527.44,1788.11701585,-0.0331435,710.277753829956,0.0230373,0.0,4,0.99398023868,1.34214
1970,644440,422.402,539.31,1826.91387936,-0.0231369,712.4371752738953,0.0355683,0.0,2,0.781758889556,1.34145
1973,646461,416.82,542.4,1836.42715661,-0.0153001,714.5496511459351,0.0270509,0.0,3,0.852357402444,1.32156
1977,648986,401.95,547.75,1853.36083687,-0.0213805,716.7008039951324,0.0259869,0.0,4,0.888710215688,1.33951
1979,650696,421.832,557.73,1885.78063851,-0.0202916,718.8420126438141,0.0196775,0.0,2,0.754444688559,1.32244
1982,653070,775.505,560.24,1892.66001015,-0.0210334,721.1457486152649,0.0192421,0.0,3,0.638224333525,1.31208
1986,655125,399.636,555.24,1876.64644812,-0.0216366,723.4648225307465,0.0222016,0.0,4,0.879908904433,1.32524
1989,656782,6.42418,554.44,1873.44106772,-0.0411622,725.7604966163635,0.0305831,0.0,3,0.990732495673,1.29632
1995,659220,364.935,533.43,1805.71057207,-0.0201776,728.1521692276001,0.0247433,0.0,6,0.913795433939,1.2961
2001,660994,3.77074,516.63,1750.80460345,-0.0430386,730.6059572696686,0.0247175,0.0,6,0.996460083639,1.26067
2003,662983,394.243,523.59,1774.76315399,-0.0192914,733.0782108306885,0.0313816,0.0,2,0.744012713432,1.27646
2008,665510,386.129,514.41,1746.18738547,-0.0200757,735.6211538314819,0.0178135,0.0,5,0.91002561897,1.29248
2014,667586,3.78479,492.04,1672.18226739,-0.0426959,738.1910283565521,0.0253097,0.0,6,0.997528167209,1.27935
2017,669148,389.364,490.51,1665.45649757,-0.020436,740.6209723949432,0.0163668,0.0,3,0.850342825055,1.26838
2021,671698,395.588,501.95,1702.93277506,-0.0211673,742.7812683582306,0.0181726,0.0,4,0.868658557534,1.25193
2025,673265,2.58291,503.27,1708.51403618,-0.0461183,744.8940711021423,0.02654,0.0,4,0.997212358983,1.22945
2028,675258,193.649,511.66,1736.15878445,-0.0140993,747.036251783371,0.0236999,0.0,3,0.81619168818,1.21917
2033,677712,8.52277,510.12,1731.63267365,-0.0397277,749.1210579872131,0.0259337,0.0,5,0.98452180624,1.18981
2037,679707,8.59489,512.05,1738.50583539,-0.0470429,751.2153398990631,0.0220724,0.0,4,0.992726113647,1.18148
2040,681872,424.741,518.0,1757.27401462,-0.0189484,753.3399474620819,0.0274709,0.0,3,0.854423776269,1.16788
2043,683746,388.328,526.85,1786.74779612,-0.0180037,755.4541540145874,0.0277053,0.0,3,0.854493111372,1.18187
2047,685820,2.81417,528.39,1791.98861555,-0.0402777,757.6206905841827,0.0256281,0.0,4,0.996703248937,1.15535
2049,687618,395.362,539.13,1826.78276976,-0.0180088,759.6987533569336,0.106306,0.0,2,0.747066259384,1.1656
2052,689897,706.279,544.16,1842.7903706,-0.02648,761.8241267204285,0.0219136,0.0,3,0.601392358541,1.19942
2056,691254,4.35203,532.95,1806.14907891,-0.0511187,763.9651601314545,0.0247331,0.0,4,0.992728310172,1.17339
2059,694025,726.106,546.39,1848.75036829,-0.0244478,766.2614076137543,0.0200525,0.0,3,0.612483471632,1.18985
2062,695767,10.398,554.46,1875.93747023,-0.0361227,768.5589849948883,0.0387794,0.0,3,0.974825320765,1.18413
2064,697767,516.033,568.65,1921.24468841,-0.02505,770.8399324417114,0.0202814,0.0,2,0.203343451023,1.22431
2067,700078,406.92,577.03,1947.22395635,-0.0251157,773.1525564193726,0.0219098,0.0,3,0.883396752179,1.21884
2071,702062,403.599,568.92,1920.50839214,-0.0179872,775.6371598243713,0.0378552,0.0,4,0.877579517663,1.24124
2073,703568,397.27,571.07,1927.61520171,-0.0235005,778.0927274227142,0.0225598,0.0,2,0.74194419384,1.23087
2077,706296,65.7782,573.1,1934.0785315,-0.0331478,780.5896239280701,0.0248502,0.0,4,0.966979529709,1.21359
2080,708361,15.6786,566.65,1913.37583503,-0.0437918,783.098895072937,0.0324859,0.0,3,0.987156889401,1.21195
2082,709718,8.15393,566.48,1914.08130199,-0.0389694,785.6212146282196,0.0259352,0.0,2,0.992120943032,1.20001
2087,712426,29.5236,567.47,1916.39332498,-0.0403156,787.902083158493,0.0264106,0.0,5,0.986348925158,1.18728
2092,713947,8.53252,555.35,1876.98674667,-0.0328014,790.027099609375,0.0349053,0.0,5,0.993956957012,1.19072
2096,716335,358.256,567.45,1915.6497661,-0.0211074,792.1525588035583,0.0304569,0.0,4,0.884922340512,1.19336
2102,718711,18.0537,567.28,1914.1844895,-0.0399576,794.2618215084076,0.0233309,0.0,6,0.991400597617,1.19024
2107,720639,79.0041,555.7,1875.03100126,-0.0295935,796.3739182949066,0.0236399,0.0,5,0.965445190668,1.18896
2112,722707,6.20364,558.36,1882.84740622,-0.0431571,798.4883675575256,0.0240571,0.0,5,0.993922889233,1.17908
2116,724744,5.35181,558.43,1883.31801128,-0.0363791,800.6237955093384,0.0292263,0.0,4,0.997889975552,1.15341
2121,726692,5.12883,549.94,1855.5531174,-0.041877,802.7233581542969,0.0257502,0.0,5,0.996827003779,1.12363
2126,728817,25.0939,550.21,1854.4231698,-0.0357913,804.808340549469,0.0223943,0.0,5,0.978578286245,1.11
2131,730857,8.17328,540.24,1820.65997269,-0.0428426,806.9178655147552,0.0366212,0.0,5,0.996364355553,1.12461
2134,732767,389.918,546.05,1837.79382403,-0.0199371,809.0599014759064,0.0299584,0.0,3,0.839612573385,1.12233
2138,735080,6.82121,545.03,1832.98526106,-0.0377315,811.2952480316162,0.0288449,0.0,4,0.994962133467,1.11157
2141,736911,27.8329,540.39,1817.14290935,-0.0350988,813.5357668399811,0.022797,0.0,3,0.974289884791,1.12455
2144,739089,390.923,548.64,1842.28216266,-0.0237189,815.829916715622,0.0216175,0.0,3,0.852506861091,1.12856
2147,741083,335.399,552.63,1853.43113369,-0.0229438,818.0981600284576,0.0231105,0.0,3,0.836009591818,1.12632
2150,743023,6.80395,544.05,1824.88607333,-0.0425451,820.567298412323,0.0267533,0.0,3,0.990175303072,1.09109
2154,745365,89.5219,546.93,1833.09626594,-0.0236692,823.0291488170624,0.0310666,0.0,4,0.892496496439,1.10752
2157,747472,358.203,552.18,1848.36667674,-0.0329945,825.453741312027,0.0293079,0.0,3,0.846339866519,1.0763
2161,749553,60.4767,547.36,1831.71638105,-0.033655,827.9245665073395,0.0331066,0.0,4,0.956944201142,1.09685
2163,750752,9.26848,539.85,1807.58690228,-0.0234444,830.4732332229614,0.0410217,0.0,2,0.978239962831,1.10625
2168,753065,9.40195,526.29,1765.64965088,-0.0436677,833.004088640213,0.0222043,0.0,5,0.989781416021,1.10037
2173,755460,5.06053,518.92,1744.5470511,-0.046611,835.214870929718,0.0278656,0.0,5,0.996552282711,1.11545
2178,757433,7.15692,508.32,1710.39919901,-0.0455381,837.3158049583435,0.023479,0.0,5,0.996697283583,1.12308
2183,759489,4.60602,487.71,1643.216567,-0.0483179,839.4090387821198,0.0274201,0.0,5,0.997843821067,1.09673
2187,761352,3.10055,489.26,1650.01076122,-0.0460393,841.5368371009827,0.0248593,0.0,4,0.998516577994,1.09345
2192,763846,3.44694,498.99,1683.48670399,-0.0469113,843.6687095165253,0.027775,0.0,5,0.998799278866,1.07069
2196,765605,3.56996,492.7,1664.52066706,-0.045671,845.8020529747009,0.0300118,0.0,4,0.99806050281,1.07053
2201,767946,3.04418,495.86,1675.00022023,-0.0474606,847.8807837963104,0.0260217,0.0,5,0.998381656711,1.0468
2205,769637,4.6619,497.4,1682.6541935,-0.0415626,849.9806869029999,0.0361803,0.0,4,0.997898768634,1.04247
2210,771770,2.80423,498.56,1687.18721467,-0.0461776,852.0990002155304,0.0219084,0.0,5,0.998345416272,1.03943
2214,773761,3.4249,499.51,1690.78452198,-0.040224,854.245938539505,0.0342345,0.0,4,0.998288722127,1.02883
2219,775601,4.23738,496.51,1681.12605976,-0.0444682,856.3864529132843,0.0270767,0.0,5,0.997583700111,1.01269
2223,777930,398.146,504.26,1705.56292378,-0.0212185,858.5897343158722,0.0173988,0.0,4,0.882671959698,1.01768
2228,780006,3.80091,503.17,1703.45406717,-0.037598,860.8941402435303,0.0299376,0.0,5,0.997093584388,0.976162
2232,782307,202.008,504.5,1708.90326668,-0.0210548,863.1920173168182,0.0165521,0.0,4,0.925790317357,0.99721
2236,784242,4.87823,500.08,1694.5639209,-0.0406361,865.5744354724884,0.0232891,0.0,4,0.995824926533,0.963442
2240,786089,5.35177,501.37,1699.30724727,-0.0378025,867.9960429668427,0.0337579,0.0,4,0.997817567782,0.936052
2244,788399,4.73541,493.1,1676.51740241,-0.0447978,870.4490196704865,0.0287637,0.0,4,0.998206323246,0.939282
2247,789783,6.63413,487.0,1658.746928,-0.0434534,872.8796422481537,0.0231259,0.0,3,0.995506025851,0.920994
2252,792440,238.933,484.83,1652.87317273,-0.0244898,875.4493799209595,0.0258449,0.0,5,0.935844197869,0.923925
2256,794473,4.914,473.52,1621.26266955,-0.0396067,877.9984836578369,0.0274234,0.0,4,0.996737856418,0.930233
2260,796599,4.90401,473.34,1621.77398263,-0.0384341,880.3008232116699,0.0262496,0.0,4,0.997641192283,0.890839
2265,798627,5.08643,467.49,1602.27385109,-0.0379599,882.3789920806885,0.0351676,0.0,5,0.997840414057,0.859725
2268,800409,5.96249,473.44,1622.59982371,-0.0426442,884.4888648986816,0.028452,0.0,3,0.997311547399,0.842183
2272,802389,2.13752,472.75,1620.08524242,-0.0474954,886.6206896305084,0.0202073,0.0,4,0.999064610223,0.833111
2277,804617,2.10752,474.9,1627.68872148,-0.0387247,888.7389161586761,0.0290185,0.0,5,0.999063895259,0.839712
2282,806802,3.34426,476.2,1632.16478542,-0.0387044,890.8398962020874,0.0295337,0.0,5,0.99857155513,0.821724
2286,808629,4.38783,475.6,1630.30898439,-0.0424671,892.9333829879761,0.0229155,0.0,4,0.998721581767,0.833075
2290,810744,3.86959,476.62,1633.38733802,-0.0421817,895.0910074710846,0.0238844,0.0,4,0.99839763518,0.812129
2293,812795,5.47349,485.25,1661.98402479,-0.0419004,897.2227103710175,0.0239083,0.0,3,0.997182855383,0.784322
2297,814492,2.80488,484.56,1659.15964775,-0.0445938,899.3639886379242,0.0276057,0.0,4,0.998884775676,0.778009
2302,816859,2.99987,483.78,1656.72716888,-0.04387,901.4729237556458,0.0268556,0.0,5,0.99896088196,0.780266
2306,819074,4.77143,489.94,1677.36864583,-0.0401506,903.6627850532532,0.026934,0.0,4,0.998427893501,0.774217
2310,821209,1.6256,494.39,1692.65433878,-0.035905,905.9189562797546,0.0308517,0.0,4,0.998818192049,0.772752
2314,822884,1.87825,491.23,1682.34783319,-0.0422613,908.2643432617188,0.0334762,0.0,4,0.998878074577,0.770027
2318,825244,2.81176,499.59,1710.55939468,-0.0485772,910.5624022483826,0.0270555,0.0,4,0.998407728039,0.761908
2323,827143,2.51151,492.13,1687.79017353,-0.0433916,912.9088659286499,0.0279522,0.0,5,0.998857708299,0.741087
2326,829331,1.48696,503.09,1725.30791406,-0.0433127,915.3483972549438,0.0283248,0.0,3,0.999240164412,0.706982
2330,831315,2.41729,504.38,1730.60617288,-0.0422771,917.8026924133301,0.0302667,0.0,4,0.998794287443,0.697662
2333,833469,2.21595,508.07,1744.47910522,-0.0428286,920.3552782535553,0.0246237,0.0,3,0.998779377784,0.694674
2337,835455,1.99672,507.71,1744.116478,-0.0379932,922.8712227344513,0.0291006,0.0,4,0.99911888974,0.672645
2340,837619,5.84026,515.3,1769.93477728,-0.0312824,925.402102470398,0.0333058,0.0,3,0.997024296783,0.659824
2343,839605,426.241,516.42,1772.96050437,-0.0198939,927.6370368003845,0.0282916,0.0,3,0.857675179839,0.664436
2346,841543,2.88031,520.05,1784.80870445,-0.0367915,929.7927021980286,0.037502,0.0,3,0.996530104661,0.662801
2348,843543,424.756,527.6,1810.18824821,-0.0224292,931.9178788661957,0.0315465,0.0,2,0.430997133255,0.667448
2350,845543,829.831,538.54,1844.8986312,-0.0253138,934.0272374153137,0.0276041,0.0,2,0.0815827846527,0.691301
2352,847543,160.087,551.03,1885.77660281,-0.0257182,936.104974269867,0.0281507,0.0,2,0.822953760624,0.699296
2355,849550,9.30964,554.89,1899.25010158,-0.0280588,938.2334871292114,0.0334702,0.0,3,0.943409867585,0.691061
2359,851735,375.673,557.41,1907.06272669,-0.0316033,940.3635849952698,0.0294231,0.0,4,0.890637382865,0.687601
2362,853748,424.1,563.55,1927.18077235,-0.030614,942.4890203475952,0.0293324,0.0,3,0.856295913458,0.67723
2366,855935,15.0975,568.01,1942.28101901,-0.0458235,944.5901982784271,0.0350406,0.0,4,0.984568960033,0.703056
2368,857935,790.408,575.26,1964.55393664,-0.0226364,946.6925601959229,0.0399578,0.0,2,0.0730355978012,0.737392
2370,859926,360.936,584.09,1993.52783949,-0.0218112,948.8554580211639,0.0466471,0.0,2,0.782346636057,0.731209
2373,861989,387.729,590.85,2014.63903052,-0.0251562,951.0743765830994,0.0223587,0.0,3,0.842316493392,0.736809
2375,863364,12.4794,595.01,2027.91928634,-0.0385949,953.433908700943,0.0319564,0.0,2,0.968627076596,0.750216
2377,865364,620.953,607.47,2067.94958527,-0.022031,955.6993498802185,0.0332801,0.0,2,0.185322225094,0.769867
2379,867364,789.8,617.16,2098.03517552,-0.0235383,957.988822221756,0.0307064,0.0,2,0.145620703697,0.760566
2383,870266,563.942,630.06,2139.6769067,-0.0262174,960.433563709259,0.0311124,0.0,4,0.80472689867,0.754137
2385,872120,411.332,640.91,2175.47672263,-0.0155349,962.9399173259735,0.0368798,0.0,2,0.756447404623,0.780205
2387,874120,739.41,649.67,2202.09923665,-0.0262939,965.3797597885132,0.0275732,0.0,2,-0.0194603204727,0.792339
2389,876074,380.367,658.24,2229.8203499,-0.0210113,967.8917763233185,0.0427847,0.0,2,0.754318669438,0.788239
2391,878074,465.072,663.71,2245.58377638,-0.0201708,970.410534620285,0.0297591,0.0,2,0.0398218631744,0.773386
2393,879954,338.91,671.59,2271.13180205,-0.0218603,972.8432717323303,0.0335666,0.0,2,0.762555286288,0.790975
2396,882184,234.364,681.42,2303.61285385,-0.0232171,975.0199997425079,0.0324051,0.0,3,0.879681542516,0.780491
2399,884277,379.93,686.07,2318.19194153,-0.0221669,977.1135568618774,0.0500307,0.0,3,0.837286174297,0.761075
2402,886411,264.636,695.52,2349.21253722,-0.0266954,979.2386918067932,0.0283326,0.0,3,0.860691308975,0.764723
2405,888474,271.485,701.3,2368.21814101,-0.0290469,981.3201501369476,0.0398366,0.0,3,0.865923926234,0.784159
2409,890859,15.6346,702.38,2372.46997785,-0.0408845,983.4685723781586,0.0384591,0.0,4,0.986495930701,0.769979
2413,892593,12.2161,701.49,2369.50919631,-0.0477104,985.6051623821259,0.0319639,0.0,4,0.990455764346,0.744268
2416,894801,397.823,709.72,2396.0810092,-0.0194553,987.6994388103485,0.029528,0.0,3,0.851470977068,0.745695
2419,896395,9.61612,708.66,2392.47191791,-0.0478767,989.777694940567,0.0448634,0.0,3,0.992423391435,0.711388
2424,898817,7.36791,707.72,2388.94786642,-0.0347984,991.9046137332916,0.0436449,0.0,5,0.996373138158,0.681661
2428,900865,5.99767,705.3,2380.81572197,-0.0497757,994.0514922142029,0.0267116,0.0,4,0.997297589667,0.668183
2433,903001,4.84734,695.32,2346.28123312,-0.0508967,996.2456796169281,0.0323827,0.0,5,0.998099573189,0.628142
2435,904329,3.30665,697.44,2353.22389584,-0.0383363,998.5185303688049,0.0286111,0.0,2,0.99676145846,0.639967
2438,907255,810.407,708.0,2386.54686272,-0.023299,1000.7934684753418,0.0351214,0.0,3,0.63674902916,0.645174
2443,909216,5.91211,696.11,2347.11675569,-0.0460796,1003.1232712268829,0.033982,0.0,5,0.997284190729,0.619373
2447,911275,7.50062,687.32,2318.25695419,-0.0382761,1005.5197539329529,0.0479234,0.0,4,0.995011030696,0.607013
2451,912771,4.3677,662.28,2236.72274676,-0.0485186,1008.0188112258911,0.0388975,0.0,4,0.997884582728,0.607996
2454,915163,22.5382,665.25,2246.54300661,-0.0304416,1010.4089643955231,0.0248446,0.0,3,0.970938695595,0.603861
2457,916628,9.76587,657.11,2219.52985232,-0.039526,1012.8869483470917,0.0308339,0.0,3,0.98546420224,0.582731
2461,919114,5.65236,663.66,2241.15280952,-0.048769,1015.5088143348694,0.0311214,0.0,4,0.997188292677,0.575009
2466,921313,2.89845,653.78,2208.36841091,-0.0442958,1018.2431120872498,0.0297644,0.0,5,0.997733782278,0.570067
2470,923421,3.54676,634.95,2148.06750024,-0.0413692,1020.542998790741,0.0275298,0.0,4,0.99855428806,0.58209
2474,925606,421.482,626.17,2118.7926234,-0.0177419,1022.6365134716034,0.0475738,0.0,4,0.891969569027,0.589731
2478,927106,3.17824,607.42,2059.22845495,-0.0470772,1024.7620995044708,0.0287505,0.0,4,0.996804913506,0.583453
2483,929687,3.97333,594.21,2018.56151147,-0.0412588,1026.8725244998932,0.030656,0.0,5,0.996984774712,0.561176
2485,931154,2.20004,590.34,2007.15579331,-0.0460142,1029.0149104595184,0.0326487,0.0,2,0.99710997357,0.551592
2490,933762,2.84634,566.88,1933.3919682,-0.0432804,1031.1291873455048,0.0229957,0.0,5,0.998225034098,0.516817
2492,935325,46.3594,563.71,1923.409687,-0.0248244,1033.2362446784973,0.0145863,0.0,2,0.904960468411,0.521985
2496,937722,414.479,555.38,1897.03900694,-0.0279137,1035.3251569271088,0.031953,0.0,4,0.884472809732,0.522954
2500,939800,417.708,545.23,1864.40463848,-0.0245685,1037.4649090766907,0.0226481,0.0,4,0.888911321759,0.539186
2505,941550,5.2212,530.76,1816.39488026,-0.04866,1039.6057076454163,0.0333967,0.0,5,0.994930460118,0.540519
