EpThisIter,EpRewMean,loss_pol_entpen,TimeElapsed,TimestepsSoFar,EpLenMean,EpisodesSoFar,loss_pol_surr,loss_vf_loss,loss_kl,loss_ent,ev_tdlam_before
7,803.82,0.0,358.1255033016205,468802,803.82,1256,-0.0135963,21.2498,0.00508755,1.11563,0.83753913641
2,803.82,0.0,359.671110868454,470802,803.82,1258,-0.00855449,68.7069,0.00876095,1.11533,0.0162052512169
2,806.34,0.0,361.21887397766113,472802,806.34,1260,-0.00409623,67.3209,0.00977985,1.13521,0.00442582368851
2,809.68,0.0,362.79623889923096,474802,809.68,1262,-0.00999659,66.9215,0.00974077,1.13774,0.0387189984322
2,814.03,0.0,364.35879278182983,476802,814.03,1264,-0.0104553,70.68,0.0128725,1.14282,-0.0102788209915
2,814.03,0.0,365.9206840991974,478802,814.03,1266,-0.00794299,69.5207,0.00821374,1.12574,-0.0348318815231
2,813.31,0.0,367.49867486953735,480730,813.31,1268,-0.012678,38.2009,0.00923434,1.12485,0.315476536751
3,814.1,0.0,369.061940908432,483146,814.1,1271,-0.00493564,98.0044,0.00299846,1.1125,-0.00429260730743
2,814.1,0.0,370.608202457428,485146,814.1,1273,-0.00706364,68.4742,0.00748469,1.11442,-0.046789765358
2,814.1,0.0,372.17831158638,487146,814.1,1275,-0.00914595,68.336,0.00540358,1.11927,-0.00723338127136
4,795.93,0.0,373.73309230804443,489329,795.93,1279,-0.00787224,44.1993,0.0109625,1.11641,0.553623169661
4,781.02,0.0,375.34383177757263,491017,781.02,1283,-0.0106795,73.4084,0.00617273,1.09545,0.574961394072
3,774.71,0.0,376.91135835647583,493386,774.71,1286,-0.0100187,49.209,0.00751615,1.09944,0.771607637405
2,774.71,0.0,378.4838972091675,495386,774.71,1288,-0.00615836,69.2485,0.00416456,1.10523,-0.00862562656403
2,772.26,0.0,380.0462112426758,497141,772.26,1290,-0.00760118,52.3082,0.0075493,1.1128,0.0700969696045
3,770.04,0.0,381.6090760231018,499542,770.04,1293,-0.00844247,76.2941,0.0117328,1.10805,0.5935125947
2,775.46,0.0,383.15543818473816,501542,775.46,1295,-0.0089691,68.8816,0.00628752,1.11637,-0.00919938087463
2,791.59,0.0,384.7177138328552,503542,791.59,1297,-0.00869334,68.7372,0.00724358,1.10637,0.000318229198456
2,805.78,0.0,386.2804288864136,505542,805.78,1299,-0.00519237,67.4419,0.00826319,1.10801,-0.00413107872009
2,817.86,0.0,387.7957863807678,507542,817.86,1301,-0.00685614,68.7671,0.0100576,1.09364,-0.00366735458374
2,829.28,0.0,389.35867142677307,509542,829.28,1303,-0.00781982,68.7245,0.00693274,1.08909,5.30481338501e-05
2,836.98,0.0,390.9365372657776,511542,836.98,1305,-0.00707998,68.6369,0.0115288,1.09777,-0.00417876243591
2,836.98,0.0,392.5004448890686,513542,836.98,1307,-0.00667811,68.571,0.00623498,1.10611,-0.00690972805023
2,836.98,0.0,394.06114959716797,515542,836.98,1309,-0.00934102,68.4059,0.0110575,1.1023,-0.00428760051727
2,836.98,0.0,395.62360644340515,517542,836.98,1311,-0.00875266,68.2999,0.00457116,1.10955,-5.31673431396e-05
2,836.98,0.0,397.2181749343872,519542,836.98,1313,-0.00645119,68.4024,0.00882702,1.10741,-0.00808262825012
2,836.98,0.0,398.76485204696655,521542,836.98,1315,-0.00637091,68.4373,0.00605708,1.12806,-0.00012731552124
2,836.98,0.0,400.3116385936737,523542,836.98,1317,-0.00792118,68.467,0.00845705,1.12544,-0.000402808189392
2,836.98,0.0,401.86061120033264,525542,836.98,1319,-0.00837148,68.4356,0.0051475,1.11311,-0.000481963157654
2,836.98,0.0,403.436651468277,527542,836.98,1321,-0.00779649,68.4519,0.00701677,1.11892,-7.82012939453e-05
2,836.98,0.0,404.9992895126343,529542,836.98,1323,-0.00861624,68.4761,0.00901881,1.13426,-0.000513076782227
3,833.91,0.0,406.5304911136627,532235,833.91,1326,-0.00905462,75.0776,0.00501469,1.15725,0.269849896431
2,830.68,0.0,408.0936598777771,533912,830.68,1328,-0.0117681,9.37511,0.00395795,1.14885,0.83068202436
2,830.68,0.0,409.6392431259155,535912,830.68,1330,-0.00876078,69.6974,0.0109155,1.15388,-0.0038388967514
2,830.68,0.0,411.1867928504944,537912,830.68,1332,-0.00865353,69.848,0.00908617,1.15242,-0.00549626350403
2,830.68,0.0,412.7486391067505,539912,830.68,1334,-0.00932458,69.6025,0.00642986,1.1677,-0.0026707649231
2,830.68,0.0,414.29548382759094,541912,830.68,1336,-0.0114907,67.1167,0.0075139,1.16579,0.00571262836456
2,830.68,0.0,415.82734060287476,543912,830.68,1338,-0.0108365,68.7537,0.00838531,1.18032,-0.0188767910004
2,830.68,0.0,417.4060664176941,545912,830.68,1340,-0.0149939,65.2339,0.0097481,1.17869,0.0113592743874
2,830.68,0.0,418.96872210502625,547912,830.68,1342,-0.00726903,69.4119,0.00526691,1.17444,-0.00607621669769
3,851.19,0.0,420.54638934135437,550912,851.19,1345,-0.00705023,101.974,0.00513596,1.16727,0.000647306442261
2,866.01,0.0,422.093647480011,552912,866.01,1347,-0.00534797,68.1414,0.00609818,1.1826,-0.003830909729
2,881.26,0.0,423.6394274234772,554912,881.26,1349,-0.0111274,66.5696,0.00804534,1.16196,0.00249451398849
2,895.61,0.0,425.2016406059265,556912,895.61,1351,-0.00875921,67.3044,0.00626839,1.16978,0.00763416290283
2,908.57,0.0,426.7641558647156,558912,908.57,1353,-0.00816602,68.7648,0.0153081,1.1797,-0.00444328784943
2,923.75,0.0,428.32864022254944,560912,923.75,1355,-0.00756119,68.695,0.0067549,1.20692,-0.002849817276
2,931.1,0.0,429.90161871910095,562912,931.1,1357,-0.0100954,68.687,0.0110046,1.19909,-0.00339186191559
2,931.1,0.0,431.467276096344,564912,931.1,1359,-0.00877105,60.63,0.0066811,1.18411,0.00291532278061
2,931.1,0.0,433.0148756504059,566912,931.1,1361,-0.00821427,68.9669,0.00953341,1.18935,-0.0274786949158
2,931.1,0.0,434.57842445373535,568912,931.1,1363,-0.01276,68.4568,0.00949426,1.18144,-0.00970613956451
2,931.1,0.0,436.13966369628906,570912,931.1,1365,-0.00769395,68.7733,0.00558658,1.16844,-0.00151658058167
2,931.82,0.0,437.6879756450653,572912,931.82,1367,-0.00646773,68.7236,0.00442095,1.14646,-0.000620365142822
2,931.82,0.0,439.2492730617523,574912,931.82,1369,-0.00710961,68.5732,0.00710348,1.16356,-0.000271677970886
2,937.66,0.0,440.8114686012268,576912,937.66,1371,-0.00940998,68.6175,0.0119131,1.15446,-0.00139153003693
2,937.66,0.0,442.389621257782,578912,937.66,1373,-0.00539948,68.6126,0.00325444,1.17082,-0.00288283824921
2,937.66,0.0,443.9676032066345,580912,937.66,1375,-0.00775333,68.5187,0.00809792,1.17768,0.000151038169861
2,944.36,0.0,445.5304956436157,582912,944.36,1377,-0.00851505,68.4488,0.00740173,1.16954,7.15851783752e-05
2,955.83,0.0,447.1092607975006,584912,955.83,1379,-0.00928396,68.5546,0.0129328,1.18301,-0.00136303901672
2,961.73,0.0,448.67162680625916,586912,961.73,1381,-0.00665935,68.5925,0.00720318,1.18444,-0.000594735145569
2,978.95,0.0,450.2341847419739,588912,978.95,1383,-0.00580019,68.5685,0.00903159,1.20496,-0.000284433364868
2,985.26,0.0,451.7964663505554,590912,985.26,1385,-0.00572498,68.5059,0.00529386,1.20554,-0.000202894210815
3,985.26,0.0,453.35926818847656,593912,985.26,1388,-0.00948903,101.091,0.00638327,1.19663,3.99351119995e-05
2,987.71,0.0,454.9059638977051,595912,987.71,1390,-0.00522941,66.3572,0.00536477,1.20341,-0.000128984451294
2,987.71,0.0,456.4518265724182,597912,987.71,1392,-0.00816202,64.7132,0.0101486,1.22588,0.014651119709
2,993.7,0.0,458.0150272846222,599912,993.7,1394,-0.00757501,68.1425,0.00391481,1.23133,-0.00203895568848
2,993.7,0.0,459.578298330307,601912,993.7,1396,-0.00894876,67.3859,0.00977817,1.24025,-0.00148677825928
2,993.7,0.0,461.13965463638306,603912,993.7,1398,-0.00885561,68.454,0.0164192,1.21941,-0.00785660743713
2,993.7,0.0,462.70187497138977,605912,993.7,1400,-0.00743928,65.4302,0.0113227,1.21092,0.0158966183662
4,971.67,0.0,464.26436710357666,607709,971.67,1404,-0.00571206,11.8184,0.00625178,1.21165,0.146646440029
3,960.97,0.0,465.811541557312,609639,960.97,1407,-0.0127265,11.0317,0.00741727,1.21806,0.771575510502
2,960.97,0.0,467.37386417388916,611639,960.97,1409,-0.00643675,72.3543,0.0062833,1.20274,0.0128488540649
2,960.97,0.0,468.96855902671814,613639,960.97,1411,-0.00864725,72.0924,0.0136652,1.2048,-0.00882840156555
2,960.97,0.0,470.5300579071045,615639,960.97,1413,-0.00707952,71.4381,0.00727175,1.19929,-0.00488901138306
2,960.97,0.0,472.0932619571686,617639,960.97,1415,-0.00569147,69.8247,0.0065052,1.2111,0.0101136565208
2,960.97,0.0,473.66067814826965,619639,960.97,1417,-0.00525747,70.6245,0.00688948,1.21892,-0.00628530979156
2,960.97,0.0,475.21734738349915,621639,960.97,1419,-0.00717647,68.3824,0.00804219,1.23987,0.00175505876541
3,960.97,0.0,476.78048276901245,624639,960.97,1422,-0.0061382,101.8,0.00976054,1.24077,0.0149031877518
2,960.97,0.0,478.3274781703949,626639,960.97,1424,-0.00917161,68.597,0.00903299,1.25096,-0.0113730430603
2,959.84,0.0,479.8907687664032,628219,959.84,1426,-0.00846929,64.9605,0.00614308,1.22727,0.000659584999084
2,963.07,0.0,481.45270442962646,630219,963.07,1428,-0.00704577,68.2964,0.00722752,1.24591,-0.0131343603134
2,963.07,0.0,483.0181198120117,632219,963.07,1430,-0.0138843,65.8942,0.011903,1.23611,0.058412194252
4,949.65,0.0,484.5932106971741,634877,949.65,1434,-0.00729378,68.9478,0.00477282,1.24149,0.413680255413
2,949.65,0.0,486.139794588089,636877,949.65,1436,-0.00747332,67.3135,0.00973143,1.25094,0.045840382576
2,949.31,0.0,487.71788907051086,638843,949.31,1438,-0.00586612,43.0334,0.00350441,1.25927,0.514563828707
2,949.31,0.0,489.27975058555603,640843,949.31,1440,-0.00457962,69.6632,0.00539675,1.2621,0.00535893440247
2,949.31,0.0,490.82861042022705,642843,949.31,1442,-0.00354232,68.1644,0.0150661,1.24312,0.00322681665421
8,890.24,0.0,492.4059557914734,644936,890.24,1450,-0.0148323,20.0747,0.00936591,1.22504,0.722063750029
2,890.24,0.0,493.9530746936798,646936,890.24,1452,-0.0105493,69.3747,0.014639,1.2195,0.00360172986984
2,890.24,0.0,495.53155636787415,648936,890.24,1454,-0.00657549,69.3874,0.00909977,1.22324,-0.0115711688995
2,890.24,0.0,497.0925142765045,650936,890.24,1456,-0.00668431,59.1301,0.00936511,1.21946,0.0348857045174
2,890.24,0.0,498.66388154029846,652936,890.24,1458,-0.0082537,65.5983,0.00715436,1.21316,0.0590197443962
2,890.24,0.0,500.21783423423767,654936,890.24,1460,-0.00630777,67.9675,0.00975071,1.20336,-0.006587266922
2,890.24,0.0,501.7802813053131,656936,890.24,1462,-0.00488478,65.7241,0.00203354,1.19835,0.0764307975769
3,881.66,0.0,503.32688760757446,659078,881.66,1465,-0.00867991,93.9321,0.0103862,1.21221,0.00178170204163
2,881.66,0.0,504.88965582847595,661078,881.66,1467,-0.00762126,63.3983,0.00902641,1.22374,0.060332596302
5,855.03,0.0,506.4522020816803,663415,855.03,1472,-0.0170948,37.0303,0.00540495,1.2196,0.628787010908
2,854.28,0.0,508.0154376029968,665340,854.28,1474,-0.0119296,26.6165,0.00558049,1.20649,0.691949278116
2,849.48,0.0,509.592755317688,666860,849.48,1476,-0.0116367,40.5007,0.00730551,1.21375,0.631375014782
2,849.48,0.0,511.1549115180969,668860,849.48,1478,-0.00567199,70.4478,0.0116411,1.23119,0.0165281891823
2,849.48,0.0,512.717848777771,670860,849.48,1480,-0.00654309,69.3016,0.00816366,1.26209,0.02917522192
2,849.48,0.0,514.2616529464722,672860,849.48,1482,-0.00455326,68.346,0.00393686,1.26656,0.0575516223907
2,849.48,0.0,515.8115012645721,674860,849.48,1484,-0.00631727,69.8016,0.00624306,1.27194,0.000843524932861
3,849.48,0.0,517.3740170001984,677860,849.48,1487,-0.00465361,98.3693,0.0102562,1.26257,-0.010946393013
2,849.48,0.0,518.9363262653351,679860,849.48,1489,-0.00864641,66.5086,0.011568,1.25671,0.023280441761
2,849.48,0.0,520.5167996883392,681860,849.48,1491,-0.0076216,66.7737,0.00685311,1.27592,0.0208994150162
2,849.48,0.0,522.0783684253693,683860,849.48,1493,-0.00667574,66.3508,0.00659446,1.25531,0.0302772521973
2,849.48,0.0,523.639613866806,685860,849.48,1495,-0.00605707,65.64,0.0075255,1.25907,0.0327133536339
2,849.48,0.0,525.2028241157532,687860,849.48,1497,-0.00781788,67.1602,0.0103873,1.26157,0.0260695815086
2,849.48,0.0,526.7807230949402,689860,849.48,1499,-0.00685801,65.2609,0.0070733,1.27231,-0.0482350587845
3,853.14,0.0,528.3278012275696,691986,853.14,1502,-0.00964129,64.3766,0.00666356,1.24833,0.336115717888
2,862.77,0.0,529.8911001682281,693986,862.77,1504,-0.00824954,67.1621,0.00887404,1.24733,0.00944840908051
2,869.09,0.0,531.4533197879791,695986,869.09,1506,-0.00924413,67.114,0.00918332,1.23025,0.0115792155266
2,873.47,0.0,533.0154871940613,697986,873.47,1508,-0.00860673,52.9998,0.00948675,1.21449,0.0377196073532
2,873.47,0.0,534.5776183605194,699986,873.47,1510,-0.0096198,64.0685,0.00802814,1.20014,0.129052877426
2,873.47,0.0,536.1411383152008,701986,873.47,1512,-0.00880925,66.5936,0.00928321,1.19769,0.00845509767532
2,873.47,0.0,537.7180707454681,703986,873.47,1514,-0.00615946,68.0516,0.00504163,1.21545,0.0100371837616
2,873.47,0.0,539.2647395133972,705986,873.47,1516,-0.0046004,68.0202,0.0049065,1.24315,0.0178797841072
2,873.47,0.0,540.828595161438,707986,873.47,1518,-0.00785577,67.3685,0.00959302,1.26216,0.00996029376984
2,873.47,0.0,542.3900752067566,709986,873.47,1520,-0.00537354,65.9228,0.0134572,1.27071,0.0197521448135
2,873.47,0.0,543.9523527622223,711986,873.47,1522,-0.00482631,67.3176,0.0151441,1.27242,0.0171360969543
2,873.47,0.0,545.531219959259,713986,873.47,1524,-0.00816767,67.0908,0.00842947,1.26085,0.00279831886292
2,877.67,0.0,547.0935482978821,715986,877.67,1526,-0.00915633,67.6781,0.0101629,1.25272,0.00590401887894
2,877.67,0.0,548.6238029003143,717986,877.67,1528,-0.00718008,64.45,0.00648794,1.25768,0.0482230782509
2,877.67,0.0,550.1866497993469,719986,877.67,1530,-0.0108233,59.6964,0.00917581,1.24975,0.0437170863152
2,883.78,0.0,551.7494277954102,721986,883.78,1532,-0.00689257,68.433,0.00781185,1.25149,-0.00218415260315
3,891.09,0.0,553.3118040561676,724986,891.09,1535,-0.00787402,100.526,0.0064617,1.25403,0.00581502914429
2,891.09,0.0,554.8745942115784,726986,891.09,1537,-0.00747962,66.9735,0.0158154,1.23656,0.0346896052361
2,891.43,0.0,556.4371604919434,728986,891.43,1539,-0.0102201,64.3321,0.0153318,1.23323,0.0538778305054
2,891.43,0.0,557.984356880188,730986,891.43,1541,-0.00753271,68.0865,0.00933452,1.21592,0.0162681341171
2,898.82,0.0,559.5623474121094,732986,898.82,1543,-0.00608563,66.2177,0.00912059,1.21763,0.0429801940918
2,912.36,0.0,561.1236114501953,734986,912.36,1545,-0.0067822,66.4255,0.00771384,1.21494,-0.00822246074677
2,926.66,0.0,562.6860344409943,736986,926.66,1547,-0.00805146,65.6456,0.00680903,1.2169,0.0285054445267
2,943.56,0.0,564.2339899539948,738986,943.56,1549,-0.00675466,66.0847,0.00618674,1.22633,0.0288266539574
2,950.5,0.0,565.8111987113953,740986,950.5,1551,-0.00769932,64.1571,0.008932,1.21844,0.0512114167213
2,950.5,0.0,567.3578758239746,742986,950.5,1553,-0.00486607,64.8316,0.00546594,1.21752,0.0696177482605
2,950.5,0.0,568.9210855960846,744986,950.5,1555,-0.00912229,64.9883,0.00806979,1.21963,-0.0134571790695
2,950.5,0.0,570.4831557273865,746986,950.5,1557,-0.0068755,63.4227,0.00931098,1.22198,0.0434953570366
2,950.5,0.0,572.0464177131653,748986,950.5,1559,-0.0108974,53.3828,0.0112251,1.21054,0.117179751396
3,940.85,0.0,573.6238861083984,751021,940.85,1562,-0.0137954,102.484,0.00836578,1.19989,0.0712738037109
2,940.85,0.0,575.1870241165161,753021,940.85,1564,-0.0085132,64.1624,0.00707888,1.18777,0.145781695843
2,949.43,0.0,576.7180321216583,755021,949.43,1566,-0.00728747,66.4504,0.0098342,1.19675,0.0422503948212
2,954.76,0.0,578.2815284729004,757021,954.76,1568,-0.0119257,61.0593,0.00583768,1.19943,0.0826969146729
3,965.83,0.0,579.8284559249878,759626,965.83,1571,-0.0106659,85.6732,0.0120709,1.20818,0.0719234347343
2,972.11,0.0,581.3903357982635,761626,972.11,1573,-0.00879018,61.6818,0.0102486,1.20845,0.107270300388
2,972.86,0.0,582.952365398407,763626,972.86,1575,-0.00735988,67.813,0.0118593,1.23138,0.0397121310234
2,977.66,0.0,584.5160326957703,765626,977.66,1577,-0.00553393,68.0937,0.00846144,1.23888,0.0488238334656
2,977.66,0.0,586.076949596405,767626,977.66,1579,-0.00678352,70.8447,0.00769015,1.24606,-0.00628042221069
2,977.66,0.0,587.7033443450928,769626,977.66,1581,-0.00765448,70.1518,0.0082922,1.25091,-0.0168138742447
2,977.66,0.0,589.2727453708649,771626,977.66,1583,-0.0054522,69.878,0.00935433,1.23919,-0.00343656539917
2,977.66,0.0,590.8112795352936,773626,977.66,1585,-0.0109694,69.7233,0.0079007,1.22269,-0.000958800315857
2,977.66,0.0,592.3581862449646,775626,977.66,1587,-0.00603318,69.5745,0.0116173,1.22307,-0.00357162952423
2,977.66,0.0,593.8939554691315,777626,977.66,1589,-0.00670228,69.4141,0.00626225,1.22946,-0.000371336936951
2,977.66,0.0,595.4520568847656,779626,977.66,1591,-0.00953707,69.1817,0.0106946,1.24505,-0.000463128089905
2,977.66,0.0,597.0146610736847,781626,977.66,1593,-0.00811644,60.7248,0.00730829,1.24682,0.0175663232803
2,977.66,0.0,598.5927858352661,783626,977.66,1595,-0.00690997,65.1333,0.00630131,1.22232,0.0669856667519
2,977.66,0.0,600.1393644809723,785626,977.66,1597,-0.0055257,68.9757,0.00613943,1.21704,0.0445368289948
2,977.66,0.0,601.7022213935852,787626,977.66,1599,-0.00921744,69.8959,0.00660978,1.23412,-0.0389580726624
2,980.18,0.0,603.2487285137177,789626,980.18,1601,-0.00901022,68.2518,0.0116492,1.23263,0.0149849057198
2,986.4,0.0,604.7799353599548,791626,986.4,1603,-0.0068787,68.0482,0.00889967,1.23501,0.0252868533134
2,986.4,0.0,606.3581192493439,793626,986.4,1605,-0.00481484,70.734,0.00280935,1.24594,-0.00258207321167
3,986.4,0.0,607.8907072544098,796626,986.4,1608,-0.0101513,77.9914,0.0145836,1.23779,-0.00232410430908
2,986.4,0.0,609.4525196552277,798626,986.4,1610,-0.00442204,69.8958,0.00340737,1.25334,-0.00186324119568
2,986.4,0.0,611.0157368183136,800626,986.4,1612,-0.00823512,69.4786,0.0166843,1.25226,-0.00127077102661
2,986.4,0.0,612.5772023200989,802626,986.4,1614,-0.00751029,69.1345,0.0106095,1.25373,-0.0055992603302
2,986.4,0.0,614.1400518417358,804626,986.4,1616,-0.00562956,69.0999,0.0213173,1.25108,0.000211298465729
2,986.4,0.0,615.734700679779,806626,986.4,1618,-0.00713237,69.0123,0.0041676,1.23053,3.83853912354e-05
2,986.4,0.0,617.2811706066132,808626,986.4,1620,-0.00624292,68.784,0.00405585,1.24545,-0.00309109687805
2,986.4,0.0,618.8589420318604,810626,986.4,1622,-0.00693191,68.7772,0.00852473,1.24735,8.67247581482e-05
2,986.4,0.0,620.4204514026642,812626,986.4,1624,-0.00591698,55.7466,0.0081214,1.27351,0.0210618376732
2,986.4,0.0,621.9837741851807,814626,986.4,1626,-0.00891928,69.6873,0.00879629,1.28248,-0.00132834911346
2,981.72,0.0,623.5463147163391,816158,981.72,1628,-0.00711476,69.4765,0.00956828,1.29162,-0.00316452980042
3,981.72,0.0,625.1080961227417,819158,981.72,1631,-0.00833452,87.2344,0.00600996,1.28505,-4.97102737427e-05
2,981.72,0.0,626.6714215278625,821158,981.72,1633,-0.00802732,69.2093,0.00667004,1.2887,0.051125228405
2,981.72,0.0,628.2329304218292,823158,981.72,1635,-0.0075593,68.2875,0.00868514,1.30131,-0.00367796421051
2,981.72,0.0,629.8114495277405,825158,981.72,1637,-0.00798084,68.1987,0.00735702,1.31974,0.00653618574142
2,981.72,0.0,631.3736989498138,827158,981.72,1639,-0.00937945,68.2745,0.00844551,1.32978,-0.00182485580444
2,981.72,0.0,632.9365713596344,829158,981.72,1641,-0.00561276,68.2878,0.00884626,1.33794,-0.000444293022156
2,981.72,0.0,634.4991488456726,831158,981.72,1643,-0.00909685,68.3388,0.00748457,1.34254,-0.000537276268005
2,981.72,0.0,636.0614628791809,833158,981.72,1645,-0.00663966,68.3334,0.00522956,1.3618,-0.000546097755432
2,981.72,0.0,637.6096022129059,835158,981.72,1647,-0.00782725,68.3672,0.00754484,1.3767,5.88893890381e-05
2,981.72,0.0,639.1723849773407,837158,981.72,1649,-0.00478094,68.4098,0.0138016,1.37129,-0.000111818313599
2,981.72,0.0,640.7338471412659,839158,981.72,1651,-0.00573912,60.4167,0.00697336,1.37984,0.00212013721466
2,981.72,0.0,642.2802283763885,841158,981.72,1653,-0.00814311,69.7372,0.0100129,1.3933,-0.0250260829926
2,981.72,0.0,643.8441209793091,843158,981.72,1655,-0.00977071,68.7437,0.00713676,1.37321,-0.00997757911682
2,981.72,0.0,645.3903636932373,845158,981.72,1657,-0.00847144,68.6334,0.00770437,1.37603,-0.00187790393829
2,981.72,0.0,646.9678454399109,847158,981.72,1659,-0.0106157,68.6493,0.0137832,1.37793,-3.69548797607e-05
2,991.37,0.0,648.5303843021393,849158,991.37,1661,-0.00590007,68.5215,0.00600632,1.37259,-0.000336289405823
2,991.37,0.0,650.0924851894379,851158,991.37,1663,-0.00968843,61.6399,0.00716287,1.37108,0.00457674264908
2,991.37,0.0,651.6653349399567,853158,991.37,1665,-0.00789213,68.2005,0.00643003,1.3612,-0.0252329111099
2,991.37,0.0,653.2182126045227,855158,991.37,1667,-0.0091976,68.8257,0.0125807,1.36195,-0.01615858078
2,991.37,0.0,654.7803432941437,857158,991.37,1669,-0.0102516,68.0281,0.00723338,1.35175,-0.00416159629822
3,995.32,0.0,656.3283433914185,860158,995.32,1672,-0.00769483,100.591,0.00520433,1.35236,0.000584304332733
2,995.32,0.0,657.8891623020172,862158,995.32,1674,-0.0110385,67.401,0.0128014,1.3669,-0.000235319137573
2,995.32,0.0,659.4533700942993,864158,995.32,1676,-0.00587735,67.5622,0.0184384,1.3666,-0.000384926795959
2,995.32,0.0,661.0145902633667,866158,995.32,1678,-0.00797091,67.7868,0.00697276,1.37198,-0.000443339347839
2,995.32,0.0,662.5781743526459,868158,995.32,1680,-0.00632819,67.911,0.0173293,1.38285,-0.00367093086243
2,995.32,0.0,664.139270067215,870158,995.32,1682,-0.00662806,68.0221,0.00509273,1.38242,-7.49826431274e-05
2,995.32,0.0,665.7177338600159,872158,995.32,1684,-0.00767726,68.1753,0.00780197,1.40614,-3.09944152832e-06
2,994.57,0.0,667.2643396854401,874083,994.57,1686,-0.00744755,66.1697,0.00569255,1.41179,0.000131905078888
2,994.57,0.0,668.8266272544861,876083,994.57,1688,-0.00576304,68.2897,0.00852308,1.41944,-0.00686466693878
2,994.57,0.0,670.3746166229248,878083,994.57,1690,-0.00575713,68.3508,0.00730775,1.40111,-0.000338315963745
2,994.57,0.0,671.9368195533752,880083,994.57,1692,-0.00791192,68.4135,0.0115637,1.376,-0.000742554664612
2,994.57,0.0,673.5143523216248,882083,994.57,1694,-0.00685549,68.4755,0.00483455,1.37995,-0.000134468078613
2,994.57,0.0,675.1298542022705,884083,994.57,1696,-0.00874667,68.3856,0.0141375,1.34581,-0.000211715698242
2,994.57,0.0,676.7177634239197,886083,994.57,1698,-0.00854788,68.4348,0.0124131,1.3478,-0.00115406513214
3,988.26,0.0,678.2645256519318,888452,988.26,1701,-0.0070406,97.867,0.00491403,1.36383,0.00207227468491
2,985.2,0.0,679.8116457462311,890146,985.2,1703,-0.0069826,66.282,0.0105507,1.34377,0.0475452542305
2,985.2,0.0,681.3735899925232,892146,985.2,1705,-0.0106633,67.7901,0.0108776,1.33397,-0.000340819358826
2,985.2,0.0,682.9374721050262,894146,985.2,1707,-0.00932426,67.1634,0.00697827,1.33378,0.00836497545242
2,985.2,0.0,684.4832892417908,896146,985.2,1709,-0.00724076,67.9777,0.00429249,1.33989,-0.00621247291565
2,985.2,0.0,686.0615832805634,898146,985.2,1711,-0.00951362,68.0747,0.0138674,1.33649,-7.76052474976e-05
2,985.2,0.0,687.6246526241302,900146,985.2,1713,-0.00884935,68.2397,0.0107284,1.35023,-0.00294029712677
3,985.2,0.0,689.1879720687866,903146,985.2,1716,-0.010223,87.3598,0.00536563,1.35381,0.000157296657562
2,985.2,0.0,690.7648432254791,905146,985.2,1718,-0.0102024,68.4342,0.00736857,1.34931,-0.0304213762283
2,985.2,0.0,692.31170129776,907146,985.2,1720,-0.00757289,68.1547,0.00861606,1.35784,0.00135487318039
2,985.2,0.0,693.8751864433289,909146,985.2,1722,-0.00948411,68.3926,0.00981673,1.34451,-0.000791907310486
2,985.2,0.0,695.4375162124634,911146,985.2,1724,-0.0089628,41.5629,0.00888912,1.35002,0.209934234619
2,985.2,0.0,697.0002264976501,913146,985.2,1726,-0.0114279,67.8577,0.0100002,1.35887,-0.0117055177689
2,989.88,0.0,698.5617961883545,915146,989.88,1728,-0.00909626,65.3549,0.00801271,1.36898,0.0256162285805
2,986.6,0.0,700.12411236763,916818,986.6,1730,-0.00739169,68.3885,0.0169432,1.37142,-0.0221470594406
2,986.6,0.0,701.7028667926788,918818,986.6,1732,-0.00576625,67.4111,0.00777461,1.3967,0.0171456933022
2,985.22,0.0,703.2803754806519,920680,985.22,1734,-0.0136221,66.0842,0.00914499,1.38357,0.00936508178711
2,985.22,0.0,704.873642206192,922680,985.22,1736,-0.0139064,67.5076,0.0131132,1.38382,-0.0274574756622
3,979.06,0.0,706.4361069202423,925064,979.06,1739,-0.0130344,98.0317,0.00680079,1.36479,0.0283096432686
3,973.34,0.0,707.9994480609894,927492,973.34,1742,-0.0106791,97.5505,0.00983635,1.36515,-0.0351407527924
2,971.1,0.0,709.5612773895264,929268,971.1,1744,-0.00743837,34.7821,0.00580481,1.36137,0.515754133463
2,971.1,0.0,711.1391744613647,931268,971.1,1746,-0.0113326,66.5081,0.0113409,1.36732,0.00913214683533
2,971.1,0.0,712.7336695194244,933268,971.1,1748,-0.00889442,66.7286,0.00936584,1.38289,0.00650829076767
3,965.17,0.0,714.2805151939392,935675,965.17,1751,-0.010018,68.9846,0.00789037,1.39815,0.506833910942
2,965.17,0.0,715.9052093029022,937675,965.17,1753,-0.00763215,66.8496,0.00886461,1.40961,0.0135675668716
3,949.92,0.0,717.4690978527069,939150,949.92,1756,-0.0102391,79.269,0.00543611,1.4021,-0.0189023017883
2,949.71,0.0,719.0570375919342,941129,949.71,1758,-0.0122292,86.9607,0.00899597,1.40235,0.491719782352
2,949.71,0.0,720.6236736774445,943129,949.71,1760,-0.00935657,66.2474,0.00563353,1.40726,0.344368994236
3,946.24,0.0,722.1869025230408,945782,946.24,1763,-0.0122327,37.3176,0.00864251,1.39311,0.778092294931
2,946.24,0.0,723.7490847110748,947782,946.24,1765,-0.00906216,69.4453,0.00960889,1.39359,-0.0102168321609
