loss_kl,EpThisIter,ev_tdlam_before,EpisodesSoFar,TimeElapsed,loss_vf_loss,loss_pol_entpen,loss_pol_surr,EpLenMean,EpRewMean,loss_ent,TimestepsSoFar
0.0234401,41,0.921165689826,2867,122.72764825820923,0.22358,0.0,-0.0223768,50.0,-11.9610054387,-1.14831,143350
0.00952219,41,0.926062397659,2908,124.48772358894348,0.228677,0.0,-0.0256752,50.0,-11.5935619097,-1.19188,145400
0.0195664,41,0.935658201575,2949,126.24250483512878,0.241431,0.0,-0.0209123,50.0,-11.5145116442,-1.254,147450
0.0281836,41,0.855984047055,2990,127.97707200050354,0.290202,0.0,-0.0231799,50.0,-11.5867331046,-1.2942,149500
0.0171364,41,0.873943731189,3031,129.72734117507935,0.314975,0.0,-0.0210447,50.0,-12.0370564003,-1.30362,151550
0.0115419,41,0.87812975049,3072,131.46930766105652,0.375134,0.0,-0.0202805,50.0,-11.6007661105,-1.34288,153600
0.0160742,40,0.89386870712,3112,133.25063586235046,0.308239,0.0,-0.0266422,50.0,-11.2450461019,-1.37428,155600
0.0196442,41,0.869419544935,3153,135.0028886795044,0.32352,0.0,-0.0253468,50.0,-11.2658129465,-1.42159,157650
0.0171453,41,0.912075385451,3194,136.7413284778595,0.25273,0.0,-0.0241019,50.0,-10.8188970314,-1.45436,159700
0.0144323,41,0.921248085797,3235,138.48436665534973,0.2791,0.0,-0.0260731,50.0,-11.1170427306,-1.46279,161750
0.0215966,41,0.81784363091,3276,140.2353961467743,0.395568,0.0,-0.0231052,50.0,-11.0743915747,-1.47298,163800
0.0233237,41,0.874712303281,3317,141.9850950241089,0.417553,0.0,-0.0201435,50.0,-11.3571243228,-1.521,165850
0.0188872,41,0.874075099826,3358,143.85165286064148,0.295354,0.0,-0.0173474,50.0,-11.1673628727,-1.52988,167900
0.0187527,41,0.891725614667,3399,145.5948338508606,0.296431,0.0,-0.0222148,50.0,-11.1142074646,-1.54163,169950
0.0247464,41,0.914430104196,3440,147.34722065925598,0.243046,0.0,-0.0246191,50.0,-10.6906960302,-1.5989,172000
0.0126587,41,0.909438461065,3481,149.10124516487122,0.226042,0.0,-0.0269523,50.0,-10.593096068,-1.62637,174050
0.0196621,41,0.906713522971,3522,150.85003018379211,0.189549,0.0,-0.0188634,50.0,-10.3166883868,-1.67754,176100
0.0259657,41,0.899419657886,3563,152.59373307228088,0.179777,0.0,-0.0165213,50.0,-9.86055810731,-1.70239,178150
0.0275946,41,0.931130252779,3604,154.34690284729004,0.142916,0.0,-0.0122223,50.0,-9.90527792515,-1.74256,180200
0.0193099,41,0.877412043512,3645,156.08684825897217,0.152611,0.0,-0.0220075,50.0,-10.0545206489,-1.78233,182250
0.0185903,41,0.89877358079,3686,157.84434843063354,0.172508,0.0,-0.0253774,50.0,-10.0554375419,-1.82032,184300
0.0141492,41,0.904342032969,3727,159.57822227478027,0.167888,0.0,-0.0293806,50.0,-9.70557850881,-1.8395,186350
0.0182817,41,0.911628879607,3768,161.32856035232544,0.145473,0.0,-0.0159245,50.0,-9.25649852908,-1.84609,188400
0.0231349,41,0.907151818275,3809,163.0630762577057,0.204685,0.0,-0.0164936,50.0,-9.09459915903,-1.86805,190450
0.0209509,41,0.864654570818,3850,164.81546711921692,0.298876,0.0,-0.020065,50.0,-9.38237204872,-1.89797,192500
0.0235583,41,0.919388301671,3891,166.54751825332642,0.243662,0.0,-0.0178081,50.0,-9.85844825431,-1.92785,194550
0.0128595,41,0.901070557535,3932,168.2970016002655,0.238753,0.0,-0.0232758,50.0,-9.74250477182,-1.94755,196600
0.0214376,41,0.942035518587,3973,170.0317988395691,0.134619,0.0,-0.0186821,50.0,-9.12831324414,-1.99439,198650
0.0130492,41,0.952427372336,4014,171.7972710132599,0.158886,0.0,-0.0195838,50.0,-9.60099928409,-2.02925,200700
0.0444797,41,0.945415940136,4055,173.53149819374084,0.16052,0.0,-0.00331272,50.0,-9.7161710628,-2.05225,202750
0.0241623,41,0.925151154399,4096,175.28867053985596,0.208361,0.0,-0.0206794,50.0,-9.96393974406,-2.078,204800
0.0193161,40,0.939204283059,4136,177.02289247512817,0.0967783,0.0,-0.0252379,50.0,-9.50720394757,-2.09473,206800
0.0139358,41,0.942281160504,4177,178.77438879013062,0.163656,0.0,-0.0262501,50.0,-9.75213297707,-2.13434,208850
0.0181488,41,0.958996076137,4218,180.51633214950562,0.123132,0.0,-0.0171601,50.0,-9.70363642152,-2.15162,210900
0.0186359,41,0.934885181487,4259,182.27348065376282,0.150364,0.0,-0.0223706,50.0,-9.58528497624,-2.14515,212950
0.0175767,41,0.956962440163,4300,184.00821375846863,0.13183,0.0,-0.0254843,50.0,-9.48608424991,-2.1746,215000
0.0141233,41,0.927484318614,4341,185.77436470985413,0.143766,0.0,-0.015418,50.0,-9.14790968065,-2.19526,217050
0.0197213,41,0.945025369525,4382,187.51397728919983,0.126874,0.0,-0.0197251,50.0,-8.77032239039,-2.22398,219100
0.0219541,41,0.933470539749,4423,189.25854110717773,0.146722,0.0,-0.0206524,50.0,-8.93783005125,-2.21702,221150
0.0179449,41,0.93656976521,4464,190.99152255058289,0.137305,0.0,-0.0223589,50.0,-8.79706567623,-2.2587,223200
0.0330216,41,0.928864628077,4505,192.74134969711304,0.12865,0.0,-0.0154095,50.0,-8.56890237676,-2.29201,225250
0.0229407,41,0.951555602252,4546,194.48497247695923,0.110618,0.0,-0.0226005,50.0,-8.54605886281,-2.29982,227300
0.0188517,41,0.919478520751,4587,196.24428009986877,0.0984539,0.0,-0.0260569,50.0,-8.55488209391,-2.30257,229350
0.0329213,41,0.954670567065,4628,197.96917510032654,0.106055,0.0,-0.0156169,50.0,-8.57022363568,-2.31422,231400
0.0209666,41,0.947580713779,4669,199.73508477210999,0.0968344,0.0,-0.0223263,50.0,-8.6863589737,-2.34177,233450
0.0285821,41,0.921777017415,4710,201.46195363998413,0.143751,0.0,-0.0230345,50.0,-8.84289276604,-2.38947,235500
0.0235535,41,0.947603996843,4751,203.21950817108154,0.0995296,0.0,-0.0252724,50.0,-8.64980819094,-2.3952,237550
0.0269465,41,0.948732085526,4792,204.95614528656006,0.126322,0.0,-0.0165397,50.0,-8.58096238056,-2.42176,239600
0.024509,41,0.942151609808,4833,206.7731466293335,0.135454,0.0,-0.0258882,50.0,-8.8310171738,-2.44066,241650
0.0214153,41,0.948318421841,4874,208.50021648406982,0.100487,0.0,-0.0242807,50.0,-8.68863403408,-2.48109,243700
0.0254291,41,0.947334982455,4915,210.25042080879211,0.0916077,0.0,-0.021559,50.0,-8.99651347665,-2.4767,245750
0.0203656,41,0.942556023598,4956,211.9868359565735,0.140256,0.0,-0.0230692,50.0,-9.27012691284,-2.47961,247800
0.0165328,41,0.950874388218,4997,213.74198031425476,0.0843796,0.0,-0.0227531,50.0,-8.4313624165,-2.51504,249850
0.0248087,41,0.94723361358,5038,215.47432804107666,0.0961881,0.0,-0.02541,50.0,-8.26346919971,-2.50565,251900
0.0339723,41,0.942015681416,5079,217.22730326652527,0.0938216,0.0,-0.00232627,50.0,-7.93893047387,-2.53562,253950
0.0312987,41,0.920788504183,5120,218.9611096382141,0.155834,0.0,-0.0218732,50.0,-8.12778255645,-2.57766,256000
0.0280291,40,0.947635088116,5160,220.7100944519043,0.104128,0.0,-0.0122857,50.0,-8.1088635684,-2.56823,258000
0.021102,41,0.942685481161,5201,222.43818640708923,0.111932,0.0,-0.0235408,50.0,-8.15718944292,-2.5858,260050
0.0204985,41,0.936621174216,5242,224.19008588790894,0.0899561,0.0,-0.0250976,50.0,-7.77933676747,-2.61392,262100
0.0268888,41,0.954532992095,5283,225.93065905570984,0.0773284,0.0,-0.0044271,50.0,-8.04540144423,-2.61551,264150
0.0252547,41,0.950096040964,5324,227.68825364112854,0.130808,0.0,-0.0197052,50.0,-8.40546994972,-2.62351,266200
0.0215362,41,0.946763306856,5365,229.43075466156006,0.1059,0.0,-0.0202881,50.0,-8.5235547784,-2.60999,268250
0.0287966,41,0.934388183057,5406,231.22048449516296,0.131634,0.0,-0.0233544,50.0,-8.32081662812,-2.63944,270300
0.0253838,41,0.943242393434,5447,232.95618081092834,0.145815,0.0,-0.0201663,50.0,-8.17093634338,-2.65812,272350
0.0307838,41,0.928967885673,5488,234.71010375022888,0.174257,0.0,-0.021226,50.0,-8.29589513847,-2.64637,274400
0.0310532,41,0.941633302718,5529,236.45388960838318,0.176731,0.0,-0.004709,50.0,-8.38290243718,-2.66943,276450
0.0189126,41,0.948723755777,5570,238.2060260772705,0.161178,0.0,-0.0190672,50.0,-8.95171796199,-2.65599,278500
0.0294285,41,0.952607892454,5611,239.94656229019165,0.116506,0.0,-0.0110305,50.0,-8.61141684679,-2.66741,280550
0.0312159,41,0.931268639863,5652,241.689062833786,0.164974,0.0,-0.0204799,50.0,-8.6033929177,-2.66509,282600
0.0288114,41,0.94786593318,5693,243.41624975204468,0.118583,0.0,-0.0112158,50.0,-8.39398446534,-2.71069,284650
0.0304824,41,0.941942065954,5734,245.17188787460327,0.112087,0.0,-0.0204835,50.0,-8.07118097614,-2.72612,286700
0.0338464,41,0.935103610158,5775,246.90687918663025,0.0927002,0.0,-0.0165937,50.0,-7.50957913808,-2.7166,288750
0.0300619,41,0.946081448346,5816,248.6565797328949,0.10296,0.0,-0.0176453,50.0,-8.23278906489,-2.70571,290800
0.027808,41,0.944501969963,5857,250.39904713630676,0.125857,0.0,-0.00971025,50.0,-8.27613201092,-2.72952,292850
0.0223853,41,0.945051915944,5898,252.14110445976257,0.0931159,0.0,-0.029912,50.0,-7.98932929544,-2.75747,294900
0.0389515,41,0.958402946591,5939,253.875319480896,0.0850637,0.0,-0.0225245,50.0,-7.82609312422,-2.75071,296950
0.020684,41,0.949369080365,5980,255.64091730117798,0.0784293,0.0,-0.0218907,50.0,-8.01702028032,-2.76103,299000
0.0271427,41,0.942520052195,6021,257.3678047657013,0.105124,0.0,-0.0156037,50.0,-7.91708835438,-2.78596,301050
0.0292803,41,0.954927511513,6062,259.11822485923767,0.0935144,0.0,-0.012472,50.0,-7.90638872608,-2.80166,303100
0.034061,41,0.950136385858,6103,260.8507876396179,0.0978399,0.0,-0.0105848,50.0,-7.84858122319,-2.82844,305150
0.0330509,41,0.934211283922,6144,262.6102361679077,0.10308,0.0,-0.0224227,50.0,-7.71978896194,-2.83661,307200
0.0309366,40,0.962089043111,6184,264.3444104194641,0.0890923,0.0,-0.0153088,50.0,-7.81326483803,-2.84336,309200
0.0227159,41,0.944324471056,6225,266.0823483467102,0.0863342,0.0,-0.0230077,50.0,-7.30807836273,-2.87892,311250
0.0208604,41,0.941520694643,6266,267.83647179603577,0.0943775,0.0,-0.0228243,50.0,-7.08325732632,-2.87979,313300
0.0229578,41,0.956943716854,6307,269.59407925605774,0.0799848,0.0,-0.0200565,50.0,-7.18197768789,-2.8654,315350
0.028872,41,0.940861228853,6348,271.3285975456238,0.0913573,0.0,-0.0203,50.0,-7.17935034143,-2.89353,317400
0.0378472,41,0.953194539994,6389,273.0753755569458,0.0833739,0.0,-0.0158359,50.0,-7.46016964928,-2.86662,319450
0.0359453,41,0.948954898864,6430,274.81507086753845,0.0933801,0.0,-0.00758718,50.0,-7.88799204266,-2.88262,321500
0.0179558,41,0.949007634073,6471,276.56316661834717,0.100499,0.0,-0.0191599,50.0,-7.65081658034,-2.87342,323550
0.0362953,41,0.96501018852,6512,278.29002594947815,0.0899918,0.0,-0.0116837,50.0,-7.43808289107,-2.91587,325600
0.023805,41,0.947391685098,6553,280.04681396484375,0.108353,0.0,-0.0251426,50.0,-7.60590025791,-2.92598,327650
0.0335275,41,0.954726967961,6594,281.7829279899597,0.0827926,0.0,-0.0156262,50.0,-7.78101762097,-2.96374,329700
0.0263972,41,0.905811272562,6635,283.5321307182312,0.160053,0.0,-0.0187645,50.0,-7.49241262194,-2.98698,331750
0.0208593,41,0.927254065871,6676,285.2500042915344,0.137254,0.0,-0.0281916,50.0,-7.57559220636,-2.99083,333800
0.0276485,41,0.909895792603,6717,287.0011601448059,0.133054,0.0,-0.0151002,50.0,-7.52113995646,-3.00052,335850
0.0499793,41,0.90042912215,6758,288.7379996776581,0.123573,0.0,-0.021792,50.0,-8.21682438756,-3.02308,337900
0.0346443,41,0.930970512331,6799,290.48465156555176,0.118934,0.0,-0.0174204,50.0,-7.9834720411,-3.00978,339950
0.0318516,41,0.937767159194,6840,292.218834400177,0.0712738,0.0,-0.0199074,50.0,-7.72132982285,-3.02865,342000
0.0280204,41,0.909642443061,6881,293.9692850112915,0.0957112,0.0,-0.0180633,50.0,-6.92042794618,-3.05585,344050
0.025035,41,0.930329024792,6922,295.7117555141449,0.112783,0.0,-0.0173506,50.0,-7.24245469206,-3.07734,346100
0.0268086,41,0.931987397373,6963,297.45430421829224,0.0910295,0.0,-0.0215639,50.0,-7.29177028961,-3.09727,348150
0.0410724,41,0.940340779722,7004,299.18782806396484,0.0781676,0.0,-0.00945167,50.0,-7.37747749705,-3.09365,350200
0.0324307,41,0.910300254822,7045,300.9379811286926,0.0949544,0.0,-0.00440786,50.0,-7.28476051562,-3.10762,352250
0.0273608,41,0.920659095049,7086,302.67250084877014,0.0785608,0.0,-0.0239937,50.0,-7.15646899883,-3.11475,354300
0.0542689,41,0.946193233132,7127,304.4306671619415,0.0962437,0.0,-0.00549196,50.0,-7.38073254481,-3.13182,356350
0.0283948,41,0.931543640792,7168,306.1564316749573,0.0933537,0.0,-0.0187943,50.0,-7.53354655211,-3.14105,358400
0.0377215,40,0.889514513314,7208,307.90636587142944,0.0710127,0.0,-0.0267808,50.0,-7.61997345186,-3.14792,360400
0.0411319,41,0.938637230545,7249,309.64094591140747,0.074865,0.0,-0.0118783,50.0,-6.89624159095,-3.15103,362450
0.0383632,41,0.908133469522,7290,311.39908027648926,0.0756222,0.0,-0.0207302,50.0,-7.23267905597,-3.13559,364500
0.0298245,41,0.936832301319,7331,313.1185677051544,0.112985,0.0,-0.0305931,50.0,-8.264289506,-3.12554,366550
0.0200544,41,0.959876906127,7372,314.8751232624054,0.0690149,0.0,-0.0213996,50.0,-7.99570145936,-3.1463,368600
0.0294862,41,0.952278271317,7413,316.59396481513977,0.0570179,0.0,-0.016645,50.0,-7.22316055584,-3.16256,370650
0.0232435,41,0.943062964827,7454,318.355340719223,0.124845,0.0,-0.0168497,50.0,-6.89237425088,-3.16357,372700
0.0243028,41,0.952829953283,7495,320.07857751846313,0.0915779,0.0,-0.0187507,50.0,-7.06245832038,-3.19629,374750
0.0290806,41,0.952790882438,7536,321.8287672996521,0.0749665,0.0,-0.0272146,50.0,-6.95917319732,-3.18213,376800
0.0332947,41,0.925446555018,7577,323.5629930496216,0.0857631,0.0,-0.0157412,50.0,-7.04634533275,-3.17236,378850
0.0400175,41,0.937870431691,7618,325.3131010532379,0.0692635,0.0,-0.0140975,50.0,-7.06228067705,-3.15673,380900
0.0403874,41,0.940361160785,7659,327.0654001235962,0.080761,0.0,-0.0150252,50.0,-7.124165329,-3.17194,382950
0.0318941,41,0.937427505851,7700,328.8053629398346,0.0708212,0.0,-0.0212075,50.0,-7.02240778686,-3.18055,385000
0.0170384,41,0.951803043485,7741,330.5315179824829,0.0609793,0.0,-0.0265431,50.0,-6.89480017255,-3.21529,387050
0.0530823,41,0.95038883388,7782,332.28141736984253,0.0781667,0.0,0.00362033,50.0,-6.56022870279,-3.20652,389100
0.0300989,41,0.936454325914,7823,334.01560616493225,0.0820251,0.0,-0.0164507,50.0,-6.60130916552,-3.2309,391150
0.0330389,41,0.921602614224,7864,335.77503538131714,0.0712096,0.0,-0.0257087,50.0,-6.83021903622,-3.21642,393200
0.0564471,41,0.924667149782,7905,337.50825548171997,0.081032,0.0,-0.013812,50.0,-6.98728809101,-3.2371,395250
0.0321363,41,0.9215644449,7946,339.24604320526123,0.0742688,0.0,-0.0184157,50.0,-6.63966876207,-3.27691,397300
0.0250284,41,0.925320915878,7987,340.9883596897125,0.0764308,0.0,-0.017913,50.0,-6.7231167821,-3.26941,399350
0.02616,41,0.936620093882,8028,342.7432553768158,0.0685211,0.0,-0.0200527,50.0,-6.36802043034,-3.28012,401400
0.0224121,41,0.94668373093,8069,344.47247838974,0.065472,0.0,-0.018324,50.0,-6.39167201306,-3.30277,403450
0.0304749,41,0.934250347316,8110,346.22729206085205,0.0519295,0.0,-0.0260383,50.0,-6.29658297749,-3.33497,405500
0.0226011,41,0.949898310006,8151,347.96178936958313,0.0460635,0.0,-0.0226214,50.0,-6.14455925911,-3.34094,407550
0.0321913,41,0.929574735463,8192,349.6993577480316,0.0817377,0.0,-0.0160601,50.0,-6.30468368751,-3.33542,409600
0.0373272,40,0.93915200606,8232,351.43811535835266,0.0563404,0.0,-0.0168467,50.0,-6.72599150659,-3.34233,411600
0.0347783,41,0.920720688999,8273,353.19164419174194,0.081518,0.0,-0.0131998,50.0,-6.40162142222,-3.35405,413650
0.0250226,41,0.943359557539,8314,354.9288685321808,0.067911,0.0,-0.0173433,50.0,-6.46642264039,-3.37575,415700
0.0475678,41,0.936348475516,8355,356.6643719673157,0.0830794,0.0,-0.00679467,50.0,-6.66986344563,-3.37746,417750
0.0356035,41,0.919101707637,8396,358.39047360420227,0.0778993,0.0,-0.00551268,50.0,-6.55299919417,-3.39558,419800
0.0303964,41,0.934440039098,8437,360.1423542499542,0.10821,0.0,-0.0151223,50.0,-6.57359687065,-3.40523,421850
0.0352645,41,0.935076951981,8478,361.86302638053894,0.0826846,0.0,-0.0173218,50.0,-6.85026113131,-3.43852,423900
0.0480859,41,0.913929641247,8519,363.6181287765503,0.0731968,0.0,-0.00747808,50.0,-6.87865626189,-3.43003,425950
0.0207814,41,0.925483770669,8560,365.3476605415344,0.0730679,0.0,-0.0213924,50.0,-6.06621139605,-3.46545,428000
0.0272496,41,0.931340619922,8601,367.08585691452026,0.0796932,0.0,-0.0225525,50.0,-6.21817676097,-3.45468,430050
0.0406812,41,0.913612417877,8642,368.8205523490906,0.0784862,0.0,-0.0155747,50.0,-6.67261039158,-3.46499,432100
0.0480871,41,0.919414967299,8683,370.57778906822205,0.113067,0.0,-0.0102416,50.0,-6.76929877568,-3.47528,434150
0.0444107,41,0.915824651718,8724,372.31293654441833,0.0825595,0.0,-0.0202416,50.0,-6.82542056409,-3.49277,436200
0.0359933,41,0.941292405128,8765,374.0627861022949,0.0702184,0.0,-0.00407596,50.0,-6.56545989213,-3.45981,438250
0.0358756,41,0.945659898221,8806,375.7970085144043,0.0438782,0.0,-0.00847586,50.0,-6.62660087951,-3.44155,440300
0.0415848,41,0.937762580812,8847,377.562438249588,0.0812892,0.0,-0.00559908,50.0,-7.10746345182,-3.4591,442350
0.0483374,41,0.940818399191,8888,379.2892870903015,0.0765383,0.0,-0.0231118,50.0,-7.50879531796,-3.47707,444400
0.0362844,41,0.939614724368,8929,381.0553071498871,0.0940638,0.0,-0.0150702,50.0,-7.6098882782,-3.52498,446450
0.0356743,41,0.938170559704,8970,382.80518794059753,0.0822637,0.0,-0.00593565,50.0,-7.1657510806,-3.548,448500
0.033924,41,0.922997713089,9011,384.5626151561737,0.0556541,0.0,-0.0136907,50.0,-6.60046457405,-3.54727,450550
