TimestepsSoFar,EpisodesSoFar,ev_tdlam_before,loss_pol_entpen,EpThisIter,loss_vf_loss,loss_pol_surr,EpRewMean,loss_kl,TimeElapsed,loss_ent,EpLenMean
450550,9011,0.914231225848,0.0,41,0.0918247,-0.0257642,-7.59897036604,0.050435,385.8035891056061,-3.36292,50.0
452600,9052,0.94265570119,0.0,41,0.0964383,-0.018115,-7.55736177168,0.0495122,387.5388343334198,-3.37983,50.0
454650,9093,0.925305463374,0.0,41,0.108333,0.0474296,-7.69951758035,0.127876,389.3074858188629,-3.39031,50.0
456700,9134,0.901932455599,0.0,41,0.18158,-0.0197473,-7.98619855263,0.0270586,391.04749488830566,-3.38086,50.0
458750,9175,0.901967443526,0.0,41,0.151443,-0.0255706,-7.75813499277,0.0301297,392.7916781902313,-3.38672,50.0
460800,9216,0.910527288914,0.0,41,0.116827,-0.0224076,-7.66455486958,0.0345395,394.54644680023193,-3.39695,50.0
462800,9256,0.913542881608,0.0,40,0.153456,-0.027884,-7.75365598417,0.0299795,396.3497233390808,-3.40561,50.0
464850,9297,0.936485424638,0.0,41,0.0963902,-0.0253357,-7.42845560212,0.0334831,398.09796500205994,-3.4275,50.0
466900,9338,0.921651817858,0.0,41,0.0932909,-0.0139311,-6.99174161262,0.0336488,399.837637424469,-3.4529,50.0
468950,9379,0.887769080698,0.0,41,0.152568,-0.0130462,-6.74369947557,0.0311614,401.5920329093933,-3.44929,50.0
471000,9420,0.911494784057,0.0,41,0.124784,-0.0116289,-6.65631840726,0.0331417,403.34316182136536,-3.46162,50.0
473050,9461,0.927963159978,0.0,41,0.105864,-0.0193223,-6.87358507184,0.0227596,405.0932660102844,-3.48211,50.0
475100,9502,0.955045130104,0.0,41,0.0749851,-0.0195876,-6.9802325099,0.0269481,406.8424711227417,-3.4532,50.0
477150,9543,0.950884059072,0.0,41,0.100983,-0.0155448,-7.3257553561,0.0493026,408.5935139656067,-3.43213,50.0
479200,9584,0.945417150855,0.0,41,0.0768858,-0.0256486,-7.42649482029,0.0371183,410.33862352371216,-3.40742,50.0
481250,9625,0.953648626804,0.0,41,0.0966222,-0.00559808,-7.60899008067,0.0492071,412.09345960617065,-3.4167,50.0
483300,9666,0.950548745692,0.0,41,0.0704718,-0.0197688,-7.48957614392,0.0366412,413.8357219696045,-3.41834,50.0
485350,9707,0.882072918117,0.0,41,0.0887041,-0.0175456,-7.20557500638,0.0391879,415.60905289649963,-3.45913,50.0
487400,9748,0.929534822702,0.0,41,0.106652,-0.0188002,-6.68902877996,0.03125,417.35109400749207,-3.46027,50.0
489450,9789,0.941995494068,0.0,41,0.0686543,-0.0213375,-7.05606301073,0.0401351,419.1009247303009,-3.48331,50.0
491500,9830,0.937773302197,0.0,41,0.0676279,-0.0244686,-7.08076802772,0.0395,420.842396736145,-3.49713,50.0
493550,9871,0.926862031221,0.0,41,0.0684593,-0.0235889,-6.8962168613,0.0496284,422.6095464229584,-3.44211,50.0
495600,9912,0.943038072437,0.0,41,0.0841228,-0.0261372,-6.98887308569,0.0308605,424.3513915538788,-3.45737,50.0
497650,9953,0.877833276987,0.0,41,0.108028,-0.0205062,-6.92671370249,0.04783,426.10367131233215,-3.46223,50.0
499700,9994,0.890485800803,0.0,41,0.150358,-0.026775,-7.13609390396,0.0296877,427.8504548072815,-3.48731,50.0
501750,10035,0.914162449539,0.0,41,0.101614,-0.0175887,-6.89689510827,0.0276585,429.60103392601013,-3.50477,50.0
503800,10076,0.888151854277,0.0,41,0.107365,-0.0227483,-6.82608848391,0.046417,431.3381052017212,-3.50084,50.0
505850,10117,0.921631887555,0.0,41,0.121424,-0.0247591,-7.09967916516,0.0323099,433.0936076641083,-3.51055,50.0
507900,10158,0.924180217087,0.0,41,0.0667179,-0.0273131,-7.05583848958,0.0284927,434.83561158180237,-3.50483,50.0
509950,10199,0.94853669405,0.0,41,0.069974,-0.0270345,-7.11695932644,0.0276383,436.5857479572296,-3.52056,50.0
512000,10240,0.912508830428,0.0,41,0.100189,-0.00763642,-6.99336452467,0.0427888,438.3225345611572,-3.53155,50.0
514000,10280,0.855400085449,0.0,40,0.123652,-0.0143502,-6.82234437905,0.0363261,440.077570438385,-3.55508,50.0
516050,10321,0.925161600113,0.0,41,0.0830662,0.00586286,-6.51300158164,0.04773,441.81944274902344,-3.57119,50.0
518100,10362,0.932908318937,0.0,41,0.086804,-0.0129106,-6.63488772733,0.0459526,443.5849070549011,-3.56652,50.0
520150,10403,0.92314196378,0.0,41,0.0886957,-0.0145273,-6.60119341917,0.0395688,445.32009506225586,-3.56531,50.0
522200,10444,0.906867437065,0.0,41,0.0780387,-0.0214442,-6.58708725836,0.0559412,447.07261753082275,-3.5747,50.0
524250,10485,0.906838104129,0.0,41,0.0743383,-0.0244262,-6.52949831134,0.0333614,448.81972670555115,-3.57274,50.0
526300,10526,0.93056627363,0.0,41,0.0737173,-0.0104246,-6.45910149318,0.0385351,450.5699243545532,-3.56901,50.0
528350,10567,0.932349130511,0.0,41,0.0608695,-0.0167976,-6.42068285301,0.0459138,452.3117346763611,-3.57286,50.0
530400,10608,0.933733388782,0.0,41,0.0809156,-0.0259068,-6.6244956686,0.0406377,454.0782537460327,-3.57666,50.0
532450,10649,0.915937684476,0.0,41,0.0686562,-0.0205239,-6.62343939185,0.0260983,455.8219225406647,-3.56467,50.0
534500,10690,0.911399535835,0.0,41,0.0981388,-0.0200199,-6.00213047765,0.0265067,457.5773084163666,-3.55774,50.0
536550,10731,0.952153723687,0.0,41,0.0555976,-0.017056,-5.95919304387,0.0302535,459.32002305984497,-3.56286,50.0
538600,10772,0.957550074905,0.0,41,0.0471962,-0.0225971,-6.5637139789,0.0379198,461.08868741989136,-3.57266,50.0
540650,10813,0.955161049962,0.0,41,0.0582384,-0.0112895,-6.8189616171,0.0515929,462.8357124328613,-3.57125,50.0
542700,10854,0.911854065955,0.0,41,0.097093,-0.018748,-6.5845489335,0.0300013,464.5880317687988,-3.56255,50.0
544750,10895,0.930061839521,0.0,41,0.068299,-0.0272116,-6.17701820639,0.0270512,466.32919478416443,-3.56613,50.0
546800,10936,0.958039686084,0.0,41,0.0401801,-0.0111518,-6.2041114778,0.0431684,468.08566403388977,-3.56854,50.0
548850,10977,0.945535298437,0.0,41,0.0495002,-0.0129429,-6.28319319541,0.0531611,469.82679510116577,-3.60063,50.0
550900,11018,0.846680507064,0.0,41,0.0861877,-0.0107022,-6.45223828153,0.0611306,471.57715582847595,-3.58523,50.0
552950,11059,0.938729990274,0.0,41,0.0486045,-0.013424,-6.26019165172,0.0346656,473.3282914161682,-3.57254,50.0
555000,11100,0.929299592972,0.0,41,0.0496327,-0.0109621,-6.13768829747,0.0434218,475.0853576660156,-3.56106,50.0
557050,11141,0.891695432365,0.0,41,0.0616605,-0.0150358,-5.85358443012,0.0413578,476.82785654067993,-3.57346,50.0
559100,11182,0.93156991899,0.0,41,0.0591363,-0.0118494,-6.065549569,0.0337344,478.57767367362976,-3.58529,50.0
561150,11223,0.952386509627,0.0,41,0.045425,-0.0235587,-6.37444630216,0.0343788,480.32751274108887,-3.62803,50.0
563200,11264,0.930492833257,0.0,41,0.109052,-0.0248386,-6.86138371515,0.0396847,482.0783476829529,-3.67603,50.0
565200,11304,0.937766190618,0.0,40,0.101536,-0.0147379,-7.19849405164,0.0415382,483.8233206272125,-3.70107,50.0
567250,11345,0.93391250819,0.0,41,0.070239,-0.0012765,-6.96964845988,0.058111,485.57645082473755,-3.68981,50.0
569300,11386,0.908386878669,0.0,41,0.0854972,-0.0176042,-6.55111337156,0.038992,487.32758951187134,-3.71104,50.0
571350,11427,0.896518282592,0.0,41,0.0809477,-0.0196246,-6.27954503571,0.0256609,489.06210017204285,-3.72568,50.0
573400,11468,0.923688650131,0.0,41,0.0470996,-0.00709252,-5.76447489789,0.0460763,490.8122625350952,-3.75376,50.0
575450,11509,0.923995055258,0.0,41,0.0551005,-0.0204356,-5.80243379752,0.0607982,492.5688316822052,-3.77367,50.0
577500,11550,0.945421077311,0.0,41,0.0738397,-0.0280236,-6.51579926394,0.0683573,494.35527634620667,-3.77223,50.0
579550,11591,0.920451633632,0.0,41,0.114113,-0.00746537,-6.82929483164,0.168053,496.1006443500519,-3.78944,50.0
581600,11632,0.919018082321,0.0,41,0.0803782,-0.0054052,-6.70046608517,0.0612346,497.84314250946045,-3.80033,50.0
583650,11673,0.950647685677,0.0,41,0.0712296,-0.0100651,-6.36845051779,0.034078,499.5876712799072,-3.81277,50.0
585700,11714,0.937691304833,0.0,41,0.0967547,0.000815699,-6.52332656543,0.662979,501.34789395332336,-3.79852,50.0
587750,11755,0.897564858198,0.0,41,0.0878494,-0.0295795,-6.50530251763,0.0328897,503.10055661201477,-3.77076,50.0
589800,11796,0.91800738126,0.0,41,0.110321,-0.0193595,-6.79477689579,0.0433383,504.9759919643402,-3.76676,50.0
591850,11837,0.916253253818,0.0,41,0.064275,-0.0172066,-6.42763816883,0.0608349,506.7184977531433,-3.77002,50.0
593900,11878,0.931097514927,0.0,41,0.107883,-0.013814,-6.52529966474,0.0652056,508.4839041233063,-3.76234,50.0
595950,11919,0.90875697881,0.0,41,0.0909547,-0.0208038,-6.31834035079,0.0259745,510.2182369232178,-3.75076,50.0
598000,11960,0.931182816625,0.0,41,0.0912017,-0.0273797,-6.39138846451,0.0452845,511.9826440811157,-3.75099,50.0
600050,12001,0.959134135395,0.0,41,0.0650572,-0.0182585,-6.64405125086,0.0392672,513.7259752750397,-3.72586,50.0
602100,12042,0.952702712268,0.0,41,0.0605653,-0.013652,-7.10679364614,0.0357172,515.4768102169037,-3.75504,50.0
604150,12083,0.936182484031,0.0,41,0.0709691,-0.012591,-6.57919652278,0.0491755,517.2300343513489,-3.76161,50.0
606200,12124,0.962151065469,0.0,41,0.0834825,-0.0229345,-7.02199446959,0.0258495,518.9852392673492,-3.76741,50.0
608250,12165,0.938866954297,0.0,41,0.0651647,-0.0060896,-7.00203373987,0.0513384,520.7296071052551,-3.77167,50.0
610300,12206,0.972757291049,0.0,41,0.0552379,-0.0175717,-6.49988046977,0.0410417,522.4835135936737,-3.77085,50.0
612350,12247,0.948993913829,0.0,41,0.0530119,-0.0180318,-6.11764681046,0.0272339,524.217047214508,-3.78955,50.0
614400,12288,0.932877153158,0.0,41,0.0710926,-0.0224036,-6.22521038217,0.0339792,525.9842219352722,-3.79686,50.0
616400,12328,0.922397278249,0.0,40,0.0620686,-0.0142501,-5.91957987834,0.0317196,527.7199609279633,-3.81053,50.0
618450,12369,0.918209500611,0.0,41,0.0821186,-0.019014,-5.89199937387,0.0656753,529.4775581359863,-3.81758,50.0
620500,12410,0.912788063288,0.0,41,0.0838984,-0.00111321,-5.92261337825,0.053368,531.218368768692,-3.80722,50.0
622550,12451,0.91864515841,0.0,41,0.0712721,-0.0104053,-6.62559920409,0.493306,532.9685325622559,-3.8003,50.0
624600,12492,0.926870018244,0.0,41,0.0911957,-0.0150796,-6.75381918506,0.028695,534.7105398178101,-3.80268,50.0
626650,12533,0.907442465425,0.0,41,0.0913955,-0.0124694,-6.91169596175,0.0359328,536.4606373310089,-3.78814,50.0
628700,12574,0.943939227611,0.0,41,0.0818649,0.00303445,-6.50424148373,0.0486088,538.2130029201508,-3.78602,50.0
630750,12615,0.943131927401,0.0,41,0.0938312,-0.00622413,-6.63277502505,0.0489134,539.9688355922699,-3.77366,50.0
632800,12656,0.914731562138,0.0,41,0.0735029,-0.00698879,-6.5718711198,0.0555133,541.7133738994598,-3.76843,50.0
634850,12697,0.914545089006,0.0,41,0.0995778,-0.019304,-6.36573286174,0.0281487,543.4680752754211,-3.75595,50.0
636900,12738,0.943999852985,0.0,41,0.0911582,-0.0115236,-6.60479324093,0.035362,545.2182779312134,-3.77127,50.0
638950,12779,0.95485188812,0.0,41,0.094158,-0.0200644,-6.94230880892,0.0337666,546.9685056209564,-3.76484,50.0
641000,12820,0.896772809327,0.0,41,0.0863744,-0.0172626,-6.69698179229,0.0366921,548.7105565071106,-3.75555,50.0
643050,12861,0.923208333552,0.0,41,0.0628733,-0.00964589,-6.22113360372,0.0311907,550.460432767868,-3.76707,50.0
645100,12902,0.949547022581,0.0,41,0.0876996,-0.0088824,-6.33557915119,0.0497704,552.2263686656952,-3.75901,50.0
647150,12943,0.932165324688,0.0,41,0.0767849,-0.0091626,-6.41110300867,0.0366501,553.9630169868469,-3.77203,50.0
649200,12984,0.934517368674,0.0,41,0.0961005,-0.0202561,-6.44902218673,0.0353624,555.7107489109039,-3.77197,50.0
651250,13025,0.846146285534,0.0,41,0.0986315,-0.00401747,-6.19817370753,0.0558654,557.4627616405487,-3.75666,50.0
653300,13066,0.900162547827,0.0,41,0.066081,-0.017243,-6.39647984121,0.0758022,559.2170398235321,-3.73514,50.0
655350,13107,0.953865546733,0.0,41,0.0678338,-0.0269762,-6.86829096154,0.0247956,560.9681949615479,-3.7445,50.0
657400,13148,0.920928969979,0.0,41,0.108701,-0.0108791,-7.0522037461,0.052813,562.7258725166321,-3.7123,50.0
659450,13189,0.960628077388,0.0,41,0.0683084,0.0230037,-7.52894806486,0.136154,564.476006269455,-3.73202,50.0
661500,13230,0.906981818378,0.0,41,0.0560338,-0.0131205,-6.71739595104,0.0394177,566.2261548042297,-3.71087,50.0
663550,13271,0.904852151871,0.0,41,0.104235,-0.00987329,-7.08263644485,0.0433102,567.9826271533966,-3.70312,50.0
665600,13312,0.898675702512,0.0,41,0.0903416,-0.00802906,-7.14531015222,0.0882315,569.7416291236877,-3.71495,50.0
667600,13352,0.93732380867,0.0,40,0.0927879,-0.016567,-7.22503497556,0.0481271,571.4914994239807,-3.71132,50.0
669650,13393,0.936755046248,0.0,41,0.0521963,-0.0124962,-6.80253372821,0.0436312,573.2413296699524,-3.71717,50.0
671700,13434,0.905800178647,0.0,41,0.09311,-0.0270406,-6.65083884661,0.0367048,574.9918060302734,-3.70762,50.0
673750,13475,0.923925623298,0.0,41,0.0982473,-0.00995155,-6.61971132586,0.0307171,576.7343137264252,-3.68928,50.0
675800,13516,0.948570687324,0.0,41,0.115368,-0.00311587,-7.09756340471,0.0593242,578.4839358329773,-3.67926,50.0
677850,13557,0.927265815437,0.0,41,0.0922425,-0.0210827,-6.96524443101,0.0549371,580.2379243373871,-3.68333,50.0
679900,13598,0.90740083158,0.0,41,0.100473,-0.0100663,-6.90886380012,0.046778,581.9957528114319,-3.69237,50.0
681950,13639,0.92543322593,0.0,41,0.0971802,-0.0259218,-6.59674246787,0.0374565,583.7414782047272,-3.70303,50.0
684000,13680,0.948039013892,0.0,41,0.0872228,-0.0144721,-6.55060776954,0.0370083,585.4775648117065,-3.70562,50.0
686050,13721,0.922409132123,0.0,41,0.0731055,-0.00805231,-6.43805545619,0.056885,587.229264497757,-3.69425,50.0
688100,13762,0.950337149203,0.0,41,0.0545937,0.00100261,-6.90195214411,0.0750696,588.9844172000885,-3.72636,50.0
690150,13803,0.906880155206,0.0,41,0.0775791,-0.023849,-6.64912004811,0.0314471,590.732842206955,-3.72495,50.0
692200,13844,0.940480280668,0.0,41,0.0705468,-0.0182179,-6.94498267322,0.0340135,592.4838712215424,-3.72722,50.0
694250,13885,0.931979119778,0.0,41,0.124194,-0.0177907,-6.85778680306,0.0418388,594.2338151931763,-3.73991,50.0
696300,13926,0.925339862704,0.0,41,0.100004,0.00155873,-6.84049021066,0.0492289,595.9826264381409,-3.73709,50.0
698350,13967,0.931123733521,0.0,41,0.08898,-0.0170075,-6.68648938018,0.0378886,597.7263746261597,-3.74034,50.0
700400,14008,0.950232241303,0.0,41,0.085272,-0.0169026,-6.77006397559,0.0335564,599.4797797203064,-3.7422,50.0
702450,14049,0.930652238429,0.0,41,0.099203,-0.0151529,-6.89344692514,0.0409658,601.2183220386505,-3.75449,50.0
704500,14090,0.896389231086,0.0,41,0.1058,-0.0273475,-6.97040241058,0.0666138,602.9684491157532,-3.7775,50.0
706550,14131,0.903826832771,0.0,41,0.155227,0.0135165,-6.87311977888,0.0683197,604.7262809276581,-3.7781,50.0
708600,14172,0.938204489648,0.0,41,0.0913388,0.00814597,-6.66739501832,0.0906197,606.4785165786743,-3.80867,50.0
710650,14213,0.954320862889,0.0,41,0.0536436,-0.0205636,-6.96587443284,0.0369052,608.21790766716,-3.81806,50.0
712700,14254,0.947250220925,0.0,41,0.10825,-0.0176169,-7.08834211108,0.0508223,609.9681346416473,-3.79918,50.0
714750,14295,0.930628307164,0.0,41,0.118017,-0.0203327,-6.87575221249,0.0418843,611.7105798721313,-3.82522,50.0
716800,14336,0.851322084665,0.0,41,0.116086,-0.0238728,-6.32892595315,0.0575396,613.4633510112762,-3.83328,50.0
718800,14376,0.878882735968,0.0,40,0.117812,-0.0191551,-6.24573461211,0.0354824,615.197829246521,-3.82333,50.0
720850,14417,0.925066053867,0.0,41,0.0773042,-0.0136914,-6.41395441435,0.04294,616.9606585502625,-3.80704,50.0
722900,14458,0.919579550624,0.0,41,0.113808,-0.00105841,-6.5072222229,0.0748595,618.6950385570526,-3.80155,50.0
724950,14499,0.937270700932,0.0,41,0.0721872,-0.0129362,-6.1385838205,0.047179,620.4483880996704,-3.84262,50.0
727000,14540,0.906342625618,0.0,41,0.0990782,-0.0165463,-6.03115964156,0.0363701,622.1865711212158,-3.86828,50.0
729050,14581,0.927869997919,0.0,41,0.0644552,-0.00893736,-6.0829835131,0.0670129,623.9449732303619,-3.87622,50.0
731100,14622,0.92057082057,0.0,41,0.116142,-0.00971904,-6.03422168813,0.0389899,625.6823260784149,-3.87392,50.0
733150,14663,0.927530221641,0.0,41,0.0971615,-0.00729253,-6.16755185844,0.0468135,627.4374437332153,-3.88537,50.0
735200,14704,0.875441662967,0.0,41,0.102579,-0.00899742,-6.28622755653,0.0452834,629.1719470024109,-3.90647,50.0
737250,14745,0.943616572767,0.0,41,0.079267,-0.0067034,-6.33298822887,0.0602198,630.9293630123138,-3.91261,50.0
739300,14786,0.928062945604,0.0,41,0.0950784,-0.00127063,-6.39547363629,0.0505099,632.6718471050262,-3.90731,50.0
741350,14827,0.93964856863,0.0,41,0.0727824,-0.0118254,-6.23710483958,0.0460496,634.4216532707214,-3.90843,50.0
743400,14868,0.916392579675,0.0,41,0.115536,-0.0231764,-6.30554443537,0.0555529,636.1868672370911,-3.89924,50.0
745450,14909,0.927168384194,0.0,41,0.0808031,-0.0198115,-6.3657200632,0.0268258,637.9285998344421,-3.87682,50.0
747500,14950,0.933591514826,0.0,41,0.0640869,-0.0118274,-6.1990701267,0.0587097,639.6794192790985,-3.88379,50.0
749550,14991,0.946944575757,0.0,41,0.0794285,-0.0114474,-6.1162892327,0.0413791,641.4313821792603,-3.86952,50.0
751600,15032,0.900344930589,0.0,41,0.0888427,-0.0147501,-5.95045601008,0.0304927,643.1793811321259,-3.87084,50.0
753650,15073,0.924195297062,0.0,41,0.138486,-0.0106947,-6.04397499524,0.0351876,644.9291100502014,-3.87342,50.0
755700,15114,0.839728981256,0.0,41,0.0901612,0.0267129,-6.12401925547,0.79975,646.6715865135193,-3.85195,50.0
757750,15155,0.858835563064,0.0,41,0.0947374,-0.0128048,-6.42871151626,0.0390239,648.4065158367157,-3.85712,50.0
759800,15196,0.900061413646,0.0,41,0.0811591,-0.013524,-6.45060930021,0.0272038,650.1630461215973,-3.84602,50.0
761850,15237,0.923778496683,0.0,41,0.0605144,-0.0134727,-6.1735437594,0.027864,651.8973910808563,-3.86003,50.0
763900,15278,0.924783408642,0.0,41,0.0980861,-0.0173903,-6.07254123899,0.055837,653.6478667259216,-3.88101,50.0
765950,15319,0.908910952508,0.0,41,0.125454,-0.0116401,-6.35082970716,0.0316717,655.3982720375061,-3.87653,50.0
768000,15360,0.929041869938,0.0,41,0.0976097,-0.0145719,-6.35126628614,0.0319501,657.1480860710144,-3.84425,50.0
770000,15400,0.907356545329,0.0,40,0.0769426,-0.0079147,-5.96036329546,0.0319687,658.8676617145538,-3.8248,50.0
772050,15441,0.899459064007,0.0,41,0.134556,-0.0173983,-6.44588843594,0.0343334,660.6247789859772,-3.81443,50.0
774100,15482,0.846423730254,0.0,41,0.106536,-0.0196761,-6.31314343446,0.0491534,662.3589906692505,-3.83714,50.0
776150,15523,0.934941492975,0.0,41,0.0878433,-0.00943198,-6.07223818724,0.0550841,664.1249351501465,-3.87032,50.0
778200,15564,0.921316176653,0.0,41,0.11776,-0.00778497,-6.24482210984,0.0410171,665.8666777610779,-3.87897,50.0
780250,15605,0.920751966536,0.0,41,0.108309,-0.0045648,-6.12311112619,0.062217,667.632385969162,-3.88995,50.0
782300,15646,0.926023200154,0.0,41,0.129072,0.00539367,-6.25506921523,0.106718,669.3665547370911,-3.89803,50.0
784350,15687,0.899218998849,0.0,41,0.121856,-0.0165839,-6.52756437753,0.0571008,671.1403095722198,-3.85335,50.0
786400,15728,0.934351220727,0.0,41,0.0695827,-0.0163576,-6.24351797629,0.0423061,672.8820743560791,-3.82593,50.0
788450,15769,0.905548103154,0.0,41,0.101179,-0.0132585,-6.14477766985,0.0441205,674.6164953708649,-3.82204,50.0
790500,15810,0.892856180668,0.0,41,0.14274,-0.00963242,-6.25970793451,0.0496626,676.3509986400604,-3.81441,50.0
792550,15851,0.912213824689,0.0,41,0.0999954,-2.44493e-05,-6.30627404764,0.0424112,678.1113331317902,-3.83807,50.0
794600,15892,0.91109469533,0.0,41,0.126283,-0.00754408,-5.95629091114,0.031022,679.8609521389008,-3.85169,50.0
796650,15933,0.908615574241,0.0,41,0.114408,-0.0071372,-5.79078139654,0.108054,681.6052680015564,-3.8652,50.0
798700,15974,0.922177255154,0.0,41,0.139819,-0.0225919,-6.18794696224,0.0311371,683.3584299087524,-3.86816,50.0
800750,16015,0.907996103168,0.0,41,0.115995,-0.0137146,-6.52474160054,0.0521301,685.1087322235107,-3.85785,50.0
802800,16056,0.939472835511,0.0,41,0.104116,-0.0126302,-6.58005209618,0.0492984,686.8509767055511,-3.86743,50.0
804850,16097,0.915968723595,0.0,41,0.122071,-0.0190224,-6.44714637044,0.0407643,688.6019463539124,-3.88303,50.0
806900,16138,0.91377158463,0.0,41,0.11175,-0.0123031,-6.63852825694,0.0379401,690.3510673046112,-3.89113,50.0
808950,16179,0.934744395316,0.0,41,0.0859926,-0.0174394,-6.89009561849,0.0428929,692.1011598110199,-3.89283,50.0
811000,16220,0.925792954862,0.0,41,0.088051,-0.0148477,-6.8802911598,0.033537,693.843668460846,-3.90218,50.0
813050,16261,0.942876957357,0.0,41,0.0830762,0.00267001,-6.55769308101,0.0414591,695.5938429832458,-3.90172,50.0
815100,16302,0.944656807929,0.0,41,0.0688346,0.0248285,-6.36890584174,0.0660725,697.3933954238892,-3.88168,50.0
817150,16343,0.915772423148,0.0,41,0.151667,-0.0140634,-6.37823081038,0.0912223,699.1358931064606,-3.88634,50.0
819200,16384,0.909192562103,0.0,41,0.115142,-0.0158989,-6.18576083472,0.0327559,700.8975648880005,-3.86294,50.0
821200,16424,0.908229447901,0.0,40,0.153234,-0.0129198,-5.95025019876,0.032401,702.6356601715088,-3.88746,50.0
823250,16465,0.92091293633,0.0,41,0.110363,-0.0081391,-5.86620384884,0.039801,704.3905687332153,-3.90541,50.0
825300,16506,0.924505203962,0.0,41,0.0920219,-0.0139656,-6.06533655081,0.0332285,706.140955209732,-3.87283,50.0
827350,16547,0.94195087254,0.0,41,0.138414,-0.00557328,-6.65231709232,0.0461197,707.8977053165436,-3.87599,50.0
829400,16588,0.938927371055,0.0,41,0.0679367,-0.0201668,-6.65681690529,0.043405,709.6402072906494,-3.90425,50.0
831450,16629,0.94511193037,0.0,41,0.0848729,-0.00274035,-6.49153259113,0.0528513,711.3987784385681,-3.91418,50.0
833500,16670,0.923516817391,0.0,41,0.0721248,-0.0113127,-6.33382153296,0.0266062,713.1318848133087,-3.93187,50.0
835550,16711,0.930151306093,0.0,41,0.105738,-0.00805193,-6.34560528092,0.0554944,714.8980219364166,-3.9534,50.0
837600,16752,0.942455135286,0.0,41,0.0787009,-0.00170318,-6.25026936667,0.0538613,716.6404986381531,-3.93387,50.0
839650,16793,0.931670933962,0.0,41,0.0811468,-0.0183376,-5.93165009332,0.0214404,718.390442609787,-3.92053,50.0
841700,16834,0.93970419094,0.0,41,0.0714499,-0.0150403,-6.1004959113,0.0306551,720.1357412338257,-3.9027,50.0
843750,16875,0.961919378489,0.0,41,0.0612529,-0.00857147,-6.40522292153,0.0364486,721.8978288173676,-3.91901,50.0
845800,16916,0.960444830358,0.0,41,0.0554388,0.00177653,-6.45326028255,0.061899,723.6326262950897,-3.9333,50.0
847850,16957,0.938751243055,0.0,41,0.109787,0.0107573,-6.675376756,0.0703262,725.4011626243591,-3.94003,50.0
849900,16998,0.9094716236,0.0,41,0.0876985,-0.0085744,-6.32563318399,0.11157,727.1407248973846,-3.8986,50.0
851950,17039,0.952967371792,0.0,41,0.0613607,-0.0123464,-6.11606817859,0.0498584,728.8982181549072,-3.89219,50.0
854000,17080,0.927453771234,0.0,41,0.0867759,-0.0193098,-6.5740716639,0.044056,730.6407189369202,-3.89322,50.0
856050,17121,0.911594145,0.0,41,0.111783,-0.0178199,-6.64061967599,0.0325528,732.3978066444397,-3.89182,50.0
858100,17162,0.928588420153,0.0,41,0.0577089,-0.0121853,-6.32132012633,0.0350199,734.1480739116669,-3.89277,50.0
860150,17203,0.94302065298,0.0,41,0.0606141,-2.31786e-05,-5.71914827926,0.0420538,735.8976204395294,-3.87059,50.0
862200,17244,0.901841372252,0.0,41,0.0694605,-0.0187904,-5.64637641977,0.0395132,737.6391041278839,-3.88545,50.0
864250,17285,0.92995968461,0.0,41,0.0567386,-0.0215721,-5.83153150651,0.0321479,739.398294210434,-3.90161,50.0
866300,17326,0.948716461658,0.0,41,0.0554481,-0.0233659,-5.73339721475,0.0529933,741.1347379684448,-3.93246,50.0
868350,17367,0.928761534393,0.0,41,0.0577677,-0.0119843,-6.31171311415,0.0261938,742.8817389011383,-3.95552,50.0
870400,17408,0.88746201247,0.0,41,0.0583289,-0.0262186,-6.05059978494,0.0914169,744.6319003105164,-3.95867,50.0
872400,17448,0.898190535605,0.0,40,0.075863,-0.016287,-6.25550735717,0.502756,746.366396188736,-3.95708,50.0
874450,17489,0.922786079347,0.0,41,0.0789409,-0.00443891,-6.48503494446,0.0497228,748.132227897644,-3.96558,50.0
876500,17530,0.939794443548,0.0,41,0.0519006,-0.0014638,-6.20987423646,0.0593474,749.8669590950012,-3.95664,50.0
878550,17571,0.95385061577,0.0,41,0.0449132,-0.0187472,-6.48680877259,0.0323299,751.624080657959,-3.9285,50.0
880600,17612,0.956586260349,0.0,41,0.0713022,-0.014597,-6.68546778894,0.0318691,753.352194070816,-3.94064,50.0
882650,17653,0.942909963429,0.0,41,0.0652175,-0.0134615,-6.66263655917,0.033296,755.1173560619354,-3.95765,50.0
884700,17694,0.950751982629,0.0,41,0.0427387,-0.0133054,-6.47486157592,0.0299547,756.8668522834778,-3.97439,50.0
886750,17735,0.952850382775,0.0,41,0.059545,-0.011355,-6.08324353179,0.0299353,758.6250023841858,-3.97003,50.0
888800,17776,0.942445993423,0.0,41,0.0543615,-0.00958431,-5.92342168746,0.0347535,760.3667891025543,-3.97505,50.0
890850,17817,0.933649368584,0.0,41,0.0544622,-0.00765236,-5.82350026507,0.101097,762.1170477867126,-3.95992,50.0
892900,17858,0.954125106335,0.0,41,0.0723802,-0.0124398,-5.96069347801,0.0330965,763.8665430545807,-3.94971,50.0
894950,17899,0.964036405087,0.0,41,0.0614998,-0.0225884,-6.36318791147,0.035138,765.6164443492889,-3.95251,50.0
897000,17940,0.94024213776,0.0,41,0.0731372,-0.022016,-6.41450532607,0.0532252,767.3511672019958,-3.94125,50.0
