TimestepsSoFar,EpisodesSoFar,ev_tdlam_before,loss_pol_entpen,EpThisIter,loss_vf_loss,loss_pol_surr,EpRewMean,loss_kl,TimeElapsed,loss_ent,EpLenMean
104400,2088,0.871109426022,0.0,40,0.712815,-0.0235797,-16.003148148,0.00997666,89.78817796707153,-0.377829,50.0
106450,2129,0.844515472651,0.0,41,1.00007,-0.0227518,-15.4226780757,0.0128319,91.538729429245,-0.444737,50.0
108500,2170,0.705917954445,0.0,41,0.852581,-0.0206339,-15.1386849774,0.0120379,93.3661961555481,-0.457968,50.0
110550,2211,0.830374121666,0.0,41,0.960368,-0.0256647,-15.24718819,0.0104892,95.12326645851135,-0.490144,50.0
112600,2252,0.867096588016,0.0,41,0.851215,-0.0190881,-15.098233415,0.0158715,96.91369438171387,-0.516902,50.0
114650,2293,0.868881896138,0.0,41,0.745178,-0.022029,-15.004877622,0.0134535,98.66445302963257,-0.576787,50.0
116700,2334,0.877125166357,0.0,41,0.664419,-0.0241923,-14.255440526,0.00910222,100.4136106967926,-0.603477,50.0
118750,2375,0.852471783757,0.0,41,0.817903,-0.0244497,-14.2679447171,0.0133224,102.16383504867554,-0.647852,50.0
120800,2416,0.869341909885,0.0,41,0.600086,-0.0254972,-14.5941231565,0.012354,103.91356492042542,-0.684107,50.0
122850,2457,0.882096938789,0.0,41,0.671919,-0.0191769,-14.5806979326,0.0102935,105.66442680358887,-0.730654,50.0
124900,2498,0.841108545661,0.0,41,0.800794,-0.0244814,-14.7054363284,0.0121207,107.41635704040527,-0.765131,50.0
126950,2539,0.844847604632,0.0,41,0.745293,-0.0199868,-14.7362261447,0.0125168,109.19830322265625,-0.808132,50.0
129000,2580,0.875084795058,0.0,41,0.709187,-0.0232742,-14.3944795373,0.0131261,110.95661473274231,-0.851345,50.0
131050,2621,0.913913078606,0.0,41,0.546939,-0.020932,-14.3779687228,0.0190512,112.71057343482971,-0.907074,50.0
133100,2662,0.919365532696,0.0,41,0.456736,-0.0241072,-14.3212112892,0.0169782,114.60135912895203,-0.959225,50.0
135150,2703,0.896002270281,0.0,41,0.68269,-0.0272126,-13.9071126388,0.015865,116.35057163238525,-0.995325,50.0
137200,2744,0.890646383166,0.0,41,0.458869,-0.0305392,-13.6162813035,0.0170531,118.10068011283875,-1.02059,50.0
139250,2785,0.906598255038,0.0,41,0.354747,-0.0247386,-13.3073165152,0.0146419,119.86251068115234,-1.04685,50.0
141300,2826,0.897811621428,0.0,41,0.426418,-0.0244404,-13.2461072948,0.0126868,121.59454321861267,-1.07246,50.0
143350,2867,0.906510099769,0.0,41,0.493781,-0.017149,-13.4292418014,0.0206148,123.35079216957092,-1.10511,50.0
145400,2908,0.917380385101,0.0,41,0.356819,-0.020241,-13.6974330088,0.0123583,125.1011393070221,-1.13449,50.0
147450,2949,0.880020514131,0.0,41,0.426539,-0.0210925,-13.4167689351,0.0161984,126.86215281486511,-1.13357,50.0
149500,2990,0.908430621028,0.0,41,0.4058,-0.0274913,-13.5555719442,0.0159298,128.59308910369873,-1.19136,50.0
151550,3031,0.870061174035,0.0,41,0.43347,-0.0302137,-13.43193023,0.0180026,130.3595428466797,-1.23677,50.0
153600,3072,0.900460220873,0.0,41,0.345422,-0.0197076,-13.3102957185,0.0178988,132.10064673423767,-1.25898,50.0
155600,3112,0.900950089097,0.0,40,0.326661,-0.0245613,-12.8324421616,0.017046,133.8613612651825,-1.29995,50.0
157650,3153,0.929582312703,0.0,41,0.229825,-0.0288458,-12.4189525896,0.0153569,135.60890364646912,-1.32292,50.0
159700,3194,0.870350837708,0.0,41,0.527414,-0.0192422,-12.4837651394,0.0189199,137.36119627952576,-1.33943,50.0
161750,3235,0.887089625001,0.0,41,0.393161,-0.0213414,-12.6876240944,0.0188757,139.1012933254242,-1.35072,50.0
163800,3276,0.901722915471,0.0,41,0.335299,-0.0227531,-12.4902137482,0.0138511,140.864816904068,-1.38192,50.0
165850,3317,0.92592215538,0.0,41,0.27414,-0.0259805,-12.4738221009,0.0138193,142.60138320922852,-1.41539,50.0
167900,3358,0.890556745231,0.0,41,0.407739,-0.0197249,-12.3952839318,0.0232176,144.3537037372589,-1.46748,50.0
169950,3399,0.899570196867,0.0,41,0.24985,-0.0224097,-11.9867772867,0.0165345,146.10866713523865,-1.48413,50.0
172000,3440,0.899163864553,0.0,41,0.355511,-0.0180409,-12.2327292478,0.0206447,147.85139560699463,-1.51283,50.0
174050,3481,0.878897763789,0.0,41,0.258185,-0.0175507,-12.1144858342,0.0184818,149.6044852733612,-1.5377,50.0
176100,3522,0.906303934753,0.0,41,0.255048,-0.0176227,-11.8356662332,0.0215211,151.34201407432556,-1.55373,50.0
178150,3563,0.908227309585,0.0,41,0.312757,-0.0267314,-11.7426507037,0.0165479,153.09923601150513,-1.57118,50.0
180200,3604,0.922691620886,0.0,41,0.278526,-0.0157128,-11.3923677959,0.0168097,154.84647870063782,-1.58368,50.0
182250,3645,0.872754529119,0.0,41,0.273546,-0.0267973,-11.2898770869,0.0155155,156.589759349823,-1.61207,50.0
184300,3686,0.908458031714,0.0,41,0.189484,-0.0200595,-10.9990727016,0.0210903,158.34361100196838,-1.63822,50.0
186350,3727,0.916322052479,0.0,41,0.252197,-0.0222435,-11.1441361286,0.0178712,160.09354662895203,-1.66294,50.0
188400,3768,0.885321237147,0.0,41,0.325359,-0.021599,-11.3972514743,0.0216049,161.83540320396423,-1.69012,50.0
190450,3809,0.896286793053,0.0,41,0.272283,-0.0289381,-11.3235892557,0.0191534,163.58576941490173,-1.72039,50.0
192500,3850,0.875276431441,0.0,41,0.260734,-0.0219315,-11.2929379785,0.0189641,165.32240986824036,-1.74829,50.0
194550,3891,0.903648346663,0.0,41,0.269806,-0.0219178,-11.2588392272,0.014926,167.09314894676208,-1.75688,50.0
196600,3932,0.863891139627,0.0,41,0.297398,-0.0214285,-11.2504466454,0.0211486,168.82475662231445,-1.78823,50.0
198650,3973,0.881443336606,0.0,41,0.323497,-0.0167383,-11.2340170892,0.0201636,170.57773160934448,-1.8118,50.0
200700,4014,0.894141569734,0.0,41,0.246876,-0.020272,-11.2677590228,0.0209996,172.31246829032898,-1.85512,50.0
202750,4055,0.870671227574,0.0,41,0.257989,-0.0173686,-11.0751571661,0.0245122,174.07805347442627,-1.86845,50.0
204800,4096,0.906527675688,0.0,41,0.266191,-0.0253458,-11.118082649,0.0238681,175.81982421875,-1.85898,50.0
206800,4136,0.883370473981,0.0,40,0.315142,-0.0174393,-11.3537699572,0.0274195,177.56972861289978,-1.88652,50.0
208850,4177,0.827536761761,0.0,41,0.343835,-0.0259633,-11.2486333732,0.0185227,179.30552411079407,-1.92575,50.0
210900,4218,0.862219780684,0.0,41,0.280449,-0.0234467,-10.8388413942,0.0183157,181.07318091392517,-1.96603,50.0
212950,4259,0.890445224941,0.0,41,0.32648,-0.0145895,-11.1114077394,0.0296783,182.82021713256836,-1.96791,50.0
215000,4300,0.859645724297,0.0,41,0.459234,-0.0296823,-11.4289914929,0.022577,184.57248711585999,-2.00168,50.0
217050,4341,0.878488667309,0.0,41,0.413842,-0.0212358,-11.3514480858,0.0237413,186.31068301200867,-2.03445,50.0
219100,4382,0.90872630477,0.0,41,0.277657,-0.0204983,-11.1130723564,0.0256572,188.06932163238525,-2.04123,50.0
221150,4423,0.892760686576,0.0,41,0.266228,-0.0315554,-10.8358884459,0.0161348,189.8107991218567,-2.06911,50.0
223200,4464,0.906764686108,0.0,41,0.24843,-0.02261,-10.7485609902,0.0273926,191.5619580745697,-2.09994,50.0
225250,4505,0.899561658502,0.0,41,0.332067,-0.0179429,-10.4972944243,0.0164973,193.31214547157288,-2.12439,50.0
227300,4546,0.915619008243,0.0,41,0.239871,-0.0342936,-10.4562097303,0.0225695,195.0612828731537,-2.14716,50.0
229350,4587,0.833252340555,0.0,41,0.296715,-0.0157286,-10.6158539334,0.0264624,196.80399322509766,-2.17275,50.0
231400,4628,0.833566948771,0.0,41,0.259813,-0.026951,-10.1174750605,0.0162616,198.55407691001892,-2.1776,50.0
233450,4669,0.875670559704,0.0,41,0.287242,-0.0276678,-9.84114006785,0.0170162,200.30424880981445,-2.22007,50.0
235500,4710,0.907463312149,0.0,41,0.194159,-0.0184169,-9.859158633,0.0220828,202.05436205863953,-2.23238,50.0
237550,4751,0.90125990659,0.0,41,0.251562,-0.0316756,-10.0380187333,0.0269816,203.8124861717224,-2.26561,50.0
239600,4792,0.881828851998,0.0,41,0.215677,-0.0264029,-9.72698262988,0.0219053,205.5782232284546,-2.28293,50.0
241650,4833,0.90801332891,0.0,41,0.255137,-0.0264663,-9.49418654625,0.0159968,207.32000422477722,-2.29633,50.0
243700,4874,0.904870480299,0.0,41,0.239795,-0.0285645,-9.99677011933,0.0148731,209.0697729587555,-2.30509,50.0
245750,4915,0.883703313768,0.0,41,0.230797,-0.0142516,-9.68829242919,0.0337923,210.8279173374176,-2.33687,50.0
247800,4956,0.880933523178,0.0,41,0.230527,-0.0305063,-9.47079369205,0.0202579,212.5704312324524,-2.3629,50.0
249850,4997,0.925562784076,0.0,41,0.17547,-0.0235669,-9.99014938397,0.0294296,214.3358986377716,-2.36008,50.0
251900,5038,0.893259502947,0.0,41,0.173713,-0.00834781,-9.52845299101,0.0265169,216.07315301895142,-2.34982,50.0
253950,5079,0.917269803584,0.0,41,0.176457,-0.0255854,-9.88316684338,0.019559,217.83522367477417,-2.38208,50.0
256000,5120,0.85815808177,0.0,41,0.288557,-0.0275001,-9.39887329854,0.0197516,219.56948137283325,-2.38805,50.0
258000,5160,0.873719185591,0.0,40,0.316758,-0.0255607,-8.95557011795,0.0216078,221.33501863479614,-2.39887,50.0
260050,5201,0.913824655116,0.0,41,0.224598,-0.0299167,-9.30043668657,0.0166629,223.07014274597168,-2.42109,50.0
262100,5242,0.849218502641,0.0,41,0.270457,-0.0273694,-9.69789861528,0.0353281,224.82827258110046,-2.434,50.0
264150,5283,0.901607647538,0.0,41,0.244673,-0.0228548,-9.21894439565,0.0222818,226.57013702392578,-2.46655,50.0
266200,5324,0.913134805858,0.0,41,0.181523,-0.0229495,-8.50797750119,0.0237269,228.3201961517334,-2.49845,50.0
268250,5365,0.921616300941,0.0,41,0.150909,-0.0280805,-8.65848624803,0.0253865,230.05399322509766,-2.49867,50.0
270300,5406,0.892681755126,0.0,41,0.149714,-0.0237384,-8.55765942762,0.0187828,231.82774376869202,-2.52264,50.0
272350,5447,0.917585082352,0.0,41,0.12715,-0.0174649,-8.38970764884,0.0236065,233.57770586013794,-2.54155,50.0
274400,5488,0.918702714145,0.0,41,0.114684,-0.0162406,-8.44876024079,0.0295865,235.32807564735413,-2.53765,50.0
276450,5529,0.929684750736,0.0,41,0.146346,-0.0265305,-8.5125487286,0.0207595,237.0782926082611,-2.54925,50.0
278500,5570,0.913620576262,0.0,41,0.159248,-0.0153536,-8.64258724493,0.0299547,238.82243585586548,-2.57123,50.0
280550,5611,0.889943160117,0.0,41,0.134941,-0.0249924,-8.44123795205,0.0245401,240.5778841972351,-2.6003,50.0
282600,5652,0.89542093128,0.0,41,0.159487,-0.0170239,-8.51864274867,0.0353379,242.32780504226685,-2.61774,50.0
284650,5693,0.903159670532,0.0,41,0.162694,-0.0228088,-8.44613253233,0.0124917,244.06204891204834,-2.60645,50.0
286700,5734,0.920185290277,0.0,41,0.148358,-0.0225137,-8.30058618517,0.0260126,245.82160902023315,-2.61006,50.0
288750,5775,0.874328643084,0.0,41,0.12821,-0.0205192,-8.37247648072,0.0227407,247.58773183822632,-2.6194,50.0
290800,5816,0.930873170495,0.0,41,0.116154,-0.0185957,-8.48049461485,0.0184927,249.33848977088928,-2.62144,50.0
292850,5857,0.844726011157,0.0,41,0.123963,-0.025049,-8.26048968064,0.0188114,251.07806420326233,-2.64025,50.0
294900,5898,0.913940295577,0.0,41,0.142018,-0.0246576,-8.32454837949,0.0278773,252.8357288837433,-2.66888,50.0
296950,5939,0.900293156505,0.0,41,0.176466,-0.0289894,-8.41063742992,0.0194967,254.58911728858948,-2.70486,50.0
299000,5980,0.927552103996,0.0,41,0.114444,-0.014312,-8.32005922873,0.0253447,256.326851606369,-2.71307,50.0
301050,6021,0.928290814161,0.0,41,0.0850724,-0.0236533,-7.90613487168,0.0266825,258.0620582103729,-2.72604,50.0
303100,6062,0.943243533373,0.0,41,0.10625,-0.0235623,-8.22737364372,0.0322244,259.81948947906494,-2.72286,50.0
305150,6103,0.942516583949,0.0,41,0.109313,-0.0303722,-8.48044705974,0.0331108,261.5694320201874,-2.71175,50.0
307200,6144,0.935561515391,0.0,41,0.0993537,-0.0301456,-8.29720746937,0.017334,263.3205375671387,-2.75243,50.0
309200,6184,0.943936798722,0.0,40,0.0902345,-0.0132387,-8.20282239648,0.0418153,265.0581908226013,-2.76573,50.0
311250,6225,0.935778230429,0.0,41,0.0988442,-0.015434,-8.2038497507,0.0309681,266.81983518600464,-2.78144,50.0
313300,6266,0.933375678957,0.0,41,0.0857785,-0.0163757,-7.9517117603,0.0277652,268.57000160217285,-2.79437,50.0
315350,6307,0.944698624313,0.0,41,0.0785751,-0.0228615,-7.76731014667,0.025922,270.30760312080383,-2.81703,50.0
317400,6348,0.929754346609,0.0,41,0.117618,-0.0287581,-7.72947686883,0.029816,272.0610876083374,-2.8168,50.0
319450,6389,0.884597875178,0.0,41,0.111177,-0.0221892,-7.94407532257,0.0354223,273.80397367477417,-2.85875,50.0
321500,6430,0.938730344176,0.0,41,0.0795345,-0.0187056,-7.91275222792,0.021231,275.5685577392578,-2.8502,50.0
323550,6471,0.927393861115,0.0,41,0.13688,-0.0237599,-7.61864196535,0.0273048,277.3350234031677,-2.88418,50.0
325600,6512,0.940241903067,0.0,41,0.0839563,-0.0099909,-7.68968707027,0.0372567,279.1010010242462,-2.91414,50.0
327650,6553,0.95290048793,0.0,41,0.0883871,-0.0201103,-7.6381732195,0.0181228,280.84349632263184,-2.9195,50.0
329700,6594,0.916261948645,0.0,41,0.0719276,-0.00955913,-7.46037390365,0.039671,282.5935502052307,-2.92123,50.0
331750,6635,0.91338070482,0.0,41,0.131552,-0.0202426,-7.56890201349,0.0255596,284.3266327381134,-2.90723,50.0
333800,6676,0.952968824655,0.0,41,0.0957473,-0.0162366,-7.92828147588,0.0326338,286.09224104881287,-2.93126,50.0
335850,6717,0.930150620639,0.0,41,0.128158,-0.0240866,-8.04008160147,0.0215367,287.8349781036377,-2.92786,50.0
337900,6758,0.903041854501,0.0,41,0.1305,-0.0213857,-7.67385953383,0.0257521,289.57730865478516,-2.95622,50.0
339950,6799,0.926248297095,0.0,41,0.0812446,-0.021949,-7.33748763617,0.0257272,291.3264856338501,-2.96529,50.0
342000,6840,0.947582356632,0.0,41,0.112759,-0.015974,-7.51755382939,0.0363158,293.078608751297,-2.97235,50.0
344050,6881,0.932049550116,0.0,41,0.0995138,-0.02198,-7.25445971609,0.0182397,294.82283329963684,-2.97937,50.0
346100,6922,0.97059006989,0.0,41,0.0579316,-0.00996962,-7.4748056158,0.033796,296.5778570175171,-2.98221,50.0
348150,6963,0.948863863945,0.0,41,0.0672304,-0.0230117,-7.9610343911,0.0237319,298.327689409256,-2.96744,50.0
350200,7004,0.936097182333,0.0,41,0.126481,-0.0306197,-8.01117064161,0.0278028,300.09385085105896,-2.97734,50.0
352250,7045,0.948668904603,0.0,41,0.0932887,-0.0210037,-8.25936481127,0.0240174,301.83550453186035,-2.96367,50.0
354300,7086,0.93792161718,0.0,41,0.11627,-0.0209891,-7.54695614718,0.0269337,303.58538722991943,-2.98998,50.0
356350,7127,0.929180555046,0.0,41,0.0958946,-0.0179811,-7.28400778942,0.0274785,305.3354616165161,-2.99527,50.0
358400,7168,0.938250638545,0.0,41,0.0993491,-0.0291809,-7.22481319979,0.0276946,307.0849049091339,-2.99507,50.0
360400,7208,0.948891073465,0.0,40,0.102827,-0.0283696,-7.83621487646,0.0342114,308.8278157711029,-3.01066,50.0
362450,7249,0.856563434005,0.0,41,0.0929892,-0.0136838,-7.93419290945,0.0272474,310.57773542404175,-3.01593,50.0
364500,7290,0.957488980144,0.0,41,0.0867695,-0.014974,-8.14597075149,0.0355032,312.3286032676697,-3.04684,50.0
366550,7331,0.936982303858,0.0,41,0.0696056,-0.0225475,-7.8813963208,0.0393144,314.06973123550415,-3.05917,50.0
368600,7372,0.947834588587,0.0,41,0.11558,-0.0270089,-8.02973752976,0.0222646,315.81220722198486,-3.07142,50.0
370650,7413,0.944041833282,0.0,41,0.0813157,-0.0111054,-8.00705621021,0.040623,317.56247067451477,-3.07396,50.0
372700,7454,0.946858737618,0.0,41,0.0727887,-0.0290909,-7.48308477214,0.0264375,319.31259870529175,-3.12008,50.0
374750,7495,0.962793368846,0.0,41,0.0858574,-0.015907,-7.68783447899,0.0425069,321.0545344352722,-3.12753,50.0
376800,7536,0.939553964883,0.0,41,0.113128,-0.0158655,-7.72862851684,0.0325795,322.79600071907043,-3.1609,50.0
378850,7577,0.942683048546,0.0,41,0.144618,-0.0259974,-8.01217282939,0.0235951,324.56208753585815,-3.16967,50.0
380900,7618,0.907229341567,0.0,41,0.155275,-0.019635,-7.69775103928,0.0373158,326.30443954467773,-3.17364,50.0
382950,7659,0.942952655256,0.0,41,0.115167,-0.0225232,-7.76388511587,0.0245875,328.0552268028259,-3.18803,50.0
385000,7700,0.923211045563,0.0,41,0.0732282,-0.0305287,-7.48320933851,0.0471535,329.7966914176941,-3.18332,50.0
387050,7741,0.931617416441,0.0,41,0.128885,-0.0202064,-7.26376298534,0.030649,331.5459101200104,-3.16906,50.0
389100,7782,0.951904959977,0.0,41,0.0918301,-0.00917594,-7.97097549434,0.043942,333.29514145851135,-3.16867,50.0
391150,7823,0.935914322734,0.0,41,0.0690686,-0.0271984,-8.06324112971,0.0370115,335.0314042568207,-3.1748,50.0
393200,7864,0.923093646765,0.0,41,0.0968002,-0.00037772,-7.37848896604,0.0383968,336.78566694259644,-3.16364,50.0
395250,7905,0.937916919589,0.0,41,0.0960212,-0.00523722,-7.77063883515,0.0392279,338.543429851532,-3.17604,50.0
397300,7946,0.946448452771,0.0,41,0.0642149,-0.0209047,-7.98881176604,0.0403392,340.29982566833496,-3.1525,50.0
399350,7987,0.939432714134,0.0,41,0.0869273,-0.0226681,-7.4116674107,0.0309157,342.0386095046997,-3.19444,50.0
401400,8028,0.946655265987,0.0,41,0.115544,-0.0168148,-7.2769963336,0.0422567,343.79674243927,-3.20199,50.0
403450,8069,0.926266588271,0.0,41,0.0792279,-0.0181401,-7.0789651749,0.0292831,345.5313172340393,-3.20209,50.0
405500,8110,0.929231308401,0.0,41,0.0821689,-0.0206036,-7.42519355815,0.044991,347.2880754470825,-3.1915,50.0
407550,8151,0.91513954103,0.0,41,0.0883381,-0.0075286,-7.22161994061,0.0515285,349.04534125328064,-3.17719,50.0
409600,8192,0.956568602473,0.0,41,0.0688666,-0.0131368,-7.57495180502,0.0276708,350.7885022163391,-3.20543,50.0
411600,8232,0.911217316985,0.0,40,0.12939,-0.00967226,-7.4562770099,0.028366,352.5386493206024,-3.2195,50.0
413650,8273,0.873117759824,0.0,41,0.11789,-0.0196328,-7.84622604118,0.0209388,354.2888970375061,-3.22066,50.0
415700,8314,0.932544723153,0.0,41,0.11628,-0.0279333,-7.97810051531,0.0206997,356.0265052318573,-3.23913,50.0
417750,8355,0.880420267582,0.0,41,0.096528,-0.0207514,-7.63807159345,0.022943,357.7766571044922,-3.26415,50.0
419800,8396,0.90189550072,0.0,41,0.109416,-0.0232544,-7.46963131266,0.0298198,359.5484435558319,-3.27907,50.0
421850,8437,0.90676830709,0.0,41,0.072082,-0.0265394,-7.04948890406,0.0233428,361.2884855270386,-3.28632,50.0
423900,8478,0.883400782943,0.0,41,0.159795,-0.00589264,-6.80466512885,0.0318722,363.0383138656616,-3.29546,50.0
425950,8519,0.885635070503,0.0,41,0.118565,-0.0090978,-6.89130138662,0.0742865,364.81108379364014,-3.31495,50.0
428000,8560,0.915832661092,0.0,41,0.105491,-0.0315111,-7.15556142216,0.0313844,366.5452983379364,-3.3235,50.0
430050,8601,0.880254067481,0.0,41,0.106994,-0.0161429,-6.96536379836,0.0447648,368.2970612049103,-3.31132,50.0
432100,8642,0.851699441671,0.0,41,0.130864,-0.0171259,-7.1365401859,0.0356448,370.0517678260803,-3.31853,50.0
434150,8683,0.904742226005,0.0,41,0.109098,-0.0214257,-7.28123337323,0.037519,371.8099060058594,-3.32194,50.0
436200,8724,0.871753230691,0.0,41,0.129129,-0.0141612,-7.43446392188,0.0294861,373.54637598991394,-3.30613,50.0
438250,8765,0.897936426103,0.0,41,0.0818656,-0.0224935,-7.45701405324,0.0310074,375.29648780822754,-3.33629,50.0
440300,8806,0.929079823196,0.0,41,0.0726166,-0.0223596,-7.55863691534,0.0777663,377.0392577648163,-3.34411,50.0
442350,8847,0.896467126906,0.0,41,0.0990455,-0.0145375,-7.81768372201,0.0522168,378.7916431427002,-3.32892,50.0
444400,8888,0.926732115448,0.0,41,0.160622,-0.017541,-8.3104018015,0.0376892,380.54167580604553,-3.34479,50.0
446450,8929,0.87385584414,0.0,41,0.0855109,-0.0092144,-8.26276614338,0.0535655,382.27987599372864,-3.33491,50.0
448500,8970,0.930294387043,0.0,41,0.06602,-0.0193031,-8.03052899946,0.0360149,384.0454602241516,-3.32528,50.0
