EpLenMean,loss_pol_entpen,ev_tdlam_before,loss_kl,loss_vf_loss,loss_ent,EpisodesSoFar,TimeElapsed,loss_pol_surr,TimestepsSoFar,EpRewMean,EpThisIter
1000.0,0.0,0.0720005631447,0.047192,150.38,-1.28612,921,806.7503004074097,-0.0330731,921000,1109.55811119,2
1000.0,0.0,0.0273780822754,0.0381534,146.804,-1.31651,923,808.5318882465363,-0.0308866,923000,1109.00680705,2
1000.0,0.0,0.281532943249,0.0485975,156.778,-1.32628,925,810.3125314712524,-0.036797,925000,1108.70156109,2
1000.0,0.0,0.034831225872,0.0355692,152.962,-1.29847,927,812.1100327968597,-0.0356323,927000,1107.35671523,2
1000.0,0.0,0.0262945890427,0.0294778,145.171,-1.31396,929,813.8923318386078,-0.0375,929000,1106.7166594,2
1000.0,0.0,0.349992632866,0.0490409,155.849,-1.30505,931,815.7034134864807,-0.0383064,931000,1106.61438146,2
1000.0,0.0,0.0534058213234,0.0540515,152.356,-1.30542,933,817.5015971660614,-0.03158,933000,1105.53697286,2
1000.0,0.0,0.0906827449799,0.0453096,151.362,-1.3053,935,819.2973613739014,-0.032507,935000,1105.21483729,2
1000.0,0.0,0.0582951903343,0.0611129,150.918,-1.31558,937,821.0783398151398,-0.0295485,937000,1105.58646236,2
1000.0,0.0,0.170186340809,0.0434086,216.686,-1.32852,940,822.8757910728455,-0.0370843,940000,1116.1462895,3
1000.0,0.0,0.363694667816,0.0458275,150.479,-1.32102,942,824.6574347019196,-0.0348084,942000,1154.33641951,2
1000.0,0.0,0.0433197021484,0.0304924,155.235,-1.34581,944,826.4532172679901,-0.037243,944000,1192.77867168,2
1000.0,0.0,0.22833865881,0.0434933,158.136,-1.33805,946,828.2350327968597,-0.0350657,946000,1231.56894947,2
1000.0,0.0,0.0370500087738,0.0409518,154.452,-1.33847,948,830.0316569805145,-0.0295071,948000,1270.4858795,2
1000.0,0.0,0.0676378011703,0.0245891,153.456,-1.35091,950,831.8128051757812,-0.0386864,950000,1289.69735742,2
1000.0,0.0,0.0537745952606,0.0312811,160.179,-1.34598,952,833.6096603870392,-0.0359158,952000,1327.1294676,2
1000.0,0.0,0.0825754404068,0.048669,161.257,-1.31742,954,835.3917803764343,-0.0282952,954000,1346.43929224,2
1000.0,0.0,0.0285222530365,0.0437663,155.243,-1.34628,956,837.1726360321045,-0.0358482,956000,1348.08822303,2
1000.0,0.0,0.0662033557892,0.0471078,163.467,-1.34442,958,838.9536039829254,-0.0329195,958000,1348.15151869,2
1000.0,0.0,0.0732702612877,0.0432989,160.469,-1.3818,960,840.7503938674927,-0.0307901,960000,1367.21251664,2
1000.0,0.0,0.215650439262,0.0972003,159.646,-1.40485,962,842.5312976837158,-0.0320941,962000,1387.02003271,2
1000.0,0.0,0.0400641560555,0.0345768,160.54,-1.44655,964,844.3438637256622,-0.0356047,964000,1399.49798299,2
1000.0,0.0,0.199648141861,0.0411452,160.233,-1.46539,966,846.1257853507996,-0.0352456,966000,1401.99984998,2
1000.0,0.0,0.558232724667,4.45765,161.285,-1.50028,968,847.9225013256073,-0.0655182,968000,1403.49513148,2
1000.0,0.0,0.379152059555,0.0353505,167.103,-1.51546,970,849.7167272567749,-0.0396457,970000,1403.58497764,2
1000.0,0.0,0.118903577328,0.0331986,162.46,-1.50752,972,851.5166330337524,-0.0351828,972000,1404.83191506,2
1000.0,0.0,0.0340241789818,0.0364404,157.9,-1.5321,974,853.2974324226379,-0.0326081,974000,1412.12896309,2
1000.0,0.0,0.0820024013519,0.0347849,162.286,-1.52822,976,855.0794558525085,-0.0344485,976000,1413.62431809,2
1000.0,0.0,0.0914880633354,0.0565569,162.948,-1.56183,978,856.8749258518219,-0.0287659,978000,1414.8499062,2
1000.0,0.0,0.020333647728,0.0490572,156.477,-1.53006,980,858.6578454971313,-0.027552,980000,1416.56690868,2
1000.0,0.0,0.15321713686,0.0387866,216.107,-1.54765,983,860.4383597373962,-0.0372793,983000,1416.5573605,3
1000.0,0.0,0.0986722111702,0.0477346,164.225,-1.55986,985,862.2349815368652,-0.0328885,985000,1418.04418106,2
1000.0,0.0,0.104835808277,0.0479788,164.538,-1.57463,987,864.0190441608429,-0.0336661,987000,1418.38474351,2
1000.0,0.0,0.0859841108322,0.0367894,161.548,-1.58223,989,865.8135325908661,-0.0335684,989000,1418.92798963,2
1000.0,0.0,0.176499307156,0.0305494,162.018,-1.60041,991,867.5937647819519,-0.0392934,991000,1420.33802672,2
1000.0,0.0,0.0844938755035,0.0300504,161.806,-1.59574,993,869.3910269737244,-0.0372866,993000,1422.14625377,2
1000.0,0.0,-0.000613927841187,0.0393695,160.533,-1.58957,995,871.171986579895,-0.0341993,995000,1423.73398419,2
1000.0,0.0,0.0411803722382,0.0361308,164.719,-1.6046,997,872.9537408351898,-0.0351102,997000,1425.90190142,2
1000.0,0.0,0.042787194252,0.0585016,165.158,-1.60618,999,874.7504088878632,-0.0279035,999000,1444.20496427,2
1000.0,0.0,0.0685440897942,0.112047,165.955,-1.63392,1001,876.5316531658173,-0.0166984,1001000,1447.2493931,2
