EpLenMean,loss_pol_entpen,ev_tdlam_before,loss_kl,loss_vf_loss,loss_ent,EpisodesSoFar,TimeElapsed,loss_pol_surr,TimestepsSoFar,EpRewMean,EpThisIter
1000.0,0.0,0.0262299776077,0.0350543,119.209,0.382349,458,401.90648198127747,-0.0351953,458000,1228.31844848,2
1000.0,0.0,0.0467009544373,0.0289303,124.452,0.399104,460,403.7356171607971,-0.038197,460000,1231.18155613,2
1000.0,0.0,0.0844480395317,0.0247442,121.064,0.389103,462,405.5158622264862,-0.0398826,462000,1233.5269153,2
1000.0,0.0,0.12379193306,0.0539545,121.912,0.395668,464,407.29687333106995,-0.0269248,464000,1235.39156524,2
1000.0,0.0,0.0423284173012,0.0263268,122.467,0.379699,466,409.0783951282501,-0.0368902,466000,1237.08641846,2
1000.0,0.0,0.0514808893204,0.0328692,121.86,0.363187,468,410.87516474723816,-0.0343089,468000,1238.99112528,2
1000.0,0.0,0.047094643116,0.0260513,157.678,0.352588,471,412.6571111679077,-0.0336052,471000,1241.63722353,3
1000.0,0.0,0.0577849149704,0.0279672,127.662,0.330023,473,414.43810391426086,-0.0355115,473000,1243.36208586,2
1000.0,0.0,0.0258250832558,0.0368271,122.904,0.31424,475,416.2206633090973,-0.0345305,475000,1245.88461009,2
1000.0,0.0,0.0780067443848,0.0398292,124.273,0.28874,477,418.00081396102905,-0.0326696,477000,1248.76447588,2
1000.0,0.0,0.0784034729004,0.026374,128.392,0.257239,479,419.7828862667084,-0.0390346,479000,1250.93864048,2
1000.0,0.0,0.0288946032524,0.0449918,123.85,0.204177,481,421.57898449897766,-0.0304578,481000,1252.11955313,2
1000.0,0.0,0.0594808459282,0.0367122,123.672,0.171537,483,423.35987424850464,-0.0325034,483000,1253.76998275,2
1000.0,0.0,0.0205007791519,0.023274,123.184,0.119468,485,425.1413712501526,-0.0386453,485000,1254.93435528,2
1000.0,0.0,-0.000717878341675,0.0326842,122.623,0.130172,487,426.923357963562,-0.032121,487000,1256.49812191,2
1000.0,0.0,0.0244247913361,0.0281498,117.989,0.126857,489,428.71906447410583,-0.0323253,489000,1257.90460614,2
1000.0,0.0,0.0467026233673,0.0389972,125.763,0.142695,491,430.50000619888306,-0.0322498,491000,1259.02114427,2
1000.0,0.0,0.054929792881,0.038833,122.979,0.114959,493,432.2819106578827,-0.0328614,493000,1260.44719315,2
1000.0,0.0,0.0198464989662,0.0252905,120.929,0.102279,495,434.0781900882721,-0.0378253,495000,1262.41649858,2
1000.0,0.0,0.035840511322,0.0337807,121.354,0.0892053,497,435.89208936691284,-0.034976,497000,1262.81591954,2
1000.0,0.0,0.0415189266205,0.0362992,124.515,0.051515,499,437.6731491088867,-0.0333022,499000,1263.91027855,2
1000.0,0.0,0.040795147419,0.0260148,121.553,0.0576155,501,439.4646213054657,-0.0382667,501000,1265.62864002,2
1000.0,0.0,0.031532227993,0.0402831,120.507,0.0743765,503,441.2501919269562,-0.0307571,503000,1267.38641876,2
1000.0,0.0,0.0598383545876,0.0288863,122.451,0.0742375,505,443.0313506126404,-0.036155,505000,1268.72913032,2
1000.0,0.0,0.0233646035194,0.0371456,120.447,0.0296819,507,444.81330275535583,-0.0317305,507000,1269.79883027,2
1000.0,0.0,0.0450693368912,0.037016,124.92,0.00763452,509,446.609338760376,-0.0308691,509000,1272.61851575,2
1000.0,0.0,0.00417810678482,0.0393896,173.344,-0.0184962,512,448.3908760547638,-0.0364426,512000,1277.00826153,3
1000.0,0.0,0.0154555439949,0.0327224,124.537,-0.0367718,514,450.188353061676,-0.0342005,514000,1278.88286694,2
1000.0,0.0,0.118576288223,0.0366573,127.493,0.0180622,516,451.96951961517334,-0.0360049,516000,1281.11739202,2
1000.0,0.0,0.0633073449135,0.0429267,127.096,-0.00971639,518,453.76650047302246,-0.0335083,518000,1282.72681188,2
1000.0,0.0,0.0339409708977,0.0247184,127.692,-0.00358093,520,455.5469205379486,-0.0390031,520000,1284.22260941,2
1000.0,0.0,0.0282687544823,0.0438551,131.13,-0.038962,522,457.34394216537476,-0.0302489,522000,1287.01231218,2
1000.0,0.0,0.0190320611,0.0458961,125.489,-0.0398707,524,459.1264617443085,-0.0262258,524000,1289.78919978,2
1000.0,0.0,0.0192619562149,0.0245925,127.074,-0.0145566,526,460.9063768386841,-0.0330318,526000,1292.56490893,2
1000.0,0.0,0.057913005352,0.0262556,132.18,-0.0323197,528,462.7476394176483,-0.034521,528000,1294.89373997,2
1000.0,0.0,0.0831010341644,0.0305422,132.275,-0.0665491,530,464.5472331047058,-0.034584,530000,1295.71280186,2
1000.0,0.0,0.0409764647484,0.0226607,128.512,-0.0707436,532,466.3281903266907,-0.0335877,532000,1298.41895727,2
1000.0,0.0,0.139066278934,0.0310588,128.319,-0.0699887,534,468.1100826263428,-0.0385489,534000,1299.62087879,2
1000.0,0.0,0.0421729683876,0.0281336,125.62,-0.075407,536,469.9066581726074,-0.0373069,536000,1301.34577339,2
1000.0,0.0,0.0441492795944,0.027519,130.869,-0.111354,538,471.70358991622925,-0.0354792,538000,1303.96900903,2
1000.0,0.0,0.0527054667473,0.0426961,134.901,-0.139324,540,473.48474502563477,-0.0354545,540000,1305.19990548,2
1000.0,0.0,0.0979609489441,0.0274899,131.988,-0.143876,542,475.2813596725464,-0.0364037,542000,1306.32828804,2
1000.0,0.0,0.0321950912476,0.0277055,132.803,-0.136774,544,477.06327986717224,-0.0337143,544000,1307.94912621,2
1000.0,0.0,0.115218877792,0.0309641,133.834,-0.138619,546,478.8599021434784,-0.0320334,546000,1309.76015408,2
1000.0,0.0,0.0450385212898,0.0283077,129.093,-0.150102,548,480.6565897464752,-0.0334376,548000,1311.00064083,2
1000.0,0.0,0.0454738140106,0.0327887,130.684,-0.197796,550,482.4375581741333,-0.0336733,550000,1312.79353547,2
1000.0,0.0,0.0213217735291,0.0383858,125.399,-0.164863,552,484.2213730812073,-0.0301769,552000,1314.08742682,2
1000.0,0.0,0.0208856463432,0.0302142,194.688,-0.166966,555,486.03169798851013,-0.0384854,555000,1316.23372464,3
1000.0,0.0,0.0499576926231,0.0391341,129.743,-0.184237,557,487.8282961845398,-0.0352518,557000,1316.7139837,2
1000.0,0.0,0.00178951025009,0.0296855,128.246,-0.18053,559,489.6095631122589,-0.0297574,559000,1317.98213902,2
1000.0,0.0,0.0187497735023,0.0322636,129.722,-0.17814,561,491.40615916252136,-0.0318698,561000,1318.92226247,2
1000.0,0.0,0.0220292210579,0.0487794,135.407,-0.196194,563,493.1881489753723,-0.0289738,563000,1320.48647898,2
1000.0,0.0,0.0132730007172,0.0361753,128.125,-0.243441,565,494.9770209789276,-0.0303489,565000,1321.8908915,2
1000.0,0.0,0.0382256507874,0.0418723,136.414,-0.201164,567,496.76593255996704,-0.0298194,567000,1324.41222265,2
1000.0,0.0,0.0141563415527,0.0336403,132.25,-0.234417,569,498.5626742839813,-0.0295099,569000,1326.05449979,2
1000.0,0.0,0.0256276726723,0.0290519,133.405,-0.220732,571,500.34430861473083,-0.0378103,571000,1327.61105742,2
1000.0,0.0,0.0467406511307,0.0445096,136.053,-0.224499,573,502.14214396476746,-0.0285432,573000,1328.32932525,2
1000.0,0.0,0.0466381311417,0.0561769,132.88,-0.255716,575,503.92298793792725,-0.0326831,575000,1328.70657514,2
1000.0,0.0,0.0100588202477,0.0424128,130.841,-0.270843,577,505.7195293903351,-0.0299808,577000,1327.93477869,2
1000.0,0.0,0.0267719626427,0.0261515,130.385,-0.260968,579,507.50076699256897,-0.0324014,579000,1328.78937288,2
1000.0,0.0,0.020829975605,0.0340512,130.976,-0.307286,581,509.2968661785126,-0.0327644,581000,1331.01976629,2
1000.0,0.0,0.0344949364662,0.0532426,129.424,-0.312239,583,511.09375405311584,-0.0249007,583000,1332.79082707,2
1000.0,0.0,0.0124257802963,0.063432,129.238,-0.346234,585,512.8912844657898,-0.0201927,585000,1334.46084657,2
1000.0,0.0,0.0172749757767,0.045039,134.211,-0.355904,587,514.6722795963287,-0.0289486,587000,1335.89134777,2
1000.0,0.0,0.0489107370377,0.0415801,131.709,-0.372793,589,516.4688677787781,-0.031549,589000,1338.03885727,2
1000.0,0.0,0.0249349474907,0.0347466,131.301,-0.379097,591,518.2675173282623,-0.0342212,591000,1338.68411065,2
1000.0,0.0,0.0260784029961,0.0282037,131.113,-0.377722,593,520.0636761188507,-0.0336442,593000,1339.75148998,2
1000.0,0.0,0.0563463568687,0.0353884,132.193,-0.356678,595,521.8760771751404,-0.0349904,595000,1341.31996669,2
1000.0,0.0,0.0214732885361,0.0638254,190.986,-0.337248,598,523.6723792552948,-0.0254206,598000,1343.61224579,3
1000.0,0.0,0.0288442969322,0.0452125,131.582,-0.337465,600,525.4721291065216,-0.0323651,600000,1344.26290389,2
1000.0,0.0,0.0403670668602,0.0291137,135.478,-0.352746,602,527.2658197879791,-0.0355834,602000,1345.65603365,2
1000.0,0.0,0.0707893967628,0.032653,133.905,-0.36351,604,529.0626373291016,-0.0351727,604000,1347.32260606,2
1000.0,0.0,0.0372235774994,0.0434052,134.03,-0.358262,606,530.8594672679901,-0.0318039,606000,1348.66268294,2
1000.0,0.0,0.0433698296547,0.0310044,130.116,-0.372065,608,532.6414892673492,-0.033589,608000,1349.78355507,2
1000.0,0.0,0.0362890958786,0.0449592,128.733,-0.381925,610,534.4426829814911,-0.0316522,610000,1349.82518646,2
1000.0,0.0,-0.00130271911621,0.0353969,127.939,-0.393147,612,536.2194180488586,-0.0344916,612000,1350.01819535,2
1000.0,0.0,0.054692029953,0.0266301,131.379,-0.381871,614,538.0172369480133,-0.0350255,614000,1350.50751381,2
1000.0,0.0,0.0237375497818,0.0393889,135.669,-0.382268,616,539.8128578662872,-0.0312172,616000,1350.55849491,2
1000.0,0.0,0.430456638336,0.0363081,131.753,-0.419451,618,541.6106805801392,-0.0390605,618000,1351.51959998,2
1000.0,0.0,0.0482583045959,0.0360339,133.072,-0.412833,620,543.3906328678131,-0.0298713,620000,1346.61509005,2
1000.0,0.0,0.010825753212,0.0318229,130.614,-0.411835,622,545.1724791526794,-0.031695,622000,1346.28153435,2
1000.0,0.0,0.0212485790253,0.0382326,131.405,-0.384987,624,546.9700124263763,-0.0276081,624000,1346.19393028,2
1000.0,0.0,0.0370399355888,0.0375779,131.241,-0.388042,626,548.7502491474152,-0.0302343,626000,1345.19023157,2
1000.0,0.0,0.0505892038345,0.0356417,133.161,-0.410513,628,550.5477554798126,-0.0332653,628000,1345.75448462,2
1000.0,0.0,0.0148476958275,0.0502557,131.448,-0.39582,630,552.3286380767822,-0.0246227,630000,1346.93351075,2
1000.0,0.0,0.0246416330338,0.0351095,132.604,-0.423286,632,554.1251549720764,-0.03257,632000,1346.38381102,2
1000.0,0.0,0.0313339829445,0.0367417,133.579,-0.442869,634,555.9221937656403,-0.0317687,634000,1347.52497148,2
1000.0,0.0,0.0273259878159,0.0419329,135.072,-0.468445,636,557.7036192417145,-0.0293363,636000,1348.42804103,2
1000.0,0.0,0.0504677295685,0.0367966,131.344,-0.479278,638,559.5005507469177,-0.0317513,638000,1348.09824776,2
1000.0,0.0,0.0266169309616,0.0280587,195.169,-0.451071,641,561.2820951938629,-0.0399233,641000,1350.08883312,3
1000.0,0.0,0.0439838171005,0.0409319,133.985,-0.465002,643,563.0784823894501,-0.0309496,643000,1350.82721847,2
1000.0,0.0,0.035257935524,0.0493086,138.152,-0.440651,645,564.8594989776611,-0.0306591,645000,1351.34982142,2
1000.0,0.0,0.0437880158424,0.0420735,133.904,-0.408673,647,566.6425397396088,-0.0296902,647000,1353.02046403,2
1000.0,0.0,0.0280880331993,0.0317927,136.676,-0.443952,649,568.4376516342163,-0.0327756,649000,1353.86359493,2
1000.0,0.0,0.0187884569168,0.0278347,140.222,-0.449111,651,570.2195763587952,-0.035854,651000,1354.98291577,2
1000.0,0.0,0.0318270325661,0.0312444,139.76,-0.452976,653,572.0161743164062,-0.0330324,653000,1356.06631289,2
1000.0,0.0,0.0387390851974,0.044827,140.227,-0.458485,655,573.7970449924469,-0.033019,655000,1356.47351449,2
1000.0,0.0,0.0373029112816,0.0503076,139.405,-0.474162,657,575.578370809555,-0.0277767,657000,1357.76071382,2
1000.0,0.0,0.0416408777237,0.030374,145.796,-0.482409,659,577.3756988048553,-0.0359419,659000,1358.75206446,2
1000.0,0.0,0.0379489064217,0.0339049,142.316,-0.46934,661,579.1578190326691,-0.0346123,661000,1359.40182328,2
1000.0,0.0,0.0208269357681,0.0458615,142.406,-0.491376,663,580.9534504413605,-0.0313356,663000,1360.378492,2
1000.0,0.0,0.0326585173607,0.029694,147.138,-0.492295,665,582.734411239624,-0.0323862,665000,1361.4178706,2
1000.0,0.0,0.0142806768417,0.0438234,133.203,-0.50601,667,584.5349197387695,-0.028774,667000,1361.74420545,2
1000.0,0.0,0.0496588349342,0.0223231,143.02,-0.503326,669,586.3131368160248,-0.0375361,669000,1362.12865567,2
1000.0,0.0,0.113225400448,0.0595468,140.154,-0.503105,671,588.1106600761414,-0.0276458,671000,1363.41723434,2
1000.0,0.0,0.0144300460815,0.0343653,142.14,-0.511859,673,589.8905575275421,-0.0332787,673000,1363.7681356,2
1000.0,0.0,0.0433118343353,0.0384802,144.737,-0.532066,675,591.6893119812012,-0.0286734,675000,1365.38395749,2
1000.0,0.0,0.0491096377373,0.0298964,145.054,-0.532766,677,593.4697461128235,-0.0361334,677000,1366.83705388,2
1000.0,0.0,0.0517219901085,0.0463766,144.915,-0.534068,679,595.2669351100922,-0.0290467,679000,1367.39279536,2
1000.0,0.0,0.0593460202217,0.0335037,148.057,-0.547557,681,597.0491254329681,-0.0370799,681000,1367.93659006,2
1000.0,0.0,0.162225246429,0.0387346,204.973,-0.57133,684,598.8289842605591,-0.0427395,684000,1368.1690857,3
1000.0,0.0,0.361943364143,0.0396101,145.429,-0.563889,686,600.627329826355,-0.0397858,686000,1368.2184398,2
1000.0,0.0,0.0542188286781,0.0385929,142.535,-0.578187,688,602.4067053794861,-0.0335878,688000,1368.4363251,2
1000.0,0.0,0.0419619679451,0.038395,142.851,-0.550331,690,604.1837229728699,-0.0341077,690000,1369.78028062,2
1000.0,0.0,0.0071907043457,0.0373445,138.622,-0.521336,692,605.9843623638153,-0.0335054,692000,1371.13054981,2
1000.0,0.0,0.0240151882172,1.22555,142.403,-0.526836,694,607.7664015293121,0.0306687,694000,1372.30150558,2
1000.0,0.0,0.0415866374969,0.0233266,141.283,-0.543188,696,609.5788943767548,-0.0384286,696000,1373.3697125,2
1000.0,0.0,0.0570686459541,0.0283242,146.283,-0.553709,698,611.3598096370697,-0.0362595,698000,1374.06028025,2
1000.0,0.0,0.04702013731,0.0247486,141.87,-0.564259,700,613.1572678089142,-0.0352249,700000,1374.6575663,2
1000.0,0.0,0.0256334543228,0.0255976,137.654,-0.57612,702,614.937814950943,-0.0355228,702000,1375.70102594,2
1000.0,0.0,0.0429067015648,0.0370686,146.017,-0.588092,704,616.7347092628479,-0.0337325,704000,1376.6388122,2
1000.0,0.0,0.0347353816032,0.0272515,140.214,-0.597147,706,618.5076014995575,-0.0344604,706000,1377.30195193,2
1000.0,0.0,0.0552813410759,0.0264186,136.678,-0.595192,708,620.2977044582367,-0.0367979,708000,1377.91828381,2
1000.0,0.0,0.050673186779,0.026471,144.963,-0.629124,710,622.078587770462,-0.0379403,710000,1379.51577361,2
1000.0,0.0,0.020804643631,0.0341455,142.032,-0.606596,712,623.8753309249878,-0.0330083,712000,1380.17870474,2
1000.0,0.0,0.12610065937,0.0524742,145.537,-0.636073,714,625.6718990802765,-0.0355004,714000,1381.57293705,2
1000.0,0.0,0.0214802026749,0.0343115,141.739,-0.643085,716,627.4544341564178,-0.0333352,716000,1383.04395178,2
1000.0,0.0,0.017681479454,0.0419394,141.428,-0.646952,718,629.2504951953888,-0.0288107,718000,1383.88006211,2
1000.0,0.0,0.06574177742,0.0289469,146.84,-0.67831,720,631.0316138267517,-0.0373492,720000,1390.90022809,2
1000.0,0.0,0.0181072354317,0.0285477,139.113,-0.70409,722,632.8135390281677,-0.0352742,722000,1391.48031452,2
1000.0,0.0,0.0225462913513,0.0359984,145.064,-0.699093,724,634.6101455688477,-0.0337222,724000,1392.85833654,2
1000.0,0.0,0.019992172718,0.0385979,187.058,-0.698847,727,636.3912472724915,-0.0273808,727000,1395.87597192,3
1000.0,0.0,0.0532793998718,0.0353696,146.837,-0.714029,729,638.1885297298431,-0.0327935,729000,1397.1459403,2
1000.0,0.0,0.0671852827072,0.0364783,145.117,-0.703867,731,639.9687044620514,-0.0313405,731000,1397.99610677,2
1000.0,0.0,0.233928382397,0.0436264,143.873,-0.723331,733,641.7664728164673,-0.037383,733000,1398.6378943,2
1000.0,0.0,0.0232889056206,0.0331513,151.946,-0.75997,735,643.5624349117279,-0.0350786,735000,1400.27882763,2
1000.0,0.0,0.0450723767281,0.0470715,153.358,-0.7766,737,645.3477046489716,-0.0305942,737000,1401.49384049,2
1000.0,0.0,0.0542917251587,0.0325916,150.729,-0.796534,739,647.1408746242523,-0.0319026,739000,1402.41416841,2
1000.0,0.0,0.0928007364273,0.0426316,144.291,-0.761719,741,648.9235610961914,-0.0340387,741000,1402.74256917,2
1000.0,0.0,0.0283704400063,0.0376789,148.353,-0.76487,743,650.7035875320435,-0.0332911,743000,1403.53013588,2
1000.0,0.0,0.0440418124199,0.0385823,152.375,-0.7586,745,652.4928014278412,-0.0308023,745000,1404.82166515,2
1000.0,0.0,0.0527793169022,0.0360709,152.146,-0.732946,747,654.281328201294,-0.0359904,747000,1406.32119794,2
1000.0,0.0,0.0602678060532,0.0275919,151.872,-0.741651,749,656.078122138977,-0.0373863,749000,1407.7489371,2
1000.0,0.0,0.0238026380539,0.0785959,155.525,-0.739637,751,657.8596956729889,-0.0207352,751000,1408.67507729,2
1000.0,0.0,0.0639982819557,0.0685251,146.384,-0.779091,753,659.6718518733978,-0.0283683,753000,1408.55713337,2
1000.0,0.0,0.0664457082748,0.0509489,154.955,-0.795555,755,661.4530847072601,-0.0323881,755000,1409.2679596,2
1000.0,0.0,0.0278323888779,0.0415891,151.688,-0.810079,757,663.2344381809235,-0.0313166,757000,1409.89788715,2
1000.0,0.0,0.0555714964867,0.027338,149.696,-0.845776,759,665.0275750160217,-0.0350068,759000,1410.24743906,2
1000.0,0.0,0.0670874118805,0.030266,153.966,-0.83663,761,666.8281192779541,-0.0327947,761000,1410.38007951,2
1000.0,0.0,0.0643900036812,0.0262419,148.333,-0.835922,763,668.6100270748138,-0.035565,763000,1410.4743995,2
1000.0,0.0,0.0706124901772,0.0281104,154.194,-0.847729,765,670.3908965587616,-0.0375445,765000,1410.71695419,2
1000.0,0.0,0.0352692604065,0.0372564,217.288,-0.8459,768,672.1726360321045,-0.0387433,768000,1411.03187784,3
1000.0,0.0,0.0228607058525,0.036091,143.661,-0.853314,770,673.9849803447723,-0.0362911,770000,1411.06616241,2
1000.0,0.0,0.0258412361145,0.0459353,144.418,-0.889248,772,675.7659642696381,-0.0256687,772000,1413.11328036,2
1000.0,0.0,0.00964164733887,0.0387621,147.417,-0.876773,774,677.5475764274597,-0.0317121,774000,1413.79413127,2
1000.0,0.0,0.0678260326385,0.0467141,152.345,-0.86155,776,679.3360166549683,-0.0271305,776000,1414.81867274,2
1000.0,0.0,0.0453028678894,0.0327615,144.389,-0.876108,778,681.1251966953278,-0.0310107,778000,1415.96778835,2
1000.0,0.0,0.0325165390968,0.0518537,155.798,-0.890007,780,682.9061970710754,-0.0275627,780000,1416.99825817,2
1000.0,0.0,0.026263654232,0.0429916,148.88,-0.860006,782,684.7040143013,-0.0264733,782000,1418.60003519,2
1000.0,0.0,0.0530849695206,0.0484809,158.436,-0.893819,784,686.4850239753723,-0.0320959,784000,1420.18063664,2
1000.0,0.0,0.0443716049194,0.0339596,154.793,-0.918019,786,688.3135838508606,-0.0349548,786000,1422.17102459,2
1000.0,0.0,0.0713801980019,0.0325299,155.68,-0.925686,788,690.1100783348083,-0.0347621,788000,1423.42255364,2
1000.0,0.0,0.0675415992737,0.0358193,159.016,-0.937083,790,691.8910467624664,-0.031663,790000,1424.86645678,2
1000.0,0.0,0.159064173698,0.0303494,150.734,-0.964741,792,693.6722414493561,-0.0394287,792000,1425.91443168,2
1000.0,0.0,0.0522943735123,0.0540518,157.595,-0.977363,794,695.4704899787903,-0.0304843,794000,1426.11315441,2
1000.0,0.0,0.0286590456963,0.030746,149.965,-1.00489,796,697.2511150836945,-0.0338651,796000,1426.83340784,2
1000.0,0.0,0.0306355953217,0.0380111,153.497,-0.994639,798,699.0315792560577,-0.0303372,798000,1427.67697036,2
1000.0,0.0,0.0610350966454,0.0308298,152.707,-1.0157,800,700.8287558555603,-0.0338246,800000,1430.09869396,2
1000.0,0.0,0.0879290699959,0.0532137,157.775,-0.998364,802,702.6257526874542,-0.0202133,802000,1430.30449149,2
1000.0,0.0,0.0214976668358,0.039454,151.139,-0.991841,804,704.4076433181763,-0.0328686,804000,1430.88203846,2
1000.0,0.0,0.197721779346,0.050206,153.445,-0.972071,806,706.1957452297211,-0.0379775,806000,1432.12129092,2
1000.0,0.0,0.0340837240219,0.0424759,154.633,-0.98674,808,707.9843459129333,-0.0345207,808000,1432.45824545,2
1000.0,0.0,0.0295090079308,0.0431304,219.016,-0.967472,811,709.7665133476257,-0.0360574,811000,1433.79740309,3
1000.0,0.0,0.0422070026398,0.0434629,153.532,-0.978081,813,711.5487699508667,-0.0330244,813000,1435.33439193,2
1000.0,0.0,0.0594496130943,0.0383736,149.673,-0.920305,815,713.3444609642029,-0.0337606,815000,1437.28954313,2
1000.0,0.0,0.251766443253,0.0387866,156.01,-0.936882,817,715.1254935264587,-0.0432783,817000,1438.03533242,2
1000.0,0.0,0.0580845475197,0.0396101,155.202,-0.948244,819,716.9218182563782,-0.0340576,819000,1438.3888335,2
1000.0,0.0,0.0371677875519,0.0354285,153.193,-0.970616,821,718.7035505771637,-0.0341014,821000,1439.1195021,2
1000.0,0.0,0.0256019830704,0.0287035,154.193,-0.932892,823,720.5002875328064,-0.0345949,823000,1440.38033588,2
1000.0,0.0,0.0402894020081,0.0383045,157.979,-0.911131,825,722.2811822891235,-0.0354761,825000,1440.90500702,2
1000.0,0.0,0.0412648320198,0.0393551,160.71,-0.912109,827,724.0633063316345,-0.0339323,827000,1441.15880668,2
1000.0,0.0,0.0164297223091,0.0374068,149.847,-0.896049,829,725.8599047660828,-0.0332253,829000,1441.8185468,2
1000.0,0.0,0.0486618876457,0.0386115,157.37,-0.88454,831,727.6408088207245,-0.0329191,831000,1442.63918167,2
1000.0,0.0,0.0987113714218,0.0333243,154.31,-0.875775,833,729.4376504421234,-0.0369611,833000,1444.35182175,2
1000.0,0.0,0.0207207798958,0.0326116,158.099,-0.872583,835,731.2187657356262,-0.0344232,835000,1444.41473934,2
1000.0,0.0,0.0333515405655,0.0452347,153.903,-0.848889,837,733.0158884525299,-0.0292199,837000,1444.60280252,2
1000.0,0.0,0.499223291874,4.47479,156.198,-0.886202,839,734.8131380081177,-0.0832919,839000,1444.96972643,2
1000.0,0.0,0.773471027613,0.0352793,87.13,-0.905256,841,736.6359882354736,-0.0427177,841000,1415.66933149,2
1000.0,0.0,-0.0297576189041,0.0286455,19.5837,-0.867325,843,738.453807592392,-0.0231492,843000,1376.7713542,2
1000.0,0.0,-0.0243781805038,0.0672187,9.01661,-0.873796,845,740.2732002735138,-0.0193738,845000,1337.92209886,2
1000.0,0.0,-0.0972304344177,0.0364778,3.84664,-0.872167,847,742.0940978527069,-0.0272941,847000,1299.37251291,2
1000.0,0.0,0.979784213006,0.0316128,11.5924,-0.886597,849,743.906347990036,-0.045396,849000,1262.26541888,2
1000.0,0.0,0.876445926726,0.0272498,46.2839,-0.906693,851,745.7194876670837,-0.028618,851000,1243.53658246,2
1000.0,0.0,0.954974595457,0.03486,82.4602,-0.927927,854,747.5319838523865,-0.0424996,854000,1207.77783866,3
1000.0,0.0,-0.0446088314056,0.0463392,130.293,-0.985939,856,749.3126611709595,-0.0340957,856000,1207.53414724,2
1000.0,0.0,-0.0120972394943,0.0409813,127.492,-0.99892,858,751.1093747615814,-0.0327754,858000,1208.1257419,2
1000.0,0.0,0.918068937957,0.0604519,106.15,-0.973291,860,752.9061985015869,-0.0455079,860000,1190.64814912,2
1000.0,0.0,0.967898257077,0.0402959,80.2028,-1.00863,862,754.7193629741669,-0.0445438,862000,1173.40841595,2
1000.0,0.0,0.942607395351,0.0408259,187.915,-1.04327,864,756.5318574905396,-0.0421823,864000,1160.69739247,2
1000.0,0.0,0.766240596771,0.035323,163.298,-1.0673,866,758.3291072845459,-0.0441876,866000,1159.05696772,2
1000.0,0.0,0.931121237576,0.0395458,148.013,-1.04858,868,760.0944406986237,-0.0393554,868000,1159.42158886,2
1000.0,0.0,0.828056752682,0.0546399,172.611,-1.04459,870,761.9223220348358,-0.0341907,870000,1150.82953093,2
1000.0,0.0,0.903157837689,0.0346684,199.159,-1.03827,872,763.7525491714478,-0.0415252,872000,1149.85157473,2
1000.0,0.0,-0.0165594816208,0.0371199,141.179,-1.05672,874,765.5479834079742,-0.0372984,874000,1143.0025046,2
1000.0,0.0,0.0600557327271,0.0274969,139.849,-1.08107,876,767.3404242992401,-0.0368551,876000,1141.94585713,2
1000.0,0.0,0.044272840023,0.0349715,138.415,-1.08014,878,769.1415917873383,-0.0343338,878000,1141.60241112,2
1000.0,0.0,0.0300655961037,0.0405983,140.911,-1.07172,880,770.9326388835907,-0.0316703,880000,1140.67823644,2
1000.0,0.0,0.0376979112625,0.0403931,144.059,-1.05172,882,772.7194566726685,-0.0309707,882000,1140.33125666,2
1000.0,0.0,0.138809144497,0.0465772,157.341,-1.08976,884,774.4999136924744,-0.0374374,884000,1140.50153512,2
1000.0,0.0,0.0263324379921,0.0354999,145.999,-1.11914,886,776.2970848083496,-0.0336361,886000,1140.37031527,2
1000.0,0.0,0.0517520904541,0.0355038,150.584,-1.11323,888,778.078697681427,-0.0323777,888000,1139.54489589,2
1000.0,0.0,0.0225771665573,0.0787217,143.066,-1.11497,890,779.8752405643463,-0.0188922,890000,1139.24227113,2
1000.0,0.0,0.042983174324,0.0364311,146.266,-1.15184,892,781.6718752384186,-0.0371144,892000,1137.91588912,2
1000.0,0.0,0.0813026428223,0.332594,149.556,-1.12565,894,783.462385892868,0.000195503,894000,1138.23015103,2
1000.0,0.0,0.0751758813858,0.036557,211.476,-1.17236,897,785.2343001365662,-0.0370251,897000,1136.70689298,3
1000.0,0.0,0.704851090908,0.0821294,145.549,-1.16027,899,787.0643713474274,-0.053603,899000,1119.09445179,2
1000.0,0.0,0.164569735527,0.0458183,138.763,-1.18656,901,788.8602986335754,-0.0366279,901000,1116.66481928,2
1000.0,0.0,0.0126448869705,0.0429584,141.088,-1.1975,903,790.6562821865082,-0.030203,903000,1116.79806402,2
1000.0,0.0,0.0556556582451,0.037655,148.028,-1.1868,905,792.4386575222015,-0.0344656,905000,1116.69736978,2
1000.0,0.0,0.0238412022591,0.0348948,142.786,-1.21171,907,794.2361044883728,-0.0324826,907000,1116.71610234,2
1000.0,0.0,0.0365787744522,0.0309229,141.654,-1.21774,909,796.0170030593872,-0.0327293,909000,1115.68294854,2
1000.0,0.0,0.018941283226,0.0285256,141.409,-1.20921,911,797.812910079956,-0.0330396,911000,1115.09164438,2
1000.0,0.0,0.0482522845268,0.0384142,141.567,-1.23146,913,799.5952405929565,-0.0325881,913000,1114.14713357,2
1000.0,0.0,0.130645334721,0.0374402,147.669,-1.2433,915,801.392450094223,-0.0359305,915000,1112.15151486,2
1000.0,0.0,0.0582818984985,0.0398827,142.415,-1.28656,917,803.1723203659058,-0.0353882,917000,1111.17282299,2
1000.0,0.0,0.267932713032,0.0398231,153.315,-1.28502,919,804.9532766342163,-0.0417404,919000,1111.32412401,2
