EpLenMean,loss_pol_entpen,TimestepsSoFar,EpRewMean,loss_pol_surr,loss_ent,EpisodesSoFar,EpThisIter,loss_vf_loss,loss_kl,TimeElapsed,ev_tdlam_before
1000.0,0.0,458000,52.260912469,-0.00381109,-0.190531,458,2,0.0109142,0.0311585,403.8748016357422,0.998657538788
1000.0,0.0,460000,52.3733695064,0.007314,-0.188856,460,2,0.0291452,0.0398716,405.6715226173401,0.997414928628
1000.0,0.0,462000,52.5061668448,-0.00478503,-0.182326,462,2,0.0305636,0.014996,407.48518443107605,0.997550732689
1000.0,0.0,464000,52.6851612639,-0.00821139,-0.166626,464,2,0.0361438,0.033381,409.2804346084595,0.996770341881
1000.0,0.0,466000,52.8236806298,-0.0064766,-0.170019,466,2,0.030593,0.0143956,411.09369349479675,0.997275027214
1000.0,0.0,468000,52.9103516905,-0.00365452,-0.156521,468,2,0.0443084,0.0425335,412.9020290374756,0.996144096367
1000.0,0.0,471000,53.2140024491,-0.0125201,-0.199802,471,3,0.0267815,0.0181799,414.7028241157532,0.998049501562
1000.0,0.0,473000,53.3644324609,0.0109138,-0.219159,473,2,0.026125,0.431831,416.4995017051697,0.997729472583
1000.0,0.0,475000,53.3969444408,-0.0122544,-0.26034,475,2,0.0454882,0.0173273,418.3127725124359,0.995851352811
1000.0,0.0,477000,53.5398296986,-0.0139004,-0.24947,477,2,0.0681279,0.0111348,420.1092882156372,0.994106333703
1000.0,0.0,479000,53.5901933195,-0.00472463,-0.246541,479,2,0.069297,0.0236871,421.9215462207794,0.994074302725
1000.0,0.0,481000,53.5824928368,-0.0100183,-0.241273,481,2,0.035227,0.0202248,423.718444108963,0.99679103354
1000.0,0.0,483000,53.5914191531,-0.00764617,-0.241977,483,2,0.0254525,0.0110618,425.5313572883606,0.997518264456
1000.0,0.0,485000,53.5643290964,-0.00487253,-0.263358,485,2,0.0316971,0.0165016,427.32803082466125,0.997140792897
1000.0,0.0,487000,53.5443646082,-0.0109827,-0.281988,487,2,0.050359,0.0283862,429.1406111717224,0.995545442216
1000.0,0.0,489000,53.5340021851,-0.000678571,-0.301366,489,2,0.0362922,0.0582794,430.93716859817505,0.9964816391
1000.0,0.0,491000,53.5602656679,-0.0121849,-0.309127,491,2,0.0328086,0.0166233,432.74198961257935,0.996869308641
1000.0,0.0,493000,53.581170486,-0.00962413,-0.317673,493,2,0.0261426,0.019965,434.5308711528778,0.997322526062
1000.0,0.0,495000,53.7853346761,-0.00880338,-0.311257,495,2,0.0333349,0.0123449,436.3438334465027,0.996851213742
1000.0,0.0,497000,54.0654128764,-0.0100566,-0.32324,497,2,0.0396334,0.0142192,438.1404848098755,0.99670141656
1000.0,0.0,499000,54.3505874312,-0.00639151,-0.310834,499,2,0.0266286,0.0169327,439.9541869163513,0.997536582872
1000.0,0.0,501000,54.6331041916,-0.0100645,-0.321413,501,2,0.0221127,0.0133958,441.7507040500641,0.997979212552
1000.0,0.0,503000,54.967367662,-0.00580038,-0.327724,503,2,0.0325417,0.0131735,443.547639131546,0.997022756143
1000.0,0.0,505000,55.2910757148,-0.0172183,-0.320092,505,2,0.0300085,0.0263504,445.34421133995056,0.996436260873
1000.0,0.0,507000,55.602644228,-0.0061328,-0.334479,507,2,0.0289958,0.0260022,447.1455008983612,0.996889237082
1000.0,0.0,509000,55.8384240216,-0.0164574,-0.334565,509,2,0.0350221,0.0203741,448.9527974128723,0.995934259612
1000.0,0.0,512000,56.2688320152,-0.0140863,-0.351035,512,3,0.0265389,0.0227143,450.74926829338074,0.997602322372
1000.0,0.0,514000,56.4083943827,-0.0163556,-0.338851,514,2,0.0499204,0.0386124,452.5461666584015,0.996258138679
1000.0,0.0,516000,56.4721123342,-0.0122624,-0.322191,516,2,0.0330937,0.0396653,454.359365940094,0.996190324426
1000.0,0.0,518000,56.5368282294,-0.0123469,-0.340339,518,2,0.0769736,0.0287532,456.1412386894226,0.993377531413
1000.0,0.0,520000,56.6437761068,0.0190048,-0.386498,520,2,0.0259464,0.104232,457.9533567428589,0.997572406195
1000.0,0.0,522000,56.7348303801,-0.0145646,-0.397261,522,2,0.00824304,0.0244126,459.7492423057556,0.998803125229
1000.0,0.0,524000,56.8565453788,-0.00261829,-0.400254,524,2,0.0296623,0.0322215,461.54686880111694,0.997647190001
1000.0,0.0,526000,56.9678667936,-0.00988885,-0.438246,526,2,0.0178281,0.0223271,463.358106136322,0.998240996501
1000.0,0.0,528000,57.0533177642,-0.0159493,-0.419315,528,2,0.092348,0.0667415,465.15947818756104,0.990548555739
1000.0,0.0,530000,57.1555876641,-0.0113083,-0.421122,530,2,0.0273173,0.0208827,466.9528682231903,0.996261043241
1000.0,0.0,532000,57.2197134197,0.00354667,-0.435415,532,2,0.0155605,0.0415237,468.765029668808,0.998426466831
1000.0,0.0,534000,57.2293166379,-0.0101207,-0.445875,534,2,0.00410676,0.0206446,470.562242269516,0.999204585445
1000.0,0.0,536000,57.2724263043,-0.0115522,-0.414941,536,2,0.00394429,0.016936,472.3593080043793,0.999359613692
1000.0,0.0,538000,57.5837794045,-0.0154181,-0.430151,538,2,0.0150683,0.0333657,474.1718020439148,0.998117830721
1000.0,0.0,540000,57.9543680282,-0.0157906,-0.454039,540,2,0.0253095,0.0167846,475.9680132865906,0.997578530805
1000.0,0.0,542000,58.3286755826,-0.00924525,-0.479578,542,2,0.0237921,0.0279114,477.7772104740143,0.997768412344
1000.0,0.0,544000,58.7098647148,-0.0011343,-0.466801,544,2,0.0588679,0.0304901,479.577748298645,0.994992140215
1000.0,0.0,546000,59.0747682072,-0.00806654,-0.45816,546,2,0.0354597,0.0245166,481.39123725891113,0.995942730922
1000.0,0.0,548000,59.4142637197,-0.00823852,-0.469495,548,2,0.0614853,0.0469724,483.1870014667511,0.994547615293
1000.0,0.0,550000,59.7672540901,-0.0102825,-0.479768,550,2,0.0319116,0.0289829,484.99989771842957,0.996652375907
1000.0,0.0,552000,60.154563718,-0.0121464,-0.451575,552,2,0.0235169,0.0144449,486.7966043949127,0.997411543038
1000.0,0.0,555000,60.4720999526,-0.0124779,-0.472234,555,3,0.0981261,0.0426485,488.60899114608765,0.992396049667
1000.0,0.0,557000,60.6480349212,-0.00247205,-0.47871,557,2,0.0666808,0.0337027,490.4069764614105,0.994980088435
1000.0,0.0,559000,60.7226771198,-0.0126275,-0.493533,559,2,0.0352377,0.0308131,492.218816280365,0.993931480218
1000.0,0.0,561000,60.7611221508,-0.00792573,-0.495529,561,2,0.0372168,0.0128837,494.0158076286316,0.996421539225
1000.0,0.0,563000,60.8747700418,-0.0108266,-0.526991,563,2,0.0236434,0.0256725,495.8272840976715,0.998003823217
1000.0,0.0,565000,60.9975472729,-0.0116295,-0.512827,565,2,0.0282145,0.0133471,497.6256332397461,0.997325706063
1000.0,0.0,567000,61.1357514311,-0.0144117,-0.530268,567,2,0.034471,0.0105493,499.43687653541565,0.996883698739
1000.0,0.0,569000,61.3157046198,-0.000652929,-0.516052,569,2,0.0444171,0.0434877,501.2336597442627,0.99581734417
1000.0,0.0,571000,61.3898651439,-0.00488492,-0.521651,571,2,0.045343,0.0225794,503.046834230423,0.995559837203
1000.0,0.0,573000,61.4562753915,-0.0104295,-0.495364,573,2,0.0766226,0.025622,504.8435266017914,0.992990442552
1000.0,0.0,575000,61.6513665248,-0.010211,-0.480583,575,2,0.064437,0.0282051,506.6558151245117,0.994256062899
1000.0,0.0,577000,61.8435261096,-0.00505361,-0.493166,577,2,0.0326647,0.0255876,508.45234727859497,0.996637195582
1000.0,0.0,579000,62.0464353472,0.00733562,-0.511862,579,2,0.0291038,0.0469248,510.26496720314026,0.997577554546
1000.0,0.0,581000,62.2286057596,-0.00329003,-0.512634,581,2,0.0230959,0.0315844,512.0619249343872,0.99801865872
1000.0,0.0,583000,62.3751359587,-0.0111326,-0.548927,583,2,0.0316099,0.0116201,513.8744337558746,0.997344861506
1000.0,0.0,585000,62.5338156838,-0.0102611,-0.557507,585,2,0.0397616,0.0122141,515.6713156700134,0.996662656311
1000.0,0.0,587000,62.7105786145,-0.00672949,-0.543104,587,2,0.0318568,0.0159736,517.4852631092072,0.996775279753
1000.0,0.0,589000,62.8817371774,-0.00818244,-0.539401,589,2,0.0375931,0.0174709,519.2810204029083,0.996728585334
1000.0,0.0,591000,63.002009591,0.000636157,-0.55815,591,2,0.0357873,0.0400456,521.0931625366211,0.996947459411
1000.0,0.0,593000,63.1020600277,-0.00427804,-0.574423,593,2,0.0251622,0.0313463,522.8964247703552,0.997637189925
1000.0,0.0,595000,63.1380816563,-0.000533049,-0.605245,595,2,0.0278141,0.0297122,524.6998858451843,0.997331459075
1000.0,0.0,598000,63.1584410615,-0.00868006,-0.618723,598,3,0.101714,0.0826175,526.4994990825653,0.992401563562
1000.0,0.0,600000,63.2163903498,-0.00920296,-0.617487,600,2,0.021806,0.0128729,528.3118329048157,0.997640257468
1000.0,0.0,602000,63.1775130364,-0.00513456,-0.608475,602,2,0.0349634,0.0316958,530.1087608337402,0.996485306416
1000.0,0.0,604000,63.1690069689,-0.00816961,-0.607892,604,2,0.0226488,0.00752681,531.9212937355042,0.997598326532
1000.0,0.0,606000,63.127933399,-0.0126835,-0.610434,606,2,0.0113945,0.0247548,533.7131390571594,0.998654018738
1000.0,0.0,608000,63.0973678458,-0.0105593,-0.608926,608,2,0.0120845,0.0166148,535.5312061309814,0.998774708016
1000.0,0.0,610000,63.0725201648,-0.00917552,-0.598314,610,2,0.0297487,0.0113024,537.3275074958801,0.997507695574
1000.0,0.0,612000,63.0701615424,-0.0129722,-0.551393,612,2,0.0285372,0.0139102,539.1399068832397,0.997612109873
1000.0,0.0,614000,63.0368893449,-0.0129551,-0.537325,614,2,0.0409206,0.0164252,540.9375579357147,0.996148000704
1000.0,0.0,616000,62.9847163156,0.0051086,-0.548324,616,2,0.01448,0.0344486,542.7497224807739,0.998567932867
1000.0,0.0,618000,62.8940471977,-0.00106674,-0.542229,618,2,0.0631939,0.0566791,544.5462136268616,0.99478214141
1000.0,0.0,620000,62.6863469567,-0.0153586,-0.547584,620,2,0.026011,0.0723797,546.343976020813,0.993204785045
1000.0,0.0,622000,62.3735322031,-0.00777607,-0.554852,622,2,0.0151738,0.0421725,548.1399660110474,0.998270151322
1000.0,0.0,624000,62.1675248102,-0.0220607,-0.587971,624,2,0.00339966,0.025307,549.9522547721863,0.998903586878
1000.0,0.0,626000,62.0470905807,-0.0110812,-0.588088,626,2,0.0513999,0.0195909,551.7501051425934,0.995780391619
1000.0,0.0,628000,61.9858779386,-0.0130528,-0.583839,628,2,0.00452812,0.0331448,553.546464920044,0.999344310549
1000.0,0.0,630000,61.9215464064,-0.0127376,-0.561337,630,2,0.0315114,0.0206991,555.3756382465363,0.997378176311
1000.0,0.0,632000,61.8792252229,-0.0121981,-0.553189,632,2,0.0399916,0.0205417,557.1685342788696,0.997218339704
1000.0,0.0,634000,61.9618098579,-0.00756979,-0.554759,634,2,0.0301254,0.0211597,558.9681172370911,0.99725669343
1000.0,0.0,636000,61.9950910692,-0.0110832,-0.55419,636,2,0.0929126,0.0756803,560.7664186954498,0.990078936331
1000.0,0.0,638000,62.0020610246,-0.015081,-0.555503,638,2,0.034414,0.0385886,562.5619571208954,0.99477392016
1000.0,0.0,641000,61.998948632,-0.00933074,-0.55578,641,3,0.138955,0.033435,564.3899598121643,0.991256044246
1000.0,0.0,643000,61.978243025,-0.0107417,-0.541054,643,2,0.0381464,0.0278961,566.2961685657501,0.995831129607
1000.0,0.0,645000,62.0237964605,-0.00961499,-0.552592,645,2,0.0313155,0.0249339,568.1711547374725,0.996812719386
1000.0,0.0,647000,62.0357483302,-0.00883034,-0.57634,647,2,0.0458438,0.00893793,570.0625324249268,0.995907871518
1000.0,0.0,649000,62.02743143,-0.00347145,-0.567253,649,2,0.0437692,0.0370965,571.9538998603821,0.995929118712
1000.0,0.0,651000,62.0437557708,-0.00831175,-0.58585,651,2,0.0533574,0.0241676,573.8445026874542,0.995506441221
1000.0,0.0,653000,62.0152784993,-0.0079348,-0.592119,653,2,0.0565057,0.0116158,575.7344291210175,0.99507009564
1000.0,0.0,655000,61.9960418851,0.00670689,-0.591566,655,2,0.0610564,0.0628022,577.6244456768036,0.994983335957
1000.0,0.0,657000,61.9647067634,-0.00399055,-0.591445,657,2,0.053281,0.0128173,579.5148248672485,0.995406471658
1000.0,0.0,659000,61.9591494249,-0.0124375,-0.602028,659,2,0.0700473,0.0515518,581.4055345058441,0.994430764578
1000.0,0.0,661000,61.9564277732,-0.00677084,-0.610115,661,2,0.0492841,0.0106171,583.2965061664581,0.995045116637
1000.0,0.0,663000,61.9370623715,-0.00135384,-0.578706,663,2,0.0519601,0.0289068,585.1912131309509,0.995341949631
1000.0,0.0,665000,61.8905423497,-0.012373,-0.60655,665,2,0.0674557,0.0198825,587.0929641723633,0.994160204194
1000.0,0.0,667000,61.8459077378,-0.000614868,-0.60198,667,2,0.0587965,0.102748,588.9835512638092,0.994388731197
1000.0,0.0,669000,61.7824415199,0.00571191,-0.575954,669,2,0.0320947,0.0644584,590.8748714923859,0.99639756931
1000.0,0.0,671000,61.7007652404,-0.00351056,-0.578858,671,2,0.035699,0.0224683,592.7655937671661,0.99709607102
1000.0,0.0,673000,61.6250480047,-0.0212869,-0.589063,673,2,0.0583118,0.0404175,594.641175031662,0.994797890075
1000.0,0.0,675000,61.6002668556,-0.00283566,-0.616792,675,2,0.0279639,0.016023,596.5314605236053,0.99690812896
1000.0,0.0,677000,61.4850230512,-0.014352,-0.643698,677,2,0.0409329,0.022642,598.327996969223,0.996465160744
1000.0,0.0,679000,61.3745225169,-0.00427478,-0.643647,679,2,0.0240417,0.0107908,600.1404612064362,0.998005160363
1000.0,0.0,681000,61.2724372833,-0.0122355,-0.647202,681,2,0.0194518,0.0112044,601.9478807449341,0.997874459717
1000.0,0.0,684000,61.0880682532,-0.00521418,-0.670067,684,3,0.0340459,0.0222548,603.7388348579407,0.998051981558
1000.0,0.0,686000,60.9479681333,-0.00770396,-0.669979,686,2,0.0425559,0.0302153,605.546037197113,0.996695989044
1000.0,0.0,688000,60.9082553616,-0.00452517,-0.667323,688,2,0.0394984,0.0377961,607.3449697494507,0.996950638946
1000.0,0.0,690000,60.7633257603,0.00255846,-0.703504,690,2,0.0225668,0.0362561,609.1406359672546,0.997639469802
1000.0,0.0,692000,60.6182300776,-0.0194155,-0.720057,692,2,0.0146703,0.0159984,610.9526355266571,0.998357812641
1000.0,0.0,694000,60.5706934017,-0.0216089,-0.729156,694,2,0.0362553,0.0231338,612.7491106987,0.996699854266
1000.0,0.0,696000,60.5223097441,-0.00851117,-0.745485,696,2,0.0110053,0.025345,614.5468485355377,0.998712199973
1000.0,0.0,698000,60.5007225771,-0.00759804,-0.747072,698,2,0.0143579,0.0449991,616.3429460525513,0.998361644335
1000.0,0.0,700000,60.4681948917,-0.00354518,-0.759236,700,2,0.0295778,0.0215747,618.1561748981476,0.997621975839
1000.0,0.0,702000,60.4398622628,-0.00911392,-0.769192,702,2,0.0207118,0.0197156,619.9537456035614,0.997433594661
1000.0,0.0,704000,60.3796751414,0.0022634,-0.768456,704,2,0.0575615,1.12999,621.7808380126953,0.994804890826
1000.0,0.0,706000,60.3418660666,-0.0215327,-0.765926,706,2,0.0356219,0.0212261,623.577422618866,0.992920664139
1000.0,0.0,708000,60.3163752602,-0.0113205,-0.772494,708,2,0.0311217,0.0223112,625.3586251735687,0.996180928312
1000.0,0.0,710000,60.2997188039,-0.0163594,-0.778292,710,2,0.0343307,0.0223313,627.1714079380035,0.997078940971
1000.0,0.0,712000,60.2380479322,-0.0113319,-0.790737,712,2,0.0258704,0.010162,628.9682412147522,0.997231988003
1000.0,0.0,714000,60.2357279949,-0.0196342,-0.802676,714,2,0.0134724,0.0137615,630.7649796009064,0.998481060262
1000.0,0.0,716000,60.2186411732,-0.0143245,-0.819824,716,2,0.0233978,0.0254772,632.5783355236053,0.997821058845
1000.0,0.0,718000,60.3221737119,-0.0157829,-0.813204,718,2,0.0200293,0.0281439,634.4047293663025,0.997960926965
1000.0,0.0,720000,60.5205450695,0.0163745,-0.810247,720,2,0.0523209,0.788595,636.211930513382,0.995187828783
1000.0,0.0,722000,60.8024112555,-0.0222103,-0.816662,722,2,0.0308727,0.0514938,638.0462844371796,0.996527954936
1000.0,0.0,724000,60.8727640298,-0.017024,-0.803667,724,2,0.0422141,0.0251368,639.8690927028656,0.99585212348
1000.0,0.0,727000,60.8172785851,-0.0142198,-0.804281,727,3,0.078801,0.0296851,641.7298805713654,0.994470258709
1000.0,0.0,729000,60.8796175344,-0.00783684,-0.790489,729,2,0.0277277,0.0189487,643.5338652133942,0.995668473188
1000.0,0.0,731000,60.8718905788,-0.0108378,-0.795969,731,2,0.0295069,0.097544,645.3439207077026,0.997044090647
1000.0,0.0,733000,60.8183937344,-0.011373,-0.8298,733,2,0.0211816,0.0173412,647.1563184261322,0.998037946876
1000.0,0.0,735000,60.7167496928,-0.0109672,-0.831936,735,2,0.0196944,0.0356409,648.9685869216919,0.998195578693
1000.0,0.0,737000,60.6857223545,-0.00312229,-0.858346,737,2,0.0154769,0.0272836,650.7808344364166,0.998443043674
1000.0,0.0,739000,60.6385927144,-0.0148115,-0.841907,739,2,0.0348951,0.0424446,652.578430891037,0.996338640805
1000.0,0.0,741000,60.5672045003,-0.0175191,-0.820247,741,2,0.0260463,0.0182421,654.3757400512695,0.997492498951
1000.0,0.0,743000,60.6096441352,-0.0140681,-0.817787,743,2,0.0406041,0.0266911,656.1869571208954,0.995655772742
1000.0,0.0,745000,60.483740719,-0.0175277,-0.822532,745,2,0.0136347,0.0291306,657.9837365150452,0.998250827193
1000.0,0.0,747000,60.4748992731,-0.0114166,-0.856434,747,2,0.0199887,0.0145535,659.7806098461151,0.997780199163
1000.0,0.0,749000,60.3815090098,-0.0129863,-0.850797,749,2,0.036685,0.0317468,661.5929293632507,0.996641263366
1000.0,0.0,751000,60.3486155689,-0.0147816,-0.84708,751,2,0.0253454,0.0182086,663.3902840614319,0.997430815594
1000.0,0.0,753000,60.3307093339,-0.0141224,-0.857151,753,2,0.0133954,0.0141557,665.2024910449982,0.998048404581
1000.0,0.0,755000,60.3068188424,-0.0103297,-0.846639,755,2,0.0302743,0.0155721,667.0000367164612,0.996863769135
1000.0,0.0,757000,60.2718852303,-0.0123496,-0.873854,757,2,0.0413425,0.0365066,668.8122203350067,0.995895187836
1000.0,0.0,759000,60.2653562413,-0.00255626,-0.916331,759,2,0.0319768,0.0211698,670.6143264770508,0.996955160517
1000.0,0.0,761000,60.2595521317,-0.010052,-0.920162,761,2,0.0301308,0.0129972,672.4216113090515,0.997247310355
1000.0,0.0,763000,60.3439990933,-0.011279,-0.910273,763,2,0.0310422,0.023113,674.2182054519653,0.997267492115
1000.0,0.0,765000,60.4041137034,-0.0115667,-0.910367,765,2,0.0283998,0.0192344,676.030437707901,0.997477666708
1000.0,0.0,768000,60.5218184239,-0.00407108,-0.910522,768,3,0.0406759,0.0161604,677.8272891044617,0.996438889997
1000.0,0.0,770000,60.5539083188,-0.0194805,-0.900758,770,2,0.0689148,0.0373934,679.6320521831512,0.994895466138
1000.0,0.0,772000,60.6697591099,-0.00745525,-0.892953,772,2,0.0297429,0.0189868,681.4372224807739,0.997108899057
1000.0,0.0,774000,60.7389916753,0.00335752,-0.922547,774,2,0.0360081,0.0393586,683.2342736721039,0.996808892349
1000.0,0.0,776000,60.791276844,-0.00789101,-0.927872,776,2,0.032864,0.0114726,685.0308253765106,0.997028669575
1000.0,0.0,778000,60.8403255116,-0.00328834,-0.929836,778,2,0.0266758,0.0288636,686.8295714855194,0.997556580463
1000.0,0.0,780000,60.9081924306,-0.00663011,-0.949118,780,2,0.0222128,0.0555952,688.6398541927338,0.998102591722
1000.0,0.0,782000,60.9258707746,-0.0128742,-0.966337,782,2,0.0182421,0.0209144,690.4367215633392,0.998417227762
1000.0,0.0,784000,60.9809198674,-0.00680669,-0.967013,784,2,0.0111523,0.0381948,692.2352261543274,0.998882607208
1000.0,0.0,786000,61.041779479,-0.0150717,-0.978435,786,2,0.0316168,0.131276,694.0310618877411,0.996895324439
1000.0,0.0,788000,60.9345020443,-0.0307928,-1.0035,788,2,0.0188193,0.417607,695.8448424339294,0.979063725099
1000.0,0.0,790000,60.9282045957,-0.0141373,-0.980412,790,2,0.0131142,0.0841679,697.6406562328339,0.996389478212
1000.0,0.0,792000,61.0390125361,-0.011756,-0.994606,792,2,0.0209924,0.0208667,699.4529972076416,0.996899993857
1000.0,0.0,794000,61.081379035,0.00684627,-0.993333,794,2,0.0325161,0.0883978,701.2506082057953,0.99651751644
1000.0,0.0,796000,61.1874423552,0.0204321,-0.987787,796,2,0.0410143,0.0455093,703.0734896659851,0.996517507592
1000.0,0.0,798000,61.3249894211,-0.00778451,-0.962139,798,2,0.0267135,0.0348608,704.8746325969696,0.996982546756
1000.0,0.0,800000,61.4002325604,-0.00398874,-0.959107,800,2,0.0291877,0.0179986,706.6866500377655,0.997413693694
1000.0,0.0,802000,61.4786159739,-0.013381,-0.983059,802,2,0.0415234,0.0271846,708.4841167926788,0.99651481444
1000.0,0.0,804000,61.5891746259,-0.00262355,-0.997088,804,2,0.0285918,0.0359588,710.2818334102631,0.997323929798
1000.0,0.0,806000,61.6878529674,-0.0156322,-0.996027,806,2,0.0581234,0.0664301,712.0931034088135,0.994832010474
1000.0,0.0,808000,61.7845725019,-0.00248899,-0.985249,808,2,0.0332061,0.0531197,713.9056215286255,0.996899849037
1000.0,0.0,811000,61.9122505454,-0.0129895,-0.985087,811,3,0.0422973,0.0397617,715.6886076927185,0.996674620546
1000.0,0.0,813000,62.0082716122,-0.0075544,-0.98069,813,2,0.0277463,0.0631142,717.5149478912354,0.997565624537
1000.0,0.0,815000,62.0642138814,-0.0124746,-1.01451,815,2,0.0383027,0.0210198,719.3116326332092,0.996176262386
1000.0,0.0,817000,62.0735847184,0.00232411,-0.990964,817,2,0.0502864,0.105977,721.108562707901,0.995975067373
1000.0,0.0,819000,62.1233563848,-0.00799828,-0.999639,819,2,0.0257454,0.0193276,722.9058933258057,0.997509368928
1000.0,0.0,821000,62.1398186648,-0.0100122,-1.02135,821,2,0.0202622,0.0373066,724.7180955410004,0.997955058701
1000.0,0.0,823000,62.2797302556,-0.00489261,-1.02076,823,2,0.0304643,0.0388371,726.5158953666687,0.997047563083
1000.0,0.0,825000,62.361756847,-0.00134973,-1.02138,825,2,0.0445817,0.0292886,728.3279292583466,0.996012670454
1000.0,0.0,827000,62.4940722442,-0.00143992,-1.05079,827,2,0.0364849,0.0445508,730.1244292259216,0.997184661217
1000.0,0.0,829000,62.5814396663,-0.00847212,-1.04353,829,2,0.0220793,0.0285629,731.9367175102234,0.997954401188
1000.0,0.0,831000,62.7101706428,-0.0107213,-1.03677,831,2,0.0299389,0.0347419,733.7336513996124,0.99696286791
1000.0,0.0,833000,62.8095050702,-0.00604832,-1.06054,833,2,0.0205248,0.023232,735.5444121360779,0.997857187409
1000.0,0.0,835000,62.9231082702,-0.00986954,-1.06137,835,2,0.0475893,0.0201615,737.3511228561401,0.995468437672
1000.0,0.0,837000,63.0598403522,-0.00812782,-1.08731,837,2,0.0230905,0.0999038,739.156656742096,0.997787873959
1000.0,0.0,839000,63.1072993845,-0.0113152,-1.10176,839,2,0.0339338,0.00820168,740.9527583122253,0.997248205123
1000.0,0.0,841000,63.115680249,-0.0216738,-1.10773,841,2,0.0120125,0.164276,742.7651381492615,0.988831165247
1000.0,0.0,843000,63.131705295,-0.0177403,-1.07148,843,2,0.0300533,0.0836609,744.5618333816528,0.996790018864
1000.0,0.0,845000,63.0397656141,-0.0299787,-1.07142,845,2,0.0818352,0.204873,746.3590800762177,0.941603824496
1000.0,0.0,847000,62.9372415779,-0.0123155,-1.09256,847,2,0.0299788,0.0778043,748.1712749004364,0.991679568775
1000.0,0.0,849000,63.0366359538,-0.00941681,-1.07809,849,2,0.0250563,0.0402809,749.9681930541992,0.997654613107
1000.0,0.0,851000,63.057108451,-0.010665,-1.07041,851,2,0.034417,0.0240749,751.7650721073151,0.997210451635
1000.0,0.0,854000,63.1016185335,-0.0105511,-1.05777,854,3,0.0387917,0.0229533,753.5774877071381,0.997308429331
1000.0,0.0,856000,63.1816233398,-0.0104039,-1.04103,856,2,0.0120536,0.0209057,755.3750112056732,0.998817842919
1000.0,0.0,858000,63.2300221276,-0.0115369,-1.05553,858,2,0.023225,0.0584438,757.1872704029083,0.997909612022
1000.0,0.0,860000,63.2964920404,-0.00306851,-1.05342,860,2,0.0396335,0.116381,758.9841721057892,0.994992324151
1000.0,0.0,862000,63.3050627402,-0.0117703,-1.04073,862,2,0.0374266,0.265692,760.7809038162231,0.995337316301
1000.0,0.0,864000,63.2615202584,-0.0143406,-1.06513,864,2,0.0564326,0.116602,762.5931823253632,0.994286019821
1000.0,0.0,866000,63.1743999521,0.00498161,-1.09356,866,2,0.074278,1.50223,764.3898646831512,0.992884954903
1000.0,0.0,868000,63.2010508946,-0.00646105,-1.10296,868,2,0.0531948,0.0556543,766.1866912841797,0.994626451284
1000.0,0.0,870000,63.3100218948,-0.00662282,-1.11423,870,2,0.0528364,0.0282254,767.9852678775787,0.993726554327
1000.0,0.0,872000,63.4294074188,0.00698163,-1.10297,872,2,0.045041,0.0623566,769.7950403690338,0.995932246558
1000.0,0.0,874000,63.500152316,-0.000570314,-1.12138,874,2,0.0314016,0.0285062,771.5948741436005,0.995868447702
1000.0,0.0,876000,63.5027222157,-0.00783811,-1.09942,876,2,0.0225451,0.476119,773.4057269096375,0.994675728492
1000.0,0.0,878000,63.2159211491,0.00427863,-1.1005,878,2,0.038922,0.341722,775.2030186653137,0.990246914327
1000.0,0.0,880000,62.8829082485,-0.0222547,-1.10615,880,2,0.0533012,0.0598515,776.9839863777161,0.988726099953
1000.0,0.0,882000,62.6531205575,-0.00448098,-1.09777,882,2,0.0608285,0.0375737,778.7963526248932,0.993811018765
1000.0,0.0,884000,62.3223312144,0.0036058,-1.08346,884,2,0.0314266,0.0356213,780.5930423736572,0.997407752322
1000.0,0.0,886000,62.1557330167,-0.00491618,-1.08729,886,2,0.0856268,0.0273572,782.3752918243408,0.993003166746
1000.0,0.0,888000,62.0470131287,-0.00774718,-1.08162,888,2,0.0603269,0.0485817,784.1875467300415,0.996102822013
1000.0,0.0,890000,61.6885036563,-0.0200544,-1.08368,890,2,0.0416958,0.0384024,785.9843397140503,0.992654641625
1000.0,0.0,892000,61.424638286,-0.00360462,-1.06817,892,2,0.00964768,0.0546599,787.7812955379486,0.998892604723
1000.0,0.0,894000,61.1853890757,-0.0195676,-1.07812,894,2,0.0265612,0.0297528,789.5945229530334,0.997636306332
1000.0,0.0,897000,60.9636969957,-0.015221,-1.10625,897,3,0.0549212,0.0218015,791.3922975063324,0.996797051048
1000.0,0.0,899000,61.013301478,-0.00842806,-1.11175,899,2,0.0222366,0.0228879,793.2025055885315,0.997700106353
1000.0,0.0,901000,60.8371734556,-0.0165644,-1.12626,901,2,0.0388921,0.0173119,795.0000398159027,0.996082899626
1000.0,0.0,903000,60.8799429866,-0.00278677,-1.10933,903,2,0.00640308,0.139566,796.7972481250763,0.99901437154
1000.0,0.0,905000,60.8505458133,-0.0340788,-1.13165,905,2,0.0167673,0.196845,798.6253664493561,0.979003388435
1000.0,0.0,907000,60.8033293453,0.01267,-1.13868,907,2,0.0458418,3.39121,800.4215281009674,0.990066397935
1000.0,0.0,909000,60.1973489255,-0.0196259,-1.14,909,2,0.128362,0.0730086,802.2342998981476,0.970828564838
1000.0,0.0,911000,59.6924973548,-0.0150228,-1.17132,911,2,0.0435602,0.0228621,804.0309767723083,0.99596047448
