EpLenMean,loss_pol_entpen,TimestepsSoFar,EpRewMean,loss_pol_surr,loss_ent,EpisodesSoFar,EpThisIter,loss_vf_loss,loss_kl,TimeElapsed,ev_tdlam_before
1000.0,0.0,49000,25.1932418921,-0.0143699,2.26787,49,2,0.0402988,0.00680201,43.031909704208374,0.979988446459
1000.0,0.0,51000,25.6316041306,-0.0180543,2.24891,51,2,0.0607696,0.0108289,44.82726860046387,0.987302713096
1000.0,0.0,53000,26.0021025175,-0.0124703,2.22614,53,2,0.0298128,0.00919824,46.625885009765625,0.992692062631
1000.0,0.0,55000,26.3256887644,-0.0184995,2.19891,55,2,0.0226072,0.00661611,48.40547275543213,0.995099697728
1000.0,0.0,57000,26.7135794022,-0.0192614,2.16007,57,2,0.0277552,0.0112955,50.203301429748535,0.993502520025
1000.0,0.0,59000,26.9264727376,-0.017453,2.1397,59,2,0.0270815,0.00677573,52.0001266002655,0.994281883352
1000.0,0.0,61000,27.1705501026,-0.011108,2.10662,61,2,0.0192709,0.0125822,53.7959988117218,0.99644396943
1000.0,0.0,63000,27.365540424,-0.0134046,2.08542,63,2,0.0162696,0.0097917,55.578049182891846,0.996719461633
1000.0,0.0,65000,27.7216222347,-0.0194152,2.07446,65,2,0.0394376,0.00620573,57.374322175979614,0.991654170677
1000.0,0.0,67000,27.9217895489,-0.0111003,2.06837,67,2,0.0243322,0.00414341,59.17183184623718,0.996685314458
1000.0,0.0,69000,28.2204751551,-0.0167992,2.04633,69,2,0.0324933,0.00853657,60.96863842010498,0.993639845867
1000.0,0.0,71000,28.4661258139,-0.0145113,2.00726,71,2,0.0162862,0.00422631,62.749598264694214,0.996614871547
1000.0,0.0,73000,28.7568159245,-0.0197275,1.95586,73,2,0.033023,0.00817992,64.54689693450928,0.991305448115
1000.0,0.0,75000,28.9943459923,-0.017305,1.92376,75,2,0.0122744,0.00775113,66.34329462051392,0.99660753319
1000.0,0.0,77000,29.2625085947,-0.0112327,1.887,77,2,0.0128812,0.00381474,68.14056062698364,0.997075106017
1000.0,0.0,79000,29.4935259146,-0.0122297,1.87107,79,2,0.0135854,0.00509361,69.93711256980896,0.996250840835
1000.0,0.0,81000,29.7035544288,-0.0166505,1.85374,81,2,0.0145249,0.00875719,71.7342746257782,0.997322003357
1000.0,0.0,83000,29.9248426169,-0.0133703,1.81452,83,2,0.0210874,0.00718285,73.54652261734009,0.995166967157
1000.0,0.0,86000,30.2555451466,-0.014743,1.79497,86,3,0.0184201,0.00942219,75.34345984458923,0.99741550046
1000.0,0.0,88000,30.473459228,-0.016424,1.78285,88,2,0.0175283,0.00933046,77.1410391330719,0.996576267062
1000.0,0.0,90000,30.6600313022,-0.00954012,1.73588,90,2,0.00904973,0.00430311,78.93690204620361,0.996280768653
1000.0,0.0,92000,30.8803397615,-0.0131923,1.70984,92,2,0.010781,0.0140564,80.74275493621826,0.995920840651
1000.0,0.0,94000,31.1050429305,-0.0130962,1.68567,94,2,0.0371433,0.0117725,82.53038620948792,0.991461406462
1000.0,0.0,96000,31.3425724082,-0.013742,1.66065,96,2,0.0190331,0.00714303,84.34486293792725,0.994395927992
1000.0,0.0,98000,31.5655059418,-0.0159815,1.66979,98,2,0.0120654,0.00535429,86.14045810699463,0.997640175046
1000.0,0.0,100000,31.7594700378,-0.0172856,1.64179,100,2,0.00770449,0.00876513,87.93855810165405,0.997197513469
1000.0,0.0,102000,32.5362893544,-0.0143365,1.64576,102,2,0.021547,0.00840591,89.73442363739014,0.992336334661
1000.0,0.0,104000,33.6673181022,-0.0111385,1.63148,104,2,0.0193722,0.0133808,91.54891467094421,0.995991264936
1000.0,0.0,106000,34.4583490884,-0.0135244,1.63735,106,2,0.0111089,0.00672029,93.34302282333374,0.996822214453
1000.0,0.0,108000,34.8190894793,-0.0174383,1.6141,108,2,0.0148407,0.0136256,95.15559458732605,0.996938126627
1000.0,0.0,110000,35.1876199316,-0.0173675,1.59039,110,2,0.0174045,0.00538943,96.95386266708374,0.997533120681
1000.0,0.0,112000,35.6182765909,-0.00817772,1.55742,112,2,0.011089,0.00834878,98.74932050704956,0.99725190294
1000.0,0.0,114000,36.0595424732,-0.0136404,1.54944,114,2,0.0158904,0.00459117,100.5460798740387,0.996099628042
1000.0,0.0,116000,36.4145146094,-0.0200322,1.51301,116,2,0.0192829,0.00573451,102.3592267036438,0.994720961433
1000.0,0.0,118000,36.7384323277,-0.0162135,1.52012,118,2,0.0115864,0.0176304,104.15735602378845,0.998161011608
1000.0,0.0,120000,37.11039976,-0.0144307,1.51885,120,2,0.0117937,0.00965433,105.968754529953,0.997490756679
1000.0,0.0,122000,37.5610831724,-0.00689876,1.52482,122,2,0.0165073,0.00889514,107.76568174362183,0.995857981499
1000.0,0.0,124000,37.9149612762,-0.0126517,1.47973,124,2,0.00503288,0.0181292,109.5789783000946,0.998837943422
1000.0,0.0,126000,38.1593051018,-0.0100208,1.47221,126,2,0.0049077,0.0111284,111.37452340126038,0.999034715933
1000.0,0.0,129000,38.4854386504,-0.0160902,1.45832,129,3,0.00962238,0.00701,113.18747162818909,0.999086983735
1000.0,0.0,131000,38.721132696,-0.0119853,1.45322,131,2,0.0170321,0.00883225,114.98425936698914,0.997010712279
1000.0,0.0,133000,38.9235824673,-0.0146422,1.44321,133,2,0.00408411,0.00821931,116.78085255622864,0.999398319109
1000.0,0.0,135000,39.1002306028,-0.014233,1.42475,135,2,0.0120264,0.00676134,118.57869076728821,0.998007718707
1000.0,0.0,137000,39.2376142614,-0.0193548,1.41225,137,2,0.0089469,0.0148263,120.39049196243286,0.998108964413
1000.0,0.0,139000,39.3691073268,-0.0124485,1.3983,139,2,0.0362574,0.00746845,122.18728041648865,0.975753137842
1000.0,0.0,141000,39.5254505376,-0.0174615,1.3751,141,2,0.00979439,0.00638682,123.9995346069336,0.995114534162
1000.0,0.0,143000,39.6562807035,-0.0139753,1.40992,143,2,0.00408478,0.0133177,125.79638314247131,0.999240446545
1000.0,0.0,145000,39.8241454909,-0.0177793,1.44266,145,2,0.00915603,0.00940427,127.59318900108337,0.99128236156
1000.0,0.0,147000,39.9817118016,-0.016048,1.45012,147,2,0.0174222,0.00709271,129.39038586616516,0.996362263104
1000.0,0.0,149000,40.1340574507,-0.0197478,1.41649,149,2,0.00604401,0.00752448,131.19067692756653,0.999286322098
1000.0,0.0,151000,40.2742057181,-0.00921936,1.37913,151,2,0.00934537,0.0117721,132.9999361038208,0.998481460963
1000.0,0.0,153000,40.4478913518,-0.0184943,1.33892,153,2,0.00366276,0.00673457,134.79640436172485,0.99953664947
1000.0,0.0,155000,40.626647492,-0.0135048,1.32438,155,2,0.0051138,0.00754208,136.6088263988495,0.999014997855
1000.0,0.0,157000,40.74694277,-0.0105366,1.35112,157,2,0.00374769,0.012519,138.40569949150085,0.999418814492
1000.0,0.0,159000,40.9330563934,-0.0183083,1.33516,159,2,0.00585382,0.00746389,140.21817302703857,0.996331081493
1000.0,0.0,161000,40.9935415021,-0.0156523,1.29375,161,2,0.0213043,0.0107936,141.9991271495819,0.990506228991
1000.0,0.0,163000,41.1696277323,-0.0100045,1.2552,163,2,0.00462641,0.0169801,143.8117492198944,0.999040592229
1000.0,0.0,165000,41.2784186109,-0.0156288,1.24584,165,2,0.007444,0.0107876,145.60920190811157,0.998413311667
1000.0,0.0,167000,41.4878007005,-0.0134201,1.23338,167,2,0.00994206,0.023852,147.4058120250702,0.997022180352
1000.0,0.0,169000,41.6030816744,-0.0194501,1.21599,169,2,0.00650491,0.00922187,149.20359992980957,0.997297897935
1000.0,0.0,172000,41.602492866,-0.0116287,1.23373,172,3,0.020766,0.00803096,151.0148687362671,0.992814799305
1000.0,0.0,174000,41.5785248769,-0.0112878,1.22592,174,2,0.0100515,0.0166323,152.82299613952637,0.997010790044
1000.0,0.0,176000,41.5862708722,-0.00950338,1.23645,176,2,0.0235295,0.0113683,154.65562105178833,0.995594413951
1000.0,0.0,178000,41.7948800762,-0.0181098,1.24829,178,2,0.00975421,0.00714475,156.53238487243652,0.993838519789
1000.0,0.0,180000,41.8791911755,-0.0148978,1.22752,180,2,0.00991987,0.0123265,158.4274764060974,0.991655546241
1000.0,0.0,182000,41.9753894592,-0.0143186,1.21804,182,2,0.0118908,0.00753495,160.2809281349182,0.997261851793
1000.0,0.0,184000,42.0655038544,-0.00632938,1.20898,184,2,0.0059245,0.0211093,162.12436962127686,0.999182049185
1000.0,0.0,186000,42.1880720828,-0.0180154,1.17949,186,2,0.00418551,0.00744439,163.93779063224792,0.999380990106
1000.0,0.0,188000,42.1997033306,-0.0185392,1.16862,188,2,0.0105768,0.0112037,165.73379349708557,0.995895325672
1000.0,0.0,190000,42.2196564298,-0.021188,1.17003,190,2,0.0242459,0.0163165,167.53136110305786,0.989163252525
1000.0,0.0,192000,42.2677632109,-0.0115709,1.13734,192,2,0.0050506,0.0146236,169.32830953598022,0.998707869323
1000.0,0.0,194000,42.3275548811,-0.0166794,1.10136,194,2,0.00289317,0.00720403,171.12486791610718,0.999381932546
1000.0,0.0,196000,42.3673518741,-0.0156906,1.09257,196,2,0.00326326,0.00540735,172.9367320537567,0.998911700561
1000.0,0.0,198000,42.4258582657,-0.0169659,1.05778,198,2,0.00318749,0.00942321,174.73362183570862,0.998839474632
1000.0,0.0,200000,42.0564831308,-0.0260328,1.04733,200,2,0.624128,0.021508,176.53127145767212,0.620642483234
1000.0,0.0,202000,42.14045086,-0.0162535,1.04417,202,2,0.0711861,0.00544869,178.3436815738678,0.920236259699
1000.0,0.0,204000,42.185663806,-0.00577377,1.0129,204,2,0.0185996,0.0230607,180.1554946899414,0.991578610614
1000.0,0.0,206000,42.2574000433,-0.0102155,0.999561,206,2,0.012559,0.0158418,181.9530313014984,0.995522926096
1000.0,0.0,208000,42.2867186159,-0.0107071,1.00031,208,2,0.00817522,0.016146,183.76563715934753,0.997200686019
1000.0,0.0,210000,42.3340904142,-0.0160236,1.00661,210,2,0.011752,0.0143745,185.56317949295044,0.997087851167
1000.0,0.0,212000,42.3523329067,-0.0144522,0.986057,212,2,0.0256235,0.00759245,187.3597662448883,0.99007038679
1000.0,0.0,215000,42.4931688857,-0.0118528,0.969366,215,3,0.00605845,0.0103608,189.1561598777771,0.998207824887
1000.0,0.0,217000,42.5301175679,-0.0141424,0.978454,217,2,0.0142111,0.00851375,190.9686963558197,0.994348952081
1000.0,0.0,219000,42.5726681202,-0.0185241,0.967699,219,2,0.00410908,0.0101278,192.77275133132935,0.999452111544
1000.0,0.0,221000,42.6334593107,-0.0108032,0.96847,221,2,0.0056766,0.00699812,194.57806086540222,0.99884342833
1000.0,0.0,223000,42.7147045769,-0.0200238,0.963052,223,2,0.00332475,0.00636271,196.35941672325134,0.999202217732
1000.0,0.0,225000,42.7431214196,-0.0146517,0.925676,225,2,0.0105523,0.00565683,198.17167830467224,0.996334614232
1000.0,0.0,227000,42.8157659756,-0.0144969,0.90419,227,2,0.00310695,0.00960785,199.96947479248047,0.999476545257
1000.0,0.0,229000,42.893216714,-0.0164672,0.886704,229,2,0.00645743,0.00730626,201.78091979026794,0.999243571656
1000.0,0.0,231000,42.9179588541,-0.0185732,0.878904,231,2,0.00780194,0.0136136,203.5775752067566,0.996866637841
1000.0,0.0,233000,42.8704857307,0.0146111,0.875985,233,2,0.0201289,0.0366848,205.38983392715454,0.995227740146
1000.0,0.0,235000,42.9228434337,-0.0159417,0.85359,235,2,0.00371367,0.00881273,207.18762040138245,0.999374116363
1000.0,0.0,237000,42.9666987804,-0.0108202,0.834289,237,2,0.00506984,0.0198851,208.99914002418518,0.999219518737
1000.0,0.0,239000,43.0292599501,-0.0105505,0.830115,239,2,0.00264261,0.00697436,210.8146526813507,0.998728577513
1000.0,0.0,241000,43.1177247118,-0.0112427,0.841721,241,2,0.00524267,0.00678184,212.61654901504517,0.996825665468
1000.0,0.0,243000,43.2502040635,-0.0146514,0.844198,243,2,0.00621984,0.0147846,214.43734645843506,0.998293929501
1000.0,0.0,245000,43.314872412,-0.0246271,0.838358,245,2,0.0258909,0.0138003,216.2493393421173,0.926739536226
1000.0,0.0,247000,43.3473920206,-0.0152134,0.822037,247,2,0.0081984,0.00975679,218.04696393013,0.997826890787
1000.0,0.0,249000,43.3780483432,-0.0154957,0.800078,249,2,0.0142351,0.0203768,219.86354160308838,0.986208708957
1000.0,0.0,251000,43.4563727331,-0.0112911,0.786399,251,2,0.00841734,0.00516137,221.65638089179993,0.998211945291
1000.0,0.0,253000,43.4969651031,-0.0151036,0.771464,253,2,0.00265435,0.0130107,223.4690670967102,0.999638631853
1000.0,0.0,256000,43.6321889791,-0.0129258,0.779261,256,3,0.0046423,0.0123757,225.26630473136902,0.99946688785
1000.0,0.0,258000,43.822216328,-0.0144063,0.728357,258,2,0.0318148,0.0276886,227.0621795654297,0.995541812386
1000.0,0.0,260000,43.9221162202,-0.0171882,0.736158,260,2,0.00433591,0.0212315,228.87458205223083,0.999166559312
1000.0,0.0,262000,44.0089344508,-0.01691,0.726955,262,2,0.00917385,0.00973677,230.6697449684143,0.995152256452
1000.0,0.0,264000,44.1049448721,-0.0122032,0.733666,264,2,0.00235168,0.00489358,232.4846053123474,0.999457102735
1000.0,0.0,266000,44.1318917545,-0.0105306,0.723648,266,2,0.00247703,0.00706049,234.2813003063202,0.999659148161
1000.0,0.0,268000,44.1793370787,-0.00831743,0.702697,268,2,0.00609282,0.011979,236.07891488075256,0.999151844531
1000.0,0.0,270000,44.3001347998,-0.0145092,0.711926,270,2,0.00222581,0.0174249,237.87497901916504,0.999482973886
1000.0,0.0,272000,44.4944138884,-0.0188529,0.701168,272,2,0.0020647,0.0124895,239.68789625167847,0.997677958105
1000.0,0.0,274000,44.6795502168,-0.012005,0.710633,274,2,0.018997,0.00421124,241.4850468635559,0.996534542646
1000.0,0.0,276000,44.887941312,-0.013926,0.706465,276,2,0.0349944,0.0176059,243.28072953224182,0.99500311818
1000.0,0.0,278000,44.8192227124,-0.000504558,0.693992,278,2,0.00727043,0.0215774,245.07839512825012,0.998876735452
1000.0,0.0,280000,44.9347641965,-0.00841966,0.683629,280,2,0.0034341,0.0175745,246.8923532962799,0.999473100237
1000.0,0.0,282000,45.0672173889,-0.00987242,0.647732,282,2,0.00768773,0.0118978,248.6869022846222,0.999251725676
1000.0,0.0,284000,45.1824684423,-0.0115503,0.604929,284,2,0.0113651,0.0146413,250.4835822582245,0.999003267149
1000.0,0.0,286000,45.3185672814,-0.0141639,0.584589,286,2,0.00396607,0.00715715,252.2805426120758,0.999498873483
1000.0,0.0,288000,45.5302799598,-0.0110808,0.57403,288,2,0.010258,0.00628154,254.0945007801056,0.999155083846
1000.0,0.0,290000,45.7373223599,-0.0100539,0.572684,290,2,0.0078845,0.0154511,255.89850997924805,0.999118955573
1000.0,0.0,292000,45.8902913255,-0.0168857,0.566269,292,2,0.00597276,0.0139118,257.68679785728455,0.999427767703
1000.0,0.0,294000,45.9839360355,-0.011964,0.557315,294,2,0.00414655,0.0139334,259.50007152557373,0.999374831328
1000.0,0.0,296000,46.1030867096,-0.00377914,0.529151,296,2,0.0214787,0.025035,261.2966902256012,0.997259762138
1000.0,0.0,299000,46.2814288245,-0.00928402,0.516096,299,3,0.0116324,0.00574042,263.0942919254303,0.999016840709
1000.0,0.0,301000,46.7685563621,-0.0208261,0.498577,301,2,0.0048538,0.0311832,264.9372456073761,0.999205617467
1000.0,0.0,303000,46.7914219226,-0.017416,0.497469,303,2,0.00252364,0.0132915,266.733845949173,0.999508916575
1000.0,0.0,305000,46.8220088849,-0.0160914,0.501686,305,2,0.00159027,0.0170655,268.5461058616638,0.99968726607
1000.0,0.0,307000,46.8888999763,-0.0156399,0.481241,307,2,0.00342861,0.0110592,270.34360122680664,0.999429173942
1000.0,0.0,309000,46.9290409894,-0.0113167,0.464355,309,2,0.00390872,0.012825,272.14005184173584,0.999300542346
1000.0,0.0,311000,47.0818244186,-0.0126281,0.43569,311,2,0.00457891,0.00955859,273.95250511169434,0.99927177967
1000.0,0.0,313000,47.2524302277,-0.00836534,0.416004,313,2,0.0352605,0.0129241,275.76498222351074,0.99661236885
1000.0,0.0,315000,47.3566354511,-0.0151526,0.417598,315,2,0.0528993,0.0075035,277.5616226196289,0.993118226063
1000.0,0.0,317000,47.459400292,-0.0157998,0.393697,317,2,0.0113488,0.00561934,279.37173342704773,0.998208315228
1000.0,0.0,319000,47.5647202131,-0.0156674,0.38791,319,2,0.0048036,0.017644,281.1729402542114,0.999493775365
1000.0,0.0,321000,47.6361542006,-0.0101644,0.391488,321,2,0.00341757,0.0101216,282.98511576652527,0.999632856663
1000.0,0.0,323000,47.76879651,-0.00946345,0.375132,323,2,0.0228767,0.0163358,284.7703335285187,0.996719788527
1000.0,0.0,325000,48.0095953517,-0.0161098,0.356545,325,2,0.00476029,0.00809309,286.5775864124298,0.999124908529
1000.0,0.0,327000,48.1393739358,-0.0168092,0.358009,327,2,0.00508268,0.0242767,288.37549352645874,0.999302736134
1000.0,0.0,329000,48.2297937889,-0.0113366,0.288724,329,2,0.0144399,0.0232992,290.18762707710266,0.998241364374
1000.0,0.0,331000,48.4361509459,-0.01349,0.287228,331,2,0.0250673,0.0113796,291.98352122306824,0.997476877179
1000.0,0.0,333000,48.7064367203,-0.00233756,0.259691,333,2,0.0230707,0.0274697,293.7961149215698,0.997657531872
1000.0,0.0,335000,48.8905968882,-0.00958972,0.230903,335,2,0.0341968,0.02686,295.59379148483276,0.997005457524
1000.0,0.0,337000,49.02671379,-0.00940118,0.21302,337,2,0.0161214,0.0254938,297.40597772598267,0.998129966087
1000.0,0.0,339000,49.1122742283,-0.00832188,0.203969,339,2,0.00246697,0.0188643,299.20276069641113,0.999457694939
1000.0,0.0,342000,49.3383532738,-0.0080103,0.185955,342,3,0.023123,0.0112217,301.0156137943268,0.997724464862
1000.0,0.0,344000,49.5233600811,-0.0114234,0.187522,344,2,0.0100214,0.0200148,302.8124041557312,0.998886994319
1000.0,0.0,346000,49.761623337,-0.014111,0.15222,346,2,0.0305009,0.0294793,304.62584805488586,0.997014630353
1000.0,0.0,348000,49.8938667162,-0.00497888,0.161271,348,2,0.0173307,0.0101099,306.4216432571411,0.998050880502
1000.0,0.0,350000,50.0584416585,-0.00479643,0.163333,350,2,0.035752,0.0143068,308.23468685150146,0.996286566602
1000.0,0.0,352000,50.2120971541,-0.0105873,0.175985,352,2,0.0300189,0.00951137,310.0305960178375,0.996391090564
1000.0,0.0,354000,50.302606147,-0.00946018,0.166332,354,2,0.0293837,0.0139775,311.8274681568146,0.996803744929
1000.0,0.0,356000,50.4403167823,-0.00862198,0.176348,356,2,0.0352279,0.0184634,313.6402404308319,0.996808120748
1000.0,0.0,358000,50.4963762804,-0.0094345,0.146583,358,2,0.0259033,0.00870241,315.43739342689514,0.997726949397
1000.0,0.0,360000,50.6596548443,0.0034946,0.138341,360,2,0.0290641,0.0268718,317.23477506637573,0.99659671518
1000.0,0.0,362000,50.8588857495,-0.00518897,0.145424,362,2,0.0150653,0.0257636,319.0469980239868,0.998088550055
1000.0,0.0,364000,50.9162979723,-0.0139434,0.117793,364,2,0.00390767,0.00641485,320.84386682510376,0.999205612636
1000.0,0.0,366000,50.9714980596,-0.0176513,0.132411,366,2,0.00217347,0.0173838,322.65553545951843,0.999362457835
1000.0,0.0,368000,51.0272820006,-0.0118404,0.117651,368,2,0.00583505,0.0268771,324.45315170288086,0.999276902177
1000.0,0.0,370000,51.0548253875,-0.0109971,0.0919247,370,2,0.00364993,0.0225853,326.2500636577606,0.999442439526
1000.0,0.0,372000,51.1507363121,-0.011437,0.0754395,372,2,0.0123788,0.00690649,328.04660201072693,0.998874857207
1000.0,0.0,374000,51.1710249887,-0.0117077,0.0776305,374,2,0.00431359,0.00947906,329.85914635658264,0.999282421079
1000.0,0.0,376000,51.1892755235,-0.0179128,0.0878417,376,2,0.00264728,0.0118212,331.6579439640045,0.999579194875
1000.0,0.0,378000,51.3549930866,-0.00916306,0.0441111,378,2,0.0151492,0.0190425,333.50292468070984,0.998745386023
1000.0,0.0,380000,51.386623088,-0.00483779,0.0365078,380,2,0.0140412,0.0371252,335.3167898654938,0.99857499497
1000.0,0.0,382000,51.5136929574,-0.0111529,0.0330013,382,2,0.0575735,0.0215696,337.10860085487366,0.994011991192
1000.0,0.0,385000,51.7196022131,-0.0021649,0.0311918,385,3,0.0394439,0.0380727,338.9230115413666,0.996757950401
1000.0,0.0,387000,51.8312920768,-0.0109668,0.0283388,387,2,0.0585599,0.0229303,340.7185924053192,0.995564653538
1000.0,0.0,389000,51.939553171,-0.00730693,0.0195305,389,2,0.0484449,0.0191735,342.51624035835266,0.995769623667
1000.0,0.0,391000,52.0560907784,-0.0101423,0.00453818,391,2,0.0300552,0.0130062,344.31257462501526,0.997170554008
1000.0,0.0,393000,52.2051746416,-0.0122638,-0.027777,393,2,0.031345,0.031404,346.12502789497375,0.997016468085
1000.0,0.0,395000,52.2578139427,-0.0171513,-0.0529265,395,2,0.00640751,0.017413,347.9215774536133,0.998573636636
1000.0,0.0,397000,52.1177216991,-0.00239723,-0.0334424,397,2,0.00928911,0.0265249,349.7347457408905,0.996459134389
1000.0,0.0,399000,52.0468750292,-0.00498562,-0.0473022,399,2,0.00447672,0.0154375,351.5306148529053,0.998681390658
1000.0,0.0,401000,52.0247741169,-0.012344,-0.0676197,401,2,0.00253089,0.0193795,353.3284502029419,0.999455493467
1000.0,0.0,403000,51.9965633883,-0.0189976,-0.0415524,403,2,0.00401324,0.0165973,355.12494921684265,0.999308013706
1000.0,0.0,405000,51.9816311006,-0.0193609,-0.0520499,405,2,0.00264087,0.0251233,356.93699955940247,0.999661113892
1000.0,0.0,407000,51.962715019,-0.0104843,-0.0533887,407,2,0.00232877,0.0242001,358.73477506637573,0.999764561115
1000.0,0.0,409000,52.0808579187,-0.00808314,-0.0701412,409,2,0.0194348,0.0368131,360.54674196243286,0.998077170807
1000.0,0.0,411000,52.0321188083,-0.00136619,-0.0700749,411,2,0.00298789,0.0412864,362.3432312011719,0.999365196738
1000.0,0.0,413000,52.0753983182,-0.0104133,-0.0710051,413,2,0.0362258,0.0244854,364.15570163726807,0.996239171596
1000.0,0.0,415000,52.2039015187,-0.00672284,-0.0627747,415,2,0.0132251,0.0126272,365.9529616832733,0.998898663325
1000.0,0.0,417000,52.4288953622,-0.00893391,-0.0495807,417,2,0.0502136,0.0174789,367.7571051120758,0.995676142164
1000.0,0.0,419000,52.6328972918,-0.0127821,-0.0701129,419,2,0.0370168,0.00970034,369.56255316734314,0.996954434086
1000.0,0.0,421000,52.8699314966,-0.0135854,-0.0862641,421,2,0.0484855,0.020677,371.3908851146698,0.993167698849
1000.0,0.0,423000,52.9999920066,-0.0118339,-0.0737177,423,2,0.0548208,0.01024,373.186740398407,0.995035118423
1000.0,0.0,425000,53.0777933519,-0.0202747,-0.0962443,425,2,0.0381455,0.0122771,375.0000777244568,0.995560549665
1000.0,0.0,428000,53.3173000773,-0.0103229,-0.105337,428,3,0.0920394,0.0243553,376.7966914176941,0.993866323493
1000.0,0.0,430000,53.3733968128,-0.0115677,-0.141296,430,2,0.0355607,0.011937,378.60888051986694,0.996192949358
1000.0,0.0,432000,53.5101041305,-0.00709124,-0.148872,432,2,0.0348091,0.013772,380.40602445602417,0.996886218665
1000.0,0.0,434000,53.6191547668,-0.011478,-0.126566,434,2,0.0386204,0.0166158,382.2184724807739,0.996298785321
1000.0,0.0,436000,53.6516351308,-0.00576371,-0.156814,436,2,0.0552674,0.470076,383.9995903968811,0.995046634693
1000.0,0.0,438000,53.5882086503,-0.013193,-0.159993,438,2,0.0498329,0.00907058,385.8121774196625,0.968559481204
1000.0,0.0,440000,53.4964441043,-0.00260236,-0.14355,440,2,0.0033208,0.0149242,387.60879373550415,0.99587525567
1000.0,0.0,442000,53.1822284274,-0.0151562,-0.166181,442,2,0.00825319,0.00702863,389.421635389328,0.997088116128
1000.0,0.0,444000,52.9187361443,-0.00881932,-0.179986,444,2,0.00615523,0.0356758,391.2188456058502,0.999190264323
1000.0,0.0,446000,52.6788006197,-0.0199074,-0.160471,446,2,0.00421577,0.0127659,393.030476808548,0.999362302013
1000.0,0.0,448000,52.5600934755,-0.0195192,-0.189334,448,2,0.00497895,0.0169313,394.8436644077301,0.999461346481
1000.0,0.0,450000,52.4334406886,-0.0156644,-0.203786,450,2,0.00296884,0.0771708,396.63998889923096,0.999674907769
1000.0,0.0,452000,52.1937309773,-0.0211384,-0.196894,452,2,0.00730799,0.0373346,398.4530885219574,0.990343903191
1000.0,0.0,454000,52.2295549306,-0.0126439,-0.206777,454,2,0.00850039,0.0116115,400.26590490341187,0.998044746695
1000.0,0.0,456000,52.2573451232,-0.0191427,-0.219017,456,2,0.00334466,0.0151472,402.0617823600769,0.999523708218
