loss_pol_entpen,loss_pol_surr,TimestepsSoFar,ev_tdlam_before,EpLenMean,TimeElapsed,EpisodesSoFar,EpThisIter,loss_kl,loss_vf_loss,EpRewMean,loss_ent
0.0,-0.0179257,172000,0.999556358845,1000.0,147.45261311531067,172,3,0.00936465,0.00454749,40.9025222957,0.983845
0.0,-0.0198868,174000,0.999055347173,1000.0,149.2179343700409,174,2,0.00921366,0.00315551,40.990554042,0.976154
0.0,-0.011808,176000,0.999195021926,1000.0,150.98422813415527,176,2,0.00717813,0.00379061,41.0976830169,0.954923
0.0,-0.00831667,178000,0.999456338875,1000.0,152.74939036369324,178,2,0.0171211,0.00370051,41.2675237769,0.924881
0.0,-0.0173893,180000,0.998058462283,1000.0,154.51573419570923,180,2,0.00693856,0.00507821,41.3286191145,0.899275
0.0,-0.0106628,182000,0.999111441371,1000.0,156.2812900543213,182,2,0.0127818,0.00559739,41.4407694169,0.85718
0.0,-0.0045729,184000,0.998976584873,1000.0,158.03089046478271,184,2,0.0269529,0.0072875,41.4591384287,0.837007
0.0,-0.0129368,186000,0.998015952297,1000.0,159.79628443717957,186,2,0.0106135,0.00349535,41.4797988139,0.812864
0.0,-0.00943845,188000,0.999090255471,1000.0,161.5616865158081,188,2,0.0128672,0.0036012,41.5226399768,0.78631
0.0,-0.0174506,190000,0.999409824028,1000.0,163.29684233665466,190,2,0.00487479,0.00387922,41.5861125898,0.765593
0.0,-0.0150986,192000,0.999533975701,1000.0,165.07759618759155,192,2,0.00519171,0.0043352,41.7189605049,0.74691
0.0,-0.0161422,194000,0.999526185653,1000.0,166.81206583976746,194,2,0.00920258,0.00484451,41.8012303655,0.755318
0.0,-0.0109222,196000,0.998924350599,1000.0,168.5932388305664,196,2,0.0166929,0.00468299,41.9109840402,0.742766
0.0,0.00280807,198000,0.999506463064,1000.0,170.3432412147522,198,2,0.0298023,0.00369798,42.0226381157,0.713776
0.0,-0.0120173,200000,0.998873171513,1000.0,172.1243863105774,200,2,0.012619,0.00813366,42.0663861007,0.708969
0.0,-0.00949339,202000,0.995797445998,1000.0,173.87473368644714,202,2,0.0230968,0.006159,42.1453814401,0.672525
0.0,-0.0169486,204000,0.998441150645,1000.0,175.64034605026245,204,2,0.00902605,0.0056653,42.2589765231,0.652731
0.0,-0.0102079,206000,0.999184325687,1000.0,177.39009046554565,206,2,0.00685957,0.00635172,42.2983920429,0.65756
0.0,-0.00795243,208000,0.998701800941,1000.0,179.15715146064758,208,2,0.0277999,0.00683164,42.4253039674,0.65078
0.0,-0.0182114,210000,0.998767470592,1000.0,180.9146683216095,210,2,0.0148025,0.00719466,42.5304265778,0.645109
0.0,-0.0185534,212000,0.998651109752,1000.0,182.68964672088623,212,2,0.00980667,0.00541704,42.5896497395,0.625666
0.0,-0.013993,215000,0.999598785536,1000.0,184.43815636634827,215,3,0.00595904,0.00591048,42.7241422031,0.593926
0.0,-0.00619478,217000,0.999333655927,1000.0,186.21841263771057,217,2,0.0148147,0.00643428,42.8796291439,0.588788
0.0,-0.013767,219000,0.999445386464,1000.0,187.98400378227234,219,2,0.0311327,0.00316947,42.9768387647,0.582799
0.0,-0.0194445,221000,0.998841128312,1000.0,189.75679874420166,221,2,0.0186847,0.00370692,43.1197483236,0.587655
0.0,-0.0140122,223000,0.998215353931,1000.0,191.5151994228363,223,2,0.0128594,0.00977017,43.2886500501,0.576706
0.0,-0.00970569,225000,0.998740388546,1000.0,193.28084135055542,225,2,0.0145605,0.0105556,43.385232171,0.57659
0.0,-0.014085,227000,0.998546537012,1000.0,195.03069424629211,227,2,0.021819,0.00978491,43.4203853542,0.577123
0.0,-0.0107494,229000,0.998626320856,1000.0,196.8119339942932,229,2,0.0132677,0.00620164,43.4935929604,0.540384
0.0,-0.0172503,231000,0.999466153095,1000.0,198.57811665534973,231,2,0.0120826,0.00315059,43.5832490374,0.527567
0.0,-0.0184303,233000,0.999518173892,1000.0,200.34388613700867,233,2,0.0116419,0.0034874,43.6675456463,0.519056
0.0,-0.0150304,235000,0.999552680732,1000.0,202.11037635803223,235,2,0.00971933,0.00322485,43.7524833737,0.494386
0.0,-0.012597,237000,0.995859930292,1000.0,203.87586665153503,237,2,0.0153094,0.00958432,43.8637677102,0.482171
0.0,-0.0189641,239000,0.999224522908,1000.0,205.64096212387085,239,2,0.00862572,0.0052646,43.901131906,0.467933
0.0,-0.0109755,241000,0.999561436765,1000.0,207.40258383750916,241,2,0.0136126,0.00277849,43.9634618627,0.423935
0.0,-0.0215132,243000,0.998886808637,1000.0,209.1873779296875,243,2,0.0190112,0.0039455,44.0506766481,0.40821
0.0,-0.0179053,245000,0.999361756607,1000.0,210.93702483177185,245,2,0.00763754,0.00296759,44.1467371725,0.379836
0.0,-0.023236,247000,0.999237959622,1000.0,212.702712059021,247,2,0.0381283,0.00304331,44.2352626576,0.371709
0.0,-0.00270989,249000,0.999678223248,1000.0,214.45262575149536,249,2,0.0258692,0.00210552,44.2893356099,0.342882
0.0,-0.00965843,251000,0.999800383797,1000.0,216.23506903648376,251,2,0.0170432,0.00155102,44.3111825566,0.33778
0.0,-0.0131705,253000,0.999007630977,1000.0,217.98442792892456,253,2,0.0116348,0.00273225,44.3702979877,0.334201
0.0,-0.0101229,256000,0.999713682948,1000.0,219.74974131584167,256,3,0.00759257,0.0024996,44.4279956948,0.330722
0.0,-0.0118538,258000,0.999521144811,1000.0,221.48407673835754,258,2,0.00860651,0.00380724,44.4929342153,0.311584
0.0,-0.0127262,260000,0.999842816746,1000.0,223.26544713974,260,2,0.0112888,0.00130894,44.5220530792,0.271776
0.0,-0.0181882,262000,0.998228696524,1000.0,225.0000081062317,262,2,0.0122169,0.00433549,44.6214728928,0.267937
0.0,-0.0200327,264000,0.999213862291,1000.0,226.78126072883606,264,2,0.0322624,0.00176065,44.6684139152,0.284366
0.0,-0.0223031,266000,0.994764319621,1000.0,228.53119206428528,266,2,0.118189,0.00452065,44.6505331032,0.291155
0.0,-0.0131584,268000,0.983139069751,1000.0,230.31238293647766,268,2,0.00466402,0.0317542,44.4886707442,0.312188
0.0,0.00418425,270000,0.994992082007,1000.0,232.06199145317078,270,2,0.0406665,0.0106659,44.4748199829,0.310623
0.0,-0.0137521,272000,0.994628546759,1000.0,233.84385538101196,272,2,0.00545175,0.0149675,44.3754097364,0.288815
0.0,-0.00382836,274000,0.991552189924,1000.0,235.59362983703613,274,2,0.0125181,0.0226501,44.3215519857,0.287967
0.0,-0.00863057,276000,0.996445866767,1000.0,237.37423467636108,276,2,0.00677864,0.0176582,44.1989489239,0.284049
0.0,-0.0118208,278000,0.994835930876,1000.0,239.12486386299133,278,2,0.00520626,0.00964444,44.1435819738,0.26052
0.0,-0.00799347,280000,0.998687246349,1000.0,240.89915370941162,280,2,0.0149954,0.00825253,44.0877551942,0.273609
0.0,-0.0184901,282000,0.995187603869,1000.0,242.65562963485718,282,2,0.0295403,0.0084577,44.120696777,0.28753
0.0,-0.0120162,284000,0.997506023152,1000.0,244.4367983341217,284,2,0.0095314,0.0115555,44.0384613247,0.296262
0.0,-0.0127869,286000,0.996634225827,1000.0,246.18749475479126,286,2,0.00995982,0.00660537,43.9799715506,0.269812
0.0,-0.0181727,288000,0.997400050983,1000.0,247.96927905082703,288,2,0.0495836,0.0071467,43.9493765996,0.260887
0.0,-0.0078939,290000,0.994357099291,1000.0,249.73372554779053,290,2,0.0128067,0.011384,43.8822553504,0.263451
0.0,-0.00981658,292000,0.995350425132,1000.0,251.4994032382965,292,2,0.0317474,0.018374,43.7446394367,0.235143
0.0,-0.0125728,294000,0.997522427468,1000.0,253.2501232624054,294,2,0.0146286,0.0146735,43.7430047481,0.233005
0.0,-0.000146887,296000,0.99776613107,1000.0,255.03074645996094,296,2,0.0309116,0.00390807,43.6613181565,0.235099
0.0,-0.0173821,299000,0.998922527535,1000.0,256.79647278785706,299,3,0.0165539,0.00690677,43.5438982911,0.21742
0.0,-0.0168345,301000,0.996856172802,1000.0,258.57774353027344,301,2,0.0253607,0.01405,43.3832644892,0.219604
0.0,-0.0147438,303000,0.994242900051,1000.0,260.3429765701294,303,2,0.0111881,0.00819459,43.3315475805,0.207865
0.0,-0.0247898,305000,0.969006421044,1000.0,262.0936698913574,305,2,0.0593755,0.0233318,43.0559124847,0.20294
0.0,-0.00977191,307000,0.987768110819,1000.0,263.85866475105286,307,2,0.00794723,0.0218384,42.7376621438,0.213358
0.0,-0.0129585,309000,0.998571668984,1000.0,265.6251015663147,309,2,0.00945354,0.00640277,42.6017105364,0.2016
0.0,-0.0143763,311000,0.974623279646,1000.0,267.3906753063202,311,2,0.032684,0.0094884,42.51749202,0.202063
0.0,-0.00592044,313000,0.950636431575,1000.0,269.1400830745697,313,2,0.00965294,0.0821061,42.2098391751,0.219839
0.0,0.000440308,315000,0.945410460234,1000.0,270.9202711582184,315,2,0.016145,0.131902,41.7239185471,0.20526
0.0,-0.0139824,317000,0.997939958936,1000.0,272.67130970954895,317,2,0.0151402,0.00659187,41.6580481047,0.200146
0.0,-0.0131406,319000,0.998858469189,1000.0,274.4386761188507,319,2,0.00569655,0.00613769,41.5771344247,0.190363
0.0,-0.0132419,321000,0.973340710625,1000.0,276.18685841560364,321,2,0.00679489,0.0309575,41.4144100515,0.199556
0.0,-0.0103846,323000,0.977901786566,1000.0,277.95228266716003,323,2,0.00295885,0.0497839,40.9488131828,0.169719
0.0,-0.000441444,325000,0.978948632255,1000.0,279.7055172920227,325,2,0.0164572,0.0408724,40.6488389724,0.158153
0.0,-0.0107068,327000,0.998032653239,1000.0,281.46792793273926,327,2,0.0210574,0.00577077,40.6203709414,0.154123
0.0,-0.00985592,329000,0.995783223771,1000.0,283.2181787490845,329,2,0.0116131,0.00948013,40.5260464562,0.148032
0.0,0.000499791,331000,0.996567252558,1000.0,284.99965739250183,331,2,0.0204672,0.0115749,40.3058872588,0.138303
0.0,-0.0147672,333000,0.998717959621,1000.0,286.7351698875427,333,2,0.0399911,0.00536018,40.2184653742,0.119165
0.0,-0.0102516,335000,0.997031104285,1000.0,288.5161123275757,335,2,0.0151375,0.00760543,40.1093205073,0.0895453
0.0,-0.00576682,337000,0.998228250188,1000.0,290.29618549346924,337,2,0.0275783,0.00790549,40.0727841977,0.0645568
0.0,-0.0132905,339000,0.984580968507,1000.0,292.0929841995239,339,2,0.0239922,0.00877005,40.0896803014,0.0616465
0.0,-0.00509543,342000,0.993930439465,1000.0,293.8443901538849,342,3,0.0212483,0.0135207,39.7501777849,0.0644729
0.0,-0.0133959,344000,0.997293957276,1000.0,295.60147500038147,344,2,0.0101078,0.00645315,39.7234014307,0.0557368
0.0,-0.00917631,346000,0.99929010059,1000.0,297.36238384246826,346,2,0.0126244,0.00332934,39.6997496286,0.0508159
0.0,-0.0184872,348000,0.987483428791,1000.0,299.12463569641113,348,2,0.0470365,0.0190182,39.7220633115,0.0278358
0.0,-0.0105899,350000,0.998526918353,1000.0,300.88421726226807,350,2,0.0217105,0.00448198,39.5332019195,0.0152771
0.0,-0.00809898,352000,0.999266253493,1000.0,302.6493008136749,352,2,0.041563,0.00644743,39.5642471735,-0.00126505
0.0,-0.0125495,354000,0.985467762686,1000.0,304.4057197570801,354,2,0.0118361,0.0211301,39.603151008,-0.0104918
0.0,-0.0180708,356000,0.995759322774,1000.0,306.17119216918945,356,2,0.0203796,0.0237228,39.7920795902,-0.0378423
0.0,-0.0150155,358000,0.99797518109,1000.0,307.93739008903503,358,2,0.0131763,0.0134306,39.8817966731,-0.0493065
0.0,-0.0115523,360000,0.998153144843,1000.0,309.70295572280884,360,2,0.019929,0.0176189,40.0047048758,-0.0453877
0.0,-0.0142023,362000,0.997683657333,1000.0,311.45304775238037,362,2,0.0144421,0.0148345,40.1294822933,-0.0702178
0.0,-0.0145702,364000,0.992898935918,1000.0,313.2191708087921,364,2,0.0110993,0.014629,40.2116204404,-0.0669304
0.0,-0.0103659,366000,0.998348139226,1000.0,314.9688489437103,366,2,0.0219645,0.0150386,40.4465950482,-0.0732609
0.0,-0.0173513,368000,0.996458964422,1000.0,316.7198965549469,368,2,0.0138486,0.0215887,40.7888093933,-0.0851251
0.0,-0.0170215,370000,0.996011566836,1000.0,318.4853513240814,370,2,0.013036,0.0433221,41.0044268044,-0.0876771
0.0,-0.018408,372000,0.994595723227,1000.0,320.2184114456177,372,2,0.0280522,0.0237887,41.3221654544,-0.10681
0.0,-0.0190048,374000,0.997992432211,1000.0,321.98378586769104,374,2,0.0135602,0.014789,41.411316243,-0.144234
0.0,-0.0188461,376000,0.972343651578,1000.0,323.71851801872253,376,2,0.0174687,0.0581908,41.7676836034,-0.175253
0.0,-0.011602,378000,0.997992984252,1000.0,325.48416018486023,378,2,0.0138932,0.0175187,42.0092292755,-0.162523
0.0,-0.011074,380000,0.994419417344,1000.0,327.2186243534088,380,2,0.0324864,0.0319874,42.2203167866,-0.14091
0.0,-0.0110788,382000,0.998456808971,1000.0,328.9844648838043,382,2,0.0184163,0.0134588,42.3591645892,-0.169059
0.0,-0.0160128,385000,0.998103252496,1000.0,330.7340245246887,385,3,0.0180516,0.0213444,42.8517647765,-0.194362
0.0,-0.0174916,387000,0.998368499568,1000.0,332.49935364723206,387,2,0.0542738,0.0171912,43.0442293486,-0.173669
0.0,-0.0139307,389000,0.994732286315,1000.0,334.23400473594666,389,2,0.0212676,0.0270572,43.3380738329,-0.158212
0.0,-0.0196197,391000,0.997882290278,1000.0,336.0010166168213,391,2,0.0278417,0.0144948,43.5543624889,-0.187633
0.0,-0.0185927,393000,0.994544415735,1000.0,337.73408913612366,393,2,0.0178336,0.0371324,43.8065930296,-0.187199
0.0,-0.0151326,395000,0.997565705562,1000.0,339.5151615142822,395,2,0.186927,0.0156687,44.0465303735,-0.180329
0.0,-0.0194211,397000,0.995945899747,1000.0,341.2648034095764,397,2,0.161131,0.0191808,44.2319652403,-0.174121
0.0,-0.00802746,399000,0.99550994765,1000.0,343.03231859207153,399,2,0.0297737,0.0336645,44.4963647672,-0.188828
0.0,-0.00932927,401000,0.998439295217,1000.0,344.78963899612427,401,2,0.0215821,0.0110779,44.8192646263,-0.204886
0.0,-0.0153174,403000,0.998300606152,1000.0,346.54639625549316,403,2,0.0150605,0.013476,45.0710911094,-0.210661
0.0,-0.00606468,405000,0.998273328645,1000.0,348.2970623970032,405,2,0.0295329,0.0174028,45.5462823365,-0.189436
0.0,-0.0138423,407000,0.997742993291,1000.0,350.05327701568604,407,2,0.0209956,0.018005,46.0648966893,-0.156753
0.0,-0.0207286,409000,0.995376948733,1000.0,351.81295585632324,409,2,0.0295675,0.014682,46.3895931044,-0.156913
0.0,-0.0156838,411000,0.995146159548,1000.0,353.563218832016,411,2,0.0195191,0.0316173,46.5733773617,-0.148962
0.0,-0.0126316,413000,0.995734598953,1000.0,355.3287081718445,413,2,0.0105418,0.0134832,47.0031529965,-0.177209
0.0,-0.0119782,415000,0.997472707415,1000.0,357.07835149765015,415,2,0.0204271,0.0131779,47.6759155359,-0.162338
0.0,-0.017297,417000,0.979635220021,1000.0,358.84309363365173,417,2,0.0208405,0.0590169,47.9478277288,-0.158855
0.0,-0.0194046,419000,0.998114902992,1000.0,360.57789945602417,419,2,0.018607,0.01429,48.2250793176,-0.197083
0.0,-0.0138738,421000,0.997335205087,1000.0,362.34312319755554,421,2,0.0141393,0.019864,48.6644466222,-0.213812
0.0,-0.0116312,423000,0.994590034708,1000.0,364.09312868118286,423,2,0.0231545,0.021747,49.3045452986,-0.211961
0.0,-0.0129433,425000,0.998484960059,1000.0,365.8429181575775,425,2,0.0221519,0.0125397,49.8685912178,-0.199201
0.0,-0.0157646,428000,0.99742429168,1000.0,367.59438157081604,428,3,0.0207798,0.0323553,50.3246757443,-0.20184
0.0,-0.0173024,430000,0.998417893192,1000.0,369.34303069114685,430,2,0.0185495,0.0138269,50.7879703427,-0.195855
0.0,-0.0149427,432000,0.998399695382,1000.0,371.09374594688416,432,2,0.0524409,0.0138974,51.0238105404,-0.214635
0.0,-0.0169096,434000,0.998238687986,1000.0,372.83756947517395,434,2,0.0225164,0.0107556,51.3458795438,-0.22129
0.0,-0.0114243,436000,0.997460383223,1000.0,374.582799911499,436,2,0.0148157,0.0252819,51.578499704,-0.210811
0.0,-0.0176227,438000,0.998300484382,1000.0,376.33606457710266,438,2,0.0177309,0.0136724,51.8363791956,-0.216262
0.0,-0.0297974,440000,0.994159522001,1000.0,378.077764749527,440,2,0.0142891,0.0331834,52.2445676534,-0.226616
0.0,-0.0172659,442000,0.996554217534,1000.0,379.84304642677307,442,2,0.0148987,0.0227653,52.4785864465,-0.232413
0.0,-0.0233989,444000,0.998030756135,1000.0,381.5781054496765,444,2,0.0195184,0.0113836,52.7371663499,-0.202308
0.0,-0.0149773,446000,0.998425349593,1000.0,383.3430337905884,446,2,0.0156468,0.0171091,52.9777117211,-0.20421
0.0,-0.0168977,448000,0.998328350252,1000.0,385.07926201820374,448,2,0.0179932,0.0143249,53.2012369991,-0.20268
0.0,-0.0163087,450000,0.998393478803,1000.0,386.8448612689972,450,2,0.0165068,0.0135932,53.6616640685,-0.219324
0.0,-0.0144754,452000,0.997884637909,1000.0,388.5789420604706,452,2,0.0166583,0.015317,53.8601333624,-0.211282
0.0,-0.0167032,454000,0.997407265473,1000.0,390.34858536720276,454,2,0.0136374,0.0140593,54.1232626337,-0.216036
