loss_kl,TimeElapsed,loss_pol_surr,ev_tdlam_before,loss_pol_entpen,TimestepsSoFar,EpLenMean,EpisodesSoFar,EpThisIter,loss_ent,EpRewMean,loss_vf_loss
0.053575,392.2996370792389,-0.0415233,0.42739289999,0.0,440000,1000.0,440,2,0.184744,1251.45932218,123.702
0.0328929,394.12775707244873,-0.0346596,0.0872502923012,0.0,442000,1000.0,442,2,0.182155,1251.17585295,121.182
0.0463801,395.9548714160919,-0.0300646,0.0806683301926,0.0,444000,1000.0,444,2,0.1707,1252.51827025,122.096
0.0324458,397.775518655777,-0.0364079,0.0935772061348,0.0,446000,1000.0,446,2,0.164855,1254.08249128,117.801
0.0386722,399.58214116096497,-0.0310554,0.0553641319275,0.0,448000,1000.0,448,2,0.157013,1254.50900276,125.143
0.035296,401.41238498687744,-0.0362178,0.0929355621338,0.0,450000,1000.0,450,2,0.149029,1255.16874849,121.615
0.0330906,403.2381753921509,-0.042256,0.428714513779,0.0,452000,1000.0,452,2,0.157746,1255.15717471,127.021
0.0341527,405.0662956237793,-0.0383309,0.110966682434,0.0,454000,1000.0,454,2,0.108581,1255.28130914,123.072
0.0446897,406.8789293766022,-0.0348821,0.273912966251,0.0,456000,1000.0,456,2,0.105112,1255.27786354,124.443
0.0407101,408.707049369812,-0.0336491,0.151412904263,0.0,458000,1000.0,458,2,0.0681456,1255.58540111,121.108
0.0304012,410.51954340934753,-0.0351442,0.0595087409019,0.0,460000,1000.0,460,2,0.0399623,1255.95497517,122.85
0.0232632,412.3476629257202,-0.0398343,0.103830099106,0.0,462000,1000.0,462,2,-0.0190376,1254.58969128,114.802
0.0386663,414.1601574420929,-0.0384563,0.11279797554,0.0,464000,1000.0,464,2,-0.0194649,1255.80053333,123.939
0.0313083,415.9882755279541,-0.0386622,0.173307538033,0.0,466000,1000.0,466,2,-0.0423454,1257.02570622,123.911
0.0259786,417.8007712364197,-0.0401746,0.138647019863,0.0,468000,1000.0,468,2,-0.0786374,1260.27010387,122.096
0.0356956,419.62889075279236,-0.0359881,0.12969648838,0.0,471000,1000.0,471,3,-0.0810467,1262.91091983,164.328
0.0810211,421.45611786842346,-0.0516255,0.478386819363,0.0,473000,1000.0,473,2,-0.0963673,1262.2233147,132.378
0.0525129,423.2686126232147,-0.0293719,0.0672804117203,0.0,475000,1000.0,475,2,-0.126819,1264.30722868,124.918
0.0461066,425.08110547065735,-0.0325365,0.0648700594902,0.0,477000,1000.0,477,2,-0.173564,1265.49816768,122.596
0.0441838,426.9080140590668,-0.0325247,0.0637950897217,0.0,479000,1000.0,479,2,-0.158877,1267.38411481,125.442
0.0343828,428.7205104827881,-0.0306212,0.0902827382088,0.0,481000,1000.0,481,2,-0.109054,1269.08738131,118.705
0.0472642,430.53908705711365,-0.0261918,0.0951620340347,0.0,483000,1000.0,483,2,-0.113338,1270.34810933,126.972
0.0519754,432.34764409065247,-0.0324168,0.0702315568924,0.0,485000,1000.0,485,2,-0.103027,1273.27723686,122.367
0.0318246,434.16889333724976,-0.0351177,0.175468802452,0.0,487000,1000.0,487,2,-0.109756,1274.39631645,131.756
0.0397894,435.98695254325867,-0.0334574,0.0957382917404,0.0,489000,1000.0,489,2,-0.121634,1276.22872213,132.03
0.0363095,437.79944372177124,-0.0334575,0.057569205761,0.0,491000,1000.0,491,2,-0.148365,1277.34403267,123.05
0.0445517,439.6119387149811,-0.0300967,0.0599666833878,0.0,493000,1000.0,493,2,-0.167994,1278.24442032,129.481
0.0506704,441.4244315624237,-0.032967,0.0836828947067,0.0,495000,1000.0,495,2,-0.215993,1278.98508541,126.054
0.0297868,443.2525510787964,-0.0346755,0.0885924696922,0.0,497000,1000.0,497,2,-0.233095,1279.91293346,129.616
0.0374212,445.06504678726196,-0.0321204,0.107228755951,0.0,499000,1000.0,499,2,-0.251057,1281.77861456,134.855
0.0284554,446.8931658267975,-0.0374143,0.0843508839607,0.0,501000,1000.0,501,2,-0.316892,1283.47874686,131.946
0.0256101,448.70565938949585,-0.0363347,0.0858928561211,0.0,503000,1000.0,503,2,-0.322931,1285.11533529,131.124
0.0381299,450.53377962112427,-0.0329114,0.0939027070999,0.0,505000,1000.0,505,2,-0.29809,1286.87367299,137.106
0.040746,452.39315128326416,-0.0275023,0.0975616574287,0.0,507000,1000.0,507,2,-0.281512,1289.10236598,134.772
0.0427304,454.2212727069855,-0.0415741,0.359798789024,0.0,509000,1000.0,509,2,-0.320842,1289.83344997,135.584
0.0443269,456.046621799469,-0.0331251,0.0413472056389,0.0,512000,1000.0,512,3,-0.336325,1291.02834776,196.9
0.0345475,457.86324286460876,-0.0331275,0.109675228596,0.0,514000,1000.0,514,2,-0.363033,1293.38912788,138.669
0.045486,459.6776294708252,-0.0299768,0.0683292746544,0.0,516000,1000.0,516,2,-0.39638,1294.68560381,139.588
0.0361793,461.5051326751709,-0.0340747,0.0798518657684,0.0,518000,1000.0,518,2,-0.407361,1295.56240905,133.451
0.0248757,463.32689142227173,-0.0352873,0.101733624935,0.0,520000,1000.0,520,2,-0.389883,1296.26781159,131.78
0.0361998,465.1433174610138,-0.0360168,0.0953734517097,0.0,522000,1000.0,522,2,-0.402519,1297.06336754,138.667
0.0479292,466.9700803756714,-0.0313153,0.0963187217712,0.0,524000,1000.0,524,2,-0.41259,1299.59092057,133.06
0.0236313,468.8010938167572,-0.0350104,0.0738706588745,0.0,526000,1000.0,526,2,-0.388412,1302.51600113,135.604
0.0337615,470.5979266166687,-0.0344932,0.105445623398,0.0,528000,1000.0,528,2,-0.381442,1304.52265569,140.331
0.0340234,472.4260461330414,-0.0349624,0.0908218026161,0.0,530000,1000.0,530,2,-0.400655,1306.17134023,137.645
0.0685934,474.23853945732117,-0.0186482,0.0663422942162,0.0,532000,1000.0,532,2,-0.381273,1307.24040915,132.766
0.0317828,476.06665873527527,-0.0308856,0.0903017520905,0.0,534000,1000.0,534,2,-0.374366,1309.30383679,134.729
0.0204364,477.87915325164795,-0.0356879,0.124860882759,0.0,536000,1000.0,536,2,-0.384037,1311.61869827,133.832
0.0244362,479.70727276802063,-0.0370268,0.0770045518875,0.0,538000,1000.0,538,2,-0.394833,1313.96251442,132.22
0.0274491,481.51976919174194,-0.0330393,0.0824638605118,0.0,540000,1000.0,540,2,-0.422448,1315.80390144,139.012
0.0580016,483.3478865623474,-0.0268774,0.075626373291,0.0,542000,1000.0,542,2,-0.455799,1319.30775896,140.387
0.0263743,485.14475679397583,-0.0337125,0.106833696365,0.0,544000,1000.0,544,2,-0.465138,1322.18934534,143.423
0.0360265,486.98373436927795,-0.0335056,0.100133180618,0.0,546000,1000.0,546,2,-0.483307,1324.1581225,143.021
0.0824009,488.8348774909973,-0.0192702,0.039361178875,0.0,548000,1000.0,548,2,-0.496222,1326.12205558,139.409
0.033629,490.65446162223816,-0.0301134,0.06822681427,0.0,550000,1000.0,550,2,-0.514069,1327.82201052,146.718
0.0261691,492.4669954776764,-0.0334687,0.0873520374298,0.0,552000,1000.0,552,2,-0.511497,1331.78860115,145.88
0.0436657,494.2807312011719,-0.0348797,0.0425814986229,0.0,555000,1000.0,555,3,-0.507032,1335.40240584,210.383
0.0389351,496.1079661846161,-0.0345127,0.0907926559448,0.0,557000,1000.0,557,2,-0.522123,1338.4648951,138.276
0.0361358,497.9443747997284,-0.0340359,0.0956245064735,0.0,559000,1000.0,559,2,-0.52659,1340.71130336,139.691
0.0478374,499.76382207870483,-0.0302645,0.0874052047729,0.0,561000,1000.0,561,2,-0.575103,1343.83521074,145.011
0.0322482,501.5775942802429,-0.0342105,0.099034011364,0.0,563000,1000.0,563,2,-0.578386,1346.92075576,144.153
0.0310556,503.40586519241333,-0.0368655,0.102318108082,0.0,565000,1000.0,565,2,-0.60324,1349.67532904,141.916
0.0414713,505.23234367370605,-0.033437,0.0851998925209,0.0,567000,1000.0,567,2,-0.633155,1351.10533945,147.157
0.0554543,507.04802799224854,-0.0271844,0.0680704712868,0.0,569000,1000.0,569,2,-0.627707,1352.97765362,145.685
0.0311208,508.8730368614197,-0.0337662,0.0686892867088,0.0,571000,1000.0,571,2,-0.644969,1355.35139845,143.053
0.0541619,510.6868121623993,-0.0296409,0.0938004851341,0.0,573000,1000.0,573,2,-0.650501,1359.84121809,137.999
0.031932,512.5150835514069,-0.0345457,0.101268053055,0.0,575000,1000.0,575,2,-0.643101,1361.13465934,135.905
0.0296769,514.3268511295319,-0.0374548,0.0792501568794,0.0,577000,1000.0,577,2,-0.646943,1362.76269351,152.442
0.047764,516.1398465633392,-0.0289412,0.0764271020889,0.0,579000,1000.0,579,2,-0.632359,1365.33239678,147.974
0.0335611,517.9672996997833,-0.0358804,0.0695578455925,0.0,581000,1000.0,581,2,-0.65425,1367.27591592,148.475
0.0359627,519.7804329395294,-0.0341897,0.0781198143959,0.0,583000,1000.0,583,2,-0.654055,1370.34886026,151.841
0.0449445,521.608701467514,-0.0332956,0.0619761943817,0.0,585000,1000.0,585,2,-0.691594,1372.97905047,152.033
0.0292918,523.4203939437866,-0.0372951,0.10278147459,0.0,587000,1000.0,587,2,-0.681828,1374.77376554,153.786
0.532664,525.2331864833832,-0.00495797,0.0982182025909,0.0,589000,1000.0,589,2,-0.631588,1377.63117751,155.046
0.0359466,527.0450255870819,-0.0340295,0.0611369013786,0.0,591000,1000.0,591,2,-0.626738,1379.8499545,151.657
0.0420469,528.8732643127441,-0.0318558,0.0711894631386,0.0,593000,1000.0,593,2,-0.603709,1381.88628035,150.241
0.0389605,530.6862080097198,-0.0316001,0.0782020688057,0.0,595000,1000.0,595,2,-0.612893,1382.92296977,144.051
0.0449592,532.5090801715851,-0.0342603,0.0443183779716,0.0,598000,1000.0,598,3,-0.624059,1383.72524137,214.989
0.0346098,534.3106372356415,-0.0370791,0.109049022198,0.0,600000,1000.0,600,2,-0.606132,1384.54876309,144.014
0.0393401,536.125738620758,-0.0322381,0.0992165207863,0.0,602000,1000.0,602,2,-0.629703,1385.20232155,148.093
0.0302418,537.9510657787323,-0.0392151,0.103970527649,0.0,604000,1000.0,604,2,-0.646674,1385.51080217,154.2
0.0442213,539.7795040607452,-0.032507,0.0935771465302,0.0,606000,1000.0,606,2,-0.655336,1385.32542403,150.047
0.0338339,541.6074695587158,-0.0384642,0.0778720974922,0.0,608000,1000.0,608,2,-0.690058,1384.99806017,140.14
0.0424186,543.4204399585724,-0.0318048,0.123676478863,0.0,610000,1000.0,610,2,-0.70112,1388.89740943,148.436
0.0284968,545.2337520122528,-0.0354997,0.0847562551498,0.0,612000,1000.0,612,2,-0.732573,1390.4692006,148.448
0.0355934,547.0447885990143,-0.0309485,0.0526077747345,0.0,614000,1000.0,614,2,-0.701206,1391.15837742,149.229
0.0407451,548.8584237098694,-0.0305152,0.0917465686798,0.0,616000,1000.0,616,2,-0.706181,1392.02835411,141.945
0.0358821,550.686824798584,-0.0355272,0.0874758958817,0.0,618000,1000.0,618,2,-0.72205,1393.27613952,145.345
0.0348685,552.5126354694366,-0.0374354,0.0755146145821,0.0,620000,1000.0,620,2,-0.715662,1395.28530999,146.466
0.0441762,554.3265240192413,-0.0297894,0.103790283203,0.0,622000,1000.0,622,2,-0.685694,1396.40273056,151.91
0.0369725,556.151141166687,-0.0367273,0.0951830744743,0.0,624000,1000.0,624,2,-0.700234,1398.13286205,154.104
0.0447753,557.9676811695099,-0.0289211,0.00393712520599,0.0,626000,1000.0,626,2,-0.665472,1399.72804314,146.4
0.0277608,559.7939765453339,-0.0324501,0.0728474855423,0.0,628000,1000.0,628,2,-0.689694,1400.3637612,146.704
0.0595307,561.6081411838531,-0.025057,0.0862335562706,0.0,630000,1000.0,630,2,-0.645919,1402.01414505,149.238
0.0304158,563.4356026649475,-0.0316727,0.0726117491722,0.0,632000,1000.0,632,2,-0.632407,1404.34046346,147.38
0.0330161,565.2491984367371,-0.0336546,0.0448734164238,0.0,634000,1000.0,634,2,-0.683952,1404.4963146,149.92
0.0315577,567.0775318145752,-0.0304694,0.0648042559624,0.0,636000,1000.0,636,2,-0.719437,1404.89885868,151.802
0.046232,568.889258146286,-0.0303224,0.0669335126877,0.0,638000,1000.0,638,2,-0.721505,1406.28673006,149.152
0.0342696,570.7172703742981,-0.0406647,0.249708116055,0.0,641000,1000.0,641,3,-0.689939,1407.39120177,218.92
0.0504151,572.529155254364,-0.0319572,0.121634364128,0.0,643000,1000.0,643,2,-0.701498,1408.78692735,160.401
0.0351225,574.3582351207733,-0.0305475,0.0670214891434,0.0,645000,1000.0,645,2,-0.74535,1410.34898717,158.984
0.0318842,576.1707167625427,-0.0323882,0.0635347366333,0.0,647000,1000.0,647,2,-0.758439,1412.85536877,157.734
0.0419245,577.9996433258057,-0.0262056,0.0627198815346,0.0,649000,1000.0,649,2,-0.781698,1415.36551345,161.125
0.0368758,579.8106880187988,-0.0322445,0.0817246437073,0.0,651000,1000.0,651,2,-0.81477,1416.62796182,155.455
0.0378811,581.6321501731873,-0.0314693,0.0734142065048,0.0,653000,1000.0,653,2,-0.831922,1418.32625396,164.448
0.0328663,583.4514718055725,-0.0316298,0.087333381176,0.0,655000,1000.0,655,2,-0.812664,1421.53828413,157.849
0.0307249,585.265029668808,-0.0394096,0.0847724080086,0.0,657000,1000.0,657,2,-0.830519,1422.48953876,160.922
0.0335053,587.0762631893158,-0.0339221,0.0431249141693,0.0,659000,1000.0,659,2,-0.843234,1424.34039172,154.098
0.0369596,588.9055926799774,-0.0364644,0.0998803377151,0.0,661000,1000.0,661,2,-0.836364,1425.23419622,161.369
0.0502875,590.7028012275696,-0.0292953,0.118247151375,0.0,663000,1000.0,663,2,-0.876701,1426.41445451,159.283
0.0492375,592.5298767089844,-0.0321792,0.0375944375992,0.0,665000,1000.0,665,2,-0.884198,1427.79604399,161.095
0.0378008,594.3423321247101,-0.0340925,0.0709765553474,0.0,667000,1000.0,667,2,-0.92564,1430.31575424,158.073
0.0424243,596.1542954444885,-0.0317089,0.0467972755432,0.0,669000,1000.0,669,2,-0.921713,1431.77366633,161.04
0.0354513,597.9681735038757,-0.0317268,0.106400728226,0.0,671000,1000.0,671,2,-0.923471,1432.44530275,165.526
0.0371045,599.7964873313904,-0.0361145,0.0638092160225,0.0,673000,1000.0,673,2,-0.941431,1432.36685852,160.347
0.0436849,601.607798576355,-0.0321992,0.076267182827,0.0,675000,1000.0,675,2,-0.950973,1433.98086276,159.827
0.0403897,603.4373319149017,-0.0266738,0.0794406533241,0.0,677000,1000.0,677,2,-0.972691,1435.140722,158.875
0.0519441,605.248477935791,-0.0232754,0.0687279701233,0.0,679000,1000.0,679,2,-1.00087,1436.59633286,154.642
0.0955023,607.0615403652191,-0.022117,0.0744812488556,0.0,681000,1000.0,681,2,-1.04461,1437.54342549,160.813
0.0444959,608.8781759738922,-0.0362451,0.0762012004852,0.0,684000,1000.0,684,3,-1.02238,1438.03265953,226.63
0.0432631,610.7025563716888,-0.0292566,0.0755826234818,0.0,686000,1000.0,686,2,-1.03677,1439.0661638,158.118
0.0336584,612.5135142803192,-0.0362726,0.11425614357,0.0,688000,1000.0,688,2,-1.03435,1439.86167656,163.832
0.0351772,614.3425607681274,-0.0331891,0.0764677524567,0.0,690000,1000.0,690,2,-1.03562,1439.4628244,160.852
0.0390905,616.1708068847656,-0.0313508,0.0439876914024,0.0,692000,1000.0,692,2,-1.03001,1440.90370993,159.85
0.0359944,617.998542547226,-0.0332155,0.118990778923,0.0,694000,1000.0,694,2,-1.05312,1442.75754367,152.721
0.0388239,619.8269102573395,-0.0311316,0.0590445995331,0.0,696000,1000.0,696,2,-1.04771,1444.5488863,159.703
0.0320397,621.6386504173279,-0.0332613,0.0566314458847,0.0,698000,1000.0,698,2,-1.04307,1447.36468595,164.523
0.0449585,623.4569914340973,-0.0303422,0.0405995845795,0.0,700000,1000.0,700,2,-1.03945,1449.2497691,163.062
0.0571767,625.2799324989319,-0.0248012,0.066555082798,0.0,702000,1000.0,702,2,-1.03196,1451.8762674,164.613
0.0295273,627.094705581665,-0.0337433,0.120015621185,0.0,704000,1000.0,704,2,-1.03023,1453.90588762,159.324
0.0408138,628.9045257568359,-0.0297992,0.0730684399605,0.0,706000,1000.0,706,2,-1.03232,1455.25824978,160.18
0.0535673,630.7327871322632,-0.0268098,0.0868589878082,0.0,708000,1000.0,708,2,-1.03839,1457.51924721,167.06
0.114015,632.5452427864075,-0.0438168,0.435889780521,0.0,710000,1000.0,710,2,-1.06041,1455.32311814,159.465
0.0409384,634.3724138736725,-0.0296242,0.109480202198,0.0,712000,1000.0,712,2,-1.0584,1455.93712999,160.935
0.0422025,636.1903238296509,-0.0340811,0.128018856049,0.0,714000,1000.0,714,2,-1.05826,1455.7814486,159.788
0.0607095,638.0138125419617,-0.0271657,0.0930910110474,0.0,716000,1000.0,716,2,-1.0561,1456.20153869,163.106
0.045286,639.8257882595062,-0.0285703,0.106038928032,0.0,718000,1000.0,718,2,-1.06472,1457.80342053,159.673
0.0337789,641.6469533443451,-0.0330441,0.0727091431618,0.0,720000,1000.0,720,2,-1.0827,1457.88275786,150.281
0.0331302,643.4552111625671,-0.0347131,0.0836580991745,0.0,722000,1000.0,722,2,-1.11661,1458.4514393,161.993
0.0320798,645.2659537792206,-0.0354153,0.0949063897133,0.0,724000,1000.0,724,2,-1.12639,1458.30550818,161.926
0.0344265,647.0923435688019,-0.0370913,0.101008296013,0.0,727000,1000.0,727,3,-1.14615,1457.8887889,200.758
0.0368483,648.9049339294434,-0.0328593,0.0985012054443,0.0,729000,1000.0,729,2,-1.15762,1459.76537347,156.053
0.0364263,650.7178711891174,-0.0361753,0.109193325043,0.0,731000,1000.0,731,2,-1.17234,1460.27596678,161.913
0.0330178,652.5294888019562,-0.0354912,0.100395858288,0.0,733000,1000.0,733,2,-1.16933,1461.61829678,161.868
0.0305157,654.3421113491058,-0.0345525,0.0724873542786,0.0,735000,1000.0,735,2,-1.16387,1462.55220435,155.643
0.045926,656.1547498703003,-0.033242,0.102570056915,0.0,737000,1000.0,737,2,-1.1413,1462.7217553,153.805
0.0344454,657.9831941127777,-0.0361621,0.116798579693,0.0,739000,1000.0,739,2,-1.13296,1462.61628841,160.633
0.0281265,659.7948672771454,-0.0330425,0.093649327755,0.0,741000,1000.0,741,2,-1.1604,1463.82105086,157.398
0.0677667,661.6543197631836,-0.0285495,0.0594724416733,0.0,743000,1000.0,743,2,-1.19475,1463.88671635,165.97
0.0534269,663.5294759273529,-0.0291516,0.122318744659,0.0,745000,1000.0,745,2,-1.2078,1464.22870889,165.192
0.607118,665.4048271179199,-0.00610654,0.0803416371346,0.0,747000,1000.0,747,2,-1.20728,1464.39323013,163.734
0.0398883,667.2803521156311,-0.0356153,0.0869624018669,0.0,749000,1000.0,749,2,-1.25143,1463.34348061,165.589
0.0328181,669.1541707515717,-0.0356169,0.105422854424,0.0,751000,1000.0,751,2,-1.25416,1462.96809265,158.834
0.0384417,671.0621104240417,-0.0361739,0.083412706852,0.0,753000,1000.0,753,2,-1.27469,1462.6973377,158.591
0.0601162,672.9206943511963,-0.0265212,0.0633963346481,0.0,755000,1000.0,755,2,-1.30883,1459.55569599,159.8
0.0388718,674.7955219745636,-0.0326879,0.0846683382988,0.0,757000,1000.0,757,2,-1.34582,1460.16294658,155.164
0.0386374,676.6710715293884,-0.0327279,0.0751932859421,0.0,759000,1000.0,759,2,-1.33819,1460.37671744,153.999
0.0571206,678.5612223148346,-0.0269274,0.049667596817,0.0,761000,1000.0,761,2,-1.35538,1460.70150311,153.702
0.0442206,680.4675703048706,-0.0403384,0.287875890732,0.0,763000,1000.0,763,2,-1.34441,1461.13684782,164.793
0.0442994,682.3435933589935,-0.0307861,0.0516360402107,0.0,765000,1000.0,765,2,-1.33945,1459.492876,152.481
0.0634059,684.2636632919312,-0.0268891,0.0676285028458,0.0,768000,1000.0,768,3,-1.31514,1458.61584415,229.328
0.0503244,686.1346688270569,-0.0320729,0.123595535755,0.0,770000,1000.0,770,2,-1.3339,1459.51576572,155.855
0.0389173,688.029867887497,-0.034487,0.0900822281837,0.0,772000,1000.0,772,2,-1.32906,1460.16846264,158.775
0.0642189,689.8894736766815,-0.0429331,0.511739253998,0.0,774000,1000.0,774,2,-1.33133,1460.64657896,163.844
0.0582168,691.7479984760284,-0.0356924,0.521930754185,0.0,776000,1000.0,776,2,-1.3576,1458.0759012,167.907
0.0433228,693.5461037158966,-0.031941,0.0772448778152,0.0,778000,1000.0,778,2,-1.351,1458.78343003,166.771
0.0395831,695.3746838569641,-0.0341325,0.111141502857,0.0,780000,1000.0,780,2,-1.36098,1460.39387005,169.295
0.0343444,697.1854619979858,-0.0309326,0.0988086462021,0.0,782000,1000.0,782,2,-1.35149,1461.10862896,166.366
0.0468056,699.0144839286804,-0.0324056,0.107275784016,0.0,784000,1000.0,784,2,-1.39384,1460.71067248,163.91
0.0337521,700.8270945549011,-0.0355773,0.0916934609413,0.0,786000,1000.0,786,2,-1.41406,1461.57988768,170.876
0.0432922,702.6547348499298,-0.0373893,0.329264700413,0.0,788000,1000.0,788,2,-1.41943,1461.1078043,165.452
0.0420555,704.4602229595184,-0.0343968,0.0936385989189,0.0,790000,1000.0,790,2,-1.40927,1461.28004067,162.891
0.0491757,706.295206785202,-0.0252075,0.0892710089684,0.0,792000,1000.0,792,2,-1.41262,1462.4816103,174.013
0.0401102,708.1085975170135,-0.0325387,0.1170758605,0.0,794000,1000.0,794,2,-1.43396,1463.07746725,177.864
0.0307676,709.9360361099243,-0.0380864,0.118357479572,0.0,796000,1000.0,796,2,-1.434,1465.00886272,173.408
0.0439664,711.7336146831512,-0.0335054,0.135287165642,0.0,798000,1000.0,798,2,-1.46491,1464.6160647,173.891
0.058388,713.5619504451752,-0.0285645,0.108435451984,0.0,800000,1000.0,800,2,-1.4684,1466.97029723,174.46
0.0490703,715.373860836029,-0.0288272,0.0705245137215,0.0,802000,1000.0,802,2,-1.47496,1467.58192177,170.473
0.0327938,717.2016258239746,-0.034833,0.082925260067,0.0,804000,1000.0,804,2,-1.48399,1467.18543707,174.782
0.11793,719.014541387558,-0.0363961,0.472521841526,0.0,806000,1000.0,806,2,-1.48918,1466.04123707,168.147
0.0511314,720.8584492206573,-0.0307813,0.0522503256798,0.0,808000,1000.0,808,2,-1.48014,1467.21880858,169.608
0.0331181,722.6560237407684,-0.0347036,0.0530170798302,0.0,811000,1000.0,811,3,-1.4921,1471.36787049,247.743
0.0338425,724.4823935031891,-0.0328615,0.083811044693,0.0,813000,1000.0,813,2,-1.46224,1474.31458997,175.733
0.0266419,726.2951958179474,-0.0350411,0.0690029263496,0.0,815000,1000.0,815,2,-1.48061,1475.84640939,172.593
0.0349019,728.1081490516663,-0.0296244,0.0574150085449,0.0,817000,1000.0,817,2,-1.49023,1477.9594076,169.269
0.0442192,729.9199426174164,-0.0309782,0.088291823864,0.0,819000,1000.0,819,2,-1.51457,1479.04496853,175.281
0.0505998,731.7324502468109,-0.0253842,0.0847325325012,0.0,821000,1000.0,821,2,-1.54354,1481.13754645,175.206
0.0349603,733.545214176178,-0.0328173,0.0854625105858,0.0,823000,1000.0,823,2,-1.55359,1481.86570301,176.701
0.0398298,735.3581857681274,-0.0307802,0.103582024574,0.0,825000,1000.0,825,2,-1.55478,1483.36596058,176.016
0.0411437,737.185619354248,-0.0318147,0.0493251085281,0.0,827000,1000.0,827,2,-1.56124,1485.74962,173.477
0.033248,738.9986305236816,-0.0375478,0.11839056015,0.0,829000,1000.0,829,2,-1.58759,1486.64309636,179.118
0.0613778,740.8267259597778,-0.029518,0.112915575504,0.0,831000,1000.0,831,2,-1.58815,1487.26426755,176.05
0.029693,742.6388673782349,-0.0363414,0.093688249588,0.0,833000,1000.0,833,2,-1.58009,1488.56487531,176.826
0.0595503,744.467303276062,-0.0269221,0.0881671309471,0.0,835000,1000.0,835,2,-1.5711,1490.08937911,166.606
0.0515405,746.2804217338562,-0.0284782,0.0754045844078,0.0,837000,1000.0,837,2,-1.59464,1492.1530558,171.369
0.0311363,748.1078543663025,-0.0372626,0.129395723343,0.0,839000,1000.0,839,2,-1.62535,1493.17603709,175.917
0.0491013,749.9210286140442,-0.0287422,0.0584559440613,0.0,841000,1000.0,841,2,-1.65689,1494.7064336,171.349
0.0424309,751.7485694885254,-0.0301684,0.0771234035492,0.0,843000,1000.0,843,2,-1.62582,1495.94246948,176.927
0.0465523,753.5610444545746,-0.0296301,0.0973233580589,0.0,845000,1000.0,845,2,-1.61205,1496.32649798,177.449
0.0355633,755.3743844032288,-0.0347701,0.0681329369545,0.0,847000,1000.0,847,2,-1.6367,1497.44572296,170.637
0.0342315,757.187417268753,-0.0359573,0.0724734663963,0.0,849000,1000.0,849,2,-1.64733,1498.65256521,168.66
0.0501521,759.0142784118652,-0.0301473,0.057686984539,0.0,851000,1000.0,851,2,-1.65441,1500.70536307,174.566
0.0505142,760.8270561695099,-0.032254,0.0628818869591,0.0,854000,1000.0,854,3,-1.65571,1504.21750512,263.957
0.0373935,762.6548759937286,-0.0359164,0.111169099808,0.0,856000,1000.0,856,2,-1.68503,1506.61581933,180.778
0.0356684,764.4679183959961,-0.035829,0.0729343295097,0.0,858000,1000.0,858,2,-1.70946,1508.94755998,173.946
0.0364257,766.2960388660431,-0.0354243,0.0818631649017,0.0,860000,1000.0,860,2,-1.72512,1510.97016398,172.9
0.0326861,768.1078903675079,-0.0354928,0.0708708167076,0.0,862000,1000.0,862,2,-1.74139,1512.48069485,170.795
0.0700236,769.9362049102783,-0.018937,0.0193836092949,0.0,864000,1000.0,864,2,-1.69917,1515.64729196,172.807
0.0439054,771.7493572235107,-0.0286386,0.05080473423,0.0,866000,1000.0,866,2,-1.69025,1517.76173074,179.089
0.0435515,773.5764908790588,-0.0266933,0.0902141928673,0.0,868000,1000.0,868,2,-1.67675,1520.23711927,184.647
0.0387617,775.3737812042236,-0.031104,0.0405148267746,0.0,870000,1000.0,870,2,-1.68906,1522.48984168,179.1
0.0630645,777.2051546573639,-0.0268075,0.080993771553,0.0,872000,1000.0,872,2,-1.68755,1524.05589932,181.076
0.0469896,779.0144712924957,-0.0275361,0.0788789391518,0.0,874000,1000.0,874,2,-1.69253,1524.9342426,174.712
0.0808069,780.8419816493988,-0.0219995,0.0817471146584,0.0,876000,1000.0,876,2,-1.71715,1529.38337305,180.505
0.0518849,782.6547629833221,-0.0276557,0.0491927266121,0.0,878000,1000.0,878,2,-1.7124,1529.4556875,177.637
0.0482089,784.4666745662689,-0.0296542,0.0737760663033,0.0,880000,1000.0,880,2,-1.71533,1529.64725605,182.471
0.0428213,786.280296087265,-0.0306897,0.081490457058,0.0,882000,1000.0,882,2,-1.70121,1530.3473698,178.853
0.0376546,788.1079058647156,-0.0337973,0.10628759861,0.0,884000,1000.0,884,2,-1.71303,1531.63811737,175.663
0.0541251,789.9200026988983,-0.029959,0.0713680386543,0.0,886000,1000.0,886,2,-1.7402,1533.28574086,180.805
0.0399859,791.725016117096,-0.0341607,0.108888924122,0.0,888000,1000.0,888,2,-1.72152,1535.90427777,170.674
0.0389356,793.5453197956085,-0.0359718,0.0497632622719,0.0,890000,1000.0,890,2,-1.72427,1537.08508098,175.797
0.0365056,795.3579924106598,-0.0320532,0.0498870015144,0.0,892000,1000.0,892,2,-1.72125,1538.13753783,167.421
0.0383891,797.1853823661804,-0.0299756,0.102074563503,0.0,894000,1000.0,894,2,-1.73317,1538.41184842,173.099
0.0449441,798.998569726944,-0.0361572,0.100703835487,0.0,897000,1000.0,897,3,-1.74508,1540.1972818,256.619
0.0356457,800.811145067215,-0.0332385,0.0753226876259,0.0,899000,1000.0,899,2,-1.77076,1540.20649059,175.738
0.0351329,802.623838186264,-0.0350102,0.0795936584473,0.0,901000,1000.0,901,2,-1.78357,1540.30971889,177.948
