loss_pol_surr,EpRewMean,TimestepsSoFar,loss_pol_entpen,loss_vf_loss,TimeElapsed,loss_ent,EpisodesSoFar,EpThisIter,loss_kl,ev_tdlam_before,EpLenMean
-0.0127159,26.5659018457,49000,0.0,0.0671503,42.656569480895996,2.30244,49,2,0.00735521,0.980601133779,1000.0
-0.012324,26.979265722,51000,0.0,0.0559917,44.45318818092346,2.28157,51,2,0.00696443,0.982494547963,1000.0
-0.0146992,27.4159118587,53000,0.0,0.0268594,46.23392844200134,2.26278,53,2,0.00928407,0.995455595665,1000.0
-0.0121575,27.6070044002,55000,0.0,0.0244475,48.01598310470581,2.25266,55,2,0.00784189,0.995147936046,1000.0
-0.0167038,27.959480084,57000,0.0,0.0310827,49.79677414894104,2.25632,57,2,0.00652235,0.991928335279,1000.0
-0.015346,28.1855743575,59000,0.0,0.065021,51.5935754776001,2.19265,59,2,0.00826781,0.982149405405,1000.0
-0.0185961,28.5084452225,61000,0.0,0.0609997,53.35951519012451,2.15681,61,2,0.0129675,0.989131627604,1000.0
-0.0216469,28.8223072221,63000,0.0,0.0205126,55.155346155166626,2.13872,63,2,0.0158652,0.996356979944,1000.0
-0.0161821,29.0569220236,65000,0.0,0.0191016,56.92175316810608,2.10212,65,2,0.0054007,0.99691407755,1000.0
-0.019589,29.2791775825,67000,0.0,0.0273668,58.73370671272278,2.08635,67,2,0.00834413,0.982880456373,1000.0
-0.00908239,29.5372461513,69000,0.0,0.0265485,60.514681816101074,2.0904,69,2,0.00458617,0.993648080155,1000.0
-0.0121024,29.8120885364,71000,0.0,0.0177275,62.297728061676025,2.06491,71,2,0.00876262,0.997068659635,1000.0
-0.014499,30.0472604086,73000,0.0,0.0297256,64.06210613250732,2.05091,73,2,0.0100084,0.993284773547,1000.0
-0.0192686,30.3103033793,75000,0.0,0.0577146,65.84337902069092,2.02424,75,2,0.00669811,0.989011514001,1000.0
-0.0125253,30.5762651748,77000,0.0,0.0139149,67.60914158821106,2.03094,77,2,0.00531996,0.996890343027,1000.0
-0.014421,30.7936729088,79000,0.0,0.0183472,69.40657424926758,1.9967,79,2,0.00392894,0.99690356967,1000.0
-0.0190673,31.0135041585,81000,0.0,0.0377025,71.1868224143982,1.97698,81,2,0.0105994,0.99089153856,1000.0
-0.0144982,31.2487442286,83000,0.0,0.0120385,72.96795845031738,1.94521,83,2,0.00875066,0.997068509459,1000.0
-0.011224,31.632452424,86000,0.0,0.00968174,74.76526522636414,1.92773,86,3,0.0136001,0.998885574169,1000.0
-0.0167948,31.8019988201,88000,0.0,0.0112285,76.5463285446167,1.92809,88,2,0.00816684,0.997854443965,1000.0
-0.0197494,31.9887125229,90000,0.0,0.0225637,78.32733249664307,1.91583,90,2,0.00700774,0.993887334131,1000.0
-0.013034,32.1598148175,92000,0.0,0.0825566,80.09283304214478,1.89593,92,2,0.0145452,0.967830039561,1000.0
-0.0189556,32.3153183761,94000,0.0,0.0606399,81.86028099060059,1.85811,94,2,0.011655,0.98391789943,1000.0
-0.0165533,32.4311190039,96000,0.0,0.0272726,83.63993978500366,1.82399,96,2,0.0107729,0.990191706456,1000.0
-0.0156707,32.6304624392,98000,0.0,0.014446,85.43691849708557,1.80761,98,2,0.00876251,0.997440444073,1000.0
-0.0154038,32.7916715021,100000,0.0,0.0340498,87.18729019165039,1.78046,100,2,0.00688393,0.991288499907,1000.0
-0.0156655,33.3210490541,102000,0.0,0.0359749,88.97687244415283,1.74984,102,2,0.0106003,0.992186433636,1000.0
-0.0126479,33.9308931413,104000,0.0,0.0347862,90.74957990646362,1.73951,104,2,0.0111989,0.99307180522,1000.0
-0.010127,34.6988565211,106000,0.0,0.0119777,92.53065204620361,1.72553,106,2,0.0108029,0.997732440708,1000.0
-0.0191621,35.1661662407,108000,0.0,0.0136256,94.31166338920593,1.71904,108,2,0.00828102,0.996445580618,1000.0
-0.016264,35.5837101455,110000,0.0,0.018874,96.10917258262634,1.69683,110,2,0.00856672,0.995116507169,1000.0
-0.00952317,35.9649811523,112000,0.0,0.0113819,97.90603947639465,1.65919,112,2,0.0141726,0.99643015652,1000.0
-0.0170832,36.3110992474,114000,0.0,0.0122073,99.70235967636108,1.6634,114,2,0.0128667,0.997669565491,1000.0
-0.0153423,36.6973262251,116000,0.0,0.0125433,101.4839973449707,1.61741,116,2,0.00724236,0.996566870715,1000.0
-0.0179315,37.1057075031,118000,0.0,0.00770503,103.28059959411621,1.60431,118,2,0.00920373,0.9987113846,1000.0
-0.0166654,37.4948586404,120000,0.0,0.0144068,105.04719376564026,1.57824,120,2,0.0134646,0.997224172344,1000.0
-0.0173825,37.7910438927,122000,0.0,0.00586296,106.84344792366028,1.57849,122,2,0.00618197,0.999029741681,1000.0
-0.0154866,38.0318848024,124000,0.0,0.01362,108.62413668632507,1.58508,124,2,0.00911698,0.995775471907,1000.0
-0.0115792,38.1959789103,126000,0.0,0.0159866,110.42094993591309,1.58372,126,2,0.0117485,0.994451430161,1000.0
-0.0172296,38.4363716129,129000,0.0,0.00850802,112.20218181610107,1.56553,129,3,0.0082949,0.998453324079,1000.0
-0.0122063,38.7895052945,131000,0.0,0.0069889,113.99953007698059,1.56485,131,2,0.00505119,0.999119652028,1000.0
-0.0123299,39.0156740496,133000,0.0,0.00434845,115.7810697555542,1.55299,133,2,0.00968749,0.999466591107,1000.0
-0.0097147,39.1919151317,135000,0.0,0.0061455,117.56336665153503,1.55132,135,2,0.00843839,0.998157553608,1000.0
-0.0162113,39.365200184,137000,0.0,0.00587826,119.3431944847107,1.54655,137,2,0.00726069,0.997152656084,1000.0
-0.0163969,39.5114534632,139000,0.0,0.0135782,121.12448000907898,1.54525,139,2,0.0111124,0.996540865861,1000.0
-0.0128998,39.6777584275,141000,0.0,0.0044566,122.90548348426819,1.51504,141,2,0.00766134,0.999317375012,1000.0
-0.0121528,39.942994526,143000,0.0,0.0152636,124.70256018638611,1.51542,143,2,0.0100175,0.990031759255,1000.0
-0.011727,40.0334186296,145000,0.0,0.0155177,126.46789979934692,1.49819,145,2,0.0151045,0.99203637708,1000.0
-0.0145935,40.1048460787,147000,0.0,0.0247548,128.24987387657166,1.46851,147,2,0.0115009,0.990328098647,1000.0
-0.0197751,40.1847843733,149000,0.0,0.0282289,130.03193354606628,1.48513,149,2,0.00979881,0.995127655566,1000.0
-0.018246,40.3113769404,151000,0.0,0.00472674,131.79889011383057,1.47386,151,2,0.0111109,0.998871713644,1000.0
-0.0125801,40.4006091648,153000,0.0,0.0139825,133.59379601478577,1.48131,153,2,0.00691874,0.995601743925,1000.0
-0.0143414,40.6001052796,155000,0.0,0.0154822,135.39054012298584,1.46913,155,2,0.0100871,0.997781003593,1000.0
-0.0206352,40.7052092781,157000,0.0,0.00253593,137.17280626296997,1.45627,157,2,0.0161171,0.999501447484,1000.0
-0.0131352,40.899096116,159000,0.0,0.00349649,138.9683530330658,1.43016,159,2,0.0109234,0.998300419538,1000.0
-0.0172603,41.0244641901,161000,0.0,0.00278214,140.74936699867249,1.4158,161,2,0.0590669,0.999061406474,1000.0
-0.00673856,41.0895348471,163000,0.0,0.0100357,142.54666376113892,1.41129,163,2,0.0139875,0.985092808492,1000.0
-0.011869,40.803807512,165000,0.0,0.0881727,144.34326767921448,1.39455,165,2,0.013394,0.933032430708,1000.0
-0.01067,40.6290467206,167000,0.0,0.0640846,146.1241283416748,1.40023,167,2,0.00542228,0.980166139081,1000.0
-0.0113106,40.7274921322,169000,0.0,0.00865026,147.921813249588,1.4003,169,2,0.00438171,0.998627622961,1000.0
-0.0129412,40.8656126263,172000,0.0,0.00813081,149.70265412330627,1.35127,172,3,0.00731116,0.998813253245,1000.0
-0.0133486,40.9922694771,174000,0.0,0.00778551,151.49990463256836,1.33472,174,2,0.0107653,0.998803959577,1000.0
-0.0113177,41.0244776899,176000,0.0,0.00488935,153.28086519241333,1.2982,176,2,0.00963653,0.999123706832,1000.0
-0.00945171,41.1240643839,178000,0.0,0.00220668,155.07874369621277,1.28511,178,2,0.0228684,0.999556847994,1000.0
-0.00295374,41.2108053087,180000,0.0,0.00492041,156.85884952545166,1.27319,180,2,0.0333447,0.999507730361,1000.0
-0.00381131,41.2937389287,182000,0.0,0.00410442,158.65567874908447,1.24057,182,2,0.0214022,0.99952722594,1000.0
-0.0120958,41.3208766842,184000,0.0,0.00316633,160.43675065040588,1.21948,184,2,0.00732406,0.999607501406,1000.0
-0.0156562,41.3895473931,186000,0.0,0.00656181,162.23436975479126,1.1952,186,2,0.0071872,0.999048109574,1000.0
-0.0143035,41.5085348393,188000,0.0,0.00673815,164.01650834083557,1.175,188,2,0.00920869,0.999234110408,1000.0
-0.0123577,41.6049847028,190000,0.0,0.00360722,165.82260417938232,1.14894,190,2,0.012946,0.999575697497,1000.0
-0.0111004,41.6885716674,192000,0.0,0.00209083,167.5929455757141,1.11729,192,2,0.0123148,0.999737029342,1000.0
-0.0123041,41.3065603561,194000,0.0,0.182876,169.3916049003601,1.12733,194,2,0.0121683,0.923037976027,1000.0
-0.0105389,41.4569020047,196000,0.0,0.0070483,171.17186379432678,1.105,196,2,0.0189711,0.998320627841,1000.0
-0.0176082,41.5195631808,198000,0.0,0.00470722,172.95284867286682,1.07612,198,2,0.0271313,0.99933960312,1000.0
-0.0123294,41.6187170655,200000,0.0,0.00329251,174.73431992530823,1.06372,200,2,0.00648665,0.99934898736,1000.0
-0.016362,41.7516901282,202000,0.0,0.00183364,176.53196120262146,1.05974,202,2,0.0185513,0.999331003055,1000.0
-0.0155448,41.8302791677,204000,0.0,0.0019119,178.3121349811554,1.05444,204,2,0.0102749,0.999560750177,1000.0
-0.0141193,41.8906712204,206000,0.0,0.00205102,180.10442543029785,1.04404,206,2,0.0195298,0.999096015992,1000.0
-0.0209377,41.9685821101,208000,0.0,0.0027673,181.89048051834106,1.05441,208,2,0.0111134,0.999608923856,1000.0
-0.0145586,42.0522709105,210000,0.0,0.00278997,183.67232656478882,1.02279,210,2,0.00922558,0.999522528931,1000.0
-0.00918684,42.1086224353,212000,0.0,0.00217099,185.4687316417694,1.0049,212,2,0.0136176,0.999378240376,1000.0
-0.00989624,42.2073765719,215000,0.0,0.00441168,187.26874256134033,1.03273,215,3,0.00560114,0.999631776853,1000.0
-0.012104,42.3026952299,217000,0.0,0.00489977,189.06836891174316,1.04912,217,2,0.00640321,0.999120719323,1000.0
-0.0119017,42.376158439,219000,0.0,0.00403239,190.85848116874695,1.06157,219,2,0.0070936,0.999465668458,1000.0
-0.018878,42.4803033417,221000,0.0,0.00212668,192.65632677078247,1.06037,221,2,0.0300067,0.999478247075,1000.0
-0.0145042,42.5859253717,223000,0.0,0.00254747,194.4372923374176,1.04396,223,2,0.00849064,0.999473999022,1000.0
-0.0112044,42.6750594368,225000,0.0,0.00196433,196.23394680023193,1.04602,225,2,0.013742,0.999518302444,1000.0
-0.013078,42.7985006597,227000,0.0,0.00271507,198.01496958732605,1.03359,227,2,0.00757214,0.999726014532,1000.0
-0.0132664,42.8759477088,229000,0.0,0.00257548,199.83198070526123,1.00513,229,2,0.0117846,0.999684092996,1000.0
-0.0102847,42.9273518135,231000,0.0,0.00257381,201.6570234298706,0.952528,231,2,0.0146322,0.999559834367,1000.0
-0.0116006,43.0198153511,233000,0.0,0.0034004,203.46801781654358,0.946957,233,2,0.0136744,0.999553367204,1000.0
-0.0201751,43.1195435378,235000,0.0,0.00378178,205.27608919143677,0.962763,235,2,0.0129772,0.999506024935,1000.0
-0.0201669,43.21534895,237000,0.0,0.00240157,207.06237077713013,0.954412,237,2,0.0295063,0.999511817266,1000.0
-0.0161616,43.3333005689,239000,0.0,0.00548623,208.84429669380188,0.924923,239,2,0.00768131,0.999143166235,1000.0
-0.0239854,43.431558775,241000,0.0,0.00744467,210.64052867889404,0.925678,241,2,0.0165153,0.998579797684,1000.0
-0.0201413,43.5378720979,243000,0.0,0.00666908,212.42127919197083,0.933058,243,2,0.0113947,0.998963760561,1000.0
-0.0139774,43.7293342816,245000,0.0,0.00738323,214.21960377693176,0.890362,245,2,0.00775301,0.998894304968,1000.0
-0.00838537,43.9360809665,247000,0.0,0.00727471,215.98416304588318,0.886594,247,2,0.00423061,0.998702811426,1000.0
-0.0154319,44.0967108522,249000,0.0,0.0066972,217.78174805641174,0.883792,249,2,0.021816,0.999018533388,1000.0
-0.0151237,44.2094060786,251000,0.0,0.0103065,219.54783248901367,0.876335,251,2,0.01075,0.999183366075,1000.0
-0.0147688,44.3331565255,253000,0.0,0.0135041,221.32769918441772,0.871725,253,2,0.0136106,0.998588787043,1000.0
0.00183555,44.580597984,256000,0.0,0.0101896,223.11026525497437,0.841391,256,3,0.0272466,0.999077286397,1000.0
-0.0177872,44.7290315744,258000,0.0,0.0120335,224.89024472236633,0.813849,258,2,0.018067,0.999064616684,1000.0
-0.00822401,44.8608602188,260000,0.0,0.010931,226.67139887809753,0.804562,260,2,0.0262713,0.998956060619,1000.0
-0.0110692,45.0131495997,262000,0.0,0.0112383,228.43710279464722,0.802586,262,2,0.0134746,0.998988233507,1000.0
-0.0130003,45.3676130231,264000,0.0,0.0100928,230.21786260604858,0.782548,264,2,0.0101561,0.9990529567,1000.0
-0.020162,46.1174913812,266000,0.0,0.00849099,231.99943947792053,0.752796,266,2,0.0171563,0.999020185205,1000.0
-0.0209396,46.3323881033,268000,0.0,0.00825374,233.79608488082886,0.748438,268,2,0.0215069,0.998681223369,1000.0
-0.0177289,46.4973943542,270000,0.0,0.00955842,235.57794737815857,0.72309,270,2,0.00949275,0.998940098798,1000.0
-0.0179407,46.6318633648,272000,0.0,0.0122712,237.35844683647156,0.723727,272,2,0.00709062,0.998652289622,1000.0
-0.0183076,46.7686689623,274000,0.0,0.0120125,239.12902736663818,0.704316,274,2,0.0197387,0.998778058914,1000.0
-0.00479625,46.9626448074,276000,0.0,0.00918466,240.92258381843567,0.695614,276,2,0.0283855,0.999042647483,1000.0
-0.0194045,47.1178703755,278000,0.0,0.0211988,242.70217370986938,0.702337,278,2,0.0167347,0.987785721198,1000.0
-0.0157821,47.2093178045,280000,0.0,0.00999261,244.48416781425476,0.687307,280,2,0.00831886,0.998065314721,1000.0
-0.0118305,47.4191100766,282000,0.0,0.00666962,246.27064156532288,0.664701,282,2,0.0240803,0.999062854797,1000.0
-0.0201869,47.6310544484,284000,0.0,0.00823017,248.0461070537567,0.673828,284,2,0.0181061,0.998969196458,1000.0
-0.0117779,47.7836603016,286000,0.0,0.0113729,249.8278820514679,0.669415,286,2,0.0121961,0.998729836545,1000.0
-0.0100181,47.9623536566,288000,0.0,0.0101508,251.60886406898499,0.677118,288,2,0.0185714,0.999028794176,1000.0
-0.0191109,48.1354215841,290000,0.0,0.0154752,253.3897683620453,0.652987,290,2,0.0113959,0.997931144433,1000.0
-0.0104386,48.345316427,292000,0.0,0.0115022,255.20246648788452,0.63608,292,2,0.0128514,0.998270069715,1000.0
-0.0107421,49.018809788,294000,0.0,0.00925483,256.98543977737427,0.648945,294,2,0.0283586,0.998736951617,1000.0
-0.0153447,49.182802207,296000,0.0,0.00956022,258.78065514564514,0.633531,296,2,0.0165583,0.99882135191,1000.0
-0.00841703,49.4767511975,299000,0.0,0.0126079,260.5470440387726,0.621708,299,3,0.0186874,0.998814968159,1000.0
-0.0153982,49.6247079144,301000,0.0,0.00645521,262.35849928855896,0.630519,301,2,0.0152255,0.999406929885,1000.0
-0.00406454,49.8604390599,303000,0.0,0.00697503,264.13800835609436,0.616194,303,2,0.0303433,0.99918000109,1000.0
-0.0201981,50.0401963685,305000,0.0,0.00526005,265.9249815940857,0.609853,305,2,0.0130876,0.999357198772,1000.0
-0.0191047,50.1907090638,307000,0.0,0.00609486,267.68850326538086,0.579377,307,2,0.0630671,0.997983178357,1000.0
-0.0185533,50.3368874596,309000,0.0,0.00440616,269.4850170612335,0.549331,309,2,0.008639,0.999258612806,1000.0
-0.019386,50.4489301724,311000,0.0,0.00554683,271.26980996131897,0.545548,311,2,0.0482961,0.998993807123,1000.0
-0.0152206,50.6496544731,313000,0.0,0.00570955,273.0696246623993,0.511832,313,2,0.0131747,0.998469010112,1000.0
-0.0101369,50.8308192728,315000,0.0,0.00378109,274.84317231178284,0.507837,315,2,0.0243192,0.99963188573,1000.0
-0.0159081,50.9916546143,317000,0.0,0.00543403,276.6242663860321,0.498909,317,2,0.0175908,0.998844204587,1000.0
-0.000358662,51.2141878299,319000,0.0,0.00562532,278.4061703681946,0.48091,319,2,0.0365553,0.999461358821,1000.0
-0.0203225,51.4181604332,321000,0.0,0.00865843,280.18718934059143,0.489054,321,2,0.0218742,0.998937326833,1000.0
-0.0175993,51.6133056603,323000,0.0,0.00484894,281.9531066417694,0.486929,323,2,0.0127999,0.999478538171,1000.0
-0.00601451,51.8071512864,325000,0.0,0.00439368,283.73423624038696,0.469639,325,2,0.0226706,0.999015539419,1000.0
-0.0214909,52.0027582938,327000,0.0,0.00613688,285.49983382225037,0.478577,327,2,0.0145913,0.999265442311,1000.0
-0.0180978,52.1990630303,329000,0.0,0.00556907,287.2803444862366,0.472374,329,2,0.0171589,0.999430518132,1000.0
-0.015215,52.3697250918,331000,0.0,0.00489104,289.0617072582245,0.450341,331,2,0.0157458,0.999474369455,1000.0
-0.0129302,52.5370770963,333000,0.0,0.00470563,290.84333205223083,0.436669,333,2,0.0160931,0.999490939139,1000.0
-0.0151721,52.6885063049,335000,0.0,0.00762473,292.6092143058777,0.44462,335,2,0.0837182,0.99899447558,1000.0
-0.0124564,52.7761552691,337000,0.0,0.00797042,294.3901619911194,0.432773,337,2,0.0290844,0.998999638483,1000.0
-0.022523,52.9121264821,339000,0.0,0.00716451,296.1711657047272,0.424524,339,2,0.0615687,0.997699170606,1000.0
-0.0218984,52.4588038762,342000,0.0,0.235851,297.9524645805359,0.41929,342,3,0.0396229,0.903107613325,1000.0
-0.0169827,52.466464382,344000,0.0,0.0214305,299.7432243824005,0.403278,344,2,0.0142726,0.983919728547,1000.0
-0.0109168,52.4910137762,346000,0.0,0.00656422,301.5161406993866,0.395413,346,2,0.0202127,0.992230492644,1000.0
-0.016788,52.5018097418,348000,0.0,0.0144581,303.29703998565674,0.390828,348,2,0.00972535,0.997027190402,1000.0
-0.0182835,52.5473150106,350000,0.0,0.00701344,305.07738304138184,0.403362,350,2,0.0182748,0.999073227402,1000.0
-0.0143084,52.5973649923,352000,0.0,0.0101287,306.85858631134033,0.393062,352,2,0.0232457,0.99801021046,1000.0
-0.0064006,52.6319260522,354000,0.0,0.00674271,308.6416504383087,0.378774,354,2,0.0103211,0.995898461435,1000.0
-0.0158577,52.6740194522,356000,0.0,0.00633625,310.4377369880676,0.37034,356,2,0.0120409,0.998888146365,1000.0
-0.0117353,52.7298574851,358000,0.0,0.00565704,312.20568680763245,0.38358,358,2,0.0234463,0.998769004131,1000.0
-0.00816068,52.7470275359,360000,0.0,0.00593618,313.9996247291565,0.39954,360,2,0.00935928,0.99835544161,1000.0
-0.0198549,52.7828083342,362000,0.0,0.0234682,315.7808346748352,0.392643,362,2,0.0101465,0.996852079174,1000.0
-0.00848577,52.739342059,364000,0.0,0.0172611,317.56185269355774,0.379544,364,2,0.0242772,0.997878485592,1000.0
0.00246434,52.7726163247,366000,0.0,0.00867869,319.34296703338623,0.375161,366,2,0.0234006,0.998031743104,1000.0
-0.0164669,52.7736044351,368000,0.0,0.00527793,321.1242570877075,0.368458,368,2,0.0157858,0.998817270622,1000.0
-0.0130182,52.8522319574,370000,0.0,0.00643118,322.8900194168091,0.347819,370,2,0.01197,0.999390948331,1000.0
-0.0190523,52.9417304831,372000,0.0,0.00387238,324.68691062927246,0.317282,372,2,0.0160963,0.999564500438,1000.0
-0.0186369,53.005406725,374000,0.0,0.00388823,326.4679036140442,0.287304,374,2,0.0159857,0.999602717959,1000.0
-0.0169952,53.049063167,376000,0.0,0.00728627,328.2496485710144,0.266112,376,2,0.0241791,0.999194047938,1000.0
-0.00968586,53.0773321915,378000,0.0,0.00410759,330.01977825164795,0.257129,378,2,0.00719124,0.999016136746,1000.0
-0.0153216,53.205086769,380000,0.0,0.00450242,331.8119282722473,0.256993,380,2,0.0317722,0.999468452763,1000.0
-0.0211518,53.2226797757,382000,0.0,0.00646416,333.58527660369873,0.244729,382,2,0.0225474,0.998873548931,1000.0
-0.0164529,53.2297563639,385000,0.0,0.00892046,335.35875415802,0.21261,385,3,0.0138417,0.999265067338,1000.0
-0.0081041,53.2735264307,387000,0.0,0.005979,337.12439012527466,0.18417,387,2,0.0224071,0.999351294129,1000.0
-0.0165691,53.3323528124,389000,0.0,0.00720255,338.93660950660706,0.161955,389,2,0.151892,0.998725351528,1000.0
-0.0184533,53.4034063355,391000,0.0,0.0341656,340.7022240161896,0.151394,391,2,0.045169,0.976273678243,1000.0
-0.0145707,53.32493002,393000,0.0,0.0135926,342.48408699035645,0.137523,393,2,0.0207179,0.992608628701,1000.0
-0.0230707,53.4148855022,395000,0.0,0.00532839,344.24952578544617,0.12821,395,2,0.0179212,0.99916116026,1000.0
-0.0142987,53.4340590561,397000,0.0,0.0059838,346.030677318573,0.0940553,397,2,0.0246013,0.999299756018,1000.0
-0.0126988,53.4999032808,399000,0.0,0.00681746,347.79700565338135,0.0927763,399,2,0.0248814,0.998796761618,1000.0
-0.0138477,53.5441204921,401000,0.0,0.00485968,349.5775291919708,0.0792288,401,2,0.0209828,0.999408094678,1000.0
-0.0108576,53.5636453325,403000,0.0,0.0103198,351.34353041648865,0.0704949,403,2,0.0352953,0.998726063524,1000.0
-0.0166926,53.6595023083,405000,0.0,0.0060273,353.1247832775116,0.042413,405,2,0.018543,0.999164264125,1000.0
-0.015382,53.7381547581,407000,0.0,0.00474898,354.89022946357727,0.0207827,407,2,0.0218545,0.999043281365,1000.0
-0.00679036,53.8525100936,409000,0.0,0.00375586,356.65554881095886,0.0181615,409,2,0.0278514,0.999323970289,1000.0
-0.0166804,53.9885460089,411000,0.0,0.00522515,358.43710827827454,0.0265226,411,2,0.0145086,0.999573092704,1000.0
-0.0219461,54.0538340368,413000,0.0,0.0164647,360.20405864715576,0.0321281,413,2,0.0135862,0.99675603956,1000.0
-0.0138442,54.1325883762,415000,0.0,0.00660679,361.98379921913147,0.00746226,415,2,0.0331644,0.998691084329,1000.0
-0.0180253,54.1741356556,417000,0.0,0.00462202,363.74932408332825,-0.0243543,417,2,0.0255272,0.999590408901,1000.0
-0.0186296,54.1862301135,419000,0.0,0.0101473,365.53053307533264,-0.0498687,419,2,0.0242733,0.998900944949,1000.0
-0.0192367,54.228653473,421000,0.0,0.00833934,367.3116145133972,-0.047155,421,2,0.0166645,0.999247324769,1000.0
-0.0280656,54.2730363172,423000,0.0,0.00585717,369.0887939929962,-0.0235991,423,2,0.0401643,0.999083943141,1000.0
-0.0191351,54.327674829,425000,0.0,0.00751856,370.8600754737854,-0.0394337,425,2,0.0165895,0.999154303921,1000.0
-0.0136928,54.3899824454,428000,0.0,0.00831949,372.641637802124,-0.0472708,428,3,0.0425067,0.999419348896,1000.0
-0.022881,54.4486680761,430000,0.0,0.0071334,374.4227693080902,-0.0751982,430,2,0.0625995,0.998915758915,1000.0
-0.0139716,54.5038841083,432000,0.0,0.00664628,376.202924489975,-0.0949344,432,2,0.0338714,0.999197904195,1000.0
-0.0208164,54.5710969639,434000,0.0,0.00450659,377.9690315723419,-0.118521,434,2,0.0404283,0.999542991922,1000.0
-0.0191018,54.6860995099,436000,0.0,0.00597045,379.7499930858612,-0.128291,436,2,0.0111073,0.999044795521,1000.0
-0.0106138,54.8135513886,438000,0.0,0.00441144,381.5163609981537,-0.137603,438,2,0.0223079,0.999589303916,1000.0
-0.0193045,54.9542161558,440000,0.0,0.00594318,383.2964777946472,-0.124401,440,2,0.0183048,0.999637703644,1000.0
-0.0161782,55.6521623551,442000,0.0,0.00571139,385.06211709976196,-0.140657,442,2,0.0251643,0.999575717724,1000.0
-0.0155508,55.8795199947,444000,0.0,0.00868914,386.8461534976959,-0.134331,444,2,0.0121779,0.996606890578,1000.0
-0.0134721,56.0059197302,446000,0.0,0.0063333,388.6242024898529,-0.136097,446,2,0.0245271,0.999404764792,1000.0
-0.0116392,56.1884623938,448000,0.0,0.00583733,390.4062497615814,-0.183172,448,2,0.0236177,0.999548108433,1000.0
-0.00343585,56.3691348829,450000,0.0,0.00843607,392.1715774536133,-0.184238,450,2,0.0638322,0.999367972196,1000.0
-0.0237293,56.5166285666,452000,0.0,0.00546911,393.968248128891,-0.217958,452,2,0.140308,0.999323331984,1000.0
-0.010593,56.687233653,454000,0.0,0.0374594,395.7341914176941,-0.245226,454,2,0.812247,0.969979958609,1000.0
-0.0208797,56.7961076877,456000,0.0,0.0453307,397.4996476173401,-0.244043,456,2,0.0132703,0.987710447982,1000.0
