loss_pol_surr,EpRewMean,TimestepsSoFar,loss_pol_entpen,loss_vf_loss,TimeElapsed,loss_ent,EpisodesSoFar,EpThisIter,loss_kl,ev_tdlam_before,EpLenMean
-0.0201415,56.9274388511,458000,0.0,0.0140693,399.2756304740906,-0.249465,458,2,0.0205719,0.996393992566,1000.0
-0.0233967,57.0155725018,460000,0.0,0.0171818,401.04627299308777,-0.245312,460,2,0.0189071,0.994274960365,1000.0
-0.0290565,57.1317726474,462000,0.0,0.269362,402.8129529953003,-0.231008,462,2,0.0209332,0.847883045673,1000.0
-0.0281444,55.5960955211,464000,0.0,2.09617,404.56194591522217,-0.235355,464,2,0.017695,0.835616886616,1000.0
-0.00430743,54.1443874978,466000,0.0,1.9449,406.31175780296326,-0.22704,466,2,0.0565036,0.812204688787,1000.0
-0.0132889,54.221716073,468000,0.0,0.0549502,408.0947959423065,-0.217833,468,2,0.0264265,0.984328780323,1000.0
-0.0240756,54.311852436,471000,0.0,0.0500857,409.8587329387665,-0.220384,471,3,0.00997127,0.992875325494,1000.0
0.00757981,54.420973653,473000,0.0,0.0644066,411.63972902297974,-0.226275,473,2,0.0375084,0.978735882789,1000.0
-0.0100948,54.4625501828,475000,0.0,0.0478698,413.40567421913147,-0.207652,475,2,0.0245428,0.992391035426,1000.0
-0.0280821,53.6966931314,477000,0.0,0.546906,415.1713328361511,-0.202049,477,2,0.0263287,0.882484517992,1000.0
-0.0169586,53.7711380924,479000,0.0,0.0278966,416.93678164482117,-0.216366,479,2,0.0186421,0.993194240145,1000.0
-0.0138025,53.8632064245,481000,0.0,0.314602,418.71824860572815,-0.224162,481,2,0.052804,0.96512984857,1000.0
-0.00350311,53.9369552663,483000,0.0,0.0233409,420.4848036766052,-0.238267,483,2,0.0341461,0.995125677902,1000.0
-0.00939863,54.0128053249,485000,0.0,0.027186,422.2496635913849,-0.254828,485,2,0.0267031,0.996714828303,1000.0
-0.0083098,54.0473557126,487000,0.0,0.0158808,424.03106808662415,-0.28051,487,2,0.0421365,0.99762639543,1000.0
-0.00448854,54.1002255875,489000,0.0,0.011419,425.7965018749237,-0.2943,489,2,0.0257294,0.998119973578,1000.0
-0.019091,54.197890861,491000,0.0,0.0145925,427.56284379959106,-0.286224,491,2,0.0200464,0.9986604898,1000.0
0.00236225,54.3910046566,493000,0.0,0.0103478,429.3431701660156,-0.299576,493,2,0.06383,0.999103814189,1000.0
-0.0241953,54.4596352952,495000,0.0,0.0152722,431.10904002189636,-0.323248,495,2,0.0466488,0.997931508347,1000.0
-0.0152041,54.576199665,497000,0.0,0.0164574,432.8856792449951,-0.330626,497,2,0.02645,0.998566450318,1000.0
-0.0105754,54.6147442339,499000,0.0,0.0180071,434.67177510261536,-0.339609,499,2,0.0321035,0.998547162744,1000.0
-0.0231586,54.6982612119,501000,0.0,0.0140091,436.45219373703003,-0.369151,501,2,0.0510999,0.998032586649,1000.0
-0.00838587,54.7839136859,503000,0.0,0.0145318,438.21867203712463,-0.400534,503,2,0.0239038,0.997013814747,1000.0
-0.0209685,54.8452490471,505000,0.0,0.0113694,439.985102891922,-0.383766,505,2,0.0211199,0.99889264442,1000.0
-0.0216474,54.935070259,507000,0.0,0.0117647,441.7494218349457,-0.377922,507,2,0.022703,0.999048018362,1000.0
-0.0201129,54.9756103155,509000,0.0,0.0128074,443.5311312675476,-0.370045,509,2,0.0217306,0.99912185315,1000.0
-0.0181319,55.0961861359,512000,0.0,0.0117556,445.3121633529663,-0.371646,512,3,0.018793,0.999103748531,1000.0
-0.0210294,55.1518014865,514000,0.0,0.011674,447.07883310317993,-0.361928,514,2,0.0682655,0.999091491394,1000.0
-0.0109849,55.2425197603,516000,0.0,0.0128164,448.8433916568756,-0.360278,516,2,0.0489992,0.998422682518,1000.0
-0.0171815,55.3066918531,518000,0.0,0.00895057,450.61197996139526,-0.350857,518,2,0.0280018,0.999143196386,1000.0
-0.0163665,55.387808449,520000,0.0,0.0117524,452.38971161842346,-0.351482,520,2,0.0108438,0.999067146156,1000.0
-0.00485605,55.454923292,522000,0.0,0.0142413,454.15618896484375,-0.36779,522,2,0.0452822,0.998900973704,1000.0
-0.0092228,55.5286588625,524000,0.0,0.00856403,455.9368464946747,-0.367365,524,2,0.0377485,0.99931605492,1000.0
-0.0110462,55.5814325803,526000,0.0,0.00951076,457.70408296585083,-0.373347,526,2,0.0522024,0.999187782581,1000.0
-0.015338,55.6697122942,528000,0.0,0.0117708,459.48441767692566,-0.363714,528,2,0.0384251,0.998548958101,1000.0
-0.00651823,55.7401456717,530000,0.0,0.00777901,461.2672162055969,-0.407251,530,2,0.0293071,0.999390616023,1000.0
-0.0182981,55.8457768258,532000,0.0,0.00848632,463.04920268058777,-0.412774,532,2,0.0259694,0.999316650152,1000.0
-0.0127829,55.9148483338,534000,0.0,0.0117588,464.81377387046814,-0.405895,534,2,0.0296618,0.999052508443,1000.0
-0.0116081,55.9691613067,536000,0.0,0.0106527,466.5935730934143,-0.428485,536,2,0.0323543,0.998729577521,1000.0
-0.0177248,56.0496057322,538000,0.0,0.00776115,468.35972785949707,-0.453749,538,2,0.019352,0.999256478739,1000.0
-0.0172309,56.1240381823,540000,0.0,0.0128861,470.13992285728455,-0.437881,540,2,0.0435547,0.998911707778,1000.0
-0.0217047,56.1693654274,542000,0.0,0.011567,471.9061555862427,-0.437222,542,2,0.0479006,0.998911159579,1000.0
-0.0185097,56.2506267625,544000,0.0,0.00991662,473.67157769203186,-0.428786,544,2,0.0142205,0.999080968089,1000.0
-0.00748127,56.3398644854,546000,0.0,0.00827482,475.4525821208954,-0.435149,546,2,0.0456427,0.999370365636,1000.0
-0.00878035,56.3894825692,548000,0.0,0.0162774,477.2338764667511,-0.432014,548,2,0.0318024,0.998327477369,1000.0
-0.00673974,56.4722669704,550000,0.0,0.0152205,478.999636888504,-0.449988,550,2,0.0440494,0.998849361553,1000.0
-0.02431,56.5618390521,552000,0.0,0.0101185,480.76521706581116,-0.439905,552,2,0.0266704,0.99921708036,1000.0
-0.00914948,56.6477300263,555000,0.0,0.011645,482.5320143699646,-0.427506,555,3,0.0438359,0.999266222992,1000.0
-0.0140746,56.7000937827,557000,0.0,0.00907909,484.3291382789612,-0.43014,557,2,0.0325394,0.999403036607,1000.0
-0.015595,56.7828216162,559000,0.0,0.014179,486.1867711544037,-0.437744,559,2,0.0225177,0.999030093488,1000.0
0.000321064,56.9393838757,561000,0.0,0.00824655,488.0461871623993,-0.453196,561,2,0.0459051,0.999457779108,1000.0
-0.0101708,57.9966772127,563000,0.0,0.00970433,489.9064767360687,-0.470933,563,2,0.0294694,0.999406006013,1000.0
-0.0173856,59.5600120256,565000,0.0,0.0116615,491.78077816963196,-0.471026,565,2,0.0287626,0.998935840209,1000.0
-0.0134856,60.623176248,567000,0.0,0.0162669,493.63970828056335,-0.474474,567,2,0.0254182,0.998756359331,1000.0
-0.0181365,60.7432504613,569000,0.0,0.0177549,495.49957966804504,-0.464675,569,2,0.0372348,0.998767382931,1000.0
-0.0227803,60.9018802581,571000,0.0,0.0219727,497.3597741127014,-0.493074,571,2,0.102205,0.998140658601,1000.0
-0.0274915,60.9933055828,573000,0.0,0.0194576,499.21829199790955,-0.488351,573,2,0.124745,0.998085559811,1000.0
-0.0158853,61.1091899578,575000,0.0,0.022162,501.0929696559906,-0.483288,575,2,0.0362741,0.997971885605,1000.0
-0.0157021,62.1115920995,577000,0.0,0.0138416,502.9538004398346,-0.49405,577,2,0.0228024,0.99908712483,1000.0
-0.0158171,62.2267480948,579000,0.0,0.0111648,504.8121933937073,-0.479237,579,2,0.045534,0.999061181617,1000.0
-0.0106866,62.2943703304,581000,0.0,0.00861679,506.67185616493225,-0.446641,581,2,0.034769,0.999263946491,1000.0
-0.00679225,62.4157481428,583000,0.0,0.0187111,508.54671716690063,-0.465053,583,2,0.0330746,0.99893112632,1000.0
-0.0157606,62.5661165074,585000,0.0,0.015194,510.39079189300537,-0.478279,585,2,0.030233,0.998922591447,1000.0
-0.00390715,62.6886115386,587000,0.0,0.0163497,512.2708079814911,-0.488487,587,2,0.0437894,0.998892251519,1000.0
-0.0129972,62.8189140983,589000,0.0,0.0153802,514.114307641983,-0.507351,589,2,0.0246934,0.99905189866,1000.0
-0.00449264,62.9219604256,591000,0.0,0.0172978,515.9916706085205,-0.499416,591,2,0.03503,0.998837599414,1000.0
-0.0168301,63.0034308379,593000,0.0,0.0222628,517.8432893753052,-0.523387,593,2,0.113927,0.997837051051,1000.0
-0.0261562,63.0998905149,595000,0.0,0.0161378,519.7026455402374,-0.526934,595,2,0.0420148,0.997027256992,1000.0
-0.0162998,63.2080680214,598000,0.0,0.0284564,521.5621821880341,-0.537151,598,3,0.0303247,0.99727848405,1000.0
-0.0112547,63.3016284253,600000,0.0,0.0194006,523.42125415802,-0.542732,600,2,0.0562042,0.998585710535,1000.0
-0.0115074,63.3977909981,602000,0.0,0.0297377,525.2811017036438,-0.505298,602,2,0.0308484,0.998077193392,1000.0
-0.00913214,63.4487039673,604000,0.0,0.0178507,527.1345257759094,-0.488393,604,2,0.0428997,0.998815957224,1000.0
-0.00827954,63.5197659225,606000,0.0,0.0190849,528.9994697570801,-0.49614,606,2,0.029699,0.998707030434,1000.0
-0.01697,63.5973302667,608000,0.0,0.0181759,530.843962430954,-0.488661,608,2,0.0223547,0.998590197647,1000.0
0.00777692,63.6829287096,610000,0.0,0.0185344,532.6987421512604,-0.493858,610,2,0.0506202,0.99887489609,1000.0
0.00492318,63.7252405636,612000,0.0,0.0148204,534.5772199630737,-0.506031,612,2,0.123355,0.998904796899,1000.0
-0.00649599,63.8172824826,614000,0.0,0.0131017,536.4365417957306,-0.514489,614,2,0.0513023,0.998870024458,1000.0
-0.000851557,63.8842110339,616000,0.0,0.0115391,538.2977600097656,-0.515338,616,2,0.0487779,0.999227446504,1000.0
-0.0202606,63.9835416922,618000,0.0,0.0148983,540.1558349132538,-0.511501,618,2,0.0312999,0.998375362949,1000.0
-0.0123248,64.0594100764,620000,0.0,0.0158134,542.0223660469055,-0.516156,620,2,0.0680194,0.998899548897,1000.0
-0.00922339,64.1300725888,622000,0.0,0.0161367,543.8881351947784,-0.516475,622,2,0.0373787,0.998863424291,1000.0
-0.0123487,64.223527722,624000,0.0,0.0214244,545.7492179870605,-0.523027,624,2,0.0281548,0.998567142524,1000.0
-0.0192931,64.2926928149,626000,0.0,0.0180347,547.6088075637817,-0.519198,626,2,0.0427332,0.998529306613,1000.0
-0.0149703,64.3283277416,628000,0.0,0.0198325,549.4681046009064,-0.538031,628,2,0.0873772,0.997066039592,1000.0
-0.0198636,64.3824330564,630000,0.0,0.017854,551.3586137294769,-0.567173,630,2,0.0288055,0.99821717001,1000.0
-0.0115996,64.4242045959,632000,0.0,0.018822,553.2197389602661,-0.54628,632,2,0.0264878,0.998858826701,1000.0
-0.00845115,64.4847065574,634000,0.0,0.014927,555.1259434223175,-0.530507,634,2,0.0348997,0.999073715531,1000.0
-0.0150777,64.5365380959,636000,0.0,0.0217338,556.9990615844727,-0.510535,636,2,0.0208262,0.99834958103,1000.0
-0.00273483,64.5843680691,638000,0.0,0.0174699,558.8594424724579,-0.528707,638,2,0.0356674,0.998862553621,1000.0
-0.0129204,64.6610135225,641000,0.0,0.032482,560.687183380127,-0.514246,641,3,0.0293892,0.998527070857,1000.0
-0.00862327,64.7351291279,643000,0.0,0.0201775,562.4525578022003,-0.518577,643,2,0.031824,0.998672074638,1000.0
-0.00719354,64.8016019817,645000,0.0,0.0299199,564.251296043396,-0.506233,645,2,0.0403391,0.997967578704,1000.0
-0.0134131,64.8762135526,647000,0.0,0.0283018,566.0149669647217,-0.481582,647,2,0.0327859,0.998063513194,1000.0
-0.00206905,64.9305268182,649000,0.0,0.0248699,567.765830039978,-0.467472,649,2,0.0459194,0.998182066949,1000.0
-0.0135845,64.921641547,651000,0.0,0.0294056,569.5320262908936,-0.472859,651,2,0.0479228,0.997582229553,1000.0
-0.00875898,65.0305387525,653000,0.0,0.0254094,571.3122291564941,-0.46482,653,2,0.0320151,0.998291615397,1000.0
-0.0154169,65.0929003368,655000,0.0,0.018805,573.063559293747,-0.461679,655,2,0.0343777,0.998691440211,1000.0
-0.0169329,65.178595983,657000,0.0,0.0206627,574.8436961174011,-0.475305,657,2,0.0234333,0.998574489495,1000.0
-0.00888774,65.2254245502,659000,0.0,0.0227186,576.6167635917664,-0.476339,659,2,0.039892,0.998368863831,1000.0
-0.00870085,65.2783100211,661000,0.0,0.0193256,578.3898179531097,-0.47239,661,2,0.0339162,0.998752058018,1000.0
-0.012908,65.3178399049,663000,0.0,0.0286784,580.1563880443573,-0.465342,663,2,0.0314345,0.998204702628,1000.0
-0.0150394,65.31594337,665000,0.0,0.020858,581.9209933280945,-0.464943,665,2,0.029955,0.99873889552,1000.0
-0.0144166,65.3592573673,667000,0.0,0.0160286,583.686934709549,-0.5164,667,2,0.0228715,0.998959648889,1000.0
-0.0154781,65.3705214633,669000,0.0,0.0151176,585.4684104919434,-0.530798,669,2,0.0456575,0.998963168007,1000.0
-0.0122793,65.3776192931,671000,0.0,0.0150213,587.2183821201324,-0.522809,671,2,0.0323915,0.99907893542,1000.0
-0.0177876,65.4230439135,673000,0.0,0.0156332,589.0005388259888,-0.538504,673,2,0.0274117,0.998979647993,1000.0
-0.00031044,65.4675775038,675000,0.0,0.0143633,590.7496063709259,-0.548003,675,2,0.378281,0.998915150878,1000.0
-0.0226412,65.422056341,677000,0.0,0.0203218,592.5192270278931,-0.558178,677,2,0.0222544,0.996411917498,1000.0
-0.0205882,65.3925770638,679000,0.0,0.0221793,594.2968747615814,-0.557837,679,2,0.0737457,0.998046755558,1000.0
-0.0286953,65.43490233,681000,0.0,0.290097,596.0631814002991,-0.572984,681,2,0.0347404,0.927754275501,1000.0
-0.0155863,65.0412704977,684000,0.0,0.182712,597.8278329372406,-0.57253,684,3,0.0196603,0.983744224533,1000.0
-0.0206709,65.0463204804,686000,0.0,0.0425006,599.5943658351898,-0.597596,686,2,0.0172417,0.995458369143,1000.0
-0.0212056,65.0689386439,688000,0.0,0.0292128,601.3742709159851,-0.608619,688,2,0.0236426,0.99723558384,1000.0
-0.0151196,65.0192104084,690000,0.0,0.0243878,603.1398549079895,-0.585721,690,2,0.0549898,0.998047976871,1000.0
-0.013649,64.746223911,692000,0.0,0.141767,604.9062230587006,-0.591326,692,2,0.0405443,0.964294154197,1000.0
-0.0162398,64.5626945758,694000,0.0,0.0722126,606.6712961196899,-0.592117,694,2,0.0336463,0.984872207977,1000.0
-0.0199066,64.5075014187,696000,0.0,0.0211439,608.4525887966156,-0.612703,696,2,0.0159173,0.99800344836,1000.0
-0.0154744,64.4726364251,698000,0.0,0.016877,610.2183275222778,-0.620735,698,2,0.0186313,0.998290421325,1000.0
-0.00760166,64.4089867332,700000,0.0,0.0190329,611.9837229251862,-0.61696,700,2,0.0315677,0.998421213124,1000.0
-0.0061314,64.3742408307,702000,0.0,0.0153621,613.7491819858551,-0.612062,702,2,0.0603104,0.999007897568,1000.0
-0.0186664,64.3435737049,704000,0.0,0.0155023,615.5306389331818,-0.63336,704,2,0.0246162,0.998001449509,1000.0
-0.018223,64.2979210824,706000,0.0,0.0164125,617.2966589927673,-0.637098,706,2,0.0161697,0.998828583397,1000.0
-0.0135762,64.2608615755,708000,0.0,0.0148637,619.0779249668121,-0.627214,708,2,0.0353938,0.998850497534,1000.0
-0.0139685,64.1907544627,710000,0.0,0.0203856,620.8430826663971,-0.617243,710,2,0.0348856,0.998619068647,1000.0
-0.0161274,64.1695757227,712000,0.0,0.0186593,622.6089074611664,-0.608505,712,2,0.031801,0.99838392681,1000.0
-0.0149505,64.154017046,714000,0.0,0.015946,624.3754932880402,-0.583918,714,2,0.031726,0.998823093018,1000.0
-0.018027,64.0647396308,716000,0.0,0.0166499,626.1562950611115,-0.571028,716,2,0.0219932,0.998708508909,1000.0
0.000262824,64.0237647205,718000,0.0,0.0150379,627.9213285446167,-0.592535,718,2,0.04322,0.998832367593,1000.0
-0.00340165,63.9412847699,720000,0.0,0.0118895,629.7024433612823,-0.6089,720,2,0.0282009,0.999056179717,1000.0
-0.00966283,63.8994447072,722000,0.0,0.0131255,631.4679379463196,-0.593891,722,2,0.0315887,0.999041998875,1000.0
-0.0112189,63.8363838058,724000,0.0,0.0154692,633.2345380783081,-0.576498,724,2,0.0536356,0.998563794885,1000.0
-0.00460325,63.7680082869,727000,0.0,0.0231278,635.0147974491119,-0.5715,727,3,0.0343613,0.998731117928,1000.0
-0.013786,63.7048711952,729000,0.0,0.027395,636.7959911823273,-0.574669,729,2,0.0276774,0.997838530689,1000.0
-0.0155515,63.6935614611,731000,0.0,0.0156046,638.5618510246277,-0.597002,731,2,0.0520327,0.998493167222,1000.0
-0.0157276,63.6696129833,733000,0.0,0.0192375,640.3430943489075,-0.615136,733,2,0.0231566,0.9982092391,1000.0
-0.0122597,63.6287569745,735000,0.0,0.0183979,642.0928330421448,-0.608913,735,2,0.0226507,0.998470108374,1000.0
0.00211737,63.5858761164,737000,0.0,0.0164342,643.8749423027039,-0.599035,737,2,0.0404716,0.99862429942,1000.0
-0.000346288,63.5613369642,739000,0.0,0.0192306,645.6412613391876,-0.588669,739,2,0.0632856,0.998498110683,1000.0
-0.00644027,63.5337494379,741000,0.0,0.0319887,647.4218323230743,-0.582364,741,2,0.0202494,0.997531617759,1000.0
-0.0115035,63.513431372,743000,0.0,0.0208834,649.1874265670776,-0.566725,743,2,0.0367092,0.998093946837,1000.0
-0.0181713,63.5083328847,745000,0.0,0.0293739,650.9697358608246,-0.559718,745,2,0.0355153,0.997658289736,1000.0
-0.00593412,63.4860149675,747000,0.0,0.0208449,652.7336239814758,-0.560962,747,2,0.055332,0.998352766619,1000.0
-0.00860642,63.4369982726,749000,0.0,0.0200936,654.516129732132,-0.566342,749,2,0.0359546,0.998123347177,1000.0
-0.0164871,63.4284447275,751000,0.0,0.0114955,656.2805399894714,-0.579943,751,2,0.0125659,0.998852747143,1000.0
-0.0125985,63.3629071447,753000,0.0,0.0173272,658.0691323280334,-0.575372,753,2,0.0411154,0.998591325246,1000.0
-0.019806,63.3390640446,755000,0.0,0.0243705,659.8280789852142,-0.583163,755,2,0.0268722,0.997906039935,1000.0
-0.0172761,63.2696420367,757000,0.0,0.0178646,661.5937666893005,-0.593414,757,2,0.0286559,0.998402124154,1000.0
-0.0134184,63.2502989499,759000,0.0,0.0290204,663.3435065746307,-0.574899,759,2,0.0330166,0.997714829165,1000.0
-0.0084512,63.1511069956,761000,0.0,0.0338168,665.1259181499481,-0.559864,761,2,0.0413142,0.996824616333,1000.0
-0.0181804,63.1390394622,763000,0.0,0.03382,666.8908977508545,-0.569555,763,2,0.0198584,0.997120712651,1000.0
-0.0165704,63.1094432518,765000,0.0,0.0368235,668.6718671321869,-0.56804,765,2,0.0339949,0.996637925738,1000.0
-0.0135765,63.01848703,768000,0.0,0.0458337,670.4373874664307,-0.566597,768,3,0.0282291,0.995730074123,1000.0
-0.0108112,63.0032148035,770000,0.0,0.0359902,672.203006029129,-0.574278,770,2,0.035064,0.997719010338,1000.0
-0.0108428,63.0702928664,772000,0.0,0.0265977,673.9593012332916,-0.561746,772,2,0.0221568,0.997915848391,1000.0
-0.018663,63.0954079642,774000,0.0,0.023028,675.7658405303955,-0.574901,774,2,0.0220381,0.9982400476,1000.0
-0.00600412,63.1441418403,776000,0.0,0.0287187,677.5304977893829,-0.585882,776,2,0.0327711,0.997916810913,1000.0
-0.0119275,63.2457075241,778000,0.0,0.0257225,679.3134064674377,-0.588589,778,2,0.0437817,0.99800442066,1000.0
-0.010598,63.3093881813,780000,0.0,0.0228465,681.0799267292023,-0.598559,780,2,0.0287313,0.998072260176,1000.0
-0.0190919,63.6854122811,782000,0.0,0.0457952,682.8438658714294,-0.574619,782,2,0.0305972,0.996339482255,1000.0
-0.0126468,63.7140526682,784000,0.0,0.027691,684.6092450618744,-0.5754,784,2,0.0182553,0.997965008253,1000.0
-0.010824,63.7953836982,786000,0.0,0.0308334,686.3898577690125,-0.569619,786,2,0.0230231,0.997770000482,1000.0
-0.00988393,63.788069643,788000,0.0,0.0291001,688.1561999320984,-0.560839,788,2,0.0283301,0.997963987058,1000.0
-0.0159481,63.8665674427,790000,0.0,0.0346318,689.92555975914,-0.564104,790,2,0.0262179,0.997066104552,1000.0
-0.0193986,64.1698938746,792000,0.0,0.0370509,691.702620267868,-0.572215,792,2,0.036503,0.997171478113,1000.0
-0.0111251,64.3940366572,794000,0.0,0.0402126,693.468652009964,-0.549974,794,2,0.033908,0.996885277564,1000.0
-0.00500434,64.4565489137,796000,0.0,0.045799,695.2342929840088,-0.536856,796,2,0.0338213,0.996150966035,1000.0
-0.00973659,64.5336527901,798000,0.0,0.047214,697.0149850845337,-0.544403,798,2,0.0431158,0.996105782455,1000.0
-0.0139193,64.6189583794,800000,0.0,0.0422394,698.7812616825104,-0.550391,800,2,0.0423854,0.996341854334,1000.0
-0.0167866,64.7310013462,802000,0.0,0.0436972,700.5466558933258,-0.546596,802,2,0.0309703,0.99623488076,1000.0
-0.0106913,64.8062639575,804000,0.0,0.0504182,702.3121755123138,-0.537354,804,2,0.0249437,0.996191789629,1000.0
-0.0066412,64.8968671139,806000,0.0,0.0313681,704.0995082855225,-0.551953,806,2,0.0535977,0.99758194387,1000.0
-0.0114404,64.9969554372,808000,0.0,0.036246,705.8745040893555,-0.536219,808,2,0.0389972,0.997042456642,1000.0
-0.00116112,65.1337580914,811000,0.0,0.044717,707.6245708465576,-0.540666,811,3,0.0464005,0.996841869783,1000.0
-0.0173552,65.1966206373,813000,0.0,0.0455,709.4071197509766,-0.534021,813,2,0.0262421,0.996842127061,1000.0
-0.00622785,65.2968024736,815000,0.0,0.0332759,711.1716928482056,-0.530352,815,2,0.0401722,0.99747723667,1000.0
-0.0105544,65.3749532816,817000,0.0,0.038315,712.9369204044342,-0.550077,817,2,0.0405124,0.997127258219,1000.0
-0.00693671,65.4667966392,819000,0.0,0.0121705,714.7022347450256,-0.539815,819,2,0.0305386,0.998605489964,1000.0
-0.00662969,65.567032231,821000,0.0,0.0115657,716.4842910766602,-0.574024,821,2,0.0356424,0.998881772393,1000.0
-0.0171414,65.6315292146,823000,0.0,0.0172544,718.2506017684937,-0.566756,823,2,0.0246279,0.998568123672,1000.0
-0.000235843,65.7285000933,825000,0.0,0.0196374,720.0311901569366,-0.613751,825,2,0.0345048,0.998460209812,1000.0
-0.0161094,65.8093994134,827000,0.0,0.0202379,721.7965524196625,-0.59779,827,2,0.013604,0.998545176815,1000.0
-0.0131485,65.8931628236,829000,0.0,0.021454,723.5775647163391,-0.612239,829,2,0.0243638,0.998247247655,1000.0
-0.00215539,65.965142124,831000,0.0,0.0311913,725.3445122241974,-0.591874,831,2,0.0306408,0.997824624879,1000.0
-0.0164967,65.9876376231,833000,0.0,0.0291389,727.1360971927643,-0.608706,833,2,0.0241868,0.9977910819,1000.0
-0.00366971,66.0537372267,835000,0.0,0.0177998,728.8898367881775,-0.611331,835,2,0.026047,0.998623536085,1000.0
-0.00949795,66.0890433454,837000,0.0,0.0171721,730.6717810630798,-0.612822,837,2,0.0256127,0.998678195174,1000.0
-0.0137992,66.1330808569,839000,0.0,0.0141524,732.4370219707489,-0.616274,839,2,0.0257926,0.998880097177,1000.0
0.00258915,66.1857261024,841000,0.0,0.0460392,734.2181658744812,-0.625752,841,2,0.0673308,0.9965257328,1000.0
-0.0126753,66.2490644334,843000,0.0,0.034202,735.9835333824158,-0.625253,843,2,0.0292382,0.997356133768,1000.0
-0.0123264,66.3022043876,845000,0.0,0.027686,737.7655980587006,-0.624758,845,2,0.024127,0.998000644613,1000.0
-0.013023,66.3744311406,847000,0.0,0.0356718,739.5306372642517,-0.628823,847,2,0.0413491,0.997244184604,1000.0
-0.0104641,66.4533959567,849000,0.0,0.0182458,741.3115875720978,-0.647471,849,2,0.0354128,0.99850274378,1000.0
-0.0176189,66.5722228143,851000,0.0,0.0204472,743.0782153606415,-0.671804,851,2,0.0204815,0.99823914771,1000.0
-0.0146587,66.6623901207,854000,0.0,0.0466281,744.8593692779541,-0.684277,854,3,0.0474066,0.997271098429,1000.0
-0.0203359,66.7151189827,856000,0.0,0.0211943,746.6253218650818,-0.693651,856,2,0.0216095,0.998119948898,1000.0
-0.0146858,66.7666054484,858000,0.0,0.0390345,748.4059011936188,-0.68268,858,2,0.0256527,0.997280288022,1000.0
-0.0186142,66.8714609995,860000,0.0,0.0325997,750.1714491844177,-0.652559,860,2,0.0229542,0.997510398505,1000.0
-0.0124944,66.9283414862,862000,0.0,0.0248743,751.9683961868286,-0.629867,862,2,0.0170723,0.998135044239,1000.0
0.000866971,66.9464514829,864000,0.0,0.026004,753.7341227531433,-0.639967,864,2,0.0378325,0.998113112291,1000.0
-0.00360703,67.063442349,866000,0.0,0.0130527,755.5166668891907,-0.627746,866,2,0.035478,0.998893369338,1000.0
0.000408208,67.1549039796,868000,0.0,0.0248111,757.2772982120514,-0.628437,868,2,0.0368718,0.998222292634,1000.0
-0.00907957,67.2072212983,870000,0.0,0.0243766,759.0290126800537,-0.641997,870,2,0.0406509,0.99810969492,1000.0
-0.00796844,67.2417247848,872000,0.0,0.027478,760.7968509197235,-0.632533,872,2,0.0385633,0.998101608129,1000.0
-0.0175631,67.2754773538,874000,0.0,0.0379514,762.5622012615204,-0.610496,874,2,0.0306025,0.99731910741,1000.0
-0.0173673,67.3296126831,876000,0.0,0.0328662,764.3275246620178,-0.626479,876,2,0.0331799,0.997619887581,1000.0
-0.0185202,67.3535659835,878000,0.0,0.0172915,766.1095485687256,-0.624884,878,2,0.0409623,0.998084822553,1000.0
-0.0126364,67.3737791195,880000,0.0,0.0294767,767.8749890327454,-0.594731,880,2,0.0312577,0.998030353803,1000.0
-0.0143926,67.3807518947,882000,0.0,0.0228426,769.6404662132263,-0.595239,882,2,0.051066,0.998219205183,1000.0
-0.0182558,67.4562878927,884000,0.0,0.0190723,771.4055013656616,-0.608843,884,2,0.0423599,0.998192820232,1000.0
-0.00915594,67.4728442559,886000,0.0,0.0205426,773.1867332458496,-0.587007,886,2,0.045856,0.998432028806,1000.0
-0.0087787,67.5442717173,888000,0.0,0.0258117,774.9540059566498,-0.588941,888,2,0.0409047,0.997968050186,1000.0
-0.00475918,67.5902695921,890000,0.0,0.0219039,776.7183272838593,-0.603108,890,2,0.0316353,0.998213737505,1000.0
-0.0134045,67.6685854478,892000,0.0,0.0165322,778.4994418621063,-0.604278,892,2,0.0160631,0.998464750941,1000.0
-0.0146523,67.7440805351,894000,0.0,0.0161827,780.2754838466644,-0.604745,894,2,0.0271384,0.998851506622,1000.0
-0.0172467,67.881487881,897000,0.0,0.0405843,782.0460031032562,-0.601692,897,3,0.0203208,0.997975460021,1000.0
-0.0163607,68.0119138566,899000,0.0,0.0169436,783.8123335838318,-0.588628,899,2,0.0593523,0.998698831652,1000.0
-0.0117808,68.0793661652,901000,0.0,0.0274627,785.5778143405914,-0.598732,901,2,0.0285613,0.99796608719,1000.0
-0.0134868,68.1016405567,903000,0.0,0.0299291,787.3586456775665,-0.584817,903,2,0.0310256,0.997673687991,1000.0
-0.0117652,68.233055578,905000,0.0,0.0308478,789.124098777771,-0.567203,905,2,0.0253857,0.997974143829,1000.0
-0.00570466,68.2802969541,907000,0.0,0.0217218,790.9063866138458,-0.575056,907,2,0.0567239,0.99834123475,1000.0
-0.00834602,68.3778396379,909000,0.0,0.0425396,792.687490940094,-0.569405,909,2,0.0318402,0.996978420299,1000.0
-0.0183189,68.4344370962,911000,0.0,0.0300871,794.4529767036438,-0.580553,911,2,0.0991163,0.997141151456,1000.0
