loss_kl,loss_ent,loss_vf_loss,ev_tdlam_before,TimestepsSoFar,TimeElapsed,EpisodesSoFar,loss_pol_surr,EpLenMean,EpRewMean,loss_pol_entpen,EpThisIter
0.0196852,-1.35966,0.223777,0.93472212553,151550,129.293133020401,3031,-0.0250483,50.0,-12.0072111385,0.0,41
0.0198342,-1.39762,0.315217,0.929846711457,153600,131.02751970291138,3072,-0.0242482,50.0,-12.1493059163,0.0,41
0.0182848,-1.43421,0.319449,0.93027548492,155600,132.7618386745453,3112,-0.0183688,50.0,-12.1202653116,0.0,40
0.0161789,-1.42301,0.304286,0.934844464064,157650,134.48871302604675,3153,-0.0211181,50.0,-12.242723752,0.0,41
0.0159912,-1.46625,0.338808,0.900020346045,159700,136.2385869026184,3194,-0.0184952,50.0,-12.278724149,0.0,41
0.0236113,-1.50505,0.344597,0.909130491316,161750,137.97384524345398,3235,-0.0210181,50.0,-11.9812734947,0.0,41
0.02486,-1.51209,0.383508,0.906199224293,163800,139.7341914176941,3276,-0.0102379,50.0,-11.8505433912,0.0,41
0.017975,-1.53386,0.309619,0.890790723264,165850,141.47274255752563,3317,-0.0226164,50.0,-11.8243256132,0.0,41
0.0183972,-1.56954,0.272721,0.924410827458,167900,143.20818996429443,3358,-0.0320941,50.0,-11.7965735833,0.0,41
0.0149378,-1.58302,0.259482,0.94190582633,169950,144.95103192329407,3399,-0.0213831,50.0,-11.6189017704,0.0,41
0.0161175,-1.60386,0.382813,0.906087420881,172000,146.69254112243652,3440,-0.0216711,50.0,-12.0101356418,0.0,41
0.0153493,-1.62935,0.509499,0.904350750148,174050,148.41827130317688,3481,-0.024977,50.0,-11.9696218396,0.0,41
0.0151714,-1.63789,0.249813,0.948717992753,176100,150.15290474891663,3522,-0.0222716,50.0,-11.6793017762,0.0,41
0.0154426,-1.66652,0.36082,0.928218014538,178150,151.89061570167542,3563,-0.0320017,50.0,-11.735053541,0.0,41
0.0342694,-1.67552,0.192537,0.964749228209,180200,153.6528763771057,3604,-0.0141758,50.0,-11.6332865917,0.0,41
0.0229548,-1.70392,0.230956,0.922933459282,182250,155.38708782196045,3645,-0.0179592,50.0,-11.7489602863,0.0,41
0.0213317,-1.71639,0.175468,0.946804568172,184300,157.10578989982605,3686,-0.0229694,50.0,-11.0882012527,0.0,41
0.0158454,-1.73603,0.190833,0.933172687888,186350,158.8626925945282,3727,-0.0289972,50.0,-10.848551035,0.0,41
0.0261028,-1.76694,0.165719,0.941874377429,188400,160.6059811115265,3768,-0.0232699,50.0,-10.5750606354,0.0,41
0.0158671,-1.77197,0.234079,0.918637484312,190450,162.34051728248596,3809,-0.0152041,50.0,-10.4778599272,0.0,41
0.0197148,-1.78088,0.168295,0.93724090606,192500,164.07451629638672,3850,-0.0124979,50.0,-10.165763603,0.0,41
0.0113085,-1.81065,0.208724,0.931655347347,194550,165.8256733417511,3891,-0.025061,50.0,-10.0094808357,0.0,41
0.0186802,-1.8331,0.306926,0.890176132321,196600,167.56815910339355,3932,-0.0131916,50.0,-10.2008557128,0.0,41
0.0140497,-1.85743,0.27379,0.88492411375,198650,169.32806015014648,3973,-0.0266668,50.0,-9.89276134055,0.0,41
0.0183647,-1.87909,0.207741,0.934245303273,200700,171.0667610168457,4014,-0.0205334,50.0,-9.26108407711,0.0,41
0.0197392,-1.91531,0.181498,0.924424216151,202750,172.80960249900818,4055,-0.0145493,50.0,-9.30240082618,0.0,41
0.0239259,-1.94083,0.224301,0.927563369274,204800,174.54309368133545,4096,-0.0182312,50.0,-9.80029161915,0.0,41
0.0229294,-1.97939,0.207187,0.909114599228,206800,176.27775835990906,4136,-0.018393,50.0,-9.64890882567,0.0,40
0.0351935,-1.99686,0.165578,0.928989864886,208850,178.01225900650024,4177,-0.0172746,50.0,-9.04591532712,0.0,41
0.0255422,-2.0088,0.195995,0.923479646444,210900,179.76234698295593,4218,-0.0240078,50.0,-8.44573606183,0.0,41
0.0139661,-2.02387,0.194155,0.920994304121,212950,181.49649238586426,4259,-0.0184168,50.0,-8.30465533805,0.0,41
0.0259497,-2.03904,0.239327,0.896735660732,215000,183.24631690979004,4300,-0.0140777,50.0,-8.41885904657,0.0,41
0.0302834,-2.06888,0.261682,0.935440264642,217050,184.98045468330383,4341,-0.0108321,50.0,-8.54008512173,0.0,41
0.0293835,-2.08374,0.250409,0.916878454387,219100,186.72193551063538,4382,-0.00515569,50.0,-8.53295584399,0.0,41
0.010361,-2.10152,0.2814,0.914204835892,221150,188.44218969345093,4423,-0.0191831,50.0,-8.66480329522,0.0,41
0.0107126,-2.11115,0.380922,0.897521749139,223200,190.19091868400574,4464,-0.0158996,50.0,-8.943189086,0.0,41
0.0313005,-2.14767,0.286919,0.921405665576,225250,191.92503690719604,4505,-0.00206226,50.0,-9.02164413065,0.0,41
0.0235971,-2.15398,0.370681,0.90507106483,227300,193.68539571762085,4546,-0.0186856,50.0,-9.20119437828,0.0,41
0.0250421,-2.15039,0.337499,0.920587792993,229350,195.42229104042053,4587,-0.00649691,50.0,-9.04208995674,0.0,41
0.0176928,-2.17999,0.240439,0.917577490211,231400,197.15934205055237,4628,-0.0118238,50.0,-9.0915264645,0.0,41
0.0218153,-2.20763,0.484638,0.912642255425,233450,198.90585327148438,4669,-0.0145268,50.0,-8.9537021558,0.0,41
0.02003,-2.19331,0.255141,0.934553220868,235500,200.64576983451843,4710,-0.0214437,50.0,-9.18364200263,0.0,41
0.0261529,-2.21986,0.294843,0.942248824984,237550,202.37734079360962,4751,-0.0109855,50.0,-9.00830136496,0.0,41
0.0154724,-2.24547,0.665913,0.889822006226,239600,204.11413884162903,4792,-0.0161777,50.0,-8.9781365165,0.0,41
0.0205823,-2.25387,0.365744,0.940911348909,241650,205.8402669429779,4833,-0.0162475,50.0,-9.80001499482,0.0,41
0.0360472,-2.23807,0.237693,0.942137077451,243700,207.57441091537476,4874,-0.00455535,50.0,-9.27335292138,0.0,41
0.0318616,-2.24342,0.380432,0.924525499344,245750,209.32430458068848,4915,-0.00549465,50.0,-9.9675992996,0.0,41
0.0225851,-2.26939,0.242321,0.92613863945,247800,211.05911827087402,4956,-0.0179942,50.0,-9.51019613949,0.0,41
0.0293086,-2.2981,0.265214,0.939330752939,249850,212.79323887825012,4997,-0.0144679,50.0,-9.34516368491,0.0,41
0.05915,-2.30019,0.284897,0.950008232147,251900,214.52008748054504,5038,0.0124409,50.0,-9.50618946382,0.0,41
0.0290333,-2.302,0.426436,0.905405580997,253950,216.25333166122437,5079,-0.00689259,50.0,-9.52846611178,0.0,41
0.0345983,-2.33039,0.426799,0.893738627434,256000,217.9806432723999,5120,-0.0122236,50.0,-9.50770487574,0.0,41
0.0143173,-2.31971,0.603793,0.895667269826,258000,219.73779797554016,5160,-0.0116212,50.0,-9.77226423342,0.0,40
0.0531901,-2.34932,0.494786,0.906087219715,260050,221.47338128089905,5201,-0.000334859,50.0,-9.90891442823,0.0,41
0.0156736,-2.39281,0.258871,0.928463868797,262100,223.2235176563263,5242,-0.0160819,50.0,-9.03228909507,0.0,41
0.0255915,-2.38462,0.585128,0.909220308065,264150,224.96665620803833,5283,0.00669501,50.0,-8.53062639172,0.0,41
0.0127609,-2.3836,0.341283,0.922988779843,266200,226.70818710327148,5324,-0.0147519,50.0,-8.50228504989,0.0,41
0.0271848,-2.38106,0.345263,0.926521897316,268250,228.43437242507935,5365,-0.016709,50.0,-9.30130967384,0.0,41
0.0192839,-2.36492,0.289718,0.926081426442,270300,230.18770241737366,5406,-0.00510223,50.0,-8.96781640612,0.0,41
0.026208,-2.40424,0.260867,0.931447304785,272350,231.9263563156128,5447,-0.0108346,50.0,-8.80509499812,0.0,41
0.0248957,-2.41596,0.434888,0.922429472208,274400,233.66818928718567,5488,-0.0120825,50.0,-8.62693416685,0.0,41
0.0247573,-2.42654,0.411876,0.899876087904,276450,235.40224289894104,5529,-0.00476592,50.0,-9.03149589771,0.0,41
0.0240882,-2.43401,0.326476,0.909044831991,278500,237.16871285438538,5570,-0.00535817,50.0,-8.71291718808,0.0,41
0.0202401,-2.46213,0.485585,0.906916774809,280550,238.88993000984192,5611,-0.00553852,50.0,-8.58085579719,0.0,41
0.0296189,-2.465,0.29667,0.944100014865,282600,240.63691997528076,5652,-0.00258172,50.0,-8.3728762459,0.0,41
0.0180593,-2.47407,0.34885,0.915494203568,284650,242.35581469535828,5693,-0.0143136,50.0,-8.84411654245,0.0,41
0.0280433,-2.47963,0.130679,0.956409804523,286700,244.10616278648376,5734,-0.0137171,50.0,-8.89331585076,0.0,41
0.0317328,-2.4975,0.353861,0.904863834381,288750,245.83995461463928,5775,0.00291693,50.0,-8.21476806629,0.0,41
0.023802,-2.51207,0.242256,0.923831067979,290800,247.60595321655273,5816,-0.0215961,50.0,-7.86312699292,0.0,41
0.0210054,-2.53915,0.327352,0.908445693552,292850,249.35574102401733,5857,0.000427967,50.0,-8.46989977673,0.0,41
0.0217089,-2.57193,0.106751,0.933881558478,294900,251.089905500412,5898,-0.0134723,50.0,-7.60150737974,0.0,41
0.0227551,-2.58694,0.275721,0.941762849689,296950,252.82601046562195,5939,-0.012545,50.0,-8.06720589496,0.0,41
0.0208522,-2.59698,0.167993,0.924065709114,299000,254.55289268493652,5980,-0.0191123,50.0,-7.75740519885,0.0,41
0.0186962,-2.60508,0.144889,0.941540524364,301050,256.29298877716064,6021,-0.0212066,50.0,-7.81152885339,0.0,41
0.0246333,-2.61703,0.0897459,0.940034594387,303100,258.02784156799316,6062,-0.00438525,50.0,-7.15238290789,0.0,41
0.0376697,-2.62602,0.251451,0.934012845159,305150,259.76332354545593,6103,-0.00761918,50.0,-7.63258992706,0.0,41
0.0309808,-2.64387,0.299686,0.937608584762,307200,261.5048305988312,6144,0.00215819,50.0,-7.54361592814,0.0,41
0.0125898,-2.66637,0.2801,0.925401866436,309200,263.24633717536926,6184,-0.016418,50.0,-7.57563104094,0.0,40
0.0393776,-2.6686,0.524177,0.853700727224,311250,264.9961528778076,6225,-0.00056494,50.0,-7.8636807331,0.0,41
0.0280878,-2.69077,0.179159,0.935330741107,313300,266.7609431743622,6266,-0.0211702,50.0,-7.85903049602,0.0,41
0.0140331,-2.70073,0.227308,0.862654641271,315350,268.52009749412537,6307,-0.0212571,50.0,-7.55593929618,0.0,41
0.0475204,-2.70654,0.297103,0.935434766114,317400,270.27087593078613,6348,0.00986849,50.0,-7.71503116257,0.0,41
0.0315689,-2.71598,0.118108,0.945298355073,319450,272.0124728679657,6389,-0.00876278,50.0,-7.74083550186,0.0,41
0.0318899,-2.7073,0.126971,0.905783645809,321500,273.7525589466095,6430,-0.00620557,50.0,-7.88167075551,0.0,41
0.0352243,-2.7117,0.120792,0.934472225606,323550,275.48226857185364,6471,-0.0164235,50.0,-8.32099972066,0.0,41
0.0223966,-2.70865,0.0973236,0.944900851697,325600,277.22862219810486,6512,-0.0148446,50.0,-8.43687976529,0.0,41
0.027695,-2.71524,0.109349,0.943780299276,327650,278.96493220329285,6553,-0.0116363,50.0,-7.71921365524,0.0,41
0.0334696,-2.74122,0.0821306,0.945462044328,329700,280.7064633369446,6594,-0.0145656,50.0,-7.23795608336,0.0,41
0.0193877,-2.78744,0.124336,0.938681315631,331750,282.42501282691956,6635,-0.0196607,50.0,-7.12800028472,0.0,41
0.040818,-2.78107,0.0762345,0.953781299293,333800,284.1620943546295,6676,0.000740879,50.0,-7.25923070376,0.0,41
0.0403694,-2.77624,0.0948386,0.962609030306,335850,285.90308141708374,6717,-0.00518014,50.0,-7.62219828257,0.0,41
0.0180526,-2.78764,0.0990035,0.937115676701,337900,287.6455669403076,6758,-0.0145784,50.0,-7.59940339311,0.0,41
0.0226672,-2.77557,0.0754915,0.944293215871,339950,289.37177753448486,6799,-0.0166363,50.0,-7.30358988143,0.0,41
0.0327396,-2.80128,0.075925,0.965762060136,342000,291.1091682910919,6840,-0.00725065,50.0,-7.27567164198,0.0,41
0.0293019,-2.82225,0.0861169,0.947792582214,344050,292.84055399894714,6881,-0.0175752,50.0,-7.51702736448,0.0,41
0.0241417,-2.82013,0.0829138,0.949243474752,346100,294.5777792930603,6922,-0.012571,50.0,-6.96725050296,0.0,41
0.0243382,-2.85211,0.0610837,0.971515204757,348150,296.30067777633667,6963,-0.0148975,50.0,-7.27389137168,0.0,41
0.0728482,-2.84521,0.0982196,0.947494216263,350200,298.05138301849365,7004,0.0112226,50.0,-7.92737163707,0.0,41
0.0409641,-2.87003,0.136463,0.922489769757,352250,299.7933554649353,7045,0.00395867,50.0,-7.76127510805,0.0,41
0.0283875,-2.88509,0.111802,0.937783360481,354300,301.54323267936707,7086,-0.0157584,50.0,-7.31591295487,0.0,41
0.0442062,-2.9021,0.0722068,0.946649264544,356350,303.2779309749603,7127,-0.0185885,50.0,-7.24898550903,0.0,41
0.0210338,-2.91821,0.0582091,0.97059231624,358400,305.027951002121,7168,-0.0252872,50.0,-7.36780146026,0.0,41
0.0440537,-2.92375,0.0938238,0.961348015815,360400,306.7619149684906,7208,-0.017873,50.0,-7.95449731733,0.0,40
0.0376283,-2.92416,0.0921348,0.952306330204,362450,308.5122048854828,7249,-0.0176123,50.0,-8.42508873333,0.0,41
0.0282047,-2.96096,0.092213,0.950041525066,364500,310.2310564517975,7290,-0.0206694,50.0,-8.11842932276,0.0,41
0.0221162,-2.99046,0.114601,0.964339517057,366550,311.9655005931854,7331,-0.0251967,50.0,-7.71865761678,0.0,41
0.0354531,-3.02185,0.0709143,0.917518466711,368600,313.70798087120056,7372,-0.0130965,50.0,-7.54385364229,0.0,41
0.0406487,-3.01615,0.0834527,0.943011570722,370650,315.4498267173767,7413,-0.00589497,50.0,-7.30506247841,0.0,41
0.0190021,-3.01556,0.0625871,0.971225231886,372700,317.186696767807,7454,-0.0255799,50.0,-6.82380379634,0.0,41
0.0354346,-3.0101,0.0745357,0.963672854006,374750,318.9363372325897,7495,-0.0097247,50.0,-6.98767199506,0.0,41
0.0345734,-3.01742,0.0861922,0.96505766362,376800,320.6554934978485,7536,-0.01351,50.0,-7.4085758853,0.0,41
0.030764,-3.01951,0.0987782,0.946656022221,378850,322.40307450294495,7577,-0.0125898,50.0,-7.53199270817,0.0,41
0.036405,-3.00943,0.076376,0.965694565326,380900,324.1392867565155,7618,-0.00503165,50.0,-7.39876578665,0.0,41
0.0316761,-3.01896,0.0749493,0.964591365308,382950,325.8793931007385,7659,-0.0146699,50.0,-7.4635317094,0.0,41
0.0307616,-3.06753,0.0859938,0.933968029916,385000,327.60599660873413,7700,-0.0100525,50.0,-7.3322405429,0.0,41
0.0166558,-3.08503,0.136889,0.913289800286,387050,329.3557696342468,7741,-0.0145349,50.0,-6.66128613615,0.0,41
0.0405344,-3.1084,0.097316,0.950145870447,389100,331.089919090271,7782,-0.0171184,50.0,-6.54568112815,0.0,41
0.0236791,-3.11822,0.130584,0.895078659058,391150,332.87100887298584,7823,-0.0120479,50.0,-6.69822614424,0.0,41
0.0400919,-3.12444,0.100011,0.937892340124,393200,334.6061260700226,7864,-0.011578,50.0,-6.88023265062,0.0,41
0.0263253,-3.12649,0.0437526,0.964637361467,395250,336.3114902973175,7905,-0.0232035,50.0,-6.75396490684,0.0,41
0.0310591,-3.13907,0.0472512,0.968760479242,397300,338.0830125808716,7946,-0.00371251,50.0,-6.8600538444,0.0,41
0.0124856,-3.15041,0.0470574,0.946226898581,399350,339.8091251850128,7987,-0.0142037,50.0,-6.47825561601,0.0,41
0.0310939,-3.17323,0.0710008,0.957676064223,401400,341.53595900535583,8028,-0.0226365,50.0,-6.69378579,0.0,41
0.0253416,-3.17804,0.0440975,0.951308898628,403450,343.2706263065338,8069,-0.0241654,50.0,-6.69145349353,0.0,41
0.0326381,-3.20297,0.0398138,0.97273122333,405500,345.04364466667175,8110,-0.00928847,50.0,-6.80875442815,0.0,41
0.0370445,-3.22598,0.0689073,0.940222296864,407550,346.76220178604126,8151,-0.00650969,50.0,-6.03672889957,0.0,41
0.0251805,-3.24894,0.0470485,0.962215472013,409600,348.5046970844269,8192,-0.0153223,50.0,-5.8094607115,0.0,41
0.0379266,-3.25339,0.0348165,0.976135961711,411600,350.21891951560974,8232,-0.0125005,50.0,-5.83788394147,0.0,40
0.0419872,-3.29598,0.0508195,0.944135528058,413650,351.9576687812805,8273,-0.0108766,50.0,-6.4111283239,0.0,41
0.0208603,-3.30205,0.0530262,0.952413134277,415700,353.6929066181183,8314,-0.0199816,50.0,-6.23578625075,0.0,41
0.0259464,-3.30084,0.0585111,0.959275893867,417750,355.43357706069946,8355,-0.0197031,50.0,-5.98705259899,0.0,41
0.0450068,-3.29422,0.0301309,0.96988372691,419800,357.15216541290283,8396,-0.0109915,50.0,-6.11669135281,0.0,41
0.0387902,-3.27452,0.0480709,0.967576906085,421850,358.91873025894165,8437,-0.0152942,50.0,-6.6731126017,0.0,41
0.0329046,-3.27733,0.0560598,0.942077707499,423900,360.6768341064453,8478,-0.0149191,50.0,-6.48665177388,0.0,41
0.0353263,-3.29215,0.0530893,0.95954022184,425950,362.4186532497406,8519,-0.0129111,50.0,-6.45794379943,0.0,41
0.0468317,-3.31856,0.046824,0.968263588846,428000,364.1396415233612,8560,0.00228061,50.0,-6.28522356686,0.0,41
0.0319306,-3.32243,0.051302,0.94592627883,430050,365.87988686561584,8601,-0.0152156,50.0,-6.08471089379,0.0,41
0.0387021,-3.333,0.054433,0.953891500831,432100,367.5933744907379,8642,-0.00965899,50.0,-5.99979944101,0.0,41
0.0359552,-3.34062,0.0607595,0.963475715369,434150,369.34753942489624,8683,-0.0074255,50.0,-6.69349435812,0.0,41
0.0233201,-3.35514,0.0711636,0.965584110469,436200,371.0664005279541,8724,-0.0147388,50.0,-7.03161520725,0.0,41
0.027883,-3.36626,0.0438032,0.961498368531,438250,372.8103988170624,8765,-0.0198634,50.0,-7.00859737344,0.0,41
0.0308503,-3.36274,0.0564338,0.967240102589,440300,374.54705238342285,8806,-0.0126559,50.0,-7.09799399335,0.0,41
0.0345582,-3.37271,0.0386746,0.945355433971,442350,376.28626799583435,8847,-0.0125895,50.0,-6.73609323694,0.0,41
0.0264774,-3.38215,0.0359807,0.975170619786,444400,378.01178908348083,8888,-0.024901,50.0,-6.77049203526,0.0,41
0.0754175,-3.37218,0.0369057,0.969610484317,446450,379.76129388809204,8929,0.000510549,50.0,-6.6465048479,0.0,41
0.0651154,-3.38692,0.0411724,0.933217287064,448500,381.4882011413574,8970,-0.0110812,50.0,-6.07594891534,0.0,41
0.0403477,-3.35421,0.0632008,0.947664514184,450550,383.223685503006,9011,-0.0084758,50.0,-6.33063069523,0.0,41
