loss_kl,loss_ent,loss_vf_loss,ev_tdlam_before,TimestepsSoFar,TimeElapsed,EpisodesSoFar,loss_pol_surr,EpLenMean,EpRewMean,loss_pol_entpen,EpThisIter
0.0404042,-3.34885,0.054486,0.936465680599,452600,384.99594163894653,9052,-0.0107838,50.0,-6.39810587503,0.0,41
0.0257546,-3.36458,0.0461504,0.93318040669,454650,386.73007011413574,9093,-0.0232978,50.0,-6.39830099128,0.0,41
0.0514945,-3.35151,0.0511024,0.955690272152,456700,388.4803955554962,9134,0.00554109,50.0,-6.12729610821,0.0,41
0.0495066,-3.36601,0.0553304,0.964179102331,458750,390.23053455352783,9175,-0.00450197,50.0,-6.57256379766,0.0,41
0.0272064,-3.38406,0.0571403,0.961013495922,460800,391.9406096935272,9216,-0.0227134,50.0,-7.07320112007,0.0,41
0.0409083,-3.36694,0.0421518,0.961645543575,462800,393.6905303001404,9256,-0.00416514,50.0,-6.55895264338,0.0,40
0.0498677,-3.38457,0.0411056,0.967944927514,464850,395.44908118247986,9297,-0.0100044,50.0,-6.38904033874,0.0,41
0.0411026,-3.3985,0.0343512,0.964360553771,466900,397.21530389785767,9338,-0.0120062,50.0,-6.25895565459,0.0,41
0.0326377,-3.40672,0.0379607,0.915072567761,468950,398.94941568374634,9379,-0.00849986,50.0,-5.95234453583,0.0,41
0.0433207,-3.40909,0.0472981,0.941950328648,471000,400.69191789627075,9420,-0.0144568,50.0,-6.21354370711,0.0,41
0.0299184,-3.40743,0.0544615,0.927535764873,473050,402.41054034233093,9461,-0.025818,50.0,-6.30070114506,0.0,41
0.0323647,-3.40674,0.049065,0.920180402696,475100,404.1593487262726,9502,-0.0222489,50.0,-6.38865776655,0.0,41
0.0253483,-3.39853,0.0592018,0.905678853393,477150,405.87960720062256,9543,-0.0169421,50.0,-6.29039221846,0.0,41
0.0352471,-3.41197,0.0391895,0.957972064614,479200,407.6115803718567,9584,-0.0140091,50.0,-6.20789689098,0.0,41
0.0368934,-3.39838,0.0482945,0.955120969564,481250,409.3624768257141,9625,-0.0132482,50.0,-6.43412436496,0.0,41
0.0217038,-3.40061,0.0386114,0.957894556224,483300,411.08235359191895,9666,-0.0173059,50.0,-6.27783142901,0.0,41
0.0783122,-3.39049,0.0353472,0.936823964119,485350,412.80878615379333,9707,-0.00803469,50.0,-6.17256027195,0.0,41
0.0384957,-3.40359,0.0630056,0.926760792732,487400,414.52770495414734,9748,-0.0157277,50.0,-6.19111667882,0.0,41
0.0294682,-3.40977,0.0403174,0.953069817275,489450,416.26396894454956,9789,-0.0177776,50.0,-6.47796167691,0.0,41
0.0321714,-3.38637,0.0440288,0.960785012692,491500,417.98447251319885,9830,-0.0227499,50.0,-6.64016144777,0.0,41
0.0232635,-3.39834,0.0374787,0.943834010512,493550,419.71540927886963,9871,-0.0208949,50.0,-6.53011034463,0.0,41
0.0377465,-3.3903,0.047013,0.95946726948,495600,421.4382688999176,9912,-0.0239813,50.0,-6.21539919902,0.0,41
0.0419511,-3.40649,0.0420659,0.947605844587,497650,423.1758427619934,9953,-0.0104624,50.0,-6.37614704988,0.0,41
0.0313612,-3.40716,0.0433353,0.96973208338,499700,424.8953058719635,9994,-0.0232854,50.0,-6.56010985227,0.0,41
0.0427462,-3.41762,0.0356217,0.969762602821,501750,426.6403965950012,10035,-0.0113861,50.0,-6.61104391852,0.0,41
0.0428697,-3.42754,0.0402333,0.946466941386,503800,428.3872232437134,10076,-0.0132967,50.0,-6.79581234663,0.0,41
0.0320789,-3.44215,0.0466069,0.931117810309,505850,430.1217474937439,10117,-0.0173293,50.0,-6.50262268095,0.0,41
0.028239,-3.4513,0.0374844,0.940589975566,507900,431.8739404678345,10158,-0.0151898,50.0,-5.81096165638,0.0,41
0.031248,-3.45574,0.0349534,0.950990855694,509950,433.6060514450073,10199,-0.00735621,50.0,-5.79782575956,0.0,41
0.0183619,-3.49159,0.0474636,0.943121470511,512000,435.3245289325714,10240,-0.0235561,50.0,-5.92782600139,0.0,41
0.0352326,-3.49262,0.0394339,0.931012958288,514000,437.0431261062622,10280,-0.00664877,50.0,-5.65831036307,0.0,40
0.0460038,-3.49872,0.0417683,0.961326695979,516050,438.7779588699341,10321,-0.0109067,50.0,-5.94073726266,0.0,41
0.0282921,-3.49653,0.0383786,0.958967998624,518100,440.5198884010315,10362,-0.0241858,50.0,-6.01480111755,0.0,41
0.0978879,-3.52055,0.0478284,0.934166878462,520150,442.2697739601135,10403,-0.00210543,50.0,-6.11275146788,0.0,41
0.0360201,-3.52812,0.0443156,0.942415043712,522200,444.0273230075836,10444,-0.0185453,50.0,-6.5717187546,0.0,41
0.0388154,-3.55094,0.0383048,0.94995649904,524250,445.7548828125,10485,-0.0140928,50.0,-6.28537024106,0.0,41
0.0433167,-3.56966,0.0253807,0.953458640724,526300,447.48780965805054,10526,-0.00886189,50.0,-5.76317657626,0.0,41
0.0338796,-3.5725,0.0433379,0.947359606624,528350,449.22333097457886,10567,-0.0175286,50.0,-5.68128653836,0.0,41
0.0472185,-3.6062,0.0314154,0.967521119863,530400,450.9569613933563,10608,-0.0221995,50.0,-5.90429947464,0.0,41
0.0313683,-3.58172,0.0402257,0.95537860319,532450,452.65955567359924,10649,-0.0163806,50.0,-5.91105531922,0.0,41
0.0586279,-3.57886,0.0578846,0.931470796466,534500,454.4103891849518,10690,-0.0153805,50.0,-6.32382164286,0.0,41
0.0313786,-3.59471,0.0532429,0.935084633529,536550,456.12954688072205,10731,-0.0194129,50.0,-6.52670620255,0.0,41
0.0477828,-3.58772,0.0406752,0.925745509565,538600,457.86274313926697,10772,-0.0069801,50.0,-6.42550750431,0.0,41
0.0353267,-3.60886,0.0461158,0.925686217844,540650,459.5897595882416,10813,-0.0142907,50.0,-6.08072777044,0.0,41
0.024033,-3.60524,0.0409688,0.946265503764,542700,461.3406581878662,10854,-0.0243561,50.0,-5.88020636692,0.0,41
0.0695771,-3.64071,0.0450888,0.935511432588,544750,463.07742857933044,10895,-0.00765094,50.0,-5.73379412223,0.0,41
0.0361891,-3.64031,0.0372883,0.940403409302,546800,464.8088710308075,10936,-0.0139451,50.0,-5.83553013158,0.0,41
0.0342387,-3.63959,0.0469141,0.960484087467,548850,466.5511815547943,10977,-0.0144887,50.0,-6.2584539834,0.0,41
0.0598383,-3.66751,0.0322277,0.920519165695,550900,468.2720227241516,11018,-0.0140296,50.0,-5.58344377155,0.0,41
0.0704252,-3.67641,0.0333442,0.954846478999,552950,470.01191210746765,11059,-0.018699,50.0,-5.63282981343,0.0,41
0.0660708,-3.68074,0.0313634,0.952008426189,555000,471.74723720550537,11100,-0.0246914,50.0,-6.0454924236,0.0,41
0.0388689,-3.70388,0.0375997,0.951610572636,557050,473.4814190864563,11141,-0.0100943,50.0,-5.83885335776,0.0,41
0.0325523,-3.70331,0.0321775,0.943644735962,559100,475.215208530426,11182,-0.0135847,50.0,-5.7560110525,0.0,41
0.0385924,-3.69752,0.0381091,0.924398452044,561150,476.94937348365784,11223,-0.0152376,50.0,-5.82349104559,0.0,41
0.0418128,-3.70083,0.0435745,0.957911171019,563200,478.67623019218445,11264,-0.00596373,50.0,-6.25920196096,0.0,41
0.121868,-3.69864,0.0808702,0.916600577533,565200,480.42523860931396,11304,0.0172198,50.0,-6.83617571517,0.0,40
0.028013,-3.71786,0.0417255,0.921156182885,567250,482.22189688682556,11345,-0.0196568,50.0,-6.56903720962,0.0,41
0.0440578,-3.74433,0.0358688,0.942210886627,569300,483.9734091758728,11386,-0.0116153,50.0,-6.28620848837,0.0,41
0.0503316,-3.73565,0.0392596,0.944933760911,571350,485.69950318336487,11427,-0.000970594,50.0,-5.84013433266,0.0,41
0.141629,-3.72699,0.0518106,0.952649109066,573400,487.4281795024872,11468,-0.00276483,50.0,-5.618750589,0.0,41
0.0274856,-3.70587,0.0443766,0.945641033351,575450,489.19942355155945,11509,-0.0264044,50.0,-5.95861827626,0.0,41
0.135812,-3.72067,0.0417412,0.947719234973,577500,490.93426847457886,11550,-0.0178565,50.0,-5.98831884706,0.0,41
0.0433092,-3.68034,0.037906,0.966458465904,579550,492.6601347923279,11591,-0.0231015,50.0,-6.36839176087,0.0,41
0.102721,-3.68421,0.0389771,0.938977401704,581600,494.39435839653015,11632,0.0111187,50.0,-6.18489036464,0.0,41
0.0444735,-3.70378,0.0497614,0.933368504047,583650,496.12956142425537,11673,0.00152864,50.0,-5.99694159971,0.0,41
0.0541151,-3.68877,0.0325918,0.941042304039,585700,497.8636794090271,11714,0.000221814,50.0,-6.09848965846,0.0,41
0.0325429,-3.66849,0.0458312,0.930214323103,587750,499.60635638237,11755,-0.0171664,50.0,-6.18121045805,0.0,41
0.0242644,-3.66351,0.0475876,0.933714903891,589800,501.3461012840271,11796,-0.0191679,50.0,-5.75802368301,0.0,41
0.0399771,-3.67359,0.041199,0.955341164023,591850,503.06600546836853,11837,-0.0195396,50.0,-6.04461401561,0.0,41
0.0281712,-3.66094,0.0392249,0.958126123995,593900,504.8413174152374,11878,-0.0257086,50.0,-6.24562058636,0.0,41
0.0353113,-3.67146,0.0454267,0.967015221715,595950,506.55921030044556,11919,-0.0189401,50.0,-6.30667001399,0.0,41
0.0284074,-3.67867,0.0397781,0.944190155715,598000,508.3085551261902,11960,-0.0304721,50.0,-6.4901637602,0.0,41
0.0483683,-3.68599,0.0569551,0.928457647562,600050,510.04307413101196,12001,-0.00360822,50.0,-6.58696946337,0.0,41
0.0520277,-3.6711,0.0352583,0.943205118179,602100,511.7783913612366,12042,-0.00774485,50.0,-6.18773726655,0.0,41
0.0649001,-3.66808,0.0467272,0.929675765336,604150,513.4963066577911,12083,0.00708003,50.0,-5.97865748406,0.0,41
0.031778,-3.68298,0.0394344,0.919919088483,606200,515.2306380271912,12124,-0.0186563,50.0,-5.9476109302,0.0,41
0.044851,-3.7035,0.0389239,0.951859753579,608250,516.9647481441498,12165,-0.00823183,50.0,-5.702042103,0.0,41
0.0365094,-3.68753,0.034082,0.938254762441,610300,518.7062478065491,12206,-0.00287211,50.0,-5.75235838276,0.0,41
0.0353349,-3.69273,0.035771,0.964788965881,612350,520.4424102306366,12247,-0.00733331,50.0,-5.77066803708,0.0,41
0.0806614,-3.72767,0.042733,0.928630441427,614400,522.1843543052673,12288,0.0250569,50.0,-5.88708727538,0.0,41
0.0354792,-3.70956,0.0349832,0.914603762329,616400,523.8904049396515,12328,-0.011549,50.0,-5.81831456979,0.0,40
0.0409873,-3.72987,0.0307803,0.952196810395,618450,525.6371586322784,12369,-0.0132186,50.0,-5.8783278326,0.0,41
0.0324103,-3.72678,0.042135,0.960328567773,620500,527.3553104400635,12410,-0.025346,50.0,-6.12416112358,0.0,41
0.111835,-3.74134,0.0362424,0.935511291027,622550,529.0761086940765,12451,-0.0120442,50.0,-6.02674832576,0.0,41
0.0410907,-3.74764,0.0469095,0.953193176538,624600,530.809378862381,12492,-0.0127031,50.0,-6.11025321196,0.0,41
0.0724404,-3.7689,0.0434422,0.9710383825,626650,532.5274169445038,12533,-0.00604367,50.0,-6.6390779667,0.0,41
0.0342899,-3.77098,0.0303483,0.957615271211,628700,534.2618725299835,12574,-0.0247421,50.0,-6.18851157083,0.0,41
0.0505803,-3.76434,0.0317968,0.961729016155,630750,536.0001420974731,12615,-0.0119351,50.0,-6.22780462512,0.0,41
0.0476633,-3.74061,0.0465293,0.928301766515,632800,537.7311413288116,12656,-0.0161657,50.0,-6.07377977724,0.0,41
0.0299211,-3.73801,0.0346976,0.941724717617,634850,539.4874520301819,12697,-0.0212655,50.0,-5.93891450486,0.0,41
0.036985,-3.71854,0.0390824,0.922773808241,636900,541.2229421138763,12738,-0.0251346,50.0,-5.70701230258,0.0,41
0.0398469,-3.73632,0.0385329,0.931804634631,638950,542.9878628253937,12779,-0.00498345,50.0,-5.5535524751,0.0,41
0.0318707,-3.74799,0.0395638,0.947854470462,641000,544.7308838367462,12820,-0.0151464,50.0,-5.36355979274,0.0,41
0.0342611,-3.76752,0.0357925,0.965672828257,643050,546.465354681015,12861,-0.0166757,50.0,-5.47046347647,0.0,41
0.0406316,-3.76617,0.0440531,0.959164991975,645100,548.2154273986816,12902,-0.0156927,50.0,-5.74905287849,0.0,41
0.0636169,-3.77123,0.0491776,0.926672033966,647150,549.9687139987946,12943,-0.0196324,50.0,-5.55390115358,0.0,41
0.0385379,-3.77806,0.0450146,0.933034621179,649200,551.6993365287781,12984,-0.0246506,50.0,-5.68067105131,0.0,41
0.0652551,-3.78806,0.0324316,0.958624128252,651250,553.449296951294,13025,-0.0279687,50.0,-6.03670814931,0.0,41
0.0478449,-3.78721,0.0618787,0.927475892007,653300,555.1991145610809,13066,-0.00992012,50.0,-6.62704005938,0.0,41
0.040909,-3.79497,0.0396714,0.924633048475,655350,556.9186687469482,13107,-0.0129249,50.0,-6.38951558787,0.0,41
0.0344701,-3.77934,0.0459078,0.949346594512,657400,558.6611561775208,13148,-0.0216176,50.0,-6.49590780042,0.0,41
0.0481024,-3.77437,0.0341366,0.941749759018,659450,560.4067988395691,13189,-0.0162049,50.0,-6.27054450568,0.0,41
0.041056,-3.77214,0.0537923,0.91006822139,661500,562.1766655445099,13230,-0.0237577,50.0,-6.34947362859,0.0,41
0.0306818,-3.79012,0.0532419,0.923601076007,663550,563.9107995033264,13271,-0.0267922,50.0,-6.64884389444,0.0,41
0.0552722,-3.80158,0.10279,0.863891676068,665600,565.6526188850403,13312,-0.0150374,50.0,-6.9085539546,0.0,41
0.0466838,-3.79332,0.0602217,0.929851487279,667600,567.3717994689941,13352,-0.0220768,50.0,-6.5392665158,0.0,40
0.0529324,-3.7851,0.0902702,0.937857758254,669650,569.1030504703522,13393,-0.0198532,50.0,-6.581556824,0.0,41
0.0256589,-3.79167,0.0617193,0.918458975852,671700,570.8242282867432,13434,-0.0204857,50.0,-6.39490765324,0.0,41
0.0404702,-3.79009,0.0562639,0.895985834301,673750,572.5510897636414,13475,-0.00354947,50.0,-6.03323372318,0.0,41
0.0248542,-3.78543,0.0683318,0.934654973447,675800,574.284322977066,13516,-0.0281494,50.0,-5.84222067593,0.0,41
0.0536987,-3.80324,0.0479526,0.945055838674,677850,576.0478105545044,13557,-0.0105039,50.0,-5.85289069798,0.0,41
0.0347279,-3.82007,0.0530911,0.947571702302,679900,577.7807354927063,13598,-0.0168951,50.0,-6.41439072745,0.0,41
0.0366495,-3.81013,0.04681,0.908909969032,681950,579.5308051109314,13639,-0.0225159,50.0,-6.14267764956,0.0,41
0.057719,-3.81371,0.0410925,0.925441063941,684000,581.2537515163422,13680,-0.00351988,50.0,-5.56462148979,0.0,41
0.0551452,-3.80809,0.0503555,0.924081847072,686050,583.0048654079437,13721,-0.0145772,50.0,-5.5764866744,0.0,41
0.030165,-3.80123,0.0452945,0.94660686329,688100,584.733546257019,13762,-0.017038,50.0,-5.86717219533,0.0,41
0.0293107,-3.80895,0.0410868,0.939946219325,690150,586.4732089042664,13803,-0.0238349,50.0,-6.06653863028,0.0,41
0.0850473,-3.80138,0.0450592,0.943600803614,692200,588.1917245388031,13844,0.0255072,50.0,-5.98081605241,0.0,41
0.0363654,-3.8025,0.0433865,0.945350453258,694250,589.942705154419,13885,-0.0180443,50.0,-5.71763721697,0.0,41
0.0323661,-3.82089,0.0620726,0.92111979425,696300,591.6683828830719,13926,-0.0122486,50.0,-5.84795693929,0.0,41
0.0414893,-3.83165,0.0628078,0.927112229168,698350,593.4024693965912,13967,-0.025584,50.0,-6.22448895725,0.0,41
0.0507687,-3.84223,0.0597627,0.914420641959,700400,595.1371939182281,14008,-0.0146735,50.0,-6.0484879533,0.0,41
0.0320567,-3.82507,0.0959941,0.881716698408,702450,596.8714742660522,14049,-0.0198516,50.0,-5.9745853699,0.0,41
0.0470624,-3.80833,0.0956001,0.898173458874,704500,598.5973515510559,14090,-0.0135212,50.0,-6.03369369187,0.0,41
0.0675426,-3.80422,0.0925278,0.884921342134,706550,600.3481142520905,14131,-0.00577435,50.0,-6.18658703657,0.0,41
0.0382229,-3.7992,0.0667213,0.858338207006,708600,602.0677042007446,14172,-0.00831744,50.0,-6.3104347298,0.0,41
0.0343982,-3.80663,0.0483759,0.914701618254,710650,603.824737071991,14213,-0.0262594,50.0,-5.93425392931,0.0,41
0.0629086,-3.80379,0.0645295,0.910808496177,712700,605.551584482193,14254,5.86463e-05,50.0,-5.92810126477,0.0,41
0.0638809,-3.8361,0.0613002,0.895263597369,714750,607.2861018180847,14295,-0.00976089,50.0,-5.9177785912,0.0,41
0.0705411,-3.85311,0.0481035,0.892690181732,716800,609.0279421806335,14336,-0.0081311,50.0,-6.14927325703,0.0,41
0.0342791,-3.82393,0.0879349,0.909812197089,718800,610.77734541893,14376,-0.0241515,50.0,-6.352918335,0.0,40
0.0458282,-3.83273,0.044741,0.929395370185,720850,612.5042111873627,14417,-0.0138161,50.0,-6.34611109777,0.0,41
0.040802,-3.84474,0.0531014,0.899188525975,722900,614.250248670578,14458,-0.0109872,50.0,-6.18921794292,0.0,41
0.0599038,-3.8751,0.0558957,0.911947704852,724950,615.984799861908,14499,-0.00557823,50.0,-5.83802132943,0.0,41
0.0453056,-3.87207,0.0504536,0.935121029615,727000,617.7149019241333,14540,-0.0205621,50.0,-5.88203733826,0.0,41
0.0556949,-3.88671,0.0495753,0.918904975057,729050,619.4573669433594,14581,-0.0111278,50.0,-6.08099860651,0.0,41
0.0278801,-3.87555,0.0387769,0.93488907069,731100,621.1920418739319,14622,-0.0179061,50.0,-6.16605656194,0.0,41
0.133309,-3.88733,0.0356507,0.907607011497,733150,622.9425756931305,14663,-0.0232696,50.0,-6.18569125298,0.0,41
0.077248,-3.89995,0.0406328,0.928689204156,735200,624.7024548053741,14704,0.0190254,50.0,-6.17417285213,0.0,41
0.069483,-3.89429,0.047725,0.933331526816,737250,626.4413244724274,14745,-0.00988233,50.0,-6.37176244974,0.0,41
0.037801,-3.86073,0.0378069,0.953210469335,739300,628.1836185455322,14786,-0.0123537,50.0,-6.38986282097,0.0,41
0.0431638,-3.8769,0.0372555,0.950463935733,741350,629.9181544780731,14827,-0.0167104,50.0,-6.18176763638,0.0,41
0.0293924,-3.87111,0.0322126,0.955611813813,743400,631.6439926624298,14868,-0.0190877,50.0,-6.00323996387,0.0,41
0.0617635,-3.8821,0.0513472,0.920414932072,745450,633.3794732093811,14909,-0.00165082,50.0,-6.09990667738,0.0,41
0.0394509,-3.89194,0.0500983,0.930869147182,747500,635.1131887435913,14950,-0.0122384,50.0,-5.86285827134,0.0,41
0.0491589,-3.9001,0.0318356,0.950239945203,749550,636.8569421768188,14991,-0.0202188,50.0,-5.95015753486,0.0,41
0.0312428,-3.89599,0.0423793,0.914223603904,751600,638.5747435092926,15032,-0.0277587,50.0,-6.01436603164,0.0,41
0.0453488,-3.92097,0.0434407,0.935224711895,753650,640.3408710956573,15073,-0.0194896,50.0,-6.01575679222,0.0,41
0.0498799,-3.91532,0.0395363,0.960642445832,755700,642.05841588974,15114,-0.012565,50.0,-5.68459458977,0.0,41
0.0351828,-3.94324,0.0359061,0.949825484306,757750,643.7935378551483,15155,-0.0124202,50.0,-6.04494581169,0.0,41
0.0227463,-3.95011,0.0398121,0.950236599892,759800,645.5360136032104,15196,-0.0241346,50.0,-6.1071246614,0.0,41
0.0476318,-3.9526,0.0330548,0.952530488372,761850,647.2861454486847,15237,-0.0144294,50.0,-6.13368044119,0.0,41
0.0301194,-3.9279,0.0313716,0.945977557451,763900,648.9968128204346,15278,-0.0252542,50.0,-6.05428224685,0.0,41
0.0260949,-3.94681,0.0309068,0.956910062581,765950,650.747612953186,15319,-0.0232209,50.0,-5.92120208481,0.0,41
0.0475283,-3.94644,0.0411404,0.957391772419,768000,652.4653730392456,15360,-0.0166396,50.0,-6.16273855816,0.0,41
0.0612155,-3.93752,0.0361881,0.95092683658,770000,654.2224352359772,15400,-0.00378969,50.0,-6.37230766816,0.0,40
0.0314656,-3.92841,0.0360302,0.947577666491,772050,655.9562129974365,15441,-0.0124032,50.0,-6.25348538548,0.0,41
0.046912,-3.92419,0.0303221,0.944805830717,774100,657.6843872070312,15482,-0.0287891,50.0,-5.84873692028,0.0,41
0.0250362,-3.90422,0.0331211,0.942245081067,776150,659.406131029129,15523,-0.0123815,50.0,-5.93645637699,0.0,41
0.0456728,-3.92372,0.0322861,0.949204359204,778200,661.1456670761108,15564,-0.00487867,50.0,-5.86236618915,0.0,41
0.062718,-3.9117,0.0319468,0.947775725275,780250,662.8713843822479,15605,0.000829678,50.0,-6.12577101887,0.0,41
0.0452235,-3.90752,0.0266078,0.953349292278,782300,664.6128873825073,15646,-0.0084878,50.0,-6.05117032654,0.0,41
0.0320857,-3.90884,0.0337326,0.95313905552,784350,666.3324325084686,15687,-0.0224441,50.0,-5.84343749028,0.0,41
0.0292793,-3.91993,0.0253611,0.96558259055,786400,668.0832331180573,15728,-0.0126874,50.0,-5.77902531302,0.0,41
0.0536888,-3.95583,0.0290688,0.951355990022,788450,669.8103928565979,15769,-0.00372116,50.0,-5.50253205856,0.0,41
0.0346078,-3.93608,0.0224709,0.944609638304,790500,671.5519106388092,15810,-0.027491,50.0,-5.44574299722,0.0,41
0.0349038,-3.92036,0.0278694,0.959658645093,792550,673.2781088352203,15851,-0.0139926,50.0,-5.59600194134,0.0,41
0.982076,-3.93811,0.0364609,0.927294231951,794600,675.0144407749176,15892,-0.0121714,50.0,-5.85423675045,0.0,41
0.0984425,-3.94077,0.0453987,0.870734408498,796650,676.7477738857269,15933,-0.0236262,50.0,-6.17591643388,0.0,41
0.0554554,-3.92,0.0547952,0.893656767905,798700,678.483460187912,15974,-0.0201439,50.0,-6.26454821026,0.0,41
0.044742,-3.93671,0.0412274,0.929039016366,800750,680.2076833248138,16015,-0.0185502,50.0,-6.06826087176,0.0,41
0.065106,-3.95282,0.0486637,0.951338753104,802800,681.9421513080597,16056,-0.00666553,50.0,-6.26491999466,0.0,41
0.0543601,-3.95457,0.0766643,0.92556642741,804850,683.6995615959167,16097,-0.0179332,50.0,-6.533281098,0.0,41
0.032016,-3.94169,0.0940849,0.938672117889,806900,685.4887933731079,16138,-0.0233257,50.0,-7.15901783704,0.0,41
0.0511539,-3.9421,0.0619421,0.950006548315,808950,687.2211363315582,16179,-0.0139887,50.0,-6.87592862172,0.0,41
0.0778854,-3.94043,0.0664634,0.923647321761,811000,688.9965481758118,16220,-0.00704034,50.0,-6.50350854694,0.0,41
0.0716427,-3.93194,0.0719544,0.942846104503,813050,690.7146484851837,16261,-0.00495995,50.0,-6.49270370367,0.0,41
0.0931935,-3.92798,0.0533511,0.955549549311,815100,692.4647886753082,16302,0.0057023,50.0,-6.69392837696,0.0,41
0.0567695,-3.93275,0.0622805,0.939870465547,817150,694.2005288600922,16343,-0.00269132,50.0,-6.48884394073,0.0,41
0.0563875,-3.92773,0.080904,0.900070413947,819200,695.9216949939728,16384,0.00180498,50.0,-6.22800247755,0.0,41
0.037689,-3.94312,0.0322079,0.921252138913,821200,697.6683678627014,16424,-0.0261881,50.0,-6.04931641741,0.0,40
0.0586981,-3.92738,0.0577511,0.928688205779,823250,699.402747631073,16465,-0.0113427,50.0,-6.19435840834,0.0,41
0.0407583,-3.92229,0.0524402,0.921851016581,825300,701.1368720531464,16506,-0.014328,50.0,-5.77914675971,0.0,41
0.0381456,-3.91985,0.0399109,0.947766561061,827350,702.8716304302216,16547,-0.00768638,50.0,-6.14458349491,0.0,41
0.0325441,-3.91863,0.0404089,0.93523774296,829400,704.6131570339203,16588,-0.0216021,50.0,-5.95945576449,0.0,41
0.0355282,-3.9277,0.0312617,0.955281529576,831450,706.3327224254608,16629,-0.0073206,50.0,-5.85486971062,0.0,41
0.0463767,-3.93893,0.0397337,0.923044264317,833500,708.0669438838959,16670,-0.0194022,50.0,-5.94173990151,0.0,41
0.0308438,-3.96221,0.0398009,0.907699123025,835550,709.7930197715759,16711,-0.0193808,50.0,-5.90554002959,0.0,41
0.0627566,-3.95398,0.0274145,0.949259262532,837600,711.5277740955353,16752,0.00129247,50.0,-6.08781665437,0.0,41
0.0722789,-3.97326,0.0342143,0.922355093062,839650,713.2539229393005,16793,-0.00667739,50.0,-6.17143983867,0.0,41
0.0492835,-3.97875,0.030293,0.957041621208,841700,715.0031042098999,16834,-0.0249568,50.0,-6.39600499741,0.0,41
0.0563603,-3.99414,0.0289627,0.94508850947,843750,716.739182472229,16875,-0.0199858,50.0,-6.33496113281,0.0,41
0.0465248,-4.00796,0.0307202,0.951750218868,845800,718.4810245037079,16916,-0.0146878,50.0,-6.01653703759,0.0,41
0.0551936,-4.01545,0.0365219,0.927728705108,847850,720.1998550891876,16957,-0.0226649,50.0,-6.25122537397,0.0,41
0.0463529,-3.99883,0.0540568,0.906990550458,849900,721.9365322589874,16998,-0.0245142,50.0,-6.27526702337,0.0,41
0.0523509,-4.0146,0.0457397,0.916953146458,851950,723.6528129577637,17039,-0.0201796,50.0,-6.43154578436,0.0,41
0.046753,-4.04951,0.035987,0.943343658,854000,725.4025413990021,17080,-0.0143458,50.0,-6.38647447387,0.0,41
4.50229,-4.04577,0.0492152,0.91257827729,856050,727.1523509025574,17121,0.0579413,50.0,-6.3071769261,0.0,41
0.0326112,-4.03749,0.0798914,0.838380604982,858100,728.8801856040955,17162,-0.0258298,50.0,-7.10145880874,0.0,41
0.0340947,-4.03979,0.0666996,0.955864705145,860150,730.5931329727173,17203,-0.0230485,50.0,-7.71633361614,0.0,41
0.0311876,-4.0392,0.0657807,0.956598512828,862200,732.3642981052399,17244,-0.0226597,50.0,-7.15238913677,0.0,41
0.0449785,-4.04212,0.0824721,0.936859220266,864250,734.0748353004456,17285,0.00308762,50.0,-7.30692329912,0.0,41
0.0443501,-4.04823,0.0529636,0.967145647854,866300,735.824166059494,17326,-0.00881737,50.0,-7.37403411709,0.0,41
0.0490321,-4.05527,0.0475244,0.978128705174,868350,737.5585317611694,17367,-0.0205351,50.0,-7.6571441033,0.0,41
0.0437205,-4.06714,0.0656362,0.92717345804,870400,739.2947804927826,17408,-0.00441333,50.0,-7.49283486579,0.0,41
0.0311592,-4.07455,0.056963,0.954724505544,872400,741.0310773849487,17448,-0.0189134,50.0,-6.93084077566,0.0,40
0.025211,-4.07157,0.0784372,0.949455887079,874450,742.7634739875793,17489,-0.0192157,50.0,-6.79360368532,0.0,41
0.0472742,-4.0657,0.0486604,0.966717019677,876500,744.483638048172,17530,-0.0122378,50.0,-6.83310472142,0.0,41
0.0399769,-4.06636,0.0593835,0.974180584773,878550,746.2311627864838,17571,-0.0180846,50.0,-7.17836303421,0.0,41
0.0491351,-4.0817,0.0550408,0.975747026503,880600,747.970648765564,17612,-0.0220557,50.0,-7.61461543751,0.0,41
0.0514967,-4.10117,0.0649964,0.976791555062,882650,749.6991159915924,17653,-0.00265856,50.0,-7.74680336227,0.0,41
0.044794,-4.09417,0.0452773,0.981581678614,884700,751.4340121746063,17694,-0.0212054,50.0,-7.40775895097,0.0,41
0.0332064,-4.08843,0.0570341,0.964288622141,886750,753.1680951118469,17735,-0.0175209,50.0,-7.45164325464,0.0,41
0.0534997,-4.10278,0.0490002,0.964940741658,888800,754.9033441543579,17776,-0.0122336,50.0,-6.8987725273,0.0,41
0.0472256,-4.09521,0.0445655,0.972860947251,890850,756.6145861148834,17817,-0.018489,50.0,-6.46807532197,0.0,41
0.0281478,-4.07557,0.0607461,0.968233302236,892900,758.3555483818054,17858,-0.0252766,50.0,-7.20495780526,0.0,41
0.0505322,-4.09266,0.0440048,0.970164300874,894950,760.090131521225,17899,-0.00541813,50.0,-6.93516613913,0.0,41
0.0398662,-4.10833,0.0453604,0.954681236297,897000,761.8249409198761,17940,-0.0205493,50.0,-6.62762420999,0.0,41
