EpisodesSoFar,loss_vf_loss,EpRewMean,loss_pol_entpen,EpThisIter,TimestepsSoFar,TimeElapsed,loss_ent,loss_pol_surr,EpLenMean,loss_kl,ev_tdlam_before
1992,185.642,1823.55875411,0.0,4,454356,480.065007686615,3.55531,-0.0535932,472.86,0.0407714,0.950263690203
1995,130.753,1860.97087034,0.0,3,456234,482.19685673713684,3.5238,-0.0636836,481.2,0.0353307,0.956269722432
2000,180.784,1894.50174932,0.0,5,458641,484.34007501602173,3.542,-0.0591886,488.38,0.0310586,0.961784429848
2003,546.664,1916.78810743,0.0,3,460797,486.4858582019806,3.52739,-0.0406732,494.09,0.0293431,0.810181930661
2006,186.765,1923.4295864,0.0,3,462490,488.6423156261444,3.55112,-0.0632563,494.7,0.0271809,0.869318902493
2010,160.514,1922.76696096,0.0,4,464863,490.8056321144104,3.53733,-0.062864,493.39,0.0320978,0.957857515663
2013,235.05,1986.48269389,0.0,3,466923,492.93046712875366,3.5169,-0.0526192,508.0,0.0256752,0.881099358201
2016,648.228,1998.40237024,0.0,3,468706,495.0810444355011,3.51224,-0.0392868,510.83,0.022501,0.834193184972
2020,578.276,2048.84365711,0.0,4,470943,497.231205701828,3.48555,-0.0432144,522.99,0.0265973,0.857465609908
2022,692.14,2101.85438845,0.0,2,472781,499.42357993125916,3.51628,-0.0235226,534.71,0.0421648,0.799265772104
2025,404.881,2147.53637112,0.0,3,474676,501.58731293678284,3.46861,-0.0484354,545.38,0.026113,0.843831703067
2030,276.851,2166.20735567,0.0,5,477037,503.7280693054199,3.46426,-0.0595987,549.83,0.0332231,0.906867168844
2033,148.805,2193.96260803,0.0,3,478977,505.88361382484436,3.43107,-0.0691975,555.75,0.0345398,0.950568873435
2038,140.822,2174.38668805,0.0,5,480788,508.03246903419495,3.39006,-0.0728935,550.08,0.0317937,0.959423374385
2043,134.195,2160.12076348,0.0,5,483118,510.2056188583374,3.35969,-0.0614562,546.97,0.0383333,0.967562105507
2047,173.061,2156.73198128,0.0,4,485129,512.3370492458344,3.33324,-0.0640386,546.11,0.032263,0.95583704114
2051,209.539,2199.27550512,0.0,4,487295,514.4937994480133,3.30245,-0.0587771,555.15,0.033555,0.92234941572
2055,98.648,2194.22387772,0.0,4,489075,516.6519060134888,3.28559,-0.0571432,553.38,0.0344045,0.961581852287
2059,165.341,2183.75511565,0.0,4,491160,518.8298752307892,3.28675,-0.0629504,550.28,0.0249634,0.954771552235
2064,109.913,2170.96347004,0.0,5,493460,521.0017602443695,3.2489,-0.0609646,545.59,0.0399058,0.973997563124
2068,214.699,2119.16611712,0.0,4,495153,523.1494266986847,3.23795,-0.051839,533.51,0.0295447,0.91572099179
2072,111.979,2125.51283247,0.0,4,497454,525.2901194095612,3.22746,-0.0568687,534.66,0.0378052,0.931516811252
2075,207.406,2137.15998183,0.0,3,499318,527.4489924907684,3.19017,-0.0593184,537.94,0.0443909,0.918478630483
2079,628.634,2171.36308958,0.0,4,501745,529.6143312454224,3.17209,-0.0409639,545.77,0.0321517,0.877543441951
2084,178.905,2095.57465057,0.0,5,503072,531.7648055553436,3.1666,-0.0580965,526.86,0.0353938,0.919154204428
2089,90.1287,2099.59043777,0.0,5,505685,533.8993277549744,3.1696,-0.0560263,527.35,0.0407853,0.957671809942
2092,161.632,2129.69809803,0.0,3,507704,536.055508852005,3.12205,-0.0615505,533.48,0.0487086,0.948483102024
2097,132.455,2075.25095657,0.0,5,509804,538.2278995513916,3.10136,-0.0645956,521.26,0.0397025,0.966849699616
2100,127.593,2127.51745384,0.0,3,511859,540.3839917182922,3.06635,-0.0628133,532.18,0.0306406,0.954637657851
2102,318.055,2145.87186378,0.0,2,513379,542.5405075550079,3.08376,-0.042793,535.82,0.0242744,0.855814501643
2106,732.487,2142.14737241,0.0,4,515947,544.6653897762299,3.08355,-0.0470963,534.57,0.0447939,0.779599159956
2109,448.166,2139.36754069,0.0,3,517702,546.8223457336426,3.04556,-0.0572814,533.5,0.0373677,0.827833160758
2113,151.398,2102.35883777,0.0,4,519396,548.9777565002441,3.06153,-0.0669165,524.73,0.0380931,0.949772745371
2117,128.621,2117.36985136,0.0,4,521726,551.1194870471954,3.04626,-0.0513038,527.15,0.0359598,0.96071812138
2120,116.909,2136.97659358,0.0,3,523910,553.2457115650177,3.03252,-0.0498087,529.67,0.0398341,0.967702053487
2124,143.31,2076.17381235,0.0,4,525900,555.391598701477,2.97909,-0.0568659,515.0,0.045988,0.961645897478
2128,128.242,2103.53385215,0.0,4,528298,557.5635912418365,2.9541,-0.0577317,520.97,0.0361285,0.965517926961
2131,129.448,2111.03514901,0.0,3,529783,559.7276127338409,2.95403,-0.055793,522.33,0.0342693,0.972461599857
2137,179.988,2094.93774314,0.0,6,532351,561.899050951004,2.96216,-0.0674682,518.83,0.0349866,0.943703878671
2141,124.171,2110.03308979,0.0,4,534387,564.024359703064,2.95593,-0.064149,521.31,0.0394691,0.96637885645
2146,125.877,2102.79790662,0.0,5,536448,566.1804611682892,2.9379,-0.0453469,520.21,0.0303423,0.926720693707
2149,104.545,2083.73780278,0.0,3,537852,568.3212280273438,2.9177,-0.0583247,515.52,0.0394557,0.956242825836
2152,1205.27,2118.00115822,0.0,3,540140,570.477546453476,2.91633,-0.0395996,523.73,0.0426635,0.639422208071
2157,160.65,2115.31743643,0.0,5,542672,572.6337299346924,2.92804,-0.0661341,523.4,0.0344712,0.933669410646
2159,574.969,2164.60817121,0.0,2,544473,574.7742261886597,2.92991,-0.0375516,533.13,0.0245456,0.788609042764
2161,805.349,2186.21253445,0.0,2,545889,576.9464731216431,2.92828,-0.0401887,537.85,0.0313449,0.715106755495
2164,1186.4,2227.88810163,0.0,3,548192,579.0959663391113,2.89081,-0.0386987,547.32,0.0415095,0.676731944084
2167,187.232,2274.78138276,0.0,3,550292,581.2757806777954,2.86142,-0.0530965,556.96,0.0380067,0.926623910666
2172,198.774,2263.52257755,0.0,5,552878,583.3990361690521,2.84877,-0.0630336,554.24,0.0416915,0.962301410735
2177,150.212,2232.63799479,0.0,5,554947,585.5462386608124,2.81528,-0.0614121,546.07,0.0371562,0.967288006097
2181,153.278,2245.19584212,0.0,4,557005,587.6886851787567,2.82546,-0.0599622,547.4,0.0426236,0.961675874889
2187,197.56,2218.56896555,0.0,6,559024,589.8531546592712,2.79388,-0.0611235,540.45,0.0416649,0.944148659706
2191,166.744,2204.73958579,0.0,4,560841,592.0087757110596,2.8018,-0.0640879,536.91,0.0386904,0.964043736458
2195,118.854,2218.87797281,0.0,4,562977,594.1498098373413,2.78245,-0.0648179,538.91,0.040368,0.973996235058
2199,117.478,2212.76912862,0.0,4,565178,596.321515083313,2.77612,-0.0645299,537.66,0.0354584,0.970685696229
2202,173.117,2176.28363922,0.0,3,566345,598.4618968963623,2.73901,-0.0602258,529.66,0.031803,0.957231782377
2206,651.066,2195.8629995,0.0,4,569237,600.6499392986298,2.69959,-0.0438778,532.9,0.0327402,0.878997303545
2209,331.462,2190.27576524,0.0,3,570877,602.7879383563995,2.688,-0.0493959,531.75,0.0384808,0.88058295846
2212,477.127,2236.20500492,0.0,3,573108,604.9319024085999,2.64876,-0.0467778,541.45,0.0410659,0.876730799675
2215,1016.76,2264.262214,0.0,3,575455,607.073849439621,2.65527,-0.047062,547.28,0.0355363,0.547135204077
2217,670.88,2298.78191269,0.0,2,577126,609.2187142372131,2.6707,-0.0426955,554.0,0.0366096,0.763458758593
2220,835.29,2302.75026122,0.0,3,579448,611.3749127388,2.683,-0.0503614,555.38,0.0388703,0.659846484661
2223,678.564,2309.03281957,0.0,3,581217,613.4999136924744,2.67312,-0.0460304,556.85,0.0304131,0.837773710489
2226,1314.14,2347.96851648,0.0,3,583667,615.6458265781403,2.65179,-0.0377855,565.0,0.0507304,0.616242140532
2228,507.528,2379.60810757,0.0,2,585420,617.808750629425,2.64547,-0.0459886,571.22,0.0318689,0.824174314737
2232,675.192,2386.66610255,0.0,4,587705,619.9780747890472,2.64375,-0.0505702,572.7,0.0332045,0.847910031676
2236,151.344,2393.70824126,0.0,4,589338,622.1184437274933,2.63586,-0.0617738,573.39,0.0385045,0.95834608376
2240,846.596,2403.29565387,0.0,4,591390,624.2619354724884,2.63873,-0.0434856,575.25,0.0330203,0.883286908269
2243,1196.06,2442.06545995,0.0,3,593475,626.3921387195587,2.63144,-0.0367274,582.82,0.0532041,0.694127619267
2248,576.059,2462.07901475,0.0,5,595917,628.5485923290253,2.62648,-0.04696,587.34,0.0576363,0.868484571576
2251,142.68,2439.71161103,0.0,3,597309,630.7123780250549,2.63796,-0.0634982,581.69,0.0449373,0.944719810039
2255,1358.4,2418.41094295,0.0,4,599694,632.8560934066772,2.64172,-0.0456685,577.46,0.0388818,0.744070708752
2259,641.602,2405.74656497,0.0,4,601977,635.0086915493011,2.60657,-0.0501701,575.04,0.0310881,0.873528450727
2261,735.059,2418.95132087,0.0,2,603625,637.141191482544,2.56852,-0.0419468,577.36,0.0407793,0.679060429335
2263,621.053,2436.82657322,0.0,2,605291,639.3141739368439,2.543,-0.0387638,580.99,0.0410829,0.825287222862
2266,1277.88,2416.73451363,0.0,3,607377,641.4627063274384,2.53668,-0.0389015,576.55,0.0425299,0.508102655411
2270,1006.46,2441.88507167,0.0,4,610195,643.6056191921234,2.5122,-0.0498726,582.57,0.0345733,0.78601680696
2273,560.066,2471.41597143,0.0,3,612270,645.7354011535645,2.50216,-0.0531974,589.01,0.0335388,0.87060649693
2277,121.942,2482.00193616,0.0,4,614143,647.8999767303467,2.46768,-0.0704885,591.96,0.0404937,0.956249278039
2281,254.229,2488.15268236,0.0,4,616428,650.0587403774261,2.42809,-0.0586611,594.23,0.0483486,0.934460699558
2283,765.458,2550.79462042,0.0,2,618303,652.2200839519501,2.42147,-0.0430607,607.82,0.0335635,0.773337692022
2288,734.119,2562.65916933,0.0,5,620449,654.3756611347198,2.41493,-0.0514087,611.08,0.036854,0.901934124529
2291,700.676,2585.43074315,0.0,3,622496,656.5164229869843,2.37082,-0.0469537,616.55,0.0492948,0.859409928322
2294,666.542,2604.31275941,0.0,3,624637,658.6729128360748,2.35838,-0.050346,622.26,0.0361417,0.861098051071
2298,104.024,2585.90654414,0.0,4,626491,660.8450176715851,2.34307,-0.0645111,619.4,0.0493675,0.95133491978
2302,794.362,2600.61310644,0.0,4,628601,662.9935009479523,2.36435,-0.0146739,622.56,0.131726,0.870576798916
2305,81.1737,2565.3766361,0.0,3,630138,665.1343815326691,2.36372,-0.0540314,615.32,0.0469853,0.95948119089
2309,782.947,2564.9385739,0.0,4,632562,667.2784476280212,2.33236,-0.048782,616.85,0.028059,0.885331884027
2313,734.347,2538.55198469,0.0,4,634556,669.4263305664062,2.30445,-0.0442456,611.01,0.0365586,0.860228851438
2315,105.276,2511.44396453,0.0,2,635979,671.5747740268707,2.2922,-0.0701784,605.24,0.0414743,0.944003880024
2319,1035.24,2473.96700672,0.0,4,638553,673.7116258144379,2.29945,-0.0431846,597.66,0.0319545,0.707730054855
2323,658.496,2467.89207341,0.0,4,640936,675.8470001220703,2.31069,-0.0496977,597.19,0.0374554,0.867840185761
2327,666.92,2412.83046473,0.0,4,643042,678.0307958126068,2.30706,-0.0412294,586.22,0.067187,0.847607657313
2332,124.327,2345.14521887,0.0,5,644862,680.1989164352417,2.29681,-0.063986,571.57,0.0393424,0.95957928896
2334,1031.24,2401.48035758,0.0,2,646862,682.3593635559082,2.30641,-0.034755,585.64,0.0384849,0.345090568066
2336,784.322,2440.47634465,0.0,2,648862,684.4846222400665,2.29532,-0.0441649,595.24,0.0335557,0.405343234539
2340,684.742,2422.68768155,0.0,4,650598,686.6338255405426,2.26502,-0.0512603,592.08,0.0349384,0.801106989384
2343,1116.46,2433.48185596,0.0,3,653073,688.7861895561218,2.26329,-0.0423261,595.98,0.0318918,0.672904103994
2345,1073.72,2464.77009074,0.0,2,655073,690.9477682113647,2.21596,-0.0452363,604.29,0.0275399,0.518662035465
2348,105.056,2491.81685298,0.0,3,656977,693.1186804771423,2.20383,-0.0586011,610.6,0.040229,0.930262669921
2351,607.464,2527.5674955,0.0,3,659246,695.2460651397705,2.18263,-0.0477661,619.37,0.0364262,0.839345619082
2355,149.032,2495.99601442,0.0,4,660972,697.3922746181488,2.16824,-0.0637183,612.78,0.0483537,0.943317823112
2358,520.969,2494.6212403,0.0,3,662994,699.548068523407,2.15596,-0.0517429,612.97,0.0358753,0.863836675882
2361,155.673,2493.28325482,0.0,3,664997,701.7188608646393,2.15313,-0.0599139,613.72,0.043149,0.908917032182
2363,751.857,2491.81864311,0.0,2,666678,703.8593204021454,2.15668,-0.0324268,613.87,0.107956,0.751369327307
2366,540.149,2519.79433854,0.0,3,669408,705.9931888580322,2.15061,-0.0348625,620.31,0.0382544,0.841691851616
2368,1220.13,2543.2629844,0.0,2,671408,708.1504127979279,2.14107,-0.0405914,625.43,0.0371422,0.32848739624
2370,1103.78,2573.90462635,0.0,2,673408,710.3037722110748,2.10607,-0.0412193,632.13,0.0363503,0.318568944931
2373,664.059,2545.06476499,0.0,3,674915,712.4473176002502,2.08735,-0.0446312,626.45,0.0406996,0.802488610148
2376,471.072,2622.84051911,0.0,3,677766,714.5325076580048,2.04577,-0.043415,642.83,0.0388603,0.838646829128
2378,730.273,2628.76671725,0.0,2,679220,716.7202129364014,2.03782,-0.0387854,644.48,0.0392419,0.693375319242
2382,722.886,2629.059296,0.0,4,681840,718.9311034679413,2.03733,-0.0491166,645.37,0.0357907,0.847288787365
2385,499.292,2657.93916294,0.0,3,683939,721.1532621383667,2.00884,-0.0482124,652.46,0.0421263,0.84307962656
2387,130.58,2656.997633,0.0,2,685248,723.3762731552124,1.96819,-0.0500205,651.72,0.0438728,0.905893161893
2391,783.001,2676.78356573,0.0,4,688099,725.5780370235443,1.94143,-0.0421803,656.03,0.033445,0.813739016652
2394,140.63,2662.49759198,0.0,3,689867,727.8292062282562,1.94361,-0.054971,652.3,0.0488519,0.920890524983
2397,140.744,2688.63646813,0.0,3,691978,729.9935204982758,1.92181,-0.0630241,657.59,0.0471028,0.943863015622
2400,667.435,2729.51049657,0.0,3,693878,732.1335952281952,1.93511,-0.0452273,666.93,0.0450868,0.841645479202
2405,203.91,2680.48227148,0.0,5,695756,734.27498960495,1.93586,-0.0646175,656.18,0.0453988,0.926558077335
2408,597.818,2694.26301793,0.0,3,698075,736.4344158172607,1.94807,-0.0408439,658.06,0.0338003,0.834243834019
2411,602.665,2742.78292551,0.0,3,700060,738.5948514938354,1.93648,-0.0447274,668.33,0.0340915,0.831826627254
2417,150.428,2661.11004907,0.0,6,702337,740.7439949512482,1.91198,-0.0652141,650.78,0.0385067,0.941784590483
2421,856.999,2643.06134688,0.0,4,704400,742.8806293010712,1.92192,-0.031825,646.77,0.183799,0.78147110343
2425,120.76,2644.00277773,0.0,4,706375,745.0094027519226,1.92215,-0.0595142,646.77,0.0366911,0.950181409717
2427,84.525,2653.64568945,0.0,2,707889,747.1804060935974,1.89424,-0.0648206,648.47,0.0366669,0.955710891634
2431,712.362,2667.41882877,0.0,4,709830,749.3377211093903,1.89385,-0.053003,651.97,0.0296917,0.845941305161
2434,432.294,2689.60464118,0.0,3,712415,751.4940650463104,1.88106,-0.0443365,655.53,0.0357766,0.870709553361
2436,542.926,2690.39687016,0.0,2,714415,753.6340117454529,1.89167,-0.0347046,655.53,0.0363857,0.616363495588
2440,339.346,2708.56722936,0.0,4,716579,755.7905974388123,1.88647,-0.0560015,659.81,0.0342674,0.886769905686
2444,735.891,2655.12760676,0.0,4,718791,757.9468965530396,1.85812,-0.0553549,647.18,0.040056,0.874134406447
2446,368.726,2662.97585565,0.0,2,720492,760.0835688114166,1.83634,-0.0504359,648.0,0.0359035,0.824616715312
2448,849.81,2696.64721229,0.0,2,722492,762.2121469974518,1.84848,-0.040397,655.15,0.0746909,0.752105802298
2450,724.983,2718.30716544,0.0,2,724250,764.3678796291351,1.85095,-0.00961915,660.04,0.455816,0.780403286219
2455,288.409,2706.83454892,0.0,5,726607,766.5241315364838,1.89484,-0.0477921,656.35,0.0462256,0.898143202066
2458,237.576,2717.29512428,0.0,3,728764,768.6803839206696,1.87808,-0.0645395,657.7,0.0489235,0.88984144479
2462,203.4,2691.45736252,0.0,4,730830,770.8527121543884,1.8809,-0.0651418,651.52,0.0437371,0.9155093804
2466,181.749,2590.45944812,0.0,4,732266,772.9851484298706,1.87036,-0.0561564,628.58,0.0399828,0.923093169928
2470,670.205,2527.82624082,0.0,4,734859,775.1268625259399,1.83634,-0.0577039,614.51,0.0441593,0.840371236205
2474,115.817,2520.45926065,0.0,4,737092,777.2749581336975,1.78836,-0.0536967,612.15,0.0672568,0.961712017655
2480,270.645,2354.25290633,0.0,6,738751,779.4459717273712,1.76904,-0.0598271,575.43,0.0463297,0.890178471804
2482,143.258,2404.41308366,0.0,2,740389,781.589457988739,1.81235,-0.0602751,585.49,0.0434496,0.943379733711
2486,336.039,2394.70131752,0.0,4,743206,783.7348301410675,1.79667,-0.0526314,582.67,0.0302242,0.903382606804
2488,1103.67,2427.10375808,0.0,2,745206,785.8999259471893,1.78555,-0.0347735,589.58,0.042458,0.302046656609
2493,444.0,2383.08499252,0.0,5,747318,788.0487749576569,1.78992,-0.0536776,579.36,0.0354036,0.891883030534
2498,219.658,2331.32916951,0.0,5,749126,790.212739944458,1.75855,-0.0656399,567.32,0.0461605,0.93174058944
2501,135.593,2333.55891896,0.0,3,751101,792.3537263870239,1.76446,-0.0476886,567.01,0.0462999,0.960499159992
2504,728.233,2378.02244701,0.0,3,753193,794.4956610202789,1.74855,-0.0400539,577.04,0.0325878,0.685315519571
2508,186.636,2376.93979405,0.0,4,755712,796.6423842906952,1.75334,-0.0697595,576.37,0.0485011,0.939474206418
2512,591.761,2321.54794479,0.0,4,757476,798.8214676380157,1.77938,-0.0476996,564.16,0.0357735,0.828942939639
2516,581.156,2366.27737287,0.0,4,759512,800.9302799701691,1.74591,-0.0546673,574.02,0.0517257,0.860117152333
2520,425.837,2369.39627313,0.0,4,761472,803.0653650760651,1.7412,-0.058213,574.31,0.037473,0.858659133315
2524,203.274,2403.86766393,0.0,4,763848,805.2291362285614,1.74207,-0.0536924,581.24,0.0607435,0.915579773486
2528,164.087,2332.85200926,0.0,4,765463,807.3865926265717,1.74919,-0.0656932,565.74,0.0414326,0.936926670372
2532,271.696,2352.65064848,0.0,4,767776,809.5717153549194,1.72166,-0.0509533,569.46,0.0578424,0.939639553428
2535,228.489,2321.15049404,0.0,3,769641,811.7000482082367,1.75228,-0.0527393,562.26,0.048071,0.921440646052
2539,112.051,2298.24666217,0.0,4,771800,813.8432137966156,1.73237,-0.062324,556.36,0.0467663,0.969008922577
2542,127.537,2304.71827894,0.0,3,773636,815.9899609088898,1.7019,-0.0648314,556.79,0.0372592,0.957657951862
2546,531.245,2304.83457422,0.0,4,776096,818.1652431488037,1.69643,-0.0505805,556.04,0.0344784,0.876396283507
2549,177.107,2268.23515995,0.0,3,777921,820.337034702301,1.72678,-0.0606957,546.71,0.0733878,0.932251982391
2552,215.012,2215.92565066,0.0,3,779747,822.4930572509766,1.71345,-0.0448636,543.05,0.0602469,0.961181521416
2556,816.66,2244.21259782,0.0,4,782145,824.6491014957428,1.66757,-0.0425119,550.1,0.0439284,0.838580906391
2559,705.177,2247.93222604,0.0,3,784260,826.7937159538269,1.58947,-0.0533432,550.27,0.0398763,0.816465765238
2563,372.114,2248.67387293,0.0,4,786277,828.9775500297546,1.59321,-0.0497067,550.29,0.0461147,0.858552977443
2566,192.737,2297.42057115,0.0,3,788304,831.1286618709564,1.62006,-0.0622748,560.38,0.0497334,0.927178867161
2570,245.153,2264.87113181,0.0,4,790136,833.2771384716034,1.618,-0.0506513,552.77,0.0525734,0.940350569785
2575,137.37,2248.56008469,0.0,5,792444,835.4235513210297,1.59392,-0.0573045,548.78,0.0524143,0.961969699711
2579,148.716,2298.73290309,0.0,4,794615,837.5793323516846,1.5793,-0.0559815,559.43,0.0463733,0.964741379023
2583,138.281,2240.3363068,0.0,4,796125,839.7512774467468,1.53038,-0.0601343,547.36,0.0520798,0.967628665268
2586,85.9007,2273.06978632,0.0,3,798578,841.8840975761414,1.51371,-0.066338,553.72,0.054878,0.966136734933
2589,162.886,2212.28788095,0.0,3,800219,844.0242309570312,1.49321,-0.0669674,541.13,0.0422767,0.96007469669
2592,82.5593,2243.1319772,0.0,3,801990,846.1731407642365,1.49749,-0.0592116,547.52,0.0496888,0.971644258127
2596,129.3,2328.75684903,0.0,4,804691,848.3284771442413,1.472,-0.0637629,565.04,0.0392247,0.962900470942
2599,135.424,2353.29550468,0.0,3,806638,850.4860107898712,1.46242,-0.06675,570.43,0.0525327,0.963980216533
2603,747.108,2307.75116293,0.0,4,808783,852.6258296966553,1.49206,-0.0400979,560.27,0.0360383,0.892352931201
2607,176.944,2292.89590846,0.0,4,810815,854.765704870224,1.48837,-0.0656074,556.76,0.0485012,0.950595345348
2609,100.488,2284.86463763,0.0,2,812188,856.9151611328125,1.46842,-0.06537,554.76,0.0479004,0.958409041166
2614,861.698,2323.42904798,0.0,5,815040,859.1030051708221,1.47326,-0.0536061,562.55,0.0376911,0.885036483407
2618,212.294,2329.14810212,0.0,4,817034,861.242922782898,1.46064,-0.0639174,563.28,0.0474309,0.941066991538
2621,686.773,2343.73254654,0.0,3,818827,863.3995020389557,1.47037,-0.0304501,566.34,0.121939,0.815920740366
2624,123.136,2341.10197404,0.0,3,820420,865.5402164459229,1.42756,-0.0630882,565.72,0.0468876,0.951271232218
2627,367.38,2397.13402417,0.0,3,822736,867.696783542633,1.40595,-0.0464615,576.91,0.0386566,0.837266132236
2631,745.424,2405.58791426,0.0,4,825085,869.8521778583527,1.39263,-0.0497808,578.19,0.0411775,0.853873878717
2635,144.108,2393.81443013,0.0,4,827123,871.9856433868408,1.40308,-0.0738022,574.82,0.0447314,0.965648792684
2639,88.3032,2403.22477391,0.0,4,829423,874.1420621871948,1.38639,-0.0585987,576.23,0.040029,0.976806167513
2641,112.184,2400.88855525,0.0,2,830526,876.2817964553833,1.38703,-0.0655133,575.57,0.0505221,0.955697935075
2645,267.945,2419.39632152,0.0,4,833494,878.5475580692291,1.38509,-0.0555727,579.14,0.0332855,0.899957463145
2651,206.56,2367.91191728,0.0,6,835492,880.6886761188507,1.37934,-0.0584291,560.19,0.0500757,0.925621658564
2654,165.72,2382.24551982,0.0,3,836997,882.8295767307281,1.40115,-0.0662208,563.11,0.0470059,0.940153501928
2657,199.928,2371.56484057,0.0,3,839212,884.96177983284,1.3469,-0.050423,560.67,0.0405651,0.866331189871
2661,228.238,2357.27458652,0.0,4,841296,887.1059079170227,1.35455,-0.0653931,557.67,0.0496786,0.940345518291
2665,243.513,2367.69704008,0.0,4,843310,889.2827565670013,1.3697,-0.0601925,560.06,0.0486635,0.91621658206
2669,305.55,2355.90599699,0.0,4,845623,891.4388990402222,1.36602,-0.0530156,557.61,0.0464777,0.880547240376
2672,143.884,2381.05555772,0.0,3,847414,893.5929515361786,1.38995,-0.0519458,563.26,0.0503337,0.920940697193
2675,1046.21,2425.87656839,0.0,3,849663,895.7305345535278,1.37737,-0.042282,572.19,0.0308044,0.78606274724
2678,119.8,2416.30847221,0.0,3,851288,897.9162774085999,1.39246,-0.060698,570.13,0.0479008,0.952124468982
2681,145.385,2487.62015062,0.0,3,853875,900.0714573860168,1.37695,-0.0546098,584.07,0.0612185,0.967165905982
2684,224.107,2476.13614903,0.0,3,855281,902.2123997211456,1.39402,-0.0516322,581.68,0.0566878,0.945062555373
2689,151.376,2461.64476406,0.0,5,857939,904.3451149463654,1.37783,-0.0671041,577.2,0.0399932,0.975110143423
2692,236.49,2465.93093651,0.0,3,859784,906.502224445343,1.36045,-0.0608464,577.94,0.0500654,0.936894603074
2695,136.955,2468.83226266,0.0,3,861945,908.6651005744934,1.33612,-0.0641982,578.7,0.0490851,0.965728420764
2699,129.031,2451.04652853,0.0,4,864109,910.8222334384918,1.3294,-0.0580513,574.71,0.0497024,0.962584994733
2703,657.41,2447.1382599,0.0,4,866147,912.9775450229645,1.32362,-0.0385383,573.64,0.044319,0.874710425735
2707,804.277,2453.26433098,0.0,4,868332,915.1184511184692,1.30261,-0.0466018,575.17,0.0422681,0.874382659793
2709,253.865,2470.08087475,0.0,2,870082,917.2904913425446,1.28079,-0.0497081,578.94,0.0421823,0.863859340549
2714,178.31,2435.32630001,0.0,5,872177,919.4458951950073,1.24848,-0.0573244,571.37,0.033373,0.895384848118
2718,121.714,2411.54859991,0.0,4,873656,921.5718431472778,1.24559,-0.0724637,566.22,0.0606815,0.961504712701
2721,158.305,2426.83931586,0.0,3,875708,923.7147016525269,1.23002,-0.0612559,568.81,0.0529005,0.940796565264
2723,1024.19,2467.49455296,0.0,2,877708,925.8448195457458,1.21979,-0.0404535,576.65,0.0757162,0.621784359217
2725,742.485,2495.84556562,0.0,2,879684,928.0242321491241,1.24187,-0.0389884,582.64,0.0356012,0.825156986713
2729,789.78,2494.27785591,0.0,4,882371,930.1813025474548,1.23796,-0.0501367,581.81,0.0423301,0.829744920135
2733,751.995,2489.69267874,0.0,4,884310,932.3372852802277,1.22311,-0.0353861,581.41,0.0593973,0.864825770259
2736,776.119,2534.74639033,0.0,3,886681,934.4626681804657,1.20446,-0.046545,590.87,0.0548454,0.821403235197
2738,769.726,2543.39630278,0.0,2,887991,936.6144361495972,1.19296,-0.0435046,593.19,0.0359671,0.416944861412
2743,1027.33,2494.58093304,0.0,5,890449,938.7743203639984,1.17905,-0.0503195,583.82,0.0451233,0.791675075889
2748,129.005,2482.33764742,0.0,5,892671,940.9306194782257,1.14636,-0.0631098,581.95,0.071479,0.949038695544
2753,395.984,2487.59862938,0.0,5,894913,943.0788054466248,1.1226,-0.0726523,582.89,0.0607287,0.915268085897
2756,447.547,2476.35871415,0.0,3,896859,945.2197887897491,1.15532,-0.0487041,581.82,0.0384649,0.795912742615
2760,325.633,2466.20957061,0.0,4,898632,947.3749265670776,1.14009,-0.0583209,579.93,0.0545873,0.909585744143
2764,259.671,2470.09113805,0.0,4,900967,949.5351505279541,1.12097,-0.0627649,581.35,0.0605472,0.948055896908
2767,211.716,2473.98815138,0.0,3,903012,951.6802937984467,1.10769,-0.0538075,583.49,0.0610535,0.94600283727
2770,265.138,2467.08617305,0.0,3,904661,953.8064279556274,1.10869,-0.0664077,582.02,0.0531753,0.925153464079
2774,240.792,2483.46955573,0.0,4,907242,955.9616804122925,1.08954,-0.0541053,585.79,0.0375955,0.907280415297
2776,154.296,2479.57754561,0.0,2,908794,958.1112394332886,1.09801,-0.0569619,585.78,0.0465855,0.955869678408
2779,126.088,2496.59571072,0.0,3,911171,960.2742073535919,1.11507,-0.0691983,589.92,0.0435488,0.962955988944
2783,146.808,2467.669076,0.0,4,913026,962.4166569709778,1.13975,-0.0712299,584.95,0.044655,0.968482583761
2785,788.574,2474.15791788,0.0,2,914772,964.5587959289551,1.1357,-0.0436037,586.65,0.0468748,0.764013022184
2788,708.835,2508.31413465,0.0,3,917195,966.7203211784363,1.13962,-0.0387727,594.81,0.0479056,0.84950453043
2791,112.05,2521.90626424,0.0,3,918875,968.8846769332886,1.091,-0.0622346,598.34,0.0471767,0.953078705817
2794,606.083,2535.51384972,0.0,3,921441,971.0479984283447,1.05959,-0.0478161,601.48,0.0466446,0.849381774664
2796,655.628,2553.91441195,0.0,2,922807,973.1805913448334,1.09217,-0.0422602,605.69,0.0509181,0.833706483245
2799,446.288,2583.35830509,0.0,3,925310,975.3292465209961,1.05782,-0.0486186,612.01,0.0538128,0.865531146526
2802,108.505,2605.84597364,0.0,3,927458,977.5105526447296,1.08864,-0.0712298,616.4,0.0628481,0.956049896777
