loss_kl,loss_ent,loss_vf_loss,loss_pol_entpen,loss_pol_surr,TimestepsSoFar,EpThisIter,EpisodesSoFar,TimeElapsed,EpLenMean,ev_tdlam_before,EpRewMean
0.0073994,-0.301843,0.00477104,0.0,-0.0118886,458000,2,458,401.2647249698639,1000.0,0.99815427023,47.5318250719
0.0261824,-0.322933,0.0042718,0.0,-0.0159235,460000,2,460,403.0466732978821,1000.0,0.99858725362,47.5223095115
0.0309136,-0.348506,0.00452063,0.0,-0.00594073,462000,2,462,404.8442962169647,1000.0,0.999044856173,47.5363794067
0.0165594,-0.344974,0.00438157,0.0,-0.0201238,464000,2,464,406.64098477363586,1000.0,0.999091341684,47.58515633
0.0399609,-0.356313,0.00769165,0.0,-0.0152608,466000,2,466,408.4368705749512,1000.0,0.998622436775,47.5734431696
0.0374772,-0.362728,0.0158405,0.0,-0.0131392,468000,2,468,410.2345414161682,1000.0,0.997574947542,47.5837883296
0.0215842,-0.355177,0.0174224,0.0,-0.0099272,471000,3,471,412.02693009376526,1000.0,0.997940556379,47.7320014333
0.0275799,-0.356481,0.00806578,0.0,-0.0139615,473000,2,473,413.82776641845703,1000.0,0.998641872429,47.8632309563
0.0404298,-0.384202,0.0107364,0.0,-0.00296789,475000,2,475,415.6255793571472,1000.0,0.998173935921,47.9394289211
0.00885814,-0.391465,0.0160429,0.0,-0.0127944,477000,2,477,417.4218225479126,1000.0,0.99736435269,48.1032209858
0.0234988,-0.408174,0.0152858,0.0,-0.00601074,479000,2,479,419.218542098999,1000.0,0.997753410833,48.2228160015
0.0233214,-0.424932,0.00855078,0.0,-0.0146364,481000,2,481,421.0161464214325,1000.0,0.998429369763,48.3033325592
0.0340118,-0.457373,0.0223617,0.0,-0.0151434,483000,2,483,422.81225991249084,1000.0,0.996566084446,48.4277011636
0.011261,-0.470939,0.0071677,0.0,-0.013912,485000,2,485,424.60869908332825,1000.0,0.998738967581,48.5047566281
0.0303832,-0.483166,0.0089519,0.0,0.000250684,487000,2,487,426.4056222438812,1000.0,0.998516307562,48.7766327601
0.0212537,-0.47649,0.0114163,0.0,-0.0126438,489000,2,489,428.2024722099304,1000.0,0.99861115776,48.8575380675
0.0272824,-0.477111,0.0105991,0.0,-0.00669798,491000,2,491,430.00022649765015,1000.0,0.998094128096,48.9612312859
0.0417158,-0.494196,0.0258567,0.0,-0.00515656,493000,2,493,431.7970943450928,1000.0,0.996694682166,49.0914977094
0.0103598,-0.517269,0.00566173,0.0,-0.0130722,495000,2,495,433.5932023525238,1000.0,0.998854773934,49.2339922244
2.17548,-0.529509,0.00441303,0.0,0.0282526,497000,2,497,435.40581822395325,1000.0,0.998832056182,49.3804412122
0.0163989,-0.521988,0.045896,0.0,-0.0126133,499000,2,499,437.18780541419983,1000.0,0.993504609447,49.4391322514
0.0410452,-0.519207,0.0166714,0.0,0.000719491,501000,2,501,438.9843554496765,1000.0,0.997425263049,49.5927476745
0.0200015,-0.512956,0.0364709,0.0,-0.0125347,503000,2,503,440.7659366130829,1000.0,0.9953526631,49.7102235313
0.0207167,-0.540855,0.0173948,0.0,-0.00876469,505000,2,505,442.5937159061432,1000.0,0.997191035422,49.9557376728
0.0224942,-0.56672,0.0216655,0.0,-0.0093714,507000,2,507,444.38125681877136,1000.0,0.996431414969,50.1055875496
0.0158531,-0.543095,0.0273312,0.0,-0.00962414,509000,2,509,446.1719288825989,1000.0,0.996536319377,50.1933637249
0.0251325,-0.52414,0.0387302,0.0,-0.00924425,512000,3,512,447.96984338760376,1000.0,0.995063570328,50.4314182831
0.0360111,-0.541669,0.0260934,0.0,-0.0109569,514000,2,514,449.76649498939514,1000.0,0.997176569188,50.6842852874
0.0213228,-0.575158,0.0140262,0.0,-0.0146862,516000,2,516,451.53119683265686,1000.0,0.9981363283,50.9864358946
0.034044,-0.576831,0.0139028,0.0,-0.000615383,518000,2,518,453.34328532218933,1000.0,0.997285318328,51.225444868
0.058119,-0.573868,0.0300101,0.0,-0.0107792,520000,2,520,455.10853099823,1000.0,0.996107210638,51.5112436298
0.033451,-0.55484,0.00711958,0.0,0.00085126,522000,2,522,456.906152009964,1000.0,0.998272604775,51.7438180058
0.0143358,-0.521682,0.0144155,0.0,-0.0175632,524000,2,524,458.6874234676361,1000.0,0.99762650812,51.9564961169
0.0306199,-0.511748,0.012593,0.0,0.000280213,526000,2,526,460.49931716918945,1000.0,0.997486228123,52.1940223103
0.0302488,-0.522606,0.018042,0.0,-0.00831746,528000,2,528,462.2828462123871,1000.0,0.997725701192,52.432500789
0.0292072,-0.51003,0.0191608,0.0,-0.0101987,530000,2,530,464.0936200618744,1000.0,0.996897500474,52.5701360793
0.0275746,-0.50036,0.0110422,0.0,-0.00626658,532000,2,532,465.85924196243286,1000.0,0.998410357861,52.7673070537
0.0496838,-0.498264,0.0196751,0.0,0.00354583,534000,2,534,467.6558995246887,1000.0,0.997767058201,53.0104742997
0.0286357,-0.492583,0.0289353,0.0,-0.00775458,536000,2,536,469.40617394447327,1000.0,0.996408925392,53.2369082701
0.0281538,-0.453724,0.0176724,0.0,-0.00460963,538000,2,538,471.2032151222229,1000.0,0.997906182893,53.2988274785
0.0242907,-0.446416,0.0223568,0.0,-0.0137915,540000,2,540,472.9836046695709,1000.0,0.997257683892,53.4533534166
0.0233006,-0.444414,0.00885559,0.0,-0.0114495,542000,2,542,474.7811827659607,1000.0,0.998669942841,53.6422415564
0.0278674,-0.432773,0.0298943,0.0,-0.00877813,544000,2,544,476.5773346424103,1000.0,0.996262456989,53.791291427
0.0140949,-0.45053,0.0116247,0.0,-0.0120037,546000,2,546,478.37420654296875,1000.0,0.998193274252,53.910855215
0.0514135,-0.455438,0.032774,0.0,-0.0022311,548000,2,548,480.15682792663574,1000.0,0.996227959637,54.0312945862
0.0545669,-0.453949,0.013107,0.0,-0.0159808,550000,2,550,481.96940326690674,1000.0,0.996326454682,54.1543809935
0.0228661,-0.440952,0.0119278,0.0,-0.0117156,552000,2,552,483.76566886901855,1000.0,0.997920882655,54.2206574213
0.0264235,-0.448858,0.0235908,0.0,-0.0103154,555000,3,555,485.56244468688965,1000.0,0.997454585508,54.4204061388
0.0209745,-0.456954,0.00744141,0.0,-0.0154901,557000,2,557,487.3435323238373,1000.0,0.998653876013,54.4709230959
0.0216327,-0.473931,0.011615,0.0,-0.0121023,559000,2,559,489.14018058776855,1000.0,0.998491807259,54.600347978
0.0273901,-0.476926,0.00700826,0.0,-0.0145681,561000,2,561,490.936959028244,1000.0,0.99881358014,54.7785732076
0.022443,-0.482355,0.00897931,0.0,-0.0148223,563000,2,563,492.7346889972687,1000.0,0.998730410938,54.8936481947
0.0167523,-0.463824,0.00855567,0.0,-0.0133992,565000,2,565,494.53121280670166,1000.0,0.998737296904,54.9850942666
0.0268415,-0.455481,0.0138105,0.0,-0.0159545,567000,2,567,496.3124544620514,1000.0,0.997065142496,55.1121357501
0.0472287,-0.433514,0.0193702,0.0,-0.00592734,569000,2,569,498.1227767467499,1000.0,0.997148204129,55.2260251336
0.0384903,-0.446425,0.0129354,0.0,-0.01322,571000,2,571,499.9069061279297,1000.0,0.997946818825,55.3228038864
0.0265942,-0.480267,0.0180032,0.0,-0.0123111,573000,2,573,501.7180595397949,1000.0,0.997657180531,55.3782976043
0.0258565,-0.487527,0.0189315,0.0,-0.00865574,575000,2,575,503.4994878768921,1000.0,0.997475596843,55.4888529364
0.0208262,-0.47655,0.0391236,0.0,-0.0158442,577000,2,577,505.2972092628479,1000.0,0.994676038157,55.5151494004
0.0250481,-0.491204,0.0141693,0.0,-0.0118756,579000,2,579,507.0940237045288,1000.0,0.998254328733,55.5500494885
0.0140277,-0.531757,0.0115137,0.0,-0.0146662,581000,2,581,508.90586733818054,1000.0,0.998392578564,55.6565075013
0.136478,-0.548754,0.0248453,0.0,0.00496692,583000,2,583,510.68756461143494,1000.0,0.99579757452,55.7197976754
0.0518814,-0.571912,0.0418969,0.0,-0.000928068,585000,2,585,512.500431060791,1000.0,0.993228778243,55.7933968779
0.0221472,-0.566077,0.0297977,0.0,-0.0117884,587000,2,587,514.2817735671997,1000.0,0.99579966953,55.8295904757
0.0179876,-0.576487,0.023968,0.0,-0.0136691,589000,2,589,516.0835268497467,1000.0,0.997008147417,55.9009308698
0.0128841,-0.582704,0.017669,0.0,-0.0110756,591000,2,591,517.8746652603149,1000.0,0.997736696852,55.9942685325
0.0198752,-0.591516,0.0334967,0.0,-0.0186314,593000,2,593,519.6872637271881,1000.0,0.995748277288,56.0776221735
0.0541146,-0.609934,0.0265562,0.0,-0.00236261,595000,2,595,521.4540960788727,1000.0,0.99672281323,56.1584544417
0.0437266,-0.621228,0.0524397,0.0,-0.00640401,598000,3,598,523.2664058208466,1000.0,0.994888936169,56.3856933837
0.0453723,-0.606999,0.0433613,0.0,-0.00122565,600000,2,600,525.0318150520325,1000.0,0.995451684576,56.3915805207
0.0214959,-0.618819,0.0248197,0.0,-0.0147139,602000,2,602,526.8436977863312,1000.0,0.996228473494,56.4766585583
0.0857514,-0.612216,0.0427204,0.0,-0.00356675,604000,2,604,528.6101450920105,1000.0,0.994497761596,56.4909721285
0.0171717,-0.630263,0.0127155,0.0,-0.0104135,606000,2,606,530.4060249328613,1000.0,0.998102601152,56.4820862308
0.630696,-0.62128,0.0438189,0.0,0.00279508,608000,2,608,532.1868617534637,1000.0,0.994878952391,56.5327929439
0.0179382,-0.622212,0.0090573,0.0,-0.0083334,610000,2,610,533.9852609634399,1000.0,0.998518747394,56.4871580219
0.0172202,-0.630613,0.0113323,0.0,-0.0114456,612000,2,612,535.7494506835938,1000.0,0.998107418418,56.4782631829
0.0188616,-0.614034,0.00425234,0.0,-0.0150517,614000,2,614,537.5617723464966,1000.0,0.998521939968,56.3576093149
0.0219067,-0.612404,0.00236961,0.0,-0.0201797,616000,2,616,539.3273077011108,1000.0,0.999325554527,56.2380772625
0.0343597,-0.618186,0.00501366,0.0,-0.000389206,618000,2,618,541.1254050731659,1000.0,0.998838591389,56.1665236753
0.0143624,-0.631254,0.00612227,0.0,-0.015046,620000,2,620,542.9061982631683,1000.0,0.998341573519,56.0532326633
0.025691,-0.618851,0.00370181,0.0,-0.0198506,622000,2,622,544.703367471695,1000.0,0.998967145104,55.9304026291
0.0200813,-0.624693,0.00215123,0.0,-0.0127388,624000,2,624,546.4843099117279,1000.0,0.999530272878,55.8015141851
0.0124836,-0.644234,0.0039991,0.0,-0.0183101,626000,2,626,548.2665877342224,1000.0,0.999154216319,55.6705595661
0.0349071,-0.644289,0.00296762,0.0,-0.0160631,628000,2,628,550.0473141670227,1000.0,0.999151974625,55.5367968744
0.0151166,-0.637445,0.00496405,0.0,-0.0150805,630000,2,630,551.8593850135803,1000.0,0.999409221055,55.4321684938
0.0242108,-0.650447,0.00483823,0.0,-0.0105769,632000,2,632,553.6569192409515,1000.0,0.99935132463,55.2895412281
0.0256585,-0.631283,0.00304102,0.0,-0.00958392,634000,2,634,555.4533779621124,1000.0,0.999315614696,55.2022234913
0.0506963,-0.611694,0.00838078,0.0,-0.0144854,636000,2,636,557.25044298172,1000.0,0.999103478389,55.1250861982
0.0320824,-0.617313,0.0126594,0.0,-0.0143708,638000,2,638,559.0477840900421,1000.0,0.998013026314,55.0195652785
0.0410616,-0.629434,0.024982,0.0,-0.00236574,641000,3,641,560.8757131099701,1000.0,0.997672049794,54.9121894186
0.0249919,-0.628722,0.0101795,0.0,-0.00906318,643000,2,643,562.7649853229523,1000.0,0.998322323663,54.871610632
0.0402187,-0.6563,0.0142068,0.0,-0.011351,645000,2,645,564.6555485725403,1000.0,0.998043341096,54.7787184245
0.0244714,-0.668024,0.0220548,0.0,-0.00927367,647000,2,647,566.5472378730774,1000.0,0.996797316475,54.6903372301
0.132468,-0.645682,0.0109261,0.0,0.0289273,649000,2,649,568.4222068786621,1000.0,0.998386318097,54.6631363381
0.0120903,-0.647383,0.013668,0.0,-0.0102617,651000,2,651,570.3124103546143,1000.0,0.998347299988,54.6310225751
0.0242073,-0.673109,0.0116665,0.0,-0.00591724,653000,2,653,572.1883013248444,1000.0,0.998158334522,54.5899508424
0.0211852,-0.688362,0.0104974,0.0,-0.0121062,655000,2,655,574.0776512622833,1000.0,0.997298314469,54.5208525622
0.0111318,-0.677828,0.00896198,0.0,-0.0184741,657000,2,657,575.9531857967377,1000.0,0.997406111332,54.4609254276
0.027353,-0.701891,0.0120987,0.0,-0.000180422,659000,2,659,577.8430845737457,1000.0,0.998551754863,54.4209952908
0.0368108,-0.684518,0.0147828,0.0,0.00139441,661000,2,661,579.7030322551727,1000.0,0.997729408788,54.3694344627
0.0149581,-0.683392,0.0100996,0.0,-0.0129028,663000,2,663,581.5934178829193,1000.0,0.998347453773,54.2996573086
0.0188093,-0.682581,0.0132301,0.0,-0.0160258,665000,2,665,583.453750371933,1000.0,0.998263586196,54.24484287
0.0520976,-0.674502,0.00556092,0.0,0.00142032,667000,2,667,585.3437190055847,1000.0,0.99898176745,54.2324792706
0.0264108,-0.697014,0.00523682,0.0,-0.0201273,669000,2,669,587.2183878421783,1000.0,0.999110378907,54.1845215269
0.0425824,-0.67975,0.0103049,0.0,-0.0132078,671000,2,671,589.1087260246277,1000.0,0.99820003612,54.1514952964
0.0150326,-0.671387,0.021771,0.0,-0.011051,673000,2,673,590.9532701969147,1000.0,0.997270392487,54.0931308393
0.0169909,-0.678146,0.014411,0.0,-0.0168701,675000,2,675,592.843160867691,1000.0,0.997526964871,54.0526098777
0.0581059,-0.683383,0.0208863,0.0,-0.0103459,677000,2,677,594.6255526542664,1000.0,0.997585884295,54.0182233239
0.0282081,-0.674922,0.0219149,0.0,-0.00364869,679000,2,679,596.4223852157593,1000.0,0.99738924019,54.0426038778
0.028439,-0.672176,0.0231491,0.0,-0.00401206,681000,2,681,598.1901392936707,1000.0,0.99719898589,54.0262212979
0.10465,-0.689732,0.0433747,0.0,-0.0029289,684000,3,684,600.0003612041473,1000.0,0.996593178716,54.1089909967
0.0163867,-0.690642,0.0348391,0.0,-0.0152889,686000,2,686,601.7965121269226,1000.0,0.994932990521,54.132136604
0.0654952,-0.685825,0.044184,0.0,-0.00771517,688000,2,688,603.5934219360352,1000.0,0.994703738019,54.1477972677
0.0221259,-0.698091,0.0283998,0.0,-0.0128814,690000,2,690,605.3508100509644,1000.0,0.996622300008,54.1708725472
0.0475374,-0.693122,0.0431845,0.0,-0.00747712,692000,2,692,607.1405608654022,1000.0,0.9946238501,54.1791380226
0.0134228,-0.690325,0.0283275,0.0,-0.011273,694000,2,694,608.9210948944092,1000.0,0.994033011608,54.1755876646
0.0214203,-0.688799,0.0373111,0.0,-0.00951409,696000,2,696,610.7181758880615,1000.0,0.995258728974,54.1711106185
0.0594923,-0.679714,0.0416803,0.0,0.00118985,698000,2,698,612.4844942092896,1000.0,0.995285926852,54.1998791288
0.066044,-0.680754,0.0353384,0.0,-0.00379029,700000,2,700,614.2803807258606,1000.0,0.995885693934,54.2220392147
0.0322215,-0.661196,0.0398956,0.0,-0.0157541,702000,2,702,616.0779843330383,1000.0,0.995432720054,54.2333486345
0.0359992,-0.681212,0.0375153,0.0,-0.000381276,704000,2,704,617.8744282722473,1000.0,0.995271878783,54.2649857099
0.0259737,-0.681011,0.0300506,0.0,-0.0144803,706000,2,706,619.6572303771973,1000.0,0.996370645938,54.3121407942
0.0118875,-0.687958,0.02821,0.0,-0.0105566,708000,2,708,621.4527735710144,1000.0,0.996486136923,54.3564778191
0.0445073,-0.690319,0.0432419,0.0,-0.0132905,710000,2,710,623.2350962162018,1000.0,0.994788229465,54.4725688331
0.0157334,-0.725485,0.0295508,0.0,-0.0146174,712000,2,712,625.0309166908264,1000.0,0.996930650435,54.6157813983
0.0620256,-0.7232,0.0314901,0.0,3.81264e-05,714000,2,714,626.8274054527283,1000.0,0.996375998249,54.7759371562
0.0667006,-0.725409,0.0334705,0.0,-0.00782935,716000,2,716,628.6250684261322,1000.0,0.996300545288,54.9239309398
0.0221855,-0.701611,0.0325334,0.0,-0.00724638,718000,2,718,630.4266364574432,1000.0,0.996301784646,55.0445859824
0.0265585,-0.70119,0.0229711,0.0,-0.00812601,720000,2,720,632.2270903587341,1000.0,0.997283763019,55.168400634
0.0175906,-0.709486,0.0372563,0.0,-0.0071994,722000,2,722,634.0373861789703,1000.0,0.995713116601,55.2575577613
0.0240995,-0.712411,0.028479,0.0,-0.0152607,724000,2,724,635.8291418552399,1000.0,0.996727656806,55.3987901988
0.0423223,-0.719808,0.0300447,0.0,-0.0136854,727000,3,727,637.6246147155762,1000.0,0.997673408361,55.5684184214
0.0174939,-0.748926,0.0177266,0.0,-0.014952,729000,2,729,639.4234499931335,1000.0,0.998066175263,55.7050840044
0.0384689,-0.729719,0.0179958,0.0,0.00380297,731000,2,731,641.2183272838593,1000.0,0.997841131175,55.8473582635
0.0117851,-0.712137,0.00721769,0.0,-0.0131547,733000,2,733,643.0149793624878,1000.0,0.998771550716,55.9806982709
0.096954,-0.725293,0.0277117,0.0,-0.00643259,735000,2,735,644.8272988796234,1000.0,0.996979613788,56.0728129221
0.0274196,-0.7143,0.019615,0.0,-0.0126959,737000,2,737,646.609813451767,1000.0,0.997081214795,56.2267141456
0.014836,-0.722982,0.0286557,0.0,-0.00830189,739000,2,739,648.4212965965271,1000.0,0.996599500999,56.3611401019
0.0392001,-0.736044,0.0176285,0.0,0.00244541,741000,2,741,650.2189254760742,1000.0,0.998024891829,56.5121611337
0.0242188,-0.722604,0.0214727,0.0,-0.00528796,743000,2,743,652.0157639980316,1000.0,0.997699284693,56.6041261785
0.0455219,-0.716829,0.0202477,0.0,0.0024285,745000,2,745,653.8119783401489,1000.0,0.99740946223,56.7438386592
0.0815191,-0.736235,0.0435417,0.0,-0.00990035,747000,2,747,655.625351190567,1000.0,0.994907659013,56.9110076781
0.0477902,-0.748537,0.0169324,0.0,-0.0052973,749000,2,749,657.4218389987946,1000.0,0.997990303673,57.0120720228
0.0248597,-0.744005,0.0193661,0.0,-0.00564749,751000,2,751,659.2184040546417,1000.0,0.998071510927,57.1584859601
0.100202,-0.777408,0.0242926,0.0,-0.0125277,753000,2,753,661.0149574279785,1000.0,0.997512549628,57.2851379022
0.0426781,-0.791975,0.0209775,0.0,0.000301735,755000,2,755,662.8117425441742,1000.0,0.997279099189,57.4235367092
0.0256675,-0.787168,0.0354392,0.0,-0.0022513,757000,2,757,664.5931837558746,1000.0,0.996166974306,57.633209626
0.0438199,-0.791686,0.0256343,0.0,-0.000920986,759000,2,759,666.3975052833557,1000.0,0.997108829208,57.73666002
0.030606,-0.805246,0.0230852,0.0,-0.0139412,761000,2,761,668.202595949173,1000.0,0.997038024245,57.8309061202
0.78789,-0.795416,0.417035,0.0,-0.0207608,763000,2,763,669.9851086139679,1000.0,0.902932584286,57.9441270422
0.0346861,-0.822643,0.0208034,0.0,-0.00223536,765000,2,765,671.7651970386505,1000.0,0.991650353186,58.0621648923
0.0510271,-0.836468,0.040027,0.0,0.00359271,768000,3,768,673.5776059627533,1000.0,0.99431268964,58.2058826394
0.0187693,-0.85212,0.0380409,0.0,-0.0140351,770000,2,770,675.358720779419,1000.0,0.996522528119,58.3598943998
0.0246559,-0.847044,0.0299986,0.0,-0.00918248,772000,2,772,677.1559536457062,1000.0,0.996661290061,58.5146790732
0.0455539,-0.839081,0.0235838,0.0,-0.00782523,774000,2,774,678.9371309280396,1000.0,0.996694760863,58.657185312
0.138674,-0.822938,0.0498791,0.0,-0.00845216,776000,2,776,680.7495851516724,1000.0,0.994140317198,58.7490951816
0.0470079,-0.832231,0.0145815,0.0,0.00123468,778000,2,778,682.5473482608795,1000.0,0.998161998345,58.7780827216
0.00789883,-0.840073,0.0113783,0.0,-0.0138543,780000,2,780,684.3432357311249,1000.0,0.998636898817,58.8376022977
0.142261,-0.8498,0.0145541,0.0,-0.00311184,782000,2,782,686.1246967315674,1000.0,0.998035536613,58.8571743988
0.0246329,-0.845745,0.0160144,0.0,-0.0149938,784000,2,784,687.9212951660156,1000.0,0.997768945061,58.8623603218
0.0393484,-0.857342,0.0165765,0.0,-0.00166673,786000,2,786,689.6872990131378,1000.0,0.998169427738,58.8306982922
0.0198178,-0.878414,0.0175125,0.0,-0.0123741,788000,2,788,691.4996929168701,1000.0,0.998293155455,58.8468058668
0.0239959,-0.880289,0.0206364,0.0,-0.00932025,790000,2,790,693.2740907669067,1000.0,0.997739403974,58.8592592396
0.0347554,-0.904466,0.0234938,0.0,-0.00255386,792000,2,792,695.0628848075867,1000.0,0.997391033452,58.8884118528
0.0430698,-0.926287,0.0294437,0.0,-0.0109226,794000,2,794,696.8428506851196,1000.0,0.99661229318,58.9340228906
0.0134546,-0.963129,0.0153996,0.0,-0.0176583,796000,2,796,698.6398167610168,1000.0,0.997999610147,58.9498570362
0.0466677,-0.957399,0.0243508,0.0,-0.00232732,798000,2,798,700.405446767807,1000.0,0.996875254204,58.9561965766
0.0326011,-0.977941,0.0184791,0.0,-0.000906521,800000,2,800,702.2045938968658,1000.0,0.997937370325,58.9590416154
0.034857,-0.99444,0.0372977,0.0,-0.0114996,802000,2,802,703.9688084125519,1000.0,0.995810901746,58.9890187332
0.0167262,-0.969368,0.0153661,0.0,-0.0148752,804000,2,804,705.7660143375397,1000.0,0.997844689293,59.0164989276
0.0474216,-0.986063,0.0144099,0.0,-0.0105959,806000,2,806,707.5460431575775,1000.0,0.998217737884,59.0284640693
0.466983,-0.987489,0.0307635,0.0,-0.00382797,808000,2,808,709.3437063694,1000.0,0.995945697185,59.0359016002
0.0196679,-1.00197,0.0182412,0.0,-0.00953553,811000,3,811,711.1247491836548,1000.0,0.997087025084,59.0185933128
0.0320572,-1.02581,0.00232451,0.0,-0.00694812,813000,2,813,712.9210817813873,1000.0,0.999146816845,58.9598956595
0.0240529,-1.04505,0.00385861,0.0,-0.0132291,815000,2,815,714.7030041217804,1000.0,0.999244715378,58.8846415329
0.0440102,-1.06039,0.00906346,0.0,-0.00474576,817000,2,817,716.4996113777161,1000.0,0.99895680265,58.8710425457
0.016474,-1.07061,0.00799375,0.0,-0.0137212,819000,2,819,718.2808594703674,1000.0,0.999096171057,58.9130318987
0.0124749,-1.09595,0.00609038,0.0,-0.0148178,821000,2,821,720.0778496265411,1000.0,0.999198450649,58.942897299
0.04089,-1.11751,0.00846894,0.0,-0.00591583,823000,2,823,721.8741598129272,1000.0,0.998892762698,59.0198171535
0.032619,-1.07645,0.0183466,0.0,0.000328192,825000,2,825,723.671142578125,1000.0,0.998039901722,59.0339491679
0.72436,-1.08606,0.0240374,0.0,-0.00529866,827000,2,827,725.4849829673767,1000.0,0.997332277708,59.0561293664
0.0282919,-1.1024,0.00470168,0.0,9.11728e-05,829000,2,829,727.2733047008514,1000.0,0.998964845552,58.8863367146
0.0398977,-1.12517,0.00450947,0.0,-0.00552381,831000,2,831,729.0616321563721,1000.0,0.998091679765,58.7094700745
0.0420231,-1.12023,0.00421108,0.0,-0.00742457,833000,2,833,730.8585171699524,1000.0,0.999052550236,58.4866151783
0.017341,-1.1049,0.00453661,0.0,-0.0168925,835000,2,835,732.6561772823334,1000.0,0.998758752365,58.331290307
0.027176,-1.10718,0.00561666,0.0,-0.0270748,837000,2,837,734.4384083747864,1000.0,0.99889650743,58.1534515067
0.0168704,-1.1414,0.00707809,0.0,-0.0163212,839000,2,839,736.234135389328,1000.0,0.99896527268,57.978523482
0.0169386,-1.13484,0.00889427,0.0,-0.0197235,841000,2,841,738.0147287845612,1000.0,0.998963525519,57.7780372557
0.0336356,-1.16884,0.0173419,0.0,-0.0181169,843000,2,843,739.8124759197235,1000.0,0.997820346151,57.6463135558
0.0470434,-1.18703,0.0139299,0.0,0.00277676,845000,2,845,741.6086745262146,1000.0,0.998486030614,57.5489544198
0.0215506,-1.16552,0.0168867,0.0,-0.0144955,847000,2,847,743.4239444732666,1000.0,0.998559050844,57.4350827045
0.0212674,-1.15797,0.0183449,0.0,-0.0123913,849000,2,849,745.1873233318329,1000.0,0.997908715392,57.3705084777
0.0315537,-1.15001,0.0171942,0.0,-0.00873326,851000,2,851,746.9842422008514,1000.0,0.998159479816,57.2117918002
0.0317031,-1.13646,0.0735876,0.0,-0.0130045,854000,3,854,748.750875711441,1000.0,0.994025791995,57.1836568721
0.0484717,-1.13323,0.0663375,0.0,-0.00146877,856000,2,856,750.5317761898041,1000.0,0.992707110476,57.1887937547
0.034888,-1.13446,0.0661128,0.0,-0.0139129,858000,2,858,752.2972323894501,1000.0,0.991788693704,57.2755616746
0.0383198,-1.13018,0.0650919,0.0,-0.0122162,860000,2,860,754.0826654434204,1000.0,0.991886159405,57.3906624663
0.0281033,-1.14725,0.0972406,0.0,-0.0215923,862000,2,862,755.8592729568481,1000.0,0.983087081462,57.4398668287
0.0680223,-1.14874,0.0732182,0.0,-0.0243068,864000,2,864,757.6567695140839,1000.0,0.980945499614,57.6400615566
0.0368021,-1.16538,0.11149,0.0,-0.0204347,866000,2,866,759.4064710140228,1000.0,0.983360555023,57.8470171673
0.0278204,-1.15838,0.128509,0.0,-0.0105922,868000,2,868,761.1875765323639,1000.0,0.982442421839,58.2309239218
0.0544733,-1.15389,0.302543,0.0,0.00952584,870000,2,870,762.984290599823,1000.0,0.970039544627,58.6137414068
0.0613218,-1.13586,0.203603,0.0,0.00297963,872000,2,872,764.7666676044464,1000.0,0.972028419375,59.159076808
0.0365305,-1.1288,0.211969,0.0,-0.0194256,874000,2,874,766.514954328537,1000.0,0.975147524849,59.5505435307
0.059589,-1.10295,0.647318,0.0,-0.012746,876000,2,876,768.2972278594971,1000.0,0.930173560977,59.933541277
0.0333189,-1.0955,0.476547,0.0,-0.0190213,878000,2,878,770.0684380531311,1000.0,0.956067014486,60.2511690782
0.019028,-1.08577,0.667545,0.0,-0.0183132,880000,2,880,771.8430185317993,1000.0,0.928828649223,60.7166387988
0.048915,-1.08544,0.570402,0.0,-0.000530034,882000,2,882,773.6094119548798,1000.0,0.935819074512,61.2295126759
0.0705571,-1.06494,0.242399,0.0,0.00102041,884000,2,884,775.3746721744537,1000.0,0.967545356601,61.8140488324
0.0223896,-1.06706,0.246236,0.0,-0.014538,886000,2,886,777.147705078125,1000.0,0.969088308513,62.4556876876
0.0488291,-1.06721,0.171541,0.0,-0.00512585,888000,2,888,778.9222621917725,1000.0,0.97867253609,62.979858674
0.0424496,-1.06857,0.324639,0.0,-0.0151186,890000,2,890,780.7022747993469,1000.0,0.961011756212,63.5564962641
0.0448027,-1.04823,0.248333,0.0,-0.0139292,892000,2,892,782.4834723472595,1000.0,0.964768316597,64.102233157
0.0289455,-1.03245,0.304544,0.0,-0.0188345,894000,2,894,784.2649285793304,1000.0,0.957979768515,64.6104575702
0.0316224,-1.02934,0.777458,0.0,-0.0207773,897000,3,897,786.0313136577606,1000.0,0.919390782714,65.3319957581
0.0315926,-1.02413,0.424379,0.0,-0.0231486,899000,2,899,787.8194506168365,1000.0,0.946099940687,66.0479189725
0.06489,-1.01053,0.193152,0.0,-0.0112615,901000,2,901,789.5947072505951,1000.0,0.974387107417,66.6981632002
0.0256074,-1.01298,0.183211,0.0,-0.00787923,903000,2,903,791.3757393360138,1000.0,0.976525448263,67.3450624604
0.0175988,-1.01886,0.144659,0.0,-0.0165836,905000,2,905,793.1559960842133,1000.0,0.981099158525,68.028175565
0.0196648,-1.0413,0.256075,0.0,-0.0217884,907000,2,907,794.9375352859497,1000.0,0.967814840376,68.6106647832
0.0345444,-1.08056,0.259687,0.0,-0.0118648,909000,2,909,796.7186233997345,1000.0,0.964898921549,69.2915048506
0.0236423,-1.07058,0.285511,0.0,-0.019868,911000,2,911,798.5152871608734,1000.0,0.964959852397,69.9290769522
0.0181022,-1.07708,0.50056,0.0,-0.0217995,913000,2,913,800.2745010852814,1000.0,0.932804822922,70.6389669882
