loss_kl,loss_ent,loss_vf_loss,loss_pol_entpen,loss_pol_surr,TimestepsSoFar,EpThisIter,EpisodesSoFar,TimeElapsed,EpLenMean,ev_tdlam_before,EpRewMean
0.00891026,2.17299,0.0590014,0.0,-0.0187217,43000,3,43,37.64013457298279,1000.0,0.987432179041,25.6630312354
0.00425036,2.16161,0.0714981,0.0,-0.01275,45000,2,45,39.436898708343506,1000.0,0.990686156787,26.0307749826
0.00806062,2.11169,0.0379719,0.0,-0.014334,47000,2,47,41.20356798171997,1000.0,0.995207568165,26.3931334692
0.0102057,2.11311,0.043612,0.0,-0.0143783,49000,2,49,42.99978303909302,1000.0,0.987121552229,26.6623559779
0.0116454,2.09263,0.0217544,0.0,-0.0151069,51000,2,51,44.7810115814209,1000.0,0.994133454282,26.9186492077
0.00733753,2.09986,0.0200794,0.0,-0.0122732,53000,2,53,46.57781958580017,1000.0,0.997309960425,27.2071786796
0.0114133,2.07217,0.0215367,0.0,-0.01418,55000,2,55,48.34441518783569,1000.0,0.995703708846,27.4536079734
0.00813128,2.06521,0.023401,0.0,-0.0166316,57000,2,57,50.14141535758972,1000.0,0.996170094004,27.6182213387
0.00927545,2.05063,0.0258167,0.0,-0.0133599,59000,2,59,51.93714094161987,1000.0,0.995197829325,27.6812773956
0.00561242,2.0098,0.0307028,0.0,-0.0181496,61000,2,61,53.73519468307495,1000.0,0.995309003629,27.9322469182
0.00858354,2.00773,0.0383105,0.0,-0.0139565,63000,2,63,55.516404151916504,1000.0,0.992247692309,28.1193417601
0.00409135,1.97272,0.0177774,0.0,-0.01341,65000,2,65,57.31326341629028,1000.0,0.994501714595,28.414655587
0.00691943,1.92856,0.0136181,0.0,-0.0140731,67000,2,67,59.10882616043091,1000.0,0.99733403651,28.6239026968
0.0117412,1.90839,0.0253859,0.0,-0.0146818,69000,2,69,60.90562725067139,1000.0,0.995571637992,28.8350524713
0.0122166,1.91211,0.0247376,0.0,-0.00950715,71000,2,71,62.704166889190674,1000.0,0.99691293831,29.0695690532
0.00663859,1.88455,0.0154977,0.0,-0.0149143,73000,2,73,64.49976658821106,1000.0,0.998067625682,29.3023731699
0.00489539,1.86696,0.0101544,0.0,-0.0123946,75000,2,75,66.29664301872253,1000.0,0.997526262887,29.5531630414
0.00630053,1.86438,0.0112864,0.0,-0.0145646,77000,2,77,68.09365200996399,1000.0,0.996549341129,29.6845609252
0.00432911,1.8527,0.00802052,0.0,-0.0130695,79000,2,79,69.90613198280334,1000.0,0.998231568257,29.8305942547
0.0162415,1.80704,0.0092929,0.0,-0.0138465,81000,2,81,71.70328569412231,1000.0,0.998570575844,29.9934647087
0.0112858,1.80524,0.00777979,0.0,-0.0155162,83000,2,83,73.50000071525574,1000.0,0.998723764904,30.1801867309
0.00911068,1.78408,0.0175513,0.0,-0.014543,86000,3,86,75.28107619285583,1000.0,0.996456523892,30.437133259
0.0205099,1.74972,0.0146292,0.0,-0.0151377,88000,2,88,77.0778431892395,1000.0,0.996379827615,30.4943902466
0.00510068,1.73392,0.00831525,0.0,-0.0146639,90000,2,90,78.87578749656677,1000.0,0.998020787258,30.6824728972
0.017133,1.71358,0.00791351,0.0,-0.00979685,92000,2,92,80.6713752746582,1000.0,0.999016159214,30.8503827334
0.00888392,1.66385,0.00739074,0.0,-0.0172685,94000,2,94,82.48419284820557,1000.0,0.998458045651,31.011560708
0.00560709,1.6535,0.0117278,0.0,-0.0157595,96000,2,96,84.28090572357178,1000.0,0.996627030661,31.1689908895
0.00814407,1.63086,0.00727243,0.0,-0.0114575,98000,2,98,86.07205176353455,1000.0,0.998446578044,31.3415260324
0.00387923,1.62092,0.00622766,0.0,-0.0146475,100000,2,100,87.87552428245544,1000.0,0.997950023273,31.5324263618
0.00697728,1.57229,0.00990689,0.0,-0.0161376,102000,2,102,89.65543055534363,1000.0,0.998629625654,31.9798574059
0.0112184,1.55012,0.0102315,0.0,-0.0098949,104000,2,104,91.46223616600037,1000.0,0.998742138152,32.5845757912
0.00676128,1.50751,0.00534116,0.0,-0.0135935,106000,2,106,93.2498607635498,1000.0,0.999443687848,33.2165049944
0.00307759,1.50897,0.00329378,0.0,-0.014007,108000,2,108,95.04739928245544,1000.0,0.999523033621,33.8243893787
0.00920601,1.54032,0.00822079,0.0,-0.0163571,110000,2,110,96.82861304283142,1000.0,0.997514375485,34.2492355983
0.00815272,1.55955,0.010693,0.0,-0.012232,112000,2,112,98.63980627059937,1000.0,0.998008175753,34.6117475743
0.00702124,1.54279,0.0112263,0.0,-0.00901221,114000,2,114,100.42107605934143,1000.0,0.998709000763,34.9422922819
0.00760155,1.53989,0.00843252,0.0,-0.0167032,116000,2,116,102.21862387657166,1000.0,0.998867572634,35.2533748809
0.00899461,1.52611,0.0056627,0.0,-0.0140343,118000,2,118,104.0008909702301,1000.0,0.999068111123,35.4750116287
0.00620201,1.52512,0.00731648,0.0,-0.0151357,120000,2,120,105.7964117527008,1000.0,0.998836512794,35.698412188
0.00495454,1.49774,0.00541148,0.0,-0.0157126,122000,2,122,107.57840776443481,1000.0,0.999292953697,35.9158666774
0.00859876,1.51241,0.0110598,0.0,-0.0110978,124000,2,124,109.37452626228333,1000.0,0.998922504601,36.077158815
0.00879956,1.51945,0.00660588,0.0,-0.00959613,126000,2,126,111.15943217277527,1000.0,0.999417892541,36.2342385319
0.0105237,1.53827,0.0520697,0.0,-0.0149933,129000,3,129,112.93740248680115,1000.0,0.991609026678,36.5379753761
0.00397152,1.54064,0.0080178,0.0,-0.0146698,131000,2,131,114.70411205291748,1000.0,0.999395669263,36.7069901591
0.00578701,1.54336,0.00940172,0.0,-0.0127794,133000,2,133,116.49958229064941,1000.0,0.998938092613,36.9039884523
0.00539924,1.51627,0.00855801,0.0,-0.0113871,135000,2,135,118.28168725967407,1000.0,0.999170928844,37.1064594572
0.0196162,1.52518,0.0106896,0.0,-0.0146672,137000,2,137,120.07860159873962,1000.0,0.998628176632,37.3728328413
0.00739682,1.48117,0.0216305,0.0,-0.0195434,139000,2,139,121.85054564476013,1000.0,0.997108650161,37.6098015895
0.00991236,1.46383,0.0698382,0.0,-0.0170554,141000,2,141,123.62545418739319,1000.0,0.982769731432,37.8435988312
0.0178019,1.46408,0.0150529,0.0,-0.0181353,143000,2,143,125.39044952392578,1000.0,0.998290153686,38.0417194513
0.00774278,1.45233,0.0143322,0.0,-0.0201965,145000,2,145,127.18733215332031,1000.0,0.998755628476,38.2221820986
0.0150805,1.46854,0.0209483,0.0,-0.0203437,147000,2,147,128.96856594085693,1000.0,0.997458297992,38.3483206776
0.00874659,1.46138,0.011199,0.0,-0.0165707,149000,2,149,130.76653170585632,1000.0,0.99862636684,38.5604212854
0.00353343,1.43428,0.00875854,0.0,-0.0130464,151000,2,151,132.54744291305542,1000.0,0.999174573051,38.7461628818
0.00857593,1.44424,0.00426377,0.0,-0.0168359,153000,2,153,134.34334135055542,1000.0,0.999560437805,38.9125480794
0.00699582,1.45403,0.00453463,0.0,-0.0160981,155000,2,155,136.13992142677307,1000.0,0.999448287184,39.0829592013
0.0107797,1.42438,0.0485577,0.0,-0.0226607,157000,2,157,137.905855178833,1000.0,0.989523258992,39.2425808896
0.00843294,1.39423,0.00548017,0.0,-0.0164599,159000,2,159,139.703430891037,1000.0,0.999258979456,39.5301495381
0.0124366,1.38633,0.00654929,0.0,-0.0124761,161000,2,161,141.49990510940552,1000.0,0.99941151758,39.6873017538
0.00889487,1.36165,0.00493006,0.0,-0.0169792,163000,2,163,143.32669615745544,1000.0,0.999581126729,39.8830750772
0.011221,1.34749,0.00412004,0.0,-0.0197091,165000,2,165,145.12440967559814,1000.0,0.999464729975,40.0021428857
0.00800072,1.32911,0.0062469,0.0,-0.021899,167000,2,167,146.92192935943604,1000.0,0.999308378785,40.1666835856
0.0126835,1.27947,0.00334332,0.0,-0.0201449,169000,2,169,148.71928477287292,1000.0,0.999659279332,40.3205802775
0.0125469,1.24525,0.00439158,0.0,-0.017145,172000,3,172,150.5149440765381,1000.0,0.999678100721,40.4818568308
0.010116,1.21652,0.00368816,0.0,-0.0135209,174000,2,174,152.29719424247742,1000.0,0.999558545358,40.6264164695
0.0106116,1.21936,0.00489153,0.0,-0.0163078,176000,2,176,154.09357738494873,1000.0,0.999124436756,40.7633170786
0.00575394,1.22639,0.117165,0.0,-0.0211812,178000,2,178,155.89021277427673,1000.0,0.913259096444,40.5301703511
0.0101674,1.19383,0.00508281,0.0,-0.013602,180000,2,180,157.68665838241577,1000.0,0.9991507862,40.7150780899
0.0103701,1.19247,0.0069586,0.0,-0.0167935,182000,2,182,159.484530210495,1000.0,0.998967577587,40.8442298539
0.00650627,1.17,0.00523403,0.0,-0.0123202,184000,2,184,161.28043794631958,1000.0,0.999457637663,40.9628343392
0.00855505,1.1625,0.00334413,0.0,-0.0176026,186000,2,186,163.07814288139343,1000.0,0.999634257896,41.0899431837
0.0268829,1.1349,0.00210623,0.0,-0.0232906,188000,2,188,164.87454414367676,1000.0,0.999675932049,41.3069456751
0.0144851,1.12859,0.002534,0.0,-0.0114978,190000,2,190,166.65688180923462,1000.0,0.999730111304,41.3900829255
0.0114976,1.09499,0.00326911,0.0,-0.0128582,192000,2,192,168.46937084197998,1000.0,0.99961291888,41.4831443139
0.00811846,1.09103,0.00340363,0.0,-0.0161883,194000,2,194,170.24936723709106,1000.0,0.999557725328,41.5704068598
0.0166762,1.08775,0.00219487,0.0,-0.0183795,196000,2,196,172.0460262298584,1000.0,0.999745480978,41.6591724487
0.00801555,1.06774,0.00293446,0.0,-0.013054,198000,2,198,173.84357595443726,1000.0,0.999529649533,41.7652914945
0.011933,1.04124,0.00200478,0.0,-0.0194801,200000,2,200,175.6398220062256,1000.0,0.999715174374,41.8102885581
0.00794786,1.04122,0.00110972,0.0,-0.0154192,202000,2,202,177.4373996257782,1000.0,0.999763680622,41.9268142117
0.0102124,1.02848,0.00444792,0.0,-0.0143469,204000,2,204,179.23460340499878,1000.0,0.999249582412,42.0015896332
0.00892933,1.01804,0.00429548,0.0,-0.0121791,206000,2,206,181.01556754112244,1000.0,0.99949013372,42.0956612618
0.00703156,1.01384,0.00120789,0.0,-0.016664,208000,2,208,182.8132185935974,1000.0,0.999876420305,42.1484471743
0.00996149,0.976896,0.00251351,0.0,-0.0158935,210000,2,210,184.61011385917664,1000.0,0.999781504215,42.233051709
0.0253859,0.97509,0.00116577,0.0,-0.0189357,212000,2,212,186.40596461296082,1000.0,0.999738056358,42.361362137
0.0129599,0.961474,0.00246528,0.0,-0.0151608,215000,3,215,188.18748664855957,1000.0,0.999797805431,42.481078984
0.0342837,0.930717,0.00097968,0.0,-0.0220704,217000,2,217,189.9837772846222,1000.0,0.999825889201,42.5907862318
0.00899721,0.924996,0.00101061,0.0,-0.00941985,219000,2,219,191.75902795791626,1000.0,0.999814327341,42.6979581933
0.0151318,0.918394,0.00158053,0.0,-0.0113496,221000,2,221,193.56217861175537,1000.0,0.999782452462,42.7987677956
0.0052895,0.891728,0.0182301,0.0,-0.0114177,223000,2,223,195.34424567222595,1000.0,0.987994478084,42.8760096471
0.016578,0.874654,0.110955,0.0,-0.00433414,225000,2,225,197.14058995246887,1000.0,0.975045220926,42.7454760682
0.0067092,0.867197,0.00854685,0.0,-0.0179543,227000,2,227,198.90603041648865,1000.0,0.998878049897,42.8057485855
0.0130639,0.838438,0.00148907,0.0,-0.0093278,229000,2,229,200.70363569259644,1000.0,0.999797544195,42.8656126449
0.00902403,0.836044,0.00228959,0.0,-0.0170367,231000,2,231,202.47224640846252,1000.0,0.999700944987,42.9461985037
0.00571144,0.818672,0.0013217,0.0,-0.0146518,233000,2,233,204.2655839920044,1000.0,0.999731154181,42.9698326049
0.0102712,0.796766,0.00147887,0.0,-0.0141854,235000,2,235,206.04735565185547,1000.0,0.999766569599,43.0267147029
0.0145734,0.783152,0.00133141,0.0,-0.00542263,237000,2,237,207.8439040184021,1000.0,0.999745517649,43.0811319054
0.0102168,0.752418,0.00114945,0.0,-0.0114458,239000,2,239,209.6254906654358,1000.0,0.999697384628,43.152033712
0.0103076,0.736775,0.00123104,0.0,-0.0182639,241000,2,241,211.42110228538513,1000.0,0.99956399959,43.2085349731
0.0177446,0.76247,0.00313686,0.0,-0.0207951,243000,2,243,213.2040388584137,1000.0,0.999529419089,43.199162871
0.0147454,0.761266,0.00315087,0.0,-0.0103125,245000,2,245,214.99914145469666,1000.0,0.999689305405,43.2243817263
0.0111085,0.760381,0.00310762,0.0,-0.0150393,247000,2,247,216.79631066322327,1000.0,0.999619368609,43.2964192525
0.0147285,0.711586,0.002443,0.0,-0.0158217,249000,2,249,218.5939428806305,1000.0,0.999670508667,43.3334061085
0.00861637,0.689938,0.0015652,0.0,-0.0113923,251000,2,251,220.3897831439972,1000.0,0.999753836659,43.3750266237
0.00885867,0.664845,0.00203174,0.0,-0.0183991,253000,2,253,222.18733024597168,1000.0,0.999810930589,43.4209125246
0.00912764,0.646826,0.00107056,0.0,-0.0161474,256000,3,256,223.96866273880005,1000.0,0.999705220049,43.4551922865
0.00911977,0.637805,0.00223591,0.0,-0.0184476,258000,2,258,225.7649564743042,1000.0,0.999834444578,43.5067410547
0.0141804,0.607307,0.00203325,0.0,-0.00448759,260000,2,260,227.54683446884155,1000.0,0.999783028921,43.5322293071
0.0108694,0.631138,0.217503,0.0,-0.014288,262000,2,262,229.35910201072693,1000.0,0.919226169586,43.0105591802
0.0114395,0.610353,0.00531409,0.0,-0.00783844,264000,2,264,231.15644359588623,1000.0,0.998944486724,43.016992243
0.0166552,0.591331,0.00253567,0.0,-0.0143401,266000,2,266,232.952378988266,1000.0,0.999696800311,43.0589720246
0.0159553,0.589866,0.00272954,0.0,-0.0225528,268000,2,268,234.7499861717224,1000.0,0.999502632942,43.0460906702
0.0177144,0.579199,0.00244643,0.0,-0.00822221,270000,2,270,236.54630160331726,1000.0,0.999329955026,43.0719511411
0.00729953,0.56731,0.00111264,0.0,-0.0134213,272000,2,272,238.33515548706055,1000.0,0.999722122535,43.1147841143
0.00905405,0.538426,0.00347905,0.0,-0.0153456,274000,2,274,240.12485003471375,1000.0,0.999705818773,43.1426676823
0.0280525,0.521042,0.0021512,0.0,0.00233484,276000,2,276,241.9378809928894,1000.0,0.999287038867,43.1677497547
0.014185,0.506411,0.00126366,0.0,-0.012757,278000,2,278,243.71927690505981,1000.0,0.999674163613,43.620996527
0.0369306,0.499021,0.00180213,0.0,-0.025465,280000,2,280,245.5157310962677,1000.0,0.999499971222,43.6737146601
0.0243266,0.503015,0.00203708,0.0,-0.0170151,282000,2,282,247.3123161792755,1000.0,0.999757910526,43.6965272869
0.0181089,0.450671,0.00104585,0.0,-0.0133001,284000,2,284,249.12482810020447,1000.0,0.999816409487,43.7431056005
0.0148381,0.425543,0.00570252,0.0,-0.0159789,286000,2,286,250.90663361549377,1000.0,0.999615440989,43.7999675318
0.0107957,0.434438,0.00218424,0.0,-0.0133764,288000,2,288,252.71801495552063,1000.0,0.999410458026,43.8452235834
0.0135768,0.427236,0.00244934,0.0,-0.00782035,290000,2,290,254.49998426437378,1000.0,0.99969198319,43.900575372
0.0145326,0.433527,0.00360079,0.0,-0.0156102,292000,2,292,256.2964289188385,1000.0,0.999639249756,43.9949160404
0.0318502,0.441276,0.00211208,0.0,-0.0203841,294000,2,294,258.09377098083496,1000.0,0.999369380937,44.0479597618
0.0122903,0.435145,0.00133829,0.0,-0.00812454,296000,2,296,259.89153265953064,1000.0,0.999685244373,44.1054288294
0.0141168,0.439812,0.180263,0.0,-0.0144564,299000,3,299,261.687157869339,1000.0,0.938192699105,43.667813679
0.431287,0.415964,0.051652,0.0,-0.0129287,301000,2,301,263.4840941429138,1000.0,0.990120325238,43.7099091657
0.0112144,0.413569,0.0886558,0.0,-0.00512345,303000,2,303,265.28177785873413,1000.0,0.962947428226,43.1354240428
0.0115903,0.4197,0.0132383,0.0,-0.0114087,305000,2,305,267.0775418281555,1000.0,0.995320844464,43.0456555722
0.00861111,0.395432,0.0112388,0.0,-0.0155453,307000,2,307,268.8789873123169,1000.0,0.997935078805,43.0355789459
0.00734746,0.393708,0.0171631,0.0,-0.00669072,309000,2,309,270.67166090011597,1000.0,0.995311705861,42.9183717158
0.00781455,0.38245,0.00303127,0.0,-0.01603,311000,2,311,272.4465317726135,1000.0,0.999390029756,42.8581253238
0.00991454,0.383704,0.00618928,0.0,-0.0128796,313000,2,313,274.2531895637512,1000.0,0.998905465589,42.7785803729
0.0382507,0.383598,0.00699362,0.0,-0.0168068,315000,2,315,276.0311989784241,1000.0,0.997141899774,42.6971737246
0.00638397,0.375002,0.00301554,0.0,-0.00744515,317000,2,317,277.8273923397064,1000.0,0.998241230031,42.611407332
0.0184254,0.366615,0.00237687,0.0,-0.0126718,319000,2,319,279.60919642448425,1000.0,0.9996516151,42.5655634703
0.064555,0.360884,0.00220609,0.0,0.00990437,321000,2,321,281.4061770439148,1000.0,0.999649792502,42.483306496
0.0109008,0.34492,0.00654111,0.0,-0.0106957,323000,2,323,283.17140436172485,1000.0,0.998235107982,42.4420159415
0.0170451,0.337725,0.00477237,0.0,-0.0117816,325000,2,325,284.984427690506,1000.0,0.99921451672,42.540204719
0.00909998,0.323543,0.00236945,0.0,-0.0144334,327000,2,327,286.76542115211487,1000.0,0.999211267335,42.4659436276
0.00854524,0.318083,0.00403803,0.0,-0.0114531,329000,2,329,288.56293630599976,1000.0,0.998622637242,42.4434427156
0.0152062,0.32168,0.00409626,0.0,-0.0171751,331000,2,331,290.32771825790405,1000.0,0.996736340225,42.3700105108
0.0170791,0.267262,0.00611849,0.0,-0.015445,333000,2,333,292.12494254112244,1000.0,0.998845689814,42.3148297179
0.0353857,0.226535,0.00441669,0.0,-0.00904523,335000,2,335,293.8913576602936,1000.0,0.997903589392,42.2570121598
0.0704792,0.222401,0.00326468,0.0,-0.00740272,337000,2,337,295.70246171951294,1000.0,0.999087179662,42.2500607772
0.0158834,0.214451,0.00449616,0.0,-0.0132157,339000,2,339,297.47179317474365,1000.0,0.999365719035,42.1964714007
0.0469692,0.20836,0.0046823,0.0,0.00567727,342000,3,342,299.2733955383301,1000.0,0.999266137718,42.2173142082
0.0191497,0.224539,0.00508746,0.0,-0.00538377,344000,2,344,301.0471525192261,1000.0,0.993528611492,42.1764694891
0.0196706,0.225281,0.00576276,0.0,-0.00865785,346000,2,346,302.8502206802368,1000.0,0.995791932102,42.1431822852
0.0218755,0.20352,0.00543477,0.0,0.00492293,348000,2,348,304.6409201622009,1000.0,0.997259984957,42.2231589542
0.0214356,0.205427,0.0263065,0.0,-0.00797443,350000,2,350,306.4367678165436,1000.0,0.994519787841,42.3181712995
0.141535,0.177719,0.00924783,0.0,-0.0272653,352000,2,352,308.21896266937256,1000.0,0.995417392813,42.3857374121
0.0268907,0.144663,0.00718351,0.0,-0.00571665,354000,2,354,310.01604986190796,1000.0,0.997696355684,42.4582564967
0.00753348,0.135198,0.00813054,0.0,-0.0176357,356000,2,356,311.7961485385895,1000.0,0.998547216877,42.6460825652
0.0263707,0.121794,0.0103562,0.0,-0.00646044,358000,2,358,313.59390449523926,1000.0,0.998674757197,42.7179684623
0.0344198,0.133374,0.0198609,0.0,-0.019314,360000,2,360,315.4062240123749,1000.0,0.997301004361,42.8388215217
0.0168721,0.108382,0.00954506,0.0,-0.0195188,362000,2,362,317.1866879463196,1000.0,0.998687895481,43.472175815
0.00750095,0.106006,0.00496628,0.0,-0.0109176,364000,2,364,318.98479866981506,1000.0,0.999149049981,43.5574764064
0.0205833,0.0870655,0.00639565,0.0,-0.0075129,366000,2,366,320.7813081741333,1000.0,0.998881727573,43.6578649376
0.0288106,0.0618436,0.00522285,0.0,-0.00778093,368000,2,368,322.5930383205414,1000.0,0.999347541074,43.7747740524
0.0787512,0.0559683,0.014378,0.0,-0.0257523,370000,2,370,324.389874458313,1000.0,0.990473144688,43.7618647892
0.00998626,0.0443394,0.0125294,0.0,-0.0168526,372000,2,372,326.1871745586395,1000.0,0.997199513251,43.7612650888
0.0173201,0.0415673,0.0108744,0.0,-0.00666537,374000,2,374,327.9890179634094,1000.0,0.998430593289,43.848244033
0.0176416,0.0293008,0.0168362,0.0,-0.0157733,376000,2,376,329.78038716316223,1000.0,0.997148819501,43.8579474794
0.0353336,0.024842,0.00751055,0.0,-0.0201301,378000,2,378,331.5780906677246,1000.0,0.995753210038,43.8999241932
0.0381925,0.0314776,0.0092946,0.0,-0.01471,380000,2,380,333.3746712207794,1000.0,0.998402849655,43.9309770486
0.00957924,0.03767,0.0177824,0.0,-0.0136828,382000,2,382,335.15181851387024,1000.0,0.996209263569,43.9108715625
0.0412168,0.0177138,0.00854931,0.0,-0.00136084,385000,3,385,336.9529678821564,1000.0,0.994311442599,43.9996224555
0.0108755,-0.0164099,0.0411406,0.0,-0.0104011,387000,2,387,338.75045347213745,1000.0,0.989727729931,43.9148464822
0.0236259,-0.0339559,0.0157453,0.0,-0.0126595,389000,2,389,340.5462942123413,1000.0,0.997717398219,43.9615996305
0.0941412,-0.0440748,0.00889724,0.0,-0.0178794,391000,2,391,342.3286061286926,1000.0,0.995685588103,43.9862257809
0.0409803,-0.0501243,0.00665814,0.0,-0.020928,393000,2,393,344.10999751091003,1000.0,0.99823617842,43.980826463
0.024865,-0.0641606,0.00980763,0.0,-0.0160157,395000,2,395,345.8906602859497,1000.0,0.997112970799,44.0088307963
0.00969431,-0.0533133,0.0136026,0.0,-0.0220746,397000,2,397,347.70272994041443,1000.0,0.99577868823,43.9321705153
0.0256312,-0.0693709,0.0105693,0.0,-0.014529,399000,2,399,349.4839828014374,1000.0,0.996990172425,44.5101140393
0.0257134,-0.0327489,0.0175082,0.0,-0.00996452,401000,2,401,351.2811665534973,1000.0,0.996636739001,44.5899887894
0.017474,-0.04155,0.00714369,0.0,-0.0134353,403000,2,403,353.0617232322693,1000.0,0.992045135237,45.2473669904
0.0178336,-0.0716251,0.00959478,0.0,-0.0131968,405000,2,405,354.85961985588074,1000.0,0.997919059824,45.3542620639
0.0178209,-0.081286,0.0110284,0.0,-0.0137297,407000,2,407,356.6406900882721,1000.0,0.99818591564,45.4026948793
0.0148985,-0.0631007,0.0123116,0.0,-0.0137768,409000,2,409,358.4225480556488,1000.0,0.998138073366,45.6109463471
0.020888,-0.0601039,0.0120261,0.0,-0.0139775,411000,2,411,360.2028670310974,1000.0,0.994624853134,45.7028958418
0.0139204,-0.0567516,0.011933,0.0,-0.0199918,413000,2,413,362.00172424316406,1000.0,0.9973583268,45.8526148504
0.0288657,-0.0669806,0.00750758,0.0,-0.0103967,415000,2,415,363.7811105251312,1000.0,0.995867934544,45.8544655766
0.0434026,-0.0911936,0.0108304,0.0,-0.00667075,417000,2,417,365.57773447036743,1000.0,0.996199638816,45.8911818997
0.0301469,-0.129258,0.0472,0.0,-0.00203798,419000,2,419,367.35900354385376,1000.0,0.98746307753,45.9655302885
0.0480099,-0.146863,0.0401091,0.0,0.005249,421000,2,421,369.15626096725464,1000.0,0.991850766353,46.0757414351
0.0184427,-0.157656,0.0169775,0.0,-0.0182353,423000,2,423,370.9367506504059,1000.0,0.993189624045,46.1368906373
0.032896,-0.162197,0.0091515,0.0,-0.0122543,425000,2,425,372.73363637924194,1000.0,0.997952197213,46.2870291188
0.0239761,-0.153184,0.02324,0.0,-0.0108013,428000,3,428,374.51542615890503,1000.0,0.997034411877,46.4119756053
0.0160433,-0.161295,0.012842,0.0,-0.0173313,430000,2,430,376.3005952835083,1000.0,0.99691699259,46.5334483066
0.0250401,-0.1472,0.0210376,0.0,-0.0089342,432000,2,432,378.06205558776855,1000.0,0.995237653144,46.6838983956
0.0309273,-0.150997,0.0101736,0.0,-0.0111693,434000,2,434,379.8587374687195,1000.0,0.99686406902,46.7432149641
0.0132737,-0.154216,0.011654,0.0,-0.0139656,436000,2,436,381.6246738433838,1000.0,0.997887835838,46.7553078646
0.0308159,-0.150135,0.0109274,0.0,-0.00802665,438000,2,438,383.405624628067,1000.0,0.99763852288,46.9571593765
0.0227256,-0.150778,0.00984878,0.0,-0.01476,440000,2,440,385.17187118530273,1000.0,0.998651384842,47.0567402254
0.0131135,-0.150135,0.0171761,0.0,-0.0125042,442000,2,442,386.96868085861206,1000.0,0.996325353859,47.0851939492
0.0479942,-0.127325,0.0151688,0.0,-4.07591e-05,444000,2,444,388.73435282707214,1000.0,0.998227343429,47.2567159946
0.0717762,-0.167636,0.0144788,0.0,0.0322684,446000,2,446,390.5162670612335,1000.0,0.99817935098,47.3918844832
0.0191296,-0.198983,0.0218075,0.0,-0.0115141,448000,2,448,392.29753732681274,1000.0,0.996186741395,47.4237123137
0.0218038,-0.227353,0.0353261,0.0,-0.0193837,450000,2,450,394.0939390659332,1000.0,0.995395028964,47.4086379803
0.0196647,-0.254311,0.00791712,0.0,-0.0219624,452000,2,452,395.8747181892395,1000.0,0.997399273561,47.4715656571
0.024769,-0.276696,0.0103258,0.0,-0.0175551,454000,2,454,397.67247891426086,1000.0,0.997587615158,47.5217208233
0.0877516,-0.278613,0.00637202,0.0,-0.0145321,456000,2,456,399.47004985809326,1000.0,0.99881314591,47.4672588811
