TimestepsSoFar,loss_pol_entpen,TimeElapsed,ev_tdlam_before,EpThisIter,EpisodesSoFar,loss_pol_surr,loss_kl,loss_vf_loss,EpRewMean,EpLenMean,loss_ent
909000,0.0,787.7882986068726,0.990842584521,2,909,-0.0181044,0.0293797,0.103998,74.5541184464,1000.0,-0.685096
911000,0.0,789.5526714324951,0.992204626556,2,911,-0.0151995,0.0235546,0.0889991,74.6022092371,1000.0,-0.703555
913000,0.0,791.3028194904327,0.973898861557,2,913,-0.0154684,0.08902,0.111857,74.6546390354,1000.0,-0.705181
915000,0.0,793.0842390060425,0.989478827454,2,915,-0.0130735,0.020661,0.105855,74.7680195505,1000.0,-0.701733
917000,0.0,794.8340580463409,0.995157866739,2,917,-0.016617,0.0298547,0.0624501,74.8019229269,1000.0,-0.689849
919000,0.0,796.5996029376984,0.993916570675,2,919,-0.0134115,0.0227219,0.0719963,75.185213855,1000.0,-0.707841
921000,0.0,798.3495388031006,0.991941002198,2,921,-0.0111126,0.0296815,0.0858821,75.1422650533,1000.0,-0.709709
923000,0.0,800.1148550510406,0.992442807648,2,923,0.00591905,0.0429799,0.0901178,75.2433420657,1000.0,-0.704167
925000,0.0,801.8805367946625,0.991414742544,2,925,-0.0137249,0.0338106,0.08871,75.3017129369,1000.0,-0.705802
927000,0.0,803.6459968090057,0.991523906589,2,927,-0.0188151,0.0263913,0.0884853,75.3863179915,1000.0,-0.691755
929000,0.0,805.4113276004791,0.990498838946,2,929,-0.0135314,0.029955,0.107046,75.4260906683,1000.0,-0.688505
931000,0.0,807.1788189411163,0.993571035098,2,931,-0.0173844,0.0265898,0.0713449,75.5198921868,1000.0,-0.704151
933000,0.0,808.9285326004028,0.985274790786,2,933,-0.0253151,0.0732347,0.10213,75.5443927007,1000.0,-0.713505
935000,0.0,810.7087576389313,0.991106770001,2,935,-0.0108425,0.0539232,0.098688,75.655579125,1000.0,-0.70398
937000,0.0,812.4743890762329,0.992978771217,2,937,-0.0186635,0.022098,0.0780707,75.6905403177,1000.0,-0.708599
940000,0.0,814.2408902645111,0.994462089147,3,940,-0.00600518,0.0505314,0.0944285,75.777751301,1000.0,-0.72021
942000,0.0,816.0051970481873,0.997421935899,2,942,-0.0162009,0.0171283,0.0319221,75.8638767965,1000.0,-0.728102
944000,0.0,817.7720112800598,0.99565907754,2,944,-0.016313,0.0355393,0.0556067,75.9012797002,1000.0,-0.74923
946000,0.0,819.5214562416077,0.997605320998,2,946,-0.0175979,0.0182497,0.0327684,75.9938422204,1000.0,-0.770945
948000,0.0,821.3020732402802,0.997476546792,2,948,-0.0101707,0.0171541,0.0253096,76.0876373154,1000.0,-0.781173
950000,0.0,823.0679037570953,0.997786171036,2,950,-0.0229739,0.0709136,0.0163023,76.1434138179,1000.0,-0.787176
952000,0.0,824.833281993866,0.996117490577,2,952,-0.0181651,0.0145182,0.0497594,76.1938901822,1000.0,-0.803692
954000,0.0,826.599583864212,0.995717119891,2,954,-0.0291772,0.0450012,0.0224197,76.2294499251,1000.0,-0.795269
956000,0.0,828.3653118610382,0.99791231635,2,956,-0.0158841,0.0188254,0.0210608,76.1969324999,1000.0,-0.8181
958000,0.0,830.1306743621826,0.994844930712,2,958,-0.0119197,0.0260721,0.0582872,76.2528946924,1000.0,-0.839337
960000,0.0,831.8963098526001,0.996757939458,2,960,-0.0152304,0.0199777,0.0400287,76.4028658021,1000.0,-0.848209
962000,0.0,833.6629042625427,0.995653747115,2,962,-0.00984389,0.0301907,0.0575979,76.4388728852,1000.0,-0.844866
964000,0.0,835.4430432319641,0.992575599812,2,964,-0.0199702,0.0201663,0.0912475,76.4828344067,1000.0,-0.845536
966000,0.0,837.1927709579468,0.992755139712,2,966,-0.01345,0.0346922,0.0867951,76.5304434199,1000.0,-0.844458
968000,0.0,838.9743971824646,0.995035017375,2,968,-0.00636149,0.0855542,0.0497503,76.6068572911,1000.0,-0.848777
970000,0.0,840.7394659519196,0.992745370138,2,970,-0.0206269,0.0294486,0.0765859,76.6742452313,1000.0,-0.820776
972000,0.0,842.5053687095642,0.994513775688,2,972,-0.0206054,0.03868,0.057819,76.6913041557,1000.0,-0.824343
974000,0.0,844.2553749084473,0.993574871682,2,974,-0.0179477,0.0554685,0.0545427,76.7333092214,1000.0,-0.818645
976000,0.0,846.0222685337067,0.995287016965,2,976,-0.00892581,0.0384825,0.0526313,76.712234948,1000.0,-0.839031
978000,0.0,847.7870657444,0.994883461855,2,978,-0.0130318,0.0343731,0.0554219,76.7988112696,1000.0,-0.857761
980000,0.0,849.5693967342377,0.995919750072,2,980,-0.0221245,0.0227465,0.0478602,76.8928638389,1000.0,-0.868908
983000,0.0,851.3335137367249,0.995132232085,3,983,-0.0169522,0.023984,0.0814985,77.0101422426,1000.0,-0.853316
985000,0.0,853.0842461585999,0.994216719642,2,985,-0.0122587,0.0237095,0.072175,77.0832999559,1000.0,-0.866177
987000,0.0,854.8651933670044,0.994713201653,2,987,-0.0106687,0.0242966,0.0617315,77.1653782365,1000.0,-0.87707
989000,0.0,856.6199285984039,0.991172304377,2,989,-0.0126298,0.0263891,0.101683,77.206598756,1000.0,-0.865599
991000,0.0,858.3960936069489,0.989528381266,2,991,-0.0148988,0.0290235,0.112775,77.2265032274,1000.0,-0.857336
993000,0.0,860.1459164619446,0.992744210176,2,993,-0.0169864,0.0197503,0.0766127,77.2689030288,1000.0,-0.891148
995000,0.0,861.9115705490112,0.993255997077,2,995,-0.0187906,0.0211971,0.0837024,77.2512941011,1000.0,-0.867802
997000,0.0,863.6778101921082,0.984723283909,2,997,-0.0125207,0.0410671,0.166168,77.2062960094,1000.0,-0.879139
999000,0.0,865.4432225227356,0.991823687218,2,999,-0.0140272,0.0209267,0.0858331,77.2899161409,1000.0,-0.891537
1001000,0.0,867.2094712257385,0.995004145894,2,1001,-0.0179076,0.0363102,0.062841,77.3056925347,1000.0,-0.888978
