TimestepsSoFar,loss_pol_entpen,TimeElapsed,ev_tdlam_before,EpThisIter,EpisodesSoFar,loss_pol_surr,loss_kl,loss_vf_loss,EpRewMean,EpLenMean,loss_ent
454000,0.0,393.89566445350647,0.998774442356,2,454,-0.0139557,0.0174051,0.01474,55.910210665,1000.0,0.0103285
456000,0.0,395.64662504196167,0.997086912626,2,456,-0.0208958,0.0221747,0.0226011,55.9610898984,1000.0,0.0101125
458000,0.0,397.41323614120483,0.998543765629,2,458,-0.0214943,0.0121185,0.0116348,55.8812293985,1000.0,0.00082314
460000,0.0,399.18075370788574,0.998811786645,2,460,-0.0122695,0.0220892,0.0149477,55.8590113839,1000.0,0.0046047
462000,0.0,400.9598560333252,0.998383131577,2,462,-0.0153883,0.0159303,0.0175108,55.8423225362,1000.0,0.0126501
464000,0.0,402.71627831459045,0.998754541157,2,464,-0.0133617,0.0146335,0.0164395,56.1136608809,1000.0,0.00822735
466000,0.0,404.4902334213257,0.997398613719,2,466,-0.0062105,0.0137656,0.0182946,56.3234224451,1000.0,0.0239983
468000,0.0,406.25557136535645,0.998302118038,2,468,-0.0150551,0.0110607,0.0194723,56.3604782216,1000.0,0.00907075
471000,0.0,408.0213575363159,0.998540728702,3,471,-0.0235658,0.0497803,0.0203704,56.4239897463,1000.0,0.0035429
473000,0.0,409.7869760990143,0.998561914195,2,473,-0.0166621,0.0180468,0.0164587,56.4278438032,1000.0,0.00759435
475000,0.0,411.5690407752991,0.996642604237,2,475,-0.0208368,0.0176162,0.0187775,56.5107473368,1000.0,0.00577676
477000,0.0,413.3183696269989,0.992955744267,2,477,-0.019748,0.0205018,0.0316777,56.5813047197,1000.0,-0.0166485
479000,0.0,415.08396553993225,0.998557040351,2,479,-0.00857013,0.0145578,0.0118412,56.5981875636,1000.0,-0.0233449
481000,0.0,416.8496582508087,0.998810208635,2,481,-0.0136394,0.0161125,0.0153608,56.7197331996,1000.0,-0.0396432
483000,0.0,418.6306080818176,0.998371260357,2,483,-0.0185692,0.0220582,0.0229808,56.7815446946,1000.0,-0.0531366
485000,0.0,420.3958775997162,0.997957780259,2,485,-0.0203825,0.0356558,0.0114775,56.8030490074,1000.0,-0.0560877
487000,0.0,422.1769027709961,0.998644658364,2,487,-0.0152993,0.0357259,0.0144442,57.1060133196,1000.0,-0.0900459
489000,0.0,423.9282155036926,0.993945688941,2,489,-0.0275402,0.0253557,0.0360567,57.1334497822,1000.0,-0.0763961
491000,0.0,425.70865273475647,0.996868891874,2,491,-0.0208735,0.0135729,0.0158512,56.9357180534,1000.0,-0.0978246
493000,0.0,427.4753465652466,0.998727816506,2,493,-0.0138574,0.0156025,0.0169072,56.9813887838,1000.0,-0.091064
495000,0.0,429.24999594688416,0.998883743654,2,495,-0.0162819,0.0218693,0.0178726,57.0267066084,1000.0,-0.0975308
497000,0.0,431.0207221508026,0.998600528226,2,497,-0.0166028,0.0141587,0.0148733,57.0150513841,1000.0,-0.0892979
499000,0.0,432.7862446308136,0.998483316507,2,499,-0.017525,0.0599568,0.0140477,57.3159027892,1000.0,-0.0747497
501000,0.0,434.55193400382996,0.994277834427,2,501,-0.0275046,0.0489457,0.0302439,57.233897663,1000.0,-0.0650648
503000,0.0,436.33401322364807,0.99686703342,2,503,-0.0130197,0.0263457,0.0254649,57.2948481194,1000.0,-0.0783156
505000,0.0,438.09947967529297,0.998129021958,2,505,-0.0129018,0.0147837,0.0221969,57.2897995051,1000.0,-0.100695
507000,0.0,439.8818416595459,0.998845009599,2,507,-0.015634,0.0197498,0.0142745,57.310153512,1000.0,-0.0855265
509000,0.0,441.6464886665344,0.998537090607,2,509,-0.0151409,0.0176064,0.0203438,57.2807042532,1000.0,-0.0998609
512000,0.0,443.41318464279175,0.997537544463,3,512,-0.00469232,0.0652571,0.0272925,57.3776003084,1000.0,-0.130685
514000,0.0,445.17808723449707,0.998236171203,2,514,-0.0179401,0.0242935,0.0313789,57.4767997498,1000.0,-0.130769
516000,0.0,446.9539122581482,0.998343326268,2,516,-0.0125166,0.0163175,0.0236726,57.5023975386,1000.0,-0.141917
518000,0.0,448.72438645362854,0.998144658166,2,518,-0.00827465,0.0391068,0.0213443,57.6012058537,1000.0,-0.164694
520000,0.0,450.4899425506592,0.997614529449,2,520,-0.0136529,0.0250715,0.0252611,57.6691865025,1000.0,-0.179313
522000,0.0,452.25621914863586,0.996843883302,2,522,-0.0226968,0.0778612,0.021015,57.7727382354,1000.0,-0.18387
524000,0.0,454.0382010936737,0.99869336281,2,524,-0.00927264,0.0235459,0.0183804,57.820576069,1000.0,-0.155783
526000,0.0,455.78816866874695,0.998485197546,2,526,-0.0014193,0.0494235,0.0175184,57.9145925577,1000.0,-0.181918
528000,0.0,457.56840920448303,0.998352421215,2,528,-0.00811223,0.0512124,0.02263,58.0062747685,1000.0,-0.169439
530000,0.0,459.3339259624481,0.997980614193,2,530,-0.0103052,0.0452211,0.0196302,58.0552196203,1000.0,-0.164767
532000,0.0,461.0995602607727,0.998396367882,2,532,-0.0156809,0.018724,0.0214841,58.2064446784,1000.0,-0.163011
534000,0.0,462.84933257102966,0.997112659737,2,534,-0.0249293,0.0780926,0.0195333,58.2594495058,1000.0,-0.146843
536000,0.0,464.62739968299866,0.997863688506,2,536,-0.0150873,0.0294769,0.026399,58.3123667928,1000.0,-0.122727
538000,0.0,466.39378571510315,0.997837538365,2,538,0.00967753,0.0853852,0.0261355,58.4103185504,1000.0,-0.130268
540000,0.0,468.1461708545685,0.998164861579,2,540,-0.00416443,0.0298103,0.0253081,58.4736774894,1000.0,-0.134433
542000,0.0,469.911851644516,0.997119337786,2,542,-0.000231943,0.0422349,0.0331186,58.5568563407,1000.0,-0.143869
544000,0.0,471.6771855354309,0.998025907669,2,544,-0.0181174,0.0141122,0.0273492,58.6769944206,1000.0,-0.148029
546000,0.0,473.4425003528595,0.997674509417,2,546,-0.0170353,0.017418,0.0259341,58.7849910755,1000.0,-0.147298
548000,0.0,475.19321942329407,0.998517265311,2,548,-0.0150669,0.0204057,0.0194424,58.9164871462,1000.0,-0.129546
550000,0.0,476.9581308364868,0.998344378546,2,550,-0.0213946,0.0140723,0.0192398,59.0157283821,1000.0,-0.124327
552000,0.0,478.7098524570465,0.998381496174,2,552,-0.0202302,0.0152292,0.0205119,59.0912467439,1000.0,-0.10101
555000,0.0,480.47523069381714,0.998403062695,3,555,-0.0129696,0.0144327,0.0235663,59.2751941235,1000.0,-0.128921
557000,0.0,482.239618062973,0.998998668976,2,557,-0.0139223,0.0147606,0.013964,59.4389045622,1000.0,-0.119192
559000,0.0,484.00684571266174,0.998378847959,2,559,-0.00871182,0.0215129,0.0193371,59.5365592012,1000.0,-0.0984626
561000,0.0,485.7714445590973,0.998427972314,2,561,-0.0123535,0.00940356,0.0229355,59.6779263052,1000.0,-0.0734273
563000,0.0,487.53698348999023,0.998475440661,2,563,-0.0120101,0.0193918,0.0189462,59.7755006372,1000.0,-0.0702317
565000,0.0,489.3024306297302,0.998363134917,2,565,-0.0108888,0.0259352,0.0217518,59.851739355,1000.0,-0.103021
567000,0.0,491.0675675868988,0.99786574184,2,567,-0.0121481,0.0175286,0.0294196,59.9377262978,1000.0,-0.118142
569000,0.0,492.833993434906,0.997791105881,2,569,-0.00552997,0.05512,0.026541,60.0277468674,1000.0,-0.129372
571000,0.0,494.6149072647095,0.998167686746,2,571,-0.0137655,0.0210283,0.0230741,60.0696800057,1000.0,-0.148868
573000,0.0,496.3650598526001,0.998528779601,2,573,-0.0143768,0.0247453,0.0194002,60.1870804881,1000.0,-0.14226
575000,0.0,498.14633202552795,0.998816082603,2,575,-0.01753,0.0293296,0.0151813,60.2536632768,1000.0,-0.182732
577000,0.0,499.9125654697418,0.998742685886,2,577,-0.0159396,0.0144292,0.0173948,60.5131238841,1000.0,-0.208684
579000,0.0,501.6781849861145,0.998368199682,2,579,-0.0119487,0.0211497,0.0200306,60.5859700747,1000.0,-0.210231
581000,0.0,503.44343423843384,0.998541868059,2,581,-0.0151074,0.014627,0.0175559,60.6130244463,1000.0,-0.182211
583000,0.0,505.224369764328,0.9984905374,2,583,-0.0157818,0.0142519,0.0209179,60.6378587443,1000.0,-0.199249
585000,0.0,506.9751923084259,0.998817675863,2,585,-0.016201,0.0153057,0.0133095,60.6931721708,1000.0,-0.212262
587000,0.0,508.75518584251404,0.998598510167,2,587,-0.0165588,0.0294897,0.0133067,60.7570371838,1000.0,-0.18557
589000,0.0,510.5215084552765,0.998972162721,2,589,-0.0162632,0.0139257,0.0142048,60.7674442442,1000.0,-0.178427
591000,0.0,512.2865400314331,0.999067619792,2,591,-0.0159574,0.0453644,0.0130504,61.0651463823,1000.0,-0.18787
593000,0.0,514.0519742965698,0.998391994159,2,593,-0.0129807,0.0282597,0.0189894,61.1614495406,1000.0,-0.205843
595000,0.0,515.8331615924835,0.998022845481,2,595,-0.012798,0.0206989,0.0281034,61.2183520636,1000.0,-0.199659
598000,0.0,517.5995712280273,0.99759675446,3,598,-0.0141325,0.0217235,0.0395158,61.339142047,1000.0,-0.20339
600000,0.0,519.3658945560455,0.997885755263,2,600,-0.0157999,0.0190035,0.0306127,61.384454134,1000.0,-0.202488
602000,0.0,521.131557226181,0.996860439889,2,602,-0.0141486,0.0198137,0.0401412,61.6109037546,1000.0,-0.201107
604000,0.0,522.9115357398987,0.997719656909,2,604,-0.00903457,0.0311019,0.0300625,61.6858768528,1000.0,-0.188873
606000,0.0,524.6629059314728,0.997934639221,2,606,-0.0125384,0.0202616,0.0235988,61.8205977282,1000.0,-0.180988
608000,0.0,526.4426367282867,0.998659775825,2,608,-0.0190598,0.0168153,0.0161116,61.9255800607,1000.0,-0.182635
610000,0.0,528.2094540596008,0.998651991133,2,610,-0.00191749,0.0246801,0.01626,62.0820151443,1000.0,-0.196919
612000,0.0,529.974547624588,0.998311472591,2,612,-0.015137,0.0182679,0.0209024,62.1405576231,1000.0,-0.211
614000,0.0,531.7402062416077,0.998954811366,2,614,0.00221776,0.0494357,0.0137683,62.1929051971,1000.0,-0.224187
616000,0.0,533.5058689117432,0.99875137012,2,616,-0.015881,0.0124355,0.0181925,62.2495447271,1000.0,-0.205203
618000,0.0,535.2718522548676,0.998559635365,2,618,-0.00465794,0.0220723,0.0229307,62.2945519627,1000.0,-0.220785
620000,0.0,537.0367877483368,0.998239674838,2,620,-0.0153558,0.0110491,0.0203646,62.334660285,1000.0,-0.210679
622000,0.0,538.8021903038025,0.998255348997,2,622,-0.0119417,0.0238626,0.0237745,62.3604016671,1000.0,-0.222898
624000,0.0,540.567601442337,0.997352689505,2,624,-0.0202268,0.0428241,0.0309703,62.424510914,1000.0,-0.235986
626000,0.0,542.3339357376099,0.997141689528,2,626,-0.0208325,0.0234577,0.027439,62.4099140542,1000.0,-0.230476
628000,0.0,544.1109459400177,0.944475006312,2,628,0.00185456,0.0310781,0.131769,62.295068446,1000.0,-0.219525
630000,0.0,545.8817262649536,0.997075891122,2,630,-0.00699554,0.0153505,0.0222898,62.3601930389,1000.0,-0.213441
632000,0.0,547.6464991569519,0.99702043226,2,632,-0.0130644,0.0130926,0.0306169,62.3909051808,1000.0,-0.213137
634000,0.0,549.4128999710083,0.998380321544,2,634,-0.0100169,0.0372032,0.0225381,62.4713561193,1000.0,-0.206136
636000,0.0,551.1928753852844,0.978287607431,2,636,-0.0139858,0.0167038,0.10046,62.3373101188,1000.0,-0.194974
638000,0.0,552.9595019817352,0.983551859856,2,638,-0.0160994,0.0175344,0.0790598,62.1722932294,1000.0,-0.203744
641000,0.0,554.7561206817627,0.998386470019,3,641,-0.0102857,0.0164487,0.031342,62.2214475671,1000.0,-0.189604
643000,0.0,556.6153798103333,0.998264911119,2,643,-0.0164651,0.0217271,0.0265239,62.2365381723,1000.0,-0.225514
645000,0.0,558.4743902683258,0.9985931837,2,645,-0.013184,0.0160404,0.0179323,62.3034008669,1000.0,-0.228403
647000,0.0,560.3336217403412,0.984618598595,2,647,-0.0163792,0.0173985,0.0851891,62.1076883391,1000.0,-0.210264
649000,0.0,562.1928730010986,0.99829352391,2,649,-0.0128566,0.0285573,0.0215025,62.1103459005,1000.0,-0.21603
651000,0.0,564.0520508289337,0.998115819762,2,651,-0.00893888,0.0336215,0.0229855,62.1216343638,1000.0,-0.212652
653000,0.0,565.9119913578033,0.996835061815,2,653,-0.0156893,0.0129653,0.0342531,62.1616264538,1000.0,-0.210144
655000,0.0,567.7715044021606,0.997128538555,2,655,-0.0156654,0.0181339,0.0323588,62.1751377118,1000.0,-0.218372
657000,0.0,569.6311180591583,0.988243738189,2,657,-0.0158804,0.0465027,0.0620561,62.0209162834,1000.0,-0.220954
659000,0.0,571.4894874095917,0.997561554424,2,659,-0.00132623,0.055524,0.0289098,62.0766122157,1000.0,-0.246808
661000,0.0,573.349319934845,0.996634850278,2,661,-0.0143828,0.0446989,0.0337091,62.1106031095,1000.0,-0.246096
663000,0.0,575.2085161209106,0.997161724837,2,663,-0.0110631,0.0161469,0.0416477,62.1762527737,1000.0,-0.230677
665000,0.0,577.0844390392303,0.957941669971,2,665,0.0185865,0.0653892,0.134435,61.9039871421,1000.0,-0.223505
667000,0.0,578.9428040981293,0.997725378256,2,667,-0.0160519,0.024711,0.0243834,61.9769799147,1000.0,-0.212101
669000,0.0,580.802672624588,0.997209484223,2,669,-0.0117838,0.0207966,0.0353042,62.0640402854,1000.0,-0.197502
671000,0.0,582.6628322601318,0.997494575102,2,671,-0.0142341,0.0186235,0.0324325,62.1781618891,1000.0,-0.189505
673000,0.0,584.5066604614258,0.997958679684,2,673,-0.0192113,0.0129572,0.0207609,62.2178720981,1000.0,-0.209609
675000,0.0,586.3643453121185,0.987730845809,2,675,-0.00569981,0.0207309,0.0356752,62.2736082081,1000.0,-0.198412
677000,0.0,588.1459426879883,0.995510518085,2,677,-0.0119739,0.0364649,0.0381941,62.1144882906,1000.0,-0.183171
679000,0.0,589.9115371704102,0.997335549444,2,679,-0.0158198,0.0255675,0.0318381,62.155774967,1000.0,-0.21683
681000,0.0,591.6778395175934,0.997662193375,2,681,-0.0197755,0.0129103,0.0269798,62.2614673044,1000.0,-0.2073
684000,0.0,593.459888458252,0.998689644854,3,684,-0.0130443,0.031398,0.0227819,62.434269186,1000.0,-0.197116
686000,0.0,595.2398600578308,0.996041188017,2,686,-0.0209953,0.0133672,0.0256571,62.5552171674,1000.0,-0.183315
688000,0.0,596.9999268054962,0.991383211687,2,688,-0.0170502,0.0153561,0.0773043,62.441889115,1000.0,-0.203921
690000,0.0,598.7556869983673,0.99701506854,2,690,-0.0125333,0.0150697,0.041273,62.5644623654,1000.0,-0.212611
692000,0.0,600.5234751701355,0.996387812542,2,692,-0.0182013,0.0201343,0.0419991,62.6725899594,1000.0,-0.231526
694000,0.0,602.2874617576599,0.997610460734,2,694,-0.0104478,0.0192062,0.0285444,62.7559996952,1000.0,-0.225089
696000,0.0,604.0522546768188,0.997566474834,2,696,-0.0185568,0.0165521,0.0336732,62.86707911,1000.0,-0.211726
698000,0.0,605.8022358417511,0.997963665286,2,698,-0.0169682,0.0111622,0.0224686,62.9911063282,1000.0,-0.228672
700000,0.0,607.5846955776215,0.998577876599,2,700,-0.0212751,0.0246944,0.0134147,63.1159494863,1000.0,-0.265319
702000,0.0,609.3489997386932,0.997217996279,2,702,-0.0134096,0.0354913,0.0360765,63.2483461547,1000.0,-0.259437
704000,0.0,611.1144840717316,0.997742708307,2,704,-0.0124665,0.0317324,0.025421,63.3758209833,1000.0,-0.25332
706000,0.0,612.8768193721771,0.998553535668,2,706,-0.0218142,0.0626517,0.00961083,63.4816900356,1000.0,-0.238562
708000,0.0,614.6462111473083,0.997498201439,2,708,-0.0178041,0.0393519,0.0210717,63.548616295,1000.0,-0.249866
710000,0.0,616.4114363193512,0.998577316175,2,710,-0.0175153,0.0228137,0.0151101,63.6395502646,1000.0,-0.269777
712000,0.0,618.1771032810211,0.998854989535,2,712,-0.0182549,0.0206413,0.0109455,63.7915877351,1000.0,-0.279106
714000,0.0,619.94278383255,0.998081152793,2,714,-0.0192838,0.0147373,0.0246563,63.9573429865,1000.0,-0.289114
716000,0.0,621.7239534854889,0.998492921586,2,716,-0.0233001,0.0389992,0.0111563,64.079589115,1000.0,-0.325146
718000,0.0,623.4893732070923,0.997907729587,2,718,-0.0199436,0.01724,0.0206015,64.2122298211,1000.0,-0.334273
720000,0.0,625.2555601596832,0.997155953664,2,720,-0.0167249,0.015496,0.0341165,64.3073351289,1000.0,-0.332609
722000,0.0,627.0220427513123,0.997129306663,2,722,-0.0174716,0.0196001,0.025351,64.4471852296,1000.0,-0.342863
724000,0.0,628.8022291660309,0.996234061196,2,724,-0.0156388,0.0170501,0.047912,64.4964010675,1000.0,-0.345862
727000,0.0,630.5519859790802,0.996972643537,3,727,-0.0169396,0.0222222,0.0443749,64.6841355836,1000.0,-0.351181
729000,0.0,632.3190138339996,0.995399947278,2,729,-0.0164943,0.0192147,0.054717,64.9069273677,1000.0,-0.350155
731000,0.0,634.0839293003082,0.996766729048,2,731,-0.0158621,0.0178511,0.034612,65.0594993534,1000.0,-0.363365
733000,0.0,635.8652586936951,0.997067710152,2,733,-0.0138108,0.0173401,0.0354188,65.1448237899,1000.0,-0.342407
735000,0.0,637.6149353981018,0.99683638569,2,735,-0.0107412,0.0190563,0.0404037,65.286231682,1000.0,-0.348109
737000,0.0,639.3959624767303,0.997181581799,2,737,0.00423314,0.0426138,0.0352178,65.5997454333,1000.0,-0.352765
739000,0.0,641.1464326381683,0.994668685365,2,739,-0.0183655,0.0203162,0.0646365,65.9473327288,1000.0,-0.364071
741000,0.0,642.9120941162109,0.996579481754,2,741,-0.0121526,0.0267506,0.0394405,66.1183469153,1000.0,-0.385821
743000,0.0,644.6784813404083,0.995279009454,2,743,-0.0197221,0.0276433,0.0528091,66.2484858402,1000.0,-0.387704
745000,0.0,646.5053021907806,0.997614558786,2,745,-0.0155402,0.0347063,0.0241929,66.3629489134,1000.0,-0.400683
747000,0.0,648.2708795070648,0.99760577199,2,747,-0.0185906,0.0243795,0.0297883,66.7622085726,1000.0,-0.394304
749000,0.0,650.0362889766693,0.99500110792,2,749,-0.011713,0.0278058,0.0580809,66.8421812171,1000.0,-0.406199
751000,0.0,651.8019633293152,0.995508268476,2,751,-0.0124209,0.0166624,0.0509387,66.9775457563,1000.0,-0.416342
753000,0.0,653.5683507919312,0.996516822139,2,753,-0.00999256,0.0320325,0.0429647,67.1147723507,1000.0,-0.405254
755000,0.0,655.3347382545471,0.997319353512,2,755,-0.00866501,0.0199532,0.0321497,67.2177982429,1000.0,-0.4315
757000,0.0,657.0990376472473,0.997468449641,2,757,-0.0166657,0.0296844,0.0305597,67.5213482221,1000.0,-0.439066
759000,0.0,658.8653004169464,0.997523977654,2,759,-0.00900541,0.0370745,0.0287811,67.6143114723,1000.0,-0.46046
761000,0.0,660.6306765079498,0.998461471405,2,761,-0.0213359,0.0143018,0.0210032,67.6897156177,1000.0,-0.498729
763000,0.0,662.380411863327,0.997374671511,2,763,-0.0129827,0.0228784,0.0317789,67.7712572334,1000.0,-0.492119
765000,0.0,664.1615040302277,0.997752306284,2,765,-0.0136332,0.0175525,0.0331304,68.2456590282,1000.0,-0.480443
768000,0.0,665.9283835887909,0.995608814061,3,768,-0.0104324,0.028358,0.0578782,68.3115465864,1000.0,-0.498041
770000,0.0,667.6928596496582,0.998041488463,2,770,-0.00397039,0.0423561,0.0334291,68.4282503777,1000.0,-0.497905
772000,0.0,669.4589550495148,0.997613884741,2,772,-0.00924414,0.0360755,0.0306594,68.5974423041,1000.0,-0.481177
774000,0.0,671.2238142490387,0.997508334694,2,774,-0.0125679,0.0320096,0.0271835,68.7509212317,1000.0,-0.47101
776000,0.0,673.000547170639,0.997363116592,2,776,-0.0221279,0.0257107,0.0295885,69.0202456419,1000.0,-0.476023
778000,0.0,674.7397565841675,0.997366834665,2,778,-0.0117699,0.0213694,0.0333682,69.2010979429,1000.0,-0.457758
780000,0.0,676.5050990581512,0.997175602475,2,780,-0.008076,0.0229451,0.0355875,69.3584693303,1000.0,-0.451628
782000,0.0,678.2717263698578,0.996915175114,2,782,-0.0167092,0.0238482,0.0361483,69.4191809103,1000.0,-0.468028
784000,0.0,680.0367522239685,0.995129651856,2,784,-0.0117707,0.0266875,0.06183,69.5157567778,1000.0,-0.459795
786000,0.0,681.7901747226715,0.929648652673,2,786,-0.0199953,0.0282873,0.342339,69.2175721019,1000.0,-0.467154
788000,0.0,683.5682799816132,0.99688424496,2,788,-0.00865946,0.0224648,0.0414253,69.5511966589,1000.0,-0.485821
790000,0.0,685.3188872337341,0.996253029909,2,790,-0.0104976,0.0308125,0.0538563,69.6150658067,1000.0,-0.495873
792000,0.0,687.0992205142975,0.996598064201,2,792,-0.0178409,0.0248825,0.047422,69.7261102794,1000.0,-0.459883
794000,0.0,688.8553893566132,0.997380134184,2,794,-0.0182346,0.020784,0.036698,69.8411896606,1000.0,-0.459689
796000,0.0,690.6301047801971,0.997383447597,2,796,-0.0188896,0.0215178,0.0320062,69.9666524213,1000.0,-0.426971
798000,0.0,692.3808810710907,0.997290584724,2,798,-0.0172161,0.022871,0.0333732,70.0637221737,1000.0,-0.430529
800000,0.0,694.1620364189148,0.997500502737,2,800,-0.0191285,0.0225771,0.0313594,70.1742046102,1000.0,-0.46072
802000,0.0,695.9276905059814,0.994749330916,2,802,-0.0202123,0.0191111,0.0645363,70.2829868692,1000.0,-0.47123
804000,0.0,697.6778149604797,0.959649991244,2,804,-0.0166919,0.02069,0.242032,69.9441338859,1000.0,-0.470002
806000,0.0,699.4428098201752,0.994808553252,2,806,-0.01528,0.0146429,0.0619552,70.0513368089,1000.0,-0.459724
808000,0.0,701.2081904411316,0.972140962258,2,808,-0.026998,0.022919,0.179248,69.7925726128,1000.0,-0.461569
811000,0.0,702.974701166153,0.993926451541,3,811,-0.00873953,0.0228471,0.0770632,69.9833480527,1000.0,-0.428231
813000,0.0,704.7403035163879,0.995927766431,2,813,-0.0205162,0.0373937,0.0602905,70.0780296978,1000.0,-0.424552
815000,0.0,706.5055916309357,0.992908639833,2,815,-0.00830739,0.017001,0.0873906,70.1513384483,1000.0,-0.432322
817000,0.0,708.2712125778198,0.985347185284,2,817,-0.0322455,0.222562,0.0794404,70.284537974,1000.0,-0.44966
819000,0.0,710.0221560001373,0.98502197396,2,819,-0.019812,0.0259071,0.125145,70.1138732997,1000.0,-0.504121
821000,0.0,711.7867496013641,0.994369495194,2,821,-0.00238773,0.0293862,0.0709872,70.2643481289,1000.0,-0.499632
823000,0.0,713.5530872344971,0.993677835912,2,823,-0.00634875,0.0295467,0.0777025,70.4022720705,1000.0,-0.484963
825000,0.0,715.3189623355865,0.995103386231,2,825,-0.0110136,0.0275284,0.0550882,70.5056310366,1000.0,-0.497615
827000,0.0,717.0689890384674,0.994453893043,2,827,-0.0125111,0.0214199,0.0655498,70.6201294289,1000.0,-0.487093
829000,0.0,718.8338651657104,0.996042758692,2,829,-0.0113165,0.0366628,0.0476966,70.7284313471,1000.0,-0.488934
831000,0.0,720.5991303920746,0.996030856855,2,831,-0.0160748,0.0223009,0.0519329,70.7732473956,1000.0,-0.498087
833000,0.0,722.3652563095093,0.99536531046,2,833,-0.0108599,0.0336013,0.0584294,70.8458795956,1000.0,-0.479579
835000,0.0,724.1307213306427,0.997464957181,2,835,-0.0178244,0.0269422,0.0335319,70.8621691921,1000.0,-0.487944
837000,0.0,725.8963124752045,0.996553999605,2,837,-0.0200151,0.0148898,0.0441103,70.9039482176,1000.0,-0.50878
839000,0.0,727.6680784225464,0.996524715563,2,839,-0.0219738,0.0131465,0.0457032,70.9917574059,1000.0,-0.532436
841000,0.0,729.4274706840515,0.997025685152,2,841,-0.0209816,0.0403686,0.0375141,70.9907756625,1000.0,-0.52469
843000,0.0,731.208997964859,0.996780428337,2,843,-0.0141204,0.0338379,0.0402494,71.0660791996,1000.0,-0.545031
845000,0.0,732.9936740398407,0.996936495649,2,845,-0.021634,0.0169279,0.0312472,71.1171537149,1000.0,-0.536035
847000,0.0,734.7559807300568,0.996794159058,2,847,-0.0115433,0.0185736,0.0462474,71.1005462076,1000.0,-0.539883
849000,0.0,736.5230128765106,0.996578084771,2,849,-0.0188992,0.0240869,0.0486836,71.1991072481,1000.0,-0.551688
851000,0.0,738.3021972179413,0.99689929327,2,851,-0.0164023,0.0375954,0.0403898,71.28937643,1000.0,-0.566624
854000,0.0,740.0519020557404,0.99458603235,3,854,-0.0192638,0.013648,0.0909804,71.4557687392,1000.0,-0.548159
856000,0.0,741.8324363231659,0.996161906049,2,856,-0.0171352,0.0217579,0.060828,71.5756307019,1000.0,-0.534964
858000,0.0,743.5993638038635,0.996442324715,2,858,-0.0128794,0.0391301,0.0495668,71.6904304453,1000.0,-0.520345
860000,0.0,745.3648591041565,0.992826089729,2,860,-0.0169235,0.0165822,0.0845725,71.7139719672,1000.0,-0.524048
862000,0.0,747.1301066875458,0.99751107092,2,862,-0.0127161,0.0210174,0.0282131,71.8100566809,1000.0,-0.54864
864000,0.0,748.8964328765869,0.996669839369,2,864,-0.0152381,0.0307755,0.0405338,71.9199436665,1000.0,-0.53989
866000,0.0,750.6614038944244,0.995445664506,2,866,-0.0115105,0.0206972,0.0526786,71.9919819614,1000.0,-0.53006
868000,0.0,752.4277627468109,0.995855596382,2,868,-0.0166259,0.0222827,0.0488886,72.130355556,1000.0,-0.536673
870000,0.0,754.1931474208832,0.992353292648,2,870,-0.0164805,0.0181979,0.0929261,72.1821007591,1000.0,-0.548919
872000,0.0,755.9743826389313,0.994677910116,2,872,-0.0174454,0.0176178,0.0648446,72.2413413106,1000.0,-0.574166
874000,0.0,757.7251675128937,0.995201151818,2,874,-0.0119037,0.0182618,0.0668457,72.3655276213,1000.0,-0.597946
876000,0.0,759.5126161575317,0.99582036864,2,876,-0.0110814,0.0355277,0.0567281,72.5388034411,1000.0,-0.594283
878000,0.0,761.270786523819,0.996562908869,2,878,-0.0163593,0.0179919,0.0418819,72.5686637446,1000.0,-0.610538
880000,0.0,763.0362958908081,0.986236641183,2,880,-0.0288109,0.0459012,0.0693229,72.6022572685,1000.0,-0.621334
882000,0.0,764.8020074367523,0.994990852661,2,882,-0.0167836,0.0212402,0.0607404,72.6966006066,1000.0,-0.642491
884000,0.0,766.5835635662079,0.996254737023,2,884,-0.00863848,0.0154542,0.0488348,72.7594985955,1000.0,-0.641066
886000,0.0,768.3495547771454,0.988653683104,2,886,-0.018367,0.0736806,0.0694914,73.2453156017,1000.0,-0.627995
888000,0.0,770.1154816150665,0.993417912629,2,888,-0.0197642,0.0200823,0.0628023,73.2824673685,1000.0,-0.647331
890000,0.0,771.8957388401031,0.994717041031,2,890,-0.0027513,0.0423846,0.0569323,73.426343791,1000.0,-0.643403
892000,0.0,773.6770012378693,0.995763226878,2,892,-0.0140663,0.0264491,0.0476206,73.4923820649,1000.0,-0.64883
894000,0.0,775.4286134243011,0.996093132533,2,894,-0.00692257,0.0258507,0.0446368,73.5044859955,1000.0,-0.66378
897000,0.0,777.1935949325562,0.996322968509,3,897,-0.0195972,0.0232645,0.0662013,73.5570646141,1000.0,-0.653995
899000,0.0,778.958838224411,0.99118320737,2,899,-0.0161219,0.0142997,0.113864,73.5309936028,1000.0,-0.648701
901000,0.0,780.7243571281433,0.994074075948,2,901,-0.0231775,0.030486,0.0610303,73.5635260862,1000.0,-0.675072
903000,0.0,782.4913363456726,0.995441746432,2,903,-0.00967733,0.0290477,0.0537299,73.6129027157,1000.0,-0.657041
905000,0.0,784.2558114528656,0.99379824521,2,905,-0.0149645,0.0238212,0.0839576,74.0644362865,1000.0,-0.657219
907000,0.0,786.0213873386383,0.984353076667,2,907,-0.0267818,0.0495881,0.070316,74.1302258337,1000.0,-0.677918
