loss_pol_surr,loss_pol_entpen,EpRewMean,EpThisIter,EpLenMean,TimestepsSoFar,loss_kl,loss_ent,TimeElapsed,loss_vf_loss,EpisodesSoFar,ev_tdlam_before
-0.0229925,0.0,616.696436457,10,204.15,104310,0.00933489,3.42436,116.675222158432,163.512,996,0.922447256744
-0.0283591,0.0,618.508337477,10,205.12,106377,0.00898395,3.39251,118.99100017547607,139.166,1006,0.928511738777
-0.0241611,0.0,614.759988385,10,205.12,108345,0.0111949,3.39285,121.30470848083496,121.257,1016,0.850293949246
-0.0301857,0.0,612.141849228,11,204.22,110436,0.0106756,3.41967,123.59342360496521,68.9724,1027,0.942563973367
-0.0226083,0.0,630.296528481,9,208.99,112574,0.0121818,3.40753,125.82050323486328,44.3772,1036,0.936229854822
-0.0221653,0.0,632.699851647,9,209.8,114503,0.00812984,3.43134,128.28079390525818,96.1785,1045,0.928645156324
-0.0283649,0.0,634.03382127,10,209.63,116717,0.0120072,3.43357,130.7340738773346,35.4913,1055,0.986192340031
-0.0226402,0.0,635.413494487,9,210.19,118772,0.0118682,3.44408,133.21954035758972,93.6374,1064,0.94728937
-0.0194417,0.0,648.716087756,8,213.56,120605,0.0116684,3.42469,135.59307026863098,31.8008,1072,0.963598698378
-0.0311238,0.0,650.826797006,10,213.9,122843,0.0138351,3.4231,138.0468680858612,71.8008,1082,0.97373326309
-0.0309563,0.0,656.11023112,9,214.84,124899,0.0143031,3.41578,140.5940079689026,20.9089,1091,0.988218879327
-0.0227896,0.0,666.310213062,9,216.79,126792,0.00930238,3.38179,143.17942476272583,37.1915,1100,0.979661708698
-0.0277392,0.0,675.189136694,10,217.7,128831,0.00792439,3.37721,145.65911960601807,41.5024,1110,0.983154436573
-0.0267718,0.0,683.580643629,10,218.71,130995,0.0103686,3.35124,148.14995551109314,41.6478,1120,0.986227157526
-0.0248793,0.0,689.930608174,9,220.13,132944,0.0113802,3.33028,150.40617990493774,41.2254,1129,0.985536554828
-0.0259514,0.0,687.931322554,9,219.18,134998,0.0118409,3.32391,152.5313160419464,23.9583,1138,0.989522754215
-0.0283773,0.0,695.385378178,9,220.52,136996,0.0128984,3.28117,154.66267323493958,31.8639,1147,0.978455374017
-0.0263187,0.0,695.577979879,10,220.09,139213,0.0160499,3.25855,156.7439730167389,19.7699,1157,0.991156280041
-0.0292149,0.0,695.970719944,9,219.79,141263,0.0122918,3.26752,158.85008668899536,33.6274,1166,0.984848184511
-0.0241806,0.0,696.966840855,9,219.7,143253,0.0101824,3.27375,160.9282968044281,68.1127,1175,0.970393817872
-0.0178217,0.0,697.007030075,9,219.38,145273,0.0164587,3.28907,163.05458402633667,36.4229,1184,0.920075669885
-0.0308018,0.0,695.472005719,9,218.48,147224,0.0114868,3.28119,165.19479846954346,22.3022,1193,0.991753828712
-0.0276321,0.0,705.334723668,10,220.96,149477,0.00972937,3.25914,167.30441570281982,25.7378,1203,0.989613456652
-0.0330132,0.0,707.301347849,10,220.88,151526,0.0120111,3.25272,169.375834941864,26.5702,1213,0.989584530704
-0.0281279,0.0,695.877812963,11,217.62,153597,0.0110923,3.22114,171.4838683605194,41.0253,1224,0.984148062766
-0.0280997,0.0,691.980351627,9,216.13,155487,0.00996725,3.19758,173.59324884414673,28.4037,1233,0.98772348091
-0.0256703,0.0,683.981394459,10,213.54,157625,0.00894295,3.2452,175.72675919532776,22.619,1243,0.987185902894
-0.0288624,0.0,697.990879588,8,217.44,159617,0.0112402,3.24216,177.83568501472473,15.2938,1251,0.988669357263
-0.0341648,0.0,697.711917888,9,217.33,161628,0.0146167,3.20991,179.92861604690552,20.0828,1260,0.982670247555
-0.0320207,0.0,698.790630703,9,217.25,163679,0.0106272,3.22496,182.0700569152832,16.4525,1269,0.993453938514
-0.0298205,0.0,705.375830219,9,219.02,165789,0.0100213,3.22685,184.2584388256073,16.7331,1278,0.99015970435
-0.0299803,0.0,708.081162522,9,219.52,167852,0.0105772,3.24451,186.56189393997192,19.1149,1287,0.989744019695
